PRES	latitude	longitude	PAHs	warning	TEMP	C2H3NO5	CH4	PM10	Pb	CO	PM2.5	O3	NH3	SO2	NOx	H2CO	CFCs
1155.79125	25.80565	68.49143	3.73253	1.00000	13.63943	3.23709	7.49223	7.64416	46.19291	7.51195	6.80642	7.07860	5.98855	5.94451	8.81670	65.75820	51.83866
1189.47398	25.87498	86.59611	2.29850	0.00000	16.12723	1.88256	7.04614	3.68805	37.60613	6.04132	7.95075	5.29192	6.97060		7.18317	70.53870	74.07745
1117.80437	43.2907	5.4384	7.43084	1.00000	15.10418	2.44863	8.95699	5.38424	64.54553	7.99964	8.71355	6.90601	7.07591	5.98488	8.46558	78.20423	65.74110
1095.49498	-21.98333	16.91667	9.08072	1.00000	1.03724	3.32354	6.92221	5.13103	53.96051	6.07673	6.44391	6.96729	5.25650	4.16921	7.76908	69.04443	57.98991
1100.64470	-23.44361	-51.87389	7.66480	1.00000	20.51663	2.56147	9.41556	5.75856	53.16278	9.59117	6.29234	7.89816	5.26027	6.32678	5.33844	73.87604	69.52042
1152.35719	20.21322	-100.88023	4.62832	1.00000	18.71553	6.78297	8.54680	8.18078	53.77157	6.71453	7.01424	7.62273	6.35039	6.20464	6.21707	60.29020	36.36523
1104.53970	43.61058	1.33467	9.79038	0.00000	9.67990	1.77950	5.71515	6.21966	59.05158	7.60482	5.74522	8.99197	7.16636	9.03987	4.99890	47.92505	63.22356
1116.96732	-2.90055	-79.00453	5.23955	1.00000	20.25718	2.57936	7.34921	5.19262	51.85985	3.52635	5.50559	8.84495	7.18980	8.46828	7.11758	45.13221	63.97896
1147.29242	-25.42944	-50.00639	3.67083	0.00000	27.61846	1.96583	3.84764	4.94680	45.66639	9.70338	6.90159	6.02254	5.87930	7.16316	7.02258	51.03096	48.78378
1130.40046	52.14	5.58472	7.71205	1.00000	15.43379	1.06895	9.63211	3.70519	24.41733	5.45078	8.81031	6.64817	7.65567	5.56178	8.40762	70.68850	53.35066
1168.11229	-8.76194	-63.90389	5.88645	0.00000	33.88102	2.11748	7.91128	6.23898	30.38839	6.96986	8.48957	6.20442	6.61903	7.08737	5.62543	45.38340	58.49242
1114.78574	44.97639	19.61222	5.47820	1.00000	33.56893	2.73444	8.00591	5.65750	52.40868	4.75204	7.99220	8.11309	6.68015	8.29983	6.66168	74.56730	52.11200
1064.45546	5.6561	-75.87877	10.77419	0.00000	38.22219	2.91264	4.09544	6.81564	32.61220	9.55223	7.79789	4.82695	5.67609	7.85310	6.43914	58.97670	45.61332
1143.51100	20.21322	-100.88023	4.34271	1.00000	8.50754	2.57709	6.78725	5.17332	58.64694	6.20486	6.71354	6.96868	8.40319	6.90422	8.55781	74.61087	53.61005
1156.72990	48.77275	5.16108	4.22287	0.00000	7.75229	3.04754	8.32967	2.67991	31.53814	9.38231	5.30091	7.86346	6.82095	9.25486	7.52880	67.64778	54.63849
1173.46946	-34.74785	-58.70072	7.89999	0.00000	14.76634	2.27333	9.12708	4.07335	41.11480	7.71546	1.60900	6.10691	5.20435	9.04235	6.96710	44.22817	56.82659
1067.34266	49.88307	-119.48568	5.58133	1.00000	26.28698	7.94673	6.77806	8.67005	58.62741	6.63595	9.71138	4.80421	5.33705	7.40965	6.08326	57.27701	54.27129
1092.15978	40.81	-73.9625	7.32816	0.00000	34.93610	3.18846	6.51269	6.08547	38.81782	10.27052	5.04147	6.17667	7.50198	8.06605	6.69515	61.47055	62.15551
1155.60464	-0.71667	-48.52333	8.07636	0.00000	4.47296	2.94568	5.52616	6.02007	43.86295	5.21821	2.99835	7.08302	4.64729	8.50926	6.76646	41.24173	56.72294
1167.87922	41.85059	-87.882	4.06897	0.00000	13.54532	2.52355	7.02967	4.08128	70.21586	7.17481	8.35012	4.43253	4.86009	8.75415	6.34793	42.37099	76.30653
1106.46723	48.78232	9.17702	5.20491	1.00000	8.04075	3.48314	6.47884	6.57790	54.32619	6.75624	9.75619	5.44481	6.28219	7.63130	6.68254	51.37639	54.32413
1070.90974	37.35813	-6.03731	8.73759	0.00000	10.32557	2.41328	5.30139	6.35945	27.79654	6.00717	1.96187	5.89491	6.05353	10.19321	5.91397	64.32386	61.27146
1073.50632	13.70727	9.15013	7.12580	0.00000	8.22215	4.18544	7.75069	7.16442	51.87857	9.22073	1.27527	8.52370	6.17019	8.76449	7.08528	55.06376	22.26408
1100.94736	49.03685	8.70745	9.59111	1.00000	21.51255	7.80243	7.74306	8.67356	52.43461	7.18254	8.51420	5.51291	7.19569	3.69527	7.40111	77.33241	50.35658
1125.52669	41.82143	41.77921	2.82123	1.00000	22.35561	3.37463	5.84727	6.56388	62.58992	6.01900	8.96732	6.50074	5.98589	11.07049	6.68863	34.43947	52.66026
1183.39906	38.06084	-97.92977	8.14880	1.00000	20.57748	3.10420	6.09665	4.89381	52.44099	6.39787	9.67179	5.88371	7.47199	4.04266	5.72171	71.94932	65.08628
1163.96836	22.49396	-105.36369	9.21940	1.00000	-2.00101	2.45404	6.94998	5.56620	48.96566	6.76552	6.68470	5.32350	7.69440	4.55656	6.39202	63.51476	55.80499
1197.28505	38.91817	-78.19444	5.18313	1.00000	19.69520	1.37164	7.25253	4.02243	49.55854	3.93971	7.84994	6.13393	6.20942	9.90493	6.46753	67.32772	54.87532
1133.88664	43.91452	-69.96533	6.36828	0.00000	19.84940	2.03806	7.58408	4.79765	53.49717	8.48283	7.35254	6.67036	5.54329	8.51657	5.53519	70.94536	64.08155
1135.28582	-4.42472	-41.45861	8.24352	1.00000	9.26968	7.84834	9.52736	8.43682	56.09873	8.44619	8.16833	6.85083	6.54982	4.44893	7.81950	77.77155	68.89967
1116.00849	25.95533	68.88871	5.78952	0.00000	0.37453	2.93137		6.11745	56.09873	8.38174	8.31027	6.87165	6.43744	7.88301	6.14922	52.70064	50.96984
1056.78736	65.93381	111.4834	4.93219	1.00000	17.66244	2.50201	6.93326	5.34086	79.84084	4.80767	7.54288	7.90600	4.13839	8.73009	7.05358	61.21209	40.87658
1051.52948	51.24197	4.82313	3.02823	0.00000	28.37102	2.14086	7.97399	5.03046	45.02919	8.26115	7.99205	5.90931	7.72953	7.70766	5.89788	66.48567	41.53775
1184.29229	43.78956	7.60872	5.97511	0.00000	16.41796	3.23504	7.65553	6.08104	39.00313	5.12081	9.16462	6.19107	5.28744	7.96208	5.91440	59.46090	59.21756
1055.12558	9.89206	43.38531	8.84935	1.00000	22.18794	4.35434	6.47486	7.36242	61.12489	6.13376	8.13194	6.48216	5.26548	2.29361	6.76919	50.50203	60.30032
1125.52592	45.43341	-73.86586	7.46570	0.00000	6.93097	2.15893	6.65036	4.61886	41.63745	7.30440	3.04410	5.99376	7.82841	8.66288	7.01682	61.47136	47.57737
1152.49929	43.62558	13.39954	6.94156	1.00000	21.92402	2.29047	8.80650	1.87649	37.84353	3.42014	7.70779	7.29159	7.79773	7.81329	8.53520	62.88673	55.94885
1141.45617	39.00622	-77.4286	4.86078	0.00000	14.89090	3.17093	8.33154	7.01940	44.87926	10.30203	10.32703	6.94362	6.87909	7.40599	7.13967	53.89553	73.12167
1151.56660	41.85059	-87.882	6.74372	1.00000	23.54559	2.42271	6.87438	3.32463	62.66687	7.86185	8.07159	6.86385	5.21365	5.19544	5.30206	62.74556	61.63135
1190.61136	33.03699	-117.29198	6.84477	1.00000	22.46601	2.53080	8.01896	4.96041	56.39293	8.99818	8.96565	7.32709	6.46804	5.81214	5.76266	62.31829	73.80792
1150.54540	14.14989	121.3152	5.63303	0.00000	10.97651	2.90766	7.76214	5.57700	66.37268	9.51176	9.44920	8.47209	5.04255	9.08420	5.19566	54.48376	66.73173
1106.18013	34.25	135.31667	9.18102	1.00000	9.29500	1.86650	7.85419	6.06383	22.21730	6.83121	8.28918	4.24267	4.73889	5.62046	6.73197		60.52289
1142.27201	22.49396	-105.36369	9.06597	1.00000	19.85878	7.54565	8.43437	8.54833	53.20293	7.80797	6.91820	6.28349	5.50992	3.64915	7.72897	35.89074	59.71065
1152.71552	27.09978	-82.45426	6.42030	0.00000	-6.67135		8.41856	4.49715	32.90456	7.54756	6.63765	6.34837	7.20354	9.23755	7.75512	52.55458	47.59930
1152.64809	-34.88422	150.60036	10.29389	1.00000	19.95695	20.21786	7.69665	9.77137	60.00941	6.13922	6.88258	6.75796	6.86069	2.43924	5.74802	67.19829	59.04478
1140.23161	-19.7625	-44.31389	8.74806	1.00000	5.94709	3.53717	9.20793	6.17894	51.27276	8.75342	5.79593	4.60145	5.52292	6.81226	6.63812	56.92759	71.43920
1199.34875	50.23805	8.86704	7.91949	1.00000	18.14354	2.42044	7.47290	4.21661	43.37208	7.79214	6.90179	7.05540	7.50591	5.28104	7.03574	29.68628	62.39522
1190.96077	3.8801	-77.03116	6.13573	1.00000	18.96682	3.27925	6.06570	5.29912	44.71401	4.18091	8.71530	5.04861	5.54315	8.87782	6.55164	59.96694	59.16191
1142.62436	18.87813	72.93924	8.75896	1.00000	25.48085	2.89916	10.02100	3.73005	40.96590	2.10821	8.24144	6.89215	6.16751	7.90641	4.94770	24.85814	47.85071
1114.51276	7.50251	5.06258	5.44754	1.00000	-4.06376	2.45056	8.64009	4.56972	59.99551	5.00725	7.51481	8.59349	6.61661	7.67153	6.26332	69.78114	56.93567
1199.09564	54.8421	46.5813	7.18518	0.00000	19.75504	2.62683	8.58367	6.19087	46.53494	9.09933	7.01515	4.98581	6.26623	7.36098	5.99773	44.46927	52.94389
1083.08899	39.32011	-76.51552	6.50999	1.00000	18.65971	3.00729	9.59255	6.33611	33.86605	5.52369	6.86752	6.05622	5.12176	5.13041	6.31695	54.88397	50.60324
1156.38647	48.77275	5.16108	9.37595	0.00000	25.14105	2.28379	5.22123	5.71285	58.31433	5.16568	4.13028	5.64796	7.87697	9.43717	6.41836	58.46613	62.75111
1106.17867	0.46005	34.11169	4.72746	1.00000	19.23470	4.42154	7.14792	6.57899	64.66195	6.62481	8.82819	6.32028	7.53776	7.57577	6.40374	45.42521	57.59746
1107.24012	-34.74785	-58.70072	4.66157	0.00000	24.51270	1.96638	8.11501	5.53486	49.73799	7.54305	7.08419	6.56599	4.43355	6.87386	4.84661	79.74593	72.15448
1084.75568	51.35084	-1.99421	4.73065	1.00000	17.69826	14.09818	7.44197	9.33700	36.32014	7.74465	8.31410	6.92634	6.02057	5.78806	7.42103	39.30981	55.10152
1088.17296	-33.38056	-56.52361	8.05997	0.00000	2.95419	3.33167	8.12625	6.56877	43.48008	9.39507	7.97740	7.68124	6.50720	8.36926	6.10127	50.70541	57.79235
1128.31015	19.32889	-99.32556	8.43670	1.00000	7.09692	2.13290	7.22545	5.30037	52.84757	7.37869	9.35888	6.08102	7.29471	5.24757	7.12284	42.78345	48.20074
1109.71238	48.8449	17.22635	6.57713	0.00000	20.17382	2.79858	4.07377	6.32492	23.20136	9.73838	6.78287	7.25667	5.31576	8.02460	6.70488	50.21336	60.57977
1165.90134	-32.05251	115.88782	3.95405	0.00000	5.53090	2.66257	7.70511	6.40282	24.84500	7.19895	9.15566	7.03730	5.49593	6.32685	5.21861	54.39688	59.98117
1128.37965	3.27833	32.88667	8.44719	1.00000	5.78672	3.58620	8.70620	6.70094	35.03540	7.28308	8.93713	6.91566	7.04802	5.06769	7.00890	62.03055	54.31299
1053.18875	-23.44361	-51.87389	11.46241	0.00000	32.70178	3.28296	7.58951	4.40088	53.69867	6.33849	2.36334	6.48496	6.06082	9.18747	6.36865	60.49567	45.47755
1142.04927	40.11583	67.84222	10.03183	0.00000	18.45168	3.42554	6.60837	6.53222	74.24730	6.17618	10.51648	6.58339	5.67688	5.04168	5.78919	72.29056	64.82887
1136.20604	27.09978	-82.45426	4.74749	0.00000	4.82351	2.73424	8.38325	2.90184	55.55049	8.94423	5.19726	7.02184	5.89146	9.36812	6.45824	50.44315	55.15719
1082.69678	-37.9	145.18333	7.62465	1.00000	-3.91330	1.61862	8.61049	5.56047	64.45233	9.18706	5.96570	6.23224	5.88928	5.43746	6.13276	59.15906	82.04944
1178.20273	34.4833	136.84186	7.78271	1.00000	21.82991	3.12821	7.56888	4.75742		8.18130	9.37486	6.34314	6.84165	6.01698	6.79674	55.86843	52.05377
1132.76739	46.67535	5.55575	7.20097	1.00000	8.99422	3.34356	10.38472		46.90348	8.71780	8.32996	5.05333	8.04305	6.40081	3.69544	87.90857	46.10419
1105.51213	33.98154	-81.23621	11.55434	0.00000	11.15219	2.75066	7.67928	5.62585	39.64396	9.02369	5.96500	5.94020	6.45049	10.22914	6.05767	59.23598	57.62520
1177.26547	-3.20333	-52.20639	8.00114	0.00000	8.65079	5.28870	2.61905	7.81988	25.68694	7.39530	7.23871	6.04849	6.00848	9.14891	4.98825	56.33886	66.46981
1072.04518	9.89206	43.38531	8.41957	0.00000	30.69790	2.03822	7.64771	2.87688	61.02798	6.91607	3.91985	6.16798	8.00003	8.20618	5.71768	35.43772	90.75710
1155.16498	6.45407	3.39467	6.61519	0.00000	10.31569	2.63258	10.63617	4.45614	32.95340	6.22089	8.06845	6.13586	5.16702	5.17057	5.34359	49.15424	65.74864
1125.71567	36.27462	4.85668	8.37320	1.00000	6.62687	2.43255	7.92685	6.28179	39.63908	7.97908	6.81508	8.25542	6.78112	4.00456	5.78513	36.33420	60.04128
1071.84713	41.1053	-7.32097	8.26028	1.00000	18.45284	2.90373	8.43235	4.30735	59.45767	8.90676	5.89690	8.02799	6.25100	7.57949	4.79263	36.03120	67.00239
1183.02844	29.21399	78.95693	5.47903	1.00000	12.88356	2.57591	10.21867	6.16975	61.11998	7.41472	6.59022	6.23622	6.14391	3.79417	6.90540	55.65682	62.31309
1109.96043	30.17746	-81.38758	7.42561	1.00000	20.47079	2.25012	9.48454	6.18955	49.45880	8.72443	6.94740	5.17404	7.55528	5.40292	6.75726	46.52869	61.87754
1123.08823	5.27247	-3.59625	5.61481	0.00000	25.21498	2.52870	3.81778	4.91123	28.71787	11.17485	7.27895	9.23588	7.71859	5.19512	7.50728	47.84945	74.30151
1184.83545	52.26083	7.00417	7.10766	0.00000	25.02297	2.31587	4.74508	6.39566	46.01222	9.96340	6.73165	6.32195	7.31254	8.25993	5.48667	67.12519	40.67467
1166.79964	36.91023	-121.75689	6.88642	1.00000	22.71955	2.65215	8.72024	5.24474	60.17222	9.65064	6.43308	6.31618	6.69915	5.24260	6.03617	73.47086	47.04565
1124.77369	36.20829	-115.98391	9.23111	1.00000	13.02113	3.42109	6.57123	4.82651	73.41718	6.61205	8.36345	6.35901	7.11750	5.59797	7.55824	49.49185	53.31600
1191.21522	5.6561	-75.87877	8.68004	1.00000	18.35204	3.03155	6.71756	6.09631	28.54195	7.20039	8.48249	4.96053	6.64613	4.09536	7.17120	48.58546	54.86136
1095.85612	40.66482	122.22833	7.38616	1.00000	10.96111	2.60303	9.71331	2.97458	32.66915	3.36640	6.51049	6.35380	6.19464	7.04911	6.68967	68.80226	74.43359
1104.43068	37.31065	13.57661	2.74278	1.00000	2.41337	3.20936	5.89575	5.13797	55.48412	5.76929	5.77850	7.40474	4.85555	9.05242	6.47421	47.65546	60.76307
1054.20426	40.92298	14.30935	10.57997	0.00000	10.05093	2.88606	6.44094	7.33512	53.05915	7.14632	2.97745	6.04894	7.00732	9.61375	6.41996	57.01524	42.61333
1195.72278	-22.92306	-53.13722	6.50520	1.00000	18.43408	2.29549	8.93859	3.82331	46.75925	10.15927	7.38362	7.09396	6.36522	7.64736	9.10080	51.46213	43.40012
1068.33244	34.85	117.33333	4.16316	1.00000	15.48432	2.58962	8.34975	3.91711	46.65025	6.19857	7.88124	6.79715	7.56495	8.42982	7.51344	52.47767	44.51680
1119.12274	45.9836	12.70038	8.32442	0.00000	18.18093	5.02123	0.61479	7.61822	62.81423	6.22260	8.64032	6.83480	6.17817	9.39929	5.10914	56.26290	51.88311
1065.18377	36.46917	10.78222	5.10365	0.00000	14.44931	1.91139	7.95930	3.43505	56.63951	9.91117	7.10004	6.62760	8.78750	9.88299	7.50333	61.45163	67.00780
1062.39981	41.16704	-73.20483	9.25565	1.00000	22.66020	3.24235	5.23414	6.66527	42.65629	5.41276	8.63573	7.47734	8.24042	2.25710	8.16152	50.02447	58.17594
1157.60463	48.35149	8.96317	4.83512	0.00000	27.00419	2.54434	7.72930	6.11545	56.14584	8.14448	8.64431	5.68117	7.01164	6.50668	7.01275	46.81720	34.12990
1180.46514	-19.7625	-44.31389	4.21111	0.00000	18.56573	3.57375	8.40259	7.24420	47.58722	6.81684	8.11823	6.62870	6.70523	7.16016	5.69443	50.37283	30.54855
1088.44226	13.8196	100.04427	5.84550	0.00000	3.29637	2.72100	7.84223	6.65553	51.34677	8.44201	9.50146	5.57320	5.57006	7.09848	7.48729	35.18451	46.40398
1107.00518	36.6009	126.665	8.38900	1.00000	7.29500	3.38644	8.14280	6.49852	56.76635	8.03288	8.03427	7.27463	6.23065	4.99305	5.74285	36.06579	66.43000
1111.29305	-25.42944	-50.00639	7.16106	1.00000	6.51341	3.27068	9.08320	6.25229	27.85517	4.90735	7.57367	5.13784	5.83763	5.30870	8.07745	77.99177	59.67943
1172.61400	10.20898	123.758	6.66721	0.00000	22.18711	1.94113	4.87936	2.89706	56.46635	6.14670	4.70466	7.47510	6.13889	7.66603	6.65137	52.04828	63.64396
1058.94840	38.13708	41.00817	5.99311	0.00000	19.39365	2.64637	8.34573	4.26354		8.02698	6.77211	5.66197	5.81615	8.88281	5.45492	48.49693	57.72857
1097.33168	2.2139	102.3278	3.78106	1.00000	4.87466	3.92779	4.95340	7.62605	34.14556	7.52520	8.36090	6.45979	5.91416	7.46791	6.45598	61.24165	58.21424
1124.60107	8.35122	-62.64102	9.80253	0.00000	27.45348	3.68942	5.22181	5.29302	40.33969	7.18290	4.36225	6.71307	5.98892	7.48426	7.08960	76.50463	61.98134
1150.83129	58.63667	59.80222	6.65451	1.00000	10.86930	2.57645	4.73950	6.18146	55.40497	7.94424	4.25429	8.00284	6.36296	7.06508	6.82674	57.93369	33.53004
1149.59268	45.43341	-73.86586	6.36084	1.00000	26.90076	1.83775	8.72413	6.44885	42.57021	4.95309	7.92380	8.36024	7.22798	6.96478	7.81719	63.59498	68.31408
1076.41802	8.88988	-79.62603	5.14151	0.00000	22.93676	2.15986	8.17902	5.20639	39.31181	7.90646	7.32921	8.42438	6.08835	8.12559	5.95404	47.74895	57.49981
1098.28422	59.33333	18.28333	7.17697	0.00000	-14.56633	2.61915	9.09486	3.89024	50.67730	9.51003	5.60840	6.43505	5.48564	9.24736	6.39280	46.02102	67.36017
1087.45719	53.59337	9.47629	4.56755	1.00000	5.19110	2.78990	7.97465	5.52326	38.07710	4.47622	7.76341	7.38544	6.65948	9.66827	7.10757	71.54188	63.77780
1066.99986	32.54044	-82.90375	7.13988	1.00000	12.58032	2.35768	9.98080	4.71822	40.68371	9.15567	6.37187	5.63695	7.07346	7.14437	5.82451	36.23924	62.41439
1123.80475	-4.83	29.65806	7.71000	1.00000	10.18108	2.47529	7.66028	5.71981	60.74016	7.55478	8.92238	6.35925	8.88745	4.71272	6.27996	70.22389	52.17507
1056.18009	51.82721	107.60627	7.29816	1.00000	2.40175	2.10826	7.63901	5.18572	64.07661	8.67604	8.05437	5.73538	5.35225	4.59014	6.52011	48.38389	58.89175
1150.76403	54.84444	38.16694	7.02873	1.00000	21.94540	1.54557	8.53469	3.60011	44.66455	8.52744	7.64662	5.33708	7.50951	7.31573	6.36803	72.70563	61.00385
1191.77411	39.12074	27.18052	6.73011	0.00000	21.50573	2.94521	5.91106	5.18618	62.68718	10.97540	6.37503	7.23540	7.72016	7.53436	7.56545	63.11593	45.82001
1061.20540	32.50611	120.14278	7.79157	0.00000	-0.16464	3.33152	8.71323	7.88901	24.54739	9.26421	8.26906	5.26073	6.98135	6.97321	6.52925	65.32526	46.24875
1056.98847	51.14942	15.00835	6.26740	0.00000	16.68037	3.99354	4.83133	7.02645	39.44610	11.36694	5.04584	7.78017	7.02197	8.40306	6.09568	59.56396	53.64048
1167.78109	27.52948	68.75915	7.31216	1.00000	14.40028	2.91174	6.16703	3.41221	33.07254	8.40542	6.63142	7.32319	7.36369	5.21248	6.78516	58.84051	50.73878
1117.41578	16.0438	120.4861	9.48971	1.00000	26.42531	2.48842	6.25895	5.02619	59.59635	6.11311	8.36119	4.31717	7.95067	5.18897	4.93930	43.73346	69.51059
1124.48491	42.28639	18.84	7.49616	1.00000	7.09896	2.16690	10.01276	6.58788	65.54114	7.83181	7.26220	8.08108	6.83647	4.94503	6.20413	60.66237	61.70143
1184.57138	-34.74785	-58.70072	4.74293	0.00000	25.12158	2.49747	8.27190	4.13913	65.30040	6.87162	6.21638	6.02752	6.06070	9.04602	6.95304	70.60011	54.86745
1061.78333	5.6561	-75.87877	5.66663	1.00000	3.77065	2.27252	8.53596	3.46660	22.87418	9.21785	9.56099	8.25652	6.83524	6.18748	6.24968	70.36877	54.84279
1099.78879	53.77166	38.12408	4.75684	0.00000	20.50150	2.82320	7.50013	5.41246	45.47582	6.70108	8.58946	6.18748	7.30486	6.85060	6.22707	61.40571	46.45132
1199.10527	17.30858	97.01124	5.57199	1.00000	17.42497	3.65179	7.15989	6.76453	29.91336	7.39446	9.85273	6.42418	5.82176	6.58520	7.35972	49.48495	29.38525
1099.55489	34.15429	3.50309	8.30204	1.00000	15.17075	2.66185	6.93671	5.86568	38.13332	7.69254	6.88640	5.59975	7.04208	4.30324	5.52528	47.64254	54.10596
1101.94168	39.43534	-84.20299	5.21742	1.00000	8.80928	3.30694	6.84976	6.88074	64.30912	4.57446	8.53230	6.00253	5.94324	9.46370	7.55650	45.21268	29.79687
1095.66591	3.31332	117.59152	6.53126	0.00000	17.58761	2.67826	5.45205	4.02445	52.47896	5.25058	3.63509	7.33111	4.75934	8.01271	6.31598	65.05089	49.21085
1179.83899	50.72043	11.34046	8.01175	1.00000	19.48674	2.78386	8.28409	7.04348	46.22447	8.49789	7.79761	8.05661	7.22442	4.18746	5.82340	50.87919	48.43632
1070.76674	51.04962	12.1369	4.76832	1.00000	29.75236	2.47656	6.51919	5.65343	27.82771	5.28256	7.72838	6.55553	7.03125	8.39445	5.62121	65.76812	43.01201
1106.98602	41.24255	-82.61573	5.63527	1.00000	10.57512	2.39955	7.33714	5.64877	56.34671	5.53210	8.65819	7.45205	5.19605	7.80418	6.38094	79.29602	64.38129
1053.74864	-17.83333	48.41667	7.69354	0.00000	28.70838	1.98949	5.26741	3.54673	42.31252	7.76089	5.21148	5.11268	6.58137	6.21785	7.77191	65.05377	58.93352
1174.99987	34.75856	136.13108	6.11791	1.00000	-1.72039	4.48557	7.81931	7.95158	37.18395	8.80098	10.49591	5.52418	7.92078	6.09977	8.44087	61.59001	53.90321
1093.11798	14.46693	75.92694		0.00000	14.00975	2.02360	9.06557	3.61442	41.25614	10.22158	5.69669	6.90895	6.19109	9.21141	6.87764	56.56598	68.95997
1084.41709	-22.92306	-53.13722	6.80942	1.00000	9.82858	3.03285	7.27300	5.75543	52.14667	5.81017	9.07730	6.62088	5.76078	6.58310	5.04643	55.00992	52.60730
1130.85668	53.53395	33.72798	4.57118	0.00000	18.41439	3.10334	7.78552	5.98229	37.53022	6.86548	7.79872	6.79265	6.32059	6.45458	6.43951	48.68476	56.97336
1128.34492	-54.8	-68.3	8.46928	1.00000	4.49654	3.98681	8.93391	6.95673	57.54694	5.77854	9.21299	5.70086	6.15410	4.33252	4.61348	31.28623	52.92613
1174.89275	43.78956	7.60872	8.25239	1.00000	13.92344	3.01839	7.91702	6.06009	70.70092	7.62763	6.79489	5.94465	7.75491	4.36555	6.35503	44.97611	67.24564
1159.10439	38.38479	-0.76773	7.49887	1.00000	19.80763	2.99415	7.45220	4.49379	49.63127	7.70171	8.02494	6.75462	5.37868	5.28179	7.72840	71.37670	44.32139
1162.92118	45.0408	-93.263	8.68488	1.00000	16.88966	4.24290	7.73578	7.04722	51.58144	6.13936	11.51421	5.60488	8.40395	4.12384	5.52586	53.37195	63.72040
1074.03135	5.6561	-75.87877	7.45119	1.00000	-0.58722	1.42453	8.06231	4.90824	59.49480	8.76618	6.93766	7.57611	4.49091	5.60867	6.97163	52.30070	60.41553
1070.93835	-20.87306	-48.29694	5.89674	1.00000	-0.14163	1.80466	9.51632	2.76975	42.97376	9.22879	9.76241	5.19179	5.31087	7.98390	5.47775	48.60800	39.28756
1059.80662	60.97944	76.92421	5.93930	1.00000	24.64181	2.47690	8.98190	3.59585	32.36811	9.27286	9.42014	5.55528	7.97899	6.44334	7.27929	51.66863	72.80957
1074.27154	18.03496	-66.8499	5.40229	0.00000	13.38786	4.30794	7.72576	7.40569	46.03688	8.84289	10.25007	5.04673	6.99577	6.67332	5.46402	39.97631	44.07925
1172.72695	36.06386	4.62744	6.48374	0.00000	9.12792	6.37069	3.46677	8.09724	54.49307	8.24891	4.32483	7.04721	6.32980	8.74804	7.73506	46.11895	60.08562
1191.98947	37.58105	29.26639	6.42447	0.00000	28.75722	2.15861	2.22397	6.06455	47.23177	4.70648	7.18116	6.84564	7.21203	7.25084	6.71340	75.03901	45.11736
1126.89998	-0.35817	42.54536	7.29661	1.00000	22.40786	3.17971	5.69040	5.12993	44.52945	5.82872	8.90258	9.07865	5.66235	2.28475	6.72100	44.17079	54.43073
1090.87141	8.35122	-62.64102	6.27529	1.00000	24.68820	1.23116	7.97811	3.24840	65.73250	4.98946	8.29548	5.76238	7.48616	7.51912	5.96252	32.75610	65.63543
1176.61444	36.20389	127.08472	8.19828	1.00000	-5.86980	3.49981	8.70715	6.32395	24.60002	7.91666	7.79432	7.80710	6.99751	5.16908	5.38352	30.94594	50.54807
1068.59684	59.33333	18.28333	8.76727	1.00000	25.45901	3.12823	8.32119	6.46363	21.39832	2.93087	9.66046	7.93933	6.72472	7.98985	6.48595	64.33317	66.90410
1135.87018	14.14989	121.3152	6.59095	1.00000	5.66595	3.56911	7.53935	6.64184	56.23282	5.16106	9.63661	5.33356	5.36398	7.88302	7.41148	67.69373	62.08460
1198.47874	43.86682	-79.2663	7.96696	1.00000	8.09021	3.27918	6.50538	4.50116	45.50267	8.17218	7.48075	7.47454	6.85769	5.35525	4.97398	63.06045	55.60147
1134.09759	41.94175	123.50266	10.20037	0.00000	31.81542	2.98059	8.03748	5.25538	48.07986	9.10284	3.56530	7.72679	7.40622	9.63969	9.42724	54.84681	32.61871
1138.14963	11.85	38.01667	5.80359	0.00000	36.71308	2.45352	3.56155	4.45914	45.37822	7.68322	6.28459	5.83958	7.78458	4.87548	7.71929	43.30457	70.10325
1089.42282	49.68369	8.61839	6.07404	1.00000	28.53340	3.04457	7.68114	5.79847	23.28227	5.99301	9.23591	7.54636	6.23773	6.89013	4.63518	59.81169	55.26345
1071.16075	51.64316	-0.36053	7.50934	1.00000	18.91353	2.04513	7.83033	4.73101	37.45328	7.48089	7.06847	5.18361	8.31306	4.58537	6.51870	51.79426	43.04537
1110.80391	37.31309	40.74357	6.91279	1.00000	9.65189	3.00596	10.13004	6.17579	54.38496	10.64666	5.61842	6.17837	5.38891	5.90470	6.25275	43.18104	58.74532
1197.87912	50.8	3.16667	5.98929	1.00000	24.43752	1.91556	8.64730	4.72481	49.95035	4.69264	5.98809	6.95907	7.40982	6.32606	6.71749	72.02117	60.13342
1110.62749	53.83333	-2.98333	5.43797	1.00000	28.66087	2.25313	10.28643	3.55202	61.90374	10.06969	7.79482	7.54679	5.72893	7.08491	7.44661	67.77636	52.87356
1071.62366	31.39547	34.75699	8.03716	1.00000	14.42808	4.06516	8.62158	6.98879	48.16672	5.33028	10.11031	5.63926	7.21377	6.23398	5.39476	52.00516	70.07263
1169.76185	36.27462	4.85668	8.95183	1.00000	0.26680	3.84083	7.32106	6.43022	61.44141	8.21950	7.15834	6.72244	7.59423	5.22445	5.94526	31.55443	64.47876
