CO	warning	CH4	H2CO	C2H3NO5	PM10	CFCs	O3	Pb	NH3	longitude	SO2	PRES	PM2.5	PAHs	latitude	TEMP	NOx
6.11303	0.00000	6.88418	23.72921	2.31651	8.93368	79.25561	7.82940	47.10502	8.99091	13.58357	4.13989	1197.88825	7.02857	7.10838	-1.63333	17.91104	7.60151
6.43217	0.00000	5.23499	50.52402	0.71279	6.29954	38.29811	8.89351	53.20055	9.09262	91.84128	7.72841	1083.63642	7.52794	8.15058	22.83957	15.01243	7.81032
6.03869	1.00000	7.91963	53.19312	0.65283	5.22844	43.36521	6.30942	51.78020	3.84342	-76.78319	10.66182	1169.29457	7.59723	5.71845	18.00747	6.98534	7.09550
7.93006	1.00000	7.81389	44.72223	1.55305	8.36309	53.00428	9.61390	49.39342	7.91737	-4.22398	8.28073	1053.21330	7.89364	8.96335	57.47908	6.95342	6.87860
8.53086	0.00000	11.11397	56.75127	11.03053	10.64996	32.87689	6.82652	45.22570	10.49958	-13.2356	5.55714	1080.81449	7.20977	7.01007	8.48714	13.12360	6.55842
7.39829	0.00000	7.03844	56.60337	1.13076	7.88371	45.27788	8.74627	66.89258	8.13503	-88.81395	6.53113	1124.61038	6.84997	7.42358	35.61452	17.59797	6.70046
7.45949	1.00000	8.79158	61.10429	2.85147	9.11197	52.74257	9.87227	53.57225	7.81144	-89.71472	9.23957	1144.76345	5.13506	8.19463	13.73417	30.29481	7.92539
6.85378	0.00000	5.40725	46.60539	0.27215	5.36955	14.85208	7.81057	25.78856	7.26374	-88.81395	5.65689	1157.78894	7.26167	3.96947	35.61452	12.45454	8.02403
7.96945	0.00000	6.38463	49.38768	0.54310	3.66588	37.58090	7.72961	59.12299	8.13067	-3.52751	7.07312	1148.66010	6.31797	8.24055	50.7236	21.75785	7.60616
8.27839	1.00000	6.84795	47.09422	1.01188	7.41738	42.58352	7.11515		4.77424	3.55665	8.68022	1136.54568	7.66886	7.26226	36.72544	6.00259	7.79409
7.06941	1.00000	5.83155	35.24202	1.01034	7.83283	44.99351	7.59777	54.01497	8.24798	37.38115	9.75056	1094.52026	5.27776	8.82017	55.63711	0.63052	7.70464
6.93139	1.00000	4.31069	68.46530	0.65067	4.78644	55.33891	6.51402	24.09467	4.40433	28.19028	8.61681	1153.92545	7.79998	5.67891	59.37722	23.33352	6.10067
6.88645	0.00000	6.90368	48.66309	4.71549	9.68320	47.71290	4.46579	52.43837	10.09204	-2.52398	2.62021	1124.85859	6.75527	4.65018	53.19146	6.75641	7.34358
5.64646	1.00000	5.82467	38.12203	0.61036	5.54944	70.42427	5.28590	54.53402	4.20104	-2.68758	9.62209	1074.43155	8.17519	5.93798	53.69786	12.88311	6.41717
6.80124	0.00000	4.70718	39.26727	1.18386	8.04465	59.26346	8.04786	45.25706	8.18694	4.62744	9.65063	1071.96239	9.19097	7.38071	36.06386	10.09285	7.79922
7.38655	0.00000	8.08241	51.64361	0.56522	7.08582	52.81439	11.72243	50.76315	6.17132	36.7138	10.51672	1119.18547	6.37108	5.80066	35.95664	9.43106	7.49087
8.06589	1.00000	10.77946	70.18027	1.15190	7.95202	71.13729	13.44772	40.22826	8.57964	77.70636	10.02647	1077.30699	8.07682	7.96765	28.98002	21.76655	7.16747
6.47193	1.00000	6.57499	67.62020	0.67719	6.29575	73.71884	7.78138	57.67153	5.98420	39.8302	7.85183	1159.57482	7.51183	8.42254	64.5635	24.30304	7.94840
6.74729	1.00000	2.02260	64.11413	0.91281	6.92312	64.72441	5.43663	41.28322	7.86414	86.59509	6.57215	1167.91742	7.08095	9.14052	26.11527	24.59755	7.50776
8.80761	0.00000	6.33090	57.79811	0.48186	3.89724	45.67553	7.07631	44.30427	6.98213	-103.5687	7.34540	1195.55927	7.45170	8.04902	20.22816	7.70772	8.35135
7.88698	1.00000		54.61276	0.43217	5.00653	50.43995	5.76287	48.14707	3.25442	-38.79084	8.95680	1081.96809	6.62554	5.31585	-10.95817	28.24664	7.15974
7.07055	1.00000	7.09194	52.83630	0.49829	6.69367	49.14487	6.09845	55.91765	7.86965	-2.09814	8.18036	1069.49125	6.46093	10.47846	57.14369	22.25695	7.09210
6.25948	0.00000	6.37736	51.58041	0.67137	7.62743	59.84008	6.00064	46.10977	7.45901	37.73333	5.10056	1176.41950	4.59828	4.86281	-4.06667	8.07018	7.07647
6.44061	1.00000	8.28295	28.87397	0.53816	7.09111	46.51320	8.70650	49.61164	9.35829	-13.68778	9.70742	1190.31360	6.42743	8.14242	9.535	1.54281	7.65362
8.08647	0.00000	7.64941	69.55143	1.12027	7.74534	67.64528	9.62000	49.51508	9.29204	-1.47217	11.29363	1117.75058	7.94290	9.19343	53.46506	32.04195	7.18991
7.38903	0.00000	6.44810	57.59290	0.91264	7.98250	69.40666	8.27600	44.14176	9.69825	-97.35992	5.39820	1130.83214	4.69051	6.06384	19.8173	14.27615	6.45509
7.37981	1.00000	2.60207	37.82752	0.70814	5.32741	31.71253	4.61301	65.56899	6.87470	28.19028	7.03944	1133.26775	5.82215	8.74365	59.37722	9.11514	7.92283
7.76129	0.00000	6.14124	63.73412	0.57573	5.54740	57.90735	5.75856	39.31710	7.16701	-105.36369	9.47414	1103.73461	5.58265	6.85954	22.49396	11.62528	7.36878
7.51580	1.00000	7.28857	59.68357	0.52901	5.26698	40.93445	4.78265	68.77571	4.29158	16.91667	7.80602	1091.66508	5.90200	10.20191	-21.98333	21.24122	8.18603
6.12296	0.00000	5.66399	43.40443	0.57017	5.19062	58.91269	6.60585	32.41873	8.35901	1.26738	8.44092	1071.09178	7.96487	7.09613	51.84819	41.45713	9.00111
4.71838	1.00000	3.84894	60.69304	0.56342	4.73677	54.72628	5.00318	62.89279	4.37332	-35.71667	8.67590	1132.09611	6.79002	5.89196	-8.66667	23.35629	6.23275
8.96070	1.00000	5.22695	56.91098	1.44492	8.36205	60.54778	4.04600	68.77092	8.01976	-1.29772	7.88248	1090.25838	8.16686	9.59685	50.76306	28.05183	5.89688
6.31091	0.00000	10.88376	60.27566	2.09826	8.78755	46.48242	8.02962	59.79721	8.14261	-2.09814	4.93316	1168.46809	7.51344	4.75928	57.14369	29.56837	6.57153
8.45940	1.00000	5.96245	48.44694	0.47550	3.76747	65.36220	4.49093	56.70584	4.74614	-0.29825	8.39620	1148.94213	7.34873	8.89102	51.39148	24.48168	7.75193
7.76386	0.00000	5.34619	62.22756	0.67316	5.23776	50.65662	7.85522	65.14888	8.49764	6.8625	7.44103	1148.99301	6.08836	7.64462	51.47805	29.07218	6.93840
6.34135	0.00000	7.21970	72.82357	0.57126	6.76504	47.20679	7.91873	71.83922	7.31324	-93.263	6.13449	1064.81102	8.45522	4.31119	45.0408	6.42055	6.58314
6.65608	0.00000	6.24523	46.26161	2.16397	8.81233	35.08482	9.07959	32.88730	7.92275	105.89333	11.68338	1135.26610	5.56900	8.38592	34.56861	13.30447	7.58334
6.41569	0.00000	8.00690	61.52875	0.79475	7.68288	51.02452	9.10546	70.46444	7.80842	86.79271	5.52876	1120.49605	8.21263	5.14412	25.92127	7.71653	5.13967
6.95596	0.00000	5.84558	33.68546	0.31817	4.15250	27.28750	7.84660	69.26330	8.59148	85.83636	7.04470	1138.93574	6.39354	6.40355	25.66795	16.79500	7.17165
6.73285	1.00000	8.02841	51.93363	1.24455	8.01143	31.26266	4.43850	40.49266	8.41799	3.55665	8.90567	1111.33794	7.51402	7.50840	36.72544	13.12475	6.56154
8.05566	0.00000	6.23709	62.31436	0.56692	7.11131	62.91734	8.82229	51.41496	8.85290	118.53333	9.97984	1119.90438	6.38836	8.23972	27.92333	22.33423	4.96570
7.13587	0.00000	10.07974	53.80183	2.56279	8.99413	59.63314	8.93152	55.34807	7.77314	122.22833	5.94505	1064.20136	7.30353	6.47385	40.66482	22.90566	6.48808
7.52801	0.00000	9.07629	57.58692	0.64703	6.66880	44.56065	8.75803	46.16819	7.55169	140.72287	6.88816	1164.36027	7.18439	3.68804	53.14657	15.93915	5.88220
7.71786	0.00000	6.44742	37.72811	0.58465	5.62706	46.98311	6.22267	56.10091	8.08582	128.9889	9.40670	1063.74547	8.24451	7.99507	37.1759	5.64124	5.33290
6.73289	1.00000	7.24243	62.39842	7.11350	10.18504	70.75716	10.53836	69.97623	7.09749	81.54855	10.49501	1143.53786	8.61865	7.11969	26.2649	15.09244	6.54922
8.32454	1.00000	5.58459	43.04887	0.82631	5.45942	26.84354	6.09589	50.08799	4.62922	138.89585	9.03524	1056.70359	8.68853	6.68897	36.33011	1.45931	8.90746
7.45556	1.00000	5.59528	38.82072	1.51831	8.25538	61.74641	5.79330	70.91384	8.68501	106.85417	8.47071	1133.73596	6.65177	8.99423	-6.48167	19.53290	6.97886
7.58670	1.00000	10.65265	61.05827	4.93900	9.76229	62.14690	11.32597	54.11127	8.63647	-75.11028	6.97099	1157.99733	6.73877	7.69596	-15.21194	18.90413	8.29332
7.09486	1.00000	8.70546	49.25658	1.17923	8.25004	50.08401	9.10528	71.83399	9.21573	79.87116	9.19688	1068.18035	7.25408	7.32857	6.84019	3.59578	7.10938
4.82380	0.00000	8.01658	54.65642	1.77577	8.65370	36.95994	6.69154	38.22639	9.49057	-82.07842	4.99200	1074.11107	6.97102	5.27290	26.91756	10.06376	6.62300
7.06501	0.00000	9.58689	63.49321	0.77198	7.35680	75.67827	9.91626	66.98044	6.34694	-117.79394	7.92761	1097.36327	8.90755	4.58231	33.76446	7.76576	6.18504
7.18819	0.00000	5.99807	65.85895	0.72641	6.92085	58.73697	7.80248	52.09956	8.47839	-73.58248	9.72201	1138.07464	8.68020	7.82323	45.40008	37.49581	6.45061
7.53076	1.00000	8.77187	58.55018	0.95696	7.54280	47.41273	10.86330	47.23865	8.82520	-8.07257	9.01502	1071.52617	6.45893	8.95091	12.74409	29.99459	4.88254
7.07331	0.00000	9.05426	29.93650	0.79469	7.44748	37.83491	7.65529	56.37841	7.35892	75.92694	7.09123	1104.70806	5.82462	3.99579	14.46693	-2.34379	5.85597
6.20930	1.00000	9.05504	50.87298	1.28181	7.91667	49.29330	7.46914	41.09890	8.49179	39.85331	7.13545	1165.87497	7.30126	8.27163	57.30185	12.87828	6.87103
8.94641	1.00000	6.94531	43.41030	0.76994	7.40137	53.38127	7.75140	69.34421	4.49974	1.26738	8.38697	1177.46431	7.58849	7.40173	51.84819	5.78839	7.76631
5.92811	1.00000	4.64283	47.61191	0.51945	5.31287	53.08215	7.11437	43.81224	4.01431	5.4384	7.50879	1154.66965	7.60491	6.96055	43.2907	18.10614	6.24486
6.05743	1.00000	10.23753	56.34265	1.13469	7.76797	67.81950	10.37732	53.43111	9.72363	146.05093	6.36035	1132.53389	6.93944	8.68625	-34.28853	21.25153	7.30036
7.23865	1.00000	7.90286	64.17846	1.23712	8.07856	37.91568	10.40683	52.93782	7.96489	79.82979	10.86207	1059.27243	7.36647	8.33272	11.93381	2.94343	5.81169
8.33674	1.00000	8.64030	56.52749	1.14812	7.85326	56.93740	9.15623	74.29934	8.68112	13.58357	8.64170	1157.27991	7.62545	7.88690	-1.63333	1.54513	6.45482
6.65392	1.00000	3.05740	50.00052	0.64671	4.94958	51.50037	6.22831	35.40683	3.28520	74.85849	7.64161	1126.65885	6.20555	5.20325	31.28092	19.71816	6.73346
7.92379	1.00000	6.91566	45.27730	0.54263	4.29176	37.12221	5.13241	59.02549	5.62765	4.62744	9.20339	1140.03111	7.15149	8.46713	36.06386	14.38713	7.26255
6.90856	1.00000	7.29562	58.65406	0.44938	3.93563	53.97322	4.45532	46.11320	5.87163	135.31667	9.23322	1164.98685	6.48933	9.63697	34.25	22.37979	6.35110
9.10733	0.00000	5.11783	53.25854	1.47710	8.17635	75.76221		53.62922	9.85465	137.5	9.60048	1187.46345	6.55374	7.41867	34.9	-0.92641	6.90082
7.36714	1.00000	8.00174	56.63241	1.53474	8.32425	54.83862	8.85700	55.00932	9.49579	-82.00919	6.04962	1066.84386	7.82720	7.45668	23.04419	19.07602	5.64575
8.93317	0.00000	8.44962	51.59070	0.74120	6.04796	53.79722	9.51912	37.66444	6.84942	-15.6	6.20920	1171.24259	6.63868	4.24465	13.56667	7.37079	6.80237
6.06119	1.00000	6.99664	41.68613	0.68587	5.92778	38.95511	4.67812	50.49086	7.78911	122.22833	10.08279	1083.55194	7.54625	8.20743	40.66482	12.09072	8.32445
7.67335	1.00000	6.20577	46.25615	0.60998	5.76426	44.81842	7.42473	49.22481	2.97119	16.86194	7.78404	1125.34861	6.68039	7.56752	54.58048	14.42985	6.69156
6.83705	0.00000	7.67395	21.39236	4.01886	9.56747	60.99642	6.52288	63.42842	9.52579	120.74792	3.45192	1086.73487	7.54962	5.91787	41.09822	30.56671	8.74053
6.63144	0.00000	8.44818	56.48804	1.17570	7.75797	60.08746	9.29891	36.54375	8.83816	-82.35176	5.57921	1193.57138	6.22968	6.06642	27.71809	34.18473	6.89823
6.67989	1.00000	7.99247	52.60515	0.68275	6.99558	39.72524	5.64343	38.14313	7.63587	8.77155	7.92829	1156.60482	8.04911	10.15503	50.23019	19.54401	7.49135
5.65192	0.00000	5.82304	73.34803	0.47316	5.43025		7.44584	60.76979	8.82872	-34.88111	7.94749	1061.55441	5.95524	7.33384	-8.05389	7.97281	7.43576
6.85240	1.00000		25.70640	1.01489	7.53849	47.84544	5.68863	52.43129	6.12637	122.9666	9.75063	1137.40322	6.64637	7.74555	10.7375	20.60287	7.51115
7.48284	0.00000	8.87057	63.37793	0.78668	7.03415	40.22894	8.47582	44.38132	7.55382	98.19151	5.80977	1122.15852	7.62163	3.81712	14.0823	36.49702	5.52706
6.66902	0.00000	6.73044	34.69964	1.50711	8.23167	67.14448	9.21453	36.17436	7.95543	10.18003	5.31322	1111.87836	5.61089	6.33726	24.96334	21.92396	6.26835
6.80471	0.00000	5.16079	45.77636	0.58098	6.10516	64.88303	6.86116	24.09104	8.92582	24.95034	3.51818	1057.55687	7.44379	3.44457	60.18427	31.25525	8.16679
7.66411	1.00000	6.78310	53.14289	0.40582	4.86116	56.93707	4.13026	74.55447	5.60436	16.91667	9.65298	1088.62931	7.65880	8.11591	-21.98333	8.47550	6.84777
4.72930	1.00000	6.86385	41.95472	1.20420	7.73487	43.14049	6.29862	51.08647	7.89634	122.05228	9.19815	1080.62967	5.18022	9.40920	37.19723	18.90686	7.51771
7.44278	1.00000	5.86251	54.81030	0.73792	5.89393	36.16799	5.48900	50.43758	6.51440	0.57856	9.14969	1062.80170	8.03553	8.01762	40.70995	2.08110	6.91721
6.05314	1.00000	7.09190	36.57241	1.34022	8.12041	43.22768	6.88476	66.10760	8.32157	4.82313	11.12614	1080.04353	7.43924	8.43050	51.24197	5.28958	7.97615
6.06308	1.00000	4.32244	50.84786	0.61209	6.71936	40.38505	6.72623	52.19439	4.86932	-117.79394	7.64766	1131.33454	8.04960	7.08247	33.76446	15.46869	8.21086
5.96658	1.00000	8.12019	64.66604	5.78034	9.99912	40.35106	7.86608	48.96714	8.23021	-6.03731	8.97095	1164.42033	7.62237	7.47754	37.35813	8.48715	5.17154
6.65051	0.00000	9.22836	57.96854	1.37915	8.20976	53.92972	8.64220	70.08462	7.71550	85.94001	6.02019	1079.29164	6.99744	5.05132	25.49043	27.77210	6.37190
6.23032	0.00000	6.09832	88.74414	0.74421	6.05965	38.15810	8.71308	16.32106	6.46490	77.54372	7.20773	1109.32867	5.61746	4.99327	10.12268	8.27087	5.20154
7.92271	0.00000	5.40099	67.87680	0.47528	5.25316	54.66034	9.69796	50.33740	9.30128	46.10925	7.35426	1099.99159	5.53382	8.71848	43.35071	31.79501	6.51149
6.35911	1.00000	11.43816	57.76783	2.08907	8.87206	51.56683	12.95993	67.34389	7.84905	34.86563	8.30471	1177.31398	9.15117	7.95738	31.92923	11.72463	6.99463
5.03047	1.00000	5.75302	42.80324	1.74102	8.44514	33.69627	6.55158	61.97987	8.14766	88.58	9.43738	1094.33641	6.92968	9.38201	23.18	19.03305	7.67519
6.73555	1.00000	10.01091	60.68920	0.57059	6.20878	44.33744	11.31936	76.44691	8.37377	-1.08593	8.32769	1151.50600	7.19952	9.87091	50.79205	30.17883	6.24162
8.08577	1.00000	11.26351	40.79225	2.33917	8.96074	41.29848	8.86642	35.70790	8.25053	120.74221	5.09357	1187.01192	6.16059	7.57526	31.64615	34.11972	5.61845
5.72417	0.00000	6.31202	34.00996	0.34049	6.80464	39.14845	8.93020	39.45425	9.29199	3.16667	9.34224	1149.03325	6.38879	8.58112	50.8	19.25858	8.83553
6.54556	0.00000	5.74638	37.72414	1.16364	7.76292	21.95314	7.76761	69.92327	8.86182	-74.38987	4.23741	1051.32019	7.63863	5.74024	40.65538	3.67921	5.63593
6.06966	0.00000	5.00555	63.28028	0.58288	3.88493	37.89156	7.22276	71.28159	8.23157	14.39024	6.01590	1073.80303	8.02187	8.04624	42.22718	20.89055	7.29223
6.35612	1.00000	5.36671	39.99165	0.43483	4.77245	57.95821	5.27891	56.79714	4.52211	43.83992	8.52237	1150.12110	8.74231	7.54739	55.39485	0.67815	8.50191
7.82063	0.00000	8.86688	43.84366	2.21601	8.85434	81.95553	7.48769	61.52322	8.94613	76.32756	5.06545	1184.67152	7.60881	6.63002	9.57046	14.69297	6.31650
9.19195	1.00000	6.66166	59.75128	0.58095	6.06129	51.22148	5.28529	34.00869	5.84142	-59.13316	7.94009	1175.36519	7.30613	9.87822	-37.32167	17.00778	6.10434
5.79838	0.00000	8.84233	40.68566	1.77875	8.54425	71.95703	8.56385	32.38587	7.38828	103.61667	5.87764	1132.86667	6.23886	6.46576	-1.6	22.10127	7.62656
6.37397	1.00000	6.57898	42.08390	0.47902	6.31709	74.24874	5.69233	71.47027	4.98018	15.87735	8.04286	1065.55227	7.05970	9.61335	4.94273	9.20039	5.74297
7.32369	1.00000	9.33761	24.23986	1.66158	8.36826	33.15495	9.52805	58.58738	9.43882	-75.23266	7.20334	1162.52576	8.28758	8.20987	43.1009	-7.09490	6.30464
4.33464	1.00000	7.82737	42.81197	1.93686	8.60278	40.59686	7.34595	55.90902	9.12125	137.02166	10.73003	1078.78790	7.23516	6.92501	35.48199	20.65519	5.77836
6.99971	1.00000	8.14020	39.23758	0.42897	5.46846	56.43334	4.00749	49.98532	8.68257	19.61222	8.85567	1066.76106	7.62089	11.86733	44.97639	9.63452	8.72124
4.82039	1.00000	7.15770	39.68271	0.58454	5.62327	70.39351	5.26734	58.25908	5.67583	123.33471	9.00524	1178.75406	6.99555	9.25785	8.56697	5.49162	5.82248
8.33990	1.00000	7.83900	50.86906	1.13223	8.04000	35.97456	7.51151	59.49934	8.04387	-76.43941	5.86603	1054.29375	3.63952	9.69193	39.33427	7.39765	5.85579
5.95185	0.00000	9.52129	52.74425	4.37483	9.62916	40.59680	7.85537	46.78510	9.92908	-71.8023	4.88310	1079.61600	7.31186	4.29807	42.58342	22.74994	8.02288
5.76453	1.00000	3.79364	43.60029	0.45641	4.17851	48.54742	5.24991	59.36894	3.90209	14.43865	7.36553	1091.70875	6.16216	8.16541	40.87329	20.98143	7.00666
7.06666	0.00000	7.95747	90.90226	1.31183	8.12848	38.48503	8.05446	56.82511	6.61362	-93.263	10.41606	1054.66861	8.73240	8.34123	45.0408	17.32520	6.52639
7.85561	0.00000	6.29147	33.77897	1.02030	7.27260	44.79058	7.42533	64.92274	9.73812	135.31667	2.73060	1128.41883	5.98806	5.54167	34.25	38.28745	7.67279
8.32112	0.00000	5.21262	42.55002	0.79156	5.32246	61.06058	8.08425	30.19650	8.13883	-1.64295	8.13023	1184.72967	5.19799	7.22765	42.8139	30.99346	6.54967
6.78279	0.00000	7.23628	12.23149	2.02567	8.64507	38.65531	7.46503	58.56551	9.27940	99.1625	5.58586	1114.08500	6.64350	7.20561	3.3285	-5.24237	8.24824
8.31536	1.00000	9.15107	59.21363	3.75953	9.53049	44.75624	9.01773	43.67332	8.24436	-77.37331	7.21165	1184.64659	7.04126	7.98084	37.60876	12.96909	5.46975
6.98715	1.00000	5.81993	52.84073	1.17156	7.59382	42.66119	6.28412	24.73310	9.23720	47.3799	8.47013	1088.20912	6.54252	9.05711	33.14447	10.01772	7.20717
6.46042	1.00000	6.49828	28.61176	1.44699	8.15556	37.26357	4.01843	45.09111	7.52295	-97.90308	9.86105	1179.72587		8.19720	31.12406	16.57261	7.00319
5.49677	1.00000	5.02230	31.02416	0.63203	6.47978	56.52367	6.99480	59.98057	6.38780	-2.01111	7.24432	1101.61233	5.67037	9.07886	52.66277	22.33090	5.22724
7.48992	0.00000	9.04079	35.75180	7.33090	10.23613	47.64368	7.85250	29.68600	9.98363	17.4674	5.24493	1120.05193	7.93762	7.80292	50.86079	20.80090	7.58916
7.68958	1.00000	6.99364	49.05723	0.62399	4.31168	54.02754	5.15997	84.45810	6.20791	-58.38341	9.76584	1107.86211	7.61462	8.57362	-34.64966	21.36482	6.54250
9.05207	0.00000	9.30673	47.17606	1.25941	7.83678	48.81895	7.53021	36.08854	8.12072	39.28333	5.62312	1118.39729	4.82398	4.98134	-10.33333	10.82601	7.25070
7.11056	0.00000	6.12888	58.21574	0.46331	6.08011	50.57665	6.09444	63.54122	9.02797	78.25795	9.26754	1186.59171	7.80961	5.42218	9.82564	20.94316	7.18277
6.72100	0.00000	7.70080	59.54605	1.14208	7.87262	49.77116	8.43541	43.06696	7.21527	-67.15407	7.34352	1109.73883	5.14094	5.86049	18.42745	26.46553	7.83251
8.51352	0.00000	5.19224	61.05279	1.00272	7.72957	49.52649	9.43987	41.01870	9.70564	140.72287	9.25713	1158.31815	7.59558	9.31143	53.14657	20.19468	8.45164
6.66572	1.00000	8.02665	55.88685	0.72925	6.87989	33.15683	5.06876	40.08848	7.60223	-117.79394	6.48308	1107.31747	7.54261	10.45324	33.76446	12.57087	7.08758
8.05023	1.00000	9.95789	47.38730	4.01667	9.57692	58.91821	8.50976	71.45882	7.81141	78.23456	7.58744	1051.58065	6.17460	7.05710	28.92694	16.18629	6.92728
6.03609	0.00000	10.31494	47.80127	10.66966	10.62166	51.29402		38.45963	8.81030	11.37703	4.19858	1196.44021	6.11089	7.49393	48.06919	-2.14024	6.49149
6.86345	1.00000	5.12187	55.11728	0.38064	5.64295	30.47553	4.53291	54.00781	7.73232	120.4861	8.01797	1121.70726	6.17198	9.38631	16.0438	16.68229	8.14777
7.84692	1.00000	6.89143	63.09790	0.57074	6.25407	41.27636		58.30774	9.38953	-73.9625	9.22591	1089.47711	5.96282	8.80608	40.81	18.83744	6.85009
8.05738	0.00000	5.50889	29.37551	0.50206	5.38332	36.16851	9.17539	73.60108	8.48220	13.32127	7.82764	1188.50209	6.90026	8.56987	52.59319	9.43444	7.97464
6.46501	0.00000	3.95160	73.39326	0.86869	6.48233		8.44139	75.51648	8.23692	130.94098	7.67224	1129.26409	6.83305	9.32831	33.3213	14.51566	7.17484
8.68782	1.00000	5.75189	60.38922	0.82112	7.04981	40.09652	4.73380	59.74791	8.53562	39.28333	9.92162	1106.11943	8.09652	8.65183	-10.33333	-7.44887	6.25678
7.29870	0.00000	3.93767	30.00660	0.89012	7.62307	50.31386	10.90830	50.09760	10.11110	43.83992	7.58727	1127.62289	7.98764	9.43750	55.39485	25.10707	7.45969
8.30269	0.00000	5.78114	56.14353	0.91858	7.35294	16.06389	11.06748	50.49796	9.04237	5.16108	8.43852	1064.70242	6.53174	11.14061	48.77275	4.09623	9.57760
7.70476	0.00000	5.08595	57.35933	0.85099	7.08715	61.74146	9.70397	36.44893	8.47078	-81.23621	8.41348	1156.46390	6.78995	9.71376	33.98154	6.37467	6.37215
5.76950		5.71184	55.70494	0.73121	4.82422	72.16470	6.49010	63.99486	3.16507	78.95693	7.77934	1127.40294	8.02014	7.16325	29.21399	19.97275	7.44567
7.56937	1.00000	9.20085	70.94876	1.68765	8.39629	42.58039	7.39728	67.11509	9.70596	126.28333	7.50864	1174.63349	5.58852	6.11794	45.35	9.06004	7.92049
7.57527	0.00000	6.17079	34.20747	0.50010	5.90709	34.76606	8.37062	50.93665	8.15538	144.09638	8.76623	1175.67773	7.74196	9.90373	43.82634	6.70583	7.27520
6.58616	1.00000	6.18874	30.98864	1.23239	8.14811	19.74635	7.03816	55.61020	8.45901	-122.38731	10.48758	1135.36126	6.79286	9.47050	45.53929	16.73991	7.11951
6.70065	0.00000	5.97259	54.92734	0.42909	4.91938	70.98996	7.86820	58.06273	8.19968	-81.38758	8.16827	1184.23451	6.35361	7.30790	30.17746	5.65189	8.58331
7.76639	1.00000	7.19850	44.27156	1.66729	8.58476	33.59161	7.41115	54.34709	8.71954	70.91106	8.66148	1069.04685	6.43982	7.76228	29.38242	10.99945	5.76083
5.97260	1.00000	6.26665	59.43363	0.53577	5.02046	66.01826	4.53729	30.34582	4.37351	10.5511	9.07996	1149.87132	5.68696	7.67804	52.47774	12.74128	5.82384
5.11361	1.00000	7.83149	58.66811	2.95695	9.24919	42.11162	6.79957	37.54626	9.59076	2.45012	4.85613	1191.67680	6.99328	5.46008	48.90982	12.34506	6.51018
8.66783	1.00000	5.65067	33.06713	0.48214	4.91195	27.21615	5.24299	72.21463	5.94974	115.70111	8.25319	1061.97176	7.39886	8.62916	37.73222	3.94899	5.81260
6.85583	1.00000	7.54127	21.24886	0.55847	4.12127	29.98665	4.58845	59.59600	5.33198	13.58357	9.71902	1159.63137	8.18693	9.10483	-1.63333		6.27397
6.04860	1.00000	5.99252	64.11174	0.71600	7.10627	35.52134	6.79869	24.56572	6.47942	65.27258	8.70412	1132.15798	6.58167	7.81021	58.04254	27.07698	5.71570
6.41694	1.00000	10.85847	51.47967	3.67934	9.46054	51.56742	10.22836	51.98536	9.52527	-58.38341	7.35236	1051.30702	6.12150	6.53758	-34.64966	24.88818	7.82199
7.01173	1.00000	7.00887	43.41124	0.35515	6.64283	53.65519	6.69963	65.73805	7.51312	19.61222	9.41554	1105.35848	7.42922	7.93947	44.97639	6.09235	7.03790
7.98430	1.00000	7.25103	62.95892	0.76750	3.28942	69.05417	3.84971	48.86092	7.67574	6.26667	9.35375	1111.67877	6.30868	10.35747	51.21667	20.22750	6.75976
7.79104	0.00000	4.93098	36.74729	0.35631	4.40224	56.92973	6.72436	59.72924	8.80589	39.85331	6.86237	1133.12918	7.44351	7.01121	57.30185	8.86829	6.80907
6.18585	1.00000	8.49445	57.21967	1.90514	8.66214	48.03862	7.03769	70.61098	8.93635	12.16179	7.51232	1171.96846	7.34357	7.75395	48.52961	16.12842	8.91341
8.39940	1.00000	6.52299	77.88548	1.14337	7.65629	46.55100	4.67761	63.32908	7.05042	6.26667	8.07724	1091.57590	5.94637	9.25264	51.21667	14.26380	8.79574
6.68855	0.00000	6.70047	53.47249	0.62082	7.22581	62.46281	9.40168	62.39259	9.11737	19.61222	9.80440	1072.69552	6.80343	10.03292	44.97639	15.45040	6.09772
6.74407	0.00000	9.34709	71.14181	1.80879	8.41718	44.86642	8.26032	72.48382	7.82304	139.55028	6.23875	1080.00155	6.65782	5.94404	35.30889	22.36477	7.63099
7.73347	1.00000	8.56537	64.37849	1.66650	8.45843	46.11095	8.37975	39.90128	9.37970	8.63333	9.15734	1126.17679	8.71214	6.99804	52.2	4.55426	8.10153
7.00020	0.00000	3.45736		0.50204	5.32243	61.01801	8.33769	50.99384	9.99436	-99.32556	5.84660	1075.67175	8.42622	7.73485	19.32889	21.96074	5.40976
6.92828	0.00000	8.55670	43.46992	1.55726	8.27762	47.71981	9.34914	46.43297	7.28523	78.25795	5.60408	1170.47407	6.44008	5.86770	9.82564	15.10519	6.17906
6.87086	0.00000	8.84594	49.71281	6.69709	10.12492	48.35660	6.83371	40.47555	10.37866	72.93924	4.86250	1097.17017	7.49425	7.28295	18.87813	-17.12929	6.77459
