PM10	PM2.5	NOx	H2CO	C2H3NO5	latitude	SO2	CH4	longitude	warning	Pb	NH3	CO	TEMP	PAHs	PRES	O3	CFCs
7.61406	8.39478	7.89279	43.93033	1.58558	31.64615	10.23122	6.66525	120.74221	0.00000	71.63096	8.27930	2.63720	11.88746	9.56684	1146.27343	10.01154	58.98936
5.47206	8.61893	6.76214	63.10446	1.00782	41.91738	7.52137	10.36627	3.1631	1.00000	62.39758	6.91344	7.00705	4.09585	7.01364	1107.78746	10.28922	37.14930
7.45202	7.53557	7.36534	42.28839	1.87735	53.5942	7.36565	6.26517	25.8191	1.00000	45.73613	6.39302	10.05875	22.60473	8.55312	1066.28761	7.61969	40.45044
8.13396	7.68449	9.47577	56.12327	2.67806	41.24264	7.46577	6.75001	16.50104	0.00000	71.18044	8.73637	6.49880	30.32349	6.08433	1074.33889	7.56473	58.71058
7.90943	7.35472	7.14839	47.57942	1.90247	9.15093	7.72126	5.81030	-79.62098	0.00000	47.50682	9.11027	10.97482	24.11482	3.66933	1120.53417	7.98003	59.93802
7.67482	7.48829	11.19471	45.47687	1.37036	30.5427	6.85328	4.47511	-97.54667	0.00000	56.53880	8.50443	8.09098	22.48240	10.62412	1091.26379	11.78036	62.32359
8.60428	7.78146	7.63911	48.03788	2.55730	42.50729	7.48415	10.84405	1.53414	1.00000	49.75596	7.80290	8.26061	21.90256	3.83994	1104.07774	9.24257	63.59847
8.11293	5.64834	7.57051	56.30627	2.01050	41.27194	7.59420	6.78495	123.17306	0.00000	47.20039	8.40663	9.66073	35.87915	9.02466	1081.91394	8.73127	62.55918
6.83390	9.18572	8.18136	67.50658	0.77377	43.61092	8.45668	6.90936	3.87723	1.00000	83.25517	9.00341	10.59548	22.83184	8.29996	1103.36502	8.18320	46.72976
7.28464	9.07694	10.84276	45.27966	1.71357	51.4781	7.77951	4.54808	57.3552	0.00000	60.02286	10.02009	6.37798	31.79088	11.37731	1106.41786	12.45294	60.06643
7.47542	9.15023	9.48697	61.10024	1.35188	25.92493	6.97007	6.87837	73.66633	0.00000	38.21544	8.52175	9.62999	37.16672	8.03066	1191.60789	8.12873	44.56993
10.19529	8.03448	7.90266	80.18927	13.25387	13.51825	8.30101	7.67621	99.95469	1.00000	38.57511	6.21606	6.58857	3.45785	4.88266	1083.41491	8.47397	56.03169
6.66835	9.37152	7.11820	60.44049	1.19178	36.20829	8.25493	11.36316	-115.98391	1.00000	34.11517	7.32501	8.15766	3.91025	5.89683	1170.48026	10.36055	57.26703
6.36011	7.62508	5.58676	43.73770	0.86376	19.8173	8.77744	9.24371	-97.35992	0.00000	47.47768	8.61069	8.15126	-20.64016	7.26273	1161.06712	8.13220	56.75120
6.16748	8.78528	8.47644	76.90950	0.63451	-37.9	7.86533	7.35355	145.18333	1.00000	43.21249	7.35181	10.45973	16.14090	5.30066	1077.90588	7.85369	77.20843
6.40179	7.15573	9.62367	45.35943	0.97291	41.8542	9.26361	5.07630	-87.66561	0.00000	48.06962	9.05537	9.57171	2.27974	5.45723	1128.97090	8.48547	43.02961
7.37692	8.71827	6.13563	54.68774	1.40283	18.42745	7.93606	6.77853	-67.15407	1.00000	43.34900	7.08117	10.20602	25.79050	8.05952	1081.17530	8.04813	60.24250
8.65560	7.24414	11.73050	44.44601	3.10054	36.72544	7.64788	5.17567	3.55665	0.00000	48.07216	7.72140	6.72106	14.03364	8.95267	1067.48540	10.75990	50.99473
6.81401	7.76311	7.83062	51.38942	1.12512	61.78491	8.05746	10.32694	34.34691	1.00000	33.22571	7.88917	7.23349	-4.19549	8.89286	1051.34943	10.85369	49.62895
8.51817	8.90030	8.36761	53.57214	2.72996	50.20528	7.68085	8.61263	19.27498	1.00000	66.32314	8.77769	6.02842	-1.21690	5.78467	1139.28112	9.00720	63.41039
7.22255	9.20160	9.37848	52.81204	1.06853	52.2	7.65604	5.87619	8.63333	0.00000	68.50238	8.59714	7.14156	12.74376	10.02187	1175.32764	10.33311	55.45067
8.54718	8.22461	8.93759	50.89067	3.24351	53.83333	9.58974	7.48970	-2.98333	0.00000	65.76593	9.86544	10.56856	4.24329	7.10241	1133.31812	9.73642	54.04710
6.08719	8.89525	10.22386	61.62106	1.08763	34.25628	7.46494	7.09407	-78.04471	0.00000	66.46880	7.45927	8.37125	19.08910	7.42298	1165.60133	10.53923	47.83478
7.72640	9.35863	12.37153	25.32848	1.26843	44.97639	7.92519	6.55944	19.61222	0.00000	55.95592	8.13709	6.12621	1.68566	8.70674	1077.65209	10.00233	54.67583
10.23892	10.12431	9.66676	46.17656	13.82941	42.62833	8.63334	8.58317	20.89389	0.00000	45.50430	8.83796	8.25692	19.43290	7.21005	1176.99788	10.08786	58.23516
9.80158	9.07246	8.53648	55.20017	8.80397	-37.88333	8.70964	4.68258	145.06667	0.00000	40.48878	8.54905	3.14453	5.21286	10.86480	1198.34296	12.49170	63.51286
6.68964	8.12934	10.18564	55.17273	1.00847	37.51803	11.12111	7.31498	15.00913	0.00000	56.15629	7.25557	7.89046	10.10409	7.47435	1182.86190	9.22926	49.61458
6.56390	9.41273	8.28904	47.37180	0.98265	40.87329	8.46354	4.05011	14.43865	0.00000	9.23333	7.38467	11.21031	15.56810	3.77154	1063.55558	7.43961	53.01183
6.75192	9.10720	9.33556	50.14491	0.74237	29.69221	11.49197	7.76118	72.54566	0.00000	28.76930	8.39785	9.86730	11.39230	7.81486	1106.66434	9.90903	56.59659
7.04306	8.44030	9.85175	61.75048	1.09591	11.12018	8.13316	5.14790	76.11996	0.00000	55.58713	9.50348	10.23693	23.33610	6.03728	1077.36462	6.67986	69.76246
8.01721	8.85490	5.93361	77.09765	2.06098	53.63333	9.04650	5.74621	9.85	1.00000	30.70378	7.48898	10.54999	6.68346	6.44174	1070.23308	8.00357	57.28209
6.50821	9.05633	9.12555	60.50412	1.57203	40.72371	10.09145	6.40561	-73.95097	0.00000	63.69111	8.39027	9.80217	-5.23795	6.34399	1069.93726	8.81624	40.33640
3.91363	8.65697	8.58897	68.88467	0.66695	37.35813	8.65338	9.37006	-6.03731	0.00000	50.58870	10.86368	8.57100	18.68576	9.00910	1079.98671	7.03726	63.96763
5.78290	7.70535	6.78957	57.02478	0.78792	4.73245	7.49919	11.20352	-74.26419	1.00000	48.91084	7.20520	8.04809	20.67620	7.17113	1070.16608	10.43534	61.82987
8.02470	8.53763	8.34841	63.76689	1.96198	54.52156	7.58338	7.76238	9.5586	1.00000	45.73460	8.78120	9.52917	15.40453	7.88434	1127.09319	8.11686	66.54507
6.85754	8.46690	7.50146	65.63818	0.67493	26.9423	7.95352	6.05579	68.11759	1.00000	57.63490	8.00251	10.30838	1.39340	8.67244	1083.41426	7.29242	43.54254
6.91340	8.71698	7.56028	45.62508	1.28694	40.67705	8.76071	9.85171	-73.89125	1.00000	54.18561	10.37679	6.16802	7.26104	6.17671	1065.25253	9.84219	50.22778
8.34210	7.32911	7.16278	34.77332	2.52145	32.44874	8.64101	9.03554	-99.73314	1.00000	52.91043	8.41216	7.07125	4.25054	6.58712	1158.72160	8.33206	32.40635
9.49574	9.38707	7.98064	41.15121	6.56663	48.79325	8.15234	8.87672	2.29275	1.00000	34.47540	7.67586	7.68128	15.70393	5.49288	1194.81211	9.04027	53.65556
8.06844	6.45936	8.66341	50.70997	2.35732	41.91886	9.47749	7.88066	8.73812	1.00000	74.27757	7.24644	9.20301	20.41948	6.68998	1103.78979	6.78752	38.15311
7.07904	8.37278	7.50352	64.89801	0.78591	29.98869	6.59325	9.53518	122.20488	1.00000	54.85092	7.62692	6.28716	9.99867	4.83592	1123.83992	9.22243	62.02909
5.27689	7.86243	5.55634	57.58039	1.07881	44.97639	8.74498	6.17951	19.61222	1.00000	64.25674	10.40059	8.81191	10.86582	9.45157	1190.29957	4.98876	43.90363
7.48027	8.22795	10.43731	49.51398	1.55750	21.59983	10.37807	10.59078	71.21169	0.00000	49.20273	6.97596	7.64725	19.36363	10.50568	1119.82287	12.15262	50.47942
5.76482	7.94685	6.13175	55.56693	0.80501	40.11583	6.98798	10.82352	67.84222	1.00000	51.52892	7.46429	8.08926	16.18976	7.43418	1093.75283	10.48234	60.03563
7.59709	6.44485	5.42157	53.73325	2.35064	53.6052	10.47018	8.56410	10.03988	1.00000	57.34498	7.99985	8.36464	-0.75784	6.18456	1119.76616	8.08033	38.17715
7.46722	9.93253	10.19136	36.67811	1.47023	9.15093	6.71801	7.63817	-79.62098	0.00000	59.21368	8.01137	8.70379	21.89378	7.93620	1056.29001	9.84225	48.25340
6.92163	5.43058	6.84453	54.24502	1.09556	38.37255	7.81649	7.99633	34.02537	1.00000	43.90096	7.72044	5.02150	-10.03421	8.63268	1188.00638	9.10081	50.12525
6.48345	8.57885	10.08891	70.80870	1.20554	54.58048	8.05002	6.83304	16.86194	0.00000	38.78417	8.16333	6.61103	4.21711	10.27624	1111.82053	10.14655	63.76502
8.07851	7.63297	9.74531	37.83415	2.46962	42.97086	10.74063	6.89814	-82.42491	0.00000	47.48035	7.04930	8.00506	5.60563	7.74650	1111.64946	8.26281	51.68702
7.27778	8.57039	11.09642	65.56372	1.17927	-20.88231	8.90150	6.93788	55.4504	0.00000	38.00153	7.65065	9.99156	24.39350	8.65998	1196.34371	8.58863	21.00947
7.19592	9.08392	12.01553	57.60196	1.10329	54.48147	8.81974	6.80921	53.47103	0.00000	41.94304	7.96746	7.89541	11.31031	9.40664	1120.43741	9.87729	63.95136
5.27818	9.41214	10.80469	41.99749	0.34638	42.30865	6.34583	9.98231	-83.48216	1.00000	51.42799	9.14594	7.77898	26.64577	8.88057	1087.74035	6.84093	57.13462
8.15957	6.00125	8.72912	41.35811	2.22407	40.65538	8.86286	8.93277	-74.38987	1.00000	61.71900	9.52793	7.81529	-2.09802	6.12953	1107.45750	6.73279	46.92105
8.04841	6.98744	9.23921	48.65610	2.16629	16.0438	6.96248	4.53628	120.4861	1.00000	40.80454	8.23856	6.80134	21.24074	9.86059	1114.07410	11.12465	45.16359
6.79460	6.38255	11.42395	46.15807	1.29889	48	8.51552	5.98856	-4.1	0.00000	52.52288	9.98250	7.68496	30.66141	9.34141	1107.21700	10.07035	56.00291
6.94044	7.02958	7.65070	69.34864	1.15230	-5.41667	7.56121	7.60154	38.01667	0.00000	40.99682	7.85777	7.99683	14.79363	5.04184	1102.22229	10.09207	73.78796
8.56877	9.19722	11.86474	49.69140	2.64815	40.42386	10.19945	4.00301	-3.53261	0.00000	48.28371	8.79997	6.74058	11.23602	9.41017	1093.60023	11.82174	54.86900
6.95707	7.72706	7.36126	48.92312	1.22106	45.44868	7.22394	7.33090	-73.81669	1.00000	40.61123	9.26501	8.92083	26.81999	7.93101	1185.96548	7.24415	67.10894
7.81160	8.27148	7.20385	53.24500	1.66302	51.40944	8.27698	6.99138	46.04833	1.00000	44.51871	7.89668	9.27068	-1.12672	4.44535	1092.21154	6.47615	32.77239
8.91172	8.01885	6.96290	70.92267	3.99441	-5.41667	9.14090	9.12127	38.01667	1.00000	39.14954	8.60947	7.32524	8.42664	4.68833	1063.74016	8.13682	42.16771
8.68709	8.26370	6.47595	57.29523	2.99490	14.66	6.82543	7.62190	120.56528	1.00000	24.84395	8.30332	8.60243	0.57586	4.19273	1055.39376	7.29453	60.21732
6.48038	8.18242	5.14891	33.12102	0.83811	9.6531	5.61438	5.80222	124.3697	1.00000	25.28930	8.33055	10.39004	28.11332	5.93819	1125.18726	6.60387	51.13576
7.39999	8.43377	7.51962	22.34575	1.49095	21.53889	8.70435	6.54232	71.57737	1.00000	49.67916	7.82669	9.55420	17.76504	6.85772	1187.33400	6.59582	49.69926
5.46120	7.03611	10.36489	42.63008	0.69129	53.46506	7.07584	6.02639	-1.47217	0.00000	43.11637	9.33500	6.75508	16.80011	11.57229	1131.20938	11.30154	49.14123
7.77212	8.93947	6.85254	58.25518	1.61935	50.50301	7.94631	7.80324	13.63617	0.00000	53.93942	6.86189	8.04401	8.68387	5.13707	1156.52383	6.11488	56.61827
6.60972	7.28485	6.00840	48.29165	0.70425	32.17629	8.90025	6.31097	75.06583	1.00000	59.97185	6.78099	10.26605	35.75921	6.78880	1114.32329	7.22785	48.63203
5.90041	9.05835	8.71997	47.85000	0.71774	55.1904	8.65148	8.67414	30.2049	0.00000	50.06115	8.38422	8.90854	18.20933	8.13098	1106.94519	7.03820	74.71134
5.67520	8.08096	7.28526	41.20325	0.87197	37.30553	9.05181	11.53484	120.82747	1.00000	38.44320	8.40727	7.41250	23.20727	6.25910	1068.24580	10.78834	59.59942
7.52566	8.78539	4.25031	55.54572	1.40770	47.83333	8.07698	5.84154	59.6	1.00000	33.35228	7.97592	9.31815	12.29254	5.79440	1074.69024	6.04820	56.37724
7.77987	8.11689	9.00372	31.63273	2.06460	42.28639	7.41562	8.09836	18.84	1.00000	50.98423	8.68279	9.98784	-11.42542	6.57672	1158.12548	7.29232	46.21588
7.06135	7.99020	2.72976	30.04998	0.88911	9.535	8.86192	3.82578	-13.68778	1.00000	53.54195	7.68673	11.75657	5.88557	5.19224	1066.49330	8.19962	53.02937
5.81300	8.32477	6.27223	53.94417	0.30925	38.68712	10.52559	12.50238	-4.10734	1.00000	51.45862	8.74689	9.24753	23.85087	5.82653	1074.04918	10.28955	56.47639
5.78516	9.49087	8.00542	64.47336	0.98958	42.8139	8.00379	7.70853	-1.64295	0.00000	46.16646	7.22160	8.94240	7.41892	8.63179	1163.95326	7.79900	49.19062
7.36389	7.58214	6.11856	45.50437	1.38935	-5.85746	9.08591	7.16110	144.23058	1.00000	67.61465	8.72370	8.58162	6.20921	7.11309	1122.14492	6.08421	55.94412
8.18928	7.13972	7.48215	41.66986	2.43099	28.54944	8.36830	6.15826	-81.77285	0.00000	44.76673	8.63095	10.83588	17.73390	4.29714	1175.19469	8.37403	54.71657
8.25340	7.92143	7.54574	59.13603	1.99378	14.62578	7.84196	7.17569	121.12251	1.00000	38.09588	7.48174	8.29202	-12.08385	7.66257	1178.54445	6.47509	49.52199
6.51575	8.60152	9.85789	55.42902	0.15119	-17.73648	8.60374	6.86924	168.31366	0.00000	41.18932	9.42885	9.47990	13.60924	7.05519	1156.32635	9.51239	65.48802
5.71852	9.30228	8.47290	44.16328	0.85137	52.14	7.21698	11.62272	5.58472	1.00000	61.53504	9.53502	6.38923	22.41856	6.02016	1053.59677	10.98555	41.08774
6.75611	9.03046	2.84033	49.77707	1.01765	42.819	7.86449	2.75663	47.1192	1.00000	49.19295	7.49229	13.23643	8.53549	6.82880	1104.19730	7.95845	57.06854
7.78943	8.25252	7.72863	50.99145	1.95639	6.03333	9.84827	5.45274	37.55	0.00000	28.55068	8.20261	5.03418	25.81525	10.57975	1154.29386	11.17189	70.99741
5.91151	7.17497	8.32527	64.71368	0.64423	41.15376	8.66400	4.54313	-87.88754	0.00000	35.24499	6.47377	11.01057	14.06353	4.60342	1110.57445	8.43698	69.69126
9.15858	9.38287	6.37006	47.59903	4.88416	26.2649	8.48152	7.03929	81.54855	1.00000	49.39791	6.75822	5.67935	8.68480	6.52755	1092.87229	6.29916	64.42185
6.77611	7.73508	7.08416	62.42980	1.19234	51.39323	9.16647	9.14150	0.47713	1.00000	33.36841	7.10125	5.76660	6.92906	7.20707	1157.19827	9.37432	59.46948
8.40596	7.72677	7.29529	43.13311	2.52254	44.97639	9.65577	5.79620	19.61222	0.00000	57.62618	8.08967	9.41200	21.93775	3.34875	1106.30554	8.99273	43.33412
5.92339	9.25401	6.55509	27.01099	0.58372	36.65	6.78850	9.82777	138.31667	1.00000	66.78583	7.21214	7.60979	2.53571	8.61638	1121.93228	10.33321	45.00262
8.28424	7.50118	6.83632	52.24332	2.55814	49.28669	8.31659	7.26557	1.00288	1.00000	47.73260	8.43764	8.56688	6.89773	7.85093	1122.52203	5.97804	60.76337
6.53195	6.97751	6.09992	43.85842	1.13603	39.22493	7.37741	9.48799	42.85693	1.00000	52.86578	9.35950	7.27677	19.89495	6.65546	1149.35012	9.01084	53.45427
9.06698	6.30358	6.22510	37.08815	4.68367	42	9.10004	7.52749	21.32778	1.00000	34.06092	6.72034	7.65437	12.58473	6.06967	1145.24517	7.47525	53.98641
7.34258	10.34865	6.38367	45.09536	0.81682	53.5942	6.74464	4.89674	25.8191	1.00000	39.82072	7.37531	11.30398	21.46374	7.03079	1144.64167	7.37389	52.51131
6.38056	8.12534	6.79958	52.03069	0.77410	19.8173	9.00657	9.86915	-97.35992	1.00000	34.27021	5.86533	7.48136	29.04630	6.58814	1187.64502	9.77826	47.47404
5.88579	5.27643	7.32473	57.48978	1.10529	34.75856	8.02344	6.83511	136.13108	1.00000	54.83579	10.02784	10.65175	21.97056	5.82573	1121.63379	8.17606	39.81550
7.24016	7.24090	6.80294	75.79113	1.30747	48.8765	7.72766	8.20565	2.18967	1.00000	55.34639	7.91875	5.83536	19.99282	5.97440	1166.67584	8.76646	62.63357
9.24082	10.23669	6.65773	17.62118	5.56605	19.8173	7.18744	10.11153	-97.35992	1.00000	51.89985	8.04478	8.61988	8.50245	4.24827	1151.57686	8.17065	66.08338
9.40024	7.51774	7.10750	53.88449	6.45987	35.21222	8.57915	8.45447	2.31889	1.00000	46.18003	9.44553	7.28402	30.34402	4.97069	1141.57019	6.55863	60.45932
5.87474	7.82719	6.48038	51.99762	1.17213	21.34222	8.72352	6.61901	71.30633	1.00000	35.93907	9.75488	10.40704	29.01392	11.08427	1157.20134	7.85977	52.56801
7.54038	7.57192	7.07368	60.17310	1.16159	-28.81833	8.94790	10.69238	-52.51028	1.00000	53.43086	7.13433	7.93345	11.40538		1124.10935	9.20303	47.33737
6.38627	8.90125	8.51410	31.21399	1.29546	40.78206	8.84613	9.13756	72.34424	0.00000	54.94077	7.64451	8.78604	12.60198	5.98279	1094.59626	7.95285	56.24132
6.52083	6.79444	6.80758	33.84027	0.90917	40.49748	8.97057	11.36575	44.7662	1.00000	47.72084	4.96806	7.53152	4.24832	5.01595	1063.42600	9.06888	58.44315
6.92082	6.72125	8.70078	45.04673	0.81626	31.20176	9.70920	6.85406	29.91582	0.00000	66.92116	8.37277	9.35917	15.52002	5.78897	1094.84629	9.68625	40.33886
7.98915	8.80572	6.12281	45.11408	1.58881	35.95664	8.16473	7.48364	36.7138	1.00000	76.24160	8.34970	7.32364	24.60877	6.45906	1071.52546	8.64181	50.09969
5.76073	8.72593	8.73624	49.96978	1.28204	35.48199	6.67093	6.61518	137.02166	0.00000	62.56077	8.37634	9.07131	34.33198	6.09922	1123.01393	9.50658	50.05621
6.64580	7.44415	5.70724	62.45394	1.27907	-1.9487	7.70553	4.09567	30.4347	1.00000	61.59772	7.84942	13.18727	15.02416	6.25256	1072.35186	8.45692	68.48368
5.78273	7.90847	7.84662	46.25320	0.77305	22.49396	8.23494	6.82232	-105.36369	0.00000	42.13133	7.78203	9.43562	27.35911	9.27124	1077.08836	8.61281	94.13090
6.71563	8.48155	6.30567	43.75682	1.02420	20.74122	7.92056	10.19761	-100.44843	1.00000	46.72454	8.00155	7.60192	13.72824	5.83720	1070.77081	9.11771	55.27998
6.47139	7.30062	7.41824	34.85384	0.49016	52.66277	8.08617	11.22970	-2.01111	1.00000	62.53998	8.61648	7.44652	10.70899	5.07705	1136.59543	10.00301	60.50282
9.10972	8.44753	7.13743	53.87475	4.60037	42.64685	7.35664	9.24093	-5.55835	1.00000	81.51287	9.48891	7.39289	11.08308	6.40540	1094.51829	8.15666	39.63772
6.16874	8.33104	9.28280		0.91980	12.97389	6.60312	7.14445	123.99333	0.00000	39.14769	8.63695	7.80736	8.73012	6.29574	1121.68210	8.96971	47.18755
7.29429	10.39293	3.57907	33.94412	1.25308	36.06386	9.82699	3.53129	4.62744	1.00000	60.82752	8.73617	12.65758	16.23284	8.93780	1095.14002	8.18478	56.14097
6.69277	8.39337	7.30271	61.72692	1.03868	16.75973	9.63081	8.23315	-93.11308	1.00000	89.74752	7.98679	5.54894	-5.27457	7.91511	1112.22159	9.55371	55.00421
5.94972	7.14121	6.72531	60.40496	1.12948	-38.16604	6.94929	8.47214	145.13643	1.00000	41.15729	6.85987	5.43302	1.85719	9.40048	1079.26981	9.79095	43.56998
10.08357	8.32854	10.95040	34.80582	11.58628	13.65805	8.06353	4.88682	102.56365	0.00000	67.19525	5.99096	5.71938	14.83945	9.12607	1066.85357	11.22862	65.44866
6.46325	6.04512	8.34023	32.83758	0.98664	53.6052	7.84646	8.90678	10.03988	1.00000	45.24576	7.67645	7.27817	5.76900	8.89133	1153.77326	6.40236	46.01518
6.20348	8.02138	9.30687	53.69928	0.65443	33.35283	8.14562	7.08912	-111.78903	0.00000	41.32019	8.36843	9.13370	17.40401	7.04736	1111.38615	10.05334	47.87552
6.50701	7.38084	9.30569	62.37914	0.84701	22.37066	8.47229	9.57372	114.10479	1.00000	65.10170	8.23668	7.64773		6.37246	1079.27289	5.93409	44.56245
5.25828	8.69832	7.24593	45.03429	0.73806	50.9803	7.91711	8.55985	11.32903	1.00000	35.14200	8.42298	3.91457	8.23866	7.44234	1118.52174	10.34010	46.17597
5.57480	7.61708	9.16304	41.31069	1.02108	2.41669	7.14606	4.68935	30.98551	0.00000	36.36909	8.57852	9.88070	2.68393	4.90804	1161.45961	8.74870	50.10623
7.95339	8.25020	6.64967	54.61119	1.63088	35.25064	8.98440	7.97927	-91.73625	1.00000	27.14039	8.59912	9.02387	11.89126	7.29322	1193.62177	8.16254	47.20764
5.73420	7.45740	7.19968	41.81132	0.43260	41.54566	8.96288	10.25066	-71.29144	1.00000	69.30772	8.44031	6.57284	-2.44480	7.53505	1070.54848	10.55262	84.80237
5.83118	8.98768	5.43426	54.38233	0.94189	48.79325	6.13068	9.78830	2.29275	1.00000	37.26950	7.07360	8.16696	8.33985	7.91875	1093.55884	9.34422	74.81409
6.49978	7.34087	9.56347	40.91519	1.17899	3.8801	8.70630	7.55516	-77.03116	0.00000	43.76061	5.59580	8.57557	11.76997	7.24561	1077.07119	10.60564	87.94567
5.68281	8.65112	6.34369	51.43132	0.61502	39.08367	8.09539	9.42793	-84.50855	1.00000	45.01088	7.34482	6.60244	-0.77021	7.56048	1084.84035	9.77999	46.49202
7.29460	8.92213	6.52003	53.59026	1.24964	41.75338	7.95651	6.66826	-86.11084	1.00000	43.89997	9.11049	8.61699	31.11817	8.64292	1187.61152	6.11648	57.66414
4.47749	10.65737	6.69365	48.42394	1.12717	40.85158	9.12627	7.14684	122.74754	1.00000	53.59013	7.99740	10.10136	0.33840	6.88994	1089.41777	7.08189	52.46020
8.11165	7.91600	5.00569	52.99925	2.24198	51.40944	7.32893	5.19470	46.04833	1.00000	72.57656	9.74312	10.38734	8.08990	9.56705	1166.53127	7.90933	33.90668
6.31115	8.64508	5.39699	68.36420	0.49510	7.62789	9.54909	5.18546	4.74161	1.00000	64.72012	9.84492	11.27969	31.00280	7.87278	1094.02439	7.20606	59.87944
5.00921	8.11001	10.48591	36.39262	0.55210	46.09273	7.20543	8.29413	-88.64235	0.00000	48.05021	10.13497	7.93347	16.59011	9.84818	1151.83056	8.68605	50.61382
7.05118	7.05398	7.15442	48.18614	1.23326	35.06544	9.23242	9.45184	1.04945	1.00000	37.33010	9.21759	7.16243	13.96782	6.48689	1168.32480	9.38884	52.29143
7.28388	7.80009	7.00221	40.96586	1.29709	53.5942	8.99741	7.28144	25.8191	1.00000	72.14989	8.06527	9.30784	10.62528	5.97655	1184.51784	7.70681	46.23004
8.02983	7.93758	7.04863	44.78506	2.06543	40.66482	7.73021	9.17146	122.22833	1.00000	57.51858	8.18587	6.76297	7.64918	6.39122	1149.82171	8.66796	40.76617
6.72408	9.81401	10.76416	47.34373	0.89386	9.6531	9.68392	7.82403	124.3697	0.00000	62.87602	6.67976	8.44751	5.40280	6.63803	1088.14242	7.04674	53.36000
6.33702	9.81324	5.12732	52.62071	0.62143	36.61954	8.54392	6.45711	4.08282	1.00000	49.32816	9.77293	9.48461	18.52487		1165.68934	7.10957	40.37010
5.53197	8.84127	8.41129	40.42228	0.70620	31.92923	9.47861	8.41390	34.86563	1.00000	54.28751	7.79780	8.87369	17.24233	6.39452	1183.26192	6.72692	53.90130
7.61429	8.18827	12.28392	73.19703	1.15342	11.8659	7.60043	7.13507	34.3869	0.00000		8.59202	7.36007	20.15509	8.85841	1118.41234	9.43407	50.99079
8.67382	8.16740	6.65562		2.73571	40.60538	7.72681	7.40104	-73.75513	1.00000	37.32637	7.36423	6.11529	13.05613	5.98769	1177.08883	8.63366	53.63471
8.18486	5.52310	7.72572	61.91841	1.68311	40.78206	7.12599	7.84973	72.34424	1.00000	46.87517	6.45480	4.88757	2.45913	6.12231	1050.41194		49.98385
7.46046	7.67204	5.61442	42.40301	1.35911	13.65805	8.15828	5.13075	102.56365	1.00000	54.31608	8.75798	10.37803	2.40108	6.70863	1157.17343	7.03806	61.66646
7.36555	7.99031	7.05475	39.85097	1.41553	20.88098	8.51290	9.22576	75.11937	1.00000	40.34745	6.55200	6.54708	18.70727	5.46969	1099.00751	9.68774	74.61838
8.39957	8.32907	8.34131	66.77264	2.60310	52.4089	6.91653	7.65306	31.3237	1.00000	66.86246	9.23423	4.96927	17.07946	7.51489	1055.76695	9.24454	26.57051
5.84508	9.03801	10.10005	34.71604	0.34469	15.45144	7.47433	5.64840	78.14797	0.00000	69.07033	6.37259	9.74519	-3.23094	6.64089	1150.13534	9.22196	43.08573
8.20479	7.58159	9.43867	39.13838	2.12325	43.61092	8.48791	8.88604	3.87723	1.00000	77.10640	8.03351	7.54132	24.78962	7.85907	1127.43968	6.78278	82.86769
6.66350	6.83028	9.70669	49.52371	1.33710	38.68712	9.07893	7.88459	-4.10734	0.00000	53.60982	6.42361	5.26345	31.34990	8.53461	1182.40027	8.46117	52.40084
8.33473	8.67247	5.91339	34.60507	2.56148	-4.24444	8.01192	9.13557	-42.29444	1.00000	44.36098	7.13773	8.33960	4.80170	5.93210	1084.83727	8.43841	40.67343
6.79191	7.78581	9.62291	50.78394	0.68046	35.95664	6.47147	9.14822	36.7138	1.00000	30.22990	8.20306	7.43613	6.26421	5.34126	1070.11848	4.91006	47.99480
4.87167	8.45783	6.09337	59.03617	0.29904	35.05266	9.32749	10.77265	-78.87836	1.00000	65.51493	7.72519	7.88352	33.25075	7.76586	1105.83168	10.43919	52.45775
6.07492	7.50446	7.32227	55.03898	1.20885	-38.65333	9.38455	6.76829	178.00417	1.00000	48.03620	10.25319	10.68388	7.40556	8.33104	1114.28348	7.84662	56.82881
4.60831	7.11835	5.56683	47.41833	0.53794	40.42386	7.58038	11.92971	-3.53261	1.00000	36.76363	8.25273	8.40056	13.63758	6.98820	1099.20192	10.79527	45.24647
7.67918	7.07042	7.10591	47.88214	1.47758	5.20856	7.79100	9.25250	-74.73584	1.00000	61.92301	8.48242	6.76229	10.04294	6.33201	1149.85020	8.91489	76.88365
6.15178	8.39158	8.03011	50.78875	1.15913	6.03333	8.31485	9.50947	37.55	1.00000	30.10859	5.56647	5.00706	9.87803	7.48975	1149.05405	10.37818	65.24761
5.87113	6.53671	6.18344	35.43884	0.97544	42.819	8.10661	6.30473	47.1192	1.00000	35.70288	6.72986	10.86759	22.03222	7.37595	1104.18369	8.06641	66.08381
6.55847	7.81085	7.14752	57.89595	1.05836	50.11861	7.24378	8.93300	-5.53715	1.00000	51.52932	7.94614	6.49759	22.79873	9.01041	1124.53675	9.97691	59.16876
6.24520	9.39901	8.42323	45.01451	0.91871	39.09112	8.28698	5.24643	-94.41551	0.00000	44.21735	6.73601	10.04630	18.50111	4.63866	1097.60406	8.40480	53.93092
5.76379	9.83812	6.37557	58.93110	0.79409	35.6803	8.05241	10.24884	51.0193	1.00000	62.43392	8.14841	6.67048	5.08313	6.99186	1139.50514	10.42355	53.38724
