CO	PRES	warning	NOx	Pb	CH4	PM2.5	C2H3NO5	NH3	TEMP	H2CO	SO2	longitude	PAHs	latitude	PM10	O3	CFCs
7.07457	1063.61772	1.00000	5.36840	54.92794	7.10692	7.41643	5.70962	6.50992	27.10592	44.95022	7.95154	-1.29772	6.00728	50.76306	8.33741	6.44688	56.84725
8.26796	1119.35505	1.00000	7.06514	24.75865	6.66868	8.24175	3.99343	9.71073	20.29930	66.80161	8.50866	88.58	5.81183	23.18	7.80405	9.16301	61.52327
5.70006	1107.59452	1.00000	4.34510	51.60357	5.83881	2.11390	3.03702	7.61154	15.77991	57.48671	3.34093	-75.87877	10.05083	5.6561	7.34812	4.58730	65.00298
6.06776	1187.07023	0.00000	5.06734	39.76538	7.11363	8.09013	2.22062	6.89946	8.48277	26.46030	6.30905	9.0027	5.89797	11.86064	6.04256	9.18938	54.67691
10.49226	1098.18462	0.00000	8.46892	35.42150	7.04976	6.93918	2.64831	6.62458	14.81339		6.15527	5.22778	6.27134	51.955	4.27875	8.52876	59.88540
7.31494	1131.57638	0.00000	8.00568	40.21717	6.58505	5.08044	2.48029	7.37226	-3.86428	38.33158	3.78945	84.13864	8.76443	22.88783	6.09857	5.13357	52.27028
7.05931	1052.56053	1.00000	7.72268	40.90346	5.43648	9.84546	1.99434	5.39312	12.76951	61.60976	10.23979	-2.68333	3.69077	43.31667	6.51694	8.72296	57.55099
7.49285	1096.44649	1.00000	11.06497	47.56030	5.54373	8.42333	4.19258	7.24471	14.31821	77.73853	6.85672	76.0586	5.57328	16.06213	7.85037	7.01053	45.94585
7.09706	1109.07567	1.00000	8.35259	57.70571	4.96225	8.49189	3.86739	7.29872	33.71548	36.67117	8.64649	-0.91979	4.58716	51.42708	7.59294	8.58194	62.06511
6.70008	1123.70928	1.00000	7.72516	48.04479	7.55682	7.50917	7.30624	7.07794	-4.53717	59.62924	8.40902	-1.60452	5.57547	42.06166	8.79537	7.77332	56.78331
6.69635	1104.97864	1.00000	4.86270	43.57680	6.76464	7.23869	2.48201	7.18645	27.60565	41.64498	6.11615	6.92917	6.11935	52.31333	4.81669	10.02240	69.44008
5.85223	1176.59645	1.00000	9.06682	30.99553	6.94250	3.33245	4.71060	6.84445	15.07367	53.07833	6.61901	-76.70944	7.15345	-11.94306	8.19258	6.75972	57.04860
7.70831	1093.60789	0.00000	4.09498	45.11079	7.68084	9.31212	1.81076	5.92116	16.01501	60.00841	5.42441	10.03478	3.31065	37.16911	4.12375	8.70551	81.35836
6.27462	1151.46008	0.00000	7.23459	55.33650	6.52647	7.37813	2.10876	6.21123	9.80842	56.08390	6.55403	5.22778	5.43662	51.955	4.54695	7.88962	55.44495
8.59642	1096.15267	0.00000	5.89182	55.49690	6.86303	8.25495		6.65339	18.82372	66.59605	6.25334	150.60036	5.50144	-34.88422	4.24444	6.53396	79.27851
6.23022	1158.44432	1.00000	7.10441	57.49178	7.19039	6.36897	2.20960	4.62802	13.63367	71.03496	6.04414	-87.71255	5.96874	41.84364	4.80615	9.23373	66.29991
7.41920	1065.99286	1.00000	5.79633	65.49833	6.83532	7.31245	7.26659	6.66235	6.02840	39.52466	9.71572	14.39024	6.58124	42.22718	8.60282	7.82004	68.09581
6.72084	1082.03870	1.00000	7.22527	36.66874	7.48397	9.04586	2.92008	4.12039	7.16706	46.44484	9.72157	-41.25528	4.73385	-19.32556	6.86535	8.77038	66.37647
5.97293	1137.41152	1.00000	9.53181	46.16231	8.62975	9.12465	2.90689	9.43594	7.67475	48.09975	9.20836	51.0193	4.91896	35.6803	6.81864	7.13017	59.53735
6.54658	1083.31515	1.00000	7.25785	49.82784	6.47676	6.62205	31.08793	5.94477	22.60161	56.99283	7.92319	-73.25383	5.78646	-3.74912	10.34905	7.18661	60.62515
5.77229	1085.26893	0.00000	7.86726	24.21856	5.89479	8.54906	1.74075	8.66592	3.18952	29.84519	5.84667	-52.35558	6.36337	-14.66463	2.42561	9.48783	64.55148
7.18984	1121.41949	1.00000	6.44729	55.95713	4.65644	7.78666	2.46497	5.85549	30.77894	34.28211	7.37601	35.23388	5.34723	31.78336	5.29480	8.14115	59.25649
6.55967	1086.59963	1.00000	7.36694	53.29386	6.92670	8.34672	4.21684	7.89306	24.99037	49.51967	8.72687	-111.78903	4.67787	33.35283	7.87436	9.49925	55.41988
8.07842	1115.16571	0.00000	6.10303	37.09653	7.97294	7.42924	1.99526	8.17351	11.53790	45.72840	4.43706	-86.99666	5.08540	33.45122	4.41171	7.49923	55.03078
5.78967	1067.47579	1.00000	6.04702	65.23729	7.94595	5.26189	2.06254	6.08554	18.10974	34.47734	3.51408	145.13643	8.29262	-38.16604	3.76971	6.02368	58.74291
5.56254	1162.72110	0.00000	7.04019		6.76751	7.57736	1.56873	5.67616	10.09604	48.16224	6.70502	44.02488	9.14813	32.61603	2.97458	5.70816	58.00259
6.96368	1070.30314	1.00000	6.88227	11.85388	6.64276	8.23067	2.69913	5.37746	29.66379	34.64675	6.07328	-8.2194	6.62699	43.48961	6.25569	8.27151	57.19220
4.89126	1079.62217	1.00000	8.46891	59.71659	5.52160	9.06278	4.96339	7.26081	2.68940	37.31369	10.73684	178.00417	2.79586	-38.65333	7.87557	7.58212	68.38778
7.84759	1150.74551	1.00000	4.27964	48.71954	4.91385	5.29367	1.71567	6.44884	11.84947	51.81799	4.90858	20.22625	7.03294	30.75545	5.67126	8.15165	64.76747
7.09578	1169.87938	1.00000	7.45770	74.08939	5.62419	10.26489	1.24415	8.34212		50.72662	8.93602	-86.77917	4.27235	36.02506	5.74436	10.03354	66.06493
6.60095	1179.88595	0.00000	4.92871	60.99359	5.85461	7.50920	2.09685	5.74824	4.83992	34.46422	4.39051	8.64409	3.84967	48.07667	5.63099	8.48684	81.31713
7.21085	1131.53241	0.00000	6.90374	53.45151	6.45624	5.20280	2.18535	6.91351	8.61480	75.54206	6.28464	137.5	9.31526	34.9	4.92347	8.57698	71.40744
4.54323	1167.74831	0.00000	5.59678	45.21806	6.66193	9.33215	3.19032	6.05359	16.89558	31.62953	7.65055	-83.2321	6.59211	33.08014	5.71006	12.05171	62.87110
4.87266	1099.45511	0.00000	7.17515	44.66758	5.48578	4.02145	2.16137	6.07212	15.85779	27.70910	4.60403	37.38115	7.54018	55.63711	5.94499	5.66121	69.92658
9.85525	1097.70939	1.00000	10.24683	37.35175	5.25741	8.51574	3.43811	6.00526	-17.77969	47.32630	6.72466	-85.76942	7.50624	39.78504	7.64148	8.81667	72.57362
6.35404	1099.81991	1.00000		40.14560	7.19385	4.60178	2.22059	6.26995	30.95522	51.26077	4.52212	4.69889	7.06144	50.56149	4.45974	5.48727	67.28391
7.21661	1150.54125	1.00000	7.64768	55.90802	7.98647	5.37829	2.03868	8.84027	21.80518	75.61327	5.91327	4.82313	9.14665	51.24197	5.13204	9.14261	63.91158
7.55991	1133.99817	0.00000	7.83928	54.24332	4.41186	8.16552	1.85714	5.72275	29.76039	51.01672	6.49390	-111.99633	5.85917	40.65995	3.13002	8.77214	61.91240
6.56075	1099.96916	1.00000	6.68704	35.27541	6.25237	8.13856	4.70129	7.47537	23.99871	50.24980	8.72808	-73.89875	4.50992	40.93121	7.65616	7.67996	47.24878
5.90705	1086.22187	1.00000	3.17506	53.25277	7.10984	4.76376	2.50359	5.08103	30.35892	64.79265	4.31656	-73.26022	11.03830	6.46838	6.63174	8.90901	59.19312
5.72012	1099.92804	1.00000	9.41201	79.26360	6.52445	6.75307	21.69187	8.33459	26.63937	40.03454	8.02505	4.86667	6.08093	45.51667	10.02155	8.53334	60.30187
7.19640	1151.17512	1.00000	1.50894	62.96617	7.01093	3.07510	2.78688	6.18365	2.76048	62.19518	2.65256	-102.36764	8.87955	31.84568	4.14247	8.22263	62.10340
6.74860	1066.25509	1.00000	7.29660	60.98260	8.31334	8.63234	5.58221	5.17321	3.28660	55.14090	10.16961	42.7125	5.75474	11.15583	8.26171	8.57748	68.48076
8.17332	1143.63322	1.00000	6.93297	52.11650	7.27923	5.04091	2.73976	5.74999	-8.33262	45.71950	6.09158	60.70278	10.04186	55.75556	6.14626	8.73150	53.34814
7.32895	1190.10475	1.00000	7.54949	61.66701	7.60229	6.82161	18.70705	7.18532	6.58388	59.51642	8.81348	41.77921	8.08111	41.82143		8.88993	
6.89875	1147.94778	0.00000	7.51767	60.15610	6.93172	7.95049	2.04070	7.11536	17.36548	48.30376	6.25112	98.50893	5.44637	16.68911	2.13301	10.23521	62.31769
5.81801	1079.17296	1.00000	4.35114	71.37838	8.03311	8.38876	3.24677	6.16117	7.64362	32.51904	9.40254	-82.61573	4.07724	41.24255	7.39115	9.72321	75.02194
6.55671	1063.75553	1.00000	4.36623	58.33515	7.81093	4.99865	1.41134	6.53963	21.59064	60.75468	4.24351	5.22778	3.83734	51.955	2.71984	8.73045	74.54025
5.51533	1174.62066	1.00000	5.26998	46.54232	8.38338	6.05115	10.50853	6.13397	24.78934	81.35870	8.04774	-86.78777	6.67927	33.44872	9.23367	7.53803	56.42804
5.23745	1094.65768	1.00000	6.97225	23.76970	7.82005	6.66325	2.18954	6.75959	29.32587	46.30654	6.76854	34.3869	5.31138	11.8659	5.29826	7.82705	71.43447
6.59838	1164.60481	1.00000	7.39822	37.11955	5.35130	7.85913	4.54915	6.77843	3.09236	28.37078	6.64666	-81.38758	6.97081	30.17746	7.74820	9.20809	62.90403
3.97494	1180.08303	1.00000	8.94981	25.69713	5.57162	7.86173	7.47692	7.05220	-1.75986	52.58166	8.26370	37.38115	5.72056	55.63711	8.74052	6.99687	51.03488
7.21340	1146.13404	0.00000	10.76263	44.26764	5.77918	7.05883	3.18910	7.05523	8.40280	66.05295	6.10619	86.00214	10.11254	46.51872	7.04354	6.96619	72.11356
6.97001	1192.16657	1.00000	8.44670	53.71062	7.81655	6.88067	15.46687	8.20456	18.48430		7.72610	125.51176	7.61336	42.64031	9.63253	8.59387	71.69844
6.91634	1168.53293	0.00000	6.82496	39.23873	6.36483	3.93690	2.10709	7.87685	11.72927	71.35233	3.96614	71.67164	8.33384	30.29184	5.96854	6.95622	76.77311
6.05335	1066.56536	0.00000	8.51204	56.18350	4.94335	6.96964	1.70967	6.49910	8.47281	58.78327	6.62192	86.00214	10.63181	46.51872	5.14167	7.82897	68.01893
9.08043	1171.64732	0.00000	3.31896	26.62212	4.77957	9.00019	1.97625	7.12651	12.10694	36.43592	4.45636	117.59152	3.76037	3.31332	4.87008	8.39946	67.85670
3.56417	1188.53719	0.00000	4.51059	48.89842	4.85751	8.77417	2.41341	5.63678	20.47060	51.67302	5.39711	6.51352	4.23929	51.19139	5.07212	8.72692	78.57542
6.22296	1190.89847	0.00000	7.13694	44.04152	7.84140	7.31509	1.71168	7.03446		46.46939	4.92728	120.33063	6.78505	37.65181	6.47668	7.07690	71.98634
8.50856	1132.33306	0.00000	6.45394	45.70348	7.49825	6.69673	2.41599	6.16084	3.77337	29.27427	4.00754	68.21204	4.35264	27.55898	5.40597	8.98468	76.54962
7.42334	1103.05956	1.00000	7.51288	44.23842	6.31744	6.22988	10.67002	5.98759	20.87445	56.41345	5.12379	-2.98333	7.98237	53.83333	9.19270	9.14683	68.68384
7.84724	1124.03103		9.24521	3.22641	5.68213	6.77380	16.31677	6.49912	17.57262	55.24203	4.71185	145.18333	4.77656	-37.9	9.65130	7.67716	69.42783
5.89383	1119.61056	1.00000	9.42137	39.18266	5.48043	6.96332	11.17946	6.63261	23.59629	60.09820	7.17150	8.73812	5.16089	41.91886	9.29401	6.44202	73.94094
7.39889	1186.17845	0.00000	4.86324	64.63002	6.55498	8.75156	2.67906	6.04621	10.19614	40.61131	6.63756	1.10687	6.28300	41.15612	6.26509	8.76049	71.76607
9.05788	1052.04501	1.00000	9.68028	55.18092	5.67875	7.65062	6.19972	6.93281	19.99070	59.12227	6.27574	17.22635	5.41711	48.8449	8.32346	7.51287	76.93667
6.74549	1056.47948	1.00000	9.22056	26.93909	6.51116	6.62852	6.99734	7.82085	19.34107	47.43535	5.81270	-82.61573	7.66145	41.24255	8.70594	7.23480	66.36931
6.69337	1133.59288	0.00000	8.26795	29.69492	7.33148	8.22823	1.60251	7.93252	29.24406	56.22240	6.62054	103.6032	8.98302	1.6561	3.26040	6.42932	62.47423
7.11235	1178.82040	1.00000	7.21475	54.31549	5.73328	8.20515	3.93951	7.78531	7.11743	47.53259	8.39911	117.81667	4.79064	36.81667	7.81336	8.15664	62.27804
6.85541	1051.59729	1.00000	6.74664	50.29102	6.36725	8.22410	9.36457	6.88939	18.32970	55.95503	11.47661	112.01667	4.81321	-7.81667	9.09946	9.08658	71.16091
7.07167	1105.51171	1.00000	10.10346	64.83387	7.19720	8.93224	4.58245	6.24481	3.18354	44.21251	9.71904	-97.03285	3.42395	47.92526	8.02992	7.09660	56.67762
8.68372	1180.73356	1.00000	4.30262	41.50014	7.27321	4.94968	2.22113	6.61257	14.14962	45.64374	4.55694	49.62251	7.44040	27.0174	4.22603	8.43212	66.83016
6.37151	1128.42926	1.00000	6.28229	39.36794	7.76028	5.85381	1.52131	6.82093	14.93420	58.34203	6.02610	37.55	8.13897	6.03333	6.22597	7.12170	66.66400
6.35167	1194.80005	1.00000	7.99405	34.09638	5.86159	7.68363	3.65902	8.04517	16.64876	42.80394	6.03921	11.412	5.60176	45.50369	7.78261	7.27242	63.61342
4.85315	1134.60501	0.00000	5.55438	25.99463	6.21737	7.98765	2.04099	4.72411	19.10599	41.16311	5.64522	18.84	6.80408	42.28639	7.17067	8.53562	69.63117
7.63209	1146.58543	0.00000	6.35729	30.08011	5.95267	5.52644	1.93118	6.72973	19.01446	40.33233	0.88631	78.25795	8.61105	9.82564	4.29314	4.58014	75.15047
5.15511	1175.08439	1.00000	5.75149	46.96840	7.92368	7.22020	5.93840	4.85792	25.58572	29.69781	6.67370	136.13108	6.96340	34.75856	8.30803	9.20552	61.98310
6.76133	1169.38292	1.00000	7.07076	48.14305	6.87284	8.64792	2.06484	7.38764	39.29332	51.57628	8.45490	-70.6996	5.90774	-33.59217	6.62964	7.49944	71.49109
6.56557	1187.98816	1.00000	5.26444	43.23752	5.75081	5.24192	2.05238	6.67105	18.49977	33.79651	5.34022	142.45778	8.90141	44.35056	6.06370	6.58948	66.82586
8.18362	1134.79907	0.00000	3.81542	36.16899	6.53231	7.42138	3.30375	8.69719	16.87984	64.25101	4.42070	38.16694	5.00041	54.84444	6.51143	7.50027	68.67822
8.78374	1050.93023	1.00000	7.85717	34.62393	5.65019	8.30847	4.37150	5.73996	7.39201	61.82350	8.66719	103.6032	5.17411	1.6561	8.03064	7.22771	65.58960
7.80322	1090.24928	1.00000	8.60087	64.82993	8.95959	9.80251	1.50032	7.40536	11.03800	52.45509	8.31630	72.34424	4.10502	40.78206	5.92749	8.86351	73.08744
6.22151	1079.51997	1.00000	5.32145	37.73994	6.56245	4.43234	2.36102	7.01372	7.22409	47.58124	5.02458	18.84	10.22344	42.28639	6.33521	8.44409	56.00055
5.62874	1157.81849	1.00000	8.66028	31.35097	6.65079	7.99669	4.77354	6.61177	6.21093	49.38945	7.87872	85.37752	7.40929	22.10194	8.03466	9.04228	62.96998
5.12772	1169.89397	1.00000	5.83970	42.47529	8.10618	5.49471	2.26668	5.69451	8.15307	53.36030	5.81460	111.50861	8.46806	32.54278	6.00455	6.06720	67.45880
6.56477	1101.30288	0.00000	5.44917	26.79787	7.28643	8.28131	2.44295	7.72290	13.99114	68.28174	5.92296	10.58082	5.84137	35.72917	6.90257	6.48269	68.26095
7.19462	1105.36059	1.00000	2.99968	38.06219	8.50312	3.99247	3.32277	5.52838	19.15987	60.93783	4.30546	107.60627	8.78340	51.82721	6.65278	7.13543	67.36435
7.57046	1108.80260	0.00000	7.30888	58.27943	7.18985	5.19482	2.19449	7.31418	-7.40489	49.81125	4.46714	2.2469	7.41020	48.90472	4.89575	4.02215	77.49603
6.64736	1199.04117	0.00000	7.15137	53.82858	5.83403	9.12196	2.23735	6.88701	30.73651	34.84722	6.36158	103.6032	4.18929	1.6561	0.34443	7.28564	66.53931
6.02685	1100.92002	1.00000	8.15812	59.62881	7.90998	8.11850	5.98407	6.04306	23.66116	60.35870	8.81415	13.58357	4.95849	-1.63333	8.49028	9.01963	76.63127
5.54356	1146.09089	0.00000	4.40222	55.37112	7.29056	8.40051	2.12361	7.16428	19.98190	57.81511	4.56655	-77.37331	5.63449	37.60876	6.41300	6.40460	89.28528
7.68633	1061.77860	1.00000	9.20711	39.70434	5.46562	10.53955	2.05924	6.61319	5.65026	51.91223	7.72003	-75.87877	3.58720	5.6561	4.94707		60.00610
6.60147	1153.37848	0.00000	7.80027	60.03760	5.68883	7.48850	3.80378	5.12806	6.27507	32.13851	8.06061	43.2379	10.43150	50.06	7.16709	8.95052	66.22319
6.81555	1071.51765	1.00000	8.45919	42.96889	7.24566	8.48637	2.77089	4.69360	-3.38365	44.11138	7.84877	-58.44417	5.36409	-3.14306	7.46989	8.72405	75.70994
7.20316	1098.48649	0.00000	6.70512	45.79099	5.33712	4.65781	2.67291	6.94840	7.82671	54.28287	3.49131	13.44275	7.40370	38.07789	4.93785	5.19774	77.53158
6.56903	1185.45343	1.00000	5.80866	62.18350	8.36740	6.12891	1.59448	8.30019	12.82545	37.08052	5.83112	7.11393	6.10606	51.08468	4.38321	7.06315	73.69885
6.91973	1067.90979	0.00000	7.45830	47.40695	7.07746	5.71981	1.79203	5.49726	26.75305	56.91345	4.21041	126.665	8.77685	36.6009	4.71214	6.57401	72.32744
7.10531	1162.67019	1.00000	7.19877	42.06641	5.18834	6.45209	1.40523	5.87866	9.53501	50.74225	6.27419	-8.33147	6.37923	41.20485	4.05553	8.14848	61.70111
6.74328	1159.58835	1.00000	6.70104	33.97111	5.83371	8.51383	3.68277	4.98731	3.14379	31.64406	8.71033	78.25795	5.36571	9.82564	7.26085	8.70370	59.55263
7.41012	1059.95592	0.00000	7.79507	56.76439	6.64503	7.23510	1.77542	6.63054	9.72446	74.38274	4.56403	14.34085	6.68551	40.87363	5.20236	9.59547	72.46592
5.12300	1068.34327	0.00000	4.32284	39.88679	6.21405	7.42064	3.81373	5.57368	8.50360	23.86786	4.77567	-60.47389	5.24924	-34.64167	7.58400	8.42996	58.47827
7.51058	1132.06493	1.00000	5.79825	68.29577	6.85125	6.81062	1.72299	7.23494	26.80519	42.14233	6.37102	136.61667	7.53627	36.53333	5.70769	6.92902	76.19728
6.32647	1093.64110	1.00000	3.72088	61.09160	5.48360	4.93263	1.01343	7.60902	-1.99499	52.59697	4.31894	-89.71472	7.25228	13.73417	5.58564	7.77481	62.03699
4.92388	1052.26998	1.00000	7.18647	40.31201		7.85943	5.35749	7.25187	15.11085	20.24530	9.00181	-122.39168	4.21998	40.58654	8.21642	6.53099	69.11206
6.85469	1091.91310	0.00000	5.52568	49.24991	8.95905	9.07040	2.62051	8.63574	27.95650	78.93021	4.45626	10.30215	5.15964	53.94313	2.99191	10.26520	71.69358
7.88209	1116.37152	1.00000	9.20945	46.96298	7.42232	8.57371	3.68357	7.26580	11.75742	58.16170	8.74745	2.29275	4.42097	48.79325	7.68880	7.08694	70.93713
6.88369	1075.35578	1.00000	10.89151	37.93178	6.54455	9.04132	3.18225	6.19673	7.77112	44.09053	8.05895	-0.91979	5.99031	51.42708	6.77311	7.23938	68.02172
7.97972	1106.34020	1.00000	6.21889	46.28100	7.57671	8.47384	3.22336	6.70083	11.13514	47.74446	8.73444	-95.44744	6.32813	29.53885	7.65603	10.44578	74.13515
6.19972	1086.90045	0.00000	10.51337	58.89608	6.35980	6.82165	2.59863	6.13371	8.85371	40.70290	6.91455	76.32756	10.77053	9.57046		8.53906	64.93072
7.56155	1189.29204	0.00000	5.97976	61.75683	6.72046	4.26545	2.42742	7.56622	12.69887	41.91672	4.88204	-7.95	6.75332	53.43333	4.28439	5.73411	62.34337
6.55346	1079.80974	0.00000	4.01520	56.53971	6.87591	7.36841	16.02226	7.69114	10.71130	48.30712	6.14022	1.04945	6.71916	35.06544	9.71628	6.11893	55.16728
8.21409	1140.21643	1.00000	8.02391	35.69920	4.94453	7.34050	7.04510	7.00145	21.72675	28.25772	6.40922	111.50861	4.87338	32.54278	8.68601	7.36436	58.58045
7.27173	1056.40171	1.00000	6.62987	43.20884	6.86427	6.27293	12.11883	5.70074	16.99894	34.32690	7.33949	120.82747	11.41597	37.30553	9.34859	7.44836	56.53640
7.53178	1091.47237	1.00000	6.07817	58.82373	8.14575	7.47895	7.68302	7.29959	6.55790	63.46636	7.93966	-52.35558	6.45225	-14.66463	8.79337	8.05342	56.50287
7.95390	1092.25367	1.00000	3.92658	38.18054	7.11241	3.79775	2.12995	8.62086	8.17273	43.71112	4.68363	117.7	11.07114	35.85	6.98017	8.38746	74.50999
5.22545	1156.40790	1.00000	7.91458	45.55749	5.80000	7.19730	1.48860	5.90260	-1.29894	41.86302	6.68077	113.82465	4.11026	23.29549	2.85116	9.00649	61.57280
5.27701	1095.77157	1.00000	3.79185	46.38405	7.24247	4.10646	2.65795	7.11977	-3.41857	36.19784	4.40056	12.38878	8.31930	43.1122	6.20974		56.97409
7.74265	1154.08661	1.00000	7.23973	51.88069	8.82595	6.28522	2.16803	7.09328	13.55671	47.26198	6.17602	18.34717	6.34303	54.60528	4.21795	7.72188	72.08135
5.85120	1087.70334	1.00000	2.33521	42.17446	8.10933	3.06624	1.89423	5.86037	28.02486	32.34933	3.00119	-0.36053	6.92425	51.64316	4.71944	8.02479	56.27788
7.60803	1195.80521	1.00000	8.73485	54.46162	6.64916	8.41092	2.49396	7.20320	32.20232	65.68019	8.74528	-88.42814	6.38921	42.16808	7.24148		69.01568
6.59829	1076.95527	1.00000	4.42507	36.18139	6.50120	4.63075	1.66282	7.72761	15.62407	51.67768	4.80568	-111.89903	7.00929	33.50921	4.58587	8.22414	63.14877
9.20321	1125.96850	0.00000	10.45369	42.52312	7.57128	6.00441	3.32651	6.88380	21.54403	57.91338	8.62713	-73.75335	7.08906	45.4473	7.10558	2.62334	60.00272
6.41887	1074.62885	1.00000	7.27710	48.21029	6.01208	8.64850	2.43619	5.30655	1.39046	55.02055	9.10302	16.86194	3.65293	54.58048	7.37533	8.14697	59.50032
5.66069	1104.69598	1.00000	4.36002	47.07415	7.79816	5.30838	2.06573	5.49502	5.44537	49.39075	5.41268	121.3152	7.67314	14.14989	5.96914	8.12278	66.50866
6.90200	1188.67957	1.00000	5.72652	70.62576	6.19728	5.24244	1.90669	7.19018	11.92921	46.36353	5.56712	-71.23106	9.46776	-32.45242	6.32320	8.35895	64.17135
4.73145	1118.51490	0.00000	5.59800	48.84617	5.76041	4.53403	2.36984	6.11362	15.29457	37.63831	1.53578	91.61356	6.63461	26.44931	3.83846	4.70400	62.14366
7.13730	1158.98822	1.00000	7.02057	41.43988	6.98754	6.42752	1.89405	6.52623	-4.99887	27.65069	6.27419	-76.88442	6.61477	40.2737	4.51278	8.47007	50.51113
8.76075	1199.51789	1.00000	5.36284	46.13371	7.71097	7.30887	7.28350	6.21268	11.62484	32.13350	8.53769	16.54165	4.97248	68.79833	8.81985	7.66134	59.22947
6.18232	1098.78248	1.00000	6.62505	47.95970	7.04098	6.92043	4.52322	6.47576	18.89378	53.32552	6.52734	118.53333	8.09371	27.92333	8.27556	8.59263	61.41796
5.66018	1089.07029	0.00000	9.97240	89.53937	5.52287	5.44581	2.89354	5.60542	13.99753	34.13431	4.13701	47.1192	7.12178	42.819	7.11019	3.04203	68.69077
6.06099	1190.98331	1.00000	5.18372	34.82184	5.56988	4.15839	1.48536	6.78112	4.14257	25.15956	4.45278	5.03586	7.85281	43.83125	4.69186	6.81058	71.94074
6.18198	1152.70309	1.00000	4.62085	52.17105	5.68089	4.04779	2.56639	8.97050	24.78115	36.66570	4.56675	5.58472	8.21678	52.14	6.22853	6.93511	56.27245
7.18141	1128.52037	1.00000	5.94415	36.70529	6.03239	4.72284	2.00232	7.93361	11.24752	49.02482	5.59695	-116.56346	8.21860	43.54072	6.73333	4.67416	59.46154
5.18692	1083.75013	0.00000	8.08915	58.42123	6.91623	4.74667	2.43704	7.00997	8.58612	36.08884	7.45870	-72.22625	6.84849	18.57677	6.10201	4.99163	66.35807
7.01427	1060.43881	0.00000	7.66046	48.92971	4.56525	3.39223	2.35933	6.81643	9.07296	55.74738	5.40915	-91.58045	6.59093	41.6764	6.69046	5.65008	64.70730
6.93881	1159.06780	0.00000	4.69558		7.62185	4.18105	2.30582	4.97049	9.28923	50.49355	4.48133	-75.64963	10.41912	40.24537	6.04397	6.36374	56.89287
9.09045	1135.75554	1.00000	10.67400	31.06891	7.04378	8.37585	4.57816	5.35434	2.36721	34.71860	7.80261	4.74161	7.49051	7.62789	7.82438	8.35171	55.70089
7.89417	1076.36241	1.00000		45.16668	6.65542	5.11745	1.29588	7.27696	7.60747	51.18512	4.90902	37.55	7.43111	6.03333	5.70159	6.96711	63.61577
7.51277	1195.12872	0.00000	6.49286	19.22352	8.27463	4.72118	1.17691	6.77051	15.16001	49.72220	5.03335	-103.5687	8.99629	20.22816	5.00708	6.60799	87.72386
7.32401	1071.09620	0.00000	6.53551	27.80006	5.76247	5.52174	1.17734	6.86014	11.44786	57.74414	3.99638	117.65694	8.10081	36.19278	4.10310	7.40858	72.11023
6.79913	1127.60297	1.00000	5.66832	59.02769	6.18416	5.21387	2.31768	6.21035	15.86462	39.55088	5.35002	121.12251	8.68024	14.62578	6.67355	7.12354	73.04671
8.94471	1147.51987	0.00000	5.56075	65.79077	7.34066	7.58967	2.57557	5.39654	-12.01786	56.16530	5.62234	117.33333	5.24829	34.85	4.27054	9.44186	66.67651
6.50670	1166.95508	0.00000		45.07829	7.99365	8.81792	3.09338	7.00253	16.23392	63.38704	5.12141	-15.6	5.84585	13.56667	6.07297	11.11951	73.18830
4.66308	1105.21742	0.00000	3.20759	51.74367	7.59443	9.18563	1.80399	6.52092	12.32928	48.45421	5.36331	-103.42897	3.71208	20.28527	5.52987	7.19236	59.74883
5.23298	1082.86486	1.00000	6.50490	51.29650	5.73050	5.77501	2.32055	4.83318	-9.64024	42.51120	5.83675	37.92792	7.25776	53.93361	5.34723	7.59272	60.00886
5.68159	1191.57503	1.00000	8.21148	27.76407	8.38288	7.59746	3.98127	6.54044	14.80518	39.13680	6.08478	115.8614	6.48677	-31.95224	7.75751	8.32923	57.27750
7.72274	1166.46427	1.00000	8.23163	33.58175	6.11731	8.65959	4.85187	6.65818	15.18204	48.80787	9.38618	68.11759	5.87184	26.9423	8.15316	8.96433	62.89233
5.70126	1160.59611	1.00000	5.52372	33.90847	5.39145	5.39658	1.98723	7.21922	-6.83861	57.84478	5.64675	-76.88442	9.25332	40.2737	6.21101	7.93181	62.28657
6.89988	1179.65393	0.00000	4.22736	62.38287	6.32030	8.08006	1.76606	6.21913	5.12182	53.43398	4.40271	-87.71255	3.90999	41.84364	4.87246	7.44308	66.23830
7.38364	1075.85010	0.00000	8.43219	36.56794	7.58148	5.75593	1.70191	7.14836	7.89315	45.96634	6.74185	112.9	8.53964	27.85	5.56594	5.85939	55.08529
7.01535	1175.36766	0.00000	6.07087	46.92721	6.21588	6.00455	1.83116	6.41112	16.89978	40.81941	4.77342	89.20083	11.16951	55.54028	4.20079	6.39324	56.94535
7.66266	1136.15102	1.00000	9.13133	46.66364	6.65863	7.11259	2.96341	7.74874	3.64755	58.86034	7.59531	60.70278	5.86446	55.75556	4.85652	7.56402	49.28060
5.78663	1089.91605	0.00000	8.24686	54.21520	7.17701	5.64212	2.17297	6.10067	26.20890	41.09336	5.54667	60.70278	8.82775	55.75556	5.62158	5.55862	56.42362
8.70329	1137.98555	1.00000	6.21158	50.12311	6.41802	5.00773	1.72341	5.43395		61.00932	5.32876	9.47629	10.44836	53.59337	6.45430	7.55330	73.35180
