longitude	CO	PAHs	TEMP	PM2.5	SO2	latitude	PRES	H2CO	Pb	PM10	O3	CH4	warning	C2H3NO5	CFCs	NH3	NOx
107.60627	6.68267	10.29839	9.22766	4.67309	6.81626	51.82721	1063.84612	60.27473	44.13022	8.98494	7.96387	6.85653	0.00000	0.30400	41.80323	6.70718	7.04496
53.26023	9.57067	7.61975	13.61007	5.67261	5.12014	54.39304	1054.57560	35.01283	31.04285	10.31256	6.54194	7.54479	1.00000	0.98456	31.09517	10.67767	6.12002
-97.50417	6.12014	7.67456	16.98259	8.92529	10.86292	25.87972	1150.68625	49.43360	82.01302	8.03537	8.91296	6.60588	0.00000	0.14524	50.50389	5.26742	4.57621
123.33471	7.48273	9.04250	14.26735	7.44041	9.81425	8.56697	1125.12089	27.43295	51.04478	9.55645	7.00821	6.24654	1.00000	0.47506	60.15818	5.97835	8.55766
-122.86705	6.39934	9.28305	20.18112	8.11357	8.57727	45.49428	1129.34957	39.38999	33.74312	7.91015	9.11606	6.97776	0.00000	0.12578	39.57942	5.77103	7.76636
37.92792	7.55351	8.90813	24.07637	4.96664	7.26276	53.93361	1058.24282	52.52164	63.69039	10.01149	9.57639	4.85351	0.00000	0.72227	67.48803	6.72568	7.78226
70.91106	10.01008	9.24042	6.82592	7.36297	5.80466	29.38242	1152.77605	26.15395	70.79635	9.21908	7.12344	7.99508	1.00000	0.33709	38.60921	8.77935	8.80029
42.85693	4.64243	8.95893	-3.99390	2.75924	7.22698	39.22493	1168.80597	76.10193	35.82148	9.44064	7.45832	6.59726	0.00000	0.41721	83.79936	7.37697	6.41481
-2.68333	8.55510	8.71735	16.40094	7.47362	8.50663	43.31667	1174.61789	34.74829	53.16020	8.76948	7.86522	6.13472	1.00000	0.23798	68.69718	5.91023	8.32823
-13.2356	7.72490	8.13467	17.23295	6.99763	8.89890	8.48714	1087.47519	50.50357	33.49190	10.62667	6.86432	9.41790	1.00000	1.38715	36.18779	4.80501	6.09224
76.12647	8.33985	8.85307	8.47163	7.40306	7.86666	32.55531	1073.27259	58.16798	36.70144	8.62195	7.28036	7.87815	1.00000	0.20376	73.91315	5.42683	6.54141
122.22833	8.31021	8.83184	14.90825	6.80888	7.90888	40.66482	1186.78204	58.40733	39.74473	8.65593	8.73081	7.13535	1.00000	0.22353	56.81264	5.48434	7.64184
39.25	5.83120	9.26492	10.10860	5.20140	9.27435	-6.8	1117.95012	66.22581	63.73565	9.15855	5.14916	8.60804	0.00000	0.35167	69.85965	6.68389	8.62061
-77.55777	9.83521		6.50509	4.91738	8.97972	37.52487	1090.24250	51.68839	65.06439	10.24740	6.62058	9.08412	1.00000	0.96656	51.32989	8.98224	5.66003
-74.26419	10.08733	7.80918	26.14947	8.48094	6.32958	4.73245	1088.84454	40.10534	60.12230	7.29724	8.37339	7.19206	1.00000	0.10110	54.58363	6.68170	6.35514
76.12647	5.10943	8.93343	15.21970	4.98034	8.71438	32.55531	1132.45998	48.84031	68.65067	9.50691	6.84094	8.97093	1.00000	0.49104	47.11683	6.89516	6.24776
-71.06616	10.37845	5.80890	9.30205	5.54857	8.90155	42.4251	1128.79612	64.71186	59.47480	7.93171	7.35924	8.17443	1.00000	0.11184	57.59207	7.04759	8.23247
68.49143	10.15994	6.66604	19.52512	6.80938	6.28502	25.80565	1071.54772	59.99640	52.04870	9.26459	8.26846	8.40669	1.00000	0.38987	46.25086	8.74021	7.29100
-71.8023	11.09346	6.09232	16.51375	7.01587	5.64484	42.58342	1123.34169	37.04231	35.37010	10.62376	8.82061	6.73698	1.00000	1.40189	44.04110	7.65122	6.99027
35.23388	9.24492	7.09647	20.02339	5.71692	4.99503	31.78336	1080.02560	42.97760	63.33845	10.33724	7.53758	7.64616	1.00000	1.02460	21.98152	10.68670	7.24645
-39.25	8.56416	8.90473	19.67344	9.38771	4.68204	-12.91667	1162.42610	46.89199	24.11398	5.10647	7.14624	6.16454	0.00000	0.05604	57.46188	5.91770	7.56689
2.44892	8.23080	10.18737	28.24732	5.46389	10.64331	48.98693	1138.80584	49.48110	41.84074	8.27211	6.32194	6.65185	1.00000	0.17488	41.92292	5.59853	6.88006
115.04814	8.16146	5.43389	15.30476	4.40149	4.14303	30.24706	1074.93861	68.30407	50.70758	8.64187	8.31910	5.82745	1.00000	0.22292	20.93981	8.85305	6.40785
14.66737	5.93030	7.91244	31.29077	6.05515	8.92921	41.55947	1139.35229	48.99418	47.48188	8.51761	8.39104	7.81625	0.00000	0.21309	25.16154	6.17985	7.54094
117.7	9.90241	5.85608	27.94687	5.66504	7.17284	35.85	1109.79540	26.78105	39.78329	10.79980	7.37952	8.95654	1.00000	1.58258	36.56444	9.92786	8.29583
77.54372	8.59575	7.75958	12.00465	6.20906	7.09950	10.12268	1189.86413	68.20273	44.86345	6.78361	6.45466	8.24584	0.00000	0.05811	50.06893	6.73196	7.13804
19.27498	11.80397	7.79777	25.66038		6.96744	50.20528	1175.30807	55.87952	62.75730	5.70387	8.04356	7.47916	1.00000	0.05572	55.27981	8.35265	6.11614
9.85	6.63754	8.99743	13.98345	8.42633	11.04621	53.63333	1149.41151	44.69312	41.06516	10.02024	7.92147	8.58293	1.00000	0.75626	55.00268	7.32888	8.13941
42.85693	8.71286	11.14270	-4.92039	7.28712	8.23434	39.22493	1062.60110	56.20323	58.84018	4.16758	6.92017	6.87391	0.00000	0.03751	68.00738	8.41742	7.32531
122.74754	8.33052	6.69437	21.85705	6.81031	6.01223	40.85158	1190.87454	48.02884	65.70340	6.47373	8.22936	7.80209	0.00000	0.08129	60.55011	5.49246	7.68223
-77.55777	7.09227	3.66457	27.83159	5.05614	4.62215	37.52487	1061.68924	40.24232	51.67385	8.67934	6.96755	8.49455		0.20747	38.72907	8.97291	7.26693
-1.48119	9.27274	7.82249	20.26234	5.92946	7.05122	53.0233	1130.51268	30.67361	49.57566	10.32706	7.15597	7.05637	1.00000	0.99860	37.14481	3.26076	6.96629
-117.29198	9.35514	7.77653	26.90602	8.28969	6.80630	33.03699	1121.33503	46.65377	37.43748	7.36615	10.57510	8.41366	1.00000	0.07507	49.22936	8.37839	8.94472
2.1699	8.69287	7.20918	10.22234	6.10224	7.41727	48.98994	1111.31459	51.07654	45.80072	6.36439	8.44183	8.14681	0.00000	0.06139	34.88111	7.13028	7.38157
15.00835	7.36882	6.23547	20.40364	5.71879	7.16566	51.14942	1052.51169	24.47179	50.00522	11.78461	8.11152	6.94323	1.00000	4.23650	40.37145	9.69513	9.13773
-75.69947	9.09312	10.13058	13.62405	8.25113	6.16460	8.79577	1160.16949	42.38547	53.19597	5.15924	6.46968	7.50702	0.00000	0.04344	30.89818	7.56121	7.12727
30.2049	8.74063	7.95597	3.48834	10.82652	3.87504	55.1904	1107.21879	44.39405	65.70788	6.18155	7.34157	8.26576	0.00000	0.05928	42.26857	4.25305	7.68732
-98.1664	8.38189	5.76358	16.92617	5.93265	7.07395	19.32932	1180.98938	38.25406	44.02724	11.33560	6.87852	7.92688	1.00000	2.72059	34.72961	8.88345	7.25483
114.10479	8.29175	9.74636	29.00411	4.75360	5.27344	22.37066	1159.68285	41.86275	31.54527	10.26743	7.62024	8.46941	0.00000	0.96933	39.65451	6.62483	8.20898
-73.86586	8.86616	7.79015	4.73209	7.45805	8.25080	45.43341	1113.73661	50.68189	56.07754	9.43226	6.01606	7.88383	1.00000	0.42829	41.06224	8.34605	7.70335
8.55552	9.97993	8.91654	14.54510	7.76740	7.32494	40.72586	1107.73486	54.87153	37.83428	9.77085	8.19708	6.82665	1.00000	0.60800	58.08370	9.58635	7.90124
118.53333	10.40908	4.19393	26.58244	4.02200	8.51915	27.92333	1076.14552	46.98518	31.68758	7.94404	5.88647	6.73771	1.00000	0.11692	19.74897	6.50448	8.30615
-1.4001	6.28555	9.92490	18.94664	6.21305	6.39705	7.06273	1115.27233	53.38603	55.96276	9.05008	8.46329	8.95668	0.00000	0.31451	60.03852	5.50503	8.83528
59.4839	8.03099	9.70169	15.94237	7.15594	10.82553	58.7002	1125.67780	42.88354	52.80948	7.49304	7.32391	6.45731	1.00000	0.06907	28.40993	8.85732	8.92566
-1.05366	6.84514	5.83199	5.43524	5.88559	6.32533	43.71032	1172.01325	37.30705	38.17479	10.77922	9.17745	6.17987	1.00000	1.55493	57.61880	9.81625	6.23083
-105.36369	8.36965	4.16319	13.56577	5.80887	5.88366	22.49396	1139.68180	43.30236	59.30151	6.61714	7.54049	6.95771	1.00000	0.03610	45.98387	6.61998	7.12373
15.28318	7.76938	9.04069	19.96327	6.17801	4.30580	-4.26613	1150.59448	33.34863	25.29922	10.39050	9.42083	7.01629	1.00000	1.06421	71.16068	9.55833	6.85546
7.36027	8.70476	6.98896	14.63562	4.95143	4.50206	51.20219	1137.11402	22.43280	48.92090	9.17808	8.15366	7.89515	1.00000	0.35491	71.48233	9.05304	7.47850
68.88871	7.78167	5.32271	11.20215	6.61170	4.45939	25.95533	1095.08341	53.41391	45.01543	7.15060	6.43115	6.88878	1.00000	0.08151	59.32807	8.42789	8.06265
-73.89125	6.42504	9.43374	21.67493	6.36231	8.46089	40.67705	1110.64452	28.65417	55.70973	9.95101	8.17589	6.74102	0.00000	0.71604	58.13282	6.10374	8.78260
-75.69947	7.12918	8.81612	11.41354	4.80555	8.15931	8.79577	1126.29807	54.85424	50.68351	9.75846	7.45727	8.12004	0.00000	0.61011	40.52587	6.99014	6.28918
12.53463	6.48587	4.80537	17.86036	4.95539	5.37145	55.67938	1090.64512	57.56884	34.67642	7.40999	8.55693	5.94146	1.00000	0.10107	38.32549	7.02244	5.10750
117.65694	9.81611	7.52206	22.26115	10.91396	5.48537	36.19278	1082.31973	32.43742	66.02013	7.12692	4.75339	7.95946	0.00000	0.08854			5.49063
-82.46148	7.77602	5.27174	31.01298	6.78437	5.38837	28.15112	1161.26120	53.98160	58.93302	7.47808	9.29712	7.51812	1.00000	0.11335	33.20352	6.75143	
98.6738		7.93636	17.96747	6.52240	5.25713	3.7278	1194.98667	53.06570	63.17351	11.48839	7.31881	6.61872	1.00000		47.16147	10.47949	7.91047
14.39024	9.98035	9.36976	18.90855	6.36821	8.34599	42.22718	1101.46992	63.83429	59.75772	5.63326	6.58305	7.01967	1.00000	0.07046	45.00020	8.64162	7.22399
120.74221	8.23198	9.06733	25.55521	5.75677	8.22871	31.64615	1166.36153	65.61818	40.43766	10.48355	8.59350	6.33999	1.00000	1.17785	54.82987	1.98903	7.41924
-91.11667	9.29578	7.51325	10.35804	6.59369	8.20077	14.93333	1121.06493	67.98839	40.79898	9.85128	7.18480	7.13786	1.00000	0.65407	42.44285	8.98467	8.44553
38.01667	7.23612	10.49073	15.13667	7.88001	8.13937	11.85	1142.64955	55.18396	36.33588	8.75868	6.22541	5.82764	0.00000	0.22613	41.53080	5.46093	6.23352
78.25795	9.01292	7.98743	15.39039	7.96716	6.22142	9.82564	1098.54122	55.94137	73.24409	4.05328	8.74668	6.33933	0.00000	0.04246	67.78426	7.49623	8.92826
114.33333	8.32838	4.64578	-1.42201	5.28708	7.25211	-8.43333	1120.69720	54.74650	41.63099	10.94924	6.78805	9.41528	1.00000	1.83728	68.08781	9.73250	4.90033
76.12647	10.76334	7.96507	20.01642	4.48078	7.94704	32.55531	1133.70217	59.90126		10.13476	7.36778	8.41296	1.00000	0.83880	44.78800	5.96907	8.22088
-93.75018	8.06870	7.02121	27.47475	10.35358	5.30610	32.52515	1163.88513	34.32339	38.89765	8.38849	6.25304	8.94971	0.00000	0.16119	47.24337	3.07496	7.52129
8.86704	6.26153	6.97536	36.13216	5.66579	4.01107	50.23805	1169.28702	58.96808	27.11805	8.97564	8.90051	8.33489	1.00000	0.27343	54.59960	9.14532	8.33734
-72.47417	9.34144	8.86823	-2.32274	8.60241	6.49748	7.83389	1173.22558	64.35081	68.08552	6.65470	7.32030	8.33171	0.00000	0.05839	21.41738	6.40757	7.41294
20.22625	8.57758	9.23663	24.67150	7.50042	6.64110	30.75545	1167.69985	58.49437	32.13849	10.41322	8.28142	8.44251	1.00000	1.08424	52.14014	9.28502	7.93175
128.63083	8.16755	10.73427	27.12622	11.23709	4.68089	36.82167	1154.66048	85.37321	59.45835		7.59604	8.41374	0.00000	0.04948	43.98766	5.78610	8.89469
-88.3162	8.82820	6.99744	14.72018	9.13685	6.13592	42.24113	1161.74629	69.02276	57.45551	9.59999	9.72604	6.65397	0.00000	0.51030	26.51745	4.59773	10.65499
-60.47389	8.57761	7.96296	25.57215	7.49668	8.58747	-34.64167	1099.65850	58.76384	28.15797	8.79540	6.43711	7.31203	1.00000	0.22849	51.64193	8.15092	7.66806
-69.96533	9.76581	8.83217	25.76311	3.65103	7.45783	43.91452	1061.05552	33.66199	51.27718	8.50655	7.80789	9.38226	1.00000	0.19390	35.35088	3.75180	8.21905
-84.67837	9.74401	9.35350	17.63364	10.38859	5.10271	34.06635	1176.26888	44.44213	51.65046	6.00211	7.42735	8.37065	0.00000	0.06660	86.47381	6.33455	6.09951
74.4818	6.91565	4.39935	20.40440	6.15644	3.33284	30.21121	1142.88794	11.93583	91.11594	7.35360	5.32733	7.54330	1.00000	0.10059	56.62396	8.35304	7.85163
122.74754	8.40149	6.32011	23.96345	8.75084	6.37314	40.85158	1114.91807	55.62308	60.42091	8.04291	7.08931	6.75377	1.00000	0.12491	54.32174	8.69155	5.95766
68.49143	8.55250	8.22070	4.09912	7.05199	9.87234	25.80565	1128.86739	44.43514	34.26930	8.29993	6.97023	9.51089	0.00000	0.19170	46.80357	5.66135	7.53285
113.82465	8.78990	9.53270	13.83246	7.93230	5.94394	23.29549	1069.39042	67.44712	35.89428	4.80560	7.89768	6.86119	0.00000	0.00759	58.55222	7.54405	5.99438
-71.19901	8.60554	7.19494	23.71509	9.22495	5.33078	-30.60106	1123.51521	25.03885	41.17504	8.27506	7.27814	4.54543	1.00000	0.15449	46.98879	9.49350	6.00771
75.37991	9.59088	4.84690	15.83603	8.06274	7.90947	25.75728	1154.84103	35.64849	43.32573	7.51259	7.45159	6.91768	1.00000	0.09007	51.76327	7.86648	7.30727
-1.08593	8.67452	5.17174	23.14855	4.92558	5.46901	50.79205	1063.96751	48.89847	34.18992	8.40322	7.34129	8.47852	1.00000	0.18603	27.97398	8.47940	7.55831
99.89166	9.32448	8.02162	9.39626	5.56877	7.66759	15.46063	1081.45821	57.43374	21.68952	7.14426	6.86031	6.88102	1.00000	0.07743	47.68325	8.34680	7.60536
112.19028	8.08369	7.27376	21.11221	5.88747	7.83231	30.35028	1099.21104	52.41126	53.09888	12.58137	6.77755	7.93848	1.00000	9.36988	30.59182	3.34660	6.31685
9.22796	9.26256	9.19761	9.05905	8.89835	5.84749	48.46458	1123.41797	52.61878	51.88405	6.34485	7.28695	8.89256	0.00000	0.03726	61.20575	6.64322	6.67024
103.6032	8.24516	8.27563	11.03615	6.68972	7.17886	1.6561	1058.77859	52.35968	44.56881	7.04063	8.40130	7.17939	0.00000	0.07449	26.11424	6.51229	7.08150
49.62251	8.36301	5.75735	4.49136	4.99031	6.00661	27.0174	1067.12566	51.45970	55.18155	7.38230	6.83668	5.59391	1.00000	0.09863	57.40831	7.43692	8.45424
123.89071	9.32480	8.97786	13.34333	5.52681	8.80430	10.31672	1197.65840	59.16849	57.65888	8.87196	5.82039	5.73939	1.00000	0.28946	66.15330	5.21299	7.70456
-0.32247	10.13483	10.57018	28.97157	10.06121	6.31757	50.82882	1068.35448	35.41796	77.66519	6.86739	5.82558	7.45044	0.00000	0.06107	43.47822	7.18875	7.69597
79.883	8.05103	7.46751	23.67522	5.24580	5.34539	6.9909	1106.76195	50.97986	31.29129	9.04783	8.85469	6.82546	1.00000	0.32406	40.51206	7.81186	6.32773
-117.54866	8.26256	6.22859	26.29599	6.70074	7.12112	33.93113	1094.90253	25.46132	46.24905	11.71329	8.15922	7.08890	1.00000	3.94306	35.55656	5.89980	8.69119
18.69303	10.04792	6.60420	14.80954	8.34965	5.38716	12.18441	1191.52918	82.99764	39.85261	6.38420	7.91749	8.42534	0.00000	0.05227	39.51092	6.45387	8.32198
37.56667	7.66019	5.83794	26.45694	4.96604	4.98658	55.85	1127.41508	62.71545	51.10116	11.62953	6.52690	8.61761	1.00000	3.62720	58.20288	10.44896	6.93948
126.28333	6.02117	7.91438	28.28340	5.96371	7.93464	45.35	1083.78730	59.54473	52.59907	7.88835	7.37249	7.02254	0.00000	0.15622	40.62440	5.93266	7.74130
19.61222	2.83905	9.24667	23.04351	3.79171	9.52413	44.97639	1081.51094	45.95790	46.73180	12.55683	7.04213	8.82968	0.00000	9.16164	69.58693	6.57598	7.47511
117.55417	7.79175	9.31722	-1.67100	5.12566	9.47061	34.86472	1177.63149	21.38373	57.09372	10.35425	6.33105	5.19353	1.00000	1.04560	45.55620	3.64340	6.60387
1.04945	9.16449	4.16359	15.75275	5.02354	6.56252	35.06544	1113.90500	64.66581	72.07168	8.52782	7.77987	7.70454	1.00000	0.18035	63.83091	9.06234	7.78975
-89.66123	10.75524	5.81834	20.83008	7.28899	7.52667	21.28306	1085.23522	42.81404	51.98049	7.90990	7.42171	6.09607	1.00000	0.15571	33.51069	8.74978	7.85470
10.18527	6.24625	8.77232	15.89918	6.15010	8.05688	47.98372	1153.59842	62.98734	57.93531	9.58405	6.70108	7.56236	0.00000	0.48506	52.93760	5.61907	5.82075
25.8191	4.92985	8.84827	29.21615	8.32216	9.84796	53.5942	1142.03623	61.91858	28.02828	11.42651	8.24060	8.19986	1.00000	2.98065	41.22500	2.44564	5.78335
72.93924	7.12168	7.63023	20.44736	7.95211	8.42178	18.87813	1157.74183	73.97675	27.66950	10.04472	6.80861	8.70026	1.00000	0.78509	31.36720	6.77602	7.74083
-87.65644	7.16657	10.68112	6.86956	6.10471	9.53027	41.80753	1137.69626	79.13046	17.23803	4.35625	6.43145	8.00110	1.00000	0.06320	62.95382	5.94524	7.47117
-2.98884	7.29794	8.18085	13.09152	7.69252	8.72054	43.32686	1169.40516	62.85104	64.48009	6.76642	6.26993	7.02792	0.00000	0.05864	56.95591	6.04026	8.22075
15.46667	8.64573	9.93924	7.70977	7.76694	7.22822	47.05	1083.65623	42.11087	42.58521	7.91811	8.32097	7.83980	1.00000	0.14687	37.89651	6.36063	7.12844
-97.92977	9.56232	10.31903	27.60276	11.14406	4.62269	38.06084	1114.23021	72.66953	37.86827	5.52130	7.69202	6.82579	0.00000	0.06594	58.15052	6.22467	7.28824
-74.13653	8.87333	6.52793	27.70416	7.50699	6.42203	40.63316	1108.92835	42.22138	51.97608	10.34498	7.30876	5.94230	1.00000	1.02326	17.81616	6.15931	7.33448
78.27539	7.71266	11.24737	16.23818	5.89669	11.46674	12.95629	1116.94208	42.69741	66.44923	7.82579	8.59889	6.70501	1.00000	0.10560	51.47534	4.36239	7.30442
-0.45877	7.87037	5.80610	6.84024	4.66316	4.78438	46.32313	1114.08118	37.25081	48.64764	10.53245	8.19018	8.33434	1.00000	1.25775	44.78527	9.72532	8.25114
-73.97069	8.83888	7.40969	0.57722	7.80689	6.69796	40.64621	1198.10268	57.14381	19.62090	10.10040	6.47965	7.29759	1.00000	0.81359	53.01294	5.90819	7.22123
-84.67837	9.89039	7.53877	-1.02019	6.23997	7.47330	34.06635	1092.72299	34.48128	50.00063	11.43588	6.03910	8.41425	1.00000	3.00391	30.52627	4.69607	9.79708
-69.96533	9.62606	7.24343	25.24594	5.54230	6.18127	43.91452	1166.40870	57.01383	43.50410	9.08023	7.93954	9.19490	1.00000	0.30824	24.57886	9.31127	5.94529
-40.7475	9.43435	6.40685	14.82438	7.99063	6.77617	-4.16694	1062.43558	50.98389	60.23441	7.59778	6.74958	7.67056	1.00000	0.09793	44.81256	7.92466	7.70704
84.87144	9.48189	6.20065	1.00820	7.17807	5.87147	47.46657	1127.76314	52.05921	55.86979	10.95403	7.23411	6.84992	1.00000	1.86021	47.07282	6.23383	6.78638
-42.19667	7.79483	7.66266	14.35688	9.11629	7.48246	-21.41222	1166.07968	52.37121	57.23637	9.32980	8.65476	9.18851	1.00000	0.39944	27.47423	7.65071	7.13098
76.12647	8.48984	7.52999	24.42866	5.01948	5.21968	32.55531	1166.30430	37.85342	51.08278	10.48952	8.12527	6.74370	1.00000	1.18342	44.17868	9.82931	7.63191
12.87117	9.23165	10.36584	20.73096	8.16556	8.82160	50.23271	1131.57369	88.70480	70.58737	7.72243	7.86583	8.16923	1.00000	0.12201	66.91500	7.26288	5.65331
65.93249	8.03070	6.68354	14.86265	6.41528	5.82611	36.21544	1112.23814	33.40151	70.28715	7.77866	6.75764	7.73846	1.00000	0.11531	54.64303	7.90708	6.11835
75.06583	9.59386	7.92558	12.61110	9.85741	6.19220	32.17629	1186.77763	42.28071	51.54551	5.39455	7.48558	7.24063	0.00000	0.02451	49.83587	6.56945	8.29160
56.36091	9.82338	5.21417	17.32391	6.28677	5.54309	51.78771	1164.07981	75.33386	48.94176	4.47618	6.09369	8.20040	1.00000	0.04869	68.27057	6.80023	6.76009
-122.24092		10.21568	26.69689	5.69950	6.12564	47.4943	1184.38445	50.51329	55.37723	9.43510	7.29718	8.24061	0.00000	0.42405	64.30476	5.98974	6.26759
55.4504	7.51693	6.40813	24.83652	4.86529	3.91877	-20.88231	1115.08704	52.95275	10.67738	11.00174	8.64495	8.19525	1.00000	1.95075	42.64159	10.61327	7.12576
26.97253	8.18756	6.95497	8.32949	8.13977	6.41036	49.65186	1185.28585	48.54522	67.26895	12.57113	6.51536	7.13507	1.00000	9.27381	21.88578	3.11645	6.87848
117.59152	7.17524	10.06490	10.22843	6.75839	8.48031	3.31332	1059.73293	42.74370	51.58056		6.59437	8.01013	0.00000	0.19095	30.27229	6.14248	7.36657
-81.26367	10.22945	13.36170	6.97656	7.18189	11.07317	28.90054	1184.13985	33.31654	46.33647	9.67256	8.21409	6.34576	0.00000	0.55080	50.49584	9.06737	5.71243
72.93924	8.07820	9.30125	16.75794	6.65010	8.96753	18.87813	1118.17098	77.57102	21.13515	7.05268	6.28906	7.77868	1.00000	0.08004	33.39259	6.98093	8.60640
125.21972	5.91637	7.84586	14.75442	5.92173	8.35714	-8.99167	1096.41526	54.39736	55.75497	10.01295	7.81595	7.60105	0.00000	0.76641	58.05493	5.94501	6.67085
112.19028	8.98816	7.91458	16.77148	6.45260	4.65852	30.35028	1196.22630	56.10015	65.19832	9.60947	6.64163	7.26992	1.00000	0.52285	51.23889	9.45964	9.48498
34.3869	8.03852	12.08414	9.67671	7.03371	8.74150	11.8659	1192.30927	28.19076	74.99976	4.66697	7.69744	5.67190	0.00000	0.05763	42.04469	8.43569	6.09776
24.95034	8.90415	5.66452	3.40000	10.79773	3.17241	60.18427	1130.54730	37.26114	62.89055	6.12834	7.80748	7.25130	0.00000	0.04586	56.99976	3.61430	6.16464
-61.4867	8.51015	6.48850	13.20087	6.83273	6.28370	-31.25033	1070.17684	61.49577	38.59586	8.52420		6.41985	1.00000	0.21046	22.11108	7.76574	7.29854
68.21204	7.32281	5.26705	19.88057	5.65661	5.07248	27.55898	1107.31903	68.27466	50.67639	8.52899	7.36864	5.91923	1.00000	0.24075	51.96293	7.44021	8.67567
-71.19901	8.29854	7.69705	11.76641	8.73326	5.58222	-30.60106	1131.70725	58.83954	64.65598	8.07822	7.44508	8.29285	1.00000	0.15994	51.59273	9.16578	7.30648
-74.95472	9.04453	9.23907	14.46904	6.21869	9.33499	10.98778	1142.69187	56.62585	40.13080	8.27087	7.49368	5.90984	1.00000	0.15883	46.67733	7.33798	8.67062
7.36027	8.87885	8.49107	24.60759	5.58051	6.71352	51.20219	1071.57601	66.33525	36.88471	10.74426	7.34006	6.28481	1.00000	1.55704	42.95703	9.06410	8.10108
37.73333	6.37607	10.67812	11.04644	7.49025	10.62060	-4.06667	1165.76453	67.22166	31.32920	7.12812	8.18591	7.84082	1.00000	0.09175	38.81096	5.43137	7.36426
8.73812	6.47511	7.28509	12.27599	7.17393	9.81935	41.91886	1055.33298	66.22471	47.07416	8.59326	6.65043	7.06253	0.00000	0.20998	63.74314	5.59697	9.02375
11.04979		8.58884	7.05809	6.45863	8.52720	44.59445	1073.13619	49.10075	46.48974	8.12729	5.90239	6.71499	1.00000	0.18412	60.38905	5.92461	7.76872
0.57856	8.03110	7.21219	16.11024	7.64887	8.79496	40.70995	1118.46543	63.68973	52.36469	12.04616	6.83125	9.13123	1.00000	5.50119	43.79502	6.76502	8.98674
-82.46148	8.19257	6.08674	26.10248	8.41133	5.74272	28.15112	1086.48929	48.15732	38.80104	9.81900	7.92275	8.60249	1.00000	0.64545	49.34171	7.67109	7.62475
31.3237	5.86837	7.62405	22.14600	8.17513	10.26751	52.4089	1052.16111	52.89514	27.26481	7.52624	6.19605		0.00000	0.08915	61.33846	4.58037	6.75236
101.44167	9.70880	9.77040	3.51179	6.37537	8.62535	0.51667	1094.47483	52.35884	56.26999	8.95952	7.26275	6.66610	0.00000	0.27138	57.43594	7.95194	6.57568
-48.29694	9.45807	7.18620	10.40866	6.61178	5.27012	-20.87306	1159.24982	32.74135	51.72135	8.35034	6.34634	6.48478	1.00000	0.19480	61.39216	9.42372	8.67635
51.3452	7.77550	5.69228	11.47044	5.72221	4.95665	53.37596	1118.87781	70.79319	53.32485	10.63381	8.63450	8.41202	1.00000	1.39099	38.19190	10.06428	6.61164
-1.08593	7.58433	4.90432	16.71290	3.95015	5.37226	50.79205	1082.60900	16.11537	33.47762	8.71107	7.64809	7.73859	1.00000	0.22544	37.13233	9.24470	7.05101
8.61839	8.50511	8.41249	21.15600	5.66363	8.55388	49.68369	1068.50334	38.38092	53.92196	11.13084	7.33542	8.70477	1.00000	2.22032	22.24129	2.94478	6.59564
35.23388	11.40128	8.99618	-8.93568	6.16776	8.29475	31.78336	1188.77410	40.64566	56.49120	7.07875	8.18686	10.77870	1.00000	0.07526	46.67634	8.50161	7.66136
-78.19444	7.92196	10.05479	4.67609	6.28725	5.50835	38.91817	1117.86501	48.20734	45.02146	8.55341	8.18137	8.52336	0.00000	0.21851	40.43717	5.68171	8.10910
104.64992	8.99966	9.97846	10.91830	5.23233	10.03431	14.64056	1098.32393	45.14738	55.59563	8.33764	8.08162	8.10709	1.00000	0.20322	63.51154	5.65980	7.45592
126.835	9.46613	11.35813	22.01190	4.55202	11.10910	37.65639	1170.09073	55.33332	52.90339	7.00120	9.08856	6.97014	1.00000	0.05602	55.91518	4.83959	7.52922
-83.48216	8.17933	8.96949	18.22570	5.72892	8.50705	42.30865	1153.49492	71.94129	56.30092	8.45144	7.30646	8.39988	1.00000	0.20766	58.40217	5.15030	10.47761
75.06583	8.12312	10.94668	14.21552	4.18027	8.90094	32.17629	1164.06212	42.61536	59.99924	4.13841	7.76706	6.27481	1.00000	0.03168	60.03227	5.47843	7.27739
29.24152	7.85017	6.95233	8.21937	5.02977	5.48118	-26.93366	1170.22862	41.20131	49.94741	9.49924	7.95197	7.96569	1.00000	0.46327	65.18574	9.13512	7.52016
-93.75018	7.24234	6.02550	6.25304	4.42832	4.60624	32.52515	1135.90795	25.62688	53.15596	8.28182	7.79753	8.42274	1.00000	0.15391	27.38418	7.83322	7.08397
-93.11308	8.59488	6.00226	15.47736	7.49667	6.35080	16.75973	1094.50793	52.37705	59.08923	10.40333		6.68560	1.00000	1.11352	61.33646	10.29026	7.57751
-0.76667	9.43437	7.09400	10.03073	8.55400	5.61456	53.38333	1138.49799	63.47212	36.99448	8.92976	7.46844	7.50671	1.00000	0.28546	51.37661	10.65524	7.14502
-53.13722	9.93883	7.78449	17.58001	5.79162	7.33161	-22.92306	1155.63722	60.90587	63.14297	9.52252	8.37650	5.12585	1.00000	0.48567	29.62987	6.65142	5.87514
-119.0376	8.40800	8.88905	14.01369	6.60882	4.50400	34.21639	1168.63990	56.54355	39.03961	9.23930	7.45272	7.09502	1.00000	0.38050	54.90065	9.10535	7.13353
