PM10	TEMP	NH3	PAHs	SO2	latitude	H2CO	C2H3NO5	Pb	CFCs	NOx	O3	PRES	PM2.5	warning	longitude	CH4	CO
5.85868	21.14637	5.81545	9.96952	7.38001	-6.8	60.12624	1.39039	49.49024	65.39469	6.30375	6.22109	1067.88188	10.10014	0.00000	39.25	9.63696	9.78860
8.91660	4.59850	7.84748	5.38866	7.73090	25.6439	44.64577	5.76773	73.72647	67.16481	3.85655	5.13355	1142.55913	8.85972	1.00000	77.9129	4.33984	7.74781
7.59245	23.64253	6.45306	7.16532	8.53434	-25.54073	41.67198	2.00062	54.22600	68.51564	7.16592	7.57941	1086.29031	6.55882	1.00000	152.70493	7.96424	9.31889
7.39744	11.44558	7.89128	5.64887	7.24379	44.92801	33.28174	1.90467	62.53762	66.97441	4.82176	5.91392	1079.46066	9.49764	1.00000	4.8951	4.07889	7.48627
9.37442	17.97486	6.79837	10.09796	9.42458	36.20389	51.06162	8.01477	41.22887	84.40220		7.98912	1149.45700	10.82107	0.00000	127.08472	8.87546	5.67840
9.39836	9.34335	7.94366	4.88372	7.95748	42.67164	59.00057	8.21381	50.20581	69.40558	5.00773	8.34034	1085.31974	7.17067	1.00000	14.01481	7.55215	9.98476
9.76756	22.33853	4.97025	10.45908	8.33184	55.67938	54.58667	11.24462	53.63995	58.53813	8.14497	7.03814	1152.01764	10.77918	0.00000	12.53463	9.15042	6.64089
8.47933	0.54911	5.87547	10.69168	8.32489	33.14447	39.52402	3.36105	66.42813	74.37773	4.31755	7.25854	1143.82945	11.13627	0.00000	47.3799	7.17916	8.39955
5.75977	3.87205	8.11467	7.26208	8.99508	35.48199	39.38057	0.63168	68.36890	68.16261	6.16161	11.76569	1188.69112	8.82863	1.00000	137.02166	10.57604	8.34538
7.65117	7.94551	8.65049	8.85291	7.70157	53.59337	48.11111	2.45474	57.69983	57.48344	8.58707	7.34850	1194.34748	8.22744	0.00000	9.47629	10.80962	7.89736
9.24829	9.56419	10.21608	7.58390	8.11042	51.4781	28.03741	7.38765	50.79903	53.61021	7.23071	9.78919	1055.20785	5.86512	1.00000	57.3552	9.20275	9.44990
7.86607	24.76659	10.66219	4.07868	7.32766	39.09112	55.21363	2.42093	53.61941	78.00564	6.25151	9.89375	1185.48017	7.54250	1.00000	-94.41551	7.64057	8.51945
8.31607	16.60552	7.83195	8.91384	9.63099	39.46667	56.86022	3.79797	63.05508	62.49246	8.00958	8.69857	1092.12230	9.15135	0.00000	141.95	9.12791	7.45412
9.25659	-7.10648	5.13327	9.63729	6.68068	40.66482	53.74015	7.63223	53.22625	56.41656	5.73492	8.48024	1172.55976	3.40159	1.00000	122.22833	7.97323	9.73489
7.99727	12.79483	7.34491	6.33522	9.27648	40.53123	75.85437	2.07959	51.32704	67.52540	7.84718	7.02291	1050.00441	7.17329	1.00000	17.58522	5.40648	7.67731
6.82320	25.63741	8.20667	5.93353	7.73368	-31.95224	42.93654	1.27507	84.67495	74.99022	7.42557	5.84528	1129.61149	8.64857	1.00000	115.8614	6.11499	6.96414
8.06514	19.14260	6.24623	7.27482	8.29929	32.54278	62.27878	2.70413	58.22439	77.93227	11.37817	9.69820	1123.95508	9.74596	0.00000	111.50861	9.40487	10.06811
9.01839	11.32466	8.73667	8.24530	7.33212	17.06542	36.95498	5.77356	70.98591	76.11606	6.49803	7.15533	1084.58326	6.98129	0.00000	-96.72365	9.89903	8.86373
8.61409	12.84576	8.71338	3.56479	8.72041	12.04161	37.30291	4.47607	63.60587	58.32248	7.34029	5.73858	1175.45486	9.94415	1.00000	75.35927	6.77000	10.40637
7.79420	12.75625	6.19994	7.19740	6.88539	54.39304	49.35498	2.41764	72.79922	70.14775	9.78898	10.99996	1078.99311	9.34944	0.00000	53.26023	7.92819	7.41693
9.08370	17.15350	8.06775	10.92275	8.04994	37.65639	45.81676	5.79338	50.84775	71.63323	9.07030	8.10927	1130.10239	5.36283	1.00000	126.835	4.82383	9.01070
9.64412	14.17313	11.54272	8.20542	7.99537	42.22718	88.21539	10.03964	44.02044	65.37359	7.36457	9.31583	1177.00319	5.50691	1.00000	14.39024	10.14015	8.28313
7.98027	18.20418	10.68376	10.55550	7.51576	50.9803	37.92488	2.77895	68.60758	65.51541	7.51910	10.10174	1170.67768	4.61030	1.00000	11.32903	12.38936	8.95948
6.87004	11.79719	6.14614	5.55969	8.72467	13.44581	46.02663	1.04611	62.80257	67.05888	10.34476	12.83303	1119.11137	6.73807	0.00000	101.18445	4.76290	6.03414
7.05816	29.32564	6.71783	11.23744	7.97679	8.43333	50.84986	1.96404	61.01919	82.42843	6.23948	4.42252	1128.40786	9.44066	0.00000	99.96667	10.05196	7.84498
9.26046	19.75345	6.73008	9.70701	7.46791	29.21399	46.17643	6.82736	64.83789	65.92119	6.72719	7.72108	1056.27915	11.29657	0.00000	78.95693	9.58027	7.63797
8.85737	38.20260	7.90981	5.36406	7.93308	54.84444	60.20304	5.77753	59.01178	81.23515	12.01100	8.77241	1100.20466	6.42919	0.00000	38.16694	8.10119	7.33850
8.40563	8.81250	7.48125	8.04469	10.20469	60.02427	22.37420	3.47019	85.57401	64.52081	6.67113	7.04466	1110.37874	6.86963	1.00000	30.28491	5.44968	7.71174
8.15932	14.38815	6.87171	6.96829	9.51494	28.54944	28.77097	3.60556	68.83216	47.65341	8.44551	9.94523	1118.03275	5.96668	0.00000	-81.77285	5.99786	8.60350
7.69764	18.24740	6.99000	10.16663	8.47223	42.7	44.57487	1.86617	47.29992	72.50408	7.19237	5.89482	1055.20445	10.28089	0.00000	27.25	10.82410	8.95685
7.12795	14.35935	10.77274	6.93609	10.33353	-8.99167	54.64413	1.75032	68.81772	59.02213	7.32751	8.37560	1162.46798	5.68819	1.00000	125.21972	9.39162	8.35105
9.51995	-7.99154	6.23127	9.06474	7.42856	50.82709	60.38561	8.86082	35.64862	72.67076	8.05104	6.87930	1078.76721	7.41222	0.00000	6.9747	10.63803	8.63275
6.32995	21.18790	8.37332	7.31284	7.97532	22.10194	59.57118	1.21007	66.14010	69.46680	7.50668	10.81155	1179.98129	8.16942	1.00000	85.37752	9.86576	9.12100
9.57969	7.83246	12.21162	4.91926	9.14134	31.71667	43.38646	9.53837	46.52502	70.80199	7.17488	6.19746	1195.29888	4.79361	1.00000	73.38333	6.76514	7.58783
6.99984	11.95899	6.76810	9.50511	9.37424	48.21644	58.59023	1.41897	60.77829	57.77218	7.78375	6.93110	1054.95743	9.55896	0.00000	9.02596	10.18360	6.53144
8.39491	17.15528	5.02078	11.94600	9.73601	9.535	67.16656	3.19148	17.01065	55.52191	4.51880	5.48083	1051.85569	11.89293	0.00000	-13.68778	7.95176	7.20007
8.16569	20.11873	6.67115	8.10100	9.63561	51.67822	33.29867	2.73327	54.23473	66.20525	9.15114	7.86383	1129.30087	7.85305	0.00000	33.9162	7.72458	8.45458
7.42028	23.61831	7.80767	9.32851	7.77229	36.72544	42.18149	1.48760	44.01180	51.25950	6.29631	8.65642	1171.33614	4.41571	1.00000	3.55665	9.22277	6.44091
9.74172	16.56943	6.24273	9.98595	10.19294	51.65	57.14994	11.07509	38.21546	75.07428	6.08510	6.43293	1092.01151	9.89427	0.00000	-0.2	9.26755	7.56487
8.55232	4.36939	8.92063	7.28733	9.81814	41.27194	39.09333	3.95117	43.71139	72.78287	7.82035	8.45554	1075.28940	7.95803	0.00000	123.17306	10.97094	10.55189
7.89430	14.30117	9.85365	3.90246	8.58877	44.35056	27.47821	2.56773	42.30263	66.42269	9.51247	10.95849	1083.99356	9.82544	1.00000	142.45778	7.08517	8.56012
8.37342	20.49002	7.50300	7.71398	7.09406	-36.9256	45.08425	3.13228	67.63717	65.83472	8.71602	9.89217	1198.48473	6.61046	0.00000	-73.02841	6.15192	8.88692
8.65429	15.96623	6.91983	8.40701	7.91015	7.6	44.74901	4.94404	47.92820	65.21762	9.75663	8.32366	1101.37904	5.96869	1.00000	4.18333	6.91968	7.37288
10.62972	8.70854	7.36589	8.39808	5.42640	24.41288	47.61583	26.13360	69.57233	64.96327	7.64348	8.42250	1179.85453	5.05286	0.00000	76.56719	5.15215	7.57848
5.68249	19.44289	5.94774	5.02548	8.01556	31.76212	52.72896	1.07289	64.96507	80.11019	5.24572	7.40588	1087.27785	7.47222	1.00000	-95.63079	6.95138	7.25017
8.13266	13.59388	10.18538	7.61352	8.61231	10.63504	55.93092	2.91223	31.10410	84.85097	8.42140	8.14829	1173.09249	5.09030	1.00000	-85.43772	8.20323	9.60506
6.49627	10.59567	8.46725	7.49864	9.02010	35.82756	41.83915	1.23960	48.04435	54.36540	9.99703	7.03266	1057.90942	7.07404	0.00000	137.95378	12.76438	7.32170
6.63120	2.11464	6.78863	8.93902	8.37580	-34.88422	59.70638	1.66631	76.66951	65.86047	9.51203	5.41538	1120.54574	7.30265	0.00000	150.60036	10.29878	8.15481
8.76756	0.18693	8.82465	9.47609	7.87258	26.18924	29.22416	4.77745	57.05736	69.27061	7.70951	9.22278	1198.99974	5.84313	1.00000	-98.15529	10.16349	8.69524
6.65934	20.08762	4.50783	6.92977	9.61294	-6.8048	38.67176	1.60346	62.67764	52.98672	2.42209	7.68189	1089.05546	5.72322	1.00000	110.8405	4.96722	8.09153
8.42371	13.01910	7.28312	10.24637		23.1959	39.86989	3.51289	46.00713	79.85348	7.19396	8.49874	1177.20661	10.75276	0.00000	86.51499	8.15920	7.77234
6.72535	20.50422	9.59565	8.30434	8.11224	52.47774	55.53704	1.01616	58.95373	60.63329	6.12496	5.11532	1083.21436	7.52083	0.00000	10.5511	5.09428	8.35821
9.09404	28.78337	7.77301	9.78062	7.75501	33.72255	65.47792	5.78362	10.25825	67.63200	6.38504	7.34811	1152.59438	10.13447	0.00000	-116.37697	9.40668	9.55217
9.20256	18.41391	6.61597	7.25382	9.77763	64.5635	38.48258	7.21694	67.52344	83.81209	9.12702	10.13298	1111.97304	6.45933	0.00000	39.8302	5.40567	8.99632
7.22170	-2.01725	9.29674	7.30006	8.68234	-37.32167	26.64934	1.95688	50.09171	55.03247	6.69625	7.99610	1147.94828	5.85863	1.00000	-59.13316	8.52355	11.81383
9.70190	27.33392	6.70063	7.73433	8.66532	54.60528	32.73743	10.44961	71.78753	57.17429	10.67359	8.49586	1136.20340	6.22632	1.00000	18.34717	10.71418	9.62020
7.80666	0.62331	9.19635	5.72912	10.09585	29.98869	49.20708	1.96211	53.93135	58.67032	8.22998	10.81529	1193.37906	8.51094	1.00000	122.20488	8.43878	8.83461
9.35783	-1.42316	8.51599	7.37917	8.50547	12.18441	79.45218	8.04526	59.64853	67.04748	7.03629	6.90890	1125.88113	7.18627	0.00000	18.69303	11.54937	8.20461
9.00068	-0.32462	9.08976	8.04193	9.85127	9.58126	55.53536	5.97421	71.30200	74.25426	7.97923	5.31621	1183.98599	7.39899	1.00000	8.2926	8.98029	6.51229
8.95825	18.53844	9.46160	5.03492	6.64971	45.51667	34.40293	5.22408	47.25407	62.71899	7.15635	9.61071	1109.10178	8.34587	1.00000	4.86667	8.44461	8.82103
9.20768	19.41972	9.08554	9.51532	8.70800	8.43333	43.62407	6.81231	58.09881	73.73811	7.01152	8.97890	1137.41032	10.62858	0.00000	99.96667	9.01570	9.49565
8.50217	13.46091	7.89698	5.23134	9.41929	9.57046	67.67625	3.99728	67.37323	58.57882	8.89256	6.90177	1095.33751	8.78130	1.00000	76.32756	7.99889	10.47459
7.79142	1.69225	8.88596	9.03716	8.58914	59.80917	49.83010	2.21214	43.99413	65.73051	5.77554	7.83889	1181.76763	8.65078	0.00000	30.38167	8.91110	7.42939
8.12694	8.87375	8.02008	5.80013	7.92984	-0.35817	68.78478	3.42196	58.55413	63.81733	3.83111	4.87854	1097.63309	8.08911	1.00000	42.54536	6.23193	7.12832
6.57890	-0.26202	8.07161	6.70733	7.79894	41.47892	53.29799	1.14286	54.60495	60.85307	8.34862	6.89698	1135.43876	10.28779	1.00000	-87.45476	6.20546	8.68758
7.53875	25.43331	8.05573	7.88813	9.28548	34.9	63.43304		48.32958	58.89873	7.73794	11.20576	1101.24382	9.36211	1.00000	137.5	11.13779	9.98398
8.17285	13.25408	8.91788	5.48771	8.24210	8.43333	25.74471	3.46057	43.47553	77.37164	8.03516	9.55322	1064.36357	9.76726	1.00000	99.96667	8.37037	7.91672
8.06187	22.00009	6.84239	9.67667	9.43802	-22.53722	57.32318	2.52005	47.86560	67.56168	7.53260	8.14608	1199.49856	11.18913	0.00000	-42.98194	9.52344	7.95122
7.90185	4.02954	6.09860	6.41365	7.57392	39.59611	42.15605	2.61597	54.80351	55.59243	10.96585	11.03871	1153.20671	8.10615	0.00000	27.02444	7.47676	9.27279
8.54350	11.82666	7.03679	7.07439	8.74796	41.55838	69.57462	3.75231	52.31429	66.61429	7.49707	9.36726	1151.01550	4.03396	0.00000	-81.56929	3.74966	5.49261
7.17480	13.79229	10.08084	8.24002	10.23579	43.50891	56.84768	2.05226	38.18737	64.44242	6.23419	9.82575	1168.90814	6.11317	1.00000	16.43915	10.86348	8.01024
7.36528	14.90156	6.61090	9.08559	7.66943	53.49389	61.80577	1.60526	49.27537	72.94263	7.07732	9.75599	1147.38084	7.50028	0.00000	-1.29243	6.52296	7.24556
9.13004	10.90208	6.30772	5.36127	8.53448	36.46917	62.56169	6.51280	59.28149	73.26014	9.51486	8.43502	1199.90010	7.62766	1.00000	10.78222	5.97228	8.84320
7.24947	27.45486	7.64486	7.26923	6.75446	14.0823	48.25891	1.61779	66.34916	65.29079	9.06939	7.66245	1063.01822	6.52168	0.00000	98.19151	11.10457	9.99357
8.49503	6.51575	8.16810	7.36880	9.28599	44.73941	41.40474	4.15453	19.65268	66.83750	8.67422	8.95677	1052.33019	5.31692	0.00000	-93.12577	5.90689	8.69457
8.68504	24.72877	9.09409	3.14730	10.04866	33.78333	56.84434	4.44134	69.74043	72.61306	8.30100	4.90896	1064.88770	9.32221	1.00000	114.51667	7.70920	8.42561
6.88552	9.87945	9.44896	5.05524	9.37432	39.46667	59.10624	1.29979	50.07533	71.86556	8.79593	8.35954	1145.30454	8.40183	1.00000	141.95	6.93972	7.43608
8.09472	22.95777	8.91668	6.69273	8.21491	36.6009	18.39313	2.44675	66.66519	78.69815	8.81259	5.78109	1096.13847	8.65831	1.00000	126.665	8.20359	8.92779
9.48816	12.12838	5.98395	11.25289	8.51422	4.88441	30.05580	8.89774	17.09495	66.10112	6.17444	6.94826	1114.71467	11.60531	0.00000	101.96857	8.17834	8.40560
7.46826	13.47471	6.95841	8.64384	9.51847	4.02219	61.11166	1.74355	51.19006	77.60935	6.70088	7.59613	1170.71138	7.52368	1.00000	101.02083	4.88567	7.77886
7.83373	10.65362	8.02029	9.77209	8.16315	-22.53722	32.45490	2.66027	43.87948	72.48420	8.51176	9.59226	1151.85176	7.42044	1.00000	-42.98194	10.64399	9.45788
7.57571	35.46402	6.31186	7.88799	7.98415	37.65181	33.68351	1.89813	72.41918	55.51855	8.28580	7.62692	1136.31825	5.75233	0.00000	120.33063	7.66520	8.80205
7.18313	2.15445	6.76968	6.16304	7.29341	47.05	39.80576	1.32555	49.30117	84.48208	7.68083	7.68765	1183.02459	8.36065	1.00000	15.46667	6.74162	6.99746
9.18398	6.40317	6.56853	9.68636	9.55137	55.8736	58.00045	6.58723	50.48798	65.48792	7.96198	8.62315	1181.09130	10.62360	0.00000	85.4265	8.70403	7.86587
10.82129	26.00167	4.92070	9.70414	10.32466	36.72544	45.82358	31.15997	58.33684	67.60350	5.58846	7.34417	1139.90049	10.87219	0.00000	3.55665	8.39734	9.41221
8.11308	15.90717	8.81890	8.21161	7.97938	-6.48167	57.80485	3.29490	91.81619	83.37719	7.67754	6.00858	1142.87590	7.48509	1.00000	106.85417	6.49566	8.78337
7.94316	12.15271	7.70737	8.47128	8.69462	41.57721	51.80049	1.89930	70.99525	67.86743	4.69179	6.47795	1144.93074	7.04956	1.00000	-93.71133	3.79383	9.47653
9.99035	11.48500	7.05688	4.95215	6.36061	41.72059	56.67060	14.80342	70.69119		6.80302	9.76384	1180.38002	9.32721	1.00000	-87.70172	6.49381	7.96231
8.29812	2.86065	7.93173	7.41427	8.10016	9.89206	47.95253	3.24787	71.52483	63.97057	8.30682	8.69565	1133.58846	4.94110	0.00000	43.38531	5.61734	9.34408
8.60086	23.96990	7.33165	8.53971	8.60152	54.84444	56.03918	4.44285	61.47639	74.55967	4.40704	6.73090	1103.72113	6.67151	1.00000	38.16694	1.70592	9.31337
9.02386	15.07515	5.63672	7.44108	8.14432	38.54491	68.65309	5.27720	48.20240	58.63153	6.92259	8.51985	1165.98327	5.85024	1.00000	-121.74052	8.27703	8.41555
9.54357	5.03261	6.97203	8.48880	8.26593	48.15659	77.54706	9.22104	50.20579	61.25058	7.73034	7.79601	1125.52185	9.96446	0.00000	28.28489	10.75372	10.18406
7.08593	25.07260	5.05953	8.57987	7.72136	33.72255	60.08412	1.18300	39.51515	61.18331	8.89042	10.34807	1168.13820	8.98582	0.00000	-116.37697	7.81733	7.87135
11.50377	32.59214	7.65035	8.59865	9.19758	20.88098	40.05934	61.52392	49.21306	56.56275	8.39407	5.60563	1052.42047	7.53075	0.00000	75.11937	12.18934	8.20655
7.57909	4.06333	5.38145	8.49416	4.76433	51.78771	25.55766	1.91778	57.31966	85.99759	7.57007	7.53430	1136.90793	9.18384	0.00000	56.36091	9.78221	8.36086
7.99120	25.70416	7.09422	9.72221	9.05069	60.02427	32.91069	2.69475	45.64367	74.03959	6.66015	6.32725	1067.68014	5.82983	0.00000	30.28491	8.12989	8.55959
7.81025	39.09279	7.83528	7.89932	8.15246	-34.74785	40.69281	2.58088	56.27717	69.49762	7.52294	6.63131	1190.25604	7.18066	0.00000	-58.70072	11.22593	9.99771
9.36914	12.58197	6.68156	7.56351	7.07637	-19.65	51.73562	7.99182	58.37671	61.83675	6.84017	7.86335	1182.60672	6.19655	1.00000	47.31667	7.25273	9.62208
7.36375	26.83484	7.41177	8.84094	7.29595	54.03876	58.10339	1.69136	37.68159	59.71332	5.48389	10.62669	1098.94308	5.75998	1.00000	43.91385	4.49388	7.98138
8.92635	-1.55618	5.45897	8.66821	8.85562	32.50611	63.06899	5.18577	58.43167	69.67801	9.94913	9.23343	1164.23961	4.65114	1.00000	120.14278	10.98502	8.44213
7.81699	6.87064	6.15609	5.93590	9.77728	41.63976	42.38388	2.31872	75.55203	66.85405	7.95486	14.81403	1121.11072	6.53282	0.00000	2.35739	2.80029	8.59143
6.94267	29.88502	8.11720	3.91363	7.48409	48.15659	46.52983	1.26431	44.34996	76.53222	12.14541	11.64042	1068.17060	6.19057	0.00000	28.28489	6.55536	7.44322
8.79531	15.44007	6.26353	7.84969	7.53375	20.88953	48.70682	4.70694	48.24422	55.71038	9.60904	12.34958	1110.04542	9.97482	0.00000	-156.47432	6.03063	8.32650
7.44075	29.81920	7.24355	6.85988		51.39148	31.30564	2.32570	76.87342	60.77006	10.64083	8.37169	1078.28770	5.85063	0.00000	-0.29825	7.39176	7.00499
7.83006	29.10493	6.97604	8.37742	7.61028	51.39323	47.31621	2.91729	40.73388	69.27653	6.34746	9.47748	1066.73594	10.45861	0.00000	0.47713	8.50194	8.22295
8.18404	-12.83459	10.00905	8.95011	8.32699	38.58894	54.73359	3.05367	39.24781	67.82782	8.30523	10.67083	1078.47926	7.62444	1.00000	-89.99038	11.26957	9.24511
9.60654	12.46547	5.14197	6.64223	8.85824	31.39547	50.58908	10.27316	69.93832	73.74081	6.54326	8.41104	1110.17556	6.66631	1.00000	34.75699	8.02224	8.54258
8.11099	7.71927	9.91875	6.66592	10.10110	-31.25033	44.02171	3.18399	55.25170	66.03588	8.94548	8.73255	1105.35183	7.17826	1.00000	-61.4867		9.66766
8.45580	-1.47755	9.03894	9.70256	8.48480	10.20898	42.15770	3.87929	37.71139	75.67508	6.88713	10.49178	1144.99032	7.19930	1.00000	123.758	11.53578	9.13643
6.36459	28.70740	6.73482	6.36100	8.04510	45.44694	30.26607	1.64385	44.40286	63.15720	10.75205	10.19385	1064.74083	6.89330	0.00000	8.62118	8.15329	8.28198
8.90517	-8.47025	11.41014	6.29907	8.65990	24.05979	46.81197	5.08444	49.21098	76.00062	7.52273	8.60964	1124.40918	6.18549	1.00000	77.40858	8.93667	8.74804
6.88777	6.11319	9.50975	9.60377	7.56606	42.62833	48.58997	1.12762	37.14569	72.58887	5.42143	5.54472	1168.72565	8.29887	0.00000	20.89389	10.72397	8.28444
9.35275		7.11363	7.58543	6.20430	36.61954	71.94009	8.30059	66.37209	74.25253	7.95559	7.44002	1181.14596	7.02427	1.00000	4.08282	8.26260	8.19186
7.94125	12.96747	7.31146	8.11876	8.78294	36.27462	49.97476	2.77137	44.69410	71.60333	8.32385	8.07626	1072.37164	9.03889	0.00000	4.85668	10.69388	9.18018
7.76211	11.54106	7.69910	7.04055	7.54035	46.65581	45.81507	2.52495	43.51794	70.59350	8.30337	6.76390	1165.48399	7.67600	1.00000	32.6178	7.17548	7.94809
7.63412	8.20816	8.02491	7.41671	7.37852	44.85278	58.82695	2.30805	57.80326	62.94359	8.35500	9.33383	1108.11202	5.53467	0.00000	65.50917	6.91477	6.55418
7.33304	14.87340	7.41626	6.58549	9.58712	8.35122	39.19327	1.60315	42.12237	71.22443	5.01647	5.81597	1099.87642	8.94782	1.00000	-62.64102	6.65049	8.64966
9.04651	13.96030	7.28446	9.22794	9.19529	33.44872	70.54788	5.49646	39.79386	60.25400	8.18612	7.98578	1183.39578	5.82909	1.00000	-86.78777	7.35450	7.99035
8.50600	16.99041	6.96652	8.32833	9.64037	43.67681	52.48035	4.49569	57.05677	63.02246	6.90824	11.03541	1134.28803	9.34235	1.00000	4.63031	10.95987	7.43582
8.42110	21.28181	8.16953	10.39128	8.15923	51.95838	27.15275	3.61212	66.51556	70.65990	6.23072	3.99463	1188.01937	8.03365	0.00000	4.47124	11.25204	6.61551
6.41674	4.49517	6.28314	9.31748	7.80874	37.08819	47.86717	1.53989	48.55929	57.58612	6.34575	8.53734	1092.59670	10.76441	0.00000	-8.2503	8.34142	7.98066
11.34197	15.88688	5.82534	5.57141	6.76475	51.65333	57.88950	52.69341	43.63425	72.23432	4.96184	7.18229	1172.34115	6.71484	1.00000	5.2875	4.65313	7.48131
9.05473	19.58529	5.79893	12.22119	9.49840	10.61285	56.37630	5.82211	73.55167	61.71194	5.55990	3.98395	1136.57489	10.60063	0.00000	12.19458	9.40715	8.00677
7.57685	13.80505	11.99618	3.16097	8.03568	36.33011	73.41172	2.52301	57.63384	78.25797	8.18776	9.03185	1097.49192	9.25629	1.00000	138.89585	7.67907	8.43942
10.76269	10.54696	8.87631	5.41585	8.31904	3.31332	22.35412	30.13781	52.14255	78.53492	6.01186	8.55801	1183.21682	6.15035	1.00000	117.59152	6.84756	7.26175
8.39902	16.33422	6.35740	7.57288	8.25861	4.2475	42.79716	3.38171	75.69132	62.04197	8.23377	7.97885	1091.38611	5.45981	1.00000	9.00472	9.10786	7.27011
9.36609	24.82082	5.10683	6.84038	9.62100	68.79833	49.85907	8.05207	62.86957	68.97720	5.36567	8.12460	1093.27486	5.23503	1.00000	16.54165	4.93568	6.37945
10.85449	20.68202	7.11882	7.10076	7.62377	37.31065	47.01241	33.13228	55.37372	72.96071	9.49878	8.26627	1177.33544	5.61793	0.00000	13.57661	6.90336	8.82105
8.77385	-0.19611	8.78892	6.16967	6.77941	42.64685	32.03960	4.91722	68.36347	79.75393	6.24645	9.66124	1173.77536	7.40826	1.00000	-5.55835	9.93691	8.96496
10.17955	6.29224	8.34259	6.57723	8.56317	18.20854	52.58719	17.15951	43.29104	73.23519	6.93637	5.92469	1063.72449	8.02250	1.00000	-71.10077	7.66595	9.29623
8.83157	9.72261	6.93250	10.39600	9.64621	44.85278	43.36477	5.12418	52.48801	61.09457	6.18136	7.31212	1193.67550	10.24070	0.00000	65.50917	8.32846	8.34422
7.55985	-2.27220	7.04879	7.59197	7.53913	39.96097	53.93698	1.81800	59.68729	66.05907	9.18072	8.24155	1124.89386	6.52226	0.00000	-75.60804	6.96609	8.84764
9.27293	21.78528	9.93983	5.59604	8.23235	46.32374	46.29088	7.64636	71.93941	57.98072	7.08560	9.37250	1079.55108	8.07856	1.00000	-120.00865	8.95557	7.52078
7.16196	21.49758	7.21466	9.16373	6.78437	42.62833		2.19237	60.51753	66.83569	6.40353	8.82486	1161.89083	5.64776	0.00000	20.89389	6.01399	11.43587
7.48624	25.34801	5.88466	8.12483	7.33852	35.21222	65.95015	1.62116	38.06614	64.15317	5.18492	7.91166	1094.04122	5.43559	1.00000	2.31889	8.92924	7.31613
9.40863	29.43597	10.11097	3.38088	7.59742	48.15659	35.24223	8.33219	30.80663	58.73210	6.49924	3.18584	1078.91194	9.83303	1.00000	28.28489	6.36955	8.69470
6.73732	-1.26982	6.57189	9.28800	8.57697	45.43341	38.20543	1.17924	71.95570	43.42394	7.63570	6.36974	1058.20937	9.60080	0.00000	-73.86586	10.97003	7.21127
8.66403	19.74365	7.90653	5.99776	6.85715	48.35693	61.02786	4.42236	67.18951	69.59252	6.12574	9.81657	1145.54109	8.72941	1.00000	10.98461	8.79187	7.78585
7.80192	21.78023	6.82520	9.03166	9.47414	32.55531	37.76519	2.36257	27.18437	73.03429	7.72816	7.90880	1179.91103	6.07186	1.00000	76.12647	7.05131	6.56874
7.46048	9.59159	10.14817	7.54991	8.89025	2.2139	38.67539	1.62022	49.85254	61.24094	7.89853	10.62240	1085.70887	8.68574	1.00000	102.3278	10.75380	8.47460
8.44393	18.64644	8.79229	7.16556	8.44995	5.30383	36.08336	3.83370	27.13080	73.19242	6.51978	9.48350	1152.17935	7.95991	1.00000	-1.98956	9.71433	8.87155
8.37246	1.80468	10.94871	1.11721	8.49697	-1.9487	13.27162	3.44850	56.82129	64.15473	7.15622	11.91957	1122.05595	11.96788	1.00000	30.4347	8.43860	6.23977
8.84839	4.07811	10.42504	7.94489	8.48576	32.55531	33.10111	4.31272	58.57593	66.56523	7.37068	8.32496	1075.87136	4.73786	1.00000	76.12647	9.12540	8.43214
8.55179	18.36200	4.97942	6.66143	9.87834	36.20389	58.26030	4.23878	63.92251	75.11984	6.70550	8.56534	1079.14897	6.52080	0.00000	127.08472	6.66963	7.26835
9.52764	4.24003	9.04125	7.37751	9.26845	54.90083	22.08700	9.49093	48.80850	70.16483	8.32733	8.65583	1075.70030	8.09328	0.00000	38.07083	11.02802	8.67277
10.37035	2.97949	7.11764	5.73429	9.09195	56.85836	69.05052	20.56007	90.75005	64.14397	8.77121	7.60036	1112.21406	8.33076	1.00000	35.90057	6.75108	7.17922
8.56719	13.49455	8.04486	5.93645	6.41457	43.35071	23.13840	4.47464	36.07147	58.16068	6.55337	5.56458	1075.82885	8.14354	1.00000	46.10925	9.01392	9.63176
8.01190	16.17010	5.71489	8.28957	6.91262	-24.19436	43.29626	2.44882	37.67966	81.77075	8.10153	7.62648	1067.92211	5.92955	0.00000	29.00974	9.07929	6.87384
8.13373	29.16223	7.68821	6.44814	8.11839	-34.64167	40.57219	3.21833	85.37391	68.63205	6.60740	6.41305	1157.90984	8.68984	1.00000	-60.47389	6.60004	7.33213
7.95473	10.22921	9.95840	4.66857	7.85275	50.79205	28.76520	2.11384	75.76310	69.35966	6.15631	9.02236	1070.68492	6.84620	1.00000	-1.08593	7.48697	9.23053
7.87446	8.69730	10.02057	5.75532	6.09024	59.80917	32.92114	2.59763	48.81529	64.33452	8.05562	9.92220	1162.38094	7.62077	1.00000	30.38167	10.12101	8.57873
9.19351	23.17502	9.79804	8.57956	8.18916	50.75	55.17371	6.81446	58.56189	71.88605	7.19155	10.17481	1178.07799	7.04110	1.00000	2.25	11.55344	7.28556
