PRES	PM10	PAHs	PM2.5	O3	Pb	warning	NH3	CO	SO2	longitude	CH4	NOx	CFCs	H2CO	TEMP	C2H3NO5	latitude
1105.01117	7.63998	4.51645	6.86753	9.33873	46.18017	1.00000	4.50500	8.78910	7.30145	-3.52751	7.07391	11.10387	62.47744	76.13868	8.42734	5.34593	50.7236
1162.00786	7.30141	5.87017	6.36828	10.23473	65.81289	1.00000	5.25935	7.43431	7.31446	-6.00137	6.72306	11.45947	59.81311	30.90539	21.39215	4.22656	33.42585
1141.80969	6.98205	8.62208	6.82569	5.73997	67.21741	1.00000	6.46862	7.53209	6.90002	9.29109	5.96629	8.51538	23.04788	35.42910	11.72332	4.14701	45.39402
1085.79827	6.90899	4.26123	7.68435	7.99353	46.41182	1.00000	8.03202	5.37464	6.10286	139.55722	8.62912	7.91544	57.61298	42.46375	22.42671	3.76601	36
1086.07532	9.09836	8.47816	6.39402	5.24267	63.25961	1.00000	8.15555	11.41567	8.58998	-73.49484	8.40920	8.40911	52.50726	41.18743	14.34566	13.96816	41.14676
1171.56908	7.08960	7.26256	8.13061	9.18413	55.68198	1.00000	7.68958	7.23664	5.59029	16.50104	5.46635	6.85216	42.13435	45.71186	13.53366	4.31790	41.24264
1080.33542	7.60205	11.14127	7.04614	7.31597	58.94947	0.00000	8.81944	6.91904	6.52264	15.87735	7.83303	9.62091	64.31728	58.25990	11.95261	4.50536	4.94273
1050.84157	7.59520	7.54249	7.39536	4.95617	62.77051	0.00000	7.67790	10.36153	8.37284	150.99292	8.17317	8.72551	44.71818	47.94248	-2.32255	4.52933	-33.75881
1074.70518	6.45675	4.33357	7.48515	9.01000	68.58719	1.00000	5.77553	7.59785	8.62547	105.89333	6.02116	11.22250	54.37065	48.46618	5.54916	1.96108	34.56861
1114.36333	6.87513	7.11812	7.76223	4.62144	45.97506	0.00000	7.79020	6.43284	5.27838	-86.58208	7.19540	5.33172	42.54619	32.83222	-4.99358	1.85053	13.48082
1051.50753	7.42630	7.49081	8.00336	5.37699	47.50993	0.00000	7.38998	7.26720	7.40087	103.61667	8.70676	8.69665	17.37484	64.61986	17.66502	5.37814	-1.6
1075.12747	8.14348	8.39378	6.96235	6.22500	63.94862	0.00000	4.30693	3.12658	7.60988	126.835	9.54779	9.83699	69.07027	52.69533	30.66031	6.73473	37.65639
1116.26444	6.16818	7.61726	10.02431	9.25795	38.95322	1.00000	4.38573	3.75554	8.58349	139.6853	11.94006	8.37718	58.37273	34.51029	14.55271	1.73584	35.815
1140.16728	8.99301	2.30955	7.70695	7.43491	66.54349	1.00000	5.96001	3.49745	7.60067	-38.94722	7.79524	9.64529	29.94831	52.48642	6.82431	14.25430	-15.675
1101.20398	7.81357	5.59869	5.37960	7.88574	79.65364	1.00000	7.24708	7.40164	7.93168	-1.60452	7.22965	6.34616	53.06733	40.73072	16.01005	5.49389	42.06166
1098.66486	8.32720	9.69171	6.53228	8.56000	63.13659	1.00000	4.49755	9.14228	6.89231	-1.48119	8.86156	9.75833	49.43177	35.95659	16.52137	7.39239	53.0233
1134.80249	7.17058	4.98044	6.95949	6.26271	66.55820	0.00000	3.41122	5.44954	7.56504	-80.08199	7.89628	9.86751	45.39918	36.23286	14.64572	3.46069	35.88264
1152.97684	8.39323	9.62871	7.29804	6.46706	69.94028	0.00000	8.77573	9.09660	6.67507	-71.23106		9.05632	50.28713	28.54317	9.64376	7.80296	-32.45242
1127.63749	6.91567	9.40076	9.07870	8.81926	22.74118	1.00000	3.61735	7.15965	7.15756	111.4834	9.65224	9.86070	31.12167	40.99398	16.12835	4.11030	65.93381
1178.60579	6.79379	7.39582	5.93748	8.67659	76.12001	0.00000	2.88405	9.04898	7.49248	-119.27337	9.31356	11.67038	22.92105	25.66343	20.90366	3.19326	50.26729
1160.15261	7.57525	4.65351	7.37579	9.71081	59.84655	1.00000	4.29965	9.09824	5.14328	9.40531	8.19169	9.05041	42.47108	54.84548	24.70968	4.95839	45.53069
1178.70524	6.61322	7.62409	5.44363	6.22489	75.07066	0.00000	5.23973	5.35457	7.03187	6.83042	9.82992	6.90172	63.89674	59.00211	16.54058	2.48855	6.15038
1061.95010	8.32781	5.34610	6.62237	8.20672	61.48783	1.00000	4.21656	10.62565	6.88782	-86.58208	5.47760	10.20504	81.45485	43.31576	14.75762	7.01190	13.48082
1117.98360	6.47184	6.35297	5.33186	9.63840	72.20109	1.00000	4.48715	8.98951	6.12630	8.86374	5.72180	10.91069	40.78726	60.79642	5.37890	2.17914	44.89784
1186.78239	6.76731	5.78633	8.09620	9.73861	38.72586	1.00000	6.63409	7.96890	6.87697	10.30215	6.09610	8.87913	40.55581	35.35374	3.95677	2.94924	53.94313
1075.76309	7.77186	8.44077	6.89036	9.09470	56.82615	1.00000	8.02191	7.61460	8.84170	115.04814	11.61819	9.90914	48.45683	44.12883	1.27999	5.95373	30.24706
1104.11609	7.00070	9.71097	8.06296	5.67159	56.38430	0.00000	6.88019	5.36336	8.01699	-98.1664	8.25449	8.41833	27.27322	60.91259	17.72177	3.59164	19.32932
1070.33090	8.31090	9.20753	8.08014	6.65469	52.28846	1.00000	5.63442	10.58807	7.22051	13.58357	5.13410	6.49049	43.29568	58.32556	3.36921	8.69723	-1.63333
1192.86894	7.26997	7.94358	7.68072	5.29801	44.45143	0.00000	6.14903	7.63302	6.02515	-98.15529	7.95700	10.70981	45.43985	60.41723	-1.22271	2.96425	26.18924
1147.57805	7.01387	10.06632	7.53816	6.50351	66.59654	0.00000	9.39170	9.51940	7.35769	77.40858	9.70854	7.73985	68.50093	41.51254	26.40453	3.77696	24.05979
1088.45796	8.79248	7.12144	7.67027	7.00676	50.40038	0.00000	4.66449	7.25835	6.28704	4.25633	10.76670	7.86233	53.09561	58.89189	20.96881	10.68667	51.21187
1067.11575	9.75745	4.65310	5.82242	5.07249	51.57207	0.00000	6.13870	3.48735	6.91524	1.00288	6.51484	10.20254	43.19865	79.32392	13.78620	27.04108	49.28669
1170.67895	5.81910	5.41493	6.72714	7.08661	58.13454	1.00000	6.33872	6.75869	6.67893	1.33467	8.33967	9.37383	46.83119	54.19027	0.93756	2.47781	43.61058
1096.17627	8.72824	4.26374	7.49961	9.00512	67.14794	1.00000	9.16715	2.81487	7.96597	145.18333	12.66463	7.11704	39.74985	40.15648	19.09677	8.73481	-37.9
1079.75230	7.56245	7.18412	7.35734	9.02670	50.53676	1.00000	5.13632	6.12629	8.16011	28.67582	8.82337	8.32235	34.35779	49.20647	0.04397	4.59173	40.98894
1141.29050	7.78538	6.54097	8.85184	8.68874	59.15208	1.00000	5.27915	8.59603	5.66714	-1.99421	7.01742	9.27792	39.88213	49.42122	2.70041	4.26311	51.35084
1116.96777	8.56974	10.77445	6.66091	7.13178	60.11232	0.00000	9.54729	9.32594	7.61404	37.73333	10.07275	7.38216	63.65024	52.58643	26.10629	10.07240	-4.06667
1101.88758	8.83259	3.48604	8.14175	9.72525	40.64784	1.00000	4.47929	9.36392	8.08274	82.85749	6.93195	10.86056	44.62891	34.95308	23.13035	12.80195	17.54907
1064.72490	7.46430	4.80352	8.85639	7.55199	61.17430	1.00000	5.70935	5.61893	6.33115	8.4493	7.80794	9.74877	50.84976	26.44795	24.18008	5.06489	50.09019
1085.26301	6.20201	8.57553	8.86086	6.89055	48.02787	0.00000	10.80943	8.72491	8.13061	-95.30106	9.42995	7.78753	52.28772	45.05603	21.06640	2.52869	32.35126
1074.15117	9.34472	6.47425	6.97843	8.38987	41.31564	1.00000	5.09952	4.03861	7.84527	137.4	11.12101	9.20399	60.82853	56.39881	8.99262	17.44678	34.81667
1127.03378	7.99929	5.73982	7.68162	11.80738	67.16598	1.00000	4.76093	9.00286	6.55533	-118.25508	6.82710	9.69153	35.70497	54.84649	5.73833	6.93403	34.14251
1105.56338	4.63493	6.77460	6.57522	6.86090	38.41884	1.00000	5.09589	11.32298	8.55623	139.07204	5.38897	6.56107	49.58395	44.63575	23.23314	1.01798	36.24624
1164.61716	7.96561	8.91511	7.98034	4.78627	54.22442	0.00000	6.31323	11.12712	9.50358	9.02596	8.55148	8.07852	54.43093	47.94371	14.86534	6.07745	48.21644
1081.56445	5.06776	5.01519	7.94437	7.72556	62.66416	1.00000	6.29087	3.75115	6.84200	30.96755	10.91905	8.84907	49.89373	62.99652	15.11391	2.70351	49.07866
1087.06399	5.90177	3.68435	6.74381	7.74865	56.04460	1.00000	4.21036	10.82852	7.37733	-84.23381	5.47939	10.02544	35.90430	57.64219	13.41542	2.38463	33.54428
1106.89773	6.63325	4.49140	5.72552	9.01582	50.50323	1.00000	4.67207	9.82701	7.10823	13.10984	6.20599	10.16794	63.54090	55.62448	1.04272	2.41437	51.30001
1098.76439	8.00504	4.87799	6.09998	8.83525	47.01959	1.00000	5.59266	3.58073	6.91076	-1.47217	9.62368	8.38485	52.01161	44.93332	8.40298	5.24232	53.46506
1138.86475	5.71230	3.19228	6.68357	8.59199	27.67546	1.00000	5.07532	2.97519	7.09672	120.82747	8.17658	8.76815	49.55528	56.44902	15.75852	2.62909	37.30553
1065.01555	7.89204	7.49572	8.32648	9.87371	64.20283	1.00000	3.66995	3.74146	6.98213	85.37752	10.47231	8.27490	41.83691	51.53857	18.35382	6.19875	22.10194
1123.44089	7.13927	8.69154	6.14724	9.09909	43.34496	0.00000	5.34575	7.81624	7.48716	-87.66561	8.83748	9.23203	66.88889	70.86185	26.59061	3.56697	41.8542
1098.09761	7.55983	5.31882	8.29350	9.90867	81.54104	1.00000	8.89812	8.80541	8.00020	127.08472	5.34915	6.67348	56.96053	58.57149		5.06350	36.20389
1155.63674	8.21504	8.46929	8.67331	4.81264	52.82837	0.00000	6.45548	5.68282	8.26960	-116.97725	9.98342	8.97244	76.96427	51.82691	23.82505	7.02287	33.92946
1101.93838	6.69977	4.42449	6.52117	6.18006	36.39877	1.00000	6.23250	10.50572	8.04479	2.61667	3.97717	8.48726	27.89830	57.31686	11.56417	3.83126	48.98333
1052.82089	7.52753	4.77086	7.43153	8.47171	58.19741	1.00000	6.11476	8.74218	6.77544	-87.882	8.09835	6.73483	45.57649	64.35190	-1.21990	4.09882	41.85059
1128.02943	7.14626	8.39592	7.24094	4.76107	52.18835	0.00000	7.71500	5.26781	7.72351	-67.33122	8.90209	5.51965	69.86369	26.85664	-4.98751		10.22677
1114.57307	6.85229	3.71182	6.39679	7.57852	48.22599	1.00000	2.97988	3.07154	8.16998	-86.19903	7.80400	9.90348	37.06187	61.41584	17.73501	3.92017	11.84962
1055.07511	6.86011	6.02380	7.26268	8.28678	42.42403	1.00000	4.82591	7.22424	8.78218	-88.42814	6.33275	8.52768	42.38060	31.07363	6.30873	2.37119	42.16808
1184.81465	8.58574	5.56900	8.43173	12.25034	59.73865	1.00000	7.06764	6.80519	7.91654	-100.88023	5.68079	9.70641	76.75439	57.82691	18.36988	8.69748	20.21322
1100.16579	9.20098	9.72237	7.87219	7.57397	37.22505	0.00000	5.16286	5.93353	5.85852	-6.03731	6.79568	8.92099	56.01116	52.53590	28.68214	15.38154	37.35813
1177.80174	7.31676	4.12034	5.87290	9.06740	66.34255	1.00000	6.41362	5.38113	7.92271	-6.03731	6.54363	7.34917	58.76069	49.14507	24.22689	3.65719	37.35813
1050.66947	6.75129	7.67689	7.41922	6.40117	46.14566	1.00000	4.93109	9.39644	9.42123	-119.27337	6.70622	8.93382	61.99723	61.71044	23.42855	3.51035	50.26729
1171.13689	7.19037	5.41842	7.27592		42.66739	1.00000	5.29439	10.39113	6.50914	-87.93341	4.54722	10.66330	52.82325	20.87968	15.35664	3.34281	42.55308
1113.82732	6.10637	7.38320	7.71015	5.52602	62.27676	0.00000	8.40050	8.20911	7.27270	122.05228	8.50869	8.83452	31.80064	46.22706	35.02773	3.63862	37.19723
1090.62999	6.92037	7.75383	7.20569	8.01618	51.04020	1.00000	4.67851	5.11459	9.07177	15.46667	11.70268	9.07841	11.25110	47.90533	12.44191	2.87095	47.05
1128.44843	6.82415	5.74785	7.42179	6.91534	61.92902	1.00000	5.12067	10.31375	9.06548	37.49338	5.42750	8.75553	86.90226	57.82585	-4.36652	3.76771	55.62047
1072.39984	7.70678	3.31499	6.87904	8.19223		1.00000	6.99893	4.62953	9.49676	-41.88778	7.66592	8.20383	50.64878	43.95673	17.49693	4.25672	-21.205
1153.00627	9.95118	7.61091	6.41719	7.56363	63.83590	0.00000	3.11480	5.95110	8.48696	8.2926	11.22549	10.38410	67.46372	50.35809	29.40491	31.46723	9.58126
1088.68813	7.55229	6.37657		6.57651	49.84725	1.00000	5.05697	9.57590	9.04707	34.3869	7.75182	7.14823	35.60600	37.36115	-3.25280	4.83916	11.8659
1103.09755	7.76059	6.85232	8.84534	9.85284	69.01486	1.00000	7.37008	7.01033	7.59305	38.02486	8.65406	7.62806	48.14252	41.42365	10.18727	5.05645	55.64776
1154.42319	6.21599	6.46268	6.12475	5.19535	43.83479	0.00000	7.79038	7.76105	7.89851	8.96317	8.03441	9.09847	77.98202	55.21465	17.74559	2.46123	48.35149
1061.40034	6.79950	7.86489	8.55043	5.02586	78.66779	0.00000	8.23982	7.99127	6.74377	-73.99681	6.63849	10.79101	47.62558	56.04511	3.57863	3.27947	40.94065
1090.87316	6.98114	9.43335	7.57845	5.23106	49.32662	0.00000	7.19389	6.00583	6.02672	-6.03731	7.07311	9.22691	26.01257	55.94347	7.04286	3.76031	37.35813
1159.83263	7.32938	6.51964	7.26738	9.24123	61.73809	1.00000	8.33132	7.73076	5.91977	-73.25383	8.32504	7.71082	61.86960	43.76638	22.04909	3.48316	-3.74912
1185.73206	5.91068	10.77704	10.12487	7.95764	38.38048	0.00000	10.35522	6.49115	7.14909	122.05228	9.53013	7.86524	60.04352	63.40567	11.94322	2.30971	37.19723
1090.21896	7.13999	8.65705	6.01350	5.79273	71.53331	0.00000	5.45668	5.25117	5.81160	139.6853	7.31701	10.50215	57.44153	44.41922	19.14532	3.53748	35.815
1127.91242	6.92623	9.29116	6.00860	7.07406	46.50912	0.00000	8.28535	6.86966	7.13477	1.26738	10.17879	6.78270	35.06899	55.18182	-0.45742	3.22454	51.84819
1136.86895	8.14151	8.31317	7.00457	8.76894	31.29357	1.00000	4.89742	9.53830	7.63022	39.85331	7.41551	7.95571	69.32721	45.50802	21.93649	6.49908	57.30185
1070.94729	5.21390	10.71459	7.89899	7.06558	54.05335	0.00000	6.28041	5.52146	7.05589	85.94001	7.69974	8.19964	55.06773	35.59761	6.81696	1.74197	25.49043
1185.83308	7.10131	7.42154	6.28565	6.89859	63.32450	0.00000	4.90713	7.65296	6.66825	1.04945	9.55115	8.70082	23.49970	35.50959	21.77144	4.46200	35.06544
1078.15210	8.02979	9.59587	8.48603	8.64000	68.16390	1.00000	6.14266	10.06232	8.67143	139.07204	8.75173	9.04204	85.91834	35.72866	16.34985	6.45460	36.24624
1053.44996	4.74196	4.85325	7.82484		88.06486	1.00000	4.09253	9.64369	7.43271	85.94001	6.71224	9.83398	25.75010	60.28258	-3.41890	2.13816	25.49043
1055.21155	7.69561	4.18407	7.08258	8.33591	56.66594	1.00000	4.20002	3.96164	7.89960	16.4	7.62527	9.64375	54.98732	56.94078	4.24565	4.67025	48.25
1120.67127	7.63124	4.78566	7.01010	6.77380	43.74338	1.00000	4.81359	9.51318	7.11675	-78.87836	6.41593	9.74990	36.93813	62.29717	19.90418	4.34557	35.05266
1136.06915	7.99399	6.82629	7.88234	9.15632	61.44856	1.00000	6.27204	7.27272	6.40617	-13.68778	4.56612	11.14391	41.65583	54.10149	20.70060	5.07828	9.535
1094.55736	6.95211	7.39615	4.66866	9.26655	82.51519	1.00000	8.46880	7.83643	7.70059	-120.45794	9.57336	8.20705	55.83272	57.34712	16.27182	3.48755	34.63915
1125.38680	6.64986	8.93500	6.60190	4.42561	86.75312	0.00000	5.75092	12.03250	7.97519	29.26639	8.41199	8.52111	42.76585	62.74048	3.09927	3.80606	37.58105
1156.69077	5.65433	6.65640	7.50070	6.27420	56.77509	0.00000	9.47856	6.02973	7.06784	46.83187	8.48636	8.28738	74.67602	54.82306	25.52075	3.18090	14.53767
1147.28652	6.81038	7.30301	7.20156	5.79821	45.55895	0.00000	5.43294	7.52510	6.07902	43.2379	4.62461	11.92269	79.11495	50.98963	5.12596	3.03083	50.06
1166.83639	6.87983	6.07593	7.05277	8.85851	56.75396	1.00000	6.43967	8.49184	6.32679	78.15794	4.92624	9.27957	35.83731	33.88834	23.40027	3.34877	12.1277
1072.50424	6.89787	3.92511	7.21382	8.15199	53.00685	1.00000	3.54534	5.08239	5.29462	-82.07842	5.08775	9.25245	35.69786	47.93717	22.95459	5.20650	26.91756
1170.59427	6.83771	7.59334	7.09893	4.48774	63.07101	0.00000	7.03527	6.52071	6.97165	-60.47389	6.84068	9.19655	23.33307	61.19471	12.32254	2.81291	-34.64167
1118.73972	8.32335	10.57513	8.89368	7.50406	44.02756	0.00000	12.21466	9.45578	6.09580	-1.29772	9.98932	8.08441	36.43095	53.85720	11.61660	7.53532	50.76306
1180.31207	8.16199	4.63030	7.07888	8.33482	40.41850	1.00000	4.49310	9.41560	6.79873	72.85107	6.53845	10.12567	63.30219	80.89084	26.94303	6.79051	19.30157
1188.39386	5.84488	10.65958	7.72959	7.56561	74.41521	0.00000	11.76480	9.18730	4.32813	-120.45794	10.77352	6.89537	45.92077	78.04580	20.90176	1.36824	34.63915
1055.94479	6.39511	5.35182	7.68749	11.32341	42.75815	1.00000	5.99936	6.90395	7.37498	109.05389	8.36657	8.32518	63.39501	40.93706	23.06247	2.90346	-7.51611
1089.28079	6.77588	8.01153	8.55938	6.67178	81.11577	0.00000	6.16654	7.84603	6.50615	-75.11028	10.28500	6.02314	22.10585	26.19624	30.94342	1.85927	-15.21194
1051.59737	9.17971	6.91637	7.49479	9.39136	49.48393	1.00000	6.17655	7.17678	7.21857	-0.74934	7.68268	8.74994	58.84863	51.85396	5.78306	15.52022	51.62907
1059.39558	7.12955	6.69592	5.25250	5.15274	72.21831	1.00000	8.23047	8.35106	7.45549	18.34717	9.92860	6.99494	45.07398	43.83583	19.06332	3.53197	54.60528
1167.12282	7.40547	8.22332	7.16020	5.65278	72.21843	0.00000	9.41288	9.03114	6.14445	-2.68333	7.72107	9.76496	53.57434	39.75691	3.48451	3.46536	43.31667
1078.72528	9.27877	8.31605	8.25694	4.93585	40.41820	0.00000	7.89549	6.11991	6.68896	-73.95097	7.78953	5.54373	24.64228	26.95969	12.72955	16.98953	40.72371
1063.39407	8.77392	6.01682	8.64518	8.74441	49.40487	1.00000	5.49868	7.55200	8.79201	-77.4286	8.09612	7.92991	36.27139	81.51816	23.62816	11.96926	39.00622
1116.47364	7.04116	4.44855	6.05595	7.67549	37.62505	1.00000	6.61903	8.29294	7.58570	-122.40433	4.95339	8.75823	55.24125	66.19884	24.97825	3.91653	37.71715
1149.42044	8.06104	9.40985	6.03995	6.69296	47.78597	0.00000	5.84181	5.84739	6.95331	-58.38341	8.29700	8.37697	27.95025	53.83989	3.03999	6.67145	-34.64966
1117.31223	8.64831	8.53471	8.30381	7.45477	68.12838	0.00000	9.82275	6.48368	8.38909	-4.22398	11.15834	5.89263	50.62814	72.76755	21.56966	8.91056	57.47908
1075.24289	6.50870	8.04039	6.62237	5.88380	77.17838	0.00000	9.22849	6.69948	8.05695	-72.47417	6.89321	11.09710	42.55229	56.81895	24.30258	3.09348	7.83389
1193.69064	7.89999	5.11742	7.58672	9.35453	49.16736	1.00000	5.13693	8.88093	8.14732	71.57737	6.46056	9.89976	60.29496	66.70670	27.59716	6.15719	21.53889
1150.06522	7.46850	6.80858	7.87730	7.07308	41.43006	1.00000	5.68700	7.71216	7.47718	114.10479	6.60803	8.67445	43.22257	46.65456	17.21352	5.21259	22.37066
1168.10996	8.23220	5.46185	9.73461	10.51855	50.60742	1.00000	6.22689	3.94803	7.33757	72.85107	8.90928	7.75495	45.42792	51.96639	12.16155	6.74677	19.30157
1151.25741	7.87623	4.33812	7.19777	7.54056	64.76906	1.00000	5.39430	9.49912	8.48885	117.59152	6.52281	8.38509	39.34225	86.56095	16.21259	5.75274	3.31332
1192.95774	7.76843	9.16192	8.51047	5.80017	54.34862	0.00000	8.23562	9.08721	8.31225	37.73333	7.42492	10.23357	46.91843	55.23989	8.65522	4.86608	-4.06667
1155.51009	6.93193	7.86329	7.56561	7.94317	54.59698	0.00000	3.78867	5.73702		-74.95472	5.35650	9.94063	59.30830	51.33912	4.43583	2.19027	10.98778
1135.86983	6.69256	8.90146	6.96516	6.33346	79.45289	1.00000	5.06606	8.38526	8.27816	102.56365	7.74236	6.97748	36.01567	63.17027	10.04739	2.25624	13.65805
1113.57538	5.86090	5.21805	7.91984	8.62608	51.11130	1.00000	6.46395	5.28965	7.63153	-73.89125	8.42162	8.56661	35.95189	60.92674	9.66165	1.71914	40.67705
1179.02539	7.94165	6.60090	6.26901	7.68420	51.66674	1.00000	6.28933	8.32995	5.83763	-76.70944	6.52639	8.23545	23.81502	30.19400	32.36674	4.41758	-11.94306
1152.78881	7.59598	6.73900	5.38646	5.02623	65.18857	0.00000	7.85952	8.55820	7.08382	74.85849	8.08860	9.01986	60.30358	24.87901	3.95585	3.27075	31.28092
1092.46034	8.38037	6.81562	6.59428	6.44183	47.85485	0.00000	9.83609	6.40050	6.34965	19.61222	8.50418	8.72564	71.98523	74.20112	16.98234	8.34988	44.97639
1142.89303	7.29210	6.66204	6.03627		42.31446	1.00000	5.35557	4.97399	9.15845	99.95469	10.34301	9.07936	65.73312	34.68396	15.97273	4.08199	13.51825
1101.72439	7.45179	10.14977	8.78527	5.13893	28.31958	0.00000	7.26282	12.03073	7.65259	-89.99038	7.84254	9.32946	31.00630	55.75641	14.05761	4.96914	38.58894
1081.28506	6.41710	6.22717	7.77697	7.43417	53.17034	1.00000	6.45403	8.27441	8.21397	8.73812	7.54215	9.40174	54.66799	46.18271	32.43406	2.67639	41.91886
1063.54092	8.18882	8.20344	5.16911	5.62336	42.82407	0.00000	7.88390	8.95626	8.52730	74.85849		8.99815	68.61502	61.34906	14.42446	8.78630	31.28092
1178.80420	8.44453	5.28100	5.97639	8.39889	64.32196	1.00000	4.90821	8.29230	6.66999	-81.38758	7.35735	10.13568	71.28143	55.58542	-14.62078	7.39175	30.17746
1157.68458	8.67677	7.41535	7.94390	8.33753	75.94192	1.00000	7.68725	7.26267	6.67028	-0.2	6.04749	6.82992	56.48791	44.88180	23.92763	9.53616	51.65
1096.51144	6.75599	3.19952	8.03964	7.78375	51.78380	1.00000	3.89930	1.84652	8.47145	-80.08199	9.11472	8.36166	30.61414	48.36975	27.68158	2.53431	35.88264
1199.35647	5.54697	4.22823	5.65441	10.94352	70.26820	1.00000	8.31524	4.59249	7.00419	-81.26367	7.75505	6.44183	53.14568	47.65078	16.20440	1.54039	28.90054
1136.64614	8.75086	10.64827	8.35694	5.66386	37.64487	0.00000	7.77072	4.40962	7.83937	-7.35	9.73840	5.53322	55.34708	68.71214	18.81139	11.02537	53.53333
1078.95218	6.76217	5.51924	6.46159	8.16708	47.34845	1.00000	5.23996	5.79344	7.40725	-72.47417	7.92524	9.07703	33.76131	44.78137	28.57919	3.05477	7.83389
1123.64531	5.84105	6.44330	7.09622	9.62987	39.00884	1.00000	4.84569	4.82661	7.92545	7.60872	9.12002	8.71507	71.57357	43.97999	-9.61269	2.96289	43.78956
1092.33361	8.76902	9.92820	7.65609	5.50202	49.09359	0.00000	6.51955	7.17920	7.28646	106.85417	8.57389	11.26397	38.92209	60.44401	22.83250	11.18547	-6.48167
1140.48259	8.74373	4.25738	7.16480	9.23542	53.72060	1.00000	6.10767	10.04784	6.77693	8.86704	6.60935	7.29100	55.21440	58.66019	19.69613	11.06084	50.23805
1077.20396	6.82192	6.95369	6.77371	10.65395	36.13733	1.00000	6.38929	7.64213	7.19558	-37.07167	6.92964	8.46610	30.74589	45.85491	2.35692	2.43293	-10.91111
1060.38542	6.77309	8.41698	7.50598	5.36292	33.59691	0.00000	8.26750	10.09955	7.47704	123.89071	8.68286	8.65483	71.85627	40.47672	-0.69430	2.92509	10.31672
1175.83363	7.05793	7.70459	8.79216	10.04679	39.79471	1.00000	10.14934	6.02327	7.07139	86.68363	12.95213	6.46046	50.65512	70.11554		4.01451	23.49668
1114.22354	7.01853	5.97100	6.44438	8.97042	60.20114	0.00000	6.45296	6.88937	6.65942	-35.71667	7.58703	8.15016	36.38470	45.78951	6.74175	4.05449	-8.66667
1107.17248	6.14176	4.27284	7.33429	4.92914	59.17220	0.00000	8.29068	5.80856	6.74639	30.2049	6.74901	10.57100	27.46714	36.57171	14.89953	3.26115	55.1904
1112.31090	6.01821	7.66274	8.73916	5.78166	74.30972	0.00000	5.69910	6.93316	8.62773	-77.70066	10.59720	8.77347	47.60148	31.24741	5.57336	1.75560	43.16547
1154.11341	7.15642	8.38238	7.78365	6.84068	55.16151	0.00000	10.94229	8.56822	6.86870	77.24779	10.32608	7.26811	29.05624	48.98386	10.77843	3.58598	10.58806
1070.10010	7.39202	9.88475	6.62895	4.92655	65.03347	0.00000	8.41336	7.30167	6.46526	-73.95097	6.90671	7.82819	63.22620	45.69852	18.88527	3.71758	40.72371
1144.46689	6.05278	7.98299	7.32483	4.55433	57.17013	0.00000	7.05844	6.45785	9.00889	-102.36764	6.45953	8.63381	43.24447	41.52620	13.51865	0.59727	31.84568
1193.97489	9.40050	2.14512	8.11343	7.62324	38.09074	1.00000	4.09666	2.78943	7.97969	122.08333	6.69682	8.61270	48.34554	53.21178	20.04280	19.33192	46.08333
1082.39364	5.81835	8.22077	7.06920	6.98640	34.99399	0.00000	3.79008	6.26678	6.86288	51.49621	10.59357	10.79018	49.10787	69.75672	-1.30721	2.31766	36.64852
1088.84469	6.69138	6.18206	4.82302	5.93729	75.35857	0.00000	4.20463	4.27074	7.07963	-118.03917	9.93713	8.78072	51.56179	72.55153	23.51757	2.78608	33.95015
1156.95992	8.68281	10.95878	9.55421	9.00430	46.90462	1.00000	7.46477	5.76349	8.15862	13.39954	8.38735	5.68528	50.62298	55.71426	39.26280	9.86740	43.62558
1117.90860	8.97319	4.54921	9.03476	10.07061	60.85384	1.00000	5.53350	4.43681	6.17410	1.15597	7.22833	7.13197	64.06573	54.13502	15.03325	12.71423	51.78967
1137.51398	5.25762	7.94275	7.30719	9.90457	56.42185	1.00000	6.63783	7.30574	8.11620	0.47713	5.35812	10.25196	28.75802	53.12380	10.20997	1.91514	51.39323
1132.81634	7.70938	3.66290	7.45865	8.08572	58.51169	1.00000	6.85410	6.56550	7.80954	-87.66561	5.27174	7.86735	47.57926	41.27988	22.57107	5.20117	41.8542
1130.85889	7.86536	10.63798	8.82331	7.16536	51.29098	0.00000	7.56353	5.15746	5.58424	117.4831	4.11192	4.77034	39.93470	71.40540	-6.48121	6.04860	27.34089
1106.91344	6.85304	9.64605	6.29671	5.52436	48.27241	0.00000	6.50894	5.40396	6.16656	-88.70464	11.08120	8.40184	43.16841	51.94742	30.08968	3.54485	34.25807
1096.23632	5.92313	7.36405	8.48048	4.70786	50.07441	0.00000	7.51423	11.38622	5.74016	13.57661	9.52896	7.22763	22.77069	33.15618	20.26304	2.55011	37.31065
1140.98269	7.05735	9.87107	9.88754	7.52655	43.33261	0.00000	6.20204	7.30459	5.08326	-71.06616	8.46794	7.21393	53.24310	45.14839	29.72528	2.92441	42.4251
1092.53334	6.68363	6.66438	6.74337	7.67264	56.60382	1.00000	6.09850	7.83888	4.64958	120.4861	8.10117	9.96060	45.73523	52.89480	19.42252	2.85009	16.0438
1120.60106	7.23760	7.52583	7.26027	5.15590	53.68361	0.00000	7.55054	8.21820	7.79456	-89.71472	7.23491	10.04295	64.73446	28.60363	10.37075	3.60134	13.73417
