H2CO	PM10	C2H3NO5	NOx	PM2.5	NH3	CH4	warning	SO2	CFCs	TEMP	latitude	longitude	PAHs	PRES	O3	Pb	CO
45.43474	8.63873	2.46920	11.05386	7.81052	7.64329	10.54919	0.00000	8.44845	40.98453	7.22630	16.0567	103.65309	7.56661	1110.26119	10.24409	57.18560	8.72821
23.13690	9.88309	7.78296	11.44524	6.48018	7.64233	7.78767	0.00000	8.50043	52.06329	11.81710	25.6439	77.9129	7.67348	1158.52823	11.17012	55.38345	8.15402
38.82752	8.29385	1.98568	6.59834	9.24964	7.77837	7.03706	0.00000	9.33627	57.59743	12.71080	4.02219	101.02083	6.97408	1064.90297	6.43829	38.62990	9.49821
46.41212	7.53450	1.37383	8.42104	10.28214	10.22460	9.81682	1.00000	8.44752	58.60122	15.65872	12.35275	121.06761	8.12003	1097.39046	6.33665	48.73820	7.91040
43.10639	8.29397	2.13631	6.90544	11.35275	6.63294	11.47070	1.00000	8.16859	54.93395	31.41101	-10.91111	-37.07167	9.74021	1083.72856	6.13415	56.45440	8.71823
47.39955	7.57743	1.15617	7.71142	11.14463	9.47359	9.61535	1.00000	7.31501	56.56095	8.46833	47.56494	31.33078	9.48229	1186.73367	7.57245	53.33685	8.50979
37.26811	7.27485	0.71625	5.84924	8.79612	8.06176		1.00000	7.97488	49.94885	22.04909	48.25	16.4	7.21444	1176.54148	7.18251	69.98915	7.59626
43.82002	7.69558	1.14668	7.17989	7.27138	7.38788	9.83602	1.00000	8.49640	47.79623	26.37154	40.65995	-111.99633	7.70236	1157.16834	6.86404	66.63392	8.08419
43.44166	8.55479	2.34799	6.30572	9.86121	10.72816	10.16204	1.00000	8.31677	48.85668	10.84390	42.7392	-84.62081	3.90533	1078.24823	8.78363	39.80894	8.97128
58.80848	9.02069	3.30741	8.16573	9.93775	8.25524	8.17870	0.00000	10.50320	54.44925	17.86376	36.82167	128.63083	7.39319	1064.76122	8.37175	36.74062	7.28073
63.16378	9.07632	3.59660	9.09951	8.99696	10.50328	9.52479	1.00000	7.59977	53.44231	29.51977	32.44874	-99.73314	8.74924	1138.87803	6.97041	43.31473	8.08904
59.05063	7.29590	0.92039	6.85157	10.51626	7.99321	6.82647	0.00000	9.21911	56.11483	18.52352	28.15112	-82.46148	7.92605	1078.96038	7.22901	41.39830	8.21075
47.96946	7.96084	1.21303	8.04522	7.78814	10.79939	10.05927	1.00000	8.86269	47.63226	32.59269	55.82885	-4.21376	6.41308	1065.26007	6.72702	41.20733	9.43550
20.62721	7.23568	1.26358	6.67793	10.07262	9.62782	10.81926	1.00000	8.65091	64.07625	21.69179	50.79205	-1.08593	7.10109	1089.35642	7.07545	47.51014	7.86649
43.99965	8.65864	2.50869	10.79403	8.56196	11.68238	8.03711	1.00000	9.30282	45.60627	2.00082	51.21667	6.26667	8.29901	1052.58649	6.09320	53.51874	7.60018
35.07037	7.11866	0.74106	8.57736	7.20075	8.25073	10.79788	0.00000	7.97317	32.79255	15.26137	21.01858	-101.2591	8.16008	1063.41793	10.03294	37.52418	5.95141
56.12449	9.35339	4.75343	8.31122	8.19797	8.67794	6.43301	1.00000	9.82624	38.35993	12.22809	40.93121	-73.89875	10.51399	1056.60814	7.62349	53.99090	8.19966
38.67038	5.73482	0.95942	7.19422	9.30054	6.51778	7.25679	0.00000	9.11251	56.27679	25.04695	55.82885	-4.21376	7.86506	1167.56437	7.78601	76.04494	7.15501
45.64172	9.24203	4.27072	6.85555	11.63347	9.22868	6.97318	1.00000	8.56876	36.39738	8.18954	40.82232	-74.15987	7.09612	1123.81912	6.91663	31.45209	8.74488
52.57960	7.92282	1.23240	7.51103	10.67210	7.68657	10.41165	1.00000	9.61814	37.07371	25.33186	19.8173	-97.35992	8.83793	1072.17817	8.39901	47.32260	7.74938
31.50351	7.90977	1.28533	8.13011	13.15130	11.52402	7.73369	0.00000	9.66778	61.70858	15.99808	-21.41222	-42.19667	5.51056	1195.22499	7.90036	57.55455	8.28744
37.56827	7.92758	1.47943	7.45812	8.91405	7.80224	8.74784	0.00000	8.62452	22.85955	5.37114	41.91738	3.1631	6.29943	1083.38844	5.65303	49.85615	7.90305
29.19677	9.06318	3.25224	7.96622	10.67841	9.73710	10.05875	1.00000	8.46184	46.81789	27.67722	34.25	135.31667	7.76608	1156.45883	7.64303	54.48068	7.07629
63.69751	9.99218	8.53223	10.38710	9.26845	4.69451	9.80168	0.00000	7.72520	30.96014	9.15377	45.44694	8.62118	9.78756	1188.40357	7.29135	55.26605	7.64087
59.03808	8.73612	3.13017	6.66088	8.94162	8.05290	10.65816	1.00000	7.70180	59.26353	20.49885	37.52487	-77.55777	6.65582	1177.63196	7.32475	49.83908	8.43290
43.61681	8.10770	1.87115		12.99064	6.04765	7.16363	1.00000	8.91831	56.69959	7.18232	-31.4488	-60.93173	8.25946	1137.39594	7.95879	24.24378	9.83202
31.68645	7.95279	1.49838	10.38005	7.66348	5.01571	9.82404	0.00000	9.05597	62.51120	10.37090	28.88162	120.03308	6.88605	1192.66042	8.42008	42.42688	8.96075
59.65380	9.27688	4.44641	9.00730	10.12503	6.40996	5.51886	1.00000	9.10896	38.38712	7.30998	43.54072	-116.56346	10.00467	1131.85672	6.33461	42.83701	9.13521
27.24340	7.67623	1.21909	10.26418	9.35944	3.82683	11.04404	0.00000	9.14305	66.13691	-13.95365	22.75218	72.68533	8.73967	1159.76234	6.56380	53.57648	7.70244
44.21613	7.97139	1.39408	7.83959	9.32529	7.62848	7.50560	0.00000	8.40636	44.43898	7.48353	39.96348	-4.83076	7.30330	1187.87145	7.79685	59.76298	9.79305
46.39344	8.55841	2.54801	5.85473	9.85147	6.08708	6.64319	0.00000	8.89571		12.02456	38.68712	-4.10734	8.28877	1144.54573	6.56873	59.00578	8.69917
44.96979	8.07787	1.60215	9.14290	11.50968	1.59685	7.59236	1.00000	9.45226	52.05967	16.30344	50.23271	12.87117	9.18734	1106.37222		50.85846	8.70362
42.58187	9.10219	3.88539	8.82546	8.70662	6.29756	8.73769	0.00000	9.66591	51.51715	27.07639	3.31332	117.59152	7.09218	1171.81218	7.61547	50.87189	9.03913
72.45632	10.02960	9.06326	11.36286	9.22179	3.86879	10.01512	0.00000	8.86480	71.60597	12.08184	43.61062	-72.97261	8.88494	1097.64594	7.51896	74.19946	9.35613
49.68829	9.41246	4.74848	8.09056	5.95410	5.74483	8.56384	0.00000	6.60409	56.40320	24.40637	53.78333	-1.06667	6.92475	1143.33659	8.61615	53.10761	7.87811
53.36309	9.58659	6.01223	9.01182	7.39943	7.87801	9.09034	0.00000	7.52426	34.37988	21.27286	25.13915	73.06784	4.59269	1135.05956	6.83790	57.99554	8.65890
63.03777	8.70090	2.74333	9.75066	9.99169	6.94094	7.90497	1.00000	9.42243	47.78307	17.32616	20.21322	-100.88023	9.12977	1162.79428	7.32152	43.14027	9.68962
62.37571	7.83148	1.09024	7.96518	10.15524	5.46525	5.73572	1.00000	9.14601	44.62541	23.41633	22.75218	72.68533	8.91035	1148.98955	6.93130	51.17995	9.12346
53.36670	8.85106	3.05041	9.68052	6.77047	4.62166	7.45316	0.00000	8.31384	58.58258	6.60573	53.46506	-1.47217	7.11472	1199.94022	7.84575	65.27678	7.86459
21.98809	9.30875	4.83199	10.24976	9.90938	8.69753	6.93416	1.00000	7.58061	57.48859	19.18658	32.9156	-117.14392	11.01694	1186.78957	10.00251	49.93673	8.84779
41.99356	8.30877	2.15620	7.66457	8.28330	10.66665	1.96799	1.00000	11.00056	50.93767	21.13099	42.35843	-71.05977	13.39562	1054.53852	6.52583	54.58531	8.72060
44.40025	10.34743	12.33835	9.63309	8.25621	7.65133	7.52620	1.00000	8.81905	39.75079	11.64372	29.65163	-82.32483	10.89540	1105.52536	8.82030	33.88815	8.59007
40.18401	8.43701	2.14536	5.96623	11.48684	8.48403	6.60422	0.00000	9.18674	47.09366	22.75262	51.04962	12.1369	8.57218	1078.00000	7.00400	37.11839	8.45620
49.28698	9.07781	3.62536	8.91225	9.66774	7.09793	9.29267	0.00000	9.77577	54.76385	19.58579	10.20898	123.758	6.09676	1059.33158	7.66352	53.87881	8.74069
66.63189	8.41668	2.43894	8.48191	8.11927	4.45839	11.53255	0.00000	8.78235	58.79094	26.07065	39.78504	-85.76942	11.38783	1145.38438	7.51025	53.48291	10.68272
51.94922	9.13223	3.89742	6.28168	11.37758	10.11488	10.05929	1.00000	9.38524	66.87986	-0.46119	53.93361	37.92792	5.31515	1099.61324	8.74773	59.77195	8.13035
50.65830	8.48135	2.33204	11.22017	8.28026	7.90954	9.31375	0.00000	7.30569	60.50565	20.15030	47.90771	106.88324	6.86072	1104.93286	10.04423	51.49504	6.58570
33.46483	8.93649	3.19899	8.23279	5.89445	6.01407	7.20381	0.00000	10.09423	52.74630	30.27705	-34.64167	-60.47389	4.42465	1117.04192	8.60722	61.74032	10.31379
40.65233	8.41672	2.11385	10.78388	8.53901	5.75037	10.40545	0.00000	8.60146	45.26092	18.23992	23.1959	86.51499	7.14022	1157.90309	8.40483	24.58605	9.80546
52.09655	8.96355	3.46664	6.55026	12.71446	6.90017	10.02049	1.00000	8.46541	42.03315	-1.25906	-20.88231	55.4504	10.32589	1105.31194	5.48053	25.63693	7.44900
41.37444	7.38798	0.99087	6.53129	10.27052	7.36901	6.73686	0.00000	8.25056	61.77221	-3.50738	11.8659	34.3869	8.21312	1146.78947	7.97886	51.01573	9.00505
49.69318	9.67251	6.10264	10.74528	4.64229	8.89755	6.55684	0.00000	7.87524	62.30493	22.81796	34.75856	136.13108	5.07179	1070.80162	11.94694	39.76498	9.29547
48.70515	9.30239	4.29989	5.89324	12.22721	11.64277	10.58375	1.00000	8.81778	87.37568	15.15342	-25.54073	152.70493	4.14644	1135.83928	8.86449	38.61370	8.79698
51.71762	7.27663	0.83998	10.23675	12.89122	6.02956	7.17410	1.00000	7.90112	67.12262	23.77542	37.35813	-6.03731	8.52201	1124.53721	7.58610	65.70596	9.99674
47.58776	8.87148	3.18249	6.39202	8.28599	6.03677	7.10279	0.00000	7.63293	43.81548	19.08957	34.25	135.31667	6.01986	1051.28106	4.69488	36.16394	8.29668
57.82840	7.11764	0.88472	5.50474	13.30742	9.13314	10.85458	1.00000	10.74641	49.93835	15.22216	53.46506	-1.47217	6.74809	1090.99918	8.25289	58.01615	9.08847
44.63529	8.15487	2.06448	7.57843	10.24321	6.99896	9.40639	1.00000	8.06199	58.85207	15.95844	53.5942	25.8191	10.72020	1050.49390	4.43780	27.69345	8.04807
1.78254	9.22952	4.34201	6.65926	10.17730	9.15709	6.32520	0.00000	6.42859	44.54009	17.85469	41.72063	12.6723	5.12048	1141.75551	4.65378	56.38825	10.27147
59.43080	8.60815	2.51286	10.50767	10.18907	10.24618	6.80034	1.00000	7.52712	80.48817	38.61556	-4.83	29.65806	9.59963	1132.59142	5.13435	53.72315	7.49403
68.26865	10.19383	10.74993	7.52618	10.50859	11.08859	8.76882	1.00000	8.87657	46.37130	-1.82164	-26.93366	29.24152	9.39613	1073.85690	6.24385	42.69579	8.90577
35.32684	8.05926	1.46648	5.48043	10.37637	10.75395	9.53274	1.00000	7.66546	49.07308	6.85408	43.78956	7.60872	6.60720	1172.67617	7.03930	59.45640	7.49165
48.40558	8.40012	1.79016	7.41429	7.06674	8.36822	13.16111	1.00000	10.12870	56.20553	20.65070	56.56317	-2.58736	6.30852	1155.27963	9.61414	47.31298	8.96290
65.93045	8.31706	2.14544	9.76036	9.80649	6.29369	7.98379	1.00000	8.23623	41.44070	-6.60345	31.82539	72.54064	9.13147	1181.07932	7.73535	35.28888	9.19069
42.16812	9.34642	5.18799	9.44949	8.95814	9.25306	6.82118	1.00000	7.65853	31.36244	-9.95956	55.62047	37.49338	11.24578	1055.43658	8.97698	66.00381	8.68094
37.57016	8.48644	2.04032	5.83222	13.19979	8.06859	11.79457	1.00000	9.06902	61.28738	13.49660	-29.2975	-51.50361	6.20733	1165.94388	8.22163	60.83987	8.77060
37.11421	8.14968	1.76017	10.16774	8.64711	6.14803	7.86388	1.00000	8.18240	53.90899	28.09491	34.63915	-120.45794	9.31967	1092.16733	7.55121	65.48517	10.75273
65.04853	7.92413	1.68130	11.22109	8.81791	4.74527	8.63755	0.00000	7.55889	36.06508	2.29703	-10.91111	-37.07167	7.02959	1197.22311	7.86073	63.45236	8.35879
55.26244	9.95465	8.50490	8.65404	7.88349	11.41838	7.47248	1.00000	10.38134	48.56031	9.95664	53.5942	25.8191	8.13791	1065.38113	5.39577	60.10953	9.71671
62.72073	7.91943	1.53550	7.22564	8.33662	6.30047	7.52401	0.00000	7.48285	58.55847	30.02348	48.8765	2.18967	6.51318	1178.48946	6.64699	53.45285	8.35763
29.70390	9.03039	3.13807	5.20369	9.54403	8.71046	11.38119	1.00000	6.86617	65.09098	12.00991	41.55838	-81.56929	4.46574	1150.11656	8.28742	60.99661	8.91940
28.82553	8.14325	1.72054	11.13218	10.98240	7.66071	7.81189	1.00000	9.61991	62.56544	11.21729	32.57756	71.52847	8.58239	1058.43758	5.47799	38.05646	8.21987
61.40632	10.08910		9.44444	8.55520	10.80895	8.01001	1.00000	9.26522	32.06815	22.23067	48.35693	10.98461	8.85437	1195.16623	5.80204	45.39689	7.64717
33.21176	7.84738	1.32640	6.63203	7.55817	4.41103	7.18054	0.00000	8.51347	65.61557	8.86939	22.10194	85.37752	7.92057	1100.57933	7.17792	31.32953	6.52966
68.92766	8.29620	2.23588	9.14969	9.66354	6.99853	5.12783	1.00000	7.93347	48.90920	-3.74720	41.9001	-71.08977	10.70866	1108.99515	5.58883	42.25050	7.55092
51.94554	7.81966	1.40081	7.65699	7.13852	7.33092	7.93814	1.00000	7.77303	52.51751	14.13758	45.75279	130.57211	5.46850	1050.61582	4.56975	39.57106	9.34594
34.08143	8.85863	3.16307	8.64015	8.55799	9.85185	5.73200	1.00000	8.30261	45.37198	12.32427	13.44581	101.18445	11.23468	1153.35508	6.78741	48.73748	7.47735
34.95843	9.55226	6.07719	6.82749	12.14305	9.23510	6.31465	0.00000	8.46693	41.08345	13.48499	51.40944	46.04833	5.94568	1167.36655	6.92801	76.81515	7.04758
37.62131	8.46166	2.12725	9.81484	7.16254	7.15740	9.67861	1.00000	8.86257	53.93050	26.18557	-21.98333	16.91667	7.18959	1058.53634	9.77855	74.99341	7.86401
33.07864	8.28485	2.04152	5.22009	5.38632	9.14668	10.89627	0.00000	7.28033	61.70721	26.41637	13.70167	-89.10944	8.48863	1125.56866	10.29463	55.89970	8.89955
42.75983	9.37663	4.61295	9.00611	7.43827	8.79726	11.21761	0.00000	8.41645	61.77001	-12.56977	42.93369	-72.27814	8.90545	1103.43508	10.68370	37.87391	10.30824
49.45345	11.08232	25.36050	10.33530	9.21891	7.48745	8.58324	1.00000	10.16759	62.48741	1.02767	39.45621	-77.96389	10.19935	1058.56693	9.33741	54.52033	9.59785
56.54389	9.86834	7.63709	10.48029	7.52587	8.07994	9.17395	1.00000	7.44478	43.93273	-2.95130	34.5624	38.28402	9.23566	1070.20145	7.14943	37.98795	8.54526
41.09068	9.42927	4.97389	9.77778	5.31891	7.31913	7.36540	0.00000	9.06249	47.63433	13.48207	-4.26613	15.28318	9.03209	1070.15446	11.14880	51.44743	9.34301
15.94999	9.11247	3.52110	6.55040	6.75195	8.66496	9.37978	1.00000	8.70209	51.18783	7.16835	27.55898	68.21204	7.57368	1132.45025	5.86395	53.40671	9.92524
54.90816	9.79220	7.16557	5.28932	7.15486	12.73298	9.06860	1.00000	7.53717	48.38079	15.97642	43.32393	5.4584	1.06541	1166.76529	8.88500	23.26960	9.92302
49.96859	7.02767	1.13787	10.24049	6.79623	7.60561	9.53843	0.00000	7.90695	48.50264	13.32165	40.5576	-74.28459	9.26851	1179.09234	10.59741	24.40862	
35.93942	8.63807	2.36839	6.45703	10.51900	7.51004	6.60878	0.00000	9.11405	48.15540	10.85828	49.07866	30.96755	7.41483	1155.55995	6.77985	60.24849	7.90674
43.99356	7.03699	0.99435	7.53311	6.23864	7.31316	4.48765	1.00000	7.42250	59.81950	11.80192	-19.72806	-50.19556	11.44211	1140.75619	3.68477	72.33909	9.99855
56.92723	9.50274	5.59758	7.84762	6.27907		10.69407	0.00000	8.08339	36.81100	6.77381	-27.76952	30.79165	4.61118	1190.35170	9.21777	46.99248	8.13280
34.56134	9.27283	4.78375	8.95953	6.74265	10.59113	6.92867	1.00000	9.40162	41.47049	19.40037	6.8485	3.64633	11.63636	1101.27591	6.95043	54.39618	8.80672
47.08996	9.26287	4.73682	7.26843	11.08118	8.24013	10.89360	1.00000	7.57173	44.00739	10.13600	3.7278	98.6738	9.03715	1110.44478	7.12541	58.50940	10.54118
69.09360	8.12732	2.09163	9.92291	9.54515	6.46344	9.18036	1.00000	9.63855	38.57794	7.27656	39.96097	-75.60804	9.71824	1098.38045	8.73827	51.85235	7.66328
51.34997	7.56249	1.24700	9.50173	8.28984	10.13152	8.70162	1.00000	7.42214	45.52098	-7.67984	-19.65	47.31667	8.91179	1176.45693	6.22215	56.66542	9.23942
57.21265	8.85933	3.20354	8.28132	9.02892	8.84537	8.81118	1.00000	8.79186	32.71290	19.32764	28.88162	120.03308	9.49800	1144.96914	6.30326	53.18925	9.00549
58.54782	9.83884	7.63847	8.59949	9.45529	7.01950	8.52242	0.00000	6.79989	54.49777	-1.19152	-3.14306	-58.44417	8.06377	1126.84759	8.38145	43.49600	7.77178
71.26408	8.55329	2.12836	8.94989	11.00156	5.01867	4.30782	1.00000	8.02761	63.01738	21.60091	30.17746	-81.38758	9.77844	1095.82205	5.21265	39.64557	8.95784
40.71705	7.29715	1.11491	9.42473	10.86263	7.46789	4.85810	1.00000	7.93211	53.89585	17.49480	36.20389	127.08472	11.00166	1139.50866	6.34572	60.20244	9.42741
31.14444	8.75962	2.73048	8.54199	8.36452	10.14371	12.24208	0.00000	10.69890	42.70375	13.71505	53.5942	25.8191	9.46750	1076.66230	10.56598	55.46110	7.30912
48.54081	8.70437	2.56191	9.76935	7.19050	6.01249	10.01172	0.00000	10.54250	45.39778	19.08438	7.06273	-1.4001	8.54744	1197.66352	9.31504	20.26633	6.57807
47.21488	7.93387	1.42442	5.52844	11.47371	11.82288	9.89860	1.00000	8.20530	56.69220	46.34446	31.92923	34.86563	4.83078	1129.47651	8.61071	51.38293	8.36300
42.06168	9.13299	3.99314	10.58298	10.10002	7.99840	6.79020	1.00000	7.91633	50.39201	6.26395	32.54044	-82.90375	9.38975	1060.24732	4.36816	48.97809	6.25602
69.50749	8.44816	1.91831	6.55334	10.69750	8.23415	7.92492	0.00000	6.96968	46.34377	16.68186	47.48444	36.25361	7.20560	1074.89644	6.03646	54.43978	8.15558
52.81103	7.93384	1.18102	7.30957	8.61991	12.40145	8.79384	1.00000	10.02345	72.10876	9.45596	37.73604	-120.93549	4.91900	1056.53523	8.22041	45.18808	10.77685
44.62037	8.67852		8.76418	8.25086	10.21681	9.62729	1.00000	8.18145	47.70248	14.48796	45.44694	8.62118	7.84285	1148.75696	6.14050	57.12208	9.72213
57.02885	7.88200	1.38342	8.84154	4.98581	8.26858	6.96480	0.00000	7.52201	35.12527	7.04629	48.8449	17.22635	5.02643	1188.34829	10.96345	43.16967	8.61812
34.81979	9.68950	6.70577	11.01465	7.80329	4.96211	9.08179	0.00000	8.06168	58.00894	37.28282	50.82709	6.9747	7.40072	1148.87214	8.52995	69.39313	8.25728
37.10491	7.66038	0.79616	8.42650	9.30078	7.98432	6.35816	1.00000	9.18369	41.19522	23.72165	42.4251	-71.06616	11.09945	1172.35991	7.74908	71.64240	9.27356
57.56466	10.37513	12.55667	11.31875	13.29175	4.22697	8.72871	1.00000	7.19280	55.70854	20.06300	39.32288	-76.72803	7.69041	1133.72770	8.67518	65.51643	8.24068
43.85532	8.47862	2.34682	9.35874	8.94495	7.50365	6.37196	1.00000	8.15330	60.55719	8.73442	4.2475	9.00472	11.34125	1055.03583	8.27647	61.03426	8.48966
41.40298	8.71848	2.71519	9.72688	9.02539	9.35502	9.33415	1.00000	10.37273	33.94986	14.55388	10.22677	-67.33122	9.99786	1170.56472	7.30427	45.41293	9.44564
47.42358	8.85263	2.84358	11.38022	11.67530	11.15587	8.55846	1.00000	7.61598	51.64449	17.55112	12.74482	4.52514	10.18423	1054.15425	10.64269	72.58677	9.71428
33.99989	8.39737	2.19596	9.21091	9.07680	9.31713	5.13836	1.00000	8.04822	66.11386	15.51292	53.14657	140.72287	11.11583	1108.00559	5.38061	43.22773	8.74797
43.36757	7.07654	0.67797	9.85338	8.20380	7.30832	7.71946	1.00000	10.39371	80.73527	17.59481	-0.71667	-48.52333	9.37383	1165.95437	4.92518	59.46719	9.20008
35.98778	10.20266	10.65163	7.16196	11.69672	12.01681	8.65255	1.00000	7.98545	40.64898	10.58479	40.64621	-73.97069	7.79252	1052.35711	6.71548	19.59167	10.02169
39.70331	8.67002	2.84701	10.44407	10.78050	7.38778	7.52407	1.00000	9.27779	45.65592	11.94321	43.1122	12.38878	8.86575	1133.91373	7.45459	53.08056	8.11676
44.52669	9.05702	3.71245	7.23875	11.18176	10.80336	7.19485	0.00000	10.17426	39.81525	25.66168	34.09668	-117.71978	6.17344	1109.00678	6.56876	69.18865	8.40896
45.21689	7.00047	0.34151	9.56149	8.72596	8.73792	7.57755	1.00000	9.11962	50.12369	15.61753	51.78967	1.15597	10.68912	1075.17909	10.20553	51.12452	8.37237
51.74027	7.39716		7.29744	3.82493	9.60200	9.51251	0.00000	7.76910	56.26886	20.31566	-26.93366	29.24152	6.87198	1124.83484	12.29040	39.64580	8.88474
27.08500	8.57170	2.62459	6.24456	10.09691	6.71102	5.92426	0.00000	8.63792	60.13345	13.70383	51.12794	4.21372	8.21371	1107.26525	7.35831	53.85479	8.66974
46.80433	8.66961	2.15805	7.67011	10.76550	10.11196	8.29397	0.00000	8.77182	30.99730	-0.67019	43.54072	-116.56346	7.61197	1130.62952	6.97334	39.51444	9.83297
29.10062	8.51122	2.26115	6.15101	11.20440	8.97955	5.25862	0.00000	8.15452	46.29761	11.05307	30.17746	-81.38758	7.34950	1086.95265	6.51422	45.27668	7.16243
48.55407	8.94244	3.35916	5.98630	5.78847	6.92759	9.85702	1.00000	7.98380	40.25037	0.55946	53.81667	-3.05	8.12261	1115.16272	8.82269	52.80094	8.25033
36.55750	9.26243	4.65027	7.16957	12.50203	9.38377	6.03073	0.00000	8.75547	21.77949	25.56520	-10.91722	-37.65	7.54206	1097.58972	7.68280	52.67886	7.14079
33.89215	9.69462	6.64097	5.67601	7.53183	11.56055	8.37693	1.00000	7.39284	50.60474	14.66050	41.57439	24.71204	5.19765	1090.71771	7.15783	38.39334	7.10412
56.08604	9.62589	6.28324	9.42275	7.66334	8.64633	12.04262	0.00000	10.24875	52.19127	8.85944	41.55815	-73.0515	8.06128	1106.77705	11.00915	39.93391	7.97345
32.29516	8.04127	1.66896	9.52274	9.58916	7.15898	7.59937	1.00000	9.24944	35.01346	25.59783	51.88333	8.51667	10.18106	1056.45394	8.46450	44.45675	8.95963
26.56473	7.28320	0.44370	8.69122	9.62534	7.33459	6.51850	1.00000	10.79140	44.81408	3.92095	51.14942	15.00835	10.28108	1146.18788	8.82119	56.56105	7.55344
56.28749	9.06282	3.50749	7.03902	10.64368	7.29393	5.55621	0.00000	10.12447	33.78962	12.14398	48.8765	2.18967	8.59338	1182.18601	9.27230	34.04162	10.47956
44.62302	7.45898	1.19176	10.44035	8.98028	7.38760	7.81149	1.00000	7.27476	64.42325	25.80795	-2.68333	33	9.51314	1082.39750	6.47004	49.89922	7.52092
52.47698	6.74360	0.73563	10.31118	8.24835		8.08044	1.00000	8.62387	40.13532	30.37414	44.27804	-88.27205	9.40409	1080.60325	6.39614	56.42430	8.02194
46.51005	8.89907	3.08339	10.06415	9.67963	7.41095	10.42599	1.00000	7.68759	62.61351	2.73758	33.92946	-116.97725	9.14456	1137.88650	11.06109	66.59969	6.95221
63.68069	8.90897	3.44132	9.66571	8.28698	4.01221	7.91392	0.00000	7.76264	32.76873	20.30924	34.9	137.5	9.97603	1121.19124	7.00919	37.42632	7.84351
36.51718	8.01928	1.55119	8.69176	7.65880	4.02184	9.54044	0.00000	9.44001	49.57725	14.78439	9.535	-13.68778	8.97853	1105.15753	9.19761	45.43613	10.36226
55.97911	5.78839	0.46111	8.64767	9.14486	8.06884	8.71422	1.00000	7.51457	52.33834	9.78033	-7.57897	112.23109	9.81840	1159.23743	5.04442	60.54508	8.58469
41.62105	10.57058	15.30260	10.81536	9.48997	9.35743	9.80654	1.00000	7.24235	46.27885	23.47815	35.89972	14.51472	9.40842	1168.79963	7.82177	57.57550	6.56115
42.77673	7.22207	1.14677	10.74997	10.92586	7.40353	9.29271	1.00000	9.28738	47.17319	6.68218	60.97944	76.92421	8.65764	1093.16992	7.60604	47.69203	6.72794
70.75677	7.89019	1.05811	8.11581	8.38305	10.23900	4.70996	1.00000	7.26498	40.69033	16.21795	42.58342	-71.8023	11.70712	1174.68658	7.43048	16.68292	7.39602
36.50119	9.25745	4.27558	7.68330	6.65177	2.17501	7.93043	0.00000	9.37818	50.28764	19.10772	33.44872	-86.78777	9.94131	1155.82846	9.01635	42.17297	8.99828
52.13900	9.65645	6.87716	8.91601	8.44278	6.85429	7.00983	1.00000	8.36253	48.89522	25.84659	13.73417	-89.71472	10.57743	1051.06666	6.88664	20.84848	8.07117
33.61247	10.17333	10.27782	5.41953	11.99559	6.61444	12.64614	1.00000	9.89007	45.85185	33.09833	10.58806	77.24779	6.90879	1138.81119	8.38804	68.40257	7.99395
21.63565	9.19200	4.13340	5.49053	9.22820	4.74633	4.46411	0.00000	8.83080	31.57069	9.62680	35.72917	10.58082	10.61457	1173.69555	7.83814	59.33352	7.74115
27.49172	8.08995	1.50621	10.72394	10.05353	7.22107	9.22476	1.00000	9.09532	49.99251	16.37299	12.35275	121.06761	9.39077	1077.53999	7.69840	51.57554	8.86134
49.34387	7.61666	0.78672	6.55481	8.14968	11.73777	9.90652	1.00000	7.23032	55.09527	22.69268	19.64745	-102.04897	6.24262	1132.91761	8.48575	44.52912	7.48580
55.30885	7.52660	1.42154	8.86585	5.54160	6.14005	7.77408	0.00000	7.93655	49.46269	35.16744	57.14369	-2.09814	3.92996	1128.50986	9.40993	62.66054	10.35672
46.54538	9.02386	3.05639	11.42606	7.93745	7.14889	8.89644	0.00000	9.97265	49.78590	8.49604	3.8801	-77.03116	7.94484	1169.10033	10.04502	38.06264	8.91680
36.60024	8.68502	2.51070	5.78448	8.88751	5.16758	6.59954	0.00000	7.98426	42.62937	2.33119	41.72059	-87.70172	7.67728	1084.90090	4.22414	48.77868	8.40613
40.64379	8.91904	3.32324	11.26968	7.62153	9.21531	9.36840	0.00000	7.36030	75.85787	26.18916	47.76232	-122.2054	6.09404	1101.38008	11.75105	35.84576	7.60767
31.35859	10.16965	10.24026	7.68287	7.83726	8.84357	8.59495	1.00000	9.10413	64.58703	13.50338	14.62578	121.12251	7.22361	1159.27007	6.79182	48.88214	7.86514
24.93755	8.55086	2.13630	8.43568	10.68561	7.52715	8.72030	0.00000	8.40218	53.97885	20.34210	50.7236	-3.52751	6.72877	1087.14853	9.06315	64.70053	9.78711
46.67059	9.08706	3.75523	10.19509	7.20197	9.32390	7.54806	1.00000	8.87837	81.29724	13.69800	33.03699	-117.29198	11.84370	1066.12368	4.26542	54.33439	8.68859
26.77369	7.85184	1.29726	9.96300	7.36279	2.00159	7.45208	0.00000	8.85802	51.60583	8.10201	51.40944	46.04833	8.44958	1127.35726	5.98139	44.88378	9.05095
59.90168	8.39207	2.17361	8.36616	8.75987	7.38369	3.46592	1.00000	7.49562	62.06949	10.12661	55.64776	38.02486	11.06231	1131.99377	3.20111	46.18475	10.70176
