PAHs	H2CO	latitude	O3	CH4	CFCs	PM2.5	SO2	Pb	longitude	NOx	C2H3NO5	TEMP	PM10	CO	warning	PRES	NH3
8.44073	51.65797	-37.9	9.58790	8.81459	58.69784	7.38828	7.01967	49.26510	145.18333	7.34051	1.98338	37.99546	8.39949	7.91463	1.00000	1183.40715	10.65714
8.57906	49.10989	25.92127	10.41176	10.71332	47.60005	10.09626	11.31660	46.97018	86.79271	7.64804	2.83259	4.42164	8.88389	11.07148	1.00000	1187.35753	9.87047
10.88827	49.54317	39.59611	9.22267	8.20533	40.97972	12.06616	5.96198	44.74381	27.02444	7.04989	1.62733	16.29539	8.17192	11.86055	1.00000	1085.52158	9.72865
9.03829	48.37942	55.8736	9.10967	9.81842	45.95708	8.53605	6.48810	54.85332	85.4265	10.26986	2.51595	21.94011	8.77978	7.82102	0.00000	1157.08291	7.84662
8.89302	54.52114	35.06667	8.23853	6.90144	46.76384	10.87926	7.04434	44.30767	135.21667	9.65670	1.57221	41.94781	8.30068	6.96270	0.00000	1148.48379	11.67458
10.70586	39.34224	33.50921	9.10885	6.24448	45.70132		6.54784	43.91649	-111.89903	7.61256	1.08508	32.94024	7.67471	10.26186	1.00000	1149.04620	8.69107
9.20662	41.44780	-27.50578	7.50480	10.19073	38.76139	10.48057	7.91500	50.41744	153.10236	8.56147	2.50982	14.77302	8.66734	10.88823	1.00000	1086.42624	9.20021
9.98485	64.42802	55.54028	6.27576	7.98354	58.03983	9.41729	7.52596	55.91780	89.20083	9.62612	1.50819	29.72041	8.02613	7.69565	0.00000	1082.89486	9.28775
9.05575	36.73573	11.50526	7.67062	6.31497	28.57118	7.35280	5.97721	62.34662	77.23826	7.90298	1.31941	8.87188	7.93820	10.42217	1.00000	1163.74772	9.99356
8.66425	52.15741	55.82885	8.25977	9.55288	49.07699	9.44899	6.16419	53.07570	-4.21376	7.57560	1.26059	23.18354	7.99375	8.78442	1.00000	1149.94323	9.75350
8.63844	65.78558	47.4943	9.06177	6.92220	66.09518	7.58528	8.20201	47.34837	-122.24092	9.36110	1.51281	13.79204	8.03247	7.48322	0.00000	1057.05317	10.48448
8.75338	44.47330	-27.50578	9.01408	7.45914	70.48778	6.23013	8.40049	36.95700	153.10236	7.18827	1.62368	8.58951	8.33851	6.19373	1.00000	1167.16238	9.86568
8.98318	42.05595	42.4251	8.89615	6.70028	49.07194	11.75582	5.79673	48.77111	-71.06616	9.07947	2.15042	26.57482	8.50043	5.96707	0.00000	1093.54932	12.99244
9.51015	47.86409	52.4581	8.70201	7.32816	57.89675	7.85212	7.71108	48.60388	13.28702	7.58504	8.06860	22.78666	10.01130	5.86400	1.00000	1108.20113	13.35285
9.21430	47.73823	38.91817	9.40379	7.17842	63.57676	11.41507	8.77512	63.16429	-78.19444	10.71574	0.81247	24.07240	7.03025	7.82769	0.00000	1170.89368	10.13388
7.11234	33.71048	-31.95224	6.78760	9.59898	41.11871	11.24825	8.90739	51.87539	115.8614	9.39199	2.34365	31.60538	8.59419	9.19959	1.00000	1115.45780	10.62999
10.10021	53.46898	9.82564	9.19602	11.46348	51.71114	6.69696	8.04290	59.83273	78.25795	6.38558	4.72273	4.66069	9.50685	5.57356	0.00000	1189.29363	10.19943
9.96756	46.23319	-26.93366	8.57378	8.96977	55.57137	11.33496	7.33092	61.17147	29.24152	7.44395	2.45486	16.47846	8.76836	10.35306	1.00000	1090.19056	9.86651
8.00620	46.07273	39.57582	9.41743	9.26144	58.88643	11.62203	5.67431	70.38472	-105.11221	8.79137	2.47832	13.03206	8.71312	10.47603	1.00000	1133.97606	10.69810
8.49673	54.30506	17.30858	10.20632	8.22409	64.28086	7.02211	9.82760	59.84516	97.01124	11.47101	1.73393	17.23774	8.41840	8.61619	0.00000	1073.42722	6.38928
9.23966	59.18972	-22.45667	8.54613	10.18652	58.21887	7.42527	6.00741	50.86181	-47.53028	9.28069	1.42784	32.18579	8.21458	7.12830	0.00000	1110.53111	8.82062
8.40997	67.71353	-23.44361	8.73609	8.43008	51.55743	9.90660	7.19459	45.99343	-51.87389	11.17409	6.58947	23.16620	9.80699	7.89146	0.00000	1178.14510	11.31359
8.05418	61.71182	51.42708	8.98966	8.13388	38.10205	7.88312	7.29069	58.13607	-0.91979	7.32089	1.07917	8.64618	7.97721	8.11027	1.00000	1169.79938	10.06801
8.65667	52.36891	52.14	8.61124	6.44219	40.39441	7.43061	7.78937	52.41624	5.58472	7.47129	2.63308	-21.49262	8.85385	8.05228	1.00000	1122.22627	6.64423
9.48884	44.17820	0.49113	8.44356	7.57831	47.97922	13.43883	6.51808	57.12233	29.47306	9.58893	0.69881	16.11716	7.77145	10.15384	1.00000	1125.05151	10.70826
7.66073	63.57953	16.68911	10.20484	7.62389	38.18778	11.76353	7.67492	67.64838	98.50893	11.75081	0.78949	18.98245	7.40998	7.69854	0.00000	1190.81260	10.62067
10.12060	55.77242	-3.14306	8.37722	7.33560	61.33700	8.89057	6.09561	40.14197	-58.44417	8.41999	2.40082	6.30088	8.55630	8.43883	1.00000	1085.51192	10.04574
9.26940	49.65104	-34.88422	10.24975	8.71734	49.22386	10.10488	6.32851	43.96676	150.60036	9.16393	2.28775	32.37716	8.48164	6.70785	0.00000	1143.66849	10.14974
8.09157	47.79598	25.75728	9.37444	9.19074	46.40077	10.58618	6.41974	41.59004	75.37991	6.27647	2.68396	1.60678	8.80264	10.95885	1.00000	1161.62997	9.56571
7.92779	56.93851	33.35283	10.67395	8.19994	54.21573	9.15004	7.17581	30.79570	-111.78903	7.16054	6.68143	19.79057	9.82170	8.06355	1.00000	1104.99544	11.88049
9.68982	44.98970	3.02013	9.40315	8.44081	53.81265	12.03512	5.96556	49.81231	30.91105	7.83754	2.50245	21.13613	8.63078	10.47103	1.00000	1180.64467	10.64236
7.89083	60.46687	38.45598	7.95859	8.59533	47.93254	6.47269	8.02936	48.81212	48.87498	7.09078	3.47240	26.49791	9.04191	7.56279	1.00000	1195.63296	7.51718
8.87307	39.41855	34.5624	8.00246	10.18873	91.73088	10.34376	7.56752	56.72174	38.28402	7.84565	1.02687	5.69351	7.53859	9.81812	1.00000	1063.09640	10.45583
7.72204	45.98478	34.86472	9.51268	7.36299	65.92840	9.80595	6.03976	42.58429	117.55417	8.00195	3.59042	3.24090	9.13106	9.61374	1.00000	1072.63943	8.93300
10.54101	33.88466	20.88197	8.68534	10.64305	39.05984	9.80657	8.00513	42.78599	85.83334	9.29700	3.07622	20.30422	9.05822	8.30308	1.00000	1167.89751	10.45451
8.51444	55.41995	36.02506	9.19819	9.79006	53.41025	10.81113	6.02084	41.10402	-86.77917	9.46767	3.86529	16.35088	9.22761	9.17120	1.00000	1110.04558	10.27890
8.85470	42.82118	59.37722	8.84848	10.00520	47.39603	9.64434	7.66501	59.89640	28.19028	8.61142	6.11207	8.83409	9.70692	7.07014	1.00000	1116.55880	10.60586
7.50857	40.39918	-33.88096	8.50350	10.77162	44.43028	9.66114	8.58842	49.62560	151.07986	7.46608	1.06513	21.35927	7.60262	10.89698	1.00000	1122.94808	10.13741
9.75133	82.10750	55.54028	7.99199	7.89409	46.90000	5.88682	8.14264	51.78043	89.20083	7.49125	1.80414	26.00873	8.12982	5.65029	1.00000	1167.95230	11.06371
10.34055	47.14514	5.4709	8.58287	7.90864	58.88266	8.92243	7.19080	38.25566	100.24529	7.77001	1.15758	21.20524	7.45732	6.74082	1.00000	1113.37084	11.50183
10.45405	55.20840	25.92493	9.51637	8.77722	55.12251	11.60425	9.90683	58.76901	73.66633	9.72415	3.07619	19.03255	8.94387	7.28571	1.00000	1190.52538	11.17333
9.84686	59.18941	26.2173	9.42324	8.14574	35.35076	11.64173	7.39001	41.97334	-80.22588	8.04415	10.80420	29.01892	10.31005	8.44003	1.00000	1119.22262	9.75624
8.83273	41.80813	18.57677	8.47106	10.83395	59.31954	6.54634	7.73210	44.68112	-72.22625	10.53733	1.99621	-2.53707	8.41772	5.99288	0.00000	1163.58173	7.13638
9.98407	16.81492	40.49748	9.79789	10.21727	21.03044	9.56779	8.45587	49.77786	44.7662	7.08510	3.37062	18.17657	9.03244	8.55227	1.00000	1197.84726	10.95442
8.59284	64.55874	51.14942	8.39715	7.09355	63.97682	6.88952	7.55520	41.62881	15.00835	7.29326	3.54391	18.05598	9.16002	7.88865	1.00000	1184.95352	10.81422
10.34972	40.70709	54.52156	8.25158	6.80480	18.21231	6.39258	7.60976	50.31584	9.5586	7.33362	3.67852	21.31974	9.08991	7.63717	1.00000	1130.85814	11.41683
10.52778	42.52865	47.05	8.69213	11.11885	49.45401	10.17862	7.73144	31.96832	15.46667	8.26218	5.22519	15.41289	9.61277	11.61424	1.00000	1148.36310	11.09374
9.10301	51.57617	-7.60361	9.51407	7.42411	30.02251	9.62953	6.90048	64.43104	37.00438	9.56361	23.77262	31.44057	11.12385	6.52295	0.00000	1107.86952	12.68344
9.08179	39.92742	46.23899	10.05467	6.45627	59.46581	11.00452	8.07476	27.83396	-63.13414	10.96132	1.02909	19.16192	7.73093	8.48037	0.00000	1184.71103	10.70168
8.39294	49.46487	8.88649	8.68408	8.66505	54.25531	9.03104	7.51052	56.70879	2.59753	10.12753	3.44596	28.79248	9.18824	7.60450	0.00000	1124.50185	8.24619
9.65468	59.16888	48.25	8.75397	10.71577	74.20901	7.93619	7.29495	42.15636	16.4	6.73668	1.50022	23.08211	7.89288	8.00959	1.00000	1194.00533	9.92337
9.04268		34.61667	9.32338	8.77468	53.02116	6.62652	9.31914	53.13027	135.6	9.73796	2.00308	21.50450	8.47903	8.49364	0.00000	1099.70464	7.91346
6.94469	35.84891	10.13361	7.85011	11.34766	65.47033	8.98160	5.18675	26.05914	124.84472	12.62514	2.43269	14.25334	8.70355	6.66024	0.00000	1055.11653	7.50688
7.54160	61.40124	47.90771	9.76778	9.33464	60.50085	7.08007	7.44501	39.08970	106.88324	7.07128	4.72542	27.63004	9.40897	7.82377	1.00000	1122.15272	8.65486
9.35085	51.31129	39.22493	9.82258	10.50586	54.98066	6.32998	7.03870	60.91229	42.85693	12.00107	1.99227	4.29309	8.43502	6.34324	0.00000	1067.66425	5.57953
7.73792	47.12107	10.15031	9.02287	7.38356	27.44764	6.86110	7.87256	54.78969	-73.9614	7.31967	1.73278	5.82525	8.24208	7.52983	1.00000	1150.03032	8.92822
8.93942	50.97417	28.15112	7.96387	8.83917	52.58301	7.69185	6.98854	59.68649	-82.46148	10.36885	2.01566	18.01440	8.50771	7.00797	0.00000	1186.47020	9.75951
8.11584	46.23811	-36.9256	7.77066	7.59089	45.57950	5.63338	7.46745	34.47726	-73.02841	7.26850	0.76159	22.07084	7.36650	7.28323	1.00000	1168.85310	11.98266
	54.18537	36.24624	9.56345	4.63377	60.86655	10.40235	7.21505	41.93870	139.07204	9.03445	1.52207	14.30488	8.07754	6.28055	0.00000	1068.98550	14.68493
7.10395	60.59917	51.12794	7.42815	8.25164	70.28949	12.80385	8.55507	49.18761	4.21372	11.50534	2.82458	16.97330	8.94669	7.83939	1.00000	1056.78809	10.42514
8.30580	27.59040	-7.01833	8.23671	8.89294	71.36485	11.22733	7.06709	35.70543	107.60389	8.44080	2.56502	16.43541	8.70829	9.61532	1.00000	1171.14922	9.88017
10.64775	54.63287	40.98894	9.04475	10.43615	38.30016	8.22754	6.67657	37.14595	28.67582	13.31953	3.88238	21.02701	9.12965	6.51356	1.00000	1145.64133	7.45896
9.37153	55.30485	41.1053	8.75137	9.45273	29.27815	7.83823	7.37914	27.13273	-7.32097	11.73566	5.23187	18.77784	9.52056	8.01580	0.00000	1117.69100	
8.84025	39.95806	41.24264	8.75706	10.63545	58.13405	8.50514	5.23053	59.47739	16.50104	9.85803	1.54270	20.05964	8.32186	7.97354	0.00000	1050.84453	7.23430
9.78902	51.04877	36.27462	6.46624	7.61651	38.47653	6.88323	7.69543	54.95385	4.85668	7.72312	3.07567	26.48077	8.89370	6.33813	1.00000	1112.41032	10.32194
8.52631	61.49538	53.14657	9.60880	6.03020	46.82032	13.10605	8.67380	28.18796	140.72287	8.81101	7.81630	30.28073	9.96137	6.54518	0.00000	1143.83441	10.49984
10.86645	48.01221	-34.88422	7.22000	10.04097	39.50710	7.44595	9.35400	41.88007	150.60036	9.38099	5.09042	5.43874	9.55960	7.44582	0.00000	1162.05353	8.37286
8.75089	47.78695	38.58894	7.28886	11.27026	39.85750	8.17782	7.96506	39.26325	-89.99038	6.58617	3.82156	29.57327	9.15787	10.00812	1.00000	1148.58357	8.14373
9.31162	41.48167	36.46917	10.43378	6.26020	37.36423	11.00880	6.85998	44.44543	10.78222	7.29235	2.37754	3.02428	8.79767	6.20381	0.00000	1143.54593	10.30945
9.29726	53.46169	48.15659	9.43859	8.93749	59.48059	10.88198	7.60654	64.02839	28.28489	8.45023	5.68873	7.24060	9.61521	9.86931	1.00000	1096.34757	8.66199
9.73495	63.08929	10.10649	7.63164	9.72762	57.43106	11.29885	7.29482	45.18053	76.35484	9.11932	9.23731	11.90833	10.13608	9.91014	1.00000	1064.17283	10.75229
7.94844	62.09979	44.99012	7.76070	5.14238	44.78156	7.20831	9.42055	44.89152	-123.02621	7.31402	0.80119	5.77162	7.48417	5.17057	1.00000	1135.54865	10.04505
10.27405	50.10285	53.94313	10.48946	11.63059	54.99923	7.41655	5.74942	33.31047	10.30215	9.86311	14.50629	29.49241	10.63260	5.96258	0.00000	1126.48700	7.72541
8.93162	51.82504	25.67927	8.44355	5.25956	81.65958	11.08734	6.89786	56.28246	-80.31727	9.79295	1.52061	27.35712	8.28160	7.25503	0.00000	1112.35154	11.03558
7.94135	28.68454	43.61092	9.32072	10.15464	39.01627	9.86295	8.14899	56.36580	3.87723	6.15965	0.08904	8.84478	6.35459	10.73828	1.00000	1081.89381	9.89776
8.72610	29.47988	54.03876	10.69186	8.91236	62.80935	10.90445	8.87245	48.83543	43.91385	7.80928	2.45640	17.52598	8.69765	9.46652	1.00000	1164.68810	9.60911
8.80831	38.28264	31.39547	9.85615	7.73439	37.50994	8.48645	8.14093	15.03903	34.75699	9.60774	0.81543	35.44437	7.03950	7.72965	0.00000	1164.41807	8.40144
8.00948	62.04447	47.38093	7.82432	8.94645	24.60030	7.31411	8.33550	49.10559	-122.23484	8.61103	21.13312	11.06579	10.99273	8.61254	0.00000	1092.53456	7.76684
6.76271	54.84663	46.51872	7.46452	6.85146	43.18351	10.78504	7.62672	23.76900	86.00214	8.56260	39.60859	1.79236	11.63531	6.81657	0.00000	1170.28329	
7.80660	35.15189	64.5635	7.67101	5.99411	60.60805	4.93158	8.79786	45.40288	39.8302	7.61186	0.82856	26.27678	7.52963	4.76962	1.00000	1106.84225	12.41292
8.02750	55.90284	50.5107	9.16533	7.82594	60.06492	12.45950	7.23392	31.05516	18.30056	8.21047	2.34951	20.17014	8.67141	10.46512	1.00000	1076.63160	9.65762
7.64379	56.12265	17.06542	7.33787	11.00513	63.86587	10.01000	6.91650	56.47064	-96.72365	5.30596	6.07238	9.11991	9.72019	14.95832	1.00000	1180.90624	9.83196
8.87972	60.51576	44.22639	11.23110	9.11457	59.57562	6.25412	11.08506	52.45576	22.53083	11.38275	2.47315	10.80848	8.70525	6.29761	0.00000	1147.81612	8.20876
8.79098	46.24772	43.41949	7.73239	9.83164	43.40519	6.54519	6.88015	47.73236	77.0202	7.83109	4.43969	7.89062	9.34117	8.49700	0.00000	1127.31614	6.32159
9.30469	38.79652	-33.75881	9.32393	7.76053	31.61627	5.32515	8.36005	32.64295	150.99292	7.88599	1.85355	-0.88859	8.42034	4.15420	1.00000	1185.80969	11.59035
8.84909	29.06237	34.65918	9.55205	7.15362	63.10166	7.48667	8.76800	38.97029	109.22921	7.61969	8.92154	4.21734	10.09646	5.12141	1.00000	1167.48555	7.59439
7.52550	41.88825	44.92801	8.25191	10.73488	55.27966	9.85698	9.38528	59.19432	4.8951	7.89979	4.77219	24.46046	9.40486	10.14836	1.00000	1194.38737	10.14401
9.06121	42.31099	37.65181	9.14895	9.42360	37.59554	10.90502	6.21822	44.89707	120.33063	7.66651	4.09983	24.73472	9.31491	10.03477	1.00000	1168.46116	10.84827
8.14404	31.42337	22.37066	8.50184	7.55885	54.17735	5.44566	10.25788	48.29484	114.10479	9.47029	7.55875	22.80925	9.96991	9.73362	0.00000	1146.62277	5.70574
9.34376	43.64919	37.31309	9.93826	9.41693	36.48993	10.67119	7.36376	42.07489	40.74357	8.15819	2.47915	23.80907	8.60723	8.77846	1.00000	1163.59412	10.36285
8.49777	40.34665	-10.91111	8.69662	5.93799	46.11532	7.60745	8.38652	16.82676	-37.07167	11.86676	4.10791	21.72766	9.27243	7.98650	0.00000	1069.36500	10.02058
9.37739	54.36078	40.85158	10.60666	10.66810	52.26068	9.89242	8.91597	53.63615	122.74754	8.32076	2.07761	18.08921	8.58122	9.90276	1.00000	1167.05450	10.56093
8.45401	46.75233	-26.93366	9.56006	8.72377	18.01091	10.82434	7.10999	70.32518	29.24152	7.15406	3.53613	4.69997	9.11776	9.25427	1.00000	1134.73365	9.83889
8.26081	64.61642	44.98901	9.45552	6.72461	63.32490	7.52638	6.67456	44.84750	38.94324	7.90199	1.34795	18.11247	7.78067	8.47695	1.00000	1196.16166	11.83680
7.55575	45.08920	37.16911	9.29809	6.26908	26.34125	6.38048	8.64046	64.85716	10.03478	7.12495	1.23126	16.98910	7.79118	6.83813	1.00000	1064.18240	9.11763
9.24962	53.42313	39.32288	10.04961	9.09422	52.34123	8.96923	5.97728	26.37941	-76.72803	7.79424	1.48887	17.78975	8.36201	8.70402	1.00000	1071.28881	11.14117
7.90346	58.87349	46.75451	8.80870	7.78711	64.09867	10.97918	8.01210	57.57399	33.34864	9.05688	2.74055	30.13535	8.80374	6.91052	0.00000	1105.42589	7.29397
8.09873	50.32950	14.46693	7.72326	11.26426	25.77584	8.92280	6.89796	68.62071	75.92694	11.48418	2.48767	3.09818	8.86114	6.34572	0.00000	1154.90568	9.01466
8.20707	56.57077	36.76775	8.23514	9.80971	45.87099	6.27729	8.16762	46.58335	2.95924	9.69574	2.12180	20.94439	8.61370	7.76647	0.00000	1096.07082	6.19716
7.26630	66.10556	38.37255	8.43998	10.46061	56.91399	7.47172	8.70950	43.59895	34.02537	10.64298	3.32544	23.94802	9.16729	6.42749	0.00000	1162.38546	8.46964
8.96912	42.29522	-10.95817	8.45137	7.52502	45.12139	8.33758	6.45667	59.39289	-38.79084	7.31487	5.30949	3.24485	9.56697	9.71967	1.00000	1125.72014	10.82741
8.17424	44.73301	53.0233	9.43116	8.01467	55.52279	6.09951	7.70141	57.28198	-1.48119	7.10088	5.51979	12.90136	9.62438	6.92315	1.00000	1175.98467	11.59342
8.81206	49.81339	51.955	7.94392	8.30116	31.42048	11.28979	6.12346	36.79084	5.22778	7.05220	1.07902	5.63147	7.85846	9.82060	1.00000	1060.71441	9.66835
7.22028	39.22651	39.96097	8.56518	7.66957	61.75665	13.85076	7.42586	56.46769	-75.60804	8.98785	3.23200	15.58809	8.97808	6.98355	0.00000	1130.09421	8.64466
8.17180	44.02555	53.53395	8.29091	8.31114	72.00083	8.05281	7.27810	46.07509	33.72798	7.77058	6.75988	12.08987	9.86965	7.26464	1.00000	1114.75628	8.12012
9.18729	52.35535	43.31667	8.22748	9.82352	52.13956	10.52950	6.37728	43.74720	-2.68333	8.16876	3.93372	17.59409	9.28021	10.65125	1.00000	1099.17542	9.58885
8.16392	32.03117	23.15678	9.62621	8.07449	38.07798	6.83909	8.43926	40.77809	-81.24441	7.07279	0.98750	31.66855	7.30447	6.82102	1.00000	1127.48753	6.85391
9.51388	27.24106	43.11667	7.44500	9.13006	51.53615	6.86169	8.79493	55.95687	1.6	9.54986	0.44824	26.41779	6.77327	8.43080	0.00000	1107.09576	5.91357
9.78723	52.85510	60.02427	8.65887	7.56108	37.15884	8.35089	7.08162	50.82851	30.28491	7.60178	2.38879	36.80339	8.54412	7.95234	1.00000	1079.86646	10.89410
9.12615	38.79254	51.03427	9.44764	8.77912	55.01340	7.28694	8.36802	66.56649	5.37429	7.06300	2.03861	3.77328	8.69555	6.74592	1.00000	1081.17696	6.34260
9.53699	37.24352	6.95194	9.34436	11.23705	57.09618	8.38222	5.56230	44.11113	121.96361	11.15031	3.18251	16.60800	9.08552	6.67613	0.00000	1185.20139	7.57682
6.61436	42.27880	43.11667	8.09081	7.93411	26.62925	10.37621	8.00653	33.35084	1.6	11.01283	2.23946	5.10545	8.62092	8.17818	0.00000	1063.63341	10.35098
7.67935	58.58622	33.92946	7.64501	7.64855	51.53819	9.31948	6.17814	40.39511	-116.97725	8.07226	2.48535	22.70650	8.76858	7.16746	0.00000	1082.48045	8.84166
9.03052	62.44832	47.30997	8.23178	9.16855	56.42255	7.17861	6.77629	51.40926	8.52462	6.99149	3.70699	17.84631	9.18422	9.53668	1.00000	1067.30376	8.31694
9.10180	62.67552	40.64621	10.13532	9.78377	56.13154	10.30345	7.67980	55.11584	-73.97069	8.82821	12.61135	6.10237	10.48502	9.19279	1.00000	1140.63569	9.79451
8.58975	47.83722	42.30865	8.64380	9.87979	35.67399	9.58846	3.95784	29.67337	-83.48216	6.71431	9.82017	14.82567	10.25129	9.61970	1.00000	1091.54752	10.07924
9.93770	54.84735	27.09978	6.77542	8.95903	50.55020	7.38062	5.74564	37.71095	-82.45426		3.16187	10.19667	8.85894	11.76969	1.00000	1125.09813	9.75631
8.84177	37.05298	47.83333	9.57808	8.36870	51.20279	10.98836	8.70376	52.83353	59.6	11.64298	1.59470	20.10165	8.19765	9.14168	0.00000	1056.24405	9.31704
8.42605	53.99661	0.49113	9.51756	7.66243	40.11932	7.91567	7.78687	49.36200	29.47306	7.19534	5.75461	11.54575	9.67240	7.27047	1.00000	1118.19197	10.28920
8.49024	39.39851	55.63711	7.84579	6.06688	60.46966	7.23860	8.22771	59.73037	37.38115	7.38472	2.36796	19.21836	8.83622	7.11420	1.00000	1092.30586	8.71117
9.51583	64.00488	15.5439	7.87865	9.19696	44.84621	8.63437	8.63732	57.17399	73.7553	8.56407	3.00845	19.63303	9.10077	8.60275	0.00000	1090.66619	9.66037
8.85079	72.69944	29.38242	6.66741	7.09115	32.81445	6.75149		72.00753	70.91106	10.27380	2.89130	-3.43046	8.90479	7.91929	0.00000	1120.31046	10.92270
7.93792	29.49248	50.23271	8.91947	8.07571	36.13269	7.73453	6.44470	73.80188	12.87117	7.40443	1.44875	11.20818	8.00393	9.23429	1.00000	1179.92189	11.49177
8.77380	47.66233	46.08333	8.89060	7.97146	47.10235	7.18087	8.12609	30.55700	122.08333	7.30854	8.17603	10.38344	10.02999	5.19445	1.00000	1170.66565	13.70453
8.59064	53.12166	34.25	7.83067	7.43429	34.17048	6.20844	10.48808	67.43207	135.31667	9.56741	3.73858	2.74143	9.26960	8.97655	0.00000	1051.04735	6.95379
9.33428	28.46057	42.97086	6.17308	7.06890	70.88357	7.29218	7.76958	47.98887	-82.42491	7.67499	6.09260	20.67744	9.73965	6.71016	1.00000	1075.39273	10.66956
9.16931	53.31662	11.15583	6.66412	7.29560	59.99116	5.80571	8.30356	78.84905	42.7125	7.21983	0.24078	15.11369	6.23328	6.72131	1.00000	1173.49307	8.91562
8.55778	58.66195	33.72255	10.20278	9.71076	48.19642	5.00561	8.87579	45.31866	-116.37697	9.50836	2.38916	30.73646	8.68014	7.14692	0.00000	1098.23033	5.95421
7.84358	42.34734	9.3337	8.86361	12.38125	57.99605	8.39847	5.11965	43.41292	122.8637	9.47561	2.94972	20.42391	8.94870	5.84204	0.00000	1100.34815	7.76595
6.71839	60.77789	13.48082	7.68804	4.69602	56.60584	6.78450	8.62999	48.47824	-86.58208	7.73386	8.82430	0.68436	10.13933	6.23945	1.00000	1092.69777	8.65819
9.88320	36.02286	33.08014	8.63292	6.63187	68.52095	10.91287	8.37534	49.95314	-83.2321	10.12029	0.85776	11.78323	7.46843	7.20930	0.00000	1167.45180	12.25361
8.68940	52.83278	-4.06667	10.17359	7.37675	76.54256	7.87046	8.73241	64.53306	37.73333	7.93081	1.00787	18.85614	7.90094	4.89358	1.00000	1110.68371	5.90495
10.17493	22.17951	56.9083	8.79308	9.37290	80.93221	11.19569	7.65945	65.61623	60.8019	7.74815	3.25098	30.62204	9.02270	9.85932	1.00000	1157.62607	11.34224
8.47823	35.50739	36.92574	8.93291	8.26438	72.67576	6.04426	7.20253	57.71594	14.72443	6.71659	2.27753	10.33489	8.60932	9.06745	1.00000	1105.78656	10.59942
9.14720	45.76568	43.82634	7.15170	9.87253	38.73468	11.43561	7.55677	80.56155	144.09638	10.05362	4.31529	15.81825	9.29651	9.40336	1.00000	1186.47624	11.44027
7.93696	44.87997	-0.35817	10.17026	8.65941	55.84590	8.19072	7.52457	52.97768	42.54536	7.58605	4.24477	2.86216	9.33968	7.02677	1.00000	1092.61971	9.04471
8.62262	56.91555	43.78956	10.19885	5.20950	54.48682	6.74101	8.12319	52.58724	7.60872	7.83490	1.04882	10.96338	7.43337	5.94936	1.00000	1149.60763	12.54037
9.60714	35.19961	65.93381	6.85033	9.61581	61.50278	10.39870	8.80438	72.62460	111.4834	9.97958	1.41674	17.01932	8.09303	7.28581	0.00000	1188.10483	7.55710
9.97749	49.20293	55.8736	6.45400	6.47915	52.94107	7.55827	8.38250	33.13397	85.4265	9.87725	5.36492	-0.60761	9.59944	8.21227	0.00000	1109.31013	10.98458
9.52646	41.84603	40.57788	8.28914	9.17731	52.05898	9.64287	6.71716	33.58216	-73.95958	7.85188	3.65277	8.86064	9.11900	7.25426	1.00000	1135.11695	10.80656
9.41297	59.88746	33.50921	9.25934	6.36588	49.85884	8.13972	8.63902	38.79434	-111.89903	10.07038	4.02506	28.34692	9.30793	8.54264	0.00000	1080.06041	8.92783
9.01221	66.58791	17.06542	9.92918	4.22418	74.99071	7.26539	7.94347	38.73383	-96.72365	8.04558	1.77097	27.69071	8.46395	6.62245	1.00000	1103.49356	11.25307
9.64062	35.28879	25.92493	8.41871	8.26720	58.16967	11.39533	9.55199	51.86612	73.66633	6.99404	21.77500	17.43780	11.02388	9.46380	1.00000	1179.85029	9.68421
9.11971	31.22678	47.05	7.39758	11.74759	81.17252	8.26468	8.84613	40.99246	15.46667	5.47533	0.90927	13.93261	7.29743	12.58273	1.00000	1115.04469	8.92301
9.41187	49.89430	27.76056	9.14024	7.85160	56.12711	4.88924	8.13736	71.29611	-15.58602	7.92711	1.35613	3.69596	7.68565	9.35767	0.00000	1063.11119	4.32726
7.55689	45.86117	-21.42917	9.53698	5.83640	48.41417	6.84370	8.92484	40.62228	-45.94722	7.19830	8.38214	9.61710	10.05362	6.12906	1.00000	1109.26988	8.75642
10.43171	45.31796	25.75728	8.38016	9.31068	49.38557	6.49920	9.04293	39.87646	75.37991	11.56025	3.82044	16.50094	9.27803	7.48400	0.00000	1160.52073	6.73031
8.08067	32.10683	49.07866	10.23358	6.82102	37.84213	11.75960	7.79042	32.11437	30.96755	10.87038	32.87948	15.61015	11.44954	8.06623	0.00000	1095.45604	11.37205
9.71984	55.63955	53.63333	9.28525	8.13005	39.91426	8.42124	6.98497	32.13387	9.85	7.35625	2.18954	16.08768	8.45109	8.62187	1.00000	1092.66208	9.25016
8.67797	53.14085	34.75856	9.90104	8.68979	64.21126	8.41250	7.56448	57.76644	136.13108	11.03393	3.66934	24.30932	9.16663	9.56134	0.00000	1186.43321	7.06405
8.53086	58.87689	42	7.78124	8.12292	39.38345	6.65846	8.12854	72.64341	21.32778	7.49375	5.42192	17.00820	9.57156	5.21650	1.00000	1197.88931	11.62659
9.08117	51.66675	21.28306	9.21160	9.25466	40.04024	10.21688	6.43588	54.82756	-89.66123	7.30815	1.04799	2.47153	7.66171	9.23782	1.00000	1133.13290	10.15956
