CFCs	latitude	TEMP	NOx	H2CO	NH3	C2H3NO5	PM10	CO	PRES	PAHs	warning	O3	longitude	Pb	CH4	PM2.5	SO2
69.67729	53.93361	-3.11223	12.69309	54.33969	6.21923	1.19681	7.48981	7.92533	1177.81396	7.67812	0.00000	8.42947	37.92792	52.51394	7.97413	10.40614	6.39376
45.90483	56.11281	16.23460	7.37738	42.93118	7.12303	2.90486	8.36657	11.18755	1105.12364	9.07183	1.00000	7.69230	69.49015	55.75023		6.56622	7.09074
59.35347	-4.42472	-0.18261	8.46618	29.00877	6.84551	0.89127	5.97563	9.73716	1071.77059	6.63862	1.00000	7.60925	-41.45861	47.99743	6.75285	8.42785	8.32855
24.28056	8.62261	0.03890	7.64682	39.06835	7.36133	0.53616	4.89733	10.71352	1123.11239	8.99423	1.00000	7.81266	-70.20749	43.97777	6.47138	9.78822	7.82221
32.17880	11.93381	3.20556	9.27499	46.29576	5.47491	1.24109	7.02428	8.61961	1078.26382	6.28528	0.00000	8.27545	79.82979	73.87803	8.29135	10.35239	7.14337
40.00901	38.55632	-3.20077	9.28885	52.28241	7.48249	1.28803	6.75057	10.02605	1114.71270	5.69764	1.00000	6.15407	69.01354	66.67760	5.55397	10.22587	8.21944
42.62052	43.4125	25.58293	6.84500	54.95066	7.81448	0.66516	5.63448	7.47620	1146.88252	9.67123	1.00000	8.81213	23.225	51.63567	7.64254	7.16899	6.05927
48.11383	25.75728	31.99422	9.11284	57.03448	5.99998	3.62393	8.82906	7.83991	1091.08467	7.10171	0.00000	7.24417	75.37991	46.74424	8.27877	12.54429	5.89293
71.56565	47.56494	14.26910	3.87906	26.48929	6.45119	2.51907	8.36369	7.72487	1060.45253	7.47665	1.00000	7.64326	31.33078	56.95912	7.11082	7.65443	6.55867
37.32245	47.4943	11.12548	10.25581	24.79962	6.29979	1.06873	7.11217	9.14251	1183.30405	7.00032	0.00000	7.57316	-122.24092	39.95404	8.29696	11.66559	8.61606
45.11028	51.62907	21.13496	7.68477	41.12292	5.75842	1.83818	7.78417	10.94476	1143.04542	8.74958	1.00000	6.49152	-0.74934	56.25081	8.42510	10.55962	5.98958
59.71298	25.92127	1.23067	8.78905	44.62222	7.10502	0.91026	5.06187	5.77792	1089.24648	6.88056	0.00000	7.66307	86.79271	35.14171	9.32796	9.19396	9.02304
44.73899	42.8139	28.90909	7.25940	27.30189	7.39348	0.81750	4.66632	10.63289	1069.21023	7.30297	0.00000	7.87914	-1.64295	49.53687	10.62054	6.66776	7.80210
55.06305	51.67822	12.75583	10.77848	31.07694	3.82505	3.90231	8.87900	8.52328	1151.13156	8.83678	0.00000	8.33151	33.9162	72.12915	5.20791	6.36331	6.48256
35.59726	-20.87306	11.68509	8.78762	32.70852	6.55199	1.00172	5.65678	8.93518	1055.11781	8.18582	1.00000	9.07336	-48.29694	56.96262	5.02662	10.07243	7.90801
40.47160	48.8765	25.91605	4.92354	40.83733	4.87924	0.85975	5.36802	8.63347	1088.32228	6.53605	1.00000	10.68842	2.18967	43.30624	11.84563	6.07955	
52.11185	12.35275	21.30547	6.86131	53.18083	3.90454	0.68115	2.73339	8.65081	1127.65104	9.08290	1.00000	7.27125	121.06761	46.04826	9.23689	6.04486	7.85471
26.98722	50.88506	22.37925	8.11700	40.02657	5.68480	0.69420	5.66040	10.08947	1169.53093	8.05227	0.00000	9.08420	4.07601	68.19320	9.11458	10.34520	6.13146
59.09333	5.6561	20.18902	9.30106	48.01486	6.90489	0.82712	5.32125	8.56179	1074.74491	7.68649	1.00000	7.38222	-75.87877	39.22892	4.96488	8.39816	7.54489
90.11436	6.33444	11.35432	8.70542	39.68279	6.04525	0.81078	6.66120	9.15107	1080.53287	8.65984	1.00000	7.20490	124.95278	92.32754	7.12310	9.77854	9.16192
32.80226	51.84819	11.03826	8.39924	40.80498	5.37444	4.33694	9.05633	5.56077	1177.04822	6.21722	0.00000	8.90966	1.26738	24.10378	9.87273	9.19646	9.62018
50.50861	37.1759	17.90446	8.47850	53.43206	3.55987	1.88933	7.45042	8.61710	1132.54925	6.61340	0.00000	6.27163	128.9889	72.68743	9.85281	10.57705	6.23304
36.52039	51.35084	15.28883	8.22873	35.88403	6.95642	2.17096	8.10230	11.29649	1132.24003	7.84506	1.00000	7.79043	-1.99421	53.77376	7.35109	10.68409	9.03393
60.71057	-31.95224	-1.32221	7.12292	43.54207	6.46753	7.87282	9.73219	4.18409	1101.97426	7.56033	0.00000	8.95274	115.8614	50.33545	13.04402	11.36219	9.19001
47.38215	40.82232	10.11064	8.78764	42.68564	7.53686	0.90292	4.80825	6.24945	1188.09971	7.41829	0.00000	8.17169	-74.15987	52.25081	8.73257	8.85199	8.51121
32.17110	49.97704	12.64074	10.65257	71.66722	6.74640	0.72852	4.18617	7.11956	1176.25270	8.95072	1.00000	7.87104	9.15214	89.79178	4.17930	8.92048	7.35160
66.50859	48.35149	6.69754	8.34696	36.89443	6.19719	1.43867	6.37434	4.94121	1173.13703	8.78444	0.00000	8.01583	8.96317	37.14158	10.61141	9.56054	7.61799
50.17807	40.57788	7.80892	5.98313	48.20103	7.66219	14.68475	10.40006	9.22150	1066.64621	6.87786	1.00000	10.08965	-73.95958	69.55801	9.25150	6.89379	9.31718
54.94425	53.16167	4.83693	4.20167	54.92103	6.60075	6.15130	9.47132	9.83577	1150.93768	7.98601		7.05262	6.76111	42.37879	10.34248	6.78503	6.81139
45.76304	44.31771	27.54049	10.65091	63.40464	5.58050	1.39917	7.22896	7.65111	1080.67912	7.03427	1.00000	7.72028	9.32241	57.46247	7.14552	7.53901	7.73354
70.08949	35	11.91792	7.32177	37.48905	6.92211	0.78161	5.40792	3.09553	1078.05137	7.39073	0.00000	7.39470	136.51667	64.81413	11.02040	10.05030	8.35631
65.56088	39.96348	14.92741	11.04582	51.25053	5.76582	0.92291	4.93227	9.43134	1083.90424	9.94363	0.00000	9.16685	-4.83076	66.97506	11.02794	8.40727	8.01580
75.33405	40.42386	8.02837	10.89773	27.68724	4.90439	0.63240	3.62793	10.44145	1130.54930	7.86634	0.00000	6.52449	-3.53261	61.50677	12.10802	7.37641	7.57174
72.00530	38.72706	2.42313	9.38851	55.28695	6.41597	1.30149	7.30451	8.93840	1086.04536	8.85647	0.00000	7.33135	-9.24671	60.25915	8.68211	10.68096	6.43997
58.38696	37.73604	13.13008	5.89192	41.37075	5.45458	0.82482	6.88696	8.64651	1187.69164	10.33027	1.00000	5.17348	-120.93549	67.15124	9.26491	6.57805	7.55037
61.71832	44.92934	4.53280	9.47712	54.59059	6.85126	0.76656	5.81965	6.82922	1062.80141	7.10938	1.00000	6.93900	37.99117	41.16925	5.50460	7.61800	7.83727
57.68279	54.39304	12.66813	9.21968	46.14383	6.10382	1.65771	7.84590	9.21020	1148.98042	8.66754	1.00000	7.42698	53.26023	58.24189	7.61352	9.34368	8.76926
42.34947	39.96348	24.20123	7.54044	57.01338	5.28488	0.76132	4.05645	9.59192	1065.87515	7.00775	1.00000	6.55303	-4.83076	60.33540	8.49362	6.24883	9.18798
55.91161	44.92801	11.00118	9.64697	54.76265	6.77498	0.39606	6.71011	8.95762	1134.15247	9.52688	1.00000	8.16599	4.8951	48.40425	5.56780	10.06042	8.03715
48.39767	6.15038	21.66387	8.28207	37.88766	6.45200	0.97375	5.92759	9.93037	1066.37455	8.15568	1.00000	9.78405	6.83042	31.65704	7.16182	9.82882	8.03171
60.01101	-27.76952	2.21032	9.53446	47.10088	6.53970	0.60219	5.35780	8.41707	1108.66119	7.78850	1.00000	8.15197	30.79165	57.62071	8.00659	7.43251	7.99301
52.61977	-19.7625	25.42520	6.09643	49.30608	7.98389	1.07083	6.85557	7.34955	1191.09396	7.97105	1.00000	8.86657	-44.31389	48.38711	10.93168	6.67946	7.76047
48.83429	29.65163	17.02269	10.37320	44.06844	4.35049	0.94422	5.32454	9.57270	1198.54856	8.43376	0.00000	10.86928	-82.32483	51.87395	10.32691	8.41128	8.32247
82.14699	51.78771	4.08284	12.47266	44.13543	5.17208	0.94871	4.35516	9.71085	1168.36907	8.03959	0.00000	6.65615	56.36091	37.15786	11.08437	7.49255	7.80569
25.49087	51.78771	18.54494	9.09921	38.05844	6.27152	1.00598	5.84512	9.85199	1172.60851	7.53571	1.00000	7.61096	56.36091	51.42786	7.91543	6.26369	10.10139
45.31445	37.73604	13.92311	10.23495	57.08699	7.79342	1.00406	3.40736	7.85265	1062.44144	7.68153	0.00000	7.10165	-120.93549	88.42230	7.98581	8.83330	7.20355
57.41744	36.08497	-0.21933	11.97345	49.84078	6.31306	1.52372	7.49478	8.09867	1154.47438	8.29080	0.00000	8.00652	9.37082	44.15287	7.18870	8.32563	8.51917
66.82789	32.52515	15.16880	7.96119	40.66733	5.44363	0.57974	5.27841	9.62959	1153.63383	7.67599	1.00000	7.51969	-93.75018	46.80778	8.72898	7.81061	7.99076
60.32328	25.92493	24.07340	8.76503	56.45484	6.18162	0.75003	5.96288	9.03829	1071.17912	6.90177	1.00000	8.79898	73.66633	33.57681	7.48331	7.96992	8.21281
60.15658	55.25	38.61183	9.06894	42.60881	6.63435	0.79539	4.45928	10.75369	1103.09865	8.68214	0.00000	9.66512	24.75	47.76053	10.40890	9.29037	8.50072
47.86274	39.96097	27.60872	8.45313	71.82696	5.84191	0.99401	5.95878	8.81620	1172.63754	6.87020	1.00000	7.80363	-75.60804	55.17649	8.02446	8.37342	10.34190
52.66617	44.75874	5.64962	8.05788	37.08615	8.84670	1.79919	7.89839	9.61474	1054.77770	8.82930	1.00000	6.91706	19.21437	79.95780	10.34771	6.34704	9.32822
52.90304	-8.76194	0.75163	9.64215	48.44421	6.13205	2.80876	8.51471	8.32203	1085.69041	8.35074	0.00000	8.14992	-63.90389	55.62078	8.17481	8.43107	8.41647
47.21146	50.09019	11.50858	6.87205	45.92252	7.75644	1.39447	7.61584	12.56536	1058.78628	6.99799	1.00000	5.50459	8.4493	53.75767	8.15439	10.53134	6.87080
48.04391	34.25	8.48821	9.39596	47.50679	6.22982	0.42102	6.21930	6.72589	1185.28132	9.11465	0.00000	7.43447	135.31667	55.09451	8.82454	8.71851	8.82764
24.74341	52.31333	5.09261	9.63480	40.72047	7.58431	1.06298	4.45208	6.85487	1081.67973	6.70823	0.00000	7.75487	6.92917	55.18325	8.83799	9.44181	6.56391
51.18516	45.16024	13.54344	8.69817	50.28149	6.98854	0.89457	4.69647	6.15896	1072.64469	7.64407	0.00000	9.05921	-93.08883	52.19901	7.00184	7.44079	7.58791
51.07173	18.18158	7.80446	10.63431	34.18713	5.86224	1.17942	6.57123	8.00496	1196.15869	6.11816	1.00000	8.11549	76.03889	58.20137	5.40595	10.58084	7.65106
19.52280	49.28669	1.80213	6.06341	47.45198	7.46658	1.31859	6.81766	7.88740	1080.64650	8.48323	1.00000	6.44514	1.00288	30.24040	8.93733	6.95247	7.17147
60.76915	-28.44917	24.71344	9.40153	18.42780	6.53721	1.08173	6.47777	8.12039	1125.03332	7.59534	1.00000	7.66110	-52.2	64.68785	6.73331	8.40780	7.26253
26.95621	50.09019	23.39120	7.57650	56.32029	8.23164	0.64717	5.50888	10.98118	1187.28220	8.69434	1.00000	7.17867	8.4493	44.11410	6.45741	9.01459	7.11199
55.00430	29.69221	10.91858	10.51442	63.74626	5.10412	0.80554	6.00290	9.35753	1166.30444	8.13635	0.00000	6.99218	72.54566	55.58963	10.31230	8.79726	9.09567
59.07897	33.92946	3.52463	8.14437	62.89393	6.51021	1.10752	5.32237	9.98454	1063.26993	10.86390	0.00000	8.41947	-116.97725	67.08984	10.48452	6.93410	7.56763
51.08056	-6.8048	4.92885	7.60930	34.41265	6.91889	0.93824	6.33373	8.98431	1100.41250	7.42565	1.00000	7.31044	110.8405	29.18876	8.23877	6.65098	8.31293
60.62228	29.22254	22.46065	8.84706	61.72778	5.84699	0.97285	6.93306	9.42788	1075.07471	7.28742	1.00000	7.85868	79.5286	62.52507	10.09229	6.47472	8.38136
45.67578	8.79577	12.19929	8.41382	40.16674	7.53906	1.05720	5.31382	9.31286	1177.03781	7.22906	1.00000	7.25411	-75.69947	22.46932	5.30196	9.05090	9.92511
63.10203	33.76446	12.33616	10.13222	44.23473	7.11395	0.86059	6.43613	8.95732	1114.73408	7.55309	1.00000	7.44460	-117.79394	46.16219	5.05316	9.44310	8.51736
53.48028	50.80019	13.69828	6.04901	40.35573	5.75977	0.97917	5.47640	8.12953	1081.74955	8.41529	1.00000	6.87189	7.20769	43.21841	9.23399	6.61098	8.49426
53.59558	8.35122	28.94344	6.60710	37.68080	5.80967	5.64010	9.43373	4.19162	1057.68057	7.76972	0.00000	7.15187	-62.64102	60.26637	10.53821	8.77982	10.68747
33.23458	-20.25333	15.11442	7.18642	52.22000	7.56418	0.61619	5.06634	10.70738	1145.77547	9.47900	0.00000	6.96444	-43.80139	60.44619	10.57786	8.47199	8.94614
51.36814	37.1759	19.19772	9.17432	41.93246	7.10429	1.04872	6.80495	9.69134	1139.73435	7.10794	1.00000	9.06777	128.9889	31.92670	6.55698	6.72593	7.14186
58.11907	48.8765	11.04862	6.11953	15.28102	7.76470	1.20112	6.47245	9.69405	1196.37475	7.17941	1.00000	7.85840	2.18967	65.78112	8.65459	6.88922	6.99158
51.05888	-5.41667	-1.78426	12.95709	43.25725	5.19352	1.47746	7.19238	10.74914	1161.20486	8.14915	0.00000	8.10524	38.01667	53.73223	6.31337	8.58703	9.01532
53.79343	42.819	9.44122	5.74453	43.80146	6.13626	1.60519	7.55398	10.21801	1120.39244	6.60381	1.00000	7.21316	47.1192	20.89214	11.67362	6.04762	7.66532
44.84970	48.35149	12.70399	10.20483	29.85420	6.24861	0.59620	4.83101	9.71472	1090.29449	7.81751	0.00000	8.44768	8.96317	72.98087	9.45669	8.42973	7.61396
47.66026	42.7392	24.34520	10.51724	53.34162	5.33096	1.07231	6.66485	7.67263	1178.01332	7.91296	0.00000	7.89188	-84.62081	29.58529	7.01848	7.96796	8.80237
28.45563	41.48199	11.25041	10.20703	41.80110	7.28737	1.53431	7.36665	8.40744	1181.25080	6.48304	0.00000	6.72699	-81.79819	35.19152	8.16840	8.42492	9.29167
63.88945	38.96372	1.02168	6.37655	45.57584	8.32912	4.41951	9.12748	8.27444	1050.28679	7.61318	0.00000	7.96974	-76.99081	58.96076	7.49594	9.97053	7.56283
38.79768	48.79325	1.41255	9.99157	54.68757	6.65207	1.87968	7.59437	9.35320	1163.71588	8.78495	1.00000	9.42196	2.29275	45.09919	6.83099	9.55308	8.72317
54.12700	55.54028	18.74641	7.88846	31.46149	7.23826	0.97456	6.16655	9.28406	1159.15468	7.13440	1.00000	7.76722	89.20083	42.07192	5.37833	9.83930	6.14468
49.10755	51.26	22.94148	11.37976	40.04939	6.39897	0.86817	3.98502	5.66343	1097.44652	7.19430	1.00000	8.89717	-2.1875	79.95501	5.49217	5.53999	7.94905
52.43045	-5.41667	15.54629	10.24987	39.92677	7.44819	0.74275	4.24672	6.60467	1061.58508	4.74076	0.00000	7.45037	38.01667	41.62281	9.62388	10.56626	6.40080
52.10470	48.8449	0.63084	9.38253	73.56426	6.35408	0.67595	6.66431	8.97578	1129.52844	8.29340	0.00000	8.62689	17.22635	33.49377	9.31120	8.10177	6.60909
68.86952	-24.19436	17.81375	9.73612	71.37372	4.20900	19.34042	10.69617	6.23645	1072.02599	7.00285	0.00000	6.98614	29.00974	68.12678	5.60447	11.86583	8.01245
55.56792	38.96372	8.42645	7.99338	39.99248	5.82128	0.66860	5.74308	9.66343	1106.49801	8.60159	0.00000	8.22904	-76.99081	64.59404	10.12085	8.36277	6.85325
58.99290	41.27194	21.09310	10.25847	26.48709	6.79649	2.96230	8.53632	8.16870	1077.15071	7.39507	0.00000	7.67179	123.17306	57.26497	7.80732	10.02779	9.41229
48.60956	56.11281	26.91050	8.02068	34.31869	7.53041	1.88126	7.81153	8.78327	1052.95452	6.15057	0.00000	8.32018	69.49015	47.83111	7.88517	10.19056	7.19020
59.28131	41.55947	6.74280	8.49621	64.46358	5.42433	1.55846	7.12062	9.02364	1156.72690	8.64753	0.00000	7.48504	14.66737	54.06936	9.49453	9.25277	7.17860
72.87560	47.30997	5.56530	10.34489	42.40408	6.79362	1.95516	8.03176	9.02757	1078.69100	7.98161	1.00000	6.96962	8.52462	46.35624	4.20597	11.84654	8.37456
55.31339	52.71083	5.31458	10.32783	52.79801	6.02794	2.02759	7.99766	9.00472	1189.51125	8.17197	1.00000	7.87726	5.74861	45.59562	9.35636	7.96682	7.81709
30.45375	40.67705	15.28624	10.78555	58.08410	6.69695	0.74161	6.57514	7.51373	1196.43200	6.47707	1.00000	7.18130	-73.89125	93.61971	7.02526	6.42483	8.07658
58.45669	41.91738	15.96921	7.52417	51.98640	7.18130	1.02139	5.03431	10.54765	1189.15227	6.13059	1.00000	8.22188	3.1631	50.02081	10.18950	8.08952	7.09716
46.14700	58.23583	-0.79377	6.70417	50.49202	5.80141	0.91211	5.37706	9.44254	1134.77232	8.47535	1.00000	6.87459	92.48278	47.46684	9.67504	6.28512	8.65919
56.51318	9.535	12.32699	9.16089	35.82821	5.51355	4.37988	9.01713	6.76207	1105.05240	9.25040	0.00000	8.74633	-13.68778	57.48388	8.23798	8.62163	8.01959
72.43126	41.63976	24.66195	10.08043	46.54535	8.28235	1.00893	5.50459	9.94060	1092.26218	10.23710	0.00000	8.24881	2.35739	26.54995	9.44993	9.76783	7.11019
27.70172	48.8765	21.63431	8.48737	66.37005	6.19000	0.81025	5.16846	8.70155	1119.75216	9.43497	1.00000	7.37791	2.18967	66.81853	7.89257	7.49009	7.39910
34.19578	13.44581	24.34988	10.42344	47.14943	5.78939	1.38384	7.52860	9.16292	1083.04655	8.31042	0.00000	9.09561	101.18445	45.90153	5.62615	6.87929	6.64670
47.54832	37.31309	20.99103	8.95373	46.20741	5.74506	2.40758	8.38215	8.29439	1183.81886	9.01030	0.00000	8.48843	40.74357	66.02859	5.81975	10.45790	6.56874
40.84844	23.9028	21.69213	6.51370	50.68125	6.19154	1.14716	7.12711	9.27551	1134.18667	9.71920	1.00000	8.45504	89.11943	52.23204	8.95438	6.59634	7.61950
43.63606	53.5942	30.12884	8.43586	39.28118	7.72965	0.94365	5.78839	10.27000	1185.93487	7.52579	0.00000	7.98534	25.8191	45.27915	9.43757	10.59593	6.08483
42.47154	50.56149	16.03969	9.03536	50.74639	6.38089	1.26404	7.41495	7.20046	1153.96568	6.46002	0.00000	8.06803	4.69889	27.20063	8.42255	8.36567	7.27292
39.74036	38.72706	16.65640	11.86627	54.20473	5.30340	0.67026	5.83080	8.00004	1150.82112	7.78113	0.00000	7.45721	-9.24671	55.56043	7.27729	9.18946	7.46714
42.16735	45.53929	16.23757	6.35420	36.05886	7.22961	1.35101	7.08199	8.27731	1191.12753	9.14565	1.00000	7.39312	-122.38731	48.46023	9.57342	6.72172	8.50013
43.04432	4.02219	19.22372	6.89535	48.15326	7.04967	1.70978	7.90385	9.77135	1176.81187	9.35009	1.00000	10.04238	101.02083	79.56081	8.48696	6.74703	9.00492
42.48360	10.61285	17.40297	1.34693	30.43977	5.65002	0.67715	5.39606	6.05317	1076.87870	7.62308	1.00000	7.47495	12.19458	57.83104	9.42677	7.56464	8.33907
45.95881	10.15031	19.28808	8.38342	59.43099	8.17410	0.71757	4.65142	5.45663	1146.68753	9.04793	0.00000	9.39793	-73.9614	44.31359	11.79310	10.88772	6.84604
67.62321	-8.99167	16.88437	9.37439	39.30802	7.85957	0.69394	4.51733	6.82543	1115.39417	8.65300	0.00000	9.07351	125.21972	67.10791	9.63176	9.78555	8.09069
43.91771	-3.5403	22.44212	9.79259	37.93162	7.15079	0.77359	3.63438	10.76706	1082.37799	7.65279	0.00000	8.60995	118.9707	44.31010	10.76114	6.83802	8.55459
53.07482	20.88953	8.97144	8.63547	44.91773	6.94861	1.85886	7.63368	10.34277	1174.46385	9.16783	1.00000	9.06990	-156.47432	42.48621	5.78950	11.16334	7.26600
38.97612	-7.76667	6.61344	9.37501	55.60042	7.12107	3.39257	8.70397	11.19995	1184.98140	8.37558	1.00000	8.05113	35.7	45.13958	8.01693	9.73036	8.82343
29.15238	28.71271	19.01696	7.25541	14.76656	8.32544	0.60394	5.47059	5.23913	1089.52362	7.88406	0.00000	7.50529	77.656	81.60400	10.92585	9.67816	9.04092
69.30923	51.03427	32.06969	9.08201	48.22436	7.45549	1.47581	7.28623	9.93642	1096.24752	7.84935	1.00000	9.37117	5.37429	57.31541	7.22450	8.48256	7.92442
35.39982	45.53069	16.13104	4.21224	57.42786	5.60573	0.73364	6.09240	8.62805	1194.17513	9.33385	1.00000	8.91031	9.40531	63.10821	9.83082	6.77262	7.27170
77.47650	-6.8048	2.51044	8.98890	36.50137	6.17956	0.80701	5.96364	10.28302	1114.81236	8.26069	1.00000	6.90621	110.8405	78.17110	7.59565	6.34356	9.52683
32.21310	55.8736	12.26351	11.11792	42.16105	5.31289	0.83175	6.98543	7.00817	1084.60239	7.35380	1.00000	9.72610	85.4265	42.61848	6.17265	8.93910	8.48355
54.99279	33.86419	25.69498	8.82904	44.74727	6.72962	0.40289	4.22545	8.76529	1128.88889	5.66900	1.00000	7.96347	48.26258	45.12390	6.43392	7.92012	7.95771
59.67714	35.85	12.14775	12.07316	46.81840	4.59453	0.35064	5.54195	9.05194	1109.92461	5.91817	0.00000	8.36409	117.7	51.21249	10.43316	7.06155	8.20150
34.78653	34.09668	1.24467	7.10055	60.29828	6.77892	1.87963	7.87283	6.51977	1056.96248	8.25889	0.00000	8.90696	-117.71978	63.89545	8.31836	6.90502	6.53292
69.54201	18.42745	15.71433	10.28594	54.99498	6.21655	1.25554	6.62748	8.96666	1125.88753	8.74898	0.00000	8.24869	-67.15407	35.64385	9.45517	9.99098	6.97351
41.63576	37.49223	12.39349	5.68200	51.01640	6.44050	3.24321	8.73638	10.09469	1090.91998		1.00000	8.46422	15.07041	61.07942	10.36867	6.42469	6.65805
55.76253	54.58048	3.58719	6.64891	44.08028	7.45549	1.04749	6.28575	4.19046	1195.45800	7.30738	0.00000	8.31415	16.86194	32.74365	11.32158	9.39801	8.16390
52.69261	47.38093	19.04424	7.78322	44.42235	6.59652	1.31419	6.93976	9.15136	1140.35918	7.77389	0.00000	7.69253	-122.23484	43.85236	8.07850	9.96513	7.67760
50.98748	8.43333	14.78341	8.44224	45.90353	5.30097	0.69823	4.79337	8.32503	1181.30512	6.37842	1.00000	6.10387	99.96667	65.70064	8.22658	7.00605	7.76846
53.11933	-32.45242	39.07532	8.71794	39.24008	8.86830	0.67228	5.46305	10.30075	1146.74015	8.78048	0.00000	7.66766	-71.23106	45.25385	9.00454	8.68298	8.03868
60.92046	26.91756	18.33372	9.26898	38.70064	6.51963	1.33882	7.44700	9.09293	1198.80847	9.03014	1.00000	8.92935	-82.07842	31.32132	7.48347	9.65761	8.53829
57.58654	-8.66667	18.55996	10.47422	38.32966	6.78310	0.75120	6.11817	8.87140	1144.34942	8.60535	1.00000	8.07499	-35.71667	37.62632	4.77018	10.03853	9.44869
45.47708	45.44868	-16.48859	7.84572	32.64148	8.05115	2.56120	8.37260	10.74143	1095.44447	7.97514	1.00000	8.27394	-73.81669	39.33343	9.92637	6.30845	7.45581
50.56232	33.76446	21.23225	6.73961	75.30442	8.04086	2.25789	8.13929	8.24233	1103.67647	6.22909	1.00000	7.42136	-117.79394	61.91645	8.44277	7.04144	8.80496
	34.15429	-1.33094	7.62261	39.39306	5.94759	1.00335	5.21932	8.60981	1159.10866	7.84868	1.00000	8.98521	3.50309	17.39781	9.53640	6.24526	9.41869
56.22708	29.22254	7.79980	6.00210	9.11914	5.22118	1.25978	6.43643	8.68885	1124.24181	8.10345	1.00000	7.22186	79.5286	34.88444	10.60513	6.24780	7.25506
72.87228	47.92526	19.01760	11.07821	54.09110	6.68709	0.59823	3.86844	6.65109	1186.43998	8.76581	0.00000	7.20296	-97.03285	65.46073	9.65377	10.74285	7.58371
37.97469	55.25	-2.51265	7.16520	22.26971	9.43111	15.33943	10.46838	8.13762	1053.38213	7.61831	1.00000	9.47632	24.75	43.32103	9.24467	7.09532	6.28710
51.85183	53.94313	21.95030	10.30081	27.83626	6.76180	0.93065	6.44144	8.53297	1129.18336	8.15325	0.00000	6.74819	10.30215	56.11459	8.38292	8.92777	6.67816
48.28342	6.25947	16.70254	2.74061	41.01414	2.90485	0.72286	3.06743	10.80658	1175.31024	7.70542	1.00000		102.05461	70.13657	11.49998	5.96234	7.95300
28.71912	13.73417	21.05006	4.49135	46.62401	5.02473	1.18873	6.05602	7.24342	1083.06449	8.71070	1.00000	8.10027	-89.71472	45.96453	8.33321	7.07076	7.20239
31.09357	10.10649	8.41033	7.38446	46.66520	6.22473	0.94015	4.17346	9.72905	1190.82391	6.82338	1.00000	7.55357	76.35484	69.57346	6.75812	8.77394	8.26019
59.95600	51.19139	13.70385	7.50016	63.45795	5.53831	1.23643	6.05855	9.34975	1141.02729	8.45434	1.00000	7.77267	6.51352	59.18067	7.75342	6.52615	8.86262
40.40389	48.49144	23.09059	9.25698	50.93475	8.07778	4.74273	9.15491	7.85419	1109.37813	7.31255	0.00000	8.15242	9.20427	63.76348	5.95410	10.04228	7.34015
52.31164	33.95015	25.79717	9.11564	46.74700	5.07214	1.21969	6.67242	8.68800	1169.12780	8.64019	0.00000	7.18204	-118.03917	48.38917	10.09329	6.93131	5.16292
42.56361	29.22254	12.02478	7.52951	48.77686	7.64874	0.41748	3.41423	10.39864	1054.14504	7.38584	1.00000	9.91251	79.5286	37.17074	7.08435	7.83524	9.78363
50.51854	27.52948	20.37414	7.81839	38.69654	6.65077	1.10322	7.06907	4.74001	1071.35860	7.09639	0.00000	7.48349	68.75915	36.68160	10.01407	9.45786	8.77105
74.05901	38.96372	8.02692	8.09184	34.82040	5.62510	0.56959	5.54544	9.55428	1115.41018	8.07946	0.00000	8.68042	-76.99081	56.26683	11.14121	7.15963	6.77808
51.37669	56.9083	44.88148	3.71530	40.73596	5.12188	1.05405	6.13395	6.88042	1091.86063	7.93950	1.00000	8.78337	60.8019	36.54101	9.75385	7.00252	6.42048
55.61309	0.46005	23.59532	8.82484	38.15243	5.99127	0.92859	5.74045	10.41969	1145.65257	7.12025	0.00000	9.52396	34.11169	67.63846	9.30686	5.91951	7.00895
50.66224	23.29549	7.08011	5.09759	58.68499	6.36778	0.73209	4.66994	10.91973	1104.04319	6.60815	0.00000	7.28336	113.82465	66.70972	11.92629	9.70393	8.13356
75.67870	43.61062	12.59931	7.28343	43.49871	7.01635	1.82428	7.71612	8.60952	1188.87119	8.37591	1.00000	9.06833	-72.97261	72.80115	7.41545	6.97264	9.48056
56.01349	-27.4338	14.77544	8.91752	36.09317	6.56802	6.12085	9.48604	10.86447	1107.71998	6.88612	1.00000	8.41664	-65.61427	79.75689	6.18496	12.38676	7.90521
56.46813	42.28639	0.19917	9.13280	38.73433	8.13907	3.74074	8.90404	10.26236	1175.85480	9.00712	1.00000	8.34781	18.84	45.20770	8.89924	6.35030	7.99010
57.20304	-54.8	-3.95298	5.14909	32.87577	5.56155	0.96300	5.58436	8.36258	1149.44089	7.13593	1.00000	7.46700	-68.3	57.95528	8.67359	6.83448	6.53804
57.30853	5.27247	23.02995	6.24821	60.21753	5.15065	0.82481	4.73962	8.42140	1087.46081	7.52103	1.00000	8.06677	-3.59625	75.08329	8.99413	6.50196	8.90460
64.96852	13.44581	10.14132	7.66315	32.75460	5.49471	13.49544	10.35397	5.72208	1162.72705	7.37669	0.00000	9.39479	101.18445	64.65974	10.36291	9.01983	8.58737
40.32866	-8.99167	23.82497	8.83749	40.07998	7.12418	0.69130	5.57363	5.16390	1074.83702	9.06476	0.00000	7.74432	125.21972	47.45599	10.28476	10.38445	7.23429
