NOx	PM10	latitude	Pb	TEMP	H2CO	NH3	PAHs	CFCs	PM2.5	CO	longitude	C2H3NO5	PRES	SO2	CH4	O3	warning
5.86651	8.90332	18.87813	72.17601	32.22097	32.38185	5.92162	7.64123	32.92244	6.56255	7.45507	72.93924	0.15066	1123.43784	8.39422	8.41131	6.40996	1.00000
8.35520	9.38412	45.44868	47.82877	24.04243	45.63369	8.06997	6.30075	54.72139	7.51017	10.88100	-73.81669	0.21544	1140.48684	10.16300	9.41219	7.19742	0.00000
5.91528	8.41497	45.44868	52.22263	5.69573	53.42265	9.32484	4.76164	18.05132	6.91731	10.18193	-73.81669	0.10903	1085.52409	7.40386	6.71954	4.86859	0.00000
6.25413	6.99781	32.35126	71.67783	10.61755	47.11973	4.80274	9.36906	35.52690	8.84473	4.84660	-95.30106	0.03655	1086.37805	6.74045	6.63090	6.60685	1.00000
5.77689	12.10179	32.50611	59.42069	3.55739	42.84817	8.94456	9.76417	34.94676	7.32998	9.15889	120.14278	3.17487	1082.03886	8.12007	8.30698	7.97625	0.00000
7.56277	8.09289	40.78206	50.93759	23.40606	53.54204	8.30961	7.38490	44.18825	8.50355	10.45949	72.34424	0.09156	1161.58764	7.77288	7.56142	7.18311	1.00000
7.20315	6.44666	51.62907	33.50337	-9.34142	51.09795	9.10119	11.07055	48.30792	7.96835	8.35427	-0.74934	0.03008	1066.76375	7.83382	6.89115	6.31957	1.00000
6.39831	9.37730	-17.73648	76.63754	4.66876	42.99609	8.26176	5.14215	36.81938	8.19867	7.95103	168.31366	0.22906	1110.59280	5.38780	8.12814	5.96595	1.00000
6.05191	11.10859	29.69221	44.62000	21.95090	62.57627	5.34596	8.34817	34.60731	7.19514	6.33907	72.54566	1.20083	1109.11225	9.17455	8.52875	6.26202	1.00000
5.01469	8.13586	33.52253	40.47894	6.80503	57.78691	9.92034	5.76478	45.18155	7.84505	8.09735	-117.70755		1056.34174	8.75214	9.32091	7.68538	0.00000
9.07466	9.04491	37.31309	22.42760	15.72584	57.75420	5.74800	9.51438	70.42358	7.92888	5.41678	40.74357	0.16488	1081.67349	6.44652	11.28887	5.86302	1.00000
7.13183	6.16626	7.06273	33.44841	32.15501	48.35262	10.05190	10.40015	45.43852	6.62363	6.58989	-1.4001	0.03424	1110.53529	7.26665	7.64969	8.83224	0.00000
9.07399	8.87947	44.98901	68.45576	12.51598	55.03323		10.37407	51.83159	8.35689	5.37036	38.94324	0.16624	1098.12626	9.35363	9.70042	6.40962	1.00000
8.27135	10.90474	17.34769	62.51448	18.98616	53.67169	5.69905	8.39732	37.51636	8.27317	6.45832	78.55757	0.97310	1177.98096	8.04322	8.05834	5.02012	1.00000
6.73517	10.12429	-23.7975	38.98270	41.66973	34.16014	8.46012	7.51743	42.25496	8.99966	9.72418	-48.59278	0.45018	1061.78366	8.11654	8.27768	8.42656	1.00000
6.65315	8.48843	36.61033	56.44831	0.91523	35.89509	4.15934	7.23532	57.75115	8.18984	6.12857	-88.31476	0.10177	1168.46321	8.12506	6.03434	5.10859	1.00000
5.52821	13.50481	-37.9	65.26793	20.94370	38.78723	6.49406	7.22288	22.36375	8.35694	8.16015	145.18333	12.84392	1064.83237	8.32984	8.44649	6.63480	1.00000
7.61499	8.67795	18.87813	50.97474	22.09154	44.57665	9.09143	9.85441	72.07287	7.03370	5.05762	72.93924	0.12960	1059.99999	7.25942	8.96341	5.32916	0.00000
5.97845	7.91887	-22.53722	46.84660	-7.80456	47.95289	7.70828	5.08925	53.78785	8.10290	7.61641	-42.98194	0.07534	1101.50174	8.91722	7.80948	4.59064	1.00000
7.35672	9.63340	4.96667	49.93659	21.14339	67.37268	6.43529	6.67191	72.06445	7.12098	9.21482	10.7	0.28465	1185.17880	9.09499	9.70203	6.81827	1.00000
8.12884	10.80195	45.73333	54.41797	10.29217	39.22142	7.35056	7.55096	48.74137	7.90991	11.78772	4.91667	0.88169	1180.27252	8.37175	7.19380	7.64665	0.00000
5.60457	6.91168	51.42708	34.67642	35.56791	29.09867	8.09785	10.04342	37.72899	9.37297	6.17346	-0.91979	0.03625	1135.24792	7.85105	9.59421	9.01565	1.00000
6.18425	7.01712	35.06544	23.75772	36.47733	49.76674	9.62781	8.29218	46.46226	10.08172	8.12276	1.04945	0.04170	1053.03895	9.40997	7.29649	8.41509	0.00000
7.94000	9.09250	35.72917	47.31141	18.66262	50.67616	5.65651	6.41602	48.56812	8.92826	9.75045	10.58082	0.17640	1063.07478	9.07846	8.72859	6.91739	1.00000
8.77799	10.59899	-34.64966	40.04381	6.33703	38.85890	7.71593	8.86793	54.58062	7.88470	5.65270	-58.38341	0.72445	1105.71163	8.59887	9.21261	6.21391	1.00000
6.98795	10.73955	46.08333	40.31924	11.03119	53.28627	5.03531	6.02322	56.99091	7.94809	7.84369	122.08333	0.82173	1059.04755	7.73181	7.57411	5.88452	1.00000
7.31580	7.24601	47.83333	53.41731	0.50081	43.80136	8.55091	9.13435	48.37923	6.71626	5.62933	59.6	0.04704	1196.66929	9.16013	7.23248	4.40693	0.00000
6.55109	7.32039	32.42067	53.00247	20.02814	53.96802	9.05755	8.16788	57.96416	9.14397	8.19334	-104.22884	0.05035	1169.65601	8.02571	8.53230	8.68732	0.00000
4.27943	8.09982	42.22718	50.61190	26.85916	45.04160	5.91101	7.99925	46.12421	7.26644	7.05588	14.39024	0.07631	1080.70219	8.15301	8.90999	7.17504	1.00000
8.73944	7.88339	38.47917	55.67768	8.66485	43.71919	9.70242	6.55389	35.57400	6.57949	9.13769	-1.325	0.06579	1131.85149	9.88053	7.03403	8.82194	0.00000
5.98615	9.13756	40.87363	30.40619	14.69240	52.18385	9.50406	3.99672	53.09172	8.26213	7.42299	14.34085	0.18808	1110.12209	7.29250	9.26267	4.94870	1.00000
7.19902	10.74386	35.50056	24.83274	20.99085	32.15621	2.95772	6.18881	54.21645	8.71133	7.04730	117.63083	0.84092	1199.08640	5.39323	8.01908	5.26408	1.00000
5.35304	10.99712	51.19139	54.06718	11.36793	49.96062	6.23349	8.28344	55.11381	7.95172	5.67575	6.51352	1.07845	1135.99696	8.59468	6.69194	7.82623	1.00000
6.69600	10.69522	37.16911	53.58156	16.17377	72.31350	9.52195	8.82313	65.99800	10.56831	9.10035	10.03478	0.79685	1087.77045	6.68890	9.63734	8.07508	0.00000
8.64667	6.45802	-16.25	49.56332	9.32215	46.25151	6.88113	9.82389	51.27039	7.82196	5.75613	-69.08333	0.03082	1107.91423	7.15965	8.38369	5.93057	1.00000
6.04822	7.46083	39.78504	59.91667	27.04000	62.72973	9.08535	9.38549	54.92481	8.25601	8.15292	-85.76942	0.04803	1110.29523	7.63710	9.57950	9.05496	0.00000
7.72430	8.76078	44.43579	34.06469	-0.29192	51.60141	6.23038	9.99906	53.80086	8.09374	6.31023	26.01649	0.15246	1189.31414	8.72454	6.68456	6.02678	1.00000
8.22308	8.24876	50.11861	64.20385	16.85207	40.45955	9.16254	4.19845	18.45703	8.36519	9.87251	-5.53715	0.08424	1148.03413	8.29332	8.05448	2.75637	0.00000
5.50175	9.54183	32.52515	52.08533	22.07875	56.00663	10.15454	4.71223	36.47796	8.83521	8.76260	-93.75018	0.27142	1147.55207	7.38758	10.19940	5.01674	1.00000
7.03587	10.30449	59.80917	47.37861	7.90825	32.56585	2.68839	7.49207	38.19414	6.07604	2.77158	30.38167	0.55489	1166.14861	7.33752	6.20854	5.80678	1.00000
7.58890	11.32765	10.15031	63.86925	19.47913	53.61161	3.74306	8.43213	46.34658	8.65765	5.84655	-73.9614	1.48064	1170.46306	9.85017	7.60686	4.81818	1.00000
6.75764	5.67589	48.8449	40.43804	21.85919	57.37882	8.66762	11.02333	39.45725	5.55967	6.39090	17.22635	0.02290	1164.58027	8.13523	8.90489	6.45423	0.00000
7.00062	8.82039	32.05971	33.80556	6.87089	12.12083	5.44629	7.87039	50.09788	9.01363	8.90759	34.8732	0.15892	1165.62080	7.47261	8.40537	7.93481	1.00000
4.83401	10.80287	41.41204	41.32736	20.38441	47.33584	10.59464	6.69614	53.05172	8.50955	6.70276	2.18247	0.88019	1054.71440	10.24077	6.37470	8.14615	1.00000
5.67503	9.83943	41.85059	57.00576	13.22940	28.11886	8.90908	6.31518	62.32894	7.34388	9.65116	-87.882	0.35052	1192.46827	7.03478	6.35515	7.33624	1.00000
6.17297	10.49026	19.8173	42.18902	21.30891	54.10125	9.22397	6.63288	53.48367	6.37732	10.89308	-97.35992	0.64596	1093.50076	7.79544	7.98956	8.63431	1.00000
5.91930	6.76743	37.35813	43.30249	11.23081	42.47719	6.96727	9.27323	63.35868	6.93498	8.20111	-6.03731	0.02774	1099.49354	8.74741	7.75267	6.28119	1.00000
8.77364	8.30549	-17.73648	52.14573	-9.89589	37.61717	8.84771	5.05347	50.36673	8.61813	10.68227	168.31366	0.10208	1178.68123	7.11971	8.30430	5.36654	0.00000
6.36299	8.67144	56.85836	44.77372	20.69558	58.06394	10.45354	6.52806	38.89675	7.59696	7.25691	35.90057	0.13557	1196.73128	6.89393	8.71922	6.10979	0.00000
6.66062	9.50241	35.6803	45.62478	1.78806	51.04771	7.34934	7.89766	47.11704	7.88750	10.77115	51.0193	0.26658	1087.94386	6.24084	7.98382	6.84365	1.00000
8.39965	6.28914	26.11527	50.10545	3.66456	43.00322	10.15444	4.67012	32.15343	8.18253	9.82443	86.59509	0.03050	1149.83648	6.68931	9.24249	7.79952	0.00000
8.51440	7.75549	-25.42778	50.40792	6.58091	35.22087	10.25336	5.87783	48.76870	8.67467	9.92037	-49.27306	0.06795	1071.90822	6.75534	7.80775	6.08060	0.00000
6.08702	9.61369	34.75856	43.62376	1.40523	37.91198	6.57789	7.58920	45.90702	8.61385	9.73346	136.13108	0.28410	1055.70885	9.86061	8.55341	5.88665	1.00000
6.39897	6.08008	-7.81667	59.77639	13.15514	74.82764	8.13560	10.17024	55.98220	7.95097	8.11652	112.01667	0.03084	1135.61103	6.21348	7.56502	9.01612	0.00000
8.31643	7.01102	49.41029	37.18085	5.84785	42.60022	8.83971	3.74708	50.29570	9.05572	11.21134	38.15035	0.02670	1118.38759	8.48818	7.50225	6.48099	0.00000
7.64695	11.35859	-34.64966	47.04130	33.18881	60.23178	6.49674	9.31774	35.73452	8.26095	6.92904	-58.38341	1.53428	1154.62509	8.18000	5.65893	6.43396	1.00000
6.13538	6.92875	38.40917	30.87379	10.98410	36.06892	8.64952	10.08992	53.40577	6.20540	7.63683	112.73333	0.05050	1198.48224	7.14138	8.61961	8.06087	0.00000
4.50990	10.79041	40.65538	50.15533	4.09927	69.11283	7.30109	6.75343	75.15762	7.87504	6.51901	-74.38987	0.86007	1118.21292	6.86410	6.24339	5.70325	1.00000
8.25893	9.12012	10.15031	43.97603	21.06259	52.73565	6.75358	6.48947	51.46671	6.70054	11.31879	-73.9614	0.20926	1180.78511	8.96082	5.83791	7.89931	1.00000
6.72089	9.53292	35	57.52459	10.77075	57.91663	5.24719	6.49354	28.95419	7.09778	8.08954	136.51667	0.25325	1146.51135	8.62468	6.74791	4.82918	1.00000
10.00744	12.05321	23.9028	50.61213	8.76251	40.14267	6.83156	8.82207	45.57520	6.36559	12.35354	89.11943	3.02639	1059.17329	6.81759	7.63662	7.39237	0.00000
9.68620	10.10559	40.72371	31.00712	3.34834	46.65370	5.35187	8.70054	37.34705	7.79759	5.77300	-73.95097	0.46058	1172.17553	7.54724	8.39004	4.20986	1.00000
5.23224	9.58655	50.75	46.12495	9.69830	45.84025	10.23126	7.34334	60.07276	9.32807	7.90500	2.25	0.26872	1065.78725	8.27671	7.06736	7.06268	0.00000
6.28430	5.70707	46.67535	46.80632	18.27797	46.86059	8.21412	9.04860	79.02578	6.95711	7.53849	5.55575	0.03103	1161.99856	7.44189	8.84644	5.61237	0.00000
7.01186	5.67535	46.08333	34.41674	-4.23023	32.75794	10.40050	9.17967	57.25959	7.52056	6.20016	122.08333	0.02605	1164.90183	7.78240	7.77866	6.03912	0.00000
6.25585	7.54135	53.78333	33.89751	9.71820	34.19060	10.41939	10.34366	64.94554	7.89451	6.30289	-1.06667	0.06622	1191.09299	7.46307	8.10889	7.58232	0.00000
5.55058	8.70612	-3.20333	45.27556	9.56828	37.19001	7.53838	9.23189	62.88920	8.55118	9.89184	-52.20639	0.12453	1072.58185	6.70792	8.13240	7.32153	1.00000
8.18841	9.48546	53.77166	51.34492	18.90159	35.79510	7.68228	10.13473	66.55725	8.82955	7.43282	38.12408	0.24655	1159.82625	8.30309	7.16524	6.10636	1.00000
5.63933	11.61340	6.46346	29.94792	15.72759	34.71811	6.14280	7.27606	49.89931	9.19878	7.33990	-2.31938	1.96302	1091.39523	6.67890	7.66944	6.87434	0.00000
7.10517	7.11297	46.7055	86.78115	9.31423	41.30232	8.43659	9.87207	37.37824	8.37224	5.83582	38.2739	0.03388	1058.30239	8.24506	8.06493	4.98119	0.00000
5.78725	9.83862	41.15376	50.40310	25.91156	62.69593	8.07731	5.22307	49.49271	7.32659	8.19617	-87.88754	0.35179	1087.91725	10.02844	7.83097	4.63237	1.00000
5.26625	10.70621	57.97472	54.83478	32.31731	49.65772	5.45380	8.81239	75.04832	6.44552	5.09272	33.2525	0.78473	1094.73288	8.74243	7.80108	7.78433	0.00000
6.46097	9.14408	14.62578	30.53462	19.26901	62.95013	6.94378	4.10506	80.58203	6.70321	11.13085	121.12251	0.17720	1133.62867	8.70944	7.38264	5.53823	0.00000
5.41711	7.63326	25.87972	56.63746	2.66555	48.91780	9.57987	9.68452	54.55001		9.01876	-97.50417	0.06638	1113.45131	8.04047	8.79015	11.30313	0.00000
7.63181	6.43042	20.88098	44.46216	12.70440	19.13411	8.24299	8.31766	52.92436		6.59232	75.11937	0.02574	1061.29896	7.78299	6.83559	5.71654	0.00000
6.95207	7.75869	23.73333	22.97409	-6.66108	42.51442	7.56630	7.42882	65.78945	8.91981	11.19950	114.68333	0.05875	1097.44353	7.70118	8.84920	7.42960	1.00000
7.10948	7.03093	8.48714	38.41939	18.65152	31.62872	10.55391	4.88384	61.44548	6.56816	9.79906	-13.2356	0.03947	1136.77721	8.18361	7.10210	5.82478	0.00000
5.75045	8.13913	9.92787	25.19459	18.95107	46.58703	9.05220	9.71339	51.56309	8.96383	7.31064	-84.13722	0.09248	1068.85010	7.16256	9.86257	7.50575	0.00000
5.03819	10.73183	28.88162	43.68429	12.58543	38.25916	4.84520	8.85995	47.30135	7.68721	6.87210	120.03308	0.82440	1066.63918	8.61745	6.84017	6.65576	1.00000
7.57053	9.05137	23.49668	36.58587	-1.15149	53.93929	6.42215	6.27715	48.19658	8.13017	10.60024	86.68363	0.17372	1188.14764	6.39243	7.40709	6.32583	1.00000
5.69779	11.26446	41.57721	64.53033	14.57345	70.82687	7.77516	4.86063	49.94688	7.31198	7.65130	-93.71133	1.38026	1122.06045	7.35718	8.19735	6.50058	1.00000
8.04131	6.11936	51.39323	45.65916	22.52556	76.27935	9.28814	7.81621	75.14691	8.87775	5.77038	0.47713	0.03796	1155.95511	8.54077	7.09102	4.48807	0.00000
6.57061	9.63514	36.61033	47.10879	24.78387	49.35636	7.95883	6.28360	65.05046	9.02427	10.03877	-88.31476	0.28317	1109.23420	8.99612	8.04967	6.82293	1.00000
6.16859	11.45002	25.6439	44.94521	21.45782	41.49955	6.15015	8.60633	48.96227	8.61163	6.71642	77.9129	1.66776	1135.18397	7.30739	7.90412	7.38049	1.00000
6.68828	8.89905	6.95194	29.65655	19.60156	44.91665	8.10109	6.93967	42.19249	9.45779	7.56230	121.96361	0.14856	1087.71235	6.53233	7.93553	6.30426	0.00000
8.72298	8.42394	-27.4338	39.36758	19.84280	59.82863	7.21760	10.21771	30.52289	8.94938	6.75013	-65.61427	0.10958	1160.59099	7.62167	9.30070	5.89774	1.00000
9.86521	8.64508	38.10558	61.60661	15.50700	37.21778	8.74618	11.68893	40.99995	9.01939	8.24203	-1.86343	0.13324	1083.84471	7.64319	9.00630	5.86544	1.00000
8.31460	9.72188	51.4781	59.36146	27.12357	29.27258	5.93172	5.36154	66.84175	9.38364	10.40378	57.3552	0.31231	1078.94496	5.47895	8.28654	7.17457	1.00000
7.84214	8.28656	32.35126	49.52651	22.19634	59.55381	5.26811	6.45484	47.56073	9.11151	10.23064	-95.30106	0.09149	1180.10724	7.99922	8.57672	6.33896	1.00000
4.73554	12.32901	41.48199	39.23524	7.20331	53.86885	7.47772	7.28106	65.60033	7.64269	7.08822	-81.79819	3.97311	1079.35902	7.13802	8.72117	8.64108	1.00000
6.74220	9.02611	6.46346	53.40300	28.93046	50.76747	9.53758	6.52871	67.29089	10.34048	9.74649	-2.31938	0.18700	1149.98986	8.78252	7.72226	7.15300	0.00000
6.82026	8.46307	10.15031	47.42320	22.50563	32.74053	9.99049	6.22038	54.89264	8.44405	8.53524	-73.9614	0.10967	1079.47496	8.28376	7.30535	6.81039	0.00000
8.94042	8.26540	27.55898	54.82168	4.27950	34.49251	6.69099	5.74687	46.81604	8.58937	12.11190	68.21204	0.07980	1060.68161	9.39515	7.92028	7.93498	1.00000
7.33503	9.96616	29.84576	59.88954	1.92828	52.02810	3.99370	9.89720	59.86444	7.95682	10.37862	-90.10674	0.39646	1050.77344	7.20781	7.82827	9.90880	1.00000
4.33218	9.73518	41.8542	61.59502	22.22446	38.23844	3.70644	7.79102	55.70682	7.84139	5.59495	-87.66561	0.31433	1059.72927	7.28071	8.34819	6.50847	1.00000
9.21732	5.39028	42.64031	41.09732	34.13901	57.16597	8.60021	9.33129	33.74299	8.03463	4.00874	125.51176	0.03442	1128.98780	7.75965	8.48596	2.49045	0.00000
7.37747	6.33066	56.56317	48.72634	18.15184	59.14152	8.18244	9.60974	55.74054	8.81028	6.69215	-2.58736	0.05390	1092.24750	7.20777	8.87349	7.11068	0.00000
5.29117	9.43789	33.41012	56.39025	14.57872	48.19451	6.68200	7.33119	49.53095	10.40616	7.79526	-91.06177	0.25141	1077.01715	8.08679	8.47565	4.84313	1.00000
7.80212	9.67868	-34.74785	65.14232	14.86812	54.39014	4.72572	9.47269	61.74823	8.87658	6.29228	-58.70072	0.30596	1087.60677	7.03791	7.90704	5.27649	1.00000
5.52375	8.13612	42.22718	52.59465	14.50398	54.69613	9.57401	4.57814	29.29402	9.24119	8.48200	14.39024	0.08553	1099.46831	7.70223	8.64781	5.45255	0.00000
6.69717	9.55961	12.37169	33.37128	11.56453	52.30797	5.79902	6.25926	63.70331	7.57653	8.45492	123.62494	0.25739	1139.84332	8.07811	8.75997	4.75746	1.00000
6.14258	8.68588	53.53333	49.54691	38.15420	32.46943	6.19120	6.59507	64.90705	7.13017	9.21769	-7.35	0.11598	1070.73714	7.99745	7.40302	4.78649	1.00000
8.44742	10.87443	19.04222	63.35820	14.30610	52.71273	8.27897	10.34027	59.30391	8.76467	7.94791	-98.11889	0.94819	1078.11428	8.45044	8.00722	6.71388	1.00000
9.43627	8.78897	43.41949	69.05488	21.21606	43.35789	9.02530	10.05143	45.82297	7.90241	6.50922	77.0202	0.13519	1115.36302	7.45314	7.09550	6.15664	1.00000
8.96537	9.56789	25.95533	56.70694	16.05881	52.42355	5.26039	8.54804	27.59999	8.71617		68.88871	0.27827	1138.58194	6.94090	8.73932	5.54646	1.00000
6.58282	9.47829	18.87813	48.10538	-1.30171	33.98378	11.06730	8.75565	69.17878	8.61613	7.74463	72.93924	0.25618	1154.00015	8.91842	8.23406	7.61164	1.00000
6.28954	7.75859	43.35071	56.86803	8.38837	61.64475	8.62443	6.83010	47.64053	10.19607	10.09130	46.10925	0.07093	1050.40492	6.73988	9.85847	6.27040	1.00000
7.96719	11.34964	37.95143	30.94151	12.18739	52.19260	8.09027	9.89159	33.90432	7.98749	8.10800	-91.77127	1.50112	1101.32565	7.29673	8.14374	6.26253	1.00000
9.29248	11.66320	-34.64966	65.17980	4.79432	43.71244	4.78306	8.10666	53.29584	7.85419	6.08819	-58.38341	2.05325	1129.49051	7.75849	8.13983	4.38710	1.00000
5.57527	7.69845	35.20889	37.39549	13.55858	38.19627	11.12937	6.23408	25.92945	9.11167	6.60436	111.73861	0.05129	1100.64959	8.89421	8.95422	7.27835	0.00000
5.82493	8.34340	54.8421	39.93348	17.18130	61.03805	9.90561	6.51737	51.05315	8.44640	6.34254	46.5813	0.09233	1156.37353	7.83114	9.06249	3.21303	0.00000
9.22709	8.55103	33.41012	53.34916	-2.14784	59.28058	8.35703	6.03458	29.16859	8.87855	12.04605	-91.06177	0.11694	1173.64503	7.33920	8.28867	7.60512	0.00000
5.40185	10.21197	37.13548	47.34539	9.18602	41.09516	3.94184	9.32081	34.43906	7.60364	7.95103	-3.67029	0.49199	1081.35566	9.76259	7.42894	4.79403	1.00000
7.77720	9.27041	53.16167	77.95007	9.82445	40.97314	4.89228	5.97586	33.98461	7.27787	9.85632	6.76111	0.20246	1189.43388	8.20882	7.10106	5.64611	1.00000
4.02316	11.18872	35.06544	50.78577	3.04354	49.52213	5.62290	8.85478	42.88815	7.61132	7.56584	1.04945	1.28982	1089.92588	9.81828	7.81179	7.40247	1.00000
4.84136	6.97587	31.64615	54.25369	26.11644	44.74356	9.12836	9.21460	39.66208	6.03591	9.08941	120.74221	0.04710	1106.61529	6.45881	8.31442	9.25579	0.00000
3.36593	10.28097	53.19146	70.93761	24.70710	37.29394	6.36894	8.74271	66.41952	8.12571	7.00113	-2.52398	0.53312	1073.70066	7.93310	7.07932	8.75803	1.00000
5.49528	10.56119	53.93361	69.60366	14.74020	30.14052	10.64517	10.99825	63.34524	6.04902	9.00369	37.92792	0.69607	1152.18950	9.53115	7.25401	8.80685	1.00000
6.25839	11.15808	33.78333	55.25906	14.95093	41.14851	6.92129	7.15522	63.48644	9.46280	7.83622	114.51667	1.23641	1079.57588	8.42038	8.48002	7.59760	1.00000
5.61552	9.43552	45.73333	48.83168	30.49074	24.41571	6.92492	8.69818	52.93924	8.44371	6.59524	4.91667	0.24787	1193.03883	9.14620	6.38831	7.13901	1.00000
9.51070	8.14600	3.11988	37.82832	20.22228	38.74157	6.91176	9.90844	43.34440	8.78534	7.63093	35.59642	0.06537	1124.21380	8.25231	6.57406	4.17076	1.00000
6.89477	8.59638	48.86667	60.81187	11.14284	52.87369	9.15373	5.38647	38.75785	8.05102	10.61572	2.08333	0.11603	1068.87758	9.76106	9.85423	8.37539	1.00000
6.88935	7.75024	41.15612	34.83743	25.76459	55.77736	8.59609	3.19664	30.67636	6.89466	9.16195	1.10687	0.06260	1055.45826	7.18855	8.05750	3.22996	0.00000
8.49967	8.06706	29.84576	38.37007	16.74680	50.29220	8.53516	5.37721	61.26088	8.31544	11.17734	-90.10674	0.07562	1152.49048	7.81597	9.16593	7.58379	0.00000
5.56893	7.37920	10.61285	70.64042	10.67938	37.02138	7.53035	9.87794	44.37786	6.43032	8.40842	12.19458	0.04046	1183.07399	8.86880	8.27052	7.91173	0.00000
5.82489	9.02120	-22.92306	39.99030	5.38211	20.84024	10.76115	7.51127	58.93491	9.65073	8.01216	-53.13722	0.17459	1160.95772	8.77247	7.37047	7.39839	0.00000
10.55939	12.47358	52.09	29.67720	20.64679	33.72910	4.88115	8.39642	47.11728	9.13231	5.46377	5.23333	4.57849	1160.68829	7.04042	6.70584	3.85067	1.00000
7.08948	6.62063	56.56317	50.47145	26.02049	22.21289	8.14569	10.53574	50.11563	7.28868	6.33893	-2.58736	0.03900	1138.15562	8.34946	7.66305	5.96391	0.00000
5.27249	11.74676	33.37526	68.88300	15.02937	43.15964	5.25990	7.33451	73.59967	7.13995	6.26643	74.3092	2.23819	1170.08698	8.54239	8.13579	7.11571	1.00000
4.90860	9.77794	34.75856	27.35913	26.12526	52.65862	8.26481	6.90620	58.81123	8.84642	7.10323	136.13108	0.32792	1114.13861	7.07249	7.87918	6.05304	1.00000
8.49020	10.91738	53.37596	37.32949	19.59181	30.00020	5.50485	8.82580	36.98297	7.58209	3.87363	51.3452	0.98436	1101.66020	7.61190	8.01837	6.50907	1.00000
6.29069	9.00767	34.14251	47.44265	7.77561	48.39425	10.22746	8.84100	75.79907	8.39385	6.67377	-118.25508	0.18072	1147.71083	7.54436	9.66769	8.28806	0.00000
8.33310	9.00000	57.30185	33.13162	10.58785	48.71636	5.72158	7.54617	48.63111	7.28144	10.71586	39.85331	0.15939	1075.63590	7.79070	7.43406	8.31985	1.00000
7.42136	10.89136	26.91756	27.92621	31.15131	48.26474	7.16460	10.25036	29.88118	7.94071	5.92036	-82.07842	0.97424	1197.03158	10.18169	7.79232	7.79406	1.00000
8.98411	11.36937	25.87972	57.91923	14.26013	58.07405	7.48396	10.27301	45.41847	8.64825	5.94529	-97.50417		1121.25117	8.12745	9.28365	6.93142	1.00000
6.58372	8.45484	43.82634	46.47606	25.84715	62.06568	6.34116	4.95566	66.18756	7.47829	8.69006	144.09638	0.11095	1124.47064	9.21599	7.96523	3.79702	1.00000
5.41070	10.06437	15.5439	76.57808	20.73208	64.44931	6.35452	8.59537	49.91241	5.32786	6.79106	73.7553	0.43629	1157.67673	7.04586	6.93544	7.60850	1.00000
6.69437	9.88439	51.21187	61.01413	3.81162	30.05024	8.93419	6.88211	28.31169	6.97284	10.31811	4.25633	0.37399	1160.85741	7.74901	9.37901	6.09947	0.00000
6.25589	7.84451	50.64336	42.20142	34.30785	57.64346	3.34665	7.82106	55.90391	6.54672	5.34512	7.2278	0.07382	1169.78492	7.08538	6.65211	5.41066	1.00000
8.18291	6.84209	24.81757	53.10193	21.42655	49.76343	5.05552	8.11301	44.55254	8.54550	11.24173	84.63445	0.04594	1075.87350	8.53264	7.74481	6.87598	1.00000
3.74631	11.82766	16.06213	53.97522	6.87137	63.19068	8.83728	6.71117	53.41895	8.14132	6.20881	76.0586		1085.17773	7.82000	6.42121	7.35209	1.00000
5.81451	7.34751	47.38093	46.22844	23.37741	62.04087	9.86278	9.06849	51.03801	6.88256	7.27608	-122.23484	0.03573	1163.04902	6.97490	8.57754	7.33642	0.00000
9.68558	8.85819	51.20219	44.46229	-1.72430	63.15668	4.23219	8.78998	44.83047	6.64243	3.29195	7.36027	0.14533	1183.45027	9.09934	6.93100	5.26418	1.00000
3.86421	11.18626	26.18924	75.76026	14.02493	52.96300	6.08245	8.82900	17.72443	7.64578	8.11860	-98.15529	1.27678	1074.26579	9.80486	7.13760	7.49778	1.00000
6.65365	9.01877	53.77166	47.86353	40.26632	43.41131	6.40315	7.50477	41.30854	7.36609	8.70985	38.12408	0.15878	1172.10818	9.70052	9.65132	7.60473	1.00000
6.38758	7.07617	50.75	38.98136	7.76859	34.68448	8.86082	10.89515	62.11861	7.03471	7.29542	2.25	0.04631	1086.96536	7.36211	7.11453	9.00380	0.00000
6.73502	10.65065	5.30383	58.01496	-1.00148	53.01138	6.42478	6.77056	47.54008	8.46418	10.64103	-1.98956	0.75749	1093.25899	8.26234	7.89776	8.82376	1.00000
5.46644	10.86344	47.05	51.46093	18.66008	58.11571	6.84580	8.88287	40.95156	8.15628	7.11577	15.46667	0.93623	1071.08976	8.35003	7.38081	7.37305	1.00000
5.49824	6.95937	16.06213	66.13797	18.03969	52.25436	5.91646	8.39936	70.17778	8.70894	6.42377	76.0586	0.03681	1198.13814	7.15100	6.50264	6.62839	1.00000
7.05578	8.32938	53.5942	38.64472	14.51622	62.09409	4.01045	9.01351	54.54036	8.21388	10.25247	25.8191	0.09717	1052.58236	8.30712	6.98353	5.92168	1.00000
9.01717	7.81832	28.88162	63.72543	26.56581	58.65206	5.21838	9.50245	60.85569	7.59807	5.16635	120.03308	0.06608	1112.88844	8.65142	7.76971	4.36432	1.00000
7.56324	5.52041	-38.65333	59.18836	10.92031	50.42321	11.17548		62.79280	9.95692	6.81796	178.00417	0.00990	1096.42741	8.45168	10.01552	10.02817	0.00000
