O3	SO2	warning	H2CO	CO	PM10	NH3	Pb	CFCs	PAHs	PRES	NOx	PM2.5	CH4	C2H3NO5	TEMP	latitude	longitude
6.94139	5.76260	1.00000	29.92315	5.51943	7.59289	6.85964	57.65755	46.42440	6.69166	1193.48467	8.72746	8.26551	8.22252	0.10322	28.48360	52.31333	6.92917
10.10843	9.50164	0.00000	49.09388	5.01085	8.86888	8.33952	54.99060	18.85628	6.92273	1100.82678	10.21540	7.81758	7.58739	0.22780	20.79749	41.6764	-91.58045
9.15624	8.63506	0.00000	27.03236	6.68729	7.72838	8.13619	47.98662	55.15749	7.78208	1081.26702	8.83596	8.99718	7.88794	0.10793	20.61220	34.31	-2.16
5.49996	9.55181	1.00000	35.78906	6.21790	7.71503	8.22057	42.62188	47.94299	6.70291	1129.00997	8.44003	7.53386	8.25274	0.09717	9.38328	49.5099	6.74549
8.00177	11.26734	0.00000	41.06095	10.21771	7.48056	5.21505	57.94541	62.42368	8.82656	1167.61591	6.14481	6.98759	6.79957	0.12167	17.46713	51.64316	-0.36053
5.32164	7.95772	1.00000	46.83762	6.52637	8.96568	8.54881	52.68127	57.70341	8.42709	1054.21704	7.28462	9.48748	7.11540	0.26735	16.08456	42.93369	-72.27814
6.30340	8.73475	0.00000	57.40448	6.22946	8.72167	7.07897	54.52570	49.73477	9.44164	1088.78146	9.86689	8.72722	7.50371	0.21969	12.97146	16.0567	103.65309
10.50938	10.31111	0.00000	72.50937	7.42562	9.78393	8.12287	46.42897	34.90947	9.61939	1157.02275	7.67328	7.84801	7.22016	0.51317	23.43990	14.0823	98.19151
10.22831	9.20441	0.00000	45.32426	5.95079	8.16585	8.72625	41.24994	76.23096	7.59119	1189.25972	7.65714	6.37226	7.35857	0.11518	10.86815	-33.38056	-56.52361
7.43146	6.37361	1.00000	46.53581	7.63737	7.62263	6.30580	61.90954	57.91788	6.68632	1082.66479	9.18480	7.64344	8.60434	0.07670	8.99043	42.06166	-1.60452
9.24886	9.01485	0.00000	59.13426	6.86300	10.35874	7.54222	56.16692	59.87739	10.60879	1143.09340	5.55388	8.62196	8.77874	0.86448	19.10586	41.24255	-82.61573
7.76601	9.07694	0.00000	70.29885	5.95836	10.06900	8.63790	47.76704	62.17979	7.07622	1051.90079	11.29263	7.75077	8.82808	0.67294	19.32628	49.97704	9.15214
7.28116	6.97990	1.00000	54.22266	4.87532	7.48455	6.90741	37.42589	55.25384	6.97410	1191.85198	8.31070	8.33190	6.87067	0.08591	39.43134	53.53041	43.67663
10.26128	9.18911	0.00000	39.96485	7.15627	8.52358	6.46364	40.53876	60.76020	9.56772	1187.54742	5.97144	7.17960	6.11406	0.16774	30.54838	44.99012	-123.02621
6.52228	4.41251	1.00000	44.38569	5.61979	6.26065	8.41828	69.44663	41.78199	5.95881	1077.25806	7.76997	6.55839	9.79583	0.04669	25.84177	39.96097	-75.60804
9.13028	7.92390	0.00000	53.23843	5.78624	8.91654	6.94331	39.36560	56.23511	6.42226	1123.37679	10.20025	8.59070	8.77706	0.23025	27.90715	59.80917	30.38167
6.63546	4.91928	1.00000	49.74928	5.78257	5.59459	8.32346	42.88104	39.74208	6.02900	1197.42972	6.85385	8.71137	8.12862	0.04043	15.29887	37.71715	-122.40433
9.59254	8.35615	0.00000	51.79148	9.48702	8.46151	8.38312	37.62871	46.96100	10.51629	1171.83023	7.31004	6.95186	6.46589	0.15584	22.65573	31.82539	72.54064
8.11844	9.50533	0.00000	41.64243	7.14301	7.11862	8.07672	36.69377	46.41571	7.81884	1113.08389	8.35359	8.29755	7.04012	0.07092	21.03791	41.66394	-83.55521
6.13175	8.66041	1.00000	29.32594	7.48621	11.87680	9.01852	58.07873	41.78367	10.60792	1094.83786	7.53599	7.19447	7.92273	3.82783	23.24684	56.56317	-2.58736
6.47894	4.97517	1.00000	69.30769	5.48337	6.75891	7.73464	46.34100	52.43374	9.62002	1120.80778	7.03846	7.85550	7.14605	0.06621	19.62842	42.30865	-83.48216
8.06781	6.29084	0.00000	53.81501	7.07352	4.92311	6.91565	50.68379	38.97054	7.22938	1146.90497	8.54725	7.78321	6.76497	0.03796	19.57278	5.90702	116.10146
8.90612	7.69280	0.00000	47.11223	8.00809	9.99881	9.30453	50.76055	41.47826	10.56730	1191.59206	4.40525	8.48067	8.08926	0.61857	8.79633	55.8736	85.4265
7.38380	9.72830	0.00000	65.23065	8.03666	9.33148	8.36528	53.95945	42.19313	6.87657	1183.75379	9.91441	10.21319	7.29054	0.34677	4.86905	68.79833	16.54165
4.41164	6.86384	1.00000	56.22142	6.10520	5.82402	9.15159	80.86486	48.09430	5.39822	1155.70834	9.44475	7.27680	8.01628	0.06307	1.87709	53.00974	-3.05814
7.73534	10.06465	0.00000	38.29431	7.06902	7.58535	8.27653	43.54238	39.22246	8.39306	1061.66246	9.87247	9.32272	7.31336	0.07336	4.29246	13.51825	99.95469
6.80350	6.33217	1.00000	27.64253	3.90369	7.74956	8.56111	49.97301	54.05101	6.39236	1101.91243	6.94438	6.78259	8.85683	0.10779	4.01949	55.75556	60.70278
12.94497	4.58134	0.00000	32.03446	3.88054	7.37539	6.33972	54.15827	38.81766	6.50207	1139.44124	7.25677	7.22677	7.86970	0.08065	38.28171	41.24255	-82.61573
8.65651	8.15444	1.00000	36.36526	6.63900	9.17408	6.86370	38.15345	43.54255	11.35415	1194.16019	8.56960	7.48697	8.59179	0.30554	19.10255	30.76468	74.12286
6.74720	5.62081	1.00000	52.54284	5.80067	7.94644	6.74086	32.39000	44.59653	11.04147	1120.38335	8.06584	7.32499	8.29162	0.14298	20.71542	48.07667	8.64409
5.20953	7.81560	1.00000	72.85227	7.19901	6.89554	8.05500	40.10596	37.40356	4.92592	1156.48677	10.46700	6.59113	7.98328	0.07273	-6.19802	34.31	-2.16
10.22964	7.89978	0.00000	46.35326	8.45905	12.04522	7.60179	49.06005	56.34792	10.93059	1139.58716	9.41917	5.87039	6.62330	4.52038	-3.58554	22.37066	114.10479
8.32805	9.79800	0.00000	56.64808	8.73844	9.71423	7.95726	39.27796	52.01255	10.42336	1055.19430	5.96816	8.84347	9.84331	0.45721	-5.14597	45.44694	8.62118
8.49845	9.35466	1.00000	49.87176	6.72675	9.76357	7.29094	37.77208	10.51556	10.84252	1102.35155	9.37423	6.57810	6.50478	0.51343	12.90177	3.02013	30.91105
5.99223	7.09394	1.00000	46.57962	6.54458	9.43114	8.16376	69.43843	48.74783	7.17259	1094.96952	8.49988	5.89355	7.94914	0.37704	23.41947	44.92934	37.99117
4.43113	7.71510	1.00000	39.79257	5.50388	7.51184	9.38701	27.60256	45.94046	7.68738	1166.95576	9.36714	8.59569	7.71336	0.07621	0.93232	37.30553	120.82747
11.20113	9.02378	0.00000	82.95893	8.42070	8.01498	8.70996	56.73714	37.15210	8.01777	1099.67382	7.37356	7.06931	7.97080	0.13882	-7.38019	41.80753	-87.65644
5.22343	10.55429	1.00000	51.82099	7.02614	10.13667	6.51563	57.71049	31.72364	7.68736	1121.27441	8.89872	6.77864	8.75641	0.67726	8.14470	4.88441	101.96857
7.64576	5.90344	1.00000	77.92959	5.84614	6.94296	7.49986	75.78870	39.03343	10.19323	1121.54867	9.06515	8.91499	7.57488	0.07052	35.03187	8.48714	-13.2356
6.17402	11.64578	0.00000	31.01592	10.56162	8.62322	7.97882	33.80284	26.45570	8.55109	1116.26612	4.38964	8.23179	6.20824	0.21638	23.31859	19.32932	-98.1664
7.23595	7.86558	1.00000	62.17297	6.87741	9.82924	7.14482	45.38965	55.91138	9.91080	1112.28129	6.50255	7.69676	7.78138	0.54354	1.06651	43.35071	46.10925
8.00284	10.03892	0.00000	42.49470	8.63717	8.20521	8.38639	27.34646	50.23844	6.70089	1147.71536	7.00797	7.23818	6.98919	0.15177	-0.06318	41.48199	-81.79819
6.33916	11.50585	1.00000	57.40426	6.71702	9.24766	7.87975	51.72971	44.39407	7.41303	1070.66442	10.09588	7.37288	6.61536	0.30685	28.75152	47.48444	36.25361
8.67774	10.66392	1.00000	46.76462	7.09327	8.57825	7.46300	49.13104	48.57449	8.73140	1107.18514	8.28442	9.03716	7.90414	0.18441	6.75429	3.27833	32.88667
6.52023	10.83084	1.00000	59.86147	7.46790	10.38726	9.23015	63.23072	65.16315	8.87107	1135.55300	8.95316	8.08543	7.01733	0.91190	7.22147	14.14989	121.3152
6.77244	9.82321	1.00000	48.42997	6.41875	9.31779	9.18608	59.23531	54.11605	8.64440	1073.31188	9.29761	6.93717	8.32769	0.33463	9.08756	43.61058	1.33467
8.41710	7.31903	0.00000	76.05527	6.12530	8.83958	6.78267	60.98808	35.70329	12.31209	1055.17511	10.01643	7.46375	8.66756	0.22578	19.21099	-6.8	39.25
5.98734	7.83251	1.00000	54.97157	5.90839	9.37875	7.19304	58.13036	45.75804	10.45137	1127.37446	10.32968	6.63375	6.80449	0.36149	17.08652	36.33011	138.89585
6.18906	9.11569	0.00000	37.25200	6.76709	8.69140	9.19896	45.57373	71.47148	8.48650	1053.64536	12.97297	8.17381	7.96972	0.21139	32.53467	7.50251	5.06258
8.57954	9.06572	1.00000	54.49845	6.37476	9.71059	7.16873	69.14881	38.75661	10.23293	1079.81494	8.58514	7.22473	9.23468	0.48056	4.81070	50.9803	11.32903
7.06963	10.26277	0.00000	56.92094	8.26554	9.87192	7.98777	41.13200	57.23898	5.01990	1146.44391	8.35470	8.11298	10.50815	0.55567	20.59712	23.9028	89.11943
8.94004	9.60947	0.00000	36.13934	6.50711	9.32521	6.43890	53.92904	43.90183	6.17829	1081.89296	8.82672	7.04985	7.43339	0.35004	14.08146	46.1351	-60.1831
7.34577	6.53820	1.00000	59.95955	8.05457	8.20351	9.06718	56.12567	37.17889	10.25050	1189.11204	10.75130	6.38246	6.55784	0.15183	34.95474	44.89784	8.86374
6.48854	6.39072	1.00000	25.07203	5.08411	7.25412	7.06001	41.02396	38.93932	8.00055	1167.90651	7.97830	8.39579	7.36624	0.08762	-5.51839	22.75218	72.68533
9.18818	9.59394	0.00000	50.39788	9.31077	8.10880	8.34937	30.66194	24.61197	8.81377	1197.35253	5.74589	9.72506	8.08443	0.10459	21.76902	34.15429	3.50309
9.52903	8.13489	1.00000	67.61006	6.59223	9.57383	6.64556	32.05040	66.56899	11.20125	1082.61466	7.36779	7.59009	7.82253	0.38779	20.61398	38.54491	-121.74052
11.01771	8.30532	0.00000	54.11576	4.15109	8.62748	6.72752	59.55850	42.18851	7.49991	1183.43849	9.99201	7.86033	9.66891	0.16565	14.20588	43.62558	13.39954
5.53160	7.69321	1.00000	47.09006	5.79583	7.85588	6.48428	45.70017	54.44270	9.37224	1150.64512	10.07317	10.52214	8.01582	0.09328	-5.27666	10.61285	12.19458
9.74693	10.58082	0.00000	35.82541	4.40380	10.90657	8.62078	46.91393	69.33738	5.09269	1062.65143	10.10178	7.40469	7.82640	1.46129	8.58976	23.9028	89.11943
6.35792	5.86258	1.00000	37.22978	4.76109	6.54497	7.91713	58.20689	39.10603	9.62044	1087.00427	8.74738	8.47436	7.55111		17.05051	55.38752	36.73307
7.17504	8.75102	1.00000	37.36994	5.90321	9.80016	10.74654	35.60594	40.57692	7.70320	1090.04423	8.59031	8.00088	7.80840	0.49344	24.13207	-17.74431	-48.62789
6.63101	8.42374	1.00000	50.66507	5.95161	8.73553	6.14016	60.86293	43.39500	9.50613	1150.81924	9.62653	7.24274	8.40474	0.18288	26.68000	-19.7625	-44.31389
10.07755	9.43481	0.00000	62.21618	9.10869	6.35204	9.27917	70.65250	50.98716	6.48270	1154.95214	5.49431	7.46743	10.02290	0.04996	16.07262	-19.65	47.31667
9.34301	10.38263	0.00000	63.46829	6.84497	7.67946	9.62168	51.78214	63.59830	6.90838	1065.12144	7.50117	6.75640	7.82087	0.12599	22.89100	50.86079	17.4674
7.26030	7.48419	1.00000	47.90933	6.17401	10.57803	8.14704	58.90922	30.87084	11.97214	1173.96287	9.70444	8.55725	8.52765	1.07055	21.57800	32.17629	75.06583
8.15413	5.87837	1.00000	59.27272	8.52408	4.27469	7.47180	34.02715	44.81806	8.06849	1152.74446	10.23803	7.00678	6.96612	0.06148	20.32304	52.4089	31.3237
9.47150	8.95486	0.00000	66.47868	11.50003	8.06701	6.61465	60.44668	37.80114	8.87548	1122.01439	8.64366	7.47929	7.36607	0.13891	3.61329	35.64889	117.27583
8.77439	10.25968	0.00000	81.95084	8.16606	10.59798	8.21926	45.82302	57.64957	10.97434	1128.13899	7.39239	7.50123	8.42744	1.11792	27.28428	-27.76952	30.79165
5.92305	4.84273	1.00000	63.46720	11.55055	3.88510	7.06141	50.51416	62.53151	6.86532	1127.95942	12.55955	8.28876	8.57189	0.04336	10.79064	35.72917	10.58082
11.26849	8.81747	0.00000	48.76182	5.26961	9.35410	6.56517	51.16739	46.01822	6.22547	1074.36475	8.36301	8.60310	9.10812	0.35111	4.07006	53.14657	140.72287
6.06167	10.49683	0.00000	59.83027	5.62815	7.45914	7.84790	53.23389	62.50641	8.15635	1181.72127	12.78709	7.64136	7.55356	0.06916	18.58532	50.74497	3.20639
8.66557	8.11567	0.00000	65.86165	6.18181	10.39354	8.79727	51.25398	46.29005	8.96577	1126.56627	3.26020	7.63853	6.37321	0.90299	8.37066	51.40944	46.04833
7.93936	8.26083	0.00000	40.59489	9.77294	8.78011	6.24598	47.16671	35.84213	8.62295	1190.71410	5.40222	9.46670	5.97056	0.22715	9.59563	53.5942	25.8191
6.27157	5.89195	1.00000	59.63369	8.52680	7.09411	7.46061	47.77493	44.20371	3.68627	1171.48114	7.65468	7.98439	7.52058	0.10623	19.47658	37.19723	122.05228
9.16368	6.31682	1.00000	34.69623	5.33386	6.98148	6.75125	51.79655	29.28070	8.83295	1097.34682	9.31283	8.04190	8.23601	0.08553	37.72157	36.82167	128.63083
10.19400	11.43104	0.00000	44.95838	6.40703	9.16786	10.10302	49.61311	39.93772	5.13617	1154.10441	5.83073	6.44516	6.99422	0.29388	33.52539	7.50251	5.06258
7.98879	10.49404	0.00000	58.28983	9.07197	8.26949	5.09313	61.02508	30.41599	8.43041	1096.41396	4.35588	7.87313	7.64111	0.15064	6.15786	52.09	5.23333
7.26426	6.46303	1.00000	41.49874	8.47631	7.01686	7.65966	57.60368	50.39444	5.77915	1108.61792	9.79096	8.69117	9.67819	0.09154	13.29915	37.73604	-120.93549
4.45973	10.83210	1.00000		7.05245	9.47621	9.12032	56.69396	53.83769	7.18547	1148.54962	9.64641	6.44982	6.90810	0.38898	11.36753	21.01858	-101.2591
5.00713	9.13412	1.00000	32.99000	5.98165	10.27004	7.73896	52.18468	32.40338	9.37031	1178.41992	11.05347	5.92532	5.45440	0.78736	17.28191	-20.25333	-43.80139
5.21327	6.91425	1.00000	47.94258	5.44600	8.36730	8.59428	55.32503	25.61577	10.22498	1192.68666	10.71583	7.73784	6.51588	0.17346	26.19797	43.62558	13.39954
5.81471	9.14998	1.00000	57.29340	6.17967	6.41049	8.07001	27.43081	35.18856	7.19395	1103.10642	9.10257	6.33286	8.01415	0.05585	17.02569	43.50891	16.43915
7.50475	9.96650	0.00000	27.79912	7.73124	9.92525	9.80328	56.80558	52.46910	4.56246	1149.03362	8.10535	8.16298	7.39142	0.57234	28.05337	23.15678	-81.24441
10.38004	9.83350	0.00000	65.55068	5.15582	9.22832	7.40991	52.22823	23.19650	7.62456	1109.80897	8.57105	7.98841	6.26434	0.29845	20.46118	38.40917	112.73333
6.94380	8.72520	1.00000	42.10917	6.91990	9.09253	6.84349	48.41119	15.84263	9.51402	1182.06700	7.89816	8.89282	7.55317	0.28520	11.03420	37.71715	-122.40433
6.13097	7.09916	0.00000	57.06520	2.14127	7.13686	8.83801	47.44961	78.27304	6.95028	1169.13826	7.31976	7.43134	7.99458	0.07867	15.17434	-22.9	44.53333
8.13440	9.13957	0.00000	37.55604	9.08699	9.99756	7.88438	59.58949	49.69138	10.81781	1066.33156	5.78402	6.70154	6.16135	0.59650	7.92841	59.80917	30.38167
7.68267	11.11886	0.00000	59.14894	13.86301	10.05486	9.24254	60.61731	28.53580	7.67016	1165.80380	11.86656	6.60581	7.98046		16.48196	-22.45667	-47.53028
7.82212	8.88847	0.00000	64.54530	7.07481	8.30817	8.26590	55.91417	54.17071	6.33089	1103.81597	10.06829	7.30953	8.30723	0.15296	30.64266	42.67164	14.01481
5.66751	10.04995	0.00000	39.83924	10.21965	10.25254	8.17992	37.24230	45.69223	10.16084	1126.70965	5.17677	5.91822	8.62979	0.78321	27.82859	5.84752	-5.682
6.58871	10.16418	0.00000	100.00000	9.83788	9.10065	7.19858	73.04843	38.55239	7.80072	1075.08617	3.63440	8.47458	8.35934	0.29773	25.80618	42.7392	-84.62081
7.12517	9.21625	0.00000	42.05506	7.87960	8.55224	6.56316	34.51071	37.02620	6.64084	1093.51494	9.61185	9.88521	6.98426	0.19428	3.93913	-25.42944	-50.00639
9.91404	10.74228	0.00000	89.75524	9.95370	8.15860	8.43695	62.51054	38.27297	7.81600	1069.39543	8.44280	7.41551	7.53244	0.14355	12.99447	-3.74912	-73.25383
8.31300	6.40513	1.00000	62.97567	5.54381	7.78699	8.46013	30.57639	39.70405	8.61512	1158.55001	8.16164	5.74049	6.99864	0.12615	1.35735	5.20856	-74.73584
5.23850	6.74625	1.00000	60.30768	5.95154	10.61809	8.16207	38.57809	40.17253	10.87034	1127.84605	9.15725	9.06585	6.58273	1.11115	-4.68602	45.47885	133.42825
10.89422	9.02559	0.00000	63.71293	5.17275	7.79149	7.55504	18.61880	39.55602	8.34325	1089.65384	3.17437	7.86329	7.91363	0.09805	9.26635	0.03813	36.36339
6.74442	9.61043	1.00000	35.75184	6.03062	8.96490	7.89759	39.87478	60.53771	8.79376	1196.77728	10.11397	6.27674	6.46701	0.23545	7.40502	35.25064	-91.73625
4.06288	5.38483	1.00000	64.89846	4.93337	9.70379	6.47955	48.54810	47.23421	10.38392	1165.63140	9.67590	8.52229	6.43278	0.48215	5.00148	44.92934	37.99117
7.43350	8.16024	1.00000	25.44236	5.73908	7.48186	5.85088	63.92527	50.76529	10.12820	1147.14811	10.52103	8.11224	7.84384	0.08213	21.71900	6.33444	124.95278
7.23266	9.30679	0.00000	59.43625	7.48274	7.69069	5.94558	68.13446	52.52199	8.38974	1134.89969	10.05112	6.99744	7.08811	0.11596	30.77831	15.72892	120.57224
5.03196	8.75363	1.00000	35.05913	6.33307	9.99923	7.26694	42.43049	67.45534	8.39291	1110.99576	8.55655	7.80232	7.52590	0.58904	5.75705	53.30972	83.62389
9.65055	10.48580	0.00000	45.06093	8.74529	6.80119	6.65380	35.71873	57.83651	8.43863	1191.71210	6.15717	8.19314	7.65397	0.07762	23.17692	41.55815	-73.0515
10.29788	8.75809	0.00000	34.88287	5.03465	9.89697	5.78410	40.90944	51.48771	5.88620	1171.85431	9.34282	7.25113	8.11504	0.58461	18.58919	32.9156	-117.14392
7.27174	10.53584	1.00000	41.96571	7.38981	10.03452	9.42667	61.98085	42.12801	8.39944	1176.41917	7.42389	8.61314	6.36776	0.64966	19.44979	33.92946	-116.97725
6.38823	6.85504	1.00000	35.75229	5.54488	5.02862	7.33223	31.65622	55.61363	6.86821	1123.18040	8.59073	8.24726	9.04825	0.03152	19.57442	-21.15	46.58333
4.23220	8.03545	1.00000	61.24940	5.95735	8.37238	8.42213	43.24526	66.86658	8.17077	1131.33131	9.41017	7.11571	7.79490	0.17120	28.69853	49.97704	9.15214
9.60383	8.37331	0.00000	60.60911	6.40779	7.96232	6.70518	38.96952	26.82527	6.71873	1054.34252	7.13518	6.99633	7.48043	0.13963	-2.86399	14.46693	75.92694
5.75279	5.92595	1.00000	62.59101	4.73189	5.65564	7.51765	45.83546	59.04550	5.47948	1135.36959	7.62880	8.51581	8.12239	0.06568	26.69750	48.21644	9.02596
6.41576	6.06504	1.00000	37.01176	7.26721	5.28527	8.54604	31.25659	22.74835	4.94731	1119.17381	9.05675	7.51981	8.20668	0.06868	30.55110	-11.78333	19.91667
8.85116	11.00055	0.00000	63.15650	9.52702	8.09150	6.85685	58.85375	28.90991	6.95039	1069.69893	5.87141	7.06951	6.63410	0.13175	-1.65027	53.37596	51.3452
6.23507	7.07790	1.00000	54.99427	5.55783	9.82757	7.31075	52.85776	58.33414	10.68405	1123.44533	9.66363	8.62861	6.27231	0.49883	25.50057	35.64889	117.27583
5.87994	10.96459	0.00000	49.72011	8.79905	10.02122	6.83040	52.90427	46.64667	6.16989	1110.93233	10.13139	7.82816	10.39514	0.62508	18.49045	7.6	4.18333
6.71855	10.02424	1.00000	69.38882	6.92816	9.22141	9.18021	61.65852	46.09180	10.02384	1134.43071	10.86391	6.83783	7.14927	0.29179	7.59092	19.8173	-97.35992
8.27892	7.42442	0.00000	46.91797	6.95769	8.10870	7.20128	70.69531	67.06078	6.17390	1148.80775	9.06507	7.36804	7.78623	0.12578	19.14996	51.24197	4.82313
7.68147	7.23525	1.00000	36.73594	6.33036	9.88228	7.55613	61.49727	33.42343	11.82548	1080.90254	8.79403	7.08828	9.14145	0.57458	-2.70111	41.27194	123.17306
6.89583	6.88997	1.00000	53.21108	6.21096	8.47505	8.77346	53.02171	22.63836	9.92069	1158.45442	7.22322	7.16730	7.89538	0.17525	8.84932	42.93369	-72.27814
7.60650	5.78994	1.00000	64.39222	6.97722	6.82933	6.97927	63.75389	40.16495	8.95527	1111.00542	10.30205	6.14048	7.84996	0.05298	22.19627	24.96334	10.18003
10.36890		0.00000	32.15347	6.54350	10.08564	8.86649	57.08356	62.04609	10.40899	1162.62031	6.74913	8.17987	7.68595	0.67829	16.87009	41.54566	-71.29144
10.07267	9.68853	1.00000	47.93411	6.92343	7.86874	7.63784	54.83040	45.88809	8.18165	1103.07893	3.62382	8.48174	7.79648	0.11554	5.16688	55.8736	85.4265
8.93709	10.01579	0.00000	83.57905	10.68685	8.62900	6.33743	55.75568	34.38477	6.82624	1075.37771	7.80029	8.28929	6.58752	0.16680	20.44303	-8.99167	125.21972
6.60586	7.47977	1.00000	66.31725		10.01905	8.08376	58.05616	41.56674	10.98360	1054.78297	9.84738	8.64719	7.30435	0.62708	-1.33339	43.35071	46.10925
8.85341	9.79534	0.00000	48.34138	10.45650	9.21470	7.41332	58.40387	42.91472	9.41188	1180.87191	7.56649	7.35232	9.00352	0.27876	11.62957	8.88649	2.59753
	8.93541	0.00000	38.69537	6.97797	5.71266	5.31465	64.84843	61.90540	9.84472	1111.52146	5.27883	9.12677	5.94892	0.05792	3.52905	48.28259	9.72749
8.55504	10.80922	0.00000	55.36452	9.63842	11.17364	8.79331	53.05012	49.69296	10.30345	1197.47417	9.04827	8.08566	6.19766	1.91120	29.02521	-54.8	-68.3
7.22242	5.54829	1.00000	48.49411	4.54562	5.72634	7.76981	64.69976	59.44228	4.71805	1085.41832	6.61252	8.36879	8.22528	0.04928	9.53648	12.1277	78.15794
7.34442	7.95871	1.00000	32.87669	7.49053	9.02997	6.96598	62.96963	35.39250	9.19667	1076.51568	4.80863	7.89581	7.74199	0.26471	10.97992	-22.9	44.53333
8.94499	8.05658	0.00000	47.14961	9.85439	9.52976	7.72919	52.06947	47.00556	9.15861	1069.44905	7.16265	8.36137	6.09439	0.43117	4.80711	37.13548	-3.67029
9.18854	7.67799	0.00000	56.05425	6.93754	9.72504	8.95248	37.84411	56.71798	10.40459	1184.93387	4.24256	7.55167	7.81363	0.46534	15.28081	38.37255	34.02537
8.15880	11.44397	0.00000	55.51708	7.53453	11.38614	8.99705	61.08910	33.13140	10.31768	1095.00740	7.32960	7.74220	7.12696	2.34894	19.79088	38.96372	-76.99081
10.75775	8.82412	0.00000	39.61827	6.62171	9.98361	8.21659	61.67239	40.46580	8.84334	1134.38686	5.87519	8.92219		0.59987	4.84647	50.7236	-3.52751
7.29562	9.98990	1.00000	48.31983	6.32927	6.45711	8.26976	45.66347	44.58362	10.79839	1120.01524	11.64495	9.56224	6.21339	0.06657	23.79740	41.55815	-73.0515
9.32033	9.27200	0.00000	45.56647	9.67419	5.35885	6.80427	57.03804	46.84952	6.14446	1180.03840	4.35326	9.28159	7.86877	0.06043	10.63831	-21.44236	27.46153
6.44276	7.07061	1.00000	54.36740	6.05945	8.38154	8.05347	44.84715	46.67779	9.15857	1192.02646	7.12141	7.57912	7.84426	0.15268	25.98099	40.1675	34.37389
5.45735	11.92831	0.00000	54.40929	9.60012	10.60970	8.62739	51.83753	59.88955	6.29690	1164.41089	9.85928	7.70391	8.25281	1.10638	15.15425	9.82564	78.25795
7.04865	8.34626	0.00000	47.75341	9.64319	8.93037	5.62679	49.99574	45.99143	10.90220	1198.49012	4.45063	6.67247	7.64450	0.26877	34.75595	33.93113	-117.54866
6.70583	9.21941	1.00000	44.91082	6.23234	11.01221	7.39216	48.79278	31.57875	10.38917	1135.49070	10.25697	6.35322	8.43344	1.61969	9.67907	10.63504	-85.43772
7.63564	3.65249	0.00000	68.98828	4.59145	4.63835	9.43941	23.33534	29.62392	5.36967	1149.27408	5.30167	7.55997	8.01746	0.04179	23.80252	40.34912	-111.90466
5.08651	12.31351	0.00000	66.58175	9.41721	10.28059	8.23906	62.86714	33.68603	4.91105	1199.51656	9.33709	7.79147		0.82083	25.97233	35.95664	36.7138
9.68851	10.09192	0.00000	46.58810	9.00004	9.50173	7.86336	40.97772	32.93430	8.27074	1068.36634	8.03095	6.86410	7.94923	0.41117	16.82826	45.44868	-73.81669
10.20901	7.21447	0.00000	61.45584	8.24816	10.06420	8.86411	70.19451	45.34443	10.82653	1067.00985	6.68663	7.97742	7.74199	0.64964	1.39806	50.64336	7.2278
9.20087	7.94890	0.00000	46.89160	6.94866	10.10244	6.94600	49.74520	29.87061	9.55202	1074.78036	4.49347	7.41833	9.53446	0.69058	6.12405	54.84444	38.16694
6.36449	5.76337	1.00000	68.57522	7.57296	4.89220	6.34670	51.13033	41.95675	6.17330	1055.45061	9.29278	9.81749	8.13909	0.01580	18.74846	34.08565	74.80555
6.35276	10.27208	1.00000	69.34069	7.12290	7.75796	6.15164	55.62837	45.24094	6.24295	1129.58254	6.50114	6.41859	5.67190	0.08502	11.93210	-22.45667	-47.53028
6.62447	4.66935	1.00000	34.31811	8.99923	3.80306	9.47048	52.58321	46.40092	5.28347	1103.94215	9.98521	7.51771	8.35364	0.03789	22.82006	7.6	4.18333
5.66191	8.37258	1.00000	34.57473	6.13079	8.83876	6.74069	47.09532	18.73130	7.57067	1186.74103	7.19955	7.99595	8.29281	0.21292	18.36695	53.51684	-113.3187
8.10609	8.11389	0.00000	33.30036	9.68189	9.27125	8.66918	39.75465	43.34509	8.23989	1178.01288	5.39054	7.11427	7.56280	0.32689	22.02119	1.6561	103.6032
6.64607	10.04637	0.00000	35.84927	10.97239	7.54558	8.39267	58.39492	44.87283	6.91979	1067.97758	4.11650	6.71216	7.54332	0.10675	13.03485	46.1351	-60.1831
6.17039	11.10734	1.00000	32.57482	7.35878	10.32754	6.10149	52.55634	44.84900	7.70706	1171.38767	8.25398	7.61645	5.12981	0.85358	17.45212	49.28669	1.00288
4.42940	6.35684	1.00000	71.69195	6.95090	7.15368	6.96828	43.85699	62.95651	3.40401	1097.71931	8.01183	7.58419	8.72145	0.07677	17.07433	41.6764	-91.58045
5.94813	7.28097	1.00000	32.62592	6.90212	10.77859	8.73713	37.98888	56.88686	10.41101	1091.75206	6.85779	7.83491	8.11364	1.31254	17.62406	10.7375	122.9666
6.04882	8.32968	1.00000	64.27351	7.98689	7.59755	8.18604	53.12540	41.78988	6.50790	1133.20281	10.53066	6.75079	7.95827	0.09823	8.15730	6.03333	37.55
8.24920	8.01139	0.00000	65.80515	8.51994	8.91824	6.63310	45.41800	41.83934	9.42787	1071.40131	3.89833	10.71962	9.09854	0.22763	2.11024	33.44872	-86.78777
