PM2.5	O3	H2CO	SO2	PAHs	longitude	latitude	NH3	TEMP	C2H3NO5	CO	CFCs	PM10	PRES	warning	Pb	NOx	CH4
9.10394	9.33336	43.47605	11.51968	8.36927	-6.03731	37.35813	8.91722	8.74658	0.14030	8.90272	49.25605	7.35633	1193.49162	0.00000	43.48524	9.37259	8.24388
13.10529	9.27172	58.13768	10.22343	8.27925	16.91667	-21.98333	10.04845	5.08318	0.05770	8.08887	27.92379	5.69817	1054.44425	1.00000	48.34720	5.55574	5.95414
11.35565	8.14818	40.88483	9.18135	8.74029	44.7662	40.49748	6.89355	4.74880	40.42852	7.01823	29.80566	13.82340	1188.40537	1.00000	63.52596	8.95890	11.50594
9.55457	7.76348	47.33778	9.56764	9.00193	46.10925	43.35071	9.78489	18.36847	0.14077	7.53313	64.86650	7.03631	1069.49845	0.00000	56.05722	9.43946	7.63649
9.66386	8.74079	62.90195	7.98831	8.10714	1.10687	41.15612	11.01723	4.22808	0.17553	8.16430	54.65775	7.81804	1144.46929	0.00000	21.47157	7.47527	4.42078
9.60747	9.61040	39.66411	7.85969	8.08737	-91.58045	41.6764	10.30820	16.67491	0.08467	8.88405	61.77961	6.57540	1106.23725	1.00000	56.66530	4.81653	7.22820
8.35336	8.65747	47.96604	9.36662	8.41441	65.50917	44.85278	11.02634	27.61165	0.19892	7.00359	47.32069	8.10120	1099.35147	0.00000	33.00124	7.97464	8.19457
9.92601	10.03366	35.09364	7.96160	9.28089	29.65806	-4.83	8.94928	5.67478	0.15810	6.55579	35.66028	7.78934	1050.16739	1.00000	64.15294	7.51556	5.41177
6.60364	6.74564	69.00086	9.15934	8.42654	78.95693	29.21399	8.71871	-2.67916	0.40063	8.92914	42.17170	8.97147	1080.29507	1.00000	61.90172	8.10733	10.99563
7.88209	9.38041	66.65897	10.87500	8.75124	115.04814	30.24706	9.40119	-6.72691	0.12034	8.66818	50.43518	7.01747	1186.24222	0.00000	55.82976	9.31858	10.66559
9.40782	9.76649	36.77727	9.84427	6.74945	-77.96389	39.45621	10.82664	4.21744	0.08144	6.35813	38.00618	6.69790	1171.57616	0.00000	55.01943	7.16136	9.17713
10.32212	7.52811	55.42494	8.02877	7.81849	138.31667	36.65	11.02528	4.30920	0.22372	7.19442	53.32697	8.18441	1126.24359	1.00000	41.09705	6.05308	6.88221
5.24675	8.28360	49.08604	5.94108	8.82613	-89.66123	21.28306	7.93222	5.18002	0.16485	6.71569	39.90640	7.99470	1105.48945	0.00000	24.06660	6.36584	11.28169
6.00271	7.57763	74.33189	9.11675	9.48699	4.91667	45.73333	6.43107	8.08731	0.38152	9.52195	23.88548	9.07785	1175.72422	1.00000	45.18175	11.78595	7.09474
5.47460	8.09778	57.78010	9.39776	9.02656	23.225	43.4125	8.53132	28.45594	0.17028	6.63445	66.39251	7.88397	1196.32247	1.00000	51.85297	8.87041	9.96937
7.74155	8.86625	48.96217	6.66828	6.94356	8.77069	50.80904	5.84480	9.01657	0.50492	10.13441	50.54666	9.26527	1175.53715		45.64853	7.93435	5.61886
5.38058	8.48448	39.73569		8.29327	-73.78458	41.0051	6.73027	7.18261	0.22487	9.54059	40.79183	8.23510	1168.70408	1.00000	24.74296	9.82337	8.55846
9.09389	10.24234	49.53916	7.24889	9.46669	-120.93549	37.73604	7.98117	24.03011	0.07394	8.48959	67.69449	6.98038	1115.10174	1.00000	52.69430	8.40051	6.15688
9.62728	7.49898	49.06186	10.64100	7.65178	47.1192	42.819	6.79126	25.63637	6.13687	7.48926	27.14997	11.92659	1168.72185	1.00000	63.22682	9.75761	10.17503
9.12840	10.47016	28.76654	10.47814	10.44059	13.32127	52.59319	5.79020	12.52968	4.81337	8.49892	54.82056	11.67946	1092.15512	1.00000	50.08532	12.44068	7.24799
6.88676	7.88717	33.19341	5.53390	7.42414	2.44892	48.98693	5.49828	23.21912	0.39655	6.47549	48.92882	9.06793	1163.76200	0.00000	51.23639	6.77598	11.00412
7.59691	8.54636	46.85205	6.60664	8.02748	-83.2321	33.08014	9.18137	-0.88833	0.18735	9.58486	30.73463	8.20932	1094.04497	1.00000	33.38611	5.26623	5.59411
7.37692	7.95953	30.26615	9.23086	8.67469	8.88104	45.79377	7.85439	8.76907	0.89697	7.12650	47.62210	9.94861	1126.32545	1.00000	55.14957	8.27760	11.29754
6.35363	7.73737	54.12226	7.78936	8.15227	-45.94722	-21.42917	6.17545	10.51634	0.65413	9.62350	41.61894	9.63616	1074.42385	1.00000	64.30545	6.47703	12.60725
2.82708	8.44821	34.35033	9.47061	7.30109	-89.71472	13.73417	6.77768	23.04707	0.07349	6.28876	26.98090	5.89274	1154.52098	1.00000	60.85681	10.07833	7.52557
10.08554	8.87445	46.06525	5.50535	7.52942	-44.31389	-19.7625	8.92917	14.68812	0.11297	7.89211	34.09834	6.77136	1063.57707	1.00000	43.91343	9.98393	7.81810
6.88473	9.88737	24.33647	9.63289	6.83494	91.84128	22.83957	5.75565	12.20001	0.85984	7.57316	28.27304	9.89082	1196.83175		56.28387	9.73216	9.43970
8.61563	7.99977	56.24364	8.76372	8.10551	85.83334	20.88197	6.79264	6.79303	0.05898	9.84909	32.68927	5.04862	1150.22221	1.00000	66.03687	5.23420	4.38683
8.44848	7.43483	67.16565	8.81654	8.76479	-122.24064	47.80527	6.65736	17.45221	2.76648	9.62675	34.48127	11.12601	1077.15803	1.00000	33.68544	7.50488	12.26902
8.48663	8.76511	60.82789	6.94744	7.66622	178.00417	-38.65333	7.41038	15.08401	0.06741	6.95998	49.76409	6.30288	1098.74949	1.00000	50.71431	6.40840	5.21591
9.78497	9.05474	62.95729	10.69375	9.37053	-122.40433	37.71715	7.90359	12.33647	5.18442	7.46396	44.39567	11.76125	1070.51603	1.00000	45.31071	10.38132	9.72794
	8.85372	48.51054	8.52562	6.99966	116.11768	24.28859	6.62574	20.05279	3.86130	10.37138	55.87801	11.46676	1131.17618	1.00000	15.87679	10.52169	9.20187
7.75073	8.46112	49.43371	9.58709	9.09584	-88.3162	42.24113	7.97137	16.82638	0.85926	9.67094	30.52574	9.91711	1163.51164	1.00000	72.89860	9.07701	10.38433
10.14514	7.47873	51.30184	7.56499	8.05240	-97.90308	31.12406	12.05909	11.64806	0.22949	9.92596	66.86243	8.42113	1058.03301	1.00000	31.59139	8.57776	9.21093
6.74591	8.51236	58.21326	8.40707	8.26082	11.32903	50.9803	7.94907	16.28420	1.28618	7.36638	50.09783	10.31240	1114.83124	0.00000	50.77911	5.03812	11.38696
3.56266	6.92782	53.98949	8.21315	7.53876	-75.69947	8.79577	7.15976	0.00478	0.07111	7.47110	41.64946	6.80061	1150.89817	1.00000	41.76964	8.69768	9.39692
9.40063	7.35411	65.09255	7.71769	7.52569	24.71204	41.57439	10.86804	27.40275	0.13652	8.30228	45.73924	7.07061	1074.00484	1.00000	54.97239	4.92749	7.77913
7.64506	8.82598	43.05680	9.85859	9.01775	30.4347	-1.9487	7.68745	15.27390	1.17344	7.68296	40.18165	10.24268	1179.42296	1.00000	54.79719	9.55465	9.62681
7.62357	7.90605	50.62295	6.28604	6.97207	47.1192	42.819	6.23519	19.77633	0.48044	8.27905	65.63480	9.24270	1056.26933	0.00000	35.15026	7.93677	9.77649
11.30229	9.37898	57.16722	6.68710	7.90503	43.83992	55.39485	7.96996	27.39134	0.09078	7.91526	52.76496	5.33112	1052.88106	1.00000	29.82192	7.12044	5.62909
9.21585	8.60316	52.76833	10.19764	8.75286	43.63417	43.96222	5.62741	29.74193	5.27265	9.22018	35.19797	11.77638	1072.42904	1.00000	38.34227	9.62450	10.18008
10.37949	8.33884	43.48369	8.70754	8.57539	38.2739	46.7055	12.44292	26.72999	0.11617	8.89890	42.15722	7.04079	1172.26897	0.00000	58.21490	5.36777	7.06879
9.32798	6.50334	40.86209	10.66961	7.52065	-89.66123	21.28306	5.36441	19.66347	4.12111	11.62408	37.58373	11.52443	1196.94930	1.00000	29.54342	9.93534	9.75304
10.16296	7.63528	69.98424	8.90234	8.76141	49.62251	27.0174	11.26420	15.00118	0.07760	6.61485	25.01953	5.60073	1172.28301	0.00000	78.96943	6.68660	7.79932
7.99380	8.05519	83.89458	10.47080	9.94852	127.08472	36.20389	5.44023	7.22909	2.16693	6.89767	47.85208	10.87113	1146.20057	0.00000	29.77213	10.19123	9.21746
6.11869	8.37623	60.68523	9.92374	7.78133	-73.95958	40.57788	8.23958	25.18495	0.23691	8.45923	77.07293	8.38703	1066.04876	1.00000	43.66117	9.66518	9.14144
9.21268	8.78957	61.81998	5.65877	9.67986	9.29109	45.39402	4.10179	4.95572	1.87461	7.98442	42.38172	10.71090	1086.33666	0.00000	50.95747	6.16992	10.89105
8.79332	7.94776	31.38032	9.28808	8.99058	3.87723	43.61092	8.89940	14.73068	0.03691	8.25187	55.51312	6.04608	1188.86346	0.00000	50.27967	11.53069	7.96002
8.57089	7.60550	32.39191	6.25169	9.28736	-5.55835	42.64685	3.91048	15.50648	5.95983	9.38128	47.36013	11.89375	1194.36469	0.00000	32.02384	4.17980	11.79292
7.43269	9.19997	43.44064	9.52756	7.76076	-117.23991	47.64995	9.75988	9.74708	0.41718	7.96435	43.28531	8.94630	1073.25769	0.00000	49.49561	9.34576	5.84502
9.57290	8.92158	69.38570	7.13751	9.17657	2.44892	48.98693	9.06803	15.33866	0.05200	9.17389	56.56351	5.87921	1102.36302	1.00000	57.10744	4.02237	6.06197
10.32371	6.88831	64.50333	9.42039	7.53487	-1.99421	51.35084	4.63927	4.29200	11.84367	8.27312	64.35014	12.59167	1137.74145	0.00000	72.50616	7.90930	8.08489
10.28779	8.42321	37.23454	7.60554	8.49772	91.84128	22.83957	10.58462	20.51426	0.16153	8.58674	51.11808	7.93570	1127.52060	0.00000	55.52570	8.60316	3.13447
10.24864	7.91022	42.66487	4.29614	8.15205	-6.90656	33.92866	10.05127	12.04305	0.05932	8.67171	44.59055	5.43411	1176.94883	1.00000	34.12197	6.89516	9.30869
10.85843	7.69768	49.17473	7.83730	9.57135	35.96944	56.03361	9.31280	27.31959	0.11235	9.72919	67.38019	6.39829	1118.94468	1.00000	64.78494	6.76314	6.24208
5.92965	7.67413	30.26863	8.82736	8.24481	-87.70172	41.72059	9.12600	2.59264	0.77075	8.51250	55.60667	9.80411	1097.65252	0.00000	47.52372	5.13426	6.21787
4.47347	9.59318	31.41754	8.86481	8.59715	121.3152	14.14989	8.27477	42.79177	0.12497	8.72281	41.07893	7.16460	1141.94335	1.00000	50.96223	8.26326	10.12198
10.39245	9.03542	49.50085	6.24863	7.84214	89.20083	55.54028	9.22935	20.12163	0.07081	8.30640	56.74971	5.50337	1126.39626	1.00000		6.96158	8.15228
9.68607	8.31156	42.71597	8.95307	9.07897	35.96944	56.03361	10.13508	21.99536	0.14396	9.64136	51.15738	7.70929	1106.94424	0.00000	30.74879	10.36961	7.26088
8.63135	8.33086	11.49552	9.64035	7.75409	-67.33122	10.22677	4.73774	12.53616	5.67363	8.27805	55.32713	11.84705	1122.52952	1.00000	36.13680	10.05480	9.49258
9.95044	9.19653	36.19462	6.89366	7.18009	100.24529	5.4709	9.43410	10.64715	0.09610	6.82299	52.68080	6.94648	1105.03016	1.00000	41.97247	7.15456	6.72392
7.16899	7.50918	52.22681	7.30735	10.54846	124.3697	9.6531	6.74821	22.54442	1.30611	7.42787	43.56524	10.31625	1143.88411	0.00000	16.58932	6.69770	7.57680
10.03534	8.61035	65.86004	6.80803	8.59877	-111.78903	33.35283	9.03261	11.67180	0.12912	9.74557	53.78769	6.71374	1156.49470	1.00000	34.78807	7.06983	6.30324
9.15856	6.76929	61.90954	9.86015	10.24342	-117.23991	47.64995	11.85782	25.27134	0.18455	7.83180	45.31175	7.88312	1055.17691	1.00000	58.85898	4.31199	7.10301
9.94506	7.95073	60.50158	9.76899	6.58837	116.82887	-1.26753	5.98887	29.20527	13.85756	7.53270	76.59206	12.75107	1115.58000	1.00000	35.46097	11.15257	8.81840
8.48801	5.50096	57.43053	4.88683	9.15578	145.06667	-37.88333	11.02678	4.34529	0.09526	9.08713	45.11360	6.40020	1107.77225	1.00000	49.91949	6.88234	10.38792
9.27776	6.23647	61.22297	7.65239		10.03988	53.6052	12.56291	21.37068	0.10023	8.21236	53.73795	7.23172	1086.28346	0.00000	48.50728	5.68591	5.56971
7.34406	7.97845	27.65318	5.85752	9.70035	-37.03861	-10.90889	5.37332	20.11579	0.64182	8.93019	86.23702	9.56080	1192.59887	0.00000	33.55360	6.82701	9.75913
7.29572	11.50119	49.14192	9.77489	8.05363	7.11393	51.08468	4.36493	14.74878	1.46811	7.03059	35.65494	10.46870	1134.08942	1.00000	42.59405	10.64120	8.65904
6.98784	7.98097	46.78747	8.75495	8.63152	34.37389	40.1675	9.73934	8.36716	0.28508	8.71040	47.70157	8.65766	1088.19639	1.00000	49.76449	3.27070	4.61713
8.67200	8.04941	50.55183	8.04438	9.63877	-73.25383	-3.74912	6.94295	28.06694	0.08770	9.10170	30.13396	6.79620	1125.74783	1.00000	33.37430	4.92126	3.35784
4.02004	9.42697	58.57543	5.50463	8.11179	37.73333	-4.06667	9.45828	18.22037	0.13204	7.95822	79.50726	7.13720	1053.09692	0.00000	58.51758	5.45834	11.35214
7.24146	7.32925	42.44359	9.85000	10.03727	-91.11667	14.93333	10.21727	17.39379	0.56196	8.96697	40.33528	9.41439	1100.82220	0.00000	64.97130	9.30688	8.73092
5.39183	8.79371	57.10029	9.83514	8.78587	83.62389	53.30972	6.49235	17.62606	0.21457	7.41644	52.69498	8.16497	1148.67632	1.00000	65.26907	9.81459	8.63279
10.82780	8.47827	48.92255	9.16438	8.80141	9.29109	45.39402	11.35038	10.37318	0.11926	8.96774	41.29653	7.27009	1083.45201	0.00000	55.59969	6.36077	5.89199
7.90466	8.60954	39.49417	5.30621	8.09766	17.22635	48.8449	10.27976	-1.72073	0.12610	8.30132	51.83641	7.62687	1051.47584	1.00000	40.09588	7.47283	8.53106
9.32133	7.88843	16.70389	11.71618	6.65355	68.49143	25.80565	8.49105	18.65104	0.22261	8.30282	69.06572	8.24196	1184.00909	0.00000	44.11460	10.05577	9.47602
10.94846	8.38659	23.81162	7.18987	8.88974	145.18333	-37.9	11.42134	23.19374	0.20260	7.52450	43.30925	8.03086	1141.11431	1.00000	38.40860	9.86278	8.80508
5.96059	10.04310	33.19702	6.97702	7.74248	-2.77259	37.49073	8.78137	9.28718	0.26070	8.01276	69.40781	8.66477	1119.96416	0.00000	49.23605	9.16515	10.50672
9.25312	6.99335	52.26650	7.49142	8.19826	6.92917	52.31333	9.44121	25.90167	0.15180	7.89961	56.74506	7.21835	1104.91026	1.00000	27.91507	5.94806	5.92268
10.30415	9.35926	41.90100	5.46401	7.45269	112.19028	30.35028	10.15423	5.46276	0.22829	9.66149	56.49528	8.25139	1106.61179	1.00000	44.26007	10.79433	7.87423
9.51578	5.83254	54.52549	8.21350	7.73950	8.64409	48.07667	9.08211	18.35023	0.08774	8.73160	39.07839	6.61353	1056.77203	1.00000	35.04001	7.64277	6.71152
7.54300	7.80719	35.04864	10.36289	9.43040	-73.89125	40.67705	7.35117	8.66147	0.92452	8.41872	40.14497	9.98195	1071.89597	1.00000	47.15887	9.63820	9.78595
7.87304	8.42474	57.61641	5.57087	9.06659	99.1625	3.3285	5.49337	22.50824	0.76708	7.57513	57.48846	9.78795	1121.93184	0.00000	62.49574	7.55723	11.95183
10.27648	8.20288	63.40333	7.25041	9.92885	4.82313	51.24197	11.23779	11.47295	0.10614	8.74289	65.64133	6.98422	1057.33623	0.00000	66.06323	9.38552	3.87968
6.07905	9.09385	36.78570	7.28213	6.61071	25.34244	50.75932	9.27712	3.92472	0.51095	9.95364	79.80697	9.35217	1154.16636	0.00000	54.42734	6.22819	9.65787
11.39860	8.63395	32.67806	8.07333	8.21386	-75.60804	39.96097	7.68462	18.32111	0.10460	9.25177	42.19460	7.01450	1109.17992	1.00000	64.43563	8.98672	4.01955
12.62519	8.78289	43.46599	5.97814	7.41135	1.33467	43.61058	8.83883	25.82863	0.08082	6.40701	65.28761	5.02382	1161.94180	1.00000	79.92315	8.50203	7.50693
8.96594	7.50228	55.32007	11.44741	8.82145	10.18527	47.98372	9.10006	14.66247	0.10868	6.92240	78.47234	6.31387	1108.96464	0.00000	55.61114	8.98455	11.13575
9.00141	9.57768	43.83865	10.08573	8.53572	13.10984	51.30001	8.94570	25.60216	0.08587	7.36843	57.26655	7.03207	1053.34969	0.00000	49.14060	9.73404	7.95184
7.46140	8.56576	72.22244	9.78074	7.01387	-91.73625	35.25064	10.27892	8.53600	0.41750	8.41711	21.47152	9.14888	1129.02927	0.00000	54.91262	8.54405	7.35202
9.15784	7.81197	46.39910	9.55387	8.04674	104.1451	15.79408	10.60182	-6.18234	0.08633	8.78524	43.50414	5.55861	1149.01615	0.00000	31.19538	8.00470	8.22973
8.38101	8.54375	49.21084	9.84201	9.91651	135.31667	34.25	7.58283	-3.25252	1.82696	10.84031	61.39847	10.68433	1157.57099	1.00000	55.08505	8.31327	11.47013
5.11190	9.46111	52.08758	9.36784	8.12515	-2.77259	37.49073	6.06985	13.64257	0.23933	9.13345	78.61027	8.29840	1194.95480	1.00000	59.03929	9.55195	9.07444
9.82784	7.80251	40.09085	10.02709	8.99180	9.5586	54.52156	7.94265	22.55261	0.14650	7.72688	57.98799	7.66775	1093.35177	0.00000	32.09498	11.66353	
9.21292	8.89693	45.12694	7.79314	8.85121	83.62389	53.30972	9.95284	26.81469	0.26133	6.06107	38.22305	8.52691	1077.26820	1.00000	39.13603	6.35305	5.82559
9.05775	9.19408	65.64105	7.56222	9.19389	8.64409	48.07667	9.39812	16.68631	0.10548	8.12068	15.31143	6.67439	1075.97344	1.00000	50.42037	6.06869	6.67592
8.01569	9.38646	29.61020	6.12165	8.79434	4.25633	51.21187	4.70255	25.46084	1.81046	8.68661	36.94144	10.68499	1062.39323	0.00000	15.86981	7.30036	9.08188
6.72985	9.70312	86.58202	10.16725	6.85170	74.80555	34.08565	7.81264	13.27177	0.40334	7.88681	62.03157	9.13594	1075.65234	1.00000	33.68395	9.19528	9.99083
12.92099	8.32954	70.04019	5.32070	8.95773	-86.57415	15.48131	9.71998	18.11125	0.10632	7.84116	42.08486	6.23393	1069.50790	1.00000	55.97778	8.88657	7.64136
9.28163	8.59981	78.60034	7.43783	7.11309	10.98461	48.35693	8.43926	13.96773	0.19071	9.64496	68.47899	8.09310	1172.52718	1.00000	53.76182	6.44509	4.42365
9.67416	9.02610	41.97233	8.67046	7.22814	12.70038	45.9836	9.75574	16.57007	0.07296	8.04526	52.64402	6.27519	1106.52255	1.00000	64.80449	6.09203	6.94178
3.78286	8.72903	20.94598	9.57424	9.32914	59.4839	58.7002	7.61940	25.16595	0.07059	7.87450	31.78529	6.50811	1146.49838	1.00000	30.31990	9.89814	8.30511
7.96015	7.66953	38.83527	10.60550	8.04794	-78.19444	38.91817	6.94207	21.36069	1.08988	8.14905	50.48993	10.15673	1184.95836	1.00000	47.56566	11.77011	7.51827
6.49986	8.54924	52.96673	6.02776	7.21534	128.62667	34.8825	8.85292	25.12675	0.18328	8.99855	52.63294	7.91871	1149.47907	0.00000	33.44034	9.46162	9.39843
10.32581	10.19275	52.73826	11.48805	7.90932	112.9	27.85	7.78696	20.80063	0.09906	7.83556	50.30389	6.36859	1102.22210	0.00000	61.82591	10.47530	8.71026
8.01249	9.21203	69.33240	9.40529	7.62272	14.39024	42.22718	10.44359	29.48059	0.28708	7.99658	52.95417	8.73154	1134.14783	0.00000	26.31269		7.86055
9.36315	9.40980	80.71766	9.11564	7.20597	29.65806	-4.83	6.12862	16.50243	1.79403	8.68869	57.97048	10.68310	1071.21598	0.00000	35.38074	9.79966	6.72591
8.24864	8.17852	69.59825	7.39931	7.70097	25.8191	53.5942	10.61986	25.97807	0.27413	8.96254	33.11645	8.57561	1050.76433	1.00000	58.54668	6.83264	6.96854
5.09680	8.89720	41.97843	7.78752	7.44262	77.70636	28.98002	6.29516	16.66745	0.21939	9.02452	69.41455	8.39028	1190.83716	1.00000	53.61379	9.89388	8.68185
5.91583	8.22163	50.19441	9.84268	8.34655	0.47713	51.39323	6.56787	12.47945	0.26945	7.48247	43.40635	8.62102	1109.11339	1.00000	66.00615	10.55628	7.94665
8.50508		49.92322	8.55935	8.19875	2.31889	35.21222	5.16855	15.96746	5.74355	9.50560	40.35693	11.85624	1142.44643	1.00000	71.23343	6.89496	12.79926
9.48851	7.63730	57.78798	6.17949		-87.71255	41.84364	8.99244	-3.53329	0.11536	8.77400	45.89725	6.96948	1175.54232	1.00000	61.00250	6.02735	6.16177
8.85660	7.81075	55.29076	8.24449	9.04950	122.9666	10.7375	5.91882	20.13805	2.17688	10.44678	32.31822	10.86516	1162.69932	0.00000	47.60881	8.02567	10.52767
9.86514	7.35167	57.15410	9.87186	7.84331	24.75	55.25	10.08970	12.47179	0.05809	8.83721	56.09015	4.90405	1174.74081	0.00000	26.38462	9.02797	10.25194
11.49757	7.69497	55.00219	6.37349	8.31597	-91.77127	37.95143	11.50916	8.21369	0.16155	8.11033	32.79929	7.64508	1189.68404	1.00000	53.35932	10.29322	9.62808
6.09603	7.12575	52.42395	9.86536	8.45306	-98.15529	26.18924	6.40615	14.40647	0.31298	6.70567	53.13316	8.82505	1150.69169	1.00000	71.61700	8.16674	10.94768
9.64401	7.68384	44.34232	7.75374	9.32219	0.47713	51.39323	8.11034	22.20423	0.08837	8.26673	61.07587	6.55669	1051.64347	1.00000	69.25829	5.19499	4.86195
7.48725	7.88492	65.49089	10.29805	9.29174	115.88782	-32.05251	6.55156	25.14540	0.87049	7.80918	27.23572	9.94420	1068.10964	1.00000	42.44965	9.49003	9.79049
9.39837	8.92227	64.93011	10.41587	8.07894	-74.38987	40.65538	8.20790	18.27171	3.56137	9.16292	31.12295	11.37732	1173.91594	1.00000	35.44667	7.93484	12.13563
9.27428	8.95759	43.86859	7.02857	7.61412	22.53083	44.22639	10.76197	-1.73678	0.15030	8.85870	67.88651	7.56245	1110.97925	1.00000	65.83556	5.69420	7.28409
10.99586	8.20856	52.02712	6.33589	6.93026	-77.4286	39.00622	8.88381	6.10356	0.09268	10.09222	39.72841	5.51203	1176.58854	1.00000	39.49002	7.42791	7.15485
6.48830	8.16022	38.32949	10.26244	8.41176	15.46667	47.05	6.69212	5.18068	0.40108	7.39300	58.22200	9.02517	1091.20630	1.00000	74.34727	10.68538	8.46038
10.33739	9.09325	31.16158	10.26990	8.31192	145.06667	-37.88333	4.83644	17.25826	18.37000	9.36167	52.55682	13.03133	1134.44096	1.00000	64.01525	10.70469	9.50187
5.61199	8.53541	29.13630	8.75365	9.26432	19.91667	-11.78333	8.10014	20.40492	0.29579	10.26596	28.33398	8.58156	1164.59803	1.00000	44.31493	9.50563	9.14311
	7.00419	70.25057	5.99372	7.35321	30.4347	-1.9487	8.80143	14.97722	0.08082	8.29744	56.31962		1123.62078	1.00000	61.23804	6.76605	6.34618
7.06753	9.60848	47.06299	10.46934	7.61583	105.89333	34.56861	7.08773	-7.24637	0.63815	7.25682	63.74000	9.53525	1068.12944	1.00000	40.91913	8.89075	10.64680
7.21372	6.38293	41.94280	8.38193	8.66073	29.91582	31.20176	8.32058	23.15652	0.32164	7.99259	53.38649	8.82536	1178.83662	0.00000	45.02023	8.25563	7.78727
7.55793	7.14105	52.91071	8.33924	7.41963	17.8031	48.43174	6.20687	2.17162	2.38895	8.17520	57.83307	10.96653	1149.41680	0.00000	53.30935	5.99395	9.70408
8.73064	10.31515	39.45865	9.66132	8.39189	98.19151	14.0823	8.76802	16.66900	0.07536	9.74730	51.28022	5.06163	1125.16635	0.00000	51.35177	11.82541	9.21017
10.71544	8.34497	42.55276	6.52257	7.57756	37.73333	-4.06667	11.24535	17.38342	0.14149	7.97087	42.55337	7.13049	1191.68767	1.00000	36.33770	9.07792	9.38689
10.12450	9.96711	54.32947	7.64324	9.27105	112.19028	30.35028	10.05394	3.67922	0.13921	10.03157	66.70062	7.71628	1117.15416	1.00000	50.55327	9.37613	7.59110
8.64587	8.35916	34.72106	10.78293	8.19353	110.71639	-7.54972	8.08625	20.21334	0.22770	7.88199	60.98680	8.39922	1090.51229	0.00000	57.11142	11.07309	6.85545
10.86535	6.80707	38.24053	7.93679	6.86633	39.25	-6.8	10.71907	25.19733	0.13130	8.16360	54.94135	6.99017	1090.69050	1.00000	42.61766	6.52231	7.25054
10.43835	8.92173	53.64658	9.23650	7.54201	103.65309	16.0567	9.61997	9.92414	0.07082	10.25432	46.02448	5.53579	1108.43047	0.00000	43.83589	10.95731	8.62158
10.48909	8.42402	36.25807	6.27109	8.78927	-61.51889	10.66668	10.93141	-4.21824	0.11053	6.81871	40.49119	6.10263	1162.12825	1.00000	62.61308	9.38841	10.12233
13.33165	9.95621	38.77463	9.97285	6.72354	33	-2.68333	8.49414	21.87571	0.05065	7.53962	34.68102	3.26460	1142.26123	0.00000	62.94289	11.55502	7.28374
8.19537	9.81906	50.46968	6.79909	9.00599	82.85749	17.54907	4.93922	32.12756	0.72742	9.42929	37.75347	9.69793	1164.49834	0.00000	45.71339	7.91094	11.61259
6.63055	8.33918	56.24740	5.05966	8.44469	76.56719	24.41288	6.80539	6.94039	0.15542	8.52785	36.90469	7.33258	1181.41133	0.00000	42.42410	10.69961	8.89288
7.23961	5.99547	34.56164	9.39711	8.35179	68.21204	27.55898	6.94692	5.96753	0.98534	7.54592	57.37719	10.06309	1122.87078	1.00000	22.74421	10.36396	8.73192
9.41665	8.20192	44.86528	9.66634	9.98712	8.62118	45.44694	8.45951	4.64626	0.07407	8.47960	49.23537	5.31169	1063.28419	0.00000	45.45407	12.20607	7.66937
9.99477	6.12869	30.87913	3.70747	8.49364	-86.99666	33.45122	8.72792	16.23310	0.08050	7.66330	51.38895	6.09512	1074.89475	1.00000	34.62713	8.72868	8.34303
10.56287	8.41906	31.58891	9.79214	7.73236	113.82465	23.29549	9.47320	21.95816	0.11257	9.28638	44.38534	7.38873	1127.40207	0.00000	49.98672	9.03825	6.67639
8.87624	7.51247	45.77734	10.92541	8.70590	112.01667	-7.81667	6.23743	11.03915	4.29249	7.97219	60.89954	11.56057	1085.67753	1.00000	57.52176	8.72090	11.18183
8.54734	8.81215	43.29775	5.99853	8.76484	115.8614	-31.95224	8.49531	5.48563	0.09014	9.58872	74.84943	6.73782	1076.89965	1.00000	68.39955	5.77262	5.88926
7.74930	7.36208	39.70197	9.23794	10.32009	-15.58602	27.76056	8.39977	18.16817	0.92950	10.52246	60.91835	9.97119	1170.77224	1.00000	29.07803	8.33499	11.04968
12.08903	8.89970	53.39577	8.62511	8.29843	41.00817	38.13708	10.26072	13.39276	0.09492	9.40383	73.70311	5.69549	1089.12400	0.00000	49.58340	9.76611	5.01151
9.82111	7.43854	48.12436	9.37235	6.61912	86.00214	46.51872	8.12944	19.13326	0.13285	9.85593	38.51259	7.22268	1184.25340	0.00000	53.89388	12.18673	4.77224
9.83190	7.67700	39.60937	9.64859	8.98985	9.40531	45.53069	9.17793	11.55165	0.18232	8.62445	19.58186	7.86328	1133.82689	0.00000	58.45989	9.12746	5.63575
8.40297	7.00533	34.19525	10.35680	10.22825	-104.83192	39.72943	5.81726	11.26618	2.13547	9.50766	56.44165	10.86711	1171.19002	1.00000	55.22803	11.40002	8.22610
6.62402	6.92686	41.75743	9.73194	7.63126	-73.9614	10.15031	8.41088	20.81289	0.34555	8.44334	47.73569	8.88667	1105.82689	1.00000	49.98876	11.74831	7.16908
10.62598	8.07114	47.39760	10.75995	8.91913	-43.80139	-20.25333	4.97333	29.14547	26.57408	8.73845	28.24925	13.40255	1071.21404	1.00000	54.83637	8.89486	11.32323
