O3	PAHs	Pb	latitude	NH3	C2H3NO5	H2CO	PM10	NOx	longitude	SO2	CH4	PRES	warning	CO	PM2.5	TEMP	CFCs
7.16846	7.56824	62.11808	10.98778	11.48276	4.53896	47.36490	8.36127	6.33814	-74.95472	8.82306	8.82660	1075.83186	0.00000	5.01546	6.72697	13.84175	60.07513
8.43412	7.94144	67.89640	51.03427	10.97116	2.22279	59.98852	7.00087	6.52905	5.37429	8.94608	8.60814	1170.95064	0.00000	7.11705	7.13563	21.50435	71.78177
8.43585	8.84331	67.49368	6.95194	8.98515	3.02783	52.15169	8.10519	7.12486	121.96361	6.50058		1179.34776	1.00000	10.85675	11.46192	12.49293	57.04048
8.53648	7.70631	72.18581	-38.65333	6.36411	3.68243	40.40666	8.19534	7.81010	178.00417	7.43805	10.97239	1065.02087	1.00000	9.19716	7.00684	16.04889	57.53657
8.85665	6.39103	67.45063	39.71734	7.65386	3.15333	44.50395	8.09761	5.81333	-74.96933	9.41073	8.77527	1082.50442	0.00000	7.08787	7.28148	15.98656	77.77739
7.27896	8.12681	53.53254	31.20176	8.89730	1.29854	26.31236	7.14989	9.12405	29.91582	5.93008	6.21692	1132.41146	1.00000	9.65510	11.04743	10.27411	71.75227
7.47273	7.54024	55.59812	-37.32167	9.24385	1.14110	37.04386	7.07826	10.36406	-59.13316	6.57366	7.49633	1092.37937	1.00000	9.43987	9.99836	29.93062	58.21546
7.72900	8.14273	37.84040	25.80565	10.05349		60.04082	8.04230	7.66858	68.49143	10.23330	6.92567	1197.61100	0.00000	7.64944	7.46379	0.65752	57.18448
7.61315	8.35836	53.06208	50.64336	9.69299	2.10108	46.83930	7.32387	8.47119	7.2278	9.12829	8.53112	1117.08277	0.00000	7.23109	7.12827	17.74618	67.60312
6.71703	8.71245	33.65979	47.4943	7.36343	12.50546	72.16427	9.51217	10.30997	-122.24092	7.03549	7.13724	1092.73056	1.00000	8.83721	11.44193	11.84815	44.99616
9.03588	6.27407	38.82745	-4.24444	9.07888	34.10352	48.17916	10.58611	8.04693	-42.29444	9.81838	7.41652	1130.90063	0.00000	8.08056	7.59252	14.87515	43.73342
7.99330	5.70244	49.27765	24.96334	7.05707	2.75639	62.45581	7.33671	10.27787	10.18003	6.47222	6.41076	1124.56450	1.00000	10.07217	8.72210	12.65185	53.20148
7.28127	7.63799	29.53125	34.81667	6.69043	2.78045	46.50990	7.81750	10.38303	137.4	6.76419	7.28822	1170.11313	1.00000	9.42922	11.18313	6.12579	50.15544
6.91718	8.18495	63.29153	50.75932	7.32873	3.32949	37.37921	7.97491	12.10329	25.34244	7.83987	7.84834	1114.06321	1.00000	7.82888	8.43495	23.23536	67.17624
9.15429	6.56065	56.43048	44.98901	11.44705	1.06068	55.15405	6.07778	7.16029	38.94324	6.28877	9.47885	1188.34347	0.00000	9.55117	10.12804	0.63239	56.27761
8.37646	6.98006	48.59872	36.08497	9.78950	2.08372	56.79360	7.56837	6.56065	9.37082	10.76691	7.85815	1187.48048	0.00000	8.28849	7.18705	-1.82379	70.51217
8.41076	8.64259	50.65228	52.14	5.89782	2.74144	44.04811	7.85945	8.82810	5.58472	8.38063	8.62938	1071.10728	1.00000	9.01654	9.02334	16.27575	53.12553
6.08676	6.89986	68.26568	58.63667	10.23466	6.42734	62.48796	8.90790	10.70422	59.80222	7.12165	7.25888	1093.49616	1.00000	7.60078	9.79977	-2.82061	54.40172
6.76894	7.30213	58.86558	40.78206	3.98015	2.68743	49.09705	7.55912	7.77850	72.34424	6.02034	10.89785	1111.88083	1.00000	11.38661	7.72222	2.20319	34.06572
9.36341	9.07003	30.26469	51.14942	9.22072	4.01538	50.27202	8.42077	7.46440	15.00835	6.89767	10.38232	1176.55144	1.00000	9.22795	12.12238	22.61632	49.24397
7.51612	7.71917	42.43579	45.99194	9.49808	1.03924	41.66473	7.02438	8.17329	29.41824	7.28421	6.35333	1051.60130	0.00000	7.90484	10.62632	-8.47528	54.51643
7.07818	8.26023	51.26615	52.71083	5.23821	6.11759		8.73685	7.89852	5.74861	7.34193	9.70506	1159.48044	0.00000	7.91343	8.32610	21.41548	61.45947
7.39588	8.81244	49.68688	14.67751	10.77843	12.77868	20.53808		8.15303	-60.94228	6.94525	6.16506	1149.18310	0.00000	8.13552	11.15342	16.47991	67.10720
9.64159	8.05197	68.27439	18.20854	3.68793	1.43651	55.16818	7.14919	8.89640	-71.10077	10.48420	7.99111	1167.89385	1.00000	11.39883	8.65996	27.84031	49.77431
7.22148	9.69309	58.52124	35	9.85459	5.40986	58.86662	8.65621	8.06527	136.51667	4.78514	4.89256	1097.23885	1.00000	11.96111	11.58340	13.84504	63.70822
9.50372	8.44328	58.00725	19.21667	6.30846	8.29455	55.34805	9.15490	8.56691	73.08333	6.15023	11.29000	1119.88023	1.00000	9.53760	8.61915	14.22118	55.02731
8.30508	8.05115	44.42533	37.19723	7.44081	11.60486	47.01563	9.50040	9.79008	122.05228	4.00985	10.34053	1178.76991	1.00000	8.40295	10.27987	35.06562	47.32497
6.05731	8.82161	43.36404	-10.90889	5.44685	3.28819	43.54689	8.00831	8.38003	-37.03861	6.81496	8.48166	1185.14229	1.00000	10.99906	10.05575	12.12356	35.29452
8.24957	8.04025	49.63242	11.8659	9.05899	2.68142	59.35784	7.95058	10.99908	34.3869	5.30236	6.51182	1107.35558	1.00000	8.72217	10.50235	10.84697	46.05230
8.59151	8.55913	58.70751	-27.50578	13.96227	2.82344	32.69818	7.89202	9.48100	153.10236	6.99295	5.61621	1162.64726	0.00000	5.52572	7.69813	22.60362	77.06548
5.75098	6.67901	68.96257	10.31672	11.23974	2.96885	25.50010	7.85384	7.95979	123.89071	5.54581	7.57152	1158.30732	1.00000	10.67474	11.75593	8.47612	56.90617
8.58468	7.84624	51.33838	27.9247	8.64898	2.04241	46.58443	7.70316	5.44368	78.40102	4.95258	5.84111	1067.98354	0.00000	6.25619	9.62685	6.34347	26.89266
7.24679	7.62578	54.00521	2.2139	6.75458	2.05044	55.20649	7.76657	3.42993	102.3278	4.94576	7.78562	1096.34325	0.00000	7.62165	9.57270	22.21860	57.61682
9.56033	8.01625	42.48229	51.78771	9.89574	3.85549	49.60138	8.27019	9.49933	56.36091	6.91384	3.64536	1076.84162	1.00000	9.17238	5.34811	14.01872	39.44895
8.69567	7.67462	64.44291	43.82634	10.63521	1.87706	47.48976	7.31527	5.34818	144.09638	10.23311	9.74765	1058.01259	0.00000	4.79377	6.21159	-8.45120	62.99957
8.00170	7.08960	44.27412	6.33444	11.53125	2.57168	57.88078	7.48782	8.41145	124.95278	7.03135	6.12823	1088.61430	0.00000	7.29452	9.93765	17.76840	61.88688
6.56672	9.53508	47.45090	23.18	9.20462	3.43160	55.32616	8.27165	6.76457	88.58	9.94025	10.04366	1173.76722	0.00000	8.07010	6.85840	-2.88148	63.38654
7.17481	8.87407	27.31762	-34.64167	7.34241	2.04141	54.99248	7.38614	10.08544	-60.47389	8.09120	7.53821	1171.80991	1.00000	6.29704	9.78028	11.90621	32.02943
8.14683	7.68837	61.50485	-16.25	4.96246	4.07949	63.33832	8.18089	8.30884	-69.08333	6.51896	9.92402	1132.31674	1.00000	11.10032	8.71528	7.50039	42.22504
9.02460	7.23706	55.17706	-34.28853	3.80696	4.05278	51.54338	8.02009	9.84844	146.05093	9.94507	5.50543	1187.07640	1.00000	9.35547	11.32532	12.95554	47.01775
8.69614	8.97760	49.63881	9.6531	10.87627	3.21028	53.83498	8.01200	7.95913	124.3697	5.35381	3.72827	1149.40147	1.00000	10.99488	7.04002	-12.23686	65.30652
7.23879	7.80724	40.76589	43.82634	6.73225	1.37889	68.36032	6.98038	8.67684	144.09638	5.54523	11.06860	1187.69817	1.00000	10.48020	8.33160	27.93017	26.75917
7.99805	8.02591	55.82311	26.2649	6.10652	3.96391	33.61328	8.23334	3.57741	81.54855	5.98673	8.27504	1108.19424	0.00000	6.72549	8.12219	23.82807	27.27465
10.36901	6.47471	62.52831	-11.94306	9.06645	3.03595	71.42910	7.85865	6.43958	-76.70944	5.71743	5.69146	1162.79844	0.00000	5.20854	8.72116	15.62622	63.37094
6.93557	7.96655	84.85585	11.15583	8.41499	3.66655	46.75870	7.98897	7.16071	42.7125	11.68434	6.81345	1114.69024	0.00000	9.79034	7.55882	30.11190	57.36524
9.04603	6.32504	68.85869	34.8825	11.13346	25.86462	83.63711	10.31918	9.08468	128.62667	8.08683	4.94821	1115.25935	1.00000	9.57030	6.62468	21.97612	68.43365
8.88886	8.89908	47.34554	43.62558	10.14881	3.99142	26.75891	8.10054	6.77668	13.39954	6.04341	7.19247	1134.92864	0.00000	9.73841	9.64839	-1.51632	45.41044
7.51772	7.07579	54.40548	41.55815	10.17730	7.99514	78.85132	9.02018	9.27360	-73.0515	7.72362		1089.54419	1.00000	9.12411	9.66423	20.48097	57.38155
7.29493	8.47290	45.03059	-23.85972	5.86366	5.05120	36.64460	8.52133	7.79529	35.34722	6.39880	9.48340	1122.36939	1.00000	11.77345	8.67244	24.14318	46.31912
9.54603	7.13463	41.72186	26.2173	6.60393	3.96695	51.73020	8.31017	10.52989	-80.22588	7.82135	7.38844	1085.58249	1.00000	9.76468	10.94827	1.85097	33.35352
7.66301	9.00607	36.72737	6.8485	10.22692	3.90961	48.24815	8.36915	7.04786	3.64633	6.01936	6.65435	1113.66552	0.00000	8.05999	10.17672	11.08389	44.60527
7.46340	8.51325	59.27284	39.78504	8.05860	1.76849	33.20601	7.45417	9.63440	-85.76942	5.30725	8.15092	1091.16094	1.00000	7.64335	11.34676	21.04036	51.52877
	7.40731	44.71933	41.48199	10.21654	7.80913	29.82728	9.07292	8.29486	-81.79819	6.03286	6.53356	1124.70890	1.00000	11.89570	8.59176	13.12279	37.32209
9.58244	8.52552	43.29666	22.75218	10.42381	2.15583	59.81535	7.23717	6.25810	72.68533	9.52472	9.15841	1127.35680	0.00000	7.00981	7.09410	15.87990	77.64705
6.48442	7.84060	35.51973	36.06523	9.30542	2.26300	66.57948	7.26954	6.73732	-119.01677	7.91158	6.98146	1132.44627	1.00000	10.12453	8.72504	2.43010	57.71217
9.20803	8.58447	84.71317	39.09112	8.72255	9.81639	57.01790	9.35504	5.81332	-94.41551	9.21812	9.32249	1103.89612	0.00000	8.08544	7.34006	16.01487	47.00165
7.85934	8.81569	49.65988	55.62047		13.88926	56.48002	9.69042	12.28313	37.49338	6.26434	7.40365	1142.54528	1.00000	8.54715	8.88558	19.33159	61.89524
8.90114	8.49803	41.50555	33.86419	7.67208	8.07190	78.08033	9.04504	9.00438	48.26258	3.62338	8.93448	1094.94242	1.00000	7.97277	11.04262	11.11302	55.94538
8.41753	8.85225	52.03703	47.4943	8.30384	2.22103	46.05445	7.39038	5.53106	-122.24092	5.79785	6.30534	1177.88206	0.00000	6.68703	8.19609	11.29681	39.60659
7.58871	9.14716	34.64781	28.15112	9.57910	12.40715	49.25247	9.55835	7.95542	-82.46148	7.05951	6.84525	1193.75380	1.00000	9.55742	9.63116	10.60041	35.01121
7.32073	8.39197	69.54100	44.73941	8.57316	3.10295	65.99204	7.99851	7.65648	-93.12577	7.91334	10.81972	1085.33914	0.00000	6.70321	6.90608	18.44462	56.11320
6.81484	8.68898	43.69474	38.17492	7.08400	4.85950	47.30107	8.49885	10.05681	-122.2608	7.89193	8.52653	1054.19976	1.00000	8.55128	10.39627	20.54128	40.17086
10.15797	7.93630	31.00978	31.71667	8.43543	2.19572	40.21908	7.30312	5.70227	73.38333	6.49167	7.82336	1089.75921	0.00000	6.49603	9.38183	3.52278	55.83755
8.48779	8.50539	42.83808	35.06544	9.66075	7.02755	55.10823	9.00530	6.12454	1.04945	9.12444	10.67549	1128.06354	0.00000	6.28704	6.67664	15.72261	42.96266
7.38077	9.11252	60.06383	33.52253	4.14240	3.11389	49.67422	7.55169	8.02964	-117.70755	7.02180	7.82940	1175.48387	1.00000	9.24862	10.03699	4.87542	52.45042
8.48744	9.03505	51.95572	-34.88422	8.59507	2.19364	58.87068	7.60274	11.60806	150.60036	5.40623	6.85040	1102.94893	1.00000	9.59686	10.95740	16.47780	52.40545
8.85982	8.27421	56.06811	-28.24	6.81834	2.31789	65.19790	7.58782	10.57708	-48.67028	6.30489	6.29777	1081.29425	1.00000	7.75423	12.16071	3.52501	51.16648
8.75179	8.00323	69.97423	-34.28853	9.77454	18.29851	44.59933	9.91592	9.17751	146.05093	4.22616	8.92407	1078.22389	1.00000	7.32314	10.39298	-5.50196	60.50666
6.81011	6.15949	57.21714	-14.66463	14.35492	2.74542	56.06235	7.91228	9.15190	-52.35558	6.26772	7.30948	1195.31742	1.00000	8.95773	9.65525	16.87397	47.45300
8.77486	7.93286	48.81418	36.02506	10.33397	1.96266	39.13018	7.15630	9.52029	-86.77917	7.09572	3.66380	1198.45017	1.00000	9.77824	6.22606	11.94437	48.25259
6.28855	8.31581	38.62496	-34.64167	7.24963	8.90674	47.26519	9.14060	8.24307	-60.47389	10.12149	6.48318	1114.97923	1.00000	9.44025	5.87584	12.19174	46.84475
7.71582	8.96120	54.96584	37.05944	8.83570	13.87619	45.06017	9.65760	9.08158	37.3825	7.61818	7.80165	1146.74723	1.00000	7.61438	9.88435	19.12087	28.09830
8.24851	8.39479	49.84085	53.43333	10.11786	13.26615	56.80740	9.58030	12.36666	-7.95	8.34480	9.99045	1155.41194	1.00000	7.76603	10.07119	23.46547	44.18759
8.91558	8.22864	42.86370	12.18441	5.87564	3.14577	39.12378	8.10077	10.22536	18.69303	10.05318	8.77417	1069.45658	1.00000	8.26018	8.95955	24.85768	55.88559
8.10679	8.85378	43.71594	-11.94306	9.16153	9.04390	42.61831	9.15668	8.96287	-76.70944	7.31717	5.93784	1064.05349	1.00000		7.94385	14.83064	46.00865
7.05038	8.71107	37.53827	-7.57897	7.43956	4.32328	57.33624	8.43630	10.66998	112.23109	8.18504	9.39214	1084.17330	1.00000	9.17606	8.93640		62.54436
9.94810	7.61834	33.98906	49.28669	9.78289	8.20786	42.05440	9.01020	7.42469	1.00288	10.47993	7.62669	1148.11968	0.00000	5.55716	6.57135	26.90812	64.65911
8.76916	6.87249	50.63350	18.00747	4.88341	2.86201	67.85777	8.10144	8.95699	-76.78319	9.05518	9.50625	1134.38905	1.00000	9.87161	7.98215	19.45790	57.39775
8.75695	8.60882	35.32858	33.52253	12.85900	31.35947	60.14653	10.49594	9.21826	-117.70755	7.04358	5.73366	1064.92389	1.00000	7.00878	8.86427	13.72682	62.19471
7.51177	6.16533	56.83198	15.73628	9.35330	4.20026	51.87876	8.41430	9.44887	75.96976	5.77647	5.66799	1065.74716	1.00000	8.69653	10.54524	2.84820	35.24769
5.67858	6.29237	50.21424	-20.25333	10.60685	1.54211	46.54780	6.57626	6.83589	-43.80139	4.32766	6.37299	1178.35437	0.00000	11.05080	11.06904	28.07636	49.12521
7.60249	8.52787	74.14094	52.53048	9.30296	7.79559	55.64608	9.12488	9.68203	13.29371	3.02683	9.09792	1197.51055	1.00000	7.61475	11.07022	25.60781	51.88210
7.88959	8.50994	43.70470	-6.8048	9.45655	2.42655	50.45245	7.49935	9.42583	110.8405	6.53615	8.37980	1079.63779	0.00000	10.39123	11.53617	38.30095	29.59353
6.58027	8.11744	54.17179	14.64056	11.84075	3.09194	37.86806	7.89453	8.08031	104.64992	5.92841	5.76355	1196.65605	1.00000	10.42719	9.70828	8.10991	30.59342
7.42567	7.96503	53.71640	9.92787	8.12915	4.39053	62.37628	8.41163	10.95843	-84.13722	6.85806	8.67432	1187.12586	0.00000	7.08132	9.90092	1.15294	33.53063
8.83745	9.22071	53.09597	40.72586	9.98976	7.43367	71.01507	9.07209	7.62212	8.55552	6.51164	5.97910	1099.01815	0.00000	7.88837	10.63227	5.00447	57.76981
8.72750	7.54994	52.41146	12.18441	6.90663	1.30182	76.56257	7.19305	8.65974	18.69303	8.63941	10.03312	1186.78475	1.00000	8.28154	7.04990	5.28789	63.88733
9.32197	7.27328	40.96065	12.04161	7.97649	8.03018	37.98328	9.05613	4.71427	75.35927	6.31841	9.76928	1132.53032	0.00000	9.53515	10.46071	6.06901	33.28624
7.60150	9.55969	25.63235	36.06386	8.10217	7.49340	45.81955	8.99471	4.83279	4.62744	4.64516	5.40767	1058.34358	0.00000	5.17348	8.77591	31.40545	74.27160
6.68608	8.80413	30.87622	19.32932	2.76887	9.29918	58.55156	9.19986	8.36728	-98.1664	11.96050	9.80881	1081.74864	1.00000	9.59546	6.50777	13.44219	61.30871
8.43898	6.64431	74.87098	43.54072	5.49654	8.04305	45.42922	9.08105	9.44031	-116.56346	6.96057	6.98144	1098.94313	1.00000	10.22110	9.96481	4.36797	78.04467
8.41088	8.54173	83.92963	45.99194	4.14118	3.61899	66.77149	8.27108	8.48458	29.41824	8.25892	8.46549	1065.04128	1.00000	8.80745	8.99002	0.28418	42.49651
7.58155	4.95103	47.41314	59.80917	10.94960	2.05624	70.58657	7.84757	7.92729	30.38167	6.92110	7.42198	1160.02339	0.00000	8.86507	11.05064	13.07060	28.74288
7.31297	9.14141	61.93127	10.7375	10.42324	9.23646	56.56659	9.19055	7.70902	122.9666	7.76604	8.46671	1062.12551	0.00000	9.43519	10.62092	1.46741	47.81137
8.36871	8.59031	72.75741	6.8485	11.96851	12.96725	59.52236	9.58346	10.51836	3.64633	5.56412	4.74016	1128.67348	1.00000	6.69176	9.89858	31.97593	46.76665
8.02312	7.53542	78.26813	10.98778	9.52214	1.63029	55.59268	7.43539	10.15973	-74.95472	5.08174	9.19352	1142.53230	1.00000	8.73319	11.00989	32.60758	60.96004
7.96645	8.13796	61.31364	53.78333	9.60011	2.05288	46.02479	7.01468	7.45710	-1.06667	8.14582	8.22481	1142.08607	0.00000	8.26460	8.61178	13.46297	49.16537
7.64020	7.91923	50.72125	12.1277	9.50618	3.33318	43.93585	8.25278	8.99210	78.15794	10.55927	8.23986	1140.27582	0.00000	7.06681	6.85223	14.45395	27.30277
9.32116	9.24168	53.63849	-8.76194	7.03345	8.72322	74.53637	9.19985	9.44227	-63.90389	6.34451	9.18844	1180.18107	1.00000	10.18430	11.58966	21.12796	49.84226
8.12070	8.51429	39.66704	14.62578	8.30758	2.08384	60.58985	7.62678	7.45743	121.12251	9.04703	10.42721	1174.74475	0.00000	7.37439	7.05004	10.70765	59.59805
7.42904	7.52690	74.64767	38.91817	9.63736	4.42149	52.84717	8.41996	7.99669	-78.19444	10.33580	8.52577	1076.84332	0.00000	8.87026	7.25884	-1.13825	55.01242
10.08508	8.43426	43.69534	10.66668	8.51579	10.25468	56.40297		9.38887	-61.51889	7.23502	11.70007	1152.16407	1.00000	7.85598	6.84065	3.43310	48.12693
7.36196	8.53114	61.15267	30.81383	3.74959	1.60729	58.77348	7.56558	8.55526	75.16878	8.15217	9.90873	1054.41216	1.00000	10.53143	8.12449	15.63265	47.34432
7.67728	8.27759	57.57230	45.9836	10.85486	11.24415	44.76385	9.41112	10.95724	12.70038	7.79236	7.90258	1120.27187	1.00000	6.74278	8.07996	7.83439	61.56144
6.97974	8.65571	48.35175	46.23899	5.73755	5.60107	79.02946	8.50030	4.34633	-63.13414	8.36119	8.19578	1185.28158	0.00000	4.78881	7.00131	5.67502	56.86367
8.01590	8.01503	43.12256	35.88264	6.79706	2.78641	55.01357	7.78469	9.30219	-80.08199	4.01213	10.07512	1167.05809	1.00000	8.82679	9.94777	8.46695	62.77444
7.93980	9.24850	50.04854	5.4709	9.17376	1.87988	43.63749	6.99111	9.77359	100.24529	6.32784	4.85228	1057.00562	1.00000	9.35778	7.82254	1.22644	70.34993
8.34947	7.24983	41.23148	34.63915	8.76704	4.08810	57.39492	8.19364	8.75780	-120.45794	5.56615	8.04864	1108.68922	1.00000	10.70145	12.09570	18.59351	32.63911
8.59864	9.24487	43.29823	25.95533	10.76315	9.66311	39.46999	9.23296	8.37855	68.88871	8.36646	6.93356	1182.18628	0.00000	5.98673	8.93716	1.21528	45.02485
7.40947	6.48056	63.81865	-44.39672	8.86178	5.40776	61.65845	8.68766	3.22394	171.25364	8.81713	11.80547	1192.79750	0.00000	4.47842	5.81503	-10.25003	59.60244
8.45553	8.17596	30.25417	46.75451	8.50454	2.07040	41.63865	7.37423	9.30704	33.34864	2.11397	9.77026	1191.01082	1.00000	8.70685	11.63176	6.60027	51.90544
7.12491	8.37625	26.00393	-22.92306	8.59347	15.90529	44.69656	9.81845	6.42513	-53.13722	10.83011	8.32089	1074.03685	0.00000	7.83243	7.36902	-1.01093	49.65126
9.92795	8.09603	50.44571	47.90771	11.14547	6.97876	55.66770	8.97292	9.39524	106.88324	8.16327	6.92676	1128.64934	0.00000	6.74939	7.65825	23.72613	70.24992
7.47869	7.21569	18.96130	11.85	10.92000	3.24743	64.87005	8.16095	8.14622	38.01667	11.73562	7.43034	1180.09430	0.00000	8.20275	7.48832	19.40760	34.35718
8.82096	7.48752	53.29829	43.82634	4.78221	1.74727	60.67915	6.39339	8.59116	144.09638		10.79814	1180.28900	1.00000	10.78433	7.43417	4.46306	42.06867
8.90781	8.16406	68.82185	30.35028	9.60250	1.80792	45.18038	7.08399	8.29982	112.19028	10.30677	7.22311	1148.69802	1.00000	6.43706	7.54117	5.63187	52.43569
7.84326	10.01840	60.02980	34.4833	6.10310	12.31959	38.29210	9.50572	8.62459	136.84186	7.29159	9.92272	1198.43464	1.00000	10.86129	9.35192	18.44153	33.08211
7.42811	8.82613	40.67919	38.38479	10.70049	1.57706	50.48775	7.66222	11.26224	-0.76773	6.80759	5.87204	1081.01149	1.00000	8.42290	7.04336	28.62991	60.84564
5.48524	8.59604	53.76687	48.49144	8.50119	2.80133	60.55172	7.62594	5.49725	9.20427	9.02792	9.52787	1186.86237	0.00000	6.79317	6.74870	27.40804	32.39906
9.57635	8.37072	61.04022	-2.13404	8.48542	6.79680	47.98094	8.79940	8.76360	-79.59415	4.38968	8.35564	1060.78650	1.00000	10.24940	10.83603	8.40409	36.84119
5.62168	7.98225	42.17465	39.12074	7.99166	17.69907	37.11246	9.90942	6.26239	27.18052	9.93705	9.27110	1066.71948	0.00000	7.36013	7.03851	22.27815	50.04275
9.10691	9.72131	51.02907	39.33427	8.10327	2.80483	35.67340	7.81613	5.49734	-76.43941	9.82161	10.56955	1120.25546	0.00000	7.57335	6.48863	21.13226	60.36843
6.24511	9.27411	56.38529	43.82634	5.75757	7.02280	43.22193	8.94785	8.68020	144.09638	7.14267	9.94133	1122.98650	1.00000	9.85051	8.47271	16.76390	61.64247
8.45892	8.09174	29.01742	34.95303	13.32937	12.87207	51.58351	9.61778	9.18940	-120.43572	4.30901	5.60886	1161.82344	0.00000	10.04241	13.43879	0.07275	72.92837
7.47456	7.49455	48.51297	37.49073	7.14907	2.96421	52.34754	7.97561	9.40910	-2.77259	5.26730	9.36663	1122.65769	1.00000	8.74971	9.76641	12.48596	66.25060
7.81282	8.89382	42.71575	33.54428	8.69263	5.39107	75.99863	8.67690	5.52567	-84.23381	5.95367	9.05786	1059.13424	0.00000	8.33168	9.66064	19.93933	61.77498
8.89072	6.78610	56.82631	12.25282	9.65146	0.31226	24.49971	5.27671	6.51440	79.41727	8.86407	9.19132	1137.69500	0.00000	6.99330	6.88998	19.26838	54.14077
8.59774	8.19791	18.90247	42.67164	8.40550	2.28297	30.27462	7.11421	4.21109	14.01481	10.49958	11.24357	1168.12872	0.00000	6.12109	6.26874	-1.49518	45.65544
7.74710	8.37091	47.34298	59.80917	7.63453	1.63196	33.92150	6.96129	5.64728	30.38167	8.49528	8.55116	1168.31738	0.00000	7.16586	7.94028	33.63772	61.62105
7.54791	7.33893	60.38876	58.63667	4.29258	3.87257	47.65839	8.13174	7.77315	59.80222	7.62962	10.23964	1065.95783	1.00000	9.85171	7.93654	30.63529	67.29594
8.98500	8.67006	47.36513	39.96097	12.26383	2.39003	45.64373	7.83219	10.16522	-75.60804	8.52713	5.54965	1139.50617	0.00000	5.13145	8.58050	7.06953	63.66902
11.20543	6.96089	45.40505	41.27621	10.15408	4.12213	21.68079	8.38116	10.88119	-72.86843	6.62453	9.00959	1138.81961	1.00000	7.61476	10.70904	9.11845	67.28370
7.82240	9.07609	82.06942	24.41288	8.90068	3.98696	54.43578	8.52799	7.13560	76.56719	8.16092	8.38110	1073.27121	1.00000	10.53461	9.62810	-0.57016	57.88543
8.13372	8.49399	54.87599	26.32293	7.33108	41.70026	59.12812	10.79441	6.21558	91.00632	8.30593	6.75233	1152.31780	0.00000	5.19968	7.73895	8.87552	53.92037
5.59232	7.60838	21.74705	53.53333	11.35971	0.71620	48.25381	6.63689	9.26221	-7.35	7.24102	4.51681	1173.44726	0.00000	6.51558	10.11337	3.00093	45.42914
8.50848	8.95395	44.64242	-15.675	8.44114	1.95635	31.37168	7.51656	10.48960	-38.94722	5.79740	8.79136	1155.97863	1.00000	9.29387	11.74192	3.41102	67.09842
9.05189	8.35424	47.09092	20.21322	5.82930	1.84471	42.49063	7.53872	9.38589	-100.88023	7.18757	11.36281	1126.59011	1.00000	10.13860	7.89912	7.01004	68.98943
7.65379	7.93790	52.84409	-19.65	11.49211	1.53982	48.59934	7.24884	8.43748	47.31667	7.91060	7.35878	1136.34626	0.00000	5.70940	8.05861	40.55374	52.83699
8.72220	8.44756	59.10539	34.81667	7.18009	5.08920	66.70208	8.62774	9.22651	137.4	7.51876	6.32690	1133.08625	1.00000	6.73326	11.30150	10.38665	43.69124
6.64548	9.86694	15.47733	49.13645	7.76701	8.25328	58.42960	9.01887	9.52080	8.91229	6.00848	12.21916	1097.10471	1.00000	12.03961	8.03752	22.28062	61.91328
8.19957	6.67556	51.14698	36.33011	9.70898	3.83513	52.81826	8.41801	6.60045	138.89585	7.77928	11.26415	1141.62476	0.00000	5.87793	5.89917	6.92007	56.13668
8.85121	7.11325	57.78780	38.58894	10.69779	8.28320	55.34375	9.10623	9.63156	-89.99038	6.32962	6.62247	1158.48607	1.00000	10.33010	10.03727	9.06729	41.67086
8.49000	6.67156	68.64588	30.81383	5.69279	5.87925	61.13185	8.69869	9.47562	75.16878	8.33110	6.94473	1199.68220	1.00000	7.68040	10.14318	7.33990	50.74139
7.55192	8.93777	59.01532	33.86419	8.99252	10.78806	37.83468	9.45800	6.54148	48.26258	7.11922	6.12077	1139.83849	1.00000	10.95700	9.88204	35.16382	56.73395
7.62250	7.32429	39.68543	42.93369	11.49895	47.59827	29.81803	10.93668	10.17498	-72.27814	8.72209	4.81619	1057.26995	0.00000	4.73221	9.81210	6.04387	68.17986
7.43903	7.48488	34.84055	14.14989	10.43809	2.05142	52.06445	7.09046	9.69616	121.3152	10.67298	5.88876	1184.10673	0.00000	3.28312	7.07674	12.41827	51.97306
8.26743	7.88982	64.42566	25.92127	10.56006	2.35460	81.49510	7.73861	6.41408	86.79271	8.18176	11.34711	1092.80758	0.00000	4.89396	6.14769	30.29772	40.23105
8.54898	7.08685	62.87419	25.66795	7.52631	3.55152	35.11624	8.00322	8.82286	85.83636	6.16058	6.42991	1185.07308	1.00000	9.74182	11.07378	22.64998	44.30335
7.52648	9.72233	42.51968	3.27833	11.73641	1.44420	51.27841	6.50346	9.87298	32.88667	8.46671	5.00608	1073.11610	0.00000	3.00658	8.33359	27.56745	60.35890
9.39901	7.87105	37.25494	33.35283	7.24208	18.56845	39.30680	9.96468	9.73636	-111.78903	7.40080	9.04571	1055.72062	1.00000	10.29958	9.86558	28.73391	82.90916
8.86207	7.80819	44.28837	7.65649	7.45542	0.46847	52.99822	6.74763	6.18953	4.92235	7.86479	6.86666	1150.39178	0.00000	5.21000	8.02248	8.42933	51.57010
7.89941	8.87518	43.81100	42.50729	8.20753	0.78038	46.03680	6.25858	5.01204	1.53414	8.74303	10.30546	1077.55764	0.00000	6.73120	6.71185	-3.04595	65.87666
