H2CO	PAHs	SO2	NH3	PM2.5	C2H3NO5	latitude	NOx	Pb	CO	CFCs	O3	PRES	TEMP	PM10	warning	longitude	CH4
52.46281	8.40965	7.70725	10.98304	7.31987	0.09838	41.82143	6.90022	46.85414	7.77645	55.97751	8.92802	1111.44894	4.19953	4.31526	0.00000	41.77921	6.92326
47.19853	9.59791	5.08527	4.72813	7.40939	0.03036	27.92333	7.43678	41.78459	9.06802		7.84389	1172.53140	13.19410	5.24068	0.00000	118.53333	7.83661
57.55661	6.37664	8.25380	2.80823	8.05250	0.20670	45.53069	7.43442	49.22552	5.35927	57.60556	6.39473	1089.79175	23.60700	8.05118	1.00000	9.40531	5.76404
61.85965	6.53330	5.56152	6.82421	7.87306	0.06526	29.22254	6.10616	41.69214	6.15415	58.92472	3.95958	1186.93310	13.30155	5.26262	1.00000	79.5286	5.92634
31.81596	4.33861	8.09192	9.15456	6.19215	1.20477	42.52787	7.87543	53.04117	7.88660	29.67764	4.89815	1159.27266	21.52778	10.00841	0.00000	-70.92866	9.49792
66.15427	7.00132	6.07763	6.34911	6.45727	0.10487	6.25947	6.54397	66.83325	6.63923	35.73720	6.10158	1074.54060	-10.35066	7.11722	1.00000	102.05461	6.33107
49.17853	5.63291	5.37474	4.51037	7.90710	0.16079	53.43333	7.78242	62.11275	7.66995	46.73736	7.96351	1145.90862	4.86048	7.35215	1.00000	-7.95	5.80882
43.60671	7.71643	7.02827	6.06302	7.69033	0.14031	39.59611	6.12893	76.47546	7.61169	55.62403	9.51070	1159.41772	8.81461	7.04389	0.00000	27.02444	6.24249
66.12871	5.18777	6.05172	5.55041	8.02654	0.08154	39.32011	8.09858	66.36751	5.66835	22.42730	5.20773	1155.52715	15.08068	4.64643	1.00000	-76.51552	6.17735
20.04787	7.46054	6.75138	7.56604	7.21242	0.06211	30.16688	7.54324	36.90788	7.67574	44.68360	5.54237	1170.24843	25.64648	6.18415	1.00000	-96.39774	6.00950
50.10875	6.31573	10.49714	3.99923	6.70391	0.58963	5.30383	7.47537	76.47938	7.71705	41.26090	5.27083	1150.62123	23.87368	9.22259	1.00000	-1.98956	5.74759
65.35275	1.18690	5.42119	3.34050	6.03368	0.07925	33.50921	8.13970	48.01844	7.03653	31.30502	7.10824	1128.53706	-7.41031	3.57389	1.00000	-111.89903	6.45031
54.45672	6.16646	6.81036	7.06140	6.94577	0.07152	44.89784	8.80486	27.09196	7.26764	35.76321	5.04878	1156.68953	21.75467	4.94698	1.00000	8.86374	7.25249
37.72833	8.00780	6.72951	4.33830	7.82829	0.22438	37.52487	7.89033	49.88647	8.21866	31.56128	6.52929	1167.51752	12.86961	7.88247	1.00000	-77.55777	6.14013
38.76777	9.09880	6.74500	4.78546	7.47919	0.18765	36.02506	7.60298	65.02221	7.02987	48.27537	10.95157	1089.73932	6.86367	7.04579	0.00000	-86.77917	4.71519
42.98519	7.47275	4.39977	7.09235	6.63340	0.38504	-2.13404	7.67525	26.74556	4.21046	43.01298	5.98451	1192.08666	10.24022	8.65924	0.00000	-79.59415	7.51300
50.58627	7.55207	5.35944	8.39159	6.62969	0.17625	53.93361	6.55021	46.77161	5.35692	55.70186	5.46572	1164.28276	-0.54354	7.58511	0.00000	37.92792	9.43791
60.07335	7.21871	6.35037	6.10811	8.43026	0.06162	45.53929	6.92795	60.08164	7.20688	27.69427	6.12659	1113.85269	10.60394	6.67205	1.00000	-122.38731	5.82351
39.23834	5.83425	3.58823	5.94818	7.49026	0.10326	60.97944	5.37970	43.42202	7.59869	33.89481	7.99418	1095.18151	24.20897	6.65961	0.00000	76.92421	4.11508
47.18522	7.52101	7.13611	4.73212	4.79816	0.15886	-17.74431	6.30219	55.52992	9.02642	47.19815	6.85771	1118.83216	34.71811	6.87626	1.00000	-48.62789	7.74826
49.01026	8.69456	8.11454	5.48015	8.17092	0.37860	27.85	7.74383	59.32260	6.27175	44.31467	6.34960	1150.90976	20.73406	8.56881	1.00000	112.9	5.02085
19.84728	7.86124	6.48494	8.20667	7.22478	0.15677	15.58552	6.21128	64.29164	7.12819	50.09883	5.53613	1062.80789	12.58447	7.18611	1.00000	102.42587	6.05779
55.29473	7.10822	6.05643	7.47406	7.22792	0.19029	34.56861	6.36542	22.19706	7.19135	43.29266	7.18823	1191.94134	11.21233	7.66429	0.00000	105.89333	6.09418
25.85206	11.10184	8.22101	7.97588	8.12603	0.13440	10.22677	6.33197	66.04408	6.28785	45.60920	7.20794	1164.75218	19.08479	7.00936	0.00000	-67.33122	4.00465
59.88681	6.19117	6.94290	8.64888	6.68119	0.57648	31.96258	8.16312	19.67848	5.71765	54.27086	4.87871	1106.68036	-1.90649	9.20674	0.00000	73.97117	9.34265
73.25086	7.98822	5.55148	7.28833	7.55067	0.25141	28.54944	4.42381	43.88868	7.42288	54.12044	6.14166	1101.73700	4.05107	8.17394	1.00000	-81.77285	5.61158
68.91371	10.86549	3.99786	5.80535	8.78923	0.07494	40.65995	6.73084	71.61512	7.68845	65.07680	5.72499	1194.83830	16.99016	2.97497	0.00000	-111.99633	6.38493
41.38860	7.32050	9.13877	6.75453	6.04514	6.34953	26.2649	6.33145	73.17555	7.94804	21.67158	3.53458	1135.93304	17.93460	11.72238	1.00000	81.54855	8.49217
47.02816	9.56767	8.50403	6.77103	7.67279	0.12969	8.79577	8.52753	40.45268	6.38073	64.96172	6.98746	1127.61390	16.21513	6.61642	1.00000	-75.69947	5.13763
51.16789	8.51948	7.78622	6.06288	7.31617	2.12166	28.71271	7.06551	59.95767	7.06453	37.42986	1.95407	1186.30901	19.02884	10.62105	1.00000	77.656	8.35965
33.59240	7.03786	8.94391	5.08179	6.59933	0.79131	-11.94306	6.72064	52.00676	6.85598	52.31436	5.15650	1188.27609	10.61758	9.51882	1.00000	-76.70944	6.99422
63.97012	10.59403	7.69721	7.62210	7.52592	0.13624	27.0174	6.21404	58.87181	6.97501	49.20196	5.86030	1125.42863	18.36404	7.03814	1.00000	49.62251	5.67609
51.12021	9.76605	4.99906	5.53457	7.78752	0.08037	41.75338	7.09636	28.84428	4.44967	68.01952	7.09482	1057.58470	21.81503	4.70941	0.00000	-86.11084	7.29337
33.12520	7.85111	6.22384	4.40554	8.28776	0.15500	33.43443	6.03222	75.33498	7.43522	49.12874	11.38561	1179.10973	11.45120	7.52014	0.00000	-5.22126	4.23280
58.58161	7.84394	8.76814	5.04539	5.77001	3.10433	40.66482	8.01672	34.51103	9.27464	37.71799	8.20121	1118.67046	28.00890	10.99153	1.00000	122.22833	3.34521
45.53521	7.60177	6.28156	5.48034	6.58608	0.07855	36.64852	6.50189	55.99284	6.52411	54.97210	5.03294	1142.95595	27.87519	6.19531	1.00000	51.49621	6.47346
56.20309	3.46318	4.03466	4.95427	8.81238	0.12111	49.07866	6.87455	46.51803	9.42492	35.90437	7.22427	1054.61476	16.32276	5.91561	1.00000	30.96755	3.49404
64.82887	11.53496	8.85170	10.07256	6.77643	0.11520	12.1277	6.33970	18.35490	6.98979	36.60031	6.09997	1135.39329	17.88658	5.67766	1.00000	78.15794	6.34234
50.27144	7.14091	6.70640	5.52598	8.66180	0.09669	6.84019	6.96859	60.33611	7.74397	23.32862	6.39827	1132.68530	3.60696	6.18385	1.00000	79.87116	5.59952
52.22776	10.68586	5.79018	5.08747	6.12828	0.09058	51.65	7.42423	56.04291	7.15799	53.32658	9.51051	1163.30776	16.63132	6.03744	0.00000	-0.2	4.75222
60.43559	9.08239	10.00409	6.46820	6.83793	0.13646	47.90771	7.30272	51.79336	7.79740	43.53795	6.78365	1198.97591	14.41694	7.01256	1.00000	106.88324	4.39153
78.18495	11.80678	3.68891	3.72140	6.72208	0.03732	36.91023	6.05980	42.07487	5.63470	19.56461	7.35965	1174.79313	12.54884	4.50345	0.00000	-121.75689	7.83352
44.45130	8.10855	8.18372	5.76902	8.05432	0.79839	4.92675	9.29275	62.88880	9.31108	11.94374	4.51781	1193.07913	6.83427	9.51479	1.00000	6.26764	7.04221
49.74597	5.86332	5.83955	3.84358	6.76616	0.11764	45.49428	7.98056	73.09725	6.31081	61.25879	5.72754	1192.33126	4.81110	5.99882	1.00000	-122.86705	6.80838
57.18503	8.45565	7.98942	6.66546	7.35699	0.74414	26.91756	9.23225	63.90239	6.28891	49.45902	3.13997	1066.47454	27.44127	9.45384	1.00000	-82.07842	8.54942
53.98593	7.96474	7.12402	6.77011	6.91837	0.06411	15.5439	8.49786	44.07654	6.68734	51.04444	5.15251	1187.19507	5.52629	6.16382	1.00000	73.7553	6.17218
9.51355	9.38105	8.09368	6.37584	6.68525	0.15024	42.8334	7.50611	68.96748	6.89062	56.59538	7.98360	1190.82541	17.78793	6.55759	1.00000	-80.38297	4.70366
49.03921	6.30135	6.06721	8.95074	7.53106	0.90933	38.37255	9.21202	40.86498	8.37590	64.40259	5.51802	1092.89482	3.10853	9.75861	0.00000	34.02537	8.97788
67.28661	4.45799	5.04582	5.74904	7.38498	0.06832	48.15659	7.85685	66.40984	10.00306	55.80055	3.58896	1115.58487	17.07271	4.18592	1.00000	28.28489	6.58866
34.48752	7.78992	7.54643	4.09897	6.58828	0.49095	43.11667	7.93261	65.01739	6.66605	28.90812	5.13692	1175.52171	14.89807	8.97666	1.00000	1.6	6.07134
65.28953	7.73014	7.87826	5.17454	7.61037	0.25473	34.15429	7.26511	37.54877	6.64771	50.78686	7.28985	1185.10217	15.70970	8.17834	1.00000	3.50309	5.95005
48.92036	10.12693	5.64847	4.97827	7.37730	0.06297	29.38242		26.76161	9.59493	23.59992	8.71866	1194.39229	18.82654	5.50785	0.00000	70.91106	6.27437
44.11599	6.18198	9.50717	3.02042	6.77030	0.32863	51.82721	6.68872	37.99768	7.09837	22.64302	7.13276	1183.61338	16.07612		1.00000	107.60627	4.72979
48.08133	8.07448	9.78112	5.68634	8.08028	0.18258	-34.74785	7.76301	44.85872	8.32355	41.99694	6.01737	1194.17244	13.89924	7.42904	1.00000	-58.70072	5.60431
64.07892	6.10067	6.83086	8.80463	5.15095	0.09108	31.92923	7.30642	56.94766	6.63360	34.99573	5.93521	1188.80081	28.12060	4.79524	0.00000	34.86563	6.67862
39.54704	6.21118	8.98336	3.38510	6.66678	7.12571	34.81667	7.72849	63.46240	7.03257	47.76931	5.68799	1172.89088	8.32707	11.83159	1.00000	137.4	5.12440
56.18917	7.25095	8.01617	5.69373	7.39223	2.96913	33.4425	7.73793	31.10464		59.78050	3.02650	1066.47034	33.96593	10.94366	1.00000	129.96972	8.93792
34.41169	9.28315	8.05025	9.60678	7.72075	0.09758	51.20219	6.50981	56.21852	7.70000	55.16586	3.89134	1104.52317	27.83992	5.41606	1.00000	7.36027	6.53484
54.20405	6.70961	8.20838	5.58204	7.64260	0.08947	5.30383	6.51971	64.91998	7.67997	55.61303	7.14217	1134.83415	21.57712	5.45572	1.00000	-1.98956	6.83062
38.76694	7.87435	10.78274	8.95204	6.24221	0.08644	41.09822	7.02878	62.32388	6.63765	48.21241	7.33695	1054.20240	6.41786	4.70264	1.00000	120.74792	7.95915
49.10477	10.21208	7.07746	7.68047	6.65883	0.14498	44.22639	5.79528	38.93584	7.06959	33.38663	6.06096	1060.65500	9.10141	6.60654	1.00000	22.53083	6.87337
42.45506	7.70657	7.63748	6.27936	7.52361	0.18992	52.86147	8.03088	41.44135	7.63078	50.40917	7.32607	1126.33850	21.30482	7.30462	1.00000	9.5926	7.24203
56.53551	8.69188	5.26373	8.08797	8.09858	0.39076	4.73245	7.31212	60.77887	7.44988	40.98143	5.95651	1113.06527	25.37529	8.72025	0.00000	-74.26419	7.49957
60.73750	5.68970	5.86294	9.64753	8.41038	0.64133	39.32288	8.55994	52.28406	8.19641	32.21407	5.95814	1075.57607	7.53508	9.33653	0.00000	-76.72803	8.17157
72.18065	6.43536	7.00708	3.31386	8.72807	1.81190	41.29444	9.15939	41.58251	7.04330	41.54968	4.62112	1098.07089	15.48591	10.42111	1.00000	69.67639	7.51612
6.09099	4.42253	4.80346	4.14987	6.49045	0.06338	65.84811	6.86972	43.04755	8.59798	42.10178	6.94260	1176.90626	2.83094	6.09848	1.00000	24.14662	5.32752
47.23145	4.45034	2.96957	5.55377	6.00882	0.10675	25.6439	6.61453	62.73682	8.11310	51.29832	4.64198	1178.05414	11.99316	6.01979	1.00000	77.9129	4.46257
32.10104	7.71106	9.04002	5.68052	6.50626	0.43412	13.44581	6.42361	21.30361	8.00296	60.48744	4.43771	1141.17854	7.90504	8.94020	1.00000	101.18445	7.21508
70.69988	4.49301	5.93156	8.19541	7.31762	0.32933	35.6803	6.94048	45.27570	6.49794	63.31609	5.88279	1050.83655	19.51966	8.56247	0.00000	51.0193	9.02235
50.22323	5.72992	5.64897	4.26582	8.49618	0.09822	44.92934	7.82554	49.13439	7.74154	50.04440	5.07780	1131.69932	23.99621	5.92017	1.00000	37.99117	7.43505
81.19325	10.60134	8.93261	8.73056	8.46123	0.12605	50.82882	7.95558	52.71037	8.43936	60.44112	7.86935	1159.18993	10.27181	7.44216	1.00000	-0.32247	4.50225
53.39963	8.97254	7.96868	5.55666	8.59404	0.14845	33.86419	7.16943	52.60782	8.03744	61.13021	5.07553	1151.87128	25.51208	7.61593	1.00000	48.26258	6.04126
52.60823	10.92919	8.09907	8.31870	8.78262	0.09968	17.94979	5.48225	68.67366	6.46548	51.71615	8.36539	1157.04358	9.23662	6.06601	1.00000	-94.91386	4.32109
49.04861	9.93709	8.37854	7.28146	7.00616	0.32994	48.35149	6.49158	51.57511	7.90540	66.66610	5.42251	1158.29352	18.90741	8.63714	1.00000	8.96317	5.46007
54.15732	6.28854	4.98661	8.28299	6.83038	0.65457	13.44581	8.31265	15.28883	7.89345	45.89149	3.24305	1115.65020	9.65091	9.21976	0.00000	101.18445	10.96811
51.70595	5.72721	7.64115	11.98444	7.62516	0.59640	21.34222	5.90238	47.62426	7.67257	57.65370	5.12927	1138.61574	-4.30666	9.23966	0.00000	71.30633	11.02543
67.95605	6.18609	7.27449	5.60606	6.59920	0.07798	41.94175	8.41361	41.35314	7.36879	50.07597	4.37421	1173.13325	-8.83568	4.11386	1.00000	123.50266	8.01355
39.25497	7.28954	8.98547	4.86258	7.54809	1.51462	0.49113	7.95993	46.81744	6.36567	30.80621	4.95459	1081.02478	14.99897	10.25812	1.00000	29.47306	6.17058
51.75343	9.63859	6.94282	6.71734	7.84895	0.19863	-4.42472	8.54974	35.51759	6.18249	40.18068	5.46434	1105.40986	20.27957	7.44565	0.00000	-41.45861	6.91549
51.60949	10.17035	8.45301	6.49370	5.70041	0.14919	0.76755	7.21495	37.50650	6.49937	37.56262	6.46735	1174.32389	9.77382	7.24940	1.00000	24.43973	6.89762
56.28110	4.69912	4.62876	3.05419	8.08110	0.04366	31.12406	7.34057	60.90120	6.59406	43.20766	5.82957	1138.80856	7.94660	5.31763	1.00000	-97.90308	4.66676
52.58418	9.19067	7.12036	7.75718	8.30706	0.06152	53.95278	6.89259	50.92806	7.07060	64.82450	6.37914	1114.50101	19.68210	5.32290	0.00000	32.86389	8.50159
70.48205	7.45598	7.34715	4.91346	6.50518	0.14604	43.67681	6.70320	39.00989	6.02079	48.53413	6.93702	1172.43513	10.57260	6.81227	1.00000	4.63031	6.88467
37.95160	10.84108	6.67449	7.96361	8.72202	0.19746	24.96334	7.75474	69.84394	7.97800	29.55481	7.34576	1182.45943	19.23078	7.91460	1.00000	10.18003	5.16954
	9.01798	5.70989	3.45129	7.87074	0.09082	27.09978	8.65921	37.85998	6.65024	42.63714	10.33882	1090.99539	11.26156	5.60264	1.00000	-82.45426	5.99116
40.46952	11.56841	4.25106	2.46900	7.20972	0.06567	33.45122	6.44871	56.00526	7.87704	41.58318	9.41665	1198.48933	9.45320	5.41902	0.00000	-86.99666	7.47252
34.60837	5.97913	7.80769	9.23348	7.35421	0.11820	51.39148	6.26924	54.45028	7.87237	50.88289	5.78660	1131.90759	12.89055	4.77775	0.00000	-0.29825	7.87336
73.09941	6.93111	9.72769	4.46664	6.02828	1.55252	42.35843	6.31695	75.60369	4.82562	50.11364	5.71171	1118.18276	25.07442	10.27991	1.00000	-71.05977	5.28700
50.77557	7.10409	7.95781	9.85919	7.93246	0.11543	27.09978	6.13381	31.49588	7.12661	58.75254	6.97846	1107.00040	8.38233	6.29762	0.00000	-82.45426	8.54202
44.60283	5.47055	5.23915	9.64292	8.42747	9.96123	28.88162	6.99824	38.21483	5.88054	34.13746	4.55285	1057.40237	26.84408	12.17178	0.00000	120.03308	9.71298
55.36919	6.52215	7.44044	7.01413	6.18352	0.06024	52.61131	8.16388	28.00744	7.12581	37.39585	6.24722	1139.15225	-2.96885	5.44848	1.00000	13.31783	7.06238
24.92760	10.81434	7.40695	7.21673	7.58813	0.10184	43.41949	7.34498	43.73385	7.99020	33.90179	5.23409	1180.40756	12.04862	6.11873	1.00000	77.0202	5.88275
58.92968	9.73612	5.78580	6.65333	6.69273	0.07251	54.52156	6.34761	34.39394	8.27254	37.73303	7.68960	1171.31259	27.82444	5.43700	0.00000	9.5586	5.31289
64.79230	6.70861	7.71278	11.66641	7.27071	0.36702	45.49428	7.20206	86.82675	7.24490	23.79658	5.99641	1092.88888	18.10603	8.54319	0.00000	-122.86705	9.54864
48.57889	5.16009	3.52281	6.75111	7.43699	0.07532	40.70995	8.11408	46.69653	7.45234	39.74318	6.70247	1180.71350	10.13981	6.59926	0.00000	0.57856	7.95945
54.85625	7.98408	7.39039	4.75351	6.15880	0.12465	8.48714		75.64176	7.69276	37.18985	7.38808	1138.15064	14.35992	6.97937	1.00000	-13.2356	5.79442
49.16557	7.85238	8.90100	12.10511	7.03572	2.36343	41.55947	7.16477	54.86446	7.46830	46.84958	3.51243	1168.66511	30.33603	10.71199	0.00000	14.66737	11.87974
52.05424	5.89132	5.87569	5.85138	5.90057	0.13211	25.92493	7.51526	49.13841	7.11114	28.35631	9.76488	1100.68991	-3.57920	7.41915	0.00000	73.66633	4.64196
42.14695	1.72327	3.73016	7.28122	8.08452	0.09825	40.58654	7.61849	35.71257	6.98779	55.26546	8.14939	1128.36560	24.29428	6.73918	0.00000	-122.39168	7.08171
45.37342	10.34345	7.90310	8.59125	7.06441	0.27526	9.15093	6.43059	31.79751	6.86303	9.83846	3.67259	1093.68121	16.10959	8.30760	0.00000	-79.62098	7.98822
15.01711	8.94874	9.82185	6.59124	5.28747	0.25708	40.65995	7.92779	40.43559	6.90085	21.28127	6.47663	1133.82934	9.00410	8.35988	1.00000	-111.99633	4.52474
54.13813	4.72353	3.83732	2.67352	8.97748	0.08276	8.79577	7.40083	63.07974	5.54509	64.08000	4.71147	1138.12440	29.49140	5.83744	1.00000	-75.69947	6.27293
45.70026	6.86622	9.12406	7.10099	7.22316	0.22639	-37.88333	7.24594	54.18787	6.04736	47.14892	10.12817	1189.44849	10.36120	7.67671	0.00000	145.06667	6.69929
38.38897	9.88140	7.96757	7.16189	7.19800	0.06743	-21.41222	6.34670	58.69709	6.78259	41.94484	5.80485	1145.09350	22.26306	5.29539	1.00000	-42.19667	6.76284
49.52812	7.93148	7.00178	5.41135	6.43729	0.08561	44.22639	6.74827	50.43500	7.47902	46.93759	9.05359	1182.05238	1.39879	5.82268	0.00000	22.53083	7.56844
36.40072	11.22003	8.55303	9.02283	7.91937	0.30533	51.168	6.32811	42.20780	4.92985	57.91812	3.90733	1193.21352	6.72668	8.48590	1.00000	7.973	6.31921
32.95597	7.10605	5.73370	6.43085	6.84998	0.05381	40.98894	7.67147	57.38172	6.96143	57.47631	4.12506	1152.38379	6.95141	5.33167	1.00000	28.67582	5.91316
8.97577	5.64768	6.34711	7.86515	7.85306	0.09614	-22.45667	5.58308	93.48166	6.87010	30.85309	7.49031	1140.53336	27.03367	5.69212	0.00000	-47.53028	5.03190
38.41979	6.21870	3.55002	6.58791	6.56436	0.14341	39.45621	5.85038	46.42791	7.21993	43.41942	5.11368	1071.93235	10.97960	7.15895	1.00000	-77.96389	3.52930
49.29674	8.43151	7.11460	4.21301	7.87628	0.09085	44.35056	8.97491	50.83735	6.96541	59.21165	6.68692	1151.89299	12.88284	6.81920	1.00000	142.45778	7.83705
26.23123	5.23968	5.34484	7.65140	8.59854	1.26014	43.71032	6.36506	74.71347	7.51190	57.21390	2.90840	1113.68560	4.50965	10.08179	0.00000	-1.05366	11.54998
47.51119	6.43911	4.24607	7.21865	8.29428	0.10005	11.84962	5.32907	73.10038	7.85151	48.79653	7.47963	1165.73495	2.55786	6.15598	0.00000	-86.19903	7.18905
53.19467	6.18155	6.60945	5.52605	7.05741	0.07489	32.35126	7.11126	28.84056	7.23457	48.86512	4.66504	1194.72653	16.23762	4.78915	1.00000	-95.30106	7.56975
50.06194	5.63721	7.64021	4.27903	7.24035	0.04755	33.35283	7.17499	48.99647	7.95524	62.34521	6.03526	1172.38469	12.75812	5.03673	1.00000	-111.78903	8.57933
14.65762	7.72845	9.60241	5.55212	7.80812	0.97631	-17.73648	7.07579	41.83516	7.09577	49.04943	6.92349	1155.53906	25.05064	9.81026	1.00000	168.31366	4.68460
67.57704	6.11838	5.10278	4.73030	7.04681	0.09802	-19.7625	8.35601	61.97695	7.87973	42.53235	5.65596	1063.14379	31.80263	6.41632	1.00000	-44.31389	4.84844
31.33857	7.46431	7.68571	4.71387	7.12220	7.76525	57.97472	7.48542	17.32906	6.41264	66.05865	5.05828	1057.37773	14.96772	11.92833	1.00000	33.2525	6.01385
62.01957	7.76601	9.79282	4.55121	7.04175	0.20367	48.86667	6.35595	63.31666	7.45001	50.36132	6.47454	1083.21953	18.14911	8.06324	1.00000	2.08333	4.31734
37.59668	6.56769	5.93284	6.54803	7.14478	0.12521	57.30185	5.99905	50.37856	7.28712	41.73536	6.60529	1183.96938	43.27893	6.81310	1.00000	39.85331	5.28783
59.09352	10.97993	9.20767	8.27038	6.94217	0.15233	-37.9	8.33457	37.96686	7.47531	35.15477	3.82205	1077.05714	28.67432	7.12200	1.00000	145.18333	5.92746
56.28167	4.49678	5.46309	6.73971	6.34102	0.09413	6.8485	6.21355	26.62131	6.74168	31.53997	6.53377	1115.65415	22.84708	5.33936	1.00000	3.64633	4.70136
68.84486	10.97484	9.20548	7.93046	7.21983	0.20022	54.58048	8.17671	51.56025	7.60911	60.52158	6.06765	1094.54703	27.02649	7.96939	1.00000	16.86194	3.76439
45.87378	9.17620	8.70697	7.24562	8.98433	0.32032	41.16704	9.40061	52.59980	7.60096	41.62063	7.89270	1196.32098		8.53591	1.00000	-73.20483	4.78339
41.89113	8.87092	6.55359	6.03147	7.97770	1.12066	36.20829	6.48581	43.88157	6.71654	57.25287	4.26249	1077.93682	35.78859	9.96676	1.00000	-115.98391	7.44637
45.39745	6.27231	4.41300	4.77450	7.92898	0.43906	12.1277	6.83666	25.09374	8.06343	39.50293	8.12941	1109.18858	30.55864	8.69083	1.00000	78.15794	4.39810
48.32758	3.57325	7.27014	4.03121	6.54645	0.13512	41.09822	7.09725	57.18490	9.17096	47.42568	7.41841	1127.27430	9.90602	4.16485	1.00000	120.74792	7.82333
65.32884	11.12824	7.15768	6.39888	6.46557	0.11119	36.33011	6.82123	39.68498	6.63477	39.09699	7.27310	1076.39509	36.51554	5.34521	1.00000	138.89585	3.64258
56.27682	8.85310	8.68308	5.90919	7.83674	0.58505	7.62789	5.71496	73.67667	7.23353	54.81121	4.67027	1092.98853	8.73285	9.17651	1.00000	4.74161	5.74120
57.68873	8.68287	8.35010	11.78461	8.18619	0.96877	12.35275	9.12876	36.93782	7.44427	42.48006	5.83369	1074.85603	13.88959	9.76359	0.00000	121.06761	8.38146
39.50002	7.96551	5.50146	7.33960	5.96484	0.14467	31.12406	7.74773	43.41701	7.70407	33.38261	7.66615	1126.76486	3.46795	6.56795	0.00000	-97.90308	4.68769
22.48185	7.22058	8.86124	5.86822	7.95649	0.03067	31.82539	5.26872	56.68776	7.13899	59.42116	5.03518	1065.41604	21.44745	3.50016	1.00000	72.54064	8.43943
44.00371	5.35763	7.19673	7.27451	6.56594	0.07006	25.95533	6.39448	43.28006	5.64203	40.23643	5.30843	1065.61218	2.11987	4.18352	1.00000	68.88871	6.47749
63.10987	10.70607	9.17740	8.89485	7.31484	0.21811	35.6803	7.33939	44.88206	6.11421	41.72897	5.37676	1067.13374	10.24914	7.95063	1.00000	51.0193	5.76103
43.82250	9.99961	7.67639	8.03275	5.72042	0.53172	-32.45242	8.41716	49.29434	7.82879	29.85034	3.99142	1191.25558	13.96111	9.03301	1.00000	-71.23106	7.58768
32.78455	2.36328	4.99590	5.37779	7.68534	0.09274	22.98212	7.56674	44.58884	6.63437	58.79307	4.63081	1057.56941	-0.27665	2.77295	0.00000	-80.58556	6.11568
44.20790	8.27259	6.35183	3.99226	7.72004	0.21960	45.53069	6.52856	44.51833	6.13647	33.79357	6.93533	1186.56521	7.83053	7.86950	1.00000	9.40531	7.16457
44.60271	7.45863	8.62478	4.23127	6.40670	0.30827	32.57756	9.43596	30.31470	6.35743	60.05767	7.08203	1092.91534	18.93334	8.41389	1.00000	71.52847	4.82161
51.83634	9.22719	7.99989	6.67333	6.06337	0.46655	-17.83333	7.14032	48.37124	7.27393	52.82294	5.73165	1155.69759	14.68342	8.97920	1.00000	48.41667	5.90170
59.00189	5.18436	4.66501	3.81124	6.09599	0.07528	40.2737	7.11835	30.71433	7.98443	40.91937	4.89297	1163.30203	30.27533	5.18656	1.00000	-76.88442	6.44008
96.44520	3.26815	6.77291	8.53805	6.24784	0.92269	10.15031	4.98039	43.69700	7.26413	41.55190	6.21340	1093.19617	5.94374	9.70630	0.00000	-73.9614	8.03872
45.40135	5.69452	6.48212	9.04466	8.67803	3.41618	-11.78333	8.02176	47.83778	7.29581	60.20145	5.32096	1146.39077	18.30936	11.09720	0.00000	19.91667	8.38300
48.33281	4.74647	5.99215	10.49636	8.21158	0.48021	45.0408	6.02643	69.78237	7.28070	54.63621	6.34971	1121.11495	7.65677	8.89088	0.00000	-93.263	9.04136
42.22476	4.86836	7.94039	4.78238	7.00333	0.05765	9.6531	7.15800	41.18073	6.29509	53.54798	7.71001	1051.20823	7.49167	4.84992	1.00000	124.3697	8.15687
52.76898	4.00312	5.70102	9.71884	6.04881	0.37116	53.49389	6.37130	47.36394	6.60055	48.56539	7.03168	1102.09857	9.33876	8.71431	0.00000	-1.29243	7.97391
71.97741	7.35512	9.55011	5.11582	8.17872	0.93262	55.54028	6.84277	53.16059		51.19978	6.88030	1076.14142	25.02988	9.77253	1.00000	89.20083	4.79811
41.63830	3.14495	5.36969	7.65909	5.78827	1.28784	49.88307	6.07633	63.20580	8.17287	53.40350	6.29457	1079.96324	11.50462	10.09844	0.00000	-119.48568	7.49755
39.40440	4.42081	6.84412	5.38540	7.43577	0.05243	-22.45667	6.00096	46.96302	9.62371	38.83813	5.34736	1080.35671	13.06542	3.45472	1.00000	-47.53028	7.02861
59.18852	10.21047	8.70352	7.21342	7.33456	0.20533	48.86667	5.60030	46.46385	7.65028	47.08102	6.60534	1087.92224	21.95522	7.65571	1.00000	2.08333	4.36041
67.47880	5.94263	6.44636	7.64939	5.93334	0.20781	18.87813	6.34855	80.31596	7.50345	57.84929	5.75006	1051.64125	20.50032	8.09463	0.00000	72.93924	8.06468
39.24493	5.52000	5.12141	6.58136	7.19135	0.10088	26.76628	8.11351	64.33786	7.76634	53.56948	4.67625	1085.67261	4.71345	5.58266	0.00000	83.36889	6.40678
59.73013	6.96711	4.94819	5.77654	8.19392	0.12645	55.67938	6.17117	83.44709	8.21150	49.67311	5.91070	1158.24187	11.82223	7.28204	1.00000	12.53463	4.87185
32.55845	9.32702	8.93006	7.11133	6.35371	0.09200	28.15112	7.99759	33.45376	8.14620	62.68153	6.88860	1139.57345	18.55330	6.02018	1.00000	-82.46148	5.86789
