H2CO	CH4	PM2.5	C2H3NO5	Pb	NH3	longitude	SO2	latitude	PAHs	CO	TEMP	O3	PRES	PM10	warning	CFCs	NOx
43.18373	11.16439	9.01967		75.95940	8.35728	-71.10077	10.46311	18.20854	8.64013	10.29392	17.57375	9.70604	1184.57821	7.21910	1.00000	58.24047	7.20649
33.70875	11.13967	7.84832	0.41611	27.76926	8.29275	16.4	9.51377	48.25	8.77091	9.67132	13.45218	9.35386	1119.44429	8.13748	1.00000	32.79392	9.27994
47.04071	7.47675	10.44588	0.66555	45.47193	8.15570	40.74357	9.13212	37.31309	5.63789	11.30070	15.38452	9.34183	1057.35772	8.83008	1.00000	58.46297	10.31007
46.75610	10.14974	8.43500	0.79908	40.36412	7.50597	-90.10674	8.17248	29.84576	8.06958	10.14617	14.22451	7.57398	1089.03606	8.97602	1.00000	33.81990	8.69036
50.47406	5.82484	8.99650	1.71864	57.67518	10.19444	-99.73314	9.25318	32.44874	9.25754	5.62701	12.16891	9.33683	1198.87492	9.88879	0.00000	57.38602	8.71145
92.51963	12.07062	9.77375	0.21775	62.46748	6.25329	-7.95	8.09426	53.43333	7.47818	10.21805	-17.49697	7.98062	1198.09212	5.76932	1.00000	48.10016	8.53025
54.01316	8.18770	9.32752	0.33146	56.24298	10.49789	1.33467	8.78537	43.61058	11.33502	7.92430	22.04634	8.44284	1063.61471	7.70232	0.00000	57.29975	8.11642
46.73856	6.72603	11.94052	0.16543	52.00779	9.90526	-71.08977	9.13453	41.9001	7.97971	7.39596	3.23117	8.27395	1083.88074	5.79330	1.00000	67.42908	7.11359
70.54167	7.15092	10.43068	0.21984	33.10875	10.61651	78.40102	9.13162	27.9247	7.53973	8.57545	26.43749	7.26165	1100.43397	6.75130	1.00000	52.45404	10.80047
51.56969	6.99499	8.35314		42.51858	11.11841	111.4834	7.84083	65.93381	7.18667	8.73528	31.19618	7.92905	1062.79975	8.03389	1.00000	49.35378	8.24121
49.29820	4.39864	9.06565	0.98408	48.42679	9.08423	-58.38341	7.39299	-34.64966	7.89820	5.37370	12.41059	7.73456	1171.31435	9.14732	0.00000	51.50441	9.54150
52.52373	10.82973	8.19481	0.29782	61.61331	6.73528	-71.06616	7.60803	42.4251	7.96206	7.77318	-5.24412	8.99843	1068.64910	6.86460	1.00000	35.71609	9.14555
42.94945	7.41214	9.47519	0.60619	29.26996	9.63251	123.50266	9.22453	41.94175	7.47079	7.30149	17.27941	8.37133	1118.59633	8.47173	1.00000	64.76929	7.67245
26.59360	7.81115	9.00369	0.48214	77.69684	12.66098	-2.12139	8.24682	52.48173	6.46279	6.24529	8.33676	7.87694	1110.86552	8.20056	1.00000	53.71637	7.41995
45.12588	10.57065	5.88448	0.29790	31.40765	7.49939	-8.53778	8.99162	7.57944	11.26407	10.11408	9.67672	7.52087	1132.07007	6.97588	0.00000	54.74670	10.11952
36.74004	9.87279	10.84192	0.13362	30.97588	6.68219	-74.38987	7.55541	40.65538	10.10732	6.50518	17.60606	8.29965	1189.49004	6.01103	0.00000	51.01880	10.02578
43.08228	11.46856	10.19575	0.24743	40.59546	10.30729	-1.06667	7.87465	53.78333	10.42967	12.51703	28.53149	8.28724	1097.82154	7.46451	1.00000	81.06829	8.80458
51.80903	10.35394	9.54669	0.36926	37.60346	7.19715	-15.6	8.24067	13.56667	10.48728	7.15521	18.63659	8.33419	1092.70862	7.73357	0.00000	83.48787	8.44661
46.18592	7.57085	9.46602	1.92485	56.33028	3.92204	71.52847	9.90369	32.57756	8.55887	4.53104	6.45820	7.78831	1092.14017	9.99403	0.00000	75.19160	8.20821
51.43450	10.38867	9.04094	0.15818	52.81586	7.46804	120.74792	8.42114	41.09822	10.23670	8.21601	17.04314	9.01335	1156.00030	6.61463	0.00000	55.20995	6.62662
44.14581	11.07340	8.06167	0.54309	64.87729	7.51983	-51.87389	8.43504	-23.44361	11.69087	8.00230	45.41138	9.87094	1055.72627	8.35034	0.00000	59.23853	7.48549
62.41379	7.34180	9.08151	0.22250	39.86132	9.28103	111.73861	9.84455	35.20889	7.00980	8.68058	23.25813	10.24043	1098.92951	6.86161	1.00000	39.95135	8.02401
50.35841	5.77074	7.08314	0.41574	50.51750	11.96407	13.44275	7.56930	38.07789	10.35762	7.96985	9.63559	9.38517	1187.53643	8.23111	0.00000	54.20707	8.59538
43.45530	10.27196	9.69306	0.30328	29.21342	4.56328	13.58357	8.67850	-1.63333	7.44949	8.67359	6.35215	9.98668	1097.26044	7.46315	1.00000	67.03481	8.57477
37.76913	9.10540	8.87332	0.99088	54.88617	7.67070	-82.00919	8.02734	23.04419	7.06907	10.54627	16.51851	9.66498	1161.94246	9.29796	1.00000	70.09039	9.97799
51.28742	8.11606	6.98002	2.55393	41.60727	4.29522	-5.682	7.86289	5.84752	8.13094	6.78706	15.94237	7.78075	1116.54167	10.28907	0.00000	49.54877	9.05416
48.74492	7.39348	8.99663	0.29176	71.67870	11.23070	31.3237	7.30685	52.4089	10.32735	7.55258	1.04310	8.88073	1106.77519	6.72001	0.00000	77.51995	9.79333
42.42704	7.42998	9.29750	0.21185	63.67914	8.02306	-116.97725	7.32478	33.92946	6.94475	5.01371	13.93079	8.29100	1115.18452	7.07348	1.00000	48.52913	9.58700
58.06445	7.62214	8.62594	0.49680	32.04493	8.80163	-73.89875	8.00500	40.93121	7.13235	8.66769	5.79727	7.10913	1192.35353	8.22554	1.00000	48.74724	7.74321
61.65094	8.54058	10.29497	2.27213	24.00774	4.65036	2.95924	8.42209	36.76775	9.75995	8.82239	6.89164	7.83800	1095.24652	10.16206	1.00000	33.62029	9.31429
26.31436	7.30141	7.41632	0.55409	70.24796	10.15995	105.75635	9.64664	10.29085	6.70578	8.59543	3.16520	8.14426	1172.93648	8.21073	1.00000	68.35641	8.67589
41.62398	9.93804	8.75402	0.29428	35.31893	4.93637	48.26258	7.42327	33.86419	8.15486	7.19954	12.22450	7.77926	1129.76059	7.78560	1.00000	45.41887	6.45499
59.11315	6.79583	7.33237	0.90830	32.87826	13.15132	-71.10077	8.31154	18.20854	7.52865	10.13868	3.11313	7.24819	1141.03863	9.13456	1.00000	64.83205	6.43893
68.25629	12.62027	11.82367	0.12511	52.46535	7.47216	-1.08593	8.36451	50.79205	8.84561	10.48540	19.08425	10.03730	1126.19961	3.27818	1.00000	47.84031	8.51312
51.23167	8.98637	12.03913	0.23779	57.84817	8.94050	36.73307	8.20232	55.38752	9.88113	5.27939	13.95732	9.66451	1150.57649	5.33373	0.00000	54.17501	9.84723
76.03122	8.58963	7.87143	0.17740	27.95133	7.76061	46.5813	8.45948	54.8421	1.61408	9.17096	16.93037	8.63973	1072.81490	6.42058	1.00000	59.51268	7.73156
59.91575	4.65132	7.89260	0.15638	52.08165	12.17306	88.18466	7.98256	22.19303	9.00374	5.64242	24.47572	8.25872	1079.50135	4.06295	1.00000	48.08525	6.53436
34.29811	5.51065	7.86446	0.45095	69.19000	10.07065	24.71204	9.70587	41.57439	10.57016	8.08512	19.17179	8.57777	1057.26380	8.03164	0.00000	46.40731	5.21299
55.55984	8.33693	12.54539	0.46933	54.65743	4.82497	2.18967	7.27454	48.8765	8.18037	3.71828	17.07993	8.85318	1107.66048	8.22092	0.00000	39.14962	6.88813
64.69871	7.51018	10.55978	0.21030	56.77024	9.93764	6.10237	9.16297	46.18396	6.77416	6.89658	7.14250	8.57360	1112.50453	6.51035	1.00000	58.41248	7.50688
49.06482	8.20231	11.04955	0.93012	56.71379	9.74540	32.6178	7.98092	46.65581	7.21342	13.15240	-10.48918	8.48171	1075.60340	9.04791	1.00000	59.03745	8.96396
55.05979	11.11823	10.81562	0.22803	66.26216	7.16432	121.12251	8.86952	14.62578	11.43661	6.63052	19.93243	8.40527	1102.37693	7.21126	0.00000	55.31483	10.55911
32.22889	7.97569	11.38048	0.35598	50.91000	11.50916	2.18967	8.59293	48.8765	7.11821	7.08371	16.21702	8.74059	1093.17401	7.73558	1.00000	49.49407	9.58967
39.63737	12.00295	10.14598	0.16896	61.00141	6.70440	73.7553	10.05457	15.5439	6.95307	9.73620	7.73407	6.77804	1130.69809	4.43186	1.00000	59.34196	8.66012
55.17991	12.60343	7.43874	0.49258	33.91350	7.17676	-78.19444	9.09571	38.91817	9.88106	9.49377	35.80168	6.93898	1128.80963	8.16342	1.00000	36.82460	7.73669
51.86198	10.24207	7.46314	0.51172	28.29038	7.32446	56.36091	9.53693	51.78771	10.36130	8.70608	18.57226	7.93065	1172.75830	8.20620	0.00000	50.62165	9.13073
37.24601	8.93256	10.54566	0.72959	35.55413	8.02244	9.40531	8.80790	45.53069	5.84677	9.05853	14.24629	8.26099	1127.98033	8.80957	1.00000	28.76862	8.81149
66.69605	11.20470	8.64898	0.12572	46.96395	6.27535	-96.72365	8.46947	17.06542	4.68382	7.54170	12.33191	8.23133	1152.81568	3.99254	1.00000	61.36765	9.14854
45.67245	9.27326	7.64247	0.33125	64.08830	6.22492	10.30215	9.01366	53.94313	9.57452	7.99673	14.97963	8.28551	1151.83185	7.68349	0.00000	50.69556	7.63001
29.18142	10.62501	9.14325	0.14414	48.93274	7.09033	-6.90656	8.67573	33.92866	7.35070	7.69056	17.13228	7.08772	1176.57162	5.32164	1.00000	76.32880	8.68030
48.75737	5.59405	8.86907	0.15980	34.64280	9.76647	72.93924	8.36137	18.87813	8.68513	5.72598	17.30866	8.09062	1076.27911	5.40829	1.00000	35.40327	10.70453
60.23316	10.69337	14.56133	0.28731	53.85445	7.07432	71.67164	9.09036	30.29184	11.28439	3.28539	15.88735	8.53000	1146.20619	7.34119	0.00000	41.76097	8.00084
49.84115	9.97143	7.77116	0.27537	87.17866	7.06419	-0.33525	8.31116	53.7446	10.48137	8.16542	13.25115	8.73366	1179.92814	7.76063	0.00000	49.60037	7.81650
42.08877	6.47509	9.07237	0.20958	64.06023	9.29200	15.00913	6.96864	37.51803	8.69796	4.83649	19.68682	7.43018	1106.89902	6.93019	0.00000	63.91859	9.31252
45.07575	9.72019	9.69176	0.74930	35.54599	5.82504	-1.32471	8.46052	51.40148	10.16835	5.97760	8.59841	7.79228	1146.48182	8.86721		40.31252	10.17252
65.58103	7.55359	8.96561	0.34237	36.21741	9.96499	-80.66756	7.46406	26.68451	9.79591	7.66785	-4.04058	9.33738	1186.49719	7.94563	0.00000	40.75777	9.21422
29.73312	7.46311	6.93047	0.85755	45.66698	11.36148	-2.68333	8.61148	43.31667	6.88144	9.54602	8.30289	10.00678	1083.82431	9.03054	1.00000	71.91712	7.00333
53.41013	8.71662	12.95603	0.25727	50.59378	8.67695	74.3092	7.17747	33.37526	9.76799	6.74384	10.86223	8.13215	1163.17332	5.72407	0.00000	85.34767	8.02655
52.71211	7.10898	8.22137	0.49412	34.54094	12.12148	-88.42814	8.47549	42.16808	6.98337	8.63427	10.06535	9.04570	1146.37932	8.23874	1.00000	54.17090	9.49035
65.42469	7.33607	13.18403	0.27834	38.95566	6.64108	-71.19901	8.09299	-30.60106	9.60018	2.79989	19.26238	9.01568	1108.92992	7.90216	0.00000	44.77118	8.06171
60.32902	9.80339	9.23790	0.15985	41.39495	8.23815	-116.56346	8.85925	43.54072	9.43163	8.48348	26.30896	8.85287	1168.61314	6.23630	0.00000	45.13573	8.20627
66.86113	10.13423	9.54315	0.06768	39.22393	8.82930	13.44275	9.09662	38.07789	9.46718	9.22658	27.61770	9.90790	1069.86815	4.81463	0.00000	52.37952	7.91036
45.47387	8.85975	13.03370	0.40690	57.55390	7.70527	0.57856	8.90737	40.70995	9.88354	5.34809	0.54331	8.35704	1093.02487	7.79428	0.00000	37.79174	8.51657
37.80180	11.08445	9.17364	0.17785	57.99827	8.37674	-75.69947	8.18762	8.79577	10.96230	8.76714	-3.10401	9.61247	1187.84688	6.21184	0.00000	53.16593	8.88067
18.27705	7.32839	10.44131	0.33650	47.11256	8.55640	-73.89875	8.38546	40.93121	6.97869	6.87756	26.36394	10.14999	1128.24388	7.03084	1.00000	66.57971	10.76734
43.89045	7.10058	9.78552	0.25879	69.90117	7.88121	39.25	7.07462	-6.8	7.24878	4.92864	7.32183	7.59844	1162.93852	6.46861	1.00000	61.76861	7.13619
37.12553	5.74210	8.27104	0.14012	57.24948	7.93427	78.55757	8.84706	17.34769	8.19927	5.52797	17.70653	7.42227	1092.66374	5.80789	1.00000	41.63180	6.83982
45.49916	6.85130	8.87670	0.18495	2.80998	9.92740	-0.76773	7.23480	38.38479	7.24008	5.33547	38.63261	7.50026	1089.17339	6.44945	1.00000	53.70947	8.13238
70.63851	8.47707	10.48549	0.53710	45.62269	6.92700	38.94324	8.72406	44.98901	7.23716	10.18112	25.94402	9.92513	1161.11143	8.42699	1.00000	63.52873	8.79828
68.09246	10.51863	10.82072	0.19933	50.12997	8.67901	39.28333	7.39701	-10.33333	9.44039	7.87375	19.70201	7.71679	1065.49813	6.38748	0.00000	54.00485	8.25836
56.58695	10.04841	11.60922	0.27339	51.43687	5.85373	-72.09391	8.48213	18.65297	8.62442	9.55825	6.48752	8.14363	1174.19476	6.31455	1.00000	66.73974	8.24090
12.44800	9.32251	11.23646	0.30972	58.44186	8.01476	-63.13414	9.07304	46.23899	6.60479	12.41367	6.40262	7.90175	1058.55041	7.50789	1.00000	40.51637	7.94429
45.08356	7.65015	12.24369	0.27231	80.23000	10.75280	-95.63079	7.52563	31.76212	7.34134	6.98267	-10.82204	8.07840	1194.53737	6.68396	1.00000	51.65011	7.76425
45.86133	10.54649	9.94009	0.17378	46.40466	6.64662	-76.43941	9.08635	39.33427	5.33878	8.71590	21.76044	9.72543	1058.66514	4.46722	1.00000	52.71666	6.45301
45.26065	6.54188	9.02679	0.25543	64.82399	10.25389	126.835	7.08542	37.65639	10.54471	5.92749	18.81606	6.22636	1164.58906	7.13867	0.00000	73.88274	9.21620
45.56566	6.89377	9.01268	7.02049	45.98628	6.62799	-60.47389	9.32595	-34.64167	6.50507	10.00827	18.98701	7.85893	1191.68526	11.33123	1.00000	55.53191	9.31476
63.30007	6.08132	9.77227	0.20076	53.37670	11.49502	74.80555	6.94617	34.08565	8.56059	7.86218	21.29421	7.74579	1074.08651	6.46790	1.00000	47.77425	9.54144
53.22505	8.72476	12.01718	0.14278	63.20446	8.03362	-73.58248	7.77445	45.40008	10.05681	6.92494	7.24785	8.69253	1186.90343	5.12979	0.00000	42.36388	9.01755
68.89109	8.04563	10.63772	0.71813	39.09769	10.06561	151.08057	8.13988	-33.79176	7.02890	8.86734	-0.65183	7.33047	1147.21323	8.71252	1.00000	73.72134	8.62532
40.15111	9.34851	12.37566	0.47904	43.16450	5.88713	-3.53261	8.54871	40.42386	10.73064	3.64432	25.85765	7.97208	1144.58196	8.24004	0.00000	50.01171	7.58071
47.94908	7.01823	10.22222	0.22448	53.97805	9.12335	16.54165	8.23328	68.79833	6.89179	7.29278	18.01273	8.00380	1088.49187	5.85072	1.00000	60.61328	6.38892
61.70978	10.92873	9.51932	0.16084	62.32983	6.39838	71.21169	7.19182	21.59983	8.19536	8.22074	23.61408	10.02953	1136.08961	5.96804	1.00000	57.38682	7.79998
50.94153	9.62832	12.16585	0.13917	55.96868	4.54954	3.1631	7.92384	41.91738	6.79344	9.83410	11.27214	9.81306	1128.34073	5.94477	1.00000	51.32723	9.70197
48.93468	7.59232	9.15520	0.87152	43.34445	6.80831	-51.87389	5.67326	-23.44361	6.79253	8.34580	19.65393	10.37635	1096.20667	9.08256	1.00000	61.13435	9.58141
35.77457	11.42600	8.94938	0.16679	46.25076	9.91031	15.46667	9.41367	47.05	6.52604	10.28594	23.64387	9.13507	1175.53318	4.88529	1.00000	39.18350	8.08116
30.06530	11.26954	8.83985	0.70541	60.62988	7.19360	-4.83076	8.90781	39.96348	8.72073	11.22201	43.34956	9.05192	1083.35907	8.78573	1.00000	53.29867	9.03891
45.48553	7.62559	7.98063	0.30268	53.78010	5.07856	30.96755	8.42863	49.07866	6.96462	6.64102	13.82366	9.60127	1132.26227	7.71791	1.00000	74.93444	9.45926
32.66843	11.48082	10.12367	0.20934	51.40928	8.46660	42.85693	9.94587	39.22493	11.76768	8.02762	18.18061	10.08943	1070.72556	6.30211	0.00000	47.32199	8.70633
54.34033	11.42769	7.99428	0.85772	59.68498	8.50403	9.00472	11.26434	4.2475	8.81396	11.45043	22.91366	6.94794	1087.46323	9.13023	1.00000	42.19425	8.16874
49.36835	7.62670	9.96892	0.37373	57.01608	7.89808	-0.2	9.36974	51.65	6.70990	7.29754	8.92739	8.41247	1153.61798	7.94419	1.00000	54.18511	8.25359
50.35681	6.15976	6.79905	0.29344	49.85956	12.94205	-2.77259	8.26445	37.49073	7.76699		23.39807	9.64260	1066.45363	7.69734	1.00000	40.06930	9.47315
46.49487	7.06616	9.22611	0.15793	54.11136	9.92527	-91.77127	5.23500	37.95143	9.76262	8.63073	24.04161	8.97487	1073.02567	6.26417	0.00000	45.43568	8.53492
50.79975	7.01411	11.44047	0.32096	58.40874	8.49548	-4.21376	8.88985	55.82885	9.62047	5.29173	28.47176	10.45417	1123.82004	7.79610	0.00000	79.01137	10.22042
81.10216	7.00136	9.95795	0.29870	59.59271	10.75445	26.01649	7.75819	44.43579	7.75123	5.30705	28.19195	8.96160	1096.13738	6.49341	1.00000	54.47926	8.94289
31.78006	8.86575	10.68376	0.13091	43.97455	9.30890	36.73307	9.20438	55.38752	10.60921	8.47181	12.70063	6.95049	1117.39605	5.74467	0.00000	30.70364	8.74217
57.62954	6.97603	11.20409	0.18553	44.77899	7.66054	122.74754	7.35993	40.85158	9.43022	6.30955	26.94701	9.08513	1117.00820	6.60526	0.00000	42.69090	10.06877
66.43528	8.38006	11.45812	0.22167	53.04876	8.96061	19.61222	8.06814	44.97639	5.35491	11.29132	29.90377	9.80260	1095.47315	6.09091	1.00000	54.11461	9.76303
56.71934	10.24772	10.21545	0.16315	30.33928	7.40152	101.96857	6.56496	4.88441	10.59972	7.09638	14.21240	8.59409	1111.14350	6.33636	0.00000	50.11384	9.76897
47.95648	9.29948	10.55342	0.27861	64.40965	6.50832	122.9666	8.17184	10.7375	9.24248	6.10691	27.93700	8.71852	1100.87646	7.38957	1.00000	54.88020	9.06828
55.74169	6.87287	9.01696	0.40685	64.23840	10.06076	68.11759	10.99513	26.9423	6.90877	5.99817	16.75657	8.35860	1178.11531	7.98981	1.00000	54.10544	7.91637
45.63307	7.97988	8.63729	0.75838	49.91200	10.03779	-63.90389	7.54465	-8.76194	6.68988	9.42054	21.50584	6.59414	1147.64068	8.82869	1.00000	40.15329	8.49356
40.76856	8.03400	7.79222	0.56299	48.18475	9.80067	29.91582	8.31941	31.20176	6.38549	7.68798	5.17943	8.66865	1138.36655	8.61640	1.00000	65.66189	7.26538
43.32244	7.43373	11.13778	0.35898	53.16366		74.4818	11.12835	30.21121	7.62049	6.34385	7.40098	8.27192	1072.77384	7.95180	1.00000	63.97184	8.60878
58.38766	4.27018	6.26566	0.32296	32.20069	12.08598	-97.03285	9.31369	47.92526	8.21130	7.30270	23.87188	6.79383	1142.11155	7.27564	0.00000	81.53443	9.40727
46.14769	8.20877	8.78386	3.08011	45.34646	5.31095	53.47103	7.61287	54.48147	6.84825	9.34530	2.07828	8.69249	1182.58282	10.50576	1.00000	47.42173	10.31865
53.93692	5.44580	7.06507	1.49499	58.79645	10.52099	38.2739	8.26536	46.7055	9.62473	8.21299	20.42595	8.86973	1137.35641	9.68760	0.00000	64.62013	6.87242
39.96717	7.35320	12.19308	0.24439	19.20511	10.84626	-118.10583	8.29399	34.09611	7.40379	6.41982	18.47411	9.12001	1182.80805	7.05344	1.00000	38.67583	8.52508
34.63288	9.72458	11.75254	0.18534	45.22146	9.14324	29.91582	7.87811	31.20176	10.81318	9.84266	24.95394	7.44498	1066.41069		0.00000	33.86168	11.01549
58.24215	10.45887	10.81910	0.16474	61.67247	7.56108	-82.61573	10.47813	41.24255	10.48799	7.29045	-1.37781	8.67255	1063.39281	5.43561	0.00000	47.11665	8.36192
64.84931	11.52521	8.83605	0.17670	29.89019	7.81964	4.08282	9.86039	36.61954	6.11737	9.31359	2.89004	6.15564	1194.57980	4.94442	1.00000	56.88183	6.53868
48.61706	7.16503	9.71582	0.16511	47.90891	10.36546	73.38333	7.89261	31.71667	10.77425	5.02723	33.27113	10.40442	1167.08800	5.68438	0.00000	67.53314	6.76570
43.66966	7.66917	8.40777	0.61816	26.11200	10.05031	-73.86586	8.23184	45.43341	6.40476	8.40960	22.27807	7.64789	1139.42519	8.59043	1.00000	28.55718	7.15870
30.29808	9.79932	10.27843	0.34472	67.02064	6.52564	75.92694	9.21989	14.46693	7.38725	10.53842	8.08594	8.50741	1143.55414	7.76431	1.00000	48.84399	8.03050
43.93830	7.98409	12.37006	0.21904	63.75211	8.72817	15.00913	8.31321	37.51803	5.41239	11.58699	-20.70788	8.05879	1092.72541	5.87304	1.00000	67.62272	8.28048
76.43367	8.35471	12.37211	7.28325	43.85990	6.47067	-117.79394	7.89196	33.76446	12.47336	11.97406	16.24410	10.46952	1108.28643	11.37496	1.00000	58.30239	8.21271
40.60736	9.09164	9.61629	0.68824	32.18055	5.96247	-75.64963	8.12964	40.24537	8.95768	6.23599	19.86869	9.62201	1109.95909	8.85549	0.00000	65.04758	7.89515
37.11002	7.97030	11.03737	0.53698	48.95822	9.20382	2.18967	7.52991	48.8765	6.80865	9.02860	9.01842	7.52132	1162.43808	8.52813	1.00000	63.16464	7.24617
48.31308	8.89798	11.35980	0.65006	63.65895	5.34591	9.00472	8.00118	4.2475	8.54556	10.36619	8.50179	7.28694	1182.24826	8.78823	1.00000	60.26336	7.83172
40.63206	7.65163	10.15639	0.41781	48.14841	10.54059	-2.01111	8.82707	52.66277	7.80613	7.47639	9.03205	9.47183	1151.53802	8.10048	1.00000	50.31468	8.65569
49.97482	7.68746	11.07750	0.14324	54.28700	7.23525	-66.8499	9.44688	18.03496	6.57169	6.99413	3.94986	8.85291	1054.74931	6.86961	1.00000	67.74476	10.22068
50.24086	6.15815	9.53536	6.02581	35.12962	5.65369	-91.77127	7.81796	37.95143	6.76805	8.75318	18.05096	9.17415	1133.05484	11.17703	1.00000	67.38693	8.58259
52.39816	12.24275	9.78166	0.18498	55.21769	6.95072	-117.23991	9.25278	47.64995	10.46779	9.61010	-5.51547	8.24654	1142.87323	6.50077	1.00000	46.31965	8.27601
70.98122	8.06069	12.29665	0.23529	53.12192	8.49688	120.97844	7.61921	14.8361	11.10357	5.18988	18.46204	6.99545	1180.04383	6.44959	0.00000	65.15314	8.22781
69.38125	12.02116	10.11617	0.21857	22.73581	9.40584	-122.24064	7.30347	47.80527	5.31046	10.35419	8.42863	7.55041	1144.22938	2.50785	0.00000	49.56249	7.45978
61.16965	6.44739	7.22769	0.57786	46.27934	9.27886	83.62389	8.91395	53.30972	7.41737	10.56292	23.76654	8.92994	1161.15362	8.42383	1.00000	68.11576	8.71094
38.33904	8.55706	11.62501	0.77961	51.44873	11.29180	65.50917	9.05247	44.85278	5.78155	7.40795	16.22701	7.24148	1159.24894	8.84850	1.00000	54.65011	7.87778
39.93366	8.37883	11.68593	0.39189	52.94416	8.77943	71.21169	8.67439	21.59983	9.83045	9.41713	19.21040	7.98986	1156.12858	7.77248	0.00000	56.72315	8.96232
46.33003	8.44062	10.86185	0.20631	39.11528	9.53983	71.57737	9.77718	21.53889	9.48931	7.06167	16.88360	9.83002	1117.11006	6.71266	0.00000	45.20512	8.20881
46.89010	7.81236	11.28988	0.59699	40.62637	6.47651	122.08333	8.06983	46.08333	8.05660	9.82320	4.74639	8.26611	1086.11122	8.65487	1.00000	71.77780	8.71454
61.90116	8.99621	10.12380	0.22839	69.69513	6.70758	137.95378	8.61717	35.82756	8.80631	6.59919	15.38154	7.93128	1096.63533	7.21173	0.00000	49.95696	8.63526
58.20170	6.15974	9.81305	0.39221	42.65546	9.22418	138.31667	8.20453	36.65	9.51662	7.80547	9.89865	8.56098	1105.95193	8.00466	1.00000	44.39821	9.03481
55.11206	8.30409	10.60087	0.32163	19.12091	5.47579	136.51667		35	7.50046	7.61458	15.90349	9.85570	1196.28328	7.14533	1.00000	34.42307	8.62898
43.47336	7.38822	11.76003	0.26248	49.52019	10.15842	4.92235	8.56271	7.65649	7.44542	7.52664	12.55608	7.69343	1175.50407	6.81673	1.00000	44.98099	10.16982
76.44755	10.52800	9.83322	0.73943	56.24221	6.87482	9.00472	5.10602	4.2475	11.00458	6.40376	15.33096	7.11787	1130.51766	8.84021	0.00000	30.27849	8.01464
70.57265	9.66410	11.98347	0.10424	32.21639	9.24533	138.89585	7.72707	36.33011	10.70827	6.98217	23.85629	7.06568	1079.96165	5.92241	0.00000	68.24288	9.31352
31.91422	6.85679	11.86546	0.12416	39.96018	10.63197	-71.08977	8.06228	41.9001	8.29473	6.26111	23.30368		1166.30338	5.88537	1.00000	44.23951	9.55010
47.94971	6.12565	9.33204	0.09391	39.20041	10.31088	-7.32097	8.42756	41.1053	7.95648	5.50990	17.34437	9.32280	1108.96007	5.87636	1.00000	89.68432	9.33096
56.45936	7.74515	9.25441	0.46480	57.46751	9.64983	10.30215	10.70478	53.94313	6.36298	7.81217	2.92253	7.05921	1057.05650	8.04102	1.00000	35.68283	10.00675
60.63192	9.78413	8.24020	0.27967	46.13363	7.64299	-79.00453	7.86560	-2.90055	7.08919	8.14853	-4.02203	8.60200	1137.04149	7.23942	1.00000	35.68250	7.81185
53.93384	9.72744	12.41533	0.13794	57.03215	6.64812	79.82979	8.03509	11.93381	7.62719	11.28995	8.19992	7.77586	1117.53384	6.19685	0.00000	56.89524	8.45902
36.21688	7.06695	8.83067	0.35277	53.38790	11.82791	-84.67837	8.66494	34.06635	6.95061	8.99306	25.18332	8.75298	1122.26853	7.16918	1.00000	39.35329	8.57419
25.73330	9.33528	11.16655		69.66362	6.13821	43.2379	8.61146	50.06	9.53610	4.52984	11.98147	8.54744	1075.16783	9.85959	0.00000	53.25994	7.04710
46.67817	7.52985	10.04943	0.28165	46.36037	10.79786	37.92792	8.30801	53.93361	6.83670	8.21967	-2.61152	8.63765	1086.02800	7.54331	1.00000	64.91865	7.98038
55.69058	8.94344	9.54262	0.20051	55.98004	7.23213	-73.25383	8.56758	-3.74912	3.84844	9.28410	17.25874	7.89238	1136.60151	5.99764	1.00000	63.53247	7.73796
36.74174	9.27871	8.54581	0.25260	47.46862	6.10661	-116.97725	9.41265	33.92946	9.20779	7.53290	8.71125	7.79855	1181.64294	7.50024	0.00000	43.14690	8.47897
72.12043	10.69681	7.02973	0.47483	48.99728	7.24745	-73.58248	9.75967	45.40008	11.14564	8.95359	19.48476	8.75075	1147.70926	8.35762	0.00000	49.34599	9.20107
49.88870	10.61307	9.18581	0.20367	44.44545	8.65770	112.19028	9.32940	30.35028	5.65078	10.28408	14.49841	8.59263	1076.48829	5.66760	1.00000	36.88536	8.79227
33.51580	7.12371	9.53801	0.21527	63.04035	9.25495	-95.44744	8.98081	29.53885	9.37363	5.54597	16.07544	7.61664	1151.56987	7.04070	0.00000	93.84569	8.91722
51.48198	7.60608	10.29551	0.22224	69.60531	10.10767	34.3869	9.77250	11.8659	10.25100	7.70584	17.56045	8.60600	1112.91849	5.71931	0.00000	35.80059	9.40719
62.09121	9.13068	9.63504	1.11913	36.54107	8.48138	74.83554	8.72836	14.62072	8.26943	11.30346	9.94155	7.32428	1123.81997	9.33261	1.00000	63.95080	8.66712
56.92660	9.70161	11.43213	0.25957	51.39516	9.41983	35.90057	8.79029	56.85836	10.85104	5.66642	37.32479	8.48902	1186.19736	6.02303	0.00000	58.80482	9.25848
35.23622	9.93754	8.54953	0.14860	39.50473	8.90306	-74.07764	7.83580	40.72816	9.01400	9.75089	9.62776	10.59472	1050.71695	5.60922	0.00000	68.24882	9.34414
