C2H3NO5	PM2.5	CFCs	CH4	TEMP	PAHs	PM10	Pb	longitude	latitude	SO2	warning	PRES	O3	CO	NOx	H2CO	NH3
1.78714	9.13151	41.51111	6.45756	19.78758	5.55987	8.02543	50.49082	2.31889	35.21222	9.96683	0.00000	1058.60167	8.33743	5.24367	8.37697	44.31232	8.80559
15.91867	4.26915	60.85553	12.03546	29.50451	7.17763	10.52964	42.53700	79.883	6.9909	8.02133	0.00000	1199.88473	10.66650	6.01506	8.55172	21.90872	7.73672
3.77398	7.53368	50.59007	8.14388	19.77640	6.54054	9.06211	33.48307	-8.07257	12.74409	9.54768	0.00000	1129.52090	7.79388	7.72330	11.11873	50.90884	10.03512
1.82405	8.68156	36.00697	8.93836	-1.35485	9.02699	8.09972	58.46429	123.62494	12.37169	10.25714	1.00000	1157.22864	10.36936	8.93739	10.09690	44.50226	7.98631
3.90414	7.89343	52.38565	9.26583	30.31068	8.24716	9.07504	46.98477	-0.76667	53.38333	9.36849	1.00000	1124.78219	6.98343	10.20230	9.05387	67.10482	8.43172
1.21787	10.12478	34.60972	7.85414	9.53960	8.85807	7.20001	46.32751	-83.48216	42.30865	9.75422	1.00000	1099.98726	7.86646	10.44431	7.20018	53.25147	10.82087
1.88389	10.08840	42.73036	5.32584	25.90254	9.63264	8.21199	41.85939	12.87117	50.23271	6.84670	1.00000	1198.35835	9.29762	10.11623	7.61388	41.91971	8.15073
	11.02406	47.03347	6.13934	13.80686	9.99557	6.03283	61.45335	-0.29825	51.39148	8.42162	1.00000	1078.69523	8.88486	11.10507	8.19745	63.88921	8.39988
3.73736	12.62745	30.52678	8.60916	17.12998	8.47851	8.98294	56.22160	-75.64963	40.24537	9.26116	1.00000	1188.37747	7.66038	12.55232	7.82035	38.22381	10.46078
1.76588	8.59847	67.61032	7.82900	12.73093	10.21028	8.09865	61.41249	76.92421	60.97944	12.14860	0.00000	1125.50370	10.08669	7.67357	7.88250	47.62398	7.90694
11.67508	9.22229	56.04553	8.46389	15.46028	6.01224	10.18266	40.88870	-35.03333	-8.28333	7.96971	1.00000	1131.85116	11.39500	9.63421	8.36232	48.07452	7.92480
	8.98021	56.46992	7.88069	6.87360	10.36600	8.82791	44.87616	46.04833	51.40944	10.20509	1.00000	1121.72416	7.61328	9.64768	10.46376	43.75927	8.64045
3.29180	5.99195	60.96912	7.88912	12.55429	8.62458	8.84627	38.60321	-8.33147	41.20485	10.86589	0.00000	1186.46380	7.06569	8.28956	8.81163	21.74117	9.01453
4.87937	7.32622	42.92519	7.04208	3.83374	11.13491	9.19057	49.00823	-111.78903	33.35283	11.50512	1.00000	1078.47521	8.04512	8.32670	9.32030	72.06575	9.00108
22.89416	8.98184	42.47898	5.24336	19.94111	7.94026	10.90260	42.80421	7.20769	50.80019	9.29095	1.00000	1099.45101	10.05192	11.56740	7.95874	52.22627	9.16190
2.99010	10.56232	33.80685	6.72569	0.06629	8.14105	8.66778	65.99493	31.4976	26.67319	6.91680	1.00000	1162.36751	8.51564	10.39251	10.64644	59.94243	9.04053
1.41162	8.70018	43.31690	6.53437	12.19672	10.14555	7.77768	45.02209	30.96755	49.07866	11.33039	0.00000	1071.09305	9.94406	7.43741	9.28041	35.43461	8.27538
4.87360	7.84834	46.94644	7.29092	14.86457		9.28361	66.51635	-116.56346	43.54072	9.39908	0.00000	1165.35291	11.23495	7.73376	7.00788	50.26698	9.89593
1.72763	6.80558	60.32690	5.88148	24.10656	8.21041	8.14367	47.73788	137.5	34.9	11.60413	0.00000	1074.69004	8.86740	5.96616	7.74967	21.85295	7.99786
3.85466	10.76094	59.84390	6.15791	12.03048	7.60948	8.86680	47.22086	2.18967	48.8765	10.21790	1.00000	1195.01814	7.79671	9.89298	11.13808	43.45876	8.08909
9.07899	8.62310	52.78650	6.10497	15.81159	7.24325	9.94506	45.90563	71.57737	21.53889	5.87628	1.00000	1134.95978	9.59202	8.70537	10.39038	45.29207	8.10718
1.34704	7.08363	53.72941	5.35148	32.66910	11.88934	7.88902	43.35515	9.29109	45.39402	9.51042	0.00000	1159.24020	10.10420	4.24048	8.31705	46.61332	10.51397
3.15995	8.65328	54.55524	7.31338	14.43589	10.04812	8.79006	56.60384	43.67663	53.53041	9.86418	0.00000	1133.11225	6.70010	8.87051	7.93341	58.94370	8.54735
1.34130	6.91700	26.40887	7.65356	12.40374	9.90310	7.76008	60.56049	4.69889	50.56149	8.97573	0.00000	1137.26377	10.72888	6.45245	10.72989	44.09081	10.46658
4.71998	10.98274	40.63838	9.37494	27.15470	12.25721	9.22970	53.97806	75.96976	15.73628	9.45117	1.00000	1197.22901	6.70125	11.54995	10.18931	57.40338	9.29420
1.06594	5.59081	33.26853	8.68370	18.09471	11.72036	7.49460	34.48545	126.28333	45.35	8.57429	0.00000	1191.25521	11.67723	5.27376	8.38413	54.75472	7.99422
1.38889	9.59769	48.99406	6.00168	6.90975	6.80128	8.08845	27.79009	3.47717	36.76639	8.28174	1.00000	1102.55100	10.89208	11.56507	9.91476	63.03186	8.82931
9.02118	10.62659	28.24707	6.96121	5.06494	5.72045	9.87910	39.61104	150.99292	-33.75881	7.05266	0.00000	1119.47698	8.55647	6.08679	8.96120	72.37711	8.05035
0.82070	10.59298	42.68845	6.82142	9.99143	5.05061	7.66492	58.38337	34.11169	0.46005	5.25500	1.00000	1162.28130	8.49065	10.56943	8.73113	16.37647	8.63907
1.10203	11.29851	51.83911	8.94626	16.89241	10.80107	7.18228	77.46540	-74.73584	5.20856	7.90405	1.00000	1168.75735	6.06545	10.91648	8.09565	54.00657	9.42698
0.74907	11.94610	59.64401	8.46656	22.37989	10.33377	6.46172	20.74012	-76.88442	40.2737	8.61988	0.00000	1095.11082	6.04236	11.43646	7.95394	29.62747	9.65718
1.39453	8.56393	60.33882	7.43530	20.82145	9.01324	7.86703	33.65168	74.12286	30.76468	11.33726	0.00000	1137.47620	9.30144	9.14780	9.77603	39.39256	6.74797
2.21950	9.68014	49.37713	6.13372	10.45143	5.93227	8.41848	13.37846	121.06761	12.35275	6.15816	1.00000	1147.59823	8.23395	10.46976	9.88561	64.53819	9.37553
10.87201	9.78264	69.28371	5.86219	18.39152	10.25443	10.14096	45.29323	11.04979	44.59445	12.17530	0.00000	1076.65973	11.13674	4.53405	9.90264	36.04240	7.96480
5.78138	6.55348	58.23639	8.91031	3.38879	10.83710	9.46064	60.35019	36.73307	55.38752	9.65154	0.00000	1088.75780	10.26895	6.75545	9.74107	81.23570	9.51234
2.28272	10.07695	44.22728	8.22700	16.17884	10.38882	8.35452	78.22377	-71.29144	41.54566	9.47887	1.00000	1122.52362	7.42335	10.30828	8.50215	47.79766	8.10903
0.59300	11.00233	58.22792	6.77164	-14.46475	7.99523	6.76070	59.26924	-88.27205	44.27804	7.11157	1.00000	1051.72718	10.49358	10.95761	9.18309	52.46169	9.11692
3.23684	7.07541	62.07019	6.97772	10.67598	8.67595	8.72334	51.18073	-37.07167	-10.91111	9.19908	0.00000	1074.82121	7.60630	8.37916	7.56299	39.49767	8.95205
1.97863	9.65777	54.32571	6.66347	25.16415	8.20569	8.12383	38.49039	122.8637	9.3337	6.12666	1.00000	1139.01951	6.36712	8.96277	7.72515	30.00693	8.35858
4.09136	9.28114	25.45665	7.20540	25.81322	9.49032	9.06058	36.70951	-67.15407	18.42745	11.41041	0.00000	1084.56448	10.50538	10.34655	8.34090	52.55979	9.08476
2.47771	12.25205	48.33510	5.47851	14.38340	8.17083	8.42859	48.32123	-0.45877	46.32313	10.12336	1.00000	1169.12248	7.94116	10.07785	7.17947	51.91304	8.44172
9.42482	9.16459	59.31970	5.39311	5.51790	10.44364	10.00925	65.63733	112.01667	-7.81667	11.95797	0.00000	1182.15174	9.16987	8.30426	9.48598	50.50956	9.69525
16.22688	10.12796	66.42882	6.82707	28.66548	9.75497	10.53219	49.29747	-35.03333	-8.28333	10.53172	1.00000	1078.39377	7.74988	9.84853	8.16354	42.16424	8.36411
1.36380	9.36202	50.07750	9.02878	25.60194	10.98061	7.99362	30.74798	-1.325	38.47917	9.02729	1.00000	1060.47993	6.34245	10.27602	9.84359	38.35789	10.06941
4.00221	10.13190	39.53217	5.50914	34.98736	9.66294	9.05342	68.12599	-74.38987	40.65538	7.17940		1177.58068	9.59324	10.22182	7.47059	29.02221	7.76184
1.96004	8.92791	49.43909	10.99497	7.15409	11.51538	8.25498	29.98495	18.84	42.28639	8.64368	1.00000	1140.66134	6.44780	11.32676	8.38011	35.61793	9.64341
1.66742	7.90100	39.54387	7.51674	11.49041	8.53058	8.06630	46.74236	-78.04471	34.25628	9.43631	0.00000	1063.32908	11.72896	5.89697	9.73281	43.57552	9.40675
3.21743	7.63927	66.21107	6.76927	14.93500	8.44463	8.72508	27.94781	-52.35558	-14.66463	11.26098	0.00000	1118.79199	10.42469	7.48445	12.19858	62.70486	9.22630
15.61291	10.91374	69.62046	8.48143	20.22534	7.58772	10.48477	52.09284	19.27498	50.20528	8.06119	1.00000	1070.90319	11.97806	10.51661	9.13188	66.07895	8.64840
2.13121	8.45364	51.52104	6.72364	18.70918	12.81791	8.51862	29.63993	77.0202	43.41949	11.72107	0.00000	1181.94077	9.48052	9.23588	6.64346	42.46480	8.82415
2.20085	7.87381	57.05328	3.96300	25.67498	7.69548		30.30399	5.58472	52.14	8.69022	1.00000	1136.59009	7.01047	10.89886	9.31430	57.87945	8.75624
3.02131	10.35952	57.47286	6.53385	17.62784	10.50079	8.69339	39.58943	5.51978	51.44889	10.90009	1.00000	1148.48959	7.81265	9.81887	8.99819	55.81999	7.52188
2.51067	10.33349	56.99668	6.79920	-20.47620	9.76451	8.60323	37.65288	114.68333	23.73333	10.52890	1.00000	1193.39253	8.39481	9.83762	8.84227	43.79349	7.58007
2.89335	8.84606	26.40046	7.57791	10.03992	13.15739	8.68179	56.36369	-58.44417	-3.14306	12.35054	0.00000	1110.94746	11.86624	8.55644	8.80990	31.73811	10.46741
0.90589	7.91600	60.69460	7.95937	15.50193	6.90875	6.89396	58.72057	-65.61427	-27.4338	10.51766	0.00000	1192.99522	7.63812	6.44664	9.20234	54.29285	10.27131
2.44411	8.82499	64.91345	5.24226	22.84449	8.93142	8.58218	58.38575	2.1699	48.98994	9.23016	1.00000	1129.83424	11.68115	11.01373	8.63407	56.93422	9.73832
1.29471	11.27678	62.85077	5.93683	5.33859	9.02513	7.77882	62.41108	-71.10077	18.20854	11.44870	1.00000	1141.33761	8.45445	10.36552	8.55416	62.09438	7.99110
2.91651	6.56282	52.84701	7.43867	4.96980	10.13970	8.70266	53.11164	9.29109	45.39402	9.47855	0.00000	1088.42150	8.44589	8.43061	9.30552	63.85407	8.22547
0.26844	7.64228	59.83103	6.82889	21.27598	8.20659	6.29211	47.79951	123.17306	41.27194	8.74297	0.00000	1051.24975	8.50650	8.74243	9.75629	68.78141	9.45491
2.15459	9.49959	80.62291	8.96704	21.83858	8.45072	8.42781	64.72073	65.50917	44.85278	9.56395	0.00000	1122.37932	6.14666	9.53228	7.61261	52.31479	9.17854
1.10197	9.34247	55.53855	7.73856	0.10625	7.28399	7.44592	36.03933	120.5875	16.455	6.59036	1.00000	1198.69027	8.91072	8.79571	9.38030	18.71419	10.89682
0.51174	11.56712	68.27408	7.52985	21.21959	7.22525	6.83280	43.64964	17.80774	40.55851	8.29949	1.00000	1195.83913	12.72122	12.08795	9.88694	42.67730	7.18976
2.81274	10.36289	52.88683	7.78654	8.76136	8.16597	8.56410	63.99889	117.81667	36.81667	8.36209	1.00000	1082.49093	11.80742	10.34760	9.67778	46.13230	9.64090
1.71730		67.47760	11.50017	21.47715	11.79013	8.05214	38.87113	8.77155	50.23019	7.75177	1.00000	1166.79402	5.59847	12.41157	10.21938	44.94704	9.53989
0.53497	7.39107	54.85514	8.86915	33.27217	7.79103	7.27818	56.58525	2.31889	35.21222	10.07869	0.00000	1085.36305	10.55528	6.79668	8.55736	77.24178	9.84368
9.04511	8.18975	49.94800	7.05650	15.31882	8.84404	9.92530	58.66659	7.20769	50.80019	9.83735	1.00000	1117.73149	10.75609	9.64694	8.47174	51.40686	11.17285
1.38266	10.66715	47.79339	6.79071	28.68474	8.76014	7.42728	44.65031	-94.91386	17.94979	10.56936	1.00000	1188.00613	8.02177	10.26953	8.43490	47.72103	9.66576
1.81529	7.94137	47.32208	6.54393	-1.39358	7.24551	8.06970	42.62155	-93.263	45.0408	7.83560	1.00000	1187.80109	6.16270	6.85393	9.49854	59.27103	10.94858
1.81900	8.22735	45.81516	8.84343	-1.73133	10.24235	8.00802	44.23285	20.22625	30.75545	10.62142	1.00000	1140.58389	8.14610	10.22487	9.19976	35.27473	8.09239
1.03402	7.99729	61.03613	7.12454	13.98818	11.20270	7.35130	33.85214	47.31667	-19.65	11.07806	1.00000	1146.15167	7.88528	8.64654	9.38178	59.63198	8.14807
4.98605	7.38599	37.31574	7.75107	29.16834	11.69990	9.33661	49.48215	110.8405	-6.8048	10.67637	0.00000	1108.13415	11.43668	6.67126	7.43640	66.47332	8.10264
1.81924	10.90674	82.55050	7.92599	19.25842	10.90758	8.16822	67.64677	-4.10734	38.68712	9.66236	1.00000	1144.36053	6.51452	10.66660	8.74486	53.77581	7.43699
11.74515	9.79750	42.54017	11.04375	8.65355	8.82844	10.22460	29.12459	-74.07764	40.72816	11.53864	1.00000	1184.91014	13.70213	9.50724	7.09760	33.99569	7.85743
8.50428	9.68374	39.74281	10.10112	16.12952	10.05183	9.87153	56.65906	-4.0573	55.82737	8.85111	1.00000	1182.00726	6.90379	11.43986	10.48510	47.02957	8.46759
6.78404	5.81575	44.53643	8.16459	32.95601	7.72844	9.67820	35.22055	-117.79394	33.76446	11.34826	0.00000	1083.52770	6.79949	7.35110	9.18100	46.59817	8.02044
5.92869	6.47361	56.31580	7.76449	37.12245	9.35081	9.52783	39.99438	12.1369	51.04962	11.57033	0.00000	1069.73901	7.29402	9.20770	8.33659	50.42091	8.86475
9.98635	10.94211	46.57139	6.48772	8.34621	8.95919	9.99559	59.24924	9.85	53.63333	7.97938	0.00000	1183.36443	9.60945	11.14644	8.88682	73.66181	10.93349
2.02080	7.89214	26.00885	7.74947	30.28727	8.20732	8.16670	40.13934	42.54536	-0.35817	11.56871	0.00000	1105.23057	9.18896	9.30967	9.57867	51.62830	8.85745
0.97684	11.15643	70.55549	7.42365	16.07656	8.53594	7.46070	50.52638	99.1625	3.3285	10.21101	1.00000	1166.74642	8.27665	11.03180	9.79406	33.05649	10.46941
3.08331	10.98120	80.57836	9.07874	17.97072	8.74842	8.85785	63.25077	9.29109	45.39402	7.82232	1.00000	1136.43431	10.51430	9.46747	8.83866	62.19647	9.08036
0.82607	9.25731	60.40862	5.33285	15.26369	8.26127	7.20223	62.75293	0.57856	40.70995	8.76963	1.00000	1082.16770	9.44093	11.18005	8.72531	54.15609	8.21869
7.27114	7.35070	39.44477	4.23766	18.00541	4.61709	9.75103	45.02100	18.28333	59.33333	10.07819	0.00000	1053.55811	7.73175	1.92811	7.14394	22.16316	8.98764
5.73044	8.57593	61.71297	7.48823	11.23472	9.88925	9.40080	51.73545	-5.53715	50.11861	8.92372	0.00000	1192.91704	9.48534	8.64889	8.86507	43.43088	9.97023
2.02299	13.30660	49.80626	5.82500	10.31007	7.81471	8.22798	74.41892	-96.72365	17.06542	10.48677	1.00000	1059.89273	8.21393	11.33320	10.22957	44.21249	9.26451
6.51678	11.63897	33.36357	6.81308	21.86905	10.22335	9.53253	17.42172	21.32778	42	10.41380	1.00000	1160.28327	7.92034	10.60175	7.80981	43.14078	8.38128
10.50523	10.87627	61.57660	8.09262	17.76666	7.96531	10.07249	62.19319	-74.95472	10.98778	8.67134	1.00000	1081.06247	10.83422	10.91607	9.64717	55.56152	8.85040
0.61030	11.29313	51.47553	5.56594	2.33918	9.50105	6.46056	73.61594	-1.5443	50.75767	11.37207	1.00000	1171.66883	8.22402	9.92938	9.83582	42.61058	9.56396
9.09298	10.65143	48.45863	6.86830	18.27074	9.49272	9.95179	55.29924	-122.24064	47.80527	10.50872	0.00000	1179.14829	7.57984	10.19985	10.82408	46.82283	7.32786
6.18065	9.52700	38.93423	3.72481	16.99499	13.86938	9.52554	62.75670	72.68533	22.75218	11.16336	0.00000	1143.77481	11.24974	6.03880	9.89014	40.63271	7.03475
2.72462	8.74696	51.82531	7.39884	19.51976	12.16848	8.57194	66.37371	77.5609	11.00599	10.54364	1.00000	1181.62817	7.60444	8.86716	9.15275	47.40637	8.92582
0.88934	7.51917	56.23028	8.18253	21.41738	9.59382	7.56252	36.12203	-99.32556	19.32889	10.37271	1.00000	1052.68410	7.42202	9.23732	10.52932	55.46957	8.03787
2.88367	10.59458	38.25615		14.75642	11.26768	8.67233	50.78871	137.02166	35.48199	9.25123	1.00000	1116.34425	6.64898	10.37876	9.95825	70.95065	8.62072
3.19423	11.25451	24.03793	8.00341	11.59231	6.45911	8.84756	58.84613	-59.13316	-37.32167	6.63244	1.00000	1148.53974	10.73562	10.74813	8.52373	36.66794	9.53175
13.44801	9.50247	80.54853	6.87398	21.08814	10.63690	10.34739	63.72215	-83.2321	33.08014	11.58490	1.00000	1135.38619	8.04797	9.80659	10.98073	26.96215	9.57089
1.58672	11.41013	38.23714	6.35291	10.99923	7.08046	8.04177	54.04105	137.23333	35.8	4.93900	1.00000	1149.81982	10.03970	10.57607	8.91380	57.63912	8.36843
2.37079	7.11886	80.35203	8.57369	13.40078	8.86056	8.41158	65.70988	38.15035	49.41029	9.97578	0.00000	1060.36822	10.39975	6.63286	9.01017	38.26055	8.57711
1.26658	6.34510	50.53351	7.53049	14.54748	5.16191	7.69202	58.61689	27.02444	39.59611	12.03546	0.00000	1126.16529	7.94644	5.36766	9.10544	43.72972	7.27335
4.03177	9.70330	35.36704	6.37762	11.35557	5.28948	8.97686	52.62025	24.95034	60.18427	6.46873	1.00000	1091.21315	10.25711	10.81621	8.46477	65.33683	7.57891
3.83174	8.91759	24.63059	6.92725	15.81098	8.80104	9.04961	46.77977	-58.44417	-3.14306	10.14942	1.00000	1181.05557	10.34532	10.37988	9.72079	51.77211	8.05733
0.88943	6.01179	60.65022	11.18868	12.99729	8.01822	7.40357	39.61362	3.1631	41.91738	11.81157	0.00000	1064.30271	5.98226	11.45350	9.30514	67.80882	9.13800
2.33192	9.13338	66.62161	7.69385	25.38385	10.29951	8.31827	57.00825	171.25364	-44.39672	10.68877	1.00000	1181.03028	7.80641	9.78880	5.99287	50.69641	9.58742
4.88390	11.02899	54.52457	7.53451	17.18203	8.23740	9.34626	48.89700	74.80555	34.08565	7.52364	1.00000	1103.66525	8.97390	10.50374	10.27976	22.60678	9.77232
2.53485	7.58150	60.92171	7.57972	11.61345	7.56500	8.58288	47.80045	51.67462	32.65246	8.96614	0.00000	1125.26580	7.66336	8.12180	8.58083	68.86970	8.62319
1.52124	7.54740	51.76666	8.24684	20.91407	7.14503	7.93172	76.67547	100.24529	5.4709	10.65897	0.00000	1131.15710	7.05224	8.76116	10.39108	51.74452	8.18710
6.22368	10.38559	42.50079	7.85578	23.17767	9.91991	9.55540	61.70634	5.74861	52.71083	9.02765	1.00000	1162.33246	6.23530	10.17338	7.00891	49.59823	7.93238
1.55687	9.04988	47.47127	5.51009	45.79788	8.46666	7.94356	64.42720	123.758	10.20898	8.03331	1.00000	1091.57505	10.37622	10.63866	8.99063	64.00088	8.04361
8.66723	7.31940	55.33122	6.18095	33.87178	9.49163	9.91470	58.43022	-116.56346	43.54072	10.00823	0.00000	1089.52595	8.81601	5.80491	9.21859	50.74192	8.55043
40.45743	5.55341	38.66787	8.50887	9.65763	7.09549	11.47988	70.86546	10.78222	36.46917	7.81890	0.00000	1127.82527	9.85992	4.50472	8.58402	49.48369	7.82621
4.91237	6.88305	41.07174	6.79641	36.64185	5.77008	9.29895	49.65323	-1.08593	50.79205	9.95176	0.00000	1194.46384	10.28169	6.22165	7.25578	61.22553	8.91642
8.88638	8.10276	54.74340	8.21299	12.88808	7.18559	9.92345	60.11110	-4.22398	57.47908	8.76679	1.00000	1116.01753	11.65768	8.84832	9.48002	51.45496	8.47531
0.86796	9.65021	36.75413	7.29050	24.25799	6.71148	7.02894	62.24608	12.53463	55.67938	9.10133	1.00000	1051.49401	10.16471	11.22235	8.25340	41.90851	7.94919
4.13085	5.23418	47.50551	8.86107	25.73604	6.66567	9.02630	49.34184	-58.44417	-3.14306	10.81580	0.00000	1175.42914	9.78107	9.19647	8.61090	59.36560	9.02272
6.06434	10.01964	58.95214	7.81680	25.35715	12.01932	9.56956	48.75329	38.94324	44.98901	10.17445	1.00000	1129.50961	7.25499	9.98249	8.81136	48.40936	8.73966
2.49443	6.01749	65.90589	7.82479	8.82558	9.67342	8.63127	61.37931	128.9889	37.1759	8.39444	0.00000	1165.71180	9.32053	8.23277	9.95577	53.04858	8.29299
0.95298	12.03118	81.87057	6.65150	27.64358	7.41291	7.51139	46.03936	45.36561	41.09246	8.75851	1.00000	1131.99464	7.28479	10.45639	8.49468	47.63427	9.85088
7.68211	5.24039	70.03963	9.37611	11.36658	8.64444	9.71452	79.23422	0.93333	52.68333	7.87775	0.00000	1196.08320	9.21909	7.06513	8.81093	42.93448	10.66611
3.15461	7.30787	37.81638	6.82006	7.95157	11.75449	8.70578	30.04828	120.4861	16.0438	9.72400	0.00000	1082.37551	9.64328	7.29505	9.91881	62.61898	8.16299
18.35776	6.56791	39.61031	9.72028	12.20766	9.72897	10.68795	53.38138	-118.25508	34.14251	9.53745	0.00000	1126.20813	11.89986	4.50600	8.22014	34.17741	7.88641
11.05260	11.52311	70.87301	5.41585	22.77775	10.35414	10.13415	56.04109	-9.24671	38.72706	11.25028	1.00000	1194.63231	8.30023	9.69202	8.60294	51.02431	9.54394
1.38312	8.71063	24.28985	7.45817	21.50445	7.71668	7.69729	65.49479	12.6723	41.72063	7.70213	1.00000	1068.36149	8.67428	8.95784	7.21131	26.28691	9.27913
12.82797	7.98226	49.80377	6.59256	8.04026	6.08691	10.28707	54.00277	-122.24064	47.80527	9.53938	0.00000	1175.59542	8.94622	5.40883	9.17672	54.96364	6.66983
2.00515	6.71232	50.46402	5.26334	23.82535	4.49446	8.33480	48.47668	-81.77285	28.54944	10.52705	0.00000	1151.49199	8.58682	3.47607	8.90721	42.41998	7.97223
10.56083	7.96495	53.77022	5.70873	18.44543	6.64563	10.09186	61.26473	-0.18333	38.96667	9.06253	0.00000	1196.29248	9.12640	4.33649	8.21619	41.91849	8.65681
9.45473	8.95586	53.26567	5.61068	13.00375	6.35909	9.94100	32.53729	-75.69947	8.79577	8.08371	1.00000	1062.01689	9.31461	11.31489	7.65428	48.07921	8.26733
4.63740	10.48858	47.08539	8.89507	7.31669	8.18511	9.21651	72.24817	-69.96533	43.91452	8.55434	1.00000	1188.36034	10.72281	9.93069	9.26537	63.38855	8.32148
1.79339	9.15534	46.16810	8.61614	13.13842	7.92579	8.21227	37.37670	86.59509	26.11527	7.95833	1.00000	1057.72878	10.48258	8.67451	7.31545	49.36222	8.53535
6.06434	10.01964	58.95214	7.81680	25.35715	12.01932	9.56956	48.75329	38.94324	44.98901	10.17445	1.00000	1129.50961	7.25499	9.98249	8.81136	48.40936	8.73966
20.48805	10.18910	39.64846	7.90349	23.70397	8.79041	10.78583	60.39672	31.4976	26.67319	7.61021	1.00000	1071.05158	9.95274	9.16653	9.35294	59.96510	11.10878
1.89352	9.21224	78.62397	7.08990	15.02974	6.94679	8.08660	27.10591	-105.11221	39.57582	7.49903	1.00000	1183.91252	9.61631	9.87094	8.58117	35.05852	9.47255
0.80796	7.31518	62.49548	9.02495	17.14736	9.62046	7.35766	76.47982	128.63083	36.82167	10.87782	0.00000	1061.15905	9.38812	8.15325	10.20529	35.07340	9.20074
4.75769	9.80481	63.80290	7.00833	21.04909	9.12963	9.20810	36.44454	-5.682	5.84752	6.67900	1.00000	1090.04126	7.94652	9.03811	9.23458	50.39157	9.64443
2.09490	8.65538	54.41244	6.08799	20.48173	10.16584	8.27818	38.23704	12.6723	41.72063	8.44152	1.00000	1104.54526	9.05602	9.20275	9.06188	64.12636	8.38110
3.65820	10.48316	51.72865	8.74566	21.03821	7.77540	8.94873	59.81758	114.68333	23.73333	9.45569	1.00000	1102.30292	10.28408	10.77164	8.33189	73.19692	8.50239
1.42901	9.27648	63.51952	6.24475	6.83628	12.27324	7.57756	50.45451	15.87735	4.94273	11.82450	0.00000	1065.59053	12.38571	5.68690	10.78811	53.09052	8.38107
2.23553	8.76133	65.33068	7.98076	12.92911	7.39115	8.27694	55.46223	9.72749	48.28259	11.81072	0.00000	1119.96387	8.93190	10.31946	9.61734	55.61610	7.27240
3.97696	10.25672	65.43083	3.79273	0.43443	8.81663	9.07152	49.64410	10.18003	24.96334	12.45978	1.00000	1179.23049	9.21220	8.38832	9.05922	37.62321	9.01842
3.14084	9.33757	47.13662	6.10086	13.16172	9.84618	8.69666	50.84619	8.91229	49.13645	10.70248	1.00000	1123.29009	7.98207	8.73836	9.03616	53.61629	8.70846
4.85251	5.81027	44.81561	10.85712	29.23826	9.93641	9.29206	55.53334	-75.69947	8.79577	8.75780	0.00000	1157.68792	11.93230	8.05713	9.98327	67.65606	9.62488
1.80452	10.93049	65.11381	7.62445	15.43749	8.12727	8.03034	32.93458	-84.23381	33.54428	6.05947	1.00000	1091.76002	6.87333	9.56234	8.97490	55.24438	9.95015
5.78906	4.10923	49.13654	9.99993	29.27861	9.81079	9.45396	34.16148	-73.75335	45.4473	7.60060	0.00000	1074.67604	6.19546	12.32567	9.54743	38.05644	7.14237
2.38091	10.41565	51.72228	9.71744	-10.48356	7.62113	8.56702	37.67102	-100.44843	20.74122	7.60670	0.00000	1098.84858	9.34146	8.76118	8.09743	47.42817	7.24562
4.96530	7.35611	35.45511	6.83239	11.31826	8.93017	9.29807	37.24763	-7.32097	41.1053	11.49686	0.00000	1100.31553	9.82287	7.08784	7.74256	44.31029	9.68292
2.13341	8.31357	47.86574	6.44063	16.36305	8.99734	8.27602	35.72545	38.12408	53.77166	8.71321	1.00000	1056.59602	9.63931	9.23466	9.34704	55.19214	7.79320
5.78708	11.09550	69.84712	7.76449	1.91002	11.01390	9.38580	58.03245	-15.6	13.56667	9.24681	1.00000	1121.72365	6.93398	10.46518	8.14259	34.39707	9.11520
1.90633	8.59197	86.63602	5.86735	-0.07839	7.67564	8.12840	50.80494	72.85107	19.30157	8.87802	0.00000	1160.33115	8.10826	6.59264	8.90402	32.40731	8.98562
22.34895	9.82550	45.41458	5.63786	11.66738	7.48715	10.87484	50.75761	-72.86843	41.27621	8.40211	1.00000	1170.94712	11.32993	11.67246	9.48532	46.11824	8.36068
2.45280	10.24375	54.34925	5.25723	0.20778	7.20620	8.39993	68.10780	13.28702	52.4581	5.78936	1.00000	1197.80941	8.41970	10.77838	8.22703	65.52713	9.98738
2.91388	8.36207	54.71072	7.32704	10.12521	11.40520	8.71278	37.17460	-6.90656	33.92866	10.56945	0.00000	1086.28842	11.57626	7.17454	9.62648	50.44513	8.61174
5.35509	12.00247	36.48198	8.28531	45.73070	11.19808	9.39336	46.86607	-86.78777	33.44872	9.25611	1.00000	1054.53577	6.33852	11.51719	9.07365	61.93374	9.13712
4.47355	8.31004	75.66482	5.87854	11.64791	10.53226	9.22012	47.16443	2.95924	36.76775	10.60562	1.00000	1187.32254	9.84692	9.97507	10.42231	42.70033	8.55439
14.76394	4.68445	44.34845	7.42235	3.94896	7.53614	10.45574	42.56914	-86.57415	15.48131	10.51299	0.00000	1146.14987	9.49920	6.93847	5.38615	49.50088	8.51684
2.72551	10.93344	74.71495	6.75709	10.06373	9.26702	8.58366	55.89856	-52.2	-28.44917	10.87789	1.00000	1063.30753	7.78650	10.55177	10.06796	66.48958	7.29767
