Pb	PAHs	PRES	PM2.5	NH3	latitude	CH4	NOx	H2CO	C2H3NO5	CFCs	TEMP	O3	longitude	warning	PM10	SO2	CO
56.27335	9.98520	1075.67061	10.40079	10.08885	48.8449	8.69155	11.37160	42.63904	0.28832	56.02224	16.44276	10.57545	17.22635	1.00000	9.63883	9.04098	9.54740
53.96236	9.71036	1168.72245	7.23968	9.96120	-19.72806	7.59095	12.23088	31.64840	0.14783	32.52760	20.95369	11.37889	-50.19556	1.00000	9.01392	10.36235	11.00404
68.76754	11.18048	1070.72268	10.13625	7.80435	39.12074	9.38357	13.51376	49.57961	0.16772	54.60968	11.74272	8.45113	27.18052	1.00000	8.99131	10.27569	10.60725
43.66690	9.75865	1142.74091	12.59227	11.28637	36.76639	7.68049	10.92947	50.28873	0.09327	47.53902	14.34935	9.54548	3.47717	1.00000	8.44728	8.42716	7.27669
51.15809	8.87427	1116.70341	8.33014	11.56306	-36.9256	10.71625	8.53811	59.72193	0.07336	51.47069	2.61517	9.34792	-73.02841	0.00000	8.27554	9.53187	11.07458
72.86129	12.30487	1077.77553	9.99847	11.86347	51.08468	7.58911	10.96537	68.72344	0.05671	55.63511	27.76388	10.12643	7.11393	1.00000	7.88352	9.72018	13.23435
51.85267	9.36530	1086.79469	10.88351	11.13938	32.55531	7.52228	11.59176	54.70335	0.14936	59.05913	16.07033	11.68079	76.12647	1.00000	9.08897	9.05430	11.52335
66.40806	12.89284	1112.93488	9.66615	8.86653	-4.5833	9.21826	9.79458	33.78200	0.05773	20.80540	10.47152	9.60773	15.16554	1.00000	7.65313	9.64224	11.36000
28.16383	9.35409	1127.98562	9.47799	11.48330	26.2649	10.14684	8.84375	54.98468	0.07207	58.34977	26.25638	9.34180	81.54855	0.00000	7.95315	8.91928	12.52084
56.74198	10.42782	1189.24917	8.94316	9.07067	65.93381	9.04976	8.48496	58.94827	0.05499	40.55247	25.08529	11.28742	111.4834	1.00000	7.97270	8.87787	10.24922
53.33124	11.35213	1084.37869	9.21588	10.73171	20.14298	6.08366	7.14750	55.16925	6.48668	39.29732	-2.16533	10.01155	-77.43532	0.00000	12.82707	10.14444	11.41139
38.68035	10.50777	1152.75709	7.47124	9.61462	59.37722	7.16235	7.22309	77.58430	3.66032	34.81799	-3.32958	11.58445	28.19028	0.00000	12.25313	8.30128	11.14200
48.28726	7.77773	1177.90863	8.02920	7.89315	51.4781	11.44171	7.72927	38.58497	0.07906	45.60611	15.22028	9.80992	57.3552	0.00000	8.21061	8.56494	11.55039
36.75376	16.89808	1086.03708	8.67080	10.12874	10.58806	10.64182	13.39743	47.60985	0.06883	54.55662	27.72303	10.39911	77.24779	1.00000	7.94393	10.04486	11.02002
65.59203	9.40757	1055.71538	7.70049	7.65422	60.02427	11.88840	9.70113	34.24303	0.03768	36.20336	-5.23837	9.87169	30.28491	0.00000	7.19031	11.91956	9.03729
40.25922	9.43061	1126.20551	13.20560	9.34628	42.55308	7.06760	10.31141	65.27778	0.11176	46.04056	11.89980	9.32050	-87.93341	1.00000	8.59812	9.68701	6.97986
24.07676	7.92455	1053.18165	10.60491	9.08866	23.29549	6.58399	8.71717	29.66726	0.04081	41.74816	14.06839	11.26465	113.82465	1.00000	6.95949	8.57967	9.81240
46.60743	7.80446	1115.68651	9.53470	10.09933	12.1277	5.73758	9.31528	51.63640	0.04255	69.14578	20.97976	9.96058	78.15794	1.00000	7.38490	9.82034	13.36826
40.16646	12.40690	1127.69455	7.14835	9.07530	34.09611	7.61135	13.43473	69.06361	0.22471	48.82412	13.90926	9.57940	-118.10583	1.00000	9.38162	9.12687	12.98542
51.80449	8.72641	1162.25123	10.90848	11.54107	41.9001	9.73695	12.75271	67.71277	0.03699	51.62733	22.63859	8.81822	-71.08977	1.00000	7.05163	9.24299	7.10643
39.35132	7.95388	1127.38750	7.63264	11.27867	36.91023	6.54136	9.74106	81.41841	0.74767	78.79722	4.66007	10.80055	-121.75689	1.00000	10.65513	9.77275	12.46777
55.49391	12.51468	1099.83333	9.09408	8.37281	55.67938	9.74208	9.75869	45.41728	0.14552	27.47327	9.51652	9.62857	12.53463	1.00000	8.88617	10.08961	10.31493
48.32483	12.05721	1088.96436	9.39338	10.99428	53.0233	8.69237	12.06187	32.52753	0.12436	46.69940	7.36027	8.79578	-1.48119	1.00000	8.77844	9.64845	10.61958
54.27459	10.52370	1128.23346	7.19219	8.09422	44.35056	10.50022	10.08901	58.05721	0.59184	45.86454	9.71205	10.42859	142.45778	0.00000	10.41369	8.98185	10.53050
44.40859	10.41916	1081.89621	8.34383	10.61233	45.79377	7.35818	11.88243	59.98276	0.03029	25.50745	16.32713	10.58271	8.88104	1.00000	6.79866	11.02100	11.83169
69.81472	9.55451	1155.91876	11.66320	10.84017	43.16547	7.63412	11.83471	60.96527	0.04609	51.08317	6.29366	9.86001	-77.70066	1.00000	7.63798	9.57012	9.73450
40.91665	12.13628	1167.75836	9.89346	9.00214	45.53929	10.26189	9.64017	64.77872	0.02707	59.21635	8.15844	10.02320	-122.38731	1.00000	6.80544	9.37367	8.74932
28.34246	7.54247	1082.65928	9.12162	10.90616	17.94979	9.03352	10.25671	54.93624	0.06901	45.35049	15.00096	9.55911	-94.91386	1.00000	8.13932	10.41838	8.98923
39.17843	6.93052	1095.07080	11.19419	9.97963	37.71715	8.98158	10.86195	35.56352	0.14753	62.98427	5.75785	10.42839	-122.40433	1.00000	8.96110	8.97650	6.81937
43.89651	8.53524	1142.75874	13.48642	9.82524	18.03496	6.90177	9.91260	100.00000	0.06595	50.07344	23.14505	9.89361	-66.8499	1.00000	8.05747	9.03364	6.29852
62.57084	9.87074	1101.68412	8.37344	11.41881	-7.57897	7.70188	11.00834	72.89402	0.04166	56.68795	15.05719	11.62854	112.23109	1.00000	6.91492	10.10683	11.13629
44.58500	10.28179	1192.70158	8.81026	10.12736	5.6561	10.77323	10.38915	59.57242	0.05269	42.40564	30.92340	10.99373	-75.87877	0.00000	7.00434	9.69432	11.55347
36.30228	11.39875	1112.92293	8.94471	9.59510	34.8825	7.76795	11.04736	66.30031	0.05858	76.64133	26.06514	10.56023	128.62667	1.00000	7.89769	8.93722	12.31353
50.37981	12.43918	1199.08792	7.54141	10.24307	44.97639	8.53419	12.54737	55.02249	0.79801	45.84903	11.46178	10.51429	19.61222	1.00000	10.72016	7.96559	11.80396
74.13168	9.92250	1173.59035	8.69465	8.21432	65.93381	11.42818	11.07553	49.45240	0.03926	64.72806	0.21152	9.67745	111.4834	0.00000	7.07511	10.53736	10.56441
35.55642	6.66457	1169.77169	11.09973	9.28691	38.91817	8.69929	10.13360	45.74551	0.04929	25.67117	13.36902	9.56633	-78.19444	1.00000	7.69427	8.97974	6.11466
74.55959	7.18996	1187.03125	8.84472	10.10493	41.75338	9.06281	11.01529	65.05951	0.24113	46.86252	4.08452	9.23907	-86.11084	1.00000	9.35050	10.57339	10.73912
52.23679	11.61540	1121.64375	8.58540	10.29337	6.9909	9.05588	11.43546	65.91374	0.63938	67.11511	13.79033	9.01106	79.883	1.00000	10.48526	11.34734	10.18864
57.48514	9.04907	1190.88194	8.71576	8.28330	33.50921	7.48095	10.56961	62.73332	0.03193	48.86717	23.80398	9.13653	-111.89903	1.00000	7.14209	9.33847	10.87998
57.21143	9.16704	1159.46119	10.00010	10.41257	42.58342	8.30730	9.88273	48.45921	0.44627	37.87333	18.89520	8.88428	-71.8023		10.11599	8.56261	11.04312
46.21780	11.22221	1092.65265	7.93513	10.73394	9.92787	8.21865	9.81504	83.29545	0.25170	66.34319	8.66654	9.80682	-84.13722	1.00000	9.51031	10.42935	12.25398
48.89848	9.21692	1121.29125	9.40716	9.82998	32.9156	10.31962	9.16482	54.60395	0.05989		15.22402	10.48875	-117.14392	0.00000	7.87105	10.02737	12.07963
58.23725	10.25684	1090.54965	6.36009	9.64006	6.8485	11.89506	7.00242	43.00416	9.00241	51.59454	3.64818	9.58609	3.64633	0.00000	13.15557	10.22873	8.32600
29.83287	11.88730	1180.16700	8.96158	11.24177	41.09246	6.61963	5.23635	48.79673	8.00645	54.26655	10.37512	9.67278	45.36561	0.00000	13.03671	8.07939	10.43187
47.39951	13.39345	1116.24289	7.11699	9.08356	25.13915	8.74522	12.91162	43.81258	0.19614	40.58104	15.76415	8.32327	73.06784	1.00000	9.17436	9.59524	11.96694
54.35738	7.05567	1109.74889	6.17809	9.10517	47.30997	13.61286	7.53645	47.26135	0.07899	62.16570	23.60820	10.99785	8.52462	0.00000	8.15214	10.35504	8.35304
58.51498	12.12783	1164.37411	8.74771	10.20466	36.19278	11.80402	10.08821	49.27202	0.75142	42.26946	29.37791	10.29503	117.65694	0.00000	10.65499	11.40267	9.38187
58.04904	11.45828	1151.44223	9.10378	8.52289	-11.94306	8.31217	11.61314	64.43809	0.02932	43.49802	17.35264	9.90314	-76.70944	1.00000	6.79383	10.81292	10.90731
46.49310	11.73670	1110.29757	7.49436	10.35621	36.65	7.68935	12.67877	51.06983	2.49042	64.35730	34.33626	8.69309	138.31667	1.00000	11.86436	9.60648	12.62961
53.23058	6.60919	1120.17829	5.29044	10.19823	41.66394	14.83425	6.29380	59.62068	0.04697	18.11609	12.82646	11.35831	-83.55521	0.00000	7.30801	8.28135	7.65808
25.95115	8.10871	1127.21098	11.70750	9.97946	15.79408	6.38517	7.99822	77.77327	0.12327	46.09550	24.23108	8.60396	104.1451	1.00000	8.49583	8.90459	8.09237
45.83668	9.29424	1120.32524	10.85394	9.90682	9.89206	7.61065	7.04552	53.13522	4.92186	55.78510	20.97893	9.80692	43.38531	0.00000	12.54726	9.29480	10.96329
38.08366	11.20129	1171.36095	8.14679	9.85009	58.1908	10.35245	11.66627	33.28540	0.11975	66.35331	6.31105	9.62925	40.17171	1.00000	8.64689	7.76791	7.30148
64.34534	7.60743	1073.26383	8.87771	10.13081	48.98994	10.58399	7.80119	52.57596	0.18147	29.20135	23.76841	9.72672	2.1699	0.00000	9.11466	9.80655	12.07868
62.75076	11.07410	1106.14214	10.31772	8.87099	21.53889	8.57957	9.09627	50.79597	0.03078	39.11300	27.43432	8.35135	71.57737	1.00000	6.78307	8.54312	10.90323
55.98515	8.92027	1117.40401	9.00966	10.01264	42.06166	9.91723	12.18619	55.84408	0.27704	46.37933	11.41011	9.39745	-1.60452	1.00000	9.59458	8.40712	9.93896
34.71531	7.07674	1072.26688	7.32335	10.19773	50.75767	12.08515	7.03648	57.95401	0.08801	61.77250	13.29305	10.11261	-1.5443	0.00000	8.49008	10.20161	9.16525
36.95239	9.24091	1112.22761	9.90708	9.39872	18.42745	10.32395	12.87353	69.90221	0.07036	45.88210	13.17081	8.90885	-67.15407	1.00000	7.96306	9.25840	7.65943
48.13471	10.25918	1148.49939	11.16099	9.05634	34.65918	9.31427	9.06928	54.59389	0.02120	42.54000	22.01737	8.70651	109.22921	1.00000	5.58486	9.80364	8.57200
53.10180	8.67984	1137.74895	8.88363	8.23059	35.95664	9.55531	10.14219	57.63307	0.39839	41.80662	19.83606	8.16604	36.7138	0.00000	9.98754	10.14409	8.80033
69.71069	11.10017	1169.70900	10.86547	10.35857	51.24197	8.60246	9.12249	44.74515	0.11118	75.33748	18.42182	9.39286	4.82313	1.00000	8.40102	9.71402	10.94515
36.23292	9.80426	1064.72354	10.66941	7.97517	-23.85972	10.13957	11.74670	50.52909	0.21966	41.21298	4.45840	10.31126	35.34722	1.00000	9.32711	10.81625	5.93270
58.98254	8.15766	1188.63316	7.89141	9.97062	6.84019	12.28143	10.31670	56.74231	0.14190	63.10654	13.62085	10.08957	79.87116	0.00000	8.81948	8.94737	7.63202
31.39609	9.90801	1140.46171	8.42787	10.09484	34.4833	11.02929	10.53857	49.39926	0.05079	44.01665	26.03816	10.83181	136.84186	0.00000	7.18514	10.98685	10.70907
34.63198	8.67677	1168.43485	7.58512	9.39111	14.37395	7.48320	10.69781	54.43507	0.25779	18.48798	9.58649	6.43561	100.48528	1.00000	9.52460	10.51745	10.85486
42.54875	8.14272	1108.84771	7.87795	10.37325	47.05	6.39073	10.79827	57.40052	0.07815	71.26573	13.25762	9.87564	15.46667	1.00000	8.25315	9.45737	12.21974
43.86795	10.80926	1153.17067	7.65619	9.09181	40.5576	8.01491	12.05841	46.08310	0.07073	35.75440	15.20897	11.19396	-74.28459	1.00000	8.21771	9.71982	11.18326
26.08317	6.58843	1108.96763	8.47464	10.58316	38.37255	11.01383	5.98255	43.32767	0.24719	55.33861	18.19276	11.50132	34.02537	0.00000	9.54478	9.40755	11.76115
34.57219	9.33119	1175.50633	9.24538	9.04370	26.9423	8.44381	8.35949	72.04844	0.15634	37.25046	27.72683	10.91017	68.11759	1.00000	8.89940	8.90449	10.43601
37.37989	7.21595	1114.05678	8.55798	10.17011	35.82756	12.38859	15.43401	71.53512	0.03228	38.21201	20.66565	8.78922	137.95378	1.00000	6.32075	9.38798	7.77769
49.32831	14.41357	1116.25759	8.11146	9.41557	35.8	9.72193	13.48265	68.63354	0.16109	47.60915	10.49724	11.21596	137.23333	1.00000	9.02097	10.14576	10.71278
60.91441	8.05278	1099.02907		9.47211	58.1908	9.28472	12.37907	26.13621	0.19031	51.57239	1.16000	10.98943	40.17171	1.00000	9.20891	8.52810	9.61588
59.57987	13.98700	1110.64674	7.74677	9.82618	34.15429	11.13723	11.92427	39.18619	0.94981	59.02417	3.72122	9.57126	3.50309	1.00000	10.90153	11.71397	8.63856
75.03499	8.04018	1063.78334	6.99407	9.27238	45.69558	12.04216	7.83179	57.51758	0.08466	60.88687	15.91558	10.35377	4.7934	0.00000	8.18735	9.56836	9.36809
59.80261	10.41174	1142.14648	11.43861	9.14885	6.84019	7.06739	10.89703	71.94544	0.08883	30.61633	7.86412	9.30450	79.87116	1.00000	8.37357	10.88658	10.35930
52.37479	9.69084	1098.90524	7.02099	9.82647	48.78232	8.49017	10.87509	58.27172	0.17506	62.14846	-6.63463	10.33607	9.17702	1.00000	9.11797	8.83102	10.06159
58.18043	10.62961	1124.29432	8.07301	7.75415	40.92298	7.31689	12.24679	60.37447	0.64321	47.98725	32.52685	9.23461	14.30935	1.00000	10.48155	9.81293	12.30125
64.98500	12.69678	1114.63987	10.92038	10.32352	40.72586	7.73998	11.47600	75.87307	0.03251	45.41128	-7.54150	8.77822	8.55552	0.00000	5.93216	7.27421	13.18657
49.23167	13.32220	1085.16562	7.77757	11.25291	43.82634	9.16815	12.25194	40.88987	0.48824	55.55144	34.39927	10.92832	144.09638	1.00000	10.26113	8.36408	11.36616
54.80263	11.30648	1141.35182	8.50820	12.26164	40.37528	7.15477	9.54045	78.23193	0.13979	43.18514	18.98186	9.79904	28.88222	1.00000	8.90296	7.48371	14.23757
56.39231	8.84162	1147.15689	7.45748	8.87978	39.12074	7.17081	9.70271	64.02585	0.03015	62.88320	27.95481	9.87682	27.18052	1.00000	6.98466	10.34022	11.97040
54.45665	7.81664	1198.29291	8.26995	9.25502	52.68333	9.51922	11.50057	53.74633	0.24122	38.23882	14.04398	10.06474	0.93333	0.00000	9.39651	9.78679	11.11934
50.36214	9.40474	1195.15706	12.45278	9.44107	40.57788	7.38738	11.82456	40.24435	0.01848	65.72227	38.85862	9.70887	-73.95958	1.00000	5.71977	9.37743	8.16528
67.42585	11.23933	1184.76536	6.38115	9.71334	29.21399	7.16255	7.06501	41.26559	0.89605	38.42739	-16.86030	9.41346	78.95693	0.00000	10.82937	8.97219	11.08663
54.66834	10.08912	1093.75194	9.70258	8.45155	-33.59217	10.99571	8.93979	47.29304	0.01375	55.50865	27.15735	9.01779	-70.6996	0.00000	5.44705	8.59756	15.28363
68.61837	10.63472	1116.53390	9.67573	8.74946	39.12074	6.52269	9.05557	51.97646	0.11077	31.38570	5.76815	9.41544	27.18052	0.00000	8.71390	10.16140	12.95834
50.87440	9.79998	1088.91512	9.48219	8.89650	40.92298	7.17391	12.25075	43.40421	0.03150	26.95908	16.05111	10.03734	14.30935	1.00000	6.87609	10.72444	11.18682
43.34448	9.34150	1147.43643	7.39460	8.55522	35.30889	7.84787	11.46236	65.43535	0.06212	65.75736	13.67899	9.50277	139.55028	1.00000	8.08305	8.84984	10.50059
52.53864	7.90889	1183.26613	8.93153	8.99334	51.39148	8.87339	8.47092	58.67102	0.30447	39.76743	19.83370	10.00362	-0.29825	0.00000	9.72676	8.51466	12.04654
	9.85465	1181.41957	8.04473	8.51946	36.02506	8.10378	8.76809	33.65316	0.63431	63.12880	13.89747	8.79603	-86.77917	0.00000	10.47620	9.30037	11.72313
58.41210	10.05914	1081.86214	9.79016	10.08216	0.76755	8.21116	8.77085	35.51170	0.05629	66.99845	12.32579	8.78782	24.43973	1.00000	7.53647	9.93765	11.03006
74.88876	9.43136	1155.24739	8.25066	9.74261	40.92298	11.56558	9.62226	66.72942	0.06216	58.85441	-4.33794	10.09480	14.30935	0.00000	7.47582	10.05443	9.90305
31.76567	11.61753	1139.38439	9.16281	11.21042	53.49389	8.32235	9.98328	45.34889	0.78083	52.07992	5.79921	8.52747	-1.29243	1.00000	10.68792	9.75691	12.14083
49.91442	10.90271	1177.39290	8.64339	9.40243	37.73604	8.98535	10.44994	68.04970	0.03576	55.26485	28.49747	8.82403	-120.93549	1.00000	7.61700	9.77404	9.98497
37.72029	11.71573	1152.71712	7.06393	9.55374	37.31309	7.84406	12.58679	35.85198	0.36282	49.18629	24.21843	8.45134	40.74357	1.00000	9.83874	9.17169	12.36725
51.19809	7.72159	1084.72450	8.10941	11.21212	53.59337	11.44430	6.94218	54.02148	0.06854	22.53042	10.08456	10.19742	9.47629	0.00000	8.03829	8.76679	12.46805
42.44341	12.89428	1189.68984	7.06209	8.94053	65.84811	8.85750	13.55750	34.45489	0.32489	61.98434	-5.35491	10.32723	24.14662	1.00000	9.77987	8.61827	11.08919
46.67785	6.77113	1165.24908	8.37723	9.99125	41.8542	10.54848	12.58300	42.28606	0.07527	33.43616	16.35123	8.47040	-87.66561	1.00000	8.07685	10.88399	9.51873
61.00682	7.19971	1060.59102	11.74801	11.47893	34.86472	8.17887	8.90360	71.96657	0.10699	49.29208	12.23281	10.76447	117.55417	1.00000	8.39239	9.47799	4.97044
51.26572	8.14566	1069.29233	8.68448	10.84089	35.50056	8.71728	8.52399	51.54125	1.17635	46.20788	8.16182	10.69476	117.63083	0.00000	11.09412	9.42912	9.46750
50.72561	8.48070	1076.10604	13.01487	8.16495	45.78071	8.79398	11.66269	55.58100	0.14491	55.95209	19.33870	10.55950	12.84052	0.00000	8.84581	9.50620	5.28239
57.84622	10.08801	1174.55747	10.33019	10.02933	48.90472	8.34850	11.86930	52.17408	0.43024	15.78159	13.58376	10.40072	2.2469	0.00000	10.04843	10.20612	10.92619
62.87480	13.69690	1167.46512	8.42429	10.36592	13.56667	10.47272	10.47534	69.48777	0.14100	37.94667	-6.41231	9.97115	-15.6	1.00000	8.89086	9.21235	9.87550
46.45622	6.69874	1177.84918	8.86558	8.87640	45.75279	11.53670	12.60737	39.18810	0.03581	51.63993	20.72195	9.55340	130.57211	1.00000	7.48772	9.98701	6.13587
51.24059	11.33747	1078.23370	9.80885	9.63950	-3.20333	7.28707	12.14735	70.77933	0.09996	81.25352	20.44100	8.84212	-52.20639	0.00000	8.51653	11.05774	12.44587
55.35336	8.96540	1119.08546	11.03907	8.05461	35.06544	9.50302	12.51949	62.64948	0.12277	58.23737	23.05174	9.00007	1.04945	1.00000	8.70419	9.72319	7.72593
54.43960	8.40441	1184.70299	12.23719	8.11755	42.06166	8.89327	12.48195	58.39677	0.15780	48.01875	24.60029	9.40178	-1.60452	1.00000	9.03795	10.10768	7.41068
41.66017	8.06246	1090.15457	8.04426	11.12062	54.84444	9.62490	11.18160	86.63324	0.50562	36.12030	27.47136	10.25606	38.16694	1.00000	10.24595	10.65587	11.20856
34.28869	8.62534	1123.00194	9.74994	7.86064	32.61603	8.85968	8.49723	62.13042	0.29594	62.18192	0.69836	10.14147	44.02488	0.00000	9.70023	12.36937	11.86821
47.82818	7.99631	1091.88266	6.71514	10.76863	40.57788	4.71424	13.36838	48.99907	0.93979	72.15873	6.60232	9.20682	-73.95958	1.00000	10.88787	9.74584	14.49532
51.90293	12.30938	1155.55829	10.49172	8.82151	15.79408	8.83795	10.32839	60.77141	0.17822	86.38594	1.72211	8.14775	104.1451	0.00000	9.19678	8.47723	11.64609
52.53530	10.71054	1152.51522	10.34957	9.60986	51.20219	8.03848	7.44863	70.08989	0.93044	48.16137	8.47028	9.22760	7.36027	0.00000	10.86378	9.91652	11.13389
49.36536	8.07969	1116.27330	10.64457	9.44018	7.83389	7.97643	10.14199	51.67977	0.07346	95.53050	6.97553	10.75133	-72.47417	1.00000	8.10941	9.96531	8.66720
48.29104	8.12701	1125.65656	9.35249	10.34721	27.0174	9.31092	7.89755	61.22064	0.52816	43.54019	2.95308	10.73186	49.62251	0.00000	10.29849	8.98122	10.79993
62.39299	8.10676	1121.66374	10.68354	8.67644	45.53929	7.18214	10.22265	78.32143	0.03363	35.55916	29.32318	10.87059	-122.38731	1.00000	6.67348	9.61016	9.94673
56.94345	8.82967	1131.16049	9.85769	9.89470	33.76446	7.63956	9.94148	58.74840	0.09705	67.35453	13.23919	7.98623	-117.79394	1.00000	8.42067	8.96004	10.47787
63.84390	12.68782	1090.18943	8.38117	7.65162	-34.64966	8.32311	12.07859	78.97692	2.41911	53.76475	6.88599	9.11784	-58.38341	1.00000	11.84103	10.81632	12.45679
44.77633	8.75876	1111.30550	14.38070	9.92435	40.66482	5.88289	9.98584	51.35182		40.55977	1.36441	9.77692	122.22833	1.00000	5.18995	8.42092	6.13691
53.31976	7.12523	1119.91985	6.63593	9.05079	27.52948	13.85313	7.26796	52.61310	0.04324	34.16610	9.34763	8.95044	68.75915	1.00000	7.25060	8.63696	10.46923
35.55529	11.69523	1054.57613	7.92775	8.51708	28.90054	9.61960	8.00380	48.70384	3.53505	52.02290	3.81239	11.67217	-81.26367	0.00000	12.21416	10.39982	9.72791
64.56844	7.19055	1096.32842	9.88674	9.65216	32.05971	9.59968	11.48933	39.62863	0.12690	61.41617	3.13818	10.43679	34.8732	1.00000	8.52690	8.72068	8.05488
52.80509	5.83906	1166.85355	5.18820	9.68122	64.5635	15.34031	6.83009	42.56167	0.06374	44.47340	14.90800	8.58042	39.8302	0.00000	7.93685	11.07644	7.54024
56.93795	9.89116	1119.09662	6.78816	9.94588	37.49073	9.92258	7.86840	57.07189	1.02542	66.12456	18.30188	10.33410	-2.77259	0.00000	10.97377	9.85308	10.28686
41.88503	8.64364	1179.22059	10.21659	9.60500	40.94065	4.58168	6.52313	46.35314	74.05014	43.04180	12.51322	10.93575	-73.99681	0.00000	15.26361	8.32649	12.06577
51.81048	9.76812	1101.75052	9.03729	11.34061	-8.28333	7.76899	10.14413	42.96876	0.06789	27.41788	18.63705	11.62919	-35.03333	1.00000	7.88312	9.37401	11.09721
35.50237	10.71685	1193.77159	8.45289	8.85058	50.18545	7.77810	13.17750	51.13779	0.05534	27.30982	33.78279	10.42377	27.06365	1.00000	7.75047	9.58650	10.66791
66.07217	7.98593	1179.90200	8.45036	9.66175	5.6561	9.50431	8.44835	47.20362	0.69714	40.32243	22.24363	11.14757	-75.87877	0.00000	10.54978	8.28186	9.79480
39.99180	9.36245	1174.51527	9.70533	9.10828	36.24624	7.72412	9.05962	25.11476	0.06137	56.91625	8.81793	9.95070	139.07204	1.00000	7.69188	9.17027	11.22314
43.46869	13.62687	1060.59939	6.81874	10.82689	14.62072	9.01931	13.69484	71.90848	0.37003	58.10295	17.30778	8.78596	74.83554	1.00000	9.90201	9.96462	11.54038
45.22298	8.04181	1187.80689	10.38890	10.33852	-8.28333	7.85804	9.12590	45.83572	0.57144	38.71924	23.67772	10.42356	-35.03333	1.00000	10.37488	9.98257	8.96444
64.52446	10.74914	1137.56212	11.42246	9.06862	-2.68333	6.35844	9.84358	50.65123	0.20579	29.50057	17.91767	13.19213	33	1.00000	9.29978	10.59296	11.17958
50.82090	9.78461	1111.30730	9.17118	11.91466	23.07492	10.08819	12.58798	66.36325	0.71451	39.80093	30.20553	9.15720	88.28637	1.00000	10.60149	10.61343	10.18347
44.53835	8.96711	1181.36723	8.52849	8.45315	41.16704	10.85735	8.68098	78.09988	0.06405	54.37841	15.14269	10.14709	-73.20483	0.00000	7.85846	10.00226	12.13100
54.22229	8.05196	1191.48726	8.06516	9.81537	41.94175	10.42788	6.00865	56.74049	0.10043	67.81390	14.33205	9.47442	123.50266	0.00000	8.32843	8.86219	11.73048
48.12811	11.37216	1093.68244	13.63700	8.64085	38.70734	7.28803	13.28389	69.24840	0.10969	54.91180	1.98157	10.52814	-77.02303	1.00000	8.54078	10.30151	9.54395
55.39259	13.88035	1123.88275	10.20986	10.85982	36.24624	7.82779	6.24755	65.92604	1.93476	62.00525	21.78137	10.12161	139.07204	0.00000	11.61224	8.65277	9.87878
38.84319	9.69443	1090.33823	7.91419	10.21343	44.22639	10.88013	9.73177	42.79609	0.29551	42.83163	12.80760	9.36712	22.53083	0.00000	9.66999	10.33160	10.82497
52.85696	12.32707	1155.34249	7.26304	9.71709	57.30185	9.79462	11.22613	59.24852	0.33180	42.82380	27.53723	12.24921	39.85331	1.00000	9.79433	10.54435	9.89760
36.85800	11.26192	1148.55169	10.28537	9.91064	14.8361	8.22021	10.49176	52.77540	0.03542	49.24051	8.78972	10.24261	120.97844	0.00000	7.60632	9.16362	12.72593
54.10039	10.95175	1086.21198	6.70767	7.81430	41.27621	9.51184	13.09330	48.44923	0.24409	65.50750	7.74488	10.12473	-72.86843	1.00000	9.51172	10.44923	8.39401
54.85255	9.22449	1136.27017	10.02692	10.44640	35.61452	9.23308	9.43012	89.33816	0.14721	49.92385	16.52321	9.84144	-88.81395	0.00000	8.90398	9.21382	11.74031
28.77040	9.71999	1136.22346	7.81352	9.81387	34.63915	8.21260	10.97317	58.79191	0.05335	55.19000	-3.83344	10.88759	-120.45794	1.00000	7.63800	9.87245	10.14950
25.25717	9.85060	1168.83669	7.78629	9.81175	52.26083	11.56546	8.91617	48.16029	0.38235	59.10136	9.31397	9.88611	7.00417	0.00000	9.96744	9.89620	10.15228
34.40240	9.53136	1057.94582	7.89602	9.85215	37.30553	9.96812	7.59609	58.58868	3.57548	44.02465	22.46020	10.52940	120.82747	0.00000	12.22463	11.54611	10.00239
38.15591	11.26665	1058.75581	8.42384	9.84913	37.13548	5.04294	8.39144	50.52593	0.14221	55.37169	12.52087	7.70810	-3.67029	0.00000	8.88182	10.31574	13.31697
66.95349	10.60342	1068.82779	6.69017	8.76913	10.61285	8.35210	10.87956	63.29481	0.19769	63.08649		8.13993	12.19458	1.00000	9.27367	10.13784	11.22727
32.32003	10.61441	1193.08132	10.47895	10.39852	20.74122	12.34372	7.56006	55.34465	2.34072	48.53684	29.18966	10.71392	-100.44843	0.00000	11.79541	8.61956	8.68140
52.13636	8.14343	1078.78159	9.89441	10.71361	41.75338	8.38790	11.22261	41.52914	0.15202	46.14370	29.81067	10.58829	-86.11084	1.00000	8.77514	10.63652	10.61278
42.84913	9.00998	1056.01029	9.86324	8.46165	40.5576	9.24724	12.48342	34.51526	0.18368	60.23879	19.85737	9.42417	-74.28459	1.00000	9.14347	10.49134	10.34485
58.60788	10.84793	1163.15460	5.73301	10.17311	29.69221	8.89814	9.77097	36.51391	0.40523	36.18420	13.42066	8.72359	72.54566	0.00000	10.01860	9.72705	11.23257
42.03290	9.95545	1088.86898	8.95331	9.26137	25.13915	9.17697	9.10004	37.44149	3.56309	59.39433	14.81532	10.55074	73.06784	0.00000	12.22651	8.46116	10.58573
63.24611	7.96459	1121.29858		8.26133	32.61603	9.31716	11.58997	68.37428	0.09676	49.23862	7.93847	10.76377	44.02488	0.00000	8.51533	11.24628	8.60872
