O3	NOx	CO	PRES	warning	PAHs	CH4	NH3	H2CO	CFCs	latitude	PM10	TEMP	Pb	C2H3NO5	PM2.5	SO2	longitude
7.21989	5.44885	9.24683	1088.94678	0.00000	10.62612	11.77233	8.43212	48.59734	56.94053	19.21667	7.84786	14.35565	51.34748	3.37838	11.65667	8.64629	73.08333
7.33439	5.18787	6.92438	1174.10576	0.00000	5.32386	7.65039	8.16162	51.07918	39.22614	38.54491	7.58250	11.68388	49.12708	3.03516	6.98067	9.50650	-121.74052
7.83617	6.63643	7.49157	1101.13071	1.00000	6.40827	7.07430	5.83106	47.98022	49.62584	53.14657	7.81502	9.54585	53.06266	3.21938	9.04087	4.43344	140.72287
7.52146	5.79427	7.83097	1116.84839	0.00000	8.67631	9.84677	8.60163	43.83283	49.51801	22.88783	9.04856	10.77256	32.56007	8.15901	8.49917	8.24111	84.13864
7.73836	5.02753	7.52542	1178.39457	1.00000	4.80971	9.14755	6.08414	34.50747	41.20944	31.28092	7.59437	35.46908	43.41091	3.34872	7.98801	7.97290	74.85849
6.29870	7.76736	8.21072	1172.74518	0.00000	6.70550	8.00108	8.80634	29.49404	54.14758	23.18		7.47038	58.40369	1.30823	7.39371	6.25565	88.58
7.61972	5.62245	8.18165	1169.26150	0.00000	5.66955	7.63077	5.29284	62.48362	46.71669	39.46667	7.45261	11.25564	15.54334	2.51106	8.84109	9.87849	141.95
5.53179	7.85208	7.29649	1186.50280	1.00000	4.53154	10.00813	6.68270	64.55513	42.38840	34.63915	6.08791	27.82490	32.93703	1.56611	5.00648	7.26574	-120.45794
6.43751		7.88794	1189.50651	0.00000	7.59400	9.82029	5.81668	57.07607	43.24065	20.88953	7.09563	15.45817	54.60603	2.69282	8.69085	8.49370	-156.47432
5.14160	6.25338	8.39074	1055.61478	0.00000	6.47524	6.52696	4.62066	43.15236	55.97849	23.73333	6.39751	31.33338	52.17494	0.85519	8.86751	8.77213	114.68333
6.63946	7.25814	6.02890	1063.54628	0.00000	7.99425	9.77771	7.26883	56.76210	59.68611	-8.73508	7.64138	4.34466		2.77030	6.60912	8.36165	24.99798
7.83305	1.18646	9.80610	1103.38439	0.00000	5.88798	4.32085	8.55922	74.13529	37.28355	42.7392	8.35397	19.16672	46.95853	4.78830	8.71103	8.91782	-84.62081
8.48658	5.91729	5.40284	1097.25099	1.00000	7.36109	9.19005	8.60167	48.04401	42.60759	28.98002	6.36512	14.94433	74.58449	1.72514	6.66719	5.95926	77.70636
7.59562	6.85456	6.83234	1144.52868	0.00000	5.47542	6.85695	6.23370	34.75221	49.68836	48.79325	6.08781	27.16346	52.61660	1.34853	8.72293	9.19346	2.29275
6.78930	5.20217	7.50240	1161.97150	0.00000	8.52518	6.67618	10.27300	39.86431	42.39578	39.71734	5.40142	11.28978	31.41099	0.72687	8.20865	9.24774	-74.96933
7.90403	7.77600	6.55513	1151.05899	1.00000	6.64610	9.80207	8.27951	61.54364	27.49655	8.79577	7.64139	15.72239	37.60786	3.49781	6.79451	5.82968	-75.69947
6.48594	7.49325	5.97769	1118.45407	0.00000	6.98803	5.10733	6.49709	56.05982	55.34647	9.535	7.41238	32.75909	46.67042	2.19067	10.21789	7.89090	-13.68778
7.23235	8.18580	5.99003	1119.43897	0.00000	11.16238	8.88376	8.14321	35.06468	42.28631	-8.66667	6.81214	29.55726	58.79701	1.97833	8.23373	8.89903	-35.71667
6.56414	3.92365	7.23691	1066.18439	1.00000	6.54583	5.52890	4.76545	52.80847	74.78530	42.64685	7.32329	-7.92302	38.54708	2.62910	7.48844	5.92363	-5.55835
7.75566	9.38946	6.74224	1142.37445	1.00000	5.55649	11.01223	6.64615	71.57524	21.57490	40.82232	7.13220	25.03585	41.01532	1.99019	10.80703	4.46679	-74.15987
6.26627	3.30666	8.05813	1146.66941	1.00000	6.79860	10.75511	7.29261	66.58316	30.44612	44.97639	8.50028	9.57551	45.33188	4.93632	4.73428	4.37652	19.61222
9.33783	5.11310	6.81212	1138.46619	0.00000	4.68267	6.62621	5.51350	54.85449	44.72635	31.82539	7.54439	23.79588	46.72258	2.10189	8.59925	7.55624	72.54064
8.39582	4.97714	7.40270	1136.63531	0.00000	7.61003	6.79038	11.21178	58.68981	57.08098	38.54491	5.68932	6.18442	23.21876	1.60342	7.94189	9.76530	-121.74052
8.68468	3.81193	7.95751	1072.23857	1.00000	6.41722	9.08867	7.50011	46.32939	73.43443	50.8	8.00147	20.13347	37.14083	4.34195	5.44061	6.28816	3.16667
7.56401	5.32605	7.03319	1195.39029	0.00000	8.22317	7.25903	10.56922	48.68996	47.75734	17.34769	7.11031	14.55737	50.61531	3.03105	7.68260	9.20263	78.55757
7.51893	5.17720	5.68574	1094.46984	0.00000	7.46754	7.38057	7.28108	35.35793	64.90844	53.46506	6.32607	22.89186	64.52886	1.38424	8.09280	6.34972	-1.47217
8.69528	4.92467	7.81904	1193.18516	1.00000	7.33227	10.90973	7.19093	41.40036	51.24851	21.28306	6.17045	16.87084	55.79500	2.16329	9.56425	6.72839	-89.66123
9.56840	6.37839	8.31633	1111.02610	1.00000	8.82108	8.35140	7.56415	51.40641	45.32474	31.28092	7.09333	8.97472	42.65060	2.66323	10.49930	3.70060	74.85849
7.77722	7.17138	9.00833	1071.87843	1.00000	8.70627	9.08925	6.59033	58.00765	62.69807	0.49113	8.19622	15.33168	21.33995	4.14266	8.50284	7.34434	29.47306
5.68774	4.97412	7.72846	1071.76890	1.00000	5.78647	11.62408	6.49115	62.36382	58.18156	-26.22861	6.88755	15.28006	53.28953	1.74186	4.65980	4.66129	-52.67056
	5.11899	7.16299	1180.53636	1.00000	7.05909	8.58156	12.45513	71.23999	41.26838	5.90702	7.68416	-4.92836	60.84252	2.97290	6.88589	3.23585	116.10146
8.50451	5.82873	7.15044	1143.30274	0.00000	9.53575	8.90695	8.39977	53.24524	55.54838	23.1959	7.25455	4.24331	42.44149	2.22889	9.60829	7.48653	86.51499
7.46964	4.74821	7.95822	1192.40339	0.00000	7.53252	9.51646	9.61318	50.27436	49.28475	8.48714	7.25959	14.62925	64.62555	3.03751	6.23862	9.09013	-13.2356
8.21528	2.30204	7.93497	1082.98904	0.00000	6.42733	4.95587	7.52128	46.15498	50.37463	7.57944	7.78170	15.82777	55.54599	3.80504	8.84200	9.69464	-8.53778
7.30444	8.86672	7.12078	1128.47166	1.00000	5.93930	6.96573	7.84124	43.48833	32.24527	48.98333	5.37550	7.48970	48.16254	0.45487	7.27733	3.16233	2.61667
6.92186	8.55203	9.13129	1147.47095	1.00000	6.31727	6.68444	9.24700	74.67788	36.29938	41.66394	6.44191	17.83318	44.93022	2.39254	7.76112	5.22905	-83.55521
6.30335	5.03569	6.65587	1094.79697	1.00000	5.75576	7.04849	9.99252	56.23433	38.16340	53.81667	7.28737	2.82590	67.88370	2.21938	5.95896	4.53457	-3.05
6.95642	4.95190	8.73732	1078.14623	1.00000	2.36353	3.72540	1.45006	72.84771	47.05634	-33.79176	8.01838	29.18308	32.25774	4.21530	3.82690	7.17450	151.08057
8.06150	6.39409	8.52810	1126.30804	1.00000	1.75366	5.67591	11.46625	57.56365	42.17993	-21.42917	8.02564	20.84164	49.64801	3.85226	3.25722	5.81262	-45.94722
6.10440	6.92844	8.12941	1128.37515	0.00000	5.56341	6.23025	6.25729	39.69108	49.61571	30.16688	7.35560	22.27641	43.94271	2.34504	9.36574	8.09328	-96.39774
8.92277	8.44347	8.52387	1063.83673	1.00000	4.39040	8.47946	4.93253	52.88026	64.22212	51.08468	6.70476	18.26938	50.94367	1.98395	8.39926	5.57805	7.11393
6.57932	7.67897	11.04111	1080.65542	1.00000	6.93993	11.25103	8.65553	45.68603	65.71815	13.8196	8.73511	16.59591	69.08155	6.90073	7.09229	5.17429	100.04427
6.75732	6.41045	6.66907	1073.39547	0.00000	6.98006	7.86164	7.85507	34.86933	29.83587	45.16024	8.50645	3.07681	50.70911	5.96126	9.30991	8.96250	-93.08883
8.04222	3.52932	6.83974	1056.20910	0.00000	4.36959	7.28731	10.30406	37.95848	56.19535	35.20889	6.12564	34.06201	60.75735	1.80022	9.98459	10.17409	111.73861
7.47405	6.01381	6.04770	1138.77339	1.00000	4.09276	7.95926	7.52634	46.32399	36.66234	58.23583	7.35739	4.15264	41.82691	2.58298	4.24670	6.38880	92.48278
9.78360	3.92427	6.76847	1181.92719	0.00000	4.50020	4.19000	9.97461	44.14426	50.35420	46.67535	9.03944	26.76823	38.48526	8.39394	10.34399	7.02843	5.55575
9.62415	3.17730	6.50144	1189.79927	1.00000	8.13183	7.15239	8.94859	61.73713	40.42267	48.52961	8.23798	8.86063	34.80229	4.44449	7.10560	8.35034	12.16179
7.61281	8.32518	8.95166	1083.92629	1.00000	7.13088	10.13717	6.13606	50.22351	33.04658	-26.22861	8.15087	13.90510	58.66923	4.13856	10.19054	4.44952	-52.67056
6.37155	6.40396	5.90323	1124.03846	0.00000	5.52558	6.94246	5.47357	44.36776	37.43068	4.73245	6.05666	1.74100	39.73118	1.25561	8.88613	8.49773	-74.26419
8.28999	5.04353	6.46060	1149.93299	1.00000	5.33992	10.33400	4.61411	50.64708	21.30031	41.41204	7.93235	13.61743	36.22168	3.76312	8.27366	7.58434	2.18247
5.58291	6.05934	7.83601	1112.97140	1.00000	7.13008	11.18825	7.32267	80.48701	40.56234	9.58126	6.59651	22.01271	68.80084	1.59671	9.31229	6.82065	8.2926
7.09093	5.32698	6.75830	1124.39051	0.00000	5.56692	7.91741	7.45865	41.08455	52.31671	-17.74431	7.85596	29.87349	62.00361	3.99150	5.34346	5.63874	-48.62789
6.13046	7.86313	6.55349	1155.17679	1.00000	5.89749	11.60542	6.03580	38.47402	44.64864	55.63711	6.89392	16.94295	58.15859	2.64569	10.28549	5.94158	37.38115
7.59078	4.95342	6.37386	1158.84802	0.00000	5.89515	7.05249	9.57725	20.88312	58.63079	38.10558	7.51667	6.47672	59.90855	2.65798	8.24290	10.32603	-1.86343
9.20822	4.55036	8.87842	1164.00775	1.00000	7.15454	9.39423	9.45086	34.41365	29.65587	-3.5403	6.70337	26.55427	67.22947	2.22361	6.96032	5.87834	118.9707
6.41680	4.69876	7.42060	1198.23640	1.00000	7.72476	7.04254	6.10224	59.33470	39.98501	31.82539	6.17129	12.77018	30.11615	1.92364	8.36106	5.50680	72.54064
8.39000	8.56204	6.95678	1092.80985	0.00000	10.14858	9.22084	5.86041	45.02429	42.97806	41.27194	7.88524	18.96808	31.32216	3.52968	7.43516	7.76143	123.17306
6.15789	4.76817	6.99202	1167.81196	1.00000	6.23304	11.00671	5.05853	53.52462	48.27902	45.53069	4.95704	2.69878	64.39260	1.60136	8.21735	7.12446	9.40531
8.99870	3.97658	6.79575	1066.59559	0.00000	5.81373	6.52091	5.06791	50.28199	37.97516	44.31771	7.47380	16.80475	54.59073	2.88898	8.05821	8.96190	9.32241
6.69263	7.09981	6.91862	1089.53776	0.00000	9.87827	9.20030	8.60706	42.94243	29.76038	1.6561	7.62847	14.28641	25.69208	3.44093	9.65429	6.89599	103.6032
8.10506	5.72559	7.91512	1059.45216	1.00000	6.39264	9.27809	8.76518	67.11401	48.62373	50.11861	6.52397	10.54939	61.15747	2.64347	5.91902	6.26418	-5.53715
7.02818	7.79170	6.61931	1143.73042	0.00000	9.67192	8.93364	8.06497	59.97195	50.12218	43.96222	8.01845	9.46251	37.93838	3.92181	8.35999	8.20830	43.63417
7.92138	6.76239	6.93552	1177.10236	0.00000	6.29059	5.68826	7.13261	56.55667	73.15831	35.89972	9.00619	21.75186	22.98775	9.21838	11.22794	7.97925	14.51472
7.46858	5.55239	8.97835	1191.56469	0.00000	7.71488	5.34457	6.62262	40.91642	52.71537	38.47917	7.38597	33.58812	46.29701	2.84812	9.52632	9.75490	-1.325
6.05013	7.89503	6.60863	1055.85297	1.00000	4.00101	9.79890	5.93061	54.73510	56.66002	51.04962	6.26353	28.11653	28.89596	1.77639	9.22213	6.22932	12.1369
8.67928	6.30530	7.53940	1160.57162	0.00000	8.10695	4.69381	7.22039	59.73470	38.80001	48.06919	7.32037	11.88405	50.46286	2.06301	8.65644	10.19743	11.37703
7.31009	6.77439	8.58977	1104.37490	0.00000	8.94127	8.61689	8.35827	60.05311	41.00317	-27.50578	7.22153	24.38910	43.50446	2.74793	8.18403	8.12211	153.10236
6.58403	8.10177	7.40528	1137.22539	1.00000	5.24870	9.64494	5.52091	30.56095	51.73602	53.14657	7.28235	17.97404	77.69829	2.61191	9.46936	4.87210	140.72287
6.50331	6.00600	7.41025	1084.60096	1.00000	5.43402	6.55603	9.19241	46.23029	56.93687	23.15678	6.19805	37.39815	52.34265	1.52168	6.41482	5.54615	-81.24441
7.52222	5.24733	8.09708	1051.22403	0.00000	5.95563	4.95844	7.84343	63.32739	35.96864	40.58654	8.25350	21.46350	55.25273	4.68911	10.94775	7.58881	-122.39168
7.73870	4.90327	6.71004	1153.95929	1.00000	6.68592	8.35695	4.85280	50.24970	42.08681	39.12074	7.76932	15.54275	33.85900	3.53129	7.29024	6.36953	27.18052
8.47252	5.89205	7.22785	1177.79953	1.00000	6.64810	9.02164	6.96342	31.58845	50.61093	33.43443	6.33638	-2.30745	35.20249	1.77465	8.54988	5.89273	-5.22126
6.91396	2.33268	7.74252	1136.73904	1.00000	8.84467	12.70274	9.40096	53.14758	51.47884	41.55947	7.44417	14.61432	11.23145	2.61183	5.90571	6.04812	14.66737
8.13609	9.98577	8.02931	1051.04478	0.00000	11.19716	10.67944	5.14795	58.94291	56.45546	60.02427	7.75017	14.41763	21.55886	3.39249	5.52107	7.56234	30.28491
7.26069	5.93700	7.42017	1160.17715	1.00000	4.70972	8.64160	4.11338	32.01189	34.51776	44.92801	7.71402	27.77936	56.90815	3.03493	5.96946	7.08749	4.8951
6.97606	7.84260	9.01699	1086.03970	1.00000	8.04759	9.32600	8.15109	60.40732	52.56061	23.1959	8.88626	15.10144	59.49468	7.13404	7.98043	5.22749	86.51499
7.09285	7.24323	7.81205	1136.81415	1.00000	7.66991	11.36216	5.97031	45.32105	20.46523	26.18924	6.35831	19.01914	54.80263	0.69920	7.49645	7.42193	-98.15529
8.49615	7.76252	8.92585	1113.61421	1.00000	5.57048	6.08577	6.89041	41.46046	52.39598	42.50729	7.16038	20.57370	33.14913	2.13773	6.41208	7.80680	1.53414
6.93025	8.63382	7.76925	1093.26282	1.00000	5.33582	8.59651	8.43088	42.99075	33.11047	-4.42472	8.46894	25.26493	35.37894	6.11490	6.38009	5.15008	-41.45861
7.23266	4.75081	7.85353	1105.84675	1.00000	5.81862	5.49740	6.41173	29.59439	48.51183	35.06667	8.60698	19.05428	64.90280	5.79266	9.15329	7.62454	135.21667
9.49876	4.14980	8.62013	1188.30704	0.00000	7.58810	5.75923	11.50725	31.48459	46.49476	55.63711	6.66867	3.12806	79.06387	1.79313	8.22903	9.88714	37.38115
7.36273	5.80176	6.77994	1129.69900	0.00000	7.60382	9.27793	7.32940	40.87554	38.79018	24.81757	8.17258	15.40759	34.02520	4.68879	9.06156	8.12670	84.63445
6.07304	9.68084	8.27688	1084.71540	0.00000	5.09679	5.62795	7.72046		53.63610	50.9803	8.43383	3.93642	54.46496	5.22105	8.81334	7.49864	11.32903
6.08127	6.49015	8.68976	1103.50363	1.00000	4.74657	7.21724	8.78982	42.12183	40.61750	6.8485	6.13529	17.57044	49.24962	1.28837	5.55199	4.51465	3.64633
6.62297	2.97681	6.58118	1168.59660	0.00000	7.73662	10.28205	11.63932	55.05664	54.04540	42.7392	9.43677	18.14877	35.84372	12.25998	9.31761	9.60300	-84.62081
7.82036	7.06561	8.11940	1084.46078	0.00000	9.80619	9.26976	8.14298	34.48076	33.24336	29.53885	7.53826	23.93043	59.37511	2.67108	8.96249	8.88573	-95.44744
6.97484	5.94553	8.75973	1079.49131	1.00000	9.78509	10.66669	8.36799	52.84774	44.87181	23.15678	7.19375	13.25347	49.43838	1.99041	12.56722	3.53525	-81.24441
7.42492	6.61627	9.28224	1173.53254	0.00000	7.95789	5.58680	9.19778	53.68399	19.44249	-4.26613	8.32743	12.82329	52.05730	4.69130	8.09346	8.65344	15.28318
8.07065	5.37086	6.72045	1136.87831	0.00000	12.91575	10.33549	10.75972	63.02364	20.66363	33.78333	7.81573	7.36229	53.87546	3.43551	10.23123	9.83046	114.51667
5.55677	4.87130	8.71967	1141.23226	1.00000	4.74626	7.68846	6.75781	69.01101	43.24903	58.63667	6.85305	25.70803	50.58964	1.89153	4.92503	8.21177	59.80222
5.54893	5.69827	7.60803	1120.14721	1.00000	5.55052	7.93442	5.68737	71.31577	30.13052	32.17629		7.31265	57.58846	3.08748	9.33283	6.19034	75.06583
6.18926	5.13673	8.02594	1082.32529	1.00000	5.44776	7.78397	7.78571	56.83322	54.51238	51.26	8.35289	28.39893	45.56372		5.24982	5.31980	-2.1875
7.06334	8.12349	6.44943	1197.20980	1.00000	9.26947	8.31026	5.87626	53.73937	55.50922	56.9083	7.79451	7.67953	54.64865	4.35157	9.89522	7.87169	60.8019
6.17221	9.14220	7.60477	1069.86787	1.00000	5.22128	8.49881	4.42392	40.78473	68.81604	53.14657	7.22405	15.84842	55.96741	2.80955	6.09345	7.65359	140.72287
8.07295	4.15811	8.09622	1097.44690	1.00000	8.10561	12.08622	9.54592	46.20807	46.69725	23.18	7.74817	2.24821	41.98724	3.28615	6.11150	5.58142	88.58
7.78786	3.80477	8.23442	1196.29386	1.00000	6.23254	6.59738	4.99174	69.51378	37.38588	40.57788	6.70979	10.79905	62.18019	2.14057	7.58417	6.83841	-73.95958
8.10050	5.86073	8.00345	1088.23892	0.00000	10.58806	10.12076	9.35684	53.74385	20.23071	51.30001	6.63234	13.47417	72.61936	1.17315	9.37010	8.28399	13.10984
7.98153	8.84428	7.93203	1102.18705	1.00000	5.28658	8.25351	6.82935	54.30936	54.90643	6.9909	8.04608	2.29205	66.54461	3.66813	6.09561	5.32510	79.883
8.39191	6.18170	7.04806	1186.49586	1.00000	5.72743	7.81858	4.67919	64.75343	60.20547	23.1959	6.44763	12.21742	30.40071	1.29440	8.19450	6.08838	86.51499
7.70374	6.77260	6.61110	1162.90943	1.00000	6.15634	9.32683	5.93599	46.24092	28.17561	23.02677	7.31593	6.17061	54.74754	1.70078	10.24144	5.35114	113.13148
8.43899	7.26223	6.56882	1171.93637	0.00000	7.75829	8.21722	7.68648	53.60696	46.11010	55.8736	7.99285	-3.40671	52.02351	3.62960	10.16271	8.66620	85.4265
6.85709	7.11580	7.23033	1126.69198	1.00000	7.15791	9.05386	9.10425	50.26837	53.35028	55.62047	7.08408	0.82784	65.81783	2.28443	7.39529	6.97818	37.49338
6.40696	8.38769	7.19974	1144.61141	1.00000	4.01359	9.41423	4.70003	67.23510	63.53127	24.41288	6.60347	27.56154	65.37709	1.72549	8.49973	5.48355	76.56719
9.08241	4.26574	5.46890	1142.93089	1.00000	5.38918	6.66152	4.33801	69.27353	20.50302	35.88264	7.59991	18.99294	45.56346	3.61078	7.62257	7.14399	-80.08199
6.83516	5.57354	8.11930	1156.13070	1.00000	7.07431	9.60638	5.85785	30.69365	62.77851	-26.22861	7.04435	8.26580	30.80566	2.80930	10.03682	5.57464	-52.67056
6.92056	6.42763	6.95712	1119.14675	1.00000	4.27311	7.82420	4.79353	72.18396	64.25314	9.92787	7.30251	10.64167	55.53336	1.85876		6.51018	-84.13722
7.30414	6.36896	8.07907	1052.72502	1.00000	6.06745	8.95779	7.87469	44.48300	53.81713	33.45122	5.68326	15.45931	51.55283	1.50886	6.03128	4.96732	-86.99666
7.04615	5.18149	9.03908	1180.40944	1.00000	5.65833	6.52750	5.70498	58.61948	48.40850	7.57944	7.02003	25.72255	42.24552	2.79242	7.78074	6.81915	-8.53778
8.28230	4.06068	7.64371	1063.47969	0.00000	8.00102	4.90413	7.23598	48.28879	51.47599	43.91452	7.34948	20.82328	61.76443	3.02806	9.13525	10.50338	-69.96533
5.79499	5.44660	8.04185	1051.10911	0.00000	7.56793	8.00504	9.49909	54.14778	54.45350	-11.48472	7.53374	14.73818	50.29511	2.57137	7.35114	8.67710	-37.93278
8.92812	4.58904	7.46855	1109.04404	1.00000	3.39262	6.13856	8.69048	56.78953	47.01845	33.35283	6.51658	5.92756	27.14721	2.21052	3.85992	6.93987	-111.78903
6.55488	7.23875	7.89158	1179.26564	1.00000	6.33713	6.36567	6.29072	32.40317	38.99326	31.39547	7.64918	16.13003	38.15763	2.20898	9.22577	9.06494	34.75699
6.66666	6.70048	8.69273	1193.16515	0.00000	10.58067	9.60637	9.10687	44.90624	51.19429	58.63667	7.08507	5.53007	65.31212	2.13774	8.01281	8.38870	59.80222
5.30255	6.24884	7.70650	1139.12161	1.00000	4.65468	5.45607	7.48540	36.74247	28.25135	50.9803	8.12044	14.72002	43.84347	3.68504	4.93453	5.83751	11.32903
9.69354	5.24845	9.41404	1060.38556	1.00000	5.99791	10.13241	7.68222	63.88111	37.91432	40.57788	7.54287	38.84844	56.54839	2.95373	5.21609	7.33763	-73.95958
8.38153	5.07269	6.71464	1062.30976	1.00000	7.36185	9.22752	7.26826	37.64262	49.59180	50.72043	8.00817	17.87642	36.73756	4.04985	9.88252	5.94809	11.34046
6.32159	5.16941	7.61294	1172.80186	1.00000	6.33323	8.87021	8.00911	40.68780	63.17280	33.50921	7.09599	8.76637	49.22426	3.31762	5.44475	6.57884	-111.89903
7.33917	3.94952	4.77785	1113.25532	1.00000	5.16656	7.07937	3.97145	53.45008	35.70194	39.45621	8.19007	20.89876	32.99149	4.05029	6.23005	7.27585	-77.96389
7.49866	9.38772	8.64847	1153.17759	0.00000	3.80885	6.01302	6.79181	46.58574	71.94753	-1.63333	6.54922	3.72819	29.61996	1.81096	9.93452	5.07795	13.58357
7.15287	7.13156	9.02996	1146.71896	1.00000	5.37496	8.63714	10.19889	72.49318	43.01528	41.66394	7.79966	19.42764	49.76711	2.75047	5.73254	5.00398	-83.55521
7.94352	8.25992	9.01925	1101.34310	1.00000	3.12360	4.93323	8.00128	89.83087	37.51869	20.21322	7.65761	18.04858	44.27686	1.50852	4.66404	5.13506	-100.88023
6.78057	3.25986	7.55913	1126.93988	0.00000	4.13672	5.30174	7.68813	39.81865	50.28089	23.15678	5.22693	12.71793	63.33172	1.78146	8.63087	7.11870	-81.24441
6.27084	5.73162	9.19945	1180.67133	1.00000	7.12775	7.13785	7.59807	43.39164	28.12793	45.53929	7.04097	11.00500	27.30411	2.05839	7.62075	9.51938	-122.38731
7.09067	5.20515	5.89105	1106.96012	1.00000	5.03432	6.17104	9.78911	30.88214	51.44713	19.21667	8.13696	-14.31243	56.04598	4.44109	5.88092	7.37544	73.08333
8.62124	4.46953	5.82780	1195.81020	0.00000	6.07515	6.66391	4.32431	29.56556	54.15399	50.75767	8.32332	15.56132	33.25238	4.11591	8.17728	8.71512	-1.5443
7.69148	6.86870	6.00995	1131.53705	1.00000	6.18789	10.60425	8.33854	57.13521	55.14678	19.21667	7.89289	4.57599	48.46199	3.28763	10.14993	7.24530	73.08333
7.80052	6.66534	8.17165	1080.27507	0.00000	8.63722	9.96228	6.83583	52.68451	42.04073	30.16688	6.27172	17.76915	62.04688	1.41949	8.43874	8.20072	-96.39774
7.80755	8.91086	8.23824	1169.36826	0.00000	9.09261	5.71358	5.75806	62.74216	45.02377	3.51667	8.38141	14.54125	45.36279	5.50643	9.40974	10.79377	11.5
9.04823	3.44711	7.68671	1172.69109	1.00000	9.21615	9.14375	7.39962	67.35500	57.96371	53.0233	6.27998	9.81962	51.97858	1.34065	8.14964	4.74328	-1.48119
8.60805	5.46750	7.02244	1162.14474	1.00000	6.66419	9.29091	7.79972	67.25960	35.62240	43.96222	5.46982	22.51235	43.09908	0.64526	6.00294	6.12488	43.63417
5.68555	6.82258	6.99277	1103.48589	1.00000	7.52105	11.86440	8.83102	39.04525	50.40496	25.13915	9.46813	25.27976	30.56710	11.16214	11.78750	6.07480	73.06784
7.91778	8.01529	8.84027	1151.02979	0.00000	6.09050	6.75066	4.64575	56.61345	37.53507	51.64316	6.32380	-0.78626	43.60090	1.37202	7.79078	8.53456	-0.36053
7.90315	4.67097	8.28064	1161.01164	1.00000	4.34767	4.44952	2.46718	31.92435	50.46297	44.97639	5.52403	22.46037	41.90887	1.00568	4.83239	6.44691	19.61222
7.72478	8.65916	8.62821	1065.44301	0.00000	4.52950	6.53599	5.85891	52.42549	56.41430	-13.7804	7.42470	2.84493	40.09038	3.21389	8.65541	6.74571	34.4587
5.05070	4.84932	8.13863	1157.91277	0.00000	7.86780	10.41585	9.05224	32.33509	42.04654	51.26	7.17919	13.20032	47.74807	2.66641	10.50460	9.22431	-2.1875
5.53807	5.60497	8.59640	1121.50641	0.00000	5.61741	5.57314	7.36281	57.50497	34.90236	33.03699	6.72718	27.15158	53.29378	2.18378	8.99485	8.37505	-117.29198
8.30404	5.63626	9.75238	1156.02968	0.00000	7.48469	7.63055	9.88751	41.02082	6.92932	19.30157	7.04344	11.46717	40.86976	2.41952	8.00564	8.83858	72.85107
8.83163	6.71828	6.61998	1120.26601	1.00000	4.84062	7.92984	3.78591	51.15676	59.79642	56.9083	8.08236	6.61766	50.10022	3.26898	7.05103	5.65687	60.8019
6.79145	4.54885	7.72147	1078.13348	0.00000	6.06864	6.73925	5.16019	44.22822	71.42103	38.58894	7.13135	16.58685	54.84616	1.90204	8.28180	9.44995	-89.99038
7.44243	6.63427	6.38889	1165.13582	0.00000	6.67748	10.11357	6.09413	55.80044	44.70581	58.7002	7.29809	10.63108	48.81207	2.94679	6.78659	7.74567	59.4839
7.01135	5.15294	5.65824	1124.72377	1.00000	8.06643	7.01831	6.60966	54.14956	21.32407	-7.0981	5.63085	19.03448	50.11055	1.84450	9.36080	4.87058	109.3243
8.47885	8.71910	7.82601	1101.30904	1.00000	4.96257	6.48347	4.77316	32.40489	59.80980	54.39635	7.31885	0.69544	36.80833	2.71495	6.28908	8.15414	24.04142
6.80732	4.32308	7.95398	1051.19832	0.00000	6.60846	7.59349	11.34200	34.52299	59.86126	-6.8	7.69355	11.13602	64.64913	2.53933	6.51120	5.76620	39.25
5.67731	5.19431	6.94048	1139.94873	1.00000	4.58778	8.74919	6.69282	29.35363	46.51829	17.34769	8.23906	-1.84362	53.71965	4.05189	3.89607	8.24584	78.55757
8.14270	6.11617	6.33344	1061.55132	1.00000	6.31862	8.24384	6.78567	41.61699	39.17231	37.58105	7.23235	18.52127	70.55059	3.01745	10.28485	5.47325	29.26639
7.48797	2.26062	9.57075	1157.15727	1.00000	9.85339	7.05496	7.11738	26.40434	36.18366	39.96348	6.52000	19.59719	33.17241	1.71407	7.64942	6.23739	-4.83076
8.21614	5.19065	6.88441	1108.94284	0.00000	6.25310	6.10732	5.87598	45.26433	46.35822	52.57583	6.98092	25.42101	63.25090	2.18810	8.60718	8.90734	6.61944
7.83610	10.02025	7.53840	1132.21340	0.00000	5.96134	8.91296	4.49767	62.71736	29.97711	42.64685	6.76511	23.65423	37.69789	2.04352	11.42014	8.72325	-5.55835
7.71983	5.88044	8.99728	1080.81859	1.00000	8.12443	8.27236	9.40409	32.35837	23.92567	6.95194	7.23476	8.24878	30.98344	2.76233	7.96522	6.14538	121.96361
7.07559	5.57348	6.62224	1185.71463	1.00000	9.19941	8.96551	9.66389	50.01573	38.04738	49.28669	7.32072	18.50393	28.12432	2.26396	7.74066	9.20240	1.00288
7.72956	9.02245	7.10693	1054.72821	0.00000	9.96861	8.65858	7.17110	31.87450	61.06206	-6.8048	8.02306	26.72400	53.63582	4.09426	9.33676	7.32315	110.8405
7.52972	6.57169	8.88306	1118.87280	1.00000	5.92630	8.11184	6.96484	60.54337		24.28859	7.71012	-1.33923	42.14256	2.48170	8.19792	6.03875	116.11768
