CO	Pb	O3	CH4	CFCs	H2CO	SO2	latitude	PM2.5	TEMP	warning	longitude	C2H3NO5	PM10	PAHs	PRES	NH3	NOx
5.80045	42.93642	5.75509	8.13501	54.64787	61.71375	11.09453	43.82634	7.58089	6.79865	1.00000	144.09638	0.29487	9.60944	9.45133	1149.04717	9.74062	5.30918
6.91274	28.48164	6.30576	8.34395	55.06067	19.72936	8.36026	10.29085	5.67851	16.78638	1.00000	105.75635	0.25804	9.33313	7.80812	1124.58861	9.52575	7.47246
7.09857	83.07460	8.32863	6.99566	64.77120	59.93450	10.81992	36.65	8.92914	16.82882	1.00000	138.31667	0.04202	6.36188	7.62818	1131.53397	4.78407	11.75356
6.96891	43.88387	9.79824	9.60422	43.74749	58.34229	8.67786	52.57583	5.90610	24.07243	0.00000	6.61944	0.24384	9.18331	7.87348	1129.75421	10.04569	7.49748
8.67927	82.43745	9.33703	8.69820	75.79608	48.60824	9.12477	36.64852	6.40876	19.06234	1.00000	51.49621	0.46818	10.06496	7.94828	1198.70450	7.83883	6.21256
7.13691	43.96225	6.15928	8.19437	60.25066	16.43176	7.77604	38.55632	5.25433	-0.77722	1.00000	69.01354	0.50092	10.09942	8.62508	1134.21846	7.51789	8.87546
8.30872	45.68482	6.29120	8.42343	48.79140	57.85906	7.66876	21.53889	7.24100	26.53983	1.00000	71.57737	0.03951	7.25981	9.33731	1106.36440	10.60744	7.07447
8.31320	40.58223	7.87904	7.44380	46.99885	41.25176	8.69596	40.72816	7.68361	-1.91184	1.00000	-74.07764	0.03798	6.61732	7.53232	1197.85606	6.06370	9.98614
8.26412	90.61909	6.63539	7.94220	51.94388	60.02486	7.66249	41.63976	7.62893	11.77866	0.00000	2.35739	0.14870	8.84737	6.90594	1158.12234	4.70551	9.82097
7.86823	54.01146	6.60333	6.95537	49.27908	38.61859	9.94866	37.73222	4.38723	4.26737	1.00000	115.70111	0.05024	7.54677	7.65026	1153.77129	9.12771	6.40749
7.34881	62.95878	9.50054	8.47543	60.86377	42.87016	8.26324	53.95278	4.32585	11.29119	1.00000	32.86389	0.04007	6.10029	9.52605	1176.80396	7.35732	7.22404
8.35117	61.69570	9.13259	7.87395	35.71178	72.10808	10.03142	46.7055	6.19965	18.65256	1.00000	38.2739	0.03569	6.35697	7.50956	1156.95184	6.02609	9.45889
7.47744	45.08068	9.71613	5.24233	59.36761	75.43466	6.79915	25.92127	7.82115	30.93789	0.00000	86.79271	0.07741	8.31005	6.80578	1145.99494	6.66746	10.35030
6.96938	57.73630	11.00818	7.88788	54.55740	47.61217	9.13033	53.95278	6.36685	10.94131	1.00000	32.86389	0.03018	5.74765	5.83221	1151.47604	5.73903	8.21411
6.90013	56.78380	4.90969	7.30405	33.63723	51.22786	9.72651	48.35149	7.92219	17.99969	1.00000	8.96317	0.34835	9.67338	6.59286	1065.39260	7.92816	7.94108
6.25790	62.53150	8.77864	7.78718	55.23340	39.00253	8.16664	33.76446	7.48509	17.97890	0.00000	-117.79394	0.04751	7.35697	7.41807	1145.32245	4.75859	9.75433
6.27645	61.37506	10.48574	8.72802	48.30822	61.53048	9.47402	11.50526	5.87479	26.23021	0.00000	77.23826	0.75567	10.51762	7.97487	1183.25802	6.77957	7.18248
5.81106	48.09920	9.42452	8.17219	52.65283	52.55535	7.25902	37.49223	6.49932	2.42979	1.00000	15.07041	0.11633	8.57376	5.05405	1185.45482	6.05638	7.89030
8.96361	38.71367	10.07713	8.23710	28.76026	45.56479	10.07461	4.73245	6.09182	11.29457	0.00000	-74.26419	5.23281	12.49499	6.36551	1149.67489	6.66647	8.25705
7.37874	41.96764	6.55842	8.15277	55.89297	42.89727	9.24860	61.72744	5.90743	1.94474	1.00000	17.10558	0.05170	7.60979	8.55207	1062.68845	8.20134	6.39540
7.58455	57.36074	4.98007	7.87432	41.75388	39.24703	4.40473	-8.43333	10.36399	1.30325	0.00000	114.33333	2.94047	11.91203	7.23369	1061.48129	5.08609	9.77035
8.06293	74.95801	9.76119	7.89080	47.49242	53.70611	9.87227	51.30001	7.29364	11.60268	1.00000	13.10984	0.02025	4.74176	7.75776	1056.50386	6.84334	9.60486
8.75055	61.79593	7.44288	6.60667	45.61604	41.58522	6.46073	44.22639	7.47421	35.24756	0.00000	22.53083	0.55822	10.18937	8.23889	1159.65873	5.49766	9.43943
7.64018	67.60140	6.43093	6.83012	42.55397	52.53618	10.06578	16.0567	3.59605	18.06003	1.00000	103.65309	0.31250	9.60382	8.93067	1104.36771	6.45589	7.94843
9.21785	65.20167	9.71858	8.34361	27.60135	43.49572	9.69366	48	7.19995	-8.33768	0.00000	-4.1	0.03552	7.09120	7.47887	1105.61351	9.60312	6.98442
8.43403	41.52895	5.84591	8.01630	55.61450	60.33170	9.22065	36.06523	7.84712	19.60886	1.00000	-119.01677	0.17321	8.90761	8.04541	1052.30150	11.09143	5.77076
6.77544	38.53735	7.40285	6.54188	45.09711	59.06125	8.84684	40.72816	4.08811	5.92929	1.00000	-74.07764	0.35533	9.71953	6.09979	1166.21400	9.18037	6.07735
8.76703	58.35018	5.66858	8.60434	58.15162	26.91631	8.34974	-28.81833	7.62064	20.83042	1.00000	-52.51028	0.31124	9.56341	8.63037	1119.45090	9.32973	7.98552
9.96526	43.91918	6.82137	8.27846	68.07669	33.31278	9.17728	11.15583	5.60324	17.75610	1.00000	42.7125	0.18247	8.98102	7.85596	1114.45013	8.80597	6.25124
7.26738	55.24847	8.97416	9.41463	67.37642	71.93649	8.37249	55.38752	6.64642	9.34621	1.00000	36.73307	0.05557	6.96440	9.36454	1068.16477	6.06224	8.77558
6.61747	67.32720	10.42656	8.87486	55.18888	46.04735	5.32003	41.47892	10.18077	5.66646	0.00000	-87.45476	0.19470	9.04558	6.65537	1084.28934	8.93023	8.62061
8.06615	50.42957	4.55425	6.17350	59.38946	19.71638	11.26068	42.64031	8.66674	3.43687	1.00000	125.51176	8.34693	12.96293	9.42005	1054.28879	8.86307	6.27311
7.11902	46.59042	8.67124	7.50684	53.77764	57.23041	8.87414	22.4711	7.04864	3.01290	0.00000	88.1453	0.02960	5.89230	7.28405	1093.33999	11.10235	5.68457
8.62801	71.23447	8.04613	6.80731	55.54966	52.85346	8.13881	21.59983	7.12581	14.52068	0.00000	71.21169	3.05000	11.95372	9.62898	1087.13070	8.79277	4.51286
8.70897	56.27212	9.79809	8.59179	47.48978	54.07782	8.23072	-1.6	6.02471	11.34404	1.00000	103.61667	0.08317	7.85538	6.31427	1068.20861	5.33082	8.10182
8.58997	68.46565	10.08494	8.08985	55.19625	46.41724	6.85287	40.64621	9.22134	16.25060	0.00000	-73.97069	0.07185	7.61724	6.68588	1194.24193	7.19540	9.35856
7.56354	74.47870	10.69988	8.13835	57.98563	29.69701	10.02172	13.65805	6.15419	23.27775	1.00000	102.56365	0.15615	8.77845	7.60766	1154.72370	5.17762	8.88508
7.91418	50.21081	8.15400	5.47853	41.26285	50.38655	7.26800	41.84364	3.42109	18.12521	0.00000	-87.71255	0.05796	7.19654	7.30870	1061.80412	7.47871	6.36299
7.71791	36.03652	8.38985	8.76528	28.72238	38.54867	9.77085	43.1122	6.90179	1.27803	1.00000	12.38878	0.04007	6.77932	9.94021	1090.13103	5.21971	10.00907
9.11219	47.58593	7.06511	6.36636	54.95764	32.51177	8.32120	-38.16604	5.94673	2.30493	1.00000	145.13643	0.04208	6.46028	6.19214	1171.99949	6.62330	9.15345
7.59161	67.73769	10.14414	6.86637	48.21978	56.11654	4.98356	35.21222	6.27591	6.03900	1.00000	2.31889	0.12895	8.58243	8.19807	1189.07194	5.16921	6.10299
7.67333	71.58594	8.97858	8.44461	44.76209	52.54610	9.34441	42.52787	6.49304	16.59232	0.00000	-70.92866	0.08992	7.69937	6.98877	1111.95178	9.08721	6.78339
7.55664	58.29461	6.32693	7.94285	32.52166	40.61573	7.60330	41.63976	6.89932	10.49686	0.00000	2.35739	0.08085	8.04201	8.33407	1148.91159	10.22522	2.80372
7.05694	59.49574	9.31769	7.82275	68.35000	37.10477	6.73809	27.85	8.04075	34.89476	0.00000	112.9	0.23556	9.25551	9.21152	1127.78103	5.89073	8.49462
7.54051	73.46051	11.50161	9.05029	51.56934	70.12574	6.82191	23.5654	9.69549	13.42220	0.00000	119.58627	0.09919	7.91442	7.40862	1115.73151	7.09967	7.35521
7.86785	73.73523	8.90921	8.65053	60.02887	24.77871	6.06642	45.47885	6.63861	18.51640	1.00000	133.42825	0.07716	7.73577	6.76515	1132.66276	4.00756	7.48326
9.52998	64.38748	4.62725	8.09640	60.34080	38.70592	11.56597	44.31771	7.64336	12.39370	0.00000	9.32241	1.47470	11.21813	8.16900	1169.08876	9.10883	6.83785
7.99715	56.29057		6.58336	63.13988	31.11856	10.99233	44.59445	4.27871	16.46021	1.00000	11.04979	0.06648	7.48599	4.81254	1086.05689	6.56590	9.29127
6.78423	69.94307	8.55070	9.29001	38.44716	48.64750	12.40190	39.78504	6.09088	21.59189	1.00000	-85.76942	0.04623	5.01580	7.64525	1068.67487	7.10788	11.02446
9.03409	67.48360	9.99960	8.67438	32.79563	56.84986	10.13640	53.16167	8.36448	7.43605	1.00000	6.76111	0.02379	5.19659	8.37890	1099.22537	6.40070	10.24836
6.99580	63.50960	9.82843	7.61267	56.86517	47.31612	8.80344	33.03699	7.20017	6.31895	1.00000	-117.29198	0.04725	7.15097	7.08294	1141.32142	5.56580	9.00645
7.49268	59.09808	10.51345	10.13748	54.66370	42.30218	8.36446	24.41288	8.42452	26.81936	0.00000	76.56719	0.05268	6.11549	7.83579	1099.97763	6.22789	9.58925
7.36385	61.56468	11.56656	6.81112	53.68203	34.04412	8.41188	57.47908	9.39326	28.63378	1.00000	-4.22398	0.04248	5.35528	6.84631	1199.83029	5.26561	9.12985
5.79598	57.76714	8.36843		39.28672	29.58628	6.05831	42.22718	10.33099	12.17053	0.00000	14.39024	0.26112	9.35582	6.68738	1063.00324	6.83092	8.47742
8.61645	58.40852	9.88324	5.69664	44.79431	36.43533	12.33176	43.1122	4.50247	17.94145	1.00000	12.38878	0.13268	8.48160	7.10631	1076.93077	8.24199	9.69213
7.17039	36.33479	7.72534	7.92857	57.87690	44.39757	6.29756	4.88441	10.34236	-0.10761	0.00000	101.96857	1.38136	11.14460	9.22136	1059.34988	6.05382	5.62218
9.59378	51.48757	7.76549	7.36501	59.93130	29.78093	7.89473	50.09019	5.64114	14.00242	0.00000	8.4493	0.86651	10.67285	8.78329	1073.28539	8.93157	5.11178
7.80795	75.86593	9.08174	8.10508	50.48211	62.71987	9.51560	33.76446	7.88679	5.07023	0.00000	-117.79394	2.33088	11.68005	8.87032	1127.67824	8.28323	6.24754
8.21179	37.68038	8.80005	8.53920	46.03903	18.67730	8.48282	-6.91806	6.67745	5.85858	1.00000	106.92667	0.04456	6.54556	7.47995	1147.89212	6.68827	8.88616
7.33030		9.89177	6.96575	56.81836	57.19932	9.38445	18.42745	6.30789	19.34896	0.00000	-67.15407	0.83044	10.61944	9.10465	1103.46788	9.17862	9.17839
8.56648	47.23782	9.49268	8.28398	53.74299	39.48148	9.25675	-8.76194	5.68046	17.16714	0.00000	-63.90389	0.04753	6.15968	8.80850	1080.09905	9.46190	7.41788
7.58319	48.42588	8.61829	8.34014	51.99378	65.73754	8.16446	-34.64167	4.52247	9.72123	0.00000	-60.47389	0.14658	8.72055	6.14079	1173.81754	8.30922	6.05244
9.50765	83.17569	9.44734	8.62226	44.93862	68.75624	9.44967	48.28259	7.56419	24.55234	0.00000	9.72749	0.55223	10.20140	9.14028	1179.69579	9.99415	6.90359
6.34921	44.47697	8.65350	7.52715	45.55809	67.38566	7.34617	-22.53722	6.45713	15.54656	1.00000	-42.98194	0.03852	5.76282	7.56610	1108.83343	7.53895	8.13473
6.75122	55.65496	9.58365	9.88692	49.01154	74.31755	10.30149	33.37526	5.35107	19.85009	1.00000	74.3092	0.12949	8.63898	6.70402	1112.85556	5.24539	9.12057
7.21649	54.02011	10.65625	7.20607	47.40531	47.39107	9.22591	37.56667	8.97934	19.31007	1.00000	140.11667	0.03406	5.64100	7.19489	1176.39830	4.47301	9.82678
8.75741	43.40936	5.69028	7.89673	52.56499	31.48940	8.40755	41.84364	8.95379	4.79362	1.00000	-87.71255	0.74438	10.52313	8.44180	1057.82378	10.45361	6.09077
8.30082	53.79484	9.17814	7.15120	60.78613	74.63142	9.51113	45.49428	5.63228	-15.56139	0.00000	-122.86705	0.01873	6.65886	7.71612	1163.17681	8.34707	7.77902
7.09269	57.51594	8.69653	8.77453	57.50791	35.58473	5.06373	61.78491	9.59512	12.70449	0.00000	34.34691	1.16793	10.99185	7.03548	1093.55162	6.64005	7.80396
7.11288	35.08799	7.41430	7.01449	48.86411	57.76921	7.46605	8.35122	5.75624	21.57307	1.00000	-62.64102	0.03603	6.78061	7.92447	1092.13795	9.89538	5.57713
6.46501	64.47758	5.26050	6.60890	48.92075	24.99949	10.82633	15.79408	7.25408	20.71308	1.00000	104.1451	1.50172	11.23222	6.98661	1135.98282	7.12469	6.35723
7.98247	63.88875	8.64532	7.33821	65.29592	26.83210	6.13972	49.68369	9.16173	22.66485	0.00000	8.61839	0.10878	8.12375	5.47363	1100.98530	8.31962	11.17075
9.08681	68.82692	9.19225	7.62733	43.39158	38.58981	9.68472	-26.93366	6.84954	9.67765	1.00000	29.24152	0.04775	6.91479	7.10768	1119.76486	5.55810	9.60294
7.85603	81.28510	11.98198	7.55960	57.43646	56.61623	9.12268	41.09246	7.33102	5.45178	1.00000	45.36561	0.02612	5.26375	8.75225	1072.77626	6.35759	8.25411
7.91131	43.87460	9.62141	6.90603	53.41850	33.28150	9.64118	50.82882	6.20129	17.58965	0.00000	-0.32247	0.02254	5.40602	8.00530	1055.57554	9.60835	7.88924
7.88544	42.54890	7.74366	8.11001	55.57675	40.68779	8.22444	33.41012	6.32890	17.16118	0.00000	-91.06177	2.66089	11.81200	8.03181	1055.66961	7.43900	4.13867
9.26436	47.37540	9.50516	8.86562	48.47615	42.40854	8.79661	-6.91806	5.64994	4.19550	0.00000	106.92667	0.12739	8.43376	5.76569	1131.43391	9.82319	8.07197
8.36192	43.28170	5.50813	8.52811	45.28135	57.76153	3.91111	55.8736	3.98216	24.70090	1.00000	85.4265	0.02908	6.48426	7.68457	1058.35681	5.93476	6.09999
7.98138	34.77036	8.84575	7.00988	67.99789	58.07378	8.82993	43.16547	5.46436	-2.10813	1.00000	-77.70066	0.05710	6.39429	8.39686	1058.79134	7.75497	8.42791
9.80708	63.13725	7.30555	7.13394	44.36185	59.43593	7.17543	13.65805	7.77307	22.77389	1.00000	102.56365	0.16155	8.77594	6.97322	1120.16644	10.00929	4.95754
6.51557	43.03548	7.69488	7.26112	47.33416	61.70813	8.27381	11.8659	6.19498	19.78978	0.00000	34.3869	0.15670	8.86526	6.59117	1109.99879	8.25050	4.74453
8.74095	67.37906	9.72014	8.02768	40.07853	37.76252	10.58018	53.43333	6.99204	7.66548	1.00000	-7.95	0.01427	4.83468	8.48023	1151.78785	7.31896	9.88906
4.31884	50.03292	8.12746	10.27891	35.90978	58.53793	9.22645	53.5942		22.37711	1.00000	25.8191	0.02026	3.57644	5.32926	1093.22683	7.78482	9.80972
7.81382		8.97576	7.78986	44.79355	52.86787	11.26531	38.91817	6.97185	10.94777	1.00000	-78.19444	0.02872	5.31702	6.88381	1146.65323	6.60790	10.63689
8.43427	80.24518	10.44927	7.51648	45.06210	27.89405	6.44029	10.10649	9.46566	24.13378	0.00000	76.35484	0.07618	7.95333	7.24334	1160.87604	6.47171	9.22541
9.37560	39.92934	11.42752	7.78953	42.48301	49.72674	10.38498	43.96222	6.02556	18.52458	1.00000	43.63417	0.23853	9.28074	7.73103	1118.48852	4.78626	
8.24352	53.16815	10.76210	7.20757	40.60199	65.33104	9.83801	37.35813	7.57235	7.42421	1.00000	-6.03731	0.03561	6.49067	8.26286	1134.67806	6.05153	9.38510
8.10870	44.97746	7.84266	8.20127	29.45317	45.74097	7.40288	37.71715	6.21205	26.95110	1.00000	-122.40433	0.04260	7.24177	10.96063	1089.82049	11.02219	4.75378
6.91458	55.32012	6.04756	4.37001	40.23429	19.93211	9.20747	37.71715	7.26899	6.30936	1.00000	-122.40433	0.23149	9.28059	6.76177	1141.58266	9.21399	5.92157
9.03047	76.53179	7.73056	7.40198	64.00186	55.88696	6.97758	-7.81667	4.76555	7.40940	1.00000	112.01667	0.01940	4.84998	7.35401	1073.97976	8.40169	7.31699
5.90612	54.71437	8.62697	8.55919	44.32431	48.95225	8.57130	33.42585	5.55203	4.62915	0.00000	-6.00137	0.02227	6.15739	7.25874	1133.15513	9.41901	5.28304
7.21705	45.25324	8.42690	7.91432	46.55348	48.01077	4.72310	41.55838	9.88142	11.68777	0.00000	-81.56929	0.42449	9.92052	8.04173	1183.21853	7.49344	10.04614
7.35193	52.19594	8.67366	7.49826	37.08823	68.04416	7.43768	-29.2975	5.95135	22.54037	1.00000	-51.50361	0.12131	8.49219	10.08700	1108.72297	4.53611	8.07426
8.18648	71.65888	8.43352	7.58891	59.13402	26.08792	8.94362	48.28259	7.07719	28.10230	0.00000	9.72749	1.56265	11.26318	7.12645	1164.07660	9.03078	6.33973
6.63901	60.39245	5.16744	9.59310	30.03615	48.85213	10.97845	23.15678	7.99965	17.41696	1.00000	-81.24441	2.71855	11.83113	7.56924	1111.75654	9.02598	5.37805
7.21642	73.94126	6.10645	7.38857	52.02111	45.01734	11.09247	50.88506	6.27426	16.90231	1.00000	4.07601	0.40567	9.83481	8.85963	1106.85354	10.54858	5.25698
9.12309	55.88663	8.45856	7.45860	40.29261	36.89953	11.36125	-22.97056	9.39715	36.00147	1.00000	-46.99583	0.02902	4.13824	7.31205	1104.93656	5.88120	12.16198
7.81873	56.30805	11.14558	8.04134	22.26654	65.65177	11.07077	41.09246	6.50364	18.54423	1.00000	45.36561	0.03101	6.61834	8.97888	1195.41907	7.18556	9.38000
6.59974	56.83925	5.49818	8.33188	58.78074	40.52191	11.48718	27.92333	5.51501	25.02373	1.00000	118.53333	0.96423	10.77899	5.31665	1109.10485	6.46490	7.10542
7.70795	50.63161	11.88385	6.59075	57.43022	42.96669	12.41115	12.1277	6.23465	24.64503	1.00000	78.15794	0.05155	6.46455	7.84520	1093.10569	8.22189	9.75417
6.48584	52.15255	10.72077	8.37767	41.61758	46.84155	5.53916	33.72255	9.27273	10.14209	0.00000	-116.37697	0.16550	8.78250	8.07427	1057.06361	6.64289	9.05797
7.38301	62.42552	8.71260	6.79634	40.77150	32.71662	8.64497	41.94175	4.87811	0.35572	0.00000	123.50266	0.15522	8.84722	7.42357	1120.17778	8.72149	6.08608
9.00184	52.55496	8.01359	8.09390	34.77397	19.71971	10.12391	52.26083	8.53186	25.75336	1.00000	7.00417	0.03658	4.80992	7.66024	1176.23790	6.13782	11.15357
6.82443	15.84685	11.12809	7.83835	56.43469	53.92844	9.41978	41.82143	3.83094	26.07070	1.00000	41.77921	0.07568	7.60972	7.42746	1185.20355	8.28428	7.01956
7.04469	39.94128	7.15298	8.04184	47.70997	53.64233	6.05670	41.09822	5.18191	11.29839	1.00000	120.74792	0.08721	8.16453	6.58097	1158.72770	7.70719	8.32801
7.08358	68.71144	7.14708	8.19721	49.31854	48.12632	8.37553	-25.54073	5.40580	18.76821	1.00000	152.70493	0.04905	6.92769	6.11811	1174.46613	6.36647	8.88868
7.57630	44.58126	6.77711	6.75016	59.04471	42.65958	10.40879	34.25	4.79138	13.67422	1.00000	135.31667	0.33010	9.65017	8.08150	1054.78649	7.33191	4.88601
8.37985	42.84514	9.99629	9.44683	67.61429	64.73445	11.30357	43.41949	7.53582	16.32326	1.00000	77.0202	0.04082	6.79036	7.68676	1166.32931	5.56468	10.61691
6.92639	56.24011		8.28250	48.90081	59.65993	12.08680	-38.16604	6.03403	14.17030	1.00000	145.13643	0.63849	10.35827	6.33226	1161.57818	9.55744	6.51725
7.09300	54.82822	3.96583	6.08645	43.36831	37.22435	10.23491	38.47917	7.92587	20.52828	1.00000	-1.325	6.77115	12.75657	7.97600	1104.09423	8.89936	8.90551
7.48989	46.00365	7.53103	6.60814	30.98194	79.57068	6.43857	54.48147	5.52283	32.69195	1.00000	53.47103	0.09352	7.97864	7.34059	1160.11078	8.42030	7.55013
7.88312	58.88894	4.79057	7.21714	78.14769	60.62525	10.10281	40.60538	6.38565	28.30264	1.00000	-73.75513	0.69138	10.43325	7.71154	1078.90433	7.32057	8.70293
5.77097	46.94826	8.91709	8.80769	47.18766	31.29422	8.74453	37.51803	4.93026	-0.87897	0.00000	15.00913	0.02192	5.09733	6.46679	1060.38136	7.53570	5.06689
8.09419	53.85054	6.70247	7.38693	48.37271	25.87380	8.95597	46.75451	5.66307	21.21246	1.00000	33.34864	0.13042	8.61418	7.34061	1136.98359	7.82753	6.28877
7.17059	56.93380	7.48517	7.88727	53.98936	48.76284	7.76683	12.1277	6.51547	13.26828	0.00000	78.15794	0.12530	8.50329	7.94271	1061.34075	4.03977	10.78268
7.40931	76.25916	7.94303	7.24791	46.21896	43.17462	8.31878	40.57788	6.11266	3.45749	0.00000	-73.95958	0.06803	7.74646	8.99041	1160.58377	10.05439	5.80334
8.63538	34.78752	11.26880	7.00023	48.43073	93.72656	5.77238	49.97704	10.47592	24.31939	0.00000	9.15214	0.12295	8.57185	7.00410	1073.54514	8.00257	7.67141
8.22366	34.61624	8.95704	7.37716	38.69931	54.56505	8.69824	-11.78333	5.91314	6.21792	0.00000	19.91667	0.31995	9.67196	7.13189	1056.62840	8.71437	6.67544
8.61280	55.65935	8.32550	7.31757	37.81265	29.56525	6.90694	19.30157	4.10588	-4.54486	1.00000	72.85107	0.03559	6.53931	7.38526	1101.97690	7.24724	6.78722
10.48507	33.48415	7.41537	7.66466	38.46569	34.19680	7.50482	49.13645	6.07900	20.59214	0.00000	8.91229	0.47231	10.02951	8.17952	1111.42702	9.02198	3.81255
7.65028	39.25725	7.69883	6.73499	43.16177	62.35831	4.65369	25.87972	4.84270	-0.13752	1.00000	-97.50417	0.17875	8.93250	7.91234	1166.75182	5.19343	6.18865
7.90400	40.79460	9.42351	8.71801	63.87517	48.23089	8.82939	-7.01833	5.16398	13.39900	1.00000	107.60389	0.07335	7.65743	7.76216	1175.70343	6.61263	8.12221
6.47361	50.63428	6.42759	7.73980	17.17692	61.23836	8.25690	23.02677	8.27687	7.67791	1.00000	113.13148	0.09210	8.16176	7.65211	1193.32307	11.02875	5.06837
7.51888	44.48429	9.79307	8.10152	62.09752	62.30604	7.67636	45.53069	5.72874	13.69707	1.00000	9.40531	0.18133	8.97672	8.40367	1061.79922	5.27797	7.63048
8.22450	59.76535	6.04214	7.49814	70.98356	59.34694	9.91382	45.47885	6.60332	30.25210	1.00000	133.42825	0.86829	10.66227	6.19587	1182.31613	9.47858	4.78422
8.14663	64.57244	8.20127	8.13395	19.86625	68.27807	8.01032	-4.83	4.91325	15.59302	0.00000	29.65806	0.08803	8.23831	7.53532	1150.46493	9.18028	6.18102
8.76487	60.61445	6.93817	7.77921	49.60345	32.01806	10.53351	50.72043	4.12680	-1.71957	1.00000	11.34046	1.21645	11.01744	8.73949	1180.30080	8.29448	5.31741
7.53534	57.27576	6.50010	7.50507	53.33986	52.36263	8.85384	-16.25	3.66230	24.22427	1.00000	-69.08333	0.25926	9.34860	8.39286	1141.34094	6.56502	9.09933
7.82628	63.59930	6.50733	7.64520	55.68919	59.24023	8.38801	48	7.96333	9.58840	1.00000	-4.1	0.09002	8.23831	8.41511	1069.50312	9.42413	5.39907
6.25703	35.51621	8.73215	7.76889	48.92505	68.46201	9.20967	40.94065	5.75012	21.00004	0.00000	-73.99681	0.69499	10.42851	8.24683	1096.96931	7.77612	7.11701
6.30229	32.66960	8.28868	6.48300	48.84719	70.02214	8.06098	20.88197	5.73379	18.13084	0.00000	85.83334	0.30052	9.51154	7.48360	1133.15879	8.57098	5.11505
8.35942	84.55578	11.57192	6.41992	51.80590	48.34730	6.42231	14.37395	11.11205	12.16011	0.00000	100.48528	0.10097	8.10913	7.83697	1071.37823	7.03141	6.20497
7.03294	59.07602	9.86631	7.02246	60.44890	37.23532	5.99331	-28.44917	9.10643	-13.52536	0.00000	-52.2	0.34599	9.67980	7.91442	1188.67732	7.01066	7.87401
8.18515	49.09264	10.03220	7.99465	54.24113	58.48412	10.17296	-22.9	6.78410	14.26111	0.00000	44.53333	0.12716	8.41599	6.92813	1198.66963	9.66123	8.25386
8.56970	57.79295	4.20430	6.27945	45.71692	51.83589	12.41266	46.23899	8.67398	9.22258	1.00000	-63.13414	2.36085	11.69211	7.33323	1137.97440	9.17915	6.39580
9.06492	62.87229	5.39074	8.69399	34.15111	35.90285	10.28298	41.9001	4.80159	1.80602	1.00000	-71.08977	4.08492	12.24724	8.03055	1198.34988	9.53029	9.14235
8.21981	61.00465	7.06806	7.42366	51.73962	47.35687	9.20413	57.30185	5.41330	6.64989	1.00000	39.85331	0.29105	9.45608	6.02947	1191.07943	8.91854	4.75251
6.96510	56.24753	7.43238	9.16295	52.70710	38.53935	6.20909	47.38093	6.92380	27.36524	1.00000	-122.23484	0.03831	6.93903	9.32392	1115.05505	8.93716	6.71016
8.06514	84.13173	7.98525	7.97377	36.39667	52.52056	5.58876	-10.90889	4.01178	12.62657	1.00000	-37.03861	0.09798	8.22023	9.25319	1075.45561	7.52745	8.32190
7.57946	84.49986	9.26724	7.43756	57.72940	37.56530	9.74882	51.12794	8.03730	23.18130	0.00000	4.21372	3.77356	12.16257	7.32518	1105.16564	9.27590	8.29794
8.99638	33.96094	9.23386	8.15972	64.31652	43.27104	8.98328	53.14657	7.15857	19.74549	0.00000	140.72287	0.24484	9.36963	8.09905	1152.92996	10.22555	6.00409
8.83790	66.78360	5.93252	7.43062	53.68338	52.88747	10.09029	53.83333	5.74413	21.20291	1.00000	-2.98333	0.12567	8.61801	8.23677	1069.61004	8.46514	7.44650
9.47753	41.93795	11.50630	9.28144	57.22903	49.35690	7.16040	4.94273	9.79991	-4.63949	0.00000	15.87735	0.04740	7.22720	7.70949	1187.32204	6.87567	7.88939
7.44034	58.91221	9.53906	6.13794	32.47884	56.77682	9.54781	31.64615	5.94747	15.48842	0.00000	120.74221	0.35721	9.78348	6.80139	1144.28948	8.49727	8.10923
7.53994	53.80879	6.33492	8.30290	61.13057	29.09225	8.49023	35.95664	5.99060	15.03339	1.00000	36.7138	0.11829	8.42139	7.63259	1085.77346	8.83632	7.60024
7.22378	58.25052	9.50148	8.45368	56.84436	39.02491	10.34842	42.64031	7.46762	4.07718	1.00000	125.51176	0.03622	5.95644	7.47774	1157.74959	6.70942	10.13895
5.47825	42.09113	6.94475	8.99499	71.03678	63.78939	9.19011	44.31771	6.38503	9.03526	1.00000	9.32241	0.03793	6.31167	7.03206	1084.66959	5.81896	9.97978
7.40933	48.18106	9.80445	8.53365	55.53865	43.04912	6.61972	-22.57306	9.99377	23.92680	0.00000	-47.1725	0.08350	7.93179	6.05652	1057.89584	7.52174	9.09723
7.51494	63.24866	5.71653	7.97069	55.09494	49.16209	9.80864	23.04419	7.84655	0.03462	1.00000	-82.00919	0.16677	8.98034	5.76854	1061.45530	7.95698	6.57689
6.51067	56.04335	8.28625	8.28251	46.50659	51.50775	8.50129	33.92866	6.68862	6.44014	0.00000	-6.90656	0.06365	7.54910	7.10622	1171.55657	9.73351	4.99982
7.17930	56.35386	7.13673	5.91012	46.18475	42.30880	4.81473	37.74615	9.04260	34.91690	0.00000	-25.66689	5.65454	12.57179	6.77587	1058.96028	5.70412	7.10954
8.49960	58.04149	11.30112	7.99098	51.87843	64.78293	11.87279	48.79325	9.59738	30.58126	1.00000	2.29275	0.05835	6.60889	6.10756	1182.08684	4.98296	11.50900
