PM2.5	longitude	TEMP	latitude	CH4	O3	CO	SO2	NH3	H2CO	CFCs	PM10	Pb	C2H3NO5	PRES	warning	PAHs	NOx
6.29362	30.79165	14.35025	-27.76952	11.50394	5.81951	12.10859	8.65812	8.61279	49.14766	68.89938	8.35853	40.97582	12.58296	1111.27601	1.00000	7.41545	3.72345
5.09874	4.47124	-2.43422	51.95838	7.73811	8.97543	5.91998	5.16074	4.26482	45.93057	73.08029	7.51960	47.78173	5.04892	1090.55166	1.00000	6.61652	7.64709
8.55475	10.03478	1.40520	37.16911	4.93942	7.69688	6.70382	3.11958	10.74549	47.03032	76.05315	5.35576	58.33732	4.78929	1105.37966	0.00000	7.46610	10.58930
5.36442	55.4504	18.57928	-20.88231	9.15275	7.30117	6.69387	5.42034	4.84642	68.17129	87.13499	6.53123	58.76920	5.83300	1164.06855	1.00000	5.54560	8.00016
10.30390	7.2278	28.45641	50.64336	5.93671	7.03610	6.12797	8.80420	7.07530	39.17635	69.79944	5.77879	58.44750	2.76459	1094.56205	1.00000	6.30107	9.62240
8.10004	-8.2194	21.71518	43.48961	6.55879	7.18312	5.89379	6.22488	8.53791	39.93491	78.53534	7.11233	40.91049	6.86283	1115.80343	1.00000	7.15158	11.86749
8.25215	10.98461	8.17609	48.35693	6.03910	7.61990	10.91747	6.73196	8.81593	54.02112	73.65077	8.02517	44.05997	8.39137	1197.88523	0.00000	7.82520	5.88228
8.91396	136.61667	28.72344	36.53333	9.53765	8.22792	7.39382	6.20767	4.66382	80.09607	75.54861	8.17437	37.79777	8.59624	1177.81249	1.00000	8.62486	5.08347
8.64625	139.07204	20.53918	36.24624	8.14310	6.67915	8.84568	6.79685	6.83043	53.81350	75.84164	8.45124	55.10700	12.19354	1113.25813	1.00000	6.45379	8.61055
3.46365	139.55722	15.32756	36	8.71589	6.27978	9.22594	5.00908	6.65819	75.08248	72.78012	6.71813	39.64968	4.66766	1189.56898	1.00000	6.46969	9.80274
8.32416	123.89071	5.66422	10.31672	8.03613	9.99310	7.93216	6.11039	6.10296	45.57199	73.07041	6.96088	41.78678	4.11772	1057.91487	0.00000	7.67227	4.88889
9.63775	44.7662	32.96911	40.49748	6.74132	5.96001	6.35188	4.79980	6.60604	45.61298	88.97480	5.51432	61.37540	2.75524	1136.43452	0.00000	5.70245	9.98778
7.09507	0.30367	27.62117	51.38673	6.28560	7.66252	7.88278	6.62862	5.55710	47.41372	72.49913	7.40207	38.26488	6.18298	1170.34905	1.00000	6.49468	8.01364
6.99323	120.03308	26.55701	28.88162	7.98559	7.25337	8.06317	6.24825	5.61565	56.61444	79.33920	6.70910	39.24734	3.87542	1183.48220	1.00000	7.48637	8.21783
10.81056	-8.33147	20.93616	41.20485	9.52774	7.07929	9.21804	6.23565	6.12783	35.92130	75.37597	7.08169	45.72230	4.87255	1100.21311	1.00000	5.87252	6.55164
10.66709	21.32778	12.60099	42	9.35422	6.74729	8.40614	6.42190	4.53932	52.00629	85.18661	7.29944	22.70800	6.36998	1107.95346	0.00000	7.03797	7.01264
7.32177	-1.47217	1.24480	53.46506	7.56545	6.15473	8.36069	6.65663	5.36592	45.19040	50.66510	8.05593	39.27035	7.20336	1125.67443	1.00000	6.45197	8.42758
9.94244	-87.70172	13.31756	41.72059	10.03493	8.10032	8.35685	5.99590	4.75418	77.10192	68.42019	7.12043	40.77664	5.67617	1152.24915	0.00000	8.24867	7.19993
2.92566	137.23333	14.34155	35.8	10.43497	6.85076	7.10669	2.46312	6.05846	43.38225	76.47475	6.50439	42.84423	3.42616	1093.12164	1.00000	6.43322	8.65964
8.66832	100.24529	22.82683	5.4709	7.60703	6.43349	6.67203	8.66178	8.46675	69.19497	89.79428	7.15350	47.67916	8.03099	1065.66544	1.00000	7.10187	7.88503
7.10198	48.87498		38.45598	5.63023	6.83749	8.56088	8.27880	5.17439	56.70047	64.39102	6.63190	69.07041	3.78342	1075.36790	1.00000	6.19804	8.84094
8.73191	69.67639	24.58188	41.29444	5.48353	7.25990	9.96747	5.06908	9.71117	39.39257	62.78020	7.26612	29.43076	4.81458	1109.38683	0.00000	6.62858	6.85853
6.83830	88.58	44.67140	23.18	3.13161	7.75234	9.28822	4.65953	12.41784	48.96399	73.10658	6.12182	38.03604	4.33840	1113.45710	0.00000	5.49637	8.90824
8.25761	-0.36053	20.17503	51.64316	7.83647	6.50791	7.67542	6.29761	4.59977	62.94791	77.15022	8.95276	60.72963	15.32873	1151.25207	0.00000	6.79058	2.99993
4.58604	6.8625	34.46803	51.47805	8.95994	7.18353	6.95944	5.83952	4.35548	48.05003	88.63038	7.27456	45.07234	4.46796	1194.18937	1.00000	7.05938	8.06680
8.15183	-115.98391	13.98416	36.20829	7.25488	7.02829	10.15851	7.95379	6.46882	48.32431	70.62412	6.75387	28.49771	4.29210	1153.64685	1.00000	6.69230	8.87814
3.10872	76.11996	10.47268	11.12018	10.32149	7.18669	9.63370	2.57946	7.53158	63.35785	70.66239	7.17558	40.05403	5.42441	1097.13351	1.00000	6.89435	8.88552
6.81364	-77.96389	32.59445	39.45621	6.56226	6.74421	7.66971	6.46651	5.20506	57.15662	70.33804	8.76239	58.72423	16.01925	1071.56241	1.00000	7.28139	8.26077
10.00179	171.25364	22.39745	-44.39672	6.55695	8.52731	7.36251	3.38253	8.37620	44.21566	85.38209	7.51853	50.52932	6.99432	1070.33758	0.00000	7.36241	9.09708
8.45739	-87.88754	19.32134	41.15376	10.05145	6.00802	9.67513	7.05508	7.20042	35.78596	75.05211	6.54143	48.20213	2.18816	1130.37349	0.00000	5.20462	7.56760
6.49528	113.82465	9.41305	23.29549	4.85493	6.04483	10.66386	7.30286	10.67255	61.84207	80.13977	6.80249	34.13783	5.64319	1184.20825	0.00000	5.56060	6.91097
8.56523	9.17702	15.68442	48.78232	8.47803	6.09400	8.18458	7.42152	5.71193	57.66310	73.86747	7.95263	56.60055	9.38742	1106.93074	1.00000	7.60433	9.39086
10.30529	-2.68333	20.21483	43.31667	4.78334	5.45498	5.95457	1.84434	8.72907	34.90697	75.91712	6.83936	45.75081	4.73933	1177.40643	0.00000	6.73094	10.79196
9.93462	125.51176	16.92763	42.64031	7.77015	8.98018	7.49153	9.87771	8.68070	24.13189	79.83736	6.57630	45.35809	3.82911	1149.29235	1.00000	9.17786	11.26970
9.12469	38.01667	10.78162	-5.41667	8.54902	8.34695	8.25402	11.66965	9.07798	18.80822	77.85400	5.49249	31.61967	4.55299	1085.62036	1.00000	5.16962	6.73663
6.92812	125.21972	6.38003	-8.99167	7.52365	6.88920	8.12568	7.71998	5.34090	63.14510	74.84722	7.05998	42.29841	5.18788	1161.95548	1.00000	6.25478	9.10449
6.31783	-88.3162	5.17052	42.24113	8.24649	6.14781	9.96112	4.75965	5.39394	62.66358	70.95618	7.41072	47.20278	5.31333	1175.59929	0.00000	6.81448	7.11897
7.68647	72.54064	-2.92722	31.82539	7.70382	5.86401	6.18905	9.92743	9.20098	48.96158	84.21522	5.89423	52.69657	3.33728	1096.58106	1.00000	6.95930	10.43089
8.22840	1.33467	6.73953	43.61058	8.00259	7.24131	7.70792	4.09315	6.60041	37.50645	85.18414	6.50468	48.47558	1.79471	1075.04024	1.00000	6.71163	8.26060
7.09851	5.03586	31.19171	43.83125	8.82131	7.78464	10.44844	6.98709	7.01667	54.76467	74.04730	9.13269	38.48736	19.90757	1073.23275	1.00000	7.08588	9.55822
8.69503	83.36889	32.07189	26.76628	9.30940	6.61637	7.73899	5.69685	5.68586	61.91411	67.07964	7.36993	32.37917	5.78636	1161.47426	0.00000	6.99629	7.03831
10.09376	7.20769	7.92291	50.80019	10.58386	7.01769	9.04554	8.05552	3.68582	64.40271	80.97833	7.29883	59.93643	5.93783	1129.21965	0.00000	6.40352	4.27837
3.45324	37.00438	13.14983	-7.60361	7.42528	9.73098	9.58522	5.50832	6.28872	41.69408	63.21461	7.67350	59.74336	5.43120	1187.84780	1.00000	7.00833	7.88915
8.17289	-2.31938	1.99198	6.46346	9.75257	7.24699	9.13163	9.47529	10.33783	27.05370	79.96313	7.57682	53.44658	7.56579	1113.38945	1.00000	6.40632	8.01880
6.22481	-73.9614	14.09567	10.15031	4.12426	6.18526	10.03947	6.59910	11.19891	57.23776	75.58180	7.41154	64.38114	5.89407	1161.74296	0.00000	6.69955	8.03143
7.62057	120.56528	22.93379	14.66	8.71505	7.98292	9.20138	5.82748	3.73536	36.35063	76.27389	7.09289	27.17453	6.50477	1097.75065	0.00000	6.53705	4.36152
9.66381	-73.95958	22.67531	40.57788	8.55086	6.76427	7.99876	5.29284	7.57062	37.81301	64.78700	6.81557	62.04899	5.41618	1184.14199	0.00000	7.08234	8.76399
9.63931	39.8302	20.02741	64.5635	9.03225	6.15912	7.26605	13.53854	10.50085	47.38961	70.19348	6.88640	44.38981	5.33578	1147.87266	1.00000	6.81831	8.92522
7.84006	100.24529	1.33469	5.4709	7.41846	7.84841	8.00898	9.00022	9.35933	76.80015	71.26167	6.44399	61.71687	5.31564	1090.80692	1.00000	7.04174	8.88772
8.73297	-83.48216	18.66348	42.30865	5.13210	6.96433	9.53889	4.64189	10.22457	49.79505	78.23732	5.56671	55.36874	2.41616	1185.22830	0.00000	7.89671	7.37021
7.69769	2.18247	32.39510	41.41204	6.32181	6.34188	7.07063	6.72249	7.13052	51.66177	67.66198	8.55710	63.64192	12.88400	1127.56364	0.00000	8.44029	9.95751
9.69230	24.71204	12.19753	41.57439	7.10846	6.60378	9.56167	6.30699	6.73522	48.73656	77.98953	6.38395	56.27513	5.83152	1199.34255	0.00000	6.37992	6.35389
5.83006	10.98461	-3.48353	48.35693	5.62188	7.41482	7.27153	4.57974	7.64523	43.47319	69.74357	7.08172	36.68071	5.96907	1154.23015	0.00000	8.92784	3.40671
7.03474	0.57856	25.80167	40.70995	5.21832	8.62136	6.50777	6.40795	8.42674	54.51224	58.10653	6.58381	56.04067	4.76714	1145.56232	0.00000	7.44255	10.93132
7.62533	-6.00137	22.13743	33.42585	7.41956		10.31543	6.57601	6.81227	50.45675	78.80889	6.65753	41.04068	3.17191	1085.04477	1.00000	6.83185	8.27556
9.17699	130.57211	11.04298	45.75279	10.13880	7.21602	8.62394	9.03981	8.05308	57.68812	74.11188	5.76451	40.99022	1.86697	1095.27195	1.00000	7.50465	5.52771
4.78568	120.74792	9.53144	41.09822	8.20187	6.66851	7.75595	4.96545	5.42213	48.04579	72.99710	7.67800	57.60191	7.35511	1076.54391	1.00000	7.13461	8.21825
6.86950	-122.24092	13.67822	47.4943	9.89468	7.05228	8.31235	6.63766	5.06230	43.15705	62.37600	6.54033	64.18640	3.26907	1095.21914	1.00000	7.62758	6.32802
10.59096	117.63083	27.50411	35.50056	7.59483	5.56350	4.33675	3.93611	6.47345	43.04009	63.43361	7.22716	30.36929	5.65012	1149.91830	0.00000	8.51632	8.40100
8.72496	99.1625	16.98704	3.3285	6.73534	6.33672	6.43378	7.11196	7.10942	69.92810	75.83592	5.60890	51.41282	2.39805	1064.13118	1.00000	8.17186	9.15576
7.81504	-74.07764	15.88853	40.72816	8.94061	8.57530	6.22235	7.37571	3.88468	56.19844	67.03458	6.49459	61.70597	5.96241	1059.64966	1.00000	7.45824	8.57135
3.82705	122.20488	17.96250	29.98869	10.33683	6.58892	9.27449	3.16415	7.06762	58.51084	78.58938	6.30570	36.41851	2.16510	1104.58592	0.00000	6.37053	8.66752
5.99087	123.33471	6.01567	8.56697	9.03215	7.42783	8.35280	4.82305	6.06741	48.17580	67.78807	8.34847	44.87740	11.99052	1149.08633	1.00000	5.58547	7.52128
6.62348	120.97844	18.12697	14.8361	9.27013	6.16607	9.67414	10.97799	10.69762	56.75747	72.85668	7.87083	57.28875	8.11245	1114.71445	1.00000	6.34455	7.23963
5.47948	3.55665	-8.50121	36.72544	8.22540	7.77296	11.36374	5.73993	7.81148	69.11668	89.54650	7.29019	41.41254	6.23278	1090.24022	1.00000	6.92859	8.98652
11.31191	29.65806	15.75674	-4.83	10.59959	9.41287	9.90544	7.65158	4.87967	60.12565	73.94559	5.62283	57.35824	3.34599	1078.02046	0.00000	6.43635	5.62836
7.80120	-40.7475	26.87337	-4.16694	6.73377	7.13570	7.74986	4.88153	8.49468	64.18720	74.67777	7.68709	57.23773	7.84459	1122.18295	0.00000	6.88677	6.95079
4.73774	51.67462	18.74247	32.65246	8.14115	5.87259	9.11700	3.63272	6.60580	53.92324	78.46386	6.13744	54.44699	3.65429	1196.08031	1.00000	6.40845	7.47435
5.47935	15.28318	6.53116	-4.26613	6.69297	7.75654	7.59527	5.47362	5.40290	45.90378	65.84678	6.52370	54.45064	5.38800	1179.72689	1.00000	7.05324	8.49170
8.81072	110.71639	15.75261	-7.54972	5.44012	7.02916	9.10833	5.69232	8.14127	49.87706	63.84615	6.46322	34.53600	4.70116	1179.40118	0.00000	6.34149	7.59644
6.90284	82.85749	23.08597	17.54907	8.61765	7.14292	7.11799	7.47296	4.79907	43.11471	77.62145	8.90728	37.47787	17.43699	1072.37575	1.00000	5.64587	9.76825
6.18568	38.16694	23.92601	54.84444	9.34829	8.46427	8.04159	7.02400	4.84099	62.65413	73.33109	7.68637	43.26239	8.49361	1196.44126	1.00000	7.47492	9.04779
7.65707	106.88324	6.79489	47.90771	7.94726	6.93328	12.35875	7.56424		64.31052	72.96949	6.99781	53.37105	5.60233	1145.33789		7.62998	7.53590
7.51176	38.2739	16.53224	46.7055	8.66633	5.46012	9.41992	8.30385	8.92686	52.30722	75.47320	7.22435	42.74982	6.72507	1149.57301	1.00000	6.93717	5.75207
10.10371	-73.20483	5.61412	41.16704	7.80390	6.04489	5.51562	9.58043	9.10591	58.77841	70.95580	7.98165	40.63604	9.32440	1166.99676	1.00000	6.76179	9.24799
10.88538	77.5609	-13.68470	11.00599	6.70818	5.87799	10.17870	3.23828	8.96726	75.30820	65.36293	5.23619	42.66730	1.12654	1054.55624	0.00000	5.72310	5.86329
6.12053	51.3452	16.62625	53.37596	7.47405	6.84197	11.76135	4.81414	8.41029	47.41789	80.82046	7.88496	45.75770	6.86212	1177.13678	1.00000	7.49449	7.93874
3.10790	73.7553	12.31565	15.5439	9.68811	8.27987	12.00032	3.36301	8.55118	61.73055	81.23215	7.21333	43.18479	5.45348	1080.29556	1.00000	7.90724	7.29243
5.61001	-73.86586	18.01491	45.43341	7.01951	6.67492	8.40226	5.07439	7.72932	57.07778	69.14338	6.42682	73.16034	3.52374	1077.36326	0.00000	4.72825	5.02378
8.43232	5.4584	13.20278	43.32393	6.90531	8.90400	4.84075	8.99962	9.27551	35.08832	72.85116	7.85636	36.77920	8.02387	1107.64217	1.00000	7.75356	9.74087
10.41983	122.08333	9.33037	46.08333	8.44965	8.78890	7.35582	5.20714	7.11693	42.05682	78.43131	5.42116	43.76631	0.98115	1116.44411	0.00000	7.22880	8.23349
7.82175	-86.77917	25.67204	36.02506	7.79909	5.42513	5.40392	9.93051	11.99514	57.78079	67.78189	8.84025	67.70683	16.75454	1188.86564	1.00000	6.44794	8.64306
8.87654	68.88871	6.15485	25.95533	6.05897	5.82473	7.43737	4.72618	8.84404	78.77668	74.12478	5.78692	25.24959	4.06440	1071.86115	0.00000	7.20489	9.10414
9.45619	37.00438	17.44482	-7.60361	9.18459	6.47507	7.93549	6.25630	4.42015	56.04133	75.21723	7.40950	55.70953	5.41927	1119.26232	0.00000	7.09702	5.27281
9.09315	5.4584	15.76077	43.32393	9.30483	7.58118	9.02297	11.06783	8.14948	59.62920	69.88316	6.70592	60.53173	3.61280	1078.30106	1.00000	7.89321	7.97628
8.12456	-58.70072	21.95051	-34.74785	9.11897	8.57022	8.46880	9.99066	9.23525	54.21801	68.18228	7.39196	53.54874	5.52327	1107.03389	1.00000	8.41010	8.27137
10.04161	38.16694	18.35024	54.84444	9.74992	7.51814	8.94713	6.72882	3.57778	46.38384	66.67045	6.93230	40.37829	5.30764	1192.97355	0.00000	7.11056	4.83305
7.95246	3.55665	13.15774	36.72544	5.04090	8.55477	11.47405	8.09317	7.69931	51.90043	75.46417	6.05697	45.66106	5.69549	1193.05449	1.00000	7.50283	8.46173
8.83178	4.47124	18.85393	51.95838	10.40530	6.06835	9.19318	7.94107	5.32556	31.84428	74.24716	6.79976	44.08393	4.61375	1150.62860	0.00000	6.80590	6.13040
4.87044	-95.30106	13.40997	32.35126	7.86513	7.86398	7.25015	3.88444	5.88879	49.72151	59.64624	6.70410	32.60529	4.53931	1088.11603	1.00000	5.60868	8.64118
8.36557	12.16179	20.81339	48.52961	5.42098	7.89865	8.57723	9.20971	7.97916	54.06008	68.51643	7.65877	48.72297	8.11415	1174.93431	1.00000	5.59553	8.87340
6.38693	-73.58248	17.84589	45.40008	8.28386	8.14508	6.31278	6.60122	4.27394	36.56695	76.06558	7.76684	51.70934	7.77561	1126.63704	1.00000	6.25843	9.00915
6.79379	-8.53778	25.22634	7.57944	6.32529	8.31307	8.92215	6.24839	6.01065	47.16193	69.68532	5.06557	31.63296	2.58401	1148.93283	1.00000	5.83982	7.35460
6.46768	71.67164	22.25417	30.29184	7.67148	8.34211	8.92702	5.29807	6.87802	51.95595	78.04875	4.91179	57.97817	2.84600	1174.70570	1.00000	7.52019	9.14199
8.55196	2.12213	9.28030	48.8222	7.96186	7.80796	9.84098	9.10761	6.05699	39.39411	75.17425	6.97772	60.50649	4.82438	1080.54461	1.00000	8.81237	9.53032
6.84709	-122.40433	38.95223	37.71715	6.32510	7.14920	4.80223	7.42063	3.17800	36.72403	60.57340	7.65960	33.90939	7.48081	1057.79782	1.00000	7.32817	8.81299
9.84549	-0.29825	21.26078	51.39148	8.86591	7.74147	8.65246	7.23130	6.13760	66.91857	80.40279	7.05536	39.73226	5.28429	1164.45425	0.00000	8.06065	5.60435
9.22478	120.97844	16.64848	14.8361	10.17244	5.13615	9.65159	8.15060	4.83900	48.91229	77.06551	8.43376	82.94379	10.52254	1116.38368	0.00000	5.91558	4.58868
8.13055	-120.00865	3.95668	46.32374	7.86988	7.80474	7.07506	4.20954	5.74296	48.33749	76.79551	6.33071	59.44276	4.41657	1190.23078	0.00000	6.68817	7.72050
6.59753	41.00817		38.13708	9.55856	6.83604	11.69857	8.92094	4.86561	75.11262	70.75917	6.16982	59.05105	3.35625	1072.24580	1.00000	8.73065	
6.82611	19.27498	3.97309	50.20528	7.19632	7.57984	6.55706	6.95106	4.78185	68.14618	74.47055	6.40116	46.59123	4.00391	1178.46290	1.00000	5.48331	9.75358
6.91098	-94.41551	27.03477	39.09112	8.74877	7.50729	9.81393	6.44342	6.19686	55.98102	69.23161	6.12249	27.03324	1.71936	1183.21862	1.00000	6.23111	6.90275
9.32528	-8.2503	3.03046	37.08819	6.67461	7.81443	8.35246	3.37453	6.22369	49.34078	82.26171	5.77372	48.89771	3.22353	1152.19966	1.00000	5.28344	8.79071
8.05022	-15.58602	12.65047	27.76056	6.09878	6.62698	8.51614	6.78876	8.16096	31.45255	70.40110	7.18560		4.17617	1064.64646	0.00000	7.63540	8.18045
10.66796	-15.6	13.91709	13.56667	6.96600	7.17769	7.99820	4.40209	6.88913	56.42089	66.43772	5.25411	34.66181	4.64550	1149.69333	0.00000	7.35255	7.63658
8.80463	4.7934	11.91210	45.69558	7.48479	9.08531	8.04820	8.72722	7.81635	57.72457	84.70286	7.59649	53.30296	6.07796	1052.48248	1.00000	8.97876	6.78580
9.05677	30.38167	23.61471	59.80917	5.99852	6.49391	7.32862	7.69379	7.32665	59.73655	78.67949	8.74675	58.33585	15.60207	1179.14474	1.00000	6.89201	9.97828
9.21537	135.21667	19.30557	35.06667	5.91862	8.24729	8.50519	4.91779	8.01608	45.18784	82.49577	8.34886		12.88076	1180.89322	0.00000	6.09504	8.17940
9.26189	34.33825	21.19097	53.59782	6.10434	8.80308	11.04284	5.23165	9.66148	32.21495	64.58592	9.48810	52.74289	28.18202	1074.47893	0.00000	5.42956	5.41781
6.44005	14.34085	2.51552	40.87363	4.75283	7.73265	6.40020	6.76224	8.58471	37.13962	74.62539	7.14647	49.15741	4.59565	1188.44796	0.00000		11.44898
6.63913	14.72443	19.52154	36.92574	8.59945	6.46633	9.62020	4.14102	6.97116	33.37269	60.18724	6.10862	59.67826	4.00438	1079.47406	1.00000	7.84739	7.09251
9.75570	38.07083	11.66409	54.90083	6.96233	8.05062	6.86952	4.91046	6.47615	57.53196	78.03955	7.70229	47.86985	8.26838	1165.06916	0.00000	6.02393	9.35843
7.00848	144.09638	20.40048	43.82634	6.49166	7.40266	10.19659	9.23202	7.83827	89.57513	79.29800	7.13012	43.02325	4.27000	1133.85808	0.00000	7.00331	6.42889
8.47000	-80.08199	30.97345	35.88264	9.43360	8.06069	9.95567	12.29163	9.49062	44.74674	79.79956	6.94336	50.43221	4.83925	1123.28943	1.00000	7.13224	6.48994
7.10043	-88.3162	11.88796	42.24113	8.48933	5.92787	9.58059	9.25134	8.33647	67.35231	80.72726	6.68363	46.44175	3.55951	1158.60511	1.00000	7.23415	7.21594
	8.91229	16.81190	49.13645	5.75345	7.90550	6.60011	6.88931	6.73222	53.74011	66.99404	6.93952	30.43250	3.37399	1135.03381	0.00000	5.77734	10.18819
4.46230	1.00288	22.26266	49.28669	11.48211	8.48607	10.26270	4.00276	7.89395	71.38904	78.17137	7.65646	37.22965	5.92770	1166.25140	1.00000	4.24705	9.16865
9.07804	-3.52751	17.65918	50.7236	7.16219	7.32704	8.72731	6.37684	7.15404	71.94429	77.81524	7.75238	30.11103	6.80162	1120.24556	0.00000	7.29799	7.40119
7.69906	6.61944	9.27096	52.57583	9.08686	5.83067	9.20066	11.64970	10.58341	24.42097	74.89174	7.18786	67.83915	4.59655	1129.40499	1.00000	4.22598	5.76202
5.65784	30.96755	7.70098	49.07866	9.83653	5.98258	7.67387	4.18233	6.15331	61.05571	81.68149	5.92488	45.17098	4.66002	1134.39203	1.00000	7.78098	8.60309
9.88323	151.08057	18.43089	-33.79176	10.20470	7.60246	9.43043	6.77598	5.04610	55.82106	74.28547	5.72788	49.00840	3.22142	1134.62623	0.00000	6.23264	6.96393
6.10123	3.39467	30.14212	6.45407	9.02717	7.16841	12.74684	4.48807	9.18932	54.23876	74.97626	8.01006	49.92638	8.36474	1175.02719	1.00000	7.81816	7.30676
4.41910	23.225	9.98733	43.4125	6.35797	6.50463	10.31687	5.55014	7.03325	49.30665	80.14225	6.50954	64.18460	4.37667	1060.67000	1.00000	8.15769	8.87023
7.97442	-111.90466	14.57023	40.34912	7.63279	8.82944	7.92968	7.20537	5.80992	59.46891	96.37946	5.89102	58.05047	1.53386	1131.61426	1.00000	7.47457	9.14302
7.42080	125.21972	8.62069	-8.99167	9.49625	6.38491	4.27560	6.84174	2.98349	59.93075	83.91557	6.63122	55.39534	4.32045	1172.39413	1.00000	7.59362	8.26288
8.12513	137.5	20.29986	34.9	11.51142	5.72389	8.40758	7.34039	9.25498	47.06048	77.07787	7.25295	51.68683	5.98870	1135.60548	1.00000	7.44860	8.66968
8.60101	13.28702	4.79570	52.4581	9.35091	7.21273	9.54192	5.23185	4.38529	31.77383	79.79653	7.28711	57.86096	5.28167	1108.67193	0.00000	7.79661	7.13014
5.13361	5.51978	31.41959	51.44889	7.25570	7.46459	9.03685	4.27495	8.93339	60.59962	55.41649	6.19446	42.13796	3.87822	1134.52759	0.00000	5.69239	6.93117
7.29875	-37.03861	8.09585	-10.90889	7.86657	6.99207	5.58176	9.98238	12.04442	55.22576	67.88325	6.90372	49.87962	2.51448	1147.11541	1.00000	6.81033	8.83280
8.49747	3.50309	22.56614	34.15429	7.54421	8.54658	8.71213	8.31541	7.68560	50.80901	80.99489	6.74022	47.75793	4.93675	1099.27428	1.00000	7.54853	8.46028
8.07855	4.47124	26.21677	51.95838	8.54711	7.87635	8.12860	10.31169	9.86681	81.30010	68.07483	5.16274	49.85046	2.20622	1146.13005	1.00000	7.88753	
3.70659	33.2525	31.30786	57.97472	8.77816	5.92463	6.38562	5.16072	4.01871	47.79715	91.19492	7.73651	41.50194	5.80715	1105.93164	1.00000	6.75700	7.91365
7.82776	-95.30106	13.54229	32.35126	8.49310	7.19044	7.44181	5.59480	3.33405	56.08421	70.43397	7.79226	53.46619	7.65210	1144.95877	0.00000	5.93132	3.76665
8.66936	-86.11084	2.74647	41.75338	7.25634	6.24188	6.66263	4.14253	5.50507	55.11765	75.48015	5.41931	44.83489	2.27759	1096.12284	1.00000	5.13166	5.81718
9.65960	2.12213	14.65401	48.8222	6.13850	8.58186	9.02562	4.99320	7.67237	45.86386	73.98399	7.45989	58.79607	6.02531	1151.67952	0.00000	6.19470	7.33388
7.36862	-69.96533	15.64167	43.91452	13.81454	7.73165	10.25371	9.29884	11.08526	33.82572	78.54578	5.26336	24.55666	3.72375	1184.71218	1.00000	8.30723	7.87405
8.49205	-13.2356	14.45077	8.48714	7.13189	7.56386	7.59105	7.26396	5.91650	48.05089	65.33796	7.62252	61.67915	5.82092	1053.33110	0.00000	5.93204	8.78051
8.39857	-80.31727	8.82074	25.67927	4.84833	6.40875	7.73817	9.62914	4.58984	42.18596	72.91707	7.08095	57.73766	5.93077	1067.00824	1.00000	7.78145	8.86247
2.96705	-93.263	20.41555	45.0408	8.44775	7.51687	9.78753	4.80643	6.97913	45.61337	79.35567	5.69792	56.58830	2.33055	1169.90264	1.00000	6.59656	9.41421
7.61443	-47.1725	31.06667	-22.57306	4.30696	8.39380	10.00393	4.63267	11.60384	51.84414	80.22885	7.06181	39.37880	5.07794	1186.46770	0.00000	9.12012	7.74078
10.27147	-82.32483	1.60400	29.65163	9.16634	7.50392	8.83994	7.53975	4.03674	52.05202	82.30078	8.61501	44.60663	13.59032	1109.00430	0.00000	5.88192	2.93011
5.28610	120.33063	14.71859	37.65181	8.11277	6.82590	6.17308	7.46188	3.59697	64.05796	69.62524	4.58160	57.70423	2.76736	1117.33471	1.00000	6.77011	8.40019
8.01495	139.55722	23.33376	36	10.88213	6.92865	8.56117	5.94948	4.52319	41.82182	79.68900	6.38829	65.35261	3.00675	1130.92256	0.00000	9.19352	8.61611
8.71057	-61.51889	3.36928	10.66668	10.06068	9.65984	9.32082	7.96384	4.65500	64.04960	73.73742	8.00844	74.24531	9.47694	1094.68624	0.00000	6.96855	4.47171
8.28381	-88.64235	18.29931	46.09273	7.78570	7.54031	7.16243	10.56131	9.80534	39.53047	75.99502	7.57671	55.61697	5.63017	1050.63214	1.00000	7.62571	9.23656
7.25053	24.43973	32.96374	0.76755	6.21333	8.57086	8.81089	7.16725	9.02615	26.31156	69.73993	7.30063	38.11719	6.51691	1126.13353	0.00000	7.02076	8.15303
5.08433	-48.67028	25.39163	-28.24	7.60369	8.17573	9.21856	5.89643	5.92200	67.48663	65.80475	7.06397	52.61504	4.32037	1053.03194	1.00000	6.46080	7.83483
7.00802	-2.58736	8.63826	56.56317	9.76905	6.22945	10.89397	7.85889	6.81649	38.88474	70.49501	8.06181	60.39659	9.41380	1160.32286	0.00000	5.84615	4.44501
10.41816	-117.70755	25.65392	33.52253	7.12933	8.01302	12.41433	5.58438	8.26502	65.23753	81.86390	7.31299	51.61160	7.36407	1093.00735	0.00000	7.36982	3.21678
9.72902	-83.2321	29.24259	33.08014	8.89620	6.52380	10.14275	9.52075	7.18125	47.48799	75.13837	5.37575	59.37927	1.41062	1091.29483	1.00000	7.76262	7.59969
4.62034	117.27583	6.35235	35.64889	10.49686	5.13367	7.07802	4.53373	5.61208	58.46869	65.25997	6.23092	66.51893	4.22384	1197.37905	1.00000	8.92800	9.17023
4.42990	0.30367	12.85635	51.38673	11.52616	5.91425	6.20229	3.67395	5.08799	63.56608	80.97975	6.30086	45.44354	4.52200	1065.22661	1.00000	7.08250	8.70869
