NH3	NOx	latitude	TEMP	O3	PM10	PRES	warning	Pb	CFCs	CO	longitude	SO2	H2CO	C2H3NO5	PM2.5	CH4	PAHs
6.90443	9.08418	38.17492	19.22723	8.47585	9.26100	1175.01488	1.00000	36.58017	73.91985	8.66521	-122.2608	7.42491	52.38337	3.97279	4.61651	6.84182	8.05760
7.82017	8.97121	42.30865	-8.60603	9.26217	8.08979	1079.81859	1.00000	55.68138	70.65585	10.38185	-83.48216	7.41524	58.29246	1.30597	12.48529	12.34677	7.85709
8.41929	9.47929	36.06523	19.14584	10.93956	7.03574	1097.55229	1.00000	47.79333	76.15681	8.69432	-119.01677	7.56857	39.99571	0.76392	6.07746	6.07867	7.25318
10.00941	9.76960	43.4125	29.11496	9.75748	6.84044	1181.54850	0.00000	35.61391	74.55204	10.66233	23.225	10.95034	61.73954	1.01878	10.88381	6.33425	6.98347
8.15920	8.79070	37.31065	7.93731	8.81840	8.52482	1050.04413	1.00000	37.66102	62.86406	10.98479	13.57661	5.75589	33.99035	1.98706	7.87617	7.19107	8.56326
9.04296	7.62770	40.70995	28.70268	7.28101	10.08373	1175.87459	1.00000	50.63055	70.15397	10.49659	0.57856	6.18029	57.51989	8.38351	10.60438	7.31663	6.27785
7.59443	11.23131	57.97472	8.61004	8.00305	5.93458	1064.89862	1.00000	42.29274	75.77345	9.02224	33.2525	7.55591	61.74345	0.48224	9.15600	10.02336	9.02592
8.90847	9.19289	38.17492	9.55272	8.34284	8.43614	1197.63950	0.00000	61.57725	78.71690	9.51600	-122.2608	9.61658	55.26483	1.96649	8.97301	6.52479	9.60577
7.70858	8.26337	17.30858	3.05549	7.36607	8.46081	1090.38026	0.00000	58.43475	62.48296	10.49856	97.01124	6.53812	39.75055	2.11621	8.64688	5.57879	10.02389
8.97624	11.00172	42.30865	20.69519	8.03226	10.66638	1122.28538	0.00000	30.13479	69.91930	10.06572	-83.48216	7.49772	59.77152	14.58655	11.05383	5.89755	11.73547
7.61308	9.66245	58.7002	13.21266	9.22298	9.04026	1109.62268	1.00000	37.25380	64.90104	9.49855	59.4839	10.39956	55.04893	3.48115	7.19490	9.60878	7.41078
9.39431	9.17635	51.24197	6.33144	7.31976	7.65646	1113.10362	1.00000	29.72006	84.99191	10.61185	4.82313	12.04941	39.99799	1.20198	10.04271	9.11122	5.94420
8.70202	11.80346	27.0174	-2.04688	8.97073	8.44727	1099.13645	0.00000	53.97240	63.69040	9.31642	49.62251	7.85385	39.84098	1.95600	10.25646	6.23965	10.96251
8.11475	9.04663	17.94979	3.39883	7.25128	8.56258	1161.50791	1.00000	24.18387	68.59715	10.26909	-94.91386	8.27931	15.09139	1.98789	11.75049	11.05299	6.88596
8.85655	10.34896	31.84568	5.53884	7.02605	7.67055	1149.57231	1.00000	59.29148	56.13625	10.11523	-102.36764	10.54840	28.56792	1.23177	9.55496	9.46878	7.56545
9.05894	10.12329	53.94313	15.89660	7.69565	8.15427	1158.37069	0.00000	37.53724	61.85340	10.13321	10.30215	9.18362	56.85591	1.59263	10.25654	6.11164	10.07189
8.31862	8.93613	44.92934	-6.95275	7.89804	10.30966	1144.34117	1.00000	54.06047	62.88242	9.51752	37.99117	8.04399	33.41668	10.19810	7.54857	6.31568	7.73470
8.32406	8.98240	30.24706	9.20738	6.78648	7.74685	1110.83466	0.00000	31.20396	76.61545	9.08820	115.04814	10.74449	62.13374	1.05961	9.69916	7.94788	7.69541
7.64368	10.58167	41.09246	17.71469	6.99199	5.41906	1084.93614	0.00000	48.54224	64.29822	9.27774	45.36561	8.70366	49.46973	0.55455	9.77149	6.89488	9.68468
8.85808	6.24004	5.90702	28.95241	8.22467	9.21228	1097.96916	1.00000	44.59843	60.77819	9.26702	116.10146	8.72902	64.50496	3.80508	6.67562	6.91013	7.69701
7.40257	9.37423	10.58806	31.81063	6.79847	8.70468	1065.60378	1.00000	52.26740	75.82321	10.21532	77.24779	10.53338	48.69010	2.72640	8.41071	9.73001	5.53591
8.83468	11.81757	-37.9	26.22016	6.92212	8.41580	1082.06967	0.00000	36.14919	70.17474	9.38486	145.18333	8.94137	53.72781	1.94858	11.87488	6.71676	9.27159
8.10444	12.03689	24.96334	31.67938	8.36042	8.82126	1079.34505	0.00000	34.78594	82.55205	9.46767	10.18003	12.74886	50.50292	2.52779	10.57716	7.22923	6.98567
10.62438	8.98586	44.80477	7.36648	8.16375	7.95075	1193.47379	0.00000	38.05598	66.07579	10.81762	-0.59543	10.24283	9.93299	1.56115	9.69486	6.40848	8.55366
7.83625	7.84820	52.66277	12.92988	7.95536	8.06397	1085.07001	1.00000	30.75427	70.74924	9.11195	-2.01111	11.89176	47.08099	1.78898	7.60472	7.37242	6.00393
6.61728	8.19979	34.08565	22.80251	8.31468	9.27166	1142.37115	1.00000	61.37768	86.98378	8.27810	74.80555	5.10150	47.67470	4.06028	6.25346	6.71167	6.18221
7.01951	9.79620	11.86064	9.40885	6.96181	8.14123	1153.94932	0.00000	58.41003	58.34047	9.56570	9.0027	10.16233	46.10620	1.64899	9.06435	6.86503	9.34552
9.79391	5.50159	45.35	5.67093	9.17942	6.62563	1158.79845	0.00000	52.97256	53.64406	8.21502	126.28333	12.69521	49.32509	0.97969	8.12777	9.67799	6.47768
9.64718	6.70840	11.15583	19.22604	9.14159	8.12040	1086.71657	0.00000	34.73215	72.86612	10.04482	42.7125	11.32452		1.45906	8.41043	7.86602	7.14697
7.32424	8.20625	29.84576	27.87400	6.85627	8.32376	1173.57082	0.00000	74.17793	66.25082	7.67777	-90.10674	9.95028	61.63670	1.68020	8.78450	9.38772	4.67684
9.27967	9.93639	32.52515	21.70226	5.88095	9.52521	1102.81580	1.00000	30.94048	78.62480	9.29266	-93.75018	13.31618	67.72398	4.98952	5.79123	5.69110	5.36552
8.08814	9.89712	7.83389	24.20955	10.55571	7.60916	1110.80457	1.00000	66.84702	82.03079	9.04985	-72.47417	5.67383	63.17504	1.06887	6.96939	6.06128	6.59570
6.94205	8.70455	39.32288	14.26130	7.94927	9.93705	1120.65034	1.00000	71.09328	81.50079	8.57055	-76.72803	5.05314	30.20093	6.99156	5.91248	5.81299	6.44457
8.84441	6.73686	47.64995	6.86918	8.34535	5.81737	1074.74742	0.00000	15.37270	72.80376	9.74046	-117.23991	9.25805	38.46896	0.87297	7.29001	8.35448	8.46523
6.40551	6.75853	50.09019	11.94244	8.44969	6.25883	1085.18627	1.00000	72.46206	65.98875	9.80183	8.4493	12.33121	47.58374	0.66675	9.92689	7.31385	3.42569
7.74031	10.59191	27.92333	25.82847	8.75689	7.91495	1087.65828	1.00000	41.75101	74.65375	8.58649	118.53333	6.37402	44.79269	1.35356	6.21689	6.01451	6.44632
7.29824	10.86450	-10.95817	22.31910	9.48134	5.94862	1075.48298	0.00000	34.14663	62.31901	10.34098	-38.79084	8.22540	77.69570	0.67435	9.51639	7.06022	8.34906
7.29393	10.57683	25.67927	8.56327	8.14657	7.80100	1118.68064	0.00000	54.78650	66.73201	8.08373	-80.31727	8.94313	63.27385	1.27671	8.79226	5.96593	11.62753
8.76370	8.91558	13.70167	28.42982	9.93853	6.30010	1184.16521	1.00000	51.95283	65.03289		-89.10944	13.22581	45.45031	0.43281	9.55958	7.08144	5.25035
7.35480	9.12098	33.44872	0.25136	5.49107	9.00592	1167.94739	0.00000	51.93982	68.78453	9.64049	-86.78777	9.63376	48.01970	3.47186	9.89445	7.13106	9.35417
8.86397	10.30146	23.49668	27.84717	7.25699	9.27336	1153.15872	1.00000	47.51980	83.76402	10.00989	86.68363	10.32534	55.17536	4.04900	9.81540	9.12250	6.50263
8.84937	9.90316	54.39635	3.14357	9.66533	7.86120	1058.38113	1.00000	67.12168	75.68659	10.55952	24.04142	11.20425	31.26592	1.25292	8.81932	9.05306	5.61036
10.41137	9.71396	43.31667	22.05544	7.48502	7.49318	1144.26565	1.00000	55.56136	68.51366	8.85384	-2.68333	6.39241	42.35536	1.21749	7.62314	6.41142	5.27103
6.66410	9.71067	-33.79176	16.68621	8.71366	6.76336	1133.88946	1.00000	47.77356	56.69951	10.00444	151.08057	7.36747	64.18151	0.67758	10.19358	12.44835	8.47630
8.59452	10.94390	52.2	28.10287	8.49719	9.10042	1163.60118	1.00000	36.07018	72.41472	9.78249	8.63333	10.91095	59.25552	3.19783	9.90123	7.75031	8.26664
8.30919	8.56493	34.65918	15.43589	8.38380	8.47787	1177.65355	0.00000	30.78776	67.68357	10.36425	109.22921	8.15099	52.92064	1.67907	9.99185	6.10957	8.00256
8.19283	10.34868	34.09611	19.05275	9.62196	6.93113	1051.62899	1.00000	45.89947	71.84435	8.85298	-118.10583	8.41868	27.62790	0.78984	6.74855	6.27643	6.78293
8.76518	7.99224	12.74482	15.44967	7.44930	6.90444	1157.91307	1.00000	27.48496	65.75370	10.58322	4.52514	7.32049	53.56987	0.74684	11.28769	8.17365	5.11699
8.81644	9.92061	26.67319	21.77071	7.56126	9.47324	1136.98596	0.00000	48.26211	66.00491	7.72750	31.4976	11.30992	56.20065	4.80585	7.87947	9.31539	4.62221
8.95001	9.09132	33.37526	24.46927	9.49365	9.53099	1115.39559	1.00000	55.45021	72.95044	10.02503	74.3092	7.70070	20.40942	4.68457		11.97251	6.44144
7.93080	9.65969	27.52948	22.95586	7.28177	9.86388	1074.99168	1.00000	49.30691	68.74436	10.34169	68.75915	10.62525	64.96205	7.06060	9.96810	8.49465	6.30711
8.58067	10.24241	-7.76667	19.78961	10.18152	8.78194	1064.62461	0.00000	41.73581	61.19931	8.78698	35.7	8.84400	21.20115	2.57704	9.97993	7.72708	9.55015
8.58046	9.17009	48.73218	13.69229	8.74706	8.79029	1166.58775	1.00000	57.34767	73.72860	9.12021	11.18709	7.07911	36.13169	2.71167	8.86181	10.86057	7.20700
8.22663	10.86749	42.819	14.72940	8.92684	10.37650	1186.99869	0.00000	31.96751	74.98836	9.77071	47.1192	12.49817	44.75254	10.96682	10.88550	7.25577	6.05713
8.66900	9.25853	10.58806	26.76568	6.91930	7.04697	1053.40414	1.00000	49.76830	63.24408	8.56932	77.24779	8.09596	40.49120	0.71764	8.88070	11.20760	8.49431
7.87349	11.63779	57.14369	2.53392	8.90010	9.23312	1178.19220	0.00000	45.37036	74.26279	9.67694	-2.09814	8.07839	37.48945	3.83606	8.69732	6.22685	5.83271
6.89638	9.12849	5.84752	16.86306	10.13906	8.58760	1107.70200	1.00000	47.03513	70.10878	8.30964	-5.682	3.92104	44.91905	2.34629	6.92919	6.74292	4.43620
8.58479	8.59194	41.41204	19.66063	7.89259	7.80463	1162.95736	1.00000	38.57928	78.04475	11.22994	2.18247	7.16843	21.44606	1.14269	12.45723	13.00071	8.54393
8.12163	8.99614	24.41288	32.52327	8.67111	8.46828	1170.80944	1.00000	45.38387	49.63829	10.40726	76.56719	11.79908	28.17590	2.04340	7.66749	8.53519	3.09723
8.24742	6.86916	25.92493	17.38413	9.86976	6.99896	1182.31020	0.00000	59.79230	70.27097	12.00116	73.66633	12.25786	40.31703	0.83540	9.72012	8.22592	4.52854
9.93073	9.87479	15.72892	20.64331	8.10169	7.91408	1119.71951	0.00000	46.16697	63.79898	8.95273	120.57224	8.44318	43.35982	1.38210	10.33676	7.85958	8.11344
7.79608		32.55531	20.88065	7.85054	9.32526	1095.70783	0.00000	68.56854	77.69822	10.94718	76.12647	9.77110	63.69347	4.14908	9.64944	5.80677	6.70838
8.94104	9.24507	42.7392	19.83235	7.59929	7.98362	1129.27941	1.00000	38.01382	93.74295	10.85384	-84.62081	10.69692	40.73897	1.47051	8.67624	10.32485	4.64715
6.76579	9.12672	10.12268	21.38557	7.87330	8.75692	1066.74996	1.00000	48.61186	64.33126	9.44970	77.54372	8.50522	51.40583	2.55045	7.61721	11.53185	5.46646
9.54269	10.94760	-28.44917	12.83202	7.80931	7.44930	1120.23498	0.00000	45.74411	68.66754	11.21591	-52.2	7.39109	40.11211	0.92086	11.73882	7.38196	9.35317
8.48470	9.74773	16.455	27.85481	9.13403	8.24289	1169.45661	0.00000	53.21043	77.77080	9.14800	120.5875	9.01376	39.68695	1.74943	8.64705	5.79190	6.41112
8.00079	9.95258	24.28859	26.87889	8.52620	9.93390	1149.41201	1.00000	22.46985	83.68342	9.64915	116.11768	9.66276	27.92232	7.09797	9.90113	8.92859	6.65102
6.28381	8.52609	38.06084	5.11970	8.85145	8.22224	1142.18412	0.00000	47.66256	67.85956	8.68000	-97.92977	11.02688	30.73783	1.51230	9.48364	10.31906	5.49387
7.78909	7.78874	40.85158	12.59837	7.74733	8.46951	1171.30780	1.00000	54.37247	67.10232	10.94360	122.74754	9.63376	56.50876	1.99433	11.57376	10.12583	5.73266
8.93770	9.39163	45.53929	3.81918	8.03176	8.58804	1150.35538	1.00000	36.29799	59.17318	9.19523	-122.38731	9.59291	49.28491	2.18201	10.56405	7.85236	7.12409
9.73479	8.23379	28.54944	-6.03016	6.81634	8.94595	1069.53930	1.00000	45.02728	59.18103	10.17372	-81.77285	7.51427	33.86756	3.14776	11.59355	12.31056	
9.18436	10.24933	8.35122	18.90938	8.51272	9.73984	1111.15429	1.00000	47.83553	70.19811	8.99438	-62.64102	8.58107	62.13706	6.28402	7.28933	10.69505	7.04016
8.48484	13.40849	50.18545	6.86967	7.44287	6.60526	1199.74528	1.00000	48.46376	60.34965	9.25599	27.06365	6.66587	46.36074	0.64929	6.80950	6.15598	6.62915
8.41310	6.30064	45.4473	11.15253	7.87909	7.07375	1135.28413	0.00000	34.03919	61.98260	9.62390	-73.75335	8.22776	38.77888	0.93953	8.22263	6.14224	4.82202
7.47846	6.90461	-22.97056	6.32279	8.81790	6.73423	1165.74999	0.00000	49.21014	75.05491	9.51359	-46.99583	11.32089	53.64938	0.61352	8.23776	7.46058	8.39716
8.24587	8.67938	48.73218	20.46443	9.31493	7.58830	1164.50424	0.00000	55.59015	72.77775	4.42868	11.18709	10.27229		0.95621	7.77071	10.84287	8.84658
6.76386	8.56147	-10.91111	2.70668	9.45686	7.03775	1106.74200	1.00000	53.79685	79.58275	9.82640	-37.07167	8.02318	60.45120	0.74729	8.15350	6.38334	7.12922
9.00311	11.71342	55.8736	35.19317	8.18002	8.25236	1078.14693	0.00000	38.53056	62.30270	7.13776	85.4265	7.42409	36.60216	1.65371	8.99940	6.53535	12.35988
8.07111	9.71594	38.45598	22.80466	7.96700	6.54307	1102.85054	1.00000	47.27120	61.61832	10.91789	48.87498	5.79417	45.26976	0.51271	9.50841	6.99823	6.27685
8.86840	10.72108	51.65	3.36493	7.22488	7.39360	1151.04535	1.00000	45.80183	70.74704	9.79278	-0.2	9.27909	66.43870	1.01927	8.81642	10.11204	7.86785
9.02362	8.56322	55.25	23.11650	7.41404	6.84690	1060.30233	0.00000	49.54890	63.72186	9.14879	24.75	9.55753	59.41273	0.60221	9.83193	7.01437	7.32986
8.93209	9.51882	41.57721	11.64886	6.90696	8.24084	1084.68166	1.00000	57.77925	71.85284	10.62814	-93.71133	9.06980	66.02113	1.86032	8.62916	11.55710	6.89788
7.72797	9.28273	53.95278	0.56900	7.99063	7.45129	1094.30823	1.00000	43.57966	57.28354	9.80956	32.86389	8.43893	41.65694	0.82599	10.83286	10.26922	7.78462
7.11837	7.83212	36.19278	-5.09439	7.78649	8.39120	1124.14035	1.00000	39.64272	75.41375	9.42078	117.65694	7.77467	45.10037	1.96258	11.46793	10.51879	5.26058
5.77511	7.86115	45.75279	17.52888	9.01541	8.05329	1177.28322	0.00000	41.81699	67.92599	9.91563	130.57211	9.71520	58.40544	1.65967	10.06832	6.41061	5.15113
5.49336	6.49210	36.72544	25.32512	7.95217	9.27343	1114.13257	1.00000	32.35973	70.58414	10.68255	3.55665	7.78778	74.44653	3.96436	7.40376		8.93224
7.66106	9.36903	43.71032	-3.38176	9.35705	6.22488	1167.52055	1.00000	71.90933	62.11906	9.60126	-1.05366	6.49950	46.52567	0.20788	8.44643	7.26532	6.03640
8.19768	9.67685	-21.44345	27.86078	8.82570	8.12999	1109.99859	1.00000	25.49784	52.79234	9.76975	-65.71875	6.04430	64.09252	1.58452	7.70495	6.73021	6.74630
6.59506	10.16594	16.455	10.81412	7.95820	9.52746	1158.96489	0.00000	42.41025	57.91815	8.78139	120.5875	10.21740	47.85889	5.06695	9.49806	8.40107	5.78025
7.33929	9.56217	48.8222	20.55361	7.18088	7.03584	1066.17973	1.00000	43.63428	70.63258	8.51635	2.12213	7.68586	48.60317	0.69854	7.49966	6.69411	6.18011
7.71464	11.46208	22.75218	17.13199	8.97550	8.05738	1079.76075	1.00000	52.37695	51.84076	9.90906	72.68533	7.30767	38.55560	1.54155	7.36461	7.47057	6.12504
7.10923	11.21338	42	13.69500	8.12500	9.01159	1111.20272	0.00000	38.17027	72.89962	9.87729	21.32778	8.37932	35.16239	2.93352	9.77401	4.77442	11.85368
7.78650	9.88447	52.21099	17.23267	9.80617	9.65176	1090.15073	1.00000	51.67590	76.40324	9.97924	7.02238	7.53896	45.69501	5.13319	10.28575	12.20409	8.38568
7.39473	7.29817	6.46838	19.58101	8.22438	8.57051	1053.18069	0.00000	72.73281	54.12578	10.01152	-73.26022	10.66339	37.80354	1.91224	9.23609	4.95789	12.05205
9.00584	9.10040	38.06084	28.24981	5.82734	8.10607	1059.20953	1.00000	50.83096	64.68856	9.08932	-97.92977	4.08239	51.08231	1.33404	4.53171	7.75240	6.13741
7.59200	7.23414	35.25064	20.94632	10.33315	9.02195	1171.39989	0.00000	65.53848	77.85576	9.02617	-91.73625	8.35090	47.58008	3.13701	8.79221	7.18039	6.09763
8.42784	9.15322	39.08367	3.82175	9.13934	7.90879	1187.88739	1.00000	45.12634	80.20967	8.60925	-84.50855	5.95656	59.10663	1.03999	3.36342	6.43070	7.93610
8.66352	10.72289	33.54428	28.96756	6.35424	5.99830	1178.84254	0.00000	50.00948	59.59970	8.99947	-84.23381	11.49760	33.47379	0.71262	9.04884	6.42219	3.67667
7.97765	9.92281	35.25064	19.32770	8.14188	9.35734	1061.60924	1.00000	57.32452	75.17844	9.80691	-91.73625	6.81604	54.99850	3.97200	13.37813	10.75709	7.66902
8.38391	7.54979	32.57756	14.88547	5.70531	8.89270	1184.31990	0.00000	31.51745	83.31214	10.30463	71.52847	11.99413	53.52220	2.87210	8.38697	6.34922	7.81749
9.41147	8.37395	18.65297	28.26722	10.74906	9.43906	1123.89075	1.00000	47.03877	87.76435	9.79355	-72.09391	10.06351	42.97511	4.42092	8.65339	9.07115	5.33809
7.78953	8.73015	31.82539	21.66628	6.81768	7.88281	1190.16415	0.00000	29.89389	82.58833	8.42185	72.54064	9.26007	38.52861	1.39842	9.36932	6.44642	11.96909
9.31139	9.68881	60.02427	10.99345	9.45167	9.31626	1067.57219	1.00000	45.02494	69.79426	9.63654	30.28491	9.69109	47.32240	4.11569	10.42883	10.62527	8.20282
8.15302	10.06384	-7.54972	15.04745	8.27369	8.32123	1187.23014	1.00000	25.98891	73.73879	8.04812	110.71639	7.22990	66.30923	1.73894	6.61131	5.39058	6.56006
8.90078	11.24449	52.57583	7.15269	10.89343	8.33212	1105.64492	0.00000	66.34627	70.62909	11.07413	6.61944	8.22211	39.06772	1.73388	10.46691	6.51024	9.02773
8.84832	7.51219	32.57756	16.89239	8.63464	7.57593	1078.59708	1.00000	66.06266	61.43335	9.90925	71.52847	9.67168	41.21869	0.81714	15.59240	8.71990	6.72249
10.46933	9.02676	40.72371	0.63774	7.59536	9.46370	1073.26155	1.00000		82.21274	11.08649	-73.95097	8.76316	69.29024	4.62096	8.40326	8.66893	7.08676
10.23268	9.62218	-34.88422	9.67198	8.69043	7.66615	1054.01334	1.00000	47.91481	60.27394	10.65797	150.60036	12.85948	51.40920	1.32031	6.98755	8.63278	3.56192
7.44632	8.93972	38.06084	28.82768	8.36138	8.74380	1097.55138	0.00000	56.24772	51.73322	10.01999	-97.92977	9.08300	49.08211	2.46762	11.22798	7.14377	8.96227
8.21622	9.19997	38.96667	5.61582	7.86649	7.84650	1057.74105	1.00000	73.68212	65.10785	10.09395	-0.18333	12.55613	39.44384	1.36677	7.73321	8.05750	3.67150
8.81802	9.06318	46.32374	7.12414	6.62068	8.38124	1121.52675	1.00000	38.39544	58.10010	8.80063	-120.00865	11.90149	52.95036	1.77822	8.21053	6.43214	6.05172
8.60842	10.54043	-10.33333	22.61983	7.41670	9.35872	1110.23523	0.00000	51.88349	74.91140	9.65220	39.28333	8.46425	55.86220	4.22834	8.91876	6.51846	6.09440
9.44610	11.28288	27.85	9.99359	7.08714	8.90577	1164.36809	1.00000	73.08861	71.36198	9.10000	112.9	7.01900	38.55401	2.75572	5.57216	5.71957	8.09372
7.15476	9.94563	41.24264	30.22811	9.12173	7.09993	1062.06262	1.00000	65.38199	67.90042	8.93757	16.50104	7.38884	51.11435	0.70392	9.28531	10.76141	7.19526
8.36813	11.51784	40.72586	19.40424	7.35186	8.67328	1161.08964	0.00000	22.71231	71.66819	10.84182	8.55552	7.15140	47.11939	2.39280	9.73593	3.56011	13.21397
9.06494	10.30781	17.06542	-7.78708	8.11936	5.86020	1183.41571	0.00000	32.98940	88.14430	9.75037	-96.72365	8.37078	53.40897	0.43783	9.31764	6.52845	6.78071
8.09839	9.56627	32.52515	2.07989	8.27371	5.89781	1115.48210	1.00000	74.32290	67.27791	10.07066	-93.75018	9.61987	64.84264	0.59121	10.89452	9.24517	8.67710
5.46933	9.43999	51.65333	13.55070	9.12613	6.54922	1105.42915	0.00000	60.36276	77.77032	7.98236	5.2875	7.77222	53.65125	0.32855	9.01014	7.12457	6.84728
7.48686	10.39327	55.67938	9.80570	10.47148	7.16954	1180.30712	1.00000	45.60844	71.95176	9.86573	12.53463	5.75841	47.18478	0.83486	8.46350	6.81140	6.20063
8.11911	10.59538	11.15583	12.10113	7.51989	9.52383	1080.37050	0.00000	59.71639	65.87861	8.20555	42.7125	8.05785	49.97154	4.93562	9.77143	6.58347	12.06978
8.02341	10.83290	46.65581	14.41001	6.73081	7.96217	1106.00979	0.00000	70.27532	70.30461	9.37144	32.6178	8.89998	69.22319	1.26732	9.62095	6.74407	
9.45086	8.05673	44.22639	38.59838	8.59865	9.37155	1188.35727	1.00000	61.68766	68.12613	10.73030	22.53083	6.44983	64.33932	4.19304	7.27211	6.78703	8.26776
8.19187	6.51005	48.43174	14.33349	9.32053	9.56176	1072.79274	1.00000	37.80214	60.00541	9.68766	17.8031	5.78823	34.29866	4.96544	7.59205	6.95177	6.66177
7.18500	12.83693	19.04222	18.18869	7.86802	7.88615	1093.30110	1.00000	39.62275	66.73115	10.91354	-98.11889	6.40324	56.17486	1.39079	4.76417	7.61155	8.52467
8.93715	9.35092	6.03333	18.17675	8.09297	7.61058	1162.52631	0.00000	32.80548	61.41070	8.54015	37.55	9.54504	55.73046	1.28364	8.24157	5.56654	11.98914
6.87667	9.84989	52.41667	10.33464	9.18080	7.59269	1056.19876	0.00000	47.44120	74.69603	9.50488	0.75	8.11092	65.95497	0.85884	8.19939	7.45185	7.66815
9.11063	6.51107	48.21644	19.11254	6.45676	6.97925	1088.48076	0.00000	34.08330	71.17515	9.99784	9.02596	11.15968	45.92256	0.76821	9.26907	5.60468	11.36293
7.43021	11.78141	34.25807	2.03171	8.09098	9.16269	1106.69351	1.00000	46.54926	62.83703	10.14549	-88.70464	8.61825	56.18038	3.53039	7.75147	7.90719	6.15939
9.04648	6.81627	40.72816	7.35708	10.26757	10.04130	1123.60446	0.00000	48.38397	76.37861	11.86421	-74.07764	11.20200	60.46422	8.10633	9.08063	6.06786	7.74775
8.43011	9.14919	37.73604	22.79562	8.38091	8.41768	1187.61127	0.00000	55.29619	78.62290	8.93239	-120.93549	5.16803	53.70936	1.60191	9.09779	6.95293	9.69517
10.24144	7.45896	-33.79176	1.17719	8.58817	7.56101	1067.39620	1.00000	37.57089	67.87578	9.60901	151.08057	5.37768	50.60159	0.89353	5.80335	6.87646	8.42015
8.24742	6.86916	25.92493	17.38413	9.86976	6.99896	1182.31020	0.00000	59.79230	70.27097	12.00116	73.66633	12.25786	40.31703	0.83540	9.72012	8.22592	4.52854
8.37632	8.65788	45.44694	11.40397	7.18064	8.78002	1085.91623	1.00000	51.86041	73.09102	8.78676	8.62118	9.98986	51.94285	2.33380	9.20099	8.07874	3.81331
7.42454	8.87195	32.54278	14.47374	8.17117	9.88233	1170.72382	1.00000	56.43278	80.35352	8.37628	111.50861	8.45312	49.76027	6.66781	11.22608	9.36538	6.57439
8.90436	8.27982	-10.91722	17.08833	7.90499	8.91375	1117.86182	1.00000	46.95653	63.00186	11.13136	-37.65	4.60551	56.55662	3.15913		8.05652	6.44969
7.66468	9.67210	41.16704	4.14457	8.58941	7.03513	1141.93839	1.00000	49.41716	65.87938	8.99281	-73.20483	9.01494	42.15802	0.70869	2.01922	6.63345	9.77132
8.24251	11.85935	41.24255	22.21263	6.91811	7.22075	1087.54141	1.00000	50.51190	89.44399	10.95090	-82.61573	6.25652	53.52227	0.76731	11.35378	6.66657	5.59307
7.78469	8.68208	9.58126	17.50215	7.38650	7.94398	1100.15315	1.00000	58.41228	77.20554	10.90024	8.2926	8.65650	24.18155	1.81083	9.18240	7.93764	7.17925
6.23515	10.27367	38.96667	10.91830	8.32289	8.75860	1137.19912	0.00000	50.96000	76.81595	8.70388	-0.18333	9.18255	42.21218	2.54266	8.43023	8.48918	7.61388
7.52345	8.31282	48.8765	23.35446	7.11347	9.30899	1138.16140	1.00000	43.39592	67.09435	9.10956	2.18967	9.67189	32.65229	4.19268	10.17605	8.98494	6.76693
8.48235	11.08142	34.9	7.57676	10.31604	8.60750	1132.37412	0.00000	62.77346	59.43231	9.43630	137.5	9.78725	52.02953	2.39097	9.38563	6.20107	6.02580
7.11749	10.79914	48.25	30.60261	8.98646	8.28499	1107.32248	0.00000	34.03314	72.11219	9.51417	16.4	11.34190	62.72638	1.93680	8.19329	4.39419	6.57992
8.19679	8.16473	44.80477	17.94921	8.66944	8.30233	1182.51681	0.00000	65.43889	54.37258	7.40364	-0.59543	11.23914	49.67796	1.45666	8.30012	8.19807	8.84642
8.43547	10.61830	43.71032	-5.64203	7.35337	7.08448	1094.46993	1.00000	52.42423		9.18521	-1.05366	8.32949	54.88660	0.53681	5.90234	7.44439	6.95986
8.59134	10.10139	20.22816	26.18131	8.13190	7.46275	1174.42991	0.00000	53.26207	73.87828	10.81497	-103.5687	9.55883	78.73044	1.13746	9.43125	5.67022	7.33037
7.49802	10.02404	51.47805	-4.03074	8.03502	7.44001	1117.83374	0.00000	47.71515	59.48341	9.91400	6.8625	9.32265	67.48434	0.76166	9.42665	5.45884	10.18356
9.81584	8.99926	36.82167	12.44038	5.81715	7.55785	1102.07375	1.00000	39.03803	76.41230	9.98011	128.63083	11.77981	58.92064	0.93420	10.37460	6.90271	5.15028
9.61147	11.53435	51.40148	13.73038	8.36378	8.58269	1154.85010	0.00000	30.97618		10.17748	-1.32471	8.35266	57.89618	1.99662	10.37107	6.60782	9.10359
8.60332	9.04227	39.12074	25.03078	9.15587	9.17367	1149.90847	0.00000	35.57433	69.52261	8.53644	27.18052	10.06522	68.95562	3.45537	9.38082	8.15264	6.35504
9.00007	10.78255	44.99012	11.53495	6.83352	9.35254	1060.25116	1.00000	26.35409	72.46408	8.73587	-123.02621	9.29799	68.68383	4.29566	5.87019	7.55914	7.36855
7.43465	9.08483	10.63504	27.65745	7.72795	8.24694	1116.61397	1.00000	50.56229	72.44435	8.85702	-85.43772	4.87200	52.32542	1.48044	6.43704	6.15895	6.12219
7.69383	7.71149	50.75932	21.93532	6.28611	8.36969	1186.41068	0.00000	48.52965	58.73207	9.61498	25.34244	11.13573	46.53006	1.83004	9.98636	9.07898	6.46025
