CO	NH3	PRES	PM10	PM2.5	O3	SO2	Pb	PAHs	CH4	longitude	latitude	CFCs	H2CO	warning	NOx	TEMP	C2H3NO5
11.07353	7.96630	1071.00996	8.32045	4.40064	9.31308	9.19524	52.49366	9.70595	5.11605	76.92421	60.97944	61.43688	64.91871	1.00000	8.56365	28.76899	5.28035
8.41529	5.85962	1140.72423	6.34075	8.10113	5.09010	7.72332	46.66372	8.73683	8.20398	-115.98391	36.20829	54.47421	36.60117	0.00000	8.19539	22.42874	1.67751
5.78982	7.46804	1124.92080	6.58978	11.06768	8.82587	6.96480	44.35189	5.54168	8.92363	18.69303	12.18441	59.71066	74.09816	1.00000	9.65951	-0.57249	2.00833
8.30015	8.29742	1066.47987	8.77473	8.90544	7.58558	7.03945	61.87598	7.64409	6.27278	14.30935	40.92298	47.13282		1.00000	10.38602	18.84896	8.81029
10.51178	8.57728	1055.61840	6.68587	10.57893	8.74077	10.38556	48.20765	10.24444	5.53725	8.86704	50.23805		57.83556	1.00000	6.32474	8.19259	2.55653
10.42146	7.40605	1057.57003	8.68694	9.43682	7.88154	6.56518	53.56125	8.52861	6.25994	-68.30472	9.91861	52.16625	56.46974	0.00000	8.00431	-2.82439	7.64837
9.73190	7.55386	1065.38254	8.39679	6.36922	6.23648	9.99173	51.34374	7.20594	8.37510	-73.02841	-36.9256	57.69911	43.97065	0.00000	6.13944	13.06614	6.42906
10.63211	5.98087	1146.22557	7.50186	9.32527	9.75973	3.71778	45.02940	5.84688	9.05714	76.12647	32.55531	54.86784	53.04486	1.00000	8.16308	2.29667	3.71886
9.29668	8.24973	1112.38583	8.12320	7.00544	8.94618	7.89995	70.01469	8.54019	5.92658	51.67462	32.65246	38.74559	32.15543	1.00000	8.16884	6.06798	6.35511
9.21028	6.44930	1165.94696	8.67056	9.42459	8.55188	3.30422	55.16822	0.00000	8.75069	120.4861	16.0438	30.56187	58.33349	1.00000	5.89918	0.99290	8.53439
8.45626	6.49010	1126.90059	7.42086	5.80026	11.37632	8.63245	63.92865	6.41539	4.69531	-1.48119	53.0233	20.90607	70.85594	0.00000	7.93507	13.91768	3.05145
7.43661	7.92028	1087.53801	8.56650	6.42104	11.25230	9.69195	57.73249	5.68537	4.33971	75.11937	20.88098	73.35592	47.16352	0.00000	7.92343	10.51901	7.73124
8.74715	7.40033	1169.66049	8.01824	6.98154	6.82729	9.72498	24.17274	10.19788	6.66473	88.28637	23.07492	51.05783	61.20887	0.00000	7.51573	19.02394	3.66596
11.01766	9.40869	1073.31899	5.54165	5.25200	8.21667	7.20492	57.28899	8.51671	7.46448	2.31889	35.21222	46.56156	29.67057	0.00000	7.45789	33.00214	2.71984
8.65438	6.13859	1170.44599	7.50076	8.47113	10.78019	6.63005	44.50054	9.74380	5.27877	-73.75513	40.60538	64.32892	79.84851	1.00000	6.92782	14.66602	4.24221
6.00740	7.53033	1189.95159	7.36895	9.97014	9.16279	11.76710	50.65812	2.96266	8.93614	77.70636	28.98002	34.90917	51.55709	1.00000	6.99403	8.59484	2.83170
9.78805	6.77423	1054.29701	6.13135	6.79910	8.43970	8.90851	61.00055	8.84954	5.87679	-48.62789	-17.74431	46.85559	60.53302	1.00000	7.15740	26.86610	1.99759
10.09351	6.13855	1084.72025	7.18978	9.70681	8.92511	9.83485	49.10873	10.08415	5.57475	-78.19444	38.91817	35.93857	57.33336	1.00000	8.92176	27.51428	2.92898
9.48219	5.32571	1191.13116	7.42532	8.15192	10.11844	3.99757	49.48138	5.40157	8.51192	5.16108	48.77275	46.23626	44.30311	1.00000	8.20297	37.41962	3.46013
10.09526	8.38306	1110.84419	7.12456	9.23955	9.44189	10.01793	41.28560	9.07082	6.40743	-47.1725	-22.57306	46.72327	54.47377	1.00000	8.51297	10.84085	2.74381
9.15944	7.45030	1099.41801	8.62914	8.71339	9.47554	9.49864	21.96222	9.32261	6.41326	3.64633	6.8485	39.44497	81.21495	1.00000	8.55553	12.67476	7.75224
11.47769	7.55094	1183.11660	7.55414	10.61593	9.84585	13.46830	52.93231	10.62420	6.54410	83.97573	21.46527	62.88322	36.27634	1.00000	7.78197	23.47177	2.80942
6.32098	6.58367	1091.59778	10.25489	5.57468	9.17255	6.55936	51.04916	5.82524	8.77540	-122.40433	37.71715	64.87768	38.47959	1.00000	7.66682	30.91835	33.61026
10.05371	7.38391	1132.97400	8.05663	10.76390	8.97893	9.76671	59.91653	10.59833	5.32850	2.31889	35.21222	54.63421	25.22955		7.71845	12.81181	4.79422
7.03898	6.64878	1074.07353	5.93773	7.92695	6.34409	6.98902	54.61914	6.46256	6.58431	-81.23621	33.98154	52.77902	80.03000	1.00000	8.99222	25.00048	1.21212
12.60718	8.87941	1173.62685	8.83881	7.89407	9.57066	11.90744	40.46928	11.30139	4.82133	-73.75513	40.60538	32.47526	42.82475	1.00000	8.24241	14.30186	9.50328
8.74077	7.57954	1134.11772	7.01760	9.37190	7.83863	6.84173	50.88678	7.18672	7.56551	-97.35992	19.8173	47.17844	59.80713	1.00000	5.76552	6.40291	2.99343
9.14003	7.55285	1183.39459	6.26035	9.37205	9.07911	6.84803	35.89377	6.94064	8.75662	39.28333	-10.33333	44.22091	41.91490	1.00000	6.74541	15.24280	2.81393
9.63816	6.14515	1088.94829	7.12470	7.37488	10.76859	4.72338	68.78743	6.09379	12.74710	24.75	55.25	52.51094	32.06493	1.00000	8.01727	6.81917	3.17996
7.50526	8.52818	1076.68083	8.31273	5.60378	9.76824	4.99864	53.11059	5.77817	10.06822	14.30935	40.92298	43.05261	54.62111	1.00000	6.90190	5.64969	5.07859
10.59122	6.03469	1093.86860	7.71462	5.87492	7.65733	9.32457	57.26102	5.32659	6.93008	-98.15529	26.18924	68.51394	64.23911	0.00000	7.24470	9.40656	3.65860
8.37010	7.00884	1129.49451	8.69625	10.07773	9.89575	8.75308	44.73482	7.22926	7.77507	59.4839	58.7002	49.94686	58.11622	1.00000	7.63498	23.19713	6.90593
9.11261	6.63800	1096.41345	8.52589	10.56511	6.83436	4.92999	59.68832	8.58813	6.79542	14.66737	41.55947	43.57285	49.07788	0.00000	6.48816	7.76031	7.43274
8.70520	9.37417	1125.15956	6.45823	10.44473	8.40896	9.27261	54.78081	9.56606	6.17494	2.18967	48.8765	41.06145	30.01233	1.00000	7.55156	9.71971	1.17431
9.14367	7.87605	1145.02747	7.37282	9.62954	8.09099	7.51167	36.43794	9.31912	7.26169	16.86194	54.58048	29.17917	65.64215	0.00000	7.96772	23.09036	2.57996
10.14312	7.40206	1164.15181	8.43145	5.76677	7.95307	9.08279	47.30951	7.53694	7.07105	2.59753	8.88649	35.85183	63.35431	0.00000	5.71893	11.99569	6.35427
8.62683	8.30920	1175.67897	5.45743	6.81995	8.10079	8.76505	36.19258	8.12240	7.64101	-61.51889	10.66668	61.72626	62.45107	0.00000	7.05593	13.53024	1.32804
6.62933	7.97897	1067.23750	9.41781	9.58431	7.32948	5.74861	37.53203	7.79243	6.27957	114.51667	33.78333	41.74744	54.90567	1.00000	7.25844	4.40294	16.72443
10.63657	8.02995	1136.61073	7.67353	9.01207	8.85142	4.92722	45.58950	8.82355	10.98212	4.7934	45.69558	43.63812	47.47679	1.00000	7.55782	14.89597	3.21673
8.34167	7.49509	1141.09669	9.46981	10.25329	9.27711	9.20942	46.32349	7.07480	7.96226	-87.65644	41.80753	55.15223	40.32573	1.00000	9.50003	19.53248	16.23029
10.47314	7.69111	1158.27261	8.58695	11.26206	9.00344	6.69695	40.45554	6.28927	9.25209	-72.86843	41.27621	36.64619	39.94341	1.00000	8.29760	14.55635	7.95994
8.37180	7.56397	1066.41052	8.27487	6.48644	9.70019	7.90624	59.32007	7.60414	6.64259	9.17702	48.78232	49.57143	69.86473		6.99243	25.84282	6.40724
7.91655	9.56440	1130.62832	9.32600	10.04508	6.68495	6.11942	61.40370	9.80219	7.41810	53.26023	54.39304	68.03318	57.13881	0.00000	8.85234	6.51951	14.79534
10.46015	6.78864	1137.94918	7.92297	10.17735	7.58827	10.31023	73.65119	10.18729	5.31017	-52.67056	-26.22861	53.42066	54.55723	1.00000	8.14006	6.01291	4.41358
9.68052	7.97638	1098.08601	6.77696	10.64231	8.00934	5.83209	64.27892	7.73787	6.65724	38.28402	34.5624	35.28782	56.23817	0.00000	7.91384	25.50677	2.30087
8.24685	7.23455	1188.11586	7.22259	10.74696	6.90902	7.13309	45.51410	4.77644	3.98029	-52.35558	-14.66463	41.70306	76.66815	1.00000	9.82409	18.50746	2.70119
9.66391	5.18156	1065.46741	9.77605	11.15381	7.75614	4.03413	40.35335	9.45063	5.61072	2.1699	48.98994	65.87265	57.98282	0.00000	8.20607	10.52343	21.85796
9.40147	7.15959	1061.33455	8.47842	6.09100	9.13703	8.34619	39.59773	7.15257	6.70093	-0.91979	51.42708	32.60571	59.47681	0.00000	6.91913	5.25543	6.47600
8.43505	6.36372	1089.94081	7.43475	8.52502	5.77968	7.54280	55.79603	8.44786	7.57815	67.84222	40.11583	33.76507	61.52768	0.00000	9.79102	1.45322	2.19168
7.91405	6.53916	1149.83934	8.06094	7.11862	7.96371	7.80249	40.12036	8.25426	6.46520	123.33471	8.56697	32.58980	45.29207	1.00000	7.52222	10.36725	4.80110
7.85703	6.71204	1121.79664	8.15882	7.62043	10.03847	8.45711	57.07691	6.24513	6.07275	48.87498	38.45598	45.04952	57.57073	0.00000	7.86477	27.82091	4.66187
10.17514	8.45874	1077.42271	6.75773	9.27760	8.35915	7.43260	54.13852	10.28847	5.95325	-111.89903	33.50921	37.18352	57.35463	1.00000	7.12652	16.32863	1.72171
9.32287	10.53238	1110.75979	8.28661	9.69065	10.71198	6.94383	49.86916	4.08561	11.06656	-89.64066	40.56754	39.07216	33.83059	1.00000	8.01725	12.92309	5.94450
9.28529	6.60110	1087.62365	7.03895	10.24301	8.09695	9.74936	43.73473	9.70820	5.97588	-88.42814	42.16808	46.63683	73.52731	1.00000	6.65645	15.99598	1.53842
6.42575	7.38205	1061.92949	6.84221	9.86441	9.10316	7.03158	49.55122	7.46393	7.57325	-72.09391	18.65297	51.26594	63.31505	1.00000	8.69552	14.17573	3.16316
7.21055	7.27197	1086.19012	7.93896	6.65131	11.74998	8.68844	52.31959	7.37487	4.84482	85.4265	55.8736	57.36704	57.49610	0.00000	8.18429	5.23109	4.64232
10.20242	6.98614	1179.48276	6.94366	10.82730	8.57504	10.26884	63.73179	9.63454	5.93399	136.51667	35	60.86332	72.78182	1.00000	7.67112	31.44805	2.50189
10.07893	7.72989	1158.26746	8.57577	8.23088	7.34830	9.59976	58.25367	10.35104	4.94326	-44.31389	-19.7625	61.33177	69.63372	1.00000	9.07756	-4.95450	7.36431
10.91706	7.36684	1174.66726	8.68814	9.31812	9.30583	3.60041	48.32783	6.32593	9.90290	71.57118	32.87533	33.04951	60.63842	1.00000	8.41280	29.36748	8.16504
6.31866	6.21761	1160.97437	8.55815	7.71208	9.12407	8.68709	30.51230	5.71827	6.47552	2.59753	8.88649	47.96022	41.43688	1.00000	7.45698	12.75909	6.44467
8.71115	7.32718	1051.12073	7.59528	7.14690	4.59754	5.24492	40.42738	10.67098	3.25498	-3.05	53.81667	15.50033	68.19448	0.00000	5.89188	41.89400	3.92904
7.83672	8.34919	1152.76867	5.72572	7.83819	10.17821	7.05309	48.13860	5.21018	9.68319	68.11759	26.9423	28.88863	51.36341	1.00000	5.61977	32.36121	2.59034
6.39082	7.12039	1112.29710	8.13743	8.46534	8.09782	6.92337	52.42460	7.26849	7.42125	100.04427	13.8196	43.88534	59.19789	1.00000	7.12874	12.77772	5.85737
7.32028	6.09205	1144.69206	7.94547	8.82571	9.59417	7.34195	25.43708	2.84015	7.02333	88.18466	22.19303	28.14680	52.05560	1.00000	7.26405		3.45631
10.08422	7.17508	1051.71129	6.53855	7.17480	6.90670	8.34148	44.77115	9.31773	4.87978	-111.78903	33.35283	37.99725	67.26981	1.00000	7.56716	5.52362	2.12882
10.44431	8.52231	1192.78203	6.83780	8.88284	7.49005	5.90744	40.70065	8.90252	4.45330	13.32127	52.59319	70.88256	62.72335	0.00000	6.96345	15.91740	1.89057
6.09841	8.09357	1188.72071	6.38590	9.04805	9.87664	7.26081	59.95680	5.50151	9.11823	2.1699	48.98994	48.17539	61.17636	1.00000	7.81811	15.44220	1.73467
10.06229	7.55738	1102.36573	9.09364	5.70036	9.10297	9.24340	63.46386	6.10956	6.04240	117.55417	34.86472	45.85799	84.44779	0.00000	7.66280	29.87688	11.89167
7.98697	6.93511	1139.33425	8.30581	11.54655	9.32587	8.31077	27.34988	9.12124	6.55495	42.7125	11.15583	45.37207	50.40894	1.00000	6.96256	33.28489	6.06794
6.90191	7.74119	1094.37299	9.37901	7.39687	8.43529	7.33849	51.14996	7.81364	7.11470	-95.36969	35.74788	65.38033	37.15826	1.00000	8.51156	10.30836	15.21257
7.85563	7.66932	1101.41745	8.49908	6.77286	7.24878	9.31922	77.70984	8.68334	8.17777	-52.35558	-14.66463	56.91584	27.35684	0.00000	7.08343	5.82060	6.89727
8.93962	8.13196	1146.04649	6.93859	11.99585	9.61810	9.93395	46.84084	7.64354	7.78354	-76.78319	18.00747	31.83864	48.43892	1.00000	8.27892	8.83188	1.69928
7.91833	8.57706	1117.53720	7.99799	6.60378	11.06139	7.83905	44.28551	6.55759	5.28353	37.3825	37.05944	26.49424	38.30827	0.00000	6.72847	15.32296	4.94704
10.08599	7.52996	1171.07837	8.60638	12.21007	8.68843	6.03706	48.17034	1.09212	8.85223	73.85535	18.51957	43.09979	68.46723	1.00000	5.98607	18.57390	6.71776
10.24839	7.43774	1129.17243	8.24039	7.67087	10.22728	9.63007	58.94481	9.78217	5.84685	-25.66689	37.74615	23.56152	48.61123	1.00000	8.14504	12.74069	5.82487
10.70716	6.39262	1077.52393	8.06774	10.39221	10.01360	6.34428	57.74757	8.03989	9.56641	123.99333	12.97389	42.37687	48.24949	1.00000	9.58581	15.95013	4.16475
10.61831	5.62840	1050.78379	8.31395	11.18878	9.04101	5.13163	45.24035	8.74813	6.13838	53.26023	54.39304	51.85302	53.19899	0.00000	8.85553	8.34698	6.63049
9.05970	7.79986	1084.55456	8.38682	9.76241	8.85521	9.81172	23.68322		6.20274	120.74792	41.09822	23.26209	67.33588	1.00000	10.26658	7.18183	5.50628
8.53929	7.52464	1194.44398	7.73561	8.41254	4.69627	5.22687	64.42708	8.25800	5.96964	-2.98333	53.83333	23.01807	64.18999	0.00000	8.24105	-5.52725	4.24233
7.67294	7.67263	1145.49936	10.23493	11.87284	6.91838	8.03957	53.66902	9.17286	6.02994	-4.0573	55.82737	54.85797	40.22026	1.00000	8.62802	15.81034	33.37125
10.04299	7.23415	1193.91732	9.39723	9.41427	8.86806	8.84197	40.28249	10.37860	4.96359	56.36091	51.78771	57.23582	42.48134	1.00000	7.93294	12.58151	15.47772
8.68906	6.60961	1156.68093	8.71656	9.54489	8.40709	9.26475	57.88372	8.55011	6.75568	120.4861	16.0438	44.84008	34.58473	1.00000	5.54371	9.39378	8.26706
9.38614	7.71501	1182.16465	5.33334	9.41474	9.27487	5.35029	44.43141	5.50173	7.30850	6.61944	52.57583	35.89299	39.03289	1.00000	7.33000	1.74157	1.30439
9.57119	6.54608	1160.38410	6.19078	8.09548	9.53358	8.58755	56.27781	8.52074	6.26986	23.225	43.4125	50.25126	25.53463	1.00000	7.59601	-0.08348	1.14541
12.60746	8.78701	1144.28976	6.35670	12.65329	7.62583	5.01444	53.75711	8.49710	9.05476	136.61667	36.53333	39.10938	56.17080	1.00000	9.52352	14.15918	2.47767
9.23861	7.31733	1138.05798	6.11169	8.04175	7.74140	6.51071	45.32863	11.68407	3.18407	79.87116	6.84019	32.61039	46.98388	0.00000	5.99940	19.76553	2.35453
8.19363	6.71117	1191.16418	9.00642	6.97397	7.94496	9.46648	65.18233	5.80876	6.91232	-96.39774	30.16688	65.29072	54.37497	0.00000	6.96822	24.94175	11.16830
8.49333	6.04837	1118.40984	8.01785	8.56812	8.95069	10.20533	43.23608	9.27321	6.98538	78.95693	29.21399	45.43234	49.31054	1.00000	7.38960	20.24776	3.75957
8.12259	9.40215	1058.27142	9.09077	8.93954	6.07779	7.65799	68.04718	9.05729	5.49023	8.86374	44.89784	52.96957	43.42178	1.00000	8.92414	31.10098	11.99017
7.68987	6.02534	1184.83499	8.49904	6.93388	10.49884	8.90430	51.34445	5.84521	5.65889	9.00472	4.2475	67.82946	35.02506	0.00000	7.85398	12.37315	6.24810
9.01537	7.69756	1092.78965	7.12885	5.97514	11.83921	6.64208	52.30139	6.40417	5.14659	73	40.93333	33.73140	58.63017	0.00000	8.62986	21.82796	3.22598
11.82137	7.02682	1177.36620	9.05517	5.47282	6.32852	9.40640	59.08946	5.12840	7.80431	137.5	34.9	54.94000	75.61414	0.00000	4.74569	-2.26546	10.79742
9.71271	7.69490	1100.07059	5.70514	6.34117	4.60382	6.87579	52.48944	6.39877	4.23771	-122.24064	47.80527	59.48966	33.82864	0.00000	7.48980	18.40871	1.79592
7.31160	7.13747	1068.31021	7.93489	7.39398	11.75863	8.09347	53.20921	5.31263	9.56362	20.91361	41.92361	38.30832	39.70176	1.00000	6.99910	25.02066	4.18699
8.61038	8.10153	1122.64062	9.86800	6.83980	9.98648	9.07760	53.33081	6.07323	5.35680	-122.86705	45.49428	32.52227	79.16947	0.00000	7.31090	8.43875	23.59193
11.95448		1052.40953	7.57963	8.73542	11.88659	3.03914	50.66559	6.56728	13.58462	38.16694	54.84444	66.68931	65.68030	1.00000	8.38604	-0.43066	3.09112
9.95067	8.94999	1189.11094	8.57227	10.33396	8.26256	9.53363	46.43915	10.27287	5.27820	-8.2503	37.08819	48.40076	59.97904	1.00000	5.31086	-0.58344	7.14089
11.60677	6.64170	1094.23700	8.70243	6.70618	7.82361	11.42489	59.29168	11.43739	4.56778	-6.90656	33.92866	33.67207	68.95323	1.00000	8.80852	21.17841	8.63562
9.77974	9.03553	1105.67014	7.77522	6.71275	9.47872	8.94293	34.40167	4.75326	5.95234	30.2049	55.1904	65.09899	53.10093	0.00000	7.57810	-0.83519	3.53429
7.85066	6.69780	1147.51226	7.93823	7.02617	8.91600	9.44192	57.24892	6.22550	6.47594	13.57661	37.31065	71.32891	39.75723	0.00000	9.09403	14.52463	5.16768
10.98982	9.50683	1112.80314	9.50797	9.97261	7.28473	2.98686	55.78959	6.13380	8.48938	86.79271	25.92127	38.32875	62.34031	1.00000	6.64191	17.31901	17.62801
8.02737	7.03018	1154.16145	7.33705	6.59986	10.63232	8.86429	39.76486	7.19965	5.24269	25.8191	53.5942	56.50665	56.16024	0.00000	7.47965	18.05518	3.38046
7.99560	7.34207	1098.49429	8.91830	7.19059	3.90010		46.92170	7.35569	4.34878	75.96976	15.73628	69.67470	29.08881	0.00000	8.60018	5.02608	10.41106
10.36986	5.67833	1052.46685	6.31124	8.11524	8.37571	8.69010	35.18301	10.57688	4.52067	-85.76942	39.78504	64.55393	63.18685	1.00000	8.30818	20.68707	3.00784
8.88012	8.08633	1088.16989	5.63045	9.34876	10.66012	9.27094	51.20390	7.34439	7.87898	-122.24092	47.4943	61.97834	46.88652	1.00000	7.00397	13.89005	1.32468
9.95067	6.42062	1100.80329	9.79630	7.55608	6.20741	9.79679	58.98590	4.12913		73.08333	19.21667	68.55069	18.96176	1.00000	7.00967	22.82980	22.25942
7.68906	7.75621	1166.87633	6.98325	7.99315	7.42798	7.11620	46.67391	8.50867	6.02837	37.73333	-4.06667	36.90018	56.54819	1.00000	8.04766	12.82083	3.06806
8.79359	9.30119	1115.36705	7.27756	10.48809	11.05084	10.39112	59.52805	8.55851	7.82515	-99.32556	19.32889	53.89829	37.97634	1.00000	8.24478	18.54670	2.52309
10.08389	7.28367	1161.28717	8.10658	9.38185	8.07142	9.49102	70.15755	9.93920	5.35873	-68.3	-54.8	54.48805	63.78961	0.00000	8.78622	18.16733	4.68084
8.56175	7.21580	1055.77166	8.61978	8.41713	3.94318	5.56529	45.27084	7.88979	7.07125	-48.62789	-17.74431	36.31471	67.61128	0.00000	9.23199	16.32199	6.79282
7.97046	7.31166	1167.22421	7.32459	10.02796	9.22804	8.54113	39.02328	9.56390	6.38837	86.00214	46.51872	55.64371	50.53411	1.00000	4.84312	10.91225	3.78798
8.50148	6.81462	1197.44922	6.88085	9.22582	9.39323	8.83605	60.66293	8.76384	6.73197	11.04979	44.59445	46.52713	46.26243	1.00000	7.67802	17.14634	3.09502
10.27069	7.65191	1160.53693	7.13863	6.84819	9.55837	10.85590	44.90651	9.90781	6.20748	137.23333	35.8	26.43873	59.55120	1.00000	8.77589	16.74407	3.03050
7.71372	7.54057	1075.32087	11.04577	7.39216	9.39457	10.04813	55.07913	5.14607	5.97111	-1.60452	42.06166	57.63008	66.08777	0.00000	6.81659	3.45700	73.07509
9.86174	9.15704	1087.14140	8.21837	10.96714	8.11285	5.67347	56.59813	9.30155	6.93313	-97.35992	19.8173	55.64192	36.34727	0.00000	9.02364	-3.41008	5.74324
9.13986	8.31415	1099.07769	9.95546	6.03565	9.66111	8.33933	55.07872	5.89301	5.70277	102.56365	13.65805	61.28667	40.79394	0.00000	6.66217	15.61926	24.87833
7.79712	8.53151	1105.56305	7.83966	7.42318	8.19120	6.59474	60.28356	9.02420	5.56125	2.25	50.75	59.79446	53.42053	1.00000	8.64521	10.65634	3.20908
10.41347	6.40675	1103.47456	6.71957	8.80513	8.59155	10.81021	38.32972	11.48051	5.01609	30.2049	55.1904	49.79615	56.49540	1.00000	8.29617	22.81999	2.93719
8.50595	8.13314	1157.10221	8.19437	8.34639	10.38360	9.60986	41.24498	7.97595	7.77241	8.55552	40.72586	48.01450	26.49382	1.00000	7.09235	20.48008	6.12246
7.81790	5.39097	1168.40145	7.77321	7.83135	8.75163	6.61420	48.76179	6.98069	7.36715	-100.88023	20.21322	65.52189	65.41478	1.00000	7.53293	16.19115	3.92442
7.53307	7.10867	1178.81788	7.11791	5.85733	10.15194	9.89851	63.43840	8.06376	5.43969	4.74161	7.62789	51.31985	88.37084	0.00000	9.21716	0.30342	2.65203
10.44362	7.90559	1177.15611	8.77932	5.49561	10.49188	9.77133	53.33813	8.08658	6.88945	14.39024	42.22718	59.40672	36.99318	1.00000	8.62278	18.95877	9.33513
11.15228	7.07006	1188.59681	9.54324	6.69501	10.68185	10.86844	38.41342	9.65152	6.16331	-80.58556	22.98212	28.06363	56.27221	0.00000	7.05067	22.52320	17.50364
6.89085	9.05774	1102.33465	5.83610	5.35477	11.44585	7.07521	30.58480	6.32546	11.50481	-76.70944	-11.94306	54.41406	49.93642	1.00000	8.58310	1.56164	2.21850
8.16219	6.50799	1132.77560	6.17647	9.81982	6.07128	6.16522	42.02272	8.73270	7.86510	79.87116	6.84019	41.32681	22.70112	0.00000	7.44464	5.86358	2.37992
8.99236	7.98801	1077.12693	6.84346	6.94648	9.51150	7.93079	54.77010	7.65384	6.68935	-75.64963	40.24537	47.70254	29.84872	1.00000	8.28140	21.04151	1.97256
9.20681	9.23027	1060.33074	8.70848	8.53969	10.28979	4.88798	38.47104	3.69359	10.24920	75.11937	20.88098	63.53288	47.27941	1.00000		20.78567	8.26874
9.99059	8.07498	1090.23292	7.38681	8.24369	7.01209	8.11923	69.88342	11.54862	6.83489	-73.75335	45.4473	67.74063	45.76352	0.00000	7.06401	30.25595	3.22780
7.12925	7.40835	1139.32065	8.24779	6.30145	6.17318	5.93121	52.74736	8.30200	5.57481	-8.07257	12.74409	37.32736	57.91430	1.00000	7.12991	6.29660	5.37776
10.76335	6.60631	1098.11886	6.73115	3.60932	9.66827	8.88496	54.13013	9.49435	5.28038	-65.71875	-21.44345	37.14966	71.02765	1.00000	7.64512	22.78852	1.87139
9.95862	8.07729	1163.87202	7.51875	7.47206	9.91733	7.66611	73.91353	10.55333	4.51434	4.25633	51.21187	45.52202	37.51946	1.00000	7.38583	19.99178	3.18776
7.97255	7.66869	1153.82917	6.96709	10.06624	5.60000	4.90768	57.23818	9.59539	7.01747	-61.51889	10.66668	51.00408	58.26428	0.00000	8.83377	18.24830	2.10307
8.19846	8.29521	1118.90541	7.28760	8.92630	8.05411	8.93605	41.58853	7.25653	7.54060	125.51176	42.64031	52.45930	65.48790	1.00000	6.28177	0.62025	
6.71673	6.89504	1131.54620	6.73247	9.61633	8.96827	9.85762	39.23397	6.89796	9.06663	-61.4867	-31.25033	33.51770	83.75591	1.00000	8.40988	31.89707	2.11009
10.14990	8.26945	1165.08726	7.81272	5.50309	9.02132	8.65813	59.17397	5.39691	5.83196	-1.60452	42.06166	47.09529	86.82418	0.00000	7.82093	10.05563	4.29239
7.48081	7.50027	1141.58381	7.45512	10.75194	6.09460	5.95514	48.37268	8.68104	9.44270	24.95034	60.18427	46.13297	51.66732	0.00000	8.54366	5.94483	3.40532
8.91361	8.18409	1123.89445	7.90854	5.81687	9.71174	8.39086	80.30449	7.54356	6.05458	-93.12577	44.73941	44.63871	37.32235	0.00000	7.52935	21.76258	5.50558
8.40953	8.74261	1083.93216	8.08347	10.22136	6.95431	9.42808	71.59663	8.95801	6.43853	-74.01042	41.50343	32.03613	57.63856	1.00000	5.48120	13.10346	4.95902
9.81371	8.73037	1118.71465	8.52439	8.96173	9.06443	10.32820	54.87893	9.08543	6.57756	104.1451	15.79408	50.58784	39.24331	1.00000	7.72374	6.90941	7.22407
9.10707	6.53167	1106.82098	5.59378	8.27028	8.27061	8.62977	64.83581	8.41816	6.29913	-82.4017	23.0072	26.16672	45.55795		8.62299	9.78645	2.22552
10.45817	6.35953	1168.83038	6.95104	10.00230	9.60471	5.34403	30.73389	5.96306	10.13438	-80.08199	35.88264	33.07815	48.10488	1.00000	7.58788	15.48139	3.84589
8.90463	7.47730	1058.84828	9.35500	8.39784	8.88464	4.30599	51.04849	4.25627	7.27972	37.73333	-4.06667	45.33072	61.05645	1.00000	8.53456	21.85518	15.07124
10.30189	7.25379	1102.33625	6.93306	11.70019	8.51216	6.79978	42.82770	4.98876	9.01327	12.19458	10.61285	55.36909	51.34551	1.00000	7.00212	21.69044	2.20810
9.42162	9.25012	1052.66673	6.01891	6.28369	8.22725	8.68570	54.44769	6.84707	6.89370	151.07986	-33.88096	25.73129	44.42580	0.00000	9.48832	24.96500	1.85175
7.70505	8.38417	1182.59224	7.36013	8.34056	11.19681	8.18038	38.66284	5.16512	9.08409	35.96944	56.03361	41.64906	44.88337	1.00000	7.84073	18.47460	2.66432
10.01394	7.12256	1154.85990	8.54667	9.67783	9.28772	5.73791	61.08913	7.29388	8.40267	5.58472	52.14	35.78048	44.48200	1.00000	7.01496	13.39938	8.04056
10.52072	7.32485	1137.63093	7.32892	6.32403	8.19916	10.84620	63.80705	11.14272	5.62435	37.49338	55.62047	48.09695	44.52092	0.00000	7.86258	22.68345	1.89807
6.35404	7.16725	1098.76697	7.40996	8.00312	3.40260	6.47742	42.41184	8.64804	8.07163	-39.25	-12.91667	61.64041	46.53371	0.00000	7.62358	6.29389	2.61020
9.21446	8.63430	1051.47902	7.60974	5.72592	11.00971	8.82084	34.55125	5.22984	4.87405	111.50861	32.54278	54.05755	46.52510	0.00000	5.74571	-1.61841	2.72393
9.68638	7.88852	1051.50162	7.36523	6.05972	10.09553	8.14664	39.74308	4.88622	5.35122	9.02596	48.21644	69.10754	52.42127	0.00000	7.67831	31.01169	2.88156
7.20178	8.03127	1105.80650	10.07961	6.74616	8.87219	6.02498	63.41378	4.67698	9.40768	8.52462	47.30997	54.28832	36.52202	1.00000	9.37951	33.47553	28.30415
9.08114	5.81414	1098.67393	7.56730	10.72370	10.17718	9.69152	75.76406	7.40734	10.16429	6.9747	50.82709	58.65872	72.85726	1.00000	9.02314	7.90525	3.53619
