PM2.5	longitude	warning	H2CO	CH4	CFCs	SO2	PM10	Pb	NH3	latitude	PRES	NOx	CO	PAHs	O3	C2H3NO5	TEMP
7.26248	-85.76942	1.00000	39.42846	9.85402	51.44758	6.32022	9.04733	41.25889	5.73236	39.78504	1174.51197	9.07743	6.45505	6.52432	7.07985	10.58661	16.03690
9.67379	-2.68333	0.00000	36.65975	9.92079	36.89889	6.02742	9.15074	47.40953	9.94767	43.31667	1197.10347	9.02027	7.77067	9.98827	9.79540	11.17080	16.18106
11.40241	48.41667	0.00000	41.19624	10.54892	57.67858	4.57812	8.22156	47.62767	9.59658	-17.83333	1078.04808	7.79928	7.78060	11.10853	10.00735	5.60488	20.34162
5.82954	-120.93549	1.00000	44.07143	5.99541	59.87133	7.57026	6.39285	65.36430	10.38341	37.73604	1111.16346	9.04536	7.97850	11.56728	9.14687	0.64563	-2.98557
8.17220	103.81667	0.00000	49.11823	8.78651	39.92810	5.98814	8.10046	52.56540	8.26058	1.6	1056.25903	8.06039	7.88029	8.40386	8.76729	4.67507	10.19837
11.56603	126.28333	1.00000	66.80918	6.85574	33.25309	5.86999	8.90645	40.40211	4.34736	45.35	1102.17279	8.53956	7.35282	2.05642	6.95466	8.41535	11.59022
10.82397	-111.90466	0.00000	60.55196	7.47326	62.08852	6.57918	7.53851	43.99101	10.82237	40.34912	1113.54523	7.84381	8.70892	11.38050	8.13553	4.12125	30.75353
12.10767	-1.47217	1.00000	40.29660	11.83188	38.43624	6.36753	8.76141	48.92957	4.69541	53.46506	1165.07782	8.09450	8.45687	6.46466	6.08415	7.26228	-10.33429
8.16345	38.94324	1.00000	45.44944	7.60467	54.04486	6.83180	6.78319	59.03761	7.39182	44.98901	1188.46757	6.87246	7.08649	11.47937	6.15256	2.14483	4.87189
9.26112	34.86563	0.00000	58.43154	11.22129	55.24348	8.57504	7.49944	44.02734	6.52125	31.92923	1151.16424	7.09687	6.62242	7.44779	8.68317	3.75133	13.04339
9.09215	78.14797	0.00000	39.71131	10.97101	50.27305	7.47562	8.34766	35.32833	9.75851	15.45144	1134.98671	8.55697	8.27280	9.75547	10.14960	5.63442	1.75078
11.33911	35.23388	1.00000	28.19772	11.02621	42.08825	6.29708	7.50976	56.33920	4.61448	31.78336	1199.37249	7.77843	9.97179	5.41222	4.65708	2.74290	25.96173
5.90739	9.29109	0.00000	60.73201	8.10464	45.99084	5.29694	8.60070	15.17378	7.12578	45.39402	1171.38829	9.57470	8.02922	8.97207	4.36988	7.49329	10.42266
8.96009	17.58522	1.00000	53.03276	5.88108	53.78583	6.88423	8.49581	33.57182	10.11533	40.53123	1145.68016	9.18868	8.18473	9.35411	7.73835	6.84536	21.14140
8.50569	124.84472	1.00000	24.18765	8.79922	49.10801	6.96628	8.05649	56.03312	7.61211	10.13361	1191.37523	7.81036	9.00233	8.27552	9.44052	5.59722	15.41361
6.07093	135.21667	0.00000	47.02505	5.86786	63.57260	5.39592	10.20602	35.08260	6.66441	35.06667	1192.35043	7.59474	7.21241	6.39007	6.07796	30.41183	22.27557
9.22504	27.46153	0.00000	61.27777	8.73660	35.79750	8.06730	9.36897	53.68628	11.58703	-21.44236	1081.71366	8.62425	6.90295	9.99042	9.57498	13.50455	28.18961
6.29272	69.67639	1.00000	43.03070	8.98153	39.78949	6.93275	7.24673	57.77242	9.11775	41.29444	1189.83697	7.75754	7.07091	7.59508	5.98109	2.60117	17.81474
7.29583	38.02486	1.00000	52.48703	7.17837	48.07238	7.98195	6.18955	40.90456	8.22061	55.64776	1198.66569	8.80047	9.52589	11.03246	8.01302	1.05694	-5.13156
4.44123	17.10558	0.00000	75.18456	4.48270	51.03941	5.76938	8.97819	30.26241	6.51051	61.72744	1178.47205	7.07289	9.62815	7.13675	4.47309	9.54334	-1.14775
9.78488	9.0027	1.00000	34.58572	6.88057	39.74293	7.05746	9.17531	45.17735	9.19878	11.86064	1078.70667	8.24876	8.45423	7.45044	5.23088	12.22773	11.20488
8.58422	103.65309	0.00000	60.59691	10.09055	94.11047	8.30804	7.63406	60.82647	8.71608	16.0567	1091.78149	7.69888	8.60754	7.72229	9.93732	3.36551	-0.53179
5.04389	-88.81395	0.00000	31.94416	6.52771	51.78397	4.30173	9.50448	60.88007	5.10067	35.61452	1094.08867	6.32748	6.93494	7.98443	4.72238	15.24659	22.79370
10.53274	-7.32097	1.00000	63.95360	9.31219	47.50862	5.83493	5.71700	39.77333	3.66604	41.1053	1172.46645	8.35147	9.47541	3.16048	4.41931	2.35340	16.68999
7.86249	114.33333	1.00000	40.23658		46.79520		7.66629	58.60123	10.39673	-8.43333	1093.46168	6.79273	7.57511	8.70534	8.80150	4.29666	26.40155
8.97584	-120.93549	1.00000	44.37857	6.41363	53.24409	7.63231	7.88104	40.74641	11.69401	37.73604	1173.94467	7.58419	8.17444	11.51163	9.74367	4.03088	24.54181
7.55913	33.34864	0.00000	52.94166	10.67379	69.20547	5.41115	8.88314	47.75202	8.19342	46.75451	1054.80874	7.56293	5.82525	7.40931	10.41959	8.97094	32.01982
6.03003	-91.77127	1.00000	48.30134	7.47606	44.47448	6.76470	7.41403	55.35100	9.05898	37.95143	1112.43971	8.22505	6.92854	10.58319	9.36178	3.66585	-3.47898
11.49823	48.87498	1.00000	45.96475	10.82807	62.67014	8.52036	7.77541	31.41473	7.38750	38.45598	1113.08497	7.31399	7.54946	8.41113	8.05313	3.91522	12.74264
4.98274	41.77921	0.00000	60.46384	5.42914	48.63963	3.45827	8.29766	44.81336	5.26063	41.82143	1112.96117	7.90188	8.80904	7.13363	4.50984	5.22673	6.64565
9.34897	19.27498	0.00000	76.73267	7.55453	40.89779	6.98452	8.09069	45.94806	7.69321	50.20528	1125.71254	6.84631	9.22356	4.11649	7.93160	4.92709	13.27520
7.10314	-119.0376	0.00000	53.44316	4.63782	67.81320	4.79410	6.53947	22.24117	6.30783	34.21639	1159.68308	7.80874	8.17386	5.63925	6.02440	2.01900	36.18439
4.99637	34.75699	0.00000	56.99667	4.71842	58.93043	8.63625	9.10948	59.99973	8.81710	31.39547	1119.38245	6.77855	7.24932	7.54983	6.06312	11.39801	9.04647
7.97525	-84.20299	1.00000	40.88712	11.17082	49.82015	6.12866	6.53692	34.89151	3.20270	39.43534	1171.27433	9.25540	8.23644	3.54108	5.62746	1.99939	9.80939
8.84198	42.54536	0.00000	64.15395	7.32328	50.02094	8.02361	8.34690	47.14533	8.53363	-0.35817	1185.52230	8.52154	8.22472	8.32380	7.84025	5.61330	25.31582
5.31741	8.2926	0.00000	44.70023	5.82574	33.68360	5.58266	7.78230	68.30711	6.58786	9.58126	1107.15154	8.47352	9.91316	6.61909	5.73263	4.75882	28.00000
10.18703	-116.21677	1.00000	50.05674	14.02053	40.49677	7.96203	8.82974	39.50395	5.33705	33.7207	1133.98469	8.41457	6.59583	8.50726	6.41830	8.92901	15.59068
9.99115	-70.6996	0.00000	41.35946	5.03608	57.40005	5.92580	7.56296	51.40029	8.06598	-33.59217	1082.29285	8.11065	9.59415	10.19664	5.69992	3.54386	14.82302
10.44252	-88.70464	1.00000	65.59103	8.26026	39.56881	8.72877	8.27278	44.94350	10.60624	34.25807	1143.08357	6.70775	6.52546	9.79993	7.63782	5.24539	8.46399
4.73764	117.4831	1.00000	74.47679	10.41281	64.92734	7.77267	8.00253	43.89462	10.45951	27.34089	1155.06301	9.67290	9.43777	6.10942	7.94331	4.43565	9.31809
9.71569	24.99798	0.00000	54.25099	9.22628		5.65800	7.46427	46.66854	9.71349	-8.73508	1182.53641	7.89307	5.61252	11.26258	8.56059	2.87778	34.86990
13.02058	34.11169	1.00000	30.07201	9.81811	53.03097	5.47231	9.25582	40.75043	2.40638	0.46005	1190.40125	6.80139	8.74974	2.00815	5.37744	12.43692	3.06726
6.90536	-82.42491	1.00000	38.20831	7.70814	58.81328	4.23658	7.97802	60.66372	9.56423	42.97086	1057.83430	6.63689	6.82131	8.89846	7.26632	4.71885	14.45237
9.13521	78.14797	1.00000	43.71741	9.00307	56.32777	6.46271	6.33738	63.80809	5.44706	15.45144	1179.91552	7.18392	6.04790	4.76987	6.81397	1.46463	14.68805
9.52968	-60.93173	0.00000	55.31409	8.98954	50.60710	5.36312	6.12325	40.88158	5.30175	-31.4488	1139.05623	7.51356	6.25686	5.29806	7.87776	2.55388	21.68327
7.86634	-37.65	1.00000	86.24816	8.17119	25.49351	5.34232	7.39910	42.34494	10.81147	-10.91722	1050.40866	8.81676	8.50586	6.56038	4.60043	2.35166	19.95091
7.56632	128.62667	1.00000	64.49865	8.52312	69.37471	6.66765	8.67820	57.93314	7.39985	34.8825	1091.51394	7.28418	6.73292	7.11286	7.75022	8.18587	1.11014
8.19670	-81.24441	0.00000	62.25034	9.13277	37.21933	9.20255	8.66500	19.79545	9.88670	23.15678	1083.85911	7.90509	6.17931	9.06735	8.97041	7.48008	10.79321
8.52782	-69.96533	0.00000	84.98379	8.59954	49.68870	11.01852	6.27889	33.09596	10.18297	43.91452	1190.61326	8.58279	8.41706	6.04937	9.07953	2.74631	22.89454
7.26538	-75.11028	0.00000	60.46620	5.94961	58.37197	5.94107	8.57562	41.96853	5.97379	-15.21194	1063.67927	5.96367	7.21439	5.41533	7.09665	7.02768	16.62174
9.57214	15.87735	1.00000	69.17569	12.57452	63.69086	5.65810	8.27467	51.60592	2.85057	4.94273	1120.03220	8.73977	8.30560	4.83530	5.74402	4.93104	27.71968
5.38393	-88.31476	0.00000	59.25643	8.87097	51.45734	8.90476	7.64297	42.71442	6.54516	36.61033	1167.38343	7.19357	6.95949	4.47653	9.08181	4.37420	10.11768
11.95506	136.61667	0.00000	47.78209	10.82982	52.87268	6.46236	8.88061	56.66788	11.67056	36.53333	1146.01311	5.34801	8.42223	10.79995	11.19578	8.69386	13.79511
9.29447	-103.5687	0.00000	77.82836	11.27495	50.92246	8.31397	8.75697	53.14377	9.57781	20.22816	1096.80770	6.35912	8.13563	9.74455	10.11596	7.80354	5.92247
7.79513	38.66667	1.00000	67.99369		39.21743	8.03554	7.26685	48.02695	7.81685	-6.25	1069.02757	7.26725	7.59158	9.62198	5.56855	2.43555	28.14644
8.89580	-76.51552	1.00000	55.12824	10.52705	56.93752	6.75914	7.32227	49.49832	4.52423	39.32011	1079.34392	8.18703	8.14196	4.53953	6.04102	3.39172	28.18551
10.20667	76.12647	1.00000	56.68477	11.31951	60.54004	6.34776	7.98459	35.49067	4.39639	32.55531	1101.96201	8.54813	8.10034	5.04606	4.39417	5.45014	14.89747
7.41838	123.99333	0.00000	35.49783	7.16164	24.41714	6.64568	7.51798	43.91936	6.36500	12.97389	1091.87307	8.27216	8.97571	6.49912	6.92990	3.73466	43.82650
5.20142	-1.05366	1.00000	65.39564	10.30200	44.40259	7.86086	6.63142	35.29574	8.47489	43.71032	1109.90342	8.89799	5.98161	12.05825		1.81179	19.59929
10.18396	76.56719		77.31790	7.93559	51.22776	5.85129	7.20830	54.83880	6.01868	24.41288	1116.32052	7.71192	7.73673	5.81625	6.02876	3.74673	3.61384
6.59761	18.30056	1.00000	66.18016	9.90823	50.69860	7.24310	7.71053	58.05684	8.02131	50.5107	1188.00776	6.45702	7.86807	11.87836	7.38836	3.68149	-0.42178
10.37553	-1.86343	1.00000	31.84174	14.09965	58.29116	5.64960	7.24288	29.90073	1.66463	38.10558	1170.49347	7.80625	8.96626	4.46636	4.25762	2.67318	16.89534
5.35065	123.89071	0.00000	75.20633	5.40146	53.07998	8.28875	8.77988	75.77828	7.81882	10.31672	1176.46330	7.82016	8.68173	6.56996	7.52249	8.63149	16.27693
11.63722	5.55575	1.00000	41.51765	8.91965	46.94808	5.02079	8.00743	63.95199	5.99493	46.67535	1107.87966	8.27983	8.84692	6.44046	4.84589	4.53682	14.45485
9.95829	-73.89125	1.00000	69.95611	8.22116	51.38820	5.96758	7.96268	41.04912	6.02959	40.67705	1160.03702	8.46291	5.83733	4.95571	5.86562	3.96491	6.82002
8.52131	48.87498	1.00000	60.55175	6.77668	49.90473	5.23820	7.47286	45.92847	10.72989	38.45598	1146.59398	7.67626	9.74476	7.58180	5.77057	3.38300	5.38760
6.63989	49.62251	1.00000	68.90867	8.96197	51.82276	7.59274	8.04866	35.16088	8.16896	27.0174	1117.48159	7.49706	6.70258	9.56589	7.26276	5.15197	28.72513
7.19544	4.18333	0.00000	55.39857	7.20492	51.68196	7.26118	7.68469	50.85601	7.90605	7.6	1091.27857	6.66061	8.15996	6.02601	6.86785	3.93934	29.44575
7.27566	3.87723	1.00000	60.80299	8.87349	45.22627	6.93031	7.95956	63.60711	6.71517	43.61092	1134.19209	6.97886	8.11500	6.56019	6.69004	3.80703	-1.22083
5.90181	-104.83192	1.00000	63.43768	8.69943	37.98345	6.39940	8.91307	38.15126	8.40952	39.72943	1068.47989	8.48507	7.01178	8.75378	7.56325	9.54602	32.68780
8.25044	-82.46148	0.00000	48.78266	11.94197	50.74368	6.53706	7.53716	53.48877	9.56922	28.15112	1143.54375	8.44715	7.78600	8.50093	11.32042	3.67138	38.26577
10.07516	6.76111	1.00000	70.04854	9.53800	49.61194	7.03409	9.70240	56.20224	6.77656	53.16167	1198.29484	7.11069	8.49225	7.25584	7.30743	18.88022	15.94024
5.64427	-45.94722	0.00000	57.77445	6.96597	23.21716	6.31264	7.96938	47.72364	7.32208	-21.42917	1162.56604	7.75419	7.44044	6.93459	6.38047	4.32822	6.91381
8.55079	-81.26367	0.00000	72.26533	10.78605	58.22289	7.64282	9.33383	45.01781	8.80285	28.90054	1077.64410	6.08585	7.89026	7.55354	10.56090	13.17783	8.22979
7.63584	-63.13414	1.00000	43.68171	7.35079	65.09674	4.57619	6.18962	55.27927	10.32923	46.23899	1063.30419	7.19796	7.15081	8.14702	5.47455	1.73986	4.67822
4.51452	-119.27337	0.00000	68.04269	3.91466	69.44200	3.37447	7.72094	51.72435	4.00756	50.26729	1102.84982	6.96850	9.30949	6.91513	4.09003	3.70829	14.79075
10.73839	119.58627	0.00000	61.30494	9.20906	48.01604	6.70862	10.22598	54.18919	10.98656	23.5654	1193.57077	8.04139	7.40798	11.12251	9.44717	31.11227	10.71446
6.69758	18.84	1.00000	69.43387	7.20105	28.00645	6.87878	7.64493	58.87053	10.65567	42.28639	1108.98518	10.04673	8.54557	9.85608	8.02713	3.40249	11.38648
6.91405	-2.68758	0.00000	61.89533	8.24489	21.03603	8.09324	7.31475	25.67202	7.75075	53.69786	1184.63786	9.50394	6.88792	6.37691	8.65627	3.22137	3.31232
5.68329	-73.99681	0.00000	44.32593	6.84239	39.55479	5.27832	7.19762	54.22677	6.14648	40.94065	1123.41153	8.04275	7.63197	7.52861	5.20935	1.98461	25.19403
5.20187	-84.13722	1.00000	57.83741	10.06474	63.05287	6.92641	10.31021	36.74661	10.17903	9.92787	1086.28177	6.90428	7.30378	9.31801	7.97456	32.96221	13.38737
6.26736	4.86667	1.00000	44.22751	9.62414		5.16436	6.27367	57.62750	4.61447	45.51667	1083.33874	8.99704	6.46451	5.51289	5.30971	2.79749	17.55634
7.31992	104.64992	1.00000	55.60728	8.01446	59.23148	4.44648	9.37830	41.19866	9.71300	14.64056	1094.29594	8.40267	8.49862	10.68174	8.27415	13.68060	7.42843
11.31422	27.46153	0.00000	50.34757	9.04084	59.71142	5.92510	5.65545	51.58614	9.71162	-21.44236	1159.00805	7.85772	5.76069	11.16116	8.85180	2.24369	19.20427
6.83368	-77.02303	1.00000	65.90451	11.88073	44.23660	6.25496	9.77881	26.36017	8.25654	38.70734	1189.60064	8.54946	7.13618	7.76643	5.16950	20.34141	33.83458
12.00197	86.59611	1.00000	74.61780	7.87602	37.28091	6.42876	7.86239	46.81933	7.84723	25.87498	1153.68609	7.01033	8.03753	7.00607	4.52173	3.90993	21.74380
8.76907	-102.04897	0.00000	63.11565	8.49218	50.33552	9.87805	6.79268	57.56721	8.90047	19.64745	1142.26193	7.86380	8.15684	6.00449	9.43954	1.11132	24.63826
9.53132	27.46153	1.00000	53.28192	8.69599	54.16077	5.13951	6.35394	44.88892	5.58377	-21.44236	1107.28516	7.68140	8.69136	5.97275	6.14244	2.16389	17.97923
9.51373	12.6723	1.00000	65.70436	9.08120	38.96952	6.54184	9.29157	52.15451	7.25411	41.72063	1161.69529	7.51063	9.54050	7.12355	5.98745	12.59181	21.63214
10.57353	-84.23381	0.00000	28.47826	9.67643	39.95736	4.65468	7.11348	47.92481	11.56649	33.54428	1053.61865	8.53614	6.99186	12.25351	9.66878	2.05231	13.32728
9.96362	75.11937	0.00000	79.34078	11.38825	36.76037	7.10989	7.61205	31.99303	10.87694	20.88098	1169.42075	7.73188	8.72228	10.94531	10.63122	3.39290	9.26644
8.09649	31.4976	1.00000	64.23055	8.24220	59.38745	6.39354	7.02775	48.90513	7.94186	26.67319	1126.87947	7.73600	9.85377	8.02601	7.12274	2.86422	11.35944
10.65344	123.99333	1.00000	43.56547	11.79601	46.96481	7.16347	8.97567	54.74255	7.70576	12.97389	1160.86660	8.07103	8.85806	8.59842	5.53947	9.79906	8.13114
6.18771	-67.33122	1.00000	47.24961	9.05812	65.05296	6.36403	10.04065	46.08378	7.27520	10.22677	1068.20396	5.89303	8.15317	6.67745	5.26502	25.85901	8.27445
7.65421	117.63083	0.00000	66.31730	11.16459	59.78302	4.35870	9.04785	46.86913	6.94095	35.50056	1065.25729	6.95835	7.92821	6.96677	10.42015	9.68977	28.08606
7.26814	76.11996	0.00000	39.87719	6.58198	73.87448	4.70131	7.72606	57.62771	5.77006	11.12018	1132.93771	6.47103	7.16305	6.17465	6.27285	4.65477	8.32889
9.85111	120.56528	0.00000	63.90105	9.19860	59.55558	8.27009	8.57859	42.87338	10.51738	14.66	1153.96878	8.19467	6.96839	10.56546	9.01762	6.88914	12.82117
11.58980	100.24529	1.00000	28.78503	11.48827	50.41220	5.42701	7.11408	27.08861	3.30465	5.4709	1064.71931	8.65865	5.96493	4.57969	4.85767	2.43939	12.43199
5.40046	78.55757	0.00000	61.64378	5.41863	58.45492	6.79977	6.17442	43.67263	6.84891	17.34769	1097.10948	8.52361	10.00501	7.22088	6.51070	1.64581	2.68826
4.75251	137.02166	1.00000	47.89912	13.48439	37.32583	6.20002	6.80680	56.28914	9.68333	35.48199	1093.16519	9.24528	6.12854	5.34492	5.27019	2.08762	18.80369
5.83024	140.11667	1.00000	41.80639	8.99058	50.79398	7.13127	6.88796	59.14705	8.01935	37.56667	1176.95065	7.34453	8.83761	10.03464	8.57165	1.47693	-3.77607
5.87648	-48.67028	1.00000	53.27132	7.72203	27.94914	7.49834	8.50873	36.08159	10.97063	-28.24	1087.68759	6.55924	7.16182	8.88451	6.93027	6.48687	24.28248
9.56742	84.87144	1.00000	65.76122	7.53482	60.16726	6.72226	8.29590	68.83568	6.94258	47.46657	1193.21551	8.22771	9.02168	5.77810	7.05978	5.68577	21.25082
10.07018	-80.31727	0.00000	71.61796	12.31752	36.71278	5.99263	7.71349	57.07462	10.00762	25.67927	1136.81508	8.87527	7.15344	10.23802	11.26992	4.72056	18.98777
6.99686	31.33078	0.00000	73.39179	6.57626	44.60154	3.36046	8.00858	58.08198	6.59526	47.56494	1058.91534	8.73308	10.19114	5.82618	5.59849	4.38383	18.16872
3.95318	24.6522	1.00000	59.68792	11.07428	33.74943	7.52960	7.76677	36.77445	11.48936	60.2052	1093.90503	6.92918	8.13308	9.64467	8.09068	4.36753	14.78863
7.88049	117.81667	0.00000	37.97850	8.45873	68.00490	6.99206	6.63353	58.24407	7.02234	36.81667	1086.12368	8.82303	7.04032	7.13392	6.60524	1.75362	12.77907
5.79796	-73.99681	0.00000	35.76009	5.40357	52.89610	6.15285	6.33118	58.22386	5.53717	40.94065	1123.57206	7.66765	8.61852	6.82798	6.12752	1.70723	17.35217
6.93777	41.00817	1.00000	75.13170	7.63690	36.90136	8.44637		57.87780	9.92189	38.13708	1053.05235	7.97974	7.97321	10.22988	6.70312	5.03053	15.18574
6.34929	-94.74049	0.00000	57.22021	7.02548	63.78546	5.52657	6.58906	47.62982	4.91957	32.5007	1102.56393	7.87092	8.54101	7.60044	5.95268	2.45563	11.50134
5.80211	-48.67028	0.00000	57.00370	7.24351	52.64661	6.22031	7.84281	36.82199	5.44379	-28.24	1128.12435	8.09889	8.52708	7.37330	6.17136	3.83281	24.44125
10.10161	79.883	1.00000	69.16451	7.01804	53.71612	6.51613	8.60454	58.04066	6.28369	6.9909	1138.97334	8.08373	9.65913	4.79862	7.32098	7.12879	9.88027
7.16843	-1.4001	1.00000	56.21937	8.45489	53.10797	7.49620	9.63568	58.36500	8.53726	7.06273	1151.07083	6.40956	7.03266	11.21944	7.23748	18.37391	34.11539
6.41319	121.12251	0.00000	55.98697	4.56699	53.84011	8.03949	7.43443	44.90799	7.99710	14.62578	1113.93368	7.62497	7.18863	5.59085	7.22355	3.73390	16.76353
9.06415	28.67582	1.00000	62.22561	9.38641	53.19177	6.90713	8.42330	52.49062	6.53907	40.98894	1086.16078	7.09694	8.77397	6.48211	7.16446	6.49698	13.82144
11.76224	-89.64066	1.00000	48.30588	10.16752	59.57827	5.67689	8.84406	54.87674	5.95173	40.56754	1189.69355	5.85682	7.50656	6.43779	4.60886	9.29252	17.14519
7.46266	31.3237	1.00000	40.46964	9.31073	47.44980	7.77349	8.34515	41.04897	8.90629	52.4089	1150.51615	7.04235	7.28040	8.51241	5.99380	5.88288	31.28596
5.78239	124.95278	1.00000	32.10997	9.41623	27.91145	7.01074	7.77825	54.82278	10.38492	6.33444	1056.07148	7.82592	7.41712	5.81608	5.77014	4.22117	28.24637
7.76776	98.19151	1.00000	59.23199	7.67870	43.00178	6.64453	9.33149	51.68496	6.99246	14.0823	1103.08196	6.55016	7.70542	6.22568	6.89094	12.90868	4.83069
7.71173	-71.05977	1.00000	44.27138	8.63122	57.00917	4.99039	6.73128	46.97403	10.03606	42.35843	1169.63502	9.46251	9.53173	8.93804	5.73820	1.68700	1.90479
6.35852	-74.73584	1.00000	91.45218	10.87245	41.30481	8.87741	7.67453	56.34324	8.61444	5.20856	1088.33447	7.96620	7.44156	12.16824	7.77518	3.95579	20.51319
5.08060	27.46153	1.00000	63.08427	9.80158	73.04653	6.76106	6.41248	39.81145	10.17837	-21.44236	1118.48825	7.45562	7.76845	8.71197	7.08476	2.09571	7.81996
10.31983	36.25361	1.00000	58.52536	12.71935	53.70040	5.54733	7.81322	49.94838	4.69391	47.48444	1091.81378	8.60030	6.54492	6.24920	2.37003	4.47956	10.54140
4.41832	113.69785	0.00000	39.18999	3.61417	67.45311	7.06548	6.14807	38.85518	7.56974	-7.73379	1063.65128	9.77037	7.96642	7.26702	5.44423	2.55197	18.48428
5.33964	13.10984	0.00000	62.07343	5.86690	47.53174	8.27451	6.31578	61.74471	7.53652	51.30001	1148.09230	6.20678	7.89909	7.28418	6.30723	1.82641	20.33252
7.22130	37.92792	0.00000	62.94691	4.24136	59.00137	8.22692	8.16014	45.27588	7.24104	53.93361	1091.37371	9.05597	7.64986	8.12448	5.05171	5.78487	9.63238
6.56601	-122.40433	0.00000	55.39026	7.51026	46.90300	6.30165	7.54807	72.34279	5.31504	37.71715	1069.63195	8.70511	7.80630	7.66809		2.96318	15.71683
8.96463	43.67663	0.00000	32.85491	6.41576	62.15264	6.75022	8.07134	49.30821	9.39605	53.53041	1147.00714	7.42017	7.13490	9.17272	7.57436	5.04655	32.31541
9.53594	120.89694	1.00000	36.36692	9.31777	43.03452	3.67106	9.01536	56.76542	7.89102	14.95472	1173.65685	9.54472	9.57658	9.97265	5.51131	9.68275	19.14591
10.57095	-56.52361	1.00000	65.74032	9.03635	55.35830	5.57777	6.94298	46.29374	4.16035	-33.38056	1090.08938	8.95125	6.52619	4.48854	5.10465	2.51880	6.63102
11.30221	-74.73584	1.00000	50.60541	9.79610	65.46023	4.26904	8.25944	62.38676	2.07194	5.20856	1181.37289	8.71614	8.33104	2.56203	6.05030	5.31539	18.82770
8.04467	75.16878	1.00000	42.72578	6.98551	41.45936	6.21019	7.25590	55.38996	7.79001	30.81383	1050.07234	7.46205	6.99552	11.77302	7.32926	3.04985	-2.18994
6.48695	69.01354	1.00000	50.55363	12.68636	43.73235	6.11814	8.36052	52.32624	7.34420	38.55632	1156.25434	6.57642	9.11678	10.05502	6.55791	5.62219	-1.33009
7.45748	-70.6996	0.00000	55.05770	8.31839	49.55918	6.47038	8.19234	51.26120	9.05090	-33.59217	1115.97079	6.98576	8.75874	7.14013	9.38297	4.79351	0.09943
10.81773	-100.44843	0.00000	20.19747	11.62506	31.70063	6.77443	6.13317	34.43853	11.96693	20.74122	1083.76162	8.45644	8.27684	12.05689	10.92301	1.33581	10.41627
9.22930	120.14278	1.00000	47.24768		56.68226	4.24619	8.57777	22.42088	9.66558	32.50611	1087.26679	6.54079	9.52011	9.18341	4.88194	6.17970	16.36803
6.84352	114.68333	1.00000	71.23488	10.52963	56.40628	9.08817	8.07846	71.86209	7.78329	23.73333	1105.66304	7.22362	7.36138	11.34677	7.00465	5.60590	7.31239
8.46028	122.20488	0.00000	47.65778	8.59389	62.40620	5.15476	8.84933	50.67796	6.28651	29.98869	1111.49470	8.25974	8.57550	8.18969	7.86946	8.70912	18.45385
8.87603	28.19028	0.00000	39.44388	7.96809	65.50678	5.47378	6.44553	16.93355	8.67076	59.37722	1061.25759	8.29943	9.41868	9.09491	8.32889	1.97245	8.57776
4.56516	53.26023	0.00000	64.15976	4.75288	58.81970	6.72015	6.86651	47.64873	6.93061	54.39304	1072.63051	8.01429	7.36404	6.79240	5.60216	1.96214	11.28129
7.81522	-89.10944	1.00000	54.53016	5.90734	44.53440	6.50905	10.41281	41.91010	9.23367	13.70167	1062.70260	7.21389	8.17336	7.34949	6.52324	36.69332	20.04308
10.20514	73	1.00000	45.31439	11.81115	60.41254	7.60007	7.77422	53.14370	7.63444	40.93333	1084.14412	6.32988	8.87672	9.84640	6.33589	3.35275	13.68793
9.33021	-77.37331	1.00000	67.16307	10.16123	47.14236	6.24614	7.23423	60.86867	3.29308	37.60876	1099.48373	8.56082	9.60723	3.24536	7.36321	3.79416	7.12609
11.36423	44.7662	1.00000	49.27861	8.19600	48.95637	7.85362	7.46790	47.67557	9.09434	40.49748	1161.81449	7.29204	8.66330	7.52683	5.61813	2.50088	15.62793
11.62207	-87.882	0.00000	60.74445	8.55540	53.61577	6.78284	8.71967	50.50092	13.10127	41.85059	1122.43473	9.11317	9.88112	12.74645	9.39173	8.80420	2.69542
4.36031	85.37752	1.00000	21.69992	7.14973	43.47666	8.79822	9.59108	69.35969	10.36201	22.10194	1118.43156	7.38616	7.39536	8.12396	7.87373	17.67537	12.32100
5.55411	86.68363	1.00000	61.70136	10.77943	38.16728	7.55777	9.04555	55.68197	10.16578	23.49668	1050.47501	7.34439	8.39429	8.94784	7.25052	10.37045	16.27016
6.94201	84.87144	0.00000	52.86810	8.99468	48.59729	9.38249	9.41525	33.36309	7.34332	47.46657	1150.74705	8.00816	8.26122	8.32634	7.82621	14.87951	8.98949
6.49475	4.82313	1.00000	59.57709	8.98792	51.05641	6.36909	7.91597	49.42705	10.01029	51.24197	1071.70809	7.90784	6.58895	7.58505	4.57442	3.53084	11.94419
6.12924	-75.11028	1.00000	39.70573	12.28511	22.22194	5.03895	7.55672	45.50954	9.12221	-15.21194	1141.19992	8.86318	7.85905	6.98450	4.99781	3.42644	4.26958
9.83174	-122.24064	1.00000	37.14355	6.28968	45.96662	8.06142	8.59911	53.79003	9.79194	47.80527	1165.41726	7.81098	8.46243	8.56051	8.26127	6.10535	15.87741
5.62776	-69.08333	1.00000	48.41513	10.39217	62.88333	7.95215	7.14826	54.01476	9.22769	-16.25	1104.05173	7.51594	8.21430	7.77594	5.65245	2.34890	33.13813
