C2H3NO5	O3	CO	TEMP	PRES	longitude	CH4	NH3	latitude	H2CO	Pb	PM10	PAHs	PM2.5	CFCs	warning	NOx	SO2
0.21986	7.96014	7.92396	15.99674	1106.81692	-65.61427	5.68300	4.54287	-27.4338	66.47217	74.32957	4.06557	5.75206	9.38341	41.74245	1.00000	8.33156	5.94367
0.44128	5.84918	5.35742	1.80626	1199.07516	-111.90466	4.54515	7.31542	40.34912	46.24965	53.08593	7.72421	7.63040	5.96952	49.05944	0.00000	5.54369	9.06903
0.12198	9.29269	7.35585	14.50708	1059.29831	40.17171	7.66288	5.54505	58.1908	52.83471	71.61632	5.71163	7.50513	8.02185	25.81051	1.00000		9.08402
0.23931	7.81010	10.38959	1.67182	1050.29231	37.56667	8.37967	8.27593	55.85	48.35177	52.05626	7.11241	5.71790	6.54918	47.02351	1.00000	5.20518	3.63256
0.24325	6.82232	9.30835	6.72745	1194.30230	12.6723	1.87345	4.74482	41.72063	50.73943	38.84303	4.18289	6.91370	6.84753	36.70743	1.00000	6.15416	8.38729
0.26724	7.78571	5.96304	17.40102	1096.97961	30.38167	3.92623	5.94931	59.80917	68.36685	75.24207	6.97484	7.09055	7.71333	64.58697	0.00000	11.39456	3.71835
0.18893	7.16508	7.39021	9.46370	1097.91968	-63.90389	5.49577	5.01250	-8.76194	51.46299	54.53458	5.14791	6.82992	6.98584	50.90800	1.00000	5.87700	6.56798
0.15285	8.00036	7.45220	-5.14248	1168.94142	120.74792	6.06824	5.19214	41.09822	32.16500	49.32445	5.73740	6.69189	6.23885	38.53704	1.00000	9.95318	9.42181
0.19677	7.56664	9.06912	3.65840	1198.68664	113.82465	4.68955	5.41988	23.29549	45.97401	55.93720	5.77850	6.65175	6.66034	58.71151	1.00000	7.57153	7.96117
0.37814	5.84604	5.70397	30.47104	1170.98425	60.70278	3.77849	4.48748	55.75556	41.85034	40.40162	7.60194	6.51988	6.63858	37.91376	0.00000	10.34995	3.10661
0.16490	7.04137	9.80378	4.00087	1111.38408	0.47713	6.15226	8.06718	51.39323	34.01068	84.08080	4.66374	6.13726	6.85341	42.41575	1.00000	6.09053	5.92524
0.25450	9.37615	7.84561	-1.45363	1178.33549	73.85535	5.80554	5.51220	18.51957	40.38943	53.39398	5.78982	6.84214	7.26900	38.64327	1.00000	7.44059	8.53734
0.20027	5.77253	6.61142	24.51909	1157.37287	10.18527	4.80738	4.79839	47.98372	55.13486	51.14269	4.04974	6.10973	7.16683	19.25397	1.00000	5.78628	7.84615
0.14169	8.14292	10.77249	21.89694	1107.96012	4.62744	2.92774	5.95760	36.06386	71.30908	70.75945	5.05632	7.22425	7.05403	33.74289	1.00000	9.08231	9.17013
0.35779	7.05177	9.49079	16.80818	1110.68105	-81.38758	4.38397	5.36825	30.17746	40.51368	82.40777		5.54014	8.25772	68.82050	1.00000	6.61018	10.16951
0.97348	6.82599	7.41546	20.61847	1144.95263	97.01124	3.88595	5.24954	17.30858	35.79665	62.02970	9.10967	6.85377	5.63334	47.44284	0.00000	6.20381	8.19902
0.23522	7.30636	6.21054	19.28882	1140.56777	78.14797	8.03112	6.73424	15.45144	57.36274	61.62008	6.26311	7.53743	6.38159	50.60324	1.00000	4.69933	4.66604
0.58024	7.40335	5.77214	14.49750	1151.68217	86.00214	5.37121	6.82643	46.51872	52.58756	52.74374	8.63473	6.87883	9.07592	54.89774	0.00000	5.18660	8.49420
0.54238	7.11614	8.08276	1.90722	1110.63668	-4.83076	5.28642	6.71795	39.96348	54.51952	54.39957	8.32367	5.23489	5.23493	52.47732	1.00000	7.65257	11.74840
1.11570	6.20493	6.21698	16.48106	1131.04764	24.99798	5.23658	4.72984	-8.73508	26.46204	70.73786	9.24000	6.83930	7.39883	59.08220	0.00000	9.90166	6.18847
0.17068	5.68994	7.36724	17.17112	1110.33404	89.20083	6.13615	4.43206	55.54028	61.01864	70.76725	6.55798	6.90385	6.71733	19.24646	1.00000	5.23863	7.14744
0.11588	6.99267	8.86409	3.52038	1081.06809	-71.06616	6.46284	4.76480	42.4251	52.04286	50.02276	4.19693	6.05373	6.50254	53.86293	1.00000	12.44194	7.71243
1.41584	7.40440	5.74038	32.00401	1141.88466	31.3237	5.08426	8.30909	52.4089	50.33420	80.92590	9.48609	6.08344	5.77199	50.45046	0.00000	7.07541	7.93727
0.24173	7.41946	9.28711	14.65856	1145.59344	-118.10583	10.25895	9.90131	34.09611	35.17769	49.94328	6.80536	6.84090	7.57021	42.24805	1.00000	5.90869	6.23914
0.26106	7.08612	7.35083	40.89230	1157.14913	33.34864	6.01569	6.45346	46.75451	51.14213	49.58200	4.66130	6.08931	7.50585	55.50931	1.00000	5.47864	6.75178
0.19299	6.16562	7.89536	8.95954	1057.00108	140.72287	7.80588	7.25280	53.14657	58.92410	60.45255	5.65344	5.89910	7.22045	40.88508	1.00000	6.07729	6.91214
0.24818	5.48976	7.62358	25.07297	1133.06480	78.23456	9.25358	8.27798	28.92694	40.41520	53.68301	6.58821	6.16738	5.32648	27.37114	1.00000	4.56089	3.39730
0.11626	7.14698	6.57308	22.20381	1091.30861	37.3825	7.44638	5.12581	37.05944	72.79719	44.91191	5.47840	8.06297	4.74675	52.55937	1.00000	8.23873	6.99211
0.12903	6.48192	8.43797	28.30690	1051.47674	-77.43532	4.43182	4.02709	20.14298	51.37576	43.50125	4.90750	7.13771	8.49330	34.97699	1.00000	6.73808	7.72252
0.20201	6.06812	6.68680	21.92882	1065.91616	-79.00453	7.99564	5.72891	-2.90055	38.59173	65.77121	6.84591	7.05916	6.17518	45.96512	1.00000	10.63429	9.97787
0.16623	6.46845	6.91486	11.29912	1055.03397	5.74861	7.25345	5.04531	52.71083	62.25614	40.18314	5.52795	7.22653	6.99068	62.86757	1.00000	8.54694	7.36662
0.13491	6.34058	10.30040	-10.71062	1099.95686	73	4.24636	6.36868	40.93333	63.33359	100.00000	3.79875	7.25754	7.17606	55.89850	1.00000	8.59967	6.08740
0.14603	5.58463	8.29986	1.29911	1175.15447	-74.96933	8.55767	6.53762	39.71734	41.25707	53.97688	6.39943	5.61756	6.64314	45.13060	1.00000	4.92838	4.88134
0.32866	6.36261	5.91129	18.38336	1194.79750	6.26764	5.17463	6.20596	4.92675	21.03057	45.68558	7.09476	7.28482	7.00164	44.39776	0.00000	5.75989	4.48540
0.24599	6.60482	6.46356	-1.46787	1104.32559	36.36339	7.84636	4.42509	0.03813	63.97001	61.17505	6.05894	6.70837	5.48530	17.45684	1.00000	6.92576	6.66024
0.14556	7.74952	7.76244	19.52930	1113.19350	14.43865	8.39455	7.94349	40.87329	37.41940	38.48710	6.10447	7.45690	7.59006	41.52019	1.00000	5.60655	5.49841
0.13888	6.23191	7.60297	12.05395	1182.99126	12.6723	10.66247	10.25617	41.72063	51.70638	48.14079	6.63192	8.51653	5.86314	35.11929	1.00000	5.27513	4.34334
0.63799	7.59505	5.61024	20.65176	1133.36693	-88.3162	5.88711	4.14311	42.24113	5.21329	65.13702	8.59712	5.31168	6.37987	62.39004	0.00000	7.07130	6.18042
0.21774	7.95854	5.37796	12.06105	1172.43157	0.30367	7.43883	5.87707	51.38673	58.39799	46.55140	5.83824	7.84562	7.43114	49.19633	1.00000	6.14411	6.60354
0.16232	7.12350	9.73222	3.57785	1171.13199	34.86563	4.51909	5.21401	31.92923	8.17135	68.57996	3.76503	6.07935	5.85533	39.53755	1.00000	9.45703	6.80031
3.79418	6.25865	9.33710	5.49144	1158.24371	-52.20639	4.64424	6.84565	-3.20333	49.65402	43.09550	10.50579	6.82327	6.47269	59.17696	0.00000	6.12108	5.90084
0.45419	8.43992	7.21924	31.36341	1076.21824	140.73667	8.25683	5.97412	41.77583	37.26083	44.66028	8.17352	6.85003	8.52408	43.77054	1.00000	9.40768	9.82392
0.31393	6.53109	9.28859	27.04300	1132.61352	-73.58248	7.93892	8.08262	45.40008	55.78570	59.41071	6.35483	6.42415	5.17474	30.82469	1.00000	6.09076	6.13178
0.24183	6.25176	9.82062	20.26246	1160.27374	29.91582	10.53237	10.57384	31.20176	71.84901	69.74764	6.62683	6.33505	5.98067	39.55640	1.00000	5.85811	6.08903
0.31449	5.99727	5.23476	23.13940	1067.28112	35.34722	4.49898	3.99369	-23.85972	37.76837	70.00494	6.85910	8.68858	6.79183	59.39982	0.00000	8.08262	4.31917
0.16604	5.64449	8.26865	13.15690	1068.50974	76.11996	5.47420	4.74464	11.12018	54.36173	42.04746	4.17816	5.73122	5.32990	36.96788	1.00000	9.09443	6.91163
0.24226	7.49806	10.21179	8.34214	1057.15427	39.25	8.51999	9.52607	-6.8	42.14318	48.50061	6.28235	6.29117	6.73411	67.13400	1.00000	6.90962	6.72197
0.34494	5.29891	8.75586	14.25637	1199.56794	138.89585	9.45989	8.05009	36.33011	62.94882	69.40552	7.40618	7.53580	7.83885	35.07828	1.00000	5.20542	4.59117
1.26372	7.18615	3.53838	12.78688	1143.77406	11.04979	7.52523	12.43537	44.59445	53.85600	61.16331	9.30089	6.05876	7.77474	47.68036	0.00000	7.80118	6.86637
0.11902	9.28973	6.98317	2.32927	1155.12306	1.6	5.67801	6.02579	43.11667	59.59611	61.53409	5.71252	7.42871	7.06696	44.21033	1.00000	10.26872	10.75637
0.25473	7.03021	3.73103	-0.61185	1143.30381	123.50266	6.75861	9.73556	41.94175	56.50412	48.36827	7.52308	6.72909	7.00024	29.64491	0.00000	8.83714	7.77580
1.15717	6.56966	8.37146	8.53308	1080.76830	8.73812	6.63684	7.89661	41.91886	48.49422	56.28043	9.18485	8.59317	7.21306	68.55274	0.00000	7.00237	5.10403
11.07285	7.14911	2.91998	3.28179	1121.37631	117.27583	4.69311	6.88921	35.64889	60.29388	62.05036	11.61555	8.49895	7.94759	44.05076	1.00000	10.84952	5.40881
0.26129	5.02367	4.71889	9.22861	1130.58782	43.2379	9.48779	6.14559	50.06	54.85974	35.02472	6.75765	6.93199	7.29491	7.30716	1.00000	9.51853	9.16976
0.12835	5.80876	7.35760	15.42339	1077.48452	91.84128	8.52768	9.06460	22.83957	70.35203	54.15862	5.14401	6.50907	8.58621	26.80646	1.00000	6.59641	7.53128
0.21788	7.90545	8.07659	9.36555	1151.28893	74.3092	6.32638	7.37973	33.37526	40.85769	46.42705	3.80681	6.79501	5.01930	34.47396	0.00000	6.17578	6.60472
0.20075	6.93328	7.13073	15.21748	1159.09409	-76.70944	6.31834	3.86421	-11.94306	51.75774	52.82402	3.40103	5.57594	7.00883	30.04180	1.00000	7.26008	4.86947
0.17117	9.01695	5.86310	9.08761	1181.20622	60.70278	7.08387	6.11673	55.75556	57.72415	50.18473	6.28240	6.68503	9.01292	41.85735	1.00000	7.30689	8.75390
0.13506	6.20737	6.27466	-1.24253	1106.03989	-120.45794	6.88371	3.43428	34.63915	52.22625	54.36118		6.81021	5.90549	32.09182	1.00000	5.68887	6.50005
3.54918	7.99349	2.77054	17.49694	1084.39642	-77.55777	5.82928	5.15190	37.52487	52.27800	54.55381	10.44004	6.70557	6.43878	66.34801	0.00000	6.35459	5.59042
0.15267	7.30948	8.42104	9.05606	1053.94934	-53.13722	3.75866	6.37604	-22.92306	38.79557	45.81395	4.74161	5.21765	5.52535	28.23704	1.00000	6.56108	7.89490
1.31720	6.92241	5.39221	16.82496	1104.74634	137.23333	6.94190	8.05082	35.8	62.84171	32.58576	9.41497	5.85839	5.96651	53.01909	0.00000	6.78952	7.51558
0.05905	6.84032	8.83713	3.76058	1181.28233	106.92667	3.60184	3.99465	-6.91806	46.84598	59.27579	4.32243	6.79221	6.37734	67.77091	1.00000	8.31571	8.77825
0.74773	7.76498	3.02857	-0.47646	1127.22379	-4.83076	6.23761	12.52123	39.96348	56.33367	58.98289	8.60204	7.96168	5.54592	58.91697	0.00000	5.00832	8.63341
1.78190	6.75467	6.84761	16.86849	1159.93775	102.42587	3.60110	6.72205	15.58552	56.72374	58.71890	9.67873	9.17128	9.29917	58.86404	0.00000	5.11448	8.35846
0.20795	6.95864	9.49751	8.31886	1191.58896	-35.71667	7.21458	6.40256	-8.66667	58.99907	63.69151	6.45276	6.37232	8.84253	38.61093	1.00000	5.94346	6.81020
0.77852	6.56485	4.31188	21.70131	1069.36617	33.72798	7.37262	3.65451	53.53395	34.55848	57.12754	8.70245	6.89822	7.77922	50.49949	0.00000	4.28589	6.43155
0.52811	7.42910	5.15302	15.25339	1057.94090	15.28318	3.35250	5.80274	-4.26613	54.66218	40.78003	8.12668	5.08857	8.28600	45.36914	0.00000	5.01501	10.20266
0.30239	3.45190	5.21544	6.35574	1172.55546	-116.56346	6.01398	8.76094	43.54072	55.15025	60.47420	7.35912	6.95668	7.78696	58.92313	0.00000	4.36291	8.33509
0.12265	5.71711	7.15753	17.87224	1161.33846	-2.01111	6.51242	7.55712	52.66277	42.95986	48.04893	4.74350	8.87706	7.16884	66.83384	1.00000	5.98446	6.73336
0.33088	5.89150	7.56904	-1.00210	1101.62443	42.7125	7.74638	6.75000	11.15583	29.47649	54.32775	7.46830	6.53502	7.34002	51.39662	1.00000	11.33681	10.26180
0.45808	7.42689	6.87656	19.81464	1134.60300	13.57661	7.94610	4.78533	37.31065	58.26004	63.13960	7.90519	6.94041	6.20495	51.94398	0.00000	5.55830	7.86871
0.54010	8.20354	4.36555	16.96555	1197.11006	34.33825	6.32176	5.10123	53.59782	49.06852	60.45232	8.22428	5.42716	7.31184	66.07296	0.00000	8.06647	5.71733
0.27670	5.85963	5.75113	14.33352	1125.01447	19.61222	9.37064	5.94502	44.97639	71.80373	60.26661	7.27288	6.11005	7.75218	75.93974	1.00000	8.75702	7.78105
0.24926	7.88969	8.55893	8.51741	1056.28625	-84.62081	5.65956	6.55511	42.7392	49.90285	71.26017	6.98956	8.37474	8.28357	46.72040	1.00000	7.91928	9.53811
0.16823	6.06841	9.75646	34.61424	1147.35698	12.6723	7.65105	8.65885	41.72063	40.38869	46.26880	5.61777	5.27181	7.29569	66.80616	1.00000	7.31836	7.52267
0.28359	6.92784	3.19136	13.23988	1169.64889	-89.66123	5.06082	8.07022	21.28306	40.54180	81.14309	7.22596	7.54673	6.66721	30.22944	0.00000	4.46492	10.52627
0.72327	7.68920	5.38713	18.11363	1152.86117	44.02488	4.47274	9.43026	32.61603	42.54993	62.17923	8.57384	7.67701	7.71452	54.16521	0.00000	2.21249	9.14448
0.09599	6.28274	9.21602	27.19846	1096.52976	12.53463	5.19147	5.08056	55.67938	63.64478	61.83149	5.19869	7.46642	7.01401	52.93189	1.00000	7.01548	6.77963
0.11014	8.49048	10.87556	13.93905	1186.88987	110.71639	7.15731	8.51389	-7.54972	40.74554	51.36859	5.86462	5.75767	8.13829	61.10936	1.00000	6.56192	6.87261
0.20550	7.50908	9.43110	21.44473	1066.93590	33	5.03528	3.63747	-2.68333	48.28982	60.50640	4.78821	5.65454	6.92823	34.33480	1.00000	6.94757	6.20532
0.66017	6.72307	6.68010	21.85513	1177.35305	1.00288	5.41130	8.67523	49.28669	56.50851	64.25907	8.61932		8.35068	51.99314	0.00000	3.80838	7.47521
0.15421	6.46357	7.08999	17.95092	1137.71275	-73.97069	8.30234	8.18890	40.64621	52.35038	53.86244	5.80724	5.32359	6.88006	25.96206	1.00000	4.29197	3.85768
0.41677	5.10181	4.67019	8.15940	1102.37267	-2.01111	5.66527	8.69557	52.66277	71.88890	61.96781	7.94660	5.32095	6.36325	15.80851	0.00000	5.57524	8.67581
0.21087	6.14885	9.81157	1.78865	1067.29460	-51.87389	5.50323	5.22220	-23.44361	57.81718	69.77883	4.95582	6.60079	5.67417	54.63461	1.00000	8.23996	6.53120
0.30140	6.24623	5.44870	14.04512	1078.18684	4.52529	4.07845	6.52686	50.71229	50.80575	60.42061	7.74395	6.06098	7.04271	57.08604	0.00000	5.13157	9.48777
1.41552	7.07460	4.86774	23.88871	1110.77832	11.32903	4.34601	8.59991	50.9803	39.72478	75.48042	9.53641	5.51387	8.29872	42.86936	0.00000	5.79883	9.15422
0.12411	5.48246	8.67031	15.71082	1085.35877	-73.9625	7.45370	6.89372	40.81	41.86695	77.76252	5.49988	6.50425	5.95030	66.23707	1.00000	5.54626	5.66383
0.17024	7.57131	10.35905	18.30054	1062.54004	4.21372	3.94850	3.75849	51.12794	45.46394	28.22757	3.92313	6.52744	6.18740	64.50050	1.00000	9.29935	7.28058
0.37809	7.21121	7.24494	20.62704	1099.52038	11.37703	4.77896	5.65972	48.06919	42.13853	50.61081	7.93762	6.83227	7.37512	32.68280	0.00000	6.90053	4.27425
0.15511	6.68926	7.08142	22.56466	1111.66153	120.56528	9.49139	7.25277	14.66	45.99817	60.70355	6.66969	6.61997	6.84101	55.50681	1.00000	4.78486	4.54537
0.15012	8.80890	7.58797	36.59363	1138.05968	69.49015	4.76075	5.44237	56.11281	47.43962	52.29067	5.42347	8.78177	6.96318	37.75929	1.00000	6.67402	7.78345
0.16404	6.64236	6.19551	-2.93801	1084.28545	103.65309	10.66581	4.87557	16.0567	26.39339	82.68795	5.30260	5.46039	7.85989	66.06135	1.00000	11.16410	5.25758
0.23974	7.43061	7.20115	-2.96523	1181.73050	144.23058	9.20786	8.06936	-5.85746	30.17349	68.67899	6.42754	6.82776	5.78252	50.10286	1.00000	4.59574	4.46999
0.22697	7.76578	7.12813	18.55731	1176.61780	76.35484	7.76672	4.85125	10.10649	28.96529	58.04962	5.51527	6.07666	8.29542	58.58521	1.00000	10.33422	8.36613
0.58333	6.00187	6.03733	16.72635	1062.11666	-82.42491	3.95480	6.59063	42.97086	57.74677	61.97445	8.43434	5.51387	7.24291	65.19219	0.00000	4.94991	9.02541
0.10408	6.34944	8.13734	17.87607	1128.58856	114.51667	4.30882	4.51619	33.78333	42.28119	57.95401	5.26594	6.67143	6.44856	45.36310	1.00000	6.63854	8.46908
0.40431	9.44645	4.52298	21.60385	1069.28947	102.42587	3.26706	7.14661	15.58552	67.39946	57.59916	8.03405	6.22878	6.60679	48.70862	0.00000	6.02562	10.08074
0.24461	4.56282	8.84960	23.90514	1103.27931	14.51472	8.43838	7.98921	35.89972	52.37301	57.26130	6.61025	7.48689	6.83310	72.10861	1.00000	6.27582	6.79026
0.69876	7.80670	3.87757	4.14385	1132.66320	20.91361	6.50452	5.81180	41.92361	56.97061	69.29111	8.67356	8.04261	6.08086	23.21894	0.00000	4.57351	6.60970
6.04603	6.57937	2.82370	18.83355	1153.14709	-7.32097	7.05082	6.51555	41.1053	64.17771	76.78412	10.99515	9.05560	6.09228	40.01719	0.00000	9.71208	7.33188
0.82035	7.28182	3.57153	24.95096	1123.95601	13.58357	6.65263	6.72537	-1.63333	39.11427	66.69304	8.84798	7.71841	8.03524	37.11574	0.00000	8.44851	5.71463
0.95705	6.36005	5.48584	10.76376	1093.85980	-8.2503	7.61377	10.55946	37.08819	43.45120	34.03079	8.98258	7.58859	6.87718	36.59567	0.00000	6.75527	6.25415
1.43536	6.96068	5.86379	16.27836	1156.08179	28.67582	3.85013	7.29200	40.98894	44.76162	70.06468	9.49311	8.11226	6.45772	58.08901	0.00000	10.81404	4.08925
0.18689	7.32071	7.00843	12.64274	1170.75022	102.42587	4.15089	4.83099	15.58552	65.75927	63.72584	6.28825	6.44563	8.02056	53.16745	0.00000	8.67267	4.09816
0.12489	7.34814	9.06441	13.59518	1117.76466	2.2469	5.00132	6.09291	48.90472	47.20820	42.07325	6.04320	5.27671	8.03176	39.34061	1.00000	7.63996	8.62907
0.25647	5.41392	7.12404	27.08145	1063.03414	-71.06616	10.30492	8.63277	42.4251	75.42156	73.36743	6.56393	6.51455	5.33242	61.13659	1.00000	4.27776	3.24881
0.28862	7.29547	5.58124	32.66265	1148.85586	-102.04897	3.61849	3.37932	19.64745	45.89114	40.65989	7.83265	7.48319	6.57430	40.84277	0.00000	11.06795	3.01774
0.44665	6.23071	3.51954	17.61749	1199.47088	-94.91386	6.34016	4.13739	17.94979	47.08521	67.64031	7.90122	6.53360	8.36739	61.59008	0.00000	8.46498	6.26841
0.24438	6.23871	10.52093	5.85952	1090.25686	13.57661	8.19075	6.79777	37.31065	42.64718	70.41542	6.42643	8.21439	7.22089	30.63009	1.00000	5.52204	4.59335
0.27436	4.67125		15.94775	1078.68822	9.15013	5.33934	7.22068	13.70727	35.66925	45.32677	7.45324	6.92700	5.45651	61.60945	0.00000	6.54517	9.88732
0.14818	5.42179	9.10853	9.94525	1101.98236	-43.80139	4.63079	6.32740	-20.25333	51.29424	50.37778	5.23958	7.74017	8.11924	39.70918	1.00000	6.48488	6.67975
0.17505	5.12372	6.38712	29.71925	1076.87759	-13.68778	7.06268	7.31050	9.535	51.77731	48.00719	5.48252	6.90955	7.16827	45.56424	1.00000	4.23480	3.41680
0.19877	5.79806	6.67875	1.40322	1083.32144	-88.70464	8.56189	7.52473	34.25807	73.85251	69.87704	5.58265	5.43790	7.76605	50.02111	1.00000	4.80993	4.89029
0.26726	5.86132	5.13584	0.05984	1150.54879	5.22778	5.82997	5.47535	51.955	45.30153	59.48060	7.46137	6.99458	5.88422	48.40248	0.00000	7.16375	4.92769
0.16763	6.43520	8.09388	13.69370	1146.75179	-111.90466	7.68197	8.05244	40.34912	50.16873	82.08683	4.93010	6.44553	6.78322	52.28063	1.00000	5.87567	5.65691
0.75795	4.88382	5.67459	3.00457	1085.24226	-79.00453	4.39338	4.96295	-2.90055	27.09096	78.07803	8.61138	8.25841	8.08236	45.69533	0.00000	9.11585	4.17595
1.06337	6.36125	7.78106	14.28300	1133.77710	-86.57415	2.75295	6.55586	15.48131	58.25258	63.51743	9.15344	8.54012	5.16471	49.66155	0.00000	4.15192	8.40871
0.20093	6.60753	6.93455	25.23705	1133.68224	14.51472	9.59673	5.86714	35.89972	46.33789	59.08218	6.65848	5.83410	5.78750	42.77434	1.00000	10.37593	7.37852
1.77487	4.70625	7.32599	14.08864	1184.25388	74.12286	5.36268	3.75798	30.76468	40.90589	57.05665	9.67794	4.89684	6.88007	16.33499	0.00000	9.29948	5.61045
0.42308	7.46294	4.73202	9.19598	1143.20777	-81.24441	5.17889	10.31262	23.15678	37.84428	52.10969	7.52115	7.10444	8.45449	49.04599	0.00000	3.97974	8.82748
0.16515	4.78860	7.59406	9.13503	1165.51541	44.7662	3.14888	4.82607	40.49748	52.26991	65.26918	4.01216	7.74499	8.14660	32.07190	1.00000	5.08977	7.58223
0.08447	7.38477	8.91652	27.93405	1180.96985	-73.47429	8.88370	8.46218	40.68066	46.81319	63.18729	5.55655	6.47878	7.15570	32.13147	1.00000	6.32911	6.43000
0.24070	8.62692	7.75416	-1.55300	1052.48057	-53.13722	3.91279	6.70503	-22.92306	33.93553	58.65775	4.47719	7.84541	8.86135	47.59067	1.00000	7.57040	8.10147
0.17528	7.19646	8.00194	27.52824	1055.24117	79.5286	4.95196	5.65967	29.22254	39.81704	54.67182	5.39947	7.30231	8.37928	36.74536	1.00000	7.39073	7.96170
0.91639	7.72809	6.03433	24.18399	1078.73406	89.20083	6.27687	8.75250	55.54028	42.06105	81.91946	8.99671	7.23193	5.88084	37.05392	0.00000	7.53964	7.03379
1.45268	6.14171	8.02501	17.41934	1171.55995	59.4839	5.71319	7.60015	58.7002	38.06091	65.73617	9.52392	5.28376	7.10541	39.31234	0.00000	6.14338	6.14739
4.22291	6.17782	6.60991	4.04275	1106.94037	105.89333	6.74806	10.13923	34.56861	48.63104	49.56973	10.63466	5.47793	5.69145	32.91581	0.00000	3.34105	6.48106
0.16549	7.67000	6.65265	12.59404	1158.50172	117.81667	6.93009	4.97056	36.81667	45.67265	69.65322	5.34599	7.47954	6.03413	39.54351		9.73344	8.44644
0.11888	6.42097	7.10840	11.05832	1151.69707	125.51176	5.50037	4.06878	42.64031	67.41391	64.12665	3.89980	6.52545	6.45004	38.50650	1.00000	6.09759	5.71559
0.22599	7.48385	6.81597	14.69801	1098.09822	-88.64235	7.01378	5.31155	46.09273	64.62981	59.99590	6.40303	7.69324	8.14143	63.68842	0.00000	5.23189	7.85597
0.26203	6.34266	10.50819	14.04520	1171.80771	-48.67028	9.64426	9.60894	-28.24	19.94129	38.72107	7.01046	6.61772	8.22915	45.05972	0.00000	6.13138	4.79748
2.33131	6.39816	4.45271	22.78690	1162.56056	3.20639	5.98536	3.18769	50.74497	58.35763	39.38269	10.02867	6.64775	7.75797	44.38260	0.00000	9.97916	5.95963
0.20547	7.82337	10.12273	12.42840	1115.13932	18.69303	5.59898	5.51774	12.18441	45.93821	54.59654	5.13483	7.28784	7.43809	71.13596	1.00000	11.43857	8.46833
0.56048	6.96817	6.83593	2.52452	1150.35764	151.07986	5.07922	3.72653	-33.88096	42.95594	48.53909	8.31823	8.64828	7.29796	65.60677	0.00000	8.40504	5.79699
0.22416	7.01052	7.64861	16.28660	1160.48269	-80.66756	8.69092	7.36074	26.68451	33.28821	74.33087	5.80958	6.68265	6.38756	23.55032	1.00000	4.88862	5.28515
0.40061	7.83027	6.57244	28.56635	1135.90511	37.73333	2.94974	5.32103	-4.06667	14.56429	58.37705	7.95235	7.56465	6.55617	52.02572	0.00000	3.44104	9.86840
0.12968	6.99553	6.02219	28.30681	1092.30369	3.47717	4.95229	8.03913	36.76639	42.82824	35.96248	5.64596	5.34288	6.76366	53.84693	0.00000	6.44679	5.03386
0.16788	7.12680	9.10231	7.71807	1069.67181	-48.59278	8.19777	9.17856	-23.7975	48.61260	80.20519	5.65165	7.21895	6.88472	48.57575	1.00000	5.69929	5.50803
0.08427	6.35471	7.75454	20.81129	1116.03829	-25.66689	7.94030	7.24413	37.74615	50.40936	35.85603	4.99399	8.65665	5.47014	57.76004	1.00000	5.63911	6.10472
0.18181	6.75775	7.60925	25.57230	1139.24635	8.86374	9.09910	8.37713	44.89784	37.77195	73.92539		7.37867	6.67904	54.89152	1.00000	3.83481	2.49600
0.31531	6.21260	3.32998	14.69579	1149.71328	145.18333	4.98331	9.43254	-37.9	35.05581	46.28332	7.42898	9.94901	6.20686	47.51927	0.00000	4.99375	9.99028
15.07778	6.58091	8.90536	15.46680	1157.62373	102.42587	5.58895	8.92313	15.58552	61.65887	55.95277	11.93095	7.09106	6.19483	47.36518	0.00000	4.52769	5.62763
1.00847	7.37952	5.70346	10.95059	1084.39439	-0.29825	4.80629	7.34196	51.39148	40.57642	56.44722	8.99891	7.69139	7.28220	44.18838	0.00000	7.68494	8.24907
0.12868	5.22262	7.46369	-6.09252	1171.00497	-48.62789	6.27531	4.30976	-17.74431	43.67160	20.05537	5.45048	7.34428	7.26467	46.34814	1.00000	8.68702	7.77171
2.85198	7.02270	2.87375	14.46858	1177.60397	13.44275	5.01529	5.82985	38.07789	58.52495	73.97515	10.24824	7.12454	6.68352	51.17539	0.00000	10.13546	4.57177
0.10941	9.29100	9.40075	10.62840	1140.24043	-79.00453	2.43664	7.91770	-2.90055	50.63876	49.07142	4.01115	5.85895	6.49138	66.95375	1.00000	9.85594	9.45866
0.21201	6.44037	9.64036	9.25770	1199.29483	9.37082	3.32642	5.58791	36.08497	37.34988	45.32161	4.65934	5.32470	7.17088	32.28827	1.00000	9.26194	9.47186
0.21111	8.37818	10.34780	0.14985	1100.28287	136.61667	9.23488	10.39216	36.53333	52.63655	71.74782	6.60757	5.58548	6.10083	35.97590	1.00000	6.11488	5.38895
0.22871	7.72433	6.72222	29.04625	1099.14203	76.03889	7.63202	5.95881	18.18158	40.51402	44.80558	5.30602	7.77973	7.77308	40.27459	1.00000	4.80678	5.27150
0.08852	7.98616	6.79817	32.79537	1054.69534	123.89071	6.47976	4.67627	10.31672	71.83859	52.55077	6.38523	7.82669	8.30674	47.65164	1.00000	6.98920	8.46713
0.17339	6.01107	10.12217	28.29953	1111.35936	8.86374	3.30939	5.12428	44.89784	55.12636	56.26059	5.74136	8.41555	6.97734	57.63377	1.00000	7.50477	8.85957
