Pb	TEMP	longitude	NH3	PM10	SO2	H2CO	PAHs	NOx	latitude	CFCs	PM2.5	O3	CO	warning	CH4	C2H3NO5	PRES
39.51775	10.55260	65.27258	7.11965	4.93657	9.10903	43.43381	7.66457	5.74743	58.04254	46.58435	8.15767	6.18568	9.05367	1.00000	8.87330	3.63601	1148.22884
45.41390	26.99239	4.7934	7.28799	8.56283	8.83067	56.50937	7.66598	7.74440	45.69558	61.40273	6.74918	7.82898	7.39867	1.00000	8.99745	10.16885	1094.24448
44.98040	-3.41532	-104.22884	8.29915	8.66497	8.88651	43.68181	7.23274	8.47420	32.42067	82.38471	6.50925	4.16820	9.63401	1.00000	8.86316	10.33697	1142.14890
38.04213	31.99930	-86.78777	7.76392	6.72323	6.99685	58.73729	9.03793	5.82166	33.44872	55.13761	8.43170	5.78133	8.53324	1.00000	7.30571	3.89560	1058.17469
68.38911	3.43864	30.38167	6.43594	8.49635	7.75606	58.73324	7.73000	4.74324	59.80917	45.81446	7.50280	6.77497	8.53917	1.00000	7.86280	8.35503	1067.47459
67.22445	8.52044	110.8405	6.68214	8.91719	9.02850	56.09031	7.81185	8.97880	-6.8048	65.84696	9.74081	7.72498	6.64487	0.00000	6.48390	12.15340	1084.41348
55.91497	14.67142	112.73333	8.35587	6.32321	10.93336	38.07843	7.70132	4.21833	38.40917	42.10479	5.77951	6.26152	7.21341	1.00000	10.40268	3.22958	1187.76832
66.94854	22.26415	100.04427	7.06007	8.11122	10.04637	26.30272	7.12154	5.95433	13.8196	61.01703	3.70914	8.07132	6.74409	1.00000	7.76664	6.09703	1153.94634
21.71175	24.04728	-82.61573	7.56102	9.14119	5.27613	35.88298	7.46846	8.14898	41.24255	41.74190	8.85820	5.66411	5.76206	0.00000	7.54751	14.53830	1105.63371
43.87120	34.01824	10.5511	9.12855	7.55591	5.28045	37.91033	7.51027	9.51073	52.47774	57.51839	7.48046	3.88323	10.02487	0.00000	9.15992	4.46063	1057.36144
42.30020	13.11590	109.05389	6.60227	6.75393	8.01253	49.70421	7.07572	8.37910	-7.51611	56.12878	8.02258	7.02801	3.97404	0.00000	6.96241	3.43608	1137.18491
71.43018	15.33572	-79.62603	8.24725	8.85559	8.46670	34.18296	7.39421	10.74506	8.88988	72.32218	9.61033	9.44467	6.49546	0.00000	4.96445	11.76928	1065.04306
65.93185	-4.32528	69.67639	8.20355	7.61151	6.90759	54.76815	6.60378	11.11364	41.29444	72.19466	10.06682	7.27964	5.70089	0.00000	6.06659	4.21229	1152.72987
44.99361	-9.30895	123.17306	7.49479	7.78441	7.23028	52.60376	7.34929	9.31342	41.27194	41.54965	8.89395	6.65308	5.83524	0.00000	5.25168	6.02144	1092.21606
50.36130	27.51734	-81.79819	6.96172	8.57471		48.43537	9.57786	9.16432	41.48199	66.41084	8.30470	8.55581	6.14406	0.00000	9.16167	9.51115	1056.65789
71.27979	25.35826	-89.64066	6.65078	6.82525	9.42140	53.53666	8.25080	7.42053	40.56754	81.82831	10.24618	5.38053	9.57327	1.00000	8.26351	3.69273	1112.07039
56.68592	19.46649	-93.71133	7.87329	8.78088	9.34718	38.13317	6.41175	7.77676	41.57721	52.72849	11.48686	6.45611	11.27558	1.00000	10.33878	10.35222	1071.10111
50.64432	11.37047	73.06784	6.58216	6.37225	9.14708	39.38812	9.21837	4.19466	25.13915	76.59121	9.93827	8.52011	9.01791	1.00000	8.23765	3.91325	1087.33538
40.10127	15.59002	-117.23991	7.49038	6.29090	10.43564	33.86695	8.01312	4.20752	47.64995	81.82684	9.31031	7.98245	8.00983	1.00000	8.48859	3.17514	1097.44913
62.18495	12.09840	-122.2608	5.69001	8.46134	10.06137	42.92605	6.66660	8.20167	38.17492	60.13494	9.41046	7.38681	6.43191	1.00000	7.28871	9.06541	1127.29344
33.93153	7.48758	91.00632	6.70443	7.59975	9.74242	58.40402	6.02700	6.43670	26.32293	33.30671	9.20508	4.73339	7.85130	1.00000	9.56122	5.37159	1163.43153
72.92166	4.19087	-65.61427	6.50961	7.89305	6.90222	55.74713	5.67106	7.90428	-27.4338	52.57017	10.43267	5.19764	8.61818	1.00000	6.52976	5.42226	1165.97242
55.85951	26.24070	-95.36969	7.76528	8.38487	9.53205	63.19171	6.18331	5.58022	35.74788	62.42963	4.46408	6.79268	6.74630	1.00000	8.51339	8.50606	1157.05304
52.30673	15.34639	-0.74934	7.18971	7.85600	9.94411	63.05048	6.88181	6.63609	51.62907	40.36427	5.36693	3.97565	7.28456	0.00000	8.95003	5.64131	1132.83504
48.16431	26.85384	73.85535	8.17068	7.14147	7.00986	41.48628	7.36652	4.64500	18.51957	55.50964	5.70752	8.53413	4.66724	1.00000	10.20098	3.77013	1116.48135
33.57302	4.08452	13.32127	7.77442	7.48756	9.63237	57.43722	8.46496	6.22063	52.59319	58.25941	9.24799	6.79761	8.71071	1.00000	9.39379	4.57157	1144.01646
47.43807	16.60810	-71.23106	6.14162	7.22576	8.78797	54.18258	4.84260	5.58038	-32.45242	69.93073	6.48518	7.79516	5.84502	0.00000	8.88035	3.32437	1147.68625
36.04963	10.73637	-82.42491	7.24405	6.80535	6.87276	38.06344	7.38886	10.22817	42.97086	60.05257	8.24974	7.02746	6.62105	0.00000	8.82289	2.66151	1180.94973
42.91059	8.66934	65.50917	7.49300	7.74992	5.53846	60.09194	7.45303	5.37372	44.85278	50.81709	9.11782	8.53962	6.49798	1.00000	12.04662	6.31758	1061.25201
32.35644	11.07025	4.74161	6.00332	7.80952	8.23898	59.51638	7.29600	4.08671	7.62789	54.09715	7.05643	6.91682	6.55824	1.00000	10.17840	5.31801	1063.94970
60.16015	15.92845	115.8614	5.03495	8.07055	10.43359	45.09556	7.92783	4.88273	-31.95224	61.73942	11.23710	6.05114	6.32796	1.00000	7.52652	7.69737	1179.33169
46.79804	8.78917	79.41727	7.83547	8.11783	8.87829	27.80493	7.88074	9.34288	12.25282	65.70046	8.43290	8.73517	6.77053	0.00000	9.13831	6.12752	1075.21221
66.94352	-2.88431	7.02238	9.33185	9.15335	4.11629	33.06193	8.23484	8.26525	52.21099	43.42172	8.80949	6.28418	7.48745	0.00000	7.59626	13.47011	1190.23496
43.16819	27.81066	37.73333	6.95588	6.84284	3.28620	40.60632	6.71607	10.88309	-4.06667	68.05906	9.45495	5.48898	8.59450	0.00000	9.22744	1.73722	1181.57366
51.59342	8.42491	-77.96389	7.67559	7.94877	9.63648	42.03612	8.74219	7.42203	39.45621	51.95654	7.49956	9.11926	7.59600	1.00000	8.13384	6.57245	1110.94394
48.17594	17.90607	-63.13414	6.29621	7.36456	9.29454	55.61449	7.18265	5.44888	46.23899	62.95040	8.86220	6.93422	8.72864	1.00000	9.31242	3.60016	1059.55586
65.03257	5.28974	14.51472	6.07900	6.96949	7.93864	50.18282	8.10972	4.75724	35.89972	42.45311	6.98084	7.09302	8.72842	1.00000	8.01548	2.98816	1110.80535
53.97822	18.74154	-91.73625	7.12663	5.74490	7.83758	64.70783	7.04101	7.95957	35.25064	74.96978	8.51488	8.38348	6.87945	0.00000	7.93942	1.71670	1067.03500
36.43164	16.27523	5.58472	7.22949	8.40449	8.72011	40.54133	6.45683	6.59179	52.14	63.27426	9.25910	6.35587	9.68565	1.00000	9.55464	8.38621	1114.46183
64.10923	15.66906	49.62251	8.43061	7.82600	9.78872	33.15717	6.75658	6.42102	27.0174	49.38387	7.05508	6.45055	8.34128	1.00000	10.08172	5.35417	1131.36104
40.66285	15.11919	-122.39168	8.67075	7.76529	10.00011	38.21037	7.68836	8.52779	40.58654	50.01729	8.30279	7.25294	3.87013	0.00000	3.05047	5.35004	1159.62614
67.35652	11.46300	9.5926	5.94248	8.16830	7.27592	56.05063	8.11965	5.54277	52.86147	75.17331	7.64416	6.48404	6.93857	1.00000	6.97894	6.62745	1145.26069
57.16249	5.60493	-81.38758	7.98279	7.75878	5.23525	58.67305	6.72197	6.22231	30.17746	60.17947	8.83630	6.35093	5.35692	0.00000	7.56527	5.33200	1152.86374
38.31340	12.67988	28.28489	7.65489	6.55829	7.93663	71.09304	6.53627	5.04557	48.15659	61.14407	9.77218	6.77735	8.41290	1.00000	7.33185	2.90796	1120.64024
65.00241	9.10897	-98.11889	6.90014	5.77452	4.29963	45.44952	6.83478	7.36423	19.04222	49.30290	7.83945	3.77059	8.42315	0.00000	6.59182	2.58000	1064.85548
56.95649	21.61084	10.98461	7.46870	8.44866	12.27033	48.61890	6.23409	6.30096	48.35693	46.84771	11.74087	11.07353	4.45387	0.00000	6.55980	8.16903	1127.62209
53.20606	17.79003	75.16878		6.55528	8.00343	64.73314	7.55050	6.76174	30.81383	47.58536	9.39198	6.32978	7.39966	1.00000	5.74203	1.97892	1119.68125
67.89857	31.48156	115.04814	8.70268	8.24905	8.87297	38.58258	6.49946	11.12127	30.24706	41.84788	6.40912	8.14028	6.70476	0.00000	10.19570	7.94844	1130.22938
64.99946	18.81752	-81.23621	7.35564	6.20962	9.23480	37.07552	7.16737	8.17667	33.98154	38.76986	6.76901	7.99717	8.25887	1.00000	8.88782	2.90055	1194.88581
45.18292	10.43318	27.02444	6.52578	8.92414	8.48138	46.00992	6.80709	7.80693	39.59611	53.20470	9.80433	10.53491	7.28338	0.00000	9.35055	12.35236	1055.62745
36.06150	14.28042	104.09701	7.36716	9.76402	7.84693	51.51719	6.65077	7.97769	-1.26424	46.74932	8.08360	5.37235	8.39991	1.00000	9.13807	25.11114	1083.57149
50.93363	7.98504	-79.62603	6.64059	8.22146	8.80438	63.13860	6.93577	2.98510	8.88988	78.26364	7.89939	7.76516	5.74814	1.00000	6.66181	6.49892	1103.70366
60.40113	20.16899	13.58357	6.93868	7.03554	7.43067	61.72554	8.27343	11.03404	-1.63333	45.57651	8.87858	5.67920	5.27582	1.00000	2.78959	2.78638	1097.68597
72.08203	22.43756	46.5813	6.56823	7.38194	8.44351	36.43475	8.29422	7.84789	54.8421	70.38623	8.29558	5.86033	5.38962	0.00000	4.55670	2.93823	1086.55977
41.76066	22.36813	85.83334	8.55832	9.71650	3.56590	52.22408	6.97011	10.83136	20.88197	53.93870	10.21933	7.95215	8.55092	1.00000	10.20211	24.35798	1122.93319
44.05609	7.81573	34.34691	7.74980	7.13567	10.33368	36.39927	8.51424	7.13613	61.78491	78.45912	6.44852	5.81979	11.74023	1.00000	10.55562	3.71550	1140.05580
74.65405	24.96601	8.96317	7.46108	8.86699	7.30929	45.38898	8.04050	8.14739	48.35149	46.48798	8.13478	6.90188	6.81955	0.00000	7.66012	11.02118	1058.17908
56.48188	7.35042	-81.26367	7.14387	8.25961	6.86806	43.81434	6.33658	5.32109	28.90054	73.72683	6.37090	8.57166	6.50659	1.00000	11.06804	7.54510	1175.60387
46.25055	19.29922	115.88782	8.14067	7.78210	6.37448	62.04130	6.36922	8.31941	-32.05251	47.68301	10.07362	9.42793	8.19823	0.00000	8.18584	5.04556	1160.57129
48.85097	7.04275	-7.95	7.45798	5.92119	7.53576	56.17550	6.21309	8.80172	53.43333	43.53551	8.01378	7.73801	6.05391	1.00000	9.81121	1.83370	1059.16344
39.63819	3.14825	75.35927	8.21792	6.08876	8.25720	74.58480	6.86471	4.58555	12.04161	51.88139	8.56559	6.72765	9.89214	1.00000	6.39874	3.27139	1057.63112
54.57645	2.10968	26.97253	6.66501	6.74308	10.31659	56.94481	7.82007	7.60417	49.65186	66.03861	8.84956	8.30934	3.58804	0.00000	8.00288	3.32092	1080.55995
60.85518	6.70068	74.85849	6.83859	6.98757	7.28179	47.46846	7.25175	6.00846	31.28092	38.89261	9.66318	6.06764	10.15122	1.00000	8.84230	3.20052	1066.65638
25.84537	25.05380	-50.19556	7.36483	7.52529	6.23020	49.02338	6.30815	9.94422	-19.72806	41.87413	10.09825	7.76468	5.51169	0.00000	4.71180	4.33044	1063.35921
57.19155	20.81474	-74.95472	7.11753	8.10368	7.63186	73.04906	6.25154	6.63069	10.98778	94.06598	6.32063	5.68202	6.08348	1.00000	8.12659	7.98503	1110.28719
46.11749	21.17670	-72.86843	7.42750	8.21866	9.62551	35.27220	7.82602	6.43716	41.27621	16.66798	12.24979	7.76103	11.30781	1.00000	10.04902	7.08977	1081.27999
50.50167	2.28942	79.883	7.31628	6.64312	8.27496	41.69533	7.58996	7.14794	6.9909	72.68690	8.86881	6.05090	9.29335	1.00000	10.12650	3.12526	1087.20095
59.93027	0.70297	-120.43572	8.15338	5.48763	8.81726	43.18544	8.10375	7.02082	34.95303	64.27169	6.66764	8.49584	5.97543	1.00000	8.52878	1.98309	1163.05763
47.69151	24.38576	8.64409	6.55608	10.37146	8.10525	66.20439	9.11865	8.57073	48.07667	68.63256	8.26295	9.30109	6.08707	0.00000	9.56430	46.87350	1151.69441
27.21875	6.76351	39.28333	9.13728	9.05375	8.33492	55.20218	6.65876	7.86908	-10.33333	60.21501	8.24499	7.85693	6.28381	0.00000	3.59646	14.03939	1177.32610
46.75002	18.28294	150.99292	6.17381	7.80957	10.94424	71.54745	7.03831	5.08626	-33.75881	53.63370	5.68820	6.53645	8.60361	1.00000	11.01986	6.32688	1120.89631
36.19540	-0.79698	115.04814	8.18380	9.77193	7.97324	65.50410	6.98764	7.65209	30.24706	56.40457	10.32433	5.26680	8.11200	1.00000	10.55523	26.31807	1125.32126
51.37422	10.93152	-89.10944	6.74392	6.50133	5.96031	55.28522	7.51403	5.88201	13.70167	50.24770	10.69303	9.63566	3.87710	1.00000	10.66122	2.74195	1063.86587
40.86703	27.04429	-117.29198	7.96013	8.19001	5.18381	45.82829	7.26958	9.70754	33.03699	51.11942	9.20672	7.05383	7.72029	0.00000	6.72483	6.93498	1061.10938
54.78038	10.62154	-95.36969	6.14189	6.13566	10.48518	41.51630	7.86764	4.07878	35.74788	76.15664	11.75155	7.51693	9.91341	1.00000	10.69274	1.89888	1090.73651
58.90418	3.65128	11.32903	7.67761	7.84640	8.11828	69.64637	6.85746	5.79134	50.9803	52.67059	7.58289	10.40663	4.01647	1.00000	8.48844	5.34271	1112.99890
58.07283	3.53173	136.84186	8.60220	7.76729	11.75130	55.76669	9.25572	6.94525	34.4833	53.28732	10.05988	5.80412	11.71312	1.00000	12.15055	6.20300	1142.72029
16.26697	15.30734	28.67582	5.85980	7.45516	8.76500	52.18697	8.43033	10.09980	40.98894	45.21676	7.65113	8.83831	6.82369	0.00000	8.30028	3.63847	1056.16422
49.48091	6.27677	28.28489	7.93692	7.61658	8.44013	47.88841	7.39162	9.78924	48.15659	40.24169	8.55640	7.75250	7.05231	0.00000	8.46956	5.07889	1133.10649
52.72724	28.11091	38.07083	9.02668	7.63106	8.90333	64.87232	7.73595		54.90083	55.95185	7.55829	8.27513	6.17795	0.00000	8.79986	4.30506	1092.43954
45.06288	2.27363	110.8405	8.58837	6.64049	5.17353	60.95535	8.12162	9.14956	-6.8048	48.91595	8.84503	7.22498	8.21365	0.00000	6.13475	2.54495	1114.36833
41.73773	15.08360	-89.71472	9.49128	6.38473	7.01582	66.56867	5.78373	8.31688	13.73417	45.03227	9.13923	5.03928	10.94212	1.00000	8.75459	3.60156	1155.34519
50.91958	20.77942	-105.36369	7.92028	6.97368	7.82243	36.75245	6.72136	10.30415	22.49396	52.70759	6.99086	7.28460	7.99616	1.00000	8.12400	3.13168	1127.85028
61.42051	27.50056	13.31783	8.44495	9.16206	5.37802	48.38868	8.07242	8.30059	52.61131	70.23006	8.01823	4.88692	8.49802	0.00000	7.14447	14.90675	1157.16178
58.95758	19.94072	30.2049	8.56878	6.92333	10.17132	57.99246	7.86114	5.59507	55.1904	46.08421	7.80918	5.48197	9.42995	1.00000	9.01121	3.41628	1091.45641
43.39630	17.43886	76.56719	8.14441	7.98061	7.83812	51.75998	6.55377	9.91636	24.41288	42.88332	8.71597	6.86200	5.31250	0.00000	8.76099	7.57798	1171.38599
65.64054	14.77753	-76.43941	6.59098	8.02704	6.80076	51.83342	6.36741	11.18613	39.33427	53.61080	8.77964	6.54168	8.74297	0.00000	5.33491	6.61831	1081.96356
32.12809	18.03201	16.54165	7.72445	7.26556	6.20342	49.03599	7.83525	7.30679	68.79833	49.86426	8.50767	6.48446	7.53670	1.00000	5.46646	4.18354	1158.84906
57.60526	-0.57851	67.84222	8.81497	6.25403	11.37614	49.63044	7.81448	6.46026	40.11583	66.45348	6.26655	6.33064	5.93764	1.00000	4.16551	2.38259	1077.26036
59.92530	8.12277	-105.36369	6.35922	7.07825	8.79156	46.57429	7.57726	6.73153	22.49396	59.42636		8.10932	4.35923	1.00000	8.02977	4.08915	1055.25939
48.93933	25.16576	-117.14392	8.93779	7.58185	8.57538	35.80713	7.46860	5.33513	32.9156	57.33226	2.97534	10.45917	6.89208	1.00000	9.46207	5.21296	1194.79490
48.48919	9.00016	102.3278	6.67625	7.91117	9.38706	42.54385	6.61360	6.78679	2.2139	56.67788	8.65546	5.82972	10.49950	1.00000	7.23701	6.24877	1168.48050
52.66373	29.72524	91.00632	7.66489	6.22033	9.62969	46.11166	5.96892	8.52570	26.32293	69.19246	9.40607	10.22841	5.09989	0.00000	10.93854	2.87938	1123.71003
62.34341	14.29914	-75.87877	8.83468	6.26947	10.27454	40.61807	6.68389	4.25500	5.6561	42.48777	8.37719	5.33938	7.35856	1.00000	10.42577	3.25194	1062.23046
57.19819	9.44588	-81.77285	5.57383	7.15866	9.28902	53.42143	8.07549	7.18798	28.54944	60.65210	6.93277	5.72358	10.10891	1.00000	10.16004	4.44064	1100.38383
39.39148	10.98315	-73.78458	7.00339	7.69008	9.13231	55.86121	7.15491	6.50958	41.0051	71.06212	4.62096	8.89423	6.47178	1.00000	8.63535	4.90139	1141.90548
66.76076	17.53813	-41.45861	7.89038	7.39311	7.00801	26.74986	5.86241	9.32024	-4.42472	34.56788	7.94362	7.23624	7.54299	0.00000	7.77155	4.08094	1099.31325
82.04834	8.91132	-1.05366	7.43915	7.49831	7.76351	70.16043	7.52149	6.06869	43.71032	49.51624	8.61253	6.65892	10.19274	1.00000	7.34358	5.49370	1157.01869
39.58030	12.56249	38.02486	8.51289	9.60928	7.11821	50.60526	7.70462	8.00185	55.64776	42.13695	8.39819	6.35496	5.06279	0.00000	6.05947	24.14099	1193.27630
37.77591	28.36186	107.60389	8.10481	8.64134	11.80103	51.90829	6.62226	9.02091	-7.01833	60.74708	2.73905	9.95914	7.91301	1.00000	6.17401	10.75677	1120.91660
39.65485	25.41918	122.08333	7.70572	7.25574	6.93003	43.27159	5.97697	5.49670	46.08333	53.67524	8.16520	8.46713	5.27037	1.00000	10.22730	2.93628	1121.08084
56.01852	17.22436	102.42587	7.36604	7.99790	9.52212	62.98042	7.09325	6.10042	15.58552	49.46226	9.08104	7.73954	10.74482	1.00000	9.71742	7.50483	1190.72884
35.12896	14.50414	-81.79819	7.25915	5.80563	8.47525	49.26353	7.56007	6.77316	41.48199	75.50562	5.63022	7.01413	7.95488	1.00000		2.24412	1180.39374
38.55694	13.10007	107.60389	7.32319	7.13149	7.62658	56.49922	6.22819	7.44751	-7.01833	56.61679	7.85900	9.23017	4.61155	1.00000	9.23650	2.56045	1112.19786
57.21616	0.36711	-6.90656	7.65948	6.72600	8.20221	41.81909	6.66056	9.97067	33.92866	59.24193	7.87395	7.20370	6.24678	0.00000	8.63773	2.32100	1130.49229
53.93324	35.70668	-45.94722	8.77560	7.84244	6.95287	33.22202	7.50640	9.29240	-21.42917	69.73872	8.57119	7.16739	6.52028	0.00000	6.01197	5.07836	1143.07900
48.67350	27.18190	15.00835	8.07352	7.78085	8.45794	52.41158	7.05746	6.65684	51.14942	56.23344	9.36888	7.03694	9.56613	1.00000	8.35083	3.39567	1180.52750
63.30442	20.59757	-77.70066	6.60151	6.42063	11.60087	47.32028	8.21165	10.93147	43.16547	73.58458	6.02301	8.72706	6.05076	1.00000	9.39977	2.47740	1180.93569
44.12444	3.22057	107.60389	8.04420	9.16415	10.62270	43.48739	8.06636	6.85819	-7.01833	41.63122	5.33425	8.26378	7.72754	1.00000	7.42713	15.82482	1140.23615
45.30793	10.20574	-121.74052	6.99839	8.02187	10.23048	43.16945	6.29462	5.39756	38.54491	48.35104	3.51276	9.23631	6.13172	0.00000	7.53635	5.24664	1084.98532
39.86766	18.51430	-4.1	6.46122	6.59966	7.86769	41.14864	6.71028	8.03564	48	51.94183	10.97325	4.42877	10.74424	1.00000	7.89789	1.49824	1060.17192
50.38284	30.20849	5.16108	7.65030	3.64587	10.54205	39.85459	6.67196	7.72880	48.77275	38.88146	11.00094	11.31393	5.89373	0.00000	8.35219	1.67890	1051.22460
41.46100	7.07909	8.52462	5.22980	5.66798	9.43338	37.05910	7.65797		47.30997	55.33891	9.68540	9.56995	6.82836	0.00000	10.62652	2.96269	1108.71676
29.14531	4.68672	20.89389	5.82200	6.96556	9.26843	52.05995	7.37323	7.66021	42.62833	51.76063	6.01594	4.18558	8.49598	1.00000	9.77567	3.70289	1066.24639
55.77238	32.14540	4.47124	8.55576	6.92992	7.26051	58.76154	6.01033	9.08688	51.95838	72.67751	8.51956	8.41932	7.17404	0.00000	9.44045	2.76837	1154.70174
53.59683	29.74127	4.18333	8.52094	7.45566	11.33868	58.03353	6.75761	5.32942	7.6	70.13177	10.51846	5.46071	8.90772	1.00000	8.96022	4.39961	1100.38356
44.50583	8.59241	-115.98391	6.98512	6.26932	9.56317	61.53669	7.08726	8.00996	36.20829	43.18361	9.52587	8.64127	5.50915	0.00000	7.23370	2.81095	1073.52664
52.97875	26.48891	139.6853	8.61936	8.38560	7.29133	23.08948		11.16330	35.815	68.25178	9.71304	9.14683	6.10027	0.00000	5.42933	8.78810	1074.81209
35.25587	7.14859	76.56719	7.28681	9.64920	7.49406	45.91582	6.49205	8.88552	24.41288	56.58228	10.54125	5.91748	10.05541		8.11118	23.28180	1083.75000
48.55826	10.34325	74.12286	7.67714	5.97308	9.27644	47.72552	5.44268	6.45121	30.76468	62.54119	10.79198	6.69001	8.80500	1.00000	10.69791	2.90786	1185.02524
42.38896	10.46515	-73.20483	7.26525	5.69160	3.13859	54.53603	8.35027	9.89241	41.16704	42.47382	9.51531	6.44576	8.49930	0.00000	6.68228	2.47212	1059.33109
47.27783	-3.29620	111.50861	6.61078	7.06354	8.25207	59.94637	7.31014	7.98538	32.54278	58.62546	9.33443	7.61116	5.34989	0.00000	8.61369	3.06746	1122.56624
48.79571	17.47686	117.27583	7.57548	7.19102	7.90638	47.95511	6.94466	7.70881	35.64889	67.36354	10.08907	6.99382	11.45861	1.00000	11.81179	3.09593	1084.51950
38.76779	14.67656	83.62389	6.47502	6.65157	7.84580	25.94857	7.32701	4.84691	53.30972	61.45549	7.98095	9.22625	5.94067	1.00000	9.68722	3.06552	1148.61729
19.92174	26.18026	-91.73625	7.74167	8.10924	9.31188	31.03303	7.29451	5.09372	35.25064	47.71933	5.84613	7.96879	6.28980	1.00000	8.50590	7.93061	1146.54114
43.46340	20.61159	26.97253	6.97976	8.68430	5.15388	55.57061	8.72225	5.47949	49.65186	56.73244	7.14448	9.77319	5.66767	1.00000	12.39527	9.67789	1126.15719
74.46028	8.97460	-116.97725	6.60572	7.66739	10.97804	47.75821	8.24124	3.69402	33.92946	60.94559	10.87686	6.42694	7.71153	1.00000	8.67376	4.47351	1178.73710
47.58827	23.36625	-4.83076	8.67142	7.22606	7.16426	47.40107	8.85550	4.48571	39.96348	51.78420	6.24044	9.32097	4.83131	1.00000	10.09527	4.71095	1199.11212
30.23657	21.65031	68.75915	7.95011	8.56740	10.33117	36.24509	6.27905	8.34833	27.52948	67.51619	10.87441	4.81203	10.52044	1.00000	10.53595	9.81888	1051.22737
57.45804	-7.92093	-84.20299	6.88550	7.26060	8.06365	47.10251	8.76957	5.48083	39.43534	57.01265	4.48459	8.54409	5.84265	1.00000	9.66684	3.48861	1077.80631
68.32509	11.70990	-89.71472	9.53526	7.58757	12.68123	47.76879	7.95649	8.39320	13.73417	66.50563	3.09215	9.39656	7.99133	1.00000	5.34159	4.30056	1073.00674
44.23141	24.62761	-73.25383	7.46391	8.32481	8.33341	55.55138	8.18546	5.74210	-3.74912	44.12670	8.30785	7.56945	9.28566	1.00000	10.30838	7.11609	1148.77460
56.01248	2.44116	11.04979	7.63929	6.93849	5.98897	41.16118	6.88725	11.65634	44.59445	57.78914	10.50666	8.64107	6.33029	0.00000	6.03891	3.16650	1125.62250
78.68484	12.61813	0.30367	8.18770	9.38438	5.54096	68.67696	6.79702	9.37038	51.38673	52.21037	8.86169	6.90361	7.43754	0.00000	7.72443	19.68070	1154.88772
38.52667	14.36101	98.6738	7.64597	7.91480	8.36595	52.33593	5.69356	5.12842	3.7278	60.68703	7.36838	11.10115	5.18396	1.00000	8.59902	6.66917	1090.12074
52.76809	8.12749	-82.61573	6.60139	6.15137	5.41664	58.26551	7.58697	8.64642	41.24255	48.93885	9.26527	6.17722	5.08799	0.00000	6.24855	3.14993	1190.94876
54.26145	8.82218	100.04427	8.72650	6.93449	1.87668	49.60124	7.26912	10.27962	13.8196	48.61412	10.49738	6.28919	7.65455	0.00000	8.01678	3.78744	1177.67748
57.74678	6.75965	65.50917	7.51975	6.95506	4.99051	43.76306	6.73817	9.27976	44.85278	54.71462	9.29900	5.33609	5.68962	0.00000	8.13800	3.16687	1089.87814
38.60793	6.51340	47.31667	8.28817	6.49007	9.43587	48.00675	8.01497	6.06962	-19.65	44.99255	9.26942	6.08350	10.15901	1.00000	9.97189	3.24489	1131.80461
59.47230	21.87821	-73.89875	7.02092	9.51797	7.96523	37.80642	6.97249	10.12771	40.93121	75.28591	6.85524	8.68833	7.26266	0.00000	12.39208	20.15454	1170.19360
56.38497	6.86995	105.89333	7.34546	7.15199	10.54506	57.29863	6.84069	5.26780	34.56861	58.14572	4.02533	9.76299	6.05260	0.00000	7.07197	2.86487	1070.70157
39.19177	16.95236	-37.65	6.66734	7.48592	6.49762	53.39837	8.00505	3.90192	-10.91722	54.95391	8.15132	10.77732	2.80544	1.00000	9.93690	4.24505	1173.10599
46.44002	18.49479	-48.29694	7.09328	6.94063	3.12559	40.98145	6.77014	7.14248	-20.87306	56.06493	8.40207	4.87245	6.85868	0.00000	10.66877	2.01697	1098.53036
57.32985	17.48665	114.51667	6.41042	7.55259	10.64971	49.32673	7.77428	5.97171	33.78333	58.66519	6.09955	5.21648	6.66678	1.00000	8.24087	4.40385	1056.51933
59.90760	2.83468	-1.86343	7.45158	6.42180	9.39571	65.93586	7.23189	7.14097	38.10558	40.74396	6.99601	8.81114	6.48748	1.00000	8.19607	3.07080	1103.73776
50.90259	4.70792	8.51667	7.82635	6.91304	11.07316	52.69853	8.76927	5.44312	51.88333	61.30412	8.69151	6.28524	7.92536	1.00000	9.78501	3.37495	1171.71990
52.23138	25.96134	-102.04897	6.43577	7.69803	7.33729	67.70085	5.59037	7.38853	19.64745	53.93528	8.21574	5.53545	7.21543	1.00000	9.40387	3.57739	1102.93365
48.89730	23.91290	10.5511	7.91598	8.24121	10.48103	47.35371	7.96050	6.62410	52.47774	75.25362	4.42004	8.41907	7.73013	1.00000	7.76433	7.44844	1105.08176
61.29692	4.75239	100.48528	10.92887	7.72769	11.19074	47.79361	7.57917	5.04549	14.37395	42.26080	6.62854	5.18596	7.47855	1.00000	12.07403	4.98105	1052.66358
28.13553	18.31340	-0.36053	7.40550	7.41916	10.08617	47.63433	8.44748	7.26247	51.64316	47.97118	7.39924	10.77993	5.91445	1.00000	7.02349	2.90831	1134.58115
43.41083	4.60729	121.3152	6.73304	8.44124	8.37567	54.43802	7.54045	7.94554	14.14989	53.00204	9.52177	9.32805	6.79451	0.00000	7.90495	9.17752	1172.34171
52.96817	16.87682	6.92917	7.40336	8.56084	9.39098	50.86017	7.64837	7.30298	52.31333	51.02265	5.45061	9.45838	7.77073	1.00000	8.64972	8.40821	1129.92590
