PAHs	O3	Pb	CO	latitude	PRES	longitude	C2H3NO5	PM10	CFCs	NOx	SO2	PM2.5	NH3	warning	TEMP	CH4	H2CO
3.93506	7.48944	66.07836	5.61577	27.0174	1121.67012	49.62251	8.08378	7.83487	74.60972	5.60885	7.98234	6.60181	8.84284	1.00000	50.83974	7.48690	45.70038
10.33992	9.99288	45.35629	6.47659	51.19139	1155.83994	6.51352	12.46938	8.47262	67.82651	7.33043	7.20838	6.47196	6.51416	0.00000	10.82180	6.80269	56.43617
9.09636	3.98455	30.32333	6.51079	60.2052	1100.63040	24.6522	7.04948	7.79883	71.53149	7.95218	7.12061	9.47096	7.58330	0.00000	17.93225	8.38534	50.55621
7.71789	5.75304	58.32184	7.56489	20.88197	1142.72967	85.83334	5.56259	7.34861	66.69126	6.90561	6.83632	5.91972	6.64862	1.00000	10.46930	9.25711	44.36736
8.31005	7.15346	42.82779	6.15948	37.31309	1169.03431	40.74357	2.69649	6.24694	67.30571	5.28710	7.70196	4.46701	8.83099	1.00000	7.63417		48.32278
7.77194	6.68177	61.75693	5.09655	55.63711	1114.46851	37.38115	4.84240	6.76676	58.66518	5.78375	6.28344	6.10050	6.83698	1.00000	10.06964	9.05054	58.51655
5.47353	4.27351	36.47260	5.20515	14.67751	1124.38652	-60.94228	5.79602	7.07204	72.47848	9.83314	7.32818	7.24839	5.35085	0.00000	26.29552	9.47343	21.45307
5.46784	7.88088	39.11879	7.47841	42.06166	1197.20548	-1.60452	5.25180	7.18015	76.06493	9.93155	7.26694	7.58537	6.84173	1.00000	6.48882	10.75101	59.65709
9.63245	7.94328	52.20820	4.86369	40.37528	1074.70031	28.88222	21.57305	9.35319	72.20635	4.70797	5.69897	5.51704	6.91417	1.00000	15.29816	8.13191	65.10392
8.27174	3.24130	78.53752	5.01500	52.4581	1161.53245	13.28702	9.31234	8.05007	71.99514	6.31515	6.39906	4.14509	6.12984	1.00000	17.49702	8.54138	47.78242
3.65239	6.65228	31.77801	6.98864	53.83333	1093.87003	-2.98333	4.50345	6.97071	70.53720	6.91420	6.73305	10.53958	6.35702	1.00000	21.91974	7.72315	58.48324
5.37740	8.85421	50.96802	5.00658	41.0051	1143.29814	-73.78458	5.92276	7.12197	84.59072	8.03968	7.05585	3.95072	7.57571	1.00000	1.93571	8.15287	38.73745
7.47367	6.02529	65.75751	4.25424	6.25947	1090.36419	102.05461	5.87769	7.80262	65.12039	8.49844	7.17116	7.27451	8.08219	0.00000	21.57778	8.55952	40.73633
6.99914	6.58792	47.17687	5.10318	31.76212	1165.03056	-95.63079	5.49428	6.77683	74.40009	8.68342	6.25080	6.47589	6.72476	0.00000	16.06849	8.20794	52.80028
5.89707	6.39951	55.69981	7.11087	50.75767	1163.85934	-1.5443	5.75926	7.54860	70.56339	11.01735	7.99166	9.74253	4.62243	1.00000	23.23406	9.11792	20.23897
8.93254	9.62601	49.92446	6.43114	23.49668	1052.04490	86.68363	10.32119	8.29211	54.86956	9.05418	6.80815	2.42389	7.06794	0.00000	16.67419	6.69466	54.66325
3.33326	7.61830	47.96493	6.39605	-33.59217	1183.57562	-70.6996	16.58552	8.79207	78.24302	5.68377	8.16953	5.53198	6.61922	1.00000	12.27200	8.42323	33.91748
10.44224	6.35833	48.24115	5.87300	10.22677	1125.12989	-67.33122	4.06511	6.36939	62.27237	8.84967	8.10425	8.73946	8.60068	0.00000	-6.51171	6.74374	52.17691
8.81732	6.33340	47.50081	6.07508	27.34089	1082.06484	117.4831	3.08793	6.42897	64.12409	8.13344	6.89392	5.73531	6.21329	0.00000	7.91264	5.89420	48.63425
6.56584	6.53630	47.98896	5.77380	37.58105	1116.39420	29.26639	16.33908	8.86387	66.87343	8.29126	8.28398	9.20193	7.42075	1.00000	10.26295	8.89043	25.59054
8.93793	7.34312	57.66396	7.07110	41.91738	1163.13976	3.1631	4.85932	7.04961	83.82601	5.15694	8.02300	6.23984	8.31088	1.00000	7.20163	8.78335	36.84404
8.45676	4.28637	40.27660	5.37542	41.27621	1162.09559	-72.86843	9.36266	8.04411	82.72092	5.64918	7.05763	4.53852	5.88385	1.00000	14.54778	8.42044	64.78639
9.17162	6.33901	42.59654	5.14387	26.32293	1116.18109	91.00632	4.49148	7.08577	66.50873	5.11585	8.54531	7.31196	6.99231	1.00000	14.53609	7.27959	38.87710
7.12440	9.93340	52.95775	5.08176	36.08497	1145.83645	9.37082	4.32362	7.05658	83.92976	9.83618	6.85970	8.02666	8.41162		30.69139	8.58521	34.45100
8.70585	7.20681	53.11926	6.54397	18.03496	1193.11700	-66.8499	4.68125	6.80315	72.44250	5.47338	7.58178	5.61933	9.54563	1.00000	7.97155	8.39063	35.20191
6.67453	5.96171	55.62137	5.26153	48.86667	1193.12777	2.08333	9.15389	8.34157	59.92562	7.93369	8.19471	9.87528	9.06339	0.00000	12.40374	8.21555	70.31539
4.24210	8.76224	37.66766	5.89453	-8.43333	1053.82159	114.33333	4.08734	4.42879	76.99702	7.87560	8.24149	6.84066	5.94159	1.00000	23.89912	7.75163	59.84909
8.53116	7.45195	47.63035	5.51630	32.44874	1183.77399	-99.73314	3.73617	6.88191	54.45116	8.18536	7.06895	9.85512	8.54662	0.00000	25.71898	7.76586	37.29577
8.04617	5.14930	60.04697	6.10040	43.48961	1115.01636	-8.2194	12.19743	8.58001	62.71302	7.78460	6.63899	6.79828	6.74924	0.00000	1.27010	9.35359	60.85101
8.59065	6.36313	59.58106	8.06987	24.81757	1073.70131	84.63445	3.39437	6.89618	86.92234	9.01398	7.08524	5.72248	6.24511	0.00000	8.18285	7.18719	27.54969
8.26871	8.16848	66.66315	5.91432	-7.76667	1184.97616	35.7	3.12482	5.09939	79.56550	9.21012	7.09878	6.51702	7.88828	0.00000	-3.11380	8.98453	84.27307
8.93883	8.21985	34.51193	5.94795	45.0408	1060.58634	-93.263	6.68453	7.26714	71.41232	6.92706	7.89136	6.15240	7.67574	0.00000	13.05739	9.84488	65.04707
7.68442	3.16940	63.19183	5.93400	40.37528	1157.11345	28.88222	9.84408	8.37082	68.93989	5.64640	4.31501	6.52441	5.87830	1.00000	9.69642	6.81241	44.98652
8.73049	10.23376	46.52936	4.45885	25.87972	1183.93518	-97.50417	3.17401	5.27814	66.77194	10.34532	7.37119	9.76455	8.10275	1.00000	29.09010	8.88376	50.18534
7.53614	5.11278	49.54318	5.52292	32.9156	1162.74409	-117.14392	14.89176	8.83540	78.48810	7.38182	7.12357	8.06214	5.30689	0.00000	23.50443	10.24676	61.00232
8.31458	6.17006	40.76581	5.38840	11.84962	1075.01573	-86.19903	6.77788	7.24677	72.33992		5.40140	8.26390	7.14121	0.00000	24.73864	9.06545	76.34281
7.37513	6.10622	26.50040	6.24386	41.8542	1158.21171	-87.66561	6.65658	6.81991	73.13900	6.62181	6.45497	4.45517	7.64712	1.00000	2.88264	10.12697	60.02378
8.58510	7.88783	27.65433	2.94326	33.03699	1093.98701	-117.29198	27.18832	9.45378	67.10167	12.06817	7.06020	2.20097	8.52775	0.00000	8.57600	9.21441	40.93344
10.00112	5.15864	69.65157	8.01700	60.2052	1163.89934	24.6522	12.68080	8.53247	64.22348	5.49007	5.36826	3.31033	7.66997	1.00000	39.01055	9.04927	60.23011
9.96631	7.20758	43.43217	5.81293	52.09	1143.66650	5.23333	6.44139	7.34418	65.71507	8.83014	4.92781	6.20220	6.36658	0.00000	15.99993	7.44908	25.45063
5.46116	9.64736	67.34408	5.52298	35.50056	1057.25528	117.63083	5.00189	6.73053	54.78505	8.32829	6.95742	5.60866	5.63262	1.00000	29.78985	8.48608	44.45785
8.34287	5.42336	45.28634	3.89533	37.13548	1121.21881	-3.67029	12.65421	8.56069	72.42960	4.86766	8.35556	4.37094	5.36754	1.00000	13.00088	8.97678	63.70843
8.78818	9.58382	51.22474	6.83668	53.00974	1167.77475	-3.05814	11.83135	8.35239	68.65833	7.29267	6.95889	4.37802	5.47176	0.00000	12.34086	6.45501	53.08680
6.45492	8.21530	56.34584	3.95792	31.82539	1125.53749	72.54064	5.93001	6.94684	69.57811	8.50616	5.81431	6.56217	7.15013	1.00000	3.36112	6.80463	50.77873
10.03772	10.96055	32.57848	5.53694	25.13915	1158.65780	73.06784	4.81888	5.65876	47.62870	7.17706	7.75189	5.44223	8.18224	0.00000	23.89675	8.59998	51.19716
6.86653	9.74387	51.75448	3.98665	0.51667	1143.88304	101.44167	9.62032	8.40317	57.97931	6.65462	6.07761	5.76631	6.48009	1.00000	20.41659	8.30698	57.14006
7.50711	7.42824	59.99015	5.60817	19.04222	1095.59996	-98.11889	10.84243	8.13219	68.83366	9.92208	5.85707	3.68500	7.35259	0.00000	16.19869	8.22202	50.69133
6.43879	7.05164	44.44365	6.12719	38.96372	1079.29283	-76.99081	3.12788	6.66679	68.87273	8.06404	7.49896	5.25413	6.67512	0.00000	22.25982	8.08711	33.13317
8.53560	3.99769	60.76545	7.01102	0.46005	1063.69247	34.11169	4.30948	6.38950	81.90760	4.77477	7.01030	7.27340	7.33828	1.00000	7.34273	6.23704	54.20668
6.88137	7.52947	59.18302	4.82661	19.04222	1127.36499	-98.11889	12.54877	8.49808	68.78052	5.68158	6.24357	9.73913	7.76711	0.00000	16.12694	8.66207	85.22733
7.31315	4.72233	18.03699	4.78792	38.96372	1193.14445	-76.99081	12.64110	8.54529	74.47103	6.51853	6.92417	7.15347	6.26313	1.00000	13.03402	7.80217	67.68525
10.32869	6.76320	81.46514	4.65025	41.85059	1167.08579	-87.882	5.31649	7.33627	70.08011	8.39939	6.80145	8.79062	8.61417	0.00000	16.91457	8.78364	32.01099
4.73871	6.51687	54.74458	7.09776	36.82167	1126.82540	128.63083	4.13494	6.35931	82.88055	8.16217	7.55168	10.45914	8.27625	1.00000	6.58748	8.87148	53.54791
7.55747	9.07650	37.03897	3.25919	38.68712	1116.40749	-4.10734	6.88622	7.46312	66.08474	7.98967	5.90027	10.12710	6.91548	1.00000	7.96553	6.40644	31.18175
7.97120	2.41735	42.36568	6.32591	37.08819	1169.94704	-8.2503	5.12792	7.63510	73.36764	6.45550	5.75389	6.67651	7.87886	1.00000	23.16130	7.10264	62.11556
8.81584	9.42167	58.68267	4.02654	42.67164	1180.13363	14.01481	12.64009	8.46809	67.79444	6.05942	7.14657	3.75370	6.55145	1.00000	27.68323	10.46565	49.29155
8.70116	4.70138	34.86726	6.63639	49.97704	1076.39260	9.15214	5.07784	6.81407	62.09491	5.42709	6.75808	6.36327	7.67687	1.00000	15.87078	7.37875	59.98273
7.10227	6.25586	52.89866	5.44080	9.6531	1071.99750	124.3697	7.67782	7.77593	67.60880	8.74720	7.24363	7.56068	7.10682	0.00000	-21.12967	7.05702	49.43032
8.09122	6.01979	48.05810	4.66052	44.80477	1075.45993	-0.59543	4.88755	6.63979	62.75346	6.91374	6.17458	4.54010	5.12555	1.00000	3.11736	9.19044	48.95872
6.58886	8.44943	66.75620	4.88777	33.92946	1113.91163	-116.97725	4.28178	6.85896	78.95277	9.53248	6.16278	4.98503	6.64510	0.00000	22.56464	6.50742	59.93480
6.34314	7.29851	42.11413	5.37671	51.65	1167.37244	-0.2	3.18782	5.39403	75.92407	8.03477	6.24994	11.40788	5.88710	1.00000	16.51263	7.70257	40.79112
7.99986	9.14069	45.74508	4.32338	18.20854	1146.04626	-71.10077	3.68283	5.45091	77.17030	9.40534	6.24917	6.18446	8.75229	1.00000	24.46065	9.01149	50.61386
6.64323	9.51095	38.05529	5.76009	52.21099	1176.66638	7.02238	6.91640	6.41686	62.70614	10.46496	7.57342	7.86347	7.17082	1.00000	8.12621	9.08353	61.71702
7.20663	6.07715	55.00550	6.22540	50.7236	1170.30181	-3.52751	12.70231	8.52311	61.50779	7.49764	6.58651	7.36920	7.52315	0.00000	15.35459	8.21287	52.94321
6.05427	5.24866	40.86612	6.96919	41.0051	1071.38597	-73.78458	4.64120	7.18773	68.45735	8.83495	7.54328	5.96950	7.17648	0.00000	24.54373	7.70261	49.72405
6.81746	7.17652	75.21882	4.88493	51.40148	1121.45278	-1.32471	3.70564	5.99287	90.71102	9.62527	7.70731	5.56520	6.72576	0.00000		8.46361	66.15342
9.18246	9.22374	40.22017	6.25074	64.5635	1167.92180	39.8302	3.65817	5.17057	58.33474	8.25350	8.25061	4.55400	5.93997	0.00000	3.38310	9.61013	59.62113
8.70738	5.39140	29.95587	5.32161	23.5654	1181.93079	119.58627	5.82591	7.44408	87.05006	8.09482	6.07605	9.96314	7.05370	0.00000	7.02342	8.49436	22.23691
3.73344	6.85975	32.17722	7.75892	50.20528	1199.26507	19.27498	4.82058	6.82473	83.48797	8.76845	5.52068	7.23902	6.01488	1.00000	17.37237	9.29251	59.47912
8.07312	7.17711	48.31490	4.80842	-7.01833	1171.07620	107.60389	3.22942	4.74999	70.07086	8.37185	6.40988	7.80447	7.95713	0.00000	7.06292	8.35293	50.13407
7.59918	7.66594	44.91912	5.18153	34.65918	1193.86135	109.22921	6.20404	7.66351	76.38935	7.95670	7.86055	6.83046	7.23802	0.00000	45.76583	9.92835	52.02476
6.46187	9.97975	64.30774	3.88493	52.09	1180.18649	5.23333	4.25919	5.04109	77.52737	8.21535	7.82492	7.78652	7.19372	1.00000	20.19272	6.81161	30.09636
9.24861	7.93138	44.74097	4.72434	45.9836	1086.53843	12.70038	4.12409	6.41692	71.87702	7.57554	6.81980	7.18418	6.56761	0.00000	13.87638		59.67637
6.29935	1.61492	68.40001	3.73613	52.21099	1190.52117	7.02238	8.12968	7.60248	63.86161	5.78780	5.96077	8.12090	4.93518	1.00000	5.11982	5.48570	51.85967
8.65469	2.81395	47.19940	6.16318	34.06635	1114.39268	-84.67837	5.22567	7.19885	61.62898	8.45496	8.41135	5.58648	7.62753	0.00000	27.97717	8.15060	50.26329
8.26437	6.54681	37.59411	5.41379	46.51872	1193.31550	86.00214	6.28592	7.50466	57.54438	8.20191	6.78598	10.13124	6.37289	0.00000	14.41589	8.59613	36.77128
8.25349	10.25727	55.17514	5.62624	56.9083	1070.90488	60.8019	5.32081	7.03117	64.90940	7.84003	8.22361	6.22522	9.11196	0.00000	4.13667	9.83169	40.34741
6.98223	4.85635	73.58531	3.73306	45.44868	1081.94315	-73.81669	5.60825	7.42644	85.49008	6.53367	6.57473	4.88928	7.77469	1.00000	-6.29303	8.90641	38.93951
7.93727	6.13522	75.27968	6.59949	55.25	1189.31442	24.75	14.43237	8.74629	71.95265	4.29593	5.84950	8.09504	4.69531	1.00000	20.34137	7.04595	54.20911
5.48458	6.39774	53.71015	6.22409	0.76755	1182.22246	24.43973	15.98640	8.90193	57.88567	8.41391	7.43266	9.51547	6.98919	1.00000	-5.82536	8.20866	51.92627
5.59372	4.57335	36.29590	6.43756	38.13708	1082.28641	41.00817	4.70329	6.77584	69.62455	8.75731	7.02782	13.00876	6.57027	1.00000	26.20259	7.39787	67.35317
10.81446	9.52035	44.29128	5.98144	33.98154	1135.28083	-81.23621	5.59526	7.14871	67.42190	7.44224	7.45707	6.99943	7.54709	0.00000	17.02371	9.73005	71.90107
8.68190	6.85170	55.44729	4.92309	33.95015	1164.19071	-118.03917	3.86261	6.72519	71.45643	5.37764	8.65403	4.54552	6.25261	1.00000	11.48299	8.49602	51.64617
5.00787	8.53102	61.97622	5.71845	42.93369	1109.55004	-72.27814	6.17612	7.13598	91.40886	7.12154	6.56759	6.19610	6.87945	1.00000	15.11794	8.53096	48.96321
7.06777	4.89214	47.86033	4.54402	33.86419	1180.69715	48.26258	10.87782	8.38307	64.83760	9.03842	8.58977	10.15929	7.62712	1.00000	8.41291	8.11471	44.06004
8.73299	3.64355	53.52615	5.21950	55.63711	1051.95114	37.38115	4.33875	6.22297	69.29281	5.38817	7.11300	4.00620	6.72899	1.00000	5.61167	8.00214	44.37605
7.73091	4.69617	58.27750	7.24049	51.4781	1183.64584	57.3552	2.27373	4.80058	64.49758	4.42218	7.03898	10.28896	5.08758	1.00000	12.15537	5.23729	57.48737
6.09095	8.43595	62.80330	5.27009	25.95533	1175.70242	68.88871	4.89356	6.71610	65.41286	6.94909	6.01269	7.99583	6.92652	1.00000	0.67735	8.43102	57.15859
9.02302	7.34234	54.34858	5.76376	41.15376	1187.73001	-87.88754	3.97129	5.50062	66.25362	5.35530	8.52043	6.61496	6.55228	1.00000	10.10321	8.16054	33.99731
6.07292	5.66750	41.95509	3.60099	47.98372	1059.08274	10.18527	5.35498	7.39217	76.40308	7.22891	6.76379	5.65442	6.83760	1.00000	29.16022	9.06197	61.89562
8.25389	6.57924	49.22995	5.84046	40.34912	1132.64715	-111.90466	6.68522	7.98914	79.54957	5.80370	7.18918	3.64365	7.60146	1.00000	10.95236	9.60494	60.74866
6.42974	3.09022	65.88312	2.14755	4.88441	1121.26470	101.96857	4.48937	6.71875	96.54201	6.98065	6.74829	5.68389	6.27649	1.00000	5.75967	7.89804	44.29815
9.46568	7.70070	35.10993	6.16344	52.53048	1126.65782	13.29371	2.97355	6.29207	76.95519	5.44021	6.27938	8.40176	7.90008	0.00000	27.65800	7.31952	63.15491
8.11759	8.72258	67.67003	4.40980	50.71229	1055.89579	4.52529	6.35291	6.65638	61.69773	8.78185	8.23754	8.96316	5.34650	1.00000	21.94987	8.68330	64.65562
8.45149	7.56047	74.27853	5.41934	16.0567	1083.58653	103.65309	8.52972	8.24321	64.62819	8.47570	5.45830	6.27615	6.61517	0.00000	13.20831	8.47931	43.34072
8.19923	7.88095	58.12009	3.70182	29.53885	1120.98345	-95.44744	6.81006	7.68864	77.36357	9.07643	9.00803	11.05312	7.08207	1.00000	-3.43529	6.82448	55.06551
10.97062	5.54328	64.76064	6.79748	33.45122	1134.69982	-86.99666	8.47323	7.79230	72.36573	3.64117	6.97843		5.35970	1.00000	23.36874	7.27898	41.89610
8.15521	6.19897	67.27305	5.58935	-20.25333	1175.41276	-43.80139	3.66631	6.47936	65.54343	7.99490	5.86247	10.07942	5.94439	0.00000	10.98337	8.16623	31.17618
3.74282	7.76105	59.92881	5.24263	31.96258	1165.97284	73.97117	8.77897	7.94297	61.53092	5.06609	5.68588	6.90747	7.72123	1.00000	7.89543	6.97642	33.16025
9.91120	4.34340	38.07394	7.32958	22.37066	1133.24575	114.10479	7.92661	7.82960	76.43262	3.31421	7.75668	5.73174	6.74890	1.00000	17.60467	6.96951	72.64738
8.27061	4.48357	54.04566	5.54577	38.54491	1132.97732	-121.74052	5.08583	6.05413	67.00368	8.01298	5.92310	8.45347	7.21331	0.00000	18.08978	8.41729	42.51165
2.36756	8.26517	45.52731	7.58759	40.1675	1068.02517	34.37389	10.43355	8.39279	70.12106	6.30758	5.26566	4.11955	6.18492	1.00000	5.36454	9.45017	61.15005
7.39779	6.64195	42.83592	5.42243	41.15376	1141.33575	-87.88754	4.53773	6.72448	74.76761	8.91873	6.38395	7.61415	8.24307	0.00000	-7.82776	7.16244	34.20301
7.06405	9.45419	66.06426	4.10437	3.31332	1066.59150	117.59152	4.49201	7.61584	57.84074	8.22334	7.75645	7.29698	7.15280	1.00000	17.79346	7.72751	32.85660
6.11631	7.05037	59.10705	6.72033	34.15429	1107.64501	3.50309	33.31610	9.71345	82.21993	9.21838	6.53766	6.77437	5.29319	1.00000	28.44325	10.08959	66.67202
5.82275	6.11565	74.72320	3.94465	4.73245	1051.41114	-74.26419	3.07634	6.24764	68.87548	6.84397	8.78446	8.92533	6.53645	1.00000	24.08838	7.41133	33.97841
8.54158	9.81710	62.32733	4.30314	37.58105	1160.18196	29.26639	4.82605	7.19042	60.54774	9.83545	6.56501	7.63984	7.16359	1.00000	22.28440	9.02885	42.88948
6.97438	10.70510	53.34769	4.52586	30.17746	1164.27650	-81.38758	8.93644	7.80082	73.05820	9.00846	5.77777	7.13548	7.66070	1.00000	-3.06763	8.14035	55.85235
6.88795	6.71917	51.27872	5.06734	30.35028	1134.53098	112.19028	2.34047	6.04359	56.38163	8.46585	6.03556	8.91742	6.69482	1.00000	26.78289	8.06266	66.78174
10.67890	10.30115	49.44364	9.03067	-34.64966	1061.38079	-58.38341	4.10213	6.07158	81.67531	2.61418	8.19949	5.44261	7.78315	0.00000	6.78304	7.56213	32.51391
7.91966	8.06554	38.86417	5.83355	57.14369	1118.79795	-2.09814	4.72647	5.93714	51.68957	9.49979	5.25175	4.39492	6.91318	0.00000	21.38228	8.01416	40.81238
5.72189	7.47436	45.10441	6.39572	39.46667	1171.51150	141.95	4.07689	5.90687	61.48872	8.79096	5.92351	6.06795	6.87320	1.00000	9.21775	9.58284	52.55129
7.53549	9.23873	48.63770	3.45276	3.7278	1072.90307	98.6738	4.68456	6.23789	64.88909	8.91696	7.22149	8.15328	5.26332	0.00000	42.40785	6.92475	31.19331
7.73647	9.36918	44.43243	3.60617	-8.76194	1130.17523	-63.90389	4.06653	6.27301	57.74394	10.74145	6.93469	9.71623	7.87918	1.00000	0.22230	6.21616	76.33592
7.98227	4.61504	65.68053	6.48732	41.29444	1073.45558	69.67639	6.00729	7.00860	78.84310	8.04968	8.02244	8.72906	8.86529	0.00000	18.96536	8.36996	66.77412
8.49472	10.63530	75.80633	4.00295	9.57046	1181.70142	76.32756	5.60680	7.04586	74.63767	10.96776	7.89916	3.36729	8.31012	0.00000	17.82735	10.20569	52.58979
9.16548	9.01727	37.84941	7.64756	12.74409	1073.59797	-8.07257	2.94603	6.88509	72.86947	7.49648	6.71038	4.58481	5.45526	0.00000	11.48656	7.80903	65.23465
6.06858	9.28044	46.02102	6.15366	41.54566	1180.30940	-71.29144	3.83332	5.76665	48.47944	9.97291	5.10671	7.09048	9.21311	1.00000	24.52700	9.58677	54.40497
10.93391	6.93947	48.35796	6.65913	-13.7804	1104.81715	34.4587	6.55088	7.88684	62.80892	3.32260	7.24798	5.49794	8.41569	1.00000	24.60432	7.04176	47.18250
5.80350	6.41226	29.51447	5.14031	33.98154	1177.24847	-81.23621	3.97020	6.05151	68.34408	7.77336	7.84221	10.51620	5.05384	1.00000	7.01957	6.75481	43.92116
9.21239	4.94351	45.40448	6.52737	-7.51611	1066.69521	109.05389	5.60395	7.04101	89.09825	5.01911	7.45156	4.57562	6.79835	1.00000	14.77027	8.17831	43.56412
5.19907	7.44588	27.09148	5.36731	-11.94306	1189.62409	-76.70944	7.87293	7.43257	61.58805	8.51842	6.22975	7.64159	6.73681	1.00000	18.35467	7.05411	60.87966
8.60083	9.26475	27.00089	4.72195	44.85278	1182.97903	65.50917	4.21861	6.10461	71.90361	10.38737	6.54345	10.14081	5.52632	1.00000	6.11888	8.63031	39.39959
8.84922	10.07498	47.00241	4.43048	42.55308	1096.90904	-87.93341	4.88580	6.32401	81.86155	9.28348	6.97613	5.17888	5.99025	0.00000	16.91642	10.05339	48.52011
6.58721	10.11423	60.84526	5.53267	24.81757	1087.88954	84.63445	8.91642	7.92465	80.33182	8.24904	6.13549	7.57672	6.48178	1.00000	14.04276	9.83573	58.28067
4.51017	5.80256	42.17365	6.72008	20.88197	1190.12451	85.83334	6.09139	7.30925	69.38611	7.59164	7.87887	10.43219	7.53450	0.00000	6.47001	7.77554	36.82229
7.00395	8.32118	31.90122	4.47116	29.38242	1058.44779	70.91106	3.88105	6.08073	75.26015	9.32423	5.64954	9.84046	7.94614	1.00000	22.85112	6.98484	38.72947
8.88375	7.68778	55.88683	5.07418	4.73245	1072.60326	-74.26419	5.50420	6.39149	65.06784	5.21690	6.36242	3.37645	5.71066	1.00000	26.23519	10.06195	49.33807
8.15086	9.00131	63.71624	5.51785	35.815	1120.13353	139.6853	7.06968	7.63051	62.41454	9.27176	4.86292	3.75886	10.02002	0.00000	12.63640	8.17060	37.60690
6.02330	3.59823	26.23338	6.54630	40.24537	1126.60215	-75.64963	9.33234	7.98604	62.58869	8.25260	5.07152	8.03725	7.14154	0.00000	8.88773	7.38382	43.11519
8.46590	5.35170	61.67246	6.04194	33.98154	1129.19663	-81.23621	10.03619	8.17691	76.00915	4.82921	6.78446	4.90062	5.15298	1.00000	20.26658	8.04327	58.15362
6.53121	4.10926	42.71541	5.01882	51.04962	1098.64075	12.1369	3.18063	5.76699	76.37142	6.57255	6.29058	6.90760	7.60818	1.00000	2.94996	6.72543	63.51374
7.92618	6.15822	60.16402	6.40771	40.11583	1165.22685	67.84222	17.43264	9.00375	68.86360	7.62323	8.60001	8.58066	8.44023	0.00000	15.77959	8.92764	58.55804
6.64652	4.89665	73.07406	4.37257	-37.88333	1057.79440	145.06667	3.14139	6.62754	52.78631	6.69357	6.94187	7.50888	8.01086	1.00000	-3.12276	7.39877	36.84914
7.49489	5.58621	49.68790	7.14470	30.17746	1147.74187	-81.38758	16.34979	9.01601	63.98551	5.46743	10.08708	7.13588	6.54134	1.00000	16.55875	7.56494	29.70448
10.10644	8.66877	34.68046	6.38823	53.00974	1148.11688	-3.05814	7.37874	7.59414	76.50954	7.48055	7.17159	7.93561	5.66108	0.00000	22.36210	5.85306	34.86348
9.20502	6.24180	60.95779	6.99061	21.46527	1072.52039	83.97573	5.01935	7.03466	79.03339	5.01066	6.30389	5.48361	6.72832	1.00000	15.43400	8.44163	65.45937
6.88872	7.15296	63.63737	6.38669	51.4781	1195.79185	57.3552	4.69643	6.38269	69.50034	5.22966	7.93756	9.33723	6.32057	0.00000	3.30998	9.20482	48.40926
10.74993	7.66794	31.65597	5.69619	33.14447	1187.00237	47.3799	9.77541	8.27683	79.48780	10.06188	8.43522	4.10754	7.44344	0.00000	17.40494	7.26218	66.30055
9.83541	7.94697	55.65475	5.47556	41.48199	1191.19515	-81.79819	4.84675	6.76809	83.33575	8.09546	5.90776	9.16929	7.34668	0.00000	24.56210	9.38948	62.58726
7.35027	5.60248	43.85627	5.03330	47.90771	1161.08856	106.88324	10.72704	8.43541	85.88740	6.92312	7.72040	9.11133	8.25565	0.00000	12.03336	10.93734	77.87782
7.75085	5.34700	51.92151	3.53641	-37.32167	1185.28553	-59.13316	5.70124	7.54736	75.83324	5.95254	7.52385	4.38000	5.84445	1.00000	13.67817	8.54462	49.33045
7.99055	2.51580	52.33669	5.44611	-17.73648	1156.08786	168.31366	4.70459	6.51401	61.29656	5.33609	8.29724	7.55739	7.52625	1.00000	9.86232	5.66631	40.74751
	6.53443	59.42234	4.17798	51.67822	1168.71102	33.9162	13.55392	8.65283	51.16634	6.74689	6.75200	6.09634	7.02453	1.00000	33.01352	9.00344	55.50143
6.64653	6.77894	71.61482	6.10370	3.7278	1068.04342	98.6738	4.40063	5.27806	62.99091	11.16840	5.80831	11.16716	7.99401	1.00000	20.58254	8.01560	37.69256
6.26442	9.61506	31.66536	3.90725	0.49113	1067.51890	29.47306	4.28018	6.71454	55.34951	11.46652	6.88689	3.68029	7.13118	0.00000	19.53653	10.97352	55.65297
6.07142	8.39894	33.71010	5.53445	-3.20333	1160.48273	-52.20639	3.13813	6.47173	72.02051	9.68476	5.61820	3.59701	7.52178	0.00000	18.25523	7.63331	47.53794
7.79373	9.60704	66.05184	6.82942	-2.90055	1126.00693	-79.00453	7.75867	7.93785	64.54983	5.88198	5.98641	7.32529	7.18599	0.00000	16.37813	8.79262	55.35199
9.16421	10.60888	52.25860	5.48789	39.09112	1183.95922	-94.41551	21.47355	9.14549	64.81487	8.01626	8.51622	5.38030	5.19369	0.00000	17.49782	8.22815	33.78950
2.77458	7.86283	68.95263	7.05629	48.8222	1071.41039	2.12213	7.58292	7.79446	71.06245	7.07154	6.22889	7.62917	7.10726	1.00000	6.62630	7.80062	54.09734
3.14524	6.73681	51.15420	7.12997	6.84019	1091.49412	79.87116	3.36153	4.55309	67.20639	8.24597	6.04871	7.90650	7.98247	1.00000	8.42431	7.71882	35.41920
5.53479	8.86453	32.87746	4.90917	34.06635	1138.98534	-84.67837	4.25157	5.25692	80.05045	6.71866	5.10134	9.47516	6.71338	1.00000	20.17895	7.30721	59.10724
