NH3	NOx	CO	warning	O3	PM2.5	PM10	latitude	PRES	CFCs	longitude	TEMP	PAHs	C2H3NO5	CH4	SO2	Pb	H2CO
6.14341	10.44540	8.05600	0.00000	6.28975	6.93867	6.07692	14.95472	1172.08137	45.81366	120.89694	44.07913	5.81527	0.15065	10.09278	8.23150	44.60944	35.99507
7.86236	6.00406	6.44416	1.00000	5.93323	5.71973	6.99594	36.81667	1192.94997	31.85679	117.81667	25.03634	7.82720	0.18796	7.30153	7.62908	56.42409	45.99710
7.64925	7.74803	5.42438	0.00000	6.05821	7.66899	6.32308	-13.7804	1058.37903	36.45081	34.4587	5.71545	8.50838	0.14247	8.41019	8.46000	60.44091	30.88512
6.34979	5.97648	8.34745	1.00000	6.15896	6.53185	8.29673	32.42067	1168.00430	50.43414	-104.22884	23.12410	7.33140	0.36696	10.35873		46.80835	34.16383
6.94238	8.25159	8.85261	1.00000	6.69049	7.13868	3.95897	34.31	1062.47106	39.12837	-2.16	18.15894	7.57449	0.02544	5.21454	10.13305	27.75845	20.11954
5.33274	5.13190	5.66727	0.00000	6.64187	6.40399	9.59126	41.55838	1193.18456	64.20568	-81.56929	13.66728	8.20668	1.02461	6.10855	7.88494	49.32445	27.62686
4.14364	9.61964	8.45730	1.00000	4.80121	9.84008	4.70084	40.55851	1111.06536	49.61460	17.80774	21.59168	6.10465	0.13774	6.94509	7.68966	35.57978	53.13418
6.17196	8.73023	8.73083	1.00000	7.76314	7.40146	7.20464	-8.73508	1122.95926	42.67665	24.99798	33.20809	6.81162	0.13697	5.33600	9.85499	49.08409	39.65144
4.39086	9.32848	7.72149	1.00000	7.01663	9.71089	5.91297	10.98778	1161.72741	49.77154	-74.95472	35.12809	8.66571	0.18693	7.58377	8.77638	62.40486	55.11284
11.20592	6.62921	6.85322	1.00000	8.44169	5.32814	5.81075	37.30553	1164.90960	44.54110	120.82747	12.47896	7.95648	0.13617	9.63704	8.42261	74.61714	46.83673
7.19884	5.54456	7.46319	1.00000	6.82443	6.99476	6.50155	12.25282	1099.07770	57.08441	79.41727	29.08955	6.25882	0.12927	9.42742	9.69512	48.19769	26.80714
6.57670	9.96149	7.37927	1.00000	8.50781	6.86214	7.28820	48.8449	1144.83185	23.13968	17.22635	11.38723	6.60411	0.19631	6.30670	10.60534	48.46663	85.60640
6.49489	6.57546	7.15875	0.00000	6.71737	5.57983	7.62739	23.73333	1134.03248	40.77583	114.68333	25.12683	7.05034	0.25948	6.42106	4.78867	71.96526	28.09567
7.27781	4.23484	7.65243	0.00000	7.86516	8.38554	9.94009	41.55838	1181.74042	30.26579	-81.56929	-3.40285	6.79167	1.41457	5.82277	7.51680	44.70780	35.69964
6.81721	7.98309	9.63784	1.00000	8.05974	6.73772	4.76723	27.52948	1162.67698	38.62785	68.75915	9.60527	7.72351	0.06602	5.74945	10.35407	69.35424	32.70975
7.75548	10.13454	7.30528	1.00000	10.07570	7.55882	6.26791	33.50921	1080.02766	47.10088	-111.89903	18.13413	8.14795	0.14652	4.93884	8.55352	76.99186	30.22174
5.02946	9.33720	6.72765	1.00000	8.61267	9.20849	8.75699	46.32374	1168.01825	38.98102	-120.00865	29.48781	8.51039	0.53021	7.56182	9.41644	47.06678	45.70539
5.86502	4.41644	8.15304	1.00000	7.38553	5.87602	6.56557	24.81757	1085.51013	75.68445	84.63445	11.86264	6.25155	0.08774	9.99052	8.44674	69.70982	47.73401
7.93629	6.34461	6.77661	1.00000	8.19675	6.93083	5.70357	27.55898	1078.24711		68.21204	7.33245	8.24822	0.19077	7.44350	8.68172	69.19014	23.65774
6.16070	7.12616	7.03321	1.00000	6.39642	8.70853	4.85917	45.39402	1169.67343	55.00276	9.29109	21.45676	5.79820	0.06578	6.04463	9.43189	59.57501	28.52831
8.06137	8.00436	9.10838	0.00000	7.03834	7.15154	12.34828	-29.2975	1134.85147	26.95802	-51.50361	15.33616	5.59993	14.45053	6.69890	4.73929	47.35453	44.56175
4.87322	5.68873	5.91750	0.00000	8.95781	4.94233	7.14768	3.7278	1110.07582	45.25749	98.6738	18.70919	7.75362	0.18658	5.53877	6.64953	46.06321	27.95390
5.38631	4.86913	7.21763	0.00000	8.31100	8.59018	12.51175	26.44931	1189.84136	50.80459	91.61356	16.32365	5.82681	16.94720	5.71188	9.11086	49.01409	51.67513
10.31947	9.96739	7.90264	0.00000	6.66298	9.11892	6.24820	22.19303	1063.20557	74.11072	88.18466	14.82312	8.11577	0.17695	6.16717	10.17513	51.09818	39.83593
5.71205	7.67339	5.48305	1.00000	5.47225	8.83463	6.53507	45.40008	1152.42482	30.96297	-73.58248	30.23565	8.69798	0.11585	6.76924	8.93518	16.07214	49.41762
7.52803	10.25977	6.18074	0.00000	7.94713	10.75601	7.27274	43.67681	1149.55334	66.84321	4.63031	14.39097	8.21483	0.20339	7.27968	10.17711	50.13513	40.21430
7.07756	5.22520	6.34597	1.00000	7.49266	7.32198	4.87639	65.93381	1056.43963	33.45537	111.4834	14.17773	8.21435	0.09004	9.93204	9.92216	66.72919	54.43546
5.85865	8.04393	6.62692		7.46422	10.83642	7.42442	35.88264	1099.45102	76.82889	-80.08199	19.53028	6.60766	0.23397	6.01846	6.20132	58.88202	16.57268
9.05311	7.99252	8.29299	0.00000	7.55243	7.60096	4.59379	-17.73648	1131.19267	52.76903	168.31366	15.23823	6.62811	0.11712	9.25052	7.80848	43.98999	61.33652
8.80491	7.58026	4.86987	0.00000	7.55796	6.05011	9.38590	-8.66667	1082.47870	56.10334	-35.71667	16.47672	6.25440	0.88947	7.40945	3.32093	59.66050	34.54540
5.65724	8.79851	6.46465	1.00000	9.24583	7.86783	7.58474	19.32889	1061.10752	33.68690	-99.32556	9.84004	7.38408	0.25357	7.35521	10.37922	33.74777	56.47750
8.10897	6.67762	7.96480	0.00000	6.48432	6.39245	8.77768	49.13645	1182.46141	55.03908	8.91229	19.10647	9.71459	0.50033	7.11256	4.33869	45.91952	33.65243
4.72182	5.11225	6.52514	0.00000	6.01484	6.35006	9.04152	3.31332	1176.47468	77.64602	117.59152	13.74452	8.37525	0.60373	5.43342	7.62383	53.97270	49.31383
6.97049	7.18056	6.87126	0.00000	6.40380	4.98591	9.35393	35.61452	1058.91863	33.80098	-88.81395	26.73669	7.35714	0.79503	5.78963	5.02778	49.50441	50.11283
10.26459	6.27682	7.43104	1.00000	5.74454	4.45459	8.67804	15.45144	1181.29671	57.17122	78.14797	22.32147	5.44779	0.51244	5.26856	9.71028	42.51850	58.72951
5.64657	7.51768	6.16999	1.00000	6.31462	10.18233	6.58255	56.56317	1085.95827	43.47296	-2.58736	14.91828	6.81542	0.16564	6.36535	7.33819	43.12627	46.34953
6.45642	7.46708	7.91414	1.00000	6.45816	9.03258	3.98449	42.7	1087.16675	40.27985	27.25	7.67433	7.25667	0.12529	6.83442		57.69712	39.32757
4.90690	5.51777	5.89539	0.00000	7.84841	6.31138	9.09692	40.87363	1135.83261	70.14201	14.34085	36.04924	6.69171	0.61231	4.85316	7.30118	54.58060	57.18071
6.98751	12.64837	7.05423	0.00000	8.46550	8.90498	6.13764	42.7	1175.75233	42.40854	27.25	14.83196	7.77288	0.16914	9.54515	9.38742	54.21310	53.53268
6.14777	5.12540	7.34503	0.00000	7.75372	5.99659	7.45849	51.40944	1192.95932	62.32410	46.04833	20.75712	8.51774	0.21750	5.97880	6.54287	15.06241	64.64992
10.59402	7.95501	7.43973	0.00000	7.26056	7.82991	6.46165	17.54907	1057.85312	57.69975	82.85749	23.57494	8.14256	0.14949	8.12109	10.22130	46.07144	28.41724
8.33776	9.00739	7.64780	0.00000	8.53238	7.75466	6.00995	58.23583	1193.52411	36.14913	92.48278	27.08325	6.39608	0.13621	10.18233	8.12398	75.73681	38.45663
7.36123	9.10644	6.10982	0.00000	9.08142	7.37753	6.36237	36.72544	1139.97473	73.19845	3.55665	27.46414	8.38708	0.16073	9.17701	7.60553	59.95587	41.51758
7.36233	9.33907	7.13056	1.00000	6.74776	7.55426	5.00562	19.04222	1069.62179	72.72383	-98.11889	15.34282	6.51667	0.17894	5.32554	8.73016	62.22108	42.81292
6.13714	8.42407	8.01615	0.00000	8.07735	3.95280	7.51551	43.1009	1081.54732	42.77792	-75.23266	-6.56178	8.30823	0.20849	5.77389	3.40613	63.84339	42.11980
6.57780	9.85861	5.50251	1.00000	6.83851	7.80921	5.08654	50.80904	1138.19485	38.40736	8.77069	5.49987	6.48739	0.12113	5.53421	8.37373	60.31401	35.08816
4.88660	10.04562	7.74383	1.00000	7.49034	9.35548	7.15864	-1.26753	1114.00042	46.91406	116.82887	34.75292	7.83657	0.13607	7.18076	8.67374	56.13188	57.98366
11.95332	7.59500	6.84991	1.00000	6.52846	6.65534	6.60816	45.78071	1153.63765	67.90422	12.84052	4.20654	9.52882	0.14146	7.67067	11.21660	62.80870	51.48066
6.21285	6.91048	7.48754	0.00000	7.89745	5.88182	9.15973	57.14369	1061.25396	68.63821	-2.09814	8.42196	10.22274	0.73518	6.97987	5.25399	34.46464	62.74051
3.58571	10.09645	8.37910	1.00000	7.21565	10.60442	8.98696	28.98002	1174.73815	70.33635	77.70636	12.16900	6.30133	0.57017	7.31581		65.68805	44.28127
8.13917	8.82261	7.67814	0.00000	8.20598	7.18034	5.42827	-22.97056	1168.15132	47.53749	-46.99583	27.64911	8.55171	0.15197	7.84417	8.47425	66.06102	37.50855
3.32616	6.24751	7.41379	1.00000	7.44432	9.70912	6.90351	-11.48472	1126.42642	41.43934	-37.93278	16.16020	7.01381	0.18140	8.65782	8.76604	51.60583	78.29372
6.43324	3.05994	8.10419	0.00000	7.06699	5.95097	7.10993	42.4251	1057.21355	57.92355	-71.06616	7.30116	6.66133	0.17399	6.01296	8.17268	26.53843	40.29813
3.92551	6.29745	8.89359	0.00000	6.54792	4.13829	6.15828	43.91452	1192.34220	67.81904	-69.96533	2.38306	8.98917	0.10455	4.05937	5.98049	30.69151	60.54791
7.98607	7.04145	6.97219	1.00000	7.36605	6.03308	8.05857	50.50301	1083.87314	46.91440	13.63617	19.22881	7.68170	0.29537	8.73264	6.58095	46.77279	42.22941
8.03283	7.58973	6.39602	0.00000	8.30733	7.64843	10.73562	35.82756	1099.91132	43.81124	137.95378	23.27011	6.68135	2.96339	8.27356	4.05249	56.21532	54.43901
5.94106	7.78703	7.16179	1.00000	8.18494	8.56155	6.48592	50.64336	1091.84313	72.30001	7.2278	-0.31371	5.76184	0.10616	6.14912	9.26678	65.23553	38.91486
6.37676	9.21599	8.24691	0.00000	8.08023	10.60165	6.12908	40.72586	1187.73196	60.76822	8.55552	18.59757	7.37301	0.15583	9.66962	7.92613	45.56899	66.27449
9.44214	7.46609	9.04695	0.00000	6.09214	8.68686	4.88841	-8.43333	1138.15079	41.24143	114.33333	25.09880	7.77402	0.14386	10.68598	7.54977	67.52075	61.74862
6.37213	10.49719	7.90290	1.00000	7.72486	9.74639	5.50800	46.23899	1197.64172	56.12387	-63.13414	10.49186	8.06817	0.12014	5.39823	5.37666	31.90591	49.07711
5.35574	5.76060	6.00199	0.00000	7.68683	6.13504	8.28693	0.76755	1075.32033	53.29576	24.43973	13.62590	8.02202	0.34941	6.06440	6.45055	70.56588	47.36098
7.65555	8.23656	7.99224	1.00000	7.83065	6.87129	5.94025	40.24537	1066.94477	50.23365	-75.64963	12.04557	8.42373	0.16598	5.56763	9.94709	54.56517	32.80295
6.30292	6.86989	6.15501	0.00000	7.32748	5.37984	9.58969	-8.99167	1122.95706	71.09223	125.21972	-1.68000	8.17182	1.00933	6.35976	5.66497	51.64099	24.61828
6.60774	8.80153	8.08606	1.00000	9.23759	7.87696	6.76509	34.61667	1188.80386	45.91572	135.6	2.50767	4.00489	0.15370	6.21447	10.00019	45.94637	67.91993
4.45462	10.21523	6.74157	1.00000	6.95571	10.07339	4.01094	32.05971	1169.75006	34.67130	34.8732	19.96428	8.82410	0.06467	6.59776	6.67539	85.06017	67.01980
8.50298	6.39137	10.28548	1.00000	8.14454	5.54730	7.12581	30.76468	1095.78561	44.67835	74.12286	12.85012	5.98281	0.21883	9.52279	6.78819	50.39371	53.67095
10.36692	5.93016	6.74845	1.00000	6.65935	4.74589	5.04394	10.63504	1103.54737	61.21817	-85.43772	13.31001	7.54650	0.09031	5.61691	8.91718	60.56340	39.92880
12.99949	6.17538	7.01438	1.00000	7.85686	3.87806	5.00369	13.56667	1179.48452	49.37381	-15.6	19.79411	9.53755	0.10821	7.56393	9.53773	41.00794	58.65864
9.02239	6.68959	6.76030	1.00000	7.19549	6.53996	9.16453	27.9247	1197.10097	48.52315	78.40102	30.59042	7.52673	0.65741	8.49804	11.11617	60.24841	41.08666
4.90966	7.59315	8.16487	0.00000	7.00766	4.06915	8.05484	38.55632	1125.47129	58.56331	69.01354	31.28836	6.48131	0.29219	6.54577	4.90457	63.06888	41.38474
7.08948	7.78710	5.71636	0.00000	7.98889	6.64009	6.00259	56.11281	1147.28330	53.67729	69.49015	13.60831	7.45193	0.11417	8.48576	7.58453	49.74842	75.22982
5.20307	6.64851	7.08908	1.00000	7.11992	9.35869	3.85551	10.98778	1121.73087	60.64690	-74.95472	16.85690	6.86675	0.20397	6.49213	8.00606	62.99707	20.41904
7.63606	6.34946	5.13406	1.00000	7.04865	5.57218	8.72700	30.76468	1171.16985	71.37545	74.12286	10.21361	7.50299	0.41057	9.71896	7.33693	61.02586	41.44930
6.16329	5.95606	7.02406	1.00000	5.83610	7.71922	4.15391	51.65	1175.27720	33.35981	-0.2	27.29045	6.39417	0.07192	11.07394	6.44903	43.95944	27.47943
	7.68618	8.01638	1.00000	7.12185	7.66268	3.82213	41.27194	1107.35664	84.97577	123.17306	11.61937	5.61229	0.07757	6.79382	10.19157	54.09920	50.75944
4.58228	13.69874	6.85732	1.00000	8.00792	8.42209	7.89222	53.5942	1095.71861	56.09899	25.8191	8.66724	8.12666	0.26822	7.12903	9.18656	54.42013	23.18520
5.34048	7.13550	6.98470	0.00000	6.44624	4.51131	6.82679	53.53333	1051.93312	48.31611	-7.35	9.51171	7.37090	0.22166	5.34443	4.54213	82.51780	57.23692
10.48856	4.98874	7.05432	1.00000	7.27696	2.42037	7.54852	21.01858	1141.31415	50.79676	-101.2591	-0.29252	7.32752	0.21294	9.36931	7.63521	48.81472	43.06781
8.16168	7.72645	7.11526	1.00000	8.06820	8.47056	2.65268	37.16911	1169.64399	81.12717	10.03478	-4.11464	6.55511	0.11512	6.94029	6.74411	44.15372	59.34045
2.54969	8.88908	7.75777	1.00000	7.07182	11.40219	6.24985	-19.7625	1058.37547	57.66645	-44.31389	14.16155	6.59155	0.10152	8.26097	7.46063	62.64775	40.57165
10.74122	7.67806	7.87044	0.00000	8.03957	8.91021	5.69927	36.6009	1185.18675	70.82630	126.665	21.24033	8.06107	0.14536	6.45179	9.44209	47.52858	49.46806
10.02524	5.02203	6.46115	1.00000	5.33119	2.84718	7.65512	6.8485	1101.01839	42.86598	3.64633	30.14843	5.61739	0.24069	10.46156	6.93241	52.39352	27.63770
6.86108	9.26027	5.83120	1.00000	7.96150	7.76566	4.91185	43.91452	1104.17660	64.21364	-69.96533	14.09108	7.93981	0.08854	4.56106	8.31273	47.70953	43.45636
5.26954	6.82902	9.14079	0.00000	9.16726	4.23140	6.80065	6.8485	1055.82520	54.67907	3.64633	20.34491	6.52293	0.15615	5.56574	5.10954	76.16604	44.06220
8.68757	7.23548	4.46352	1.00000	8.54072	7.82822	3.09038	-14.66463	1071.72454	44.64350	-52.35558	19.98907	7.84085	0.11777	8.16728	7.31039	47.23451	48.86651
7.82121	8.16645	5.59695	1.00000	7.11525	9.34645	8.20463	35.50056	1196.17831	60.79054	117.63083	14.26330	7.74247	0.34595	7.82164	10.31099	56.50392	29.61042
7.97749	5.99980	7.18575	1.00000	6.44882	5.97077	4.41805	-10.91111	1186.65071	56.95625	-37.07167	18.80737	7.40475	0.07077	8.24752	7.22266	61.44336	63.79424
10.09540	6.35315	7.14131	1.00000	7.87478	4.54157	6.58232	-10.90889	1161.92473	88.80222	-37.03861	2.60549	7.45970	0.15496	7.44617	7.59166	61.31197	40.85603
10.04220	6.15800	6.71811	1.00000	8.38758	5.05084	5.23246	55.67938	1191.33660	43.06679	12.53463	-2.62029	9.64292	0.12394	7.78479	7.29860	46.33193	39.04216
10.30613	5.37171	7.88607	1.00000	7.36076	4.36866	4.31188	44.35056	1115.51631	57.94957	142.45778	7.83923	8.19354	0.14169	9.03070	8.13887	63.00715	43.26407
5.22260	9.08969	5.60477	0.00000	6.27954	10.78350	7.27704	48.90472	1154.51617	64.40557	2.2469	18.54576	7.60276	0.15644	9.16834	7.79203	42.95197	50.54568
7.39932	5.75738	6.33020	1.00000	7.91563	8.62748	7.76445	10.98778	1052.18192	50.15573	-74.95472	-3.30456	6.55838	0.28104	5.37064	8.97347	66.05148	37.91849
9.63453	5.95951	6.81407	1.00000	8.40167	4.83585	7.71526	57.30185	1107.48785	50.78453	39.85331	15.68970	7.09168	0.23137	9.40484	8.92593	58.06921	38.82342
6.29867	5.72006	6.70435	0.00000	7.73778	4.80365	7.96127	39.57582	1145.50825	61.45510	-105.11221	18.66426	7.26229	0.28203	5.12702	6.30565	52.56494	63.33758
6.98813	3.45044	7.41212	0.00000	7.53473	7.89851	9.12724	13.8196	1143.32016	53.69083	100.04427	38.23551	7.73529	0.67633	6.11826	8.25912	66.47629	50.97368
4.80071	8.21328	6.84533	1.00000	7.45759	10.81296	6.17325	38.58894	1144.64412	56.88623	-89.99038	13.16949	9.59720	0.13017	5.42616	5.97903	64.14947	74.10546
7.70121	9.43843	5.65056	1.00000	6.27932	7.42469	6.27567	14.62072	1064.90232	46.76983	74.83554	9.36629	8.53545	0.13866	4.71464	8.45051	56.92473	27.21121
5.44206	8.46240	8.13769	1.00000	8.37063	10.25263	7.49200	10.31672	1069.06671	50.64704	123.89071	19.93284	6.75317	0.23303	6.28257	7.29725	55.33546	45.69775
12.52573	6.28268	6.28394	1.00000	6.65475	4.38729	5.55568	29.69221	1177.66625	49.01641	72.54566	19.56647		0.10155	7.79544	9.09661	80.41769	40.02083
5.90911	6.99992	6.45987	1.00000	6.23504	7.18231	5.29131	60.97944	1198.35489	36.69388	76.92421	5.18221	6.73846	0.10714	6.69670	10.23640	30.44773	50.62862
5.49549	9.09142	5.97490	1.00000	9.56087	9.90360	5.34411	20.88098	1115.99402	52.90224	75.11937	21.07477	7.70598	0.11205	4.67081	6.62451	61.19261	48.38774
3.59280	11.28239	6.17235	1.00000	8.40718	9.13512	7.29388	-7.76667	1095.86089	43.60223	35.7	7.92688	9.81597	0.17796	7.70831	8.88912	42.59340	44.57777
9.08724	10.27415	7.59662	1.00000	8.41190	7.39666	6.36762	51.40944	1122.39981	44.36861	46.04833	-3.64650	6.19305	0.16738	4.11779	7.70199	38.04605	44.25227
6.16722	8.36151	7.55103	0.00000	7.94895	5.49559	11.43079	39.57582	1110.72824	61.14010	-105.11221	18.19360	8.28944	5.76581	6.88715	5.04029	62.32401	56.27185
4.45252	5.74821	7.67056	0.00000	7.65580	5.58360	8.23086	52.47774	1155.83318	38.43085	10.5511	8.69325	8.20499	0.32697	5.29887	6.88957	56.28838	30.77428
6.27452	11.46497	7.94348	1.00000	7.27122	7.36243	5.20321	26.11527	1080.19646	52.17676	86.59509	25.88795	6.44811	0.12983	5.49290	8.89077	84.25253	
6.29780	6.92266	6.99584	0.00000	5.53631	4.03773	7.26348	50.82709	1168.67067	49.06519	6.9747	20.61570	8.11862	0.13297	5.04725	4.85227	49.19041	42.90106
10.26507	6.89394	5.91088	1.00000	7.51374	4.48563	9.49863	36.06386	1079.81192	65.79406	4.62744	23.48799	7.69978	0.95031	6.22096	8.85711	68.41701	53.09830
6.41804	6.82089	8.70437	1.00000	6.35397	9.27638	5.95061	24.05979	1185.13442	45.64091	77.40858	15.09950	7.10456	0.13602	5.83982	7.94761	76.23460	46.57929
7.99629	7.33731	6.97937	1.00000	7.10766	6.67181	5.22370	42.55308	1196.01387	69.90371	-87.93341	2.78173	7.13635	0.10151	5.61354	10.19195	44.33157	40.68378
4.30839	7.77616	5.81449	0.00000	6.58862	4.13877	8.15396	51.4781	1188.32219	42.99907	57.3552	28.99998	8.87317	0.32596	5.16451	5.28195	46.83879	39.74852
5.64703	9.67115	6.18214	1.00000	8.26726	9.55978	5.78104	41.82143	1123.28865	47.51680	41.77921	14.74771	7.56420	0.08706	5.85179	7.35151	51.47738	43.85787
9.98570	9.71715	6.88067	0.00000	6.99499	7.80126	6.49068	-25.42944	1070.16676	72.93127	-50.00639	13.25712		0.16059	8.16921	9.88840	39.99197	58.84054
3.69453	11.02225	7.45932	1.00000	6.86619	9.78139	6.84115	39.57582	1165.69653	56.06046	-105.11221	23.04151	6.48569	0.14273	7.05839	7.60493	69.58473	45.71871
8.72682	7.76025	6.29651	0.00000	8.11265	5.95616	6.30783	-21.205	1151.68736	56.78225	-41.88778	1.16832	7.47450	0.16673	7.20049	9.02730	72.60206	31.79118
9.93701	6.53536	7.72121	1.00000	7.61884	5.22180	6.94061	24.28859	1083.29265	36.67856	116.11768	20.94885	5.79745	0.15693	8.08054	8.08527	62.92272	20.11307
8.86055	6.23465	7.43617	1.00000	6.12593	6.89216	4.57741	19.04222	1128.48993	33.15042	-98.11889	23.44536	7.07778	0.10977	7.26373	9.71256	55.39416	44.50560
4.52739	9.94213	7.12936	1.00000	8.42452	8.94400	6.97963	36.6009	1140.41382	47.19505	126.665	15.95077	8.10872	0.09475	7.20904	9.23295	65.39018	31.22201
7.50766	8.47512	7.76212	0.00000	8.55692	8.88910	5.72482	33.37526	1091.32907	60.06486	74.3092	23.82823	7.03974	0.13532	11.48995	7.32463	58.65425	63.52065
4.46033		7.55695	1.00000	7.16226	8.31588	7.51657	53.46506	1125.52549	37.03710	-1.47217	10.14496	7.29594	0.19875	7.35304	10.40748	70.31009	36.32637
5.52558	6.83249	7.06754	0.00000	8.43827	4.74407	9.11344	52.61131	1174.39776	53.79103	13.31783	12.86656	9.34222	0.66848	5.29480	6.02338	61.99832	51.28763
7.11718	8.16658	7.79760	0.00000	7.33329	8.53499	6.42263	51.35084	1179.96011	74.63333	-1.99421	24.51499	7.08426	0.14912	9.23653	7.92456	65.57727	73.03754
6.16296	9.03840	7.13301	1.00000	7.57527	8.72407	6.76737	42.7	1116.26744	53.63135	27.25	13.18874	7.96795	0.17611	5.93328	8.20211	33.11029	45.25525
7.82024	8.10808	7.92978	0.00000	7.46201	9.28438	5.66384	-7.60361	1110.56283	31.49892	37.00438	22.00106	8.66014	0.07955	9.85423	8.18738	55.97053	22.13606
7.46486	6.42797	7.52788	0.00000	5.48096	6.68278	9.07545	40.58654	1184.50816	36.69135	-122.39168	22.26407	10.25762	0.61796	8.06069	4.83027	36.10235	42.51302
6.97541	8.03150	8.01761	1.00000	6.88917	6.88762	5.88825	45.44868	1177.09818	64.42428	-73.81669	22.94762	7.26861	0.06537	5.22210	10.67626	47.53749	49.73652
7.55785	5.09576	7.18958	1.00000	9.18036	3.65961	9.02728	10.31672	1135.92616	63.62445	123.89071	9.21098	7.99188	0.56619	7.15414	7.59971	64.77718	38.30806
8.94499	7.16573	7.87093	0.00000	5.47785	8.78425	5.78148	34.9	1157.82988	56.98245	137.5	15.52615	4.85534	0.08453	9.68917	7.62193	21.22101	52.82157
4.64757	10.17079	8.74470	1.00000	6.73032	9.02918	6.02600	58.23583	1194.73817	64.86025	92.48278	8.19721	5.56739	0.14538	6.61100	8.62618	55.18203	46.92412
5.51917	6.97423	8.89131	1.00000	6.42954	7.69524	4.31191	33.72255	1197.71486	70.94671	-116.37697	14.02674	6.93746	0.08123	7.39911	11.22373	50.50915	68.46107
5.26647	12.02591	6.52881	1.00000	6.88529	8.76810	7.06563	38.68712	1104.17645	37.87071	-4.10734	14.46259	6.32257	0.20934	6.39655	7.84823	48.15784	38.30001
5.85979	6.94995	7.54985	0.00000	8.56871	5.11056	8.03414	32.50611	1093.72398	47.03729	120.14278	1.43371	6.97627	0.31152	5.78333	5.19307	54.71744	39.64853
5.18969	7.41409	6.64021	1.00000	7.86853	9.66048	7.24862	29.84576	1171.12915	62.05672	-90.10674	0.68579	7.45464	0.19331	7.63221	8.47830	65.95432	64.86912
7.87025	10.42171	7.79474	0.00000	8.56747	10.55170	6.38896	55.67938	1133.76302	48.64886	12.53463	6.75512	7.54274	0.17003	10.01497	8.30262	61.05425	32.34398
6.56240	4.30502		0.00000	7.25371	8.46193	9.62437	48.35149	1104.03892	67.00931	8.96317	7.37619	8.00698	1.00806	7.24777	7.31659	87.32906	28.41067
8.24413	6.41462	8.30403	1.00000	7.78756	8.15257	5.82927	53.37596	1080.40613	43.37456	51.3452	17.15622	5.95079	0.09710	5.32773	9.05064	53.09393	47.54721
9.60636	7.83527	7.24701	0.00000	8.98528	11.83889	6.05951	48.28259	1093.77969	46.04590	9.72749	20.11249	7.00123	0.13538	9.85891	8.22899	92.26132	22.24543
6.65814	7.76775	7.76989	1.00000	8.71855	9.18278	4.69749	35.89972	1091.14753	40.11245	14.51472	25.11184	5.36711	0.08211	5.61836	7.33067	90.00737	18.75584
7.57785	9.32697	7.90621	1.00000	8.59781	8.19673	6.08985	-7.0981	1157.91774	59.75218	109.3243	8.91043	7.49065	0.16157	5.13742	8.14086	34.86420	57.15194
12.00498	5.22604	8.49624	1.00000	8.10323	3.90250	6.68313	50.75932	1115.12323	60.16749	25.34244	17.58778	7.32492	0.18792	7.31871	12.13553	50.15693	48.02099
4.39852	7.45240	7.23723	0.00000	5.81169	4.32680	6.94012	50.82709	1188.67109	80.04114	6.9747	13.40539	7.80281	0.21817	4.79172	5.04192	36.45314	51.55288
3.95727	7.78090	8.92195	1.00000	6.84919	9.99630	5.38198	44.75874	1187.08194	47.25208	19.21437	11.96777	5.36048	0.17790	6.94019	8.34112	57.30657	59.23635
7.49971	7.76632	10.20865	1.00000	7.63663	8.62019	8.29108	55.75556	1129.33120	48.68629	60.70278	18.78454	6.58165	0.33574	7.96174	9.30459	53.15719	62.63207
10.45879	9.14831	7.36811	0.00000	6.97311	7.32355	5.90857	4.88441	1193.74354	62.17412	101.96857	24.27266	6.00296	0.11890	7.66312	9.13073	57.33042	61.93397
4.27675	6.64075	6.34668	1.00000	6.23088	9.98858	7.05660	13.56667	1070.08828	39.09757	-15.6	6.67323	5.16455	0.17962	10.08826	9.31655	34.98324	62.81868
5.95772	5.33191	7.56962	1.00000	7.74154	5.99701	7.86449	-6.25	1099.23929	53.61556	38.66667	-3.78733	6.98805	0.17593	7.56343	8.26252	56.30857	32.59419
8.79177	9.26690	5.55944	0.00000	7.55932	8.78293	6.18655	45.39402	1070.17230	29.12096	9.29109	11.31500	6.88138	0.12901	7.28773	9.28387	51.65596	47.63874
9.07246	6.78050	6.74686	1.00000	7.26711	5.01601	7.21191	12.1277	1184.55503	37.79482	78.15794	12.15971	8.06066	0.21003	6.74838	6.97911	55.98917	51.62021
4.53895	8.33926	6.37968	1.00000	7.64626	9.96096	6.23216	44.75874	1124.78623	72.55163	19.21437	25.83434	5.73007	0.14102	7.19985	8.49332	49.67376	59.61816
7.16738	6.81544	6.19185	1.00000	6.81558	8.12462	4.21845	48.8449	1170.58661	64.51647	17.22635	20.74258	9.68600	0.08932	5.00018	8.37102	61.14532	48.68024
8.92738	10.95278	7.62979	0.00000	7.35751	12.07592	5.57341	51.62907	1144.80126	62.18296	-0.74934	25.17145	7.97531	0.10298	10.58667	8.70891	68.52501	37.25373
6.43526	9.40907	6.84247	1.00000	8.51690	9.58429	6.81988	45.51667	1145.71529	34.99620	4.86667	20.06649	7.47713	0.16705	5.26574	5.91202	59.09691	44.06127
