H2CO	TEMP	CH4	PM2.5	warning	PRES	C2H3NO5	SO2	NH3	longitude	O3	PM10	latitude	Pb	CO	CFCs	PAHs	NOx
42.83104	14.88710	8.03157	7.11180	1.00000	1134.88665	0.10814	10.29382	8.97908	-117.54866	10.81568	9.91128	33.93113	83.61652	11.04817	36.16993	9.29804	10.38848
52.30292	8.41957	9.06965	11.39708	1.00000	1067.89633	0.12542	8.67741	8.43508	86.59611	9.13064	10.11598	25.87498	29.47917	11.92093	47.09955	12.23673	9.13822
48.06492	17.55742	11.76689	8.54994	0.00000	1148.86265	0.49177	8.62169	7.25756	71.67164	9.41217	11.52080	30.29184	73.13270	10.72734	64.67826	6.93096	9.12726
61.87419	5.47860	9.91671	11.04795	1.00000	1107.27448	0.01032	8.71436	10.01729	-0.33525	6.19731	5.97724	53.7446	35.47735	8.48971	65.36594	10.85181	7.17971
46.25995	21.60695	9.75014	10.26902	0.00000	1175.39379	0.00983	8.91372	8.45702	-120.93549	10.98549	5.45301	37.73604	61.43294	5.84201	41.47745	12.07756	9.36417
62.20117	12.92205	12.67423	6.96508	0.00000	1051.85313	4.43835	10.10497	8.02053	8.62118	7.51365	13.72864	45.44694	45.43972	10.60415	32.51014	9.48894	10.64813
24.91688	12.52319	12.19712	11.64447	1.00000	1093.59146	0.02099	9.35229	8.15212	4.74161	6.54008	8.01261	7.62789	84.67366	9.47268	30.51769	8.55393	7.11843
90.67264	20.18249	12.43989	7.86164	0.00000	1051.79127	2.59682	11.11317	9.28191	137.95378	8.98465	13.19381	35.82756	48.38207	11.45395	40.05754	8.76135	8.18482
41.66790	23.44376	7.60771	10.64856	1.00000	1053.60543	0.02009	9.41419	9.83879	-0.32247	7.72727	7.82741	50.82882	41.58832	9.70537	44.00415	11.46769	9.07346
57.41201	7.93514	10.05979	9.95169	1.00000	1074.82342	0.04151	10.07523	10.00703	-5.55835	10.00714	8.92051	42.64685	45.36826	12.90945	56.86363	12.25689	9.74113
42.35370	29.98715	8.42421	9.78124	0.00000	1110.31409	0.00942	11.08412	7.63164	-70.92866	7.36464	4.42697	42.52787	48.32931	7.51567	52.67806	10.99306	12.20896
67.97916	27.74353	11.78902	10.62736	1.00000	1194.31721	0.00803	9.94790	8.43906	51.49621	6.53303	5.23154	36.64852	40.15513	6.66895	71.99837	11.85011	9.69169
42.82324	14.81665	11.32888		1.00000	1145.24867	0.33697	8.96620	8.84307	-8.2503	11.79519	11.13024	37.08819	44.59134	9.90207	36.36380	9.52401	8.80142
72.19981	8.72742	12.38790	13.83667	1.00000	1160.96273	0.02077	9.60132	10.99821	34.11169	10.32362	8.04942	0.46005	56.97507	11.48865	31.35931	9.74446	10.43292
57.51719	-1.08978	9.47256	8.17639	0.00000	1101.05445	0.06086	9.02322	9.89018	-52.35558	7.75716	9.30034	-14.66463	52.60127	9.79133	38.89051	7.19137	9.79128
70.86380	11.33032	10.79610	11.39441	1.00000	1061.39184	0.06256	8.48803	9.21405	14.66737	8.32315	9.44185	41.55947	35.86798	10.21315	66.67861	10.44794	9.29164
55.25307	18.85432	11.27192	7.59315	0.00000	1192.25270	0.42004	8.39019	10.24172	-73.95097	6.21339	11.35599	40.72371	68.93570	10.62706	37.42502	9.57314	8.84585
58.91332	-10.18500	11.97921	10.49158	1.00000	1123.84572	0.04357	8.87155	9.94259	-4.22398	8.65802	9.02395	57.47908	37.76720	7.56155	44.89443	9.07381	9.76532
50.60488	15.03768	11.50110	12.62821	1.00000	1157.67051	0.04675	7.53368	9.39429	71.21169	9.53060	9.07719	21.59983	65.39598	13.37539	39.61136	11.31898	8.36748
63.67321	25.48295	11.65937	9.46795	1.00000	1127.32547	0.59416	9.30604	7.85371	-8.2503	11.72734	11.71298	37.08819	35.55935	6.42325	49.85495	9.06416	8.63793
39.84370	16.59133	10.09438	8.76392	0.00000	1065.27108	0.06725	9.90722	11.12923	4.25633	9.58894	9.43387	51.21187	62.36290	11.95558	48.02665	7.01789	9.02631
47.21654	-0.71832	11.62598	7.73849	0.00000	1097.44299	2.47354	7.84190	9.93992	-0.36053	6.30386	13.14188	51.64316	52.22895	10.16909	43.46214	10.30816	8.57107
63.57448	12.47401	8.45313	9.39596	1.00000	1069.18118	0.36513	8.49939	9.05145	15.07041	11.56719	11.20727	37.49223	29.89873	10.47293	68.84483	11.14097	10.00124
57.19898	-0.38983	9.67794	9.07572	1.00000	1142.60161	0.01190	9.28888	10.49155	-8.07257	7.59563	6.97088	12.74409	49.26439	6.37308	53.33628	13.39568	8.51757
54.27181	13.47822	8.57281	7.86012	1.00000	1057.43474	0.22068	7.10674	9.30292	-116.97725	11.96773	10.68935	33.92946	42.85761	10.45316	62.87192	9.50608	8.19497
35.33535	15.53681		11.85476	1.00000	1171.96750	0.56895	9.11145	7.96905	48.41667	10.48002	11.67210	-17.83333	78.53143	11.01582	65.40549	11.52613	10.89501
37.16608	13.41672	9.13370	6.06379	0.00000	1136.17174	0.08193	9.50617	7.65148	-96.67834	5.47728	9.67270	34.77453	46.91022	8.39788	92.03847	8.26331	7.46762
63.70030	28.02339	6.90661	8.71271	1.00000	1071.73308	0.07129	8.91370	8.46031	34.75699	8.22061	9.48884	31.39547	40.78697	10.05730	55.52743	11.99785	8.06698
42.68497	19.20349	13.15608	13.36334	1.00000	1147.97135	0.01146	9.05682	9.98808	68.75915	9.30147	6.20928	27.52948	51.57258	9.53720	42.12340	9.82284	10.75417
43.30775	22.58420	10.76651	10.64251	0.00000	1130.18829	0.03353	8.36299	9.32767	-103.42897	11.02101	8.73986	20.28527	48.59093	8.58285	43.42360	9.57158	8.93670
52.67845	-0.45769	10.14373	11.21306	1.00000	1078.11930	0.78409	10.25990	8.68990	-119.48568	11.33516	11.98746	49.88307	27.88920	10.07148	62.94001	11.43208	8.30904
19.65548	-0.55383	9.97109	10.98738	1.00000	1161.11711	0.03446	9.12213	7.93961	4.85668	10.38887	8.64475	36.27462	44.82523	8.48946	45.72199	10.66852	8.46634
81.24723	20.38937	12.73925	9.31779	1.00000	1102.99580	0.15245	9.25071	10.55952	42.54536	8.14084	10.31964	-0.35817	50.91880	6.09969	32.00391	8.29995	9.14109
53.31131	23.98737	9.41741	7.46065	0.00000	1156.72939	0.01228	9.80521	9.55985	8.62118	11.11861	5.85590	45.44694	34.80903	2.58838	27.49694	15.19414	9.37876
48.51647	17.21947	10.35436	10.89681	0.00000	1064.69166	0.01217	10.16606	8.89449	-84.50855	11.03315	7.65472	39.08367	51.67582	6.92064	46.28502	9.95581	9.23607
53.24068	16.23522	9.27094	11.68210	0.00000	1118.72129	0.00853	9.34452	10.42641	-81.23621	10.06658	5.05672	33.98154	54.90620	7.61528	44.68857	11.08720	9.23256
51.73962	22.37576	12.24044	8.59338	1.00000	1186.02169	0.04335	9.82972	9.76907	129.96972	6.06221	9.01780	33.4425	42.51442	5.71543	43.98545	9.42842	7.91624
59.99837	29.65864	9.42557	12.02484	0.00000	1093.76389	0.00732	9.59733	7.83735	-0.33525	8.32470	3.98916	53.7446	43.30259	5.19323	79.51277	11.76825	10.46925
54.08519	4.24669	9.50668	7.82309	0.00000	1171.67778	0.04113	9.63521	7.12737	-102.04897	8.41133	8.81110	19.64745	60.39633	9.86055	62.15830	6.38822	7.99124
51.24599	29.07409	10.43630	7.40563	1.00000	1138.93195	0.01668	7.55499	10.53838	-8.53778	9.62132	7.79475	7.57944	63.47807	11.25998	50.61157	10.51782	8.68519
46.61353	23.23006	10.54544	12.44517	1.00000	1178.07264	0.41329	6.95878	8.09230	-0.36053	10.40885	11.34183	51.64316	60.78285	10.81000	59.17702	11.42371	7.51762
66.30392	34.29608	7.23998	10.53620	1.00000	1068.34231	0.01972	9.78430	9.35828	-81.77285	8.08660	7.98685	28.54944	56.85996	9.11371	53.63535	10.74069	7.94353
52.36587	31.40335	9.14383	7.69630	0.00000	1143.76952	0.01517	8.65309	8.51518	97.01124	9.63104	7.45426	17.30858	56.78385	11.47464	41.02563	5.38918	8.83562
50.03307	4.76806	10.77387	6.86747	0.00000	1086.12825	0.76294	8.75151	9.01457	47.1192	5.53976	11.96207	42.819	71.74003	9.04137	23.73547	9.70922	8.63622
69.55195	16.41845	11.05399	7.44343	0.00000	1112.50093	0.10426	10.41564	11.10738	-79.00453	8.35233	9.92618	-2.90055	50.93803	9.94384	60.06771	6.07155	8.75762
72.35676	12.17476	9.66901	8.44763	0.00000	1196.24732	0.06492	8.13829	10.78374	137.4	10.65974	9.35368	34.81667	46.23700	11.71122	61.30777	7.98882	9.49213
69.99639	20.22968	9.29970	7.90559	0.00000	1170.13269	0.02377	10.34142	10.02634	16.43915	10.25407	8.34886	43.50891	44.90489	9.02058	27.60639	10.75593	8.34771
61.17270	2.30900	10.32842	9.48687	1.00000	1125.07390	0.24373	8.03437	9.99665	-72.27814	10.44928	10.81071	42.93369	54.32239	8.69005	61.02429	8.87568	9.24541
51.56057	-3.28426	12.36258	9.77980	0.00000	1098.51348	1.04797	9.41241	8.43321	-117.70755	11.29442	12.28316	33.52253	26.84114	12.89257	21.32934	7.33269	8.48409
44.57516	18.82278	9.84414	10.69968	0.00000	1072.00892	0.02041	9.99743	9.57619	3.1631	9.40767	8.06086	41.91738	55.27471	9.83983	78.24280	7.74376	9.05842
49.21214	14.24097	8.54559	6.74129	1.00000	1167.48306	0.11088	8.98489	10.93744	39.25	10.39216	9.96600	-6.8	43.93411	8.87408	38.94383	10.02206	8.74777
57.14378	13.14355	8.04073	9.73883	1.00000	1050.30521	0.03655	8.93989	8.88050	9.47629	7.57665	8.81791	53.59337	63.84789	8.22992	37.87171	10.14183	7.36251
72.76014	2.11312	11.23106	15.08545	1.00000	1198.44635	1.71131	8.96250	8.74545	-1.325	11.53793	12.77176	38.47917	49.21932	12.58168		13.03805	8.43722
50.68971	25.24871	8.12095	10.16539	1.00000	1102.27131	0.06983	8.12471	10.27548	-81.26367	7.15775	9.44011	28.90054	58.11218	9.04307	6.98608	9.41919	9.83977
46.56582	34.49088	10.83348	7.64924	0.00000	1190.39771	0.17784	8.73456	9.43415	-102.04897	8.75865	10.47259	19.64745	75.53273	11.19156	50.55698	7.19461	8.76499
58.55576	29.15513	11.80018	10.62108	1.00000	1067.40118	0.02129	9.94207	7.76269	15.16554	9.41909	8.26613	-4.5833	33.63229	12.26348	41.56734	9.12738	8.09607
54.49054	13.79440	9.52957	9.76048	1.00000	1135.55539	0.02628	8.90621	8.45606	-75.11028	7.68416	8.35474	-15.21194	79.05503	8.06723	52.73441	11.34340	7.95974
35.40651	2.59646	10.96350	10.33359	0.00000	1171.18234	0.19662	10.13314	9.90249	24.14662	10.57244	10.56571	65.84811	29.50782	10.83294	50.48530	10.64579	9.37150
43.51126	17.22128	11.02658	13.92775	1.00000	1089.70689	1.93644	6.67860	8.49183	-1.47217	12.40863	12.89883	53.46506	77.38885	11.98517	74.53079	10.28142	10.98626
45.25066	-7.21242	9.64062	6.71394	0.00000	1065.77668	0.02278	8.94504	8.48697	1.10687	7.62153	8.33549	41.15612	64.22342	10.94808	55.98949	6.60527	9.13371
23.35986	5.04989	9.24874	6.19084	0.00000	1100.96017	0.01776	9.41897	9.64932	-48.59278	6.96422	7.89486	-23.7975	41.38355	10.65569	47.41144	7.20326	8.59843
59.20356	14.92674	9.67606	9.17769	1.00000	1058.17364	0.04844	9.57076	8.68618	42.7125	3.40232	8.97204	11.15583	43.72205	9.19214	58.47788	10.11088	10.99548
65.33477	5.52460	9.87518	8.02180	0.00000	1160.84990	0.04196		10.90108	46.10925	8.60507	8.86867	43.35071	54.08351	11.94818	59.82782	7.11666	9.11823
58.59603	14.74517	12.12318	11.60308		1167.64424	0.08355	10.10846	9.30438	10.5511	9.47528	9.68761	52.47774	51.90041	10.13869	38.24806	10.82776	9.62728
53.87323	-10.57570	8.67111	11.47508	1.00000	1180.19200	0.06791	8.77307	10.77023	17.8031	9.80745	9.46520	48.43174	54.65932	10.00505	38.24989	9.33569	10.05133
52.05195	5.98884	8.48677	9.95074	0.00000	1053.92824	0.00648	7.20170	8.42824	-82.42491	6.66288	6.73384	42.97086	68.70300	7.52454	73.52141	11.21903	8.18703
63.92376	2.62796	12.35896	10.61871	1.00000	1054.10681	0.14553	9.61722	8.93820	-5.682	10.62709	10.28930	5.84752	45.70321	9.64261	49.97992	9.27667	6.98789
55.62181	8.74428	9.99319	9.24384	0.00000	1089.38159	0.00867	9.94718	10.65653	13.28702	10.02616	6.94981	52.4581	56.15187	5.57478	44.96320	12.24392	9.47508
45.58553	26.14484	11.13987	9.50078	0.00000	1166.69815	1.49291	8.18400	8.56829	76.12647	7.48994	12.63887	32.55531	41.84206	9.36716	42.68374	9.40632	10.68344
39.57682	16.21395	10.44525	8.13473	0.00000	1180.53917	0.14656	9.18450	10.74263	44.53333	7.81415	10.24325	-22.9	54.18216	9.84966	45.87692	7.11679	9.69770
60.35123	4.61712	14.08225	11.68237	1.00000	1152.60422	0.01157	8.58784	8.82678	33.34864	9.03096	7.17586	46.75451	51.19148	7.61289	51.98911	10.21981	9.80784
65.98576	15.95138	11.27576	9.83542	1.00000	1181.66371	0.01993	9.89118	8.78554	128.9889	7.78149	8.00561	37.1759	53.84035	7.04614	45.10522	11.66937	10.59410
61.45203	10.78128	9.95163	12.05475	1.00000	1157.42560	0.00720	10.14620	8.54976	-122.38731	9.41430	6.71779	45.53929	57.98986	8.81958	51.92438	10.39296	8.43595
44.05492	23.77276	8.50387	11.18382	1.00000	1068.84354	2.48355	8.09030	9.26140	51.49621	12.29042	13.14819	36.64852	60.85585	11.20560	28.49269	10.22671	9.68538
56.78278	28.09881	10.24257	7.18514	0.00000	1076.13737	0.06635	11.02776	10.10375	43.91385	6.89421	9.37027	54.03876	40.08545	10.74846	55.01295	7.75221	9.67534
56.46295	29.21265		8.17980	1.00000	1171.98307	0.12083	7.67755	9.61588	-8.2194	10.48181	10.08273	43.48961	49.50480	9.50264	62.83543	9.79202	9.24236
60.25328	3.94143	7.40644	6.26621	0.00000	1106.71201	0.01112	9.53171	9.09017	-104.83192	6.96853	5.64373	39.72943	52.96663	9.45404	54.83661	5.83368	9.10008
41.55879	17.99531	11.66850	9.97504	1.00000	1052.63746	0.08440	8.42990	8.83497	-87.88754	9.51705	9.63887	41.15376	57.00979	7.15767	50.11980	10.54328	9.77632
49.19955	-2.80777	9.54178	8.80598	0.00000	1172.83685	0.11520	9.48548	9.12724	47.31667		10.00625	-19.65	63.32482	9.73895	69.19564	8.81153	9.02789
50.28316	7.63042	11.26822	8.96836	0.00000	1082.81058	0.10109	8.02000	9.15010	120.74221	11.18355	9.87737	31.64615	60.42222	12.68011	55.10213	5.71699	9.95627
44.02255	30.79881	9.21176	8.77176	0.00000	1106.76783	0.00513	8.81486	9.53923	12.87117	10.74173	4.04332	50.23271	52.73258	2.52914	35.92414	12.80690	9.05551
43.09101	21.99334	9.34918	10.57391	1.00000	1183.71240	0.89658	7.34611	9.82654	38.2739	11.80187	12.12253	46.7055	62.24706	9.91072	45.06587	12.54876	7.90006
17.32107	13.06768	9.75682	9.92623	0.00000	1148.00534	0.00845	8.85295	7.64554	73.7553	12.07064	6.99667	15.5439	65.99988	7.66716	34.74960	10.93060	9.96628
60.01810	18.56696	9.46909	5.91775	1.00000	1111.35503	0.08464	8.58730	10.85392	-88.27205	4.83347	9.66487	44.27804	50.21255	8.93815	43.92951	8.76973	10.18363
79.83523	5.44241	10.78785	11.47824	0.00000	1170.26456	0.09146	7.64437	10.46945	152.70493	9.80015	9.81355	-25.54073	52.22841	11.83976	42.59814	8.32322	9.98929
56.96312	13.18246	11.34717	13.43443	0.00000	1150.22641	0.01002	9.14232	8.29310	118.9707	9.66901	6.80260	-3.5403	44.87025	4.65101	50.63388	11.10870	10.30606
37.52789	-3.24341	10.32116	10.40754	0.00000	1119.90927	0.02457	10.48569	8.65887	-0.36053	10.79760	8.18333	51.64316	51.31313	10.36332	39.34490	9.92871	8.30621
46.74693	14.38057	11.05228	12.65807	1.00000	1184.54244	0.01471	7.60446	9.29401	-115.98391	9.15469	7.16173	36.20829	72.14231	10.06118	56.93767	10.79105	7.68739
49.17882	-3.93746	8.28422	9.81749	1.00000	1137.91765	0.01302	7.29890	8.94338	-2.09814	7.18777	6.61865	57.14369	69.22280	7.43651	66.09915	11.79087	9.34709
48.79144	20.02070	11.42497	9.69445	0.00000	1073.67082	0.58795	10.44910	9.11456	-93.75018	11.76864	11.70062	32.52515	37.87812	10.59682	36.30455	10.94096	9.01952
48.10250	10.21126	10.80782	10.32433	0.00000	1079.87170	0.04998	8.35875	9.02576	73.85535	6.08535	9.08480	18.51957	15.39792	8.35955	53.75817	8.05314	8.25022
72.28431	30.96499	7.94556	11.15704	1.00000	1121.02205	0.02229	9.85135	9.40952	-71.19901	8.53535	8.08192	-30.60106	44.32419	9.41525	43.23602	9.53834	9.19123
55.52940	3.78851	9.83261	10.22947	0.00000	1190.84678	0.09027	9.21650	10.85719	8.62118	7.77418	9.74580	45.44694	37.22522	10.75067	56.23441	8.31916	8.01618
74.55247	2.42623	11.00956	10.90944	0.00000	1127.56327	0.17772	10.89130	8.76528	-72.09391	10.52315	10.47943	18.65297	80.51381	11.30195	52.86258	9.70413	7.50654
39.22238	39.84462	9.60514	10.14436	1.00000	1057.17708	0.00630	8.96816	8.52050	8.73812	5.49217	5.96537	41.91886	56.80191	8.02856	32.95339	11.89521	8.73429
54.28960	11.07873	10.59363	9.35434	1.00000	1050.70416	0.33850	9.23011	8.26813	-82.32483	11.07101	11.13890	29.65163	68.92150	8.41130	50.16709	8.72747	10.06295
18.88577	-1.59810	10.80848	11.35851	0.00000	1175.74115	0.01371	7.23166		-120.43572	10.21512	7.03357	34.95303	47.59647	5.04775	54.69747	9.45255	8.73640
53.03188	33.04596	11.39750	12.72222	1.00000	1109.82607	0.78103	9.06009	9.15093	-3.59625	12.72131	11.99136	5.27247	40.76032	11.58671	47.30573	11.11691	9.78477
44.17123	22.71236	11.71629	7.23436	0.00000	1164.42084	0.81932	10.90554	8.86125	-118.03917	7.88052	12.03296	33.95015	39.87695	9.91814	56.10165	7.95497	6.71833
73.03275	-4.15387	13.45695	12.40356	1.00000	1155.12556	0.01920	8.22829	9.31783	-93.75018	10.20768	7.79193	32.52515	51.43644	8.24229	64.90102	9.91581	8.37265
58.51984	27.77131	8.81305	10.10802	0.00000	1138.11837	0.00589	8.78152	8.37985	30.28491	7.31224	4.79097	60.02427	47.51110	7.70465	55.91819	8.76567	10.10852
76.64731	22.84425	9.95616	11.43926	1.00000	1188.28999	0.22321	8.07971	9.07198	136.84186	10.82544	10.71151	34.4833	49.04814	11.26103	47.55242	11.51877	9.53735
59.35446	9.52237	8.86823	5.13833	0.00000	1053.45647	0.02265	9.05467	9.34327	37.38115	6.56196		55.63711	49.74161	8.17301	57.34828	6.12010	9.54527
48.15609	0.91146	9.14511	11.93081	1.00000	1107.89739	0.14974	9.17520	8.68387	-2.68333	9.46199	10.29673	43.31667	57.21402	12.41070	35.84690	12.79183	8.34277
71.62695	8.25699	9.59847	11.45981	1.00000	1056.78894	0.77031	8.62829	8.93717	27.06365	11.19393	11.96592	50.18545	61.65144	10.88810	57.24520	9.98094	7.27672
66.46930	26.74121	9.68933	9.73008	1.00000	1051.98697	0.08055	9.32106	11.51021	-121.74052	9.77946	9.64031	38.54491	50.39817	10.94073	35.93206	11.08174	9.06039
66.97627	13.36610	9.74934	8.86233	0.00000	1058.47107	0.01064	10.73133	10.84556	3.50309	10.16651	6.40566	34.15429	60.19754	5.98206	45.79603	11.85217	
45.07324	10.76381	9.56533	12.46707	1.00000	1076.21959	0.00643	8.09512	8.77395	137.36215	9.39979	4.66406	36.75965	49.75674	8.84144	49.38358	12.25082	9.02258
60.38341	2.92592	9.59526	9.93065	1.00000	1178.98586	0.00760	9.82597	9.09241	-89.71472	8.30639	5.81799	13.73417	29.12790	5.64706	30.80937	11.59620	9.93539
63.21494	24.45803	10.32740	9.02291	1.00000	1185.09234	0.13703	9.80093	10.33025	-104.83192	10.56940	10.20651	39.72943	52.14897	9.42123	74.02811	9.59453	7.38122
64.40442	30.50157	10.58631	10.70204	0.00000	1144.01410	0.19735	10.28754	9.28263	-60.94228	11.11085	10.57184	14.67751	51.09706	11.99460	58.70982	6.88137	9.00550
54.75239	-9.66559	13.20206	9.01779	0.00000	1144.37371	3.86400	8.11493	9.65977	20.89389	9.50892	13.59064	42.62833	64.90015	11.12901	57.10602	8.06672	8.62297
46.41308	10.40575	10.98160	12.23810	0.00000	1145.32064	0.10258	10.39171	9.00243	-8.53778	9.07026	9.90924	7.57944	51.70559	11.82086	47.90958	7.41916	8.88012
66.22190	9.58671	14.03241	12.51671	0.00000	1124.56870	0.01656	8.73152	10.19971	8.63333	9.88738	7.25854	52.2	78.12852	7.46741	56.52746	7.30104	9.20311
32.87345	-14.38109	12.29487	11.51441	1.00000	1167.03442	0.03818	10.09103	9.21737	-102.04897	9.25002	8.81353	19.64745	35.15487	8.36738	66.68650	9.09080	12.58844
53.38452	0.10910	11.66825	10.86401	0.00000	1084.62822	0.13177	8.60522	10.76191	11.412	10.09896	10.16419	45.50369	60.93847	8.71973	62.58925	10.34960	10.99792
45.25582	4.76177	11.23995	10.80326	1.00000	1113.84507	0.02269	10.05575	8.08021	34.86563	8.72161	8.19073	31.92923	32.51512	7.41182	42.26663	9.19620	10.02969
49.30236	23.06417	11.94427	10.55795	0.00000	1160.90060	0.11742	9.82493	8.48969	25.8191	11.41477	10.06247	53.5942	42.64913	5.52342	34.22619	11.29895	7.90537
41.94478	11.61328	11.71707	9.72232	0.00000	1186.51904	2.81868	8.79465	9.95090	68.75915	11.77031	13.27438	27.52948	50.45713	13.11395	57.29751	7.97707	7.52338
56.34127	12.23558	10.58004	9.55138	0.00000	1128.92230	0.02362	7.99296	8.78825	-88.27205	11.46718	8.37971	44.27804	42.72043	7.15716	53.68495	12.05495	10.79548
36.68987	16.22421	9.83079	10.97969	1.00000	1054.13433	0.34255	7.76591	10.10378	2.35739	10.61022	11.14833	41.63976	59.71926	10.38129	51.82272	11.03806	8.27701
68.65213	25.46737	11.63568	11.15164	1.00000	1090.27611	0.01347	9.69112	9.07564	-120.43572	7.85332	7.08188	34.95303	47.39292	8.26465	47.58963	11.11265	6.84818
49.87759	2.41989	10.58569	7.68552	1.00000	1187.53093	0.75993	9.59080	9.82229	-80.58556	5.16308	11.95287	22.98212	59.47523	9.50151	35.54626	10.65244	9.31120
57.79718	26.22222	10.23387	9.96427	0.00000	1091.74600	0.01064	8.51613	9.14205	-83.48216	9.49597	6.21918	42.30865	27.94640	4.76367	24.70449	10.30360	9.17182
21.23855	16.28977	11.69239	7.17054	0.00000	1084.40664	0.93343	9.07535	9.21340	-88.42814	7.79149	12.16380	42.16808	40.79183	10.23059	34.53371	8.37417	9.53467
73.15962	10.51518	11.88378	9.91371	1.00000	1085.50056	0.01287	7.90913	7.69777	-35.03333	7.45745	7.54720	-8.28333	68.33924	6.34599	71.36323	10.17698	10.65568
47.88820	14.76906	12.41627	5.39219	0.00000	1116.56846	0.32386	10.91034	9.05343	-49.27306	11.25610	11.09051	-25.42778	41.94280	11.20980	56.07038	4.68394	8.97229
75.97286	11.15280	11.57225	8.24036	0.00000	1086.95893	1.65281	9.55716	11.23687	6.51352	6.99512	12.74026	51.19139	64.97684	10.48650	46.48902	9.63865	8.09431
44.15728	2.35162	11.70520	10.40401	0.00000	1078.54502	0.06517	8.11423	9.88026	-0.45877	11.47699	9.41223	46.32313	48.02760	7.58603	54.31491	10.93824	7.21495
72.71205	5.40733	9.43987	9.17571	1.00000	1096.38264	0.17123	8.50860	10.27946	-87.93341	10.98820	10.42543	42.55308	49.23304	10.92950	18.02821	9.86839	8.33196
49.90285	29.80540	8.27584	11.07372	1.00000	1171.76187	0.16078	7.85103	9.42907	71.67164	7.22565	10.36895	30.29184	52.77735	11.18383	29.18154	8.12487	8.84263
41.96101	18.98287	10.07189	5.47502	1.00000	1069.09258	0.02690	8.97670	9.08757	-81.26367	11.03146	8.04816	28.90054	60.51512	10.93202	79.36734	9.08312	7.73548
73.00032	1.72337	10.06676	8.34563	1.00000	1174.19881	0.00963	7.93728	9.67757	128.9889	3.57299	5.88458	37.1759	24.03221	5.80199	70.50092	12.25594	9.07790
43.33182	24.64245	9.94193	11.82797	1.00000	1166.15290	0.14878	10.34653	9.60348	-40.7475	9.69871	10.27148	-4.16694	39.40440	10.67115	41.97015	8.31143	9.47760
41.53945	16.43157	9.52618	8.61822	0.00000	1163.71615	0.02765	9.82306	9.41529	4.85668	9.06971	8.37245	36.27462	59.48097	10.27023	27.93308	5.30805	7.32729
82.43147	8.27923	9.41773	8.23353	1.00000	1058.24958	0.23779	9.71684	9.77879	-41.25528	12.05475	10.78342	-19.32556	68.00343	10.93082	58.33694	11.11704	10.49020
67.93528	10.39827	11.80921	12.30752	1.00000	1197.89455	0.17411	9.78184	11.21809	-52.67056	9.88713	10.46830	-26.22861	80.86740	11.40881	79.99048	11.14754	10.42729
29.92897	27.86823	9.97023	8.11273	1.00000	1075.45439	0.03342	8.80839	7.37583	118.9707	8.33144	8.64708	-3.5403	67.38633	9.30980	46.98159	9.62317	8.58737
57.71949	5.77035	10.36342	10.54529	0.00000	1168.97895	0.00784	10.53975	10.13474	-73.89125	9.83489	6.29497	40.67705	57.49757	4.60720	44.30758	11.95457	9.53911
56.65379	17.66379	9.41813	9.83378	1.00000	1143.41914	0.03000	10.50271	10.26601	109.3243	7.86109	8.48284	-7.0981	67.25531	7.47800	52.40645	9.99282	8.67517
46.47589	3.12264	10.12355	10.33911	1.00000	1181.48649	0.04573	9.03730	8.61896	-44.31389	9.88583	9.05090	-19.7625	46.27883	7.00198	18.30124	8.54341	10.27934
52.14481	23.27615	10.14900	5.10052	0.00000	1120.81430	0.11684	8.17985	8.74466	29.00974	6.96698	10.02780	-24.19436	47.92620	9.06258	56.83619	7.30054	7.39721
54.79871	14.34653	5.99168	6.67086	1.00000	1107.35323	0.05946	6.45322	8.43270	-80.08199	7.20394	9.23939	35.88264	51.97634	5.73198	50.74026	13.12249	9.60846
62.48674	12.86995	9.55409	10.43949	1.00000	1072.58629	0.23223	10.60206	9.35812	-122.23484	10.01870	10.74388	47.38093	61.90723	9.38702	60.51850	11.63311	8.86124
47.40341	14.99097	13.29430	12.90116	1.00000	1149.97300	0.03309	10.02126	10.32477	-85.43772	11.29000	8.58478	10.63504	47.75539	9.59658	49.08715	10.18776	7.94061
40.16795	9.04728	10.84026	13.39702	1.00000	1176.50730	0.92872	8.35013	9.75336	86.59509	11.09123	12.15571	26.11527	55.82960	10.92271	73.70860	11.18801	11.74913
48.69887	17.58011	10.13529	8.13100	0.00000	1171.37117	0.01715	8.81985	7.79492	29.26639	10.20346	7.85834	37.58105	38.26767	6.24876	51.30708	11.83243	7.31965
33.30005	23.78546	15.10225	12.54053	1.00000	1077.27576	0.00441	11.45577	8.31047	1.53414	8.72000	6.99767	42.50729	68.08062	8.27687	51.38245	9.70463	8.94900
31.97104	19.85360	11.83218	10.82322	1.00000	1130.12626	0.03782	8.35296	8.63725	124.95278	9.73981	8.73739	6.33444	57.26707	12.15527	45.89678	11.76550	9.27257
74.04188	28.45576	7.90179	8.55392	1.00000	1179.39934	0.02210	9.43245	9.21229	-47.1725	5.56547	8.13665	-22.57306	68.70836	9.55636	56.17437	8.83499	7.60129
42.14821	16.20890	11.74441	9.93399	1.00000	1126.53371	0.07769	9.28738	9.66783	14.51472	9.79453	9.60344	35.89972		9.43240	53.93850	10.08308	9.67024
51.72092	17.11910	6.43326	8.51871	1.00000	1198.25866	0.03539	9.02960	12.21106	38.07083	6.83806	8.74489	54.90083	48.31659	7.65889	25.86223	11.11506	8.08648
