NOx	O3	PAHs	longitude	H2CO	CFCs	PM2.5	PM10	Pb	CO	warning	NH3	PRES	latitude	SO2	C2H3NO5	CH4	TEMP
5.81579	8.38358	8.73711	11.32903	55.99261	55.89582	7.72203	5.52250	47.68187	9.04310	1.00000	7.54637	1131.34848	50.9803	9.43207	0.38353	4.69421	-3.57431
7.88974	5.13540	8.80841	-2.01111	55.36945	51.77836	7.97646	9.82466	67.56128	9.22365	1.00000	7.46241	1181.79248	52.66277	5.48157	3.41065	9.16073	5.24842
8.43662	8.05236	7.20747	-1.29772	36.24306	63.71922	10.08426	6.13183	62.70279	6.21596	0.00000	6.44288	1173.02135	50.76306	7.23496	0.19227	7.61309	20.00510
9.18440	8.42299	9.93882	-77.43532	59.94991	76.64625	7.68446	4.94021	60.43119	7.70217	1.00000	5.89482	1137.73127	20.14298	8.67190	0.35467	5.90630	2.30809
7.63585	8.77183	8.01381	111.73861	77.94791	54.21130	9.59486	7.01385	60.12742	8.05186	1.00000	6.08462	1178.34841	35.20889	8.03794	0.30453	5.68311	13.98335
7.33151	7.49016	4.62277	16.86194	49.45318	55.39656	9.79720	4.81004	53.76409	5.95636	0.00000	6.47181	1087.26340	54.58048	8.07641	0.49592	7.94527	5.41237
6.24194	5.07615	9.05587	2.1699	47.21939	45.37971	8.67347	9.52780	38.50438	6.45216	1.00000	6.68843	1167.32326	48.98994	5.50413	2.75966	10.22523	8.84333
7.19960	5.00815	5.49758	-50.00639	57.07741	53.50903	11.64522	5.82219	66.25869	9.87206	1.00000	5.63941	1111.03442	-25.42944	8.61514	0.25844	6.94926	-8.83651
6.44920	5.13180	10.05001	-13.68778	56.99774	49.99618	9.07827	10.62035	62.63721	5.74028	0.00000	5.40319	1193.71571	9.535	3.58868	7.31234	11.37923	11.94214
8.08376	9.41833	5.61824	0.30367	49.81051	50.00130	6.35918	7.72233	57.76568	7.93748	0.00000	7.88656	1088.27870	51.38673	5.57753	0.63632	6.42470	10.17973
8.70064	5.16471	5.97335	112.23109	39.34941	36.79430	9.31770	5.69320	46.97120	6.38694	1.00000	7.65286	1181.30124	-7.57897	8.31133	0.32802	7.63373	17.87572
7.33636	8.24889	7.29850	99.1625	43.84641	21.00669	9.02334	6.34855	63.14876	6.58064	1.00000	7.13950	1150.03159	3.3285	8.58836	0.25929	4.55666	41.89100
7.80251	9.36397	4.91430	83.36889	43.25718	60.86484	9.43122	6.36181	55.46654	8.30907	0.00000	7.73100	1141.51166	26.76628	9.66493	0.46550	6.16796	12.16274
7.96428	8.34846	6.70846	113.13148	48.35439	69.75799	5.74502	8.17427	56.08683	6.40656	0.00000	8.70756	1125.70564	23.02677	6.22846	0.92343	8.38515	14.40736
8.67428	5.82649	9.17411	102.42587	60.27858	47.08118	7.47148	8.86477	59.34720	8.09581	1.00000	6.69316	1147.31135	15.58552	6.28002	1.55850	8.42217	0.03900
7.92294	10.97621	6.66441	4.92235	52.68882	46.71936	7.17593	5.60577	70.52105	6.37959	0.00000	9.48668	1170.23650	7.65649	9.67366	0.35429	8.77660	22.69277
5.25949	8.89899	3.96104	2.2469	59.06003	34.67496	6.78626	8.10864	47.39525	9.54157	0.00000	6.64845	1071.47371	48.90472	2.85173	0.86493	9.29885	-1.36786
7.56834	8.54189	7.25300	-73.86586	61.45607	60.70625	8.66329	7.25541	60.72343	6.10001	0.00000	6.52063	1190.43267	45.43341	10.02878	0.37246	10.18943	16.19062
8.35997	8.26152	5.96558	1.04945	50.04730	27.20571	6.60767	4.85590	60.91854	8.77347	0.00000	7.99140	1178.88314	35.06544	4.40692	0.20227	6.13479	14.99883
8.05922	8.99832	5.73888	120.5875	28.57882	37.13936	8.99979	5.40668	74.00691	8.25411	0.00000	7.45738	1132.22585	16.455	8.82710	0.22711	7.85509	25.12338
6.13641	3.37087	8.54169	-122.24064	45.54665	52.96073	10.95443	9.24199	78.39220	7.10593	1.00000	7.34914	1183.29386	47.80527	4.89319	1.99892	11.28357	0.84842
7.21866	7.82520	8.54485	10.18003	66.37072	52.93528	8.47734	4.63384	60.93987	7.59877	1.00000	9.00043	1119.74634	24.96334	8.48683	0.28778	4.27430	22.12714
7.53659	9.25805	7.07698	-71.05977	33.84571	49.26479	8.16160	7.06128	74.70588	8.47663	0.00000	5.91960	1126.58885	42.35843	4.74547	0.39164	7.30836	15.36112
8.22636	7.49744	8.45670	-48.59278	37.16704	43.81026	9.02003	8.24387	79.03497	6.13677	1.00000	6.27475	1068.69605	-23.7975	6.62557	0.99262	7.84538	16.33589
6.22017	8.47213	7.94691	-119.0376	33.83359	52.54082	5.45126	9.19764	65.91429	8.16084	0.00000	6.41222	1111.99921	34.21639	7.44318	1.99994	8.78683	23.51854
5.98346	8.02828	7.36678	124.84472	52.90310	73.78302	9.53509	4.44641	63.52569	6.39373	0.00000	8.31721	1144.89220	10.13361	9.71588	0.36995	10.14524	22.87907
7.58712	8.85698	3.27787	86.00214	50.19308	69.65728	9.69197	6.32242	41.77242	6.97886	0.00000	6.36587	1113.89479	46.51872	8.44467	0.35367	4.91803	5.56300
6.42601	8.11162	8.89083	-0.36053	48.40910	37.21201	7.87988	4.99664	69.40752	6.77013	1.00000	7.15001	1109.56780	51.64316	8.79663	0.35864	6.53961	4.39549
6.92288	10.55263	6.88316	8.52462	32.78050	55.59172	7.75978	5.87490	33.85439	8.81101	0.00000	6.62693	1069.20562	47.30997	6.85278	0.28214	4.38562	22.19363
6.41395	6.23655	7.86917	121.96361	43.04149	45.84057	8.95862	8.69030	58.35709	6.81913	1.00000	8.93439	1054.85184	6.95194	6.37294	1.31988	7.71760	13.98993
8.98424	6.57099	9.37772	-37.65	51.47212	55.25629	7.93997	10.33160	51.04158	7.49973	1.00000	6.64290	1069.26809	-10.91722	5.44554	5.47834	8.55221	19.31301
6.38322	7.83204	7.13653	5.51978	41.98813	53.11893	8.44805	6.72383	59.83095	8.03690	1.00000	8.19418	1145.32410	51.44889	7.84157	0.54325	6.57003	8.07751
7.18312	7.17391	8.64009	46.83187	60.83649	40.33043	8.79940	7.78944	54.11835	5.54165	1.00000	7.77865	1172.78780	14.53767	6.79293	0.69697	7.70601	14.71390
6.62447	9.00556	7.15408	-73.58248	50.77299	45.60301		5.27629	53.32386	8.06151	0.00000	6.73970	1085.93615	45.40008	10.32143	0.25268	8.06228	12.25550
6.59804	8.56816	8.75170	10.30215	62.85067	42.50047	9.40789	6.07929	61.48748	7.83500	1.00000	8.08517	1093.62342	53.94313	7.99316	0.39947	7.25424	13.87655
8.32944	9.08353	9.33975	88.58	25.00451	49.69240	9.24460	5.99731	66.21365	8.21339	1.00000	9.14226	1053.02530	23.18	8.55824	0.19071	6.33244	0.48933
6.98738	9.26735	5.73638	37.00438	53.01702	52.88733	4.81380	11.29244	46.21809	7.16242	0.00000	6.30498	1064.53742	-7.60361	7.93424	13.85831	9.43164	20.34540
7.88012	7.85328	7.16033	-4.10734	43.49241	60.80477	9.73560	6.72394	53.56260	7.90500	0.00000	7.33840	1180.75826	38.68712	9.72776	0.38611	9.41505	5.90148
6.75312	9.09578	5.71696	-4.21376	42.98814	69.32916	8.02724	4.89859	48.08655	5.60616	0.00000	7.53349	1164.28221	55.82885	10.76388	0.40430	10.27392	21.13064
8.16434	7.44225	7.59226	-48.67028	50.91636	50.87718	5.92265	7.98715	47.69969	5.12013	0.00000	6.45051	1128.84847	-28.24	6.38270	0.76157	9.68776	5.76972
7.92632	8.94267	6.39358	24.75	29.14165	64.13547	6.84698	8.65173	59.64531	6.97780	0.00000	5.23787	1120.71556	55.25	5.72191	1.21550	9.17016	5.69032
9.29942	7.46326	6.20122	78.23456	25.31124	72.55038	7.37641	5.65688	66.90506	7.23685	1.00000	7.40543	1144.01696	28.92694	9.79783	0.33434	4.46968	3.38098
8.51355	4.87629	9.32220	123.99333	35.15586	54.67268	7.49978	10.96913	15.64656	8.28495	1.00000	6.86800	1121.41195	12.97389	4.91757	10.29316	10.42433	24.65830
9.58024	6.88899	9.52108	-56.52361	44.86155	70.18668	8.30405	11.62630	57.34209	7.16284	1.00000	6.42884	1092.46734	-33.38056	5.43788	19.44206	8.58094	20.84650
8.87442	8.05472	4.41520	88.18466	70.99353	60.09002	6.04621	8.74935	43.07949	7.54445	0.00000		1093.86406	22.19303		1.29344	9.39356	7.65312
8.60369	9.22879	9.08668	-117.70755	57.20072	62.15869	7.77501	6.02083	67.81033	8.36658	0.00000	7.18843	1087.68954	33.52253	9.33325	0.35097	11.81792	6.91824
7.35771	9.68848	9.60565	6.10237	34.96754	44.45459	10.50547	6.04407	51.25799	8.13095	1.00000	8.47879	1106.73249	46.18396	8.91785	0.08107	5.29492	6.28322
7.30242	10.17029	8.67833	76.0586	50.17288	66.32622	6.89196	8.76361	49.43999	7.96153	0.00000	6.11484	1106.28110	16.06213	9.96382	1.45833	11.16803	11.47714
10.34775	7.61481	5.37374	7.00417	41.01105	58.56263	9.82921	5.71038	53.26661	7.38327	0.00000	8.26308	1094.22732	52.26083	6.91707	0.31904	7.45891	17.94221
7.22329	6.05830	7.85324	68.11759	56.99243	40.04455	10.40370	7.56689	81.25989	6.27552	1.00000	7.40288	1052.46146	26.9423	6.79155	0.50559	8.87113	7.09252
7.55870	4.13029	6.55565	48.87498	72.80620	55.07852	9.44238	7.27942	51.95507	8.77505	1.00000	5.66122	1130.23489	38.45598	7.50479	0.56250	7.61181	2.95299
7.36451	8.64320	7.91022	37.73333	63.07899	32.82207	8.00361	6.48396	59.20981	8.08698	0.00000	7.43384	1174.52006	-4.06667	9.87879	0.41564	11.69443	22.50448
7.40233	4.20562	8.12930	34.8732	63.03766	52.57130	7.53788	6.69395	56.34177	6.22069	1.00000	6.52557	1124.74253	32.05971	5.85608	0.47792	9.40241	22.89431
7.72375	10.59549	10.53262	88.18466	53.06286	57.93599	8.11893	5.45295	57.81467	8.19608	1.00000	7.46549	1103.79421	22.19303	11.98242	0.19785	5.68460	29.48967
6.69756	7.28839	8.26620	124.84472	49.04500	19.14521	8.46172	5.29374	78.49320	5.84061	1.00000	6.63553	1081.13916	10.13361	7.33956	0.35852	7.07982	-1.26289
7.73844	8.40566	8.97232	128.9889	30.70147	91.49069	8.53847	5.49058	43.23130	9.20796	1.00000	7.31298	1106.41166	37.1759	9.01513	0.27622	6.30159	4.84634
8.41494	8.25266	6.81373	86.59611	35.12643	52.12997	5.95502	9.06261	52.74521	6.14651	0.00000	8.07535	1187.73786	25.87498	5.39025	1.81413	9.76861	13.19226
8.33940	9.88487	7.45027	-7.95	53.08565	46.69432	9.54624	7.46884	29.94191	7.17341	1.00000	7.81396	1176.92609	53.43333	11.01374	0.55384	4.07950	32.34553
7.73826	11.55125	7.04661	-63.90389	56.35111	72.18972	6.30222	6.36657	44.38846	8.93926	0.00000	8.13761	1070.78854	-8.76194	10.37715	0.25945	9.76611	29.98849
8.14465	9.14970	5.11412	35.59642	50.77496	45.26407	6.47581	7.98837	65.44018	7.94405	0.00000	8.84268	1068.53789	3.11988	4.65986	0.84376	7.44512	29.61829
7.82635	5.84866	9.57657	-71.05977	59.02616	56.36446	9.17983	10.79185	63.39050	8.17684	1.00000	9.34983	1157.27322	42.35843	4.93598	8.45543	9.76601	1.84858
6.59917	11.30468	4.99662	17.8031	92.95082	16.01700	6.53040	5.78203	56.26293	8.13099	0.00000	7.74519	1112.92016	48.43174	8.42371	0.43268	7.67952	20.97870
7.90568	8.33167	8.92422	139.55028	53.59732	83.81615	9.07643	7.76185	70.13236	7.67305	1.00000	8.08375	1115.45742	35.30889	6.63178	0.62326	7.67919	11.99965
5.64981	6.23819	9.46092	6.10237	57.33765	31.80960	8.18853	10.16340	51.16961	6.72313	1.00000	7.00504	1179.66286	46.18396	5.36920	4.64967	8.64224	13.42015
6.26254	12.03213	5.19072	114.51667	37.43163	45.42759	5.91335	7.55881	66.30975	8.43713	0.00000	7.56942	1155.50254	33.78333	7.96002	0.48527	7.14473	1.30770
7.55599	8.06010	7.13151	-87.66561	25.51484	68.37176	6.08853	9.04092	59.64360	10.55727	0.00000	6.96225	1161.90544	41.8542	6.51018	1.77946	10.23714	4.60607
5.93168	7.23513	6.34944	-3.05814	27.30109	60.25909	8.52048	6.34923	41.27297	5.66635	1.00000	7.63676	1180.40632	53.00974	8.10734	0.32772	5.51035	16.81869
6.88138	10.74443	13.63625	3.1631	54.85523	15.11331	8.81205	4.85647	55.97143	6.84860	1.00000	9.59249	1090.19219	41.91738	10.16218	0.34452	9.18966	11.79273
7.84421	9.13852	10.74802	124.84472	43.75527	20.74081	7.22457	4.76894	41.77763	7.84755	1.00000	8.38874	1084.42844	10.13361	9.92450	0.29845	7.39428	10.24839
6.94005	7.78983	7.65224	-2.58736	28.89664	63.96554	7.17253	4.72608	56.94870	7.56160	1.00000	6.40204	1167.03634	56.56317	10.32919	0.31501	5.67690	5.08058
7.05396	8.75898	6.15944	102.3278	40.22604	47.81094	7.45047		49.71076	7.06008	0.00000	6.87954	1121.93431	2.2139	7.62140	0.16673	4.22769	14.05901
8.97252	6.74395	6.56439	68.49143	42.14086	35.35981	4.58173	8.84138	68.57862	7.78133	1.00000	6.83893	1181.76370	25.80565	6.16986	1.44477	11.12825	19.03092
	7.71346	6.64049	41.77921	24.80070	52.27939	8.20116	6.04640	24.10172	7.88023	1.00000	7.65546	1152.80297	41.82143	8.83519	0.41074	2.94460	28.32167
6.36677	9.52628	9.38217	107.60627	27.13369	38.45205	9.79103	6.72483	57.65174	5.86942	1.00000	6.63248	1099.24487	51.82721	8.85717	0.48933	6.19092	-2.48579
6.39683	8.78238	10.56061	-73.58248	34.61167	49.27043	7.62463	3.98000	59.83501	6.84571	1.00000	6.39092	1157.78592	45.40008	10.00002	0.26166	6.35471	20.63501
5.38301	6.68780	5.37624	-0.2	50.14646	50.75283	10.66377	6.39729	66.83799	6.79981	0.00000	6.68646	1057.63412	51.65	9.10915	0.34047	8.22750	23.91804
7.90158	10.50467	7.26732	-99.32556	55.66178	28.23420	6.50959	7.19750	70.52826	6.39883	0.00000	8.02064	1086.85451	19.32889	8.26451	0.60391	10.02928	21.09199
7.22912	10.71526	4.71749	-73.20483	40.09674	33.04330	7.67156	4.91071	52.57444	9.47051	0.00000	7.06632	1193.53561	41.16704	12.09978	0.41143	8.30550	20.97973
6.98015	5.79360	7.66387	37.92792	56.47377	60.85589	5.23655	8.55170	44.88963	7.19034	0.00000	8.04771	1171.23131	53.93361	6.99902	1.14321	13.60978	15.53321
7.37976	6.89636	4.27953	4.25633	55.00417		10.65328	5.84199	52.30174	6.68287	0.00000	7.72252	1117.63262	51.21187	9.84955	0.30362	7.69657	13.93234
8.99697	8.11729	8.02838	-73.75335	30.65249	38.14243	5.43380	8.02398	54.42330	7.54334	0.00000	8.08424	1154.32010	45.4473	2.92016	0.59900	10.23494	2.74646
7.91603	4.54121	6.45199	16.43915	60.43309	15.31793	12.40662	6.79209	55.17965	6.81883	0.00000	6.94748	1119.27578	43.50891	7.12836	0.42783	8.43942	-2.99046
4.68440	7.90274	4.57072	35.7	42.93520	49.73655	8.78494	5.73334	62.40731	7.70274	0.00000	7.80468	1173.53925	-7.76667	10.01531	0.31610	9.53071	12.07551
6.25052	9.80434	6.19421	-111.90466	50.37182	61.54888	7.32245	6.35843	58.60941	7.47004	0.00000	7.52188	1158.96738	40.34912	9.58886	0.45336	9.81087	13.29009
8.01569	6.70933	9.65274	9.29109	47.89246	56.50404	7.98043	9.98742	77.03360	7.09970	1.00000	8.49645	1150.75226	45.39402	5.89069	3.92226	8.15940	5.70606
8.31146	7.91341	7.69082	99.1625	48.56214	48.19702	8.61481	5.61128	57.02844	7.85761	1.00000	6.59345	1074.50310	3.3285	8.62992	0.48390	4.67484	18.24058
8.86398	8.18574	6.67149	12.87117	47.40657	68.30870	6.94436	6.15217	51.47302	6.89120	0.00000	8.53823	1068.73308	50.23271	7.64488	0.37280	7.06928	-3.86906
9.26518	7.46908	8.81714	-71.8023	72.38747	62.89876	8.08388	8.29705	72.84544	6.55610	1.00000	6.68216	1185.39126	42.58342	6.55928	0.98874	7.61705	11.59787
8.34291	9.37854	9.22704	4.52529	50.95444	48.54138	10.67776	6.23401	49.22128	8.96552	1.00000	6.35626	1098.98706	50.71229	8.44660	0.27351	5.42531	25.60464
8.32309	7.88862	6.89370	-73.49484	60.80912	36.02841	5.32637	9.49598	49.73425	6.85455	0.00000	6.86901	1098.74214	41.14676	7.10018	2.57630	9.96816	24.10661
7.26131	8.52789	5.68125	12.19458	35.42986	16.56126	5.93543	8.22504	39.30889	7.89542	0.00000	7.63824	1089.69631	10.61285	5.79337	0.94195	8.52797	35.66460
7.13830	11.55482	9.35013	-116.97725	48.68300	48.00401	8.96221	6.63355	59.48333	7.33395	1.00000	7.36518	1065.13694	33.92946	13.08518	0.27394	2.92858	31.09330
6.27315	7.96420	7.26044	-71.23106	49.74009	59.40091	8.96695	7.66646	48.95197	6.70526	0.00000	6.60887	1105.10635	-32.45242	9.50648	0.62018	10.24572	9.62615
7.25516	7.85372	9.57309	-82.90375	37.45539	47.77295	7.85732	9.81450	72.57052	8.08352	1.00000	7.25873	1167.41574	32.54044	6.12817	3.55856	7.07098	9.43956
7.31843	10.01288	5.23189	36.36339	54.93788	59.93944	7.77948	6.93368	48.71413	7.49503	0.00000	9.32730	1139.50546	0.03813	7.97710	0.38505	7.25908	7.21323
8.66766	7.31129	5.63421	-93.12577	51.25958	61.37385	5.70362	6.98271	42.77689	8.66489	0.00000	8.15850	1167.26776	44.73941	6.68197	0.32323	9.29662	14.28836
6.69728	9.51432	6.91174	74.83554	51.26165	61.74213	6.94764	6.85364	52.00328	8.24395	0.00000	8.73479	1135.88457	14.62072	8.71925	0.50176	10.86908	7.65717
8.73423	4.83150	7.98541	9.0027	34.75240	67.04923	8.23984	7.19612	43.77677	6.51890	1.00000	7.11321	1125.98511	11.86064	7.21856	0.49889	9.31392	11.41025
7.56126	9.27041	6.01133	11.18709	45.10744	68.05097	7.94271	7.19932	52.22981	8.83361	0.00000	9.31263	1112.05333	48.73218	7.58329	0.49700	7.73287	18.01700
6.15747	6.87582	9.31529	9.22796	57.85313	67.25059	7.68081	8.74486	41.92377	7.06764	1.00000	7.10416	1050.65181	48.46458	5.95710	1.22543	8.45495	3.17080
7.74428	7.26711	5.30368	-97.90308	32.72321	54.59080	6.73854	7.99253	44.14551	6.32208	0.00000	8.03482	1084.84320	31.12406	5.72285	0.69213	11.03792	25.62875
7.78315	3.97185	7.82774	-3.59625	84.04812	43.39190	10.83570	8.93497	51.79243	7.66542	1.00000	6.42127	1092.58428	5.27247	5.73742	1.72334	10.18646	20.04026
8.09953	7.61946	9.83034	-82.00919	55.13513	54.61513	8.37817	9.34519	62.63780	9.52977	1.00000	6.62653	1090.87992	23.04419	5.55678	2.15576	8.39079	5.77873
6.70983	5.90221	6.43783	-71.10077	58.82813	42.98420	7.35181	4.48342	41.19662	8.07795	1.00000	9.42719	1197.22101	18.20854	8.00048	0.27071	5.77879	16.27424
8.39039	8.66431	9.53534	-58.70072	40.75355	51.07057	8.74945	5.61372	52.11713	7.38751	1.00000	7.16711	1180.04659	-34.74785	8.16883	0.24746	5.50250	18.91869
8.49167	7.93525	7.78905	-74.38987	59.11600	58.00478	8.51689	6.56762	61.82483	7.45467	1.00000	7.37821	1109.57071	40.65538	7.21958	0.38264	6.58453	19.43267
6.25840	7.37069	3.85505	-89.64066	38.40279	24.05727	5.42971	7.36339	59.59392	6.43382	0.00000	6.70214	1125.15845	40.56754	3.50542	0.53377	8.82429	14.51473
7.28021	5.10404	8.57513	46.04833	22.69062	43.43957	8.72746	8.62355	45.94616	8.48374	0.00000	6.60630	1145.98122	51.40944	6.05842	1.34429	9.55335	28.86290
9.64163	7.26044	7.29356	9.22796	40.38470	45.93572	7.10397	5.30400	53.29357	7.83543	1.00000	6.87810	1101.91821	48.46458	8.66639	0.22013	6.36767	8.94450
7.89660	8.96842	7.56212	-77.96389	59.07165	30.03811	8.94891	5.23019	48.23517	7.08259	0.00000	6.84544	1171.27832	39.45621	9.00403	0.16801	9.32807	18.35355
7.97637	5.14358	8.14927	-99.32556	29.45324	46.28547	8.78150	9.83611	59.14777	8.08475	1.00000	9.91107	1195.50694	19.32889	5.89435	3.56021	8.91021	25.12134
7.84058	4.36798	8.78180	37.92792	65.26476	46.50457	9.37571	10.07726	46.31930	7.59529	1.00000	9.20347	1149.78460	53.93361	5.28369	4.28395	10.45431	30.64121
7.40438	11.42929	10.40404	76.32756	43.71169	25.95572	10.35185	7.33049	57.20372	7.40529	1.00000	6.38103	1075.32831	9.57046	10.65311	0.45572	5.40874	27.04616
9.23951	7.14761	3.62651	48.41667	39.95939	42.89398	5.60696	7.40874	43.70446	9.08607	0.00000	6.07245	1068.97456	-17.83333	5.33478	0.47439	8.88588	9.88621
6.54075	9.06321	10.08422	-117.14392	49.65838	55.89272	5.91734	10.02338	49.11941	5.39097	1.00000	7.90100	1051.24421	32.9156	6.42688	4.09713	6.95584	8.95130
8.26370	11.91970	7.80738	13.29371	68.96545	52.56091	9.33689	7.32747	60.24804	7.07126	1.00000	6.69544	1107.31723	52.53048	5.57952	0.39828	4.99881	12.73920
7.25357	9.25976	9.26223	-63.13414	52.57593	42.28617	7.54927	6.08239	55.80508	6.98822	0.00000	6.46688	1152.51418	46.23899	7.61842	0.61160	6.18578	7.16577
8.68407	8.97394	5.67624	9.5586	46.88614	67.90150	8.68409	5.87742	63.30220	7.17883	0.00000	6.88865	1143.50028	54.52156	7.16186	0.31835	7.50609	20.64546
6.62362	11.98000	5.85129	-77.43532	80.87565	60.81771	7.56773	6.72358	60.22794	8.16731	0.00000	7.70257	1050.78339	20.14298	11.29014	0.58240	6.51095	-0.25770
8.99827	8.56033	8.79675	65.27258	53.36493	70.18705	9.34036	4.76342	54.96915	8.98966	1.00000	5.91422	1130.97451	58.04254	9.30649	0.09231	4.62536	5.88430
6.53266	6.12842	9.54158	-37.93278	29.85954	62.80524	7.90603	9.89163	65.30435	8.18914	1.00000	9.26867	1064.30133	-11.48472	6.06968	3.61367	9.55745	-1.27107
7.01233	10.61942	6.10600	73.66633	58.89222	59.30973	6.84230	5.45134	64.79696	8.38553	0.00000	7.08420	1185.85041	25.92493	10.57780	0.44378	9.96190	18.45749
7.22001	6.55877	8.66074	-1.60452	53.26612	67.38817	8.34585	8.79961	53.97068	6.61756	1.00000	6.58158	1139.31128	42.06166	6.09510	1.38914	7.79112	32.15630
7.18855	6.14589	7.08904	79.5286	42.31908	72.35013	8.85701	5.75500	33.36469	7.95113	1.00000	7.28891	1150.48847	29.22254	8.08326	0.39041	7.25661	21.57495
6.22172	8.91168	10.32944	-95.36969	64.10631	51.15542	6.85606	9.71352	56.80168	7.29839	1.00000	7.50250	1140.37234	35.74788	6.91542	2.99631	7.09256	24.56599
8.85226	6.34761	8.79293	-93.12577	53.64493	71.75828	6.59995	8.14039	42.41740	8.41868	1.00000	6.65334	1096.48209	44.73941	5.96683	0.85138	7.79496	33.08823
7.54476	5.76194	8.77210	150.99292	58.91445	41.09067	9.71647	7.93198	75.49738	7.24431	1.00000	6.48334	1136.51096	-33.75881	5.99427	0.77307	10.00617	25.61598
7.77997	7.98736	8.77928	123.50266	62.65018	42.22017	6.95442	5.59927	50.99676	7.63150	1.00000	5.84447	1106.29478	41.94175	8.42222	0.36626	7.02225	5.35293
6.09258	7.36041	5.55476	-5.22126	47.00745	93.87681	4.70974	8.22136	47.67173	6.89444	0.00000	8.11282	1123.04883	33.43443	5.00984	0.99534	9.58301	8.95803
7.43604	7.68403	5.76753	9.29109	69.09271	48.84243	9.65096	6.79209	41.18154	6.61439	0.00000	6.63999	1167.57359	45.39402	7.61242	0.48983	7.95249	19.75203
7.26242	8.71441	10.48919	27.18052	38.64324	21.04154	9.12750	4.83555	35.77901	7.70197	1.00000	8.40629	1116.83113	39.12074	8.13533	0.53908	6.09632	20.30171
6.31072	7.93104	5.00590	33.72798	53.15486	38.42598	9.61928	4.67282	55.48558	8.69836	0.00000	6.47068	1128.03918	53.53395	8.61654	0.32692	8.06204	13.96147
7.37369	7.08201	7.95461	5.4384	57.34945	38.19710	8.21240	6.82823	60.69770	5.05821	1.00000	7.39671	1074.93280	43.2907	7.89120	0.40522	7.50302	32.42479
7.35262	9.36318	6.02777	-47.1725	39.58648	62.09643	7.24060	8.45836	60.52617	7.92220	1.00000	9.29777	1080.87155	-22.57306	7.38832	1.18974	7.87411	9.60647
7.18874	7.71528	6.61526	-87.93341	65.70924	51.54926	8.61740	6.21218	65.87497	6.45126	1.00000	6.18246	1061.99051	42.55308	8.75305	0.29882	5.34317	15.16263
7.67831	10.33479	6.16407	65.27258	53.66401	63.95260	7.24899	6.80198	52.59680	7.66863	0.00000	9.25480	1140.78579	58.04254	8.86225	0.43655	8.73039	32.11127
6.10806	9.75791	5.03999	121.12251	43.96537	53.63667	6.99354	8.45216	33.75593	7.14396	0.00000	7.22710	1134.57589	14.62578	6.65951	1.06195	7.26115	24.21912
5.04304	4.98769	6.80919	138.89585	64.39653	66.28967	9.93036	5.74685	60.21360	6.43756	1.00000	9.06217	1138.80518	36.33011	7.57474	0.12688	9.16937	12.01793
6.82587	9.10370	5.52424	19.27498	28.57534	42.73630	6.85210	8.07390	67.56994	6.17194	0.00000	6.79057	1130.40958	50.20528	6.31731	0.65941	7.30502	25.51730
7.60102	9.61036	7.10534	1.6	58.82653	57.34346	5.94499	8.55053	64.47623	9.70916	0.00000	6.44849	1197.85283	43.11667	7.73359	1.21513	6.66304	12.09203
7.51947	6.70570	9.02446	-1.29772	38.71429	49.15553	9.68455	8.92613	79.92604	7.93310	1.00000	8.90126	1156.18018	50.76306	5.56407	1.38998	8.84209	3.47783
6.79122	7.26672	7.25278	73.66633	52.95006	53.50436	10.14668	6.62151	65.18918	7.45200	0.00000	8.97128	1081.34139	25.92493	9.49242	0.46611	9.58355	7.62051
8.45232	8.68801	6.76079	-3.05814	34.89610	56.97430	8.58443	6.98564	52.96554	7.67765	0.00000	7.02216	1094.89803	53.00974	6.91883	0.43554	8.49599	11.56784
5.19235	4.63689	5.87496	27.06365	64.66862	61.64284	12.44766	5.19881	58.29563	7.56684	0.00000	7.92378	1177.86047	50.18545	6.39594	0.28701	7.86412	9.46315
7.82123	6.37380	6.30682	8.86374	50.36092	70.07002	7.70008	5.53528	60.03366	5.18933	1.00000	6.83110	1113.60547	44.89784	7.24799	0.31320	6.10024	23.99818
8.07642	9.80937	7.31863	-119.48568	60.77551	28.57476	6.74555	9.15802	33.51494	6.48891	0.00000	8.11290	1170.38710	49.88307	4.77006	1.87090	8.09910	16.86321
8.69467	10.81917	7.59806	2.25	32.47806	33.11930	7.12054	9.58718	39.43742	6.80003	0.00000	5.73605	1166.52002	50.75	8.97166	2.92664	6.24815	20.88755
8.08406	5.07091	9.15660	10.98461	50.78984	54.81846	8.53342	9.86281	68.63311	7.18913	1.00000	8.63970	1178.03250	48.35693	5.24534	3.71575	9.87738	25.17888
7.07366	8.27695	9.57921	138.89585	63.90632	51.59747	9.05137	5.19356	55.24903	7.62223	1.00000	6.50080	1190.08431	36.33011	8.18447	0.44655	6.93705	5.11267
9.16812	8.53529	5.38407	71.52847	59.41745	53.00645	9.72158	6.70700	48.94353	7.22704	0.00000	6.22114	1191.10286	32.57756	9.55954	0.34515	7.16893	23.44794
7.83797	8.79079	8.59589	8.52462	21.36719	51.05287	9.30934	6.65230	32.01966	5.97516	1.00000	6.20664	1095.95319	47.30997	8.01449	0.35017	5.53469	10.05339
8.81954	7.23816	6.68196	41.77921	46.51690	40.14804	5.56250	7.93586	47.02562	7.51085	0.00000	7.88802	1165.83149	41.82143	5.13059	0.72275	10.70385	29.44555
