C2H3NO5	warning	PAHs	longitude	latitude	H2CO	CFCs	TEMP	PRES	NOx	NH3	O3	CH4	SO2	Pb	CO	PM2.5	PM10
0.34425	0.00000	8.59039	31.33078	47.56494	43.19233	39.08202	15.27650	1061.81390	7.15696	8.82778	4.24065	6.62426	5.63645	53.82459	5.42684	7.09022	9.32158
0.06100	1.00000	6.91853	-47.1725	-22.57306	41.17337	46.03356	33.67956	1129.23482	5.83200	5.89816	6.06972	7.24052	8.35130	50.05077	7.03736	7.60482	4.93440
0.04019	1.00000	7.60420	117.55417	34.86472	35.90087	48.52442	12.13195	1161.96941	6.63112	6.30011	5.33170	9.34564	10.73971	60.19136	8.08395	7.49091	4.99739
0.06261	1.00000	7.56208	99.95469	13.51825	58.18988	34.69460	5.73904	1064.57161	3.37716	9.51547	11.18326	6.33011	6.95173	44.68573	8.46324	9.43647	5.74560
0.07806	1.00000	8.35286	152.70493	-25.54073	65.46592	56.13670	16.66781	1094.17472	5.42739	4.02823	4.90104	6.37431	7.80131	51.22892	8.70935	5.01124	6.21318
0.05428	1.00000	8.24693	4.47124	51.95838	39.26644	50.32205	6.30577	1141.29306	5.52152	5.07246	8.99751	8.52307	6.26247	56.39795	8.60346	7.13870	5.71685
3.54463	0.00000	8.48395	-65.71875	-21.44345	62.85732	37.53064	5.66500	1133.14130	4.55277	7.71670	5.48408	7.27930	5.37167	45.76754	8.71040	6.49766	11.73534
0.05444	1.00000	5.51959	-73.95958	40.57788	49.51912	12.08117	13.84411	1160.69270	2.58716	6.61503	12.12546	7.82408	8.49496	61.11689	6.15018	5.97537	5.69499
0.05716	1.00000	6.83807	-62.64102	8.35122	71.89994	35.60182	10.27984	1199.83074	5.00526	8.46821	9.50898	7.64870	5.98946	45.38713	8.40519	7.59191	5.78855
0.08874	1.00000	5.97835	24.99798	-8.73508	47.20490	30.86698	9.08926	1176.97888	6.99499	3.65930	5.16571	5.93671	6.50944	27.45797	5.10627	6.13252	6.82991
0.04185	1.00000		69.49015	56.11281	52.15070	56.21014	8.43714	1129.02151	6.30557	4.51023	4.15588	7.52547	10.15276	79.81128	5.64250	7.68259	5.37999
0.06078	1.00000	7.61940	82.85749	17.54907	46.93617	43.38059	4.05247	1081.06675	7.01791	6.08850	6.91838	7.54224	3.74872	50.26074	7.61224	8.23433	5.14934
0.30576	0.00000	6.73130	-50.19556	-19.72806	36.32474	46.27887	24.19738	1189.37632	8.43281	7.82758	6.36527	10.25368	5.15029	46.95455	6.58435	5.82376	9.21064
0.05447	1.00000	8.20459	-47.53028	-22.45667	49.99213	53.11201	12.89211	1090.51099	5.14136	5.22495	8.73601	9.39632	5.59861	52.22321	7.64405	8.63798	6.25208
0.54704	0.00000	7.59567	91.61356	26.44931	17.08742	63.72637	15.77922	1075.51527	9.63733	8.53830	7.65215	9.71087	6.26993	32.60801	7.16267	5.88727	9.75765
0.05690	1.00000	8.15170	5.06258	7.50251	59.25201	54.44881	7.10149	1188.54166	6.00260	7.58387	9.63932	8.62588	7.23040	46.77862	9.60721	6.37046	6.83256
0.04631	1.00000	7.98257	25.8191	53.5942	39.53789	54.76291	34.22169	1085.84278	6.75183	5.60077	6.62385	9.76017	4.21861	57.35582	7.76142	7.88062	6.31713
0.06373	1.00000	6.47805	103.61667	-1.6	67.89212	39.92254	16.75111	1069.52272	4.05037	7.28768	9.23662	7.45354	6.68753	59.16384	7.59414	7.17396	4.90397
1.80586	0.00000	7.69734	104.09701	-1.26424	29.43110	44.04139	8.23515	1087.55446	4.87217	9.06796	7.01793	5.27788	5.06279	70.70357	8.01213	7.37339	11.06067
0.10566	1.00000	7.54274	-120.93549	37.73604	50.45791	37.81914	10.64259	1153.00888	7.04193	6.66232	7.04636	10.24949	5.25102	46.60691	7.71003	7.39753	7.06577
0.06220	1.00000	6.62693	28.88222	40.37528	44.12656	44.17313	6.13119	1136.30278	3.71301	9.29609	7.93411	10.70247	8.33235	80.21920	7.13831	5.93464	4.64476
0.10501	0.00000	5.35200	12.6723	41.72063	68.04781	16.90102	8.16564	1125.01634	8.51915	7.83111	6.13412	10.78407	5.55034	58.52789	7.76214	8.11419	7.19990
0.35972	0.00000	6.91747	25.8191	53.5942	49.07687	11.21269	1.92050	1075.24025	7.39295	8.67575	5.74521	8.20856	5.31918	41.12600	7.90092	7.00175	9.35085
0.06571	1.00000	7.60619	-72.22625	18.57677	41.63697	57.93638	21.56959	1052.12840	4.26788	8.41404	7.11194	9.67925	8.25454	59.67133	7.35860	5.94613	3.82897
0.15646	0.00000	6.26024	-116.56346	43.54072	39.61328	28.73108	3.72810	1074.62358	7.16808	3.20256	4.89577	6.05393	7.77320	65.37402	7.85244	6.76503	8.51475
1.13677	0.00000	6.77533	48.87498	38.45598	53.87267	32.58280	3.42119	1117.12735	8.90885	7.75046	6.44940	8.61571	4.50602	41.48347	6.69858	5.79156	10.56347
0.11066	1.00000	6.08391	18.84	42.28639	46.90129	47.16848	10.19494	1146.39382	6.74713	3.59332	4.50687	7.01654	8.88019	83.54337	8.58220	7.24565	
0.05544	1.00000	5.86955	3.16667	50.8	52.84223	43.95817	8.13120	1108.52435	4.50672	6.12627	6.00468	9.42571	8.88355	49.93645	8.69479	6.17546	5.73521
0.05991	1.00000	5.36553	-68.30472	9.91861	50.00304	47.24892	5.16713	1122.02840	7.64587	4.72483	5.84875	6.79095	8.12941	43.77908	7.18576	8.69550	6.43750
0.29135	1.00000	8.07593	-0.33525	53.7446	66.08561	32.01971	13.43605	1185.60667	3.59006	7.79762	7.72162	9.47347	9.39713	33.86619	6.49100	7.77276	9.03584
0.08183	1.00000	7.53088	38.28402	34.5624	36.51826	76.42961		1087.71394	5.77568	9.27138	8.49133	7.54906	5.07270	46.50713	7.35870	8.69619	6.03697
0.07746	1.00000	7.54189	-37.65	-10.91722	25.53734	37.82190	16.62884	1084.34200	5.35228	6.30817	10.06746	8.56471	7.09132	54.57233	6.15342	6.64185	6.60084
0.09270	0.00000	6.82409	91.61356	26.44931	42.52328	33.26595	5.18673	1112.70987	5.65987	6.93714	9.49553	3.52204	4.60517	30.99642	10.17350	8.52400	7.32616
0.05361	1.00000	5.68125	123.758	10.20898	44.96534	44.45152	7.37976	1101.23689	6.64055	2.79714	4.70403	6.88349	5.57869	69.94992	8.12339	8.58898	6.65522
0.05328	1.00000	6.93440	115.88782	-32.05251	54.64555	50.96587	17.81865	1073.41027	7.58778	5.33182	7.40148	9.51812	5.59160	53.19651	7.07149	7.14266	6.44725
0.04401	0.00000	5.98908	100.04427	13.8196	30.73186	57.41279	8.21567	1116.24127	8.11340	2.88327	6.08069	10.21852	4.17332	43.17216	7.32364	7.39412	5.95325
0.48090	0.00000	7.82712	-74.28459	40.5576	46.84364	32.69525	10.82397	1168.74103	4.62651	6.92004	7.51309	7.11234	6.76214	55.69854	7.25272	6.47145	9.61610
0.16562	0.00000	7.41187	38.2739	46.7055	20.37510	37.72516		1105.27880	8.12508	8.73751	6.49879	9.68374	6.75233	39.28056	8.23146	5.43126	8.19169
0.03944	1.00000	7.58596	-94.41551	39.09112	52.16328	49.24399	10.29271	1118.84298	4.84433	8.31474	6.67792	9.79408	9.32606	70.52737	7.67092	5.97092	3.56992
0.04246	1.00000	9.29045	-94.74049	32.5007	39.75136	45.72841	2.32922	1134.34987	7.67673	5.84319	7.54767	8.31108	4.79982	55.99433	6.92064	7.78378	5.83204
0.27412	0.00000	8.99448	4.21372	51.12794	46.73136	38.17495	-1.61377	1109.48475	4.26503	6.34922	7.93478	6.89026	5.72729	49.52377	8.57480	8.43357	8.94468
0.05304	1.00000	7.59131	-116.21677	33.7207	55.77327	51.24306	2.20741	1137.18732	7.62172	6.66815	7.37596	7.84335	6.12569	49.09273	7.68390	5.71129	5.15749
0.07920	1.00000	8.42555	10.03478	37.16911	49.85961	30.52548	39.37633	1070.05866	5.46597	6.99261	8.56893	8.33643	5.52752	46.68143	6.77955	8.05080	6.14729
0.20995	0.00000	5.29778	117.81667	36.81667	45.48696	43.36309	31.13840	1118.34360	7.12361	8.78659	4.18141	8.69613	6.16149	54.44045	7.30446	8.05913	8.55741
0.05092	1.00000	7.98302	-116.97725	33.92946	51.36669	28.78789	18.19550	1117.25400	5.32714	4.90050	8.74141	7.62884	4.61453	58.83768	7.40862	6.90853	5.58276
0.06352	1.00000	7.71354	114.51667	33.78333	62.43491	34.81039	15.50987	1150.12192	3.92959	9.25481	9.85735	7.20134	5.29233	62.68548	5.73235	7.41301	6.19377
0.40133	0.00000	6.22110	123.758	10.20898	56.78240	53.66446	8.12688	1130.86750	4.33043	5.65196	9.92871	9.93018	5.41928	39.35263	7.75737	7.12471	9.43088
0.13072	0.00000	6.95492	-76.51552	39.32011	62.35546	27.94129	31.75429	1197.17502	7.69925	4.28830	7.42746	5.28453	6.03384	87.43576	6.53007	5.94667	7.98778
0.24015	0.00000	7.75415	20.91361	41.92361	50.53823	65.05017	6.80342	1191.07643	8.52041	8.52499	5.52037	7.43018	5.56167	54.39976	7.62464	7.80403	8.80155
0.06076	1.00000	5.63016	37.38115	55.63711	51.32101	52.34369	18.41596	1088.10041	4.14640	5.68590	9.91353	9.34170	6.49138	53.52487	6.30854	7.32315	6.57465
0.40675	0.00000	7.70335	33.72798	53.53395	33.31233	47.77409	36.07931	1050.52730	5.05058	7.97104	8.44519	5.07509	4.19630	83.39883	6.80619	4.77654	9.44839
0.06326	1.00000	7.04721	8.62118	45.44694	47.29789	38.56733	4.18833	1150.37989	3.64561	6.41164	6.05687	9.16094	7.71844	64.76554	7.06761	7.02721	6.67852
0.11717	1.00000	7.34724	79.87116	6.84019	35.93596	15.29737	7.66842	1099.48130	5.17625	5.93461	6.81710	8.69814	7.39892	52.08454	6.95025	4.38087	7.51737
8.84443	0.00000	6.96155	24.71204	41.57439	71.20517	30.84457	16.97182	1099.09317	7.47383	6.56839	6.50444	8.58958	5.99956	44.88464	6.62397	7.65635	12.66275
0.05369	0.00000	7.09349	-73.47429	40.68066	13.92891	47.80888	26.71607	1150.54114	8.12415	8.49925	3.52231	7.14263	6.53702	56.70109	9.04923	7.94916	6.60167
0.05049	1.00000	5.69541	34.02537	38.37255	57.35885	18.97267	7.82377	1099.61216	5.77309	5.58204	4.55086	7.79675	9.78271	42.82116	7.68894	6.88918	5.64815
0.07184	1.00000	6.87335	65.50917	44.85278	34.81597	58.25034	12.49527	1194.92178	5.73636	3.06475	4.11391	7.66230	7.17992	50.28517	7.80416	7.89028	5.92459
0.08478	1.00000	7.60458	-76.88442	40.2737	41.77272	37.09094	4.94371	1119.25267	4.23018	4.59571	5.48443	8.04561	6.09799	60.08894	7.51899	9.37375	7.25609
0.08712	1.00000	8.62731	38.01667	-5.41667	63.69121	51.20572	8.48491	1087.86644	4.67490	5.60123	11.36143	8.68424	7.28954	65.42706	6.91198	7.76699	7.29998
1.56397	0.00000	6.11196	145.13643	-38.16604	25.78551	50.78756	23.20282	1150.18926	4.23402	8.21906	5.94176	6.17681	6.95747	54.31475	6.60209	9.82297	10.91040
0.03724	1.00000	8.21027	85.83636	25.66795	46.64139	45.88684	-5.48575	1055.08162	4.94577	5.72766	4.77346	8.21555	11.25826	64.99300	7.02944	6.88575	4.15651
0.08188	0.00000	6.09978	-75.64963	40.24537	36.91807	40.76146	5.73626	1109.05289	9.06144	7.25269	6.38368	9.61092	3.80245	58.30833	6.06259	5.66115	6.98878
0.14142	1.00000	8.33828	118.53333	27.92333	58.76186	43.91810	20.39949	1084.96383	7.69581	6.83302	6.93966	9.72316	10.15387	53.59070	7.93443	8.20360	7.93896
0.05017	0.00000	10.17873	-101.2591	21.01858	68.11704	44.13152	1.96994	1098.11346	5.07405	6.29946	10.27661	3.35008	4.79133	48.67010	6.45150	7.82172	6.25874
0.10595	0.00000	9.39028	-118.10583	34.09611	62.91764	59.81454	24.77339	1080.30984	3.99554	7.54701	9.62197	4.61318	4.89984	50.86451	6.84243	5.45659	7.70339
0.08227	1.00000	6.53318	12.38878	43.1122	54.95790	31.44719	19.14228	1159.97700	4.03681	5.74658	5.36249	8.75562	8.60281	34.88732	8.79075	7.69788	6.30996
0.35422	0.00000	8.91135	34.75699	31.39547	21.05336	53.36740	15.15443	1120.89952	6.65819	6.64240	7.22452	5.11468	5.62635	72.57819	7.67339	4.66394	9.34351
0.06410	1.00000	8.16815	109.05389	-7.51611	42.10586	30.05940	23.66165	1157.59215	5.13666	8.07987	10.36474	7.62078	7.31124	63.62585	7.67294	8.70280	6.46329
0.27684	0.00000	7.86689	69.49015	56.11281	34.58925	41.35129	20.80866	1123.28887	9.51017	3.62760	9.26890	7.70241	8.49045	47.50565	7.31787	8.50719	9.00434
0.05795	1.00000	5.97988	75.06583	32.17629	61.82421	57.10546	8.36481	1177.03681	5.67395	8.90901	7.26090	8.61469	5.21449	80.64148	7.14661	8.21869	5.85401
0.15214	0.00000	5.90982	-73.0515	41.55815	41.92454	37.97482	24.39748	1173.94743	4.25517	7.08200	9.98387	5.70860	7.55587	55.55800	7.51226	7.69863	8.06220
0.05734	1.00000	5.61041	-4.21376	55.82885	54.16403	44.77878	22.87109	1167.34787	7.54907	7.90980	6.18206	7.53119	3.08700	51.61052	8.44806	7.56476	5.68675
0.06514	1.00000	9.08762	77.656	28.71271	42.47773	52.26999	17.66047	1186.08802	6.73833	6.33010	8.13112	8.94103	5.74199	53.34987	6.74474	9.42342	6.31380
0.05118	1.00000	7.44453	10.18527	47.98372	31.00739	31.54917	31.91043	1099.69553	5.20640	4.39929	4.26072	6.16137	8.10402	29.98363	6.86317	5.34543	4.39179
0.08310	1.00000	8.00907	8.63333	52.2	34.81366	29.12410	15.33293	1174.34796	5.51576	5.65581	6.57259	7.85187	6.04665	41.64951	5.61370	8.43869	7.39343
0.02076	1.00000	6.29053	74.80555	34.08565	44.03887	43.22896	12.48303	1103.73572	7.16204	7.00090	5.48354	8.50797	2.88832	56.65786	4.77286	6.34626	5.49744
0.87183	0.00000	6.87086	8.63333	52.2	47.71142	34.38081	-2.07253	1074.80870	7.84444	9.72023	5.26975	8.19383	6.26242	57.85932	6.67564	7.41510	10.29151
0.17525	0.00000	7.68279	102.42587	15.58552	50.94930	44.05402	18.97454	1071.13953	5.26004	5.77012	9.83598	8.14341	9.16771	56.83994	8.55431	8.39454	8.55412
0.02819	0.00000	6.75618	-90.10674	29.84576	27.27526	29.67808	12.77583	1121.54686	3.94521	4.93712	11.81815	4.36158	7.29889	71.83652	8.42173	7.38981	4.16513
0.05922	1.00000	7.81731	-90.10674	29.84576	67.55754	28.59820	5.00648	1139.48728	6.02195	4.53494	9.02573	10.13354	7.48243	47.57879	6.70674	6.74610	6.46097
1.28339	0.00000	8.23458	120.74221	31.64615	33.34284	37.21563	6.03010	1061.91314	4.88893	7.04125	6.45785	7.06429	4.15819	65.73841	6.83072	4.98596	10.69446
0.05045	0.00000	6.53547	-8.53778	7.57944	53.06464	35.33309	8.24933	1167.01515	11.36060	8.32710	5.82519	6.89905	6.76770	54.63612	7.07659	6.95096	4.48191
0.03993	1.00000	7.68989	-123.02621	44.99012	32.39107	34.28845	-0.80600	1114.40660	8.32818	8.80232	5.90738	6.33186	2.74075	49.52205	7.61339	7.63090	5.06765
0.07140	0.00000	8.08579	116.11768	24.28859	38.59152	35.36005	15.11696	1160.29224	7.21879	9.12709	5.36342	8.12580	7.88003	65.79531	8.13055	7.47245	6.80668
0.92797	0.00000	8.34391	10.58082	35.72917	29.41120	26.40813	20.70883	1097.24979	7.62938	9.17013	4.54761	7.28674	6.14359	41.60630	7.31637	7.22892	10.33710
0.06161	1.00000	6.06423	7.60872	43.78956	71.70670	57.86529	31.74460	1141.12846	4.99541	6.40000	5.62365	9.10397	9.06798	62.77936	7.22003	7.68086	5.43202
2.97146	0.00000	7.83808	10.78222	36.46917	59.82013	36.82796	23.42069	1057.60588	10.93310	8.75916	7.75046	7.59849	4.66587	52.92870	7.82864	8.74147	11.55791
0.12423	0.00000	6.28734	0.47713	51.39323	31.62074	55.95389	14.52770	1146.93820	9.50835	8.40687	5.50593	8.46189	4.91677	39.36431	7.36553	6.86985	7.98458
0.36240	0.00000	8.30416	19.91667	-11.78333	37.99963	38.23034	-14.11503	1055.66380	9.51494	8.94567	8.05028	7.72674	6.66712	63.73690	7.40885	8.21379	9.25683
0.10326	0.00000	7.36428	76.03889	18.18158	35.38146	42.68350	22.10309	1070.50949	10.09513	7.90633	8.54829	10.12373	6.44119	62.24404	8.12331	5.30504	7.50507
0.08133	1.00000	7.29435	-4.21376	55.82885	65.66085	41.67353	23.39781	1092.00208	3.66237	5.81747	12.52070	8.70863	9.84657	77.31862	7.12022	7.24976	6.65528
0.04435	1.00000	7.40877	43.91385	54.03876	33.71535	65.17386	19.05400	1075.39706	4.75170	8.04711	6.74826	12.67334	9.02187	49.87290	7.92353	7.53753	4.39632
0.09964	0.00000	7.32312	12.53463	55.67938	54.85042	48.68671	23.85885	1183.32334	4.48494	6.41895	10.00992	5.37317	5.72290	53.33279	7.00025	8.31222	7.14296
0.06655	1.00000	8.67077	29.41824	45.99194	46.31789	61.38418	19.47404	1078.83875	7.24287	5.37076	3.75305	8.32779	11.32844	52.49146	6.66029	6.34444	1.84863
1.90733	0.00000	7.04448	-82.00919	23.04419	41.55463	48.35735	-8.28135	1065.28723	4.46275	7.43249	8.65635	8.58639	5.49225	53.67296	7.91670	7.18597	11.09707
0.05466	1.00000	7.93001	-88.27205	44.27804	60.24803	42.96205	1.14182	1170.36789	6.72679	8.23957	6.06368	8.46910	4.89272	65.97798	7.56138	8.31561	5.08951
0.13837	0.00000	7.83253	136.61667	36.53333	61.54609	44.80785	33.29446	1176.91110	7.72442	7.66924	5.50826	9.35124	4.93405	43.85463	8.36370	8.28445	8.08036
0.33833	0.00000	7.24368	71.21169	21.59983	39.75850	39.49398	6.26129	1096.81280	6.29521	5.57083	7.14275	6.53911	7.68758	50.87683	6.85278	8.17066	9.26062
0.75530	0.00000	9.60335	-123.02621	44.99012	67.21341	52.23951	29.59244	1101.49215	6.59770	5.81153	7.18978	7.55143	7.34075	35.96113	6.32916	7.48187	10.14342
0.17298	0.00000	5.37965	20.89389	42.62833	55.13689	53.11375	14.25450	1129.37138	7.05288	8.42237	4.90256	7.67895	5.27572	46.56599	6.46605	8.04405	8.35790
0.05172	1.00000	6.67892	14.30935	40.92298	11.47939	58.95978	-2.03650	1172.50988	6.45209	8.38060	9.09881	8.02536	6.29496	68.63326	8.29727	8.47926	6.87999
0.08317	1.00000	7.15632	-85.76942	39.78504	31.85189	30.72953	28.43282	1132.40307	5.93265	5.25627	6.24327	7.97876	6.84584	54.97234	7.78509	5.15405	6.77093
0.03420	1.00000	7.00250	39.28333	-10.33333	43.38585	50.44062	2.95678	1125.55318	4.72743	4.28603	10.44856	7.75652	6.83306	36.94274	5.83812	7.26114	5.85038
0.09278	1.00000	5.59750	77.656	28.71271	55.96816	51.40108	-1.38367	1055.99370	5.96872	4.58541	5.32884	6.71842	9.45560	32.64545	6.72749	6.47113	7.20165
0.04533	1.00000	7.35012	117.55417	34.86472	23.67240	43.87661	13.25263	1067.40885	5.78949	2.73481	9.50143	8.42194	8.00187	53.04875	7.09177	6.54866	5.41321
0.07739	1.00000	7.70316	-100.88023	20.21322	41.52602	34.07556	-1.55570	1114.33551	9.45963	3.51885	4.44308	11.27592	2.64623	46.60666	7.14107	7.38217	6.71742
1.35321	0.00000	7.83073	6.26667	51.21667	53.34025	39.20924	3.18912	1136.92261	7.52995	5.67048	8.37543	8.48380	7.44921	49.87819	8.34990	7.95115	10.75094
0.05652	1.00000	7.59442	-117.14392	32.9156	69.08634	50.66338	11.45079	1165.80531	3.63589	8.54482	8.02521	10.49308	6.75365	50.70002	7.09361	9.55378	5.16023
0.08857	1.00000	5.71552	-120.00865	46.32374	48.06007	34.37625	-2.29401	1080.80676	8.41829	1.74002	5.91184	9.67130	4.29248	44.97110	7.30083	10.30361	5.41308
0.07408	1.00000	5.36047	-88.42814	42.16808	39.48054	42.92052	28.98698	1077.94393	8.09305	6.99996	5.87369	7.31884	2.45767	60.91613	7.50316	8.02950	5.16957
0.03335	1.00000	8.59561	-52.20639	-3.20333	63.95349	52.90877	17.01901	1189.35582	4.90700	4.43573	9.20645	6.65077	4.79714	62.63694	7.96813	6.71404	4.77795
0.07098	1.00000	7.26619	-84.62081	42.7392	39.91559	48.27216	4.22927	1109.06560	8.63777	7.34923	5.14005	5.85135	1.64225	62.08776	8.31621	8.49611	4.30854
0.08983	1.00000	7.25398	35.7	-7.76667	57.47296	45.40123	39.75785	1126.42912	3.77335	4.42129	4.95423	6.20004	6.34695	63.20193	6.89778	7.65609	7.07017
0.10402	1.00000	8.46237	-2.77259	37.49073	55.08948	42.46428	11.44961	1154.21318	4.61951	5.96642	5.97375	9.15257	6.10482	32.90136	6.61622	7.58997	7.07407
1.40050	0.00000	8.13755	-88.70464	34.25807	43.89079	35.58506	17.80592	1102.97192	7.21416	5.99051	5.71781	6.88878	7.76318	43.33405	9.63214	7.14387	10.79852
32.32599	0.00000	8.26499	142.45778	44.35056	44.06251	43.72309	17.79457	1195.28375	7.88199	11.03528	5.13139	5.21325	6.81145	55.20031	9.76435	7.27664	13.96245
0.07479	1.00000	8.10146	79.82979	11.93381	56.69597	30.92369	28.77963	1122.01593	6.96185	4.96040	5.19608	8.17215	8.83917	83.45404	10.06236	6.90143	4.78884
0.10752	0.00000	6.57635	26.97253	49.65186	32.55455	43.98650	7.00097	1192.34297	5.79999	6.24459	8.70704	4.41245	5.83549	53.17463	7.13060	7.52296	7.60965
0.05599	0.00000	6.55279	-95.36969	35.74788	39.61999	27.88882	15.54598	1095.72827	3.06375	8.18521	8.83431	0.58396	7.08282	65.53059	7.03867	8.24341	5.36663
0.08255	1.00000	5.44823	1.15597	51.78967	32.36232	51.91312	12.69855	1197.84768	5.58608	4.70996	8.91574	8.67318	7.00840	50.77271	5.91117	6.31228	5.46739
0.09283	1.00000	7.71666	16.43915	43.50891	57.61967	70.60335	25.43586	1057.41413	6.54470	3.91553	4.42364	7.01427	7.26821	45.96683	7.48618	5.85150	6.21569
0.04240	1.00000	7.18713	-8.33147	41.20485	31.55419	61.70638	4.52413	1150.16410	7.27253	5.46564	6.17655	4.72895	6.07735	68.76455	7.22004	8.21998	3.56612
0.06732	1.00000	6.68921	121.12251	14.62578	54.86872	48.48366	15.43998	1160.46444	5.85974	4.75700	4.70692	5.86356	8.88072	30.56575	6.63280	6.31197	5.83585
0.09800	0.00000	7.40270	-51.87389	-23.44361	58.95267	28.38547	18.12475	1102.70381	8.33477	9.20760	5.52629	8.73386	7.29276	56.03897	7.97106	7.35786	7.66969
0.33557	0.00000	7.77597	30.96755	49.07866	60.70545	38.17868	25.60102	1128.71946	6.28643	4.84247	9.14505	8.22530	4.44305	41.13469	7.23157	7.62281	9.24496
0.31495	0.00000	8.00036	4.91667	45.73333	67.58052	33.89394	11.97441	1089.99692	12.22558	7.88117	8.04456	8.45240	4.27016	66.89215	6.97563	7.66391	9.20062
0.09916	0.00000	7.03063	38.28402	34.5624	48.36512	45.96415	24.02721	1113.09292	4.97610	5.71698	10.50962	6.11505	5.10294	39.17125	10.15673	7.27765	7.19059
0.06789	1.00000	7.83239	-4.21376	55.82885	53.37559	29.48250	-2.23783	1160.21676	7.11939	9.21798	7.53371	7.79162	4.06761	56.13325	7.57012	8.29987	6.28657
0.07117	0.00000	7.72750	30.4347	-1.9487	42.08802	40.05474	15.10152	1095.88816	8.44159	7.06536	5.99661	11.21997	4.31301	50.18216	5.95949	8.11144	6.75522
0.36979	0.00000	6.05165	-73.86586	45.43341	65.35728	42.96388	12.83693	1124.78543	5.66830	6.15542	12.45091	9.10297	6.53244	48.82290		6.87124	9.36950
0.05709	1.00000	7.22258	9.22796	48.46458	60.80604	45.14124	4.57740	1084.98303	3.12665	9.21424	10.30144	6.51597	7.09066	30.44075	6.76208	7.56141	5.24762
0.08027	1.00000	6.72462	-0.29825	51.39148	42.35275	33.14499	25.39156	1154.76235	6.62017	7.74840	7.79872	9.63972	5.93483	60.39507	8.85577	8.55207	6.93343
2.81578	0.00000	7.56451	-74.96933	39.71734	61.45882	38.70288	21.98330	1056.89913		7.74617	6.68220	10.32686	3.96534	49.88537	5.18278	5.77458	11.50938
0.07000	1.00000	7.25581	-71.10077	18.20854	38.57221	50.16232	10.71301	1190.60173	4.72318	5.76122	9.72281	7.95020	7.84950	63.18002	6.16932	8.02544	5.23442
4.14674	0.00000	7.80254	153.10236	-27.50578	42.06959	30.36802	7.36902	1199.39125	8.06185	8.97031	5.10523	6.83412	6.25044	62.82200	7.40684	6.27626	11.89745
0.06138	1.00000	6.58420	37.38115	55.63711	36.51626	60.37026	13.30680	1084.87501	2.46113	7.48032	6.55932	10.41152	9.54150	70.36294	9.74107	8.04610	5.48083
0.06129	1.00000	6.95706	-70.20749	8.62261	39.44571	45.74030	26.98220	1153.15615	8.54324	6.98443	6.03278	9.73940	9.43113	34.65459	7.62182	8.27545	3.32677
0.05255	1.00000	7.39147	-71.29144	41.54566	39.12404	52.49465	12.02237	1097.06837	3.72020	9.70631	10.17071	7.38915	8.13718	72.29431	7.57146	5.79551	5.64008
0.05421	1.00000	7.93825	73.08333	19.21667	37.20368	24.37516	9.30265	1096.62664	5.75028	3.25212	7.73266	9.10579	5.24562	59.54533	6.86063	7.92830	5.06922
0.06586	1.00000	8.35751	-98.15529	26.18924	51.77584	55.59674	16.40637	1159.76439	6.04389	2.50170	3.08670	7.61001	8.77852	58.30473	5.95833	8.28521	6.77227
0.05520	1.00000	6.40832	2.31889	35.21222	31.39849	42.14630	20.28611	1087.32477	6.98594	5.58785	5.78131	9.02951	8.52773	50.57738	8.86632	9.31811	5.64412
0.03552	1.00000	6.34989	12.53463	55.67938	47.34093	53.68516	15.29273	1155.81657	6.45376		7.04946	9.50028	5.55807	24.30758	6.44860	6.94304	5.41955
0.06784	1.00000	6.53055	74.4818	30.21121	55.05817	52.05848	14.46862	1121.73463	2.96922	5.35502	11.13566	7.29237	7.90079	45.50907	7.20601	7.71196	5.26648
0.08180	0.00000	8.29435	24.75	55.25	63.45303	27.95757	12.26210	1109.75125	5.39357	6.19907	7.09083	3.75879	5.98290	55.63689	7.23694	5.65583	7.42190
0.14105	1.00000	8.33027	110.71639	-7.54972	51.96863	43.21855	7.37440	1173.18814	9.17639	3.03416	5.31693	12.58080	4.67396	34.20171	4.84734	7.15359	7.46655
0.05796	1.00000	6.39651	73.66633	25.92493	66.52895	30.93616	7.23115	1083.83275	2.97363	5.64067	5.25836	8.40966	9.10441	43.14509	5.63930	6.26003	6.28684
0.05010	1.00000	8.85724	84.13864	22.88783	51.94716	29.20979	6.37268	1118.94993	5.50960	6.47695	9.28642	7.93365	7.18404	47.24723	6.65790	8.72165	5.88182
0.05307	1.00000	7.68881	117.7	35.85	42.22957	31.67758	26.66929	1057.10705	3.91002	5.83784	11.70057	6.04958	8.61246	53.37065	8.32253	7.41175	5.10621
22.39654	0.00000	8.41574	-86.78777	33.44872	51.88713	32.59145	-0.80057	1175.05112	8.96490	9.98306	5.70290	7.07557	6.26317	40.51757	7.67016	7.66663	13.59447
0.34144	0.00000	8.67534	-70.6996	-33.59217	56.14360	33.99657	20.50381	1160.53656	4.07072	7.53225	8.74946	6.79798	5.32401	56.52806	5.81980	7.74791	9.26219
0.56795	0.00000	9.16178	100.48528	14.37395	47.60139	51.94725	15.70658	1133.96599	8.60944	8.70255	5.99106	8.78974	6.16507	57.00030	6.19190	7.13433	9.83310
0.04313	1.00000	8.07846	6.76111	53.16167	30.00473	52.80393	7.44098	1103.44920	5.51190	4.97845	9.86408	7.86749	6.19237	49.09894	8.95042	7.64727	6.14283
