PM10	CO	NOx	Pb	PAHs	latitude	PM2.5	PRES	SO2	H2CO	C2H3NO5	CH4	longitude	NH3	CFCs	O3	TEMP	warning
5.57771	7.66700	7.18515	42.10421	6.02014	39.96097	8.59783	1140.53532	8.26849	45.79129	0.09430	6.95027	-75.60804	9.11758	45.71890	10.70402	19.32474	1.00000
6.70813	6.96776	6.86972	70.13025	6.97676	41.57439	7.82352	1067.89898	8.40100	64.17424	0.09752	7.77342	24.71204	7.14512	44.92312	6.63698	25.20455	0.00000
5.89356	8.75443	7.57378	56.77841	6.19425	44.85278	6.66922	1087.33198	5.63623	69.80841	0.09636	7.24947	65.50917	7.34633	56.38019	7.91507	15.36640	1.00000
6.98830	9.76952	6.02864	17.68174	6.74994	36.65	6.82759	1167.18792	7.34195	15.10380	0.11845	4.33688	138.31667	6.84143	38.84130	6.88189	8.53825	0.00000
3.61381	8.49720	4.89595	78.77639	2.44929	58.1908	5.73024	1192.22714	7.82984	60.50754	0.05612	6.76618	40.17171	5.71063	66.69717	3.54838	19.39390	0.00000
8.27738	4.25305	9.37112	41.00898	6.54245	-29.2975	8.45118	1054.39777	5.20579	49.54827	0.21932	7.01387	-51.50361	7.94302	38.19168	9.60620	5.48462	0.00000
6.74279	9.02543	6.89067	57.26778	5.71360	35.8	7.64120	1136.46971	7.13559	23.52136	0.09498	7.28111	137.23333	7.72913	48.83294	8.90814	6.61446	1.00000
6.06190	7.16007	8.82735	58.10366	6.08717	36.6009	7.32342	1185.19004	8.16190	48.58153	0.12711	5.16933	126.665	9.11840	46.28578	10.57669	7.93814	1.00000
9.09397	7.65911	5.69646	44.98154	5.95593	40.58654	6.97818	1134.45086	8.47574	56.37271	0.44269	8.41448	-122.39168	5.18512	45.50926	10.82797	16.47523	1.00000
5.82552	8.01673	7.68162	58.70603	6.91516	15.46063	7.26011	1079.38776	6.85959	53.62860	0.12310	6.46653	99.89166	6.14097	62.27278	6.81387	7.94036	0.00000
7.41720	7.52302	5.86017	56.68325	5.42027	44.92801	7.11048	1135.18493	6.23571	48.25053	0.16051	6.77572	4.8951	8.12541	64.93543	8.50925	33.84878	1.00000
8.83674	9.06687	6.17882	69.46467	5.57777	50.76306	5.98002	1177.64674	6.46362	45.35616	0.35771	8.97193	-1.29772	8.40177	43.29582	7.89941	27.78929	1.00000
5.99682	7.35294	4.86692	44.51419	7.87311	46.1351	8.74764	1079.93487	8.75242	67.37156	0.10582	7.59341	-60.1831	7.09172	62.17256	8.10758	20.30213	1.00000
3.88744	9.41465	6.12741	45.84768	6.73923	51.67822	9.12322	1119.24535	5.06327	30.59051	0.08020	6.38692	33.9162	7.72720	54.33982	7.98936	-2.69584	1.00000
5.86243	6.68479	6.80537	52.87123	7.08197	36.24624	5.94226	1080.11738	6.71247	62.28731	0.10021	8.65787	139.07204	8.35411	4.84981	5.00967	2.80674	0.00000
8.36757	10.30143	5.05280	28.35775	7.45532	48.73218	9.49256	1065.71567	7.13117	42.26400	0.25365	3.06481	11.18709	8.56966	33.71105	7.31039	5.61875	0.00000
11.04919	9.32622	6.01042	76.14950	4.90282	35.48199	8.06050	1191.75452	5.81845	43.83189	2.79654	10.79980	137.02166	6.93856	54.10874	8.68791	32.62682	1.00000
5.14470	8.57262	5.92062	72.09759	6.14301	41.57439	7.94947	1085.16612	8.56075	50.26102	0.05501	4.46607	24.71204	6.83011	46.31544	8.44054	14.12766	1.00000
7.47358	7.76445	6.42089	48.36971	7.11967	41.72063	7.66537	1170.27940	8.67903	52.55222	0.16584	6.61784	12.6723	5.40625	30.96591	10.34307	14.97079	1.00000
5.93454	7.74063	7.84691	17.72950	5.86863	-7.54972	7.78352	1093.79092	7.09700	56.94504	0.07519	5.16640	110.71639	7.99039	48.63463	8.81778	22.72582	1.00000
6.50629	8.90740	5.08648	60.28777	4.33359	12.35275	6.57778	1078.06992	6.81302	33.87761	0.10353	6.26896	121.06761	6.89992	44.50758	6.45363	7.90795	1.00000
5.66553	8.96039	6.00864	43.67220	5.41012	50.74497	8.22018	1199.84340	6.02622	54.99765	0.07254	6.57573	3.20639	6.51902	67.08811	6.35260	23.33833	0.00000
4.90194	7.28642	8.47845	78.93192	6.31645	43.35071	8.27540	1161.10998	7.96673	45.27701	0.05902	5.29341	46.10925	5.20638	67.59254	8.40902	19.37049	0.00000
9.09292	8.16249	5.57297	64.91988	4.23730	26.2173	8.07199	1092.96239	6.45608	26.12975	0.43617	8.62673	-80.22588	11.35764	55.94547	9.70749	20.82381	1.00000
2.05926	9.75055	3.60395	54.79880	8.22439	37.08819	7.13781	1062.79162	7.03925	39.46962	0.08140	8.06474	-8.2503	6.93336	20.42164	10.02988	22.06095	1.00000
6.47318	5.80201	9.74555	52.00771	5.39940	41.15376	7.18561	1053.14631	5.23951	36.00712	0.12466	7.05064	-87.88754	7.16861	35.25579	9.42499	21.71113	0.00000
3.96436	7.64426	5.47450	33.43614	4.94413	-28.44917	6.48188	1102.76960	7.13269	59.11379	0.09579	7.99183	-52.2	7.27493	52.62001	9.39078	-2.38020	1.00000
3.85024	10.53064	3.92194	49.94509	7.41014	37.19723	7.51991	1166.20033	7.16091	56.22504	0.08472	5.87966	122.05228	7.14507	44.88844	6.99371	25.88955	1.00000
6.25654	8.00516	6.24626	47.11468	5.02898	51.84819	7.31434	1085.91657	9.32242	37.45674	0.09020	6.15515	1.26738	8.44116	77.09443	9.35130	24.47107	1.00000
8.10606	5.80773	9.78692	35.86470	5.29837	46.1351	6.90044	1140.30206	6.60560	43.30187	0.21307	8.58538	-60.1831	7.98629	40.01794	10.68283	11.10747	0.00000
4.10354	6.95805	6.16099	35.62932	4.23151	30.16688	6.99801	1136.11235	8.58195	46.55775	0.05019	9.90101	-96.39774	7.64304	54.33966	4.74899	18.99859	0.00000
11.16320	9.16586	7.27571	34.05240	3.90693	25.13915	8.43661	1119.86595	7.96255	43.25674	3.08512	9.13482	73.06784	7.83194	44.82177	10.36253	6.34151	1.00000
3.52435	8.14481	5.41617	38.80065	6.50841	41.15612	7.37628	1126.27539	6.80588	32.71938	0.11030	6.40981	1.10687	9.70304	46.27354	9.92424	13.58011	1.00000
8.19412	7.85014	7.02004	53.50042	6.32544	51.78967	9.27231	1051.11458	6.03718	54.67898	0.26485	5.79101	1.15597	7.77629	50.40925	10.06467	23.65335	1.00000
5.65419	10.06667	5.50866	41.03490	5.29990	51.20219	6.10768	1199.15343	6.57056	37.95449	0.06479	4.67824	7.36027	5.34048	44.67859	5.45345	13.38331	0.00000
5.81127	7.78892	5.34376	47.05995	4.20660	44.31771	7.37012	1058.82351	9.42032	36.07993	0.09421	7.77647	9.32241	8.02845	43.69119	5.14286	-0.62305	0.00000
5.99361	11.52522	5.17161	55.72697	6.40216	28.98002	7.27033	1165.35620	7.16103	40.02980	0.11224	5.15988	77.70636	8.96422	23.98146	6.05552	4.10009	1.00000
7.16058	7.94014	6.04591	46.24218	6.83887	50.82882	7.19737	1071.04832	9.13834	70.74887	0.16013	5.21982	-0.32247	7.38993	26.12397	8.83151	13.85368	1.00000
7.07232	10.54840	8.81025	75.40591	8.36059	3.7278	7.19994	1139.64410	8.36428	37.69644	0.15742	5.38645	98.6738	9.23957	51.38611	9.43721	12.36245	1.00000
7.32336	7.03233	8.88359	42.68559	6.68128	53.43333	7.00482	1130.03577	7.32694	80.02895	0.13619	7.68447	-7.95	7.94727	29.09166	9.54327	23.23081	0.00000
9.35266	6.86321	5.06545	52.78590	5.78607	42.8139	6.43456	1051.67082	7.13842	62.69148	0.54953	8.00615	-1.64295	7.33125	35.36472	8.83768	14.40991	1.00000
5.33001	6.22690	9.11422	59.55622	4.66893	19.32889	7.24134	1122.78809	6.07943	48.75194	0.09779	7.27093	-99.32556	7.00724	60.15978	10.03277	24.45512	0.00000
6.59653	9.67944	6.55503	28.47737	8.65535	41.27194	7.57223	1145.52983	7.92007	76.51341	0.10108	5.27578	123.17306	10.06087	44.74639	6.71981	23.57139	0.00000
4.67980	7.55766	6.27037	48.63996	6.08046	3.7278	7.28851	1059.07906	7.23071	23.76007	0.06427	6.66523	98.6738	7.70862	45.66450	10.58871	-7.97994	1.00000
4.64911	6.06317	8.44263	51.01271	5.68576	26.68451	5.81734	1199.39919	6.70187	82.32228	0.05514	6.37286	-80.66756	7.82396	43.17012	9.10493	-0.21973	0.00000
6.03689	4.50031	9.46055	69.46817	6.48172	7.06273	6.74307	1052.20828	5.69039	19.50418	0.10439	6.42600	-1.4001	6.98722	39.32005	8.46101	25.45443	0.00000
11.25935	7.13766	5.11555	67.21066	8.02524	34.06635	8.41050	1171.92266	7.06979	65.66515	3.40820	9.18127	-84.67837	8.99263	25.13210	8.21658	15.47947	1.00000
10.75374	8.77322	6.98238	40.00542	5.65358	26.68451	6.44829	1160.02323	8.18838	68.08114	2.06285	8.87375	-80.66756	8.41623	31.55930	12.92636	9.05656	1.00000
8.84710	8.94786	6.66422	79.92584	5.33464	53.0233	7.21264	1190.27406	8.08415	65.16342	0.35925	8.68894	-1.48119	7.33144	53.15289	10.30694	17.19971	1.00000
6.03987	9.45347	4.25014	55.38666	4.33078	7.83389	8.23062	1162.02263	7.43875	48.20152	0.11292	5.78408	-72.47417	8.41750	28.50283	4.48996	3.88558	0.00000
5.73878	10.17825	4.51798	38.63704	8.40712	3.7278	7.71925	1182.04787	6.67142	67.17446	0.10804	4.82198	98.6738	6.43985	44.67811	9.79498	12.26879	1.00000
9.90508	8.95225	6.84308	54.09546	8.84223	45.50369	6.55839	1108.95907	6.56929	45.15306	0.93375	10.00297	11.412	8.45376	19.07785	11.56126	13.07121	1.00000
1.96678	8.31868	7.99114	44.86062	8.30096	24.41288	8.12701	1068.47096	7.73340	54.28214	0.06221	7.12311	76.56719	6.89572	50.45280	10.26302	17.66431	1.00000
4.35742	9.29851	6.01503	47.20246	6.28838	3.7278	6.89698	1135.12821	6.14700	62.09883	0.05612	8.84730	98.6738	7.82186	51.68833	8.54583	18.99511	1.00000
11.13334	6.02412	4.36259	39.19411	8.30093	37.13548	7.91819	1122.09873	9.70171	54.35478	2.99795	9.20455	-3.67029	7.14312	41.59240	7.69343	17.74313	1.00000
5.60681	8.71737	5.31085	63.75696	6.49510	2.41669	5.99383	1176.51450	7.63093	59.24433	0.09646	6.40461	30.98551	5.09163	42.46107	8.54547	9.47019	1.00000
8.34192	9.30181	5.11324	66.13407	6.01082	34.4833	3.94418	1126.44244	7.19992	38.26703	0.25110	4.51235	136.84186	8.87813	40.97013	6.91163	14.62519	0.00000
4.88517	10.01168	6.52498	26.63606	7.94292	-0.35817	7.48798	1079.55749	7.35289	74.08590	0.02510	6.59777	42.54536	7.10206	47.90668	10.01299	28.19297	1.00000
5.04624	10.25170	6.32770	35.46684	7.01032	31.28092	7.41373	1146.58053	6.30643	37.19861	0.06504	5.12605	74.85849	7.63645	36.48671	7.73349	20.41267	1.00000
6.72286	8.39523	6.80675	46.95461	5.14355	46.65581	9.54437	1156.35048	7.37967	50.62688	0.10654	6.51824	32.6178	8.22799	55.18749	7.88007	25.12854	1.00000
5.46565	4.99849	7.14224	33.63104	6.25014	16.0438	6.62565	1078.91353	8.93143	50.52230	0.11880	5.57688	120.4861	6.26476	33.91139	7.08203	-6.30490	0.00000
3.94412	6.88594	7.22491	39.24233	4.81983	29.22254	5.60274	1122.06268	7.88783	43.10211	0.07165	6.18423	79.5286	8.23707	45.69137	8.31520	19.63802	1.00000
8.85295	10.76498	6.45536	47.85363	5.23271	11.86064	7.56463	1055.59933	7.09934	63.63046	0.37801	6.58842	9.0027	7.56028	49.29431	6.91878	30.86364	1.00000
8.49458	7.56627	5.96975	33.76689	9.23000	10.20898	7.57730	1052.95082	8.17942	31.27804	0.29071	7.34991	123.758	8.49987	46.31241	8.45156	37.81892	1.00000
10.20574	8.78033	7.89965	50.69365	8.50545	-54.8	7.86658	1074.80657	6.48085	51.07526	1.22502	6.97039	-68.3	8.20401	52.17080	11.42570	2.65973	1.00000
8.86827	8.14756	5.39750	34.49213	5.18575	38.68712	6.30371	1067.48365	7.99227	49.55390	0.36838	8.67476	-4.10734	7.36120	45.86018	7.07859	15.56109	1.00000
5.85656	10.87003	3.05890	57.27830	7.33021	10.13361	8.66810	1088.38822	7.57276	25.98043	0.08545	6.26693	124.84472	5.48823	53.00714	9.73154	7.05909	1.00000
6.37576	8.57030	6.14370	15.90366	6.84891	34.86472	7.65215	1185.11426	6.50609	67.92047	0.07162	5.93366	117.55417	7.56891	32.44339	5.40884	17.80192	0.00000
5.77927	10.05508	5.08556	45.63357	5.79749	53.77166	7.30713	1140.75328	9.00516	64.73787	0.06677	4.13386	38.12408	7.99935	45.65605	5.66967	21.87910	0.00000
8.17398	9.45904	5.68066	41.13314	5.83371	41.20485	6.99494	1137.20674	7.87195	47.01320	0.23257	6.25602	-8.33147	7.86395	44.53615	9.02500	17.51411	1.00000
5.81660	7.61072	5.52497	44.70796	5.09422	42.93369	6.77851	1181.99093	7.36537	27.26582	0.10266	7.26984	-72.27814	8.94239	47.95919	5.94722	23.30865	0.00000
6.63567	8.04516	5.27223	63.60529	4.64706	23.49668	8.27365	1095.08327	6.98364	41.03120	0.12432	7.61599	86.68363	7.49911	69.50712	6.91901	7.50768	1.00000
8.52718	10.78444	4.99167	46.61066	7.92441	50.06	5.64214	1196.45347	6.20906	45.66928	0.28455	2.88215	43.2379	7.94342	45.85014	7.17038	31.99170	0.00000
3.61160	8.49166	4.92009	58.26872	5.81009	-11.78333	6.64237	1175.25879	6.59802	37.88724	0.06198	6.46438	19.91667	8.01670	61.45934	8.06696	23.67858	1.00000
7.33344	7.81121	7.31989	60.21162	5.09575	32.54278	6.73018	1114.68320	7.98406	47.04242	0.13915	6.33046	111.50861	6.44533	28.49375	8.35323	13.19614	1.00000
5.23632	10.27214	4.93167	18.21270	4.60080	36.53333	7.08513	1067.85100	8.83440	51.29638	0.04036	7.35058	136.61667	6.87859	35.16182	6.82663	11.30935	1.00000
8.52347	12.39160	8.74267	67.17041	3.37258	44.99012	7.29699	1092.45265	7.00489	61.61951	0.26418	8.68947	-123.02621	7.34354	33.59209	9.66521	23.22031	1.00000
6.56291	9.99337	6.46924	77.80692	7.88220	-34.74785	6.97653	1073.89207	6.25780	61.97649	0.04384	4.23846	-58.70072	8.06125	43.62160	6.51544	10.15719	0.00000
6.48771	9.45677	5.87600	42.24515	6.47630	19.32889	8.24528	1113.64147	7.34714	34.84961	0.07863	5.25477	-99.32556	7.42427	65.55652	6.58513	19.86474	0.00000
11.16096	8.07414	6.45755	44.73393	5.06371	53.78333	7.12083	1143.54864	8.04880	60.91601	3.11528	7.87400	-1.06667	8.82552	33.95274	6.67704	4.80931	1.00000
5.76477	7.18156	6.48809	81.27789	5.67803	38.58894	9.43577	1131.05432	7.74771	65.97077	0.15091	9.19235	-89.99038	6.89878	76.37621	6.02460	20.41268	0.00000
5.99324	8.77696	5.30273	54.02633	5.80538	55.8736	6.38978	1126.26040	7.32026	39.80361	0.11759	7.17073	85.4265	8.08506	32.43892	5.87029	19.36545	0.00000
4.70546	9.11844	5.68896	53.14646	4.82553	46.1351	9.04624	1155.19979	7.46328	68.46633	0.08419	7.29669	-60.1831	6.97663	39.29931	5.73488	5.29545	1.00000
11.15667	10.26666	7.48448	49.20978	4.38165	2.41669	8.50829	1167.99234	6.60725	77.12044	3.06056	9.91225	30.98551	7.04278	27.93774	9.72977	17.70227	1.00000
7.23846	10.97020	6.22464	50.24540	7.65060	12.95629	8.26286	1118.36078	7.96701	38.40134	0.12931	7.93432	78.27539	6.78194	39.65725	10.02007	21.84232	1.00000
9.19603	9.84152	7.11643	34.97564	5.70941	4.02219	6.96486	1188.99381	8.06159	60.65664	0.49783	5.53043	101.02083	7.76354	53.62991	8.76224	15.66717	1.00000
7.96789	7.44440	6.94210	66.52189	5.19894	11.84962	8.09562	1089.25595	5.57616	47.02890	0.18241	6.01180	-86.19903	6.63084	61.12556	9.25599	23.09239	1.00000
8.86506	8.43549	5.28096	32.64547	6.72013	53.6052	8.38583	1098.59769	7.84417	42.19130	0.36774	9.19743	10.03988	6.51731	41.17713	7.13956	14.81157	1.00000
5.76921	9.78083	7.09253	23.28117	6.49359	52.68333	7.00942	1196.60982	7.02028	34.84057	0.08337	4.52450	0.93333	7.46752	35.65042		34.42156	0.00000
5.61079	5.63383	8.79694	52.42453	3.80825	43.32686	7.34049	1183.31068	6.97743	61.74921	0.05072		-2.98884	8.28791	25.71821	9.83506	21.34719	0.00000
5.84647	7.13553	3.96727	44.57616	4.99692	-19.72806	6.03786	1104.64209	8.64885	52.76246	0.10906	7.96628	-50.19556	7.75617	44.74516	7.21347	15.70872	1.00000
8.26816	4.61742	8.93735	53.41299	5.02986	40.58654	7.58677	1173.27162	8.17021	37.44680	0.20782	6.09810	-122.39168	8.19409	63.93913	8.88709	13.97878	0.00000
5.39141	6.28398	8.05463	40.21152	6.11656	48.43174	7.60606	1114.21868	7.33823	64.49528	0.09290	4.85081	17.8031	7.17992	46.87304	7.68589	6.89549	0.00000
8.49728	8.67730	6.43716	45.17959	4.71014	43.16547	6.62491	1091.25165	7.70052	49.64582	0.27671	7.71242	-77.70066	8.34571	24.57083	8.33859	20.02222	1.00000
2.61753	8.80792	9.09236	56.14470	9.89425	47.48444	7.19136	1160.05617	8.62196	46.89250	0.07765	5.29589	36.25361	5.96056	36.74956	7.53066	-5.44523	0.00000
4.07115	7.64674	9.62290	65.90410	6.55847	41.1053	7.72580	1101.69168	7.38890	26.46052	0.08441	5.34558	-7.32097	7.86066	50.07151	9.24786	18.98885	0.00000
12.54457	10.25689	7.86775	66.39737	3.82428	24.05979	7.31034	1139.43628	8.66404	53.45912	12.07553	10.35289	77.40858	6.52903	29.93281	10.46168	-9.36054	1.00000
5.18741	7.41142	8.80587	29.41933	7.04945	51.08468	5.86899	1164.36241	4.72218	47.72510	0.07281	6.06135	7.11393	7.59492	49.71875	6.20437	9.10506	0.00000
5.24334	7.82178	8.41483	38.54951	8.12122	33.72255	6.98076	1100.75559	7.60065	71.04725	0.08743	4.34021	-116.37697	5.61134	63.06027	7.35960	8.56832	0.00000
7.94600	7.49146	8.69171	66.96356	6.55599	56.85836	7.02564	1139.91864	6.37816	49.23060	0.22692	7.43572	35.90057	9.02379	34.23404	9.48029	2.06419	0.00000
4.07122	6.18514	11.09973	30.85498	4.52881	58.7002	7.25585	1134.47788	6.42815	62.90583	0.07795	9.69505	59.4839	6.22516	42.64737	11.97995	19.27068	0.00000
9.12495	8.26159	6.77436	19.49610	7.10005	20.14298	8.58133	1096.17447	7.07424	47.08290	0.47150	4.69252	-77.43532	7.88956	60.00743	10.24271	26.27555	1.00000
6.06237	6.23290	8.68912	37.40532	7.10223	-4.24444	6.07867	1080.62800	7.06629	37.30456	0.10916	5.60720	-42.29444	7.80488	47.71309	8.18294	11.18082	0.00000
10.91232	10.46947	7.55113	75.30284	3.05195	2.41669	6.97527	1086.61291	7.19024	42.93973	2.40156	10.60560	30.98551	7.73376	49.87348	11.61653	5.00448	1.00000
7.24213	8.82784	5.15302	55.25967	6.95324	32.50611	8.94895	1171.42177	7.74380	39.96767	0.12249	9.71034	120.14278	6.63833	79.53607	8.02885	14.88952	1.00000
5.25210	7.44272	6.41390	49.41340	5.77439	44.80477	8.65160	1067.41090	7.35026	77.40463	0.08317	8.73911	-0.59543	7.03577	70.29089	5.08081	26.20320	0.00000
5.78231	9.60774	5.14347	60.92032	5.23647	45.9836	8.44121	1075.13236	7.36261	23.42022	0.06623	6.05207	12.70038	7.92095	38.81533	4.44333	-1.59537	0.00000
8.34951	7.95107	5.18914	72.76711	6.91441	34.77453	9.08787	1051.01316	5.78928	15.94790	0.26649	8.84442	-96.67834	7.14899	66.46539	8.14629	27.20527	1.00000
4.74723	6.65494	8.11436	71.34570	6.06399	-1.26753	7.90356	1076.14913	8.72532	63.53662	0.05997	5.90752	116.82887	6.40452	41.62511	8.89397	30.93396	1.00000
5.65755	7.48798	6.83724	61.01612	6.26338	-8.99167	8.39842	1093.27999	8.20523	57.96183	0.05286	2.94408	125.21972	6.53692	32.38752	6.25857	12.27392	0.00000
4.65657	5.75240	6.85281	56.77530	4.79293	-30.60106	7.14035	1191.39295	7.90061	71.46554	0.07630	5.99602	-71.19901	7.34547	29.90803	7.68198	10.52600	0.00000
7.62817	6.21778	6.34708	77.50707	5.96846	2.41669	8.01657	1119.81455	5.22796	59.33644	0.13311	6.44027	30.98551	6.76334	45.85584	11.26489	12.74622	1.00000
6.22771	9.09464	7.24348	59.05506	7.42465	33.52253	7.52263	1104.29331		70.75215	0.10407	5.99208	-117.70755	6.49721	51.64261	9.68701	5.36709	1.00000
8.92682	7.81345	7.29429	50.34705	4.92027	36.53333	6.63077	1115.15519	6.09146	38.29739	0.42336	4.47814	136.61667	8.06633	69.04661	7.97247	26.46060	1.00000
5.63218	7.19388	8.83520	50.78576	7.86121	38.58894	7.56139	1148.88354	8.23172	75.67676	0.09600	6.84372	-89.99038	7.61360	46.15387	8.49575	14.03531	0.00000
6.97414	9.30739	7.04062	58.46906	5.88915	53.49389	6.89121	1063.57814	6.81413	79.57074	0.09700	5.51578	-1.29243	8.50181	41.12990	8.18297	-0.22567	1.00000
5.96705	5.66400	10.80133	49.94345	4.53447	42.30865	7.12615	1095.22764	9.22538	51.89448	0.13659	7.63098	-83.48216	6.89353	41.31110	10.96628	23.08876	0.00000
3.94457	7.57844	9.48825	60.43870	8.54732	47.83333	7.53042	1194.63276	7.12301	37.51870	0.07153	6.84522	59.6	10.24235	44.61218	9.31476	9.98333	0.00000
7.74467	9.09396	5.66947	54.90736	7.37098	40.63316	9.21131	1054.57184	6.03889	50.09865	0.16107	4.77776	-74.13653	6.78824	56.48492	7.52238	15.74941	0.00000
4.78147	7.67457	7.42669	21.22497	4.82829	40.24537	9.32015	1059.11442	7.97608	27.84330	0.08702	6.29051	-75.64963	9.86527	77.75172	5.36366	7.88120	0.00000
8.73423	8.62000	8.46521	59.45261	7.10941	3.3285	9.34684	1181.43279	6.76373	76.48841	0.36995	6.41401	99.1625	6.13000	62.90369	10.83973	5.51034	1.00000
3.85479	9.15587	6.56486	54.21517	5.15221	16.0438	5.85780	1130.28544	8.83049	53.34525	0.07175	6.72772	120.4861	6.97819	38.38973	4.93288	11.00678	0.00000
6.93425	12.25421	6.16705	39.64238	9.10742	51.955	7.10537	1088.12625	8.57839	44.76561	0.09477	4.84972	5.22778	7.32960	58.79766	9.06335	28.21936	1.00000
6.60179	9.75927	3.88827	52.33800	4.17084	-14.66463	6.48624	1101.22930	6.37090	64.30307	0.10007	6.27955	-52.35558	8.23647	29.25559	6.47726	11.72370	0.00000
9.86867	7.73409	5.25587	41.41109	5.03454	9.57046	8.28709	1057.42691	7.50897	26.28226	0.90793	9.41644	76.32756	7.96936	51.85588		15.53688	1.00000
7.90890	8.40443	5.13066	32.22106	8.09025	60.02427	7.16705	1124.33757	5.75629	68.36476	0.21487	9.15682	30.28491	6.59326	47.73793	8.48396	21.10489	1.00000
9.56036	8.72033	6.70783	53.19962	6.25134	40.66482	7.29995	1089.41809	5.84944	43.75478	0.71626	7.90638	122.22833	7.04415	52.26479	8.78883	16.84689	1.00000
4.56744	5.09221	9.35392	35.98927	6.41633	43.86682	5.24732	1156.76018	8.59854	56.31790	0.08447	7.10037	-79.2663	6.95875	36.13350	9.22034	13.14742	0.00000
7.72947	6.60813	9.78749	46.97234	6.38363	41.09822	6.27841	1105.58864	7.00054	54.76082	0.13815	6.06983	120.74792	7.72960	64.35214	9.68943	3.11204	0.00000
3.55927	6.09248	7.41978	42.69209	6.55623	-13.7804	5.03365	1060.34103	6.52389	53.54246	0.12539	7.12140	34.4587	8.42983	43.88701	8.07333	8.19350	0.00000
3.01605	7.90758	5.19956	58.95667	5.62420	7.50251	5.48281	1150.84714	7.00624	56.40064	0.06736	5.61874	5.06258	7.30746	59.64406	8.16051	13.09576	1.00000
6.89200	4.43889	10.00338	43.43918	5.50545	-13.7804	8.48505	1198.75044	7.19329	58.15584	0.12210	6.06965	34.4587	6.71045	49.96091	9.12993	-3.13378	0.00000
6.26780	8.67714		30.73591	4.89539	28.90054	6.34624	1125.01942	5.41629	30.65914	0.07428	5.50229	-81.26367	8.09775	47.38773	5.80427	13.24028	0.00000
6.78936	8.98102	5.83862	54.69717	5.43340	50.18545	7.16612	1101.86717	7.11388	64.58488	0.11821	8.46493	27.06365	6.03827	54.07816	8.58001	29.73509	1.00000
7.82317	9.16316	8.55682	61.81692	6.26067	-4.16694	6.55143	1172.23846	6.11427	47.85209	0.17682	7.07243	-40.7475	8.24552	17.71664	9.94759	25.85550	1.00000
7.93989	11.13350	7.07869	44.71271	4.19609	-26.93366	6.92783	1165.11287	5.13349	37.72660	0.20990	9.27914	29.24152	7.83537	56.28531	7.21306	10.67527	1.00000
6.13089	10.68734	5.49353	28.14300	6.58087	59.80917	7.68136	1134.43900	7.80193	53.94813	0.09632	3.41557	30.38167	6.73655	36.41199	6.00921	29.38994	0.00000
7.25354	8.50815	6.82558	50.50866	10.13633	-19.7625	6.29989	1100.70150	5.92269	28.11436	0.17256	5.35749	-44.31389	8.51059	59.01051	6.36457	27.13010	0.00000
6.15336	9.58922	4.70408	57.52715	5.15470	38.68712	9.40465	1195.02342	6.78677	49.01454	0.07529	5.10880	-4.10734	7.29685	22.05023	5.07948	21.28684	0.00000
	7.90461	8.42200	40.34124	6.59253	23.49668	7.19171	1119.50889	8.50719	53.89004	0.08930	3.51440	86.68363	8.84120	26.66611	7.09187	8.56587	0.00000
8.50266	7.60183	8.86320	50.67355	5.27646	8.35122	7.84812	1158.36054	8.47577	60.57852	0.29534	5.54328	-62.64102	7.05123	46.76215	9.46022	23.55201	1.00000
4.66466	5.51282	7.95810	16.33962	4.28500	52.2	7.54361	1115.27479	8.08466	37.79271		6.84571	8.63333	7.42429	40.39484	8.63665	8.31740	1.00000
4.03577	6.98336	9.38680	56.37835	6.64627	47.90771	6.61628	1062.79488	7.24329	62.00163	0.06360	7.15062	106.88324	6.04952	38.71381	9.40738	8.17685	0.00000
5.96715	7.54367	3.85484	56.04174	6.94746	44.43579	7.44928	1081.83355	8.15533	68.37732	0.11041	9.13545	26.01649	7.70955	35.84237	8.41751	10.45297	1.00000
6.01476	10.12681	6.92562	43.40135	7.90719	14.93333	8.20720	1085.51113	6.35945	36.36090	0.09854	3.89547	-91.11667	6.00279	41.27902	6.16384	-0.37669	0.00000
9.12003	8.29229	6.42544	37.18481	8.10978	53.63333	7.65579	1081.18917	6.16172	42.54459	0.47244	7.51151	9.85	8.48263	36.70100	7.48754	6.87947	1.00000
4.93952	10.91019	6.85240	41.27120	7.02649	36.08497	6.22897	1085.60328	6.15774	47.25841	0.07098	6.75544	9.37082	8.64275	44.50047	7.85884	3.87554	1.00000
5.96527	8.78126	6.42439	54.23789	6.45873	42.7392	7.73537	1134.59827	7.65459	54.96223	0.09467	6.97960	-84.62081	6.12778	58.72286	9.50320	16.95177	1.00000
4.77245	7.89204	6.63105	30.18565	5.08121	41.84364	5.61671	1151.24636	7.31553	56.43047	0.07093	9.01117	-87.71255	6.48604	44.80909	5.67077	14.36320	0.00000
5.60504	9.15932	5.04054	57.71477	4.44822	32.5007	9.07524	1097.67099	6.28030	58.81867	0.09197	5.95088	-94.74049	8.64900	58.76162	5.85747	13.83000	0.00000
5.55827	8.12541	5.01097	68.39710	5.07269	50.06	6.70249	1153.45172	7.98624	45.93233	0.09528	7.12241	43.2379	6.95664	43.66387	5.30587	25.96546	0.00000
7.31204	9.28342	6.86247	52.67563	6.52443	45.78071	6.32595	1077.09750	6.97831	53.17893	0.16506	7.36806	12.84052	5.37208	31.51296	7.44938	2.01508	1.00000
