CO	CFCs	warning	Pb	C2H3NO5	PAHs	PM2.5	latitude	NH3	PRES	longitude	CH4	PM10	NOx	SO2	O3	H2CO	TEMP
9.25004	55.61479	1.00000	54.17795	0.21043	7.45229	7.25240	-7.0981	7.45584	1095.65147	109.3243	8.70515	7.94341	6.88540	5.61555	4.24230	44.54860	35.51117
9.35268	38.47777	1.00000	48.55116	0.15251	8.13006	7.24056	36.21544	7.27058	1130.78414	65.93249	6.51953	7.36651	8.53835	5.58799	5.18985	63.82272	26.96925
8.50520	46.83680	1.00000	37.25357	0.06858	11.06210	7.00064	41.57721	5.38436	1051.64133	-93.71133	9.08568	4.77454	11.17653	6.75552	8.53471	50.69717	
4.56725	25.78654	1.00000	38.65723	0.20667	8.24307	6.88777	24.05979	4.44837	1172.00115	77.40858	7.19067	7.63022	7.82786	7.53244	8.82411	52.71934	17.62176
7.68508	73.63640	0.00000	30.95175	0.15990	7.21387	8.66191	39.09112	4.22012	1184.23882	-94.41551	7.96401	7.40259	11.54446	7.07425	7.97139	44.71073	27.38382
8.33586	44.07789	0.00000	24.56828	1.11692	8.57562	7.47384	35	8.06298	1101.11181	136.51667	8.23687	9.81769	8.42861	10.36003	8.86616	45.35428	13.46332
10.71088	70.99519	0.00000	55.81263	0.43409	8.80162	6.68858	61.78491	9.46170	1124.76471	34.34691	7.88242	8.67645	8.96682	10.17573	10.89169	43.77869	31.49955
10.37163	27.07737	1.00000	54.91935	0.25896	7.51726	5.87103	42.8139	4.59049	1095.38360	-1.64295	9.21134	8.02083	7.59371	9.20956	6.15278	41.58704	14.97186
9.91454	41.99513	1.00000	57.95712	0.16472	7.60317	9.56604	-7.0981	6.06395	1109.62942	109.3243	8.12833	6.90436	10.18715	7.04297	6.87984	60.68774	15.33217
6.54265	29.56635	0.00000	21.32636	2.07248	7.97019	6.94276	-11.48472	6.75394	1082.69804	-37.93278	9.69393	10.49072	6.93162	6.71416	10.28963	49.37477	12.80757
9.37771	67.36303	1.00000	42.09718	0.11789	8.27276	8.05800	36.61954	4.69313	1133.16063	4.08282	8.56196	6.05978	8.63395	8.36467	7.47290	51.95285	31.81513
8.65885	46.17380	1.00000	51.26535	0.07401	6.08619	7.25068	-10.91111	5.04645	1182.35691	-37.07167	7.05555	5.64113	10.90612	5.88012	7.18561	35.68493	16.62825
6.27191	62.70862	1.00000	31.37887	0.15039	7.98946	5.63353	19.04222	5.22977	1099.32959	-98.11889	8.02889	7.18093	7.97470	9.40422	8.90591	42.31095	8.15940
9.52573	38.49878	1.00000	55.27287	0.16497	7.37880	8.65919	41.85059	7.71877	1089.26284	-87.882	7.88149	6.93221	12.32515	5.71083	7.15069	23.54225	13.39395
9.06485	33.22302	1.00000	54.05717	0.15524	8.17454	6.63036	40.63316	6.42082	1112.82174	-74.13653	8.57670	5.41207	11.76697	5.67400	7.80702	39.71291	0.08055
6.58479	33.07878	1.00000	49.30047	0.39682	7.01361	6.52419	-4.16694	7.41856	1101.54920	-40.7475	7.65336	8.59674	6.15519	9.23626	8.75257	55.45124	25.41015
9.08126	33.14126	1.00000	41.65687	0.23031	7.80089	9.41263	43.86682	8.93792	1081.97623	-79.2663	5.76216	7.60637	7.71981	4.47789	4.32016	88.10443	30.14311
8.46001	89.28415	1.00000	38.04418	0.07744	6.43267	7.88664	28.71271	5.86246	1131.67132	77.656	9.25665	5.92939	9.46689	7.15241	7.43897	59.89968	21.77910
7.32367	80.30012	1.00000	37.45712	0.30542	8.00203	8.64762	48.79325	5.24669	1079.04016	2.29275	6.72176	8.26032	6.24986	9.81947	9.25310	35.19925	2.04627
6.50177	48.29581	0.00000	50.45806	0.12968	8.52455	9.81861	20.88197	2.68125	1055.72407	85.83334	7.74430	6.22584	8.36290	6.15429	10.95876	48.66347	31.60732
5.75203	51.13789	0.00000	38.31883	0.62371	6.11666	6.96970	40.63316	6.92627	1184.48077	-74.13653	9.28347	9.24392	7.83301	7.30228	9.55494	67.00020	4.52281
10.24955	42.63816		47.24894	0.31429	8.34379	7.71274	41.55947	9.83702	1073.19434	14.66737	6.31253	8.12232	9.07903	7.86633	9.47598	28.95688	16.84846
11.48764	30.31669	0.00000	45.63405	1.57776	6.16821	8.81383	14.46693	9.50681	1105.27225	75.92694	9.45987	10.18962	8.48533	10.52147	9.96962	55.15222	29.68739
4.45317	36.72794	1.00000	56.97250	2.45180	6.35168	5.84399	53.16167	8.37423	1147.89461	6.76111	8.29563	10.66634	4.53148	6.64034	7.44908	52.13422	21.34403
6.26499	46.85852	0.00000	22.43789	0.41171	7.42593	8.55183	32.44874	8.55781	1058.12682	-99.73314	5.59886	8.66735	7.25062	9.20640	9.60071	60.04148	7.40998
5.82471	27.67608	0.00000	47.10757	1.45430	7.73223	5.68232	51.4781	8.77005	1079.94084	57.3552	8.92968	10.08897	6.98605	4.79260	10.12831	64.92489	12.30568
9.64829	51.69424	1.00000	41.68373	0.17867	7.22179	6.95747	32.50611	4.47031	1127.62807	120.14278	7.06759	6.91775	6.23252	7.13362	5.08978	64.74961	26.48862
5.10199	37.20030	1.00000	33.01921	2.76710	8.38589	6.63371	25.67927	3.77673	1187.86170	-80.31727	9.34345	10.77151	5.89992	7.22731	8.54887	55.27651	15.85810
6.30156	69.97390	1.00000	40.15389	0.66505	5.88559	8.36891	64.5635	7.06607	1097.95576	39.8302	8.05729	9.27807	6.98660	8.93782	10.07417	78.29624	28.29306
5.86888	14.52736	1.00000	45.59404	0.43070	8.73767	8.92008	52.59319	5.20637	1135.35828	13.32127	7.03107	8.73960	7.31909	8.63031	9.18570	34.58640	-5.17148
5.41840	69.08383	0.00000	38.41352	1.38278	8.26554	7.30573	41.82143	4.55538	1121.46013	41.77921	9.23438	10.06352	4.96862	4.95919	11.05774	42.35689	0.43216
4.76678	55.40889	0.00000	53.79348	0.34653	7.55123	6.77266	33.98154	8.82949	1105.50767	-81.23621	7.69102	8.28527	7.36959	3.47217	10.07705	28.51203	10.56915
7.67204	53.43687	0.00000	7.11000	0.15483	8.35104	8.44352	48.15659	10.48283	1097.63641	28.28489	6.78764	7.00638	11.20838	6.38021	6.52432	60.70866	16.44482
6.61346	61.45232	1.00000	47.32597	0.19460	8.86112	7.41258	38.96372	5.30129	1186.34219	-76.99081	7.83316	7.49911	8.10263	9.63011	9.96004	36.21326	24.66044
4.12800	54.93417	0.00000	36.32999	1.75930	6.87884	6.23378	31.82539	8.39055	1065.20634	72.54064	8.05627	10.33727	5.82965	4.78676	9.72654	74.91654	14.74371
6.73971	66.23542	1.00000	40.12348	0.09682	7.66572	6.35863	5.90702	7.14407	1101.78975	116.10146	9.87960	2.90238	9.87106	4.34686	8.25313	52.20978	17.41225
9.49620	80.46022	1.00000	41.84796	0.15229	5.64071	7.33075	11.12018	5.50805	1113.87909	76.11996	9.67477	7.12127	7.85435	7.14523	5.78399	52.52181	15.01608
7.98129	59.28601	0.00000	38.04176	1.03804	8.10705	7.05148	45.44694	7.37024	1123.40852	8.62118	8.24793	9.70938	7.09872	8.72299	8.63055	42.85749	-0.41607
10.35605	43.02260	0.00000	39.59258	0.23319	8.25869	9.43350	40.11583	9.19702	1168.63677	67.84222	6.97264	7.51244	8.78442	9.88453	11.17360	36.50057	-2.92225
5.53558	16.91409	0.00000	39.63001	0.22557	6.76777	8.81525	53.78333	7.94966	1188.52144	-1.06667	7.62200	7.98221	11.23034	5.90172	6.58419	31.73402	16.15061
11.07237	32.90405	1.00000	61.87586	1.31494	9.81594	6.78101	37.73222	8.66102	1055.85418	115.70111	8.94593	10.00267	9.67197	5.91839	4.16300	36.65290	25.66526
8.84387	72.58423	1.00000	80.56837	0.08987	7.31208	8.15823	50.75	4.19949	1164.13616	2.25	7.85907	5.09421	9.27546	7.61982	7.88396	55.17122	15.68015
6.79452	25.67753	1.00000	48.04115	0.94941	8.62402	6.90028	51.21187	6.29965	1073.82723	4.25633	7.38368	9.62090	7.47857	9.47356	10.36628	59.45418	21.52558
6.83324	33.67692	1.00000	43.01443	0.41295	9.45904	7.06836	41.27621	6.71730	1074.85531	-72.86843	6.44106	8.73211	6.74961	9.44014	9.99560	59.22149	5.02014
7.71054	33.66303	1.00000	44.42149	0.18254	8.86816	8.64376	43.1009	5.23005	1076.97386	-75.23266	10.27130	7.66946	4.58903	10.18561	6.12661	50.90446	9.98536
4.75511	62.35631	0.00000	37.47184	1.01751	6.77043	6.75945	10.66668	5.11129	1159.50288	-61.51889	8.07824	9.71960	4.68311	6.78860	11.25692	38.69875	-2.27772
9.63223	53.05722	0.00000	52.47906	0.61722	9.57482	7.30896	51.40148	9.84125	1116.35954	-1.32471	9.43011	9.20889	9.73925	8.81519	8.92204	46.21517	16.66769
7.83609	45.29428	1.00000	44.48432	0.57651	8.82331	8.11408	8.62261	5.98173	1157.49376	-70.20749	7.65898	8.97464	8.77633	10.78234	11.65802	69.03053	5.65053
9.47079	42.29587	1.00000	58.59740	0.29672	8.00193	8.15214	-36.9256	7.91388	1197.01447	-73.02841	6.95120	8.26058	6.26700	3.81160	2.72410	47.55723	25.54554
7.39189	65.32760	1.00000	50.40209	0.24261	8.22840	8.03350	-54.8	7.00965	1106.13922	-68.3	8.86118	7.78172	6.11135	10.09946	8.63434	60.66938	25.73928
7.94973	26.13397	1.00000	48.47609	0.38916	8.34803	6.95500	51.30001	6.01821	1146.04520	13.10984	6.79898	8.57903	6.06054	10.50312	8.77682	57.62589	25.94800
5.45164	46.56510	1.00000	48.28125	3.35350	8.10329	7.67058	7.62789	7.77477	1138.54524	4.74161	7.60790	10.98383	7.01078	7.96177	10.29495	33.36498	30.73657
7.70803	51.47749	1.00000	51.85762	0.10358	9.65774	7.97419	14.53767	7.28810	1095.45673	46.83187	8.13887	6.38019	6.49465	10.67135	8.62842	74.29091	14.86219
5.81379	32.06589	1.00000	64.61523	0.90665	8.95080	7.38545	45.99194	5.92241	1111.19769	29.41824	6.31265	9.57049	5.45110	8.18595	7.73297	47.63338	15.37931
9.76968	64.68133	1.00000	49.20168	0.14504	8.65256	8.50691	52.41667	3.66265	1159.47221	0.75	7.21492	7.04879	8.69188	8.46381	6.64246	54.15386	13.46683
6.24774	26.54435	0.00000	43.03897	1.82145	6.74104	8.71515	33.43443	6.69478	1092.53515	-5.22126	6.85815	10.34321	8.69276	5.52898	8.69479	51.83429	5.51558
10.09287	33.98716	0.00000	59.96914	1.25044	8.11227	8.21378	45.53929	9.07731	1103.27850	-122.38731	8.46053	9.92239	8.66470	10.04674	9.82450	62.00911	25.98600
9.04794	49.47679	1.00000	40.82335	0.14909	8.06312	6.62551	41.14676	7.11203	1117.91702	-73.49484	5.65424	6.07607	6.71084	7.76402	6.70953	74.57339	16.75593
7.31151	60.22014	1.00000	31.43868	0.48977	6.33212	8.70500	40.93121	7.03737	1122.70098	-73.89875	9.00418	8.89094	5.84210	9.85401	8.58974	68.45888	7.22190
5.77321	43.22038	1.00000	55.14009	0.76694	8.78568	7.38501	55.38752	5.94366	1105.75635	36.73307	8.34267	9.38819	8.44052	8.65537	10.79036	45.51878	12.90747
8.57269	53.93715	0.00000	23.11899	0.42897	7.30342	8.29231	43.86682	2.34592	1141.56388	-79.2663	8.16889	8.76728	9.57311	8.14606	10.70305	49.08288	15.49498
6.50121	60.03465	0.00000	46.35045	0.82682	7.47672	8.20182	28.71271	8.23724	1126.61537	77.656	7.32771	9.49846	8.94297	7.89545	6.40321	50.21516	7.89457
6.79731	62.33220	1.00000	38.18390	4.40219	6.71457	8.02022	39.09112	5.40734	1189.49036	-94.41551	7.98909	11.25606	6.43678	9.08778	9.46550	58.17834	14.65332
7.80241	37.62716	1.00000	25.00276	0.19806	7.91032	8.24501	19.04222	5.38243	1145.24140	-98.11889	8.96722	7.53555	7.08006	10.62539	9.30706	51.35509	15.65336
6.63868	49.94313	0.00000	51.17641	1.36566	8.36558	10.67733	37.13548	6.11152	1095.93205	-3.67029	7.83288	10.05249	8.65380	8.15209	9.37247	55.16500	18.86279
8.97905	58.77128	1.00000	50.36179	0.18820	8.05830	8.72599	25.66795	5.18883	1142.20238	85.83636	7.85601	6.19891	8.34357	7.26579	6.67775	35.77142	21.42392
6.71033	34.42111	0.00000	38.96706	0.33385	8.60899	7.83881	34.65918	5.75980	1079.25510	109.22921	7.21385	8.32074	8.73350	6.29326	9.75264	56.34483	4.77179
6.23224	31.47542	0.00000	58.29912	0.19065	7.76595	8.92752	11.00599	10.41603	1066.02788	77.5609	7.40809	7.78803	12.00375	6.03176	7.02582	80.44556	0.43762
8.15562	49.15631	0.00000	46.79818	0.32445	6.97882	8.79192	37.60876	10.24652	1095.06353	-77.37331	6.27277	8.23019	11.02799	7.59285	10.47703	30.98313	1.05053
8.34539	31.52252	1.00000	41.18879	0.14650	8.00846	8.01277	36.76775	5.82200	1118.87234	2.95924	7.17976	6.90544	5.97588	11.05094	8.40656	52.49516	18.73031
6.89524	36.81525	1.00000	65.36970	1.14666	8.98692	5.43970	4.2475	7.43079	1053.15705	9.00472	8.02264	9.81165	7.09541	9.61050	9.75127	54.75737	5.20736
9.27358	38.73665	1.00000	63.85140	0.29508	6.76905	6.46017	53.46506	8.42380	1064.64473	-1.47217	6.57814	8.04586	7.04600	5.06146	4.01899	77.73178	11.72754
9.82768	54.25525	1.00000	44.02337	0.16181	7.90349	7.75938	25.92493	6.13533	1174.82194	73.66633	7.94986	7.49129	8.59630	7.78363	6.34194	58.31694	22.12976
10.65966	61.63236	0.00000	39.47076	1.04845	8.59992	8.65704	14.95472	7.87561	1102.54412	120.89694	7.19995	9.72098	6.94281	11.21672	10.61960	48.65870	28.18599
8.17778	11.91820	0.00000	59.83985	0.72438	7.78556	8.31186	59.33333	7.65186	1171.01500	18.28333	8.14510	9.33261	11.54259	4.59241	8.53205	46.52830	12.63367
7.74546	41.52181	0.00000	36.60701	0.94965	8.45295	8.33880	-24.19436	6.53178	1141.59593	29.00974	7.65383	9.65289	10.21406	7.02824	8.96215	63.11374	22.15800
9.18531		1.00000	34.89755	0.16425	6.61958	8.24034	20.21322	7.56931	1129.53887	-100.88023	9.04960	7.10696	6.59323	7.54853	5.89595	42.72806	16.62474
8.89494	33.12069	0.00000	54.22612	0.71099	8.48347	5.25840	55.63711	8.73836	1052.55492	37.38115	5.14037	9.33655	9.11859	10.41763	9.30765	54.71636	11.98278
4.96855	43.79545	0.00000	22.04823	0.32620	7.97632	8.43496	43.41949	9.32807	1122.07335	77.0202	6.89465	8.38765	9.63850	5.87854	7.93041	58.17106	9.23160
9.05278	19.89020	0.00000	23.26739	7.72726	8.74514	10.42275	34.09611	7.88573	1059.76557	-118.10583	8.51812	11.83202	7.57440	10.33001	10.99959	77.92994	15.98935
7.40902	32.73272	0.00000	49.71953	0.68946	8.16641	7.10997	41.77583	8.32712	1087.36674	140.73667	7.33609	9.32960	8.89002	8.83442	7.71136	48.47000	28.50930
8.52159	42.00006	1.00000	43.90951	0.11577	7.32243	8.01340	-22.9	7.65517	1113.16228	44.53333	9.35267	6.45919	8.70580	6.05217	6.32662	42.51307	17.98636
5.82714	34.28901	1.00000	39.55310	0.54192	7.32571	9.88439	-17.74431	6.60898	1079.67169	-48.62789	8.01426	8.95450	4.94313	8.27187	6.81284	39.26729	18.45696
4.24080	29.19338	0.00000	54.58420	0.18366	5.48020	7.16914	45.53069	7.76869	1115.06399	9.40531	6.90053	7.08372	9.35244	5.46547	7.65067	33.92477	23.12786
10.18721	43.41759	1.00000	26.50883	0.18711	6.81374	6.04109	55.8736	6.36292	1197.93647	85.4265	9.07157	7.42752	12.59054	8.97494	8.65073	36.56502	15.21447
7.32741	18.82620	0.00000	53.62786	0.29076	8.69872	8.54330	53.14657	7.14349	1116.75239	140.72287	8.29708	7.97975	10.76588	7.06680	9.31703	63.99914	28.85576
10.26270	72.37258	1.00000	39.87411	0.36008	7.59688	7.61423	51.26	7.89065	1091.73573	-2.1875	7.64997	8.35131	9.49162	7.24451	5.98253	68.49743	5.22727
7.42903	61.09721	1.00000	42.36275	0.69654	6.93862	7.12021	50.23019	8.63320	1139.30820	8.77155	8.40165	9.34636	6.99228	10.16847	10.34967	43.80913	29.98020
8.77153	40.76750	1.00000	66.21368	0.07909	6.24088	8.99424	14.95472	6.14438	1072.42195	120.89694	7.18078	6.17684	10.01875	5.99603	6.72244	57.25659	18.87538
6.69768	40.08796	0.00000	53.62660	0.22064	7.23711	7.96186	41.27621	9.75765	1096.71398	-72.86843	6.60352	7.42973	10.83805	6.07558	8.07707	60.42777	17.40196
5.19781	27.26923	1.00000	37.79437	3.13722	7.20615	6.48749	13.70167	7.22766	1109.73550	-89.10944	7.84819	10.90193	6.28966	7.57991	9.33168	56.50081	-1.77475
8.98611	45.31473	1.00000	49.80158	0.17593	7.93705	7.16846	30.17746	9.10346	1133.52736	-81.38758	8.72400	7.44040	7.41449	3.02399	3.46933	52.58129	20.13063
9.20572	52.71533	1.00000	20.76460	0.14447	7.84988	8.58579	48.35149	4.35993	1120.23867	8.96317	6.12184	6.65422	7.39269	12.09158	9.77088	47.85251	11.57750
9.35610	81.11767	1.00000	46.42814	0.18225	7.62704	6.37746	36.24624	7.00307	1164.48711	139.07204	7.97938	7.34658	7.62200	5.66788	4.89764	60.85969	11.89979
6.46410	4.59151	1.00000	59.36180	0.10877	8.22645	6.54928	57.14369	5.33574	1092.05838	-2.09814	6.60749	3.13836	7.67333	4.28222	6.87173	59.50800	20.28125
6.44269	32.27350	1.00000	38.00651	0.21104	7.84968	9.58826	43.62558	7.32735	1129.97989	13.39954	7.50389	7.62725	7.58797	9.61955	8.60897	62.99424	27.64165
9.55774	58.37797	1.00000	31.98321	0.17570	7.52961	8.43015	55.1904	6.30880	1156.54206	30.2049	8.51566	6.52663	6.10637	8.67281	6.61854	31.77494	27.64864
8.78290	50.26194	1.00000	70.03555	0.16593	7.82159	9.94691	33.42585	8.06620	1196.16729	-6.00137	8.84058	6.94065	8.85076	3.72260	4.65619	53.61835	10.88999
10.50944	47.54539	1.00000	39.72258	0.61462	7.67574		40.68066	7.98984	1095.77267	-73.47429	8.52089	9.11071	10.36696	6.32347	5.17528	58.84400	23.56445
9.97911	44.85055	1.00000	64.56598	0.11816	7.57850	8.51541	34.56861	5.49243	1056.71334	105.89333	6.47665	5.99791	7.37246	12.94204	10.28703	38.98625	10.17986
6.04560	64.09938	0.00000	60.70411	0.54443	7.42319		37.1759	6.91237	1077.72555	128.9889	8.09712	8.89352	10.02383	7.26843	7.69357	48.42695	9.69783
7.77338	39.75696	1.00000	51.42949	0.08952	8.03247	7.98376	20.88197	3.74583	1059.01590	85.83334	6.49298	4.11230	9.11406	5.60822	7.23252	56.31572	1.52602
6.96915	55.79394	0.00000	47.96804	0.68209	5.79134	7.49731	32.17629	8.02833	1138.72911	75.06583	9.14834	9.27525	10.32019	5.88253	9.06874	63.28134	4.47991
8.00925	44.47197	0.00000	39.13182	1.22707	7.83476	7.60206	20.88197	5.27003	1133.01637	85.83334	6.83228	9.92633	10.41183	8.68340	9.41012	68.68903	16.85512
7.47199	68.45071	1.00000	51.32610	0.07476	6.39843	7.24572	15.48131	4.82679	1112.56569	-86.57415	6.21955	3.83588	7.23766	5.22437	6.63204	48.47742	5.58370
6.55950	33.99751	0.00000	65.85024	3.53526	8.12328	8.79871	-22.92306	6.16397	1198.19929	-53.13722	6.81645	11.03892	6.13221	7.13833	11.05167	37.51612	26.57909
6.81452	42.45549	1.00000	59.99728	0.25823	8.86248	7.35919	25.75728	5.87964	1191.54542	75.37991	8.83038	7.90266	6.47812	9.51068	8.74384	55.25455	12.88897
8.09127	68.41529	0.00000	29.49247	0.32444	5.75625	9.02180	45.9836	9.30290	1163.28846	12.70038	5.82299	8.24749	9.77510	7.83992	8.76566	73.38600	17.29712
8.56329	45.90509	1.00000	39.15996	0.21342	6.96662	9.07915	-23.85972	9.03970	1161.74942	35.34722	7.66926	7.37853	6.87954	11.61245	9.42147	61.83006	11.32372
4.80367	37.40927	0.00000	42.65716	0.44635	8.70403	7.21755	-25.42944	8.77664	1145.75928	-50.00639	7.55450	8.75680	10.89640	4.15996	5.86863	55.70643	13.73519
9.06504	17.62400	0.00000	61.49005	0.47042	8.53233	8.41474	24.81757	9.71472	1191.96536	84.63445	7.86130	8.77220	9.73555	8.37238	7.75134	55.25437	26.36545
5.28800	39.26642	0.00000	58.42712	1.22142	5.82133	9.10038	51.40944	7.64395	1085.35180	46.04833	6.47296	9.94029	8.11696	6.51911	9.01711	51.18225	-15.13487
6.28816	25.20033	0.00000	48.96978	0.96395	8.11590	7.45834	32.87533	9.96999	1165.71994	71.57118	6.52911	9.61899	11.90392	8.03582	8.13272	44.05339	7.53782
8.03351	37.38933	1.00000	60.40314	0.29466	7.66416	7.32473	30.35028	9.66359	1081.31478	112.19028	8.55409	8.21215	9.73581	6.61611	6.59850	44.20200	8.86405
9.27456	40.70381	1.00000	33.59700	0.10906	7.47271	7.22358	-44.39672	7.15918	1169.76529	171.25364	7.16619	7.05684	4.65853	6.20305	4.28955	58.39156	19.62630
9.66285	47.68114	0.00000	45.93609	1.56102	8.04553	7.10713	-6.8	7.94781	1130.85500	39.25	7.14655	10.19842	7.32440	10.39533	9.55247	44.15376	1.00951
7.90310	58.52469	1.00000	64.27409	0.08558	9.16344	7.01555	13.44581	5.81609	1168.70503	101.18445	4.99137	4.38363	9.50850	5.21261	7.29984	71.67586	6.16738
9.45319	32.88069	1.00000	56.29644	0.08504	6.02016	9.98663	53.43333	3.79314	1088.85497	-7.95	8.31823	5.06872	10.96508	8.33841	8.89259	64.79816	-5.12498
9.67891	31.10404	0.00000	47.34171	0.33536	6.93212	8.06202	48.98333	9.27773	1102.32434	2.61667	8.98837	8.55628	9.49373	10.25913	7.96943	55.62538	29.90018
5.63812	60.63099	0.00000	41.60964	0.45866	9.41483	8.00238	32.42067	8.45217	1092.31408	-104.22884	8.20664	8.82184	11.20594	6.37085	6.64393	59.24054	26.99058
7.31001	28.55358	1.00000	32.81183	0.25378	6.56119	8.52041	-10.91111	6.29757	1092.78743	-37.07167	6.82255	7.90476	6.04168	10.04707	7.83759	45.79491	11.55518
6.74511	45.48835	0.00000	34.64409	1.33727	8.96696	6.76618	40.5576	6.74274	1074.79747	-74.28459	8.45521	10.00791	5.85462	9.21196	8.30667	66.13158	25.44762
7.45809	50.03724	1.00000	33.11741	0.48672	7.71658	7.74837	33.54428	6.65840	1189.90762	-84.23381	8.38413	8.90167	7.01564	10.21238	9.49907	64.10883	17.23556
5.37591	37.26693	1.00000	65.03640	1.42938	7.50132	7.83336	-21.205	6.82429	1109.16192	-41.88778	9.11769	10.06824	7.22857	7.99167	10.01160	46.34393	32.05631
7.09098	23.37720	1.00000	53.29515	1.62446	6.22445	7.71422	10.7375	7.05241	1158.14604	122.9666	7.74690	10.22327	4.87050	9.44032	7.08139	62.16674	18.85013
10.33017	63.98257	0.00000	58.87503	0.96765	9.43828	7.96267	36.08497	7.95986	1068.52726	9.37082	6.96977	9.62166	7.18847	11.24346	9.30775	47.87959	13.94516
6.84459	53.72724	1.00000	43.89408	1.10061	8.66340	6.51725	-3.5403	8.63094	1067.68225	118.9707	7.55406	9.78488	5.19594	9.20827	8.72187	48.14898	12.17380
7.07982	58.81866	0.00000	50.05186	0.15176	7.47685	7.83750	42.819	7.97842	1109.65671	47.1192	6.62342	6.48191	9.27213	9.81552	10.72643	47.12460	13.98791
8.35969	70.56630	1.00000	75.48606	0.30463	8.18529	8.47080	25.13915	7.08198	1082.89564	73.06784	8.47687	8.13042	5.95230	11.01491	8.70293	52.31738	30.05746
5.90105	48.96546	1.00000	41.66001	0.30619	6.41962	7.30967	41.55947	7.75364	1172.14137	14.66737	9.10567	8.24490	4.41874	8.40874	6.20826	48.34883	
10.85252	58.17373	1.00000	58.56338	0.94715	8.92777	5.84869	42.06166	7.88028	1080.81790	-1.60452	6.77059	9.60808	6.90819	8.47318	4.81576	45.94257	14.90376
9.58265	19.47834	0.00000	53.23355	1.98920	7.55694	9.05035	-0.35817	8.13251	1104.25169	42.54536	7.43047	10.45114	7.20393	8.97688	10.09285	35.06497	23.61618
9.75107	22.16488	1.00000	69.16849	0.27387	6.93175	7.82823	39.22493	8.53860	1120.70663	42.85693	8.15865	7.95195	5.53173	12.45498	8.53624	62.30354	36.13620
4.99703	58.36485	1.00000	28.84100	1.10175	9.21314	7.41814	22.49396		1120.67033	-105.36369	7.82756	9.79977	5.12298	7.25062	7.29779	59.64530	10.19001
9.78689	47.26142	0.00000	40.43665	0.27720	7.81816	7.58426	46.32374	8.23808	1061.54835	-120.00865	6.52048	8.19202	7.77171	9.90499	10.46349	42.71866	21.75818
9.31968	41.09910	1.00000	35.21221	0.09815	7.27652	9.29161	6.9909	3.68508	1162.08637	79.883	8.66605	6.09095	7.29913	9.25570	7.29243	43.82667	2.62933
9.16701	45.34735	1.00000	33.01511	0.13562	8.17392	8.19943	-4.16694	5.38107	1151.18318	-40.7475	6.23108	6.37143	7.93500	7.57034	6.61246	43.48139	19.71988
13.53994	43.70041	0.00000	56.76768	2.44089	7.62213	8.24221	-15.675	7.00030	1105.08859	-38.94722	7.83944	10.68387	3.90708	12.64081	9.93098	40.26523	-11.98939
7.26851	46.39850	0.00000	42.21340	3.60536	8.24918	8.86599	-10.33333	6.99521	1162.40633	39.28333	8.32312	11.05954	6.65669	8.36491	6.07373	66.39474	17.71334
9.92702		0.00000	39.67005	2.88292	8.03141	6.08671	25.66795	8.80103	1050.97594	85.83636	7.25859	10.83051	8.63540	10.61936	9.49336	67.82871	20.06504
5.17378	26.93980	1.00000	29.06610	1.24299	8.24321	9.77356	47.48444	2.97150	1076.17377	36.25361	5.80713	9.91396	8.28435	7.60667	11.66588	52.06916	12.71844
9.32178	48.26171	1.00000	41.94017	0.13055	8.44218	8.41612	43.62558	6.08024	1136.60210	13.39954	6.61144	5.82442	10.35359	7.71206	8.12958	71.10587	15.95685
3.23077	36.89275	0.00000	35.05836	0.68195	8.04396	7.23481	8.79577	10.79007	1189.53877	-75.69947	8.27853	9.25875	8.25830	3.88777	6.97507	19.75427	14.70537
9.23949	67.90585	1.00000	44.10920	0.19540	8.07059	5.28539	38.96372	7.64932	1106.11841	-76.99081	8.02323	7.38900	6.25030	6.03159	4.62543	42.92539	20.04053
5.91832	55.70364	1.00000	24.35635	1.71984	7.57037	9.72888	30.17746	5.20920	1144.11824	-81.38758	8.95504	10.29964	5.83276	8.24554	8.11716	55.42425	-0.77491
8.62213	56.74415	0.00000	53.19984	13.90270	6.63702	7.05644	7.62789	9.20046	1071.98299	4.74161	8.16738	12.42976	9.29902	8.88386	6.60501	60.96228	26.04265
9.19469	74.05281	0.00000	48.62066	0.13747	7.82694	6.69146	42.22718	10.49914	1170.54983	14.39024	7.32518	6.97655	11.43152	9.66207	9.62114	60.94942	18.09166
4.53930	52.06576	1.00000	27.67787	1.56168	6.97100	7.80583	11.00599	4.76356	1167.28065	77.5609	7.66734	10.17890	6.56523	6.91255	8.99885	30.61767	8.50551
8.34682	40.95710	1.00000	56.07960	0.13526	7.90252	8.70511	14.62578	6.44574	1160.62507	121.12251	9.78383	6.95721	6.59587	11.20278	9.00618	50.66193	3.11207
4.25154	63.59492	0.00000	67.71743	0.37633	7.16095	9.22513	26.67319	6.38616	1197.21820	31.4976	6.97405	8.42383	5.64010	6.29980	10.33521	70.30343	1.43541
5.95095	27.25028	1.00000	55.33281	2.40386	7.04173	7.52466	36	5.29034	1145.21424	139.55722	7.15666	10.62455	6.61037	8.42391	8.65799	43.99701	32.15972
10.53784	10.42423	1.00000	63.90741	0.46057	8.11612	8.02251	33.03699	9.18164	1119.75997	-117.29198	8.12862	8.76341	8.25177	9.09084	10.79915	32.91466	9.76458
