Pb	H2CO	warning	C2H3NO5	CFCs	CO	PM10	NOx	SO2	PM2.5	PAHs	CH4	longitude	NH3	PRES	O3	latitude	TEMP
58.38731	50.49005	0.00000	3.90494	76.78572	6.23920	8.22526	5.01836	6.50181	6.64757	8.58615	7.58688	77.9129	7.43081	1092.07975	6.51670	25.6439	10.17250
45.87867	62.40409	1.00000	6.11733	76.29164	5.10876	8.66931	5.84535	10.75229	6.68083	8.53730	8.64600	-8.33147	5.18880	1186.34062	9.72169	41.20485	9.09160
50.08643	48.94835	1.00000	3.56303	72.59384	9.63811	8.32032	8.57585	5.54821	7.49218	6.51275	9.04682	-115.98391	10.81265	1191.73939	6.81075	36.20829	19.46943
73.50369	66.47365	1.00000	1.54758	68.18294	7.43178	6.51335	7.59135	10.02554	3.73590	7.40935	8.42579	-76.72803	8.39468	1114.47123	10.72154	39.32288	12.63464
41.28229	70.58477	0.00000	10.01652	80.88724	10.20047	9.25592	11.44283	7.56880	6.65546	9.14314	9.16924	122.20488	9.58628	1188.92476	9.90096	29.98869	12.22978
57.20564	33.91621	1.00000	5.73457	77.49892	8.92085	8.53851	10.05462	7.32715	9.88366	7.93889	8.64780	37.92792	10.26663	1175.81134	7.18082	53.93361	31.69962
64.79540	66.20958	1.00000		77.65540	11.80786	9.19554	10.02367	5.61803	5.70290	9.38125	7.20595	84.13864	7.37770	1076.06975	6.36089	22.88783	28.74762
57.85635	53.71623	0.00000	1.21555	63.64951	8.89094	6.95680	8.25300	6.74202	4.48188	7.51545	8.83678	1.10687	9.81487	1070.79120	6.34773	41.15612	12.54562
37.63046	52.63846	0.00000	8.15008	69.01189	5.34429	8.93058	6.95013	8.52924	7.55031	7.16182	7.80873	-2.16	8.31242	1183.45288	4.36634	34.31	27.43273
34.86102	54.69380	1.00000	2.71102	69.90466	6.70158	7.80392	6.06105	9.78856	6.48244	7.10723	7.90606	-76.70944	6.42685	1115.02412	8.70942	-11.94306	35.05065
60.37903	35.24943	1.00000	15.97634	67.14119	5.27909	9.80387	7.24159	10.48335	7.29925	7.68496	6.97693	13.29371	7.33430	1171.43449	10.57643	52.53048	5.69612
59.70458	67.86475	0.00000	2.95694	72.61988	6.37586	7.81031	7.58539	7.43283	8.10251	7.89485	8.37124	78.25795	12.24832	1127.66876	6.97401	9.82564	22.29902
37.61295	62.12329	1.00000	87.53958	70.92193	10.34626	11.46176	9.66650	7.53028	8.12590	6.82011	6.33278	34.33825	9.97422	1085.94916	6.74609	53.59782	10.21961
50.81150	50.13877	0.00000	2.30955	74.61928	9.71442	7.28355	9.18872	8.30696	9.03849	7.90477	7.24581	102.56365	10.98165	1171.78120	8.76002	13.65805	7.33303
41.72655	44.49862	0.00000	6.05522	75.16600	11.63393	8.68540	9.92275	10.49789	8.55081	7.73751	6.62610	-73.9614	10.11738	1140.25158	8.53040	10.15031	22.65815
48.99030	42.02485	1.00000	5.88984	72.81257	11.45030	8.61743	11.77928	6.99107	10.64512	6.95140	7.32674	17.80774	7.36264	1099.96437	6.74996	40.55851	10.93275
54.18377	47.11117	1.00000	0.78306	81.85527	9.33337	5.99035	9.80150	8.47944	10.58958	7.06619	7.44666	120.57224	10.84249	1134.17567	7.14113	15.72892	40.91786
43.78991		1.00000	3.60404	55.39008	7.49464	8.04662	10.19718	6.45705	7.66486	8.01980	6.23075	-122.24064	9.00221	1181.77148	11.79197	47.80527	-1.33982
38.46866	50.15239	0.00000	3.98972	70.91170	10.42789	7.84824	10.60441	10.95164	7.08919	7.94602	10.67571	118.53333	8.82855	1162.17717	9.21059	27.92333	23.36000
59.25736	43.37578	1.00000	2.72176	66.29458	9.52788	7.69104	9.31394	6.39623	8.53726	9.25934	7.83833	-84.13722	10.84385	1188.79215	7.25741	9.92787	19.39413
34.75301	49.75297	1.00000	22.87126	79.69276	10.31713	10.10307	9.27740	5.30061	7.83818	8.57222	6.77371	4.52514	7.23605	1119.31211	6.64957	12.74482	-1.81259
35.74956	53.01541	0.00000	1.36811	83.03338	9.84944	6.51810	9.05373	8.79133	10.32824	7.48126	7.19747	-1.64295	9.58654	1068.92936	9.29928	42.8139	1.20888
31.95105	17.58177	1.00000	4.31171	71.76845	5.55325	8.40123	5.05848	10.10023	7.91702	8.54969	10.84909	9.0027	7.46432	1090.35341	6.52176	11.86064	6.66400
30.88489	32.61536	0.00000	6.32388	74.42734	5.15275	8.76858	8.54999	9.42574	7.71596	8.95106	8.06424	103.81667	8.57989	1154.99357	6.24660	1.6	26.70946
43.09864	46.50583	0.00000	5.68422	71.68843	11.33274	8.67209	8.72017	9.63051	10.71841	7.35863	7.11419	29.47306	11.52688	1060.01355	7.88939	0.49113	-5.14118
33.71841	21.70718	0.00000	2.43891	67.22372	9.14115	7.00066	9.48212	9.86732	8.11256	6.97761	7.16455	17.80774	10.37771	1186.35904	9.39415	40.55851	13.35773
51.10370	43.91678	1.00000	5.94938	68.79998	10.50858	8.62052	10.61007	6.32526	6.98193	8.33973	7.24725	-72.86843	8.82041	1183.21671	6.79089	41.27621	3.70440
44.90784	22.63347	0.00000	3.19261	86.01524	9.97929		10.46772	9.35316	7.13147	5.33554	6.93309	76.56719	9.51801	1177.54380	9.41322	24.41288	14.03701
20.47420	37.56463	0.00000	6.23719	79.94209	11.23386	8.84526	9.22293	7.89280	9.54238	7.80449	8.82114	-52.2	10.62983	1133.85631	8.14731	-28.44917	15.17394
57.60042	52.47902	0.00000	5.55630	85.57380	8.62230	8.59994	8.19450	7.54143	11.25283	6.04868	9.22879	-0.36053	10.11286	1117.91305	8.70849	51.64316	12.16873
31.57243	68.99254	1.00000	13.25282	88.18437	9.38115	9.52913	7.72433	7.36428	8.73517	8.46611	8.63507	77.40858	5.80436	1173.06744	10.32284	24.05979	24.02939
26.85635	44.65414	0.00000	3.88864	76.78760	6.52410	7.90792	7.02948	5.76654	8.61082	9.53887	6.90449	-0.2	11.81342	1128.86809	9.30221	51.65	0.63844
43.89539	63.87890	1.00000	1.55642	74.96282	9.38210	7.27131	10.18477	6.55988	8.49177	7.58433	9.08593	120.82747	10.06412	1107.09193	7.14067	37.30553	18.27199
30.23881	57.67022	1.00000	2.06592	70.25478	9.95455	7.34678	10.06422	5.78879	8.42740	8.15417	8.78452	-76.78319	9.34374	1178.11419	7.21316	18.00747	13.43670
51.74978	81.76194	1.00000	0.52911	74.69573	5.47252	5.36429	7.72885	8.95897	7.30682	7.04199	9.04764	-53.13722	5.43427	1126.19087	11.18282	-22.92306	22.71747
45.28395	55.41519	1.00000	17.25506	81.05756	10.18937	9.85008	7.76989	5.90800	8.70199	7.48705	8.67551	-13.68778	8.41808	1137.88801	6.32273	9.535	18.31212
36.76240	59.46448	1.00000	8.79706	74.71899	3.51793	9.08119	4.56667	12.38933	6.79771	8.64715	7.93518	40.17171	8.06949	1156.91686	7.00931	58.1908	10.99643
52.70856	65.43316	1.00000	2.83575	74.15760	9.76180	7.61559	8.27478	6.15733	8.16335	8.88273	7.03815	-82.35176	8.83939	1181.63674	6.37233	27.71809	12.78286
48.46157	38.33853	0.00000	4.96037	68.04979	7.90362	8.55077	9.05672	9.54602	9.71952	8.35622	9.10035	4.25633	10.28329	1184.37874	9.46969	51.21187	11.16645
4.77288	60.49465	1.00000	5.36087	69.10941	6.92513		6.48943	9.46530	7.69033	8.38255	7.59956	2.12213	6.72664	1090.58244	8.75438	48.8222	-3.92177
44.44715	32.87666	1.00000	5.32358	63.70838	7.80094	8.39265	7.74236	5.79139	8.91776	7.88711	9.16757	37.38115	10.35532	1151.66702	6.72691	55.63711	13.90069
52.94885	53.21730	0.00000	9.22151	78.46481	3.20816	9.13425	10.58554	5.00407	12.73045	7.45915	9.62341	12.38878	9.48834	1142.34455	6.59939	43.1122	29.70349
20.61519	46.77180	0.00000	2.27204	70.86723	9.09520	7.48043	8.76745	10.53213	10.43525	8.05478	9.71395	-95.36969	10.07810	1084.63436	9.02171	35.74788	11.43017
48.12756	48.04427	1.00000	2.19411	78.35387	10.10851	7.20544	9.12202	4.56795	8.38028	8.60202	7.04575	10.18003	7.61953	1058.96221	6.79816	24.96334	29.96203
50.85930	52.31351	1.00000	7.46788	76.53364	11.59693	8.88285	10.41960	5.34767	4.93008	7.36877	7.94640	-1.64295	7.68337	1083.03563	6.82585	42.8139	25.05277
48.51253	49.70207	1.00000	6.85836	79.76910	11.45705	8.90032	7.92681	5.16312	8.54874	7.81394	7.07648	34.75699	6.66850	1067.76766	6.47530	31.39547	3.87657
46.78708	63.15533	0.00000	1.08902	73.89887	6.71801	6.79139	7.08260	7.60468	6.60972	7.24043	9.74019	106.85417	9.84833	1152.40276	4.68663	-6.48167	26.19165
30.99061	66.77615	0.00000	2.90395	70.52969	8.17530	7.83899	9.71984	9.89300	8.71540	7.40775	9.32641	-8.2503	7.93779	1182.25022	10.75992	37.08819	4.52000
49.35408	18.12329	1.00000	6.78651	58.82401		8.77619	8.67409	8.86246	7.38144	9.38703	7.11084	-117.79394	8.03391	1192.67508	11.33947	33.76446	2.51918
58.00707	16.63983	0.00000	0.43968	74.69414	8.52041	6.44810	7.43597	6.84587	5.38173	8.19610	8.21191	115.04814	11.21207	1103.77733	6.35131	30.24706	22.04299
41.69145	53.23514	1.00000	3.19764	79.64239	8.00815	7.91402	8.50612	5.64375	10.86516	8.94609	9.12693	100.04427	8.90635	1199.70442	6.86865	13.8196	15.56506
46.58367	47.64286	1.00000	1.48729	80.39950	7.42476	6.72850	7.19360	10.29952	5.65822	8.36435	8.77636	-25.66689	8.40595	1085.21545	9.89611	37.74615	-10.06801
77.07484	58.21129	0.00000	51.58200	72.23902	3.77648	10.92572	5.24303	7.26630	10.67490	7.40958	8.61294	10.5511	9.52407	1071.18710	9.22487	52.47774	-2.05412
59.38571	37.85617	1.00000	2.06766	71.54179	6.84317	7.05845	6.36015	9.81399	6.92198	8.12187	7.93355	77.9129	6.98859	1170.24333	8.90349	25.6439	13.62941
67.40492	43.45234	1.00000	3.00782	86.79187	11.89810	7.65472	11.11881	3.74323	7.16965	7.67595	8.24548	26.97253	4.98404	1190.19805	6.93649	49.65186	26.95592
38.55155	43.56322	1.00000	4.76666	67.16493	4.97639	8.47538	5.60698	11.26915	5.44323	9.07850	8.03679	78.55757	5.00392	1090.62264	9.44382	17.34769	11.48968
36.47159	48.53359	1.00000	15.84176	67.37750	9.21020	9.67521	11.40099	4.46151	8.76795	8.90364	6.74299	-81.24441	8.26393	1115.64207	7.41056	23.15678	14.23956
29.58206	25.25627	0.00000	4.83767	69.72680	7.94537	8.41801	9.56826	8.69880	9.71412	5.85034	6.98492	135.6	7.80635	1166.56434	10.66110	34.61667	2.16909
57.68277	46.38289	0.00000	4.87201	80.56879	6.94510	8.28552	5.68412	7.19472	6.98676	9.93939	8.21029	-117.79394	11.34553	1133.77951	7.43810	33.76446	17.78142
64.82210	48.97910	1.00000	12.10356		9.17814	9.35929	5.87588	10.30624	4.72694	7.90978	7.90200	1.6	4.83528	1141.22916	9.76977	43.11667	22.03233
45.81481	41.01177	1.00000	1.86634	81.92045	11.33208	7.48366	9.37069	9.77427	10.46324	9.65158	9.52823	139.6853	9.18435	1117.27147	6.45659	35.815	17.13110
58.72847	32.30991	0.00000	1.25763	68.11670	9.34774	7.05161	9.33973	8.49322	10.38476	7.84366	6.92712	117.55417	10.69556	1124.29761	8.25435	34.86472	12.37448
28.41354	68.18068	1.00000	3.90662	70.37994	11.59257	8.29847	12.10379	7.50197	8.24175	8.03214	7.05527	111.4834	8.57494	1181.04680	7.10691	65.93381	17.54694
23.89369	52.81055	1.00000	3.50660	82.90395	10.31180	7.95988	9.33154	5.05285	8.55687	8.59242	8.56854	85.37752	8.15822	1127.53645	6.60450	22.10194	14.41094
36.46365	54.50291	1.00000	1.75250	74.47853	3.82896	6.32521	5.78985	10.68828	8.03681	7.16903	7.74232	8.70745	5.35807	1084.73385	9.05292	49.03685	23.52211
45.97897	44.37610	1.00000	4.05440	73.03249	9.50143	7.89643	8.09122	8.02029	10.65419	6.60502	6.89398	12.19458	11.06625	1101.14017	6.53249	10.61285	17.43438
47.21851	46.36871	0.00000	4.19002	71.07822	7.77372	8.09534	9.15139	5.00383	7.88562	7.16797	8.43995	-72.86843	12.15224	1190.26445	9.14918	41.27621	14.78570
64.71977	72.36026	0.00000	2.12809	75.08227	8.79273	7.15401	10.59720	8.37947	8.03750	7.18022	6.95903	-121.74052	8.71175	1098.04943	9.59737	38.54491	18.98674
50.05323	50.29814	1.00000	3.59036	81.59350	9.56386	8.15178	8.17726	7.21788	9.20249	6.65297	9.82498	4.08282	9.60984	1177.41463	6.41735	36.61954	10.61286
53.44053	42.71081	0.00000	3.65846	82.27625	9.63116	8.13363	9.13758	11.34610	9.24665	8.03289	8.32906	-73.9625	11.12832	1098.84793	8.80621	40.81	23.57360
46.45026	43.18339	0.00000	3.24555	80.38069	9.16377	7.88821	5.53695	4.75269	5.49324	6.38637	8.83260	5.03586	11.78501	1152.67320		43.83125	23.50533
30.21191	41.16804	1.00000	13.44317	76.78502	6.29691	9.50852	7.11603	9.11944	5.97023	8.26933	8.09601	73.66633	5.90869	1098.13854	9.96152	25.92493	7.90167
27.59850	72.16580	0.00000	2.96083	65.29630	6.52130	7.83963	8.38992	5.95065	7.30485	7.67220	7.74183	-103.42897	8.01981	1182.81034	6.89642	20.28527	16.49495
55.50822	60.21365	1.00000	2.74539	67.25809	5.83407	7.84603	3.92409	10.86661	8.21464	9.41436	9.72178	29.47306	5.84646	1095.59849	5.81205	0.49113	14.06840
21.93624	56.36517	1.00000	2.46092	69.18184	6.34557	7.75828	5.55060	10.43735	6.18928	6.32261	9.48339	-71.29144	5.15818	1056.96756	8.85096	41.54566	8.99004
79.35997	41.81459	1.00000	2.42232	71.24006	7.51563	7.23027	6.20561	9.88361	6.33694	8.72368	7.43266	139.55722	5.36284	1069.06395	9.41544	36	16.41224
54.21998	44.82709	0.00000	9.25736	91.06149	9.40511	9.14987	8.32768	8.46280	12.55822	7.67649	7.46227	33.9162	9.84339	1131.88115	8.83872	51.67822	-1.81050
30.42372	55.03663	1.00000	3.28629	73.40502	9.77086	7.86746	10.41164	7.87023	10.10833	8.30794	8.10471	-122.24064	10.66463	1082.30719	7.22906	47.80527	28.43184
40.81414	50.92226	0.00000	12.21247	80.70942	6.80618	9.43885	6.45764	7.87300	6.66019	7.59714	9.73855	-88.27205	9.73648	1159.64233	7.27549	44.27804	18.42863
51.98877	36.04275	1.00000	1.81174	70.99428	8.13780	6.84111	11.08872	6.81017	11.58397	7.04563	9.71950	68.75915	10.25394	1079.03201	7.44518	27.52948	3.48635
54.50903	38.32928	0.00000	4.44819	76.89152	12.62381	8.37658	9.19711	12.92976	7.73437	10.21752	8.28438	-73.02841	10.00676	1084.94805	7.78876	-36.9256	39.53000
23.59840	39.08648	0.00000	4.85674	68.07513	8.59981	8.34398	7.85134	5.02115	5.33979	8.56806	7.92354	20.22625	9.77102	1169.37937	4.25357	30.75545	15.16334
41.57144	34.94814	1.00000	3.30927	80.71959	4.76606	7.88155		9.14434	6.52533	9.45119	7.58457	13.39954	6.86473	1151.99674	11.33015	43.62558	-1.00455
63.31488	36.21057	1.00000	8.89643	69.01545	11.31266	9.08006	8.02261	7.44119	6.84899	8.27010	9.06942	29.00974	9.77239	1175.76864	5.98080	-24.19436	-4.88002
23.17888	40.80297	1.00000	2.05842	69.77698	7.49830	6.50429	7.50393	8.58251	6.16728	8.63509	8.04441	-70.6996	8.56434	1187.82694	9.17146	-33.59217	-6.69105
42.55068	41.33354	0.00000	3.53327	63.93068	9.42719	8.28314	10.13333	7.82899	7.94639	8.79649	8.47616	-95.36969	10.71153	1188.31111	9.52707	35.74788	-5.70023
23.39618	53.75589	1.00000	5.12841	74.29211	7.90869	8.41914	5.91929	9.80256	5.62922	7.34966	8.14784	71.57118	6.71478	1075.74697	8.49070	32.87533	13.50968
29.30462	65.29159	0.00000	2.17605	72.51402	10.59368	7.29773	10.11158	9.21968	8.56196	8.51599	6.82779	-7.32097	9.71299	1128.66085	7.52679	41.1053	-4.68574
44.48234	54.15484	1.00000	5.74143	77.58503	6.97378	8.72097	5.83925	10.07470	5.97588	7.82716	7.22684	12.38878	6.49686	1159.30029	8.95040	43.1122	30.46257
46.13721	48.27380	1.00000	2.09650	90.38824	4.79385	7.55597	6.37384	9.39708	6.75395	8.65470	8.43970	116.11768	7.15687	1143.30519	8.21959	24.28859	21.02515
55.22379	54.37454	1.00000	0.79873	77.77960	7.91098	6.68239	5.87792	7.48027	9.22624	7.57098	10.41924	116.10146	8.98101	1105.25795	5.39307	5.90702	13.77098
32.49855	47.48974	1.00000	1.51189	73.24281	6.30166	7.52246	6.33239	10.86315	5.54559	9.66356	7.94447	32.6178	7.39336	1124.40653	9.46788	46.65581	11.94786
50.69555	42.42974	1.00000	1.08816	63.89476	9.20047	5.97852	8.88909		10.52371	9.29613	7.93160	17.8031	9.81713	1182.81494	6.38513	48.43174	19.23923
47.91319	30.06476	1.00000	4.21945	66.94493	6.99199	8.22266	6.46944	9.17702	8.35620	6.72714	9.05545	79.883	6.81691	1143.20218	8.93280	6.9909	14.26573
34.78397	59.22073	1.00000	1.91397	74.48328	9.53857	6.87119	9.69567	5.70704	9.07946	8.30080	7.58549	6.51352	6.82794	1161.33544	6.49875	51.19139	21.55631
64.01400	66.47619	1.00000	5.06782	77.68048	10.15526	8.41316	6.10811	8.55617	7.62264	8.45671	8.33257	5.4384	7.09277	1107.12721	8.22213	43.2907	11.80551
58.77146	63.11315	1.00000	3.55779	70.79232	9.20349	8.28408	7.39349	8.95026	6.35011	7.74797	8.06736	74.80555	6.30353	1140.31657	10.30677	34.08565	22.30849
19.10241	25.04216	1.00000	3.44813	76.14949	8.53721	7.93023	11.69663	7.42392	13.48174	6.77458	8.99444	8.77069	9.07942	1176.44547	7.60366	50.80904	11.47060
24.09740	33.44656	1.00000	3.00387	77.98849	8.97584	7.80945	8.51700	5.01740	7.67286	6.42349	7.84658	-3.05814	10.76471	1126.22456	7.11427	53.00974	29.19994
62.11846	65.59832		1.06494	78.59548	5.83929	6.28597	7.64469	10.99416	3.98887	8.63755	9.43266	145.06667	8.20497	1126.22795	11.22123	-37.88333	10.31180
41.70073	74.83334	0.00000	4.54784	72.74221	9.65323	8.41564	11.00050	10.28176	5.47297	8.61536	7.92747	116.11768	8.87048	1170.48548	10.40797	24.28859	-0.43074
53.46415	51.85847	0.00000	4.70323	66.17842	11.55021	8.22844	11.04700	10.58231	4.31700	6.04671	9.77440	36.73307	11.13508	1184.46412	8.70324	55.38752	36.17303
49.08111	34.27647	1.00000	0.89799	81.43652	9.69483	6.75327	10.88426	6.85587	8.31625	10.91512	8.47447	145.06667	9.91122	1140.73268	7.25106	-37.88333	0.83170
56.81324	54.35432	1.00000	2.16121	77.95113	10.72512	7.75638	9.17640	6.50510	8.08504	8.27303	8.06352	137.36215	7.89643	1174.90374	6.54640	36.75965	1.99719
44.12767	49.63035	1.00000	0.21070	62.99191	10.01641	6.84231	9.09997	6.04392	10.87830	7.04810	7.20903	-60.47389	5.88224	1144.74022	6.42998	-34.64167	19.83499
41.77347	83.18725	1.00000	1.38191	78.48457	5.55511	7.32688	4.96404	12.59987	4.31220	7.39111	8.00852	78.55757	6.84435	1193.29499	8.92452	17.34769	38.06535
46.54541	45.78812	0.00000	2.23364	80.44263	3.67314	7.19937	5.64083	7.01355	10.32437	9.69755	8.06424	10.03988	7.50346	1134.93650	7.38085	53.6052	20.73679
54.89887	52.57616	0.00000	5.06404	81.22142	9.34415	8.26873	9.66966	7.08805	9.55034	8.09368	7.95913	-38.94722	8.47257	1171.56578	10.50616	-15.675	8.41142
46.41537	59.09514	1.00000	26.76008	66.57760	8.38946	10.24483	9.78155	8.15493	8.06221	9.54440	10.03396	107.60627	12.40990	1097.63724	7.44453	51.82721	20.37298
50.57971	68.96761	0.00000	2.54980	71.45284	9.04554	7.23166	10.24439	11.39720	6.92026	9.75113	8.07367	120.56528	10.06290	1150.36691	9.57336	14.66	13.93568
73.50957	34.82754	1.00000	2.79376	59.12912	7.85096	8.10684	6.92628	9.53482	6.31723	9.75702	6.94909	68.75915	6.90954	1168.97593	9.64612	27.52948	19.29227
55.25699	43.62816	1.00000	19.99717	70.00418	7.74676	9.96924	8.85974	7.47131	8.61981	8.69814	9.62278	-77.37331	8.44680	1187.20890	10.19562	37.60876	10.47039
32.66680	38.01619	0.00000	13.29739	76.23956	11.19458	9.49138	9.75455	9.87405	9.58162	9.09947	7.90915	139.55722	10.03092	1101.09142	7.27054	36	14.14660
35.53568	61.25305	0.00000	2.83515	84.04375	8.88769	7.67998	10.65519	7.96973	8.08031	7.67938	8.26173	15.87735	8.60725	1098.62009	9.67058	4.94273	34.14069
44.20908	48.68077	1.00000	20.96011	73.11912	9.35925	9.96798	9.63568	5.89998	11.46491	8.09421	7.68998	153.10236	8.11506	1194.80737	6.84290	-27.50578	8.04355
42.14825	55.42573	1.00000	2.85854	86.34069	9.36596	8.04888	8.80618	7.73171	6.96450	6.86562	8.89984	130.94098	11.48780	1154.91293	6.65244	33.3213	27.80979
23.39005	40.48102	1.00000	6.57682	72.04712	8.70226	8.80854	8.52668	8.06883	7.24029	7.92861	7.09160	69.49015	8.10199	1160.83085	10.81532	56.11281	32.98132
32.87325	61.25114	0.00000	0.99110	71.74352	10.38311	6.42085	10.01610	7.99612	9.43160	6.92888	8.52564	70.91106	8.45766	1168.80743	9.46951	29.38242	22.38534
43.78788	21.80981	1.00000	0.56996	72.87665	7.97958	4.91425	10.40022	7.58151	7.09793	8.97393	7.26828	106.85417	10.09111	1101.91556	12.24302	-6.48167	-1.58217
63.97955	32.97766	0.00000	7.27897	83.44584	9.09476	8.87116	10.06206	10.37694	7.81620	6.79673	9.19445	-9.24671	7.52908	1057.59755	11.75519	38.72706	13.39905
61.65321	50.30785	1.00000	3.77646	67.12287	9.50910	8.19842	7.60605	7.42519	9.58802	9.93917	9.02400	-97.54667	10.57169	1118.68823	6.49650	30.5427	16.37450
21.64695	28.06564	0.00000	29.94342	72.54321	10.90446	10.37316	10.09538	7.18949	9.21538	7.69263		-80.38297	9.30573	1106.54296	7.97349	42.8334	17.53915
68.88201	61.72370	0.00000	4.35432	76.05376	6.03154	8.17491	6.64130	5.87985	8.85924	7.58229	7.22934	78.25795	11.36225	1054.93210	5.79128	9.82564	15.64687
36.65461	61.17302	1.00000	3.97316	75.85602	6.83226	7.77068	8.10430	7.48959	10.00470	7.92501	9.84766	55.4504	5.48919	1188.78603	10.48755	-20.88231	18.12484
44.90468	40.94954	1.00000	9.36231	73.10344	9.90511	9.21713	9.68460	4.98714	8.76477	8.68783	8.45414	4.74161	7.90249	1110.07245	7.24373	7.62789	25.51561
59.00319	48.08022	0.00000	2.92808	83.58032	9.88106	7.58834	9.54340	10.80185	10.38508	8.86065	7.30762	123.17306	10.03555	1150.25949	8.08015	41.27194	1.28454
61.51722	24.30676	1.00000	3.23300	75.30768	7.97432	7.62594	8.84851	6.83049	9.66999	8.94215	4.34804	102.56365	10.82102	1139.51729	7.01765	13.65805	27.65936
39.82284	42.06396	0.00000	17.27548	74.68238	4.89974	9.80344	7.16874	7.29542	9.20740	7.98817	7.58439	38.01667	9.34733	1069.86678	5.96445	-5.41667	7.22245
32.92911	39.02484	1.00000	0.86965	60.47791	8.16556	5.62380	7.94723	8.05268	11.87451	7.56008	7.35022	71.57118	10.58516	1126.58108	6.59456	32.87533	9.20878
46.57551	67.50934	1.00000	4.07684	72.33084	5.13876	8.22931	7.46427	9.59888	7.36220	8.15161	8.79921	-122.24092	5.69813	1129.33467	10.62028	47.4943	18.91722
33.24397	59.38387	1.00000	6.13863	79.55177	4.77789	8.79869	7.82681	9.15092	6.20037	8.04986	8.14620	91.84128	5.27743	1198.39607	11.38129	22.83957	24.58189
63.81205	39.67340	1.00000	2.70769	69.42119	9.89702	7.77554	11.13775	6.98523	10.96254	7.00607	7.71494	23.225	10.04993	1143.24112	7.45902	43.4125	2.79132
20.72714	47.43653	1.00000	4.37997	63.75747	6.51653	8.31385	6.82359	9.86107	6.53538	7.23993	7.89810	-78.04471	7.34684	1159.90673	9.29251	34.25628	13.57121
63.61326	52.63153	1.00000	6.36288	75.24755	9.86564	8.60940	11.83471	7.03506	8.92489	7.94920	9.26991	-81.79819	9.24134	1108.34506	7.28451	41.48199	8.85457
46.21941	58.92249	0.00000	4.25615	68.61287	10.53535	8.26331	7.04981	7.79799	3.31470	7.97602	8.45838	-7.95	13.24194	1188.12363	7.99410	53.43333	13.91336
8.36146	46.56483	1.00000	2.96557	61.03298	9.48528	7.54401	7.07567	9.04459	6.79445	7.43534	9.13907	117.55417	7.78093	1145.50690	9.58492	34.86472	15.61301
49.86560	45.51605	1.00000	1.11894	67.48560	5.72645	7.25459	6.73321	9.31661	7.73185	9.01569	9.66546	77.0202	4.75931	1072.77094	9.80695	43.41949	1.39779
42.25316	73.19386	1.00000	3.73114	79.30616	5.70786	8.19186	5.86284	11.10112	6.93075	6.96619	8.34682	-40.7475	6.56384	1146.40804	9.16155	-4.16694	20.33422
38.38736	42.91576	1.00000	6.09930	84.05874	5.45716	8.70957	5.78225	10.44443	4.46773	6.00507	7.30598	-105.11221	5.70123	1123.64045	9.20424	39.57582	16.12001
50.85358	27.35406	1.00000	1.77753	64.45283	10.78556	7.37050	5.79390	8.84841	6.89452	9.63452	8.86645	-9.24671	7.80323	1093.85956	8.04368	38.72706	28.43932
89.75791	61.08939	0.00000	7.18796	72.73558	7.85580	8.80668	7.68757	5.83386	6.95403	8.41303	8.35557	-117.14392	11.22566	1119.49612	9.19714	32.9156	7.43177
35.89885	62.80192	1.00000	5.83206	87.71628	7.81937	8.50965	8.44535	6.75119	8.79925	7.64503	7.96646	24.71204	10.75528	1103.48734	6.63948	41.57439	25.06677
61.22681	44.70459	1.00000	3.18740	68.94751	6.67703	8.12222	7.97367	6.44945	9.27329	7.13328	9.40515	-122.24064	4.32468	1199.23948	10.25758	47.80527	18.71384
68.07258	48.79353	0.00000	4.05398	70.49683	8.44475	7.80455	8.76813	11.33875	9.87478	7.27240	7.97598	77.70636	8.96248	1120.67750	9.79094	28.98002	21.37648
62.56555	49.74527	0.00000	1.52759	72.07996	11.91854	6.16411	10.39239	11.13479	6.95596	7.97949	6.74055	105.75635	10.39467	1160.13439	7.75264	10.29085	24.68240
47.76493	21.07399	1.00000	2.41693	67.44505	6.50968	7.61009	9.21735	7.11094	9.73168	8.30697	8.66861	98.19151	14.96402	1150.00743	8.01829	14.0823	19.35753
56.64482	28.48666	1.00000	5.08562	77.71286	7.04110	8.49518	8.43689	7.83020	8.11785	8.01888	7.34547	-74.07764	7.24981	1083.01392	10.58373	40.72816	24.94527
50.75897	63.08492	0.00000	7.31858	72.15277	6.25955	8.94871	6.67569	5.89005	8.13430	6.85461	10.23985	68.49143	9.16443	1139.78327	7.35837	25.80565	17.37923
48.73891	50.66774	0.00000	2.61315	85.89425	5.45188	7.57316	5.70342		7.54113	9.45179	8.70626	153.10236	8.02659	1095.68836	7.31157	-27.50578	7.83285
55.56537	62.13620	1.00000	1.56334	76.44851	10.35611	6.98769	10.53034	3.88134	8.86499	9.54238		16.50104	6.54763	1104.00164	7.53018	41.24264	-3.44598
39.31009	48.14873	1.00000	1.69467	71.34043	8.98347	6.86935	8.06743	6.19547	9.62617	9.64370	8.34159	8.70745	11.59326	1091.73064	6.89917	49.03685	29.38457
24.64685	31.70502	0.00000	4.15995	78.16824	9.03621	8.18473	4.11489	7.58499	3.81893	7.86516	7.15106	36.7138	10.19174	1113.58983	8.90188	35.95664	24.26550
17.55995	41.23792	1.00000	2.31725	72.77454	8.86369	7.90492	7.24649	9.25355	8.96329	8.74336	8.40261	17.8031	12.53431	1113.53396	6.28805	48.43174	18.92766
