PRES	TEMP	latitude	PAHs	Pb	PM10	PM2.5	O3	NH3	warning	SO2	CO	H2CO	C2H3NO5	NOx	longitude	CH4	CFCs
1141.53773	3.85716	34.65918	6.03074	41.82491	7.41061	5.78563	6.81113	8.92952	1.00000	5.39571	7.84042	65.12996	0.16114	8.76514	109.22921	6.86402	73.68248
1105.27996	9.67847	43.61058	4.90014	41.97389	6.22030	9.73230	9.45227	8.30241	1.00000	5.36528	6.51051	53.49531	0.11504	7.17743	1.33467	7.51630	57.33583
1157.30057	16.62705	21.53889	6.66307	41.27840	7.10322	9.34277	8.70240	7.53085	1.00000	5.35398	7.56682	46.48733	0.11571	9.63137	71.57737	7.06735	46.80392
1161.53043	10.56162	48.15659	6.82776	74.10184	8.07950	10.21727	5.69810	5.71885	0.00000	8.44858	7.83086	42.93582	0.20872	9.03972	28.28489	6.62693	37.67899
1054.42884	24.45200	29.84576	6.53406	47.33308	8.28920	5.64458	8.17380	9.49644	1.00000	4.97743	8.63798	39.32219	0.24847	8.69332	-90.10674	8.09257	35.10013
1146.36459	22.60326	37.51803	5.54873	46.57260	7.48368	6.18680	8.30690	7.43059	0.00000	10.12529	8.27329	83.40281	0.12671	8.94540	15.00913	9.71723	52.95363
1131.10925	30.56440	10.13361	7.57454	52.04551	6.24039	7.05679	9.84151	8.09810	1.00000	7.88021	8.81287	35.46247	0.08963	7.67081	124.84472	6.11125	65.12323
1184.52697	24.89508	53.77166	6.71369	57.46031	7.96337	8.10094	9.83222	7.79076	1.00000	6.26593	8.02419	50.68323	0.20997	10.34761	38.12408	9.18903	85.06931
1199.13763	16.79869	-2.68333	7.49257	53.17490	7.20869	6.23071	8.53815	8.06891	0.00000	8.68498	8.87279	18.34434	0.14037	9.19774	33	6.99255	47.59196
1098.72077	3.19730	28.15112	7.65603	48.79634	8.42196	9.40127	6.90910		0.00000	7.01109	7.80414	45.55635	0.26829	9.70400	-82.46148	8.13109	52.18167
1126.96255	18.44869	17.06542	5.60897	36.12282	7.60941	6.48186	7.75582	8.69909	1.00000	6.78230	6.86333	56.34463	0.18973	9.32228	-96.72365	7.09971	71.81423
1079.91314	13.76409	36.91023	8.90390	73.31597	11.00155	8.62794	10.29547	7.80362	1.00000	6.33189	6.22235	46.09596	2.74059	11.44948	-121.75689	9.34653	42.18184
1059.50336	5.72066	34.09611	3.19444	25.00388	7.60868	8.22049	4.93973	7.55584	0.00000	9.92677	7.41718	48.12350	0.19125	9.67287	-118.10583	8.65141	58.68442
1198.31457	20.75124	32.61603	4.79595	77.18449	8.76143	10.39228	8.23498	7.38283	1.00000	6.64890	7.32622	46.82879	0.32575	6.12807	44.02488	7.18990	53.62205
1132.76892	12.42355	-1.26753	6.78755	52.53573	7.56094	8.44998	5.10624	7.58264	0.00000	9.45265	6.22092	63.62595	0.17679	8.65989	116.82887	9.21641	44.05335
1098.84821	6.73577	20.21322	9.01199	50.73059	9.24755	8.82876	9.67687	9.47108	1.00000	5.06327	6.82842	39.53828	0.52347	13.18508	-100.88023	7.41651	39.08548
1164.14473	4.39503	44.99012	7.48301	40.06833	4.50459	5.59660	6.29893	7.56857	1.00000	5.80226	7.86886	46.63668	0.05766	7.29859	-123.02621	7.75625	69.97541
1093.40104	23.49800	37.1759	8.97056	58.11365	9.67886	10.11709	8.10384	7.00560	0.00000	7.51145	8.68589	36.29812	0.78446	8.46615	128.9889	7.40047	79.42001
1103.43316	-0.26898	32.54278	4.80313	32.58212	8.02281	7.28808	4.53613	7.71149	1.00000	11.57208	7.57075	61.92676	0.19116	7.56002	111.50861	5.72626	50.74924
1109.87245	22.31516	21.46527	5.86991	79.35736	6.80717	6.32482	7.16333	7.28675	1.00000	6.48197	7.35368	55.32312	0.11174	8.43109	83.97573	7.38111	47.57194
1109.08863	23.19406	23.73333	7.39046	45.28139	6.89105	5.53461	10.04544	7.80801	0.00000	9.44781	7.60325	47.11153	0.15793	9.05786	114.68333	6.82140	54.52578
1158.95754	16.68089	-4.5833	8.37245	66.90588	9.62421	7.75931	10.11049	5.35174	1.00000	7.02740	7.48004	24.60803	0.76201	10.76216	15.16554	8.73491	40.94379
1060.95666	7.59431	18.42745	6.15083	58.41595	10.54582	9.92611	8.27663	5.36461	1.00000	6.33961	7.01066	54.14422	1.78584		-67.15407	7.24572	67.45044
1187.53518	18.52471	48.98333	7.25670	68.33768	5.54520	7.82464	8.01078	7.27678	0.00000	8.36507	10.07798	38.32870	0.09626	10.09201	2.61667	6.63311	46.85055
1143.26984	22.19662	6.03333	4.03240	52.83458	9.00132	10.55586	7.31454	7.40077	1.00000	4.10959	8.04975	48.26152	0.46216	8.76154	37.55	8.53827	61.06643
1196.15667	9.61439	-21.41222	6.79454	65.65407	7.07779	8.74555	5.70318	8.28981	0.00000	9.67200	8.40347	66.08883	0.13654	8.02020	-42.19667	6.88661	33.52343
1074.41016	20.51854	16.0567	7.86148	53.39257	8.38173	9.65425	9.01550	5.59383	1.00000	8.34289	8.33011	63.57614	0.29665	6.52706	103.65309	7.97017	40.16275
1131.76089	15.45617	43.1009	4.79083	25.76343	8.71928	10.80850	8.02352	7.38503	1.00000	5.50899	7.93692	46.46789	0.37509	7.03773	-75.23266	8.06440	42.70561
1165.54764	13.58170	42.64031	5.64939	41.64604	5.42340	7.08910	7.47338	6.90162	0.00000	9.44745	8.75147	55.81717	0.05346	10.02648	125.51176	7.13265	49.54527
1143.01336	12.62247	-8.99167	7.48653		7.27929	11.63680	6.20002	7.58920	0.00000	7.07229	9.40920	53.25891	0.16580	9.14602	125.21972	7.00324	46.49662
1131.01864	11.59044	42.7	5.79444	59.89618	10.57366	8.89771	7.88153	8.22851	1.00000	5.77117	6.96636	53.57236	1.83733	9.80684	27.25	7.56324	54.85509
1190.94985	12.53984	39.46667	5.95429	50.08657	7.69594	7.74867	9.49452	6.82605	1.00000	5.34773	8.18773	48.46599	0.17203	10.59121	141.95	8.65833	28.21808
1152.86163	19.86852	35.61452	8.01472	48.58960	6.18055	6.02820	7.44008	6.62670	1.00000	5.57103	7.75473	40.46279	0.11687	8.08077	-88.81395	6.94648	42.20756
1184.39766	21.69489	-14.66463	4.71340	45.65279	7.00414	7.61199	9.59249	8.04104	1.00000	5.05676	6.46758	61.54198	0.13260	10.48815	-52.35558	8.47493	31.79734
1100.79190	28.69051	22.37066	9.01202	64.48356	3.23913		7.98374	6.79810	1.00000	7.32869	5.58089	75.42065	0.06918	9.24868	114.10479	7.49905	60.46886
1080.74864	0.25023	-10.91722	8.68465	36.13445	7.44554	6.72208	9.37014	6.32156	1.00000	6.61271	8.17532	21.10426	0.15646	10.35579	-37.65	7.32015	33.09511
1123.36812	-6.62777	-36.9256	5.61542	66.10993	6.18654	7.24224	3.25339	5.82581	1.00000	6.88872	7.77397	47.76947	0.09508	11.32090	-73.02841	8.98645	50.20202
1196.59535	23.15622	31.78336	9.18332	43.97037	5.55290	5.25447	8.97394	8.47282	1.00000	5.94340	6.49279	28.60321	0.09605	10.41973	35.23388	6.74946	58.38058
1098.62839	14.72693	23.07492	7.14412	60.24837	9.41839	7.99849	10.92152	7.21246	1.00000	6.93265	8.19250	64.66460	0.64342	9.33539	88.28637	7.73846	57.19162
1124.15858	19.72908	10.66668	7.36446	76.53783	8.08336	9.93215	3.86466	9.15813	0.00000	11.26251	8.57835	41.15529	0.23992	7.70567	-61.51889	7.45840	72.10559
1108.86859	22.77269	35.95664	5.79582	44.21676	6.23286	6.12781	9.84066	8.63033	0.00000	9.32135	8.08916	70.48697	0.11927	10.11527	36.7138	7.47049	54.30151
1190.30477	29.84955	-0.71667	7.28036	66.10444	10.60512	8.95277	8.84236	9.04982	0.00000	7.83669	9.83353	61.18516	1.86191	8.74398	-48.52333	6.99053	36.99490
1139.43775	17.03035	-22.53722	4.19280	68.18038	8.99438	9.98727	5.79658	6.58553	1.00000	11.27756	7.96923	74.13602	0.43487	8.78092	-42.98194	7.61743	36.65770
1099.55017	33.33619	32.55531	5.68465	60.73967	5.18064	5.66655	12.25968	7.78612	0.00000	9.15829	8.26420	44.11922	0.04508	6.47747	76.12647	7.02694	33.78720
1118.20894	8.54029	45.73333	8.06057	51.32470	5.96696	5.55177	7.26568	7.38349	1.00000	5.88533	7.65767	47.75090	0.10408	11.02976	4.91667	6.99068	52.52963
1134.10034	-9.45123	48.49144	7.63794	63.09891	7.57079	6.99908	8.10201	7.83885	0.00000	7.33519	7.25473	62.43781	0.21252	8.90223	9.20427	9.19538	82.29823
1179.99044	17.51402	48	4.35460	63.81734	9.29808	5.98138	5.37152	7.73406	1.00000	4.27264	7.27815	45.65475	0.56136	8.20028	-4.1	7.22326	42.72880
1115.41457	24.37438	24.96334	6.29856	42.36249	5.20870	6.24182	10.10329	7.27917	0.00000	8.64736	5.99412	58.91972	0.07818	8.05680	10.18003	8.64069	25.45739
1116.11809	8.71806	47.48444	6.15777	50.93610	5.89285	7.49303	7.92176	8.41102	0.00000	9.18875	9.08770	61.27395	0.08781	9.15472	36.25361	8.62156	63.80938
1193.20685	8.14223	40.55851	5.84220	38.59948	9.46237	10.27244	7.78555	8.58184	1.00000	6.84311	5.71317	35.31298	0.62208	7.58338	17.80774	6.89589	48.90025
1148.65284	15.90066	51.26	4.52936	55.66110	6.04318	5.78124	6.64747	8.34131	1.00000	6.52733	7.81053	55.43457	0.11332	6.94069	-2.1875	6.40017	57.67400
1068.90331	26.00119	45.47885	7.87024	77.14455	5.36779	6.12018	7.26436	6.90515	1.00000	6.47791	5.02897	53.04389	0.07290	9.07370	133.42825	6.30372	70.08869
1135.63220	5.66208	6.9909	6.91723	64.54634	10.73342	9.71689	9.31445	7.91366	0.00000	7.92634	7.80337	60.52079	2.16174	8.70207	79.883	7.87210	47.59870
1085.65353	14.09089	16.75973	5.72174	41.81385	8.55285	8.98423	7.76157	7.61933	0.00000	8.83887	9.15313	48.86120	0.28227	9.05924	-93.11308	9.02134	42.69011
1066.27027	23.04589	36.06523	4.36793		5.78492	6.58987	3.74475	7.25003	1.00000	7.00679	8.29040	76.64553	0.09057	9.84930	-119.01677	7.86900	58.11693
1081.69941	11.42759	43.86682	8.31012	49.20605	9.77995	6.77324	10.88089	7.74436	1.00000	6.17984	7.10879	31.41160	0.88796	11.14153	-79.2663	7.88651	63.30630
1136.03042	14.76199	7.83389	6.74182	73.28473	6.70426	7.29305	8.84851	8.14026	0.00000	7.00905	6.57051	52.82705	0.11001	8.81254	-72.47417	6.02394	42.79076
1159.12674	24.41668	13.65805	5.13603	60.36767	8.14778	6.82305	6.67910	7.72595	1.00000	6.59302	7.91869	64.85840	0.25606	9.76028	102.56365	8.03630	67.54230
1194.52260	2.53821	39.32288	4.24889	57.61365	8.64425	9.66620	6.16129	6.89950	0.00000	10.24415	6.62951	60.71991	0.33947	9.08041	-76.72803	8.63177	30.82555
1098.08361	26.70439	50.8	7.16223	28.53945	4.36401	6.20197	6.26481	7.78637	1.00000	7.00436	7.04788	72.01289	0.07862	8.48373	3.16667	9.70497	40.79959
1117.57940	0.03665	41.48199	6.68282	51.89771	7.45231	6.00989	7.74338	6.32024	1.00000	5.80600	8.13261	48.87286	0.13775	9.26306	-81.79819	5.12843	49.79543
1070.94489	16.44300	42.8139	4.22701	55.60347	7.15365		5.79857	8.40369	0.00000	8.99676	6.42878	51.20612	0.14871	9.48400	-1.64295	9.89273	37.70670
1167.81594	15.08185	32.50611	7.08813	51.05703	9.98197	9.80914	8.49375	8.21588	1.00000	7.05347	9.03813	56.21439	1.03051	7.64682	120.14278	8.69653	56.69304
1123.76229	15.64248	40.11583	6.92396	59.61047	8.77696	8.22052		6.77501	0.00000	8.76046	8.13195	24.76360	0.36403	8.60646	67.84222	6.56179	49.48775
1176.93905	14.43269	4.88441	7.15710	44.59939	3.91759	5.48805	5.05479	7.62425	1.00000		7.78390	54.28732	0.09132	9.25456	101.96857	6.30483	29.90261
1108.05566	10.70541	-11.94306	6.26428	61.80291	10.49056	9.28844	8.87322	8.04905	1.00000	7.75150	7.37853	35.98657	1.71344	7.42382	-76.70944	8.42075	41.54444
1151.70331	0.65675	-19.72806	6.64523	61.83377	5.85435	5.84839	11.18351	5.75119	0.00000	8.62008	6.90963	41.44208	0.12680	8.71726	-50.19556	8.15173	49.29087
1110.22410	13.95532	41.09822	3.85768	38.29576	11.06379	7.43243	6.72935	8.26359	1.00000	5.85118	7.86055	54.85198	2.92560	9.57437	120.74792	8.20184	56.68280
1095.80065	0.59485	51.39148	7.76677	48.01502	8.46639	7.98781	9.24143	6.84058	1.00000	5.88971	9.28047	27.64814	0.23948	10.70960	-0.29825	7.61263	59.75659
1185.09303	20.50530	-10.33333	5.22250	63.93888	10.28240	8.22271	6.17585	7.08993	0.00000	9.91714	5.23137	75.41620	1.37185	9.31653	39.28333	7.01916	67.63524
1053.11774	2.09460	37.31309	4.20162	33.58801	6.91787	6.89729	1.93642	6.78953	1.00000	6.04636	9.21576	58.53008	0.12584	11.14586	40.74357	6.84571	67.38368
1080.11651	10.97583	42.64031	6.48754	54.22204	8.32109	9.49522	7.77512	7.04913	1.00000	5.74102	9.22440	51.43466	0.24933	8.30718	125.51176	8.58725	35.57183
1179.32092	15.06484	6.33444	4.10829	54.16868	9.90701	6.76478	4.58371	6.83704	1.00000	4.97481	7.60401	65.03813	0.98003	10.47489	124.95278	5.94510	37.82916
1156.62020	19.73613	30.81383	7.71154	44.24765	5.92360	6.56520	8.40217	7.55173	1.00000	6.86928	7.57283	33.03850	0.08319	7.80349	75.16878	9.39856	58.27075
1199.63825	2.61229	-22.92306	6.46322	71.12632	6.59811	5.69070	7.84951	7.88368	1.00000	6.05075	7.70155	12.46280	0.09834	8.60009	-53.13722	8.03832	56.14650
1115.06462	9.65568	52.66277	6.44431	56.32698	8.52953	9.19523	8.31748	8.49349	1.00000	6.05260	7.08726	69.22161	0.29993	9.14769	-2.01111	7.80253	59.44183
1154.92174	6.41203	48.73218	1.71672	52.82305	8.15277	8.11492	4.59227	7.76155	0.00000	13.17271	7.64263	35.66227	0.24154	8.28504	11.18709	8.15565	40.09897
1165.14337	49.09236	33.92946	6.38006	46.48133	6.50512	6.66404	6.53278	7.95890	1.00000	6.96568	7.66477	44.11754	0.13050	10.14356	-116.97725	6.55520	40.60823
1186.03261	23.10877	47.83333	5.16474	50.76143	9.20986	9.35139	7.60353	8.10079	1.00000	5.15687	7.95775	38.38856	0.48824	8.87115	59.6	7.66754	45.21830
1151.00729	18.34032	45.49428	6.43036	24.66874	7.01972	7.45511	7.10499	8.33677	1.00000	7.66439	7.98612	46.92373	0.09860	10.13325	-122.86705	7.48568	46.01288
1067.05338	11.06010	46.67535	6.63667	72.97589	4.21970	8.85737	7.54454	6.65039	0.00000	7.30494	8.61922	32.25032	0.07774	12.85875	5.55575	8.36888	64.48043
1138.90974	26.31430	-4.16694	7.51354	55.29448	9.35512	9.02545	6.14269	8.91821	0.00000	9.33776	9.74261	33.12583	0.60849	7.86607	-40.7475	8.21278	23.78948
1102.62653	11.95147	20.88953	6.38520	39.52768	7.12395	5.84130	7.65031	6.29567	1.00000	5.96317	5.89428	64.52126	0.08912	9.27932	-156.47432	6.56069	30.15856
1140.44967	19.83511	53.14657	5.05345	59.03777	3.45295	6.67761	3.22662	7.85796	1.00000	7.54722	7.79006	64.54243	0.05366	7.76467	140.72287	9.00720	47.72230
1059.49003	16.58183	-21.98333	7.18030	51.24649	11.23048	8.87804	7.93651	6.33019	0.00000	9.51202	5.77327	64.25494	3.42747	8.53692	16.91667	9.13403	40.08534
1166.44015	3.98849	36.27462	5.60198	60.83552	7.89354	7.16581	6.52056	9.31796	1.00000	6.57242	8.05888	40.03754	0.20966	8.74884	4.85668	7.31672	42.55362
1079.10932	6.39144	35.48199	5.95592	75.32407	11.35747	5.85894	9.77503	7.13459	1.00000	4.52163	8.57288	78.39957	3.88847	10.04267	137.02166	8.22975	44.80127
1073.82074	9.26909	55.75556	6.93203	41.21984	7.42113	8.90964	5.63289	7.79720	0.00000	8.43361	8.31433	43.72950	0.17966	9.38570	60.70278	7.59146	71.12904
1159.94202	30.28823	20.14298	5.57876	43.43802	7.52214	7.87531	5.45019	8.09298	1.00000	7.84225	8.96148	28.45967	0.14240	11.64075	-77.43532	9.65156	61.84248
1080.91868	26.90869	32.65246	6.14201	68.18393	10.53527	6.82348	6.81353	6.76763	0.00000	9.47992	6.96972	47.92312	1.74307	9.30147	51.67462	6.34343	42.81214
1103.26911	20.47087	64.5635	6.64059	57.64477	7.10061	8.31450	9.40415	7.33134		5.18463	6.00211	43.45600	0.13687	10.53901	39.8302	8.80548	13.89261
1081.68514	8.69566	38.47917	4.59201	52.98738	7.78576	9.16135	9.26335	6.95653	1.00000	5.37035	7.59264	63.04558	0.15628	8.27946	-1.325	8.91987	68.61195
1198.58103	15.95741	48.52961	6.75490	45.76586	5.23450	6.53953	7.81506	7.23060	1.00000	7.73607	6.78435	54.44792	0.07651	8.50087	12.16179	7.25626	49.10197
1098.22831	12.97152	51.65333	6.56250	52.51959	8.67313	8.77805	5.41154	8.62137	0.00000	9.05342	4.92011	38.51600	0.39014	8.60436	5.2875	7.55941	51.37749
1050.23507	30.65659	38.17492	5.92831	65.33645	8.99634	5.02942	6.76885	6.69944	1.00000	3.63053	8.25725	60.33314	0.44464	9.30737	-122.2608	7.97802	46.78482
1053.62881	8.28161	-8.66667	5.54774	47.52049	7.77359	5.73580	6.57929	6.63953	1.00000	4.99073	6.94357	22.49444	0.17284	8.00630	-35.71667	7.50703	70.05395
1159.86947	23.62894	6.03333	5.06210	35.75773	10.20317	8.52661	9.20880	7.57065	1.00000	7.55491	6.84415		1.27801	8.22271	37.55	7.78426	46.28278
1063.41184	15.17461	55.39485	5.59675	62.31934	9.01718	10.43705	6.86978	6.79984	1.00000	5.08684	8.06122	31.11266	0.44970	8.13015	43.83992	7.29162	43.82117
1104.89549	13.94632	33.50921	6.15846	42.10400	6.20542	6.19094	6.29643	7.17506	1.00000	6.19698	7.96466	61.68022	0.12084	8.38413	-111.89903	9.54566	68.72792
1102.08068	20.68961	46.1351	7.19725	48.89639	9.25441	8.86281	9.04800	7.33402	1.00000	6.93423	8.45450	31.12533	0.54138	8.66063	-60.1831	7.48296	35.26510
1148.87035	20.16290	30.21121	5.57774	46.40508	6.16765	6.82734	5.77571	6.71784	1.00000	7.04586	8.20938	55.90728	0.11661	8.75554	74.4818	7.80042	45.71177
1174.70749	7.51582	50.23271	6.59114	44.71579	8.35316	9.39948	8.51530	7.76306	1.00000	5.60221	8.38355	39.68422	0.26370	9.42756	12.87117	6.10783	67.97752
1198.56715	-8.88797	48.79325	7.15486	58.20006	8.71750	8.67211	9.33169	7.95488	1.00000	6.63504	9.91865	61.92540	0.37962	9.57708	2.29275	7.27281	68.76848
1134.51598	16.29635	49.65186	6.61457	53.90862	7.32881	7.46969	9.83137	8.53653	1.00000	6.05699	8.80459	46.60856	0.16869	10.16765	26.97253	8.44165	58.74045
1121.02687	30.21996	53.83333	6.00975	50.48162	6.30874	6.98533	10.56872	8.80580	0.00000	8.87016	8.59492	54.59221	0.12148	9.11673	-2.98333	7.09498	60.83942
1099.82834	17.02162	53.5942	5.70144	65.93898	8.30584	4.98359	9.23334	6.74980	0.00000	10.04463	8.69210	40.42802	0.25276	7.09535	25.8191	7.53361	34.52743
1119.00670	22.17266	35.06667	7.97199	59.06965	9.53312	9.40566	9.13307	9.21418	1.00000	5.35493	8.43596	47.24530	0.69537	10.72623	135.21667	6.57140	53.23002
1060.63789	26.50631	37.08819	6.97299	58.65403	7.04374	7.83120	3.88691	7.41554	0.00000	9.31376	6.65043	65.77968	0.14444	9.13581	-8.2503	6.90556	54.03311
1166.98733	32.78796	40.11583	5.19205	67.51573	7.42314	7.87951	7.20421	8.27426	0.00000	9.87255	7.70907	65.83225	0.14986	8.62592	67.84222	6.24423	51.48638
1197.24190	16.56510	36.21544	4.50148	43.48282	11.51308	7.79301	9.31515	8.08871	0.00000	8.45504	8.35829	57.88487	4.52797	9.54883	65.93249	7.61655	29.38764
1101.42344	13.66437	48.90472	9.62073	59.47858	10.93929	9.24337	9.44615	7.22186	1.00000	7.95179	6.52583	63.76092	2.56365	8.69319	2.2469	6.42222	65.39116
1081.56434	28.85720	38.47917	4.67378	33.83573	11.41816	7.59874	8.89604	7.61235	0.00000	10.81805	7.34504	62.19333	4.13371	8.59619	-1.325	6.83030	51.07621
1089.08061	-1.85804	36.64852	5.34827	42.81089	10.07161	10.05972	7.63012	7.73355	1.00000	5.92567	6.69622	47.04303	1.15997	7.90035	51.49621	9.20019	52.46683
1153.63992	12.20400	33.08014	6.73568	48.79729	10.78637	8.85675	8.35648	9.71759	1.00000	7.30457	6.22907	66.91334	2.24603	8.54307	-83.2321	7.32481	61.24946
1131.87865	20.28027	10.13361	4.52033	55.76697	9.66295	8.41218	5.20058	8.25173	0.00000	11.27055	6.93316	62.16715	0.77001	8.23495	124.84472	7.82358	39.30348
1067.91649	15.46489	46.32313	3.75488	29.44020	8.91274	8.28223	6.56053	6.46856	0.00000	11.08340	6.40230	36.04629	0.39449	8.54355	-0.45877	7.22108	44.40273
1128.84655	-3.77039	-37.9	3.16730	64.79541	6.17333	7.94856	3.85996	7.41771	0.00000	11.93520	6.89952	58.14398	0.07985	7.71988	145.18333	7.46695	76.78634
1139.54544	13.97626	47.38093	5.20724	59.26455	7.79763	5.48655	9.41544	9.59735	0.00000	10.07065	6.69358	40.08433	0.18630	5.68044	-122.23484	7.64501	46.09765
1114.72915	32.64174	12.74482	7.33970	77.77532	7.00954	7.13187	7.85953	6.99454	1.00000	7.03616	9.25257	44.47266	0.10920	9.19682	4.52514	5.21342	36.42352
1088.31484	24.14348	36.20389	8.06846	39.93853	5.68858	8.69304	4.41435	5.57221	0.00000	8.25929	7.72042	60.74032	0.08482	8.63061	127.08472	7.19333	57.20127
1071.89587	9.74716	45.40008	5.10124	52.85054	7.28328	8.38446	9.10262	6.82316	1.00000	5.28632	7.96166	59.85217	0.12746	9.63755	-73.58248	8.69433	42.66548
1067.14171	5.42720	19.32889	3.34566	62.55095	9.77377	9.94043	6.96416	7.66343	0.00000	9.03868	8.39114	65.08859	0.85050	10.17822	-99.32556	7.52734	54.02317
1170.37387	33.57716	43.32686	4.70920	44.19983	6.54710	8.34479	9.13332	6.34589	1.00000	4.66216	7.69355	25.23924	0.12368	10.10180	-2.98884	9.00412	50.20702
1100.82336	19.10437	39.96348	8.66340	59.29865	4.92428	7.44946	7.85649	7.25586	1.00000	8.36335	8.60300	51.79680	0.11398	10.14187	-4.83076	6.88712	66.33620
1051.55436	11.51450	50.82882	5.62890	65.61876	8.42199	8.07042	5.25140	6.11469	0.00000	9.33759	7.22568	58.11688	0.25793	9.45687	-0.32247	7.43159	66.97839
1076.65439	10.58580	43.61058	6.33545	76.13762	5.43347	6.31277	5.12215	6.54793	1.00000	6.38001	8.99933	44.54698	0.04242	9.12418	1.33467	7.53318	49.70152
1128.38602	29.47159	44.22639	4.92766	44.00400	8.81538	10.67957	7.86684	8.13825	1.00000	6.19952	7.02622	37.49442	0.37482	6.00162	22.53083	8.35732	47.77100
1175.00096	6.63136	11.00599	6.65218	45.48727	11.08144	9.52799	8.38355	9.68039	1.00000	7.35079	8.98050	65.13227	2.95132	7.73988	77.5609	8.79665	62.12275
1094.17784	9.22280	13.48082	5.89590	67.81119	6.17666	7.24532	4.69697	8.93698	1.00000	7.06402	8.41667	55.54527	0.10061	9.72874	-86.58208	10.67197	61.68674
1126.55957	7.92404	33.35283	4.65625	52.94589	7.99276	9.38201	7.95711	8.54182	1.00000	6.62499	7.46165	35.30425	0.26067	7.76888	-111.78903	6.25929	42.18657
1080.39409	22.09768	55.1904	6.57127	58.34560	9.33433	9.02001	7.50878	6.71296	0.00000	9.69314	6.35456	46.92462	0.56131	7.70910	30.2049	7.60097	36.72515
1193.73106	25.70816	20.88098	8.93500	41.01220	2.00601	6.29083	8.14213	7.54983	1.00000	8.60651	9.41950	50.85517	0.09289	7.94380	75.11937	6.59587	54.90028
1126.32023	17.68773	50.75767	4.42428	53.31926	7.01379	4.85607	10.53406	6.93506	0.00000	10.63616	9.16166	40.41033	0.17839	4.58128	-1.5443	8.82336	47.19095
1187.59240	9.60294	29.84576	7.26451	41.36592	5.28569	7.31790	9.59841	5.65358	0.00000	7.68041	6.74690	37.83444	0.11378	9.30121	-90.10674	6.34195	56.88581
1150.42671	4.01348	38.72706	6.74416	59.18315	3.88205	6.39234	5.52511	6.07900	1.00000	7.42569	8.38613	45.71480	0.08515	8.60444	-9.24671	7.70499	46.05579
1188.99940	28.95949	60.97944	8.37726		9.46852	9.38829	10.38477	8.68611	1.00000	6.65888	7.32776	39.29206	0.67499	8.74651	76.92421	8.22316	62.78100
1152.23943	22.54428	0.46005	6.97260	60.20824	5.38924	8.32856	3.46706	6.73696	0.00000	8.32676	7.19656	48.09804	0.09742	8.72538	34.11169	7.55174	53.64257
1147.99579	20.16779	36.53333	6.23493	75.40805	9.24467	9.78575	7.89781	7.20687	1.00000	6.34503	7.84579	44.43748	0.53152	7.83720	136.61667	6.85136	40.55084
1169.50656	6.53349	15.79408	4.47961	38.91657	8.88704	5.68835	7.01991	10.45207	1.00000	4.69947	6.85879	37.47902	0.40772	7.11695	104.1451	7.95672	49.63022
1122.80691	4.68899	61.72744	6.66573	65.39861	9.99622	9.89207	8.22028	8.10991	0.00000	7.91899	7.10134	82.19496	1.03242	8.79273	17.10558	7.17721	41.04046
1123.00996	14.98877	-7.51611	5.57723	68.95186	9.00130	7.20379	6.93978	7.30294	1.00000	6.66334	8.90623	90.77758	0.44244	11.11046	109.05389	9.04591	55.85023
1185.55227	30.93391	53.53333	6.70791	48.16930	2.96995	5.99714	4.63495	5.20769	1.00000	7.28116	8.79028	60.37128	0.05376	8.83399	-7.35	8.37040	61.48258
1178.29201	20.34552	53.49389	6.82406	50.41368	5.78934	7.11644	7.50114	10.42660	0.00000	7.82608	8.61946	57.06741	0.13016	10.41074	-1.29243	7.09557	54.54228
1069.26725	20.16710	42.8139	3.04500	35.36298	6.45422	8.02429	8.84336	7.82934	1.00000	5.86859	8.58620	40.09584	0.09869	8.67731	-1.64295	8.33678	55.15939
1057.35141	10.33503	45.51667	5.98811	57.50981	6.23732	6.63410	7.23206	8.56327	1.00000	7.53894	8.06018	31.80479	0.09574	9.71118	4.86667	7.71221	48.71286
1082.64651	10.72729	-0.71667	4.65160	58.63035	6.77065	7.23790	6.93386	5.62173	0.00000	11.12727	6.59395	48.88873	0.12951	9.40648	-48.52333	7.97319	51.44149
1140.93182	28.06414	40.11583	6.71284	46.76116	5.31618	6.15497	11.95486	8.30020	0.00000	10.05306	6.47257	37.54889	0.05311	9.80510	67.84222	9.10522	58.84311
1118.73750	3.11011	50.82882	5.98990	59.09604	5.37943	6.40089	2.69350	7.39767	1.00000	5.92752	6.80638	33.93618	0.05064	10.64295	-0.32247	8.25926	58.77576
1090.86987	1.42963	14.37395	4.66144	41.08208	9.18579	9.51725	8.43768	8.15909	1.00000	4.98163	6.50698	45.80405	0.45810	8.65413	100.48528	6.88667	40.57386
1101.27455	12.37400	34.09668	7.27210	53.53855	6.83419	5.32344	8.85622	8.43011	1.00000	5.18467	6.64969	44.70316	0.14724	7.06924	-117.71978	6.53277	37.01329
1158.45588	9.42082	35.6803	7.89994	63.59105	5.10831	6.41269	11.09963	6.29663	0.00000	8.04780	7.66815	52.22958	0.08246	9.83438	51.0193	7.16076	61.91829
1112.32327	22.46029	55.63711	9.17980	44.07740	11.18079	8.45265	7.75311	10.38464	0.00000	8.20049	9.27244	72.98089	3.30025	8.58113	37.38115	7.37600	58.51517
