longitude	QoS	station	revision	latitude	location
2.12213	accep	Le Chesnay	2017-03-25	48.8222	Europe/Paris
-7.32097	maintenance	Custoias	2014/10/12	41.1053	Europe/Lisbon
-50.00639	excellent	Palmeira	2016-09-04	-25.42944	America/Sao_Paulo
48.87498	maintenance	Astara	05/09/2013, 00:00:00	38.45598	Asia/Baku
43.67663	excellent	Nizhniy Lomov	08/14/2020, 00:00:00	53.53041	Europe/Moscow
11.5	good	Mbalmayo	31 Jul 2021	3.51667	Africa/Douala
-73.95958	accep	Brighton Beach	28 Sep 2018	40.57788	America/New_York
8.88104	excellent	Malnate	2019/12/03	45.79377	Europe/Rome
72.34424	average	Andijon	03/23/2020, 00:00:00	40.78206	Asia/Tashkent
31.33078	excellent	Voznesensk	2016/02/08	47.56494	Europe/Kiev
83.36889	average	Gorakhpur	2016-08-27	26.76628	Asia/Kolkata
8.64409	good	Trossingen	2019/07/23	48.07667	Europe/Berlin
41.00817	average	Silvan	2019/01/28	38.13708	Europe/Istanbul
-120.00865	excellent	Sunnyside	2019-12-17	46.32374	America/Los_Angeles
-119.01677	good	Porterville	07/27/2018, 00:00:00	36.06523	America/Los_Angeles
112.01667	maitennce	Kediri	2022/08/14	-7.81667	Asia/Jakarta
-70.20749	average	Barinas	06 Apr 2019	8.62261	America/Caracas
-75.69947	average	San Carlos	2015/08/28	8.79577	America/Bogota
-82.45426	maintenance	Venice	21 Jun 2018	27.09978	America/New_York
-74.96933	maintenance	Sicklerville	2018-12-02	39.71734	America/New_York
78.95693	maitennce	Kashipur	2020-10-30	29.21399	Asia/Kolkata
72.85107	building	Bhayandar	2020-06-11	19.30157	Asia/Kolkata
