H2CO	CO	latitude	longitude	O3	NH3	SO2	TEMP	C2H3NO5	PRES	CFCs	Pb	warning	PM2.5	NOx	PM10	CH4	PAHs
48.21271	8.64517	39.72943	-104.83192	6.03626	6.74052	6.95011	13.77473	0.29989	1114.81220	41.49476	54.92838	1.00000	8.33528	7.90531	5.93386	6.83740	8.41572
67.55799	4.87187	28.92694	78.23456	7.90645	9.46034	6.52692	9.50741	0.40548	1190.85089	56.98764	18.81709	0.00000	6.30721	7.43502	6.71181	4.26328	5.68511
51.26117	5.82815	9.3337	122.8637	9.50821	9.60725	7.72013	20.58990	2.68855	1147.23188	42.27311	37.47224	1.00000	5.66049	7.13720	9.70472	5.23970	7.21387
48.81823	9.06106	58.23583	92.48278	7.85364	9.80176	6.35792	20.45982	0.30281	1163.39077	36.79973	32.41157	0.00000	5.65762	7.04608	5.02834	8.96209	6.55194
48.75481	6.77245	40.49748	44.7662	7.18556	6.09299	8.29337	17.35003	3.04782	1195.65262	69.07932	63.56850	1.00000	6.25293	7.27530	9.78668	6.11492	6.67486
37.68090	5.48942	33.35283	-111.78903	6.12472	8.87794	9.33016	5.87050	1.15135	1194.81322	45.94784	78.76563	0.00000	6.14028	8.16750	8.77807	4.96021	6.83457
37.20337	7.22141	36	139.55722	4.62816	7.65325	7.12921	13.80097	1.05317	1055.63014	42.00596	49.07979	0.00000	4.84578	7.13874	8.54521	7.33407	6.85983
35.51643	9.36253	36.82167	128.63083	6.71805	5.54232	7.98280	10.90575	0.37994	1143.56499	59.23346	53.24321	1.00000	10.16869	9.18918	3.98326	4.49594	7.38691
45.74742	7.54585	43.41949	77.0202	5.53399	7.03316	6.94917	25.26987	0.43261	1166.71862	58.03372	42.03587	1.00000	7.88871	6.68933	6.54534	5.83098	6.36722
50.34974	7.46943	47.48444	36.25361	7.43644	8.11075	5.94137	-5.54141	0.40109	1124.92124	44.35154	42.99007	0.00000	3.58470	7.28285	6.45918	5.46499	7.89988
77.55751	5.98298	43.32393	5.4584	7.68250	11.44004	7.70332	23.32584	0.32458	1121.44097	47.52572	55.98199	0.00000	5.19596	7.06563	6.61791	2.27805	6.62985
64.07276	8.53973	36.81667	117.81667	6.27610	5.86851	7.41518	9.31999	0.38072	1169.28647	48.87297	24.08373	1.00000	6.91049	6.58896	5.94848	6.44834	7.30229
62.08401		15.46063	99.89166	3.86983	6.24459	6.07640	5.48163	0.50660	1169.07868	38.37940	39.27407	1.00000	10.26830	7.63413	7.89146	7.97913	6.63648
50.78508	5.42223	53.38333	-0.76667	6.43542	7.72731	9.55978	23.59601	0.87702	1086.74458	47.63340	49.83334	0.00000	6.17057	6.29901	8.41984	5.99271	6.08572
66.27183	8.98843	38.54491	-121.74052	5.18551	7.99039	7.56952	8.58744	0.58329	1083.26063	66.29339	42.69705	1.00000	8.29710	7.15776	7.78459	7.79719	7.73906
38.77808	2.55872	4.02219	101.02083	8.55014	4.58042	5.23655	-9.22255	0.64872	1137.37429	50.06101	39.69816	1.00000	9.28494	7.23528	7.90425	6.66848	6.99249
37.15006	8.31172	30.81383	75.16878	7.59610	8.30096	6.43250	-0.90974	1.54801	1109.03005	45.94949	61.53530	1.00000	3.69634	6.24160	9.10438	5.95826	6.33631
54.24532	9.48676	3.51667	11.5	4.91619	9.62032	6.48014	3.91101	0.29777	1132.29401	58.82681	58.80666	0.00000	7.05027	6.65921	6.40825	9.88589	5.22185
44.25043	8.32976	20.21322	-100.88023	4.31492	6.25681	6.75560	11.78410	0.28268	1140.48155	58.70347	59.18412		4.64895	7.26333	5.89961	7.24860	8.45852
49.84793	3.76914	27.52948	68.75915	7.17316	6.86862	5.74206	31.28191	0.49993	1189.82952	36.83265	79.51054	0.00000	8.03430	5.01340	7.46921	7.03695	7.52615
60.20400	5.80094	13.48082	-86.58208	6.85377	8.75222	7.35308	12.30161	0.37384	1128.48722	47.31079	48.27842	0.00000	5.94020	7.62219	6.26155	5.88281	7.70171
72.81474	5.94542	36.82167	128.63083	6.79862	6.18752	8.81362	11.90966	0.25520	1178.82198	30.76375	56.90461	1.00000	7.18073	6.69782	4.75538	4.45273	6.16611
49.05492	8.18143	-3.14306	-58.44417	9.90925	12.30982	7.83874	12.22272	2.19981	1130.00828	49.02451	62.69902	1.00000	3.85364	6.18392	9.45297	6.09458	6.32535
38.24647	8.05069	10.61285	12.19458	4.82250	9.10230	7.94068	11.19797	0.29519	1157.55755	61.33350	81.83664	0.00000	6.84124	7.16104	4.41210	10.80304	9.44438
37.40346	5.72917	44.73941	-93.12577	9.02992	7.71587	7.71112	15.29364	1.70717	1190.20520	45.83143	33.57554	1.00000	5.35149	7.54618	9.18591	5.76133	7.65645
39.94123	8.96495	33.52253	-117.70755	5.02267	6.31095	8.48836	3.79461	0.47676	1150.68214	43.95717	64.33876	1.00000	8.40750	8.17346	7.44801	7.06917	7.67631
31.80757	9.56163	52.61131	13.31783	5.51775	7.42029	7.85179	15.98307	3.05967	1182.33207	60.09906	46.58317	1.00000	5.49412	7.09235	9.77496	6.57316	6.55369
58.43161	7.45367	26.32293	91.00632	5.92626	9.52538	7.05033	21.46353	0.42395	1118.39365	65.64620	52.11530	0.00000	4.33050	5.77141	6.61580	5.42948	7.55866
58.31359	4.39897	48.8449	17.22635	6.89449	8.39760	8.33056	-2.79887	0.46354	1153.26080	59.14441	55.10098	1.00000	8.45150	7.97440	6.91382	5.63284	8.16985
43.18458	9.71746	41.66394	-83.55521	5.01065	7.33870	7.76751	4.36011	0.20776	1076.73327	51.88413	57.86550	0.00000	5.12507	8.78442	5.95526	8.17092	8.03924
43.06059	7.54405	-20.25333	-43.80139	6.72238	4.78796	5.57110	11.05800	0.38841	1186.39835	64.52274	47.67440	1.00000	7.98351	6.88110	4.94671	4.73054	7.02611
25.10930	7.40868	49.65186	26.97253	8.42200	9.28763	7.41878	25.71728	0.66532	1107.43203	64.17017	17.45158	1.00000	5.01858	7.97735	7.93938	6.95540	7.33779
51.51619	6.22646	36.06386	4.62744	5.25025	9.00544	6.04674	0.44425	0.76539	1054.33757	43.92028	30.63792	0.00000	5.79108	7.46972	8.11735	5.95875	5.70492
25.06163	4.93440	24.96334	10.18003	7.09246	8.18593	5.76702	6.24149	0.60283	1093.23485	53.71554	59.28731	0.00000	6.45282	8.22426	7.33551	5.91988	6.01317
51.62268	11.57691	56.11281	69.49015	4.11506	8.13091	9.02453	11.04127	0.42272	1100.42053	43.69777	56.44507	0.00000	6.95477	7.82096	6.01217	9.75752	6.92838
37.52678	5.83033	46.7055	38.2739	7.31553	7.58255	7.32229	9.42969	0.64755	1175.10091	45.60232	42.28629	0.00000	5.32652	8.01128	7.56032	5.83665	6.06853
35.64425	6.05377	53.95278	32.86389	6.65179	10.15192	6.24832	17.97168	0.30608	1188.23210	35.55239	64.28228	0.00000	6.74684	6.08852	4.76735	9.63257	7.77387
47.19509	6.36357	24.05979	77.40858	5.26254	10.49211	6.00019	-6.79594	0.55005	1096.07537	37.21016	45.74508	0.00000	5.91414	5.02590	7.42494	4.75769	7.40615
47.93188	7.05140	14.66	120.56528	5.25456	9.78209	7.44384	21.49632	0.43130	1078.89175	40.40636	54.00981	0.00000	5.07037	8.05472	7.44388	5.30415	8.21990
60.95118	3.58575	60.02427	30.28491	6.89629	9.39698	6.42925	20.70261	1.73686	1067.62239	41.95550	58.63003	0.00000	7.77191	3.66420	9.04599	4.22171	8.14622
50.24332	6.24206	-8.76194	-63.90389	6.05494	8.28738	6.38781	-2.24951	0.45579	1050.21375	51.23939	44.51948	0.00000	5.72750	8.81227	6.96601	7.46080	7.67634
48.75695	6.11974	34.85	117.33333	6.98750	7.13853	6.59080	23.09217	0.44174	1093.16347	60.91445	42.34009	0.00000	5.13456	5.94267	7.37268	6.67957	7.03217
36.56222	7.02935	11.84962	-86.19903	8.17545	7.41262	6.29463	33.68028	8.03366	1199.69736	66.41482	30.77815	1.00000	6.09968	7.27464	10.84976	5.70158	8.38507
43.16968	5.35728	51.78967	1.15597	9.52855	10.49386	6.58071	24.92933	0.68175	1131.12538	35.26690	63.59210	1.00000	5.77791	7.79229	8.09958	5.52238	6.97298
47.73633	4.25269	0.03813	36.36339	9.24767	10.76441	8.80021	12.46294	0.26901	1101.45277	70.64761	62.86858		7.38467	7.34397	6.02820	9.51232	8.00977
52.96726	8.31163	11.84962	-86.19903	8.43969	11.88905	6.40471	21.03193	7.29031	1110.27442	54.43890	84.11038	1.00000	6.03761	8.15630	10.74511	5.51798	6.39027
40.85012	6.47344	40.37528	28.88222	6.17353	5.82456	7.10926	0.56625	0.33724	1163.93381	49.46654	56.89969	1.00000	7.89967	7.68554	5.62385	4.78747	7.26806
58.02001	4.85025	23.02677	113.13148	6.75283	7.63597	8.53427	11.34450	1.11772	1156.43083	25.59302	27.38434	0.00000	6.55930	6.82592	8.37015	6.09543	7.31792
34.54613	7.24591	-12.91667	-39.25	5.10847	10.27906	6.68385	8.98215	1.19957	1143.41876	25.96202	63.33211	0.00000	4.51679	7.78963	8.80087	4.18166	9.91623
37.23087	4.45562	39.08367	-84.50855	6.49233		6.50882	-0.82466	0.76854	1140.32994	32.85027	41.95177	0.00000	7.22921	7.04128	8.22029	3.83196	7.31157
31.41047	5.02789	-33.59217	-70.6996	6.30814	9.05295	5.44040	15.42175	0.71213	1191.16952	51.75554	43.10348	0.00000	6.61723	7.52023	7.89158	5.45685	6.58055
47.90633	4.24407	51.38673	0.30367	9.29211	4.35682	6.45566	7.24295	3.10861	1181.35355	68.88590	44.81033	1.00000	6.98710	8.31197	9.86785	6.51488	6.95852
67.79974	4.21802	29.53885	-95.44744	8.26267	7.94362	6.27172	16.95779		1168.40748	68.18198	31.48900	1.00000	5.45539	7.01978	5.87562	5.56769	7.34148
49.64067	6.38189	10.58806	77.24779	5.69542	5.66440	6.01863	13.19396	1.32825	1071.91282	34.63700	49.28725	0.00000	5.33717	6.74857	8.86599	8.14161	8.56002
58.90020	9.13041	40.63316	-74.13653	5.38707	5.02567	6.64389	13.98844	0.29281	1186.47293	46.65002	38.00146	1.00000	9.15499	7.14176	6.98029	7.15479	7.97661
78.62427	7.52788	50.18545	27.06365	7.81528	12.45286	8.34551	24.02906	2.01740	1056.67100	80.27662	58.51244	1.00000	5.23637	6.99157	9.36473	4.33002	7.33379
33.39600	6.30417	-19.65	47.31667	7.96928	11.36231	8.63728	-13.59374	0.42963	1154.45856	52.91636	39.31608	1.00000	6.07384	6.02517	7.50499	5.37492	8.03245
61.25838	5.68240	35.95664	36.7138	10.14912	9.30297	6.81579	20.79805	1.51389	1058.06280	46.37526	48.41435	1.00000	4.94802	6.91459	9.19242	5.63955	8.00805
53.72002	5.36318	-19.7625	-44.31389	8.01112	6.25390	7.37369	18.77973	0.62896	1163.39472	67.15174	49.93437	1.00000	4.95081	7.03126	7.75716	5.70678	5.86589
41.91359	4.59542	40.72586	8.55552	6.64622	8.66714	5.77516	27.50964	1.25288	1055.86322	63.15266	32.40558	0.00000	6.92319	7.52852	8.83160	4.86861	5.56491
54.70467	7.46784	43.78956	7.60872	5.43713	6.68920	8.63845	-4.13829	0.41751	1146.97782	42.50144	57.34690	1.00000	8.74899	9.07879	6.30348	5.68396	8.49193
25.90667	9.36590	2.2139	102.3278	5.19303	5.75925	7.54666	6.85265	0.22921	1184.24581	60.70073	54.36769	1.00000	8.66395	8.34613	5.75035	5.78651	6.91309
31.64805	9.49400	50.20528	19.27498	5.02241	6.13078	7.01863	20.55658	0.43632	1079.97730	43.73087	40.58431	1.00000	9.14792	9.16295	6.00386	5.87597	6.99900
23.90931	4.85570	-33.38056	-56.52361	6.29001	7.45323	6.54199	16.62491	0.95281	1183.54548	37.51806	50.40638	0.00000	6.58973	7.42331	8.42810	6.86021	8.75429
46.99628	6.87335	65.93381	111.4834	8.31421	10.52217	6.72150	13.08137	0.99006	1171.93802	64.21605	27.92221	1.00000	5.28439	7.44943	8.41482	5.62150	7.33274
54.79013	6.92195	-15.675	-38.94722	5.23219	9.19767	6.91943	3.47608	1.23543	1051.02219	49.97295	65.02704	0.00000	4.79011	6.54362	8.67426	5.34949	8.01851
57.14696	4.89484	38.96667	-0.18333	9.29848	6.54171	6.59849	31.79912	2.70267	1189.86914	36.20447	37.33004	1.00000	6.79849	6.72380	9.71175	6.12526	8.00890
50.93644	6.39402	49.41029	38.15035	5.60794	11.30673	5.97865	17.76289	1.94485	1162.85422	55.94813	54.81792	0.00000	4.87097	7.52101	9.27528	2.94646	6.29768
63.52244	4.82116	-25.42944	-50.00639	8.79377	9.60273	6.71904	29.35794	1.24673	1167.21350	30.42112	68.13491	1.00000	6.75259	6.40799	8.65788	5.04834	6.06706
45.99750	5.16295	-25.54073	152.70493	8.49172	8.46972	5.84464	14.06988	3.60043	1198.99930	62.62920	48.79087	1.00000	7.69320	6.86046	9.99034	5.20586	7.52355
43.96120	6.71754	48.8222	2.12213	5.47144	9.14959	5.31917	-1.65459	1.09375	1140.55653	40.78718	65.02606	0.00000	5.04517	5.81950	8.50031	5.22292	6.85570
47.94610	6.19149	33.42585	-6.00137	7.92520	9.92753	7.75950		0.21900	1172.44704	35.42930	35.71297	0.00000	5.37123	6.51779	4.25897	7.89463	9.45478
45.12537	7.14064	-4.16694	-40.7475	4.23296	6.87193	7.65898	25.84848	2.06772	1077.01764	52.29114	55.75386	0.00000	5.03779	5.24603		7.87467	6.30849
46.14182	7.05539	49.65186	26.97253	5.87157	6.36914	7.31644	-1.99764	0.26248	1062.89050	47.32249	47.29844	1.00000	8.01300	7.84768	5.67077	4.86544	8.61955
55.24252	7.49287	19.8173	-97.35992	6.23501	6.53377	6.23363	5.98085	0.23686	1172.62501	55.12026	49.48745	1.00000	7.83804	6.77739	5.59354	5.47788	7.74482
72.51687	5.71451	25.13915	73.06784	8.30471	6.79477	6.43271	0.73600	1.59507	1192.37511	47.11621	54.21837	1.00000	5.80580	7.82456	9.07849	5.75323	7.49431
31.42124	10.30392	27.52948	68.75915	5.63239	9.89653		4.81954	0.16071	1054.65685	61.15085	67.51143	0.00000	7.02113	7.09707	4.52209	10.97467	6.90095
36.63939	9.58122	31.84568	-102.36764	5.53426	6.48279	6.62278	-4.52110	0.48056	1175.49054	49.47102	58.36198	0.00000	4.77277	7.22269	6.92934	7.65819	7.13422
58.24039	10.70544	34.21639	-119.0376	2.70279	6.92440	8.63527	19.49132	0.30024	1082.80663	41.67054	57.84354	0.00000	5.22928	7.79876	6.66025	6.43615	6.71599
55.51938	7.91190	33.35283	-111.78903	6.30760	6.26774	8.42852	15.11476	0.49498	1158.33518	67.14017	32.64576	1.00000	7.96052	7.51053	5.89540	6.09756	7.50444
32.84108	5.99795	2.2139	102.3278	8.33147	9.23405	7.18288	16.10012	0.67416	1073.08900	43.16716	37.09476	1.00000	5.85003	4.82638	7.92578	5.76680	7.64157
47.32377	6.24078	24.96334	10.18003	7.59735	9.15772	6.74020	17.80196	0.45753	1099.73317	34.93966	49.68294	1.00000	5.68900	7.84421	7.20528	6.04809	8.13533
50.01848	9.51601	44.99012	-123.02621	5.86800	6.68021	7.88300	10.52599	0.67705	1190.38018	37.42420	64.24424	0.00000	4.68446	7.17889	7.88878	5.99403	7.44089
33.94347	6.92307	38.40917	112.73333	7.04230	6.94337	5.65668	8.71412	0.24213	1088.24946	53.54920	43.32998	1.00000	7.74784	7.71296	5.04320	4.96503	6.83413
59.80792	8.02564	34.06635	-84.67837	5.98422	6.47825	6.79992	10.65050	0.31903	1163.15942		44.79549	1.00000	6.96139	8.18427	5.63745	5.86183	4.95788
51.78077	8.86502	0.49113	29.47306	6.06303	7.64241	8.84911	3.08779	0.39823	1168.64713	35.73636	25.99503	0.00000	4.72650	8.10319	6.35221	6.63243	7.52723
44.56514	7.21540	39.57582	-105.11221	6.48972	6.91406	7.45744	-3.91336	0.76956	1131.97589	53.85584	53.79084	0.00000	5.47475	6.93403	7.74971	6.45076	6.08951
58.36234	6.43768	30.5427	-97.54667	5.15434	4.75195	6.65195	15.03672	3.94639	1095.51938	54.53618	56.94657	0.00000	5.16673	7.33395	10.09678	8.87600	5.74349
56.28641	5.26609	7.50251	5.06258	8.17831	8.82918	8.02287	11.65193	0.36090	1118.68887	40.73205	24.45703	0.00000	5.04422	7.89543	5.50758	7.03741	7.46838
56.93189	8.65093	32.5007	-94.74049	6.71654	5.46068	5.55652	9.39751	0.31754	1088.42079	52.93231	37.91840	1.00000	8.86595	7.34035	4.73057	4.97943	7.28824
29.54946	4.24850	53.14657	140.72287	7.11941	8.06155	8.25352	17.46340	0.79376	1108.88257	58.38468	42.55066	0.00000	7.09697	6.98346	8.01483	5.77453	6.51285
35.05167	6.60501	50.7236	-3.52751	8.54887	8.14382	6.09714	26.92824	0.36860	1082.40796	52.84277	39.97222	0.00000	4.80136	9.09326	6.66830	6.19812	6.15332
61.37449	8.67173	18.18158	76.03889	4.95465	7.02874	6.96824	15.89610	0.27257	1123.78319	58.03057	42.25771	0.00000	5.00836	6.49739	5.99609	8.36446	6.23705
43.12883	5.15584	-19.72806	-50.19556	6.63049	7.19856	7.64430	23.09659	0.33723	1170.44374	59.46402	44.68861	1.00000	7.76167	7.35199	5.17804	4.50791	6.49136
62.62285	5.25000	43.78956	7.60872	5.70971	6.98888	6.91014	25.67409	1.34823	1065.79550	58.55811	62.17080	0.00000	6.45418	7.88277	8.83884	7.37369	6.43132
45.22496	4.66923	-4.06667	37.73333	6.91067	7.22423	8.62253	14.80800	0.73053	1146.23216	49.48732	19.21736	0.00000	6.90501	8.16619	8.13697	6.36299	8.81359
43.25298	5.35584	40.70995	0.57856	6.25024	6.26141	5.97453	1.06380	1.72350	1131.52738	47.81539	43.26836	0.00000	5.97236	6.30121	9.20079	7.32059	8.27450
42.78368	5.44380	41.92361	20.91361	6.62695	6.55796	6.70993	21.45446	0.33607	1150.36804	48.93197	29.44775	0.00000	7.28411	6.26069	5.75660	4.93487	6.23623
68.97624	6.78057	-8.05389	-34.88111	6.11723	7.85461	7.19411	4.13551	0.54720	1141.62158	44.62042	61.05578	1.00000	8.13190	4.54764	4.84481	4.51283	6.30481
29.38644	4.42078	-12.91667	-39.25	11.16201	9.08410	7.35090	-0.84970	4.04987	1173.47371	42.81642	40.39492	1.00000	5.99264	8.65357	10.14892	5.19290	8.81023
55.05833	9.79011	50.79205	-1.08593	4.94868	6.11327	6.95449	20.22407	0.50659	1174.60270	47.00235	49.77064	0.00000	4.34742	8.89050	6.59230	6.51318	6.32816
39.28376	8.50165	54.39635	24.04142	7.37527	3.00754	8.71069	12.82218	0.24340	1065.06635	42.82805	42.97806	1.00000	8.12862	7.15945	4.29846	4.56172	4.81175
44.36832	8.48111	51.62907	-0.74934	5.48110	4.31745	6.53192	5.18794	0.31064	1068.46340	43.64620	50.08628	1.00000	7.75436	8.35180	6.54915	5.97957	6.67129
65.60040	4.21621	44.31771	9.32241	5.82445	7.16529	6.51276	9.97131	1.97632	1170.77691	33.50686	63.29424	0.00000	7.31544	7.75715	9.31534	7.26173	6.42942
65.94446	7.91524	-1.26753	116.82887	10.53880	11.54753	7.80989	16.61087	27.47687	1126.37001	49.73193	39.66703	1.00000	3.93735	6.35777	12.10392	4.82005	7.49413
46.59229	7.36224	36.81667	117.81667	5.71752	6.56280	5.89810	24.55262	0.32624	1178.31858	41.16216	76.14455	0.00000	4.00797	7.68594	5.80744	5.22401	7.70822
46.39764	5.92777	-33.79176	151.08057	8.31339	8.99564	7.38140	0.73010	1.26912	1175.89673	58.47315	66.70180	1.00000	6.45442	5.96601	8.71161	5.72507	6.75912
49.19574	5.58632	40.98894	28.67582	9.39275	8.39488	6.66699	4.83008	0.78372	1143.40182	62.45660	41.94063	1.00000	5.50987	7.88818	8.25930	6.60648	5.21281
51.22605	10.49325	53.53041	43.67663	6.12703	3.06513	7.74646	12.61405	0.20847	1186.83073	55.73271	43.44714	1.00000	9.41533	5.51660	5.84712	6.60096	6.82268
42.89785	8.05582	12.37169	123.62494	7.46156	7.55406	6.69454	21.94747	2.27030	1087.62075	64.76732	31.37066	1.00000	5.23329	6.17615	9.51884	6.50242	6.90121
38.28060	7.93276	51.40944	46.04833	5.61667	7.99547	7.68144	33.38567	0.30472	1132.27169	54.88404	49.89475	0.00000	5.00223	7.27259	4.09631	8.31832	6.54091
56.02789	3.81956	17.94979	-94.91386	7.83353	7.26032	8.25226	11.09703	0.59950	1149.13502	51.46724	60.45791	1.00000	7.29168	5.17235	7.54318	5.40558	6.21156
45.21273	9.38833	5.6561	-75.87877	6.26800	8.68656	7.06838	27.37372	0.29517	1066.50666	31.72300	49.51618	0.00000	5.75642	8.47565	5.35930	8.25250	7.24466
54.34854	6.96020	16.68911	98.50893	5.03242	8.06458	7.58685	9.94742	0.33479	1131.79315	51.64201	48.50710	1.00000	8.03186	5.43208	6.44645	6.21099	7.75853
33.68503	6.71893	25.13915	73.06784	8.27526	6.87665	6.22893	0.63710	0.93871	1064.30788	51.36644	65.45736	1.00000	4.23005	7.15382	8.44512	6.25006	7.84778
32.73161	6.01655	-38.16604	145.13643	5.16311	10.03153	7.54953	8.59415	0.36170	1060.30325	66.94260	52.57490	1.00000	6.92799	7.78197	6.67179	6.02479	7.41566
37.49588	8.40558	-22.92306	-53.13722	4.89649	7.70430	7.60385	12.20780	0.37484	1072.64265	68.56563	29.24075	1.00000	7.16950	5.60795	7.09175	6.78764	8.27568
34.67677	9.38570	22.37066	114.10479	6.50733	3.16103	8.57254	11.36680	0.33430	1161.78642	51.69104	52.90062	1.00000	8.74378	7.13100	4.85509	5.04162	8.01642
39.12339	5.35342	33.37526	74.3092	6.58380	5.15196	7.04504	16.84559	0.12510	1158.86576	64.43084	60.60355	1.00000	6.29290	8.47412	5.10508	4.14527	6.12877
50.28628	8.00653	-7.81667	112.01667	7.60252	10.52808	9.54123	14.74633	3.07201	1153.86542	58.33526	45.65119	1.00000	5.18616	6.23241	9.83179	5.24145	8.16945
33.27822	8.15020	52.59319	13.32127	6.03199	5.84899	7.02383	21.50087	0.52968	1146.61898	44.42769	32.00068	1.00000	7.39787	8.48028	5.57425	5.79598	8.49008
45.83407	5.77784	-19.65	47.31667	4.06692	9.83590	8.52375	31.08943	3.57550	1158.60720	58.49866	59.07391	0.00000	6.56597	5.55819	9.95679	5.20276	5.70002
71.98365	8.24949	51.14942	15.00835	7.35522	5.14570	6.47761	5.06952	0.29513	1113.36464	34.11581	41.28722	1.00000	10.07135	8.23960	4.30298	5.07366	5.64883
32.60118	8.75951	48.8222	2.12213	6.87223	3.67552	6.43111	33.61610	0.22561	1054.50377	62.26971		1.00000	7.98095	7.12223	5.27365	5.92511	7.14769
42.44660	10.07019	-11.94306	-76.70944	2.31758	6.47925	8.49482	15.65102	0.37813	1172.18438	48.02346	54.48967	0.00000	5.46937	7.25184	6.72931	7.51249	7.67808
44.41970	5.69536	39.43534	-84.20299	6.22587	5.79966	5.25327	4.51168	0.55940	1133.64776	41.92851	47.76624	1.00000	6.44765	5.91240	7.27289	6.10477	7.16873
14.80241	7.06449	42.06166	-1.60452	4.38743	9.00398	7.29294	24.45035	3.39579	1110.40016	67.12583	50.38777	0.00000	4.89242	6.06690	9.92848	5.40008	7.14014
29.03181	6.82950	55.39485	43.83992	6.83847	4.94193	8.07322	19.54601	0.92085	1148.34472	58.99330	60.94464	1.00000	5.11157	6.48349	8.25706	6.58583	5.70223
38.87055	7.76898	25.87498	86.59611	7.16485	8.28547	9.59961	19.71798	1.04644	1192.62616	44.66949	68.78215	1.00000	4.97987	6.96864	8.38795	6.31601	8.10389
51.11827	3.56103	51.35084	-1.99421	5.80262	4.71920	7.27858	8.48758	0.25392	1070.74880	56.04875	49.20324	1.00000	7.52522	8.18429	5.11052	6.02377	6.12942
37.88950	8.59926	48.28259	9.72749	5.22384	9.28427	6.54161	11.40223	0.34633	1155.76880	49.46108	45.49680	1.00000	8.26968	7.74048	6.79992	6.98011	7.20723
32.31920	4.00476	42.8139	-1.64295	7.03158	8.31873	8.01634	10.78806	0.05887	1159.54767	62.01648	46.01857	1.00000	5.64539	6.95545	4.87519	4.16954	7.31246
30.70278	9.55821	47.56494	31.33078	5.49836	9.27571	6.51496	9.30742	0.51754	1162.00621	59.76091	38.81133	0.00000	6.41164	6.79092	7.51072	8.04947	7.34018
35.54757	7.32888	5.84752	-5.682	6.05059	5.79857	6.75440	25.66137	0.36064	1173.05114	66.42504	66.03734	0.00000	7.88741	7.03918	6.32859	5.61278	6.46612
34.15574	6.85667	43.11667	1.6	4.24226	6.71208	8.19580	9.07547	2.09801	1153.24832	60.34302	50.13380	0.00000	5.35358	6.42801	9.39482	8.10230	7.59342
47.95408	9.92022	61.78491	34.34691	5.47879	5.52942	5.98832	7.66271	0.44592	1176.69925	52.68745	41.50838	1.00000	8.14031	7.64224	6.12592	6.25952	6.33013
34.71359	10.89721	31.84568	-102.36764	5.38592	4.74584	6.84119	16.40155	0.35727	1066.09336	48.52855	42.24663	1.00000	10.42992	7.00733	6.76702	7.04285	8.19179
47.34773	8.40504	19.30157	72.85107	5.08346	7.97534	9.53988	5.13710	0.48457	1083.62083	59.38914	70.81817	1.00000	7.52541	8.25641	7.41629	7.34079	7.80217
37.07364	8.37422	26.91756	-82.07842	5.02882	8.88413	8.18109	17.37208	0.46686	1170.13686	68.12064	34.58639	0.00000	7.15313	6.66822	6.81171	9.96514	6.20776
38.24808	4.99271	19.64745	-102.04897	5.54168	9.51493	6.97856	1.98478	1.36970	1066.63750	46.95670	70.30129	0.00000	6.86431	7.96660	8.98198	5.01580	5.09351
60.22258	4.78557	-21.205	-41.88778	6.58147	10.16195	8.05652	16.87439	0.41950	1170.43282	52.15332	35.40740	0.00000	7.16620	7.83804	6.80620	4.68710	8.85103
34.76002	10.81811	48.8222	2.12213	5.61833	9.81443	8.47687	13.72511	0.18966	1061.18501	60.56750	38.67688	0.00000	6.61404	8.19022	4.92601	9.80483	7.11173
29.32060	4.39932	39.59611	27.02444	8.25991	4.92659	10.58179	18.78942	0.95652	1077.48733	60.81342	50.72830	0.00000	6.17931	5.99658	8.28011	7.62904	7.49613
35.97763	7.11853	22.49396	-105.36369	6.73143	4.23400	6.20321	1.91410	0.34978	1141.44896	55.13046	39.64178	1.00000	7.33706	7.24638	5.39367	5.25878	6.31966
47.46313	10.83345	34.4833	136.84186	5.42763	6.23871	7.63385	13.85929	0.32003	1104.33022	25.91004	59.59777	1.00000	9.69954	6.69442	6.42594	7.26533	8.26319
32.31372	9.89472	45.75279	130.57211	5.66003	3.17514	6.06404	7.42125	0.32373	1054.89663	59.26083	55.65991	1.00000	8.86830	7.66545	5.51077	6.03347	6.62154
41.30264	6.98322	-28.44917	-52.2	5.44092	7.41968	7.33146	18.69758	1.04166	1140.81323	29.47172	53.61220	0.00000	4.75724	7.73828	8.52696	6.82085	6.87640
35.91820	5.73547	41.41204	2.18247	5.08449	9.77032	6.83022	29.85510	0.74495	1144.83101	46.52009	62.91131	0.00000	6.50045	8.51689	8.24577	5.34313	7.19424
48.02901	7.28189	50.88506	4.07601	6.35554	10.85578	6.88061	22.40504	0.62020	1098.80518	76.82424	13.29082	1.00000	4.11353	6.78504	7.65611	3.12268	7.55352
47.35051	5.60974	31.39547	34.75699	6.19929	7.43861	6.36819	14.18540	1.07114	1076.38353	61.16963	39.53055	0.00000	5.73918	7.31433	8.41308	6.79262	7.92811
55.85294	9.13925	39.59611	27.02444	4.28898	9.79869	7.12707	21.48651	0.47950	1099.80632	21.97807	61.02608	0.00000	7.15704	7.53641	6.79508	9.15317	8.34974
44.66272	4.34535	11.50526	77.23826	7.15173	5.84427	7.54220	36.86144	1.06299	1118.21890	33.63108	47.80209	1.00000	8.53752	8.34442	8.43324	6.10470	6.42818
