SO2	PRES	longitude	H2CO	CH4	TEMP	O3	Pb	warning	latitude	CO	PM10	PM2.5	NOx	CFCs	NH3	PAHs	C2H3NO5
8.85939	1083.11133	133.42825	53.34327	5.47087	0.25066	6.50189	48.14083	1.00000	45.47885	8.46643	7.58685	7.59724	5.32098	72.54417	7.49968	10.20515	0.26468
8.17300	1071.76020	-1.08593	50.54188	6.44242	21.32338	8.74403	50.13412	1.00000	50.79205	5.64283	6.27470	7.20561	6.61498	49.14565	6.31261	8.25905	0.12688
6.42228	1052.59931	8.86704	43.10407	8.08701	25.11134	5.57424	29.65598	0.00000	50.23805	6.97459	6.18467	6.38617	5.36813	41.35735	9.59215	7.34358	0.10376
8.97002	1125.34084	-76.43941	46.89434	7.40932	29.74729	7.54823	42.42712	0.00000	39.33427	6.07308	6.32215	7.05649	2.86337	44.98266	10.39723	7.68935	0.13491
7.44273	1174.63558	27.25	59.79659	8.11442	16.64695	6.49745	36.30458	0.00000	42.7	9.24147	6.30046	7.13729	3.36167	39.38727	9.45791	9.11203	0.15039
7.27795	1075.51166	1.26738	24.30405	9.05998	26.01788	7.45019	32.65611	0.00000	51.84819	6.59630	5.02965	8.51585	6.24818	42.36015	7.17733	6.11878	0.20906
7.24662	1145.11749	-102.36764	65.10114	7.47645	23.67531	6.87066	41.36100	1.00000	31.84568	5.28906	8.04508	8.35051	6.29005	50.58147	7.87931	9.84029	0.31677
6.78703	1062.44489	35.59642	51.37204	10.10525	10.91167	6.58981	18.66299	0.00000	3.11988	7.97172	8.84788	8.43024	6.52875	41.89375	8.22916	5.71447	0.63747
8.53691	1089.36211	31.4976	47.18381	5.74296	38.14957	8.16030	52.05980	1.00000	26.67319	8.26815	6.34926	6.92102	5.11823	27.09511	5.85658	9.68819	0.16102
6.11635	1103.97067	53.26023	33.76281	5.50234	20.81518	8.39897	54.23290	1.00000	54.39304	6.17610	7.31482	6.47980	7.11519	68.00016	6.94506	7.95639	0.24083
6.58590	1063.84713	85.94001	51.00629	7.00006	18.91093	7.06769	44.25118	1.00000	25.49043	6.39201	10.27383	6.58871	7.73562	70.93705	6.65968	7.41680	2.40748
8.48047	1192.71783	125.21972	49.48142	7.69454	17.68872	7.77580	39.90399	0.00000	-8.99167	8.25343	8.95807	8.37629	4.71204	50.09300	8.91846	7.28523	0.77904
5.93193	1180.28365	-117.29198	58.27115	6.42439	29.97792	7.42047	45.82502	1.00000	33.03699	6.90331	8.71496	7.57070	7.22843	44.46115	7.32990	6.59024	0.64579
6.21007	1198.30978	43.38531	73.48146	6.98295	19.33455	6.42490	50.79698		9.89206	7.43852	4.66880	7.81904	4.26334	56.49494	5.41684	12.22942	0.11945
7.32283	1111.42697	17.80774	23.07805	8.88339	11.44738	7.98198	40.02574	1.00000	40.55851	6.88325	8.42294	7.88658	8.02956	48.28701	7.27238	6.14146	0.43498
6.40968	1134.56572	6.26764	47.00788	4.56832	8.73432	6.18092	41.98913	1.00000	4.92675	7.71182		7.54084	5.98252	58.45400	6.74473	8.08369	0.12103
8.81797	1155.07650	14.72443	45.65201	8.37832	10.07406	7.52119	49.43689	0.00000	36.92574	6.73792	4.95606	5.79291	1.99751	53.75879	8.57765	5.88183	0.07958
9.61211	1067.33135	13.58357	48.14642	6.18877	27.62746	6.72091	23.51007	1.00000	-1.63333	5.54547	9.77049	8.27139	6.24708	25.14319	10.23925	7.03126	1.51456
7.19773	1165.39208	103.6032	45.35911	7.77866	12.29702	7.73246	28.96111	0.00000	1.6561	4.78898	6.64654	6.41502	8.57200	61.90228	9.52318	4.17979	0.16420
8.09235	1124.85979	-93.11308	40.29874	6.04624	-12.95493	6.05681	47.38853	1.00000	16.75973	7.34191	10.22328	7.03408	7.48926	23.43514	7.16819	8.47070	2.30423
6.47620	1163.03311	-82.42491	69.30803	9.77792	1.19428	7.17948	38.51693	0.00000	42.97086	5.86439	7.31488	9.84412	5.95553	58.92720	9.96453	8.68268	0.27268
9.36302	1191.86610	-72.27814	43.68828	10.71277	14.41171	8.87854	41.54290	0.00000	42.93369	6.79401	5.59391	7.76141	8.16558	51.75251	7.24154	6.27912	0.17970
8.45670	1159.30862	-58.44417	49.77546	7.18557	15.19065	7.16323	52.01698	0.00000	-3.14306	7.22216	3.58939	6.33753	4.97418	55.52169	6.37316	3.20194	0.09689
6.75910	1193.00805	-78.04471	40.18935	6.62833	19.19431	6.52747	54.70733	1.00000	34.25628	5.88890	7.69296	7.51051	6.25570	29.76863	8.24415	9.25128	0.28705
7.48065	1153.09486	-59.13316	51.49800	10.19222	14.19808	7.93750	52.30251	0.00000	-37.32167	9.83400	9.29609	5.98044	7.86324	69.09648	9.48073	7.14584	0.98744
8.13754	1074.90265	33.9162	49.12979	6.37871	16.56532	6.87625	25.06156	1.00000	51.67822	5.10264	5.63852	6.39453	5.94047	39.83396	7.20422	7.48908	0.10933
6.73124	1090.83934	-81.38758	67.42941	6.88600	7.73939	7.89745	25.17932	1.00000	30.17746	3.99055	4.14538	6.70665	5.49457	67.26444	6.49416	9.11080	0.11860
8.00721	1083.06172	-123.02621	66.21122	8.60217	30.12339	7.87765	40.28716	0.00000	44.99012	7.70152	9.76196	7.21292	5.62623	52.31812	9.78331	8.53777	1.42788
6.87538	1121.16785	110.8405	40.18439	6.13837	4.77230	7.69791	39.28123	1.00000	-6.8048	6.13113	4.16033	8.21049	4.98628	48.06030	6.41901	8.22041	0.13561
7.87869	1093.53056	3.16667	61.24648	7.48351	20.54945	5.71066	63.82242	1.00000	50.8	7.34816	9.34897	7.66752	7.09210	73.44652	6.22906	5.80207	1.00445
7.12862	1186.89449	6.76111	41.48218	12.27531	19.38634	8.45883	21.09639	1.00000	53.16167	7.15887	9.21408	11.20009	9.55494	52.42869	8.02523	4.72076	0.90636
9.58001	1132.51956	85.94001	60.07635	7.97374	14.11428	5.85263	43.67631	1.00000	25.49043	2.88746	7.04408	6.97155	7.61897	60.89051	6.53658	6.53311	0.15264
6.71784	1173.27190	-2.68333	44.66232	7.82349	-10.93724	6.44478	47.54081	0.00000	43.31667	8.03680	5.11082	7.61880	5.79950	44.06761	10.44298	6.89226	0.07603
8.12931	1076.69783	32.6178	74.33581	10.79384	11.78505	6.02317	18.76731	1.00000	46.65581	8.76035	8.63071	5.99114	8.85051	55.24287	5.96115	4.85119	0.53281
8.10988	1061.89728	71.30633	47.00422	7.41204	15.51144	7.11100	25.39423	0.00000	21.34222	6.00270	6.35575	5.75136	5.19097	50.65707	10.45210	6.12512	0.21136
7.71665	1053.63714	13.29371	42.84607	10.12938	35.67364	7.60329	45.94335	0.00000	52.53048	6.32551	4.27516	9.10472	6.30947	41.05564	7.98462	6.91458	0.05932
8.80782	1117.53462	30.4347	55.08624	7.94467	17.68320	8.38193	20.22725	1.00000	-1.9487	4.07340	10.48536	7.50669	8.28162	64.81596	7.79726	8.27049	2.93175
6.79812	1063.79552	16.50104	33.70896	6.84830	21.20656	7.69873	47.06420	1.00000	41.24264	6.24556	9.05399	7.44963	7.52901	45.44307	6.41500	9.20312	0.74477
7.94679	1138.94660	77.40858	22.49426	7.36499	22.16707	7.79183	33.00458	1.00000	24.05979		5.91050	7.23531	6.49536	55.55566	6.80120	8.81103	0.19209
8.38143	1140.51992	78.25795	44.75283	7.07620	22.18536	6.44320	40.58073	1.00000	9.82564	6.15832	7.06427	8.06629	6.32193	49.10266	5.28987	9.42973	0.15717
6.82589	1128.98710	-113.3187	56.77019	7.75108	9.13903	6.97437	33.47463	0.00000	53.51684	5.86325	3.52853	6.60686	5.03247	40.83542	8.12015	4.74087	0.14200
7.43134	1140.84016	1.10687	40.71602	8.18670	6.45022	7.60093	29.45287	1.00000	41.15612	6.59577	6.41821	8.56867	10.51567	45.76793	8.13221	4.79195	0.24589
7.71390	1132.35696	-5.55835	52.56828	9.28852	10.60622	7.46744	48.02942	1.00000	42.64685	6.17476	7.67464	8.95078	10.30467	58.77713	9.06402	4.71959	0.32267
7.43946	1115.01463	-100.44843	49.63970	6.31083	5.28275	6.42451	53.32951	1.00000	20.74122	5.13971	9.20777	8.13048	8.18619	58.29771	7.95684	6.46204	0.91167
7.68619	1050.55990	30.4347	47.80271	5.71285	0.23619	7.90157	61.51936	1.00000	-1.9487	4.44592	8.86526	4.96980	7.61676	47.92460	11.25053	6.42995	0.61614
9.86224	1105.35199	-100.88023	54.13098	10.61548	17.54005	7.29017	46.50636	0.00000	20.21322	10.97116	6.84984	8.54831	6.89999	34.31691	8.33944	5.90330	0.20381
6.97846	1137.90067	24.43973	56.13135	8.52907	28.91363	6.89760	63.87735	0.00000	0.76755	5.90927	5.53032	9.33551	5.94323	32.59347	7.32302	4.03028	0.12416
9.73844	1139.37392	113.13148	45.39090	7.46215	8.19599	7.85491	57.04660	1.00000	23.02677	3.93035	6.69348	6.75941	7.99246	54.87075	5.00655	7.60855	0.19470
6.18178	1136.50294	136.13108	56.40059	10.38285	23.25607	6.58875	52.20917	1.00000	34.75856	8.24151	9.37883	7.77978	7.99400	39.61376	5.80363	5.54931	1.05854
9.30104	1192.24385	79.5286	64.66249	10.56464	15.78629	9.33637	56.99020	1.00000	29.22254	6.33417	10.14433	6.71565	8.16386	51.02756	8.72039	6.28030	2.11077
6.09670	1071.41220	10.98461	71.88962	5.64705	-0.95005	9.19140	37.38393	0.00000	48.35693	6.55738	5.84901	7.57201	3.86083	48.68592	9.83298	5.32898	0.11432
7.39804	1115.58470	34.37389	43.27527	9.29860	29.02676	9.02272	58.02765	0.00000	40.1675	6.44480	9.92200	6.98459	6.05278	53.21035	11.70594	8.23947	1.68615
7.24446	1115.01325	117.63083	45.40900	6.09967	21.55843	7.23645	59.35091	1.00000	35.50056	7.39028	6.22004	8.26141	5.66571	26.13913	6.04250	9.27915	0.11267
6.10621	1162.84407	-94.41551	56.02005	8.72902	16.81753	7.42442	37.04012	1.00000	39.09112	5.12787	8.84599	6.99683	9.18562	73.18073	10.15731	4.86326	0.63939
7.43770	1166.50003	-42.98194	62.89804	5.77166	22.35250	6.54140	56.94468	1.00000	-22.53722	7.08775	4.57943	6.72401	6.01398	46.63889	4.01396	8.83300	0.08303
7.41790	1121.22119	33.9162	38.15056	7.86352	22.17327	6.29554	44.47763	1.00000	51.67822	6.39269	7.17199	7.53528	9.63304	74.59331	8.59860	7.07218	0.23511
7.20619	1132.41139	-42.98194	68.48574	7.11224	15.76625	6.19831	74.32637	1.00000	-22.53722	3.02105	5.11828	6.49884	6.41323	53.42036	7.79570	8.74647	0.16809
7.50262	1105.78044	-94.91386	53.61504	6.02769	23.09126	6.51906	15.40042	0.00000	17.94979	9.24954	8.08455	6.19975	5.34793	59.77231	7.97300	3.17539	0.35991
6.76925	1189.89313	-73.58248	55.94291	7.95963	9.07189	6.66667	50.43807	1.00000	45.40008	7.42462	10.09703	6.73568	6.55168	31.28502	6.63953	6.48785	2.07603
8.71518	1144.80841	-6.00137	50.02778	8.59495	16.99760	7.21863	37.32531	1.00000	33.42585	6.79614	9.38992	8.03339	7.95583	40.08667	8.83714	6.04180	1.12005
6.59887	1076.04429	5.06258	33.78258	6.39927	13.91289	7.28159	24.80065	1.00000	7.50251	4.10833	3.87985	7.49867	5.88708	47.62483	6.41813	7.68203	0.07725
8.06989	1078.00492	-96.67834	44.97870	8.04866	11.28472	8.94241	44.51930	1.00000	34.77453	4.52069	4.46072	7.66561	4.84597	34.34897	5.92638	10.54518	0.13763
6.17832	1146.49317	112.73333	53.93854	10.29957	13.46454	7.37317	35.70568	0.00000	38.40917	9.08754	8.64523	7.70177	9.33009	46.34584	9.45843	4.34618	0.61386
5.87214	1180.08106	135.31667	53.89304	9.15271	22.20314	8.78268	39.53692	0.00000	34.25	6.41341	5.96882	7.06550	5.94653	32.19426	8.74458	7.18388	0.19026
7.64046	1101.66909	76.0586	64.09580	7.20936	-1.96521	6.77695	37.65212	0.00000	16.06213	5.60214	5.32754	7.58455	4.07466	44.38708	8.72482	5.13797	0.10130
6.71856	1105.24616	-3.59625	54.29207	7.86473	9.48472	7.49279	18.90979	0.00000	5.27247	8.67547	8.13856	7.73286	5.45347	38.76059	8.32923	4.98445	0.33961
7.84699	1166.69247	81.54855	62.73717	8.08292	4.77033	7.97304	46.46079	1.00000	26.2649	6.80554	8.59858	6.08991	8.43018	51.37108	7.41338	7.29070	0.61519
7.11167	1105.17041	12.84052	50.61297	7.08277	14.46307	8.33013	32.75695	1.00000	45.78071	3.14632	5.10603	7.82674	7.14225	61.06202	6.56355	7.35462	0.05573
6.66736	1123.27887	27.18052	45.41202	7.51153	21.02392	8.17040	42.58804	1.00000	39.12074	4.38461	10.62446	10.24258	7.51682	68.50519	9.82849	6.78085	3.42629
7.61053	1125.09314	178.00417	62.54908	8.14467	17.14187	8.05853	53.86048	1.00000	-38.65333	4.40224	9.17924	6.30057	9.43971	50.48878	10.43845	5.85918	0.87771
7.87215	1162.98893	-119.27337	69.47497	7.62301	-18.98434	5.98159	31.39997	1.00000	50.26729	5.91716	9.35588	7.05744	7.43292	32.25768	8.13048	6.95267	1.00460
6.59760	1053.22671	113.13148	60.26900	7.57026	28.05883	7.80072	76.51287	0.00000	23.02677	7.32419	5.14305	8.19568	4.84562	48.70298	9.38133	4.83159	0.09479
7.47882	1091.02629	4.52514	53.91892	10.64919	3.14951	7.11873	37.76164	0.00000	12.74482	5.59361	7.76250	7.47257	7.46040	62.20944	9.52977	6.75936	0.30198
7.37965	1151.78061	-77.96389	52.73463	8.28466	7.95246	6.59467	36.26461	1.00000	39.45621	6.94410	9.56182	7.66975	7.55956	45.50115	7.82062	6.57966	1.23704
7.57402	1130.04117	124.95278	51.48376	8.98992	16.71794	8.44458	58.37983	0.00000	6.33444	9.10043	7.51996	7.08719	5.40947	51.27819	7.56490	4.92766	0.27977
7.10956	1160.76518	-123.02621	58.96072	7.05673	16.60083	5.92431	53.35784	0.00000	44.99012	8.52038	7.44850	7.05690	5.18403	61.50831	10.46108	7.07357	0.29820
7.55195	1130.14846	-38.79084	51.59154	5.52135	18.85417	7.25155	52.54596	1.00000	-10.95817	8.16043	6.71487	7.17973	5.31547	34.86718	6.17124	10.04139	0.20128
8.48156	1165.46919	9.02596	40.49697	5.20366	1.69156	7.44080	61.84805	1.00000	48.21644	5.83658	9.57867	7.51925	7.37733	30.90495	7.61005	7.93925	1.24801
7.65438	1161.07891	36.73307	51.50989	5.42150	12.66914	7.10457	49.73886	1.00000	55.38752	7.48469	7.64144	7.69662	6.16611	47.74538	6.96526	8.77939	0.23730
8.12927	1089.81973	65.50917	56.67792	9.25549	-13.14379	5.35650	55.48561	0.00000	44.85278	6.40311	7.99495	7.96423	5.70820	38.81652	9.91862	6.10538	0.27835
5.98701	1126.17856	-5.55835	62.95569	11.82099	21.21043	8.54549	48.53857	1.00000	42.64685	7.59477	9.87032	6.76470	8.35056	51.16142	7.79960	4.35346	1.64869
7.02516	1118.19175	5.58472	61.29253	6.22577	2.08488	6.44237	35.58125	1.00000	52.14	4.07448	7.37587	8.68545	7.86089	49.08878	7.94616	6.11991	0.37593
7.28910	1055.74424	74.3092	62.50945	7.11162	7.87453	7.76887	35.73587	0.00000	33.37526	6.88738	3.97196	5.60630	3.50832	52.63671	9.04098	5.14735	0.11476
9.25678	1100.05763	30.2049	54.45689	6.41703	14.30166	6.46452	40.74605	1.00000	55.1904	4.53964	5.87173	6.82754	6.96771	59.85519	6.99204	8.04058	0.09252
8.83372	1192.44318	-73.99681	52.24105	6.64228	11.47827	7.26603	41.09593	1.00000	40.94065	4.80590	5.55603	6.76738	6.34247	50.70180	6.34383	8.40304	0.18844
7.69386	1109.38527	-122.23484	41.64450	5.09859	-2.71961	5.00992	58.52070	0.00000	47.38093	12.09085	9.78099	8.52937	3.37141	43.15365	6.69479	4.70284	1.52236
6.54236	1177.18894	17.22635	49.75013	11.47213	39.64139	8.22393	43.32315	1.00000	48.8449	6.81306	8.81074	5.72413	9.71844	36.68090	9.25144	3.27128	0.71042
8.64634	1112.73016	59.6	51.36782	8.50509	36.19491	8.64404	50.25871	1.00000	47.83333	3.42940	8.99748	7.08919	9.20169	56.13408	12.79183	6.82541	0.82566
8.13449	1123.52294	-76.72803	58.18522	9.20915	24.89617	6.20759	49.86416	0.00000	39.32288	8.98271	7.84176	8.34744	6.99558	62.54278	9.59665	6.39541	0.34690
5.93349	1104.85395	8.96317	57.71894	5.97261	0.79964	8.76576	45.25532	1.00000	48.35149	7.50217	8.49130	5.99729	6.49206	55.59461	7.50515	9.42439	0.49714
7.50968	1158.75684	77.5609	43.52487	9.28052	-0.31998	9.30723	51.67812	1.00000	11.00599	5.97706	9.36669	7.77547	9.21740	81.08481	9.02380	6.50594	1.08570
6.54068	1083.37690	4.18333	50.77936	5.97644	-1.99851	7.55167	26.95236	1.00000	7.6	6.36103	9.96131	8.02109	7.50544	36.45111	8.88876	8.78582	1.81148
9.56155	1164.22878	38.07083	42.73136	7.78053	22.83350	8.91786	41.80095	0.00000	54.90083	6.15703	6.16936	7.82471	5.77673	38.82882	8.64767	6.75228	0.13007
7.74706	1184.71730	36.73307	59.09030	9.75512	12.12725	7.29440	36.90150	0.00000	55.38752	5.40396	3.25940	6.94946	6.32019	17.51446	5.65322	4.07760	0.04947
8.35538	1113.44105	122.8637	45.13561	11.66615	12.42573	6.39248	31.08631	0.00000	9.3337	7.20996	10.32567	7.67937	11.02430	60.49606	10.34247	5.19094	2.65020
6.63606	1181.55995	-41.25528	35.74263	9.43151	13.50132	8.54512	24.30059	0.00000	-19.32556	4.93378	7.41360	4.87527	5.13930	46.43041	9.84240	7.93020	0.28672
7.06948	1122.68917	79.883	51.69726	7.78257	11.02987	7.77866	48.59947	1.00000	6.9909	4.85261	7.68949	8.05987	9.84422	75.34101	12.05338	6.92549	0.32546
7.45084	1162.65903	133.42825	38.94953	11.21540	31.88786	8.69777	46.22599	0.00000	45.47885	10.08734	10.38686	6.79882	5.47861	52.41360	5.62022	5.64864	2.69028
6.54079	1180.06756	34.34691	63.55682	7.24003	29.89622	6.45345	10.06271	0.00000	61.78491	6.96932	5.67170	5.96375	5.53761	38.60913	9.39804	5.74341	0.19842
8.58264	1057.30059	116.10146	53.33716	9.62978	15.50253	6.56586	35.88221	0.00000	5.90702	6.02893	8.73371	7.99712	7.46863	73.22976	9.66829	6.42173	0.59516
	1160.18900	121.12251	26.70431	9.02651	11.67013	7.72181	41.57156	0.00000	14.62578	6.31436	9.77674	6.33060	5.58737	57.80197	7.17592	4.14008	1.54688
8.90615	1078.99489	51.3452	42.13008	11.86229	25.79372	7.33430	50.23884	0.00000	53.37596	7.37993	8.00919	6.80280	7.79588	60.62797	9.04414	6.49202	0.31796
7.59207	1104.48416	-95.63079	65.86662	10.54891	4.42980	9.51082	57.40430	0.00000	31.76212	7.80823	8.35277	7.70988	6.98239	73.29855	9.17904	6.86064	0.53392
8.01212	1111.61646	110.8405	67.79068	5.81702	6.93043	8.66300		1.00000	-6.8048	6.82007	8.92206	8.25712	7.39846	38.79542	6.38366	8.52219	0.73623
7.65329	1064.17967	-94.91386	50.69336	5.94644	24.15451	6.38955	59.19420	1.00000	17.94979	8.01144	6.10979	7.65367	5.06135	36.36825	5.80311	10.09287	0.21138
7.09715	1199.12000	98.6738	32.25044	5.43687	14.56971	8.62329	61.62348	1.00000	3.7278	9.26833	4.95400	8.52488	4.07219	44.27912	4.66211	10.54675	0.20987
5.20183	1115.29652	1.53414	66.60186	4.95571	7.76718	8.04107	39.64228	1.00000	42.50729	7.00316	3.21810	7.61201	4.77466	64.39431	5.58716	8.70025	0.16166
5.83155	1097.36482	17.58522	60.54983	5.59465	27.76405	7.86158	32.21452	1.00000	40.53123	7.15131	7.23407	5.61313	7.13183	63.03374	5.49232	8.72771	0.25817
8.03818	1093.18125	121.06761	52.53598	5.86771	10.19354	8.38630	13.96145	1.00000	12.35275	7.46130	7.08687	7.36566	6.20456	56.96110	6.42544	9.36647	0.26113
7.22742	1180.99763	13.28702	41.04107	9.56308	13.78473	7.17983	22.23244	0.00000	52.4581	6.66404	5.37790	8.04778	6.83522	71.25478	8.60306	7.03927	0.18442
8.14581	1107.35742	-78.19444	59.86479	6.51547	28.34206	6.77403	39.56490	1.00000	38.91817	4.89906	7.80989	7.36756	7.36121	32.02730	7.46249	7.50514	0.34761
7.19308	1053.11987	7.973	42.38223	9.09631	17.71246	8.69598	50.90349	0.00000	51.168	8.06295	4.18870	7.29475	6.26147	46.82343	7.83387	6.06993	0.14614
6.67816	1147.47475	30.28491	37.40244	9.40656	13.28308	6.35680	61.69159	0.00000	60.02427	8.96386	11.17559	7.52331	6.26990	23.47951	6.87728	5.07755	5.79902
7.31838	1123.65846	-73.26022	45.44422	9.60824	11.12323	8.02465	42.69869	0.00000	6.46838	5.26934	5.06560	6.28647	6.08319	49.08253	7.71719	6.08858	0.15178
8.79896	1068.16068	-73.58248	73.58418	6.53718	3.05946	7.56145	47.74805	1.00000	45.40008	4.61511	3.70158	7.86257	6.26264	55.03788	4.65169	8.40454	0.13743
6.55400	1178.44463	-74.28459	48.05792	5.59530	6.73642	5.11062	37.24910	1.00000	40.5576	6.78153	5.71616	8.21447	5.65421	55.96416	7.12489	8.28567	0.11614
6.28620	1130.04715	120.33063	65.12766	10.24615	19.99625	8.07672	35.63622	1.00000	37.65181	5.75569	7.29940	7.15789	10.21648	41.65655	8.67866	4.22969	0.21150
	1179.17831	-111.89903	37.08709	8.50726	-4.27480	8.03811	46.87365	0.00000	33.50921	5.00851	7.00581	8.74103	7.66889	64.56106	8.60441	2.85049	0.16040
7.37324	1099.20092	81.54855	69.61123	10.96698	10.91237	6.96323	57.56272	0.00000	26.2649	2.92861	7.95196	7.54985	9.20176	55.99248	9.54557	6.03960	0.33639
7.91724	1072.14142	-95.63079	46.58984	10.99264	2.33475	6.70562	29.36531	0.00000	31.76212	4.44049	5.98862	8.15632	9.59590	74.58174	7.89126	4.31656	0.19750
6.42549	1154.14516	110.8405	33.65397	9.00588	15.15211	7.30625	33.50633	0.00000	-6.8048	7.07657	5.93408	9.76810	6.76891	52.52144	9.31549	6.06208	0.13190
6.33936	1191.63714	-81.26367	54.94129	8.28583	18.76629	7.02072	43.53353	0.00000	28.90054	2.03193	6.49803	9.07563	8.14989	41.73714	5.63384	8.11526	0.23668
8.97817	1069.89469	78.25795	56.83198	9.58261	24.34702	7.67440	58.82376	0.00000	9.82564	5.07871	5.58963	9.23928	6.27385	73.36016	7.45247	5.89990	0.19062
7.46205	1113.27020	69.01354	66.44665	3.83331	6.57459	9.91824	39.81304	1.00000	38.55632	6.97130	7.32293	6.96321	8.17143	44.97231	7.00902	5.64386	0.27521
7.67745	1146.73695	-86.57415	51.11268	6.94800	19.23100	7.63869	49.76007	1.00000	15.48131	5.62932	9.33346	8.48823	8.19344	38.36839	6.60574	6.63317	0.98839
6.66464	1093.36155	4.52514	33.67212	9.21781	-11.67384	7.31753	46.16858	0.00000	12.74482	8.84491	8.75553	9.18125	6.45552	38.87443	9.09065	6.70160	0.59541
8.48387	1056.41317	106.88324	30.80271	8.26842	20.28086	7.64172	41.17047	1.00000	47.90771	4.49856	9.81722	7.32217	7.55509	53.32601	7.98328	8.68731	1.55198
6.80120	1116.93209	-82.00919	21.49942	9.26256	25.09313	8.78913	39.85770	1.00000	23.04419	7.83942	8.98671	8.04925	8.03511	47.50146	6.91347	6.38859	0.71281
6.37707	1182.54388	10.7	37.80594	7.89245	19.45940	6.78292	72.10080	0.00000	4.96667	8.53609	9.04520	6.66409	6.23816	50.77239	8.82572	5.41066	0.78418
5.91308	1144.66279	-1.99421	52.69904	8.62524	23.86617	9.30042	49.31095	1.00000	51.35084	7.02095	8.46506	8.22274	8.55604	46.52997	7.38166	6.52048	0.58888
7.00351	1106.26571	-75.60804	29.65354	7.73896	17.12310	6.29408	32.34248	1.00000	39.96097	4.60423	8.39203	7.54135	9.48710	32.78203	9.59180	5.86054	0.52622
6.04770	1134.45612	42.54536	48.36867	9.53137	26.69097	8.16790	48.71107	0.00000	-0.35817	9.83573	9.53593	8.35600	7.59738	38.29899	8.96329	6.00405	1.21359
7.57765	1166.48576	-78.04471	53.49262	9.29710	17.15184	6.89398	60.57667	0.00000	34.25628	7.11907	6.97075	7.61215	7.29317	47.47531	10.00157	8.87198	0.24912
7.06685	1080.53209	85.83636	44.94818	9.06450	3.73739	7.03472	54.47529	0.00000	25.66795	6.79889	8.64793	7.60934	5.04903	59.19995	8.73320	7.04086	0.66467
7.94512	1174.18095	113.69785	53.39120	8.15572	29.04312	6.25988	29.79701	0.00000	-7.73379	5.69955	9.78895	7.42049	8.38610	46.86610	10.32226	4.34849	1.58981
8.04264	1190.02803	-25.66689	39.29522	8.69462	30.56546	8.10838	40.33258	0.00000	37.74615	6.12946	9.26151	6.02779	7.30585	41.49094	9.93624	5.82015	0.98610
7.24245	1061.29773	0.47713	64.18162	6.51815	9.07876	6.36880	46.25886	0.00000	51.39323	11.40373	10.51225	7.47410	6.20966	29.70358	7.48644	3.69056	3.01871
6.54607	1179.40964	-81.26367	57.53802	6.39327	26.07077	8.19646	45.67894	1.00000	28.90054	4.65059	5.54173	7.86048	6.88529	65.06851	5.86318	7.99817	0.11532
9.05294	1176.43995	83.62389	40.64886	7.29881	28.41130	5.41083	22.88727	0.00000	53.30972	11.60816	8.73730	8.37346	5.06864	66.09198	7.30497	4.71163	0.63243
9.54724	1175.81225	-66.8499	44.78294	10.49826	6.93885	5.64073	45.07226	0.00000	18.03496	9.40331	8.47051	7.62308	7.10613	54.23070	9.82576	8.37464	0.54573
6.58393	1051.12430	-2.01111	55.24997	5.18968	10.58573	5.71036	19.06765	1.00000	52.66277	7.61813	4.43544	8.65842	5.06999	69.99158	5.36419	8.59632	0.05055
6.94279	1150.78455	-84.13722	62.01731	7.65716	33.69918	7.56717	43.43263	1.00000	9.92787	4.92045	9.80384	6.77517	8.54218	47.89893	8.63722	7.40947	1.61360
10.15173	1113.83640	-6.90656	65.77422	6.46348	4.32220	9.08952	14.42562	1.00000	33.92866	6.08647	7.47240	7.41799	6.92802	53.82267	6.51325	8.80992	0.21908
8.24054	1056.29017	-1.4001	46.86729	7.36499	24.31008	9.59381	54.43360	1.00000	7.06273	5.12550	8.05021	7.53849	8.90835	47.76671	10.01101	5.72908	0.36698
7.56583	1112.57191	-2.77259	32.86856	9.22014	24.48559	7.92573	49.52081	1.00000	37.49073	8.02008	9.07882	7.30334	6.96304	26.58202	7.67419	6.10766	0.78434
7.31994	1123.44067	49.62251	75.60742	7.75813	15.40488	8.29097	49.16797	0.00000	27.0174	3.13178	3.79481	9.32433	5.05806	49.60787	6.67583	2.51060	0.12666
8.02799	1087.13321	9.5586	42.14588	7.82538	11.95796	9.24511	37.65177	1.00000	54.52156	4.61474	7.26628	7.18844	10.60731	32.37731	8.53631	5.07769	0.24346
7.15028	1062.16594	-71.08977	42.39305	6.94987	20.26871	5.88324	34.93649	0.00000	41.9001	9.65167	7.43360	5.63704	3.63573	54.77254	8.53300	7.06510	0.27336
5.63415	1179.97453	2.44892	41.17153	11.15459	7.53156	7.62203	33.33860	1.00000	48.98693	7.16232	9.84295	5.44724	9.30888	41.92587	8.52613	5.94279	1.61236
7.36780	1104.16434	109.3243	62.70237	7.59903	12.88869	7.92510	43.95457	1.00000	-7.0981	2.67556	8.05532	7.22161	7.65358	54.15185	8.11374	7.03331	0.38432
6.71340	1150.05009	123.99333	23.44390	6.16127	19.48878	6.53171	23.04408	1.00000	12.97389	6.70707	9.36428	8.05238	7.51259	43.68570	6.81305	8.29905	1.08869
7.44713	1182.12548	2.18247	58.53281	7.90829	15.85951	5.31749		1.00000	41.41204	3.90034	10.50863	6.79856	6.77508	88.23307	12.00661	6.93924	3.04197
