CH4	PRES	warning	PM2.5	SO2	latitude	C2H3NO5	CO	NH3	TEMP	longitude	NOx	PAHs	H2CO	Pb	O3	PM10	CFCs
6.33523	1193.20496	1.00000	7.86401	8.13869	12.25282	0.13723	6.01555	7.90240	16.81168	79.41727	6.92793	8.69155	52.84989	49.88472	4.95988	7.67430	39.13698
6.25075	1121.98928	1.00000	8.66396	5.07427	23.73333	0.06584	7.32160	8.44409	8.99099	114.68333	7.73498	9.77205	47.88487	62.81528	13.04899	3.23311	47.85648
10.07170	1060.11753	0.00000	9.79258	7.55846	3.31332	0.40917	8.03970	8.88030	10.95892	117.59152	7.60203	4.82028	64.98086	67.69229	5.58260	9.20923	34.55931
10.01068	1075.81893	0.00000	11.26331	8.45409	44.92801	0.16760	7.22288	8.69832	2.62674	4.8951	7.54996	5.42357	48.35406	64.03109	7.01713	8.06761	53.07892
9.77294	1085.49168	0.00000	8.16744	7.68904	-23.7975	0.57900	8.32876	7.38970	19.74308	-48.59278	7.18546	6.03515	54.60044	57.59925	5.45849	9.58201	45.46419
9.11507	1132.81505	1.00000	11.27355	5.99264	10.10649	0.08493	7.98059	7.17627	-0.99093	76.35484	8.03896	7.41607	39.43353	54.39908	6.44022	6.58791	57.37028
6.56652	1084.22350	1.00000	10.28147	5.21732	38.55632	0.05667	8.30658	6.67679	19.65874	69.01354	7.35116	7.05261	59.55522	46.08958	10.16817	5.21514	81.00025
7.42463	1196.84855	1.00000	10.06884	8.67528	41.15612	0.44523	8.16636	5.95689	34.12465	1.10687	8.34989	8.54262	68.65697	59.51422	7.15252	9.31028	55.64491
6.28701	1057.32533	0.00000	9.32203	9.71051	-22.97056	0.10402	7.73787	8.05748	17.43604	-46.99583	9.88066	4.76446	42.71733	64.76057	6.34579		40.60476
8.69778	1104.25595	0.00000	12.40853		-17.73648	0.15814	5.68549	6.33694	2.36793	168.31366	6.63633	6.12154	42.25768	39.26258	7.85659	8.04380	58.30663
5.17195	1197.51689	1.00000	7.66560	6.37406	51.26	0.12293	7.42057	6.06838	7.83843	-2.1875	6.24305	9.01684	57.40969	41.86142	6.41359	7.54824	52.50398
7.66608	1062.93946	0.00000	8.79103	9.94141	35.8	0.05236	9.12407	6.91831	7.03962	137.23333	8.63775	7.75423	47.74422	38.50126	9.91617	5.71202	60.08129
5.21316	1155.38330	1.00000	8.27985	11.41023	50.7236	4.13688	8.00084	5.76182	19.51468	-3.52751	8.56970	11.71268	42.26868	46.92131	6.31697	11.63048	59.49275
10.14765	1186.11605	0.00000	8.80853	11.44259	18.03496	0.25937	8.77875	7.40174	5.37014	-66.8499	8.62572	5.57548	49.37002	60.98928	11.55863	8.65828	53.62154
7.91737	1053.59149	1.00000	7.17602	7.73943	42.67164	0.05744	8.23246	7.05723	15.37256	14.01481	8.49004	8.88759	57.79760	63.25183	9.36599	5.92394	59.64596
6.13477	1055.30810	1.00000	11.43970	7.66141	6.46346	0.12405	7.56574	6.93724	4.76884	-2.31938	8.69364	7.75642	57.85313	43.14781	5.80505	7.47212	49.13805
6.86973	1055.98320	1.00000	8.35895	6.60690	29.65163	0.09418	7.44011	7.97146	18.41650	-82.32483	7.58331	8.67225	54.07578	55.84918	8.90774	6.22021	38.96917
8.00220	1178.13456	1.00000	9.72679	7.47965	34.4833	0.15844	7.66195	9.21055	22.66840	136.84186	7.39215	9.45210	73.71917	21.97350	6.64870	7.99180	49.80649
8.48279	1086.08465	0.00000	9.69187	9.43308	42.16808	0.20580	7.80863	8.47145	20.69167	-88.42814	7.88337	5.45992	60.11223	56.94598	6.40705	8.13915	47.94185
7.60154	1050.47786	1.00000	12.42755	6.10748	23.9028	0.05506	7.97872	9.01981	31.66839	89.11943	9.79239	6.66733	46.74844	70.50026	6.72300	6.48268	51.23174
5.17531	1184.29480	1.00000	8.48671	4.70013	32.05971	0.05053	6.33353	5.02924	12.72663	34.8732	8.99038	6.77965	38.83388	55.96968	8.04398	5.35993	61.41525
9.26318	1165.33515	0.00000	9.49398	9.41014	41.15612	0.40997	8.45529	7.64213	16.38481	1.10687	8.01186	6.68738	22.91910	44.97561	6.71488	9.19891	54.01717
4.62949	1170.06001	1.00000	9.04414	7.89058	32.54044	0.54530	6.98968	7.09721	9.86116	-82.90375	7.18107	10.74384	57.66583	51.62104	5.16275	9.45885	22.99728
7.62142	1059.97559	1.00000	7.51974	10.76054	36.20829	0.76150	8.56000	8.34795	16.83476	-115.98391	8.24859	9.43314	51.54172	51.88601	6.96987	9.83306	59.67931
11.64213	1078.68762	0.00000	11.03561	10.60720	8.62261	0.20039	8.40413	7.87799	20.42447	-70.20749	7.70867	8.29001	48.52023	45.54199	8.42122	8.49209	33.12634
6.27204	1189.49029	1.00000	10.71674	7.20345	52.14	0.16269	5.85294	7.16777	7.70296	5.58472	8.52317	10.30551	66.61463	68.14985	9.07068	8.03545	39.75936
6.08585	1176.32008	1.00000	9.37785	6.58353	46.75451	0.13844	6.94224	7.47002	-1.96015	33.34864	10.18683	8.80032	48.98995	62.44891	6.78089	7.85896	48.02610
7.22183	1198.13132	0.00000	10.80481	10.68513	43.32393	0.09085	9.50955	8.35291	22.16609	5.4584	9.02605	7.87005	66.94214	43.45574	10.58193	5.52087	33.95684
9.56844	1197.28410	0.00000	11.19919	6.34676	42.35843	0.60700	8.53379	8.10240	7.47982	-71.05977	9.19478	4.88146	73.58643	40.10304	5.22104	9.61913	33.46694
4.86369	1094.93840	1.00000	10.38232	9.75427	30.16688	0.69319	8.69076	7.10860	9.63787	-96.39774	8.66791	9.10258	50.78373	25.99200	6.43468	9.82421	41.71203
6.18155	1119.18601	1.00000	10.71354	5.66400	55.75556	0.07134	8.93696	8.26612	30.05757	60.70278	7.21960	9.35483	81.81930	46.40049	10.03226	6.30012	73.12888
7.16578	1146.00111	0.00000	7.12674	10.04622	14.0823	0.20750	6.63361	8.39176	25.47988	98.19151	6.66555	7.26986	45.55335	54.72791	6.86196	8.40579	40.58220
9.63175	1075.39289	0.00000	13.01888	7.40402	33.86419	0.11458	8.45441	8.25887	5.53475	48.26258	8.49014	3.04358	62.33721	69.16920	6.00403	7.55736	44.03370
9.07823	1112.95897	0.00000	8.55192	10.11494	43.4125	0.58888	7.62741	6.37189	6.39195	23.225	8.20267	8.53357	46.00455	71.98691	7.59163	9.56487	38.71354
7.47692	1147.14022	1.00000	8.64951	7.77565	35.815	0.12114	8.29408	7.87307	10.61773	139.6853	7.70515	9.82924	18.83858	44.90761	5.51241	7.64727	38.61671
8.70256	1063.77007	1.00000	7.92821	7.14229	54.8421	0.19562	8.50318	6.96236	10.25195	46.5813	8.66681	7.73095	45.74113	70.27620	6.92748	8.17660	39.86504
8.79131	1068.38245	1.00000	8.29615	7.74163	41.6764	0.06877	7.94950	7.62323	17.30019	-91.58045	8.81272	8.61811	62.02202	41.41879	10.04215	5.62194	42.15841
8.29509	1132.58345	0.00000	7.69924	6.11482	6.95194	0.09498	6.59684	6.90427	14.32912	121.96361	6.42225	5.26284	50.74531	23.20804	7.48787	4.87182	38.92451
9.10034	1163.64663	0.00000	6.34707	5.94682	41.84364	0.08134	6.91561	7.54363	16.64752	-87.71255	7.92566	5.46711	50.12444	51.91061	7.96958	5.97974	54.12503
7.60622	1062.88326	0.00000	9.62951	11.78501	36.06523	0.06687	7.57458	7.49779		-119.01677	7.30378	7.33965	59.83537	52.53821	9.80934	6.31375	43.34658
6.63938	1104.25511	1.00000	9.67539	7.01387	6.03333		7.84866	8.73022	22.47520	37.55	7.54730	9.45505	38.14236	52.96580	8.87314	7.33438	44.40281
10.23816	1074.46796	0.00000	8.09966	8.81842	54.58048	0.10977		8.22153	12.68624	16.86194	6.51568	5.24849	43.60383	55.05051	8.65825	7.38402	64.51032
4.81796	1187.29665	1.00000	7.11727	9.59319	10.7375	1.94940	7.65023	8.37387	22.08846	122.9666	7.83374	10.14469	41.65020	60.20092	6.79552	10.85435	49.50950
8.52468	1057.40576	0.00000	6.37440	9.93379	41.0051	0.04425	8.09862	8.60813	29.13798	-73.78458	7.06817	7.45948	74.11985	36.92121	9.69088	5.28272	58.23439
9.78995	1051.78118	0.00000	5.09610	9.02499	51.12794	3.27426	9.12058	7.64250	0.57287	4.21372	8.69237	7.14061	72.15422	45.15437	4.48757	11.40379	57.89117
6.22726	1149.11304	1.00000	6.33904	6.41980	47.05	0.09000	9.10223	7.27371	29.11827	15.46667	6.61584	7.77334	60.36381	41.33755	6.44240	6.45611	46.74237
5.02376	1147.44418	1.00000	8.66256	11.16888	50.23271	0.11012	7.75759	8.15038	2.41527	12.87117	7.79775	9.67147	62.76043	42.79278	4.56564	7.28522	63.94741
7.37888	1051.47894	0.00000	10.54111	7.47528	33.92866	0.09158	6.37812	7.14351	12.91213	-6.90656	8.21471	3.05860	37.18714	42.58962	5.35819	7.23620	45.37710
6.17398	1109.75306	1.00000	10.62238	5.48158	6.25947	0.06878	9.16725	8.53023	36.31215	102.05461	10.21463	8.65565	45.46944	66.86128	10.36328	5.84355	37.18002
4.18802	1146.76136	1.00000	8.09901	9.08707	44.43579	0.41975	7.39782	10.62283	9.26550	26.01649	8.47226	11.91701	71.10031	58.32634	4.36627	9.25724	53.47275
6.44128	1183.10668	1.00000	7.29617	6.08491	-33.88096	0.07888	8.39330	7.24430	2.16215	151.07986	6.75681	8.36352	47.72399	61.71664	8.34973	5.66332	50.30648
8.63763	1072.38122	1.00000	8.16608	7.96653	23.18	0.08973	7.42914	7.29873	17.15604	88.58	6.97525	10.85046	17.50561	61.24884	10.80862	5.41558	61.01806
5.39081	1070.16185	1.00000	6.99200	8.47943	43.96222	0.18987	7.39517	6.56503	10.47309	43.63417	9.33889	9.81475	72.38336	60.33275	5.19828	8.25194	37.46712
6.73310	1087.30598	1.00000	10.70705	8.24747	-23.44361	0.33630	5.90879	7.91268	22.75854	-51.87389	6.78479	11.20453	59.38418	45.81097	7.83918	8.93877	51.09646
9.29355	1108.03647	0.00000	9.03539	10.77517	55.75556	0.21990	8.76356	6.60634	5.80264	60.70278	7.82129	8.18119	26.47108	47.81490	8.29390	8.38801	50.29738
5.56568	1110.66448	1.00000	10.46620	4.79899	43.1009	0.05411	6.91701	9.84327	3.34678	-75.23266	8.87537	8.29726	47.92307	80.39212	10.18655	5.37089	41.85539
6.42402	1118.24901	1.00000	9.44618	5.88595	-33.75881	0.08180	10.30030	7.63720	10.94745	150.99292	7.98260	7.50181	49.08471	41.92463	8.01984	6.25352	63.99058
8.52406	1142.39478	0.00000	11.81627	7.16199	21.28306	0.15914	7.61754	8.04961	25.07775	-89.66123	8.02280	5.53414	45.58715	58.39605	7.02489	8.02304	65.46459
9.71966	1168.20820	0.00000	7.91454	8.74993	-25.42778	0.52136	7.20969	8.33940	33.32863	-49.27306	6.49925	5.25060	36.60884	43.74566	4.89001	9.47987	50.82400
8.53179	1074.17083	0.00000	9.23037	6.88856	43.50891	0.07528	7.25786	7.99453	13.11861	16.43915	8.28845	6.40050	54.18585	49.24215	5.53780	4.96789	30.63115
7.55421	1116.93690	1.00000	7.24975	6.17731	-17.83333	0.05891	6.27865	9.03925	25.65531	48.41667	7.71256	8.95882	44.90805	53.86011	12.30887	3.34291	63.18871
9.02522	1156.76781	0.00000	7.69222	7.61459	31.12406	0.88218	7.25904	7.41072	8.73943	-97.90308	8.37146	5.31386	41.83713	52.11080	4.55458	10.02003	21.77872
10.23859	1118.42035	0.00000	7.51425	7.91402	52.47774	3.03319	7.20655	5.74463	18.56318	10.5511	7.08174	7.83454	38.62917	66.09459	5.65634	11.32039	40.35977
9.59525	1136.03427	0.00000	8.98704	7.63529	52.09	0.94974	8.39318	7.77276	17.29340	5.23333	7.68335	6.59601	51.63140	48.67177	5.95316	10.12806	48.85380
6.73139	1191.94084	1.00000	7.74570	6.80576	43.86682	0.03950	8.37809	7.08129	11.72564	-79.2663	8.76303	9.96512	41.76031	55.87522	9.44329	5.99059	59.69974
10.48969	1152.09153	0.00000	10.94401	7.60699	32.5007	0.46538	7.11443	7.69031	24.85490	-94.74049	10.38592	5.23323	40.70460	45.03324	5.76685	9.28694	51.32325
6.55788	1126.57393	1.00000	8.55360	6.18246	51.44889	0.09456	8.38193	8.40922	-18.41298	5.51978	7.88464	7.75709	66.75509	45.55654	7.81513	6.67267	57.91301
6.26700	1053.60123	1.00000	8.18023	4.65321	33.98154	0.07445	6.58430	10.02571	26.26743	-81.23621	8.29023	7.20581	64.77619	54.39882	10.15421	3.94959	48.23404
9.77997	1120.08613	0.00000	9.30308	6.05250	51.19139	0.04261	8.62787	8.22521	26.86233	6.51352	10.03251	3.78773	59.39361	56.71097	6.50289	5.64846	30.31622
11.10206	1088.94062	0.00000	8.63659	10.96435	1.6	1.75543	8.11902	6.66696	18.05578	103.81667	8.17175	8.56491	61.27451	39.53728	7.09841	10.74993	34.90795
5.13636	1122.19948	1.00000	11.16496	7.79251	26.18924	0.12218	6.40145	7.58967	6.53737	-98.15529	8.10087	9.71679	48.44460	45.93157	4.36029	7.43793	66.41123
6.03256	1067.89695	1.00000	9.04718	5.87733	12.74409	0.07909	8.85984	5.96695	15.20208	-8.07257	9.28129	8.04978	33.58840	50.59513	8.85123	6.14223	44.45309
7.96625	1092.33159	1.00000	10.97854	5.65795	35.06667	0.05587	8.44694	5.70833	16.34795	135.21667	8.22212	7.11625	35.25359	43.66077	11.79307	4.62583	48.89724
4.92465	1121.87308	1.00000	5.98399	8.82364	41.57721	0.33047	6.61791	8.51690	20.51962	-93.71133	8.62043	11.79374	49.21464	66.13986	4.08543	8.91159	52.13917
5.62659	1134.47885	1.00000	7.82529	10.75534	12.35275	0.28411	9.29096		32.13267	121.06761	9.35014	11.35045	43.95147	36.31302	4.82686	8.71195	38.35608
5.29400	1199.54207	1.00000	8.63906	10.90046	51.39323	0.29802	8.14464	7.93751	13.09372	0.47713	9.25227	9.81613	34.75836	46.75351	5.77672	8.60396	69.98386
9.07779	1076.31435	0.00000	9.43001	10.58208	44.92801	0.11114	7.80340	5.59147	26.16370	4.8951	6.66649	7.26130	56.54811	43.30977	10.63259	7.51790	45.87900
8.75895	1173.88425	0.00000	8.26812	6.65702	40.67705	0.04925	7.39720	9.02067	21.89854	-73.89125	8.60244	5.53986	53.65038	53.99458	7.61566	5.29004	54.31743
7.79684	1092.50642	0.00000	8.40196	8.39939	51.20219	0.60423	10.49601	7.42244	0.11585	7.36027	7.99718	7.82118	57.07512	61.50657	6.81156	9.59241	33.76715
4.59139	1172.78974	1.00000	7.35737	9.26982	35	1.27407	6.10597	9.82090	9.26182	136.51667	8.67667	10.21856	51.11487	61.98282	5.96447	10.41010	51.55396
6.77224	1069.63134	1.00000	10.69708	9.49148	31.39547	2.39092	8.29809	8.71510	18.12433	34.75699	8.74247	9.28620	76.97536	47.86723	7.74122	11.06163	52.74479
6.23208	1178.51513	1.00000	8.61763	9.04216	26.91756	0.28167	8.21075	8.34425	8.35558	-82.07842	8.32646	10.00904	55.46440	58.71098	6.58441	8.77926	47.19376
5.15458	1068.92068	1.00000	8.52066	4.67301	54.60528	0.06442	7.99269	7.43344	-14.44661	18.34717	8.34390	7.55319	48.83519	39.86877	9.86288	5.02556	52.60279
5.70019	1070.61044	1.00000	10.20839	8.26337	-3.5403	0.64978	8.14044	11.41760	25.32098	118.9707	7.42381	11.43258	49.89920	51.66387	5.43797	9.74270	27.80236
8.56906	1055.52204	0.00000	9.25503	7.41081	50.71229	0.18104	8.58965	6.63674	-4.29415	4.52529	6.42016	3.74625	63.68760	27.01627	4.84100	8.04688	49.70221
4.59671	1129.35941	1.00000	8.02737	8.61477	50.79205	0.17422	7.08434	6.55535	27.56925	-1.08593	7.71917	8.57586	62.38599	58.23264	5.40234	8.00036	50.27598
8.94224	1184.99938	1.00000	11.22319	8.30118	50.11861	0.48811	5.67421	6.47345	16.98942	-5.53715	6.68852	8.59741	79.82029	58.72832	8.35581	9.42919	34.90074
8.17822	1069.21428	1.00000	9.66173	6.36337	48.35693	0.07079	8.20386	8.48743	15.48745	10.98461	8.64099	8.43196	59.00803	43.57843	12.13496	3.87261	57.35702
5.70354	1156.23144	1.00000	10.44589	5.11642	12.97389	0.06813	8.39732	8.03978	6.41421	123.99333	6.43977	8.22145	84.41570	53.58227	9.75970	5.88809	25.51763
6.31883	1095.13897	1.00000	5.66437	9.03988	5.6561	0.25283	8.49283	7.28088	28.87731	-75.87877	9.91757	10.98772	60.31513	63.52637	4.87962	8.63703	49.94896
7.46163	1102.99553	0.00000	8.30719	11.08748	49.68369	0.11348	7.29511	7.35294	11.11630	8.61839	7.67585	5.74760	36.13522	54.79736	6.62498	7.32615	54.17481
5.20667	1160.64020	1.00000	9.01141	5.68654	51.39148	0.11066	8.44420	6.07329	-1.11478	-0.29825	7.16713	9.69722	44.23718	49.84369	9.07822	6.75451	32.97218
10.08613	1192.58220	0.00000	9.71455	9.11761	43.32686	0.48897	8.54325	8.00301	10.60688	-2.98884	9.04839	6.49443	37.22348	49.26750	6.37490	9.38011	28.78559
6.98225	1051.67860	0.00000	10.56137	9.82697	43.11667	0.09094	7.41289	7.73370	9.64703	1.6	8.02657	7.38508	32.48898	32.29220	10.33667	5.36521	69.97870
7.58367	1182.28853	0.00000	6.79155	9.44120	37.13548	0.72356	7.24387	7.83777	4.02567	-3.67029	6.94109	9.12822	37.98401	97.21151	7.03021	9.85311	48.84895
7.89707	1191.50437	0.00000	7.18594	8.44921	25.95533	0.02692	8.73357	9.38081	10.04791	68.88871	8.11546	6.10294	53.27259	51.55414	8.49412	4.70020	51.92612
7.04005	1085.97329	1.00000	8.70097	10.91180	50.9803	0.69875	8.12269	8.44858	8.50592	11.32903	8.76493	9.85216	49.79895	59.69623	6.37773	9.76444	60.18206
8.34971	1113.06808	0.00000	8.00316	8.97325	17.94979	0.07814	7.36149	6.94717	10.01210	-94.91386	7.77279	5.89274	39.32052	55.47157	8.72883	5.62525	68.67396
7.20830	1101.17652	1.00000	7.63909	4.85156	51.39323	0.03292	6.98106	8.68112	21.21179	0.47713	7.69721	7.66044	32.85886	74.86498	12.45606	2.48947	55.81692
4.86496	1166.43910	1.00000	10.13748	8.90403	12.74409	0.27591	7.84879	7.82478	6.96960	-8.07257	9.11417	9.66409	41.09275	59.27137	5.49187	8.74724	40.18601
6.17664	1130.27578	1.00000	7.45850	6.86394	40.78206	0.07130	9.16530	6.72494	-0.07929	72.34424	8.32183	9.70435	38.76837	29.59993	9.02351	6.55559	23.71917
4.28873	1133.34454	1.00000	8.36732	9.62448	41.48199	1.34927	8.84807	8.25575	11.93744	-81.79819	6.58948	9.14438	32.76887	31.83201	6.68021	10.49501	55.13211
5.79767	1102.99918	1.00000	10.80010	4.75017	36.75965	0.06879	7.93216	7.95799	23.53850	137.36215	7.28785	8.96761	63.37215	46.01720	10.88667	4.79044	55.53955
7.27888	1154.66836	1.00000	11.73143	6.79046	43.86682	0.09480	7.90191	6.86550	8.63604	-79.2663	8.22822	9.36910	64.84437	51.07018	10.33914	6.71993	32.23906
8.79637	1100.10336	0.00000	8.17994	8.28707	-20.87306	0.40638	8.78816	7.01208	6.45781	-48.29694	7.28225	6.43225	44.35004	54.63117	6.17869	9.20998	57.03805
8.29448	1091.03725	1.00000	11.20496	9.51151	34.95303	1.17299	9.70518	6.94218	-2.25015	-120.43572	7.98843	9.88224	51.99665	63.98443	6.16694	10.32797	57.06056
7.48888	1107.62451	1.00000	7.34850	10.20795	51.168	8.18750	7.63992	8.33353	2.17686	7.973	7.66864	9.55115	71.08394	52.20459	8.67689	12.32659	49.38524
7.18905	1087.06919	1.00000	10.26579	6.89690	41.0051	0.04016	8.33418	9.09513	18.64112	-73.78458	7.89214	10.14094	90.83781	55.01628	11.07659	5.79342	52.79550
9.05028	1135.01300	0.00000	8.83889	7.32630	-27.50578	0.76003	8.24783	7.66105	19.28191	153.10236	8.40650	5.06460	86.22067	56.11469	4.88493	9.87697	35.17654
9.27985	1118.31256	0.00000	9.87148	10.62051	45.79377	0.08136	7.16638	8.50085	17.22143	8.88104	7.07177	7.27474	39.67104	74.36210	8.49227	6.96291	61.10946
6.11698	1074.76869	0.00000	8.80138	9.31815	53.95278	0.18065	8.81654	7.62149	24.68867	32.86389	6.96938	6.69496	55.81198	59.20338	6.76453	8.30779	66.38038
11.32199	1193.07509	0.00000	8.81046	9.55935	51.14942	0.21831	8.27288	7.05867	17.73904	15.00835	9.40631	6.36273	81.39666	44.18769	8.88840	8.38287	65.78297
8.73896	1089.31047	1.00000	10.38238	7.75777	42	0.48494	9.02119	7.57227	8.46180	21.32778	7.20328	9.67969	81.85213	45.88635	7.66854	9.33679	47.60197
9.79898	1168.26626	0.00000	9.11834	8.18868	-8.76194	0.10285	8.28011	8.89256	17.77197	-63.90389	7.38119	4.60571	59.98916	65.37426	9.12434	7.27566	50.58835
6.72004	1147.56381	0.00000	5.54126	11.73036	28.90054	0.11087	6.26351	7.34542	5.08583	-81.26367	6.70562	8.60901	44.31837	63.51662	7.46027	7.74384	51.85514
8.65267	1154.53752	1.00000	10.55222	7.60462	32.5007	0.08498	5.40483	7.77147	16.27467	-94.74049	7.65193	8.47355	33.59777	67.45406	9.51066	6.26911	40.89454
7.60009	1110.31370	1.00000	11.61734	9.74632	-23.44361	0.36793	5.99794	6.70050	12.95366	-51.87389	8.82876	8.27603	44.68984	58.95443	6.96095	9.02264	65.07399
2.48562	1054.16060	1.00000	7.83527	12.66673	33.7207	16.94663	7.90732	8.06896	7.51498	-116.21677	8.07933	12.66590	51.91969	41.26009	6.36443	13.05201	45.35969
6.93251	1189.10361	1.00000	10.85277	9.20774	40.58654	0.64413	8.33803	7.88697	11.02120	-122.39168	7.57932	10.88494	69.54772	53.56068	6.54252	9.71227	47.96267
4.36583	1154.84344	1.00000	6.11490	7.06260	52.41667	0.09091	8.24176	9.00249	26.69258	0.75	7.50487	10.24261	78.95296	73.74683	2.88042	6.26037	54.64553
7.48583	1196.74964	0.00000	5.79624	8.18315	-33.38056	0.04124	7.13735	7.46747	7.44971	-56.52361	9.08763	5.96769	67.94461	61.28381	10.25771	5.21426	31.43393
9.78192	1082.58512	0.00000	8.14884	7.64557	23.73333	0.06994	7.65668	7.56920	16.34177	114.68333	8.66933	5.90905	63.62643	56.80117	8.91025	6.15453	39.15601
5.17625	1153.36455	1.00000	9.66271	4.67219	6.33444	0.07441	6.96921	8.53365	27.51790	124.95278	6.48255	8.48110	60.73149	37.81265	10.08508	5.53666	53.32046
5.68422	1094.78722	0.00000	8.58807	6.30700	23.18	0.11739	7.64481	7.52692	16.99136	88.58	7.23324	10.08984	50.59448	59.12074	9.56698	6.50232	52.81224
8.08854	1137.60311	0.00000	8.61828	6.63935	32.5007	0.07389	8.27932	7.88100	23.73182	-94.74049	8.97269	7.09470	62.06939	46.09636	8.29321	4.77606	32.43575
8.94579	1172.53015	0.00000	6.90234	6.34466	-3.14306	0.05330	8.67286	9.22619	21.05200	-58.44417	9.38295	6.02029	30.88022	63.49355	8.80498	5.54905	42.94473
7.20681	1173.54348	1.00000	11.59793	9.75070	55.67938	0.38959	9.67675	6.72088	2.80411	12.53463	7.49432	10.17351	47.85812		6.51075	9.07920	31.28779
8.36668	1135.69442	0.00000	8.85297	6.78154	44.73941	0.00849	8.72729	8.30429	28.04377	-93.12577	7.92502	4.80998	22.20504	62.36145	6.82462	5.04014	46.46802
5.09510	1073.58537	1.00000	7.55453	6.60088	18.03496	0.15326	9.00510	8.60474	2.72423	-66.8499	8.37135	10.00478	49.90787	54.15798	7.78070	7.48167	25.13146
6.10855	1130.75215	1.00000	8.64310	9.88758	55.67938	0.38659	8.54380	7.49291	22.83566	12.53463	7.74494	8.14752	57.96518	63.85623	6.82321	9.12219	41.34379
7.44037	1127.04063	1.00000	12.20804	7.23350	22.75218	0.21547	9.45083	6.56049	32.12226	72.68533	7.83782	8.37817	45.86652	60.78739	7.58449	8.49648	53.02435
7.44558	1073.49649	1.00000	11.17654	8.58891	53.59337	0.95921	7.76328	6.25752	9.46730	9.47629	7.31435	9.56651	44.66666	45.59591	7.45389	10.10708	42.31843
6.61651	1152.86228	1.00000	9.36370	7.84208	14.8361	0.13164	7.49089	7.20936	1.56131	120.97844	8.73144	11.31301	31.51185	63.77798	9.06947	7.75380	55.47567
6.76669	1091.59523	0.00000	8.39242	8.46044	10.61285	0.06818	6.90134	7.67370	33.14351	12.19458	8.19410	6.31990	77.73155	59.71339	10.18710	4.92468	51.70977
7.61612	1115.77969	0.00000	10.99280	7.69814	10.7375	0.47305	7.57132	6.04806	-1.30028	122.9666	7.21188	6.97760	57.09049	50.03226	7.06582	9.38682	61.16871
6.34578	1156.45377	1.00000	12.41981	5.88620	31.39547	0.12897	7.22101	9.54278	25.69807	34.75699	8.49827	5.76291	54.21267	49.50319	7.11422	7.45444	37.71809
5.78749	1156.09838	1.00000	8.75243	5.13451	54.60528	0.08765	7.47769	9.03149	21.89032	18.34717	7.23861	8.08963	37.59074	62.69200	9.57985	5.04381	51.69320
7.56788	1173.66771	0.00000	8.57137	8.77009	35.21222	0.23955	8.28913	8.01898	14.36944	2.31889	7.71690	10.97507	33.52746		6.31548	8.57146	39.47621
6.79557	1167.20379	1.00000	10.41671	5.26345	23.1959	0.05517	6.45820	5.88061	16.86593	86.51499	6.50077	8.14045	51.01754	45.22134	10.68857	4.86087	38.35202
5.48262	1174.68296	1.00000	10.42771	4.50607	13.70167	0.04655	7.88375	8.13769	3.82969	-89.10944	7.12847	8.22915	34.75489	73.99849	11.96354	4.55523	66.11821
9.04260	1117.18512	0.00000	9.65219	7.43244	32.42067	0.37279	8.31832	7.45216	10.38606	-104.22884	5.59180	6.14022	48.77867	65.96868	6.11599	9.14950	40.73628
7.34215	1142.38627	0.00000	6.76624	10.55397	4.94273	0.39411	7.42834	7.45574	3.25858	15.87735	8.01483	7.07177	39.18701	74.01729	6.11607	9.10158	35.96470
7.05420	1150.54856	1.00000	8.17801	6.99093	43.61092	0.09348	8.31332	8.37448	20.59859	3.87723	7.70014	9.28228	50.92281	41.09487	9.88535	5.84508	29.05500
5.19117	1138.97752	1.00000	8.59053	4.90390	8.79577	0.04962	8.17570	6.30073	21.71273	-75.69947	7.06107	7.88469	75.79654	59.20595	8.64111	5.82946	53.36015
9.40613	1092.50889	0.00000	9.25598	11.04094	38.68712	0.11537	7.50898	7.52966	23.97361	-4.10734	8.23881	6.45210	46.83295	35.90931	7.63202	7.41510	52.64164
8.61444	1128.45264	1.00000	10.35190	7.29843	50.8	0.09424	5.93943	8.53849	24.06027	3.16667	8.48620	8.86032	33.42517	26.71307	11.34239	5.56397	60.13626
6.97913	1090.78605	1.00000	8.68998	9.25808	41.27621	0.60835	6.34847	8.01070	-1.43063	-72.86843	6.50076	10.72825	53.18355	66.71979	6.33638	9.61347	48.52313
9.42837	1119.94941	0.00000	8.69946	9.56054	51.19139	0.11179	7.41204	6.78325	11.39816	6.51352	6.75102	5.65926	27.77951	52.00848	11.24106	7.62423	57.57480
7.78713	1062.23655	1.00000	9.10721	6.72025	51.21667	0.04536	7.90748	9.22794	21.53609	6.26667	9.10993	9.48981	42.92865	64.80539	11.48380	4.82712	44.91897
7.47116	1180.92149	1.00000	8.43087	6.94107	39.57582	0.04799	6.94995	8.83172	5.82152	-105.11221	9.25541	8.23664	48.85817	51.87585	9.66908	5.65228	50.57683
9.66007	1138.58989	1.00000	11.61471	6.14412	36.21544	0.43773	10.08327	8.08697	22.53374	65.93249	7.08784	8.89671	62.70346	67.61563	8.34424	9.25077	50.05332
9.00743	1149.09430	0.00000	8.45215	12.10619	37.13548	0.12557	6.26141	7.13732	11.99406	-3.67029	5.82536	7.47972	44.10823	59.61131	8.35124	7.11399	65.04223
