O3	PRES	CFCs	warning	TEMP	SO2	C2H3NO5	NOx	longitude	CO	PM10	PAHs	Pb	PM2.5	latitude	CH4	H2CO	NH3
7.79115	1055.78073	70.59175	1.00000	6.09443	7.85255	0.89590	6.72394	78.23456	8.74102	8.99408	11.11714	42.19948	7.76855	28.92694	11.90111	30.71681	9.21339
10.42349	1121.64904	66.75245	1.00000	23.03952	10.39535	37.96068	5.17794	-83.2321	8.07174	12.98936	6.40909	50.06228	8.02951	33.08014	11.08707	56.69277	6.56771
9.55017	1098.04910	73.29543	1.00000	8.05875	8.19578	7.69207	6.00487	103.61667	8.66081	11.38744	8.28115	40.53074	9.77228	-1.6	10.21179	16.75077	7.99672
8.80071	1108.52299	65.33284	1.00000	9.77985	8.52049	0.88463	8.50587	-103.42897	8.62728	8.99981	3.37459	80.58928	10.16469	20.28527	5.14251	51.41051	8.29887
9.62721	1076.99743	80.95701	0.00000	14.60727	8.31968	0.43120	6.88009	-48.52333	8.17469	8.01556	8.34083	63.66719	6.93280	-0.71667	6.09101	27.40112	7.90381
9.55055	1080.32689	77.89093	1.00000	6.97335	6.14768	0.62717	7.76535	2.25	7.77657	8.62213	10.15809	49.90734	7.83770	50.75	10.78995	35.22440	7.79630
11.77939	1168.76028	55.40999	1.00000	15.67367	7.87886	0.92605	5.17831	18.34717	8.47152	9.17324	8.79367	43.36238	9.04360	54.60528	7.92844	55.86272	9.22086
8.09994	1162.61777	82.45337	0.00000	-14.46926	7.85430	0.34858	8.77840	85.83636	9.88807	7.84254	11.13792	39.92911	8.82368	25.66795	8.81356	65.98081	9.92042
5.33151	1094.75307	73.14267	1.00000	41.55140	6.81471	0.16446	6.43189	-2.16	8.75009	5.06416	8.17576	65.57832	8.56899	34.31	11.34124	36.99633	6.64102
6.67964	1193.02411	76.73822	1.00000	22.03477	7.46968	0.64687	8.23754	-76.88442	9.42869	8.79261	7.19001	32.99710	8.74577	40.2737	4.60901	39.31356	7.69153
8.14755	1073.86727	61.30850	0.00000	8.23455	7.95999	0.13239	6.25570	-72.97261	8.12036	4.78156	10.24349	42.62190	10.42319	43.61062	5.23710	53.08377	8.21761
6.91633	1050.37808	64.87951	1.00000	6.03739	7.91543	0.30174	8.70177	4.8951	7.65893	7.55416	6.87252	53.94499	9.18443	44.92801	8.43855	55.15419	8.34193
7.13367	1059.45988	69.63300	1.00000	14.33726	8.18865	1.85636	5.88943	38.94324	7.01109	9.89156	5.68457	27.15203	11.40667	44.98901	4.23579	46.73213	7.90688
8.50878	1117.35545	79.50642	1.00000	3.78004	5.55670	0.42329	7.03688	-1.60452	8.67992	8.39630	11.46435	47.28291	9.73065	42.06166	9.27439	52.51756	9.40839
9.16144	1064.92447	73.48196	1.00000	22.75791	6.03726	1.43730	6.82607	-73.47429	9.15206	9.61735	9.35018	50.31866	11.21968	40.68066	9.78437	66.13144	7.44751
9.24465	1056.71462	74.14516	1.00000	21.11319	8.22762	1.35190	5.54353	44.53333	7.99870	9.56129	10.31722	57.66171	10.97117	-22.9	8.28412	38.52210	7.74445
7.18006	1164.00944	58.34361	1.00000	3.00417	9.99836	0.28527	7.77558	30.79165	7.69630	7.39707	12.54330	51.26068	9.88177	-27.76952	10.54242	56.21371	7.61613
9.55105	1091.83039	75.89119	0.00000	12.44729	8.42052	0.13872	6.54661	44.7662	7.83684	4.40954	11.72257	45.44283	7.01255	40.49748	8.95875	63.93443	9.13742
8.91431	1077.12107	75.75844	0.00000	26.52871	8.31533	0.31020	6.18521	-77.70066	8.31559	7.22894	9.27504	38.85809	8.16616	43.16547	6.38030	68.68947	9.32255
4.08192	1060.94731	64.52848	1.00000	22.90703	7.13125	0.15785	4.30204	37.92792	7.67005	6.30285	10.83068	28.40076	9.05263	53.93361	12.10377	63.09442	9.20965
9.61087	1176.71996	77.80233	0.00000	9.67421	8.10939	0.57689	8.10204	-121.75689	9.07154	8.52386	10.71424	40.58838	8.86228	36.91023	7.54403	54.92249	8.73484
5.03325	1141.21095	66.45365	1.00000	8.37519	9.68634	0.14718	4.86492	-74.95472	7.04295	5.61111	7.91962	44.25013	7.74586	10.98778	6.45281	46.95359	8.91467
6.81323	1196.52585	71.23335	1.00000	5.07568	7.23089	0.58995	5.68275	-39.25	8.78968	8.70036	6.03754	48.43975	10.34767	-12.91667	5.68969	46.66752	8.70201
7.32162	1134.78547	71.43879	1.00000	18.03337	8.54855	0.32456	7.03875	5.55575	7.86852	7.85600	6.79521	40.93412	9.98617	46.67535	4.58316	65.77174	8.15787
5.31677	1100.02642	78.18046	1.00000	9.34912	8.42376	0.42843	4.62604	-1.86343	8.09545	7.50582	7.93964	33.38964	9.85535	38.10558	8.11832	25.05219	7.92214
7.23107	1069.63355	71.75611	1.00000	15.96953	8.20487	0.38329	7.92499	73.97117	8.33284	7.93251	6.66068	66.96282	9.44806	31.96258	7.47255	54.46515	9.42571
6.96881	1128.80176	66.80082	1.00000	18.78152	8.54601	0.21491	6.56470	16.86194	8.23893	7.37961	8.42330	59.84779	11.80842	54.58048	10.13260	58.39036	10.17380
5.94751	1196.46323	66.93727	1.00000	8.05087	7.90967	0.92044	6.24137	12.84052	8.15229	9.09987	6.73538	65.73977	8.69507	45.78071	5.93605	45.11654	7.41064
9.00684	1090.38650	70.18995	0.00000	16.69954	7.59555	0.55917	6.57754	5.37429	8.99667	8.68129	7.08609	61.78165		51.03427	4.64868	38.14926	8.73140
7.68646	1065.02240	63.64337	1.00000	27.91004	7.59495	0.43556	8.08324	8.4493	9.57107	8.20929	5.34441	51.71697	9.00598	50.09019	4.91623	55.65562	9.40532
6.80549	1068.01461	71.06261	1.00000	31.63435	8.07881	0.26160	9.51486	114.51667	7.96295	7.25851	6.07499	45.97308	7.21811	33.78333	8.13692	47.98557	7.58876
9.41526	1107.96598	81.52643	1.00000	8.42897	8.58199	0.25081	8.45149	34.86563	7.43009	6.67418	10.53947	58.56118	6.44819	31.92923	7.76261	31.12531	9.03170
8.88505	1152.41575	68.14154	1.00000	34.67221	5.51232	0.22512	9.22681	15.16554	6.66386	6.30241	6.09015	59.56033	10.76690	-4.5833	4.14024	30.91541	8.30212
6.78846	1131.65976	84.88973	1.00000	22.74265	6.46665	0.17875	6.50379	13.32127	6.05618	6.30801	8.73407	56.94610	9.43742	52.59319	7.04398	39.33749	9.90210
6.77929	1067.28534	80.28291	1.00000	16.91468	8.06027	0.29938	8.44467	106.85417	9.38245	7.51507	7.64886	56.44409	8.82164	-6.48167	8.79734	54.08295	9.57668
10.50792	1188.74590	70.19171	0.00000	18.76438	5.30613	2.24161	5.84426	113.69785	9.46533	10.10078	6.04145	66.61922	8.42523	-7.73379	3.22970	66.03994	8.10679
7.68341	1132.36300	79.42417	1.00000	14.27523	8.00286	0.16252	6.90638	-87.93341	7.89296	4.60936	7.52704	47.32047	10.11317	42.55308	8.07443	51.22115	8.65364
6.26940	1058.11429	80.08853	0.00000	26.80713	8.58874	0.17749	6.93520	14.39024	6.71578	4.58351	8.70833	68.85767	10.60032	42.22718	5.69468	49.20204	9.06266
7.31897	1199.16463	77.35393	1.00000	17.57602	7.85345	1.18078	8.07327	122.05228	7.68461	9.43271		30.09335	9.54818	37.19723	6.89366	26.81742	8.31733
7.21932	1154.45784	70.86556	1.00000	14.91081	8.00835	0.49392	6.07597	-78.19444	8.85928	8.31860	6.05938	47.50226	10.12235	38.91817	4.55062	57.83998	8.10393
12.84358	1110.06686	73.69735	0.00000	28.63842	7.19826	0.07287	7.97607	-93.12577	7.97055	3.93012	10.19429	77.25284	4.43857	44.73941	7.18783	19.96083	6.84171
11.10222	1198.35627	81.68101	1.00000	30.14160	10.22193	2.03553	7.40076	-97.03285	9.29321	10.01343	8.62953	41.34440	7.83417	47.92526	8.08000	61.69449	6.35212
9.07557	1095.05815	74.99748	0.00000	3.38763	8.00271	0.17137	6.64485	-42.29444	7.05167	4.92351	8.71934	32.54240	5.18623	-4.24444	6.85038	52.74284	8.44065
11.13527	1084.09066	78.38445	1.00000	8.24116	7.73437	0.22889	8.61617	-71.19901	10.31715	7.14890	9.82740	48.82993	7.51942	-30.60106	8.46981	36.14450	9.00209
9.99626	1106.95091	73.93860	1.00000	19.30214	7.27130	0.87202	3.07809	-97.03285	6.95090	9.06595	10.45229	46.15149	7.89467	47.92526	10.03117	39.95520	7.24092
9.88654	1116.31594	68.26051	1.00000	12.92219	8.38021	0.63600	6.78904	-121.74052	7.40651	8.64401	10.06998	62.88964	8.87199	38.54491	9.67819	51.57009	8.31261
5.13832	1082.31739	77.81750	1.00000	9.80398	8.09465	0.36465	3.55903	44.7662	8.08182	7.75601	8.28334	53.31912	9.89665	40.49748	8.58328	50.74991	8.55287
6.08679	1192.26034	76.44853	1.00000	22.59523	7.66625	0.06589	3.28128	-111.89903	8.47557	5.35236	8.01842	51.59668	12.28246	33.50921	10.87761	51.02223	8.00615
7.31425	1155.74159	75.12319	0.00000	23.25473	9.38799	0.75252	7.38338	-73.81669	6.92000	8.86916	4.88852	59.91533	9.11880	45.44868	6.47352	55.21438	6.55511
11.68200	1126.36691	74.33153	1.00000	4.93240	7.97683	0.59500	6.72931	8.70745	8.46615	8.58135	8.50607	87.22597	9.85892	49.03685	8.26766	46.14625	9.07001
7.27686	1198.26142	60.43610	1.00000	-2.36865	6.25400	0.44592	8.33170	29.65806	7.75952	8.03729	7.14218	56.08697	9.02753	-4.83	6.19490	43.42549	9.02011
6.83121	1066.84893	72.73241	0.00000	12.78216	10.06600	0.46772	6.07307	37.99117	7.59793	8.19729	10.24309	42.25512	8.20716	44.92934	8.79855	58.37340	8.90812
9.14748	1127.47253	68.25095	1.00000	16.97885	8.53669	13.57550	5.94881	-34.88111	7.92797	11.95688	8.73960	80.16553	7.67962	-8.05389	10.28276	76.65311	9.30780
8.73723	1100.72753	70.06182	1.00000	22.13342	7.77738	1.76188	5.81201	5.4384	7.78996	9.85408	10.18693	64.34390	8.73577	43.2907	10.72492	41.07703	9.31533
9.15839	1076.92316	65.16747	1.00000	10.38842	8.48235	3.46293	8.94516	-120.45794	5.46354	10.54951	8.69526	73.72236	10.08233	34.63915	10.01571	57.25085	7.29457
6.82428	1127.82198	78.63397	0.00000	22.95374	9.85673	0.27825	7.44757	51.49621	6.71861	6.91958	11.54067	55.05114	9.44083	36.64852	7.69771	35.63157	9.89357
10.74630	1195.47823	71.26673	0.00000	11.47258	6.90219	1.61438	7.67689	-120.00865	7.96475	9.73016	6.56920	45.05481	7.65652	46.32374	3.23259	50.38451	6.91497
5.37506	1117.25139	87.79500	0.00000	15.96229	7.35204	0.33073	6.98517	-74.96933	7.22635	7.49205	10.40112	33.71574	9.93705	39.71734	7.77651	63.12972	8.70499
7.41771	1059.48789	72.81471	0.00000	19.41246	7.76275	0.46634	7.89293	6.92917	7.71596	8.12090	9.01401	45.67393	9.10929	52.31333	7.26285	54.30443	8.86550
7.44051	1100.77814	79.73682	1.00000	15.70341	7.62498	0.16134	8.25748	-73.89875	8.32809	5.92647	6.14939	56.25724	8.53874	40.93121	6.92639	50.80275	8.09071
7.24879	1162.12435	70.79302	1.00000	-4.79642	8.08918	0.24740	8.72677	-117.29198	7.80058	5.48633	7.01562	50.88213	8.51973	33.03699	7.09863	46.59833	8.99456
10.72694	1151.93244	82.92828	1.00000	5.08188	7.92252	1.10893	6.92769	-1.4001	6.70766	9.33496	9.06755	59.42721	10.03597	7.06273	7.73435	65.42957	8.28515
8.01991	1099.63518	68.61938	1.00000	18.84080	9.55564	0.29300	9.35962	-70.20749	7.85774	7.58611	5.29420	84.30689	9.61386	8.62261	6.24146	29.23108	8.24185
9.85755	1164.45645	84.04528	1.00000	30.24985	8.48972	2.79299	11.20918	72.68533	7.32084	10.34826	7.07299	70.93777	11.16732	22.75218	9.31894	35.73605	9.10820
9.32468	1079.92545	64.75068	1.00000	25.00656	7.59240	1.16952	6.07098	-97.03285	7.28154	9.37439	10.30361	62.84544	8.69703	47.92526	9.26909	70.75999	7.29980
8.45117	1058.52707	78.10303	0.00000	0.01023	9.14573	0.23170	7.58269	43.38531	9.74910	6.47576	10.22641	65.86214	9.70784	9.89206	6.27753	54.61101	9.46276
7.82433	1189.74179	77.84671	0.00000	26.00420	9.08438	0.37843	8.51261	30.79165	8.11074	7.90507	8.57902	47.84709	9.98375	-27.76952	6.21683	69.87681	9.54906
6.96242	1155.76493	66.59743	1.00000	25.07255	7.86844	0.47603	8.24276	1.10687	9.46160	8.17932	6.48175	50.73499	7.40024	41.15612	6.90213	48.56379	6.86842
8.59246	1189.83538	75.67222	0.00000	19.76818	9.65097	0.25948	6.94546	47.3799	7.28839	7.02107	11.89631	65.87165	9.14671	33.14447	7.72623	48.12100	7.40118
8.70748	1169.44150	66.95000	1.00000	21.39968	7.11311	0.59078	8.13983	12.38878	7.70559	8.74250	10.38169	47.11414	12.22081	43.1122	8.07345	68.01346	8.38802
3.83562	1116.89171	63.52977	1.00000	12.76205	7.51823	0.28137	3.01577	139.55722	8.03896	7.42261	8.22827	55.53741	6.91697	36	5.56986	54.13389	7.43842
9.36033	1093.02098	66.56423	1.00000	-0.58172	8.24722	1.93191	8.09472	-73.97069	8.67709	9.94648	8.64802	46.97286	8.39612	40.64621	11.84772	28.46183	8.79184
6.63790	1173.37039	78.26378	0.00000	1.10794	8.74367	0.34056	7.85765	99.89166	8.70103	7.55357	9.44979	46.22737	9.34549	15.46063	7.65718	35.68204	7.48112
8.42572	1067.43450	64.09745	1.00000	22.59794	8.83387	0.12273	8.55594	-82.35176	7.50096	5.72233	5.38742	49.54731	9.80074	27.71809	6.95927	61.63519	6.66070
7.47694	1104.69487	75.78146	1.00000	11.72254	10.15731	0.17939	8.33077	138.89585	8.56962	6.56160	6.50600	73.67665	9.16394	36.33011	7.30884	42.48909	10.12290
6.99936	1083.44083	71.32940	0.00000	23.00071	7.17523	0.20729	8.34593	-96.67834	8.12004	6.38842	5.51371	43.62716	7.50208	34.77453	7.15760	40.26190	6.48226
7.40943	1104.82620	73.64168	1.00000	18.36708	9.30280	0.37739	7.47224	-2.16	6.97535	8.14861	6.26565	42.14053	9.97288	34.31	6.79340	35.25199	9.53088
6.55544	1131.92004	67.54399	0.00000	9.50197	6.54650	0.46962	4.98287	97.01124	6.46405	8.37618	9.26425	41.16413	10.05816	17.30858	6.79243	28.96416	6.86073
8.35061	1143.47416	76.65452	0.00000	4.41716	8.69985	1.84400	5.83768	6.83042	6.59609	9.92632	9.94088	34.47792	10.57093	6.15038	10.16649	64.39743	7.26363
10.80634	1160.07712	67.54957	0.00000	26.36787	6.86859	0.11452	6.86177	49.62251	7.97824	5.40679	10.12860	40.44560	5.24389	27.0174	8.17929	31.47291	8.12613
6.97675	1127.88431	63.44944	1.00000	22.19885	5.56263	0.10521	6.13931	48.26258	8.15060	5.35883	6.80600	64.30662	9.29428	33.86419	7.39817	55.06985	8.04583
7.45294	1138.61567	65.02550	1.00000	15.80945	8.93072	1.55805	8.36311	-97.92977	8.09843	9.72709	6.41733	65.67624	9.21454	38.06084	4.24126	42.79536	8.09300
6.74017	1160.74514	63.57473	1.00000	0.50105	7.83643	5.08850	6.13478	47.3799	8.62875	10.95188	10.97693	42.79170	10.51942	33.14447	9.00755	50.40542	9.11253
8.59735	1197.62530	78.70224	0.00000	5.93635	8.95194	0.23357	9.94972	36.73307	8.66458	6.46581	13.44474	68.55604	4.25851	55.38752	11.75735	42.79439	5.96786
6.58861	1198.40972	65.63279	0.00000	17.89470	8.00615	0.14891	7.08377	33.72798	8.44268	6.20374	9.74141	48.41150	8.69813	53.53395	8.57367	40.83515	7.06217
5.91793	1079.43670	70.17249	1.00000	8.44305	7.65897	0.15736	4.79289	31.33078	9.13914	5.41330	8.76497	38.04366	10.18388	47.56494	7.79696	52.91870	7.91160
10.19611	1055.14469	77.12448	0.00000	17.13438	7.27457	0.11052	7.77368	-48.52333	7.39783	5.87845	9.92027	67.90585	5.55792	-0.71667	7.74654	37.63064	8.81895
8.30910	1198.74420	67.85661	1.00000	8.93398	8.84583	2.29548	3.48828	9.32241	9.14334	10.08749	11.01723	46.52340	9.55482	44.31771	9.55458	36.65221	8.22809
8.59970	1175.62954	60.53677	0.00000	-0.09335	7.04649	0.37372	7.04847	-79.59415	9.06301	7.97732	8.47125	49.78193	7.68695	-2.13404	5.64807	36.52443	8.25962
7.57387	1122.90972	62.81415	1.00000	12.53411	9.69007	0.39538	7.68624	-1.4001	7.12728	7.94838	6.54512	49.67065	10.39933	7.06273	7.34785	61.30853	9.07950
6.14569	1065.19530	74.93329	1.00000	5.68805	8.52785	1.28702	7.26910	3.39467	7.71445	9.41990	6.91750	36.30662	8.28993	6.45407	6.11791	57.69387	9.29590
9.27340	1099.07701	83.41379	1.00000	1.13847	9.78404	1.31055	4.83967	-81.26367	10.44648	9.43493	10.14702	39.53163	7.42666	28.90054	10.74933	41.38433	9.31379
5.15981	1054.19253	73.75695	0.00000	18.23172	8.06731	0.05525	5.58339	152.70493	9.84069	4.88996	10.83348	39.15368	9.44902	-25.54073	7.95603	92.90406	9.38434
7.37258	1107.95685	74.11053	0.00000	15.44238	8.18633	0.28752	7.35278	-81.23621	8.90410	7.68250	9.98195	26.90705	7.80677	33.98154	7.58197	53.98829	8.91141
11.51640	1129.98278	74.83731	0.00000	17.09822	7.32985	0.10367	7.10793	11.412	8.06049	3.43448	11.05252	66.12303	3.86952	45.50369	9.10078	39.58920	6.42201
	1159.19351	64.63743	1.00000	17.38484	9.45066	0.68435	8.39791	-63.90389	8.20492	8.81752	8.33816	45.33454	11.37787	-8.76194	8.85048	51.29549	7.95831
10.31338	1190.64979	72.26267	1.00000	30.04149	8.98958	0.82518	8.72157	109.3243	8.54112	8.97192	9.03202	59.93158	9.07082	-7.0981	9.73734	35.71342	7.35433
7.65331	1146.63616	72.56838	1.00000	9.27666	6.39069	0.50287	7.38909	8.88104	7.79652	8.18655	10.97528	58.40043	9.92017	45.79377	6.39111	49.20130	8.21408
	1156.20647	74.99257	1.00000	5.16802	8.24279	2.17859	6.43012	12.16179	10.38676	10.07038	10.50193	43.72544	9.93584	48.52961	7.48660	57.60462	6.49673
7.17640	1132.29679	61.22279	0.00000	7.54010	9.27835	0.18093	7.44566	106.88324	10.73570	6.68649	8.84388	25.00974	9.28089	47.90771	7.30995	47.32010	7.58386
8.47887	1120.45814	76.50455	1.00000	8.19441	7.37564	1.23621	7.23596	114.10479	7.81833	9.48356	10.27865	40.66114	10.37709	22.37066	10.92712	62.03142	8.62013
6.74441	1141.68831	73.97897	0.00000	25.18804	8.55448	0.25496	6.94304	26.97253	9.77149	6.52137	7.22859	50.25843	10.37490	49.65186	4.76445		8.36928
8.00438	1111.63752	72.34614	1.00000	-0.52357	7.97613	0.20733	6.35452	16.43915	8.53378	6.80260	4.11917	37.50542	10.73288	43.50891	7.51440	42.11405	10.43885
8.72232	1060.91235	77.17025	0.00000	18.51070	8.64260	3.77962	7.38653	104.1451	8.56297	10.63641	8.83199	77.89746	8.84591	15.79408	7.06269	35.48985	7.30101
10.90907	1108.73199	63.73829	1.00000	26.30775	7.32581	0.62209	8.25492	-1.29243	8.28842	8.65299	8.95304	42.86984	10.95131	53.49389		57.88119	7.21651
10.09366	1120.97349	85.02862	1.00000	22.48147	9.83501	0.15200	6.86250	60.70278	7.23868	6.32562	8.84424	57.72523	5.09229	55.75556	7.20041	61.16793	7.48184
7.35904	1100.21431	83.11441	0.00000	30.13549	9.42073	0.34493	6.39585	-1.325	8.61881	7.78536	9.17539	18.63761	8.39082	38.47917	6.55648	50.85186	8.22376
6.49831	1051.82223	73.02245	1.00000	42.76327	8.52855	0.35576	6.21341	101.96857	8.58921	7.75163	10.20880	70.16394	11.61947	4.88441	7.97365	35.92188	8.56397
11.39310	1196.01815	55.24395	1.00000	-12.98882	6.53703	0.97420	7.92950	79.82979	8.78824	9.13305	8.07170	48.60414	9.38148	11.93381	10.10938	60.64207	8.29719
6.90603	1052.12045	60.27770	1.00000	15.10149	8.36732	0.21936	5.37197	-71.19901	7.51459	7.15859	8.16710	52.94475	12.04780	-30.60106	6.63684	53.69040	7.19243
6.60454	1166.39934	71.20054	0.00000	-2.22107	10.00965	0.17108	8.47060	-90.10674	7.90078	5.14320	11.11606	50.26974	11.60818	29.84576	5.25046	63.84080	7.21961
4.74383	1066.74446	68.13413	0.00000	-0.37305	8.01740	0.19783	5.79370	-48.62789	9.07032	5.43676	8.77624	59.98570	10.87456	-17.74431	5.86119	53.63834	9.20676
7.36640	1165.06685	74.37781	1.00000	23.82994	6.84066	0.20615	6.51041	38.66667	7.57938	5.98900	7.81111	45.82768	11.35252	-6.25	9.78078	62.18156	8.43824
9.98901	1149.34852	63.17928	1.00000	21.08335	7.85909	11.16466	10.06970	-116.21677	8.10523	11.75715	6.81307	55.11268	11.15971	33.7207	9.21433	28.58438	8.86338
10.00632	1166.58599	81.09532	0.00000	11.62594	7.93553	0.19472	8.74723	-63.13414	7.65643	6.59185	10.04306	47.02249	5.17988	46.23899	7.66065	55.51854	7.65887
8.52090	1170.77133	76.68303	1.00000	23.58832	7.60942	3.77412	6.55343	34.33825	8.96587	10.65968	9.50239	66.08597	8.17768	53.59782	11.07635	75.21090	9.67271
11.78592	1193.44486	70.16327	1.00000	16.15636	7.75757	1.80156	8.89979	99.89166	9.56500	9.87410	7.02031	42.00360	9.87945	15.46063	9.13207	62.18724	9.44419
5.69307	1080.94447	75.32709	1.00000	26.61899	8.26196	0.47092	4.48189	-41.25528	9.85674	8.38964	8.31890	54.94541	10.09409	-19.32556	6.32929	51.53248	7.36785
7.59707	1185.46134	72.36005	1.00000	5.80106	8.82685	54.29357	9.34916	79.883	10.03065	13.35115	8.12419	64.15037	10.74191	6.9909	10.00665	45.74500	9.34735
9.71046	1150.59948	73.91980	0.00000	19.19256	7.99472	0.10797	8.71349	27.46153	8.87165	4.14960	9.90481	65.42132	4.56024	-21.44236	7.32459	52.98958	7.64781
10.59023	1068.69957	75.96132	0.00000	5.41766	6.27498	0.30834	10.39348	13.63617	7.43024	7.64366	12.21685	45.14464	5.43367	50.50301	9.14603	56.97335	8.40427
7.93819	1158.12740	77.96130	0.00000	5.84518	8.30569	2.63491	5.75779	-86.11084	7.84643	10.26351	8.14433	54.49623	10.19898	41.75338	5.18290	29.31726	7.60561
8.44456	1197.08030	70.56339	1.00000	17.40843	9.78256	9.36686	9.00260	73	8.24395	11.58260	8.36586	50.46175	9.18115	40.93333	10.85968	37.18428	7.73857
7.52638	1178.83713	74.59369	1.00000	7.28291	7.10524	0.16476	6.64294	27.06365	7.96656	4.26293	5.99804	40.20479	9.02114	50.18545	7.76977	41.39243	7.75051
9.81956	1100.54892	65.00380	0.00000	28.45311	7.60135	0.18654	6.41600	2.12213	10.40976	6.04503	9.81722	71.49630	6.64255	48.8222	7.34048	64.15462	8.78682
8.91981	1190.13449	54.28079	1.00000	30.47303	7.77421	3.21152	5.65286	114.51667	7.08566	10.48290	9.96313	39.07788	5.59501	33.78333	11.00053	18.41326	6.70725
10.09205	1057.25853	75.88761	1.00000	10.22272	6.51047	5.00774	5.01068	-2.58736	8.49231	10.97306	9.20444	48.08803	7.85710	56.56317	7.63909	57.84770	8.37278
7.60187	1062.95069	59.34531	1.00000	37.19861	7.75199	0.12937	8.75260	65.27258	8.00954	5.44280	6.60568	72.20405	8.05075	58.04254	6.64662	62.86106	6.82227
8.99556	1128.67159	81.79424	0.00000	30.64272	7.19020	0.39591	7.97175	115.8614	9.57544	7.76393	10.08951	54.40450	5.27391	-31.95224	8.57840	62.95610	8.16994
12.88357	1138.08798	73.13210	1.00000	17.22814	6.30524	1.71832	6.52980	31.3237	7.72168	9.83091	6.90826	88.78930	9.72044	52.4089	7.85169	24.46324	8.08396
9.06607	1143.37040	72.31508	1.00000	16.19704	7.52930	0.14062	8.51958	-48.52333	8.33692	6.13588	6.09566	65.99650	10.75615	-0.71667	5.32115	57.14342	9.29602
7.39295	1137.75236	54.97635	0.00000	12.35247	8.80650	0.29947	7.45455	12.1369	8.55183	7.65217	11.05775	61.96461	9.39128	51.04962	7.34001	50.11806	11.28170
7.67550	1190.96952	75.79178	0.00000	4.06191	7.67280	1.18940	6.76328	59.4839	8.44283	9.33894	11.86845	70.72045	7.83674	58.7002	9.94677	48.35031	8.68727
6.61886	1197.69682	72.65553	0.00000	2.29519	7.74956	0.20496	6.79104	-99.32556	7.37118	6.02987	9.84413	29.29111	10.34810	19.32889	5.78516	65.60473	8.40302
6.94640	1107.69010	74.18053	0.00000	20.25125	7.03367	5.90310	7.43423	5.37429	8.81081	11.09828	7.31712	34.03326	6.74384	51.03427	5.96328	38.36955	7.70444
10.27580	1126.83810	67.71172	1.00000	25.44245	8.36109	2.36506	4.84364	74.83554	7.82321	10.15092	9.13852	47.29700	10.72025	14.62072	7.36369	46.86994	6.21829
7.21762	1165.43836	72.04803	1.00000	7.09118	8.52765	0.76618	8.35913	-2.98884	9.87823	8.79216	6.24438	73.40882	9.34214	43.32686	7.92569	64.34182	6.07995
7.38083	1197.37694	71.05380	0.00000	-6.11856	8.08138	0.86274	6.89633	12.19458	8.06499	9.03790	9.79518	40.89239	7.15729	10.61285	10.15387	34.57563	8.97137
6.87049	1193.26611	79.68017	1.00000	19.47240	8.51512	2.78246	6.26977	13.32127	7.80805	10.33127	5.23408	57.03347	9.71464	52.59319	3.80931	51.60082	8.33034
6.04160	1120.77193	70.12840	1.00000	22.33063	8.18882	0.11431	4.80876	-2.98884	7.92851	2.96280	8.21392	41.56129	9.43294	43.32686	8.51768	64.82369	6.02836
9.69872	1102.95923	70.14886	0.00000	18.37382	8.51322	0.09579	7.04748	-120.45794	6.63117	4.99106	9.63656	61.75226	5.96408	34.63915	7.01302	49.28202	6.68813
7.22186	1058.73832	65.26443	0.00000	3.19033	8.94011	0.18454	7.02697	-99.32556	7.84397	7.05027	8.99273	72.31594	7.45166	19.32889	6.68861	50.98159	7.50979
6.41961	1081.92856	71.09066	0.00000	-0.12620	7.96206	0.23834	5.45188	14.34085	7.78003	6.80917	10.65354	46.30985	8.08164	40.87363	9.61589	49.25063	10.00016
8.80635	1074.05768	71.11943	0.00000	14.37147	7.56531	1.94899	8.97600	145.06667	9.34174	9.91141	10.23226	55.45661	8.66981	-37.88333	6.53914	56.75702	7.91733
10.26944	1145.24822	69.19667	1.00000	4.83276	7.48224	3.50493	4.63300	141.95	8.53325	10.57790	8.40911	39.89532	6.94689	39.46667	11.69422	49.35435	7.16178
10.37872	1179.59815	64.16005	0.00000	5.87595	7.91769	0.16899	7.30608	112.73333	9.00176	4.79172	10.73029	40.73828	5.74676	38.40917	8.09119	31.20262	8.71928
12.60162	1084.51899	66.70088	1.00000	21.88802	8.86567	1.01234	4.97297	7.973	7.68649	9.24125	8.00366	71.78348	9.35670	51.168	9.48406	71.13955	7.59578
8.44045	1133.45277	61.21476	1.00000	2.32788	7.87912	0.10205	8.56900	9.85	5.99491	3.88087	5.01699	73.82972	8.22935	53.63333	6.80393	39.15129	9.04220
7.84998	1082.90634	79.18964	1.00000	-3.40030	7.08698	0.83466	6.74141	5.4584	9.97958	8.99001	11.43353	73.07582	9.71637	43.32393	8.25765	19.83268	8.57263
10.48780	1068.11426	62.16609	1.00000	23.23670	7.58172	0.33433	8.91304	77.54372	7.86188	7.52727	4.75468	23.16499	13.61633	10.12268	6.57849	73.89166	8.37585
11.04334	1136.80871	77.03332	1.00000	14.07089	8.60241	0.16803	6.77475	139.6853	7.77582	7.02031	10.01382	63.47158	10.00393	35.815	9.67488	44.80408	7.60186
7.89752	1067.79731	64.40173	0.00000	8.34331	6.24989	0.14283	7.80815	73.06784	8.07811	2.28752	12.52614	51.26929	6.22349	25.13915	9.59301	68.12667	8.81735
