PAHs	latitude	PM2.5	SO2	CO	CH4	CFCs	PRES	PM10	C2H3NO5	O3	NOx	TEMP	warning	longitude	Pb	NH3	H2CO
7.86756	35.50056	7.46738	7.17945	7.94510	9.27803	74.44033	1183.92163	5.26489	0.17181	8.24265	7.98433	-5.40940	1.00000	117.63083	51.19681	5.75845	46.64657
8.01797	34.85	8.81917	7.50117	8.64160	5.98697	71.52185	1161.39034	9.25084	0.90160	5.00639	8.09607	19.27222	1.00000	117.33333	34.62694	9.60616	66.24021
7.01144	6.46838	3.33251	6.63490	8.77061	7.82305	75.01001	1118.74270	6.83438	0.15917	2.63289	8.40193	23.91563	1.00000	-73.26022	50.13650	6.95239	66.27098
6.47338	-1.26753	3.13617	7.78940	8.03207	8.16864	59.75457	1141.93166	6.21726	0.13722	5.77742	9.12932	8.00422	1.00000	116.82887	61.19049	2.90047	68.98499
6.06797	45.50369	5.26630	8.03694	6.86097	4.01128	55.66248	1057.53445	2.87877	0.13468	6.06533	7.19365	20.91395	0.00000	11.412	61.16310	7.87178	66.87869
7.02926	45.53929	7.01281	6.78637	7.32117	7.59799	60.20565	1163.04523	8.40460	0.51073	4.77309	7.46153	18.85865	0.00000	-122.38731	71.41124	8.54682	33.78133
9.80521	42.64685	5.34823	8.64499	7.16718	9.05083	70.56583	1056.64431	5.59762	0.14975	7.24571	8.13345	0.14539	1.00000	-5.55835	48.74222	6.10733	51.66543
6.71418	29.21399	8.78216	7.83188	6.79485	8.76831	75.27329	1137.15224	6.46140	0.21235	11.66728	4.32633	6.70432	0.00000	78.95693	50.06372	9.84334	49.37084
8.40569	38.54491	7.71684	6.57107	7.09830	6.49896	62.25808	1101.51176	6.25432	0.14682	9.13955	7.03621	18.90259	1.00000	-121.74052	52.67448	11.57955	59.05343
7.88903	49.65186	6.57518	8.75388	8.66315	8.68419	69.35770	1136.08267	6.29768	0.18411	7.89133	9.14500	9.53690	1.00000	26.97253	58.60900	5.52570	68.50149
7.04696	43.11667	7.55238	7.39488	7.12571	7.34327	76.47378	1115.44336	8.03870	0.37598	8.02059	4.47364	12.72737	0.00000	1.6	55.87287	8.76190	45.09474
8.42714	27.76056	4.57158	8.76712	6.06825	8.44206	72.94628	1050.87732	6.22930	0.26136	3.68006	6.80668	10.52394	1.00000	-15.58602	62.70438	7.17193	53.90139
5.44665	40.65995	4.54701	5.45070	7.55290	9.23741	67.28521	1195.24334	5.32790	0.08426	7.08672	6.78239	26.73368	1.00000	-111.99633	41.80564	3.83247	46.82892
8.29372	24.28859	9.45824	8.16934	7.61632	6.38618	72.34801	1078.17997	10.33408	2.46463	4.11544	7.78545	19.87547	1.00000	116.11768	57.38187	9.60510	51.22701
7.07664	39.59611	6.12389	7.32526	6.83749	7.66958	62.94017	1160.32081	6.33770	0.10747	4.39116	10.78742	12.03896	1.00000	27.02444	58.73672	6.97864	55.09346
7.16612	-6.91806	8.73362	6.33626	6.82728	5.88933	57.08716	1104.59070	12.17525	14.79167	8.64908	6.62918	-1.35924	0.00000	106.92667	49.51135	8.96641	60.87598
8.16449	14.8361	6.04763	7.31972	6.28387	2.70196	67.17418	1157.69844	4.34944	0.09907	7.81701	10.06691	7.51259	0.00000	120.97844	39.94294	5.29278	26.86750
8.52894	46.18396	7.65557	6.05914	6.41265	4.74381	66.73828	1146.91850	8.89576	0.72340	5.60482	8.26630	24.70714	1.00000	6.10237	51.90339	6.98678	42.70641
7.89698	30.21121	5.28989	6.56280	5.56247	1.56935	73.94808	1118.15968	3.61100	0.16294	9.23234	11.14804	6.63070	0.00000	74.4818	50.01907	7.63516	58.23287
7.74616	53.81667	10.44948	4.72342	6.67971	5.87002	69.38700	1169.25242	7.27719	0.22859	9.31112	5.08851	9.37768	0.00000	-3.05	49.75567	8.68593	59.57404
5.92027	65.93381	4.71260	7.41242	5.97638	8.61014	67.41665	1071.30868	6.02066	0.12778	4.84623	6.86035	9.98890	1.00000	111.4834	81.07679	5.14227	55.98379
7.40701	42.35843	5.99916	5.11800	7.29837	7.86666	70.52104	1142.55268	6.74552	0.13965	4.31503	9.96091	19.57873	1.00000	-71.05977	40.91443	8.09414	67.04904
8.38018	6.46838	7.24659	7.58160	7.72520	4.96749	77.92730	1175.99805	6.25505	0.16414	7.86939	7.93285	11.13800	1.00000	-73.26022	51.68253	8.71873	64.19124
7.72983	-19.72806	9.56815	8.05340	8.38179	3.41895	73.79657	1103.50535	7.34262	0.21189	1.31564	9.95700	-0.51521	1.00000	-50.19556	53.86494	7.10608	51.12464
6.30814	-4.83	8.19775	7.04208	8.48570	7.05453	80.66175	1053.79066	8.59860	0.49314	6.12725	12.17046	13.93811	1.00000	29.65806	45.76703	6.02696	59.90453
8.66983	3.31332	5.88166	8.38553	7.26446	6.54906	70.78501	1179.09856	6.94235	0.20554	6.06897	9.04794	3.22489	0.00000	117.59152	46.89926	7.80239	73.61404
7.28388	58.1908	6.77990	7.39153	6.57648	8.05631	65.74790	1168.43247	6.17514	0.18756	3.04274	6.58960	21.09613	0.00000	40.17171	61.60229	9.79065	44.66177
5.04182	40.93333	5.46605	8.37084	5.64239	7.55823	65.01744	1171.29875	5.69558	0.19890	4.85438	8.59650	0.45247	0.00000	73	74.01593	11.00110	48.56805
9.87862	68.79833	6.30409	8.15617	5.64462	8.06195	72.21501	1085.30177	6.78795	0.21757	6.28579	9.15172	-8.27057	1.00000	16.54165	48.55877	3.05917	47.33390
6.59862	25.66795	5.94772	6.63351	6.79074	7.71813	73.97097	1181.52700	5.43130	0.14304	3.74505	7.46339	-5.23144	0.00000	85.83636	64.27648	9.42444	50.50473
4.95679	53.30972	7.36984	7.17075	7.75122	9.48717	79.87899	1058.56281	5.04236	0.19640	7.04506	7.07373	29.34755	1.00000	83.62389	52.33149	8.16352	73.35688
5.85928	51.168	6.58269		4.64605	8.05377	75.12111	1069.84517	6.06918	0.15834	3.89010	9.01222	25.63994	1.00000	7.973	48.90946	6.81068	53.42509
9.07329	40.68066	7.59473	5.86886	6.01236	7.97591	57.62495	1076.07156	6.47580	0.16921	5.90210	10.40989	-1.52254	1.00000	-73.47429	41.34206	5.88192	51.82481
8.31836	19.64745	4.88897	7.87509	6.34697	4.18757	63.53851	1148.79833	4.34622	0.20229	7.09224	8.09565	1.33348	0.00000	-102.04897	71.94139	7.46848	48.53026
5.12559	18.18158	10.05616	7.57693	7.39776	6.09762	74.49640	1177.26415	8.12767	0.36784	10.11880	6.60319	17.60653	0.00000	76.03889	59.62393	9.61980	40.80782
8.24553	5.6561	10.28863	7.86151	6.76454	8.08646	81.25627	1163.42515	7.54825	0.25009	7.31275	12.15153	14.71969	1.00000	-75.87877	47.93526	6.32277	57.54498
9.04695	49.41029	6.40280	7.05078	6.74273	7.00297	66.64518	1119.89016	7.45664	0.25204	5.45774	7.71630	6.00633	0.00000	38.15035	36.87240	7.94546	42.13154
6.08124	34.61667	6.17034	6.94983	6.62583	3.69055	57.56805	1161.07749	7.95452	0.36470	6.29237	7.46076	16.80556	1.00000	135.6	81.17501	8.36940	61.29586
7.10386	11.84962	6.09248	8.02130	7.68397	6.03242	76.44192	1155.00504	5.39159	0.15147	5.14513	7.64856	11.33368	0.00000	-86.19903	38.86116	9.16477	54.54149
8.17323	41.41204	5.20635	9.05092	8.56585	7.58172	75.45531	1065.82198	6.24122	0.11962	4.85619	7.35819	20.07221	0.00000	2.18247	44.37720	10.58563	32.85321
6.82907	37.58105	7.51040	7.79515	6.18309	7.58393	59.38933	1156.55671	8.22517	0.39073	6.99809	10.80639	40.09625	1.00000	29.26639	68.29844	5.26387	46.28248
7.35351	14.64056	6.05894	5.27968	7.83686	8.07028	73.07563	1190.89247	7.32063	0.22881	4.80779	8.47637	21.40967	0.00000	104.64992	58.43252	7.68606	49.83938
6.58900	-15.675	5.12685	8.99909	7.34619	9.58488	64.90243	1061.36890	4.18132	0.18565	5.86642	6.11791	10.94237	1.00000	-38.94722	66.20685	6.99377	52.64498
6.54930	41.92361	9.17030	8.08323	7.30649	6.40662	80.31684	1165.88222	10.77454	3.80235	4.63086	7.43169	7.57387	1.00000	20.91361	55.50336	8.63751	65.97302
7.12002	33.35283	6.14929	6.94881	7.29027	4.16543	71.13803	1068.10378	3.93669	0.12203	6.84247	9.77555	27.15672	0.00000	-111.78903	43.84503	6.42797	60.89975
6.08190	51.04962	9.25035	7.84258	7.76873	6.78139	82.02024	1194.71198	9.90569	1.59933	5.35633	7.96944	21.61255	1.00000	12.1369	18.15028	9.37831	39.28443
8.87088	40.68066	9.47931	8.03233	6.82789	7.18403	67.96774	1107.00842	7.00001	0.15864	8.92326	4.44433	16.98859	0.00000	-73.47429	70.32259	7.10889	65.47985
7.11023	23.15678	8.15424	6.70353	6.07137	7.90919	77.24155	1081.05098	9.71712	1.34465	8.90025	8.79798	14.33745	1.00000	-81.24441	34.47443	8.11588	45.45400
6.31805	41.55815	9.23089	4.71000	7.27795	7.14456	79.28913	1085.94599	8.30763	0.45595	7.25584	10.21910	7.04823	1.00000	-73.0515	81.63974	6.66066	58.99761
6.09690	-22.53722	6.55474	8.32548	6.68831	5.78986	68.24441	1174.21251	7.20607	0.18399	10.04134	7.63868	15.92720	1.00000	-42.98194	48.97026	7.22925	52.24325
8.72170	37.19723	8.86501	7.80668	8.42675	5.07250	67.69597	1123.39270	9.09284	0.75860	3.62303	7.32042	10.77191	1.00000	122.05228	39.30033	10.19443	70.30280
6.23039	-21.205	8.78266	6.71763	7.54294	8.74790	63.51610	1085.60111	6.87506	0.14093	8.79164	9.60544	17.72875	1.00000	-41.88778	45.73222	6.80708	60.86748
6.58773	38.38479	5.91165	7.30124	6.67373	5.09222	64.80131	1145.35269	6.14466	0.23278	6.54270	7.59091	6.61353	0.00000	-0.76773	54.38149	6.03937	60.20498
6.37741	-25.54073	7.31025	8.09324	5.62058	4.46687	64.61953	1155.35884	9.35754	1.04900	5.14439	7.39243	17.01527	1.00000	152.70493	46.19445	8.17547	50.03680
6.09641	25.6439	5.68843	7.42572	7.55794	8.02718	62.85448	1146.80396	7.05588	0.23700	7.43740	9.99664	7.93859	1.00000	77.9129	73.37621	3.04543	51.48923
6.17668	30.29184	10.55858	6.32504	6.36055	7.11884	66.61848	1197.71093	8.81528	0.66583	4.62542	10.05036	25.58325	1.00000	71.67164	38.91418	8.10632	37.48719
8.75271	23.18	5.28235	7.74781	7.21859	6.29122	73.22183	1141.00091	5.33544	0.09393	6.12782	8.94285	-10.40059	0.00000	88.58	38.95162	9.79806	31.75781
6.50053	37.08819	2.77920	6.62105	6.52841	8.97080	71.25145	1151.02200	5.04704	0.13868	3.51498	5.40724	9.54742	1.00000	-8.2503	58.38934	5.96106	44.74635
6.18976	38.45598	9.95853	7.44594	7.72791	7.49224	77.03938	1136.55449	7.41723	0.29306	9.69712	3.64638	10.18124	0.00000	48.87498	31.84989	8.54711	61.60947
7.53371	-19.72806	6.46149	7.78531	7.05205	5.10692	69.23589	1142.47470	6.41085	0.13763	7.13051	9.41721	26.85956	0.00000	-50.19556	36.30416	8.33158	53.65758
9.47478	19.30157	9.69352	8.05762	7.75040	7.77548	79.60758	1109.67029	6.55722	0.18095	8.70186	2.96682	8.78216	0.00000	72.85107	51.53848	7.54326	53.48777
7.18272	20.88953	5.72480	7.67839	8.74633	1.48038	69.97213	1199.27160	4.02407	0.10646	9.67435	10.80247	22.92782	0.00000	-156.47432	61.44389	7.15232	53.80712
6.54845	29.38242	4.06958	5.50330	7.54430	9.89204	58.29147	1105.38381	4.47588	0.11894	7.43322	5.85437	19.76440	1.00000	70.91106	51.92782	6.20312	55.40933
7.56792	36	8.34048	6.07617	7.97267	6.17120	63.31793	1083.75360	8.98407	0.73989	6.18578	7.09984	28.49879	1.00000	139.55722	31.93339	10.50294	43.16100
8.26607	50.8	8.81013	8.02690	7.34916	5.44612	67.79295	1057.89007	7.81789	0.32195	10.01071	7.69513	13.15447	0.00000	3.16667	63.77089	11.14833	24.45044
8.29237	-4.06667	9.50287	8.04668	6.83657	4.92876	68.21223	1114.02409	8.36682	0.44153	3.41517	10.03706	0.90777	1.00000	37.73333	67.01183	6.10083	51.72224
8.28100	35.64889	7.92727	6.99750	6.99435	8.13242	82.07043	1178.58069	6.43808	0.18914	6.29519	9.84834	10.28707	1.00000	117.27583	52.89716	5.35902	51.46411
7.64416	5.84752	5.87188	7.59692	7.89022	6.61869	65.83980	1145.49374	6.45216	0.24594	5.16411	7.45755	18.60996	0.00000	-5.682	72.48452	9.70841	46.94176
8.21931	20.88197	5.50855	7.70784		4.90272	64.28887	1086.25320	5.14541	0.19247	6.75176	9.01950	16.87673	0.00000	85.83334	55.17765	9.35503	63.80655
5.91135	51.955	7.70878	6.77162	7.39383	8.60595	75.01587	1152.91778	6.54158	0.17626	7.14815	9.08781	18.12792	1.00000	5.22778	63.55178	6.11767	72.54553
10.50219	38.07789	10.00409	8.74112	7.87192	6.54864	69.67717	1182.76232	8.71266	0.64940	4.67471	9.88841	22.23596	1.00000	13.44275	28.91087	7.94294	46.16368
5.91674	50.23271	7.11557	7.74348	7.16030	6.27485	81.13736	1175.57701	8.93268	0.76907	8.38941	9.15852	40.60027	1.00000	12.87117	48.01015	7.01838	24.95567
7.75653	42.28639	7.45834	8.09937	7.56959	6.58870	72.51059	1169.92568	11.65745	8.87834	7.22390	6.54918	2.55946	1.00000	18.84	63.72413	7.67717	49.38952
7.54726	19.04222	6.85258	6.96743	5.67899	5.73056	72.80071	1061.36341	8.34137	0.43292	7.73939	6.96823	9.69262	0.00000	-98.11889	44.14300	8.71215	45.44742
8.42921	50.72043	6.12867	7.70461	8.19267	5.29313	68.00532	1093.48762	8.13208	0.44253	8.26919	10.44022	3.93471	0.00000	11.34046	43.78030	9.75926	68.30638
7.97944	36	9.20274	9.33809	7.58817	7.32161	75.99773	1190.76725	7.07367	0.21227	8.71601	4.77470	7.12332	0.00000	139.55722	55.05734	10.72322	64.57594
8.17488	34.61667	3.70705	7.22267		8.15902	62.60895	1052.06049	7.00519	0.15836	5.60320	8.04972	27.51771	1.00000	135.6	54.29597	2.92901	44.07467
6.96672	14.93333	9.34228	7.94536	6.44525	7.25378	76.21969	1108.00798	9.76775	1.41397	7.63261	3.60988	22.65031	0.00000	-91.11667	64.81412	7.60553	32.34618
7.39589	44.98901	7.88225	6.26797	7.68403	6.01655	85.20280	1180.18982	6.36896	0.14400	8.35338	8.42241	28.56432	1.00000	38.94324	55.03865	9.21889	36.04423
8.19084	36.24624	9.70733	9.25194	8.04148	7.28985	76.72477	1053.51826	9.11563	0.87095	5.47003	9.52307	8.72554	1.00000	139.07204	75.24808	9.75657	26.07973
6.61324	27.92333	7.09952	7.76012	6.16294	9.01547	61.63650	1141.00867	5.72984	0.10698	7.15754	8.01605	-14.51848	1.00000	118.53333	69.43257	6.98930	63.09944
7.29666	-6.48167	7.68566	6.66569	7.00463	3.87881	66.49369	1177.72364	7.55093	0.30021	8.17574	7.89068	25.64016	0.00000	106.85417	58.49244	11.21095	57.13587
6.05079	41.91886	6.22666	5.81862	7.84037	5.55640	69.98204	1139.26661	5.35284	0.09214	5.82794	9.24484	23.99611	0.00000	8.73812	47.36910	8.11727	52.88151
6.16922	48.98333	3.99061	7.91665	6.07917	8.93647	72.03572	1151.63990	4.58836	0.12531	4.85367	7.49838	17.71908	1.00000	2.61667	71.12250	5.67133	48.91934
6.57502	30.24706	9.01333	7.62453	8.45607	8.89894	80.44591	1090.99321	6.05962	0.18834	7.46298	8.49972	12.91548	1.00000	115.04814	38.36448	7.61454	24.90936
5.72541	48.90982	7.59846	7.08427	8.07864	8.01103	73.30703	1129.88713	8.64500		10.43794	6.64147	12.66711	0.00000	2.45012	48.99590	11.75579	33.96839
8.23980	51.38673	6.96212	7.08257	7.06144	6.94016	79.88992	1126.98910	7.74389	0.32966	5.48978	8.85996	18.22698	0.00000	0.30367	41.63667	6.85767	45.66256
6.83119	46.65581	5.92311	5.74616	8.06453	8.55399	75.23194	1118.48182	5.49234	0.18341	4.85392	8.50642	26.56369	1.00000	32.6178	67.04888	7.26276	39.93783
5.25548	7.57944	7.32384	5.59692	6.51540	9.20693	70.47184	1187.70355	4.73646	0.16150	5.60845	7.66633	19.68848	1.00000	-8.53778	54.87986	9.90521	57.18935
8.15648	33.52253	6.60161	6.65502	6.70690	9.53375	65.91450	1074.87664	7.03839	0.25533	2.91327	7.21504	18.06965	0.00000	-117.70755	30.37194	10.28087	43.68989
6.33818	38.54491	9.54778	7.00066	7.62401	7.26169	60.64045	1088.46414	6.25690	0.18785	8.08667	10.86104	9.23552	1.00000	-121.74052	62.27186	6.93225	26.56337
6.45329	60.97944	5.83088	8.28106	7.09043	6.69401	72.16749	1111.08469	5.74872	0.12705	9.73915	7.37505	22.05101	0.00000	76.92421	71.01275	9.68343	60.80006
6.30099	-10.91722	7.56339	7.61464	8.13224	2.87846	68.46597	1096.38293	2.90411	0.18069	6.01552	10.24233	32.66960	1.00000	-37.65	52.40796	7.79239	37.31291
9.69725	-10.91722	8.51815	7.93978	7.55677	6.17581	69.93585	1071.12872	6.75073	0.19254	7.17144	8.11017	10.66487	1.00000	-37.65	43.25016	10.50160	45.84623
5.76025	30.21121	5.23718	5.40073	6.14150	2.90428	79.55386	1067.36682	3.11265	0.10735	7.94694	10.80175	9.41390	0.00000	74.4818	45.54294	8.55915	41.40967
8.35620	6.46346	3.18418	6.93560	8.24222	8.97338	70.25269	1170.78609	3.54992	0.18602	3.26773	7.13157	17.84570	1.00000	-2.31938	41.91271	5.62493	46.86828
7.84873	46.09273	5.27467	8.28832	5.16226	9.32149	68.58918	1101.38957	4.51498	0.15991	5.17439	6.34399	21.55557	1.00000	-88.64235	62.94523	7.07712	55.11428
9.75060	-4.42472	8.33982	8.45462	6.59034	8.27797	74.36656	1083.90933	9.09049	0.83940	9.94184	10.15104	7.89916	1.00000	-41.45861	43.79601	5.78033	49.65079
8.82916	13.70167	7.80430	8.12622	6.33462	9.43468	74.19463	1113.44148	4.69094	0.12316	7.52758	7.71937	28.14050	1.00000	-89.10944	55.54268	7.22601	81.60884
6.55062	36	8.47023	8.92595	6.57460	7.95611	66.22824	1132.23192	8.42406	0.45079	7.38131	9.73775	25.17780	1.00000	139.55722	74.37423	6.76827	75.74318
7.39709	-7.51611	6.78583	5.96345	7.39099	8.37165	76.81413	1116.25834	7.35642	0.26877	7.56928	9.24186	19.04526	1.00000	109.05389	40.89800	6.05576	61.07333
6.99503	51.08468	9.24754	5.97583	7.31332	6.11857	66.64709	1196.35858	7.86998	0.28003	8.22869	4.60305	29.38826	0.00000	7.11393	45.66150	7.64504	31.14101
6.91242	25.87972	7.78206	7.83869	6.70162	4.78730	59.92735	1080.78018	7.00198	0.17733	6.33019	7.78035	24.68128		-97.50417	62.29144	8.96640	62.43728
7.32795	-37.9	9.39542	7.39642	7.01446	6.66595	73.24657	1189.93468	7.77930	0.33877	9.52964	3.77237	15.19725	0.00000	145.18333	46.10501	10.36127	59.26293
5.76194	51.955	10.18612	9.58145	5.77214	5.38569	72.21650	1139.01937	7.02836	0.18907	3.45316	10.26549	23.64041	1.00000	5.22778	86.78736	8.30081	57.45433
6.19703	20.22816	4.89525	8.36770	7.22246	6.17726	74.62752	1113.25183	5.53233	0.14005	6.53437	9.00595	-0.25862	0.00000	-103.5687	67.06224	9.27768	30.67725
5.77921	-24.19436	6.08396	6.64448	7.95902	3.32066	75.94191	1118.18769	6.72189	0.22425	9.01030	9.33442	6.48024	0.00000	29.00974	56.57064	3.56713	61.64144
7.72628	25.95533	4.44180	8.99924	7.22404	8.75998	67.63053	1163.24780	5.77162	0.19070	5.72827	6.91074	-5.14332	1.00000	68.88871	56.76239	4.26333	55.32502
7.59021	43.50891	6.45921	9.27539	6.40124	8.03270	71.68785	1192.25214	7.89132	0.35503	4.86381	7.29744	9.96076	0.00000	16.43915	48.93792	7.63693	65.13011
4.80390	53.5942	5.99858	6.35431	5.78053	9.57529	67.94170	1106.36726	5.16602	0.08273	6.94480	5.83635	14.20920	1.00000	25.8191	63.32000	6.47907	51.65778
7.43018	-23.44361	5.18308	7.30615	8.88804	9.66378	61.09653	1061.52004	3.57855	0.17517	5.09378	6.03926	19.65636	1.00000	-51.87389	45.58993	7.77755	54.77589
7.30999	36.61954	9.88445	7.25790	6.65645	8.38630	63.10921	1075.23835	9.81632	1.52119	6.82018	8.64667	1.19920	1.00000	4.08282	53.18464	9.91279	32.14897
7.57371	34.85	5.55399	6.55504	7.87916	6.69115	83.25593	1173.27395	5.72025	0.16803	5.35768	7.70265	15.89227	0.00000	117.33333	54.29055	8.55629	35.13220
8.31868	18.87813	6.82347	6.13182	8.57373	3.59130	60.71836	1084.61933	7.40335	0.21682	7.26998	7.64962	18.52319	0.00000	72.93924	59.96963	9.48611	62.95208
6.17531	52.68333	6.36779	6.27616	6.10770	7.97406	83.05216	1153.68066	6.07501	0.16339	4.17140	9.84117	14.99543	1.00000	0.93333	50.71505	7.43652	29.43794
9.52501	48.77275	7.72346	7.46578	7.07442	7.52099	63.14749	1061.42931	6.59139	0.18166	9.91874	5.94606	24.05054	0.00000	5.16108	54.85742	9.32374	62.14998
	17.94979	7.98348	6.45212	5.72897	6.42419	72.12857	1109.45403	9.30810	0.91642	6.76716	8.70383	5.82249	1.00000	-94.91386	54.27218	8.96864	42.47769
7.65297	-6.48167	5.92933	7.44249	9.29841	4.67349	68.90221	1185.69093	7.22250	0.18718	7.67820	8.74615	31.31812	0.00000	106.85417	32.44983	6.83731	36.41375
7.31155	12.95629	8.34376	6.95943	6.61664	6.88353	81.13127	1154.65774	6.44451	0.15752	9.10707	11.24108	21.19936	1.00000	78.27539	42.14825	6.13462	61.60849
5.72982	35	6.12120	6.71691	6.45299	4.41380	75.39929	1099.66749	7.39222	0.32890	8.39685	10.11351	15.89439	0.00000	136.51667	54.06295	6.22267	64.66118
4.73702	-21.42917	7.07496	5.65832	7.63783	8.41978	71.73366	1074.40911	5.61472	0.12192	5.26880	8.55374	43.74022	1.00000	-45.94722	52.65979	5.93623	85.12918
7.35124	-24.19436	5.62382	6.66520	7.57386	5.75158	68.15513	1077.11159	5.92709	0.17989	6.48372	8.65602	5.05748	0.00000	29.00974	38.72471	10.27225	50.84387
5.45591	43.61058	9.71063	5.95927	7.32941	4.30289	69.06394	1067.02830	11.97567	12.06156	6.68411	5.90237	23.70697	0.00000	1.33467	71.27802	5.67969	52.54894
9.04952	53.53395	6.36465	9.24921	7.40481	4.60944	72.12299	1066.90938	4.20362	0.11108		8.88879	15.02391	1.00000	33.72798	55.92140	7.55012	50.61755
8.31800	41.92361	8.55889	7.70220	7.95056	8.79077	83.28084	1143.23551	6.25785	0.15968	7.78567	8.49708	5.52035	1.00000	20.91361	60.60502	5.08227	34.61039
5.77711	12.35275	5.25546	8.26124	8.84200	8.42143	94.25742	1111.13247	5.61982	0.19531	3.93435	7.92592	-4.72118	1.00000	121.06761	49.62372	6.57186	58.23404
9.03005	50.20528	6.12124	6.18130	8.44597	8.36687	70.62816	1147.22689	6.49284	0.13673	5.32262	8.78406	28.95343	1.00000	19.27498	37.10234	7.33361	48.13469
7.68502	-7.57897	7.36317	7.27645	7.01040	6.47210	69.15176	1195.89956	7.11561	0.25431	9.02484	7.56369	14.69651	1.00000	112.23109	65.91081	10.84752	59.80075
8.11659	17.30858	9.58410	8.05763	6.34421	6.92382	77.18909	1087.60453	9.07769	0.78725	8.30511	3.91900	22.94481	0.00000	97.01124		5.83986	36.37888
4.82651	11.86064	6.04740	9.07170	7.84867	4.67933	81.07430	1177.45462	5.87876	0.13759	6.73863	8.49452	5.57301	0.00000	9.0027	54.41708	8.83473	22.74330
8.03973	33.52253	7.92380	4.81365	4.89991	4.88490	75.62724	1107.99835	9.38247	0.99737	6.21602	6.32633	34.62343	0.00000	-117.70755	61.72043	7.79841	56.97767
9.74196	14.53767	9.48943	6.14987	6.01141	4.84697	68.19466	1180.09462	7.82434	0.30837	3.44603	9.93344	6.47427	1.00000	46.83187	47.02688	7.01825	64.06930
6.37084	3.7278	7.73841	7.55737	6.56687	6.97077	68.43045	1188.76700	6.69968	0.24763	9.88297	9.34700	8.69878	1.00000	98.6738	57.00751	8.00969	45.99175
5.87874	7.50251	5.35131	6.27619	6.05996	8.66148	85.21505	1101.68729	5.43278	0.22667	6.24222	8.51260	12.40506	1.00000	5.06258	67.16419	5.11481	38.91567
5.93341	48	3.91514	6.94437	8.00340	8.86552	75.58746	1115.87823	5.08604	0.15348	4.87616	7.78214	22.96453	1.00000	-4.1	24.92156	6.07675	57.39100
8.40755	-22.53722	8.48016	7.94712	7.09459	7.81129	70.84034	1056.05966	10.05008	1.83667	7.73729	9.22859	13.08544	1.00000	-42.98194	46.69785	8.86042	39.49440
6.35742	23.02677	9.12689	5.80813	8.80248	4.93309	65.32719	1055.92511	9.29855	0.94094	3.32876	9.37609	0.55330	1.00000	113.13148	57.33580	6.78835	83.90451
6.16737	47.90771	4.29347	7.70472	5.28121	8.62401	78.70039	1101.34210	4.35666	0.15133	3.35906	7.95858	10.98745	1.00000	106.88324	50.16066	7.35839	19.78533
7.08250	17.54907	8.90776	7.18491	5.87740	7.34977	77.37816	1148.09110	10.09741	2.00970	6.26349	7.00988	-2.96403	1.00000	82.85749	84.82774	11.53338	30.32279
8.00855	50.64336	6.44568	7.31297	8.07756	6.51632	81.38932	1058.84909	6.31548	0.19337	5.61805	9.30881	32.42594	0.00000	7.2278	62.24272	7.08053	52.97256
6.37375	-10.90889	8.15835	7.07401	6.98843	8.87539	74.94912	1067.17185	4.61595	0.11445	11.05459	5.14713	5.06832	0.00000	-37.03861	40.67067	10.16633	55.85181
5.31381	48.49144	5.23876	8.74095	7.84940	3.01530	75.10458	1145.26351	6.13660	0.13760	10.45565	10.15035	22.74929	0.00000	9.20427	35.13248	5.13888	63.08928
6.57370	47.30997	4.88641	8.58501	6.43308	8.51353	62.91271	1190.40762	6.07226	0.12803	3.96233	6.46587	18.80830	0.00000	8.52462	60.25442	12.97023	34.56926
6.25450	42.62833	5.42682	8.47823	6.74255	9.40643	64.81530	1192.43244	3.53118	0.14916	4.23828	5.91575	6.71970	1.00000	20.89389	50.25735	5.63487	53.60076
7.56495	-22.45667	7.60163	7.60284	6.21067	8.27591	73.30566	1184.92276	8.81928	0.67378	9.15696	6.41401	24.49927	0.00000	-47.53028	64.00299	10.92580	52.40084
6.76226	42.35843	7.02993	7.59601	7.27653	6.62099	73.89433	1092.00739	9.01461	0.75014	9.26008	6.53557	3.66629	1.00000	-71.05977	29.43090	8.98583	45.16733
8.83334	16.455	9.75858	6.05857	6.79804	8.67849	74.56556	1108.82559	6.85090	0.22046	7.84958	8.93807	17.48987	1.00000	120.5875	41.40977	6.57759	57.29208
7.16312	28.71271	6.02774	7.15763	5.87633	7.83952	77.68185	1198.72087	7.02544	0.25176	5.69495	10.04732	15.59756	1.00000	77.656	43.95794	5.33108	65.58294
8.01556	16.0567	6.50656	7.35571	7.55615	9.17526	79.57154	1162.03917	5.58824	0.17129	7.40038	8.15698	22.23021	1.00000	103.65309	55.22631	6.97113	57.47063
8.90650	33.44872	4.70760	7.54310	6.35178	3.08254	79.83134	1143.24196	2.16430	0.12743	8.12114	11.35167	12.81891	0.00000	-86.78777	47.49525	7.89071	55.01853
8.45172	51.67822	9.20272	9.77560	7.34067	7.85906	76.43716	1141.70512	7.85355	0.29330	6.63390	10.45793	17.56841	1.00000	33.9162	56.64190	8.07993	61.07457
9.72074	-15.675	5.43047	8.48314	6.97712	8.62740	83.92273	1074.19603	5.00423	0.11555	4.08215	7.27302	9.30245	1.00000	-38.94722	52.59725	4.60458	57.72091
