location	station	revision	latitude	longitude	QoS
Africa/Casablanca	Oulmes	10/16/2016, 00:00:00	33.42585	-6.00137	good
Europe/Rome	Ariccia	2018-09-24	41.72063	12.6723	average
Europe/Rome	Gorgonzola	11/02/2019, 00:00:00	45.53069	9.40531	maintenance
Europe/London	Kingston upon Hull	2015-09-20	53.7446	-0.33525	accep
America/Mexico_City	Casa Blanca	02 Feb 2019	19.04222	-98.11889	acceptable
Europe/Berlin	Neuburg an der Donau	01/13/2016, 00:00:00	48.73218	11.18709	average
Asia/Ulaanbaatar	Ulan Bator	09/25/2018, 00:00:00	47.90771	106.88324	accep
Asia/Kolkata	Udumalaippettai	2014/12/04	10.58806	77.24779	maintenance
America/Sao_Paulo	Santa Gertrudes	2012/11/18	-22.45667	-47.53028	building
Europe/Skopje	Saraj	2020-02-18	42	21.32778	average
