C2H3NO5	CO	longitude	TEMP	NH3	PM2.5	CFCs	latitude	warning	SO2	CH4	NOx	PAHs	PM10	Pb	H2CO	O3	PRES
0.72853	7.84056	43.83992	16.96469	7.51743	9.74656	51.84889	55.39485	0.00000	5.84750	4.83467	10.65593	6.22319	9.17783	68.64063	55.44079	6.59685	1154.36685
0.74940	8.05081	-73.9614	9.10735	5.34928	6.56706	52.11025	10.15031	1.00000	10.34670	7.08006	7.90987	9.02038	9.29418	59.59122	22.74089	5.22082	1150.43411
0.18498	5.75602	-73.89125	25.20843	7.64476	4.99512	68.68958	40.67705	1.00000	7.69695	3.66732	8.48515	5.78393	7.17075	52.50041	39.36152	5.54388	1169.91858
0.34730	6.85132	151.07986	25.92285	6.78357	5.71535	66.27056	-33.88096	1.00000	8.98587	5.83879	7.36138	6.49948	8.37834	61.82121	60.57281	5.32831	1174.50766
0.41069	6.06813	-8.07257	10.76155	7.39276	4.31264	57.72325	12.74409	1.00000	8.39788	6.70341	9.37694	4.37208	8.46790	44.93838	47.58888	6.64203	1185.25787
1.07399	8.63583	121.96361	12.63496	5.53882	6.31953	56.54760	6.95194	1.00000	10.96208	7.80685	8.90829	10.02032	9.66813	18.95048	50.80828	3.82722	1089.56012
0.14441	7.79877	123.17306	17.29017	8.72982	7.28498	52.09100	41.27194	1.00000	8.38375	8.06828	8.33147	7.46365	6.60266	41.22480	53.20429	4.05742	1156.00148
0.25759	7.31844	-78.87836	17.90279	7.11074	8.92799	62.07432	35.05266	0.00000	5.97333	5.27009	8.67038	4.20009	7.47212	41.78652	47.03225	9.22140	1106.13485
8.08761	5.58745	83.62389	13.46704	6.85297	8.99175	35.92925	53.30972	1.00000	9.63443	5.86138	7.39583	7.97291	11.76689	62.41616	22.38097	8.58835	1106.79307
0.90124	6.22199	43.83992	33.79813	6.83232	5.60873	65.80149	55.39485	1.00000	10.77151	7.23779	6.06894	7.09064	9.50964	51.84630	37.47654	5.51896	1059.98126
0.16123	7.83483	120.57224	39.03347	6.84658	6.47769	74.29799	15.72892	1.00000	7.65113	7.60395	10.04692	7.74826	7.29153	44.58888	63.97123	4.71735	1116.21531
0.57025	8.18736	16.50104	10.91200	6.21056	5.90326	46.31507	41.24264	1.00000	7.75344	9.12177	9.48194	8.67478	8.94098	56.95801	57.53030	5.76641	1193.49359
0.09429	5.76752	-116.21677	6.52333	8.20279	4.91661	56.71707	33.7207	0.00000	5.83292	6.26484	8.60392	7.83352	5.77308	39.20470	56.74290	6.15941	1138.63142
1.10203	5.81207	-45.94722	15.55930	6.37978		50.18329	-21.42917	0.00000	6.01180	6.12642	7.83457	4.60334	9.70362	37.79781	46.26096	8.25859	1199.62282
1.31254	5.44822	-1.99421	22.13810	6.78047		25.92875	51.35084	1.00000	10.39096	6.48492	6.37475	7.39606	9.88974	76.48011	36.98319	6.93699	1168.24442
0.21895	6.39572	16.86194	20.92281	7.95859	7.21568	51.51018	54.58048	0.00000	6.14350	4.21177	9.21401	8.69435	7.34692	75.23621	46.12526	6.33066	1162.99770
0.20223	6.43812	-88.42814	9.98236	8.43592	6.13867	29.79726	42.16808	0.00000	5.83211	6.88300	5.99434	5.90222	7.63984	35.01039	77.55022	10.65450	1178.30157
1.08862	7.68812	-4.83076	0.08578	5.90739	5.78114	61.61699	39.96348	1.00000	8.94872	9.90765	9.40832	9.62101	9.66392	40.72189	52.21645	6.20403	1196.17095
0.70875	8.18362	136.84186	22.39178	8.07626	6.71989	52.22752	34.4833	0.00000	8.34220	7.17838	9.55957	5.78218	9.19838	41.01753	63.86563	4.25126	1067.57672
0.26924	6.50223	103.81667	15.67866	5.79812	8.52516	50.27482	1.6	1.00000	7.41743	8.37838	8.03463	7.97411	7.32537	50.73093	59.59572	6.24550	1065.99859
2.74416	6.83844	114.51667	18.22937	7.24399	5.99583	65.55392	33.78333	0.00000	5.46831	3.89482	12.21488	7.44504	10.65677	50.88670	33.15932	4.35553	1197.59083
0.15459	7.59946	8.61839	43.08105	7.19967	7.49174	43.91713	49.68369	0.00000	6.97774	5.72700	8.08926	8.22907	6.43406	52.64682	36.97932	6.30752	1185.92677
1.18824	8.50307	124.95278	24.40034	5.49365	6.25079	49.69731	6.33444	1.00000	7.00240	6.56766	8.79245	5.78030	9.71265	52.88467	21.74102	6.88223	1113.69618
0.09947	7.05955	-73.97069	8.93101	7.22064	7.67405	51.93410	40.64621	1.00000	8.73543	7.55320	9.36005	2.72548	5.95746	34.85495	61.41565	6.04671	1103.04202
0.20582	5.99988	78.15794	9.87337	7.00193	10.20173	44.29839	12.1277	0.00000	5.42559	5.37224	9.47767	6.57808	6.85155	51.73397	49.06859	8.09511	1079.17914
0.18003	7.89171	30.2049	28.56057	7.21419	5.54878	54.31190	55.1904	1.00000	5.54781	4.45531	8.56754	5.93312	7.26944	43.87550	69.61833	3.76586	1127.82990
11.40395	7.53469	-122.24064	22.18222	6.25303	5.77098	53.52284	47.80527	0.00000	7.30951	6.14758	7.40926	4.24141	12.10649	52.02540	52.71491	9.69824	1102.18888
0.24191	7.60984	34.86563	18.07778	6.42688	5.93984	80.63430	31.92923	1.00000	6.45829	8.85234		7.94312	7.07380	25.86164	40.18063	6.45278	1147.35191
0.34157	8.59263	34.86563	2.82560	7.13922	7.36423	68.85616	31.92923	1.00000	4.45288	10.67440	10.48581	8.29698	8.31736	69.60539	48.23750	8.69514	1090.81628
1.18057	6.99573	84.87144	18.17047	8.49110	6.32333	40.32997	47.46657	1.00000	7.33271	10.99658	9.31219	9.37473	9.69509	51.75769	40.46587	7.73611	1090.00040
0.71570	7.87980	-70.20749	7.39852	6.05447	8.00192	49.04964	8.62261	1.00000	8.26287	5.15595	6.40451	7.41883	9.24032	30.50378	40.37567	6.69982	1166.20531
0.17751	9.85010	123.50266	29.73528	7.04316	8.18180	53.93216	41.94175	1.00000	5.41038	2.60544	7.87208	6.19126	7.20539	63.83352	60.72981	6.22021	1158.69146
1.03787	8.52487	59.6	8.68087	7.41340	7.08084	67.36891	47.83333	1.00000	10.55755	7.85952	7.16966	9.40985	9.57780	47.76337	48.23580	4.87958	1145.50627
1.67873	6.88125	38.12408	29.76839	7.89898	7.70806	50.71172	53.77166	1.00000	8.42598	7.21280	8.44952	6.15324	10.13234	40.94912	19.72015	7.18782	1172.28701
0.35979	7.27276	-80.08199	24.77708	4.39124	7.14126	34.25243	35.88264	1.00000	12.23313	8.42467	8.00405	10.90835	8.61231	45.43255	50.05758	3.07858	1085.93915
0.13602	5.72594	26.97253	18.36054	8.15452	6.93902	38.46935	49.65186	0.00000	5.02671	4.51068	9.24780	6.45263	6.80740	33.28769	48.44186	9.93701	1073.91622
0.51521	6.82498	9.0027	0.88711	4.75293	8.16973	56.51337	11.86064	1.00000	7.18939	7.80897	7.87330	7.23496	8.71793	30.12627	34.74727	6.99869	1164.25261
0.27927	6.96614	145.18333	25.43087	6.68167	6.93762	31.47767	-37.9	0.00000	5.80702	5.20136	9.10406	5.56516	8.02006	71.53610	55.37339	8.28968	1093.06259
0.10433	6.40340	29.65806	15.84176	5.48897	6.10963	77.50562	-4.83	1.00000	8.28708	4.73325	8.80042	3.93251	5.98567	41.03911	47.26142	5.80513	1157.64142
0.07338	7.13326	-75.60804	8.45162	5.03898	8.25474	63.51863	39.96097	1.00000		8.82573	7.13362	7.09956	5.98849	28.05631	45.64584	6.58239	1103.94572
1.32899	7.70692	125.51176	12.19638	7.83223	7.31140	30.25121	42.64031	0.00000	7.06743	7.63338	8.65359	6.75246	9.91898	36.88222	67.79245	9.02937	1159.24161
0.16081	8.36884	13.44275	41.04795	7.48698	5.89644	73.43414	38.07789	0.00000	4.00214	1.78296	10.38053	6.25732	6.84694	26.41624	59.71334	7.21028	1113.45074
0.08481	7.57577	103.81667	14.16969	7.06876	8.26449	48.65315	1.6	1.00000	7.94509	7.24689	8.10589	7.61731	6.59159	74.71924	57.67682		1190.14710
0.07109	6.74491	6.83042	10.41185	7.24031	8.69109	23.61382	6.15038	0.00000	5.32470	6.48556	7.87997	10.10317	4.01208	48.03895	44.11446	4.16501	1102.76193
0.83398	4.47268	18.30056	15.66534	6.63516	5.67793	44.01180	50.5107	1.00000	8.23104	9.33909	6.79218	5.58753	9.39470	48.17000	39.75920	8.25441	1189.39314
0.13451	8.10139	4.21372	-5.61731	8.01181	7.55370	35.53352	51.12794	0.00000	4.32201	6.51199	8.85066	8.32738	4.57589	68.70146	57.99404	5.41050	1071.00480
2.57928	6.94178	46.5813	18.67871	8.03412	5.79169	55.29044	54.8421	1.00000	8.42002	4.26340	9.28507	7.93045	10.57381	44.01627	26.05454	4.65885	1121.44358
0.09734	8.81694	-87.71255	19.84867	5.44388	9.12162	37.75199	41.84364	0.00000	3.35855	8.32982	10.45182	9.54330	5.48366	39.98716	51.69861	3.08573	1089.89773
0.36555	5.99550	84.13864	17.58884	6.82990	7.10498	48.44399	22.88783	0.00000	9.19565	7.21589	6.55509	5.75730	8.41591	35.76969	47.32419	7.59326	1167.16860
0.14228	7.44206	48.26258	-1.93974	7.30468	7.90352	53.90754	33.86419	0.00000	6.29196	4.47171	7.59104	7.77648	5.57318	58.79985	51.13135	7.30751	1165.99509
0.36475	7.68301	17.58522	11.36702	6.15460	5.88289	68.90712	40.53123	1.00000	6.52486	9.89432	10.41193	10.10956	8.33794	37.44839	32.05434	5.81399	1074.38597
1.20693	6.62504	-0.59543	26.93337	6.95276	7.97777	38.91070	44.80477	0.00000	7.78010	8.13048	7.53195	3.91771	9.78103	38.81165	37.50951	10.03574	1085.69072
0.09877	7.31030	139.55028	23.21167	6.49697	6.69376	42.28981	35.30889	0.00000	6.57686	4.00927	7.03813	8.06037	6.95116	36.01967	38.89093	6.58910	1065.52655
4.35485	7.04793	-77.4286	29.57977	6.71332	6.24984	47.41416	39.00622	1.00000	5.01779	2.26300	9.87658	9.02456	11.13384	43.38672	56.52515	2.81824	1074.27662
1.45786	7.66663	37.38115	16.84685	8.38684	7.14414	78.72203	55.63711	0.00000	6.27095	6.99613	9.39959	6.67027	9.95456	18.31145	36.88130	7.38012	1181.96106
0.19557	6.46727	38.02486	25.12547	9.77134	7.02799	66.26046	55.64776	1.00000	13.36687	6.34581	6.03103	7.70747	6.92205	35.16984	34.67045		1133.61127
0.56179	5.94870	77.656	-4.34742	8.53703	7.54525	42.08491	28.71271	0.00000	6.00216	6.21602	8.84821	5.79848	8.90356	54.29281	55.07397	7.83483	1075.97515
0.65514	8.81400	-96.67834	11.53775	6.90648	7.22861	38.07247	34.77453	0.00000	6.01190	7.87028	3.93103	4.43297	9.07315	90.44892	38.12887	7.98336	1093.53636
0.14962	7.76907	36.25361	8.49443	7.53606	5.29622	35.65112	47.48444	0.00000	4.83355	5.04060	8.90019	7.01846	4.49327	49.70991	41.90763	9.63032	1126.89175
0.13569	6.21631	137.5	50.55010	7.80976	6.02201	29.78149	34.9	1.00000	6.28086	8.00751	6.98151	4.87074	7.15272	35.80390	40.61868	7.40426	1113.50586
0.09117	6.42431	91.84128	-4.56048	7.40825	7.31363	38.74247	22.83957	0.00000	6.95157	3.65373	7.27804	7.82287	5.44328	35.45404	53.59966	7.82429	1140.69721
0.10421	6.32094	125.51176	21.71828	7.02997	8.13359	59.40431	42.64031	1.00000	8.23264	5.78051	9.29411	4.36517	6.35001	32.71152	34.57563	3.70368	1142.48588
0.57009	7.71779	-87.66561	27.67350	7.90733	6.83440	48.42144	41.8542	1.00000	7.43754	10.45945	11.26103	11.47233	8.86706	61.40219	54.71844	5.29979	1139.13847
4.16540	7.90622	8.86374	20.42418	6.23159	6.36766	46.12816	44.89784	0.00000	6.11794	4.66260	9.09435	4.75521	11.08628	47.99448	49.69428	6.71152	1057.72657
0.49672	6.56029	139.6853	22.58531	7.82190	6.70723	59.33630	35.815	1.00000	9.12686	7.94956	7.96123	7.75087	8.70476	38.49515	44.34861	6.12842	1084.59367
0.21598	8.13854	78.14797	6.28125	6.03962	7.42431	42.24956	15.45144	1.00000	7.22993	5.79482	9.38832	5.27014	7.56753	29.49371	53.66254	3.71598	1120.22701
0.49563	8.16126	-117.79394	16.39708	5.95236	6.78692	68.10199	33.76446		8.09615	8.35300	8.73103	8.69028	8.86193	43.77268	34.74128	5.93568	1180.31127
0.66750	5.54056	-103.42897	24.49986	7.75100	7.45294	60.99613	20.28527	1.00000	10.25421	7.60430	6.29625	8.43606	9.08370	50.75046	48.75340	5.47633	1087.00512
0.15748	5.61694	-79.2663	12.16403	6.15137	8.07520	51.19229	43.86682	1.00000	7.33669	6.69383	8.39813	4.63789	7.12488	85.92330	42.03085	5.39895	1173.41058
0.40974	6.37465	106.85417	14.79981	7.64838	5.70885	43.79238	-6.48167	1.00000	8.21051	7.86877	9.01748	4.73157	8.53040	52.13784	55.54563	5.47563	1062.89747
0.14681	7.38937	-1.64295	31.65726	8.35013	6.27147	75.77803	42.8139	0.00000	5.73222	6.92521	7.76532	4.55511	5.32701	59.16723	23.02975	9.98251	1059.09160
0.47963	6.21813	17.58522	17.40623	7.30182	8.52282	50.15325	40.53123	1.00000	9.05650	9.08514	7.37699	5.07398	8.76557	45.15949	57.90437	7.29669	1166.46438
0.57600	8.56350	168.31366	21.84332	6.63715	6.94161	44.15136	-17.73648	1.00000	9.99956	7.00961	7.77136	7.93726	8.87231	9.16683	46.20832	5.93587	1154.17939
0.45474	8.20362	-93.11308	19.44735	8.02421	7.27470	69.71971	16.75973	0.00000	8.55861	3.27586	7.10246	9.22101	8.50001	54.62122	58.01306	6.15866	1136.93405
3.05851	7.17917	136.61667	20.03182	9.15155	7.28726	48.68803	36.53333	1.00000	7.85942	8.64795	8.67594	8.72578	10.76280	38.78307	55.48504	6.82791	1100.30182
0.43770	7.46589	136.61667	21.61466	7.54450	7.59271	65.32819	36.53333	0.00000	6.15999	5.84161	7.75501	4.75197	8.67819	46.79828	24.98565	9.80756	1079.25780
0.29901	5.30389	-68.3	4.49297	7.01980	7.75355	98.89195	-54.8	1.00000	11.02671	6.76513	5.60859	7.17139	8.07333	47.95421	57.16003	5.27356	1086.74899
0.34353	6.59338	35.96944	2.81405	7.24873	8.87524	47.38360	56.03361	1.00000	10.00799	8.30094	7.97273	8.11836	8.26130	64.77121	53.72553	4.77257	1056.40273
0.17551	8.75895	-93.11308	13.95750	10.86872	6.13980	46.03377	16.75973	0.00000	5.14731	4.78112	9.59176	6.05883	6.37354	48.03786	51.45339	9.83300	1110.88801
0.11711	7.25797	84.13864	7.62485	8.62269	7.55485	44.62849	22.88783	0.00000	4.58997	7.64532	9.28685	9.89953	5.86776	40.12331	44.63957	3.01164	1162.84402
0.50136	7.05084	-95.44744	25.07790	8.31319	7.19837	60.26662	29.53885	0.00000	6.21285	6.89390	9.65660	6.67376	8.83089	43.59060	51.06023	7.81765	1182.20894
0.12194	7.60170	13.57661	18.76879	8.45452	8.88959	42.98339	37.31065	0.00000	5.20455	6.48451	8.72246	6.96233	5.79432	40.80379	51.48717	6.45588	1116.58413
0.39545	6.90798	11.34046	27.69695	7.61453	6.02226	51.80563	50.72043	1.00000	5.59913	9.23400	8.88468	6.71719	8.39209	50.23056	39.77034	7.56386	1105.27174
2.09850	8.00591	65.50917	10.21517	6.88496	7.16150	32.63749	44.85278	1.00000	7.27391	9.70682	11.37946	9.80196	10.37220	44.51466	16.39201	6.43822	1183.38137
0.31937	8.52656	141.95	39.63613	8.50209	8.02439	33.95391	39.46667	1.00000	8.57630	5.41199	8.08665	6.12638	8.05378	27.66830	33.06990	4.80243	1068.09836
0.36640	7.31079	15.00913	8.99502		7.21831	44.72616	37.51803	0.00000	5.34429	5.14357	9.52539	6.24976	8.38898	25.46784	63.83989	6.35962	1101.07673
0.88267	7.21308	-96.39774	11.54661	6.71585	6.56580	49.97823	30.16688	0.00000	6.49095	7.83082	7.37555	6.99992	9.41299	36.51620	43.77856	9.25201	1155.27356
0.90402	7.70117	120.4861	34.19549	8.32644	6.97829	61.21260	16.0438	0.00000	6.76596	4.10619	10.51160	3.25313	9.49798		46.44372	7.80022	1187.71028
0.24443	7.77176	-97.50417	11.54593	5.70393	6.53471	39.91458	25.87972	0.00000	7.52676	4.39493	8.45719	9.28429	8.16357	29.61607	27.72800	5.58612	1106.11654
0.38823	6.26620	46.58333	8.53970	6.91039	5.42630	43.49441	-21.15	1.00000	11.40820	7.86164	7.15587	9.47024	8.33421	76.06172	48.07704	3.69045	1057.76227
0.71303	7.28331	6.8625	8.75699	7.28281	7.15754	53.55751	51.47805	1.00000	7.80935	9.26747	10.63713	9.16143	9.12418	44.28730	43.14178	4.93734	1059.16278
1.05323	8.57212	178.00417	25.76553	6.84496	6.11615	44.92710	-38.65333	1.00000	10.02385	9.22898	8.09174	8.83489	9.66814	53.23580	50.27964	6.63597	1193.23025
0.26913	5.94531	9.0027	30.16386	6.88053	8.14588	53.83336	11.86064	1.00000	6.09324	9.62205	9.67007	9.30238	7.59979	94.18894	51.72817	6.09104	1130.83969
0.12122	6.80034	10.58082	16.06791	6.88621	5.83034	61.61618	35.72917	0.00000	3.86538	6.76751	8.94616	6.68459	5.59719	41.20951	48.50329	6.04527	1173.90342
0.80580	6.26081	-74.07764	13.01004	5.89879	8.63937	49.46606	40.72816	1.00000	3.82445	10.62648	9.99802	8.68828	9.32820	28.41272	65.27408	9.44804	1163.47213
19.83146	6.88708	0.57856	16.13477	7.09834	7.04515	56.09832	40.70995	1.00000	7.30640	4.23054	6.37821	10.03647	12.67056	61.24744	25.99181	8.38659	1176.47859
0.13710	7.15651	113.69785	20.02660	6.71498	5.73866	56.21287	-7.73379	0.00000	6.25219	4.75691	7.24324	6.76597	4.67428	34.15029	33.45813	8.16556	1149.51302
0.43448	6.98412	-79.62603	12.13098	7.35586	6.72468	41.46372	8.88988	1.00000	8.89712	5.10336	7.65011	6.39098	8.30900	36.40712	49.90763	5.46998	1133.70835
0.10075	7.76261	-88.3162	31.94350	6.94444	8.32509	40.36576	42.24113	1.00000	5.81403	4.75746	7.39657	7.02429	5.29659	36.58506	25.16857	7.59023	1071.13313
0.21102	6.96878	75.37991	2.27990	9.08242	7.35772	46.62846	25.75728	0.00000	5.49799	5.91847	7.52907	4.85317	7.60608	35.24301	40.46505	8.60495	1167.99857
0.33310	7.02843	77.23826	14.46326	6.73274	6.84283	47.99383	11.50526	1.00000	4.84217	9.19774	4.78793	5.24974	8.07014	30.55338	58.69393	9.74035	1123.62696
1.97083	7.60984	13.44275	14.43965	7.40470	7.47112	47.49041	38.07789	0.00000	6.23442	6.32890	8.53418	4.70228	10.30084	55.68960	36.05379	7.62059	1158.07678
0.41520	5.87000	-81.23621	22.85095	6.89683	7.24729	57.35237	33.98154	1.00000	9.13801	8.57234	7.89347	8.15123	8.43614	37.48584	42.56183	5.53311	1100.69686
0.39372	8.67344	4.7934	17.27226	7.67246	6.03043	48.03213	45.69558	1.00000	9.98683	7.17120	7.01242	7.47210	8.43967	61.13094	35.58144	4.42000	1110.47937
6.49367	8.96112	0.30367	8.61903	6.48729	8.19001	20.35443	51.38673	1.00000	6.97636	10.64356	12.56350	11.57268	11.54796	42.41752	37.31306	6.79379	1051.99439
1.02650	7.19368	16.43915	18.12938	6.91409	3.88403	43.60618	43.50891	0.00000	5.68047	6.14315	5.98500	4.80887	9.57640	37.62274	59.81369	6.94507	1121.59383
0.49101	6.49186	-38.94722	25.70497	6.97586	5.29897	49.45130	-15.675	1.00000	8.53478	6.34385	8.55286	5.94023	8.65484	44.11372	32.87155	5.60088	1147.70312
1.12617	6.31602	16.91667	5.17244	6.70623	6.90160	55.71695	-21.98333	1.00000	9.42762	8.73716	8.84307	10.16156	9.71698	36.35512	37.67504	5.04097	1161.23360
0.48887	7.73864	-102.36764	6.99622	7.20685	5.77145	50.74098	31.84568	1.00000	6.50223	7.61691	9.00941	4.40262	8.69062	45.66275	32.58650	7.65195	1145.76890
0.21434	7.33373	70.91106	32.80691	7.38331	5.57180	55.84000	29.38242	0.00000	4.88023	5.68785	8.13363	6.64645	6.80489	39.94301	46.12991	7.80018	1148.90841
0.15598	8.13850	-83.55521	19.29385	8.37580	7.53440	70.93482	41.66394	1.00000	9.21959	6.97789	7.14198	6.16647	6.05740	35.66922	73.47390	4.76882	1165.76974
0.39661	6.14146	-122.40433	12.08377	5.65041	7.58922	48.66712	37.71715	0.00000	6.18914	5.00223	8.94610	4.04677	8.59209	25.09350	36.22586	8.31987	1182.60823
0.40088	6.37308	4.25633	19.95600	7.86320	7.83116	38.08716	51.21187	0.00000	5.08851	6.61502	7.53335	6.03063	8.23040	66.40901	68.19721	6.67715	1185.99254
0.23754	7.48023	-73.89125	15.55947	5.84092	7.14019	55.42509	40.67705	1.00000	7.07897	8.98973	9.79688	9.93037	7.84771	61.28316	61.88920	5.19244	1068.46287
0.44134	6.39120	-86.57415	13.25894	7.00668	5.88448	56.20620	15.48131	1.00000	7.53154	4.81611	8.57989	6.34397	8.74308	66.66500	33.27696	5.78418	1092.13069
0.32213	6.16457	-69.08333	30.50746	7.03422	6.83748	43.22956	-16.25	1.00000	9.35182	8.52107	10.54214	9.85642	8.03444	59.74802	42.94821	4.26146	1103.71835
0.10758	5.39028	-87.93341	19.51536	7.79514	6.18025	51.79979	42.55308	0.00000	3.44728	9.68524	9.00411	10.35795	3.36039	56.18117	27.61466	1.94636	1131.49194
1.03087	6.13350	37.00438	10.25813	6.96910	6.63807	71.93673	-7.60361	1.00000	5.45053	2.61319	10.20321	7.14309	9.62226	50.66811	34.54879	4.12146	1172.31108
0.42895	7.47350	3.50309	-4.74150	7.09231	8.27058	45.85362	34.15429	1.00000	10.12264	3.77546	9.22335	6.73721	8.55323	45.24016	44.97689	3.96836	1186.69321
0.28631	6.65398	-87.45476	-0.27088	8.01917	8.71652	64.69553	41.47892	1.00000	8.90830	7.48628	8.18158	3.85735	7.38966	62.63037	62.82938	7.66592	1147.20602
0.07972	6.36304	70.96699	11.97436	7.70586	7.06996	50.41494	30.46907	0.00000	3.73375	7.53908	11.04703	7.86432	5.38833	57.56373	30.34451	5.36838	1065.15035
0.15997	6.94153	1.04945	-5.36410	8.17989	6.71271	60.24722	35.06544	1.00000	7.01223	8.22634	8.79299	7.18877	7.22387	69.45271	41.78215	6.18521	1194.89111
0.16386	6.60814	3.55665	9.29941	5.74152	6.34282	46.51487	36.72544	1.00000	9.18544	6.73574	7.92533	5.55551	7.29867	50.50989	28.55339	4.52829	1156.10952
1.17074	9.09164	14.66737	7.95307	6.78181	8.64380	47.20032	41.55947	0.00000	6.44034	5.75638	8.13502	4.26608	9.73286	68.09808	63.31107	9.67184	1051.52334
0.21099	5.69124	112.19028	4.80261	7.07541	5.45481	67.33228	30.35028	1.00000	8.29681	7.26330	6.94119	4.76824	6.91685	46.10981	44.85231	7.27252	1139.57740
0.25301	5.53727	-62.64102	23.05901	7.29053	5.38743	56.36866	8.35122	1.00000	8.20630	7.39691	7.04764	4.76472	7.93115	60.09395	40.46278	8.55955	1143.48469
1.81361	7.47002	86.00214	18.55661	7.77993	6.85157	85.22718	46.51872	0.00000	6.23067	4.64534	8.64739	4.34887	10.24437	54.59925	33.62867	8.28379	1097.03224
0.30659	6.02310	77.40858	30.44560	5.98845	7.74614	76.86979	24.05979	0.00000	6.22325	5.32793	8.75820	3.88448	7.97426	35.35701	58.37186	8.46936	1153.14239
0.39262	7.45865	2.59753	20.16473	4.79050	6.55076	56.09324	8.88649	0.00000	5.57001	3.16428	9.78947	5.08804	8.50263	43.55097	34.01397	9.69652	1191.74291
0.12301	7.42264	33	30.34221	7.20122	6.40959	60.89692	-2.68333	1.00000	7.70093	4.78613	10.93276	3.00193	4.38966	69.49025	45.75012	1.52575	1099.59297
0.34673	7.51967	4.82313	30.55556	7.83816	8.59641	49.49422	51.24197	1.00000	10.28859	5.81938	9.14199	5.20593	8.14383	27.72617	45.28666	5.62432	1127.99865
0.82459	7.09358	69.67639	24.27280	7.75055	6.17862	51.48237	41.29444	0.00000	6.13242	4.40109	8.96664	3.82897	9.36369	61.69045	60.23553	7.70588	1116.96420
0.31597	5.84460	77.24779	7.42544	5.53842	5.05192	54.66231	10.58806	0.00000	4.41518	6.10647	5.28351	6.36419	8.14403	49.16371	60.00235	7.48061	1124.00468
0.10229	7.92125	17.80774	8.94480	6.00398	7.74253	68.72611	40.55851	0.00000	4.75047	6.47390	8.20275	7.23885	5.32020	20.95682	64.92093	5.94639	1084.34208
1.01629	6.74625	-82.32483	9.60278	7.24628	7.43917	57.56752	29.65163	1.00000	9.76734	5.77693	9.05739	6.48467	9.62925	44.42328	70.38029	5.54601	1198.26896
0.50951	6.37401	12.16179	27.51176	7.36787	6.39286	71.00342	48.52961	1.00000	7.67921	5.28809	6.74083	7.02205	8.77285	42.62203	71.22509	6.47525	1190.43935
1.22077	6.01019	-82.42491	38.04301	6.21046	6.53156	47.41218	42.97086	1.00000	5.59505	10.08006	11.42621	8.89855	9.79133	52.29556	50.82608	7.76134	1113.63736
8.85533	6.61213	137.95378	11.10560	8.34156	8.14752	65.04428	35.82756		5.05427	11.95918	12.92595	11.90052	11.86179	55.92741	67.31597	8.90107	1144.63889
0.15488	8.74291	4.08282	11.72585	6.24919	7.03832	45.19129	36.61954	0.00000	5.28284	5.00820	8.10955	6.19778	7.47529	51.72376	31.69038	8.55444	1113.89949
0.46119	7.68883	84.13864	16.76751	6.73937	6.40867	25.19421	22.88783	0.00000	8.11039	6.71471	7.51528	5.66475	8.74457	45.15857	29.61251	7.79492	1075.18796
0.12223	7.28514	112.19028	15.17092	7.71075	5.45937	53.43724	30.35028	0.00000	4.32203	8.18909	8.93615	7.42692	4.38575	41.57557	42.27175	5.36020	1195.40264
0.30219	9.31204	41.00817	19.65210	6.89907	7.10486	56.40609	38.13708	0.00000	5.98621	4.34613	12.27140	7.45527	8.00902	51.18200	54.17928	9.00235	1101.34957
0.46552	6.09671	117.55417	17.06584	6.56966	6.39851	30.33469	34.86472	1.00000	8.67621	5.50690	6.36559	7.14774	8.63217	53.22567	47.00089	6.53297	1081.53843
2.57283	5.92443	4.92235	-2.91680	7.19105	7.25620	47.35850	7.65649	1.00000	11.08468	7.78246	8.08121	9.51937	10.58895	28.89252	37.72279	4.25294	1067.77351
3.79936	6.38683	41.00817	24.40208	6.79985	6.28418	60.15936	38.13708	0.00000	6.54721	6.22088	7.83308	4.29448	10.99785	51.20160	20.96743	7.41126	1074.88713
0.09021	6.46832	117.27583	15.03330	7.22603	7.71972	65.84458	35.64889	0.00000	4.80916	6.74021	9.55843	8.10052	6.10939	55.99816	36.46791	5.35279	1126.26262
4.42486	8.25779	14.30935	22.09656	6.52458	7.41762	65.20335	40.92298	1.00000	7.05978	6.42518	9.03540	7.17656	11.14875	45.08484	36.44494	5.83823	1171.17962
0.84778	8.65859	2.95924	22.35785	6.13390	6.51925	49.82897	36.76775	1.00000	7.73246	2.07070	9.59272	7.74486	9.35874	52.89105	42.20870	3.79770	1084.74455
0.17270	7.14094	-79.2663	14.50883	6.83726		55.99203	43.86682	0.00000	4.11813	3.64523	9.18382	6.72454	6.70139	50.33848	54.29986	6.64468	1169.02674
0.22194	6.16035	-69.96533	27.11438	7.74514	7.06005	86.09625	43.91452	1.00000	9.21757	8.58084	8.62862	8.57059	7.59599	52.73926	30.54644	4.66390	1104.54186
0.29803	5.64649	126.835	1.80499	8.31853	7.38646	50.99026	37.65639	1.00000	10.24631	7.98200	10.10505	10.03252	8.08306	43.37975	38.27988	3.00028	1120.58706
1.11663	7.10153	21.32778	-8.23000	7.62241	5.80589	53.87143	42	1.00000	8.59671	8.83223	5.99879	8.62017	9.71104	51.99882	30.55283	8.14775	1092.78485
0.59500	6.26143	86.79271	2.99743	6.60374	6.66940	54.22839	25.92127	0.00000	5.64124	4.36351	8.58890	4.61281	9.00401	66.15805	29.81550	6.74498	1124.83338
