CO	SO2	CH4	NH3	O3	NOx	PRES	C2H3NO5	longitude	CFCs	PM2.5	Pb	latitude	TEMP	PM10	H2CO	PAHs	warning
6.99568	6.82751	7.93352	7.91602	8.56573	7.26732	1161.96533	0.11046	-74.13653	47.55709	7.70196	44.10648	40.63316	16.06641	8.07058	47.95585	8.13502	1.00000
2.25508	3.03196	7.20773	8.31251	7.59656	6.89476	1184.83779	0.39670	-5.22126	38.51439	8.77026	50.24595	33.43443	7.62797	9.57935	75.30188	7.39277	0.00000
7.40673	7.19643	7.16949	3.78022	7.67706	6.36441	1052.98807	0.04427	14.34085	32.27258	7.81518	45.70739	40.87363	20.16055	7.07921	29.41979	9.26805	1.00000
7.51519	6.23516	7.23732	7.31914	6.45211	6.52341	1058.34277	0.05032	-34.88111	44.08358	9.51937	45.93584	-8.05389	18.13511	6.74098	59.69216	8.91872	1.00000
6.80004	5.38465	7.26571	9.25448	7.60445	8.66723	1131.52467	0.20081	5.4584	53.18830	9.51839	45.79984	43.32393	14.41220	8.83965	50.54162	8.76445	1.00000
4.52107	8.53522	7.89345	8.02447	7.77463	7.20274	1119.22619	0.09844	8.52462	59.63212	8.75100	56.13207	47.30997	10.67798	7.89338	65.15218	9.93923	0.00000
8.31017	7.63586	6.68021	9.79924	7.40350	7.73878	1064.12030	0.05594	-95.30106	31.25670	6.63477	43.33241	32.35126	8.34901	6.38802	70.25110	11.88923	0.00000
6.14005	10.91948	5.55902	4.37811	7.90644	9.42310	1061.77588	0.23835	-2.58736	29.13491	8.42033	38.60559	56.56317	13.68388	8.87846	32.72182	8.19373	1.00000
4.97428	3.51984	6.66195	9.58659	8.26783	7.27294	1079.01976	0.22118	-2.98884	55.40891	8.65809	48.61853	43.32686	8.38910	8.91249	49.82934	5.91446	1.00000
9.11959	9.57253	8.20228	3.96448	8.23399	7.79727	1160.46527	0.12522	86.00214	60.84612	9.49127	56.95328	46.51872	1.14643	8.32681	43.64974	9.19382	1.00000
8.57195	7.44115	6.77037	8.35289	9.26004	6.22780	1081.86269	0.05970	42.7125	57.75854	7.97703	56.14203	11.15583	22.67234	7.11479	62.47612	8.71712	1.00000
5.38608	9.94196	8.29943	9.19121	7.51636	6.96850	1167.96111	0.04426	104.09701	29.24668	8.96077	46.89237	-1.26424	5.10064	6.36461	54.55123	11.15543	0.00000
6.17445	6.34599	8.83144	7.11423	7.19899	6.61641	1096.36304	0.15546	73.7553	49.67170	9.38646	75.55748	15.5439	27.31594	8.42137	48.86162	9.41863	1.00000
2.91405	9.71043	8.37972	9.91507	8.02853	8.48964	1180.09012	0.31189	38.2739	59.13912	7.71932	59.41008	46.7055	5.05650	9.26901	48.75431	6.45834	1.00000
4.46084	5.70461	7.90903	8.73751	7.46931	7.94334	1197.43602	0.99250	3.87723	63.94888	8.44550	46.98550	43.61092	-0.95544	10.54845	62.87220	8.59844	1.00000
5.59883	9.20299	8.52097	4.35376	7.60102	7.30930	1061.64414	0.06197	75.35927	48.80638	5.93960	56.89633	12.04161	-1.73546	7.00074	38.76799	7.64551	1.00000
7.20788	9.03511	6.62933	5.39374	8.97249	6.10722	1195.19342	1.09449	35.23388	64.97778	9.65286	53.38144	31.78336	10.76201	10.65544	48.13660	9.08393	1.00000
6.38719	5.94843	9.35057	10.14580	7.40664	7.75855	1113.77941	0.18794	46.83187	54.91748	8.89106	45.82933	14.53767	25.20199	8.83042	37.44401	8.24901	1.00000
7.94751	5.82498	8.54999	9.01047	7.57846	9.06053	1139.96817	0.25829	-51.50361	73.36663	7.01316	53.03139	-29.2975	13.80938	9.02864	56.42767	5.92750	0.00000
4.45626	9.47009	8.06995	9.14911	7.38558	8.79663	1171.10114	0.06872	9.22796	56.28193	9.19094	32.30078	48.46458	9.42583	7.18436	36.96546	9.87030	0.00000
5.47728	10.56192	6.94901	7.07147	7.94211	9.03022	1177.77685	0.09150	34.8732	73.99503	10.32237	44.91568	32.05971	11.00454	7.53870	14.11514	7.22650	0.00000
7.85801	8.07528	7.91958	9.28471	8.21891	7.54042	1146.26547	0.04721	-99.32556	39.57678	7.53647	62.50414	19.32889	30.73862	5.44365	51.50288	9.70431	0.00000
7.49183	9.58588	6.80573	6.28045	7.56635	7.61141	1118.08634	0.32105	121.3152	45.70542	10.04332	52.97086	14.14989	7.40235	9.40138	32.53808	10.63291	1.00000
8.35504	8.28777	8.03555	11.47958	7.36653	8.29411	1181.96824	0.04094	-84.20299	57.21231	7.73972	60.08362	39.43534	22.37882	4.39367	44.75553	9.84778	0.00000
5.15086	5.99202	6.12312	7.53455	6.87564	7.57841	1066.74995	0.25676	127.08472	47.83951	10.10668	57.52339	36.20389	32.67178	9.14572	46.64843	9.97787	1.00000
4.97992	9.64410	6.23099	7.17556	6.43265	7.78379	1177.64522	0.06081	16.43915	37.25411	10.23736	44.67430	43.50891	8.58406	6.36178	51.71129	7.45996	0.00000
6.37550	9.22381	7.79394	10.15751	5.91368	7.97034	1174.35294	0.06077	-4.22398	62.20520	8.96925	56.85863	57.47908	10.55040	6.67285	44.76410	9.83119	0.00000
9.60718	7.74500	6.82524	9.55779	5.52352	7.77038	1101.72818	0.05446	35.59642	67.81709	7.71362	66.04925	3.11988	29.40903	5.33369	41.76536	7.67425	0.00000
8.67944	7.37577	7.12572	8.36977	6.91632	8.42765	1136.77240	0.03638	34.75699	55.96618	7.34425	48.06887	31.39547	-2.81524	6.48446	44.38185	7.57017	1.00000
5.36993	8.71666	8.35194	5.51893	7.99514	7.63394	1198.94098	0.09590	-122.40433	43.72283	7.81049	51.36018	37.71715	8.89630	7.68052	69.52932	9.11413	1.00000
5.62355	5.08651	5.54504	10.20972	6.67424	7.27959	1139.74322	0.22383	32.6178	35.82111	7.84932	45.85921	46.65581	10.51916	8.99945	41.02707	6.30338	1.00000
3.51176	10.54876	9.12830	8.93487	7.80764	7.81900	1088.47385	0.17862	-41.45861	54.48790	7.20557	62.16994	-4.42472	10.11384	8.67354	46.89545	8.57933	1.00000
7.47250	7.57499	7.92762	3.70375	6.66816	7.58308	1061.19723	0.03489	9.37082	61.87793	12.26111	52.10798	36.08497	23.61533	6.35245	41.36824	13.45687	1.00000
7.79220	7.04234	7.94996	7.92991	8.59939	7.41900	1177.36199	0.03971	29.00974	70.04747	7.14292	48.00500	-24.19436	42.54291	5.98710	45.63118	9.97905	0.00000
2.67685	4.48340	7.51596	9.48450	6.92300	6.44958	1103.93782	4.34682	-1.5443	46.74599	10.71918	32.59054	50.75767	34.62423	12.06362	66.58804	10.11180	1.00000
5.59981	6.22018	7.54949	7.95473	8.30072	5.78555	1085.19158	0.33680	122.05228	45.59824	10.41847	49.97054	37.19723	27.17975	9.38686	48.30405	10.46582	1.00000
5.43537	10.10903	8.73377	9.57589	6.59127	8.48997	1067.13646	0.02302	139.55722	56.92217	10.48607	56.06396	36	12.93133	5.81138	44.70742	8.08081	0.00000
5.88623	7.49518	6.45740	9.47819	7.30895	7.79961	1196.90086	0.23464	7.02238	23.72777	5.54144	57.42141	52.21099	24.53081	8.90791	24.02023	4.82454	0.00000
11.42854	7.51200	8.92727	4.05430	7.15111	7.20185	1177.30666	0.14269	35.90057	50.89686	8.25602	15.56941	56.85836	18.15403	8.37487	50.15957	10.05266	1.00000
8.41504	9.65204	6.54005	5.69675	8.40111	7.11235	1133.13417	0.06891	74.4818	23.47825	9.79716	50.48625	30.21121	17.23629	6.93217	56.73627	9.12622	1.00000
4.58092	9.16705	6.98905	6.57461	6.50156	8.46509	1105.85968	0.95994	-79.62098	74.12112	8.00504	49.75791	9.15093	-1.57948	10.52983	41.79388	10.06126	1.00000
4.10076	9.20328	9.89515	7.90959	8.75063	8.30866	1139.12956	0.05852	3.39467	58.91495	10.57085	46.61023	6.45407	11.19220	7.36487	69.34633	6.64035	0.00000
3.19257	7.45563	6.72986	3.92856	6.26288	7.80398	1194.35795	0.06235	122.9666	76.95706	7.74421	60.05873	10.7375	30.98562	7.05829	40.07531	8.80438	1.00000
6.85071	7.72118	7.14643	6.37266	7.30398	7.49756	1198.35355	5.99127	-103.42897	50.56623	9.44920	29.55998	20.28527	13.96398	12.38462	37.35385	8.71219	1.00000
6.45987	3.86081	10.70564	9.44223	9.57482	9.20296	1090.00587	0.12778	24.04142	64.80554	6.06932	42.98151	54.39635	20.22872	8.10188	47.70520	6.97697	0.00000
5.48957	5.33704	8.41190	9.12731	8.72854	9.02187	1171.99827	0.11239	1.04945	58.93758	6.39922	39.78483	35.06544	6.44718	7.95820	46.32443	6.10857	0.00000
4.29722	8.59423	6.53025	9.95849	8.59266	7.62074	1053.33384	0.03772	-117.70755	65.41159	9.76122	35.78859	33.52253	11.21344	5.98205	52.14550	8.09690	0.00000
9.33514	6.01879	7.21934	10.13666	8.05002	7.69268	1183.10259	0.03484	10.98461	36.02624	3.94442	31.22622	48.35693	13.15407	6.94791	62.59023	6.36063	0.00000
7.73509	7.93590	7.28266	7.34836	6.22406	8.72144	1138.67965	0.07477	99.96667	31.39995	9.45823	45.24496	8.43333	18.79492	7.36210	53.29930	10.72089	1.00000
6.83828	6.54079	7.54840	8.99351	6.96329	6.86806	1127.91021	0.27192	3.87723	54.67749	6.46188	61.10669	43.61092	6.30265	9.13027	52.50484	5.44850	0.00000
10.51086	9.06029	6.36907	8.05814	7.07488	7.06575	1075.81088	0.02029	45.36561	75.08119	7.55136	48.08091	41.09246	7.58409	4.87450	46.02651	8.82221	1.00000
7.30161	7.94337	6.60758	11.17807	7.94043	7.13648	1197.42955	0.31400	128.62667	57.25497	7.61388	42.88712	34.8825	13.62995	9.30821	53.71341	9.33924	1.00000
5.22899	6.28776	7.60225	9.00499	9.17491	6.41208	1170.15783	0.46128	-74.07764	50.91222	8.83507	59.69859	40.72816	16.36519	9.73910	30.06689	9.21330	1.00000
5.50312	7.15148	6.85766	5.91754	8.24237	8.88391	1121.14406	0.35936	65.27258	52.12654	9.87561	60.93213	58.04254	16.73114	9.50757	41.19691	10.16220	1.00000
7.60149	8.64139	7.09583	9.49633	6.60831	9.40613	1190.38618	0.08016	112.9	53.17797	8.13323	60.11816	27.85	11.34608	6.82042	65.93468	9.83547	0.00000
6.62015	6.60859	8.22885	8.77628	6.87625	7.88065	1099.77616	0.34441	-0.33525	69.22577	7.83443	30.83223	53.7446	15.68144	9.45171	58.94020	8.85021	1.00000
9.47670	7.18609	6.62580	7.31549	7.51601	9.71848	1081.12064	0.10362	9.17702	63.41177	10.54725	36.16755	48.78232	37.63319	7.91622	40.75564	9.06733	1.00000
6.79444	9.76567	7.61446	6.49328	7.62812	6.88583	1084.54771	0.84394	139.6853	56.06388	9.27577	36.23739	35.815	39.88227	10.39920	23.55280	9.21424	1.00000
5.36808	8.35011	7.89100	7.45118	8.18173	5.82023	1056.40869	0.15673	140.11667	71.72394	9.54774	30.27430	37.56667	18.55951	8.39819	23.90252	8.60924	1.00000
	5.94930	7.79738	8.39340	8.31071	7.16772	1133.80267	0.29218	135.21667	57.69205	6.15595	37.02022	35.06667	30.50165	9.24030	52.47425	7.13778	0.00000
8.43082	7.49303	9.55238	10.19889	8.44601	7.66160	1066.47049	0.04341	-69.96533	65.35750	6.90413	39.08710	43.91452	21.55960	6.57873	54.40603	6.70906	1.00000
8.25036	7.65433	7.99413	6.34190	7.67899	5.97298	1086.71908	1.38386	10.03478	54.08162	9.73144	52.86514	37.16911	30.23222	10.90157	31.09410	9.74247	1.00000
5.13341	4.91996	6.01303	7.98091	6.52005	5.12689	1159.58479	0.16417	-95.36969	47.96904	8.71100	54.77306	35.74788	6.15264	8.50994	53.51079	6.69151	1.00000
3.62919	9.33002	8.72123	6.61719	7.96506	7.84940	1157.52288	0.08315	88.58	46.69144	6.98698	54.64820	23.18	1.33731	6.51982	71.50789	8.04353	1.00000
2.43301	8.43834	8.43661	5.80690	9.32266	7.14102	1090.36552	0.04616	-6.03731	46.49768	8.18540	38.82674	37.35813		6.55217	25.31988	8.62186	1.00000
5.82191	9.65837	6.21199	9.67708	7.86969	7.22421	1068.20517	0.12973	-97.50417	48.18074	8.17198	45.69907	25.87972	28.99904	8.06353	44.37856	12.15557	0.00000
6.21217	9.26532	7.36618	8.22345	7.61423	6.57777	1087.72352	0.02950	-58.38341	51.14096	8.50100	47.56240	-34.64966	22.16847	6.25457	45.88527	8.89650	0.00000
5.73898	4.88176	7.25601	10.60576	7.60834	7.89509	1101.26044	0.46297	78.40102	36.77739	6.65909	31.44585	27.9247	20.01217	9.76099	42.52445	5.11002	1.00000
6.54281	9.57922	8.13001	8.15650	6.91578	6.79023	1070.07123	0.36861	136.13108	62.31833	9.64809	57.62344	34.75856	19.42308	9.47498	32.21263	9.32857	1.00000
5.73040	7.38413	8.68720	6.83995	7.85587	6.17793	1078.58408	0.52213	99.1625	58.49754	5.05973	42.82776	3.3285	21.56066	9.86649	60.61023	8.42598	0.00000
5.79843	5.64570	7.77588	8.53880	7.17753	8.29572	1098.54042	0.24858	-67.15407	63.61015	10.09342	37.45177	18.42745	15.19844	9.07569	44.18331	9.51102	1.00000
4.89163	6.52414	6.04871	8.33757	7.99769	8.11479	1182.11378	0.47656	15.28318	60.93244	6.99718	61.20648	-4.26613	19.90122	9.83541	36.44876	5.64708	0.00000
7.75657	6.35675	8.81018	9.64354	7.67691	7.82177	1186.16529	0.06604	-117.29198	47.15896	4.37551	16.00001	33.03699	22.03052	7.52796	52.68626	6.56491	0.00000
10.99296	9.01537	7.97805	4.06607	8.45650	7.74146	1180.53126	0.12562	10.03478	38.20561	9.68815	54.04695	37.16911	22.80149	8.10387	37.84281	10.67744	1.00000
6.92379	6.65530	6.59364	7.07932	7.55957	6.55696	1062.48469	0.13943	34.75699	46.83192	9.70385	43.13337	31.39547	9.19350	8.17927	34.67045	10.18906	1.00000
6.14518	5.91765	8.74886	10.39875	6.33829	7.23660	1142.05206	0.20662	68.11759	32.52408	7.46244	53.84014	26.9423	1.18263	8.89079	58.75229	6.47709	1.00000
6.45954	6.34339	7.66473	8.58933	6.59149	9.76599	1195.77469	0.07687	136.51667	61.40025	9.98966	32.03420	35	14.29915	7.58838	53.65875	9.58988	1.00000
5.06629	5.66423	6.29232	9.53711	6.73254	6.72541	1102.97176	0.47626	-121.75689	37.37736	9.29345	70.23934	36.91023	12.83868	9.75905	33.70059	8.71682	1.00000
7.04274	9.68352	8.01899	4.85055	7.09003	7.54332	1136.04408	0.06908	103.81667	67.13829	8.53452	35.02325	1.6	24.96422	7.16239	50.35273	9.61625	1.00000
6.78092	5.38013	8.37231	8.92672	6.90818	6.79193	1051.14150	0.19129	33.2525	49.05214	8.79354	52.38289	57.97472	10.76835	8.71160	40.93854	8.18809	1.00000
7.25407	9.14686	7.51534	10.41250	7.13618	7.80310	1069.96872	0.05845	8.86704	41.33356	9.04758	43.78568	50.23805	11.00859	5.90414	36.10542	9.59974	0.00000
5.40490	10.00928	8.12339	6.36243	6.46296	7.15001	1070.62677	0.27016	-75.11028	60.56629	10.32311	40.71995	-15.21194	27.21444	9.13637	53.68689	9.71543	1.00000
9.82091	6.85440	6.48041	8.93332	8.13825	7.73901	1103.30650	0.09701	75.92694	59.76927	5.56497	35.73506	14.46693	6.98047	7.98225	53.63325	6.01508	0.00000
6.11236	5.26928	8.98175	9.05602	7.65319	7.71335	1086.84531	0.26728	49.62251	62.99817	5.17675	45.97048	27.0174	37.88672	9.09164	49.51434	7.21009	0.00000
8.07197	7.97110	7.40143	9.67029	8.02097	7.85910	1178.39936	0.03973	-97.03285	46.09554	9.22766	48.42727	47.92526	-0.30381	5.72212	56.62602	9.23423	1.00000
8.76554	7.07465	7.78536	6.89911	8.15617	7.48047	1071.88830	0.07303	-47.1725	63.76513	7.37190	43.10788	-22.57306	41.49815	6.89914	46.27089	7.55276	
8.68102	8.29600	5.81141	12.30741	7.00602	8.80209	1166.87968	0.03270	9.15214	82.40117	8.76971	53.86800	49.97704	25.10465	3.95172	39.57003	6.52322	0.00000
5.78387	5.07867	7.29171	6.57472	8.85901	8.30612	1152.73423	0.08423	-1.08593	52.59923	10.84907	66.45286	50.79205	19.81388	7.42857	37.40780	9.53232	1.00000
7.36434	6.02467	6.07891	9.76319	6.27073	6.39406	1065.59920	0.03477	71.21169	44.84765	4.99882	54.09121	21.59983	23.70146	6.87037	40.01842	6.47340	0.00000
5.67958	7.22398	6.67510	8.98211	8.45227	7.23824	1122.58581	0.33336	-8.07257	42.33917	5.78246	50.55483	12.74409	13.69125	9.34830	41.15503	5.84942	0.00000
6.94901	6.91552	8.29137	7.22726	7.58575	7.63472	1094.46645	0.10334	15.00835	46.84936	9.55862	61.32856	51.14942	25.34884	7.92579	35.34123	9.98317	1.00000
4.74017	3.69571	6.76016	9.15825	7.10294	8.48916	1163.56687	0.16075	114.33333	63.59231	6.00362	42.86442	-8.43333	3.61051	8.41938	37.49400	7.30473	0.00000
9.17313	9.02897	7.57748	9.17586	8.35839	7.87524	1074.40218	0.06084	-78.19444	40.96473	8.93491	43.32182	38.91817	15.12701	5.85715	35.34374	6.09124	0.00000
6.83827	6.61105	6.65839	8.59772	8.00640	7.87582	1178.59090	0.09771	3.87723	31.31748	9.63009	74.57936	43.61092	6.08602	7.90234	62.86928	9.52137	1.00000
5.20469	6.11018	9.29099	12.82899	7.21815	5.48759	1126.86822	2.36103	77.5609	78.70691	8.46373	50.16931	11.00599	22.22966	11.44568	53.54956	9.10374	1.00000
4.79537	10.50494	6.85618	6.71441	7.46381	8.03062	1090.62911	0.10361	71.67164	52.72198	7.89594	31.17653	30.29184	3.60859	7.28496	52.36481	8.05739	1.00000
6.82424	5.63312	8.05542	6.62245	6.82796	7.25116	1149.00856	0.10792	24.75	71.22660	10.72140	51.29705	55.25	17.99845	7.92132	48.58282	9.57762	1.00000
7.04134	5.32978	9.73391	7.17689	6.58313	7.32562	1100.72275	1.10460	-73.75335	39.46879	7.61848	48.35742	45.4473	6.56751	10.68694	40.85057	8.21617	0.00000
8.64577	7.77880	8.55383	5.79936	9.07838	6.96349	1180.18034	0.59661	72.93924	51.88300	10.53657	72.50586	18.87813	8.48207	9.98110	49.14545	9.48533	1.00000
4.04305	6.77624	8.26420	8.56935	7.06953	7.74522	1063.56454	0.34360	69.49015	38.25228	6.16316	42.06519	56.11281	12.38101	9.39443	48.11180	6.71469	0.00000
5.70879	10.71887	8.02138	5.80046	7.30270	8.03183	1183.96283	0.27908	40.74357	58.95583	7.19540	33.79828	37.31309	11.62630	9.15019	42.96749	8.77927	1.00000
4.49991	3.98209	8.25534	10.31985	6.31087	7.40718	1127.10911	0.12869	139.6853	42.85818	7.28146	57.19335	35.815	28.02212	8.21875	39.26974	5.22736	0.00000
7.17404	8.71256	8.08181	7.83806	5.38230	8.17339	1057.69503	0.02867	14.39024	50.19433	8.35718	30.99037	42.22718	29.08583	5.94352	34.52179	9.11496	0.00000
5.55620	6.12204	7.76389	7.99807	7.43410	8.17427	1093.67630	0.16692	122.74754	67.17418	8.49902	44.76541	40.85158	10.43569	8.67242	43.67557	8.43766	1.00000
7.55864	9.14964	6.71843	5.24295		6.15044	1149.36230	1.10041	84.13864	64.99983	8.61689	65.23398	22.88783	13.09125	10.67504	56.03455	9.22298	1.00000
7.92605	8.63495	7.27991	9.94603	8.40237	4.39597	1159.72467	0.04543	46.04833	53.69092	8.83677	34.29389	51.40944	12.90053	5.07607	58.96366	7.07584	0.00000
4.56717	10.31914	7.43304	7.26531	7.36723	7.08660	1155.97390	0.08322	-48.67028	64.16354	8.99741	45.98060	-28.24	14.87981	7.53521	51.76527	11.21696	0.00000
7.48074	6.21820	6.40724	9.68771	7.90613	6.19277	1078.69546	0.06626	-97.03285	42.55141	6.25952	49.78924	47.92526	30.22209	7.05205	37.17182	5.77611	0.00000
7.82812	6.70375	8.48561	5.73648	8.41169	6.01062	1077.54090	0.06107	46.10925		10.29473	41.86721	43.35071	13.85877	6.18498	49.92797	10.25139	1.00000
9.72320	6.55615	6.85140	10.75985	6.94613	6.77658	1102.16991	0.03126	33.2525	50.60351	7.12754	16.95485	57.97472	29.20397	4.03458	41.75806	8.39887	0.00000
10.79183	5.24269	7.28070	9.28194	7.30692	6.16326	1181.27452	0.13520	-0.33525	62.68788	7.14753	65.77662	53.7446	10.85939	8.17970	27.16899	6.35435	0.00000
4.66493	10.93631	6.95718	3.48411	7.78072	6.98893	1071.46608	0.03226	8.86704	43.59168	5.44367	42.84335	50.23805	9.80753	5.04412	54.51703	7.98793	1.00000
8.23903	9.80080	7.94938	7.35965	8.74629	8.24419	1064.79425	0.11560	6.61944	77.08839	7.70794	42.25865	52.57583	5.03007	7.81230	50.36601	8.17696	1.00000
5.12685	4.93873	6.38353	7.30274	6.77322	7.09239	1127.31567	0.38237	-7.32097	38.83019	10.30838	71.79119	41.1053	27.83384	9.57082	32.60295	10.14021	1.00000
	6.88552	7.24025	10.30068	8.51012	6.50302	1115.01638	0.45565	-3.05	73.36244	7.33255	53.01957	53.81667	28.08293	9.74238	53.48784	7.98299	1.00000
5.09343	6.47673	8.02140	8.97567	7.45571	7.82558	1065.97727	0.11968	25.34244	46.28010	6.97854	37.03799	50.75932	-3.08254	8.40226	55.26729	5.13485	0.00000
6.52746	7.50005	7.00996	4.55472	6.10325	6.74119	1190.29152	0.08672	-0.74934	64.35039	7.43758	54.23879	51.62907	22.64367	7.70266	47.79803	7.74423	1.00000
4.52437	8.21903	7.88758	7.12140	8.06182	7.94173	1050.17869	0.02649	104.1451	52.22358	9.30593	42.65700	15.79408	22.86940	6.93890	52.63003	7.69476	1.00000
5.61241	9.66758	7.29814	6.47824	8.62947	6.00852	1057.91968	3.19420	-71.19901	53.68329	5.31168	49.77331	-30.60106	25.13199	11.75199	45.50459	6.93846	0.00000
7.34075	7.98118	7.90555	7.00101	8.03389	8.36082	1130.56891	0.10171	22.53083	35.93961	9.58162	59.65378	44.22639	5.85023	7.78463	50.09678	9.35675	1.00000
8.29325	10.97240	6.75216	7.95034	9.36673	7.08980	1082.65736	1.37753	19.61222	82.76629	4.65933	35.43980	44.97639	13.42763	10.88402	37.56831	5.27690	0.00000
6.35804	9.33039	7.80118	8.89230	7.94725	7.64267	1173.58797	0.31857	126.28333	45.25902	6.58326	46.51014	45.35	16.42736	9.35884	38.42825	3.38862	0.00000
7.55888	7.66422	9.08202	9.49397	6.74579	5.65362	1118.19083	0.05165	88.58	43.68126	8.51992	43.35716	23.18	13.43419	4.99937	58.37068	8.55914	0.00000
3.26806	5.53691	7.86471	8.12815	7.19119	8.19614	1111.57068	0.97077	110.8405	58.22525	9.99104	50.78199	-6.8048	17.94116	10.54665	31.32907	9.95754	1.00000
5.05904	7.65202	5.64042		8.25623	6.98845	1136.53233	0.62828	26.01649	68.05113	10.62911	43.72315	44.43579	8.19157	10.03331	31.68264	8.29772	1.00000
5.40056	5.02448	8.39814	7.40182	6.58809	7.78498	1196.44641	0.27711	-3.05814	63.36493	9.66901	45.87334	53.00974	24.30453	9.13744	45.46956	8.83659	1.00000
8.02850	8.99583	8.69580	4.28538	6.99714	9.00473	1055.80859	0.20162	116.10146	41.90772	7.29157	43.61793	5.90702	8.72864	8.82914	34.01709	9.21441	1.00000
4.53243	8.54980	8.78345	5.84657	8.11358	7.84371	1157.29342	3.73319	12.6723	50.23348	9.54473	49.24401	41.72063	6.62411	11.90259	44.55613	10.36797	1.00000
4.16528	9.40078	6.91333	7.29118	9.86737	7.01762	1116.03018	0.08047	21.32778	31.03188	8.59878	58.44518	42	12.83898	7.64819	51.69084	8.76113	1.00000
5.98546	10.82678	7.48381	5.27222	7.38812	7.45356	1109.41226	0.06551	26.01649	61.90098	8.10015	48.98819	44.43579	10.11691	5.71134	36.28539	7.18681	1.00000
4.90335	9.43934	7.71344	7.26875	6.68076	6.54968	1104.73208	0.08692	122.20488	50.94817	10.25494	15.68642	29.98869	3.68992	6.86845	73.71296	7.11499	0.00000
	7.88945	8.35321	9.27406	6.88859	7.66599	1127.77673	0.12060	71.52847	67.18439	10.54571	59.79207	32.57756	13.22756	8.10727	43.40111	7.61029	1.00000
7.08743	7.21550	7.38019	7.25329	7.30253	7.68897	1153.01741	0.04223	48.26258	47.22206	8.96679	30.86737	33.86419	14.12789	4.41200	54.35611	5.58031	0.00000
3.55554	8.90970	6.83333	9.70790	7.54066	6.28454	1078.60607	0.05869	-0.74934	52.15214	9.36656	29.65486	51.62907	8.00397	6.79565	41.12449	9.64016	0.00000
2.32152	10.43499	6.68565	6.89272	8.70813	6.63329	1191.51138	0.13312	-1.86343	49.79777	9.25656	62.35034	38.10558	28.14670	8.15758	29.33772	9.02931	1.00000
5.35448	8.65000	7.96280	8.64097	8.72009	7.86584	1096.05385	0.09557	-83.2321	54.06984	9.99596	61.06562	33.08014	20.34726	8.04482	47.90954	9.69652	1.00000
5.00525	7.02891	6.79008	7.68330	7.72537	8.95437	1186.72747	0.95966	-79.00453	54.40368	6.73434	55.36843	-2.90055	20.12598	10.52742	41.48144	6.87648	0.00000
9.42599	4.09429	6.34853	8.08238	7.29567	8.40303	1103.16377	1.55521	-89.71472	50.08733	7.76839	41.68678	13.73417	21.61010	11.02019	46.33326	8.60369	0.00000
8.04533	5.69533	8.81204	6.93634	9.02540	7.12663	1185.59025	0.09419	13.32127	58.55039	9.62818	56.81563	52.59319	2.54349	7.57221	75.33480	8.86968	1.00000
6.43195	6.26000	8.01946	9.17100	6.22483	8.27634	1157.76419	0.08927	-73.9614	52.71544	4.65423	26.43694	10.15031	12.42815	7.76617	42.22172	6.81952	0.00000
7.36220	6.69764	9.46479	7.51258	7.44413	7.92877	1057.34067	0.06750	16.91667	65.95723	10.67421	31.79299	-21.98333	23.38344	6.84782	49.15660	10.79714	1.00000
7.57266	7.03111	6.67696	5.79213	6.17511	7.43303	1097.78989	0.06889	68.11759	55.86861	9.08179	59.38626	26.9423	24.35205	7.08700	52.61298	9.13975	1.00000
8.75447	8.84795	6.92721	4.13070	7.55402	6.74638	1116.21147	0.65047	43.2379	54.65254	10.11661	46.12947	50.06	20.18257	10.08187	41.78179	11.36233	1.00000
6.36223	6.08128	6.06376	9.55115	9.12769	8.90811	1064.65684	0.11073	68.49143	62.68402	9.52904	40.26735	25.80565	0.30951	7.99071	33.02198	8.58087	1.00000
4.23853	4.87195	5.73132	10.02763	7.97376	7.95265	1131.77669	0.06932	-111.90466	39.67510	5.86995	68.43845	40.34912	25.25229	7.13327	49.98798	5.67958	0.00000
4.93280	5.93305	8.74086	12.26108	7.73136	7.84884	1145.89924	2.96519	79.82979	62.57308	9.48385	56.97256	11.93381	14.22316	11.66796	55.67421	10.15556	0.00000
6.35194	8.94420	9.39684	9.17620	7.16113	7.18614	1141.78826	0.17983	30.2049	53.26032	3.68151	57.05151	55.1904	18.15292	8.70757	40.93959	5.17031	0.00000
7.78872	7.39539	7.95662	10.21035	8.08115	7.86555	1141.73993	0.09817	120.74792	76.29148	8.43616	57.51013	41.09822	5.41565	7.75711	18.82912	8.75785	1.00000
3.35330	6.03837	9.50922	8.47357	7.57272	6.87402	1150.86103	0.28482	-116.21677	31.43986	7.04515	75.31184	33.7207	21.90179	9.24481	46.91970	6.34036	0.00000
3.82668	4.83023	8.11075	11.61525	6.47233	8.72369	1102.83873	2.65356	137.36215	68.39528	7.38974	49.90315	36.75965	28.56891	11.56669	76.14067	6.32711	1.00000
3.38316	5.98144	6.53781	7.55453	9.07894	7.99579	1153.20936	0.44848	-97.50417	44.09768	6.48291	51.15929	25.87972	6.42968	9.72224	31.20988	7.64474	0.00000
3.53140	9.71450	8.71474	7.78644	6.69589	7.29799	1106.89592	0.06695	-73.89875	41.60484	9.89786	40.24085	40.93121	19.64635	7.31507	49.76283	8.55156	1.00000
