longitude	QoS	revision	latitude	station	location
123.17306	excellent	2021/09/24	41.27194	Liaoyang	Asia/Shanghai
114.33333	average	08/16/2016, 00:00:00	-8.43333	Muncar	Asia/Jakarta
76.03889	average	2021/11/26	18.18158	Osmanabad	Asia/Kolkata
24.99798	maintenance	20 May 2018	-8.73508	Kamina	Africa/Lubumbashi
17.4674	excellent	05 Apr 2017	50.86079	Brzeg	Europe/Warsaw
-76.88442	average	12/09/2018, 00:00:00	40.2737	Harrisburg	America/New_York
33	building	07 Sep 2022	-2.68333	Usagara	Africa/Dar_es_Salaam
16.86194	excellent	09/22/2016, 00:00:00	54.58048	Ustka	Europe/Warsaw
-74.95472	average	2018/07/07	10.98778	Puerto Colombia	America/Bogota
-97.92977	excellent	2013-02-02	38.06084	Hutchinson	America/Chicago
104.1451	accep	2013-05-06	15.79408	Yasothon	Asia/Bangkok
68.21204	excellent	2016-09-06	27.55898	Larkana	Asia/Karachi
76.92421	excellent	2022/01/15	60.97944	Izluchinsk	Asia/Yekaterinburg
