PRES	warning	PM10	C2H3NO5	TEMP	NH3	SO2	CO	longitude	CFCs	PM2.5	latitude	NOx	CH4	O3	PAHs	Pb	H2CO
1081.68539	1.00000	5.40087	2.21578	13.11140	10.02190	7.03539	6.09436	-0.33525	53.41939	6.05068	53.7446	8.18841	11.05878	6.51591	8.95376	50.26641	54.82311
1170.63461	1.00000	8.11332	4.69415	22.31310	8.17364	8.25967	8.73580	-1.99421	41.67470	9.75697	51.35084	1.62414	6.55840	8.82684	5.18827	66.24958	25.79374
1117.54650	1.00000	6.96062	2.84731	21.43453	8.08413	6.89473	5.32267	-38.79084	54.59321	6.65152	-10.95817	5.50163	9.87697	6.13469	8.73750	37.83319	59.44925
1091.48990	0.00000	7.43640	3.35220	7.69062	10.38588	6.89435	6.39120	37.00438	48.97568	6.97760	-7.60361	8.00290	10.18037	6.77303	5.07392	54.70507	42.19999
1176.05143	1.00000	8.35340	4.56309	14.39324	6.52866	7.92293	5.43852	34.34691	63.10536	5.73597	61.78491	8.58793	7.94313	8.32159	9.91614	44.55894	29.44553
1166.37091	0.00000	6.85027	1.07232	6.55681	9.96918	8.27710	8.50530	71.57118	42.41988	7.77864	32.87533	8.81588	9.09613	8.28617	8.02742	42.26283	51.54670
1161.11294	0.00000	8.36800	6.09878	25.79117	5.22425	8.35351	6.27968	-94.74049	61.21169	5.60626	32.5007	4.71324	10.65727	8.25436	7.44995	41.03623	36.10122
1067.23169	1.00000	7.41089	3.13935	6.30034	6.82197	9.70498	8.04777	-80.31727	54.98101	12.70793	25.67927	4.15895	10.20101	6.97142	8.25839	59.03559	53.21323
1159.40406	0.00000	8.34927	5.43427	7.95651	7.65359	10.09755	4.21405	111.4834	59.25812	5.47382	65.93381	10.41201	6.73643	7.99705	8.58051	43.02122	44.48210
1169.93620	0.00000	6.69530	1.20806	10.21347	8.41990	6.81251	4.33842	101.44167	45.56199	7.97395	0.51667	11.42574	6.76441	8.69280	9.04004	47.90176	54.98094
1116.74708	0.00000	6.97054		1.55338	4.49816	6.35121	6.05268	81.54855	60.43801	5.75337	26.2649	5.23649	9.97630	7.87866	9.12780	61.35942	54.43731
1078.85956	0.00000	8.01503	4.05277	18.67086	4.70255	5.66707	4.77150	113.82465	81.75502	6.08226	23.29549	6.82332	11.59998	6.94390	6.81144	47.76590	27.11463
1066.84158	0.00000	7.46142	3.45815	4.72271	12.82648	7.27915	3.77992	-73.58248	63.06050	10.31304	45.40008	11.26080	9.87534	4.85490	7.76781	51.24330	60.17742
1196.39448	1.00000	8.78033	7.79769	10.16575	7.64142	6.60073	8.14547	-48.59278	55.27215	7.82489	-23.7975	5.94069	7.15357	6.16187	8.12692	35.72739	51.77713
1059.35388	1.00000	7.45922	2.90703	19.60663	9.32658	7.15900	5.27311	120.5875	42.68810	7.29033	16.455	9.04918	11.11566	7.75718	8.91307	46.99472	83.06658
1114.21077	0.00000	6.97137	2.33858	1.40165	7.31561	6.58132	5.16136	144.09638	82.41084	4.33793	43.82634	7.96593	8.50447	6.57148	4.66266	28.47692	56.14467
1152.99125	0.00000	7.92207	4.28891	39.97955	8.54280	10.36852	6.41611	77.5609	64.38784	5.49710	11.00599	4.76626	8.20881	7.87522	10.18873	36.78327	35.92165
1092.69992	0.00000	7.28992	2.60712	-4.68343	5.07177	8.15969	4.97740	152.70493	65.20120	6.97310	-25.54073	7.17630	7.47186	7.39762	10.02968	46.56189	35.96182
1147.11102	1.00000	7.49268	2.48675	12.83980	4.11425	7.71789	7.20076	-52.2	68.05391	8.09221	-28.44917	7.60828	10.08520	8.53519	9.95065	74.82463	37.07749
1125.44845	1.00000	6.77871	2.49047	10.75597	6.12827	8.88023	5.42281	-93.11308	61.90613	8.37603	16.75973	6.86243	9.75450	9.97813	9.14014	43.40927	29.16985
1195.81313	1.00000	7.63307	3.30321	22.24569	6.57927	7.69371	5.49655	37.49338	83.48250	12.60143	55.62047	3.86080	11.53472	7.60961	8.27042	40.51021	28.89776
1167.48485	0.00000	7.61900	2.99201	16.72422	10.61655	6.13538	8.83328	17.8031	61.65153	6.58682	48.43174	8.11610	9.97259	8.40067	6.61337	54.01861	31.50961
1074.04043	0.00000	7.53919	3.64514	18.37590		7.65490	6.11843	17.80774	48.22689	6.56301	40.55851	5.12912	8.33076	6.06389	9.37328	30.02908	72.55075
1100.92217	0.00000	7.25918	2.41798	14.22153	9.69933	5.98474	8.54738	-104.22884	60.75655	6.08718	32.42067	7.96175	10.35167	6.77902	6.01949	65.47818	51.36670
1053.69174	1.00000	7.83213	3.35370	14.29025	4.14203	7.77090	7.77879	28.19028	59.52244	8.76157	59.37722	5.93204	8.46632	8.16722	8.09659	35.07418	24.41971
1183.66598	1.00000	7.11202	2.53832	27.59632	2.00712	8.75058	8.82270	77.24779	68.04047	7.13298	10.58806	6.61698	8.59005	8.30549	7.89017	55.88087	50.05234
1088.67906	0.00000	7.26173	2.11584	16.11472	8.74538	7.38485	7.60011	-76.72803	72.67937	3.53972	39.32288	6.13633	8.76466	8.92275	4.42359	23.75375	54.84108
1094.49254	1.00000	7.25111	2.97026	20.93796	5.73539	7.38914	6.77062	27.46153	76.44793	8.25820	-21.44236	4.57423	6.87730	6.70754	6.49637	39.08434	42.74567
1098.58838	1.00000	5.39487	1.51254	5.66435	5.69518	7.16254	5.05750	-48.59278	59.11799	12.82303	-23.7975	5.70954	7.16928	9.09025	6.61860	24.02425	69.98361
1057.97868	1.00000	8.02625	4.25236	21.19348	8.10958	9.81483	5.12047	-91.73625	58.52266	8.61840	35.25064	6.59389	10.53898	6.33791	9.07692	44.52702	44.20584
1164.59988	0.00000	8.66975	6.63335	30.87364	5.86905	5.80164	4.71870	5.06258	47.14909	6.90891	7.50251	6.54669	10.09674	8.82884	7.20705	57.22887	43.35491
1087.45280	1.00000	8.68995	6.52677	15.97140	6.25542	8.26878	4.27363	122.22833	67.34496	6.25737	40.66482	10.40512	11.31130	6.78842	11.94800	49.24734	43.74465
1124.89239	0.00000	9.11880	10.13551	5.41425	4.71802	7.46182	5.62628	10.5511	57.47109	5.34137	52.47774	8.03930	10.57161	7.36148	8.16819	58.41242	60.39391
1199.85942	0.00000	6.76795	1.94224	14.22026	8.95329	7.56794	6.02694	71.57118	37.72356	4.39722	32.87533	7.44091	9.38655	7.88633	4.25781	30.60661	65.14767
1106.26362	0.00000	9.08753	9.09910	13.58720	5.49731	7.02898	6.63387	18.84	73.94315	5.74814	42.28639	5.19197	8.82280	7.41491	9.99777	38.69313	47.53101
1198.79709	0.00000	8.09194	4.82437	18.82791	7.50174	9.39786	6.42096	140.11667	64.89844	5.94292	37.56667	7.61934	8.22212	7.73359	5.75412	39.79980	46.50874
1050.01657	1.00000	7.76842	3.69911	-3.83035	6.11502	7.93986	6.74126	68.11759	75.01135	11.04221	26.9423	3.65894	9.16539	7.54122	6.83579	42.99899	60.27840
1134.73752	0.00000	7.64950	3.25242	7.70367	8.64878	6.40352	8.73841	34.33825	83.02028	6.00295	53.59782	8.44613	8.20281	7.74908	7.65438	52.67505	33.54033
1145.19669	1.00000	7.01547	1.74205	21.25749	3.94794	7.35160	6.67450	14.51472	63.09056	6.82080	35.89972	7.86019	7.15181	6.71266	8.24487	44.58540	57.75307
1061.54484	0.00000	8.20444	4.26085	10.85593	5.36302	7.52273	2.64886	5.37429	57.12224	5.43361	51.03427	8.77956	5.43875	7.10072	6.37429	72.09235	40.97766
1119.76902	1.00000	8.57811	6.77765	20.49277	5.37948	6.72302	8.05977	37.99117	59.57114	10.28240	44.92934	3.39940	9.04791	7.26417	7.34911	40.39363	44.87046
1117.77061	1.00000	8.21841	5.01261	12.97078	7.18307	7.65437	3.64848	115.70111	70.77425	9.26797	37.73222	5.92653	11.94188	8.55098	9.67511	25.76578	36.15982
1187.77403	0.00000	6.50992	1.87217	-1.31751	3.61969	7.91918	6.95092	-3.67029	64.79833	7.07431	37.13548	6.26208	8.29305	8.72314	12.62053	23.79797	51.29535
1117.43080	1.00000	9.23513	11.16719	19.88881	7.51768	8.16638	8.75351	76.12647	53.14650	5.80392	32.55531	7.28170	8.32883	8.73707	9.59662	88.39804	64.21485
1182.70955	1.00000	6.44742	1.09103	0.75766	5.59329	8.23794	3.67400	-95.30106	58.28854	11.70918	32.35126	5.98824	9.80479	7.84144	7.38801	40.53077	58.46583
1071.55768	1.00000	6.59509	1.36835	-5.92400	6.53820	6.44129	9.27282	120.97844	64.48326	7.42265	14.8361	3.82928	7.65073	6.71980	6.71985	68.71111	44.67697
1055.94906	1.00000	8.75355	7.21366	13.09745	5.77303	7.95514	7.14037	-70.6996	62.25429	7.03381	-33.59217	5.52245	8.23291	9.26385	7.66398	56.42839	41.66974
1077.20499	1.00000	7.32722	2.89376	16.42949	9.56781	5.21372	7.25739	-97.50417	82.58403	6.14415	25.87972	5.95709	7.54137	5.06358	6.92422	45.32260	46.94729
1162.82770	0.00000	7.01607	1.80690	31.73490	7.68692	7.90997	7.28923	83.36889	56.19612	4.83420	26.76628	8.71210	7.85949	6.10128	6.82749	36.88411	53.58445
1121.85130	1.00000	8.01194	3.92773	13.86009	8.14614	6.25950		33.34864	62.16999	5.45574	46.75451	9.27650	8.13484	8.66163	10.79334	69.55931	66.50870
1113.35916	0.00000	8.24552	4.82930	12.20834	10.08129	7.74689	7.24010	30.4347	70.28800	6.03388	-1.9487	8.24625	9.78268	8.11212	5.75505	55.68767	76.30171
1153.74532	0.00000	9.32777	12.28040	15.51438	5.55462		6.91841	128.9889	57.54927	5.99428	37.1759	5.14334	10.95079	8.06526	8.31635	46.96950	66.28562
1186.98891	0.00000	8.25655	4.52896	16.58249	8.99903	5.55230	8.67302	-121.75689	57.88270	5.51207	36.91023	6.61970	9.82802	7.66263	5.06862	50.49927	50.09610
1061.60338	0.00000	7.53281	3.93497	19.85684	7.00527	7.76779	5.49662	104.09701	58.67845	4.07374	-1.26424	7.71690	8.31538	6.62730	7.55701	45.80103	52.93081
1088.39051	1.00000	7.61650	3.08607	16.01354	6.42801	7.03817	6.35791	2.95924	58.04998	6.25212	36.76775	6.26401	10.50523	7.85655	10.39149	46.27855	46.00236
1085.34922	1.00000	8.42497	4.65821	31.40207	5.10222	6.91734	6.86968	2.44892	55.59785	7.85881	48.98693	6.41538	7.93528	7.92505	7.60282	35.98321	
1123.30102	1.00000	7.35692	3.66185	7.94748	8.61205	8.49268	7.33808	-47.1725	48.68914	7.10780	-22.57306	7.42939	8.70001	6.75248	10.79573	55.30494	20.54575
1090.75436	1.00000	6.47492	2.35227	15.64776	6.62518	7.06294	6.89334	78.55757	58.82047	7.49215	17.34769	3.81257	9.73655	6.72283	6.69360	37.59049	33.48283
1154.36930	1.00000	8.26506	5.67056	16.95450	7.73766	8.78634	7.25555	126.835	63.36163	6.69627	37.65639	6.23015	8.58532	8.00087	11.11485	42.34317	44.36504
1198.87056	1.00000	7.75194	3.70292	17.01491	11.17342	7.26976	7.02651	19.21437	65.00658	5.13415	44.75874	5.21453	9.02361	7.11391	5.53574	30.05479	57.04087
1163.53514	1.00000	8.29665	5.56006	-4.22047	9.39738	8.57800	6.19124	41.00817	61.70281	6.51403	38.13708	7.16525	8.53015	6.55262	9.28695	56.16981	36.41159
1126.68765	1.00000	7.50604	3.36596	11.50957	8.77181	7.69554	5.69531	-74.28459	71.10056	5.55633	40.5576	3.78451	6.86774	8.54161	5.77704	81.99382	34.51190
1084.08405	0.00000	8.02351	4.70126	8.74483	6.93995	8.27337	7.35455	122.05228	43.42793	6.46330	37.19723	4.29773	8.92293	8.41683	9.96615	76.50255	28.55063
1090.37674	1.00000	7.71698	3.57092	23.90872	6.91163	6.13331	5.61402	77.70636	56.05510	8.18894	28.98002	6.04913	8.82932	7.12219	8.06084	30.56470	23.96879
1112.62605	0.00000	8.59898	6.35160	8.56214	11.28164	6.70193	8.19467	-104.83192	52.60975	6.93745	39.72943	8.44021	9.87712	6.31901	6.80917	35.15584	61.36867
1051.88963	1.00000	7.18724	2.00658	19.61271	9.86743	8.00943	3.35020	29.26639	70.72040	7.44099	37.58105	8.63170	9.80301	6.80923	7.81941	46.35963	65.35586
1124.68001	0.00000	7.80650	3.71831	-4.04837	12.13254	6.85923	6.15284	-52.35558	32.14254	6.40815	-14.66463	8.54533	7.52554	9.29812	7.45590	47.79637	59.38148
1198.07866	0.00000	6.36635	1.64087	18.87475	5.07995	7.52047	5.25195	1.00288	63.50894	5.98381	49.28669	6.12133	9.34781	7.90979	7.90682	48.08067	63.03733
1193.35417	1.00000	6.73381	1.80875	30.14950	8.53952	6.81388	6.66867	120.4861	64.67031	5.07018	16.0438	8.43227	6.76327	8.38541	9.69162	52.18879	45.69748
1197.55874	1.00000	7.09921	2.72560	19.13434	9.77250	7.96612	3.01123	151.07986	56.11443	6.03222	-33.88096	6.33842	9.33499	7.16529	8.44771	44.95825	57.28078
1113.91907	0.00000	6.12442	1.32273	6.91013	7.04463	6.48046	7.69149	71.30633	66.83859	8.11208	21.34222	4.56100	10.75750	7.67928	8.98693	45.38551	11.47290
1126.25523	0.00000	6.40510	2.19018	17.39921	6.49937	7.02543	6.85822	-60.1831	53.69774	6.81827	46.1351	6.50100	9.62918	6.92595	7.68789	46.16542	56.93278
1074.65992	1.00000	7.98691	4.19251	17.32837	9.59011	8.01105	9.66074	8.2926	72.74958	5.78230	9.58126	8.16860	11.16024	7.18445	10.58726	42.62631	25.26085
1191.51175	1.00000	9.00128	8.62687	15.02220	8.78897	5.69512	5.12569	15.16554	53.63626	6.81022	-4.5833	6.90884	9.42692	10.08497	8.50691	26.19030	68.71587
1070.46737	0.00000	7.79907	3.25806	6.30737	3.80010	7.52391	6.35867	124.3697	74.88907	5.79538	9.6531	4.03059	12.80645	7.05002	6.56057	49.41836	70.78461
1185.82521	0.00000	7.38888	2.80242	36.99530	9.89275	7.60965	5.34553	29.47306	61.00471	8.02319	0.49113	8.65164	8.33238	6.75957	6.95904	100.00000	64.01926
1181.43329	1.00000	9.36526	12.64158	13.30701	6.85081	5.64844	7.88645	79.87116	59.19732	5.85875	6.84019	5.52204	7.65202	7.47974	11.13573	49.97218	69.02417
1159.27717	1.00000	7.11714	2.31478	32.77234	6.59137	7.24221	5.09083	-71.23106	55.98712	7.12029	-32.45242	6.79235	9.00797	6.44397	12.24248	49.51578	62.17939
1103.57713	1.00000	7.16247	1.55018	35.68099	8.01395	8.15449	4.45491	-80.31727	54.50054	7.19509	25.67927	7.69064	9.47370	7.89046	10.87115	35.42149	54.40328
1050.12121	1.00000	8.63879	6.87980	24.09865	5.29249	5.95217	5.91341	35.90057	50.68575	12.32128	56.85836	2.57830	10.06335	6.83928	5.94137	63.40051	40.45497
1167.02465	1.00000	8.10094	6.31250	23.63054	8.50215	9.73681	5.73617	71.57118	79.67302	7.22747	32.87533	6.29900	7.64405	7.62778	5.73413	67.99178	69.80445
1068.84820	1.00000	7.93186	4.47765	11.83874	8.19659	6.18093	5.62645	38.01667	59.92644	8.43824	-5.41667	5.28659	12.15938	6.75288	10.96280	45.11296	16.05513
1081.04989		8.02436	3.01103	22.79171	8.25107	6.56719	4.59941	-0.59543	54.39076	7.04218	44.80477	5.98520	6.51454	5.66601	6.85210	62.63623	63.03827
1061.98530	1.00000	7.61071	2.03414	3.17664	9.90433	8.01406	5.29968	9.5926	48.49549	9.18078	52.86147	6.02009	8.85960	7.40000	10.77871	32.95410	52.87180
1173.13262	1.00000	6.43021	1.87507	-7.56663	7.57705	6.06865	3.91076	-81.56929	45.83143	10.33824	41.55838	6.19598	7.63465	5.67509	8.63902	58.62788	86.61008
1180.42420	1.00000	8.80550	7.38606	0.44900	10.13831	7.45126	7.50276	-2.77259	52.99202	5.99930	37.49073	8.40583	11.28237	8.10221	10.30212	42.67150	34.63546
1064.32853	0.00000	9.70828	16.99192	15.34196	6.78107	8.80285	6.38624	-75.11028	57.48199	5.72938	-15.21194	5.79585	8.28367	7.84351	8.24942	33.92950	23.11405
1106.09505	0.00000	8.59757	5.83968	13.59089	8.20483	6.85449	4.16201	78.15794	60.92363	6.07372	12.1277	9.65537	9.17939	6.21348	5.25951	68.99334	67.29885
1102.18227	1.00000	6.60395	2.10189	7.59294	6.51852	5.58105	7.63402	13.29371	60.86563	6.00141	52.53048	5.91251	8.26780	6.64406	11.12888	42.54515	63.16307
1128.51155	1.00000	7.09367	3.23735	21.96435	4.66907	6.63328	6.72182	-73.9614	57.28287	10.45406	10.15031	6.17261	10.75257	6.80708	8.91398	37.56838	39.68824
1159.12073	0.00000	7.22401	2.85723	24.92012	7.18597	6.10525	6.93393	38.07083	72.00556	6.23497	54.90083	6.91897	7.89463	7.12455	9.14035	56.61049	46.82394
1143.35949	0.00000	8.84367	7.62036	38.01806	5.58955	7.35441	7.08798	-47.1725	63.36992	7.05513	-22.57306	3.31270	11.38869	7.54897	7.81554	45.70082	29.10928
1073.93866	1.00000	8.27213	5.28857	24.76527	8.13854	7.25400	4.69949	113.82465	51.62036	6.22742	23.29549	4.58297	5.17344	5.99059	5.32204	61.37214	55.88555
1109.66629	0.00000	6.68717	1.86157	14.13949	7.12468	9.07055	4.27355	9.72749	66.91090	5.03488	48.28259	8.63840	10.05403	8.93500	3.66134	63.26436	34.13583
1146.96760	0.00000	7.63716	3.89802	35.97593	7.13733	6.59567	8.25270	114.51667	62.32669	3.90797	33.78333	7.41476	7.76770	8.08049	6.33278	12.67222	42.86789
1160.87691	0.00000	6.26978	1.67887	-3.18262	9.87298	7.26387	7.27507	74.4818	65.29185	5.54482	30.21121	9.46383	10.89522	7.75601	5.28576	52.58210	58.74143
1124.61606	0.00000	7.00712	3.18261	18.20219	5.83375	8.25060	4.56244	3.87723	68.16875	5.76264	43.61092	7.85852	8.77692	6.41453	7.94864	67.10232	73.51011
1199.84750	1.00000	8.00311	3.55676	8.34474	4.82386	7.21125	9.25591	17.80774	66.66070	7.95420	40.55851	5.54907	8.73419	7.11725	8.67008	62.93524	
1169.54156	0.00000	9.77442	17.78712	17.79141	8.01038	8.60825	5.68648	88.18466	79.48882	5.22945	22.19303	7.55352	8.78100	9.44445	7.18917	33.71614	31.54210
1101.96576	1.00000	7.12811	2.91411	15.83158	9.14593	6.86228	8.18349	-37.93278	58.81937	6.01492	-11.48472	6.17613	8.98807	8.79159	8.46502	55.73520	50.35151
1074.60321	1.00000	7.29500	2.97665	23.88659	9.19658	7.24560	6.38530	72.54566	67.28718	5.32167	29.69221	5.45630	11.37195	7.73979	9.09575	39.18960	76.30062
1147.45625		7.74195		23.97398	6.13610	5.97708	5.98761	65.27258	58.83172	4.33336	58.04254	6.46327	11.75834	7.37686	5.71776	38.51262	72.72829
1062.81742	1.00000	8.54744	6.08132	13.45564	5.96766	7.48414	5.57064	-68.3	50.80521	9.17758	-54.8	4.37730	10.18702	7.62176	7.68603	48.94871	76.69790
1183.43832	1.00000	8.59083	5.70743	3.75420	7.32322	8.33475	6.69303	-60.1831	70.60560	11.06746	46.1351	4.46078	9.72214	6.56065	8.87021	35.36483	48.68867
1170.02220	1.00000	7.48935	2.70570	21.67769	5.98372	11.38666	6.28128	18.28333	79.29237	11.24289	59.33333	6.16106	8.53820	6.79762	8.95411	36.78198	25.24670
1128.61449	1.00000	6.08764	2.03297	21.02084	8.17488	5.30920	7.46905	34.37389	44.43781	7.73552	40.1675	4.92956	8.48227	5.87691	9.55684	44.83697	51.72835
1056.35832	0.00000	8.59515	6.21305	0.91173	7.01745	7.28339	6.10645	-87.66561	69.12385	7.33251	41.8542	9.52257	8.53176	7.30477	7.02265	44.05095	59.67773
1152.16947	0.00000	6.06545	1.12880	12.03297	7.38949	7.29021	6.84707	140.73667	73.79353	7.16200	41.77583	6.40441	8.75598	7.16095	9.32595	49.97103	65.53423
1183.44254	1.00000	8.35601	4.96465	9.03807	7.75082	6.76484	7.54887	12.87117	44.51441	6.99326	50.23271	5.33043	7.44940	7.40375	8.36334	20.52765	68.03798
1168.71730	1.00000	8.30061	5.51702	16.76601	6.51234	7.07171	6.51064	-93.12577	49.94921	8.30573	44.73941	4.89807	10.15011	7.36550	7.44843	60.94877	31.66666
1193.14029	1.00000	8.59290	6.61031	17.37992	6.95187	7.16261	7.00419	35.7	51.02018	11.00730	-7.76667	2.36424	9.71169	6.89050	8.18087	39.74535	
1142.46020	0.00000	9.43742	13.32473	16.11928	7.53378	8.75931	7.13205	107.60389	47.34553	4.60941	-7.01833	8.09171	8.98811	7.01128	5.33966	38.58998	15.60680
1175.21389	1.00000	5.47164	1.05133	21.68410	6.73150	6.56015	7.64236	128.9889	56.88064	9.58696	37.1759	4.68255	9.53308	7.20944	9.34774	64.85255	33.79798
1129.57615	0.00000	8.30156	5.51484	33.34208	4.20382	7.67278	5.92936	-77.55777	69.88555	6.51163	37.52487	5.40140	9.24255	7.22615	10.32830	44.25005	46.28570
1111.07304	0.00000	7.35929	3.15287	27.62683	5.13662	8.40553	6.77905	-71.19901	61.00663	7.74738	-30.60106	3.65138	10.48711	7.97406	9.98110	41.66371	56.35932
1185.29876	1.00000	5.84818	1.91490	30.08345	8.38519	6.36614	4.53993	74.85849	63.02982	7.17646	31.28092	7.23991	8.28387	7.72823	9.35616	51.06030	63.68322
1069.16504	0.00000	7.10955	2.27515	6.01308	3.42304	8.67087	5.46308	-103.42897	70.16595	5.94095	20.28527	5.53900		6.61934	7.47898	35.94220	52.39539
1105.06245	1.00000	6.42774	2.55195	14.32688	6.84123	8.05014	5.79837	9.29109	53.12118	7.52328	45.39402	5.78431	10.21755	8.50594	7.85811	23.53082	50.60717
1188.64496	1.00000	8.05581	4.03351	15.64676	6.08137	7.56049	5.62523	76.35484	38.30296	12.06055	10.10649	4.35121	8.69107	7.79262	8.28488	48.19108	52.02401
1070.26514	0.00000	8.74117	7.33647	16.56305	8.05291	8.39217	7.38722	-73.95097	61.66365	3.34475	40.72371	7.00593	8.97012	7.70156	4.39326	50.02701	53.06448
1192.07642	0.00000	7.38416	2.39732	21.39763	9.63397	7.37889	5.66657	-105.11221	62.42708	6.91637	39.57582	7.75687	9.38217	8.12107	5.27488	63.91092	49.54101
1089.36984	0.00000	7.72851	3.76822	11.19447	7.14862	6.50745	3.63540	-1.29243	55.01289	4.61643	53.49389	8.98060		6.96224	5.05456	33.35836	36.32703
1165.92596	1.00000	9.20765	10.41336	12.57574	8.82913	6.56130	5.66827	1.00288	55.76992	6.07699	49.28669	5.02249	7.25806	6.91275	7.31629	50.22025	38.85100
1170.08819	1.00000	6.98780	2.60822	19.61737	8.59770	7.26845	7.10289	-41.88778	49.34254	6.90471	-21.205	6.05446	7.54577	6.31302	8.77074	56.30464	36.26920
1183.62503	0.00000	6.23359	1.70944	11.74928	7.85933	6.92535	6.81218	84.63445	64.95920	7.16638	24.81757	5.65429	7.49088	8.61665	9.29585	42.97404	47.88173
1089.59136	1.00000	7.85613	4.04099	8.83150	7.58809	7.79394	11.34832	-52.35558	65.24394	6.07117	-14.66463	7.19657	10.64873	7.16264	12.79471	65.31447	44.32946
1182.01343	1.00000	8.58211	6.61980	-0.76597	5.98212	7.21566	4.93877	-52.2	80.57985	10.03253	-28.44917	5.77699	9.40576	8.13584	8.69023	29.36415	61.08493
1194.29509	1.00000	6.23767	1.52870	-2.95723	9.31543	7.97459	8.09820	-8.07257	63.77569	6.27037	12.74409	4.62946	9.04469		8.90558	46.63364	41.26045
1116.93294	1.00000	7.07633	1.97635	21.55753	8.07765	6.80792	7.01276	117.7	53.50639	6.16345	35.85	4.17608	6.31966	7.02957	8.40318	55.97702	47.36707
1122.29586	1.00000	6.01736	1.25197	12.30661	5.77556	6.59730	4.71105	48.87498	52.72482	10.06475	38.45598	6.54647	9.27921	9.10176	9.60112	58.03919	55.19689
1067.32914	1.00000	6.62954	2.20608	18.55704	6.62094	7.38348	6.79824	-73.95097	59.56606	13.71201	40.72371	3.77752	9.22347	9.31802	8.20255	68.04907	32.98139
1170.62952	0.00000	6.55362	1.91519	14.30620	6.78602	6.97369	6.81953	101.18445	56.53949	5.76161	13.44581	8.84205	6.08644	9.48459	11.29256	48.04390	64.24946
1111.12607	1.00000	7.72955	4.55890	30.35514	7.56280	7.03299	4.17725	88.18466	75.34245	6.91456	22.19303	3.91490	6.21527	8.84152	6.98518	22.53372	7.19687
1104.97119	0.00000	9.55911	14.28112	25.58508	7.05499	6.37934	6.62320	16.91667	50.44179	7.17347	-21.98333	5.46897	8.73793	8.00658	9.26886	31.98436	32.69637
1163.71882	1.00000	8.66471	7.21471	20.35797	9.05943	8.23074	6.11462	139.55722	57.28895	6.56385	36	6.49050	9.82264	6.86773	7.95856	38.97149	52.18999
1198.01179	1.00000	6.80541	2.06170	14.20820	8.87368	9.27363	7.85599	-41.45861	63.30983	5.28220	-4.42472	5.89242	11.24641	8.05261	10.97565	64.60583	57.75518
1190.16262	0.00000	8.47460	6.34437	-4.22279	6.46079	7.36938	6.50436	28.88222	77.37515	4.21284	40.37528	8.02623	8.59384	7.45528	4.97825	67.29196	28.55764
1163.44725	0.00000	5.76560	2.31884	18.86165	6.85258	6.13156	6.76235	46.58333	64.93075	5.91666	-21.15	6.28941	7.22266	7.09757	10.25357	59.76044	34.67310
1098.28679	1.00000	8.49463	6.19723	21.24139	5.90214	9.46308	8.03331	120.33063	42.53952	10.66678	37.65181	4.03203	7.71226	8.35140	7.24384	45.22269	38.61630
1145.76313	1.00000	7.26971	2.79450	-5.12624	3.88526	7.12296	3.82008	-122.86705	63.44644	9.38751	45.49428	9.20384	11.75851	7.73809	11.92003	68.25213	37.47289
1086.55725	0.00000	7.94015	4.00591	31.20295	11.13294	7.27701	8.93261	-93.08883	62.39940	6.13802	45.16024	8.69497	9.86802	7.86872	7.15008	44.88882	59.28240
1151.68372	1.00000	9.24158	10.94035	15.30587	5.43836	8.85967	7.70080	120.97844	63.03008	10.07102	14.8361	5.53256	7.83737	7.70759	8.23779	54.90819	51.42780
1139.36506	0.00000	7.88775	3.78272	30.28058	9.84994	7.47147	4.69466	117.59152	56.70368	7.69471	3.31332	8.05075	9.60153	6.04625	5.09352	48.75941	58.26219
1197.94291	1.00000	7.91776	3.73435	34.11562	9.27447	8.14172	2.91665	5.03586	61.79180	9.43974	43.83125	6.98831	8.92018	7.83730	8.63950	76.83295	50.12085
1082.44754	0.00000	9.09906	9.55717	12.16876	7.68787	8.52936	6.64082	35.34722	67.46132	4.58859	-23.85972	7.85476	8.27247	7.28225	5.38866	53.73348	26.68285
1101.90854	0.00000	6.68475	2.36971	16.55854	6.22314	5.37155	6.53979	100.24529	62.18407	6.65044	5.4709	5.11893	7.11740	9.41917	10.47367	37.95458	58.76722
1139.38092	0.00000	6.37040	1.68385	11.03288	6.79826	8.22816	5.99710	-88.70464	61.59427	5.20090	34.25807	7.38261	8.92114	7.09974	8.04894	40.77245	48.99383
1068.89827	1.00000	9.32832	12.10160	-2.26816	8.44702	7.33256	6.05819	-70.92866	67.22188	12.92034	42.52787	5.11815	10.24724	8.74315	9.54894	55.96922	52.12582
1109.95806	0.00000	8.84795	8.23811	21.39717	6.35211	7.08554	5.40963	-8.2194	71.91338	5.53996	43.48961	6.51074	10.73231	7.42058	6.32324	35.41392	49.28435
1097.43975	0.00000	7.10207	2.50927	25.82729	6.52221	6.98546	6.90499	10.7	54.81957	7.11800	4.96667	5.78719	7.42280	8.93704	9.92048	58.67368	52.35930
1165.66389	0.00000	6.69013	2.27727	14.31653	7.54753	7.36367	8.09933	76.32756	60.80778	7.68923	9.57046	3.54453	9.04291	9.41723	9.71802	41.07393	92.99387
1152.49498	1.00000	8.13375	4.19474	7.81200	2.52830	7.59676	4.43690	21.32778	54.17844	13.02625	42	6.47808	11.16851	7.02980	7.73942	47.68890	39.56712
