H2CO	CH4	PM10	NOx	PRES	PM2.5	CO	O3	PAHs	latitude	C2H3NO5	Pb	warning	CFCs	TEMP	SO2	longitude	NH3
42.49627	10.02911	8.81389	11.66660	1141.60246	7.99536	8.25847	11.29696	7.95497	36.06523	0.03545	37.73769	1.00000	33.35284	33.47051	7.18582	-119.01677	7.92462
52.59330	10.38128	9.68464	9.71450	1104.12421	6.64827	7.86250	9.91046	8.86494	50.26729	0.08382	51.20177	1.00000	45.19487	21.02473	10.13373	-119.27337	9.84255
48.00086	9.32031	10.59592	11.99547	1170.72149	9.12081	7.39115	11.81696	9.44297	1.6561	0.19976	25.37490	1.00000	66.47990	10.07660	10.79334	103.6032	9.55136
32.69379	8.79671	10.03074	8.21904	1135.89996	12.01095	7.38408	10.69146	9.00293	30.29184	0.11550	57.27987	1.00000	58.64364	4.21205	10.13183	71.67164	9.80356
59.49939	9.75029	8.18002	11.08823	1112.99431	8.18569	8.26163	11.11467	8.58239	30.29184	0.02190	73.63688	1.00000	50.47416	16.92444	7.15235	71.67164	9.01035
75.26862	10.56292	9.13272	10.28539	1077.41078	12.19833	8.12884	8.98428	8.73373	8.79577	0.05064	77.22666	0.00000	48.02094	2.91293	7.32814	-75.69947	9.48612
60.55362	7.20615	10.23151	10.07908	1089.78105	9.72673	6.93110	11.24762	7.69860	-8.99167	0.14234	61.04724	1.00000	56.81205	16.38143	8.49592	125.21972	9.71472
41.68775	8.74648	12.53166	10.65733	1181.94017	12.65697	8.30903	11.88046	9.53560	41.9001	1.36726	56.15236	1.00000	56.32761	23.40197	9.20081	-71.08977	7.95111
60.56181	9.08410	7.24917	12.55964	1076.86808	9.55117	5.78807	11.51174	8.61037	0.46005	0.01374	70.97123	0.00000	52.33509	-1.92492	8.87665	34.11169	8.19899
76.44765	13.56321	10.51084	9.53922	1061.87422	9.62211	10.37265	10.69356	8.08855	28.98002	0.18686		1.00000	53.94934	11.50882	11.75759	77.70636	10.31670
51.72203	9.70521	10.33132	10.69177	1099.98836	8.03332	7.30478	11.31048	7.93106	68.79833	0.15433	62.38483	1.00000	47.44477	19.10417	8.71351	16.54165	8.40566
54.08640	6.25969	9.10913	9.38443	1156.83985	10.53065	6.60056	11.60374	7.49747	47.80527	0.05073	43.31817	0.00000	57.98113	14.04217	9.15693	-122.24064	9.71806
55.46912	10.03236	10.53062	9.81987	1099.17838	8.83215	8.01097	10.84917	11.09315	50.56149	0.19051	55.48567	0.00000	89.87380	9.49078	8.25466	4.69889	9.28085
51.46947	10.27601	11.34960	7.65084	1184.65492	8.63644	8.19907	10.33236	9.20690	41.72059	0.42343	53.60894	1.00000	69.11990	3.93731	6.94160	-87.70172	9.11644
55.90513	9.53983	12.65618	10.10936	1108.03634	10.07560	7.26825	8.86405	8.28718	53.30972	1.54915	70.99414	0.00000	47.43271	22.73390	8.89400	83.62389	9.22034
47.05679	8.39572	10.68104	11.03361	1131.97256	10.05295	7.66573	10.74487	8.29818	52.48173	0.21797	43.76749	0.00000	54.78645	-4.05785	9.14882	-2.12139	9.01671
61.64243	12.19973	11.02792	9.82273	1176.89916	10.61816	8.63166	9.67462	6.05633	23.07492	0.30796	39.46336	1.00000	52.43791	24.49683	8.60842	88.28637	8.46828
32.97289	12.08883	9.17368	9.87349	1186.74943	7.81864	6.27637	8.48681	8.32314	45.16024	0.05242	55.38827	1.00000	59.72828	15.79266	9.21002	-93.08883	9.27446
30.58316	10.85998	8.36525	6.57879	1085.95539	10.83966	7.14013	8.50533	9.21310	41.8542	0.02634	38.51909	1.00000	67.00417	28.66390	7.31082	-87.66561	9.09797
44.09408	10.06870	9.67444	5.30023	1130.35871	8.23094	7.16081	9.68483	8.11947	44.73941	0.08018	64.87886	1.00000	32.39375	24.48515	9.20848	-93.12577	9.15097
57.28943	11.69964	11.37626	9.75664	1102.57927	7.80113	5.78102	8.13607	8.67164	-10.91111	0.43432	63.85398	1.00000	32.79767	12.20876	10.14589	-37.07167	8.09938
58.78777	10.39635	12.79656	10.56117	1102.15954	9.83540	7.24894	10.36072	11.41381	21.59983	1.77633	28.45888	0.00000	77.50640	36.39822	9.32203	71.21169	8.23374
57.83290	13.69202	8.73279	8.98712	1074.45524	6.58125	6.06080	7.35377	9.23664	-21.98333	0.03660	33.46080	1.00000		-4.92611	7.40314	16.91667	8.78929
62.64388	7.49932	11.97882	8.66382	1180.14330	11.03553	7.57056	12.14331	9.36857	42.64031	0.78637	29.94679	1.00000	62.49035	10.97564	9.03155	125.51176	10.21960
28.47257	8.76977	10.34053	10.64903	1120.34468	10.83367	8.31576	9.54157	8.70628	53.19146	0.15951	43.74443	0.00000	63.41275	8.47523	6.92554	-2.52398	7.19030
60.92298	10.11038	11.01772	9.59620	1122.76617	6.89732	7.89418	10.63784	10.09276	-2.90055	0.30356	46.90912	1.00000	43.41625	-2.01305	7.75136	-79.00453	9.13365
60.75986	9.79644	10.06561	10.63743	1104.82798	8.00539	9.00219	10.31925	9.24160	41.80753	0.12123	64.83308	1.00000	42.12486	15.98456	9.62895	-87.65644	8.17666
74.47718	9.91728	11.23542	10.70960	1169.59063	10.37397	8.08419	9.47937	9.05530	45.43341	0.37678	47.93713	0.00000	40.81116	20.22345	8.49419	-73.86586	9.79278
71.15599	9.62096	12.60210	10.15632	1084.18148	8.11248	6.70843	10.17014	10.55872	49.13645	1.46754	71.43050	1.00000	65.19432	18.68456	8.44240	8.91229	8.23082
34.08187	11.55764	10.34866	8.31119	1129.99966	10.22393	8.24337	8.89319	7.49795	53.83333	0.15964	92.19066	1.00000	40.24440	17.06520	9.07974	-2.98333	8.70896
62.99501	11.04555	10.54868	7.08489	1086.07392	9.01312	6.53833	9.99375	9.01619	40.67705	0.19121	55.27896	1.00000	70.79571	9.83919	8.97167	-73.89125	9.33626
60.05193	9.91461	11.84574	9.32003	1197.15624	7.90182	8.55135	8.53804	8.33167	51.20219	0.69095	41.58336	1.00000	52.25277	10.62736	9.90910	7.36027	8.05259
79.97292	7.44069	9.03235	6.91737	1161.23980	12.73737	6.92225	11.47982	8.50413	-23.7975	0.04392	51.80698	1.00000	82.83373	7.83043	8.54582	-48.59278	7.79086
77.43603	12.58954	9.46677	6.84667	1171.93112	9.12599	6.05112	8.96123	8.89997	12.95629	0.06715	44.40521	1.00000	59.31717	2.23474	9.28530	78.27539	9.40020
49.05577	11.18224	10.09681	9.08803	1190.84428	10.08102	9.39041	9.82780	8.99263	50.20528	0.12042	58.24912	0.00000	25.36494	0.70190	10.39652	19.27498	9.69410
56.66376	10.47402	7.70862	11.51837	1150.07538	7.68673	8.43608	11.79856	8.39854	28.15112	0.01454	56.89250	1.00000	28.85693	16.44351	9.83704	-82.46148	8.49642
32.94907	7.21300	10.18772	6.91069	1097.75980	12.13230	3.95657	9.28681	8.53867	45.40008	0.13975	50.14803	1.00000	27.60717	29.08503	9.38979	-73.58248	7.98445
47.77414	10.85304	9.51368	9.78281	1127.70866	7.10532	8.24854	10.18443	9.15114	40.1675	0.07126	52.76614	1.00000	22.48115	16.95712	8.65738	34.37389	10.14501
34.73839	9.68244	10.74657	7.62603	1170.60554	10.30012	6.96566	10.13229	7.91321	50.71229	0.22877	57.61093	1.00000	30.45510	11.11391	8.89077	4.52529	7.61965
76.46549	7.04007	13.13033	10.72871	1147.03046	9.08148	8.12992	13.36984	7.76989	39.22493	2.48565	64.35599	1.00000	52.04357	5.42466	7.67053	42.85693	9.07084
46.02994	8.79382	8.24954	11.94921	1182.67210	11.55567	7.15563	11.65847	7.00370	34.08565	0.02456	52.55838	0.00000	62.65257	16.55521	8.51002	74.80555	9.93106
56.97314	8.90288	14.30340	9.64327	1059.41291	10.72809	7.14343	9.11492	9.89944	40.11583	8.01534	61.51724	0.00000	34.53399	9.81188	8.63294	67.84222	9.15983
55.70181	9.08297	11.42234	9.10012	1128.10640	6.97795	8.14307	10.58409	8.04142	43.82634	0.45058	49.20370	1.00000	51.28475	10.92608	8.53222	144.09638	9.01218
54.14620	9.89491	7.41297	11.68770	1069.62184	7.51444	9.19151	11.99403	6.13341	29.65163	0.01385	44.66482	1.00000	36.74398	19.84279	9.94259	-82.32483	8.22992
59.67376	11.36854	11.10106	10.32933	1193.73695	12.33689	6.90610	9.72226	9.67440	41.91738	0.32714	73.13780	0.00000	48.41833	32.36178	7.78459	3.1631	9.65529
52.05089	8.84249	10.29352	11.42118	1113.58620	9.15474	8.36530	11.57342	7.76331	1.6561	0.14623	52.40847	1.00000	59.25551	15.70736	7.32477	103.6032	9.71078
55.09578	10.49062	10.83217	9.33187	1079.09643	11.44890	9.47296	10.91307	10.31951	57.30185	0.25381	49.29758	1.00000	83.56764	5.54653	8.22508	39.85331	9.86331
46.93036	7.59915	9.17898	12.44119	1093.54269	10.44636	7.94704	10.34908	9.10524	34.25	0.05100	57.34635	0.00000	57.73917	15.61472	9.63688	135.31667	7.76962
52.73996	4.12452	11.35361	10.52150	1109.70855	9.07787	5.47543	12.47443	6.78783	51.30001	0.41934	70.29226	0.00000	71.12006	13.23522	9.14856	13.10984	7.16178
62.23358	11.53080	12.76345	10.23515	1075.23822	9.69405	7.48224	9.24029	7.88162	21.46527	1.71859	53.95741	1.00000	93.56982	3.41937	9.82913	83.97573	9.53805
62.23351	7.83448	11.28909	10.81089	1106.92419	8.87873	6.40202	10.65684	10.12608	-36.9256	0.39846	35.82786	1.00000	62.03597	10.19461	9.83919	-73.02841	8.76148
51.12284	10.87486	10.39210	9.84121	1174.73854	7.98868	9.26689	10.92377	9.80334	37.60876	0.16567	50.37622	0.00000	67.03741	14.02222	8.33725	-77.37331	8.66363
68.98149	10.23641	11.41995	10.34550	1192.64378	12.60445	6.77707	9.07135	9.48077	-37.88333	0.45310	62.70302	0.00000	41.78220	14.26788		145.06667	8.46576
57.06551	3.66195	10.93836	7.83439	1057.44075	8.55413	8.14549	8.94910	9.85792	51.88333	0.28139	55.10664	0.00000	27.51877	22.39997	8.42830	8.51667	7.10211
73.38002	7.93385	10.45640	11.81033	1070.93819	9.55080	7.92803	10.78847	7.95791	26.76628	0.17468	69.99931	0.00000	80.20388	18.50888	7.54610	83.36889	8.17602
43.15014	10.35640	12.78885	10.13539	1119.13791	10.89474	8.51208	8.93639	9.87368	32.5007	1.76350	63.14612	0.00000	66.01480	11.69042	9.09749	-94.74049	7.58927
40.73221	9.94641	11.11839	7.79945	1190.56484	9.60279	7.14438	11.82977	9.30441	3.7278	0.33514	47.85728	1.00000	69.27067	16.70729	10.17794	98.6738	8.23591
67.82638	3.45132	8.91218	7.99947	1146.03857	9.35897	4.53263	14.43452	11.24546	50.06	0.04284	56.48189	0.00000	51.39437	6.41373	7.72827	43.2379	7.69498
53.03561	10.59654	9.99270	11.90907	1159.44619	9.39058	5.70231	11.97389	9.66318	50.75	0.11265	62.66617	1.00000	60.23077	-2.01480	9.33866	2.25	11.29659
48.57875	11.02498	10.28211	7.15417	1198.13650	9.01813	8.15921	10.02106	9.60001	31.12406	0.14736	52.45056	1.00000	62.33749	22.52896	8.26596	-97.90308	9.71374
49.54134	8.91892	10.87007	7.34856	1192.70979	10.11855	6.68575	9.63834	7.74799	54.39635	0.26286	66.62927	1.00000	41.69743	6.21840	6.68287	24.04142	10.27457
41.57635	8.27054	11.89031	11.38514	1137.35243	10.02355	7.88568	8.86878	8.38388	41.27194	0.72091	49.98602	0.00000	40.63177	20.71525	9.08193	123.17306	7.28366
71.16796	8.50261	10.41052	11.45950	1060.94516	10.10181	10.01422	8.29648	10.48710	36.19278	0.16765	40.42145	0.00000	50.66413	-0.10731	7.83928	117.65694	8.93323
66.72152	9.04416	12.19227	10.66326	1124.75617	9.36597	6.78589	11.07708	9.37975	14.46693	0.97312	53.76802	1.00000	81.17330	4.12401	8.86972	75.92694	8.68642
49.50414	9.54424	10.63721	11.11238	1056.94228	10.03883	9.55430	8.49313	8.03290	48.07667	0.20825	42.02444	0.00000	57.58235	5.71433	7.56007	8.64409	8.48308
68.06950	10.65799	7.91848	11.36151	1069.53743	10.16762	8.09239	10.35489	10.46005	6.15038	0.01760	41.21110	0.00000	48.81803	33.80415	10.11303	6.83042	9.14748
58.02958	12.89865	8.00427	10.58203	1181.61090	8.01993	6.02627	8.89152	8.45672	30.76468	0.01808	48.79031	1.00000	30.98860	5.17206	10.20065	74.12286	9.03093
44.58372	10.37970	9.78411	7.22957	1170.75375	10.41559	6.22820	9.05339	10.38828	33.43443	0.09418	58.53565	1.00000	58.43564	3.56211	8.53110	-5.22126	8.11429
66.94618	6.22549	12.12701	11.04177	1108.93930	8.46240	7.87002	10.09964	9.39747	37.31065	0.91086	78.39311	0.00000	70.20107	14.35378	9.11314	13.57661	
40.45831	9.51297	12.89874	9.36697	1123.19998	9.50592	7.91847	9.97130	9.77555	33.95015	1.96915	32.18465	0.00000	44.10846	9.97802	9.70392	-118.03917	9.16658
52.91040	9.81599	11.16423	9.19034	1183.29775	11.54657	6.57410	10.21960	8.10602	-31.25033	0.35142	21.79265	1.00000	69.53984	22.27285	9.24293	-61.4867	10.17743
45.89252	9.61673	11.67510	9.27087	1154.42471	7.21617	8.25430	10.16990	8.53037	31.84568	0.58286	47.33734	1.00000	48.40556	17.95114	8.73013	-102.36764	8.74277
39.46967	12.50012	12.65732	10.21356	1176.43857	8.23972	9.54545	11.52670	8.18883	38.68712	1.54991	47.71422	1.00000	59.66612	14.81403	9.20806	-4.10734	8.47502
55.46478	8.56741	11.85988	9.71117	1073.14530	7.62821	8.18006	10.66058	9.67495	-1.9487	0.69895	69.25098	0.00000	37.73940	17.92581	8.16574	30.4347	9.01043
51.82541	9.28241	8.74949	5.66743	1173.13809	10.81932	7.12980	9.84736	7.37326	30.75545	0.03054	50.20589	1.00000	24.29367	7.51409	6.90127	20.22625	8.38227
47.94650	9.37208	10.52792	10.78216	1180.10408	10.45316	9.10095	8.28669	9.85211	45.43341	0.18618	57.90316	0.00000	67.22334	18.16791	8.66242	-73.86586	8.97744
61.27963	9.03566	10.44143	11.29988	1182.90649	11.17976	6.27818	9.84168	9.42441	4.88441	0.17445	45.50532	0.00000	57.61080	15.70902	10.34924	101.96857	11.68084
56.66894	11.27320	9.19502	9.42965	1140.81337	5.83475	7.66651	9.24349	11.58496	-4.5833	0.05606	63.10504	1.00000	81.22265	11.09851	7.57787	15.16554	9.86119
42.44305	9.21312	10.23075	10.18104	1195.78929	10.65480	7.40380	9.70624	7.78862	50.7236	0.14220	45.37599	0.00000	35.73132	14.58020	10.27797	-3.52751	7.11906
52.21074	10.92713	9.76115	7.01056	1110.70066	9.33280	8.60838	9.99259	9.31070	36.53333	0.09212	34.72630	1.00000	48.24888	-2.69452	10.08611	136.61667	8.24123
41.02395	10.65917	8.60244	9.76449	1055.44118	6.64427	8.94847	10.04561	7.62533	46.7055	0.03105	59.17829	1.00000	64.35913	45.39484	7.63276	38.2739	9.71355
57.03889	11.17535	10.16865	7.15370	1054.09985	9.64222	5.87537	10.04157	8.16651	11.12018	0.13035	34.75364	1.00000	62.66419	33.22801	7.04617	76.11996	8.16405
52.68020	9.99980	10.82472	9.96703	1142.34555	8.03566	7.87171	9.56392	9.23924	-15.675	0.25028	72.76928	1.00000	57.17340	13.52145	9.12325	-38.94722	9.24912
35.64900	11.48613	13.03041	10.57130	1093.82582	9.34034	8.74905	12.25481	9.48006	41.94175	2.24939	42.88823	1.00000	44.68466	3.25493	10.27585	123.50266	8.37570
46.17699	10.60540	11.15016	12.37595	1139.93017	10.22171		11.35188	7.96675	43.71032	0.34963	23.18209	0.00000	43.87478	33.51027	9.56322	-1.05366	7.21875
29.62320	9.61833	8.00480	11.56780	1079.30942	7.58078	8.92182	12.18950	8.52036	38.58894	0.02135	46.99843	1.00000	46.08410	33.58986	9.40089	-89.99038	6.93671
54.81654	10.74709	12.36208	8.32215	1070.63399	5.55047	7.23640	7.59269	8.90125	36.92574	1.15464	61.81808	1.00000	58.63266	16.92021	9.12138	14.72443	10.29797
42.51717	9.31592	12.88365	9.48574	1076.46126	12.84343	5.16986	9.53905	7.70831	26.2649	1.94380	64.63640	0.00000	39.83360	16.99327	9.63660	81.54855	8.28451
32.99093	9.01416	13.23338	10.47125	1105.57956	10.79707	6.58854	9.49521	8.13861	41.14676	2.75015	68.05181	0.00000	49.08008	11.46149	7.04804	-73.49484	9.27600
59.49801	13.45801	8.20758	7.17674	1173.23374	10.36530	8.61980	7.20363	9.48868	44.59445	0.02280	22.17407	1.00000	40.98011	21.15721	10.72464	11.04979	8.72733
66.43807	10.80168	10.98167	10.35953	1172.83686	8.55260	6.05004	10.04664	9.57771	43.16547	0.29339	66.10787	1.00000	39.63840	7.08026	8.79716	-77.70066	9.24204
45.59884	9.92492	11.01317	10.17660	1142.31482	9.29404	6.91332	11.11502	10.23951	46.09273	0.30165	62.81733	0.00000	20.44501	-3.00371	8.70126	-88.64235	11.50216
78.10219	11.31349	9.20109	7.77780	1197.76322	4.44647	8.47472	7.73262	10.08270	53.49389	0.05173	46.85442	1.00000	60.17761	18.33306	8.23898	-1.29243	7.22114
46.74559	11.48997	9.99613	10.26601	1157.33964	7.19556	6.36116	9.62922	10.41965	58.63667	0.11164	56.70224	1.00000	53.29171	25.40674	8.72698	59.80222	8.38739
48.95397	11.50739	12.49473	8.89028	1148.66181	9.84164	6.44996	11.75509	7.86477	4.73245	1.31239	55.64077	0.00000	52.54446	27.69795	8.63356	-74.26419	9.37944
11.07265	10.64952	8.74516	10.74804	1065.32870	7.44565	7.78027		9.83485	52.41667	0.03772	23.62210	1.00000	39.83561	16.53422	7.15700	0.75	9.23683
53.76619	6.02635	9.55508	10.91988	1173.09100	9.07199	8.26004	9.31754	8.39866	29.84576	0.07533	37.16676	0.00000	49.45612	13.07815	7.82891	-90.10674	8.83045
36.39168	11.53239	8.70514	6.22487	1108.39593	9.02988	8.88990	10.38788	7.78836	21.46527	0.03162	47.68226	1.00000	56.35117	28.96555	8.69655	83.97573	9.40982
37.54341	8.89004	10.29046	8.15448	1190.72844	11.53971	7.51634	12.63448	9.19406	32.54278	0.14990	57.25355	1.00000	50.24273	14.06241	7.86639	111.50861	8.74641
25.97963	7.53765	10.05238	10.18104	1121.74887	10.07541	8.75906	9.38304	10.26204	43.50891	0.11828	77.78745	0.00000	90.01764	16.55838	9.03566	16.43915	10.55544
48.31379	11.32279	10.51699	11.48023	1086.92706	8.99577	5.34182	10.25791	9.50242	41.72059	0.18680	100.00000	1.00000	53.22165	17.95359	9.89374	-87.70172	8.62340
59.04012	10.12458	9.67131	12.82927	1109.97562	9.74681	6.00014	11.97936	8.57773	8.43333	0.08175	57.17336	1.00000	49.58723	13.78603	10.22416	99.96667	8.43963
52.91013	5.02992	12.08764	11.44751	1159.35463	8.16179	6.58369	10.86855	9.57331	-27.4338	0.87594	46.47757	0.00000	50.11653	18.40761	9.11738	-65.61427	9.01630
69.14999	7.90365	8.54155	9.17265	1095.08420	9.94948	9.67203	9.19205	8.91844	43.50891	0.03461	55.50781	0.00000	35.01965	11.04576	8.59610	16.43915	10.42363
28.29433	11.21998	9.67819	10.91481	1146.35841	10.82073	10.05148	7.90788	7.76709	-1.63333	0.08371	39.46230	0.00000	39.97942	14.89003	9.76092	13.58357	8.99605
34.07879	7.64523	9.08050	12.14229	1151.14564	10.09356	7.57463	11.34918	9.96081	50.76306	0.04512	46.96063	0.00000	45.35176	-1.35399	7.84915	-1.29772	9.58298
50.03740	9.13916	11.83607	10.67190	1135.61275	9.96245	9.41907	7.88845	9.39185	15.73628	0.68239	31.47105	0.00000	64.58343	26.04634	9.56574	75.96976	7.31072
48.89962	4.99326	9.79067	8.77272	1122.66877	9.76615	9.40967	8.32839	8.97669	43.48961	0.09510	42.25761	0.00000	50.67617	25.28875	8.31178	-8.2194	9.81791
53.74665	9.24493	8.88219	11.48293	1065.35525	8.91469	7.84348	10.51403	10.41138	53.14657	0.04084	57.13657	0.00000	66.97295	11.42021	9.48078	140.72287	7.95346
83.57568	11.73117	8.48892	6.64456	1073.96720	9.69394	8.07966	9.00691	9.32436	10.61285	0.03092	62.05370	1.00000	43.38257	7.39112	10.70722	12.19458	8.54689
33.41991	10.15836	13.16610	10.92429	1170.53362	10.83581	6.20506	10.19819	9.12659	21.59983	2.57058	42.45641	0.00000	63.13698	8.61046	9.06614	71.21169	7.91835
63.74098	10.27683	7.73489	5.46930	1084.87030	10.66885		9.16193	9.37825	40.72586	0.01439	51.51424	1.00000	73.71739	28.07384	10.80444	8.55552	9.37979
66.28887	9.86133	7.02533	10.54666	1177.43025	12.80962	6.78741	12.24581	5.79091	4.88441	0.01019	39.53697	0.00000	59.85917	23.89260	9.39033	101.96857	9.69944
62.77976	9.98038	9.89820	7.20132	1084.93068	10.19224	8.48512	11.40321	8.75096	55.38752	0.10248	51.19296	1.00000	27.19264	13.96108		36.73307	8.48401
59.67998	11.08378	12.20843	8.73681	1090.97263	9.29844	8.57810	10.56573	8.49624	16.455	0.99095	50.75669	0.00000	57.94918	31.47947	10.49317	120.5875	9.30602
58.04896	11.19707	9.22870	10.92191	1159.04146	7.78525	6.60755	10.18911	9.89200	9.3337	0.05586	71.64108	1.00000	35.50678	-1.86393	9.64977	122.8637	8.68301
58.11892	11.52546	8.99531	9.51481	1065.59749	6.10769	7.24623	8.84852	10.03570	43.82634	0.04684	28.80506	1.00000	32.41317	20.88740	9.28448	144.09638	7.55084
48.61064	10.56523	10.87866	11.06469	1197.61627	8.86010	5.89822	10.72792	8.46752	26.18924	0.26671	47.55768	1.00000	57.07283	7.61448	9.32022	-98.15529	8.37582
59.87861	9.60123	10.82171	10.35827	1134.32811	8.16416	7.69817	10.66202	7.78960	20.88098	0.25028	41.13976	1.00000	50.68601	22.15702	8.70561	75.11937	8.88821
49.12543	11.35003	7.26374	11.74160	1100.41762	8.61068	6.86284	10.74204	8.12966	18.42745	0.01290	64.61916	1.00000	78.41137	11.69412	7.42761	-67.15407	7.82940
60.62190	6.58510	10.12619	8.54521	1196.24826	9.55074	7.84202	10.81011	8.65459	38.47917	0.12831	43.89436	0.00000	55.15758	12.66886	8.55423	-1.325	9.83908
71.62916	11.29498	14.24293	9.24007	1162.92291	10.51326	7.89451	9.88387	9.40663	34.25	7.54439	68.37022	0.00000	56.63590	-0.03995	8.32936	135.31667	9.50594
60.68666	10.43025	10.39379	8.84203	1192.86406	10.75927	9.14296	8.42535	9.59702	-10.90889	0.16836	52.45124	0.00000	61.60484	17.77878	9.58185	-37.03861	7.34158
49.57274	11.10389	10.24886	8.00674	1186.30083	10.26857	8.61709	9.87466	8.33069	-10.91722	0.14612	75.66942	1.00000	67.93621	20.08687	8.84817	-37.65	8.41942
28.84678	8.36972	9.19564	12.58181	1144.33116	9.56145	8.74145	13.76979	9.62242	31.96258	0.04897	62.19459	1.00000	49.74321	18.64233	10.29503	73.97117	8.93209
42.05160	9.93518	9.44655	8.14489	1075.58088	11.86082	7.76698	10.72879	8.95492	51.24197	0.06203	57.70013	1.00000	52.04697	13.07877	10.19432	4.82313	9.71451
34.77291	9.98337	13.46962	9.52417	1099.49573	8.99156	6.62262	11.23237	8.71067	23.1959	3.48371	43.22859	0.00000	66.51407	18.07196	9.09851	86.51499	9.05519
40.38261	13.83251	10.83704	9.14358	1101.02273	8.68646	9.27802	8.37396	10.11253	23.73333	0.25501	81.77881	1.00000	14.97299	9.61688	8.34047	114.68333	9.48041
48.31537	11.69507	11.16959	9.10256	1104.47581	7.22180	6.31761	7.49564	11.07828	27.85	0.35255	62.05351	1.00000	69.54612	18.49266	8.37882	112.9	8.30355
48.99355	8.52480	12.25362	10.08873	1175.08658	11.07327	5.12445	10.42005	10.13702	43.16547	1.03156	40.20332	0.00000	64.56996	2.47297	9.04664	-77.70066	10.40907
33.49658	10.29635	10.36417	7.63433	1136.47274	9.64876	8.25310	11.28093	6.01124	-0.71667	0.16206	85.67985	1.00000	40.82383	13.38752	7.80605	-48.52333	7.33521
39.52079	8.83855	10.19687	8.38491	1060.84456	10.37784	8.64388	8.95393	7.75626	23.1959	0.13557	79.17571	0.00000	58.29600	23.01112	9.68690	86.51499	8.97260
37.87571		8.77180	9.60565	1152.06860	11.34435	6.56871	10.56523	9.20821	43.50891	0.03095	60.13887	0.00000	79.70089	27.56625	9.85868	16.43915	8.39611
49.66544	12.62882	10.30850	7.52982	1118.55045	8.11470	9.89210	9.91648	7.42416	36.61954	0.14728	50.82996	1.00000	66.55232	12.93871	9.61785	4.08282	7.77208
57.68120	9.78464	9.38888	11.67932	1055.94414	9.12171	7.14975	12.25137	9.39189	-25.42944	0.06629	60.80085	1.00000	48.69513	16.41066	9.47336	-50.00639	8.43468
38.53881	9.91687	10.74785	10.40190	1185.71077	8.42911	7.07774	10.64953	9.72689	37.35813	0.23180	76.46287	1.00000	42.13111	10.12604	9.42564	-6.03731	8.32531
76.94769	10.54088	8.92909	11.92793	1116.38830	11.46179	8.48457	10.42527	8.61293	27.71809	0.04410	53.89327	0.00000	55.93800	16.48373	6.30712	-82.35176	
63.58033	8.08369	11.07947	9.24358	1059.22357	10.62060	8.91908	7.93570	9.63425	18.51957	0.32430	49.79441	0.00000	50.57075	29.46526	9.26771	73.85535	9.24133
40.68986	12.21799	11.11489	8.97493	1123.65322	11.11918	6.99296	11.12152	9.01976	40.53123	0.33357	33.72110	0.00000	85.46418	14.18783	8.37297	17.58522	8.99272
71.64659	12.85944	7.84995	10.25873	1128.85912	7.24226	7.26006	8.17458	8.75209	57.30185	0.01703	49.49463	1.00000	29.47515	24.37997	10.82260	39.85331	9.82692
52.78420	12.43688	11.65225	10.58830	1185.39022	10.14313	11.26810	12.03371	8.15143	51.40944	0.56674	63.05586	1.00000	35.52937	37.89720	8.75674	46.04833	8.63442
37.45437	10.92661	6.59953	10.89392	1144.93681	6.41177	9.07428	10.71346	8.71899	13.56667	0.00947	70.11575	1.00000	50.31730	29.13896	10.29163	-15.6	9.22050
48.76484	8.65524	11.50401	8.73146	1175.37350	11.94208	5.70200	10.83699	7.28979	36.24624	0.49161	51.84284	1.00000	25.37209	34.84561	9.52740	139.07204	7.56886
55.58270	4.47065	9.89997	9.85287	1193.01782	9.43176	5.99783	11.53885	8.65544	19.30157	0.10507	46.56076	0.00000	69.88360	23.42625	7.85801	72.85107	6.60801
71.47629	10.38397	11.50439	12.41810	1056.49709	11.27290	8.03123	9.41648	8.05495	7.62789	0.48708	41.03155	0.00000	51.42349	11.06401	10.50648	4.74161	9.34681
49.90561	9.42973	9.03267	5.73104	1143.76933	9.99682	7.65606	9.71258	9.91731	47.76232	0.04619	77.47405	1.00000	56.28765	-8.49395	9.22052	-122.2054	7.29127
60.37207	8.57552	12.55669	10.89500	1066.94134	8.81499	7.66314	11.63451	7.61682	38.68712	1.39855	88.84564	1.00000	37.41171	-6.51242	9.28017	-4.10734	9.05344
57.24952	8.18273	11.07183	9.35124	1170.42313	10.07350	7.07823	10.00925	8.06199	60.2052	0.31979	46.71654	0.00000	63.11189	13.31735	10.54465	24.6522	8.73801
53.21403	10.08534	10.05844	10.57486	1113.49598	7.70598	8.51459	9.71591	11.15650	40.87329	0.12111	63.32121	1.00000	47.28852	11.09776	9.58917	14.43865	9.32523
44.41319	9.80920	10.81811	6.91228	1052.90120	9.37153	7.18684	8.09399	8.45230	53.16167	0.24358	47.34714	1.00000	37.40658	0.04230	9.70433	6.76111	7.46645
43.72221	10.44353	9.17146	11.19125	1064.49556	8.17023	7.48869	11.58412	7.94850	6.95194	0.05477	60.12631	1.00000	54.29031	12.82726	9.73357	121.96361	8.27593
61.50013	5.58179	10.85183	9.38014	1100.05970	9.34182	7.62412	10.28893	8.84078	38.91817	0.26377	66.19760	0.00000	54.93713	20.16335	9.96945	-78.19444	7.02704
