NOx	Pb	TEMP	CH4	CFCs	longitude	PRES	NH3	CO	PAHs	O3	C2H3NO5	latitude	H2CO	SO2	warning	PM2.5	PM10
9.38245	56.63126	15.56084	6.87581	36.62243	43.63417	1123.46381	8.19421	7.20022	7.08032	6.96250	0.22548	43.96222	50.00226	7.86723	1.00000	8.07213	7.72882
6.97384	51.55990	20.11306	9.91121	30.47518	-8.2194	1160.91360	7.36860	7.85626	8.46404	10.18952	1.36865	43.48961	49.79420	6.88322	0.00000	9.40545	10.00349
7.66423	68.26352	11.86271	8.46096	43.61241	-82.32483	1054.51972	6.83550	10.62365	10.55091	8.96368	0.41268	29.65163	39.96353	8.54405	0.00000	7.25421	8.83413
7.91738	55.21387	23.33787	8.00819	77.61350	107.60627	1067.83198	7.27986	10.26887	9.09668	10.63471	0.22143	51.82721	53.14614	8.63578	0.00000	8.24113	7.70206
9.75863	56.09893	-2.54289	6.60848	27.91573	-1.32471	1061.03060	9.17186	8.75051	8.62092	9.06219	0.13388	51.40148	71.22806	8.24082	1.00000	7.21117	6.57285
8.30428	66.40959	26.65688	6.91633	69.49591	-69.08333	1170.06334	8.91618	9.53573	9.65998	9.84528	0.18162	-16.25	42.48908	8.12431	1.00000	6.59460	6.41491
7.59156	47.67578	14.74681	6.94250	34.99254	85.4265	1177.40568	9.38683	9.23388	7.07994	9.77769	0.16525	55.8736	53.36987	7.83701	1.00000	8.36019	6.92189
7.30100	52.16595	20.24287	6.27390	48.71505	-72.47417	1060.30297	9.77046	5.13968	4.86857	5.20459	0.16638	7.83389	31.00644	8.76310	1.00000	8.10685	6.90835
8.29001	44.72387	24.38298	7.66092	60.72576	73.38333	1096.56714	9.01308	10.01565	9.46110	11.04151	0.20951	31.71667	64.67222	8.60149	1.00000	7.10713	7.92404
8.62435	42.50483	45.95646	11.41415	33.63641	15.16554	1081.27655	12.38951	9.47654	6.62510	8.15284	0.78631	-4.5833	61.69521	9.66604	1.00000	7.48724	9.44613
9.09120	51.06904	-1.13761	6.52293	47.04992	15.00835	1051.25945	9.74029	6.23490	5.60476	6.14568	0.12025	51.14942	48.97662	7.55878	1.00000	6.92748	6.01741
7.77755	50.53757	38.91987	9.12393	43.12651	-87.45476	1115.12687	5.58755	6.90325	7.84285	9.21353	0.66066	41.47892	72.91315	9.43935	0.00000	7.13864	9.16103
6.25054	48.45450	18.26067	3.61030	47.94473	117.59152	1105.45567	8.94648	5.75458	6.84579	6.37432	0.10544	3.31332	45.35230	7.66699	1.00000	7.37064	4.63007
5.86854	57.00442	19.17211	7.23625	38.46873	27.46153	1095.61149	6.71264	9.87694	7.19874	7.37204	0.58537	-21.44236	62.38957	7.78035	0.00000	8.06053	9.02686
7.80178	61.77152	26.00294	10.17023	38.81021	11.18709	1150.61469	11.14246	7.85731	6.58773	6.79779	0.58226	48.73218	36.73408	7.63031	1.00000	8.51497	9.04052
9.04352	73.49163	21.78624	3.55723	54.65419	12.53463	1092.38451	9.35236	4.22280	7.05012	6.07971	0.13137	55.67938	39.48869	9.79440	1.00000	9.01697	6.83196
7.59336	51.76534	16.36510	8.48127	27.02520	-1.06667	1161.80872	6.35893	8.96317	7.52353	8.56542	6.45130	53.78333	49.88585	9.44578	0.00000	8.37053	11.61662
7.57685	60.38758	9.43429	6.49895	39.59893	-0.32247	1069.50261	10.32815	10.50030	10.41152	9.16338	0.22923	50.82882	52.99622	7.27517	1.00000	8.18393	7.22266
8.04731	52.46157	7.09437	4.80048	52.72079	-71.19901	1077.23997	8.46539	8.11205	10.00131	10.92163	0.20786	-30.60106	51.87678	7.47782	1.00000	8.55588	7.41857
8.09108	53.26392	17.49484	5.80271	53.59459	-74.01042	1054.92500	10.16562	4.63173	5.75618	6.74400	0.18507	41.50343	44.03208	7.21958	1.00000	9.09596	6.99050
5.91310	59.83638	31.60395	10.67851	38.68995	-52.51028	1149.19149	6.03511	10.06362	8.89492	8.76371	0.43023	-28.81833	50.84101	8.27882	0.00000	9.06019	8.66643
8.67021	51.65114	8.51815	6.13125	50.51561	-77.43532	1104.59883	8.90308	9.44098	11.16029	10.31948	0.14922	20.14298	56.08696	8.00666	1.00000	8.29320	6.76774
7.81457	55.14208	26.57898	9.79712	61.05182	37.38115	1179.54818	9.30618	8.39678	10.88605	9.95103	1.54378	55.63711	55.07321	8.26702	0.00000	7.22779	10.13159
6.15411	68.78087	5.27394	6.06599	60.49743	-8.07257	1092.77124	11.08549	4.73126	5.58806	6.51092	0.10275	12.74409	61.00994	7.80289	1.00000	9.70862	5.81954
9.52207	55.94498	4.52610	9.66751	63.80089	135.21667	1161.96016	5.67001	7.53544	6.46213	7.06999	1.71508	35.06667	52.18918	7.22640	0.00000	7.85690	10.26145
7.03431	29.95675	18.66089	10.32861	62.05970	65.50917	1171.81420	5.55870	8.15213	9.44248	7.52574	2.56682	44.85278	28.69708	7.64691	0.00000	7.80174	10.68229
7.60195	78.08183	10.03278	5.49571	32.95616	102.3278	1172.46136	3.58419	10.67779	8.94478	8.09272	0.21735	2.2139	16.78286	8.04913	0.00000	7.70480	7.34832
7.53559	49.04004	22.68042	5.09858	65.14894	2.45012	1101.95763	8.15115	6.35040	8.14423	8.17147	0.14284	48.90982	56.46336	5.81006	1.00000	8.23867	6.55958
7.50725	39.78376	16.49545	9.09546	40.95207	124.95278	1078.44566	5.76959	7.87453	8.31548	9.09596	0.63688	6.33444	48.08326	8.98079	0.00000	8.26937	9.20045
7.41078	43.96145	1.39706	6.51799	46.53242	75.16878	1075.11541	9.94595	5.30004	5.44171	5.15474	0.14770	30.81383	57.46639	7.76627	1.00000	8.84203	7.03590
8.64173	48.44234	26.25744	5.41213	53.92305	171.25364	1138.49052	10.05830	4.66732	7.47646	7.58564	0.40966	-44.39672	50.70921	8.75331	1.00000	6.89451	8.65665
7.98211	46.83928	20.69531	6.94761	50.57267	-71.23106	1137.93433	10.87261	6.33459	6.83512	6.29752	0.15848	-32.45242	47.79886	7.18616	1.00000	7.92351	6.93004
10.45822	68.20780	16.40611	6.18317	39.71284	-6.03731	1196.37389	7.78126	8.96322	10.04050	8.58559	0.10535	37.35813	63.80197	8.53338	1.00000	8.43973	5.70682
7.86159	51.59758	7.04120	10.73581	59.04901	49.62251	1168.42554	10.18792	7.74756	3.56140	5.90121		27.0174	54.47441	10.33042	1.00000	7.64375	7.20079
7.23601	59.69038	27.86079	6.07171	37.37520	-80.38297	1142.82026	10.07213	6.29574	8.41400	6.91241	0.26857	42.8334	49.91681	8.15990	1.00000		7.93270
10.52453	47.66589	-3.50088	5.71857	69.38056	-80.38297	1178.28469	8.48329	5.93190	5.96172	7.21206	0.10571	42.8334	49.33220	9.14269	1.00000	7.35047	5.98790
9.11915	55.04329	11.27299	6.35773	53.09649	18.34717	1165.32292	7.93294	7.50249	7.38461	12.92592	1.71686	54.60528	25.13485	8.96067	0.00000	10.23647	10.24583
10.00357	59.95342	15.70464	9.06928	56.80760	25.34244	1199.30099	6.98345	10.29096	11.14676	7.99886	0.66561	50.75932	33.58729	9.63697	0.00000	9.74973	9.19150
9.09703	76.99800	12.70871	6.05473	49.23212	-79.00453	1149.16902	10.88448	6.24255	9.13288	6.67455	0.33547	-2.90055	72.81651	7.08230	1.00000	5.96409	8.22851
7.43548	55.79876	19.19071	10.44832	69.38370	4.62744	1124.13294	8.82696	11.03866	8.31922	12.03841	0.35703	36.06386	55.67426	7.64108	0.00000	9.27528	8.60751
6.87208	55.78341	16.42856	2.98598	49.06055	10.78222	1111.69145	8.82002	3.45655	7.34700	8.34117	0.10010	36.46917	60.17629	7.94117	1.00000	7.36274	4.94284
9.61156	45.87802	20.18195	5.93061	70.48128	-82.46148	1062.55430	8.27108	9.69063	9.02565	9.94862	0.16525	28.15112	39.14130	8.24602	1.00000	9.45124	5.77211
8.63125	53.47310	-1.19387	10.33289	52.17070	-38.94722	1111.76682	9.76271	8.31278	8.62662	10.19182	0.84481	-15.675	47.88830	7.45930	1.00000	8.14500	9.50193
5.32711	41.35824	9.73741	9.22016	70.50499	43.83992	1153.97915	8.81316	11.49869	12.23467	8.92056	2.98655	55.39485	62.64320	7.74251	0.00000	7.61676	10.82649
6.70134	56.31573	22.75855	9.60591	39.43747	8.55552	1114.85558	9.90326	12.33333	8.02449	11.48143	0.46007	40.72586	57.88783	9.68357	1.00000	7.89167	8.76123
6.14531	74.78247	22.42138	6.06275	54.23818	5.55575	1112.48122	10.34958	9.37415	9.44805	9.16754	0.15834	46.67535	67.73344	5.75848	1.00000	5.86963	6.76180
8.23888	88.12752	19.43899	9.57313	36.85235	-80.58556	1124.81053	6.35765	7.95984	8.03342	9.90956	1.01354	22.98212	50.90033	7.57724	0.00000	5.78878	9.65111
5.97178	62.53478	29.93979	7.79348	56.43871	19.27498	1152.53245	6.54249	9.65311	7.15556	7.59051	1.94163	50.20528	55.38279	7.84275	0.00000	8.51838	10.37933
7.53194	33.65943	5.87555	7.45717	40.98590	-81.77285	1134.11679	8.72407	10.04340	9.93834	7.95535	0.06326	28.54944	48.22769	7.85303	1.00000	6.57848	5.83128
8.12004	59.10334	13.61127	7.64257	63.79328	-48.29694	1073.40264	8.88583	5.95577	3.46798	5.38890	0.15515	-20.87306	33.79772	6.70350	1.00000	8.48582	6.01406
9.51407	74.27602	16.89464	9.75436	26.33045	42.54536	1122.66773	6.07928	9.58852	10.10769	7.84371	1.17543	-0.35817	63.22943	8.31578	0.00000	6.60612	9.82215
7.94719	61.35163	34.30062	7.96932	64.31934	-0.74934	1069.04167	4.93193	9.20829	7.68620	9.49356	0.29793	51.62907	42.29769	6.57601	0.00000	6.98399	8.03726
6.96229	53.07967	17.30953	10.64566	58.69100	-3.59625	1084.95907	6.91331	8.19236	6.07557	6.92051	1.02754	5.27247	54.36331	8.92891	0.00000	8.25618	9.67587
7.36266	47.98358	20.48164	7.56437	56.86765	9.72749	1129.49028	8.11791	10.11618	7.11184	12.13454	0.31699	48.28259	55.79814	8.11373	1.00000	7.29994	8.34883
6.95718	61.82305	16.02672	8.98642	56.61271	-122.39168	1192.77792	5.27371	7.74562	7.33078		1.45417	40.58654	33.39082	9.47562	0.00000	8.68344	10.02822
8.22225	73.49368	6.34859	7.35571	32.77909	-98.1664	1050.89288	9.80610	9.68550	9.13365	8.33155	0.13954	19.32932	49.88894	7.97513	1.00000	8.86783	6.17011
8.88555	64.62686	7.15397	7.67597	45.15909	18.34717	1103.29691	8.81977	7.54135	6.62681	5.51930	0.40750	54.60528	63.93062	7.84095	1.00000	7.86063	8.50358
8.52479	53.23510	14.48245	8.35218	54.59442	-71.19901	1051.86265	6.85457	9.90626	5.52583	5.60053	0.45721	-30.60106	55.01678	10.48769	0.00000	10.73863	8.40497
5.91375	62.00507	4.62244	6.27576	50.91354	135.21667	1198.04083	8.34163	8.56487	10.51492	9.50180	0.15824	35.06667	22.53118	8.81100	1.00000	8.91245	6.80248
6.82841	70.46633	19.62394	3.07411	52.62954	6.26667	1129.28444	6.23492	5.96677	6.24423	6.40161	0.10279	51.21667	62.07171	8.54311	1.00000	7.48838	2.83785
7.89534	32.20485	2.55663	12.01482	52.54433	10.03988	1092.99508	7.14377	6.14158	8.16071	9.28234	4.65958	53.6052	69.44883	7.14663	0.00000	7.29848	11.28076
8.83002	56.82968	20.01208	6.83519	33.04542	8.77155	1089.80628	10.36490	11.42695	8.96357	11.05395	0.23016	50.23019	38.20495	9.35771	1.00000	7.75294	7.90822
8.41623	77.73162	-3.06782	9.82534	72.91915	28.28489	1198.83183	11.02134	9.16743	9.68241	9.55259	0.27849	48.15659	40.64490	6.85071	1.00000	7.17735	8.00906
7.25916	80.67578	12.00792	10.45567	32.91970	-91.58045	1156.13199	6.10704	10.33746	8.56058	9.10796	0.71778	41.6764	27.38782	6.84327	0.00000	9.02748	9.25416
8.22434	75.79173	-1.17313	10.86327	66.03627	-84.50855	1176.21759	6.69676	9.31862	6.21566	6.33528	0.32269	39.08367	43.02085	9.39386	0.00000	9.33692	8.35535
9.39944	34.43190	9.82719	9.75716	66.24144	-122.39168	1193.72975	7.33359	9.15433	6.95827	7.48246	0.79078	40.58654	57.05129	7.07963	0.00000	8.52463	9.34145
8.71124	66.68506	28.51842	7.99596	35.18820	-88.64235	1069.09492	3.59113	10.34901	9.07929	7.21501	1.11710	46.09273	58.83577	9.34289	0.00000	7.43540	9.80646
8.21940	70.23604	1.04135	5.72887	65.34248	-113.3187	1059.64953	3.46077	9.61875	10.61071	6.40634	0.27152	53.51684	63.73772	6.68922	0.00000	7.55480	7.97502
7.45390	40.56494	16.10775	9.29973	40.81904	139.55028	1103.69226	8.76414	11.49679	8.53379	6.96714	0.31774	35.30889	43.87505	6.41828	0.00000	7.32031	8.05277
8.28208	57.79852	15.15477	11.73536	44.17553	126.665	1155.91798	9.66489	7.16670	8.46196	11.64444	1.38374	36.6009	63.53969	7.83295	0.00000	7.26404	9.99624
7.42538	58.65098	20.89734	5.67843	68.34711	43.63417	1090.70167	7.73663	10.86930	8.83081	10.78235	0.10665	43.96222	65.19890	8.11324	1.00000	9.38782	6.37811
7.23087	49.88973	24.10451	10.38358	47.59945	107.60627	1186.79671	6.01279	8.44703	6.76561	6.27503	0.23595	51.82721	63.91482	8.44549	0.00000	7.83091	8.00906
8.49270	65.46424	20.51804	9.55682	61.93281	123.99333	1191.76185	10.32589	9.45848	8.32685	9.95331	0.34921	12.97389	27.17425	8.00978	1.00000	6.03279	8.33222
5.32411	67.03824	7.28840	5.86673	49.94237	-40.7475	1052.69520	8.93220	5.88960	5.39892	6.41396	0.11697	-4.16694	56.47748	5.74041	1.00000	9.05964	3.37371
7.37038	52.01479	18.95027	7.51622		-118.10583	1106.19216	9.22697	7.18702	6.47415	6.78257	0.09209	34.09611	51.17371	7.69809	1.00000	7.62882	5.41414
9.47850	48.78206	19.39570	2.70939	34.58333	22.53083	1096.75974	5.18078	9.48362	7.17312	11.66270	8.81665	44.22639	53.14646	8.64882	0.00000	8.01923	11.93034
8.42118	73.30482	4.58151	7.21171	39.35537	119.58627	1162.28252	10.13296	8.44789	8.90222	9.65983	0.21539	23.5654	72.23627	7.00759	1.00000	9.26073	7.92679
8.72935	49.44048	25.23486	7.05630	21.43233	-74.15987	1101.06974	2.18766	9.74670	8.76380	6.35891	0.29586	40.82232	62.31059	9.67934	0.00000	9.47106	7.89261
7.64206	70.69236	18.50535	8.66722	75.61445	15.00835	1072.27223	9.28323	8.21621	11.36240	7.76646	0.16322	51.14942	56.75261	8.16403	1.00000	7.46373	6.41150
6.89101	21.58306	15.71941	6.60625	36.30109	-41.45861	1089.75655	10.56752	8.62613	9.74962	7.95425	0.12194	-4.42472	84.52487	7.66945	1.00000	8.35534	6.34444
8.62590	58.76532	0.27647	6.68244	49.88058	3.1631	1175.26363	10.80478	10.20430	8.08279	8.23933	0.03344	41.91738	46.08612	7.24709	1.00000	8.70536	5.97791
7.08067	56.14650	28.00073	5.51376	66.33545	-96.72365	1066.04434	8.97759	4.94789	5.25330	6.90551	0.07242	17.06542	60.41646	7.14833	1.00000	6.61524	5.96204
9.34278	47.63857	10.85618	7.61434	56.43968	4.25633	1197.83113	9.81885	9.77317	11.26109	10.12490	0.24819	51.21187	42.77440	5.89260	1.00000	7.13705	7.90956
6.76684	52.68380	17.01668	8.90306	76.02598	120.82747	1107.13826	10.55663	10.07255	11.31874	10.44911	0.43717	37.30553	50.87659	8.32524	1.00000	8.19358	8.61842
9.16897	48.21852	1.95443	8.68651	52.67290	28.88222	1105.82609	6.58088	7.37992	8.85074	9.42960	0.55239	40.37528	51.05217	7.14090	0.00000	7.29470	9.05377
8.08951	48.27036	23.07215	5.42159	56.50138	-82.42491	1109.05032	9.68055	5.20026	7.47653	8.21286	0.15212	42.97086	50.51918	6.90582	1.00000	6.07677	6.96133
8.37332	57.40701	17.28275	7.83446	39.81372	-63.90389	1147.39049	11.61473	11.22863	7.17499	10.49290	0.32477	-8.76194	34.76962	7.93846	1.00000	8.12864	8.16050
7.69838	64.31908	35.96306	10.28970	64.72876	-4.10734	1106.78378	11.20733		5.19390	6.13540	0.40766	38.68712	29.70737	9.08924	1.00000	7.61843	8.40800
8.30813	70.18604	23.13990	5.54478	22.87477	-46.99583	1140.95744	9.75660	8.86507	11.35956	9.00614	0.12066	-22.97056	52.26783	9.23609	1.00000	7.62319	6.60640
9.60043	41.88321	12.46179		60.89286	2.35739	1186.57567	10.28865	9.86492	9.45763	10.30442	0.22982	41.63976	63.42923	7.47510	0.00000	7.52733	7.67699
7.82501	65.75977	5.89791	7.49272	30.91873	99.96667	1133.71564	11.04006	5.86180	6.79228	8.71119	0.27790	8.43333	72.40677	7.42769	1.00000	8.49221	8.12744
9.20162	63.55188	22.77160	8.15608	62.99404	120.33063	1078.25444	9.79957	8.60086	8.23229	6.84616	0.25949	37.65181	76.08800	9.91230	1.00000	7.90773	7.99215
5.94200	49.30796	-3.82075	8.57475	51.21885	137.95378	1051.56371	7.43500	8.98823	8.44656	11.05631	0.25263	35.82756	42.75228	6.46806	0.00000	8.20877	8.11323
7.97686	63.59462	33.01892	7.34881	60.51619	117.55417	1062.62938	10.85121	9.49530	9.10669	9.14791	0.20897	34.86472	72.11509	7.17097	1.00000	9.00617	7.50662
10.03834	45.14696	8.98818	9.33589	53.32894	29.00974	1169.90481	8.32953	9.38502	7.18338		0.36127	-24.19436	30.65396	6.95387	0.00000	9.15678	8.28453
7.82179	59.09502	6.26529	7.23610	50.74779	-82.00919	1066.69533	4.14865	9.88775	9.05457	7.87120	0.21531	23.04419	59.08325	7.92495	0.00000	8.16525	7.78394
9.14812	75.54667	18.92005	4.98001	51.78029	36.25361	1110.37914	9.18745	12.13189	8.85499	7.50542	0.10854	47.48444	52.23404	8.09075	1.00000	8.13086	2.81000
8.05892	50.33579	-2.19573	9.00743	31.45979	43.67663	1114.90623	10.51003	7.08375	6.50973	4.33343	0.57603	53.53041	61.62196	8.41846	1.00000	8.66516	8.96008
8.74890	76.54670	8.10164	12.26098	59.99664	122.05228	1178.66493	7.69164	8.72634	5.75752	3.74714	0.30052	37.19723	56.64947	8.70609	0.00000	9.25309	8.32144
7.95063	47.60313	19.81468	9.68034	59.46318	-2.58736	1084.62947	9.61130	9.06208	5.44169	12.01362	1.42775	56.56317	51.68955	7.97096	1.00000	6.35658	10.05299
8.67841	53.17416	7.47600	11.49028	41.35845	-86.77917	1158.25403	6.91942	9.72653	6.28968	5.51306	0.32617	36.02506	52.85813	7.23201	0.00000	6.65367	8.24063
7.79723	50.40858	26.85478	7.57839	42.87845	10.58082	1159.19245	6.38891	10.19326	7.58297	6.81733		35.72917	54.43635	10.48201	0.00000	7.10786	8.01192
9.44678	44.79806	11.90924	7.49995	68.78228	32.88667	1146.65946	10.33775	7.62365	9.90931	6.89478	0.49975	3.27833	19.43162	7.60301	1.00000	8.88331	8.95134
6.67150	32.34553	9.96295	7.44244	64.68644	3.87723	1136.94559	8.64405	7.05715	7.18478	9.80062	0.09875	43.61092	76.54010	5.60813	1.00000	9.12068	5.76043
7.80021	72.32018	9.77426	4.20075	55.57449	116.82887	1143.27720	11.07283	12.80213	8.51822	7.80589	0.09285	-1.26753	47.96604	7.21398	1.00000	6.91869	3.84773
6.45772	66.69771	14.48700	6.57058	50.32481	38.01667	1094.36842	8.47763	9.98690	9.40775	10.73346	0.10970	11.85	40.18201	9.01700	1.00000	8.92511	7.36139
8.98069	40.96749	14.33465	6.20287	39.06996	79.41727	1199.48398	9.96510	6.38491	6.69299	6.90475	0.11465	12.25282	61.48188	8.13730	1.00000	8.23049	5.58913
7.90066	62.82121	35.12594	3.76229	59.59185	8.73812	1052.42938	8.33800	6.31994	8.94822	7.16430	0.15587	41.91886	41.18734	9.67937	1.00000	8.61539	6.02376
8.84069	69.22925	10.61988	6.66031	57.74676	101.96857	1197.41097	10.54876	6.46725	7.06614	6.79181	0.15787	4.88441	76.27562	7.54696	1.00000	6.98248	7.29378
7.76688	78.34043	15.55037	3.60148	50.52138	111.50861	1176.82243	10.12539	3.78344	5.48664	6.08576	0.11788	32.54278	61.06861	9.26472	1.00000	8.16338	5.50745
7.53981	55.29508	15.99710	6.05335	70.32575	115.04814	1151.56117	9.65055	6.16431	6.17209	6.11673	0.13867	30.24706	49.70556	8.26732	1.00000	6.47739	6.21062
6.33665	37.94784	11.78598	9.19302	59.45395	-117.71978	1112.80426	10.31887	7.05471	5.02681	5.77474	0.40096	34.09668	81.72563	6.71393	1.00000	7.78114	8.60705
8.56480	58.64572	10.62544	9.08389	34.82398	124.3697	1094.61279	9.48506	8.06937	7.17942	6.28199	0.58038	9.6531	41.36230	6.80538	1.00000	6.92007	8.98697
6.23301	45.85386	16.59928	7.98676	51.99975	-73.02841	1198.40575	10.79745	9.04654	9.33589	6.35114	0.11416	-36.9256	58.38994	7.48050	1.00000	6.69915	5.33718
7.72155	63.67511	10.49092	10.08064	37.47510	7.973	1064.98282	7.22294	9.18855	6.66212	6.15212	0.57024	51.168	41.48999	8.70578	0.00000	9.03682	8.89426
8.36769	82.61617	18.09540	9.28162	34.99350	28.67582	1153.04500	7.54107	10.03434	8.61888	10.74326	0.19264	40.98894	62.63983	8.81654	0.00000	8.38778	8.04061
9.84154	68.00395	30.71785	7.73415	53.89077	-93.12577	1072.70670	6.13465	8.76934	8.79262	9.60994	0.73478	44.73941		6.71490	0.00000	9.20401	9.26840
7.67742	52.61062	3.88638	8.00245	47.53666	-95.63079	1087.79776	5.29153	11.90095	10.84153	7.52630	0.82232	31.76212	66.90061	9.93198	0.00000	7.83841	9.45784
9.27834	64.46921	11.63316	9.41185	60.89252	5.51978	1188.89176	7.44125	10.36635	5.65957	5.31601	0.14849	51.44889	51.68494	7.19784	0.00000	8.41077	6.50623
8.63581	77.84917	17.20524	6.21740	37.25861	97.01124	1158.54928	7.87945	7.43261	7.58326	7.45978	0.14734	17.30858	37.03681	8.52407	0.00000	7.24571	5.74155
8.47775	73.89014	29.45170	4.30569	52.05225	-103.42897	1131.72227	6.81356	8.22313	9.63927	11.32990	0.15620	20.28527	57.02499	7.99309	1.00000	9.88508	7.10402
8.20627	35.03373	22.76167	8.36392	52.99886	102.56365	1128.09380	9.76039	10.98826	11.99644	10.36000	2.80550	13.65805	37.60208	8.74894	0.00000	6.82411	10.76220
9.21646	69.16786	18.76738	8.56300	62.07044	-75.64963	1161.71940	6.89595	6.27146	7.90318	10.60596	1.70881	40.24537	63.29598	9.34644	0.00000	8.36750	10.20657
7.51737	28.20346	22.03839	9.24115	53.91800	-48.52333	1085.05795	6.69370	8.99757	6.76042	7.16110	0.90093	-0.71667	70.17326	6.48126	0.00000	8.68427	9.54413
8.19407	57.51536	16.55325	3.66185	54.70622	-4.21376	1144.42531	10.34435	3.79442	7.02603	7.78010	0.12587	55.82885	43.89296	8.07219	1.00000	9.09219	5.25519
7.42503	29.23802	6.19078	5.61376	44.20834	-88.70464	1164.07391	8.64449	11.91323	10.06435	10.41573	0.08559	34.25807	60.54179	8.04513	1.00000	7.80445	5.73822
8.99249	56.61868	16.58576	10.06474	53.44706	85.37752	1161.03443	6.73979	9.68521	5.93198	6.45872	0.17509	22.10194	36.40750	8.57500	0.00000	8.26758	7.28244
6.99104	58.75823	13.44014	10.39450	63.55689	1.6	1112.98292	8.13363	9.85206	8.94833	10.65858	0.93075	43.11667	52.31162	6.80051	0.00000	7.56879	9.54963
8.03199	39.56499	17.26484	6.31442	46.59115	-117.23991	1120.10073	8.58446	10.10001	10.37502	7.38671	0.02251	47.64995	55.93258	7.68633	1.00000	7.28025	4.56364
8.73916	77.99472	21.42172	6.95151	54.70677	37.99117	1112.32625	5.65411	9.41241	6.23994	8.60260	1.79253	44.92934	49.11498	9.34218	0.00000	7.96980	10.26712
7.74221	65.93786	31.81770	8.69476	49.05975	-82.61573	1168.34522	3.83888	9.73264	8.58403	7.61010	0.67449	41.24255	58.89742	7.53820	0.00000	9.70689	9.25677
8.35243	45.80787	15.51754	10.79480	48.76274	-80.66756	1162.82159	7.16313	9.68437	8.24434	10.12022	0.27730	26.68451	58.39539	7.98428	0.00000	7.35384	8.03125
7.59286	68.70502	9.59282	5.04635	36.60589	5.23333	1130.06091	9.18782	9.70920	9.53177	9.51082	0.13697	52.09	72.20577	6.90290	1.00000	9.13033	5.87062
8.84374	37.64576	13.95410	6.54867	35.92010	112.19028	1091.12022	8.66216	7.93617	10.17709	10.28118	0.10927	30.35028	45.49750	9.14437	1.00000	9.79030	6.82002
8.03229	45.18972	24.86278	6.43140	36.93370	6.10237	1100.63297	7.68864	7.56908	5.72526	7.21333	0.12749	46.18396	49.77073	7.60515	1.00000	6.32459	3.13143
8.63225	58.60663	1.23379	8.29396	55.56029	-72.27814	1151.69787	10.48797	10.01988	6.66315	8.82531	0.21087	42.93369	37.86315	6.50850	1.00000	7.68257	7.47151
8.92364	47.06654	14.65967	4.79778	18.79499	1.53414	1163.65434	8.09694	9.59359	11.29110	9.98825	0.09174	42.50729	68.73750	8.48551	1.00000	8.54728	5.55669
9.03356	68.12066	26.58124	7.12246	64.68411	-86.99666	1076.19624	9.41475	10.38032	10.84300	10.63321	0.23334	33.45122	35.80843	6.39045	1.00000	7.47052	7.09140
7.08558	47.23852	33.81520	9.50335	63.77367	1.04945	1159.58932	6.57360	9.01219	7.28086	7.22566	0.77078	35.06544	54.95578	8.34853	0.00000	7.55141	9.31382
7.04338	66.10493	13.99295	3.96483	60.22922	117.27583	1053.93566	8.48666	5.99863	9.65613	9.89700	0.10564	35.64889	52.28707	7.86825	0.00000	8.67694	4.94531
6.30109	49.43294	8.38480	6.29368	73.93146	-87.88754	1056.11685	7.87163	9.30463	9.15255	10.53190	0.15503	41.15376	50.45116	7.85949	1.00000	6.50432	6.30925
10.09259	49.66421	16.57915	10.00696	53.67052	136.51667	1138.62096	8.28252	11.01899	9.90059	10.26783	0.89646	35	64.19050	8.10543	0.00000	7.92890	9.52626
7.17622	58.51091	24.56576	7.15988	28.94544	-0.74934	1100.87691	8.94866	6.21081	6.66211	7.42799	0.17541	51.62907	43.19722	7.98954	1.00000	8.60710	7.06989
9.85709	71.12473	27.91762	6.71441	65.90940	-116.97725	1064.38768	8.83516	7.30785	8.50603	6.64955	0.38593	33.92946	55.32799	7.98053	1.00000	8.51551	8.74974
7.46848	53.64048	3.18452	7.36448	47.64147	28.28489	1125.51767	6.20135	10.64896	8.15534	8.26902	0.50528	48.15659	62.70512	8.67549	0.00000	9.76201	8.83399
10.59144	62.87076	34.00469	7.02720	71.40002	-88.64235	1102.39268	7.95253	10.93271	8.15498	8.86419	3.17699	46.09273	47.53312	9.18139	0.00000	10.07091	10.88241
8.01961	80.67529	6.65120	8.13880	42.31473	2.2469	1130.19244	11.12250	6.39923	6.05173	7.66223	0.16059	48.90472	55.62821	8.66339	1.00000	6.57527	7.08470
8.76048	40.26888	22.35683	5.70843	66.59544	-97.03285	1077.65704	10.60973	4.49218	6.57960	7.05285	0.22755	47.92526	66.81009	7.52711	1.00000	7.98961	7.63128
6.92501	46.54722	-4.01724	9.24663	57.89511	3.39467	1084.01274	7.56186	9.74572	6.93824	7.18853	0.45862	6.45407	68.08712	9.46139	0.00000	8.26460	8.69722
8.99596	77.17368	5.50904	4.05320	32.46024	44.53333	1155.51801	11.16227	10.39235	9.95880	7.50481	0.13316	-22.9	55.88587	8.16795	1.00000	9.06746	5.19050
8.28272	49.56514	3.00433	10.73418	43.91776	-98.1664	1106.08326	11.52877	9.70817	6.27509	11.55233	2.73983	19.32932	60.92774	8.75396	1.00000	8.09910	10.74550
7.73693	46.73054	20.97436	10.60092	55.29821	9.20427	1161.23286	10.27881	7.04299	2.35780	4.66605	0.33135	48.49144	36.88738	7.82797	1.00000	8.79141	8.22731
