latitude	H2CO	C2H3NO5	longitude	PRES	CH4	PM10	PM2.5	CO	TEMP	NOx	PAHs	CFCs	warning	O3	SO2	NH3	Pb
35	42.30256	0.40297	136.51667	1163.56459	9.15181	9.10525	7.92967	6.80219	24.12015	3.80150	6.10725	51.99124	1.00000	8.57321	6.57010	6.31627	37.10579
37.31309	28.82016	0.23738	40.74357	1198.79906	9.58066	8.39151	8.08256	5.84817	17.12722	6.65282	5.18155	49.95524	1.00000	7.81879	9.35915	4.85993	67.72831
61.78491	65.51826	0.10608	34.34691	1111.97944	8.53064	7.17366	9.05904	6.09495	12.11949	6.26085	7.67806	59.96834	1.00000	10.22080	8.26624	8.64078	51.10057
53.6052	43.50685	0.05466	10.03988	1133.86089	9.17411	4.63114	7.53114	6.21979	10.58805	7.87784	7.00939	68.27190	1.00000	8.26023	9.04359	6.07635	51.31488
41.57721	29.22684	0.18099	-93.71133	1158.18309	6.77679	8.15306	7.54519	8.60009	20.16150	6.94597	9.38787	48.20371	0.00000	8.27790	6.22817	5.66294	54.91156
3.8801	69.53099	0.07787	-77.03116	1087.97524	9.33325	5.42854	7.26304	10.19015	10.87847	5.46345	3.74715	56.49509	0.00000	8.77960	8.09696	7.89178	34.10093
13.51825	31.58022	0.10380	99.95469	1109.84558	8.33534	7.49314	8.38753	8.38284	0.96432	5.36112	8.63955	53.64350	1.00000	6.95973	8.15888	7.32099	55.46818
40.1675	48.26384	0.33026	34.37389	1086.12142	9.53222	8.67775	7.44616	9.84277	12.48314	4.69300	5.97160	40.18759	0.00000	6.20713	6.06649	6.53323	64.55287
18.18158	46.77614	0.06718	76.03889	1085.40072	6.56264	5.08543	7.92924	5.08432	21.96265	6.59928	6.43810	59.02686	1.00000	9.04899	7.54181	7.65678	59.72213
10.10649	37.24404	0.22063	76.35484	1063.66579	7.07122	8.39499	8.08633	6.87432	-5.56273	6.45989	9.40478	54.05062	1.00000	6.36703	10.33071	6.53381	62.23625
22.98212	60.57021	0.19546	-80.58556	1073.26471	5.38118	8.17472	5.48122	4.22401	24.10741	7.86862	9.82828	30.78274	1.00000	7.32626	8.89598	5.88769	64.94118
40.60538	48.30597	0.80293	-73.75513	1105.24200	7.35616	9.85849	6.44993	7.13574	32.05023	6.51688	10.00509	80.72031	1.00000	7.78916	9.56594	6.30278	43.51972
43.54072	56.36857	0.18887	-116.56346	1072.82427	7.49249	7.87880	8.48374	4.77559	7.19559	6.50868	6.31190	51.67506	1.00000	6.77679	10.66015	7.01082	69.47816
50.88506	85.54152	0.04099	4.07601	1172.07156	8.60070	6.39220	9.68632	4.91382	16.11564	6.46402	7.52286	58.75186	1.00000	6.52082	7.82996	9.11290	41.80646
4.88441	25.81708	0.12021	101.96857	1175.93898	7.02719	7.38119	8.24138	6.56671	22.51538	5.40894	8.10925	68.69867	1.00000	7.49611	7.10454	7.24730	47.99210
53.59337	46.76656	0.10099	9.47629	1117.59741	8.30774	6.84549	9.79923	6.52795	26.71961	5.70943	6.56346	47.37450	1.00000	7.15524	7.14404	9.07166	36.70262
9.6531	45.96136	0.04229	124.3697	1085.98592	8.30108	5.87103	7.57786	5.97382	14.44517	6.32884	5.49804	60.41471	1.00000	6.59310	9.90074	5.48313	50.30406
-22.57306	55.13764	1.26695	-47.1725	1107.96826	7.98645	10.33358	8.58674	8.26144	16.47039	5.92280	10.35663	70.04504	0.00000	6.81525	4.80916	4.47579	53.10259
48.07667	49.79387	1.83372	8.64409	1167.82699	8.99634	10.70653	8.02714	7.36537	4.17120	4.95011	5.61634	45.58411	1.00000	8.59023	7.75369	6.73726	48.60043
14.62578	84.56457	0.31576	121.12251	1077.93145	7.38464	8.75584	6.99893	11.88835	16.57126	8.70640	7.58582	62.00286	0.00000	6.71074	6.86923	5.25918	52.68635
36.08497	57.12019	0.09822	9.37082	1112.89111	7.29192	7.32576	6.94953	5.67977	8.89152	5.85240	4.89733	70.18757	1.00000	8.95617	8.53996	5.46905	33.91228
51.38673	47.53321	0.08749	0.30367	1115.50381	8.21943	6.16073	6.48724	8.12446	-0.19323	6.54458	8.30545	45.90661	0.00000	7.29319	6.88598	5.73642	28.89596
-19.32556	53.98241	0.25428	-41.25528	1130.88681	7.06293	8.59844	6.23435	9.47844	18.72623	6.60929	5.05254	57.67529	0.00000	6.82399	7.43699	8.02663	46.46531
34.31	61.10908	0.18837	-2.16	1171.38092	8.36042	8.26992	7.65331	4.88520	23.00045	5.54734	5.37054	69.16823	1.00000	8.50741	8.61971	7.10240	39.80735
-31.4488	46.33162	0.27545	-60.93173	1187.66541	6.79048	8.60627	8.14856	8.65011	22.45116	4.58740	6.79775	72.50623	0.00000	7.99662	6.23817	7.40744	74.14399
43.16547	64.33845	0.16835	-77.70066	1079.87869	7.32946	7.76826	5.59789	10.22686	11.63742	9.18733	8.86674	46.79461	0.00000	8.73135	7.77737	7.53480	51.83622
53.0233	24.89454	0.11351	-1.48119	1183.11344	7.71809	6.32705	7.20720	6.98626	4.25405	7.46017	8.88513	67.22927	1.00000	7.60183	8.17188	8.38673	51.59773
36.82167	55.32857	0.15032	128.63083	1195.32808	7.46373	7.65250	9.43259	6.81900	22.66303	6.13882	5.59031	71.85783	1.00000	7.56219	9.95986	4.96858	62.08569
18.20854	78.76713	0.14368	-71.10077	1178.22455	9.10329	7.48944	5.32882	7.21269	10.13896	5.43479	9.93725	24.23203	0.00000	9.51439	5.61179	4.76572	44.12306
27.9247	79.36298	0.19296	78.40102	1061.35078	9.98760	7.82510	8.02569	8.36358	8.30621	3.68664	4.77928	45.99998	0.00000	7.84156	8.08783	11.07320	33.89110
37.95143	47.56177	0.75962	-91.77127	1141.15472	7.76123	9.80876	7.88138	3.02241	13.43968	8.23184	12.07681	40.73886	1.00000	7.83797	10.60310	3.38329	46.28911
22.49396	58.47897	0.43326	-105.36369	1056.02945	8.10364	9.13975	5.68259	9.85775	12.12417	8.28000	8.54756	23.77083	0.00000	6.71368	6.22826	5.06598	47.53431
26.9423	64.33314	0.45862	68.11759	1197.41407	8.66286	9.13888	6.08760	8.49692	13.67431	5.39244	8.50140	75.54223	0.00000	8.48934	5.76739	5.78078	46.11835
32.54278	46.55894	0.40870	111.50861	1053.75826	7.10592	8.98929	6.95850	10.00207	1.48715	5.16425	6.93458	72.89769	0.00000	7.06903	6.42765	7.66053	54.77280
53.7446	70.08338	0.16564	-0.33525	1130.29457	9.15741	8.13433	8.98183	5.84705	4.10279	5.89661	9.67424	53.83105	1.00000	8.28729	6.93904	4.42556	54.95646
40.78206	55.57275	0.35905	72.34424	1089.59037	7.19504	8.84872	7.81832	6.67631	16.88721	5.83511	6.47645	46.40010	1.00000	8.74149	9.99781	6.70563	61.86858
44.22639	58.85604	6.97059	22.53083	1170.77246	7.65728	12.06303	9.11116	10.92831	13.56631	5.50111	7.26940	61.61018	0.00000	7.57793	6.95521	8.44668	63.31252
54.84444	58.48231	0.09228	38.16694	1146.19505	8.62446	6.31376	6.74723	4.68644	20.57858	5.13311	5.95892	74.69406	1.00000	9.10521	6.90086	8.64050	74.42951
9.15093	60.68291	0.14371	-79.62098	1194.68077	6.82067	7.82698	9.10028	10.19045	9.20643	9.25224	8.45919	46.21462	0.00000	7.89624	7.34706	6.10526	48.87886
33.95015	55.57665	0.33560	-118.03917	1159.61466	8.73866	8.83945	6.73047	7.35888	17.53386	5.78772	5.06433	63.10715	1.00000	9.21024	10.56410	4.15067	42.40423
-6.48167	45.12879	3.19936	106.85417	1147.71276	5.96458	11.26559	6.17488	6.58540	24.56041	6.86956	10.61617	69.37101	1.00000	6.71017	11.42332	6.25012	48.60324
-6.8048	60.34127	0.42676	110.8405	1117.83504	9.26754	9.18488	6.68984	9.54477	24.17829	7.00528	7.12821	48.44919	0.00000	7.14531	6.00298	8.64318	70.32406
36.76639	52.18334	0.13497	3.47717	1055.38348	6.98338	7.55273	8.36326	9.21246	16.15435	8.17468	10.60097	67.67812	0.00000	7.60411	7.73322	5.66395	72.72186
51.67822	56.96633	0.09039	33.9162	1176.97634	8.02499	4.00499	7.76825	7.47172	26.67343	7.44964	5.56023	34.03608	1.00000	9.28301	9.91101	3.40998	64.61532
-34.74785	48.24330	0.08328	-58.70072	1153.59023	7.15153	6.76024	7.92545	6.74074	23.11344	5.07431	6.08599	37.26483	1.00000	8.38885	7.18826	7.41698	62.14242
45.79377	58.10726	0.22636	8.88104	1102.56000	6.37993	8.32781	6.58891	6.09549	30.96131	7.72681	9.73198	53.73414	1.00000	5.58563	8.90406	7.18730	55.68020
40.72816	50.67869	0.12395	-74.07764	1121.76468	8.19625	6.99152	7.28053	8.47286	3.57457	7.28669	8.53305	58.48750	0.00000	8.30973	6.33848	5.36709	58.03948
10.10649	51.42773	0.09711	76.35484	1130.99809	7.62833	7.23507	7.90627	5.94702	18.70604	7.09418	10.75037	43.23752	1.00000	7.47797	8.85454	6.72833	56.11856
6.8485	30.33278	0.08645	3.64633	1168.18504	6.98411	7.12879	6.09315	6.40445	16.67614	6.50874	9.42876	69.53789	1.00000	6.01339	9.56730	8.12541	52.65994
-26.93366	77.76733	0.12686	29.24152	1099.18638	6.82595	7.30918	8.99481	9.67208	3.47933	4.96941	5.79466	53.36470	0.00000	6.94252	7.96533	9.64152	72.95554
53.83333	60.37616	0.59049	-2.98333	1162.44665	8.36470	9.50620	7.71239	6.84992	23.67513	5.59407	12.24128	50.16251	1.00000	7.14077	4.19132	4.86855	38.50234
50.79205	42.10729	0.15400	-1.08593	1099.57776	7.69961	7.38969	7.17591	7.74269	-0.50562	6.50427	6.42825	27.71789	1.00000	8.99873	9.97278	5.13447	39.63377
20.22816	65.64814	0.14753	-103.5687	1118.50075	6.17414	8.00231	7.12884	9.45701	-0.49653	7.03070	9.41858	55.47371	0.00000	7.76879	8.00465	7.38944	61.50060
53.0233	53.79506	0.08376	-1.48119	1069.89772	7.24470	5.01019	7.22379	6.66856	28.03065	7.67409	7.16841	57.61385	0.00000	8.63552	9.16688	6.16694	36.50003
17.34769	64.01368	0.46739	78.55757	1091.87236	6.90085	9.27173	6.45244	6.96551	15.21291	7.93252	10.08772	54.20950	1.00000	7.15392	9.94836	6.82255	64.25981
51.78967	52.95163	0.09828	1.15597	1112.31279	8.47927	5.38987	7.31705	6.23837	24.28278	5.56037	5.86143	48.76034	1.00000	8.46524	7.72827	6.95338	76.75747
8.88649	22.87575	0.06897	2.59753	1074.37924	8.30925	5.91694	6.51964	7.68721	24.02586	8.21122	6.19176	42.36640	1.00000	8.54253	9.34125	3.24501	73.39515
26.76628	35.10925	1.38439	83.36889	1144.06660	8.03794	10.45060	6.93097	9.82074	26.24207	5.54737	7.39562	58.22079	0.00000	7.54679	6.36006	7.07975	69.41851
3.8801	79.34015	0.09592	-77.03116	1177.28720	7.65234	6.44169	8.72364	8.51344	23.26580	7.55031	8.25633	62.75693	0.00000	8.00396	6.58124	5.41278	61.07560
11.85	40.79801	0.08027	38.01667	1182.86444	7.19733	6.45610	7.58176	8.57034	14.12057	6.70097	7.03660	45.49008	1.00000	5.60788	7.97607	5.71586	65.99211
40.11583	52.41492	0.15249	67.84222	1125.53379	9.22981	7.37666	8.56726	7.29210	4.69793	6.83788	7.20225	40.49687	1.00000	9.32394	9.79203	6.14203	41.25253
53.93361	45.71419	13.22509	37.92792	1188.49788	7.04948	12.70472	9.09843	6.13796	5.38721	9.26117	9.07241	54.15025	1.00000	6.45899	10.08002	5.87250	60.03273
25.87972	40.42000	3.24609	-97.50417	1144.24854	8.51325	11.29248	6.08216	8.18142	9.70281	4.56073	8.30933	29.41806	1.00000	9.10736	5.44995	9.93552	57.14106
50.86079	45.46194	0.29472	17.4674	1086.98257	8.06520	8.62172	6.46201	9.04570	17.88143	5.49541	7.70571	58.64233	0.00000	8.32834	6.81301	7.40344	58.62222
10.10649	51.85500	0.14327	76.35484	1152.00603	6.55852	7.35846	6.21786	4.98687	8.67020	5.45241	6.52343	57.76813	1.00000	6.65540	7.14757	8.85597	55.42876
42.58342	39.34465	3.69771	-71.8023	1099.67836	6.58267	11.41601	8.00792	6.11258	3.08209	6.60128	8.85772	51.32742	1.00000	6.69402	9.27987	3.70065	29.14287
39.00622	71.73299	0.39515	-77.4286	1100.53734	7.15108	9.07581	6.83586	8.33877	11.70744	4.64090	8.63637	63.74838	0.00000	8.65622		7.18041	39.32829
60.97944	65.29805	0.09630	76.92421	1104.07030	8.85179	5.59972	7.66879	3.79872	26.70969	4.83503	3.58080	55.77355	1.00000	9.82279	8.14446	6.53651	50.02234
60.18427	50.75980	3.40663	24.95034	1134.68193	6.07486	11.33396	9.18344	3.76523	5.02091	9.23031	9.82566	77.25992	1.00000	7.44733	11.55425	5.42493	44.97347
8.88988	38.17570	1.12527	-79.62603	1133.91043	8.69532	10.20754	7.49791	8.46754	-4.21399	5.05451	9.18209	52.45176	0.00000	7.07338	5.35573	6.88668	62.64873
22.37066	29.96359	0.97470	114.10479	1178.30984	7.17089	10.01946	5.87655	9.22352	17.90810	7.04383	10.46078	59.30228	0.00000	8.01795	6.19818	5.71070	47.44922
46.51872	37.48433	0.22098	86.00214	1140.22524	7.35444	8.39747	8.16200	6.45377	32.14808	6.63583	10.42642	50.29226	1.00000	7.89857	10.18413	6.62166	61.65948
5.4709	58.10819	0.23516	100.24529	1138.83674	8.78898	8.46125	7.87503	5.83385	15.41920	6.48844	4.85462	63.85723	1.00000	7.08805	9.63319	4.48388	61.83118
42.30865	66.16886	0.06826	-83.48216	1193.62690	8.64387	5.09196	6.36794	6.25388	-12.69443	6.85697	6.96519	42.63149	1.00000	8.52871	9.15022	6.88104	68.31765
41.57721	42.88483	0.07810	-93.71133	1157.62312	7.11958	5.47631	7.32087	7.61947	20.38958	6.98088	6.44445	55.17017	1.00000	7.89781	8.70868	5.12456	64.90713
35.48199	36.89664	0.75982	137.02166	1163.88460	7.55595	9.81816	7.91837	8.34605	17.76196	8.81862	5.95479	60.24035	0.00000	6.99946	7.83103	10.66319	40.52626
-7.51611	48.79859	0.08651	109.05389	1057.97281	7.08835	7.12914	7.63506	10.05055	19.59231	8.94889	8.03549	49.15810	0.00000	8.11213	7.73579	6.58313	51.04053
41.75338	66.25294	3.74445	-86.11084	1121.18541	6.55900	11.43407	6.61206	6.46787	13.68349	5.69406	8.63024	44.46068	1.00000	8.13393	11.56691	5.40705	45.66960
32.57756	34.46396	0.06809	71.52847	1173.27088	6.44542	5.96463	7.52137	6.34998	32.94323	5.65580	5.04944	71.35960	1.00000	8.12571	8.78334	5.62989	44.83640
37.49073	86.09856	0.31231	-2.77259	1078.37594	5.14382	8.82387	7.16809	8.06705	22.62978	3.82175	6.44116	39.68017	1.00000	7.98154	5.98792	6.93982	48.92162
48.46458	49.20983	0.08433	9.22796	1096.29159	9.11348	6.38478	7.89445	7.05445	16.99365	6.31691	6.34787	62.05067	1.00000	6.69146	8.05598	6.08182	49.94408
40.68066	33.93009		-73.47429	1123.78836	8.27452	6.38803	7.81137	8.81842	12.69433	6.27395	3.64081	74.58840	0.00000	8.76859	8.37069	9.91688	53.93122
35.48199	49.63058	0.26178	137.02166	1154.78179	7.61884	8.35221	7.24329	8.71561	31.15287	6.52946	4.75209	61.69582	0.00000	7.35606	8.59431	10.61674	60.42130
13.48082	67.72478	0.11823	-86.58208	1110.24350	6.73098	7.06474	7.83347	7.73730	5.31111	6.79854	4.75537	51.47023	1.00000	6.64298	9.91935	2.69886	52.86057
10.66668	47.89837	0.04623	-61.51889	1106.31356	7.55390	4.08345	6.50387	5.37055	7.04294	5.61551	5.13206	81.41797	1.00000	6.76647	9.69284	6.10542	39.61598
39.57582	47.38957	0.07566	-105.11221	1185.97556	6.86645	6.05641	8.42765	4.29598	21.47005	5.68582	6.05123	52.22145	1.00000	7.56623	8.92972	8.30560	49.82217
8.62261	36.90501	0.33620	-70.20749	1063.66959	9.28558	8.83345	7.16780	4.19522	24.05718	6.99009	8.53064	66.65956	1.00000	8.01743	8.55048	5.62336	61.68602
50.5107	35.78858	0.08634	18.30056	1105.69926	7.72054	5.61054	7.85766	6.31777	11.59068	7.99972	8.05828	40.91716	1.00000	6.22118	9.02663	7.10513	54.21156
49.88307	55.14365	0.06953	-119.48568	1087.49624	9.84837	3.87983	7.48911	6.88926	1.42112	7.16812	7.46411	61.72554	0.00000	7.86875	7.82282	7.11807	58.27747
46.1351	37.14065	0.41376	-60.1831	1062.05235	6.95372	9.18876	6.37865	9.22998	16.27940	8.51375	6.53080	90.65642	0.00000	8.14592	8.83045	11.10983	58.58785
33.14447	56.67839	0.12227	47.3799	1119.89619	8.06399	6.57463	8.09373	6.39280	19.13348	4.52406	4.93845	73.90419	0.00000	7.74575	8.84514	6.27120	72.81725
7.83389	22.70942	0.06646	-72.47417	1086.25244	7.08243	5.77070	7.37166	5.83783	24.22967	6.24146	7.62765	55.28503	1.00000	7.78801	9.09679	8.49358	68.00401
-8.73508	50.41107	0.43758	24.99798	1134.98568	6.69405	9.28104	8.20921	12.02306	9.93948	7.47150	7.55664	69.53275	0.00000	5.86395	7.17853	5.31233	51.74877
36.27462	66.27169	1.72013	4.85668	1054.39754	8.79877	10.63098	7.98513	6.37360	32.20912	7.18065	11.55935	66.80437	1.00000	6.91399	10.31139	5.13812	62.03263
15.72892	42.07263	0.08073	120.57224	1063.57393	9.51527	2.85576	7.47726		13.37075	7.58262	6.99759	61.24907	1.00000	8.57415	8.54383	5.72975	50.17666
6.45407	31.96172	0.50602	3.39467	1105.30472	9.60376	9.28018	7.15543	11.82190	20.61983	7.15537	5.57990	45.54095	1.00000	7.80289	9.13727	10.03107	65.99545
0.49113	57.37274	0.36069	29.47306	1066.45758	8.68577	8.90340	9.84360	8.01487	12.11322	5.81180	9.85346	73.34335	0.00000	7.55672	5.48942	4.88415	45.52888
42.93369	43.89387	3.06722	-72.27814	1136.93229	8.49082	11.22330	8.19786	5.19665	7.47892	5.68040	7.60282	40.11887	1.00000	9.42288	6.63779	3.70169	71.75639
54.48147	64.67569	0.57749	53.47103	1087.75239	8.15841	9.54020	6.91566	8.16849	16.49695	5.86052	9.90091	64.30919	0.00000	7.33589	5.19236	5.72749	41.79347
31.92923	44.49015	0.09140	34.86563	1122.70429	8.12064	5.05329	9.50137	6.57954	0.44660	5.80071	5.76375	63.64446	1.00000	7.76440	9.11731	5.97605	35.39790
23.29549	53.08755	0.33198	113.82465	1126.72704	6.95823	8.90629	7.90292	4.28660	17.97215	7.38060	11.21205	57.41204	1.00000	6.48717	9.40686	4.09089	46.91235
53.77166	77.63309	0.50358	38.12408	1196.08833	7.04839	9.30008	8.27566	9.11565	23.55252	5.48991	8.07049	31.51400	0.00000	8.84936	6.50644	6.76506	46.33672
3.8801	49.45222	0.34144	-77.03116	1059.04899	6.59097	8.87652	8.53170	9.14434	2.23723	5.53609	7.52155	51.63717	0.00000	7.23826	6.62039	6.73694	77.63529
3.8801	54.08415	1.14452	-77.03116	1151.68487	7.53227	10.20701	8.62325	8.82568	19.63000	7.68129	5.07960	43.59392	0.00000	6.11258	8.35665	9.45055	76.39695
43.16547	49.60053	0.45974	-77.70066	1126.91197	6.71459	9.21183	11.34034	9.76211	-2.24290	5.35093	7.87988	64.48472	0.00000	7.90246	7.87393	8.99734	59.76792
3.7278	58.18493	0.68514	98.6738	1055.36544	8.67175	9.64865	6.92159	3.86134	26.96919	6.82757	10.99517	61.38409	1.00000	8.93026	12.31456	4.66692	61.63631
18.87813	74.76559	0.21265	72.93924	1168.46329	7.96274	8.32726	8.09889	7.93394	15.34401	6.64026	3.78160	40.63083	0.00000	7.72550	8.26734	10.58333	43.20729
-1.26753	38.90915	0.09615	116.82887	1134.02181	7.42200	7.08583	8.18817	6.46695	20.49262	4.27320	10.53801	68.05332	1.00000	9.35450	9.23114	5.73639	48.62066
34.4833	62.70853	2.32368	136.84186	1074.37047	8.18161	10.94456	7.78143	10.03189	1.77532	5.51762	8.49553	54.13855	0.00000	8.29392	6.92960	6.61384	64.51505
45.43341	58.91713	0.06485	-73.86586	1118.30572	8.13166	5.16063	10.10296	7.16222	19.51314	7.86509	8.30889	54.46325	1.00000	7.11287	9.47970	7.07393	36.49071
29.65163	43.85273	1.15023	-82.32483	1114.12771	9.17704	10.21168	7.43262	6.17764	22.20141	8.21507	8.67212	39.88849	1.00000	6.80580	7.40374	5.41399	49.51185
55.38752	63.40340	0.12221	36.73307	1125.02368	7.88428	7.65056	7.36791	5.19445	16.74411	5.38823	5.70833	51.82632	1.00000	7.06803	8.26595	7.48533	54.10893
32.57756	27.38773	0.32917	71.52847	1055.76274	7.25189	8.88890	9.25472	5.41219	4.79849	6.50638	9.52669	49.45872	1.00000	7.20578	8.96316	6.21727	42.16808
31.78336	87.60937	0.29503	35.23388	1199.77427	8.25693	8.59215	7.31495	8.95768	34.07718	3.67307	6.28062	71.10768	0.00000	8.53008	7.26032	8.67264	38.30950
51.19139	42.68666	21.48016	6.51352	1053.67467	8.53791	13.19289	6.73401	10.79528	19.17234	4.03985	7.62013	80.19739	0.00000	10.03160	6.91627	7.54118	52.10831
50.79205	42.76242	0.04226	-1.08593	1130.76916	8.54445	5.68532	8.46564	6.44088	25.21029	8.00917	9.20642	43.55745	1.00000	6.72416	8.52992	8.62639	50.65815
37.30553	60.82015	1.00150	120.82747	1104.92269	6.57646	10.07747	7.58589	6.49682	19.72961	6.65917	9.34531	16.13309	1.00000	6.51749	9.28988	6.86308	44.61161
60.18427	62.40007	0.13407	24.95034	1197.80239	8.83214	7.83713	6.93605	6.42369	35.60841	4.17952	7.21684	55.28223	1.00000	6.24354	8.36775	6.55677	43.49045
34.61667	59.81242	1.07357	135.6	1083.40409	8.99369	10.13705	7.86087	7.80702	20.44865	5.18728	6.29009	53.76653	0.00000	7.66505	5.93573	10.29745	30.25302
36.20389	37.61682	0.22362	127.08472	1106.07894	7.51557	8.30486	7.01530	8.66432	5.29524	4.20170	6.15546	41.39578	0.00000	8.07216	7.13076	10.48628	60.13037
-6.25	58.20258	0.36839	38.66667	1134.31804	8.04615	8.99653	7.31128	8.51407	12.89143	4.01568	6.67362	37.81517	0.00000	6.80041	4.78810	8.65852	50.90300
42.7	66.74472	0.05749	27.25	1081.61817	8.79304	6.51427	7.43876	6.16760	11.08684	5.72972	5.47022	65.44691	1.00000	6.87909	8.66271	5.90089	57.49660
37.31309	37.72438	2.37283	40.74357	1111.67100	8.87750	10.96043	8.53050	6.16186	27.03098	8.41758	8.67002	37.23155	1.00000	8.41605	10.21790	5.94523	54.95093
40.93121	55.90574	0.36940	-73.89875	1196.88793	7.21578	9.06406	7.11279	8.18615	12.99348	7.61895	10.38819	53.19557	0.00000	5.96472	4.59998		61.37396
49.41029	37.41860	0.11593	38.15035	1072.96532	8.62419	7.07218	6.97972	7.68362	20.72022	6.24788	9.63648	64.35379	1.00000	6.82155	9.88188	9.11941	55.92675
23.49668	31.24293	0.05520	86.68363	1067.09953	7.66043	4.94492	8.64088	8.28842	37.56517	7.41512	7.71514	54.19615	1.00000	8.34143	9.83531	5.63560	25.65235
22.10194	26.28755	0.27965	85.37752	1163.33101	9.20641	8.61767	6.74486	4.91534	21.71986	6.59523	7.99711	50.42324	1.00000	6.64211	8.59713	9.49384	31.06350
-27.50578	46.83776	0.09783	153.10236	1150.03555	7.95457	7.35991	9.86058	6.81862	21.36300	5.64997	10.79297	68.95739	0.00000	6.90276	8.42882	6.80763	17.01245
51.39323	56.27564	0.43339	0.47713	1130.68641	8.42699	9.21760	7.43723	7.33762	31.19855	2.81154	8.56018	55.85352	0.00000		5.46136	7.16400	57.63228
51.21187	43.30965	0.06355	4.25633	1053.04440	6.92681	6.30066	7.25111	3.76777	18.90588	7.19785	8.31547	63.05952	1.00000	6.73730	7.28005	10.45938	68.86422
40.94065	61.35619	0.17269	-73.99681	1090.71422	6.34923	7.97652	7.83549	10.26056	13.72330	5.94195	7.34402	68.68257	0.00000	6.97940	4.95484	6.43729	46.95821
45.75279	36.29867	0.08307	130.57211	1062.57592	7.28097	5.41422	8.60984	4.46616	19.64132	4.74495	4.44775	56.29723	1.00000	7.96392	8.16845	7.16998	62.44716
55.75556	40.78764	0.14108	60.70278	1110.53886	9.44343	7.89329	8.06978	7.58578	9.69893	4.75743	7.81863	42.66254	1.00000	7.66515	7.69629	6.99260	48.83441
41.50343	53.26776	0.81907	-74.01042	1167.52060	7.38426	9.78961	8.27490	4.46663	-6.72983	7.83173	9.71367	52.79422	1.00000	7.66872	8.00558	4.76167	41.95080
21.28306	54.86760	0.20563	-89.66123	1194.60835	6.90305	8.27700	7.26180	6.90359	29.65228	7.15551	9.19880	50.83256	1.00000	8.08596	8.88214	6.81373	65.60457
16.0567	36.89185	0.37296	103.65309	1089.14557	7.92459	8.96432	5.46842	8.88667	10.39548	6.44508	10.11801	72.73603	0.00000	7.41060	6.81031	6.25496	36.45240
40.11583	30.08299	0.17257	67.84222	1113.47543	7.73277	7.86003	10.59651	10.19492	19.93785	6.83864	7.11766	40.32102	0.00000	9.81953	5.38737	6.35968	42.57431
51.67822	77.59577	0.91421	33.9162	1070.45826	7.60359	9.98219	8.75843	5.33566	16.54338	6.61729	9.43223	63.56134	1.00000	9.18198	9.95197	4.77369	73.26693
42.93369	26.61893	0.05566	-72.27814	1147.66012	7.50009	5.00803	7.98739	6.05009	16.57201	7.09855	7.51317	52.36674	1.00000	7.86946	9.50563	7.50371	47.36473
52.86147	49.44570	13.97242	9.5926	1140.53966	7.46264	12.75907	7.44041	10.58340	20.35618	6.58403	9.57299	63.39998	0.00000	7.97221	6.13226	8.97332	72.29817
58.63667	71.99111	0.26678	59.80222	1101.51237	7.63924	8.53205	9.69853	9.43828	24.30901	4.89475	7.33293	55.95691	0.00000	7.91592	5.84012	8.82538	65.43419
5.90702	47.58623	0.24417	116.10146	1170.59790	7.91150	8.28412	6.54065	8.84085	0.90653	4.07046	5.42462	65.08256	0.00000	9.46090	6.63585	8.94624	64.11239
38.37255	53.65909	2.17924	34.02537	1198.10136	7.37584	10.87692	5.30514	11.18252	17.88832	5.44974	6.62894	85.14836	0.00000	6.19407	8.25747	9.09339	29.09240
45.50369	58.32497	0.14598	11.412	1171.37777	7.00784	8.11988	6.12224	5.42721	19.98824	6.03382	4.96214	68.66512	1.00000	7.38901	9.12509	5.56079	59.78852
31.84568	76.16037	1.27723	-102.36764	1101.38941	6.02657	10.35594	7.96821	11.49240	16.17207	7.87188	7.95955	28.15691	0.00000	8.55796	8.27796	9.20290	64.93555
33.44872	50.92663	0.11102	-86.78777	1134.72407	7.73976	5.48846	8.75017	8.07355	43.71873	6.89034	5.86844	66.26429	1.00000	6.88719	9.08198	4.09879	55.42155
54.39635	56.89437	0.41085	24.04142	1060.63586	7.87893	9.01026	7.95867	9.62880	11.77749	5.90606	7.87256	62.95704	0.00000	6.09501	7.34813	6.84397	64.12960
42.52787	55.74296	0.12324	-70.92866	1126.45144	7.82236	7.27236	6.95065	5.90139	29.97626	7.20913	6.82615	49.85668	1.00000	9.11266	8.33971	6.82715	52.85476
40.5576	61.92791	0.50321	-74.28459	1083.79254	7.43283	9.27373	7.91317	7.21139	26.72668	7.41234	10.34699	64.16502	1.00000	7.48704	10.21627	6.08916	43.67002
15.72892	30.74417	0.06409	120.57224	1184.59347	9.28575	4.30162	7.14698	4.91880	17.93631	5.06799	5.83878	77.21821	1.00000	8.94822	6.10397	8.77686	51.81624
14.66	57.19548	0.09231	120.56528	1153.40028	7.46948	7.04996	7.35431	6.09770	10.78094	7.20113	7.60499	52.50799	1.00000	7.12094	9.05231	7.58523	45.10781
42.30865	71.50709	0.39422	-83.48216	1097.65231	6.61116	8.96605	8.10861	7.91137	17.84220	5.53770	5.80207	79.11074	1.00000	8.62393	9.70676	4.99517	57.25338
