CH4	PAHs	H2CO	warning	PM10	PM2.5	O3	PRES	NOx	longitude	CFCs	NH3	latitude	Pb	C2H3NO5	TEMP	CO	SO2
8.39053	7.30989	41.80260	1.00000	5.94303	4.36917	8.83526	1102.65939	8.13064	-118.10583	48.22407	6.93172	34.09611	49.85879	5.98738	29.80703	7.18140	3.75130
8.13145	7.30013	57.56939	1.00000	8.80465	8.53614	6.27011	1195.43793	7.16434	102.56365	44.34719	7.47866	13.65805	38.12936	23.93291	28.19254	4.67998	3.46845
7.92809	8.07791	60.33270	1.00000	7.89083	7.30835	6.26414	1115.59595	7.03567	32.6178	50.83214	6.37071	46.65581	54.74472	14.22064	20.39804	4.89499	2.12195
5.99581	9.48525	45.77233	1.00000	5.41333	5.69067	5.16958	1159.73925	8.02743	-89.99038	56.25439	6.43725	38.58894	28.00794	1.64628	14.44713	8.46588	8.32946
6.93632	8.27330	38.61085	0.00000	7.78065	6.55651	5.21576	1056.82708	6.13397	21.32778	66.39325	4.99335	42	11.80466	10.67596	21.33647	5.05903	6.96779
6.12713	7.87997	41.67002	0.00000	8.21899	6.83751	4.85066	1187.27437	5.67281	119.58627	52.53296	6.54669	23.5654	57.29483	15.78156	16.07705	6.82627	7.61411
9.22874	4.63942	57.97381	0.00000	5.60839	6.33000	2.95684	1199.65875	6.06396	120.89694	75.25062	8.39788	14.95472	47.57867	5.58482	20.10560	8.29073	3.70349
4.53257	5.54040	35.57789	0.00000	6.55021	8.88493	5.24730	1157.71485	5.74875	4.47124	77.67538	6.02801	51.95838	46.69236	5.27093	28.47844	7.96496	4.65925
7.32263	9.91630	48.62818	0.00000	7.63016	7.68340	4.25406	1138.01673	7.62545	19.61222	75.08422	8.78282	44.97639	49.49330	9.65571	13.76816		11.52853
8.05378	9.16796	45.75568	1.00000	8.06238	6.60986	5.49949	1124.32783	7.47314	136.84186	61.20700	6.87808	34.4833	44.39706	10.55216	16.12580	7.08986	6.58022
9.75518	5.55308	51.17950	1.00000	7.69682	10.78785	4.50713	1050.63900	6.88239	-8.33147	52.79334	6.75034	41.20485	69.75287	9.90745	28.68703	3.34509	3.54416
5.93978	8.36341	50.41289	0.00000	7.12123	5.24960	4.93618	1190.99844	5.23195	-99.73314	37.34777	8.93340	32.44874	55.81234	9.71258	10.40775	5.11129	7.40400
6.31565	9.99040	36.51113	0.00000	7.77747	7.84430	3.99944	1150.46441	6.78108	48.41667	39.56554	6.81724	-17.83333	46.80954	9.41661	20.92380	5.13519	9.05116
5.17577	5.27606	42.50786	0.00000	7.12173	5.34613	6.30046	1067.13435	6.29201	11.5	50.48617	6.44168	3.51667	42.46218	5.69743	19.78039	10.22186	7.72666
7.30739	8.07670	37.58570	1.00000	7.24414	6.32624		1137.38931	8.08743	137.4	54.76928	7.16738	34.81667	40.99477	8.31033	7.70762	7.87040	6.78804
5.13543	6.06185	65.40273	0.00000	6.70812	9.52729	5.49135	1146.07267	7.19005	-48.67028	78.36281	6.70079	-28.24	44.95987	5.38178	5.30007	7.65415	6.19430
7.66578	6.57516	28.62932	1.00000	7.13951	9.15391	3.07646	1075.27122	6.75127	18.84	81.39922	8.44045	42.28639	39.45610	10.08465	29.75395	4.86174	6.94770
8.62440	8.21000	60.73162	0.00000	6.82635	5.10077	8.51350	1170.98437	7.47602	-111.89903	49.42563	6.37959	33.50921	34.57899	7.07331	38.87618	11.21594	3.24580
8.47733	8.34254	63.58827	1.00000	6.93894	5.35013	8.42602	1174.87916	6.35986	97.01124	65.93311	5.19209	17.30858	46.58431	6.58591	28.53324	9.37547	6.50210
10.01158	7.87443	66.96905	1.00000	6.74806	5.99066	8.99866	1135.50718	9.11575	-75.23266	58.36621	7.21447	43.1009	54.85141	6.63754	6.36294	6.95400	6.11586
8.74307	6.36125	33.08428	0.00000	6.65877	5.78047	6.72887	1109.57940	5.95872	1.6	50.38631	6.90802	43.11667	54.42987	7.18658	33.74306	5.46063	6.69732
7.23253	7.28586	51.89106	0.00000	9.28036	4.54913	5.82858	1082.20007	5.80793	-97.90308	61.83231	5.93253	31.12406	48.32432	33.47148	11.67799	5.49138	6.17712
10.77742	8.54258	47.22825	1.00000	6.94394	7.74520	6.15808	1055.22473	6.59290	-94.41551	44.99251	6.38402	39.09112	52.81591	6.13388	27.30293	4.78082	3.83598
6.85160	9.01056	59.92372	0.00000	6.72795	4.17050	5.26961	1071.69648	7.23323	83.62389	68.89122	6.27391	53.30972	68.48456	5.44820	5.49074	2.55742	7.18178
8.55620	6.33883	47.04684	0.00000	6.73821	4.25468	6.55136	1116.73238	6.27955	29.26639	65.42240	6.21750	37.58105	37.71042	7.47351	6.69517	6.41565	4.79878
7.19688	7.56647	38.55241	1.00000	7.92225	4.35997	7.99199	1110.57752	7.07370	-95.63079	30.35326	7.02083	31.76212	49.24292	12.39471	19.41538	7.02685	4.18797
6.67660	8.14862	63.41352	1.00000	7.68012	4.08556	7.97109	1147.24137	6.61525	137.5	48.58479	6.42382	34.9	49.16956	9.87298	18.17967	7.88834	7.03591
8.01996	8.87786	58.56538	1.00000	5.47181	5.99959	6.98258	1112.09641	6.96331	99.1625	54.62582	6.81519	3.3285	72.03334	2.35507	16.75420	6.23611	7.04011
8.23427	7.11625	53.06840	1.00000	7.19883	5.45821	8.81851	1155.45650	6.86598	107.60627	54.32529	3.42844	51.82721	43.54842	7.32707	-3.18100	6.69382	5.48481
6.12440	7.01699	39.55289	0.00000	6.22410	8.26715	6.13635	1074.56594	6.18072	123.50266	49.61054	7.27384	41.94175	62.67813	6.76404	17.70234	5.52210	5.18001
9.35672	7.64578	58.07416	1.00000	5.80765	5.82594	8.87662	1182.58286	7.14666	-4.0573	64.95917	5.39647	55.82737	51.24902	6.81041	10.93875	8.12138	4.30064
0.83636	3.30615	60.16712	0.00000	6.05076	8.14554	8.86116	1139.79838	5.29398	146.05093	48.76780	8.38168	-34.28853	65.07228	3.27561	20.60573	12.10184	8.41597
7.35151	5.28881	51.16789	1.00000	7.34387	10.32557	3.76345	1183.59944	8.19012	-48.67028	69.85984	6.33904	-28.24	63.87572	4.72482	11.14413	3.75082	3.92702
6.40459	9.31808	47.15695	1.00000	8.55010	5.28323	5.02084	1171.77673	7.50881	5.22778	39.71143	6.85573	51.955	43.46686	17.06297	12.53222	7.96166	6.20853
9.48298	8.58344	57.65219	0.00000	7.05165	5.03219	5.44124	1197.23642	5.41183	-1.29772	59.06159	8.29455	50.76306	52.15930	6.86445	6.15035	5.73405	12.30639
7.31096	10.05107	69.67888	0.00000	8.00994	6.44749	4.22534	1125.52784	9.37275	-72.86843	60.37103	6.12880	41.27621	42.01036	10.29841	7.04392	4.90019	7.77287
6.32285	9.54924	49.02496	1.00000	7.01317	5.74571	6.10199	1123.58594	8.12584	-94.41551	46.69190	5.60134	39.09112	57.60995	5.12276	10.95049	7.96991	7.71281
5.47524	4.82227	53.12175	0.00000	6.92191	8.34967	6.33091	1109.95186	7.83077	43.63417	57.05060	9.07617	43.96222	38.54244	6.04971	22.44245	8.17629	5.71025
9.10854	10.56913	48.11691	0.00000	6.22829	5.81344	4.33047	1122.46318	6.88783	4.92235	79.62518	4.72955	7.65649	48.35079		11.98425	5.05253	10.37766
7.35986	6.93777	63.14761	1.00000	5.87439	4.69071	8.78089	1081.74795	6.13831	139.55028	48.61273	7.50899	35.30889	51.81063	4.81673	2.95474	7.42524	4.71692
9.90312	8.37168	58.16392	1.00000	8.29033	7.61287	4.00567	1173.94741	7.21416	3.16667	57.98803	6.73533	50.8	52.96382	14.25164	-0.99393	4.98299	6.58179
8.11512	7.26272	75.67209	0.00000	8.10658	6.09864	6.27990	1168.60412	7.83129	-71.23106	51.24878	5.98509	-32.45242	30.28260	11.37712	5.19659	4.40500	5.17060
10.09276	6.17614	55.03484	0.00000	7.50919	4.43448	7.20321	1068.81686	8.17142	43.63417	58.19743	7.99925	43.96222	45.06942	3.25389	10.90279	5.50823	7.78995
9.72018	8.62776	55.85305	1.00000	6.10287	8.42113	6.68326	1134.34395	6.46645	85.4265	60.52905	6.01517	55.8736	29.84487	4.19735	6.16441	4.98025	4.08474
7.24307	8.89340	57.62227	1.00000	7.28957	6.84528	6.79549	1120.55028	6.99584	-91.06177	55.60501	5.84758	33.41012	47.22090	5.74875	19.69195	7.95403	7.11241
7.33041	7.68071	60.79675	1.00000	6.77936	4.85298	7.94010	1188.85709	5.82541	128.62667	52.08433	5.70640	34.8825	45.17978	4.58538	13.02598	8.65957	3.04810
6.52707	5.39063	25.44655	1.00000	3.73146	6.01287	6.96720	1136.62381	7.34206	-85.76942	68.16011	6.37748	39.78504	55.57597	5.34640	14.56676	4.77425	5.52006
8.58084	7.17770	44.62597	1.00000	6.49977	5.10152	9.18933	1075.34808	6.98533	9.22796	71.69714	4.74239	48.46458	55.01863	3.62357	16.24191	8.29936	4.49503
7.85131	8.53455	43.02086	0.00000	6.59585	5.39712	4.95092	1168.12222	6.75906	113.69785	73.98400	5.09889	-7.73379	37.74886	5.83548	17.78140	6.56241	7.43678
5.24451	5.86636	60.91565	0.00000	9.18234	8.35015	6.02532	1177.72573	7.78994	-82.61573	32.54415	6.56467	41.24255	63.09344	26.72505	16.01433	7.68515	5.99669
8.89933	7.13730	35.86307	1.00000	6.35856	8.83661	4.42087	1097.01644	4.51703	-73.20483	66.00567	6.73599	41.16704	41.65398	7.31605	27.15464	4.99022	6.69165
8.15351	8.65653	48.18626	1.00000	5.04250	5.96327	7.15380	1163.15119	7.01875	-95.44744	75.42091	7.37332	29.53885	48.95385	6.04341	10.29129	7.48217	4.10281
8.32165	5.08210	51.83121	0.00000	6.22988	8.91931	2.16981	1126.33109	5.90956	14.72443	62.22271	8.92150	36.92574	47.91556	7.53724	5.37027	7.72288	3.22243
8.07354	5.65659	56.58062	1.00000	7.03499	2.79248	10.38303	1083.49480	7.03656	-73.25383	67.38631	7.06873	-3.74912	51.88436	5.28143	28.86039	5.63918	4.08763
8.91789	8.23830	34.42462	1.00000	6.80359	5.96830	8.00983	1073.72619	6.80631	44.02488	53.34689	8.73160	32.61603	33.22560	4.44059	1.20227	7.60629	5.29638
6.37418	10.93768	63.60724	0.00000	5.70293	4.02032	3.75548	1141.66893	8.01815	1.10687	66.43239	5.17644	41.15612	46.00850	4.23747	13.75055	3.49800	6.83717
8.46185	8.00031	66.99197	1.00000	7.59909	8.05465	4.56481	1111.73792	7.83000	30.96755	56.12847	7.80158	49.07866	50.05309	6.60319	20.37928	5.70262	7.47375
9.57503	9.36992	38.34611	0.00000	6.87389	3.24781	5.71822	1167.43388	7.51077	13.63617	69.78236	7.91953	50.50301	56.25659	6.35707	12.29202	2.60316	7.63547
8.61296	7.36384	41.17024	1.00000	7.03390	9.36011	6.16072	1087.42428	5.82258	12.19458	66.77130	6.40884	10.61285	53.87347	4.85464	34.74498	5.25161	4.42894
9.39344	9.37289	56.46572	1.00000	6.54356	7.06874	7.24059	1114.81300	8.96280	65.93249	56.28433	7.54713	36.21544	60.75287	4.26219	15.60613	6.52363	5.41903
9.73034	5.84821	46.12253		7.16854	2.26856	11.90064	1157.61192	7.89744	42.85693	47.76747	6.22163	39.22493	33.69673	4.91942	10.41660	8.97126	3.66637
8.20369	9.20599	44.29300	1.00000	5.82783	6.76368	5.76247	1053.33543	6.26122	8.88104	57.53958	4.23473	45.79377	63.69492	5.47321	21.24400	5.39860	5.17833
4.63333	6.93498	65.64774	0.00000	6.75227	7.00544	7.35868	1160.82823	6.45395	-7.35	62.66040	6.56614	53.53333	30.97403	5.25279	1.88520	8.24440	8.91278
2.56865	6.02042	28.47782	0.00000	8.24018	8.94019	6.72473	1150.72841	6.40606	3.39467	68.06938	6.23748	6.45407	44.19772	14.79462	23.22486	9.12101	7.33250
8.85001	10.45120	51.78102	0.00000	5.91391	7.49735	4.56674	1050.68860	6.52824	-118.10583	56.18582	8.74121	34.09611	54.37378	4.85859	14.60034	4.22770	7.95404
8.47390	6.42173	61.50757	0.00000	6.45420	5.06432	6.28149	1134.80896	7.97855	-121.75689	74.67657	5.71356	36.91023	58.00150	6.19026	7.42031	6.92763	9.41146
9.07662	6.79965	48.89452	1.00000	6.25751	10.58638	5.75873	1097.28938	6.12708	-87.45476	65.45631	4.84899	41.47892	49.22658	3.36058	0.98950	2.95302	3.97039
9.60164	7.26874	58.93724	1.00000	6.08617	5.15152	9.82991	1104.12501	7.96893	98.50893	59.16364	7.22672	16.68911	60.49529	6.84111	28.21748	8.47080	5.54671
7.52811	8.83510	32.06035	1.00000	7.91682	5.15317	6.95213	1100.10230	8.11291	48.41667	51.74630	6.97515	-17.83333	52.59176	13.23252	34.55927	7.10059	5.32405
8.61247	8.99258	36.27799	0.00000	6.34196	6.16025	4.40783	1121.38988	6.33671	114.51667	53.74615	7.44600	33.78333	50.47580	5.92096	9.72286	8.15656	11.27481
5.34315	5.92569	43.37913	0.00000	6.61602	7.26390	5.89285	1177.81804	5.88519	-75.69947	57.37254	7.96741	8.79577	70.01287	4.91171	7.42956	7.68915	5.35393
7.54596	8.76718	66.75596	1.00000	6.60682	6.37104	4.34665	1130.00377	7.98867	7.60872	67.69097	6.50518	43.78956	50.94595	5.95519	26.22928	7.70273	8.24690
3.77394	6.78901	27.43294	0.00000	8.30531	9.67252	6.00014	1068.49762	6.54818	-82.46148	62.43754	8.29904	28.15112	42.33659	15.29313	33.67988	6.09146	4.30252
8.65299	6.51368	28.91548	0.00000	5.52271	3.18172	7.00409	1142.37291	7.70755	48.41667	44.94610	6.63837	-17.83333	46.38567	4.05997	14.46747	3.86601	7.01399
6.48046	7.79652	43.98305	0.00000	6.85448	5.86501	5.03795	1131.55334	8.06706	1.00288	54.62581	4.98385	49.28669	62.47499	7.86657	20.96477	6.53955	7.64929
9.16324	8.12579	34.98451	1.00000	8.47831	6.21050	8.82102	1058.62443	4.88609	-71.23106	55.14867	7.85011	-32.45242	59.43894	15.53928	23.09538	10.06211	5.44256
6.47630	8.28609	41.57409	1.00000	7.74973	5.33765	7.30950	1103.71401	8.53750	27.02444	57.27401	6.90418	39.59611	48.93939	11.29368	22.31149	8.82863	5.26989
7.91542	9.48592	48.89895	1.00000	8.11959	7.06590	5.64117	1107.97414	7.06681	75.35927	46.21202	7.93943	12.04161	47.67240	11.73800	18.87817	7.30455	8.97214
9.05091	9.51706	45.21352	0.00000	6.76205	3.86397	5.02627	1173.14192	6.05933	120.33063	57.00192	5.34546	37.65181	54.00428	8.47509	17.19203	4.63040	9.39986
3.63870	6.90633	51.84749	1.00000		10.72326	4.82372	1078.67617	5.71257	18.34717	72.78287	5.93378	54.60528	56.72716	5.42021	1.09698	8.16632	6.84031
8.30347	9.91814	66.01970	1.00000	6.74109	8.04084	5.88474	1171.20916	6.73437	-71.19901	52.91328	8.55628	-30.60106	46.94259	6.61336	14.42165	8.71209	5.60831
10.02784	4.74767	46.20626	1.00000	7.36248	2.60197	13.15772	1091.48166	6.08534	32.86389	45.74483	7.40059	53.95278	17.85763	6.70231	25.70302	9.06065	5.07391
7.25082	9.23182	76.60507	0.00000	6.86410	8.07815	5.10256	1101.15801	7.17200	-72.86843	62.95018	8.10634	41.27621	60.98267	5.82103	12.30170	3.29642	9.97698
9.50214	4.39824	75.56285	1.00000	5.43604	3.99965	12.21392	1056.26654	6.98191	0.47713	52.06276	6.84506	51.39323	45.24065	5.25493	11.77952	7.34837	2.66130
10.74362	6.01978	51.24410	1.00000	7.06846	4.41504	11.73438	1075.57871	5.58459	140.72287	65.87854	7.93170	53.14657	44.59490	8.25953	0.91840	10.04094	3.57663
7.81745	8.21976	30.42862	1.00000	8.03490	6.45345	4.47336	1182.10666	4.92015	145.18333	63.42048	7.79523	-37.9	33.45313	11.37473	18.09406	5.84688	4.69559
9.21319	8.69919	62.44326	1.00000	9.84681	5.68458	8.13147	1159.83077	7.03443	125.21972	55.14362	7.25778	-8.99167	42.27357	55.30682	14.68757	7.36551	7.77730
7.93349	8.43493	57.56633	0.00000	6.88541	6.57131	5.26644	1154.84356	6.74814	-3.05814	64.44620	6.23081	53.00974	44.80768	4.96341	12.36326	5.43358	7.64072
3.96868	5.84128	66.47130	0.00000	7.45336	7.10488	6.26422	1111.11269	6.88925	124.95278	68.19102	6.77007	6.33444	28.36511	9.90895	5.03177	7.86331	4.69295
5.94961	5.25599	34.88382	0.00000	7.32026	5.49387	5.69333	1091.70813	7.05579	-121.75689	56.68922	7.11782	36.91023	31.48828	7.27536	14.52487	10.03656	7.42379
5.82322	7.83218	59.02960	1.00000	6.40923	6.30454	5.20180	1055.28167	6.40343	-122.86705	70.76935		45.49428	54.11898	7.38920	3.30660	6.19952	3.20118
7.83167	8.46823	29.17370	1.00000	6.62133	6.25638	5.27451	1158.61873	6.96345	17.80774	30.69266	5.90201	40.55851	56.24156	4.89659	15.89076	6.10645	4.30355
6.24448	10.15323	56.79071	1.00000	7.34379	7.14558	4.83492	1100.09269	5.59947	83.62389	43.54591	6.22508	53.30972	79.84359	8.91161	9.62585	8.70873	5.37078
6.36665	9.15515	35.36356	0.00000	7.20660	5.02724	4.91512	1140.30969	8.26661	16.54165	77.74099	8.23871	68.79833	38.95700	8.66786	5.26351	3.38282	7.90358
6.02484	6.98299	58.52208	0.00000	6.40123	7.80764	4.70697	1053.88059	6.98486	118.53333	37.99973	7.95088	27.92333	45.04365	5.22136	19.75988	6.97694	5.39537
4.20628	3.27429	56.19616	0.00000	6.37279	8.26731	6.69673	1140.70472	7.50064	43.38531	35.62658	6.12581	9.89206	42.50904	8.44898	9.10445	10.12485	5.63152
9.62367	8.52110	57.78976	1.00000	9.19203	8.37787	5.41365	1050.50799	5.95933	2.44892	53.16870	8.12886	48.98693	52.06064	29.85531	25.93260	6.00663	8.00792
9.18593	7.12590	38.42093	1.00000	7.05057	8.75063	3.86569	1175.08984	8.50438	138.31667	47.92109	8.41456	36.65	30.96488	8.47390	21.51689	5.66406	7.49564
8.13755	9.02205	71.12998	1.00000	6.45487	6.77789	5.50230	1107.88568	5.56202	37.3825	63.91210	5.69807	37.05944	74.49271	5.90950	4.82056	6.35778	5.72079
3.58059	5.99387	46.78683	0.00000	6.62261	7.72794	6.98304	1066.87899	7.39363	2.08333	56.59826	6.90742	48.86667	62.61505	5.18265		7.97314	5.99742
8.96636	7.57639	26.13491	1.00000	7.03615	5.53196	9.47373	1141.24536	4.45728	-96.72365	53.47543	6.78983	17.06542	36.06233	6.42980	10.36794	11.38851	4.58288
8.92307	7.23582	69.23822	0.00000	7.64330	3.44856	6.28327	1147.58215	6.87184	112.23109	52.53307	7.75619	-7.57897	52.50912	11.61326	-0.31637	4.97409	8.59881
9.98066	9.58760	62.76933	1.00000	6.31150	6.78175	6.49076	1153.49913	8.25634	71.67164	50.70216	6.08038	30.29184	69.15251	5.17559	-4.71274	6.50534	5.84864
7.78286	6.09295	65.79336	1.00000	7.26584	10.49513	3.36411	1112.55931	7.54964	19.21437	74.59457	5.86264	44.75874	53.42672	8.97756	23.26578	4.16258	8.25722
7.32392	8.16367	12.32103	1.00000	9.32982	5.16735	7.51375	1079.45984	6.28331	9.22796	56.54729	5.28256	48.46458	38.61542	32.05294	10.21737	5.88162	6.85217
8.68661	7.32332	43.92558	1.00000	7.58416	9.57012	5.85943	1152.26830	4.94832	-69.96533	67.22157	6.90819	43.91452	45.92798	7.95419	17.44780	4.80189	5.20867
3.66045	4.08524	34.87468	0.00000	7.93984	8.00975	6.87652	1087.07368	8.02197	5.23333	28.60298	6.65595	52.09	25.92269	10.40688	8.83357	9.95014	6.20234
4.71577	6.43365	42.42881	1.00000	7.30051	8.76847	5.02167	1147.09470	8.08979	-82.35176	62.85011	6.77592	27.71809	38.85105	9.14848	36.79594	4.14064	2.72371
11.36225	7.31822	58.21959	1.00000	7.19503	6.26814	10.57876	1151.81794	6.23856	-87.45476	46.47013	7.13792	41.47892	63.99045	8.57351	6.83124	8.56147	6.18562
5.11570	5.67531	41.85546	0.00000	5.47592	8.15981	6.08324	1053.41100	7.67508	3.16667	38.21637	6.99425	50.8	56.39387	5.80074	3.74280	8.06422	6.13827
5.32857	7.01443	40.53477	1.00000	7.56262	8.66839	4.87065	1091.49716	6.84836	12.87117	64.80662	7.59108	50.23271	40.55938	8.57557	6.75419	5.90145	6.25909
8.59623	11.07293	14.78714	0.00000	4.48793	7.29734	4.05844	1058.88031	6.27718	-88.3162	59.54778	5.80945	42.24113	68.64270	7.11313	11.06921	4.12407	11.04050
8.51907	8.26464	63.65637	1.00000	6.67378	8.62727	5.68359	1125.80938	7.15180	120.74792	58.09048	6.56412	41.09822	31.08387	6.58984	23.14959	5.65415	6.15277
6.59945	6.02746	21.08704	0.00000	6.98881	3.53399	6.29131	1112.61738	5.86585	137.95378	45.76730	5.15193	35.82756	26.12266	9.59325	8.90913	6.13528	5.29010
6.25229	8.47990	46.10090	1.00000	4.77832	5.86086	6.05931	1101.86963	6.85105	78.40102	59.46154	6.17304	27.9247	66.01193	4.95549	16.56862	5.50686	4.51325
8.56614	8.32163	60.74301	1.00000	6.79573	7.02615	8.16706	1128.20013	7.20369	122.20488	54.88443	6.03979	29.98869	40.26991	6.07111	16.00287	9.39667	6.92875
7.48358	7.76476	34.57271	1.00000	6.55377	8.27305	4.86068	1064.33578	6.13608	-122.86705	66.19198	6.25006	45.49428	47.08153	5.83126	24.82095	4.91314	4.93696
7.81442	10.42863	58.51493	0.00000	5.60027	4.95692	4.29682	1056.75627	4.95682	-98.1664	83.11679	7.50399	19.32932	66.40843	3.94470	25.27219	4.34337	6.40085
8.56548	10.30985	38.38265	1.00000	6.30367	5.36868	5.95297	1056.94329	7.10900	77.24779	39.95777	5.91681	10.58806	65.12959	6.05319	19.49152	7.23863	7.27549
9.11675	6.93673	40.88751	1.00000	6.85311	5.43297	9.45801	1151.05361	6.77802	-1.86343	60.55929	8.30470	38.10558	41.24230	7.94384	5.49847	6.71328	5.77212
6.69544	8.44282	31.97730	1.00000	6.22692	4.82261	7.18570	1121.74796	5.84211	136.13108	41.37499	6.17913	34.75856	35.42596	5.15320	18.55974	8.48708	4.60252
7.76440	9.07150	31.60820	0.00000	6.51752	4.96768	4.73907	1159.91383	6.04602	145.06667	52.88328	7.28245	-37.88333	58.06075	3.38929	-0.81539	5.98727	8.23485
10.66295	8.58363	30.41287	1.00000	6.96579	8.08829	6.99051	1076.95591	6.59429	-90.10674	58.59320	6.10938	29.84576	49.72491	7.68799	7.30135	6.06037	5.03587
9.96886	8.52130	49.43063	1.00000	7.51414	8.74765	6.18263	1129.15354	6.54709	-0.45877	39.36337	5.61756	46.32313	45.50043	9.11476	15.54835	4.97008	5.44113
7.66211	7.55392	55.92374	1.00000	6.13207	8.27711	5.23596	1126.98517	6.00738	12.16179	61.45295	6.53857	48.52961	35.84671	5.80934	22.33671	5.77544	5.63452
7.35519	7.00180	45.68106	1.00000	8.02644	3.79487	8.89117	1124.40451	6.55279	2.44892	64.24673	6.65185	48.98693	35.47330	12.68581	2.76431	6.94592	4.41868
7.63089	7.28875	36.13152	1.00000	6.92585	3.34152	8.87571	1190.89858	6.24514	40.74357	74.82418	7.16282	37.31309	77.74030	5.52320	17.43050	6.47570	4.94638
7.46917	6.30265	47.70769	0.00000	6.75875	5.87724	6.10773	1151.51862	8.63084	-7.35	78.08649	7.51297	53.53333	41.95043	5.72736	-1.79480	6.92546	7.22438
8.00883	8.87313	42.95337	1.00000	6.85137	8.05034	5.13846	1138.61034	6.02413	65.93249	54.21307	7.21868	36.21544	58.00592	6.07227	7.21233	5.56147	8.51275
7.97224	8.56226	31.83423	0.00000	6.50061	5.80171	4.60450	1177.59719	9.14387	78.15794	51.53853	7.92595	12.1277	36.44395	4.36055	6.83484	8.03308	10.08603
10.41853	7.37363	36.35318	1.00000	6.01762	8.52907	5.28720	1170.39729	6.96217	13.44275	44.00028	7.37700	38.07789	44.77537	4.47657	-4.85329	4.21193	3.19088
9.89825	8.50118	42.95963	1.00000	7.53457	7.81700	6.27338	1052.07690	5.31764	-42.98194	75.96292	7.41795	-22.53722	48.82782	9.43033	-3.42180	4.35302	3.21570
6.46495	7.20648	60.37775	0.00000	5.82414	7.85917	4.76437	1079.79439	6.50687	-1.325	62.57601	7.94861	38.47917	60.99121	6.24800	10.78632	6.12950	4.91743
6.41590	9.06094	42.90992	0.00000	7.62376	6.80563	4.14095	1128.79528	8.44818	146.05093	70.74731	5.62710	-34.28853	45.29832	9.13293	13.86809	6.88034	9.78668
5.81619	4.55224	50.11710	0.00000	8.25396	7.88253	4.02732	1074.70410	5.81213	65.93249	71.30852	7.75548	36.21544	47.97141	13.92363	27.56017	8.42875	2.90841
8.43437	6.93277	47.18477	1.00000	8.47107	4.10440	9.67077	1082.07813	5.03224	6.8625	54.70101	6.31598	51.47805	65.28780	16.12465	17.48954	7.76951	5.05874
7.37823	8.92090	54.36241	1.00000	8.14338	6.81296	6.17133	1099.15130	7.53085	2.29275	65.08102	7.34060	48.79325	42.82038	12.28681	16.94978	6.11463	4.80008
9.51119	6.93564	50.31436	0.00000	7.40819	5.89908	6.40978	1067.61902	6.82022	12.6723	41.89739	6.19071	41.72063	62.18009	7.66963	14.50428	6.10718	9.17519
4.08889	3.72566	39.80790	0.00000	7.52744	8.75660	6.31416	1148.83243	8.04914	-82.46148	52.90683	7.07289	28.15112	20.52480	8.33878	3.11334	9.97122	5.78335
7.27569	8.84162	50.43080	1.00000	5.94187	5.76351	6.78929	1154.07480	7.22638	34.11169	65.33679	6.44736	0.46005	40.39856	4.87077	11.24656	7.11481	6.24141
7.31702	7.96275	26.32929	1.00000	5.38698	8.55785	6.44003	1184.30922	4.93467	-0.59543	63.50947	6.42739	44.80477	43.13560	4.26432	19.34337	4.34399	3.17650
7.03944	5.91663	41.23637	1.00000	6.27901	9.38319	4.82644	1171.24170	7.55790	-96.72365	83.90972	8.41164	17.06542	35.66142	5.68179	6.99131	3.91980	2.16470
7.91974	7.79327	55.59751	1.00000	4.26839	5.37538	8.02900	1114.40379	6.46897	130.57211	47.53946	5.95706	45.75279	49.10783	7.68307	19.69873	6.27268	6.07887
6.28644	5.46878	66.96575	0.00000	7.45062	7.22105	5.11432	1126.43847	6.44326	33.34864	52.41586	7.17804	46.75451	35.18827	8.11696	30.99926	9.71130	7.83802
6.75293	10.09231	45.48754	1.00000	6.35372	5.81889	5.35441	1079.50673	7.37355	117.4831	67.70387	8.46675	27.34089	60.54377	6.25623	22.86549	6.40272	7.09801
8.09839	5.64006	48.15159	0.00000	5.64639	7.47889	4.06864	1115.16856	6.28521	125.51176	58.41628	7.02788	42.64031	45.64435	4.40808	32.46572	6.31679	3.13254
6.88163	6.25937	50.01337	0.00000	6.63005	5.55556	6.17902	1056.49399	6.99000	78.14797	80.86877	7.21243	15.45144	41.97010	9.29819	30.73678	6.38286	5.27288
8.32467	7.35803	51.06003	0.00000	7.51858	3.77027	6.28749	1167.43115	7.65149	43.67663	45.40875	6.94490	53.53041	40.00020	7.94983	9.76297	4.17491	7.65532
9.67290	7.40002	42.97947	1.00000	5.46893	9.22273	4.18399	1166.16165	6.71954	120.89694	65.41237	7.24652	14.95472	44.15321	4.70129	17.53476	4.16542	5.97604
3.91533	5.08457	60.63706	0.00000	6.42955	12.33000	4.73479	1187.83826	6.86707	-73.9625	57.03839	6.68181	40.81	47.67809	3.47890	22.88790	8.44723	5.45428
4.68706	4.27529	51.86230	0.00000	5.69134	8.06249	5.39301	1130.28760	7.40466	128.9889	60.17091	6.20585	37.1759	53.65267	5.61809	24.69016	9.72764	5.29136
7.88983	7.01752	42.05838	1.00000	8.21832	5.01939	9.02973	1154.42076	5.63284	-97.35992	56.89400	6.99564	19.8173	61.17560	11.68541	19.56645	8.08491	4.68784
