longitude	Pb	NH3	PRES	H2CO	SO2	latitude	PM2.5	TEMP	C2H3NO5	CO	PM10	CFCs	PAHs	CH4	O3	NOx	warning
10.03988	53.48720	8.57425	1172.92714	45.55235	6.95164	53.6052	4.52455	25.92201	4.10280	7.04377	8.26331	33.50000	9.27518	6.54269	7.13691	11.00248	0.00000
13.58357	44.28401	9.65314	1102.88340	35.31933	7.53951	-1.63333	5.67006	12.82269		7.78427	9.21783	53.64460	7.57378	6.95194	7.18692	6.34266	0.00000
10.03988	70.88960	7.19135	1149.46325	52.95516	6.93387	53.6052	9.41432	19.25429	4.01328	6.62911	8.21218	65.66138	9.32518	9.11597	7.64377	7.82921	1.00000
27.46153	43.18642	9.95221	1083.25025	43.54079	6.49205	-21.44236	6.91886	14.63539	8.22257	7.11768	8.96206	58.49294	6.90364	7.00669	7.69207	7.45612	0.00000
-73.97069	52.70907	6.23047	1084.71782	44.59365	6.83682	40.64621	10.12983	2.63890	4.67105	7.02358	8.08137	67.78815	9.60586	8.70002	8.78423	10.00639	1.00000
-117.71978	75.71007	9.73164	1134.01734	56.02883	6.84460	34.09668	7.53051	11.01287	4.36931	7.80279	8.07309	53.96643	8.04660	7.03560	6.48166	6.28306	0.00000
60.70278	61.57193	5.26998	1124.58808	46.75773	6.78821	55.75556	8.80720	19.78144	14.84862	4.10201	9.65440	20.75488	7.68124	7.34780	9.86197	11.57999	1.00000
5.22778	73.63895	9.11578	1117.36479	38.66120	4.58945	51.955	12.07913	14.26916	5.30023	8.52092	8.54172	52.82445	12.73049	8.15845	6.83238	11.68530	1.00000
-50.00639	33.13771	6.29595	1132.56847	30.94526	8.74033	-25.42944	8.75848	6.76292	7.66118	6.51448	8.94939	34.10700	7.63592	8.86185	9.34186	8.21938	1.00000
68.21204	47.32093	7.51861	1167.01629	59.32275	7.06925	27.55898	9.85443	36.59558	20.25567	7.17781	10.04538	22.20477	8.87701	7.32712	8.13016	7.51866	1.00000
-89.66123	22.83584	6.77542	1089.01746	54.64574	6.81993	21.28306	9.75127	28.46132	11.77562	5.80717	9.41927	54.16286		8.15723	7.95845	9.74411	1.00000
-97.35992	49.74467	5.71343	1195.04437	45.99187	6.41753	19.8173	8.66494	15.48565	4.84231	7.78378	8.33560	44.17878	10.70070	8.47249	7.07783	5.57503	1.00000
-118.10583	65.37499	6.66925	1061.35992	30.57427	7.20249	34.09611	8.33985	5.94485	3.22725	9.11139	7.72516	45.63020	9.26015	6.32993	7.08973	8.07916	1.00000
76.92421	44.78770	3.68887	1122.56560	32.70556	7.24091	60.97944	11.43884	2.65273	2.54279	6.83324	7.17551	50.43215	11.95691	7.14468	8.18273	7.60759	1.00000
6.26667	20.11307	5.84018	1182.22926	55.80310	6.42829	51.21667	7.86380	19.57675	5.72225	5.38240	8.55259	54.24504	8.39073	10.52516	7.40634	10.22151	1.00000
106.85417	36.00071	7.89798	1158.44047	70.26511	5.87359	-6.48167	7.62532	16.86184	3.27333	6.92392	7.61257	72.05670	9.23508	8.17176	10.13229	5.90744	1.00000
-113.3187	53.04486	8.34993	1090.33159	52.87500	5.75859	53.51684	8.77152	13.66577	1.84439	7.03118	7.09096	35.56874	8.79994	8.58875	7.72725	8.39259	1.00000
60.70278	33.11182	7.41002	1160.77283	42.82241	6.97051	55.75556	11.10053	10.55471	2.34228	5.83109	7.25189	51.65111	11.02447	8.89158	8.49878	9.24738	1.00000
24.95034	56.78660	7.62509	1068.83656	31.72770	9.00222	60.18427	5.58066	13.54359	7.27074	7.66279	8.76815	54.10244	8.27128	7.67718	7.10941	6.72685	1.00000
2.95924	49.59950	7.73078	1171.80422	40.32058	9.07368	36.76775	8.42882	13.43324	2.57839	7.31556	7.32849	60.41871	9.18096	9.93453	7.00493	8.52987	0.00000
6.61944	48.09761	4.69133	1121.37326	86.74037	5.67491	52.57583	7.61707	27.83780	23.59048	7.93988	10.14162	44.31344	12.00690	7.56009	8.80872	4.81580	1.00000
135.21667	34.64109	6.48882	1184.63693	40.85859	8.74857	35.06667	6.11062	20.26787	0.97994	6.98824	6.84242	55.99360	10.54150	8.05738	8.90152	10.67833	0.00000
12.1369	58.99055	5.22674	1135.94868	51.19722	6.94884	51.04962	9.53472	29.18608	4.42352	7.26825	8.24130	51.50125	11.18110	9.20386	7.09854	5.16997	1.00000
60.70278	60.83812	6.34778	1186.73786	25.09242	7.15632	55.75556	8.75481	9.49485	12.00779	8.77592	9.44501	49.28122	10.84259	8.18897	9.37312	6.90882	1.00000
8.61839	73.84872	8.89281	1097.20931	38.97205	6.98162	49.68369	11.02992	4.21239	5.06389	6.49443	8.48430	41.07118	9.75264	6.36335	8.49288	10.68802	1.00000
-122.86705	19.32856	5.96100	1090.40201	60.98007	4.58998	45.49428	10.52761	7.10705	2.69154	5.82848	7.51496	47.74493	11.75000	9.74951	8.09586	8.19292	1.00000
-56.52361	66.35057	5.26814	1096.51386	44.14674	4.85403	-33.38056	10.00559	37.11666	3.26764	6.84252	7.80885	34.34220	11.95485	9.21073	7.75256	6.85610	1.00000
-48.52333	46.47029	10.94200	1151.41902	22.87707	6.90596	-0.71667	6.47495	1.14931	2.94972	7.36607	7.42464	40.30476	7.00832	7.76553	7.29208	6.78054	0.00000
2.95924	54.52498	9.57011	1074.95614	36.30239	6.73480	36.76775	6.81911	26.66371	10.15098	7.95518	9.19898	64.24661	7.06652	7.30237	9.25154	6.62038	1.00000
19.27498	47.54373	8.10891	1111.66104	62.98418	6.95965	50.20528	5.83881	18.35388	11.39966	6.23939	9.37179	58.23752	5.29867	7.60909	7.34477	8.63483	0.00000
71.57737	40.34707	7.01549	1052.56699	61.68714	7.98781	21.53889	10.49282	16.45058	2.93159	6.46590	7.59729	66.85520	9.24918	7.24218	9.56329	7.62618	1.00000
-2.12139	43.54830	8.22047	1132.61869	45.32862	8.18680	52.48173	8.74887	3.89597	1.30390	5.43059	7.15895	60.92778	9.74117	8.48664	6.88806	8.93250	
-2.77259	48.54329	6.30079	1093.71772	72.66033	8.99832	37.49073	8.39944	23.91131	3.69697	6.76452	7.75864	45.14978	9.01091	7.56329	9.14910	7.73016	1.00000
-118.25508	52.25500	7.61866	1122.56967	41.52950	8.53749	34.14251	4.87954	12.71932	1.12791	9.31507	6.82609	50.65578	8.83884	8.71948	7.71447	4.68460	0.00000
122.8637	67.19644	6.57934	1183.06654	70.94604	6.71656	9.3337	9.52277	21.21080	4.64798	5.59447	8.21342	45.02585	8.38463	8.22037	6.90193	10.24496	1.00000
-91.73625	47.44501	7.69457	1114.71522	33.90326	5.33018	35.25064	6.40668	24.72005	2.64078	7.47153	7.23687	32.83991	10.01094	6.25178	8.66639	5.04776	1.00000
-74.07764	53.87098	9.17895	1081.89774	59.04561	6.19411	40.72816	8.14118	8.17442	9.53865	8.55086	9.13492	42.85909	8.18526	7.83920	8.21740	4.85313	0.00000
-74.96933	52.33996	4.40748	1157.92096	26.39910	7.95958	39.71734	6.50756	28.92200	7.70072	5.74396	8.90103	57.19961	7.72505	8.32473	8.48075	7.71963	1.00000
112.9	48.78415	8.92630	1194.62211	47.82092	6.11195	27.85	4.45580		5.35624	7.60690	8.28674	33.14655	5.36918	7.65993	6.82790	6.68869	0.00000
4.86667	50.22043	6.13904	1157.75566	16.16890	6.75057	45.51667	8.79792	25.30462	14.35199	6.15496	9.66395	52.15447	9.69529	9.24706	10.41417	9.78280	1.00000
106.85417	59.66367	6.96352	1117.32374	39.03106	6.82422	-6.48167	8.97203	2.76326	6.55052	7.16339	8.83322	60.09655	9.92609	8.44495	6.74350	4.42422	1.00000
-122.2608	52.05149	7.57323	1086.43061	56.31078	8.19936	38.17492	7.75369	3.79886	1.86210	8.82246	6.32684	54.86317	9.95151	7.72798	8.89264	9.27680	0.00000
78.95693	54.22453	7.07513	1075.31582	30.22824	5.94748	29.21399	11.34391	14.55865	6.19275	7.01879	8.62813	32.46970	9.32052	8.92125	9.15926	9.75057	1.00000
119.58627	37.30308	5.00019	1089.22125	44.07114	8.32984	23.5654	13.71160	-11.36637	3.86175	5.09819	7.74244	29.81154	10.54267	8.82834	5.22554	8.39650	1.00000
-81.79819	34.79659	6.38966	1090.02522	32.19248	6.46717	41.48199	11.05495	23.67007	2.00460	6.01769	7.61132	47.31864	10.13792	7.97882	7.44451	7.31741	1.00000
8.77155	65.88710	9.62862	1100.11021	51.85141	7.54800	50.23019	4.97843	-1.55848	5.63313	6.57595	8.38747	66.20118	5.93787	9.04802	7.10393	7.59238	0.00000
8.51667	71.09076	9.07795	1077.66615	59.18386	9.02035	51.88333	6.95214	23.08052	19.59923	8.14453	9.95315	32.76249	6.46535	8.31784	7.58757	7.72202	0.00000
5.06258	47.76067	5.88569	1139.64273	55.87163	6.10654	7.50251	6.52759	34.38031	7.70923	8.16653	9.05744	38.08017	10.58140	7.88040	9.50776	6.25008	1.00000
33	34.82453	6.96037	1084.50382	40.14249	8.18983	-2.68333	8.45889	19.26458	2.73771	8.39548	7.41822	27.58859	8.73024	10.00925	8.14463	4.12272	1.00000
-75.64963	65.97058	7.85955	1103.80751	31.20039	7.97628	40.24537	6.70912	21.01043	4.04847	6.89448	8.12591	39.47691	7.91188	8.24993	8.14354	9.75711	0.00000
130.94098	56.86624	6.60956	1116.69824	43.25777	7.31568	33.3213	7.12220	23.27246	9.13625	9.17308	9.18692	51.95766	8.02086	6.10400	7.12693	7.97451	1.00000
104.64992	40.23154	6.01449	1185.91987	41.01616	8.80729	14.64056	7.98260	17.94883	4.62921	8.06681	8.35708	72.60420	10.11952	7.80577	6.81307	10.03696	0.00000
98.6738	37.53909	8.14641	1198.66009	48.13628	7.07365	3.7278	10.85744	13.39077	6.12414	8.51429	8.69430	58.79355	10.82529	8.92525	8.53602	8.12467	1.00000
137.02166	60.24773	4.98397	1163.84719	51.17091	6.30949	35.48199	10.87744	8.48130	6.60828	6.48266	8.66587	37.56655	11.18676	10.40088	8.65598	9.53152	0.00000
19.61222	52.81843	8.86776	1097.83603	42.73353	7.13025	44.97639	8.88503	24.27893	6.58012	6.85477	8.65191	35.54738	7.72901	8.80863	9.35989	6.59172	1.00000
105.75635	48.32900	6.67571	1065.61631	62.55028	7.80255	10.29085	10.71142	-3.62624	4.17087	7.34572	7.63771	43.91781	9.22295	7.80378	8.52181	5.65039	1.00000
32.86389	34.77694	6.01437	1060.67234	38.47556	7.07526	53.95278	7.28334	-3.62844	2.26536	7.81766	7.49096	44.45844	7.86283	7.38538	8.07893	7.88278	1.00000
150.99292	58.10261	7.74693	1106.20366	38.82835	8.57620	-33.75881	6.84354	14.11635	7.61094	5.69278	9.01977	79.53001	7.60448	7.71247	6.82218	9.94158	0.00000
12.19458	55.64003	7.91770	1175.89915	41.34233	8.37572	10.61285	7.37480	16.00280	5.01641	7.27922	8.50628	46.23017	8.97415	7.38666	8.36910	9.27164	0.00000
12.6723	43.06128	6.81737	1111.11582	42.56991	6.74534	41.72063	10.56339	-11.18554	3.48824	6.28332	7.92438	41.23633	9.87084	8.56560	10.84378	6.02309	1.00000
71.30633	59.45436	8.30909	1133.00767	46.78292	5.92046	21.34222	8.43707	13.40803	5.27920	6.60532	8.26999	39.77799	9.31806	7.55944	7.70009	6.04771	1.00000
2.2469	69.01332	7.10432	1089.59082	15.81616	7.38885	48.90472	10.67130	18.57543	7.58639	7.65950	8.93846	54.61060	8.60297	6.90175	7.89081	8.08037	1.00000
135.6	69.53809	6.84346	1097.73507	63.61548	5.80250	34.61667	9.19171	5.80428	9.01691	5.98711	9.09531	59.94937	10.08949	10.40905	11.12192	8.78548	1.00000
73.06784	63.96576	7.97357	1081.11353	47.44280	6.49599	25.13915	7.77539	21.35289	1.27987	6.35096	6.97165	40.52585	9.18844	7.17567	7.78819	6.15529	1.00000
28.88222	26.30614	5.74547	1082.18585	29.91659	10.54612	40.37528	4.98849	19.77566	6.19986	7.40908	8.73876	42.17460	11.26800	7.50408	7.94555	10.65413	0.00000
-74.28459	60.79486	6.65464	1076.44935	32.43495	7.79405	40.5576	8.39052	23.04214	1.51274	8.55402	6.93614	45.58166	9.18095	7.47838	6.89146	6.57833	1.00000
101.96857	54.06063	7.00868	1053.78003	22.74924	5.20345	4.88441	8.70210	9.38187	7.57323	5.85625	8.96765	44.40320	10.57826	7.70780	8.60125	6.82170	1.00000
38.01667	39.90947	2.66482	1194.46950	28.98994	6.84337	11.85	11.51206	17.98440	0.87716	7.02437	6.46092	51.87155	12.80541	8.80499	8.56023	8.66486	1.00000
-65.71875	46.99306	6.11256	1150.47169	23.54934	6.51901	-21.44345	7.81576	17.20593	2.13111	6.90399	7.39041	25.17521	10.50312	7.23135	7.37405	6.12401	1.00000
-71.29144	53.82210	9.53176	1136.40638	47.21411	4.26292	41.54566	7.46216	19.19210	10.24171	6.51681	9.26980	36.40763	9.16615	8.12533	7.33490	5.01473	1.00000
20.22625	66.71962	6.87376	1176.49196	55.41201	8.37630	30.75545	10.91041	21.01400	2.40321	6.43463	7.81694		8.77123	9.45721	8.77135	9.37619	1.00000
-8.2194	59.51513	7.11653	1135.52376	38.94185	6.32096	43.48961	8.67007	21.61320	2.41710	6.98109	7.60874	42.08748	9.77975	7.38741	7.07251	6.08748	1.00000
68.75915	54.70363	7.18176	1173.17017	39.94729	6.59700	27.52948	9.60688	16.04260	1.90815	5.66256	6.97819	49.05494	9.97607	10.26490	8.45646	6.27635	1.00000
-90.10674	43.41798	5.14937	1084.20948	35.83617	10.18409	29.84576	5.38554	13.94107	3.70425	5.87853	7.98495	38.01864	11.15692	7.45686	7.10494	11.33533	0.00000
16.50104	54.86001	4.17008	1163.99977	45.85242	7.98270	41.24264	10.36320	6.79603	4.50966	8.12824	8.21752	42.18484	10.90397	8.39184	8.07351	6.82659	1.00000
2.18247	47.86893	12.10869	1187.18590	68.32530	8.58409	41.41204	7.99626	0.42900	9.30244	4.39750	9.02488	58.58148	8.44653	8.43901	8.44251	7.57230	0.00000
110.71639	59.09326	4.96859	1053.16949	36.28636	7.19794	-7.54972	6.99312	22.98029	5.93529	9.00999	8.76326	70.48399	9.13725	6.99972	10.89576	6.29365	1.00000
17.80774	61.10422	8.62823	1182.92969	19.39529	7.01111	40.55851	6.66743	24.54257	1.62913	6.05153	6.85298		6.61643	10.19211	6.16004	7.33237	0.00000
-88.31476	47.93311	4.36997	1135.87885	42.92796	7.16591	36.61033	12.49872	4.60159	2.82252	6.25940	6.83599	49.41417	11.28739	7.96345	7.22299	8.58428	1.00000
-8.2194	59.62077	8.95092	1178.19441	61.18340	7.57635	43.48961	6.17208	1.01510	1.70124	7.33713	6.67475	29.11665	7.84220	8.90154	7.12499	6.32422	0.00000
-86.11084	54.94809	9.91464	1064.58619	24.15050	7.04729	41.75338	6.00915	2.39473	1.18074	6.29881	6.12825	61.43626	6.33421	8.98410	9.99653	7.40744	0.00000
2.95924	41.66716	6.22295	1192.68113	38.24963	6.51335	36.76775	9.33205	7.37890	5.26768	5.55632	8.48266	57.61937	11.38861	8.89205	6.63943	9.39718	1.00000
-15.6	58.37046	9.40463	1173.49725	66.04220	6.78992	13.56667	7.32499	26.49826	4.13031	9.10296	8.11610	58.94622	7.40624	7.09156	7.57794	5.82587	0.00000
-74.13653	41.58008	6.58557	1131.49585	47.79078	7.67213	40.63316	10.08596	25.67032	1.79781	7.52624	6.65278	32.64027	9.55232	7.01069	9.24446	8.51449	1.00000
6.61944	51.39817	8.26733	1176.37391	55.58765	7.41194	52.57583	11.39573	6.95807	4.04981	10.10915	7.97464	39.46705	10.49993	9.02554	8.65405	8.17469	1.00000
135.6	43.85207	8.61383	1113.73027	48.23693	5.92965	34.61667	7.43022	19.01791	4.86414	7.93434	8.37713	59.04997	8.88803	7.53106	7.22132	4.15266	1.00000
-34.88111	38.97200	10.75330	1139.92717	27.00824	6.29110	-8.05389	9.08190	21.88329	1.89792	4.39397	7.22627	58.86269	6.82655	7.81196	8.32043	7.97054	0.00000
6.26667	33.60349	8.63877	1080.52468	34.59146	7.38856	51.21667	7.42919	22.85753	12.44358	7.44878	9.47063	32.86302	6.80351	8.42764	8.28102	7.39239	0.00000
26.97253	60.32288	8.93507	1131.44503	48.27116	5.64050	49.65186	7.39546	31.63588	4.73247	6.89513	8.35764	15.91652	6.29279	8.76924	9.54279	6.73919	1.00000
71.30633	10.61029	3.80499	1050.16887	39.24983	11.06414	21.34222	3.39971	35.02344	1.33186	9.40777	7.30234	55.23109	11.74183	8.02169	7.80923	12.09082	0.00000
59.4839	58.03565	7.26099	1187.19030	60.52481	6.08718	58.7002	8.95083	29.22545	18.41614	7.09843	9.91572	23.22029	9.68905	9.49776	7.69746	4.13915	1.00000
-87.70172	67.51057	6.81047	1166.98753	47.70043	8.87321	41.72059	6.21628	25.93679	9.99093	4.28273		26.43813	11.38261	7.60376	7.56194	11.00278	0.00000
30.2049	75.81385	6.87945	1188.79368	39.07109	4.60812	55.1904	8.24282	-2.79873	2.68407	7.16397	7.63155	43.90627	10.90940	9.00917	7.59421	5.94866	1.00000
-1.86343	33.32969	5.88668	1183.83152	62.66709	7.39264	38.10558	8.39079	21.19742	1.58897	6.79546	7.06484	56.61274	10.01225	6.80514	9.05419	7.51349	1.00000
32.6178	30.20497	6.55276	1068.52086	16.58246	10.50995	46.65581	4.85465	14.01626	3.54652	8.41541	8.03096	33.85599	11.38193	8.91606	7.71395	9.78254	0.00000
32.86389	46.18278	8.36074	1158.68442	43.88066	4.01640	53.95278	11.22342	23.02154	2.35100	6.99065	7.47079	79.59291	10.26077	6.98783	8.77015	14.11561	1.00000
48.26258	59.10230	6.65495	1135.53864	36.58398	4.80931	33.86419	9.24856	21.05731	3.40438		7.94078	54.37055	10.91074	6.95432	7.12162	10.81918	1.00000
-60.94228	57.19185	7.02163	1131.92758	45.49340	9.25347	14.67751	6.78646	19.73653	7.30969	6.57943	8.75703	38.82180	8.38683	8.22747	6.77907	9.69969	0.00000
145.13643	48.03330	7.62667	1066.45889	24.89894	5.69281	-38.16604	6.82368	20.33227	15.18430	8.04653	9.71422	46.09858	5.81560	7.39414	8.78196	6.51242	0.00000
-156.47432	67.17318	4.65930	1165.20244	77.08743	7.35530	20.88953	11.25765	17.74854	3.46274	6.86454	8.08452	53.73392	11.22482	7.15923	7.77147	5.73104	0.00000
-82.90375	56.03161	7.82251	1116.25150	41.60369	5.40452	32.54044	10.23244	8.34319	1.61945	6.00563	6.63181	67.99926	11.09558	7.72194	7.57660	11.53992	1.00000
129.96972	37.08306	6.79538	1199.52986	74.95726	8.95304	33.4425	6.53654	22.23781	6.44260	6.03834	8.59384	42.99891	10.80709	8.18541	5.83183	10.52154	0.00000
4.18333	51.78273	8.36187	1118.86462	44.28623	8.32935	7.6	8.92530	17.90047	14.46359	5.62326	9.65590	43.68961	9.03797	7.17485	7.34041	8.65928	0.00000
29.41824	53.33645	11.70061	1077.77202	36.89532	7.20334	45.99194	6.40776	12.96800	7.39222	5.32418	8.97254	66.08096	6.92893	6.37319	9.55706	6.89917	0.00000
10.78222	63.72548	6.80962	1182.40234	43.37837	8.76208	36.46917	8.97708	8.29637	38.18849	7.26203	10.64469	61.48440	8.38535		7.67906	7.24056	1.00000
-118.10583	57.82631	5.38565	1107.14377	52.80537	7.87834	34.09611	8.45827	28.34682	4.78424	5.40147	8.49886	51.55457	7.97561	7.52266	10.21639	8.88269	1.00000
79.41727	47.81860	4.67048	1088.40259	54.23599	5.86508	12.25282	8.76965	15.46973	5.58532	3.59402	8.46794	44.99376	8.04495	8.38408	8.72594	12.22034	1.00000
121.96361	70.17100	8.77253	1176.77700	48.01699	9.84603	6.95194	5.70294	2.62875	3.96535	6.67182	8.22633	54.48497	8.55962	7.25098	8.29724	7.18781	0.00000
-119.48568	63.32683	7.02348	1118.75272	20.11997	10.59270	49.88307	5.56644	26.60675	3.61705	7.49741	7.83521	41.90493	9.45553	9.12519	10.00526	9.21993	0.00000
-0.18333	45.32561	7.85987	1113.95978	42.41400	5.24515	38.96667	7.84418	13.78385	7.14109	7.57922	8.85293	48.32441	9.30797	10.00809	8.61828	7.35088	1.00000
-89.64066	48.09985	7.05703	1186.91602	51.51935	7.83868	40.56754	3.63677	16.72920	21.84914	8.34945	10.11486	50.57343	6.44726	8.61426	7.26187	6.49360	0.00000
-122.38731	58.38802	9.77656	1196.78368	22.78854	7.30093	45.53929	8.26161	11.11847	9.29483	6.66737	9.15940	46.98134	8.00927	10.61873	7.15392	7.13846	0.00000
24.04142	35.06412	9.81887	1199.62283	53.17046	6.39929	54.39635	7.58856	22.04054	3.02113	6.21087	7.66326	39.84361	6.50257	9.39033	10.16481	7.05974	0.00000
37.92792	55.53930	10.25970	1146.45518	11.00272	8.96090	53.93361	6.50998	5.73439	2.16871	5.59675	7.14959	52.87169	8.35535	7.82197	7.56960	7.29513	0.00000
16.50104	57.71612	4.29421	1126.82732	40.00785	5.40597	41.24264	7.02979	11.94882	7.93600	8.96718	9.15946	67.17096	12.32075	5.54102	7.96210	3.70432	1.00000
27.25	43.80378	6.18199	1181.55316	44.62292	6.35127	42.7	9.45914	7.70450	13.42197	7.36909	9.55402	44.89092	10.37384	6.19219	8.37718	5.46057	1.00000
8.61839	59.16003	8.70056	1167.21873	67.70718	6.73805	49.68369	8.40091	34.56578	6.33908	9.48331	8.71644	47.12448	8.83966	8.41016	8.20631	5.10756	0.00000
-9.24671	72.60664	8.37910	1099.28308	60.73873	5.57967	38.72706	10.72249	-5.61265	2.57672	5.76334	7.59583	57.85855	12.04834	7.96635	8.17904	10.77781	1.00000
68.21204	36.64011	5.27249	1151.13346	57.71640	5.05249	27.55898	5.53170	9.96205	4.42892	8.73995	8.32694	52.46955	11.55947	9.77363	9.75345	5.67688	1.00000
-1.60452	41.53674	6.62496	1058.83809	68.12809	9.04897	42.06166	9.28715	1.57014	3.78989	10.72439	8.00619	67.51355	11.23660	8.18403	9.00456	8.20296	0.00000
-118.25508	50.48711	5.75086	1065.66200	73.32133	6.90517	34.14251	9.24046	5.26488	2.70099	7.03817	7.89735	41.58256	10.77697	8.95393	7.91750	3.96743	1.00000
-122.2608	49.55458	8.25026	1110.33618	82.00608	6.21038	38.17492	7.15356	24.96710	3.05046	9.94602	7.83755	37.08552	7.38844	7.66648	7.82631	5.05734	0.00000
-2.68333	34.33017	8.60874	1191.49641	38.47394	9.06704	43.31667	10.03654	14.78118	2.79065	7.14825	7.52581	71.02217	6.68115	6.84566	9.99706	8.83921	1.00000
24.04142	47.94170	7.71615	1145.33089	54.30632	6.26126	54.39635	8.20320	12.21395	5.15015	7.25876	8.59716	55.52488	9.29166	6.41181	6.97272	4.73272	1.00000
1.53414	65.00581	10.61885	1109.34562	43.75472	8.77501	42.50729	7.28881	21.23091	4.66391	5.43801	8.31103	51.95294	7.73791	6.64711	7.08982	8.06616	1.00000
2.95924	27.45804	6.96008	1161.65740	62.38832	6.88073	36.76775	9.83187	8.55669	3.68657	7.70025	7.92443	49.06174	9.95841	8.39863	9.28685	9.38098	1.00000
-122.24092	51.89397	10.56096	1116.80490	88.57451	4.52731	47.4943	9.88217	22.74726	8.27090	5.73337	9.02345	41.24542	5.91679	6.95317	9.83394		0.00000
-73.75335	57.20615	6.11735	1170.58650	53.64785	7.14479	45.4473	2.11847	4.89650	3.64068	8.84114	7.98676	51.74417	4.21426	6.63682	8.11947	7.19483	0.00000
77.24779	66.42358	8.19508	1190.91476	50.42118	10.14680	10.58806	8.94052	8.98221	5.62574	7.24237	8.72918	65.55938	9.29733	6.79350	9.11321	7.08093	0.00000
137.5	35.02416	6.94878	1189.49704	30.37599	11.37586	34.9	4.61979	10.87118	5.90060	9.43917	8.70420	55.82633	10.00493	6.91536	7.73606	9.00448	0.00000
-2.68758	52.92034	8.39950	1071.36251	36.86265	6.28519	53.69786	10.14449	24.83526	7.28944	6.55793	8.94875	40.39026	8.48383	8.51802	8.50798	6.32257	1.00000
15.00913	46.09200	11.77270	1166.11919	27.50659	3.99580	37.51803	6.77503	17.63246	8.87995	4.89906	9.07985	51.84259	3.07028	9.17456	8.11418	8.54991	0.00000
-121.74052	48.57312	6.80296	1154.94470	44.09552	7.36972	38.54491	8.49076	-4.36424	2.87444	6.91698	7.16667	30.45969	10.24742	9.55367	8.69836	10.43327	0.00000
103.6032	49.12216	8.87604	1149.72726	53.62977	5.83744	1.6561	8.69801	15.50979	6.28021	5.94447	8.60110	50.57417	8.82097	8.00790	7.67432	6.01177	1.00000
119.58627	60.43188	8.22993	1163.65481	22.28696	6.64615	23.5654	8.60347	12.81131	2.39568	7.22710	7.48198	58.75428	8.65327	8.49529	8.98556	4.44851	1.00000
13.31783	51.60983	9.50011	1179.18291	56.54218	6.56271	52.61131	11.47117	15.31963	2.49248	8.94400	7.78723	52.34430	12.68235	7.96013	6.53599	8.45714	1.00000
3.39467	66.07942	6.20664	1193.87700	30.41318	9.18044	6.45407	6.19207	3.81555	3.28155	7.74848	7.89930	61.33394	10.46439	7.72457	7.24386	10.43562	0.00000
14.39024	35.19375	5.88998	1140.22775	74.94505	7.32414	42.22718	8.26815	19.13920	1.44367	7.42892	6.09825	32.87551	10.30772	9.03297	7.97932	10.83872	0.00000
38.2739	40.76176	10.09545	1135.76498	51.49181	3.42631	46.7055	10.03145	14.99780	2.84096	7.16186	6.76299	22.45752	6.37869	8.34530	7.88327	5.55053	0.00000
12.1369	28.06340	7.61893	1160.29771	41.83190	7.21043	51.04962	8.10279	24.63183	1.72129	6.74190	6.98514	57.70112	7.15983	7.86559	8.28510	7.63569	0.00000
5.58472	55.85600	4.51830	1198.28583	18.65374	8.80899	52.14	9.24584	24.78991	2.25075	7.78125	7.42489	49.58310	10.23975	8.58761	8.65294	7.79053	1.00000
-2.68333	23.31367	6.28167	1078.46248	55.44608	7.05562	43.31667	10.49362	8.58101	2.02327	6.75846	7.27234	72.18080	9.57800	10.55775	9.67181	7.62963	1.00000
-42.98194	46.68692	5.87274	1106.17705	54.57797	6.35993	-22.53722	8.80457	-0.13271	3.41001	6.03616	7.69209	66.22193	8.31996	7.39879	8.44300	10.70995	1.00000
88.28637	40.27799	5.63188	1088.61683	53.20249	8.46623	23.07492	12.32570	6.14907	6.57658	6.94045	8.70093	65.91182	9.26896	9.04195	6.63673	9.04181	1.00000
-38.79084	63.31403	7.80078	1129.52388	38.60577	7.82524	-10.95817	10.11268	10.86237	4.43939	6.54612	8.32051	14.93100	9.46314	8.35155	8.62601	9.34170	1.00000
123.89071	41.28634	6.82928	1144.02738	72.48358	7.21912	10.31672	8.89673	24.43114	7.13215	7.95674	8.77292	74.58716	8.65535	9.32840	7.51912	8.67943	1.00000
6.26667	52.81710	8.25756	1149.55406	67.54346	9.15303	51.21667	9.34519	19.05105		7.07123	7.89796	49.27035	9.72417	8.08023	6.91943	7.51783	0.00000
3.39467	34.74025	9.86106	1195.49621	45.57942	8.63374	6.45407	4.68664	8.14038	8.98455	8.42315	8.88583	60.98969	8.35704	9.17035	8.05065	5.69845	0.00000
30.96755	65.04739	5.29709	1110.75229	32.78964	11.38011	49.07866	2.71496	12.36025	4.35051	7.77142	8.24411	38.37625	10.43819	8.86734	8.74163	11.44586	0.00000
-74.28459	41.25444	3.63343	1094.78808	39.43615	8.42719	40.5576		26.87750	2.11781	6.48437	7.35502	49.08534	11.94978	9.41667	8.46496	6.70227	1.00000
10.03988	45.63011	7.57564	1159.93622	24.79355	6.97136	53.6052	10.43088	-1.89663	2.72426	8.76473	7.75391	35.80820	9.30944	8.18356	7.96006	9.66191	1.00000
6.26764	40.01439	7.90025	1065.13469	55.34969	6.60525	4.92675	6.10975	11.07769	1.96065	7.60130	7.02390	54.96526	5.96780	7.72563	10.21211	6.47859	0.00000
