warning	PM2.5	TEMP	NOx	CO	longitude	H2CO	CFCs	CH4	PRES	Pb	PM10	NH3	O3	SO2	C2H3NO5	latitude	PAHs
1.00000	5.85952	-4.73458	5.75761	9.35058	-48.59278	58.14183	43.14152	8.44715	1185.56998	69.04281	7.90618	7.09259	6.68298	7.55671	0.64504	-23.7975	6.86744
0.00000	7.93792	24.56555	6.76283	5.98406	71.57118	59.04884	56.68564	9.97269	1164.95551	61.04832	6.53460	7.26598	5.67955	7.84233	0.30777	32.87533	7.98534
0.00000	7.25954	24.49950	5.45990	4.72903	-13.2356	47.21232	43.91612	7.10439	1177.66145	54.00734	6.99207	7.69867	6.07430	7.91866	0.42698	8.48714	8.47875
1.00000	5.36035	22.70276	6.15529	8.33265	7.973	54.47451	47.96570	10.16319	1150.46326	54.05715	8.19896	4.28665	4.63538	8.19697	1.08078	51.168	7.31682
0.00000	6.67555	15.90083	6.06202	4.44878	78.25795	67.92477	30.27024	9.69933	1078.03701	37.24441	7.07249	7.85462	4.34234	7.69626	0.46149	9.82564	5.22358
0.00000	7.23728	4.30746	5.93349	5.38756	-81.79819	34.78406	48.78268	7.79388	1109.68915	79.87610	5.85610	6.35395	5.00241	7.19359	0.36939	41.48199	9.15619
1.00000	8.02806	-1.24292	6.87902	10.55615	2.12213	48.17579	38.71527	8.00927	1111.86744	50.76115	8.59077	6.02221	6.79273	6.59137	1.29394	48.8222	7.63311
1.00000	9.82132	24.51288	5.00451	5.53308	-85.43772	53.42112	49.34375	8.02498	1177.78498	49.38736	2.29559	8.13037	8.74573	8.37138	0.34073	10.63504	5.31017
0.00000	6.87666	24.62877	7.11537	7.30182	116.10146	41.63729	42.07672	10.42130	1128.53675	22.09319	6.14203	5.78742	6.06171	8.49346	0.39115	5.90702	8.95305
0.00000	8.34048	24.21250	4.68069	7.16210	99.89166	51.20830	32.38961	5.66951	1174.58271	45.34312	9.55822	7.31464	9.21543	7.13538	2.80904	15.46063	5.10365
1.00000	5.79735	4.28965	5.86852	9.83602	86.79271	25.93365	44.06519	9.57457	1138.69405	56.55964	7.37471	6.58260	5.67367	8.43421	0.65312	25.92127	8.47240
1.00000	8.48241	46.75667	5.08721	7.95117	65.27258	53.82585	71.36016	8.12346	1161.96764	65.13272	9.78696		7.69676	7.41441	3.59179	58.04254	6.33158
1.00000	5.77246	9.65282	7.32195	7.12497	98.6738	19.65708	46.33888	11.18051	1147.67883	59.77580	8.23428	5.70093	5.20222	7.47667	0.82936	3.7278	7.35246
1.00000	7.80300	6.15246	9.94323	3.85312	119.58627	20.22721	62.51956	10.71775	1169.02282	48.71905	6.20870	7.32762	8.34708	8.19646	0.41415	23.5654	
0.00000	6.37250	-5.58513	6.27250	7.66920	-0.91979	28.98350	40.45405	9.85947	1117.68921	54.84298	4.93974	3.64354	7.09512	7.36221	0.38780	51.42708	7.71550
1.00000	6.89426	21.80131	4.93212	7.00007	79.5286	39.26558	57.77197	8.66235	1083.24584	61.67623	5.61119	7.32529	8.74013	6.56526	0.32221	29.22254	5.91770
1.00000	6.55310	18.79939	5.92467	7.01869	12.19458	46.08865	40.67489	8.68092	1103.72674	66.94398	8.40397	5.25398	8.47329	6.74970	0.93837	10.61285	8.12651
1.00000	5.86238	11.66215	7.04142	7.01175	9.5926	47.35747	40.27603	8.11566	1102.19515	49.49350	6.23663	6.60271	7.49038	7.89212	0.46815	52.86147	8.61874
1.00000		22.93152	4.19065	9.10692	119.58627	45.98020	45.24479	9.00918	1119.78571		8.80608	7.31328	7.45546	8.03389	1.44343	23.5654	7.37320
0.00000	7.26174	26.12429	6.21219	11.95584	1.04945	47.60538	55.31941	6.71903	1138.55087	21.28356	10.99136	7.69364	7.60068	6.12136	10.53821	35.06544	8.37793
1.00000	6.88005	4.40444	6.35910	8.00643	141.95	48.17271	27.69740	8.84557	1143.90824	66.74789	9.72946	4.25377	3.38383	4.69171	3.26665	39.46667	8.04658
1.00000	7.47768	12.15521	6.19951	9.28649	137.95378	63.77530	35.88993	7.92308	1050.11041	36.34488	9.78884	6.23153	6.37993	6.85279	3.37994	35.82756	6.65776
1.00000	6.93031	32.53278	4.31099	6.30845	86.79271	41.54088	54.34659	8.48908	1199.82084	31.82507	6.28999	5.17204	9.46107	8.25518	0.37127	25.92127	6.33556
1.00000	6.12257	16.51616	7.66823	7.91090	8.70745		48.57933	7.76486	1191.08473	61.76220	4.54723	7.14918	8.76279	6.86664	0.35985	49.03685	7.06617
0.00000	6.96840	14.43811	7.21858	6.98256	77.9129	49.46898	49.00365	5.89941	1119.09622	66.46037	8.28636	6.45570	9.97511	8.36406	0.90606	25.6439	7.84329
0.00000	5.38552	18.48027	9.69219	6.30619	16.86194	20.34936	66.20050	4.58768	1063.21832	41.06990	7.45483	7.53859	9.32412	6.92680	0.68955	54.58048	8.35715
1.00000	8.70654	19.84842	6.68903	8.87856	74.85849	50.43203	53.81472	10.57355	1160.03319	54.03956	6.89017	6.86918	4.96048	7.97411	0.43720	31.28092	6.84204
1.00000	5.55874	21.25859	6.01072	7.77912	111.4834	42.07935	42.72237	8.89420	1156.91833	54.41098	8.29527	6.22262	5.50380	8.60893	1.04616	65.93381	7.48168
0.00000	6.72123	-3.08924	6.30038	6.57617	11.5	65.32035	46.17754	9.80899	1090.46939	32.89610	6.20045	6.02421	6.46124	6.36861	0.35300	3.51667	6.94880
0.00000	7.70509	10.83275	5.05054	3.04502	-5.682	30.32248	45.22715	8.91034	1110.48696	30.00500	7.28854	6.53518	7.93204	8.79143	0.54171	5.84752	7.15318
1.00000	6.43041	-0.16260	5.04523	6.45549	8.63333	66.40219	47.45451	6.78838	1111.38102	55.34278	8.16383	2.92145	6.68640	6.22627	0.76090	52.2	8.74642
1.00000	7.44133	3.99281	5.39387	7.34266	29.00974	57.41370	39.00913	8.88793	1072.03750	53.99281	9.07186	4.99343	5.24500	8.14341	1.71509	-24.19436	6.39674
0.00000	7.75751	6.38659	8.73480	5.80436	-121.74052	49.64057	53.73850	5.48142	1108.07678	38.50874	9.03129	6.03205	8.77305	7.33954	1.70053	38.54491	7.31654
1.00000	7.87529	13.91886	7.89021	13.39220	-68.30472	30.57539	52.62771	7.90448	1185.30971	73.23200	7.63399	6.49761	8.08938	6.23628	0.84620	9.91861	7.84980
1.00000	6.72869	35.35565	6.97016	6.13050	125.51176	50.02151	43.62584	9.22222	1054.97742	51.30610	7.64422	6.48640	8.25362	7.42766	0.64664	42.64031	7.76148
1.00000	7.80505	18.27642	4.86436	5.76694	128.63083	43.35872	50.86880	8.14194	1146.58737	47.62969	7.71338	8.11596	7.87593	6.19155	0.72280	36.82167	5.69798
0.00000	8.06021	18.00921	9.67302	3.53756	-84.62081	53.13559	51.26902	6.32502	1062.95824	41.56877	10.32716	4.87218	7.27560	7.80049	5.41299	42.7392	5.52262
1.00000	6.32196	12.89311	5.52327	8.63665	16.91667	48.69622	37.56892	6.95404	1075.69577	46.99594	9.39308	6.22866	6.13644	5.97542	2.26181	-21.98333	8.30222
0.00000	6.46229	19.68381	6.18365	7.37460	65.27258	25.72444	37.57437	6.74840	1092.11459	47.31698	8.04319	4.98338	10.09351	7.08957	0.86995	58.04254	7.20392
0.00000	7.92459	10.92886	5.24049	4.22081	37.00438	62.15498	35.25906	7.88213	1184.11656	20.46777	6.65236	6.70430	5.99833	7.96855	0.56134	-7.60361	5.64941
1.00000	7.72160	0.01030	5.42048	6.67334	146.05093	38.54268	64.55146	8.79047	1128.75194	32.11935	6.40914	6.09996	9.25868	8.44801	0.42832	-34.28853	8.97375
1.00000	7.85846	9.95577	7.38421	7.77924	59.6	48.96065	45.42846	10.26840	1182.14245	58.11610	4.36822	6.90596	11.08997	6.32473	0.43586	47.83333	7.38970
1.00000	8.53312	7.76469	4.25188	3.81709	16.43915	41.90440	50.47904	7.50133	1056.53072	47.63026	2.33184	7.25017	7.77545	7.24813	0.19675	43.50891	7.15478
1.00000	7.71137	22.27065	6.37582	5.89292	37.3825	35.27064	50.63525	10.92545	1137.86540	65.88735	7.79954	5.53510	10.87195	6.63255	0.69289	37.05944	7.14448
0.00000	10.08910	28.59087	5.96358	3.95590	76.32756	49.88321	35.65913	8.85802	1086.53566	63.77121	7.41977	7.73223	6.48511	7.89516	0.46104	9.57046	6.98159
1.00000	7.32563	8.08858	6.32947	7.97554	24.6522	19.68915	74.05919	8.29074	1140.52515	33.77339	8.65830	6.69213	7.46326	8.13003	1.44309	60.2052	7.59289
0.00000	7.26222	18.57131	6.94256	5.00100	30.98551	39.93040	62.62293	6.22613	1138.93775	35.69571	11.70238	6.81493	8.49260	7.86885	21.01193	2.41669	7.70803
1.00000	7.73642	22.22171	5.83190	7.30164	-100.44843	44.29381	46.71118	12.08560	1174.96192	37.54563	8.84201	5.51990	2.12354	6.75779	1.40488	20.74122	9.90851
1.00000	7.94885	26.15455	5.60342	7.69384	-67.15407	54.41904	45.84090	8.46967	1117.17250	55.54666	9.37152	5.85714	6.59778	7.95560	2.46875	18.42745	8.37531
1.00000	8.99724	18.02855	9.09917	7.09589	-84.62081	44.00398	48.59693	11.71435	1173.70100	44.28309	7.70905	7.79497	10.17553	7.52949	0.66311	42.7392	7.53897
1.00000	7.96266	24.29838	5.86892	7.60385	117.59152	38.11515	44.86190	8.99603	1071.39868	43.18016	7.53168	5.81017	6.72338	6.84464	0.57638	3.31332	5.69068
1.00000	8.67166	25.01169	4.47811	5.59712	77.0202	66.72051	70.66531	7.23158	1079.42042	49.34580	5.86462	3.64897	8.43968	6.27881	0.34433	43.41949	5.00566
1.00000	5.72241	3.49683	7.93874	4.69252	-122.2608	45.62811	43.62439	10.09865	1062.03696	29.22450	7.15911	6.56591	8.14036	7.70470	0.49254	38.17492	6.69071
1.00000	8.23118	10.76415	3.64943	5.90921	76.35484	48.88705	49.95148	8.88064	1146.11636	72.50494	9.18620	7.49924	4.37765	8.50871		10.10649	8.36647
1.00000	6.16360	38.04222	4.11151	7.29190	-67.15407	60.01159	47.60448	7.31850	1111.24749	42.69223	5.95490	5.01471	9.01546	6.31608	0.27697	18.42745	6.53473
1.00000	7.43386	25.31683	6.37598	6.00686	-1.5443	36.13434	58.05178	4.96737	1106.45478	59.05515	9.04516	5.93870	10.00244	8.89725	1.56962	50.75767	8.31538
1.00000	7.95168	7.46939	5.00360	6.15552	-86.19903	44.25086	38.46130	8.64505	1136.97535	58.08497	8.27516	4.69038	5.43655	7.52814	0.97119	11.84962	7.72609
0.00000	6.72897	12.46310	6.32821	6.33336	-81.79819	63.97676	24.09000	9.86533	1052.44211	34.80000	5.93027	4.62378	7.55675	7.62917	0.30884	41.48199	7.71560
1.00000	8.28332	14.42740	7.42278	7.02073	-81.79819	80.17163	39.60830	9.36557	1082.79365	51.58452	10.03435	5.88474	6.46652	5.44896	4.17579	41.48199	8.26248
0.00000	8.72011	8.84715	5.51368	6.06676	150.99292	49.35708	52.96847	7.38734	1166.18104	55.04837	5.44653	5.42527	4.85032	8.85174	0.32321	-33.75881	7.48028
1.00000	7.29317	4.16626	7.31344	8.33008	3.1631	34.63295	52.16739	11.41212	1159.61770	40.05269	7.20124	5.74889	6.08421	7.92041	0.59064	41.91738	8.99251
1.00000	7.56059	3.87331	5.69474	6.76648	106.85417	71.26794	33.39199	7.64800	1050.99495	75.20347	6.84780	6.01069	8.55272	7.84687	0.40926	-6.48167	6.55838
0.00000	7.75351	22.84632	6.39171	5.14287	-73.02841	62.58082	45.04311	10.20560	1194.63439	55.83940	7.06448	7.42490	4.99672	6.72916	0.46149	-36.9256	8.36894
1.00000	7.52503	8.97029	7.04115	7.88584	7.60872	51.07046	56.88880	9.17704	1172.04381	59.34012	7.47934	6.71004	6.97443	7.02234	0.57650	43.78956	6.14329
0.00000	8.20701	24.67384	7.09660	2.87302	99.89166	38.47600	45.88817	6.42144	1162.70478	23.42185	11.26697	7.43284	8.28701	6.82467	13.58226	15.46063	6.76839
1.00000	7.82952	6.46382	5.92458	6.10727	85.4265	48.49829	56.35013	8.69327	1149.96583	73.08824	7.14158	5.63874	9.12474	8.92292	0.44420	55.8736	7.27401
0.00000	5.96299	12.98924	8.02980	6.13514	74.4818	41.03245	50.09174	7.58185	1061.58091	31.39443	9.00588	4.69459	8.11034	6.10087	1.70446	30.21121	7.13341
1.00000	7.45774	2.68298	6.91021	7.72110	3.16667	48.64857	48.07898	7.60654	1176.43061	41.15856	9.26366	5.08029	4.83686	6.57868	1.99644	50.8	6.65357
1.00000	7.41650	16.81628	6.69757	4.47570	141.95	46.98751	47.62150	9.53417	1136.20820	50.69867	7.11018	4.80117	8.71302	5.85160	0.29964	39.46667	9.02273
1.00000	6.03910	22.75759	8.19223	8.43107	68.75915	58.65310	39.09590	8.24856	1089.54144	64.89239	8.53423	5.97727	7.08279	5.87685	1.20825	27.52948	8.91261
0.00000	6.58886	18.57128	8.17583	7.75957	67.84222	32.19645	50.14509	4.88634	1054.18322	31.22213	9.07041	6.20017	8.93328	7.27879	1.79656	40.11583	6.79833
1.00000	6.58029	19.53450	5.00052	6.66888	-4.83076	64.43360	35.05923	10.19526	1087.57941	44.27413	6.54011	6.22489	11.07637	8.35591	0.52943	39.96348	
0.00000	9.22227	15.55942	6.59670	7.10767	-104.22884	66.11454	58.08864	9.42024	1163.71768	43.77775	5.42586	5.62091	5.83896	6.89950	0.43502	32.42067	8.58254
1.00000	7.12046	29.38152	4.09471	6.21060	144.09638	48.52257	36.44308	8.00144	1176.90268	61.98443	7.22903	4.76891	8.40979	6.58618	0.54032	43.82634	8.95396
1.00000	5.67845	16.44011	5.51467	6.74178	-96.39774	32.38781	42.06667	6.73284	1197.19260	39.03885	3.47659	6.91561	7.18856	6.50980	0.14036	30.16688	6.59985
1.00000	8.00924	27.67707	4.40031	7.23730	-122.2608	34.41847	52.32300	8.55617	1136.11479	44.88974	8.00153	5.46408	9.28780	10.49703	0.73752	38.17492	6.60452
0.00000	8.78080	14.64620	10.63502	4.96926	122.22833	49.66490	43.09170	3.79616	1172.29614	54.58087	8.77631	7.58143	7.10644	7.36187	1.38608	40.66482	8.25455
0.00000	9.30410	16.64916	6.02559	7.06939	35.34722	32.01445	36.94920	7.84195	1144.43625	60.32838	4.69417	4.85191	4.64799	8.64443	0.31143	-23.85972	5.53943
1.00000	6.22565	12.59136	4.14502	9.25113	-81.79819	50.57787	47.14055	8.40467	1177.29644	43.60400	9.64429	6.55947		7.06104	2.99491	41.48199	6.77728
0.00000	7.33406	-9.33473	6.89667	7.17198	120.14278	55.47524	76.00052	10.02415	1174.15170	53.78423	5.74249	4.65685	7.30322	7.32297	0.36917	32.50611	8.08298
1.00000	6.97030	4.90651	6.07491	7.17671	136.51667	47.43983	65.17777	6.51561	1101.85102	52.03142	9.28603	7.83250	7.11470	5.44122	2.12068	35	6.99874
1.00000	6.07614	16.91020	4.47314	8.54441	135.6	42.29487	59.66546	10.23968	1165.02373	76.39598	9.48560	7.08621	3.83904	5.68329	2.69992	34.61667	7.75388
0.00000	6.67717	-2.34204	6.09930	5.61023	-119.0376	43.71610	54.44940	10.85613	1084.87453	44.94901	5.61182	4.08883	7.76768	5.98069	0.47750	34.21639	7.78032
1.00000	8.12209	7.86182	5.52596	8.72768	106.85417	52.97301	34.30228	10.97560	1098.75936	34.80038	8.10231	6.62532	4.46555	6.03990	0.85743	-6.48167	6.36666
1.00000	9.47044	12.69843	5.14944	8.58766	41.00817	56.20187	57.32186	5.68483	1056.29100	45.61607	7.51709	5.64282	8.72979	6.70952	0.46737	38.13708	7.66109
1.00000	8.20982	11.90664	6.22886	8.67797	86.79271	37.64720	50.47098	9.87913	1176.87167	48.20167	7.19247	7.25540	4.06534	7.56584	0.57203	25.92127	7.00845
0.00000	8.06605	6.00505	6.34076	6.70547	-77.43532	24.74375	68.55720	10.20698	1060.47071	31.97221	6.23668	5.97036	7.03264	7.96362	0.32549	20.14298	6.52887
0.00000	8.92904	20.60232	5.16818	5.62698	-120.43572	47.54392	63.33261	5.03006	1169.04114	71.35477	6.45142	7.68408	5.46128	7.93027	0.38948	34.95303	6.67623
1.00000	6.85541	8.52895	6.23123	6.28175	74.4818	62.64207	48.69996	8.35304	1185.79046	54.18562	4.83192	5.67742	9.15462	7.99428	0.22488	30.21121	6.85117
1.00000	7.63250	8.04158	8.82213	9.65812	139.55722	28.02605	53.58413	9.66050	1081.09914	49.80523	8.81572	5.61946	5.36368	7.58974	1.45249	36	7.29603
1.00000	8.60421	19.91743	5.18265	8.62592	10.18003	61.65588	77.37379	6.25532	1168.01813	62.29789	3.59481	6.48900	7.86955	6.45218	0.24984	24.96334	8.83062
1.00000	8.79231	13.48703	5.42342	8.72305	35.96944	47.97249	28.27018	8.79488	1136.40216	69.75832	7.67161	5.20975	6.42320	8.34245	0.72265	56.03361	5.33120
0.00000	7.51501	11.96545	11.64986	7.03945	120.5875	49.64283	47.27890	5.93630	1097.64674	75.32393	6.01974	6.24001	8.36448	6.83741	0.49530	16.455	7.88556
1.00000	9.01553	13.15791	5.93123	8.30495	73.85535	22.90651	44.29002	9.97344	1056.06198	51.92767	8.34936	7.38209	6.12275	7.67770	0.94800	18.51957	7.49423
0.00000	6.71939	7.27106	9.51265	7.02262	-73.81669	25.71401	46.95155	3.96563	1104.56381	24.18436	8.10650	6.04024	9.22658	7.66618	0.82162	45.44868	8.60412
0.00000	7.59952	25.31543	11.54303	4.37548	-2.68758	44.28911	51.54826	5.85268	1187.59343	49.52880	9.43276	4.63388	5.30575	7.21067	2.27207	53.69786	7.98222
1.00000	4.07842	-14.44625	8.22574	3.57599	6.10237	73.23731	60.54464	10.59036	1102.30188	49.19683	3.64735	6.91099	9.72870	8.15359	0.41632	46.18396	7.69999
0.00000	7.17850	-2.83427	5.77543	6.04296	-50.19556	52.93322	49.57406	7.13129	1141.18226	79.54210	5.66659	6.39660	6.45732	7.92020	0.18739	-19.72806	8.88126
0.00000	7.66544	-0.60300	11.58556	5.73451	-87.71255	55.01793	65.73099	5.74654	1089.42237	24.23926	8.59540	3.54774	5.48902	7.36409	1.31285	41.84364	7.64389
0.00000	7.44945	-0.92226	6.64723	6.25917	71.57118	72.81933	19.85748	9.74648	1140.86691	58.64522	6.29006	6.52560	4.78389	8.65171	0.30518	32.87533	7.11701
0.00000	5.82514	28.32699	7.23558	4.61330	-58.38341	31.50950	55.84554	6.08395	1098.39433	29.79503	10.17003	7.26909	9.31547	7.13355	4.82590	-34.64966	7.95628
1.00000	6.69749	9.74311	6.80237	6.98928	28.28489	29.31699	51.36701	8.70362	1073.43730	72.27905	8.92044	6.89687	6.42516	7.57988	1.67724	48.15659	6.99525
0.00000	7.57263	12.97400	5.94043	5.67926	-86.77917	29.60270	48.15541	7.65531	1063.07672	27.83348	6.31668	7.50456	5.79537	5.38414	0.38215	36.02506	8.35554
0.00000	6.07773	33.04244	6.48560	8.62396	84.63445	33.35085	71.68237	9.77444	1147.60870	27.22780	8.43847	4.95300	3.87498	4.94569	1.13369	24.81757	5.57562
0.00000	8.66379	28.47438	7.05981	6.83353	-1.86343	27.29110	27.84152	10.68795	1148.73239	38.94184	6.29664	5.66672	7.43435	9.33183	0.45610	38.10558	6.80657
1.00000	8.04513	-4.89162	7.24315	8.43691	120.5875	70.30456	76.21091	10.36332	1061.07412	58.27047	7.34190	8.07060	10.67155	7.90580	0.57005	16.455	6.82620
0.00000	7.30454	26.07718	7.59751	6.80410	-46.99583	39.88251	53.64433	10.32153	1114.04277	46.17116	7.20741	8.12082	6.05016	6.41282	0.66230	-22.97056	7.00288
0.00000	6.85469	26.05721	7.90275	6.10739	-79.00453	60.12009	62.58087	6.93503	1134.15166	69.82171	8.21995	4.74928	8.12250	8.22622	0.91886	-2.90055	7.38725
0.00000	8.10403	12.78830	6.44530	4.65341	-37.07167	42.59233	59.96761	12.42039	1083.36199	75.59131	6.20887	5.82016	4.79936	6.97417	0.40522	-10.91111	6.96940
1.00000	8.11005	-14.91518	6.76896	8.98682	2.08333	43.32639	35.03382	9.16957	1139.11511	28.06158	9.15727	6.66272	7.10328	7.90241	1.91011	48.86667	7.71661
1.00000	7.29465	9.92769	7.64581	4.24408	-102.04897	34.42172	53.34337	10.36227	1091.22421	54.78792	6.82769	5.59219	9.92624	6.89472	0.36469	19.64745	8.53770
1.00000	7.77740	10.05525	4.05002	6.30149	115.04814	30.43835	61.12648	7.17852	1055.54976	24.95301	7.05218	4.59835	7.32720	7.62476	0.31472	30.24706	7.81138
0.00000	7.88750	13.75375	8.86647	4.25634	79.41727	53.03329	29.04751	5.49701	1149.65522	35.74333	13.27002	4.58610	5.94233	5.20664	100.00000	12.25282	7.24130
1.00000	6.09253	13.16380	5.31448	6.50240	2.12213	49.15327	62.98339	7.35544	1123.50877	41.87321	2.36289	8.17888	8.06547	8.24033	0.34637	48.8222	6.60221
1.00000	5.88744	28.32047	4.46362	6.46434	-81.23621	42.18749	71.90311	7.41288	1162.52805	38.60589	3.99150	6.86500	8.71981	4.76315	0.37304	33.98154	8.46146
1.00000	7.14262	5.85060	5.72868	7.24893	-45.94722	45.58785	57.76664	6.48030	1191.73088	47.61887	8.44271	3.88743	7.95862	7.81260	0.95605	-21.42917	8.29557
0.00000	9.53184	12.17095	9.49720	3.01177	34.37389	45.68224	59.81002	5.36074	1060.71014	42.35572	11.35251	7.27725	8.21738	6.99276	14.93459	40.1675	5.46659
0.00000	5.63427	11.09873	10.25702	4.21598	-97.35992	60.23792	60.16871	6.66633	1088.04685	58.86362	8.31579	6.13954	7.52581	7.94457	0.91829	19.8173	6.86020
1.00000	7.63004	13.26706	5.42496	6.64066	29.24152	37.72076	37.31647	11.69534	1178.08408	56.86654	8.72273	9.15075	6.68450	8.87086	1.30104	-26.93366	6.75130
0.00000	7.25567	1.76763	8.61130	5.67026	31.4976	69.18447	53.96311	7.04697	1113.95295	45.72864	6.36295	5.66301	9.29602	6.79148	0.36973	26.67319	7.91695
0.00000	6.82562	12.86006	9.94249	5.84015	-82.45426	50.76539	27.82348	5.16638	1052.41720	44.77654	8.57878	5.77249	7.16962	7.41471	1.07219	27.09978	7.23693
1.00000	8.27532	15.40016	5.39644	6.84906	-96.39774	69.27080	47.90553	7.57660	1153.23312	62.36512	8.31702	6.66344	6.26438	6.26318	0.90496	30.16688	5.91431
1.00000	9.36634	20.62425	6.37300	8.03174	124.84472	56.72579	47.84801	9.98503	1174.63863	54.71485	9.79709	4.16487	1.70434	6.19065	3.28201	10.13361	9.49254
1.00000	9.27133	34.73281	5.58825	6.03405	5.55575	48.65437	46.21539	8.53148	1101.73888	61.62937	9.50062	5.23499	4.38406	7.85579	2.67611	46.67535	7.83844
0.00000	8.40237	8.48389	7.24505	1.45419	-120.93549	52.01836	57.17443	7.80052	1073.16280	62.93199	10.72433	7.57659	8.78653	7.69968	7.97262	37.73604	7.49405
1.00000	7.47777	12.12105	6.15927	6.05880	115.8614	44.50128	51.11392	8.63199	1107.39680	32.26612	10.34837	3.03308	7.71789	7.78430	5.65585	-31.95224	5.55557
0.00000	7.20554	5.00197	9.46629	4.63618	121.06761	71.77917	56.43726	5.90909	1171.01252	38.40882	9.58853	5.77608	7.10271	5.80442	2.72686	12.35275	5.78439
1.00000	5.74089	18.45789	4.30663	5.67054	136.84186	39.08137	69.62802	7.99912	1139.16758	38.71652	9.07434	3.70151	8.35032	7.28829	1.73296	34.4833	7.12122
0.00000	9.74845	14.40870	6.86047	3.21454	-1.48119	45.71733	52.36094	6.81415	1110.80972	58.73358	9.85662	6.83359	8.84430	7.48034	3.72368	53.0233	7.72595
1.00000	7.71417	12.69753	6.65165	4.39211	30.79165	50.23247	39.36559	9.01529	1095.57330	58.12762	3.62979	7.77545	9.36628	6.29912	0.30948	-27.76952	6.33821
1.00000	8.00814	12.69773	4.63133	12.31186	77.70636	50.37930	43.79176	4.87659	1182.56011	55.92389	9.11862	4.69092	7.31174	6.06086	1.82207	28.98002	6.74102
1.00000	7.63696	15.75158	6.50591	9.27571	86.79271	63.19188	53.40248	8.37394	1116.45534	25.00281	8.71900	5.21195	4.07223	8.01450	1.43733	25.92127	7.36050
0.00000	7.10640	14.91562	9.36202	4.41894	97.01124	49.00727	71.20352	5.80107	1140.28118	44.65172	9.68972	7.17092	7.98833	6.81234	3.26028	17.30858	8.96230
0.00000	8.57805	-9.16257	9.07963	6.61737	13.10984	37.00453	53.13671	5.39255	1169.37798	40.77002	8.79611	6.40141	8.65133	7.06397	1.31157	51.30001	6.79627
1.00000	5.06808	1.28466	7.64241	7.63663	35.90057	51.99992	66.63346	9.57297	1092.68761	75.35099	7.55816	7.28563	7.23872	8.53041	0.57652	56.85836	8.00322
0.00000	7.44737	17.87661	4.99057	7.76772	13.32127	46.37488	42.20734	8.03640	1132.17138	43.53023	7.23329	5.43703	4.91396	7.78926	0.55397	52.59319	6.39573
0.00000	6.92444	4.99962	6.63240	5.01535	74.12286	55.84339	53.43583	10.39636	1094.41618	69.11089	7.10680	7.74948	5.80010	6.82057	0.39295	30.76468	7.13106
0.00000	7.18719	15.30236	7.02603	6.53826	-60.94228	56.61158	53.88892	6.10082	1141.10748	53.25814	9.03640	6.24534	9.14428	6.18513	1.98071	14.67751	5.31985
0.00000	8.08758	21.36365	7.16875	4.92937	-93.08883	14.17980	49.02915	8.36371	1124.48639	59.42585	8.53356	6.11482	9.51134	6.83664	1.12570	45.16024	7.43589
0.00000	8.64010	17.18547	4.61158	7.88790	83.97573	64.93803	43.41430	9.48891	1135.56931	54.94500	8.55594	7.32342	5.26428	9.90683	1.29601	21.46527	6.58710
1.00000	7.38911	2.72104	6.98859	6.44283	33.9162	37.97128	50.54618	10.71787	1092.47053	54.95144	8.68487	5.37701	10.27573	8.98409		51.67822	7.85772
1.00000	6.52817	17.84322	5.12327	7.57680	36.73307	44.51415	60.85388	7.71716	1060.47316	70.41278	8.80872	5.60587	7.13315	7.25832	1.57175	55.38752	6.14832
0.00000	9.56488	3.68779	6.60851	6.18711	-73.75513	48.10282	54.23124	8.39089	1073.40613	66.90141	6.60540	8.23518	4.70555	8.93797	0.42638	40.60538	6.64699
0.00000	7.61090	17.97109	6.23959	7.17647	-61.51889	36.41356	54.63200	9.60280	1139.18898	41.93097	5.08850	4.11956	5.40056	7.24193	0.15324	10.66668	7.28097
0.00000	6.71603	25.07749	6.00191	7.16460	-53.13722	49.02537	51.56396	7.99196	1109.65223	58.58540	5.81983	5.65341	7.83711	7.49693	0.33667	-22.92306	7.19651
0.00000	9.03100	20.01566		5.54611	-74.26419	52.85989	36.78007	9.15415	1062.77290	76.21512	6.32947	6.85395	5.09014	6.87186	0.42631	4.73245	6.07088
0.00000	8.00289	16.95583	9.09577	8.44533	46.58333	78.68058	36.09668	7.86900	1095.01198	46.09842	6.02698	3.96183	8.64205	8.35219	0.31947	-21.15	7.44249
1.00000	8.88067	28.55997	4.77859	7.07441	-75.23266	46.14522	40.32019	7.37912	1117.49368	64.64247	6.53253	4.85062	8.22034	7.83610	0.37865	43.1009	7.61844
0.00000	8.05843	32.03951	6.33828	6.37555	28.28489	65.67968	47.37959	9.74354	1150.46458	49.37121	6.19439	6.76763	4.23002	8.97799	0.36798	48.15659	6.63035
1.00000	8.82018	31.59710	7.21184	9.44222	-79.59415		54.20229	7.53240	1080.93473	42.63122		6.42638	9.05780	7.81253	1.11701	-2.13404	5.43118
1.00000	7.00311	29.11683	8.09674	11.84139	133.42825	38.56480	51.44796	8.07882	1103.23470	44.88251	7.90052	5.84592	8.77029	7.79912	0.61983	45.47885	8.88874
0.00000	7.73141	22.06611	5.66527	5.69294	18.30056	63.89482	42.52514	7.03516	1186.28707	60.53543	5.76077	6.71035	3.28283	6.89218	0.51808	50.5107	7.47642
