Pb	CH4	latitude	warning	PM2.5	TEMP	longitude	NH3	PAHs	H2CO	NOx	PRES	CO	SO2	C2H3NO5	CFCs	PM10	O3
28.98103	7.91804	37.65181	1.00000	11.47067	-8.84764	120.33063	9.00687	7.92548	65.76648	9.06671	1104.70761	8.39420	7.90752	0.67058	44.44885	7.38534	11.26398
41.88681	7.77687	40.49748	1.00000	10.78771	26.11922	44.7662	6.76331	9.44764	74.22310	8.17271	1050.04748	6.98840	9.25329	1.95666	47.38292	8.62362	9.20061
44.31730	8.93610	12.04161	1.00000	9.57659	25.45041	75.35927	8.82901	9.77185	44.25493	7.86143	1058.12460	8.46572	9.25426	0.70676	51.89212	7.58827	7.27222
72.77961	6.65146	21.28306	0.00000	5.31866	27.91515	-89.66123	9.28727	4.96603	38.41400	6.79741	1193.40593	2.92628	9.84416	0.46000	47.63039	6.64943	7.80930
44.42048	10.43699	6.25947	1.00000	8.44439	11.72247	102.05461	10.14904	10.56542	56.41960	5.75685	1076.82407	6.80671	10.38172	1.26970	51.14894	8.12350	3.50342
52.65047	7.55320	51.40148	0.00000	5.04172	3.61638	-1.32471	8.22948	4.20724	62.34940	5.75588	1122.88604	5.08093	6.22828	1.22641	61.92435	7.83550	6.93365
39.38541	7.19714	23.29549	1.00000	9.86208	14.46377	113.82465	8.67063	10.26446	56.22554	4.75596	1162.66049	6.99321	10.21529	13.18795	37.28485	10.64028	8.49988
34.47309	8.31459	-4.06667	1.00000	10.94279	24.53689	37.73333	7.84748	8.41172	60.68440	7.22430	1069.82794	7.21670	8.45294	1.05323	61.54831	8.02752	8.56300
44.99689	8.13713	-19.72806	1.00000	8.26487	-2.46811	-50.19556	7.03548	7.84452	58.77843	10.34190	1198.33554	6.44417	9.22140	4.13992	64.51309	9.44789	10.06795
64.41951	8.26371	32.9156	1.00000	10.08105	30.10442	-117.14392	9.84030	11.76051	52.66039	7.49604	1173.20391	6.08186	10.45738	0.68661	55.64642	7.47464	7.49752
50.94105	7.79830	-22.45667	0.00000	8.06108	13.81619	-47.53028	7.51895	8.45344	48.33032	10.62029	1103.21808	8.80741	9.97078	2.57386	41.96709	8.91948	6.04798
70.86585	8.44843	3.31332	1.00000	10.61413	3.42311	117.59152	10.30867	10.91639	73.78902	7.54278	1190.14507	5.88176	9.89196	4.50028	42.71908	9.56694	8.15637
60.36618	6.42467	43.67681	0.00000	7.05604	21.46679	4.63031	8.15349	3.70205	39.07471	6.35785	1076.38759	5.76527	5.16114	0.74047	52.20061	7.48036	3.18410
50.52864	9.73910	6.15038	0.00000	7.00274	17.22713	6.83042	7.43367	9.16135	60.46822	7.24042	1190.92826	7.90621	8.57057	8.91892	70.59552	10.24124	8.01051
59.66296	8.01167	43.35071	0.00000	5.36423	18.44872	46.10925	7.92105	6.59050	60.87269	5.34635	1155.36588	5.28781	7.82518	0.96604	54.66524	7.85033	8.64481
52.44146	8.90209	24.96334	0.00000	6.28871	30.47625	10.18003	6.45025	7.68191	62.85155	9.92696	1158.02522	9.36499	11.96100	0.88671	49.62264	7.79562	5.45156
43.73752	8.07459	40.58654	1.00000	9.95760	18.01173	-122.39168	7.52294	12.28551	46.88284	8.52730	1152.98187	8.28109	10.04451	3.81029	79.59587	9.30760	8.11434
51.71613	8.46164	45.44694	1.00000	10.36090	19.04475	8.62118	7.76911	11.23139	64.27046	5.95869	1110.90624	7.16482	9.16558	5.72515	41.69648	9.75236	9.53744
60.28494	8.89417	46.75451	0.00000	4.44150	32.22273	33.34864	8.54794	4.51128	52.34581	8.07510	1111.81283	6.00423	10.33299	2.53369	71.17929	9.06089	8.62932
52.86511	7.78765	50.72043	0.00000	8.13515	17.41964	11.34046	7.81464	7.57568	33.43799	11.28495	1174.29514	6.71638	6.90824	0.67206	67.11346	7.13160	7.18956
44.47778	7.72052	39.32288	0.00000	7.09750	17.26178	-76.72803	7.75422	7.19991	47.77646	5.69263	1114.81570	6.73286	8.92287	0.77620	61.25627	7.73483	6.22262
44.82859	9.02310	33.41012	1.00000	11.89163	1.06406	-91.06177	7.08879	11.80968	69.45205	9.20026	1141.52207	6.47272	9.94485	3.94008	58.49960	9.33370	11.19629
29.92578	6.87095	34.09611	1.00000	11.06787	9.08852	-118.10583	9.60597	9.14060	38.34133	7.77859	1157.44981	6.13585	9.79742	1.02977	50.41178	7.66676	11.44026
26.80287	6.90754	51.21187	0.00000	7.16580	22.41363	4.25633	9.69536	6.75645	70.90533	9.50262	1125.45461	5.58413	8.66732	1.53996	51.87344	8.23218	7.08583
47.59023	7.58643	44.99012	1.00000	9.42079	19.02867	-123.02621	9.56714	10.44648	35.11364	5.50408	1176.97030	5.17218	12.01787	0.31455	60.95497	4.98942	8.01076
57.85364	8.43992	0.46005	0.00000	6.48734	19.18790	34.11169	6.67538	4.63751	65.69709	6.90253	1198.40197	6.34787	4.08137	7.61430	57.97759	10.07724	5.37268
59.39100	8.38650	41.47892	0.00000	8.52964	24.76210	-87.45476	6.23573	7.74342	37.49785	9.86441	1072.95080	8.86748	3.91630	0.94626	30.77994	7.45316	6.97446
59.02125	7.21619	39.33427	1.00000	9.34846	9.81860	-76.43941	8.68171	11.17788	71.61761	6.83932	1069.79790	7.22907	9.08436	1.13024	54.83909	8.01971	9.18652
59.02182	8.20760	-34.74785	0.00000	7.39159	23.33151	-58.70072	8.56292	4.85691	45.44142	7.74544	1170.62951	6.87719	3.96671	0.24492	58.89568	6.21378	5.48614
61.02952	9.93092	-15.675	0.00000	9.26820	18.38415	-38.94722	7.52684	8.38216	50.46754	8.55228	1088.53905	8.67588	6.53050	6.38231	63.02214	9.87398	7.92309
55.25754	7.56505	55.75556	1.00000	7.24338	45.22522	60.70278	7.88337	12.15043	65.89747	4.93019	1133.90559	4.41058	12.16661	3.83991	59.88195	9.34806	3.40594
61.68041	8.21573	39.33427	0.00000	6.52180	13.02283	-76.43941	7.71320	8.46808	35.21990	6.15544	1148.34165	5.92966	8.42541	1.65377	62.17062	8.41838	7.88169
73.92986	7.45721	4.92675	1.00000	9.03681	24.67165	6.26764	7.09814	7.85025	41.27940	7.89271	1169.91934	6.53310	9.51627	1.08344	62.13427	7.82399	10.21718
39.61692	7.30339	44.73941	0.00000	6.99920	18.36630	-93.12577	8.63548	5.87479	39.65018	6.51554	1168.77284	6.80789	7.44028	1.24603	62.56176	8.23334	5.79156
24.34974	6.71323	48.28259	0.00000	7.84755	3.71375	9.72749	8.89537	8.69919	62.93525	6.99893	1095.28565	7.62016	7.81081	4.04596	52.70929	9.29316	8.61406
58.07463	8.49454	46.7055	1.00000	7.40102	26.44636	38.2739	9.22416	10.34417	57.84224	5.54068	1065.89433	6.63407	10.71543	4.83220	36.66058	9.62663	4.43660
68.56719	8.17897	45.44694	0.00000	6.16225	7.07437	8.62118	7.75342	5.94357	67.08659	9.48802	1090.51836	7.04686	10.20999	0.39070	56.76111	7.17038	7.15370
68.75888	7.25640	14.37395	0.00000	5.98832	12.80959	100.48528	8.56989	5.93055	34.83865	6.65850	1160.56473	6.38770	6.90022	0.67525	58.32960	6.56933	6.98145
46.25575	9.32895	35.21222	0.00000	7.05311	26.52862	2.31889	6.46761	5.64119	59.27861	7.29239	1179.95805	6.34956	6.07558	1.18991	35.52065	8.19381	7.89471
49.14566	8.61269	47.4943	0.00000	5.51544	12.80073	-122.24092	8.79239	6.07011	56.85941	10.05750	1184.83409	7.74333	8.44103	7.76002	49.81574	10.11951	8.21561
17.91429	9.06261	51.39323	1.00000	9.25482	17.05545	0.47713	7.61567	9.95702	50.04503	6.52385	1100.29931	7.15680	9.30064	2.40671	46.56447	8.74094	9.71793
74.53960	7.60870	32.05971	1.00000	8.46111	30.48998	34.8732	7.32710	8.87302	37.45410	5.38856	1196.07236	5.72116	10.39781	1.14223	57.97842	8.02056	4.74715
41.27654	8.28640	-10.95817	1.00000	10.28954	21.81818	-38.79084	8.28245	7.85339	28.20158	6.51714	1109.69573	7.40824	8.43598	6.04504	45.53671	9.85458	7.48891
40.78364	9.45434	40.87363	0.00000	9.90219	5.46080	14.34085	9.34633	6.87982	45.47467	9.21071	1146.82053	4.93133	10.77671	1.91880	45.06585	8.64571	6.50370
49.86618	8.01200	14.0823	0.00000	6.50427	16.22695	98.19151	8.00601	4.56958	51.34025	8.60493	1153.05174	5.32854	11.10971	4.50047	58.51717	9.51395	7.31830
59.12431	9.89557	65.84811	0.00000	6.73682	14.66608	24.14662	6.06574	6.90762	30.48183	8.54497	1173.57544	6.43762	10.35307	4.64053	43.60188	9.50015	7.35056
51.31533	8.36172	17.06542	0.00000	7.09492	-1.29298	-96.72365	8.58679	5.17299	36.76193	5.89495	1062.99744	5.68089	7.01692	2.35166	37.16392	8.82198	5.32874
60.07184	8.89473	52.71083	1.00000	7.93475	-0.32259	5.74861	9.97712	8.33029	51.74758	6.21595	1071.69067	7.84029	8.68357	0.46623	70.45054	6.49623	10.31791
52.28034	9.06781	37.1759	1.00000	10.80646	33.58285	128.9889	8.48668	9.59166	52.93073	7.57957	1069.96048	6.27210	9.59043	2.14241	48.01537	8.74192	9.42487
60.87763	9.45623	39.00622	0.00000	5.77176	5.63091	-77.4286	7.56868	4.91557	33.40983	7.31576	1199.03355	6.35781	5.19700	0.41631	48.13583	6.75191	5.72670
46.75408	9.27970	52.86147	1.00000	10.01410	15.60790	9.5926	7.58486	11.06869		6.23343	1146.03962	9.29083	8.91845	0.72499	70.31393	7.37970	8.55637
55.62653	9.19937	28.98002	1.00000	9.81719	5.69113	77.70636	7.86725	8.80842	46.48485	7.01770	1148.26285	6.32395	9.51011	8.67298	61.92634	10.19693	8.75586
47.53632	8.78561	44.43579	0.00000	7.51833	17.22340	26.01649	8.38283	7.04277	61.43252	5.99916	1126.69081	6.15135	9.09290	2.69587	64.00707	9.01384	7.17865
	7.56058	46.1351	0.00000	6.07625	37.95311	-60.1831	8.81361	5.43110	56.46341	10.26444	1167.56285	7.64499	9.50005	4.29609	65.35182	9.45743	7.66604
58.80473	9.01820	21.59983	1.00000	10.14784	14.50094	71.21169	7.26331	10.07586	50.62559	8.75649	1142.05576	9.08930	9.08176	1.99966	59.88991	8.60723	8.20854
50.22373	8.44770	14.62072	1.00000	10.48163	9.48126	74.83554	7.11441	9.81963	26.90031	8.54437	1062.03737	7.73137	9.35702	1.85833	52.10675	8.61940	9.00840
69.84137	8.99559	30.24706	1.00000	9.85204	14.22580	115.04814	8.63890	9.74745	35.94043	6.13358	1102.81586	3.84344	10.69646	1.31089	57.98165	8.24775	7.06974
50.71316	6.97603	34.31	1.00000	9.94150	27.91130	-2.16	8.49422	8.28051	25.14237	3.26922	1062.39842	9.50734	8.41667	4.58139	53.26988	9.55941	11.03641
54.08305	6.91680	28.98002	1.00000	9.91446	2.32817	77.70636	8.40591	8.69186	25.34371	6.61946	1129.65494	6.57553	9.28643	1.39716	51.08676	8.20787	7.49911
58.50261	7.53258	-19.72806	1.00000	9.43184	19.71587	-50.19556	8.37838	10.04761	55.79719	7.35411	1112.64055	7.17850	9.96537	2.18452	48.23157	8.74385	6.27751
70.23297	8.34938	56.56317	1.00000	10.22719	9.73347	-2.58736	7.32149	7.68541	43.76183	6.64611	1080.92671	5.93122	10.91879	2.72594	33.38381	8.90585	10.61776
50.88825	8.86487	-28.44917	0.00000	6.69559	16.37245	-52.2	7.26580	8.03149	41.33284	8.50527	1195.36179	7.99774	5.62794	0.53656	53.79232	5.85157	9.04184
36.10556	9.32944	-12.91667	0.00000	6.97708	18.98248	-39.25	7.80586	7.42511	54.28127	8.89683	1151.12398	4.99864	8.72874	0.98486	58.45031	7.12941	6.49509
35.03511	10.39743	27.0174	1.00000	10.52951	19.87645	49.62251	8.43904	8.73461	67.28432	5.61100	1183.76291	3.56351	10.30454	0.71098	58.82360	7.16305	6.68737
53.40224	7.12950	21.28306	1.00000	10.62806	21.85765	-89.66123	8.58309	7.72333	72.87982	7.99536	1174.91499	8.36265	8.63759	3.77966	54.73247	9.41299	7.86908
58.01821	7.85051	-12.91667	0.00000	7.16231	7.36094	-39.25	8.40399	7.96853	50.76769	6.85552	1087.70738	7.86738	7.17507	2.13169	46.72632	8.73558	4.45297
58.36393	7.31190	-22.53722	1.00000	8.63165	13.93753	-42.98194	7.45776	10.71934	56.58097	7.95369	1158.84261	9.00647	9.56625	2.48792	66.28146	8.91936	6.57060
52.85129	8.83424	19.64745	1.00000	10.75666	17.63552	-102.04897	8.49876	8.78500	58.52221	5.18279	1128.20943	2.88609	9.84365	2.07191	48.43473	8.66029	8.79244
67.91723	9.95135	51.19139	1.00000	9.17427	5.02216	6.51352	9.43258	10.05924	50.74940	5.35391	1171.45678	8.04514	9.30688	0.40675	44.98060	6.91798	8.76558
48.76992	8.92803	17.06542	1.00000	9.46227	8.20683	-96.72365	10.60908	10.74956	41.21404	9.28033	1103.85699	6.75596	9.53385	1.20745	50.87359	7.74737	9.06824
51.12836	9.72067	53.93361	1.00000	9.37092	25.92048	37.92792	9.44475	8.91803	69.75341	7.90035	1077.58979	8.76503	8.98872	6.42333	51.65385	9.88597	8.01285
51.29033	6.44990	38.70734	1.00000	5.07395	17.74720	-77.02303	7.10755	6.18048	48.65936	5.58871	1130.93069	5.15573	7.87687		71.58064	7.92654	7.00249
53.07938	7.21438	61.72744	1.00000	8.27956	-0.55917	17.10558	7.81864	10.08227	62.81713	5.94158	1104.35157	5.94425	10.76722	1.47355	52.43755	8.48305	5.19878
45.67946	7.69241	-33.38056	1.00000	9.91415	17.85303	-56.52361	8.28772	9.83479	81.44062	7.30127	1130.46628	7.43879	9.94529	1.71317	59.29785	8.43118	8.78660
64.20627	9.09781	53.6052	0.00000	2.82595	11.15677	10.03988	9.19882	8.22845	60.18502	6.09932	1188.16230	5.90943	9.33440	1.11260	52.40166	7.91782	9.49159
38.64391	7.64850	45.53929	0.00000	2.12397	25.22485	-122.38731	9.26740	6.67439	47.45737	5.08917	1067.92714	3.99254	9.27127	0.99197	41.42361	7.52001	10.44259
21.17270	9.10215	-6.48167	1.00000	10.58564	9.52101	106.85417	8.87172	10.53356	39.43085	7.44777	1161.68601	5.20146	10.56402	1.12615	55.23322	8.06010	9.51414
64.26973	4.96980	41.55815	1.00000	10.09843	16.04277	-73.0515	9.06393	10.18543	66.28280	8.35734	1171.92582	7.01031	9.41031	2.17654	49.83489	8.75551	9.62055
58.13660	7.42251	51.955	1.00000	9.74721	14.03977	5.22778	7.09861	11.87706	68.80094	7.84071	1077.41010	7.92581	10.08924	1.76329	56.02405	8.16401	7.09396
46.66603	9.68315	-36.9256	0.00000	6.04610	22.84292	-73.02841	7.67998	6.03658	49.84846	9.29567	1087.21125	8.26158	10.87073	0.78853	67.28178	7.45286	7.74339
32.34289	8.61645	53.83333	0.00000	6.98650	8.17270	-2.98333	6.62815	7.44684	63.28730	9.52674	1052.97294	7.51535	9.97953	1.88840	50.84896	8.45450	6.70327
47.74997	7.72272	28.98002	1.00000	9.50754	10.09126	77.70636	10.02014	8.66700	57.61573	8.38221	1185.90619	5.98243	10.06682	3.94243	45.57793	9.35225	10.00785
48.47753	8.85213	-22.92306	1.00000	8.98619	15.42280	-53.13722	6.34283	9.74860	61.30831	5.87213	1184.38438	7.10871	9.99168	1.64519	51.68075	8.44775	5.19797
51.59298	7.73389	38.54491	1.00000	11.02617	18.91039	-121.74052		6.84097	51.14124	7.21680	1181.17321	7.93242	7.77757	0.93688	60.50511	7.73078	8.42386
51.90996	7.00162	44.99012	1.00000	10.82080	34.04384	-123.02621	7.14888	13.14606	36.05168	9.48278	1094.98686	7.58172	10.49494	0.91242	40.99414	6.91085	8.90240
63.21788	8.34035	7.57944	0.00000	5.26325	20.73841	-8.53778	8.01815	4.22846	55.99020	8.90583	1140.61008	5.72148	10.00897	0.71342	47.19834	6.42926	8.02241
37.87274	8.14305	7.62789	0.00000	7.11083	5.24795	4.74161	8.60046	7.71823	45.99197	6.97119	1187.94016	7.78089	7.96472	3.65837	67.31695	9.34745	7.90389
49.83776	8.35990	-22.9	1.00000	9.71651	6.25564	44.53333	7.53649	9.29523	49.21805	6.50138	1119.95998	7.94407	10.03521	3.10670	54.78022	9.10286	8.97386
61.97339	7.68798	42.50729	0.00000	7.37062	4.37023	1.53414	5.96448	7.89518	21.55179	8.57899	1154.43258	5.23242	8.98451	0.73238	50.47253	7.26613	7.13453
39.88479	8.27697	51.40148	1.00000	10.83282	14.70783	-1.32471	9.34108	8.91550	53.87443	6.50272	1120.35057	6.87611	8.75697	1.55253	62.09116	8.30673	12.08971
83.79570	8.55465	14.66	0.00000	4.28939	14.10191	120.56528	7.15476	5.87589	43.14137	5.18735	1175.60101	4.24072	7.78275	2.83168	54.52388	9.00175	10.65209
52.61143	8.11351	51.04962	1.00000	8.91199	19.88958	12.1369	7.59142	9.63638	53.84305	6.86180	1094.91302	7.51380		0.70111	32.17514	7.16315	8.52515
44.46918	9.85966	22.37066	1.00000	10.82283	18.37664	114.10479	8.58486	9.91299	41.34825	7.33693	1174.72032	5.90995	9.71922	4.12503	47.39993	9.39100	9.48797
67.70614	9.52344	4.88441	1.00000	9.46231	6.42319	101.96857	8.31394	9.97294	51.94843	6.34315	1059.60140	8.31692	8.43250	1.89960	55.60528	8.59445	9.64376
61.91270	9.83966	-12.91667	0.00000	5.27902	12.65886	-39.25	8.24959	7.25270	61.19867	6.88552	1180.78177	6.27292	6.87388	5.10699	51.89203	9.66814	7.07004
55.28017	7.39601	53.6052	1.00000	9.18576	29.00234	10.03988	8.68792	8.46067	63.70531	7.67244	1088.00849	8.07167	9.25473	1.53057	49.15588	8.11052	6.41451
51.65840	7.73574	-33.75881	1.00000	8.48156	11.73325	150.99292	8.95275	9.32758	50.74346	7.57430	1080.67543	5.62784	10.71170	1.10004	60.85008	7.98466	8.91397
54.78686	8.56430	43.41949	1.00000	8.14380	12.24075	77.0202	7.64086	11.15819	47.46212	6.08843	1090.33353	7.92530	10.32923	6.21314	50.73783	9.82644	2.92720
80.18440	10.95970	-37.32167	1.00000	8.93193	17.29140	-59.13316	8.30638	9.08843	38.69104	7.62548	1115.08203	8.12625	8.91270	3.67119	56.67953	9.24135	9.23870
53.91810	7.07139	44.31771	1.00000	9.74408	21.78577	9.32241	9.05614	11.60043	42.13066	8.45367	1053.44305	6.85716	10.50273	0.91906	60.84578	7.54745	9.28611
36.71441	8.35459	-19.65	1.00000	10.15143	6.00118	47.31667	8.34130	9.85767	59.70829	7.56354	1143.00436	6.97712	9.75266	3.68790	64.50303	9.33425	8.13162
30.21339	7.88990	-21.41222	0.00000	6.81634	19.86765	-42.19667	8.52947	6.95727	71.85137	8.84152	1149.90130	5.17947	8.47261	1.57535	65.57126	8.36334	7.39137
81.69115	7.99224	21.34222	1.00000	8.28328	16.41153	71.30633	8.52425	9.37309	57.99016	9.87652	1135.96850	8.12350	8.03426	1.16355	72.63896	7.70422	9.16211
45.31037	7.94372	34.85	0.00000	6.41763	14.20791	117.33333		8.39523	53.05816	8.01051	1091.61011	7.14647	6.70380	0.71752	77.82263	6.54634	9.67664
49.04542	8.92956	44.73941	0.00000	5.58383	24.75267	-93.12577	6.69913	5.22427	57.47866	6.34125	1170.07356	6.60665	7.83795	0.98559	57.34134	7.57906	7.32008
55.52106	6.98499	-28.44917	1.00000	9.42352	11.20966	-52.2	9.03472	10.05610	80.42848	6.19527	1094.14358	6.87045	9.67471	2.23298	53.03229	8.72296	6.04103
48.53614	5.33785	36.46917	0.00000	9.37756	25.34862	10.78222	9.89291	8.83938	42.09960	9.19896	1096.50806	7.86903	8.28477	1.06112	58.88510	8.11727	10.49033
60.76154	8.60482	35.89972	0.00000	7.88312	4.19379	14.51472	8.86853	7.88524	53.12538	4.56786	1098.93328	5.61157	10.25649	1.06139	61.17786	8.04284	8.45080
54.65900	7.92301	39.32011	0.00000	8.56801	16.88965	-76.51552	7.03237	10.13140	31.51252	9.45598	1082.55248	8.28466	10.48905	3.34951	44.54222	9.22915	5.34123
45.99211	7.55930	35.48199	1.00000	10.82066	21.94305	137.02166	9.27788	7.70704	43.75019	7.64805	1068.45418	5.08959	10.30075	0.63487	59.54937	7.80990	12.04372
60.86052	8.44977	45.50369	1.00000	10.81827	7.66924	11.412	6.58446	8.06258	52.72522	7.12058	1169.20733	6.12690	9.81583	0.73186	54.13761	7.38246	11.85907
61.62928	9.21239	-36.9256	1.00000	9.57488	26.43402	-73.02841	7.53588	10.80057	68.94998	8.12932	1181.66303	7.63856	9.97380	0.66323	62.06123	7.07852	8.31420
62.27646	7.13814	-19.65	0.00000	7.71787	28.61236	47.31667	8.38411	6.75058	62.94571	7.05274	1137.49591	6.75389	5.74248	0.64950	55.83181	6.99696	6.46605
51.68465	8.59803	-0.35817	0.00000	5.72950	4.49684	42.54536	6.77013	6.14263	54.83777	9.92972	1187.68390	6.35951	7.61980	12.08468	62.40321	10.56311	8.07249
46.34585	9.15418	14.62072	1.00000	10.32552	11.65271	74.83554	8.48899	8.89011	60.26789	7.35763	1121.40662	5.91300	9.58172	0.73703	59.30794	7.06707	9.31603
35.14568	8.19956	14.62072	1.00000	6.81777	-12.76486	74.83554	8.56329	4.95756	58.81472	10.86751	1069.01294	6.45056	8.22091	0.45295	63.85478	6.76912	8.25226
39.95987	8.00057	43.48961	1.00000	10.52992	8.17399	-8.2194	7.79207	10.56213	58.58921	5.88057	1146.27255	6.90320	9.89073	6.77871	56.53734	9.97445	9.52702
18.28597	8.08491	36.82167	1.00000	9.42594	13.08454	128.63083	8.41734	9.79229	43.73819	8.32655	1163.66577	9.79894	8.70806	1.52168	57.63601	7.97925	7.30430
48.60576	5.95304	-54.8	1.00000	8.67040	19.72607	-68.3	9.05660	8.83145	28.63778	6.24016	1129.52509	7.28354	9.84204	1.16690	50.55460	8.05149	9.01730
33.57030	8.80185	10.63504	1.00000	9.59223	23.45471	-85.43772	7.44091	9.84111	56.63021	8.35736	1177.26644	4.26683	11.50766	1.58502	62.25451	8.39287	8.83837
37.60914	8.39628	10.20898	0.00000	7.77679	15.64667	123.758	6.87528	9.92169	61.63398	8.07468	1151.50629	8.72951	8.70412	0.92502	66.52367	7.61514	7.07803
47.69069	9.04632	44.31771	1.00000	9.99983	-1.56442	9.32241	10.63455	11.23772	63.18199	7.24160	1126.85966	5.87905	10.57051	1.55631	73.86636	8.42837	8.26202
37.85886	7.16764	21.59983	0.00000	7.32316	15.89925	71.21169	8.53472	8.14838	75.03596	10.23679	1149.19427	9.28837	10.22970	0.40394	48.60921	6.82163	6.86268
24.15758	10.31841	46.51872	1.00000	10.63189	8.76087	86.00214	7.61904	9.29116	51.67961	6.90518	1155.99520	5.72603	9.37375	3.54380	40.69444	9.16930	8.92132
37.98003	8.62913	36.64852	1.00000	9.93548	19.52543	51.49621	9.52249	9.53503	44.61844	5.48814	1076.98333	8.24219	8.49899	5.89677	48.73649	9.84608	10.50185
58.18000	7.38345	36.20829	1.00000	7.86855	7.05049	-115.98391	7.53444	7.76897	56.77221	9.85108	1176.80991	6.47787	8.72312	1.60590	57.23620	8.31211	6.97356
57.68719	8.80172	40.57788	0.00000	10.79379	21.96257	-73.95958	10.33251	10.43818	55.93975	5.66242	1167.00478	3.28971	10.71181	2.11499	76.49405	8.82668	7.56456
65.19315	9.31756	47.90771	1.00000	10.77523	18.07688	106.88324	8.37593	6.47928	70.62924	6.65599	1193.30809	4.21326	10.96329	1.53927	48.45984	8.41848	13.21666
54.78000	9.49637	-38.65333	0.00000	6.34910	15.60934	178.00417		6.71350	57.73977	10.15076	1105.52413	8.11136	9.57821	1.98149	43.59760	8.62314	7.20086
49.07530	8.56383	0.46005	1.00000	7.28261	18.56825	34.11169	8.41221	9.91477	42.34861	6.92468	1157.35610	8.01501	10.33150	4.38779	50.32282	9.51803	5.10586
59.25505	7.30738	26.11527	0.00000	6.67018	12.21982	86.59509	9.05589	4.51896	53.90329	8.33976	1122.11832	4.44619	11.97722	2.62189	61.56974	8.99912	6.29340
74.89213	8.10499	51.955	1.00000	7.69041	18.59566	5.22778	9.58426	10.10663	48.72566	6.48463	1180.35679	7.80948	10.24160	0.58532	47.50769	7.39653	3.72027
45.25390	7.42902	-6.48167	0.00000	10.08074	5.03266	106.85417	6.26351	11.80670	54.43823	6.51748	1178.18747	4.56265	11.12209	2.57160	37.85214	9.00068	7.18755
44.95293	8.05056	23.5654	1.00000	9.01769	28.85197	119.58627	6.23589	9.36138	37.17975	5.20157	1070.70532	6.07687	10.34575	1.37689	54.69227	8.16896	4.49796
23.12602	8.17077	-22.53722	1.00000	9.03720	4.71686	-42.98194	5.99721	9.49754	56.61978	5.65355	1078.17826	6.92481	10.05065	2.34025	43.70731	8.76773	9.16436
42.14520	9.05069	38.37255		8.35996	14.83253	34.02537	6.91013	12.83494	70.10001	8.78681	1194.05012	10.07279	10.21647	4.31425	69.08271	9.46332	4.84752
35.58874	6.87065	28.98002	0.00000	7.97851	-8.46076	77.70636	9.80778	9.37416	39.05509	8.98239	1119.78991	8.39458	12.75271	0.80775	66.05730	8.04067	4.38763
51.69308	7.73189	35.06544	0.00000	7.85625	32.73361	1.04945	7.14810	8.52923	69.44351	9.76931	1163.81825	7.51333	9.56232	3.59607	53.92195	9.30674	6.49095
52.01573	9.82225	42.55308	1.00000	10.07208	23.48010	-87.93341	9.19280	9.23404	65.90077	5.27250	1158.91152	3.48525	10.49277	0.91129	56.97667	7.61440	7.17810
57.38650	9.71296	14.62578	1.00000	7.78910	24.43822	121.12251	6.94883	10.46265	46.02700	9.15567	1135.97162	11.15313	9.34948	3.38243	53.42932	9.24898	6.23273
52.63295	7.29497	55.54028	1.00000	9.37199	-10.68006	89.20083	8.79817	11.28404	64.27660	6.32921	1160.88709	6.22372	10.57129	1.19316	54.14846	7.96420	5.32183
37.61447	8.60738	52.86147	1.00000	10.85821	8.41853	9.5926	7.94638	9.63426	63.57572	4.69911	1088.48821	3.53193	11.99386	2.88906	51.30030	9.04974	10.53760
58.90231	6.75520	3.8801	1.00000	10.11866	10.62834	-77.03116	10.13313	10.92167	72.14881	4.83430	1175.37854	7.30700	9.69563	1.79223	60.02930	8.40616	9.29150
42.35186	7.64096	43.62558	0.00000	6.78846	31.83968	13.39954	9.21251	6.08884	58.70094	8.75473	1090.52030	7.50898	3.88588	3.23943	46.17319	9.11384	6.25339
48.50268	8.61408	45.73333	1.00000	10.13480	23.26474	4.91667	8.55111	8.81487	48.80497	5.84831	1148.71969	8.60234	8.97714	3.04733	44.09693	9.10679	10.27961
39.18236	7.03433	22.10194	0.00000	5.21104	8.72425	85.37752	7.55419	6.33823	53.14900	10.24388	1068.34598	8.64685	8.13242	8.75605	76.06853	10.19464	8.93869
70.58166	9.70844	32.9156	0.00000	6.61963	36.22765	-117.14392	7.07308	7.42687	61.14102	5.23357	1099.68365	6.08069	10.23259	0.71610	62.18092	7.13985	8.23324
44.11890	8.43579	-12.91667	1.00000	9.24252	8.34464	-39.25	8.56875	9.37355	81.50529	9.86214	1176.35617	8.29519	8.10331	1.53997	51.70020	8.42288	10.01283
57.29164	7.33131	41.80753	0.00000	11.04489	12.20119	-87.65644	8.63076	6.57044	50.90318	8.06123	1154.72003	7.45988	5.93692	2.01178	51.84698	8.59426	6.46565
39.64092	7.54460	52.14	1.00000	9.53736	21.93051	5.58472	10.34021	10.88174	61.85407	4.83758	1105.38070	8.36133	9.22856	0.75137	49.96299	6.57133	9.12485
31.85916	8.26943	30.17746	1.00000	9.44775	13.27062	-81.38758	8.38400	10.60440	44.04154	6.09693	1183.01612	5.56190	10.29644	2.02097	62.29964	8.63770	5.39846
70.74728	8.43887	31.82539	1.00000	10.48445	25.26063	72.54064	9.15649	11.39079	39.22166	6.50397	1056.52684	5.60386	10.80448	4.37320	49.89056	9.49955	8.69877
