PAHs	warning	PRES	CO	CH4	C2H3NO5	Pb	latitude	CFCs	H2CO	PM10	longitude	SO2	TEMP	NOx	O3	PM2.5	NH3
8.57562	0.00000	1072.52619	6.37700	8.38186	4.64284	64.29534	3.3285	55.66029	54.29718	7.33645	99.1625	8.62228	18.07926	10.37252	6.34245	7.07835	6.38573
9.19867	1.00000	1127.23609	6.13420	6.23848	14.31340	53.72653	19.30157	46.86092	54.39095	9.09328	72.85107	8.19675	26.75069	5.72884	7.03025	7.78094	8.50277
9.85645	1.00000	1158.74372	5.75179	6.43059	7.46964	78.38500	30.81383	41.35018	61.39327	8.25271	75.16878	8.05517	16.71456	5.19498	6.54952	6.75890	9.38814
8.67205	1.00000	1080.73764	9.75740	8.28181	2.79032	82.11546	-19.7625	42.47042	39.34373	7.40075	-44.31389	10.54478	26.68074	8.85149	7.96804	5.81995	8.24734
10.11502	0.00000	1099.27244	5.74069	8.91830	5.47683	66.49799	32.50611	48.64635	63.20088	7.53991	120.14278	6.64317	23.44288	6.92970	6.26707	7.83666	11.05023
8.46766	1.00000	1198.29517	8.10878	6.50030	4.87473	36.78792	-26.93366	42.72131	38.20385	7.67610	29.24152	6.37653	38.59756	6.06734	11.06488	7.18671	8.11759
7.79240	1.00000	1118.93520	6.39736	3.87447	10.47315	43.39596	38.40917	58.59381	39.26363	8.68143	112.73333	10.48141	9.75602	5.08877	7.29681	7.22021	8.58922
11.03468	0.00000	1094.83375	3.64125	8.14817	6.68123	55.43837	53.69786	43.54782	84.45079	7.88287	-2.68758	9.56974	9.39064	7.77058	7.94166	8.58954	6.12139
4.08660	0.00000	1105.39238	6.23995	5.42013	8.61881	73.26218	36.64852	55.43132	58.81012	8.27238	51.49621	9.84147	14.30740	7.29107	7.79356	8.34510	6.19488
10.88040	1.00000	1103.74857	3.84321	5.65147	13.36355	58.06914	-15.675	41.04410	43.73045	8.99975	-38.94722	9.89882	6.32320	3.71160	9.19870	7.65149	9.18214
6.06044	0.00000	1179.94949	7.94807	7.25708	7.68378	50.72085	13.65805	47.69099	30.90740	8.16914	102.56365	7.37142	26.94231	10.73940	6.25072	6.39187	6.53282
11.08021	1.00000	1050.20665	8.28646	7.80084	12.09282	43.04620	2.41669	75.32448	50.54805	8.85731	30.98551	7.36125	-1.35407	7.26225	6.35275	7.76092	6.38800
3.41204	0.00000	1069.80465	3.15791	7.40266	1.24977	45.52125	29.69221	42.66297	63.91280	6.76593	72.54566	10.22284	10.21499	7.15253	6.95111	7.92688	6.18190
10.46764	1.00000	1122.60890	4.59730	7.57005	3.74453	56.90153	20.21322	37.28843	23.15990	7.16651	-100.88023	7.32755	23.60973	4.84751	8.14868	7.29102	10.97658
4.34151	1.00000	1153.84661	5.84221	7.91917	3.72318	48.81179	43.54072	54.01308	42.11602	6.57910	-116.56346	8.16711	-4.00435	7.89349	6.23826	7.84050	8.81337
8.60599	1.00000	1107.77654	8.50739	6.47279	1.91626	53.44868	39.72943	59.54091	26.65697	5.98103	-104.83192	8.51572	5.84919	7.30833	6.17621	8.21087	7.65415
8.51196	0.00000	1157.38788	8.65308	7.86605	21.80212	62.93799	35.89972	54.23309	51.87497	9.50390	14.51472	9.63820	12.07081	8.15813	7.93345	8.93023	6.64407
6.44783	0.00000	1081.17667	7.05289	4.04733	6.19929	58.70954	35.89972	63.36073	43.11438	8.16824	14.51472	10.65031	15.40454	4.31490	8.13224	9.81848	5.41168
2.57005	1.00000	1074.64311	7.73824	9.32887	2.43712	49.56965	26.68451	46.57825	65.01372	6.35823	-80.66756	5.42817	19.97973	7.88198	7.31594	8.48894	9.33852
8.00601	0.00000	1175.79200	5.27827	5.90420	2.46513	43.58191	-27.4338	55.42873	38.66130	6.22902	-65.61427	7.74939	18.91842	5.60686	7.07983	8.04488	7.06500
7.49816	1.00000	1137.47809	4.41775	4.32690	2.99128	48.91896	8.56697	56.97144	49.51448	6.61984	123.33471	12.74297	6.68437	6.09180	6.58669	7.63847	9.78990
7.76181	0.00000	1189.12466	6.29929	8.72092	3.46721	49.72009	51.12794	60.30258		6.49357	4.21372	6.38251	19.41839	6.38487	9.19788	7.20952	7.32570
10.06401	1.00000	1148.96284	3.16598	7.51453	4.48307	91.00336	33.52253	50.67060	46.55937	7.55268	-117.70755	9.09125	-5.56332	5.21436	8.03007	7.48601	10.91180
7.51263	0.00000	1100.69045	5.48368	8.95362	1.76462	76.22772	13.70727	47.06148	61.62164	5.80425	9.15013	8.90679	10.92838	10.67504	8.28214	6.54397	4.79567
6.00399	1.00000	1094.67816	4.27578	6.69601	3.22750	44.30556	-19.72806	45.17821	63.06834	6.11990	-50.19556	10.98206	24.55331	10.43628	8.23252	6.60945	7.87385
7.12620	1.00000	1166.30109	5.86845	9.45075	5.11894	56.37760	37.51803	55.59366	57.86715	7.59643	15.00913	8.79583	36.70099	8.19518	6.27465	6.39323	7.29492
6.49897	0.00000	1144.67957	8.24629	9.08869	6.82881	71.42224	0.46005	81.34267	35.56918	7.97975	34.11169	8.10942	21.63534	9.85104	6.38014	8.00251	5.71358
7.92638	1.00000	1172.05317	7.03858	6.20652	6.29530	50.91143	20.88098	55.31290	50.92153	7.86354	75.11937	8.27739	6.86365	6.95285	8.92239	6.63830	8.56722
7.19206	1.00000	1101.27083	5.36590	8.61893	4.60264	56.09020	43.35071	51.96020	57.07038		46.10925	10.42059	8.31082	7.13068	4.49159	8.24521	9.43069
6.32812	0.00000	1094.28989	7.42421	8.96732	3.43647	46.65547	40.98894	53.31916	48.30581	6.13040	28.67582	6.63929	14.28844	5.89170	8.18865	7.64577	6.17914
8.76887	0.00000	1153.82945	5.97092	8.98031	3.44756	54.38036	-32.45242	48.47279	60.76402	6.83328	-71.23106	10.66036	9.74623	7.71348	6.54888	8.66776	5.13663
8.27210	1.00000	1168.12545	5.03922	8.28786	3.80417	47.24500	41.1053	56.19245	47.34116	7.49662	-7.32097	11.04255	23.23189	6.19309	6.35213	8.33053	9.15291
7.41825	1.00000	1112.88732	4.90750	7.71089	0.86639	34.31367	35.64889	70.65050	46.04377	5.56988	117.27583	10.72320	15.10284	7.96222	4.99421	6.88175	9.15721
8.87834	1.00000	1105.29733	6.10140	5.02682	5.55764	41.62247	45.78071	55.95811		7.78585	12.84052	9.04710	18.13865	5.05081	6.08727	6.68229	7.06307
7.35092	0.00000	1148.19379	5.33525	7.58872	11.56196	29.86407	-27.50578	55.60637	43.35110	8.82386	153.10236	9.39197	30.71492	9.74596	8.18647	8.43085	4.91239
9.39469	0.00000	1052.93107	7.14254	6.86286	4.81267	59.17028	8.56697	43.25057	81.38314	7.70717	123.33471	8.08273	-11.31993	9.11334		7.40265	6.85280
8.79169	0.00000	1104.53671	6.55758	8.03874	16.03346	52.56273	37.08819	62.43252	51.72216	9.21353	-8.2503	10.99226	11.12006	8.46352	8.35690	6.59906	5.58370
7.13375	1.00000	1101.33361	4.84123	8.09173	2.60939	32.13511	6.25947	45.98257	51.01788	6.43214	102.05461	10.28781	20.50698	8.11635	7.01422	5.57277	7.28950
5.32393	1.00000	1184.24717	5.67023	8.29635	3.50863	45.45924	-8.99167	65.40317	60.00033	7.34296	125.21972	10.05567	26.41271	6.43283	9.01335	8.53113	12.14535
9.55965	0.00000	1150.87103	7.02138	7.69876	3.21405	58.72236	45.35	37.89147	58.78304	6.91569	126.28333	12.66662	11.22289	6.62244	5.56268	7.92856	6.05302
7.07594	0.00000	1155.20309	5.19126	4.26376	4.65448	57.37279	40.67705	56.02205	47.40214	7.28747	-73.89125	9.38934	17.67912	6.16679	7.84057	7.65393	6.86972
9.62133	1.00000	1082.73657	5.10213	6.85785	3.08306	27.71956	26.2649	50.03583	40.95034	6.83211	81.54855	8.60088	21.51143	5.55674	8.25432	6.52367	10.58628
4.31037	1.00000	1152.35948	7.47828	10.00699	3.45784	53.13885	44.89784	44.37845	62.14024	6.76329	8.86374	6.26940	18.54118	8.49398	8.39864	6.88729	8.82296
9.70097	0.00000	1190.81104	6.38353	8.32318	6.59463	38.11751	46.51872	49.67452	36.86056	8.01976	86.00214	10.46514	9.47543	7.42492	7.80922	8.07123	6.80531
7.94114	0.00000	1060.68252	7.50612	8.16440	5.68471	45.80204	13.51825	60.54682	72.16231	7.87461	99.95469	9.73942	21.96926	9.28353	7.90752	7.91357	7.63512
4.77837	1.00000	1086.05530	5.94387	8.63665	5.20646	52.48711	41.63976	47.06117	37.48464	7.37326	2.35739	8.85850	10.68202	7.65490	6.70137	6.98212	9.92861
6.09499	1.00000	1168.55802	6.71285	9.73517	3.93666	60.05124	20.28527	47.34571	73.17918	7.31149	-103.42897	7.87272	28.58367	8.13123	7.26659	7.63357	7.91274
7.99724	0.00000	1137.74534	5.79799	3.16112	17.95603	67.05883	5.90702	31.48366	50.35133	9.23676	116.10146	10.79524	5.36001	6.95620	8.76288	7.81513	6.53628
4.06092	1.00000	1092.70477	8.02710	8.50722	7.54440	46.23703	52.48173	53.71429	43.44983	8.27436	-2.12139	6.41056	13.76378	12.40711	8.87606	7.23911	8.87263
6.63830	1.00000	1136.97275	6.21670	8.34701	5.04969	30.86688	60.02427	42.24434	57.99421	7.50795	30.28491	9.22759	13.03237	9.50347	6.68208	6.94654	9.11029
8.42827	1.00000	1175.63157	3.86793	5.54456	5.11575	36.54680	48.35693	32.01764	53.56038	7.84739	10.98461	9.69536	-4.22181	5.27058	7.85225	7.70854	9.44941
5.22245	1.00000	1188.23213		8.82856	3.54642	44.27044	50.18545	49.11399	36.93316	7.03490	27.06365	7.98610	26.30778	8.38155	8.06828	8.84150	8.32425
4.33477	1.00000	1148.09861	6.18305	7.03068	2.43128	66.68912	27.0174	46.53236	43.31615	5.73378	49.62251	9.16481	9.70536	10.82023	6.50371	8.02300	10.15960
5.68501	1.00000	1139.33103	6.42288	7.59761	3.24011	53.22062	-1.6	58.53456	48.06005	6.65018	103.61667	8.96786	23.90512	11.60459	6.46474	6.68162	8.67596
8.19758	1.00000	1075.68453	5.97390	10.33217	3.28480	46.95973	50.80904	58.87389	49.95056	7.27423	8.77069	9.17889	14.67946	6.79767	9.59973	7.06629	7.62607
5.81830	1.00000	1104.32976	5.35602	7.06434	2.90043	52.23081	20.21322	43.16916	54.26799	5.94797	-100.88023	10.13424	7.48604	10.50219	7.30519	8.82095	9.13948
9.12361	0.00000	1051.87550	6.89457	8.22073	2.22028	44.27877	51.20219	37.81161	68.25336	6.58359	7.36027	3.58130	21.67429	7.74177	7.61898	7.96539	7.76088
6.88003	0.00000	1148.18480	5.99899	2.33010	4.34253	45.67395	50.50301	59.40724	44.53159	6.85702	13.63617	9.72304	17.65068	7.18327	7.54756	6.42213	7.32740
10.75045	0.00000	1197.88528	3.43879	10.39972	3.60377	56.59744	43.61062	38.97497	25.90794	6.19168	-72.97261	11.05925	2.48085	6.35327	6.26994	7.32513	4.98245
9.13220	0.00000	1152.75824	4.87371	9.42390	2.60400	27.64947	-1.6	53.47166	40.31955	7.13043	103.61667	6.40534	19.32421	5.78331	7.85194	9.01418	6.73197
4.49330	1.00000	1093.83458	7.12773	7.96916	4.63458	36.03806	27.52948	49.31014	74.04510	6.79795	68.75915	8.65455	8.56240	9.33182	9.16321	8.21443	10.77646
9.73110	1.00000	1124.88059	5.76546	9.29532	8.04070	59.02828	52.09	41.12756	72.21962	8.39999	5.23333	8.62548	17.13002	8.72057	8.35533	7.84711	10.57803
7.84743	1.00000	1070.71757	5.92727	5.89329	3.53195	43.47653	28.88162	39.30086	47.95522	6.73177	120.03308	8.96322	3.96584	5.87187	6.45895	6.48166	10.16438
9.94211	1.00000	1162.19216	4.23450	9.64614	3.29519	41.66464	53.83333	75.74047	50.23638	6.97249	-2.98333	9.86983	26.70791	9.34497	8.57189	7.76511	9.64468
7.40386	1.00000	1102.01690	5.93340	6.10439	34.54951	43.04259	34.09611	63.06710	60.72068	9.96589	-118.10583	8.75525	18.82036	6.54621	7.44845	5.26747	9.57898
8.26130	1.00000	1112.26919	6.23913	9.87801	11.51822	50.98174	52.4581	63.02810	63.45454	8.72547	13.28702	8.97504	12.78343	9.77279	7.87370	6.83756	6.79857
7.49703	1.00000	1100.34262	6.58810	10.21715	6.07987	33.13285	37.35813	56.34185	37.70108	8.02131	-6.03731	8.05026	26.98647	8.93184	6.55371	8.58952	6.64079
9.22842	1.00000	1178.99218	4.46384	5.16399	3.79812	59.91191	27.0174	52.15415	60.54648	6.57226	49.62251	8.82549	19.56040	3.86602	7.20196	6.74758	9.36672
10.69888	1.00000	1141.71302	3.83427	7.39955	11.39425	36.57128	50.76306	55.75291	46.99857	8.70039	-1.29772	7.76503	26.93230	4.39790	7.80202	7.83986	10.37386
7.75164	0.00000	1126.15063	6.94806	9.98935	2.18807	57.43148	50.72043	43.03909	55.87172	4.99879	11.34046	8.64672	23.21767	9.19200	7.45388	6.53016	5.36834
9.43181	0.00000	1073.25561	5.99073	9.23914	6.66973	66.00213	11.93381	71.37508	68.32490	7.65965	79.82979	7.26520	18.71423	9.32892	7.72973	6.65707	7.36266
10.03587	1.00000	1146.67611	5.80249	12.14420	3.89884	18.88042	6.95194	36.84922	45.26231	7.49598	121.96361	6.76450	41.45411	10.63255	6.14026	6.66795	11.91421
7.15427	0.00000	1133.18176	7.92227	9.74076	9.86308	58.63852	52.26083	54.88204	79.19232	8.74814	7.00417	8.38710	24.47265	10.38546	7.24052	9.23676	6.64642
8.35485	1.00000	1059.72422	7.72932	6.85392	3.63791	27.68833	50.82882	60.55654	63.72760	7.26424	-0.32247	7.53803	15.64559	7.03632	7.26001	7.22546	8.95101
8.76014	1.00000	1080.88547	6.14095	8.32816	4.83881	55.88952	26.44931	45.18695	76.25028	6.53519	91.61356	10.65531	14.80632	9.12542	9.25423	7.73507	9.48035
6.87086	1.00000	1131.20836	5.29908	9.04069	2.94000	41.65603	46.09273	47.18736	39.22226	6.41667	-88.64235	10.11300	10.28409	6.76162	7.70801	9.20243	9.43339
7.90210	1.00000	1063.67789	3.68850	6.13513	6.84162	78.92215	37.60876	55.56133	75.48294	7.86469	-77.37331	10.65179	12.14983	6.17313	8.33266	8.12106	10.33164
3.47037	1.00000	1154.03637	7.19784	9.10010	2.50939	52.91416	41.57721	36.59537	27.45048	6.26940	-93.71133	7.14523	3.91488	7.60287	7.91969	6.55757	10.56970
9.27986	0.00000	1198.06552	6.99025	12.31003	5.09967	49.54330	26.68451	57.12487	56.86493	7.74476	-80.66756	8.28966	11.59816	8.10299	9.08629	7.65643	6.87387
8.48846	0.00000	1094.35165	8.01276	7.66137	3.22707	75.41751	50.18545	59.52141	65.71481	6.99674	27.06365	5.06357	38.71508	7.72165	6.70013	7.71805	7.40256
7.43847	1.00000	1082.70182	5.21390	7.83054	2.44758	36.15043	40.78206	68.04890	64.16838	7.25033	72.34424	10.74184	16.14278	7.60411	7.25867	6.20036	9.63612
10.11841	0.00000	1065.50256	6.12943	7.92195	3.84065	43.99198	-7.01833	62.08163	53.19327	6.15699	107.60389	8.29417	21.49778	8.68808	7.74105	6.11932	6.42086
4.40920	1.00000	1196.11590	5.75276	7.19272	2.17782	60.57136	2.41669	48.35583	38.73906	6.42956	30.98551	9.05528	8.92189	8.86457	7.15345	7.40903	8.80027
9.32253	1.00000	1088.70762	7.03766	7.09804	2.59886	32.92633	32.35126	37.71796	41.75624	6.20365	-95.30106	8.04227	11.61052	6.70378	9.18924	7.52720	8.34215
7.85738	0.00000	1108.51131	6.21393	7.54307	1.21414	69.70644	31.76212	40.30889	49.27528	6.14979	-95.63079	9.06407	-2.21336	9.31623	6.61787	7.45427	6.34463
5.12270	1.00000	1116.65556	5.92254	6.75371	6.69603	57.86864	38.07789	44.50994	38.90905	8.04720	13.44275	10.16910	17.91616	9.07863	6.23360	8.67805	12.72185
10.37041	1.00000	1116.80506	6.84302	6.27984	7.72784	17.56212	31.76212	47.35269	55.34507	8.43643	-95.63079	7.63012	22.87020	4.83164	7.68565	8.11275	9.01991
8.13534	0.00000	1114.46884	4.95286	6.70265	19.21371	66.19643	15.45144	36.67556	40.16248	9.44224	78.14797	8.64505	21.44618	4.05538	7.66325	7.00960	7.04705
9.85477	0.00000	1056.32248	4.95308	10.35745	3.28357	43.58888	41.75338	66.88456	50.50558	6.84939	-86.11084	10.31040	16.57451	7.68364	7.93258	7.01823	5.55702
6.98098	0.00000	1092.97041	7.13214	5.55698	7.41724	54.82916	28.90054	54.45574	25.77024	8.14707	-81.26367	8.67286	21.80389	6.94985	6.48080	7.81681	5.48247
7.92199	1.00000	1147.25829	6.36660	9.85647	3.97861	68.34783	32.65246	52.09597	45.34578	6.93743	51.67462	9.11388	-0.00193	9.55729	9.94518	6.75876	8.29636
9.55054	1.00000	1186.69778	4.38843	5.75570	3.61799	39.04194	5.30383	45.15854	57.40630	7.30075	-1.98956	12.24752	23.63894	7.03721	8.38094	6.37438	6.88049
8.68402	1.00000	1135.03716	7.70427	5.35749	2.12873	59.03715	-34.64966	44.39471	46.63585	6.81384	-58.38341	9.40192	-3.04091	6.67813	7.05379	11.61468	6.73180
7.72225	0.00000	1078.87917	6.81479	8.61749	1.95518	75.08430	7.57944	64.65351	40.36022	5.88798	-8.53778	7.23471	20.05420	10.78317	8.37678	7.75134	6.24965
6.14803	1.00000	1078.81963	6.59644	9.18898		69.08245	35.89972	40.94789	62.43365	7.11904	14.51472	9.02630	23.75355	7.39949	7.83452	7.48656	10.23424
8.10488	0.00000	1178.70002	7.90324	7.34285	10.76312	49.53253	55.75556	40.72389	22.20313	8.75854	60.70278	7.33503	15.87071	7.81423	8.18799	8.18118	8.11903
6.61350	1.00000	1164.89575	7.30429	5.64799	5.14366	80.10078	15.79408	60.22215	53.88118	7.27324	104.1451	10.92981	16.75543	9.02020	8.24508	7.60403	7.86794
8.84100	1.00000	1126.13432	7.20663	5.06545	2.95182	57.64507	40.92298	35.60698	40.50563	6.65883	14.30935	8.75514	6.15261	5.59916	8.35251	7.76347	7.77464
4.46833	0.00000	1128.93000	7.51885	5.47594	3.26747	52.47931	43.35071	47.85290	32.15096	6.12363	46.10925	8.10792	-3.32028	7.10016	7.24734	8.04051	6.45143
7.84726	0.00000	1090.87691	5.98715	9.84702	7.58083	31.12023	25.6439	50.60693	62.32396	8.16881	77.9129	5.63596	30.11274	10.25128	7.03253	6.76246	7.07488
9.51203	1.00000	1197.16296	6.66035	6.07155		39.19778	-22.45667	49.61723	65.54836	7.15934	-47.53028	9.39303	19.43818	6.22014	5.63986	7.17730	8.73066
8.47476	1.00000	1172.60463	5.90724	4.14905	8.96649	58.66113	49.88307	62.42498	32.50439	8.42885	-119.48568	10.91795	27.69365	5.27330	8.09532	8.30724	8.37380
8.08139	0.00000	1192.79987	7.34702	10.30302	4.15771	42.90920	33.45122	51.05689	50.34035	6.99909	-86.99666	9.07082	18.34769	8.71725	5.87782	6.05964	5.72069
7.17371	1.00000	1181.02107	6.35286	8.26363	3.48250	84.93853	41.1053	45.91162	55.06869	7.05603	-7.32097	7.56223	16.77509	8.62370	6.53113	7.75200	7.00629
11.14790	1.00000	1060.46869	3.93673	7.55135	37.21825	47.32401	44.89784	58.59778	23.89030	10.12479	8.86374	8.90101	11.07472	5.40061	7.78438	6.22400	9.33567
8.74883	1.00000	1076.28850	5.29688	6.75315	1.98415	54.72127	41.48199	65.21841	48.29174	6.01653	-81.79819	9.44324	11.05333	6.38765	9.28129	7.27496	10.55523
9.09602	1.00000	1189.46909	5.72955	6.42618	3.65208	75.62732	54.48147	61.51023	41.05473	7.52947	53.47103	10.05906	19.09652	6.97618	7.22757	8.06117	8.60491
8.30415	0.00000	1145.98701	6.76228	6.69487	9.45541	54.25414	44.31771	63.55069	37.46288	8.55655	9.32241	7.34715	6.09871	10.92396	6.37660	8.17079	5.97847
3.21311	1.00000	1061.29319	6.95970	8.69440	10.65992	28.69931	37.73222	64.27056	29.27769	8.65367	115.70111	6.77619	12.65174	9.19282	6.88662	9.22220	9.73661
9.13488	0.00000	1128.97781	7.24064	6.70059	3.46156	54.69275	20.28527	52.09742	50.02339	7.17357	-103.42897	7.46865	-0.02997	6.01537	7.26532	8.11816	6.39289
8.10237	1.00000	1089.18104	5.68217	6.84142	3.02192	38.33499	13.65805	58.73892	56.62008	5.34412	102.56365	8.71890	21.96793	7.27455	6.59574	9.09721	8.89692
6.84712	1.00000	1055.17599	6.58726	9.12071	2.70676	41.12612	20.21322	58.71843	33.08200	5.59172	-100.88023	8.60541	14.37597	11.33320	8.33452	8.42447	8.43179
8.27787	1.00000	1154.85230	7.95964		2.55025	58.99950	9.6531	46.16433	61.02888	6.58873	124.3697	9.46782	11.36169	9.06095	6.50761	7.92277	7.90247
6.20910	0.00000	1088.29030	6.41408	5.24456	6.85067	32.70865	48.28259	60.89094	37.19692	8.12289	9.72749	10.25965	10.75463	6.44903	5.72647	7.45129	6.89049
6.35914	1.00000	1065.39721	5.10315	8.28701	4.84185	44.30746	25.13915	49.66506	45.84617	7.39224	73.06784	10.31908	-11.97373	8.05536	6.33173	6.79708	9.07580
5.88997	0.00000	1116.30312	5.29128	6.39898	2.86757	50.11150	8.56697	66.62259	43.43027	6.21856	123.33471	7.97274	13.06001	6.42372	6.87373	8.02284	7.88801
8.08777	0.00000	1195.30785	7.12596	8.49342	7.53422	41.30599	39.45621	43.37234	45.05535	8.07973	-77.96389	7.88645	19.83917	5.30059	5.84858	6.77222	5.25946
9.53189	1.00000	1084.71481	4.10845	8.05577	9.18039	37.98743	16.06213	46.06281	46.73772	8.51094	76.0586	9.03800	-2.20231	6.83437	5.63502	5.18138	10.80134
7.55381	0.00000	1126.35787	7.32560	6.49701	4.05496	52.07526	-19.7625	54.50871	58.62125	7.55489	-44.31389	7.02908	6.77636	6.04459	5.52039	8.43681	7.24212
9.46925	1.00000	1071.61153	6.83232	4.64153	3.61394	45.14990	-8.76194	41.55969	51.03775	7.29541	-63.90389	8.37679	24.63943	4.23563	6.39751	7.49565	7.20899
8.17392	0.00000	1116.07848	4.66602	9.32586	20.06538	64.27026	49.5099	52.93106	56.66923	9.42805	6.74549	7.49835	-4.56795	9.17095	7.23790	8.24982	5.08515
6.84845	1.00000	1162.41548	4.77024		2.87127	56.51402	45.51667	43.87750	43.96566	5.98740	4.86667	11.32717	24.34166	8.35911	9.16537	7.11129	9.24270
9.92132	0.00000	1096.02621	5.80471	10.16770	4.78177	38.20725	35	57.76960	51.88364	7.45134	136.51667	7.50104	26.98237	8.32629	8.59547	6.65607	5.77039
10.74512	0.00000	1169.73657	4.73319	9.65249	7.15001	43.83102	40.68066	53.74955	49.12659	8.14452	-73.47429	8.81115	17.88674	7.74200	6.19549	7.95857	6.53428
6.00734	0.00000	1088.44420	4.43194	4.16171	3.78367	68.42433	14.62578	50.64893	45.91876	6.94379	121.12251	11.16357	7.34335	5.36208	6.70008	7.58459	6.20251
5.05747	0.00000	1189.28666	3.55433	8.11294	3.11051	34.34989	53.95278	48.62299	60.95871	6.48827	32.86389	8.28982	14.77776	4.81221	7.45887	7.22606	6.86545
6.87079	1.00000	1072.29279	5.68651	8.41133	3.41077	30.04975	-25.42944	35.25140	50.69556	6.48051	-50.00639	9.43167	6.58310	8.34873	7.74466	7.90410	9.16930
8.53379	0.00000	1129.67002	4.37136	8.71524	4.15360	32.47692	7.83389	49.29965	21.98443	7.28616	-72.47417	7.26132	5.20814	10.97625	6.03301	8.21254	5.33794
9.15854	1.00000	1054.11208	6.84741	7.10975	2.35311	77.59981	0.03813	45.94166	29.86503	7.10365	36.36339	9.32057	14.26561	7.79176	5.40886	7.92446	8.48869
4.06169	0.00000	1130.36655	5.27184	6.16426	11.45728	58.08172	53.37596	32.57872	59.72206	8.68131	51.3452	11.38222	20.86297	5.24530	7.26962	8.15404	5.32829
6.80236	1.00000	1124.24788	5.95923	9.71978	4.37062	54.63522	24.05979	57.26264	55.19504	6.88649	77.40858	9.03980	18.76908	6.59217	7.39351	8.83392	8.78012
3.26425	0.00000	1076.13357	6.60008	7.12820	5.38095	72.93083	-1.6	28.13213	66.98828	7.75558	103.61667	10.31473	20.98313	5.75703	8.86549	7.75253	4.15925
10.77336	0.00000	1074.73385	5.15887	11.52630	7.50291	59.46652	39.43534	51.15138	46.65122	8.08883	-84.20299	4.69028	18.46734	9.18116	7.45197	6.48595	8.07132
9.28862	0.00000	1185.27844	5.97416	11.17245	4.07318	38.58008	42.64685	64.31840	42.93599	6.21226	-5.55835	7.20842	4.44390	6.93881	9.20245	5.93311	6.31901
7.25240	1.00000	1069.70447	5.70811	9.22670	4.35341	67.86903	49.5099	64.76324	56.07720	7.54169	6.74549	9.36158	16.08984	10.04112	8.02882	9.39602	7.07124
8.36505	1.00000	1088.82915	5.46566	7.55233	4.21258	69.80369	24.81757	45.31238	30.12825	7.29715	84.63445	10.65365	8.85971	8.56163	7.05440	8.25980	10.01971
11.87970	1.00000	1187.00637	5.33430	11.45541	1.82971	41.28882	31.39547	51.21651	62.50790	5.85905	34.75699	11.58856	16.31455	7.17967	7.31462	8.62716	7.81949
8.65471	1.00000	1099.31653	4.42525	8.08341	2.26154	44.99833	22.49396	53.32043	48.37875	6.00106	-105.36369	7.62401	5.63530	6.13469	6.50741	6.46403	12.39237
9.67534	1.00000	1170.39881	6.23625	7.93028	33.63619	31.72441	35.6803	55.00549	65.41197	9.98985	51.0193	8.46335	11.17207	7.04459	6.62084	7.82055	10.26918
8.33218	1.00000	1059.04069	7.53711	5.60145	3.20475	53.16538	-36.9256	44.07471	54.41026	6.52951	-73.02841	9.25569	20.46536	6.46408	7.77360	6.77831	8.97761
7.74305	1.00000	1150.50906	4.17892	7.41601	3.50327	48.76049	50.72043	53.49214	57.70438	7.23303	11.34046	9.66546	18.61287	9.70009	7.63537	8.97914	2.72844
10.29345	1.00000	1194.19518	4.51611	6.50097	7.71321	38.52998	-20.88231	24.31658	77.83158	8.34402	55.4504	8.80321	19.05557	4.54893	7.45895	8.53129	10.19136
8.74527	1.00000	1158.79735	5.26529	5.54263	11.54343	48.22051	-6.25	53.82406	42.84697	8.78713	38.66667	10.74443	-4.06595	6.41671	6.41696	5.71709	7.54490
6.89641	0.00000	1176.32648	7.26581	8.55783	3.29380	45.31003	32.57756	44.72598	55.64185	7.38941	71.52847	9.92226		9.84805	7.97831	6.56279	6.04521
6.65715	1.00000	1074.24252	5.90152	8.12342	2.71775	58.74761	50.76306	63.90493	45.57463	7.08978	-1.29772	9.77647	24.69095	10.00598	8.13672	9.91323	
9.31709	1.00000	1190.06503	4.23716	8.59389	4.87758	46.93621	53.93361	59.20831	37.21260	7.47303	37.92792	7.92658	12.62148	6.86376	6.66454	8.40893	10.80743
8.62021	1.00000	1057.00874	8.11832	5.69744	4.07658	54.09980	50.56149	49.17500	50.10933	6.67793	4.69889	9.44848	9.52627	7.52258	7.03433	9.42497	6.86140
8.83215	1.00000	1196.07004	3.75538	5.49604	4.46054	34.60726	24.41288	59.83060	67.28279	7.11852	76.56719	9.89042	17.19191	4.87292	7.58946	7.83128	
10.56131	0.00000	1135.96406	4.34489	9.23901	13.64575	53.42186	52.31333	66.86868	46.07851	8.83403	6.92917	8.67252	16.73841	7.06726	7.82452	8.55583	5.13836
7.17584		1118.26664	7.21067	2.50608	4.36413	74.03040	52.31333	47.65013	57.88242	7.03542	6.92917	10.93691	20.56901	4.79348	8.89016	8.05602	6.92363
9.23762	1.00000	1100.54225	4.88220	9.01199	2.07835	46.36722	19.32932	72.20486	37.89710	4.34638	-98.1664	11.12074	10.66116	7.28802	7.27101	7.58851	8.12581
8.37983	1.00000	1129.08493	4.96735	8.66165	15.65316	44.99881	25.13915	38.89703	54.47798	9.26301	73.06784	10.86046	5.82789	9.25522	6.02319	7.61484	7.66516
