Pb	CO	longitude	latitude	O3	CH4	TEMP	warning	PM2.5	PAHs	NH3	PM10	SO2	PRES	C2H3NO5	NOx	H2CO	CFCs
62.75922	9.71331	-72.97261	43.61062	13.43472	10.98038	8.78982	0.00000	8.38376	9.66193	8.38205	6.60463	8.44514	1116.67600	0.27094	7.55273	47.01531	30.66669
33.16739	9.03575	-97.54667	30.5427	10.35923	5.84617	14.36020	0.00000	9.84380	8.61222	8.64099	4.83259	9.25585	1119.44895	0.17270	8.52811	54.50725	68.00544
40.55919	10.62722	37.49338	55.62047	7.97652	6.44336	27.35491	0.00000	7.44565	5.75401	7.70989	6.81070	8.71793	1127.30732	0.21892	5.45177	75.33098	50.64477
52.77841	8.55359	4.8951	44.92801	11.56113	7.86868	17.71178	0.00000	8.70163	8.38502	6.39715	8.20566	7.78608	1190.10255	0.43457	10.42114	51.05048	26.13633
49.55917	7.70113	29.00974	-24.19436	9.47258	8.11235	4.14656	1.00000	7.90492	7.85026	7.34780	6.45848	7.02872	1060.27757	0.24341	6.40350	42.20070	51.27989
40.23490	6.51096	-87.71255	41.84364	7.54203	8.99976	-2.82478	1.00000	6.63701	8.17834	7.90881	8.76535	9.51398	1050.79919	0.72804	6.74648	55.40508	40.22516
42.42785	9.63787	114.51667	33.78333	11.15229	4.75070	32.30842	0.00000	7.54178	7.72993	8.65931	5.45703	9.18567	1189.40237	0.15122	9.16264	32.77253	80.55719
46.05953	6.06253	73.97117	31.96258	5.94853	8.47882	6.17655	1.00000	7.24496	9.70158	9.42781	5.82270	9.38119	1123.58609	0.20405	7.48807	60.55402	54.06155
45.42597	8.20231	12.84052	45.78071	7.58377	10.79444	17.73992	1.00000	8.50801	8.20044	6.71027	7.19357	6.20490	1114.52598	0.34372	8.44144	18.31158	55.83030
49.12366	8.86211	135.21667	35.06667	9.79578	8.45470	36.27302	1.00000	8.16033	8.17184	8.74683	8.66093	7.52420	1079.06118	0.66553	7.41865	24.95895	39.98942
38.82069	6.46589	83.62389	53.30972	4.65438	9.99779	11.89121	1.00000	8.71001	9.99887	8.87705	5.66540	8.17005	1102.82617	0.22522	4.82670	27.20329	62.65223
33.30850	8.39906	3.50309	34.15429	8.03076	8.34741	13.20383	1.00000	7.38585	8.49980	6.62699	10.63395	8.50264	1065.74415	3.53935	7.84895	51.81515	31.78654
57.47347	9.13652	34.75699	31.39547	9.81995	9.50515	14.79520	1.00000	8.25757	9.30659	8.15641	8.90410	8.54447	1062.77083	0.82471	8.96642	56.64358	52.71840
53.23503	6.01271	-48.67028	-28.24	5.10833	9.13159	34.37135	1.00000	5.78515	7.50778	8.04792	6.67161	8.18134	1056.10020	0.30060	8.80431	32.18641	81.20548
43.84485	10.79550	17.10558	61.72744	8.57487	6.10310	8.19751	0.00000	8.65103	6.39217	5.98708	7.97147	8.58085	1122.46824	0.45662	3.71731	38.20698	55.04007
36.99002	4.87667	-63.90389	-8.76194	6.06203	7.80793	16.67228	1.00000	7.58763	9.32487	7.91688	7.11450	7.86343	1107.86762	0.20917	5.63660	43.82292	34.38937
9.42963	8.27113	5.51978	51.44889	6.43946	11.81468	18.01314	1.00000	8.93545	9.99141	7.23455	12.28056	9.85683	1145.27091	17.78301	12.21108	57.39757	59.15051
39.98016	5.81703	-75.11028	-15.21194	4.29697	9.89667	7.67149	1.00000	8.17859	5.79485	9.84734	7.63220	8.09419	1098.60598	0.27197	8.91875	62.70457	45.86925
38.96523	9.58537	75.11937	20.88098	9.45227	6.71354	0.24710	0.00000		6.92981		7.31155	6.71213	1182.07442	0.29885	7.40093	34.63056	35.80805
49.44945	10.84799	-87.45476	41.47892	8.41023	8.17998	27.12691	1.00000	9.00727	10.53100	8.20964	11.36920	7.12574	1130.90984	7.18803	9.47792	56.51990	59.82940
21.93761	6.75131	112.9	27.85	8.66552	4.79345	21.85905	0.00000	8.63385	9.24045	8.48879	9.80714	8.74649	1167.42057	1.65195	10.75803	33.81222	59.38323
59.41880	8.45313	-91.73625	35.25064	9.15365	7.46814	34.76216	0.00000	8.82143	7.29047	7.87388	6.47069	7.37906	1164.00988	0.19379	5.98320	38.83029	47.55545
29.67713	8.66658	24.95034	60.18427	7.81555	9.68617	17.53192	1.00000	7.68287	7.65910	9.88062	10.90970	8.05907	1111.58668	4.65498	10.38831	42.43850	37.78374
46.72687	6.61320	-77.37331	37.60876	11.85556	5.67960	17.61657	0.00000	10.54597	8.88540	7.80207	8.33809	7.50153	1176.96626	0.51689	10.59871	69.96228	30.67113
68.43916	5.81337	37.56667	55.85	6.07856	9.27076	21.93394	1.00000	8.04639	9.08390	7.21701	7.06964	8.72640	1104.49008	0.25065	6.57969	35.64193	69.57926
38.45890	9.42593	2.2469	48.90472	8.90890	7.08253	0.07496	0.00000	10.33203	7.29737	8.40374	6.55018	9.12966	1144.26189	0.27653	6.68150	72.42270	49.67850
47.39785	6.97243	73.06784	25.13915	5.73432	9.90285	13.20510	1.00000	8.17099	7.89414	9.67994	6.84108	7.28272	1081.03017	0.31714	8.46285	44.84614	69.97872
32.13579	10.36768	-2.68333	43.31667	9.94596	8.87357	9.47900		9.17706	10.24091	7.51872	9.05468	9.96528	1084.29002	0.85523	9.48606	60.43824	50.97920
37.62859	6.59542	-117.71978	34.09668	7.63974	9.70602	31.82766	1.00000	5.85136	8.45558	8.68619	8.46562	9.86808	1073.92844	0.59828	7.14326	49.78798	41.72979
34.11464	9.17714	33.9162	51.67822	11.36179	9.34462	6.41566	1.00000	7.47844	9.03170	8.26643	6.87392	8.50325	1164.87568	0.25880	8.00579	45.24523	60.08607
50.26299	8.72770	-1.32471	51.40148	10.84213	9.26971	0.81808	1.00000	6.70395	8.52962	7.67091	7.29557	7.66436	1196.55951	0.29166	8.54358	36.52740	35.71928
47.75420	7.94029	-82.07842	26.91756	7.66494	10.91351	3.81481	1.00000	7.31112	9.54975	6.53830	7.30149	10.46861	1099.82697	0.20930	7.47014	58.78471	60.69108
60.45378	7.85573	-45.94722	-21.42917	12.59198	8.79486	14.82464	0.00000	6.85172	8.52856	8.28903	7.82426	8.17708	1092.71234	0.42029	8.15476	64.42236	50.70125
44.25557	10.57859	4.69889	50.56149	9.07154	5.45611	25.17166	0.00000	8.03026	3.68997	7.35426	8.03760	7.08409	1174.08744	0.36706	6.36004	37.91584	57.76221
49.27927	7.16862	153.10236	-27.50578	8.06226	6.16411	6.92695	0.00000	6.56320	8.28197	8.42576	10.49311	7.34190	1164.28272	3.16895	10.96420	74.75058	75.39449
31.54096	9.58063	43.2379	50.06	9.21338	8.36646	18.30441	0.00000	7.72833	5.94909	7.63544	9.60590	8.14679	1142.39413	1.42642	7.00656	37.30165	55.90974
37.53738	8.26250	67.84222	40.11583	9.62091	8.98216	12.06984	1.00000	7.41826	9.77087	8.86664	7.08850	7.92333	1084.09493	0.22183	7.98849	41.10764	48.78591
29.95243	9.84650	14.01481	42.67164	8.54018	8.72534	6.39023	1.00000	8.30443	9.10479	7.32498	10.57241	7.96110	1099.00694	3.33837	9.37846	70.76091	53.60105
55.15389	10.04027	-73.9614	10.15031	9.02945	8.74591	0.53815	1.00000	9.05356	9.43837	9.45022	10.14930	8.54790	1098.90695	2.27333	9.81124	62.73476	44.15355
51.87025	8.44065	-88.31476	36.61033	7.30930	10.44364	23.09632	1.00000	5.14638	9.26558	8.22899	6.38703	7.68416	1121.74707	0.15351	6.61476	40.11797	34.96930
46.49035	6.94286	-38.94722	-15.675	6.09847	8.55817	12.00163	1.00000	7.52365	10.48339	8.98888	5.35846	7.56308	1098.98458	0.11605	5.55166	41.55825	48.24595
52.65709	7.64727	-2.68333	43.31667	7.42524	8.64079	15.13984	1.00000	8.51643	10.38269	6.87494	5.25421	8.89339	1108.59099	0.17833	6.98046	50.04498	56.28780
54.65853	10.52273	68.49143	25.80565	10.54823	8.68331	13.18525	1.00000	8.82411	10.46762	6.42532	8.59538	7.16449	1069.41754	0.61526	8.60877	31.46382	34.14791
23.37731	6.03958	2.18967	48.8765	5.58831	7.46442	26.28660	1.00000	8.58366	11.07488	8.50798	4.16848	9.92451	1197.03238	0.18871	5.03127	43.67716	38.91350
36.57925	9.76516	-97.90308	31.12406	8.21926	8.85693	6.88087	1.00000	9.44706	9.39428	7.83286	11.02134	8.97355	1186.47382	5.18861	9.95368	68.11634	46.73763
53.35905	5.42142	39.28333	-10.33333	9.68773	4.94330	9.69136	0.00000	6.74611	10.72420	8.48130	8.84339	7.15161	1167.75470	0.73281	9.53316	43.36499	30.18388
48.65810	4.77177	101.96857	4.88441	6.70343	10.51022	20.63807	1.00000	9.56193	7.67800	7.49044	10.32243	7.39687	1107.10054	2.69906	6.84656	57.91312	60.62050
46.33344	6.85374	67.84222	40.11583	6.79518	10.56463	3.42930	1.00000	7.32710	10.13176	8.05617	7.40439	8.00283	1116.73267	0.27933	8.09412	44.58223	17.41887
44.79716	11.04801	-67.33122	10.22677	10.26004	7.46893	15.61845	1.00000	7.05362	9.68865	7.21563	8.99770	8.03127	1108.09183	0.84057	7.81795	21.10535	58.18901
	5.16358	-3.05	53.81667	6.42399	6.92537	-2.93644	1.00000	6.16093	6.78650	8.09614	7.29114	9.89580	1073.86923	0.25612	9.65701	61.19697	67.14794
44.57400	7.36415	-78.87836	35.05266	6.46413	6.64301	29.98579	0.00000	7.47747	8.45952	8.08056	11.25202	8.79511	1074.10415	6.42505	10.22063	51.21213	42.09178
49.29187	5.75246	38.2739	46.7055	8.61450	5.18813	19.71572	0.00000	7.94024	8.85648	8.47743	10.47377	7.56907	1144.45248	3.07254	10.72041	55.28765	48.51321
44.47240	8.73788	-119.27337	50.26729	7.61799	10.39281	16.83124	1.00000	9.37052	8.80315	7.18446	11.04688	8.17742	1068.96699	5.34688	11.13750	24.81686	38.63982
47.77388	9.26643	77.656	28.71271	8.39941	6.66220	20.78427	0.00000	7.16684	10.24793	6.76127	3.50938	7.14168	1106.67082	0.17339	6.02433	50.85516	32.51141
39.98301	8.11013	42.54536	-0.35817	5.80746	10.77461	2.84996	1.00000	8.41827	9.48806	8.83545	5.27930	6.23781	1134.82844	0.15971	7.65885	41.69092	43.04337
42.94168	8.78961	-3.05	53.81667	8.85232	9.03008	28.02848	0.00000	9.94402	8.07685	8.79384	9.57451	8.42478	1144.70979	1.41267	8.29005	47.64820	43.51121
62.36814	5.03182	78.25795	9.82564	7.53525	6.31959	-6.39355	1.00000	6.78367	9.75834	8.24033	7.65927	9.06158	1110.42362	0.38288	5.63754	42.33735	48.26570
30.20598	7.19525	37.99117	44.92934	6.95115	9.44767	18.75323	1.00000	8.03398	9.05389	6.30572	6.18990	9.22981	1162.18626	0.23439	9.07887	27.07672	45.43879
36.33441	9.39104	51.49621	36.64852	9.54269	9.11459	-5.04621	1.00000	9.49805	9.63031	8.10292	9.33447	7.82635	1167.13130	1.13887	8.88690	63.65757	40.91993
35.24615	9.38269	122.22833	40.66482	9.24215	5.59163	6.90212	0.00000	8.57728	9.56465	8.11995	3.21074	8.42454	1168.16171	0.17960	7.11709	52.90132	56.28115
37.55626	9.99912	-97.90308	31.12406	8.60991	7.03487	5.35792	0.00000	8.81518	6.22817	7.69359	7.80456	8.57630	1112.36591	0.36490	6.50883	61.72274	51.21153
55.48065	6.45667	5.74861	52.71083	10.04433	6.93484	7.44831	0.00000	7.43495	10.01562	7.77733	8.56681	8.10714	1153.42784	0.57754	7.24573	42.20250	33.52480
37.63929	5.73336	73.97117	31.96258	8.69101	5.84353	3.23710	0.00000	7.60219	10.97960	7.23073	9.24539	10.30715	1068.95330	1.02551	7.83143	57.05071	56.41235
50.04499	7.00779	-52.67056	-26.22861	8.75720	11.80100	14.98329	1.00000	8.42805	8.79835	8.44674	9.83582	8.21517	1090.02638	1.69374	7.19748	33.97829	42.05652
66.24965	7.16658	24.14662	65.84811	7.05967	8.67391	17.93020	1.00000	8.99683	9.06038	7.27691	6.02814	7.64678	1102.20466	0.19535	7.64165	44.97255	45.30999
37.26857	8.02273	-89.99038	38.58894	10.37390	6.61973	33.90650	0.00000	10.06440	10.54212	8.94335	7.94724	7.67650	1186.26096	0.40641	9.72415	35.09647	29.03775
51.18607	7.78357	-82.61573	41.24255	5.80966	10.73359	10.88609	0.00000	7.12220	8.72281	8.29411	12.76278	8.44231	1164.58682	28.59567	11.57116	40.55845	38.99102
52.19177	10.66748	-2.68333	43.31667	12.13183	8.60369	14.70973	1.00000	8.93585	8.27402	8.68642	7.05589	8.93350	1069.85846	0.20647	8.22023	39.04186	50.36023
43.58475	10.24036	120.33063	37.65181	6.68496	10.97467	25.24115	1.00000	8.28026	9.47560	9.83832	3.71682	8.39338	1128.63212	0.18785	9.78663	69.80189	48.99476
72.41932	6.77142	33.72798	53.53395	7.61969		11.57258	1.00000	8.38324		7.47531	10.26366	9.67922	1167.61888	2.55408	10.29574	72.57103	68.41372
33.45292	10.82948	-103.42897	20.28527	10.25692	8.34629	12.35563	1.00000	8.83193	10.55271	9.42434	9.31233	6.85253	1100.54596	1.10664	8.76550	41.59158	50.63660
67.12589	7.59847	12.1369	51.04962	7.35152	11.91925	22.43169	1.00000	7.49070	10.03963	9.25643	8.02618	7.16761	1197.76843	0.47093	6.45909	51.83602	50.77400
48.73123	7.98912	34.86563	31.92923	6.60270	11.24332	15.07877		6.83300	9.98176	8.71063	11.73524	7.43153	1196.98114	10.34678	11.62996	17.58570	68.74941
56.68020	7.64207	-82.61573	41.24255	11.38575	8.07124	9.88015	0.00000	8.86083	7.58852	8.19998	7.80166	7.76480	1057.92838	0.36131	9.52732	60.63181	49.20542
39.80574	6.86119	2.29275	48.79325	5.23861	9.47492	13.03622	1.00000	7.35190	7.99717	8.23206	5.74731	6.47274	1094.73108	0.22539	7.77518	28.59775	36.91168
24.91048	9.01838	145.13643	-38.16604	9.36055	6.28660	12.50365	0.00000	9.88530	6.48864	8.34464	5.82796	7.53183	1092.37106	0.23844	7.07700	21.46790	45.93737
45.33933	6.53612	-89.99038	38.58894	5.07974	12.10604	-7.42825	1.00000	7.76357	8.08127	6.36400	7.84469	9.04180	1179.02547	0.37161	6.71019	52.01833	
53.81567	7.53553	16.54165	68.79833	6.63898	8.16960	28.48539	1.00000	9.74032	9.90116	6.72407	5.02348	6.57244	1153.88022	0.14463	7.01850	47.16964	28.07629
40.80176	9.32957	112.9	27.85		8.75180	22.74513	1.00000	8.71084	8.72780	8.73268	4.77761	8.52106	1154.75252	0.19158	8.00497	17.97663	68.42652
28.70297	5.45946	37.49338	55.62047	8.24482	4.96369	17.52697	0.00000	7.95646	9.41813	8.75560	10.13641	6.97382	1081.94208	2.18349	9.56937	52.64040	54.23393
34.40968	7.44934	-89.64066	40.56754	5.10359	11.69866	5.46288	1.00000	7.24293	9.04863	5.29821	6.19278	7.42080	1176.10450	0.19097	8.10469	62.27391	45.32343
25.61482	6.80763	59.80222	58.63667	10.12530	7.60106	23.28070	0.00000	7.70907	8.91034	8.35328	9.35135	7.46713	1076.10494	1.08477	8.32041	39.34771	58.75548
55.22060	8.82506	153.10236	-27.50578	6.65315	10.13475	16.37320	1.00000	5.57216	10.25696	8.78467	12.27461	8.89706	1058.41201	17.68239	10.68238	45.23381	62.83130
35.29960	11.24731	-88.27205	44.27804	7.76855	5.55702	12.95053	0.00000	10.10351	5.15261	8.52316	6.70334	6.85821	1182.15958	0.18779	3.38424	67.50598	44.07412
30.70696	9.44022	13.58357	-1.63333	11.27518	8.67573	26.20428	1.00000	9.42433	7.73980	8.64614	7.24832	6.85003	1139.76992	0.31858	7.72283	40.42298	58.05834
33.09828	7.22365	53.47103	54.48147	7.59179	7.24915	31.41533	0.00000	7.31550	10.75572	8.14750	8.69607	9.34532	1072.09498	0.67101	5.44511	48.18832	45.45926
41.43406	7.71581	18.28333	59.33333	10.18760	10.49226	3.99806	0.00000	9.91812	10.23244	7.67952	8.79602	7.27754	1074.19014	0.74858	8.47407	54.26553	62.32337
37.76001	6.58340	71.30633	21.34222	7.04175	9.78005	-0.03079	1.00000	8.28720	9.42990	7.96097	7.25717	9.46768	1129.01397	0.28675	5.80916	46.69057	55.08611
40.92237	10.27274	78.40102	27.9247	9.90665	8.49334	16.51982	1.00000	8.24210	10.41661	7.87582	9.31228	7.08034	1176.57759	1.13159		36.29761	48.41943
71.31412	7.72493	34.86563	31.92923	6.80407	10.95962	20.43885	1.00000	9.37147	10.76569	7.27222	6.31262	10.12790	1088.79710	0.22208	5.61925	41.53532	51.15049
44.21162	7.29398	17.4674	50.86079	8.56911	7.06546	13.00303	1.00000	9.32757	9.69158	9.92565	5.85171	10.47715	1144.68243	0.22420	8.15389	59.03854	40.55633
20.27033	8.19980	37.99117	44.92934	9.87673	11.68177	9.06981	1.00000	7.24300	9.86712	8.05525	8.21779	6.32661	1127.01634	0.46913	11.41505	64.85329	58.58887
56.71509	7.12463	2.08333	48.86667	5.48681	12.23742	17.14955	1.00000	8.29552	7.51359	7.40889	7.97823	7.80180	1134.62271	0.40131	7.96384	37.10054	44.91114
40.22873	8.22043	11.18709	48.73218	12.09345	9.29639	20.75102	0.00000	8.74726	11.06632	7.69233	6.93881	7.97379	1059.19751	0.24185	7.39388	36.13613	48.58883
30.53408	5.36249	14.01481	42.67164	8.76348	6.47294	2.13918	0.00000	7.45175	10.09824	9.25161	9.74498	9.26556	1066.79759	1.53627	7.52507	66.16848	38.11332
47.97439	4.33549	27.18052	39.12074	5.82492	8.10407	28.72220	1.00000	7.99773	8.59456	8.38613	8.36217	6.93980	1116.57290	0.51692	5.57055	28.45464	50.63078
41.56646	5.94523	53.26023	54.39304	9.18729	7.09849	16.78867	0.00000	8.10557	9.97157	7.67054	9.81586	8.76479	1138.15433	1.64350	8.97746	17.54411	40.99030
33.15952	9.34627	-87.93341	42.55308	9.16029	7.67602	20.26591	1.00000	9.22725	8.34076	8.02407	9.77103	7.75981	1051.23400	1.64657	7.37383	50.80796	57.80618
25.64821	8.98235	4.85668	36.27462	10.31870	6.60600	16.87147	0.00000	6.94843	7.37725	8.03828	9.11131	8.02748	1178.95337	0.92049	12.43534	57.87116	51.80211
56.12014	6.25718	105.75635	10.29085	9.15659	10.78509	10.83469	1.00000	9.98995	6.77049	6.42256	8.30262	7.94355	1068.31679	0.51293	9.05843	40.42428	46.70097
29.13532	9.49328	121.06761	12.35275	10.16040	5.72465	4.08915	0.00000	8.58531	10.22499	8.60514	5.14013	8.06584	1127.11730	0.23490	7.77720	54.40349	26.03847
65.61207	10.28322	99.96667	8.43333	10.25047	9.92986	9.07411	1.00000	9.39815	10.20657	7.50443	8.68337	8.60103	1123.96773	0.66899	10.08441	51.19135	43.68377
39.26072	7.65893	4.52514	12.74482	10.88228	7.48030	4.32344	0.00000	8.66663	10.10965	7.98523	5.52893	7.47575	1111.64048	0.15247	9.04553		
52.55428	11.45282	-37.03861	-10.90889	7.10431	5.42931	9.11410	0.00000	6.88477	3.64830	8.03898	6.66239	7.79961	1166.16967	0.32579	2.59311	34.01858	55.57692
33.89110	9.30055	-1.32471	51.40148	9.01956	9.68231	15.24173	1.00000	7.72245	9.37589	10.38305	9.66787	8.49208	1155.01135	1.48218	9.43770	55.15682	50.30164
65.64561	8.68212	-34.88111	-8.05389	9.67090	8.42284	19.68572	1.00000	8.44723	8.11098	7.98868	8.65561	9.70069	1183.34354	0.66535	7.72921	46.50712	52.48506
43.87689	5.14170	24.71204	41.57439	4.33468	9.41678	13.27756	1.00000	9.72982	7.23235	10.41546	7.07877	7.06211	1153.58707	0.23360	7.75890	45.73345	34.57244
60.59886	4.97738	73.08333	19.21667		7.49532	6.70556	0.00000	8.57482	11.43821	7.30442	9.75015	9.45447	1149.67745	1.51945	7.58464	56.78179	67.91546
46.13087	7.87261	17.4674	50.86079	9.01807	6.07452	24.20604	0.00000	8.59207	7.43046	5.86907	9.95151	7.20220	1176.14066	1.90397	11.18179	45.66888	42.18215
42.28611	9.34876	123.99333	12.97389	7.31518	8.59162	36.08507	1.00000	7.92371	8.45468	9.30720	11.81147	9.23186	1159.52343	11.16352	9.97024	44.78315	38.48342
39.33598	6.78311	-76.43941	39.33427	7.84564	6.82932	21.85722	0.00000	7.84676	8.06318	8.05127	11.12494	7.96131	1131.13404	5.64833	12.13920	76.74315	47.33251
40.80878	10.32483	3.55665	36.72544	10.44178	9.53298	9.90057	1.00000	10.15556	10.49133	7.93116	8.78701	7.97749	1171.05377	0.73411	9.96692	56.46745	52.67828
77.08783	11.06048	37.92792	53.93361	10.97937	6.89487	6.97640	1.00000	9.13153	9.57705	7.93047	8.59083	8.42699	1147.03190	0.61088	7.21531	27.77362	43.03490
38.32642	8.51938	102.3278	2.2139	10.27898	7.93103	25.34167	0.00000	8.22551	7.02893	8.48717	8.30682	7.45778	1085.94246	0.52869	6.85646	51.15571	54.03940
54.40017	8.68237	17.10558	61.72744	9.15868	7.51533	25.15561	0.00000	7.46199	5.66694	7.88450	6.96682	8.13876	1060.67696	0.18356	7.15294	34.38166	58.55024
34.03745	5.18755	-41.25528	-19.32556	7.78756	7.72911	20.48704	1.00000	7.95256	11.14771	8.45739	7.62665	9.87035	1169.14983	0.30721	4.25742	26.24646	56.89622
35.50816	9.76463	-0.32247	50.82882	11.68460	9.01920	8.30648	1.00000	7.75096	8.49533	7.73895	7.11379	7.55328	1188.09584	0.27599	7.89646	55.16115	43.17308
52.77078	8.82421	133.42825	45.47885	6.18521	9.86388	31.04040	1.00000	7.02577	8.19083	8.98751	4.46092	9.42984	1137.09748	0.13022	10.45361	40.75563	54.20083
20.05849	10.22839	9.29109	45.39402	10.23417	10.17328	14.16348	1.00000	9.79666	9.26651	9.41196	8.77415	8.90271	1071.60428	0.62583	10.60790	36.78969	47.84070
63.07663	6.35191	83.36889	26.76628	10.04167	8.22833	18.76939	0.00000	8.35169	9.77172	9.85948	9.59310	7.65042	1051.28614	1.34982	9.10136	30.42694	52.68493
53.37770	10.02289	0.57856	40.70995	11.98195	9.19719	-2.35976	1.00000	8.81003	9.38838	8.60700	6.87588	8.42979	1154.37654	0.22585	8.39356	61.09545	55.28438
38.71477	6.92158	-102.04897	19.64745	7.26497	10.13596	-0.12341	1.00000	9.13345	8.71375	9.25425	7.81105	8.71166	1128.06753	0.39527	7.13915	44.21566	50.37913
40.29318	6.54293	-1.32471	51.40148	8.22700	5.11502	26.80249	0.00000	8.11999	8.56598	9.40285	10.30503	8.25241	1059.54964	2.60390	11.22773	56.87619	
33.17337	11.30048	-48.59278	-23.7975	8.58359	5.71629	0.26715	0.00000	7.93281	1.34723	8.69593	9.87087	7.53859	1057.78278	1.76087	5.32937	22.42540	56.35690
44.34062		122.05228	37.19723	6.74138	8.71477	10.83845	1.00000	7.59496	9.11459	9.36032	7.40824	6.18364	1182.60166	0.24647	6.03846	67.49213	22.09772
49.29085	5.35070	77.9129	25.6439	7.05068	5.33218	17.20551	1.00000	6.85578	10.23460	8.16768	6.10590	7.74874	1067.91306	0.25954	5.57160	38.22354	53.61700
43.28006	5.72404	0.93333	52.68333	5.35800	14.67439	13.38129	1.00000	7.49074	9.00601	7.38249	12.20006	8.29726	1052.36703	16.44275	14.12353	57.49238	56.73535
51.53246	10.25590	12.1369	51.04962	7.95182	6.33004	-1.99095	0.00000	8.59183	8.34854	6.07163	5.29274	9.21619	1059.00004	0.19408	3.84118	38.82851	21.85737
38.33334	9.41864	28.19028	59.37722	9.42273	10.67389	27.17585	1.00000	7.47281	10.11135	7.37139	9.36750	8.65683	1163.81887	1.11921	11.08349	28.40660	54.23162
55.29901	9.98026	121.06761	12.35275	9.52915	5.75251	9.65475	0.00000	5.92581	9.47485	7.72456	5.21643	8.62253	1148.41778	0.17050	6.24392	61.35149	40.21920
43.96746	8.83083	14.43865	40.87329	10.87194	10.29872	15.75367	1.00000	7.74347	9.40783	7.81542	7.45159	6.21232	1086.02273	0.28788	9.32617	32.83869	61.12977
32.98774	8.26154	-52.20639	-3.20333	8.29637	8.00541	10.06581	1.00000	9.17017	9.31743	7.77742	5.85452	8.41458	1086.94934	0.15600	7.58776	51.19657	55.17416
31.60569	9.19887	-88.3162	42.24113	9.52809	5.39430	6.39225	0.00000	8.49406		9.24658	1.38818	8.09437	1083.37148	0.20803	6.01634	68.56423	65.38941
55.57790	8.70707	17.22635	48.8449		6.93398	11.87068	1.00000	8.58745	6.74833	6.87160	8.25699	8.47182	1120.55274	0.45960	9.16339	48.44590	36.07112
42.75954	8.39250	-100.88023	20.21322	6.67581	10.68050	9.73963	1.00000	6.76805	11.14296	6.92597	11.97927	8.72507	1110.74820	13.18068	10.94385	39.11617	33.16953
28.77834	7.18019	-73.89125	40.67705	8.72116	9.18869	28.80202	1.00000	7.93110	9.54810	9.26120	8.12653	7.68068	1190.94854	0.47848	6.02291	61.98360	48.99458
37.03207	9.97550	17.22635	48.8449	8.34751	11.04204	-0.10952	1.00000	7.00898	11.16798	7.39463	11.04126	7.78346	1148.26227	5.30862	11.63571	44.14988	37.52137
30.28292	11.37318	-62.64102	8.35122	11.78726	6.23624	12.61544	1.00000	8.17377	9.27638	8.04095	7.74320	8.40855	1102.22920	0.47776	6.40447	57.67761	58.37354
45.27890	5.45086	-48.52333	-0.71667	7.09816	9.07750	15.07162	1.00000	7.04172	6.99353	6.49154	9.53270	7.99222	1140.99014	1.29670	6.84514	32.58464	30.56066
77.89124	8.94694	89.11943	23.9028	10.73706	6.51257	13.76242	0.00000	6.65162	7.32888	8.10170	6.44542	8.93729	1196.67216	0.23654	8.81966	15.45008	60.78225
56.32000	11.05506	-79.00453	-2.90055	11.07960	8.33797	24.90269	1.00000	9.70786	9.77242	9.14883	8.19963	8.25628	1099.44871	0.42287	8.67368	51.57749	39.38627
41.56293	9.88628	-73.95097	40.72371	6.85023	9.01062	14.36929	1.00000	7.19051	10.10364	7.41570	12.70889	7.86502	1112.22118	27.16336	10.36391	37.28395	39.36827
31.33987	6.22782	24.75	55.25	6.02245	9.44522	0.85167	1.00000	8.79100	8.51422	7.65925	7.26030	8.44586	1196.60245	0.35945	6.34655	33.52935	55.85467
47.29078	8.81861	70.91106	29.38242	9.41133	9.44607	12.47794	0.00000	7.65131	7.12318	7.50909	9.51026	9.24934	1081.92532	1.20717	8.37650	50.96587	59.46684
50.61601	9.12067	-70.20749	8.62261	11.46444	8.74758	24.49093	0.00000	8.63214	10.09674	9.04679	7.44653	7.08915	1140.37270	0.35303	8.73686	29.45382	52.89693
28.42898	9.54102	112.23109	-7.57897	9.93307	5.58901	32.42180	0.00000	6.66484	6.16342	7.55974	5.42038	9.37393	1125.57396	0.17401	6.43133	31.57309	62.08548
69.48312	4.99733	82.85749	17.54907	5.29498	6.77262	24.31303	1.00000	8.07420	10.44013	7.63757	5.51886	8.15289	1090.33960	0.24505	5.21215	64.17967	56.56628
56.71645	8.96741	-122.24092	47.4943	7.26422	12.12423	8.98874	1.00000	7.94992	10.05390	8.29376	11.64406	6.74007	1133.11214	9.39667	12.49234	44.96157	44.17379
49.11031	8.88062	12.38878	43.1122	8.73661	10.31844	9.36495	0.00000	8.34438	9.74618	7.75619	9.80434	7.28400	1168.17566	1.61848	10.23290	51.02268	56.20421
36.92630	8.81753	-87.66561	41.8542	10.31615	5.92365	8.93504	0.00000	7.19663	6.82187	7.48955	5.45844	8.75583	1179.61255	0.24263		38.53872	59.00123
43.65524	6.63109	43.38531	9.89206	7.34923	7.97243	11.63541	1.00000	6.96780	8.39985	8.41461	7.45011	8.46586	1072.22315	0.26093	7.76501	45.04249	56.66288
54.83218	13.80122	75.11937	20.88098	12.47944	4.51902	2.49018	1.00000	8.46752	10.93566	6.93648	7.86374	8.27558	1191.72767	0.35613	5.26598	36.72279	54.23614
49.78674	6.90765	53.47103	54.48147	11.09022	8.38796	12.71756	0.00000	7.08172	9.81837	8.60017	6.11045	8.75127	1188.77310	0.25050	9.42872	49.55221	50.21841
