PM2.5	PAHs	CH4	NOx	latitude	O3	warning	H2CO	PRES	SO2	longitude	CFCs	TEMP	NH3	CO	PM10	C2H3NO5	Pb
6.45204	7.88174	8.55294	11.47569	41.24264	3.77707	1.00000	14.59839	1186.09449	9.85930	16.50104	64.52469	14.25591	11.64287	8.54334	8.64942	1.16519	60.11519
5.44623	9.18961	8.79778	9.99544	39.00622	5.89510	1.00000	64.10430	1181.20959	9.69171	-77.4286	64.55722	7.51693	10.97649	7.26377	6.89805	0.27006	68.44515
5.61806	9.16716	9.18142	7.89076	50.80019	9.94255	1.00000	6.88847	1149.51976	7.63766	7.20769	61.41028	29.64871	6.13921	8.21608	6.18591	0.25290	60.07020
7.29780	7.43713	8.54236	7.99279	-6.91806	10.36620	1.00000	50.69141	1190.62357	5.59826	106.92667	50.81215	12.67344	5.86091	8.41024	4.63897	0.12627	68.67163
6.41163	8.58827	9.77976	5.49643	36.91023	7.83244	1.00000	62.61573	1066.83272	6.71856	-121.75689	62.70449	17.24050	5.50029	7.83457	7.06195	0.40430	24.47346
6.60751	7.60430	8.39880	6.57474	46.65581	8.98677	0.00000	68.61580	1126.96822	10.29984	32.6178	13.54227	17.08707	9.05622	9.25359	7.12875	0.43037	60.44260
6.23746	8.60613	9.42027	6.37696	-37.32167	8.77285	1.00000	20.12057	1165.28204	6.78947	-59.13316	49.39748	14.56581	5.15497	8.26805	5.38800	0.31325	36.33983
6.51055	7.81601	8.18521	13.64544	41.0051	5.10453	1.00000	46.59184	1096.82903	10.49254	-73.78458	45.60460	13.82880	9.60373	8.52998	5.05388	0.31160	54.33123
7.17036	9.30423	9.77157	8.94974	37.30553	11.76340	1.00000	65.27187	1106.66385	6.33328	120.82747	53.39655	-4.63828	8.00086	7.40029	7.86359	0.48167	66.20593
5.61416	9.86725	7.81494	7.65185	44.92934	8.52313	1.00000	40.54937	1123.96632	6.90779	37.99117	53.86190	19.02426	6.29942	7.46567	7.13880	0.52314	61.29973
5.15322	8.89727	7.19831	12.70717	53.53333	7.57701	1.00000	63.26225	1188.90260	9.06697	-7.35	54.71892	17.21800	8.26353	7.16640	4.21668	0.32626	39.22281
3.87023	7.46233	8.16305	6.47616	6.46838	9.26276	1.00000	45.16767	1188.93674	7.48261	-73.26022	62.86402	13.47868	2.16426	7.19183	5.67693	0.23568	58.84261
6.29838	7.58810	8.43235	7.99435	36.33011	11.16446	1.00000	60.81394	1075.71736	7.93259	138.89585	42.19883	23.05631	7.16130	9.82381	6.69942	0.14774	31.79781
5.93951	7.73662	8.49012	6.85087	41.63976	9.78667	1.00000	53.08167	1192.28109	5.98275	2.35739	54.55600	12.38871	3.91347	8.23549	5.87091	0.27498	43.31608
5.35461	10.20107	7.32862	7.43347	5.84752	10.93889	1.00000	59.14589	1161.43596	6.90442	-5.682	64.53296	13.66563	4.26072	9.60346	6.53030	0.29508	64.35616
8.32512	7.30027	7.14843	9.63048	51.35084	7.71854	1.00000	46.03294	1137.90541	8.19929	-1.99421	56.55824	25.53444	7.12871	9.10774	6.98454	0.41976	47.23333
6.40343	8.14242	9.19945	10.17844	46.1351	6.41264	1.00000	60.54515	1185.57580	11.57374	-60.1831	31.10762	24.95956	9.87964	8.50250	5.51051	0.21060	62.11090
8.78953	8.31488	8.55140	10.54231	35.72917	5.96063	1.00000	50.33313	1056.32880	7.37300	10.58082	37.40661	16.62250	8.96249	7.30119	9.28917	1.88523	45.45599
8.40028	9.85727	8.73296	2.86815	41.91738	6.56601	0.00000	77.09139	1065.28967	11.30288	3.1631	63.07218	19.34171	3.79233	8.81502	10.49678	5.63988	65.58013
9.18818	9.41728	7.64220	7.39916	52.48173	6.93911	0.00000	67.06602	1198.80612	4.34775	-2.12139	44.44962	10.49429	9.03184	8.92563	9.09446	1.58661	47.81845
11.08377	8.89264	9.82336	4.90590	40.67705	6.73148	0.00000	86.23184	1141.76517	8.28763	-73.89125	60.52636	15.69030	5.44919	8.89691	10.39609	5.19940	85.16140
6.99842	10.29429	7.16016	7.30425	38.70734	10.58908	1.00000	46.80966	1099.87581	4.70123	-77.02303	53.57064	24.81897	3.81529	8.11402	5.13627	0.18704	45.86739
5.62491	7.51305	5.81594	7.04020	27.52948	9.43075	1.00000	45.91387	1130.54288	6.87404	68.75915	50.85501	15.46592	4.40149	7.86364	4.86097		51.81548
6.62732	5.00520	6.94542	9.60271	36.08497	7.05624	1.00000	60.77202	1088.01155	5.33370	9.37082	66.96054	0.83944	8.20946	6.28160	8.05685	0.78772	46.03840
7.02549	7.22624	7.75992	7.08315	39.08367	9.00406	1.00000	38.58778	1196.03601	8.10800	-84.50855	28.08800	13.55220	7.74357	6.35626	7.48925	0.41468	47.79719
8.41748	8.21643	7.99316	10.88867	41.94175	5.14746	1.00000	60.61782	1138.05281	10.21867	123.50266	57.61221	22.54626	10.84333	8.41268	7.39214	0.47776	41.40099
11.42418	9.22989	7.79411	4.80963	54.39635	6.16158	0.00000	71.02944	1151.79541	8.12661	24.04142	20.77996	8.53363	4.80010	8.01864	11.43167	14.14483	41.16818
7.58935	8.09947	7.56714	4.63011	42.67164	8.06381	1.00000	42.43109	1056.78453	9.43524	14.01481	42.89784	9.88347	9.80514	8.28927	8.86705	1.36606	45.49571
8.27880	8.33378	7.77597	8.97824	48.25	9.50436	0.00000	60.42350	1192.56645	7.58992	16.4	57.37003	12.04886	9.06358	8.20392	4.86134	0.21053	53.79445
6.09734	7.92566	8.64873	4.59551	16.06213	10.27036	0.00000	34.01181	1062.38290	8.54344	76.0586	32.84243	9.28541	10.44627	8.65032	7.47331	0.58151	49.55997
8.23041	9.91173	9.09092	8.68147	41.82143	9.14330	0.00000	42.53686	1149.10603	8.74362	41.77921	59.97599	7.07411	9.99709	9.90823	5.25783	0.00000	62.14001
8.85544	8.77715	7.58285	10.87094	38.68712	6.91504	1.00000	33.20889	1061.30530	9.89450	-4.10734	50.91132	24.09578	8.82947	7.14645	6.63651	0.36600	33.84180
10.82002	7.45654	8.01845	8.24577	35.48199	6.34338	0.00000	39.36231	1193.91643	5.24798	137.02166	15.55213	13.09436	6.82402	9.35258	8.46178	1.10482	53.21299
8.71978	8.57635	9.02930	7.26233	51.42708	8.28282	1.00000	51.72971	1061.85920	7.85290	-0.91979	41.25154	22.28104	6.84366	8.02149	8.75748	1.14823	56.55397
6.43834	7.16007	7.53182	10.36245	42.8139	14.05500	1.00000	56.77739	1060.28923	7.02257	-1.64295	47.31108	25.69960	7.94678	7.08582	8.27282	0.79355	47.48839
8.81592	7.81956	6.50203	9.10544	-10.91111	8.33981	0.00000	63.68638	1194.07129	8.24071	-37.07167	43.94895	23.98980		7.64734	5.11727	0.24311	58.39630
6.88879	7.09163	8.56635	8.35551	45.39402	9.90206	0.00000	57.69676	1072.15287	9.40813	9.29109	56.59593	5.86404	8.98870	10.08485	6.38175	0.33721	40.77086
5.93106	5.73043	8.96003	12.15412	9.89206	6.54695	1.00000	40.27310	1199.78866	8.13074	43.38531	40.34839	14.49179	8.06133	6.98261	6.08310	0.30678	56.10692
5.82127	8.63123	8.71361	11.62059	43.41949	6.60366	1.00000	45.10069	1130.15304	15.16913	77.0202	57.39808	23.38822	9.84006	7.73317	3.05917	0.20713	55.36772
6.98066	9.52597	8.25871	6.35965	58.63667	9.89878	1.00000	55.58350	1067.14879	8.77580	59.80222	66.32886	4.06564	9.03714	7.45865	9.20762	1.64729	28.97005
10.38401	9.19494	8.24999	5.50015	7.50251	6.52017	0.00000	61.73582	1177.02493	6.86334	5.06258	61.75467	7.74154	4.37154	9.05925	8.78802	1.27504	35.69834
10.41820	6.96540		9.81302	50.80904	7.71366	0.00000	32.94238	1093.43725	5.73351	8.77069	36.78749	8.54056	5.55564	7.77995	10.43725	5.33060	72.39281
8.19809	8.61650	9.96836	6.57971	-37.32167	10.06039	1.00000	78.03513	1131.81558	6.40414	-59.13316	28.26626	12.49326	7.95210	8.96936	7.38335	0.48720	43.08780
5.33628	8.29186	8.98438	3.60591	42.67164	7.63300	0.00000	56.56379	1146.66514	11.29254	14.01481	39.76040	7.08560	6.42171	6.31458	8.12633	0.87105	48.56554
7.86664	6.97934	7.42508	8.83582	46.32313	7.37166	1.00000	38.65251	1066.66955	8.78487	-0.45877	75.57061	12.07399	8.88833	7.26292	7.47449	0.47015	22.90048
6.25865	7.83799	8.08557	7.01331	30.16688	8.74909	1.00000	44.43032	1089.52533	7.67489	-96.39774	69.78506	4.86864	7.68708	6.59090	7.98713	0.69648	50.79902
5.70069	8.38423	9.00170	8.49368	-32.45242	10.35572	1.00000	58.50448	1110.19203	7.75346	-71.23106	63.93293	31.34286	6.98155	8.32008	6.50418	0.26662	59.02074
6.80544	8.47844	7.31901	9.97936	36	10.87024	0.00000	26.80523	1075.18012	8.57213	139.55722	62.06027	5.11468	10.49204	8.19011	5.94548	0.42431	33.23830
8.58843	10.05066	6.54526	10.26432	10.61285	4.95528	1.00000	68.80486	1184.91601	8.45721	12.19458	51.91426	3.56098	9.19799	9.80565	9.53401	2.34851	40.39005
13.27170	9.61987	9.23096	9.84276	10.29085	7.21274	1.00000	43.16378	1168.39192	1.75238	105.75635	59.27241	35.02015	8.72040	8.77524	10.61079	6.29940	65.15692
7.42106	7.00331	9.01583	8.69551	-4.26613	6.35933	1.00000	46.04053	1165.04160	9.32372	15.28318	26.90361	9.13689	10.97173	9.04653	8.03466	0.70932	39.59370
7.18155	6.50549	9.13294	8.54901	36.53333	8.49087	0.00000	43.52981	1163.29964	9.97175	136.61667	37.78904	10.78735	8.85296	6.29853	5.61754	0.24775	46.57341
7.93224	8.47438	7.72412	6.13997	14.64056	10.08839	1.00000	44.08291	1122.22713	4.72469	104.64992	43.82832	3.85712	3.95514	6.98171	4.22070	0.25951	59.35581
10.35823	8.34843	7.78858	6.50404	51.38673	6.23521	0.00000	61.02678	1121.89696	7.75799	0.30367	51.14131	22.34486	5.64000	8.60558	10.14899	4.15771	50.06302
6.83689	8.25488	7.45818	7.08240	50.64336	9.04550	1.00000	40.87856	1123.77780	6.13214	7.2278	50.71525	-4.61126	5.92177	9.15759	5.66236	0.31170	58.10590
6.52753	6.94271	8.01196	8.04728	32.57756	10.97628	1.00000	43.62082	1074.82436	7.78351	71.52847	54.65154	7.57358	8.13069	5.83143	8.06620	0.72917	23.80140
7.21895	9.11160	9.42932	5.88817	-19.7625	8.68370	1.00000	49.08773	1128.09922	7.21933	-44.31389	66.37092	14.16477	7.18182	8.73800	7.13036	0.40701	52.32878
10.17297	7.27307	6.96779	11.85006	29.98869	5.94714	1.00000	48.19668	1107.07244	12.93610	122.20488	46.92421	19.43051	7.62329	9.04195	6.15395	0.26891	
7.16469	7.27726	6.16017	8.33394	41.09246	10.61240	1.00000	44.35370	1069.35143	5.28309	45.36561	52.61210	13.88656	5.53289	8.52600	4.25228	0.26700	49.48262
7.00655	6.78252	7.68485	5.50800	48.8449	11.34185	0.00000	48.64043	1123.37081	6.65280	17.22635	50.23573	9.57470	12.10894	8.65787	7.19139	0.44977	71.50038
9.06407	9.55157	6.87103	7.05032	53.51684	7.09677	0.00000	22.66350	1079.70725	5.14881	-113.3187	56.65778	13.59363	10.96504	6.62094	9.30432	1.76048	40.54331
9.39300	9.10756	7.54528	6.88814	51.4781	7.96497	0.00000	31.83216	1065.23937	6.63611	57.3552	38.16176	21.04629	6.92166	10.05601	9.73046	2.62360	50.44233
6.81064	8.77567	9.21695	5.66232	44.35056	10.33884	0.00000	57.16718	1188.10859	8.15403	142.45778	51.87427	10.81573	11.87800	7.18494	7.22748	0.51901	58.95899
8.80140	8.51044	8.00703	6.14017	26.18924	5.65266	0.00000	64.08154	1066.36789	11.63331	-98.15529	54.11096	35.00376	8.34197	8.29113	8.15404	0.58520	60.17539
5.88247	8.41678	9.54291	6.88595	20.88098	9.15010	1.00000	18.77803	1170.48998	7.78286	75.11937	28.57267	21.64599	7.15871	6.53060	8.74471	1.18408	62.23966
5.94945	7.68714	9.00633	7.58796	-10.91111	8.79984	1.00000	53.90274	1130.79085	8.02792	-37.07167	40.21589	30.39813	9.12324	9.62596	5.54515	0.23279	43.06816
5.98014	8.56530	8.83237	8.53698	49.88307	8.54324	1.00000	54.79803	1170.22370	10.42707	-119.48568	68.07420	12.00346	8.46236	6.46369	5.56618	0.43595	58.68580
6.39223	7.65179	8.12740	10.30658	-37.9	7.35438	1.00000	59.44332	1070.90237	11.31071	145.18333	57.46428	17.71120	7.60752	10.75197	5.43921	0.36051	65.82798
6.22993	9.17133	7.94729	8.32007	48.8765	10.36357	1.00000	76.06657	1131.23750	6.43599	2.18967	50.27768	29.78512	6.22857	8.32858	6.57837	0.29868	54.36148
6.12980	7.89641	8.04030	11.18404	45.40008	5.72302	1.00000	43.10571	1104.08798	13.46433	-73.58248	62.33542	15.78610	8.97013	9.45190	5.09742	0.27288	42.11568
8.79562	9.26329	8.13328	6.32335	12.18441	6.68343	0.00000	60.85503	1088.94893	11.09082	18.69303	39.78431	2.26832	6.80580	7.51769	7.38680	0.37952	64.73724
5.30782	8.61677	8.03629	5.07132	0.49113	11.24016	0.00000	33.01722	1185.07538	8.65198	29.47306	55.14694	20.81508	11.95586	9.52347	8.01231	0.70613	37.05439
7.87539	9.84247	8.78160	8.13913	20.88197	5.41112	0.00000	65.55751	1137.38982	5.31047	85.83334	44.23339	13.49281	11.15551	8.55029	5.97143	0.26483	46.08893
8.60735	8.06568	9.55173	6.97026	43.83125	6.71800	0.00000	36.18953	1192.72090	8.94154	5.03586	47.53832	16.08665	6.98077	7.96278	9.10173	1.66938	41.83847
6.49013	7.86204	7.58487	9.53163	8.88649	5.54187	1.00000	61.60772	1125.80562	10.11144	2.59753	58.00530	15.87327	9.91713	6.44570	7.75868	0.52247	32.79106
10.11885	7.67509	8.46587	8.97660	47.56494	7.28559	0.00000	55.31804	1107.84387	7.45528	31.33078	53.14311	16.53275	5.52312	9.48754	10.53613	5.93672	55.84381
8.52248	8.53076	6.73844	7.46798	30.75545	10.31263	1.00000	44.78540	1164.31038	4.73958	20.22625	74.69243	2.23432	7.02667	9.81817	6.03264	0.30813	53.77122
5.62960	8.54774	7.58742	7.40661	31.92923	6.03705	1.00000	43.83050	1182.82389	8.61237	34.86563	56.18187	30.62007	11.06584	8.51598	9.20129	1.82574	55.56146
10.33356	9.60959	7.41714	5.75515	51.26	4.60129	0.00000	33.19249	1178.27280	7.21998	-2.1875	74.77584	30.30855	7.35719	7.78502	9.54342	2.23326	42.41401
9.31812	6.66377	8.19437	5.79730	26.2173	8.64861	1.00000	35.31644	1157.61293	5.74908	-80.22588	41.95936	-6.81446	9.16517	10.33662	8.37570	0.79677	42.51826
6.82143	7.46564	7.13998	7.55600	18.57677	10.23006	1.00000	46.50385	1119.67229	8.23557	-72.22625	42.31207	25.28396	8.63304	7.96328	7.63932	0.45445	50.26323
6.28796	8.41664	8.30060	3.45158	42.4251	7.55256	1.00000	33.65387	1116.16662	7.46834	-71.06616	45.93380	7.44924	12.81531	9.86479	10.25678	4.35614	52.60697
7.59220	8.60034	8.05205	7.49335	41.82143	10.95612	0.00000	53.56282	1072.64606	7.21723	41.77921	43.21976	16.42621	10.84979	8.38764	5.80745	0.23517	58.68829
6.40165	7.81336	8.90238	7.55715	16.68911	7.35985	1.00000	36.55070	1092.20040	7.38203	98.50893	56.75741	8.34744	10.00982	10.04624	8.56279	1.18295	69.27594
8.14889	7.85411	8.64803	4.97803	3.02013	9.26755	0.00000	50.32221	1101.50037	7.36813	30.91105	42.39230	33.09411	10.38460	10.75792	7.25663	0.38609	62.18893
7.54029	9.01832	10.06254	7.72673	51.26	9.83851	0.00000	45.93615	1111.68976	8.55797	-2.1875	53.52226	12.24215	10.41057	7.01035	6.61849	0.36864	35.94597
8.47752	7.54327	9.16670	10.03830	40.94065	6.09377	1.00000	41.00490	1095.70528	10.06160	-73.99681	46.80952	21.40483	9.69319	7.47925	7.52936	0.44744	61.81537
4.97550	8.63418		6.37233	41.41204	8.31013	1.00000	63.61634	1067.23112	7.10139	2.18247	51.89111	7.73517	3.60454	8.33417	5.11933	0.08076	47.97148
2.83258	7.54141	5.68660	5.68836	36.21544	7.42672	1.00000	47.77394	1083.00781	8.58045	65.93249	31.87807	4.02151	2.33961	8.16980	6.91300	0.42639	57.07555
6.60043	6.42474	8.02539	5.66238	33.76446	8.62954	1.00000	60.79157	1094.60184	6.82811	-117.79394	47.55969	29.62891	5.36801	8.85212	6.27704	0.31231	47.15735
5.31676	7.85638	9.07884	7.63357	40.78206	9.45296	1.00000	48.34471	1174.49313	8.30937	72.34424	71.20306	5.50272	8.47507	8.08560	5.60711	0.22801	32.85677
9.83648	7.31393	6.78762	7.68351	6.45407	10.79981	1.00000	28.26507	1062.91711	4.95890	3.39467	48.43439	21.43319	8.83494	7.81421	5.44418	0.28877	61.36243
6.11464	7.04771	9.88387	5.90937	53.51684	8.38136	1.00000	63.51804	1114.48425	8.10526	-113.3187	40.05000	4.51939	6.23757	7.42637	6.26978	0.28256	55.11405
9.06962	9.89916	9.49947	8.07896	6.15038	6.68788	0.00000	20.26503	1198.52247	4.73976	6.83042	33.27806	30.41265	9.88967	8.14731	8.43981	0.80782	45.56361
6.25926	8.48234	7.90085	7.00682	40.24537	9.21613	1.00000	30.36068	1070.35819	8.79547	-75.64963	40.39883	12.08813	7.72590	8.97850	6.25249	0.17669	42.31474
6.91356	8.42873	7.18091	6.79419	53.38333	9.27751	1.00000	38.09226	1158.04231	6.73377	-0.76667	54.52349	18.60650	6.82018	6.87564	7.14051	0.44877	26.11106
8.54518	7.34561	7.25752	5.24712	-36.9256	8.95673	1.00000	19.49491	1137.86912	5.71699	-73.02841	54.78931	23.68478	6.65384	7.62722	6.85308	0.37074	39.09979
6.89052	7.23056	8.52775	6.96016	36.81667	10.08150	0.00000	36.52223	1172.41948	8.74947	117.81667	49.51126	21.59847	10.48170	8.60650	6.77300	0.38512	34.00332
6.47071	6.09353	7.95476	8.45965	52.57583	10.89248	1.00000	61.52593	1186.10894	7.15048	6.61944	22.80690	20.27475	7.42682	7.30696	7.20822	0.32649	75.86829
9.90537	9.49380	6.74736	3.86466	56.11281	4.23840	0.00000	50.22074	1054.13359	10.44554	69.49015	57.58757	10.67071	4.68599	8.12525	8.93892	1.53019	41.32249
5.98208	8.39743	8.86870	7.14108	38.17492	10.88157	0.00000	42.15617	1070.83043	9.53328	-122.2608	57.35909	21.82740	9.96231	7.40821	7.25413	0.41605	52.06150
11.08836	8.14447	8.40013	5.93696	32.52515	6.60262	0.00000	56.50542	1185.55452	7.25519	-93.75018	44.34407	23.63316	5.36225	8.55579	10.51931	5.69094	25.97842
6.87197	8.16373	8.05342	6.63604	55.82885	10.94886	0.00000	71.85740	1141.45959	8.66868	-4.21376	60.03451	24.14003	12.04038	6.95524	7.04017	0.54758	68.13626
5.71992	8.12294	9.96514	8.05176	56.11281	7.62587	1.00000	43.26950	1195.27201	6.52989	69.49015	67.96433	18.40052	11.18520	8.57653	8.10353	0.76485	63.14656
6.63409	10.40975	6.51061	8.33992	34.75856	8.44596	1.00000	46.66730	1063.02984	7.13508	136.13108	69.33084	18.20808	7.95319	7.72689	7.82923	0.62094	52.85549
5.57701	8.45373	8.81584	6.69365	43.83125	9.87647	0.00000	39.37926	1066.74827	10.93385	5.03586	65.43319	22.59017	9.01522	9.09898	7.15327	0.28925	56.32062
6.89100	7.31394	7.99689	9.69830	-19.7625	7.38491	1.00000	42.05247	1092.85638	6.63110	-44.31389	47.45933	7.61506	7.75515	7.48478	7.67770	0.67637	71.54721
6.85623	7.91303	8.58485	6.99047	53.59782	9.42332	0.00000	46.25721	1173.76529	9.18864	34.33825	44.76213	13.12924	9.68192	7.79297	6.52133	0.30448	44.23644
6.86471	7.24646	8.93468	10.08169	53.94313	6.34663	1.00000	46.23364	1051.85156	8.44888	10.30215	40.90201	-2.38656	8.95027	7.24649	7.56942	0.56324	36.93091
6.63777	8.33657	8.67523	4.81456	26.44931	7.56611	1.00000	52.60746	1109.24451	6.09765	91.61356	54.67133	0.90747	4.02022	9.03795	5.33408	0.35579	60.06557
8.47384	8.95511	8.45987	6.70192	41.27194	9.42057	1.00000	39.96537	1079.59718	5.38923	123.17306	49.64110	15.57125	7.34551	8.16366	6.37777	0.17740	62.95969
7.66410	8.54512	9.26595	5.92947	33.35283	8.47002	1.00000	37.63252	1179.33212	7.00630	-111.78903	58.66215	18.07122	7.14234	7.92692	5.59346	0.22833	50.98441
6.66205	8.86539	8.69171	9.63799	40.87329	6.53585	1.00000	43.30652	1133.31899	8.33882	14.43865	41.56753	17.28686	9.18828	8.28135	8.00042	0.80024	41.93701
6.74737	8.87054	9.12995	8.64633	21.01858	11.10686	1.00000	48.85598	1123.24822	6.64994	-101.2591	22.34675	25.03970	7.51526	7.03427	7.42141	0.46574	57.14333
12.64726	8.51512	9.61997	6.63340	50.71229	5.29844	0.00000	51.32746	1078.94464	4.49882	4.52529	42.29592	36.93065	6.80537	8.39920	10.01046	3.62623	59.04354
7.45077	8.81845	7.77876	6.71793	35.82756	9.10851	0.00000	38.67094	1140.76173	8.41144	137.95378	55.54370	10.31590	8.88337	10.50201	6.24323	0.25680	35.73971
11.20335	6.43744	8.18369	6.86277	48.07667	6.65429	0.00000	49.96837	1168.49183	5.36814	8.64409	67.52540	22.55315	7.24916	8.36759	9.72165	2.65457	43.33499
5.86269	6.76640	7.74682	7.69190	37.08819	11.21439	1.00000	63.92912	1193.41696	6.95070	-8.2503	42.76409	-11.28299	5.62915	9.45791	7.43354	0.38972	40.46728
5.98103	7.85107	9.57688	8.14629	48.8222	6.19846	1.00000	47.41694	1101.41772	10.27036	2.12213	83.81890	17.81741	10.09571	8.33002	7.45081	0.33625	47.12471
11.16774	7.08125	8.19602	6.76392	10.63504	4.56002	0.00000	43.79397	1081.23126	7.59862	-85.43772	52.73734	26.21148	6.05892	10.09120	9.87943	3.20322	30.83528
8.49229	8.03207	8.16980	7.68508	51.84819	10.15277	1.00000	29.77364	1145.17410	5.69347	1.26738	53.24158	22.96100	8.30481	8.65814	6.42843	0.40558	44.37664
5.29153	8.62094	8.48946	4.91683	52.59319	13.18770	0.00000	49.37745	1173.28422	6.33063	13.32127	35.16523	13.81274	13.49203	9.63053	7.33859	0.49231	77.34940
12.21395	7.00783	9.02516	8.33988	39.71734	7.92077	0.00000	36.05609	1136.92312	6.12050	-74.96933	59.46426	23.14731	6.16733	8.56946	11.99344	24.63451	49.20444
5.31873	8.50442	9.32632	6.54220	39.71734	8.49380	1.00000	58.45313	1136.64851	8.87548	-74.96933	50.65167	22.33412	7.11742	7.98515	7.69421	0.51907	53.08826
8.60725	8.38466	6.86081	6.67745	44.92934	8.46228	0.00000	65.41844	1190.11290	8.38272	37.99117	39.09524	22.17560	4.68169	8.15228	9.05012	1.73439	38.10046
6.07566	8.41466	8.38186	9.69918	37.30553	6.39011	1.00000	52.89702	1086.74763	10.91455	120.82747	84.08959	-3.72463	10.85383	7.76698	5.80456	0.18043	54.06998
7.93120	7.61706	7.22688	6.83226	42.819	6.19436	0.00000	40.85166	1186.45541	6.03452	47.1192	58.04205	29.35705	9.14162	7.63882	8.17078	0.68599	60.32373
7.15327	7.66697	9.84552	7.59714	16.75973	7.72580	0.00000	53.21512	1142.54134	7.53264	-93.11308	57.77144	7.06967	9.30789	7.32719	10.14311	3.96281	56.14607
6.38996	9.32271	7.94384	6.69918	8.56697	11.33345	0.00000	44.76111	1088.06278	7.57724	123.33471	44.76299	13.48826	12.46065	9.13699	7.28234	0.35427	40.77822
9.81227	7.57260	8.49736	10.91556	14.95472	6.32899	1.00000	67.19550	1126.34771	8.20245	120.89694	67.29671	4.12481	8.28136	8.59397	8.55765	1.04941	53.14238
6.41336	6.15283	9.91434	10.59108	47.38093	4.44885	1.00000	61.19023	1078.42335	8.63483	-122.23484	70.06663	23.07557	10.21117	8.83158	8.83549	1.24002	45.27157
10.94726	8.39337	8.31653	8.79953	47.98372	7.09946	0.00000	36.18493	1175.10686	5.19759	10.18527	43.85034	14.36107	6.63072	8.62228	9.76666	2.86336	39.70669
	7.59191	8.37492	6.18322	36.64852	9.46690	1.00000	48.31262	1185.05933	5.64330	51.49621	64.54872	10.27517	7.23434	7.02203	6.02338	0.43904	52.24250
6.07155	7.71861	8.99618	8.25281	42.58342	9.47311	1.00000	50.82923	1186.22252	5.42868	-71.8023	58.06784	7.02550	4.40837	6.41380	4.26486	0.26969	55.60329
7.95524	7.74580	5.74499	6.68824	0.46005	8.95822	1.00000	49.21927	1150.98965	6.82081	34.11169	35.57075	17.86639	8.02705	7.81145	5.52346	0.29445	36.22968
4.47719	8.39854	8.28115	6.30004	18.03496	7.85594	1.00000	65.87872	1068.77665	9.88829	-66.8499	29.97972	9.70143	10.98317	6.87659	7.08448	0.40946	38.79970
7.33245	9.03262	7.82633	8.51769	49.03685	6.36894	0.00000	37.85686	1071.53726	7.82242	8.70745	75.37730	20.15924	9.57672	7.73066	8.83500	1.31224	54.73004
6.06455	9.97664	9.63944	9.31172	-17.74431	11.51667	1.00000	34.78290	1125.14507	8.70406	-48.62789	48.96235	6.63503	9.09412	6.19709	7.60310	0.53855	45.41789
5.94512	5.98016	6.53039	7.24908	36.75965	9.38130	0.00000	42.88235	1192.89818	10.53106	137.36215	64.21359	18.44691	8.08992	10.19831	6.60382	0.25795	64.11879
9.31387	9.22417	6.83879	8.40789	33.7207	6.18542	0.00000	53.78998	1164.24365	5.47471	-116.21677	28.97475	8.58998	5.97294	9.68313	7.61097	0.37036	26.35804
6.98818	6.90906	9.46030	9.01578	36.02506	10.64780	0.00000	61.66054	1101.70156	8.85067	-86.77917	45.33195	12.45163	10.59355	8.85327	5.85480	0.26833	28.50808
7.30454	8.70906	7.84674	10.46295	19.64745	7.11549	1.00000	57.11785	1187.88230	12.18941	-102.04897	60.57560	16.08923	7.35659	9.75867	5.05284	0.24763	34.15196
9.92536	8.17436	5.88851	5.95688	31.92923	9.51240	1.00000	51.47677	1108.27958	4.42543	34.86563	72.37416	33.23879	7.93810	6.37283	7.07883	0.52086	42.42997
7.45218	8.88022	8.62316	9.16092	31.71667	7.42297	1.00000	45.29706	1136.39604	7.56915	73.38333	51.81303	9.00260	8.83216	9.51806	7.67988	0.63145	48.58521
7.71745	9.78552	8.09541	4.30983	35.88264	6.68275	1.00000	51.59956	1179.55271	5.30480	-80.08199	54.22625	37.62337	4.67944	6.06477	5.19549	0.25819	64.06152
8.46148	7.76030	10.14255	11.04868	10.63504	5.18137	1.00000	50.81135	1076.05401	11.08121	-85.43772	53.62500	22.78594	9.49066	9.27356	8.15459	0.67301	42.10412
6.23174	8.01630	7.91683	7.79364	48	10.69197	1.00000	62.10394	1083.97664	8.40666	-4.1	51.56263	6.92252	8.66763	8.43749	9.36443	1.86857	67.42475
4.75790	7.89335	8.81199	8.53067	37.31309	6.69716	1.00000	60.14866	1183.18610	14.36573	40.74357	49.75910	26.46889	10.30529	7.69854	4.56045	0.17691	79.20085
5.73366	9.26657	9.87135	11.98168	34.86472	7.10556	1.00000	44.82642	1093.18197	8.41845	117.55417	36.44823	23.57132	9.38362	8.61373	5.16401	0.34093	62.23919
7.22096	8.40073	8.64829	9.60011	-25.42944	8.42011	1.00000	52.83471	1198.21816	9.38989	-50.00639	48.53997	8.13626	9.06535	8.76607	5.75994	0.22862	50.77904
8.26313	7.57097	7.13771	10.16720	42.4251	9.98587	1.00000	51.82998	1081.85135	9.60850	-71.06616	82.66335	21.94675	5.61274	8.38967	3.73499	0.12829	42.38791
8.62649	8.36487	8.08486	7.11068	-0.71667	7.20981	0.00000	34.82392	1194.35022	5.78298	-48.52333	69.41594	21.47519	8.32193	7.05121	8.48138	1.02564	19.08219
